-0.0013102+0.000607i,-0.0015078+0.00074542i,-0.0039218-0.00064524i,-0.0060382-0.0028359i,-0.0054251-0.002156i,-0.0023887+0.00077731i,8.9689e-05+0.001968i,0.0010067+0.0015862i,0.0013531+0.00091071i,0.0012225+7.4385e-07i,8.8641e-05-0.00036061i,-0.00045932-0.00055727i,0.00024095-0.00061669i,0.00029502-0.00051341i,-0.00052389-0.00060269i,-0.00087074-5.533e-05i,-0.00049006-0.00027728i,-0.00029838-0.00062145i,0.00029625-0.0009613i,0.00072464-0.0011115i,-0.00041842-0.00034185i,-0.00058042-0.00027042i,0.0002582-0.00023627i
-0.0025003-0.0010194i,-0.0039304-0.001722i,-0.0063816-0.0031851i,-0.007634-0.0027211i,-0.0061689-0.00091838i,-0.0036569-0.00020335i,-0.0017537-0.00011331i,-0.00083845-0.00023653i,-0.00066704-2.0095e-06i,-0.0008869+0.00011221i,-0.00058902-9.8542e-05i,0.00046445-0.00026749i,0.00044898-0.00040276i,-2.2533e-05+0.00022588i,6.6726e-05+0.00036716i,-0.0003486-0.00017179i,-0.00051663-0.00019183i,-0.00018173+2.8685e-05i,-0.00056843+0.00043044i,-0.0008575+0.00012749i,1.0127e-05+0.00017592i,0.00090532+0.00068493i,0.0010244+0.00054475i
0.0019763-0.00022971i,0.0016033+0.0016982i,0.0005705+0.0037204i,-8.922e-05+0.0047838i,-0.0012153+0.004729i,-0.0010649+0.0030563i,-8.458e-05+0.00064571i,-5.7526e-05-0.00039311i,-0.00014722-0.00078522i,-8.0882e-06-0.00080566i,0.00027066-0.00026355i,0.00020279-0.00038452i,-0.00024668-0.00083045i,-0.00051562-0.00067735i,0.00032433-0.00029416i,0.0013034+0.00084507i,0.00047197+0.0021416i,-0.00070476+0.0021367i,-0.00020195+0.00060834i,0.00030743-0.00064974i,0.00038578-0.00081645i,0.00058002-0.00051026i,0.00070178-0.00050879i
-0.00049622-0.0013067i,0.00075902-0.0034759i,0.0033146-0.0057566i,0.0033887-0.0065605i,0.0013478-0.004891i,-0.00043668-0.001889i,-0.0012679-0.00057987i,-0.00080861-0.00054706i,-0.00033028-0.00080262i,0.00014368-0.0010849i,0.00052025-0.0013628i,0.0004301-0.00046775i,0.00030678+0.00095156i,0.00080089+0.0011583i,0.00075959+0.00081747i,6.5723e-05+0.00012731i,-9.8324e-06-0.00010765i,3.5831e-05+5.4636e-05i,-0.00042974+0.00051188i,-0.00034612+0.00043019i,0.00026565+0.00028142i,-8.7296e-05-0.00014641i,-0.00087202-0.00019036i
0.00049877+0.0029648i,-0.00045332+0.00097938i,-0.0035316-0.0023764i,-0.0060464-0.0043815i,-0.0052725-0.0022544i,-0.0028704-7.294e-05i,-0.0018364+5.5038e-05i,-0.00080745+0.00012676i,4.2234e-06+8.0613e-06i,0.00014463-0.00058046i,0.00013691-0.00021036i,-0.00019771+5.698e-05i,-0.00038494-9.1368e-05i,-0.00089804-5.9428e-05i,-0.0011678+0.00010392i,-0.0010967-0.00021863i,-0.00068316-0.00049804i,-0.00050701-9.3328e-05i,0.00018488+5.1388e-06i,0.00015472+0.00027398i,-4.7279e-05-0.00016267i,0.00026169-0.00062891i,-0.00018105-0.00044362i
-0.0013395+0.0011518i,-0.0027167+0.0026458i,-0.0036663+0.0039043i,-0.0029169+0.004674i,-0.0015236+0.0033659i,-0.00062218+0.0021351i,-0.00066877+0.0008804i,5.5775e-05-0.00049739i,0.0001342-0.00042188i,-0.00026293-0.00014112i,0.00011969-0.00029873i,-4.8963e-05-0.00012083i,-0.00080651-0.00049809i,-0.0010546-0.0013026i,-0.00024247-0.00086126i,0.00039847-7.7649e-05i,0.00048655+0.00032523i,-0.00039245+0.0002981i,-0.00052626+0.00011431i,-2.028e-05-3.4622e-05i,-0.00029418-0.00035801i,3.9741e-05-0.00041879i,0.00043543+2.9305e-05i
0.0015704-0.00072586i,0.0036274-0.00089646i,0.0050359-0.001211i,0.0051257-0.00239i,0.003179-0.0027657i,0.0009013-0.0018278i,-0.00029567-0.0005161i,-0.00048017-0.0002004i,-0.00084243-0.00045813i,-0.00093258-0.00056947i,-0.00049116-0.00033363i,-0.00049118-0.00050134i,-0.00030813-0.00062568i,-0.00050926-0.00048851i,-0.00039654+0.00039175i,0.00012228+0.0006495i,0.0006361+6.7361e-05i,0.0017259+0.00019501i,0.0016318+0.00054942i,0.00045652+0.00033316i,-0.00086866+0.00041596i,-0.0014514+0.00039228i,-0.00043239+0.00025429i
-0.0019993-0.00075434i,-0.0032095-0.0031526i,-0.0041796-0.0065654i,-0.0052799-0.0080791i,-0.0051641-0.0063778i,-0.0028903-0.0029796i,-0.00059149-0.00054648i,-0.00035444-5.6623e-06i,-0.0011431-7.7766e-05i,-0.00097042-0.00021232i,-3.2995e-05-0.00032343i,0.00036072-0.00038116i,-0.000147+4.5398e-05i,-0.00052211+0.00089093i,-9.0318e-05+0.00027712i,0.000188-0.00070881i,0.00011818-0.00091066i,-4.6238e-05+3.1591e-05i,-0.00011286+0.00045415i,6.0078e-05+2.9378e-05i,0.00041049-0.0002433i,0.00045836-0.00035143i,-9.7087e-06-6.7378e-05i
-0.0014086+0.0015652i,-0.0026656+0.0028662i,-0.0051239+0.0055182i,-0.0057714+0.0073098i,-0.003639+0.0057156i,-0.00089844+0.0027504i,-3.3763e-05+0.00089624i,0.00049793-1.7608e-05i,0.00073297-0.00068827i,0.00013244-0.00061295i,-0.00018467-0.00063073i,-0.00014067-0.0010441i,-0.0003628-0.0013659i,-0.00027336-0.00090807i,-0.00010146-0.00026354i,-0.0002154+0.00019462i,-0.00024489+0.00046682i,-0.00010898+0.00012132i,0.00057048-0.00025307i,0.0010262-0.00078389i,0.00049909-0.0011816i,-0.00074117-0.00044404i,-0.00076872-0.00010538i
0.00053997+0.0010529i,0.0026657+0.0010421i,0.0053259+0.00064435i,0.0057898-0.00078545i,0.0040885-0.001365i,0.0018196-0.00037714i,0.00029795-0.00018689i,0.00025517+0.00026596i,0.0012284+0.00011106i,0.001985-0.00075667i,0.0016347-0.00079137i,0.00087867-0.00075666i,-9.2835e-06-0.00044455i,-0.00062353-0.00014821i,-0.00040645+3.7283e-05i,-7.3503e-06+0.00017999i,0.00020231+0.00026914i,0.00017959+0.00068628i,0.00023246+0.00063433i,0.00066898+0.00011957i,0.0010909-0.00035543i,0.00058591-0.00044706i,0.00025731+0.00010211i
0.0010919-0.0023886i,-0.00013642-0.005545i,-0.0024979-0.0082871i,-0.0055041-0.0082455i,-0.0060448-0.0059098i,-0.0036228-0.0021221i,-0.0018166+0.00015211i,-0.00062761-0.00028585i,5.792e-05-0.00098385i,-0.00020746-0.0006246i,-0.00011302-0.00035639i,0.00023367-0.00055233i,0.00049493+0.00011924i,0.0003377+0.00030956i,-0.0006597-0.00035064i,-0.0010887-0.0005287i,-0.000184-0.00039351i,0.00018466-0.00066606i,-0.00018743-0.00055026i,5.086e-05-5.9787e-05i,0.00037521-0.00035823i,-0.00042903-0.00015942i,-0.00095411-0.00021323i
-0.0029956+0.00033178i,-0.0041006+0.00087508i,-0.0058531+0.0016013i,-0.0061098+0.0029688i,-0.00486+0.0040322i,-0.0025296+0.0027188i,-0.00047836+0.00095836i,7.756e-05+0.00014802i,-0.00044721-0.00028049i,-0.00055319-3.8061e-05i,-0.00015179+0.00086551i,-9.2112e-05+0.00069574i,-0.00031955-0.00017716i,3.0118e-06-0.00045863i,0.00026594+0.00034698i,-1.2277e-05+0.00019629i,-0.00023588-0.00038867i,-0.00069245+0.00016432i,-0.00039742+0.00088901i,0.00017746+0.0010371i,0.00010492+0.00037758i,0.00024899-0.00015673i,-0.00011194-0.00032382i
0.001263+0.0014696i,0.0024744+0.0023054i,0.0033322+0.0026008i,0.003613+0.0023684i,0.0029041+0.0018816i,0.0017841+0.00089966i,0.0011652-5.2389e-05i,0.00069632-0.0004131i,0.00089647-0.0006183i,0.00064601+0.00011617i,-0.00071456+0.0008536i,-0.00090443+0.00047363i,-0.00033128+0.00010977i,0.00027312+1.5723e-05i,0.0001715+1.0133e-05i,-0.00048507+0.00040096i,-0.0012621+0.00069543i,-0.0015117+0.00038263i,-0.00057582+0.00039992i,-0.00047118+0.00025275i,-0.00069251-0.00041802i,-0.00032285+0.00024401i,-0.00049161+0.0006055i
0.0012137-0.0015944i,0.00090229-0.0058459i,-0.0001116-0.0095451i,-0.0020687-0.010645i,-0.0038472-0.0088267i,-0.0037765-0.0049698i,-0.0026657-0.0018963i,-0.0015829-0.00055196i,-0.00092474-0.00012319i,-0.00015864+9.4145e-05i,0.00019223+0.00023055i,0.0001968+0.00021038i,0.00021133+0.00045108i,6.4802e-06+0.000628i,-6.3572e-05+0.0001923i,0.00096451+9.5643e-05i,0.0016644+0.00019882i,0.0015179-0.00012298i,0.00063436+0.00018912i,-0.00071967-0.00043193i,-0.0010952-0.00032951i,-0.0008212-0.00013856i,0.00041443-0.00043564i
-0.001383+0.00037046i,-0.0030402-0.00022656i,-0.0055413-0.0003843i,-0.0064446+0.00017687i,-0.0052015+0.0011697i,-0.0029915+0.0016655i,-0.0010367+0.0013139i,-0.00011409+0.00067142i,-9.9046e-05+0.00058764i,-0.00049692+0.0011843i,-0.00062228+0.0013394i,3.9773e-05+0.00030226i,2.0454e-05-0.00038735i,-0.00022157+0.0003234i,0.0005319+0.00048424i,0.00069352+0.00017501i,0.00070701-0.00015546i,0.0012526+0.00023718i,0.00087557+0.00034777i,0.00059143-0.00037919i,7.3887e-05-0.00059958i,0.00018719-0.00041274i,0.00089702-8.2492e-05i
-0.0015418-0.00088441i,0.00071389+6.1774e-05i,0.0032112+0.0031622i,0.0034327+0.0039815i,0.0023621+0.0021467i,0.0013741-7.8511e-06i,0.00054125-0.0007014i,-0.00041544-0.0005941i,-0.00070561-0.00052775i,-0.00037851-0.0003303i,-0.00026109+0.00011975i,-0.00032743+0.00038072i,-0.0006136+0.00046215i,-0.00026675+2.3332e-05i,0.00051864-0.00039861i,0.00060767-0.0004206i,-8.9881e-05-0.00025985i,-0.00010101-7.3468e-05i,0.00073062+0.00021346i,0.00080196+0.00078575i,0.000314+0.0012568i,-4.3982e-05+0.00072988i,0.00065636+0.00046031i
0.0020271-0.0049775i,0.0020295-0.0059254i,0.0009547-0.0080877i,-0.00094455-0.0087962i,-0.0027357-0.005868i,-0.0036736-0.0017309i,-0.0020545-0.00048191i,-0.00066509+0.00012377i,-0.0014971+0.00068175i,-0.0017495-0.00015906i,-0.0010267-0.00018915i,-0.00070641+0.00019047i,-6.4797e-05+2.5549e-05i,0.00041006+8.3629e-05i,0.00016908+0.00013581i,0.00020124-0.00029454i,0.00043896-1.8172e-05i,0.0002909+0.00010339i,1.6054e-05+2.7876e-05i,-0.00042274-0.00024121i,-0.0006143-0.0013961i,-0.00064432-0.0012345i,-0.00064442-0.000741i
-7.7623e-06+5.6413e-05i,-0.002857-0.002155i,-0.0053633-0.0036644i,-0.0066207-0.0029851i,-0.005802-0.0018458i,-0.0029567+6.2715e-05i,-0.00051053+0.001425i,0.00091086+0.0017774i,0.0010302+0.0013926i,0.00026746+0.00079842i,-0.0003095+0.00036791i,0.00024004-0.00025647i,0.0011794-0.00050701i,0.00086596+0.0002924i,-6.9017e-05+0.00070048i,-0.00033808+0.00041061i,0.00011721-0.00030359i,0.00035973-0.00032767i,0.00048213+0.00026249i,5.3078e-06+0.00047832i,-0.00056665+0.00037599i,2.9042e-05+0.00029417i,0.00025686+0.00094187i
0.0022105+0.002136i,0.0023813+0.0038603i,0.0021371+0.0043013i,0.001621+0.0041176i,0.00083961+0.0026648i,0.0005287+0.00019571i,0.00084266-0.0006656i,0.0011371-0.00069881i,0.00087564-0.0012926i,0.00010486-0.0011335i,-0.00026586-0.00027588i,-0.00049603-0.00050521i,-0.00025398-0.0012505i,0.0005002-0.0011193i,0.0002552-0.000602i,-0.0005901-0.00059131i,-6.9762e-05-0.00062466i,0.00046207-0.00068242i,0.00010628+0.00025548i,-0.00073487+0.00083694i,-0.0011137+0.00059559i,-0.00024185+0.00022301i,0.0001853+0.00019563i
-0.00044408+0.0019839i,0.0019109-0.00072756i,0.0047216-0.0031713i,0.0040731-0.0050641i,0.0015081-0.0055797i,-0.00019594-0.0040176i,-0.00017146-0.0013994i,-0.0001648+0.0002501i,-0.00084865+3.9938e-05i,-0.0014196-0.00086459i,-0.0020788-0.0011382i,-0.0017747-2.7271e-05i,-0.0011542+0.00093908i,-0.0006042+0.00037464i,-0.0003781-9.9686e-05i,-0.00060915+0.00073672i,-0.00051067+0.001591i,0.0001618+0.00101i,0.00034199-0.00044893i,0.00048216-0.00064934i,0.00051003+6.3744e-05i,9.3659e-05+1.1784e-05i,-0.00026992-0.00035229i
0.00011755+0.0010062i,-0.0016609-0.0014113i,-0.0038646-0.0041479i,-0.0065627-0.0040716i,-0.0068364-0.0020691i,-0.0042251-0.00038316i,-0.0023633-0.00017352i,-0.0010302-0.00028396i,0.00085115+0.00012266i,0.0011272+0.00010028i,5.0769e-05+0.00021175i,-0.00052422+0.00045076i,-0.00021688-0.00013615i,0.00033685-0.00057608i,0.00085756-0.00040565i,0.00062392-3.6293e-05i,9.0298e-05-0.00028631i,0.00014654-0.00084612i,0.00076057+4.7277e-06i,0.00079185+0.00064264i,4.1254e-06+2.9537e-05i,0.000145-0.00067496i,0.00066687-0.0010442i
-0.0014389-0.0018836i,-0.0017339-0.0014067i,-0.0023732+0.001085i,-0.0017011+0.0037739i,-0.00066133+0.0037988i,0.00042271+0.0018295i,0.0009281+0.00052699i,0.00079805+0.00017232i,0.00016128-0.00037049i,0.00053125-0.00022253i,0.00075658+4.9994e-05i,9.3351e-05-0.00042613i,-0.0004484-0.00064052i,-0.00087433-0.0011197i,-0.00082746-0.0010405i,7.748e-05-0.00045163i,0.0010096+4.5791e-05i,0.00072367+0.0002834i,0.00024281-0.00015892i,-2.8053e-05-0.0010802i,-0.00013787-0.00090755i,4.1212e-05-0.00026041i,0.00029489+4.0906e-05i
0.00087985+0.0011847i,0.0040727+0.0014812i,0.0052629-0.0013028i,0.0038356-0.0041343i,0.0013777-0.0037897i,-0.00014044-0.002766i,-0.00010157-0.0019122i,-0.00063211-0.0016142i,-0.0013942-0.0018702i,-0.00109-0.0018726i,-0.00053395-0.00095518i,0.00016575+6.5733e-05i,0.00050694-2.7849e-05i,6.9967e-05-0.00027909i,-0.00013503+0.00034523i,0.00014182+0.00026026i,-7.0258e-05-0.00016779i,-0.00020345+0.00032567i,-0.00037612+0.0004817i,-0.0004715+0.00033168i,-5.9816e-06+0.00024053i,0.00063568+0.00014953i,0.00058228+0.00052488i
-0.0013618-0.00020603i,-0.0024379-0.0030751i,-0.0043129-0.0047446i,-0.0063753-0.0049327i,-0.0057395-0.0026776i,-0.0032355-0.00047686i,-0.0014137-4.7492e-05i,-0.00096164+0.00044715i,-0.00098144+0.00058971i,-0.00050689-5.1343e-07i,-0.00038532-0.00031897i,-0.00052505+0.00012977i,-1.884e-05+0.0013184i,0.00023896+0.0010199i,0.0004571+0.00039721i,0.00061036+0.00043183i,0.00056559+0.00028449i,-0.00036414-0.00016129i,-0.00090834-0.00044113i,-0.00072069-6.182e-05i,-0.00020043-7.615e-05i,0.00031229-0.00025412i,0.00013747-0.0001519i
0.0013222+0.0019035i,-0.00026815+0.0013829i,-0.0024743+0.0019341i,-0.0035217+0.0030313i,-0.0025014+0.0031343i,-0.0022291+0.0021644i,-0.0013036+0.0012645i,-0.00050155+0.00054032i,-0.00010957-2.8073e-05i,0.00061607+0.00012133i,0.0015006+0.00057474i,0.0014205+0.00054637i,0.00075673-0.00026872i,0.00033383-0.00058618i,8.7762e-05-0.00032134i,0.0002842-0.00064493i,0.00033467-0.00034949i,0.00019413+0.00054808i,0.00013685+0.00075313i,0.00030422+0.00043169i,-0.00013011+0.00013335i,0.00015415-7.0887e-07i,0.00055476-0.00013581i
0.00083576-0.0010078i,0.0024714-0.0016326i,0.0054018-0.00207i,0.0058426-0.0034725i,0.0035816-0.0040887i,0.0011189-0.0032186i,-4.2551e-05-0.0019891i,-0.0005566-0.00077042i,-6.4526e-06-0.0013266i,0.00046133-0.0017987i,0.00032502-0.0011288i,4.5034e-05-0.0013121i,-0.00038215-0.0011127i,-0.00093545-4.8662e-05i,-0.00096974+8.4728e-05i,-0.00038913-0.00025287i,-0.00071795+0.00022281i,-0.00097567+0.00058924i,-0.0002063+0.00043497i,0.00074003+5.0211e-05i,0.00065014-2.6992e-05i,0.00011241+6.0516e-05i,0.00038606+0.00026861i
0.002623-5.5072e-05i,0.0021071-0.0029373i,6.049e-05-0.0066471i,-0.0037577-0.0088025i,-0.0057745-0.0069028i,-0.0046517-0.0035062i,-0.0025492-0.0014439i,-0.0012265-0.00020496i,4.7502e-06+0.00054254i,2.6172e-05+0.00055021i,-0.00045645-1.9856e-05i,-0.00048279+0.00040312i,-0.00069405+0.0009501i,0.00032693+0.0004736i,0.0008366+4.0779e-05i,0.00047161+0.00013654i,0.00065154+0.00023515i,0.00087512+0.00041172i,0.00040803+0.0003433i,0.00022757-3.5845e-05i,-0.00014483-0.00065031i,7.2166e-05-0.00092051i,0.00054184-0.00075172i
-0.0029478+0.00026481i,-0.0045209-0.00078448i,-0.006249+0.0002035i,-0.0063137+0.0030161i,-0.004597+0.0044504i,-0.0025038+0.0041516i,-0.00092627+0.0019732i,0.00038728-0.00019853i,0.0011503+0.0001268i,0.00052459+0.0012345i,-0.00078391+0.0013585i,-0.00079601+0.00099774i,-4.8361e-05+0.00061047i,0.0012521+0.00058054i,0.0009491+0.00070669i,0.00042316+3.5164e-05i,0.0012252-0.00040821i,0.00086867-6.7449e-05i,0.00055644+4.3009e-05i,0.00044645-0.00041276i,0.00014584-0.00050548i,0.0003521-0.00041369i,0.0006667-0.00037059i
0.0011478+0.0017247i,0.0035041+0.0029592i,0.0042782+0.002156i,0.0054518+1.333e-05i,0.0060064-0.0013505i,0.0034896-0.0019339i,0.00088577-0.0019051i,-7.5409e-05-0.0021325i,0.00013865-0.0012116i,0.00070428-0.00021861i,0.00098951+0.00010812i,5.554e-05-0.00034947i,-0.0011424-0.0012374i,-0.00093624-0.0013356i,-4.9555e-05-0.00087995i,-9.0409e-05+0.0002081i,-0.0010717+0.0002995i,-0.00053984-0.00065266i,0.001009-0.00051469i,0.0013094-3.8309e-05i,0.00061637-0.00018556i,0.00058937-0.00025878i,0.00047884+0.00016257i
-0.00037166-0.0021815i,0.00013939-0.0036461i,-0.0002211-0.0061858i,-0.0034393-0.0076287i,-0.0056018-0.0054823i,-0.0038463-0.0019079i,-0.0022414-0.00075533i,-0.0021371-6.4964e-05i,-0.0018273+0.00090374i,-0.0018956+0.00020574i,-0.0020647-0.00044736i,-0.0015342-0.0004293i,-0.0014099+9.2706e-05i,-0.0011743+0.00036198i,-0.00059232-7.7163e-05i,-0.00052522-0.00056526i,-0.00041186-0.00027131i,-0.0003603+0.00020949i,-0.00034894-0.00012808i,-0.00020798-0.00042968i,-0.00043881-0.00062381i,-0.00026913-0.00033369i,0.00024895+2.0248e-05i
-0.002666+0.0009678i,-0.0039263+0.0011858i,-0.0053524+0.0025132i,-0.0058148+0.0041861i,-0.0046253+0.0042333i,-0.0021143+0.0021242i,-0.00077924+0.00050636i,-0.00060887-1.142e-05i,-0.00036205+0.00045694i,-0.00044384+0.0005501i,-0.00074189-8.1765e-05i,-0.00030684+0.00037736i,0.0003349+0.0012178i,0.00028994+0.0007815i,0.00088221+0.00029988i,0.00058584+0.00050441i,-0.00085436-0.00019703i,-0.0010141-0.00014985i,-0.00035355+0.00082606i,0.00021177+0.00049462i,0.0003675-0.00048641i,-0.00046678-0.0003803i,-0.00018564-0.00038568i
0.003263+0.0020212i,0.0029801+0.0024331i,0.0046639+0.0018905i,0.006318+0.00059065i,0.0056232-0.0012485i,0.0027407-0.0017132i,0.00032296-0.0010879i,0.00017296-0.00074117i,0.00090857-0.00069465i,0.0009129-0.00071873i,0.00036862-0.00031176i,8.939e-05+0.00034553i,0.000366+0.00033603i,0.00048125+0.00031366i,0.00081095+0.00083628i,0.0006955+0.0010888i,-6.1609e-05+0.00073827i,-0.00022788-5.233e-05i,-8.2192e-05-0.00017499i,0.00021179-0.00019622i,5.6963e-05-0.00050169i,0.00042525-0.00040593i,0.00088854-0.00048048i
-0.0020085-0.0029619i,0.0003013-0.0034633i,-0.00028604-0.0056604i,-0.0026479-0.0080601i,-0.0043562-0.0073859i,-0.0033149-0.0035704i,-0.0012744-0.00075665i,-0.0015925-0.00088391i,-0.0017845-0.0011912i,-0.00094356-0.00037913i,-0.0005919+1.7739e-05i,-0.00013528-0.00058821i,-6.3869e-05-0.00092231i,-0.00012528-0.00050719i,0.00014604-0.00049995i,0.00061689-0.00070204i,0.00073892-0.00018824i,2.8509e-05-0.00030732i,-0.00024588-0.00093827i,-6.0621e-05-0.00073736i,0.00037823-0.00065696i,0.000482-0.0011156i,-0.0001415-2.9448e-05i
-0.00059565-0.0016249i,-0.0022506-0.0028138i,-0.0059783-0.0033601i,-0.0081268-0.0012651i,-0.0071188+0.0019202i,-0.0047475+0.0033132i,-0.0026123+0.0023536i,-0.0012196+0.0016367i,-0.00047841+0.0012787i,-0.00041099+8.1856e-05i,-0.00051079-0.00042349i,-0.00057493-0.00056753i,-0.00060979-0.00065948i,-0.00033611-0.0010794i,1.4785e-05-0.0014123i,0.00037502-0.0002717i,0.00043854+0.00055013i,-7.982e-05+6.4939e-05i,-0.0010283-1.5974e-05i,-0.00092424+0.0004089i,-0.0007249+0.0003296i,-0.00070496-0.00046927i,-0.00016537-0.00043875i
-0.00036068-0.00080976i,-2.5694e-05+0.00023501i,0.0010495+0.0017714i,0.002773+0.0021898i,0.0039239+0.0018569i,0.0029998+0.0011238i,0.0014093+7.9594e-05i,0.00075872-0.00056084i,0.00056532-0.00042641i,0.00088008+0.00028346i,0.00068831+0.0002522i,-0.00014788-0.00016182i,0.00021121-0.0001501i,4.5309e-05+0.00034763i,-0.00092388+0.00050892i,-0.0005134+0.00014969i,0.00025302-4.2441e-05i,-5.6015e-05+0.00011315i,6.1191e-05+0.00030187i,0.00098298+0.00026592i,0.00075421+0.00023888i,0.00056319-0.00023432i,0.00068824-0.00065025i
0.0034767+0.0012988i,0.0045626-0.00073171i,0.0047513-0.0042097i,0.0021617-0.0064985i,-0.0010745-0.0065632i,-0.0025587-0.0046746i,-0.0015678-0.0026403i,0.0003-0.0015708i,0.00092001-0.00076077i,0.00057385-0.00013973i,-1.3676e-05+0.00033167i,-0.00071265+0.00077926i,-0.00064899+0.00091844i,-7.5475e-05+0.00070853i,0.00050131+0.00063933i,0.00093+0.0001577i,0.00094692-0.00052143i,0.00064257-0.00039029i,-0.00034459-0.00020669i,-0.00071489+0.00012789i,-0.00048871+0.00038589i,-0.0011402+5.7038e-05i,-0.0013887-0.00027869i
0.00014851-0.0018343i,-0.0017003-0.003408i,-0.0047898-0.0048479i,-0.0080024-0.0034561i,-0.0078564-0.00028814i,-0.0044322+0.0011113i,-0.0016877+0.001154i,-0.00074328+0.00076409i,-0.00062122+0.00019777i,-0.00070582-0.00026006i,-0.00042403-0.0002952i,0.00031374-0.00030011i,0.00059543-0.00033747i,0.00012818-8.4325e-06i,0.00026928-0.0001956i,2.1658e-05-0.00088787i,-0.00095336-0.000594i,-0.00097558+0.00042498i,-0.0005616+2.0974e-05i,-0.00092707-0.00021804i,-0.0015966+0.00039894i,-0.0010994+0.00019902i,-0.00020307+4.2062e-05i
-0.0017195+0.00098305i,-0.0032273+0.0021865i,-0.0022668+0.003114i,-0.00067331+0.0036182i,0.00089725+0.003556i,0.00088753+0.0022447i,-2.5682e-05+0.0010943i,-5.9832e-05+0.00088947i,3.9234e-05+0.00084769i,-0.00043796+1.3591e-05i,-0.00030402-0.0009111i,0.00033217-0.00019419i,0.00034998+0.00068267i,-0.00018813+0.00045497i,-0.00029261+0.00030288i,0.00041479-0.00018573i,-7.2634e-05-0.00081127i,-0.00051088-0.00062733i,0.00025053+0.00030054i,0.00047931+0.00050677i,0.00020211-0.00027851i,0.00040837-0.0005342i,0.0004727+6.8188e-05i
0.00068838+0.00012835i,0.0027819-0.00033718i,0.0039538-0.0016107i,0.0032221-0.0053107i,0.0021879-0.0062697i,0.0016728-0.0040783i,0.00054305-0.0022506i,-0.00011971-0.0011109i,-0.00029707-0.00058034i,-2.9626e-05-0.00082907i,-6.0786e-06-0.0011957i,-0.00028225-0.00039613i,-0.00014936+0.00068146i,0.00016655+0.00087352i,0.00039893+0.0011186i,0.00017842+0.0012647i,0.00024937+0.00086452i,0.00052631+5.3602e-05i,0.00090248-2.3975e-05i,0.00092787+0.00044441i,0.00066625+0.00016383i,0.00026884-2.8758e-05i,-0.00024893+0.0001319i
0.0012586-0.00035028i,0.00083157-0.0029632i,-0.0018107-0.0048682i,-0.0050848-0.0047932i,-0.0063347-0.0023589i,-0.0043552-0.00041985i,-0.0015354-0.00036038i,-0.00055533-3.787e-05i,-0.00021675-0.00027816i,-0.00013784-0.00091576i,-6.0128e-05-0.00056941i,0.00034803-0.00022502i,0.00018528-8.9992e-05i,0.00011038+0.0001882i,9.0047e-05+0.00025241i,-0.00015967+4.5633e-05i,-0.00080611-0.00030859i,-0.00045333-0.00043922i,0.00063042+2.5529e-05i,0.00088128+0.00037384i,-1.8654e-05+0.00032797i,-0.00099482-0.00025461i,-0.00065211-0.00053104i
0.0011446-0.0011827i,-0.00037355-0.00042629i,-0.0018355+0.0022134i,-0.00010365+0.0038899i,0.0016825+0.0032903i,0.0015103+0.00096134i,0.00099693-0.00059001i,0.00043612-0.00088196i,-0.00024466-0.00088914i,-0.00034794-0.00043596i,-0.00030916-7.7042e-05i,-8.0017e-05-0.00072908i,0.0002832-0.0010279i,-4.7043e-05-0.0002733i,-0.0003259-7.3754e-05i,-0.00019378-2.4647e-05i,0.00018354+0.00018986i,0.00080622+0.00017859i,0.00042301+0.00068436i,-0.00026893+0.00062629i,-0.0007158+0.00022308i,-0.00079386+0.0004162i,-0.0006675+0.00051542i
0.0015178+0.002152i,0.0028297+0.0025501i,0.0042978+5.5363e-05i,0.0031171-0.0034465i,0.0013481-0.0053676i,0.00027149-0.0037897i,-9.1126e-06-0.0013732i,9.7779e-05-0.00078603i,0.00033346-9.3484e-05i,0.00022188+3.9704e-05i,-0.00076277-7.7431e-05i,-0.0015953-0.00018433i,-0.0013763-0.00022739i,-0.0010636+0.00035974i,-0.0011568+0.0002317i,-0.00044568-0.00016674i,0.00068465-0.00030817i,0.0012505-0.0003756i,0.00042204-0.00095918i,-5.0565e-05-0.0011968i,0.0004215-0.00049435i,0.00023885+0.00063511i,0.00017765+0.00082163i
-0.00015915+0.0016124i,9.4051e-05-0.0012814i,-0.0012556-0.0040853i,-0.0046246-0.0047889i,-0.0067101-0.0030073i,-0.0046138-0.00082061i,-0.0020791+0.00016326i,-0.0004261-0.00032051i,0.00065264-0.00045441i,0.00092393-0.00038816i,0.0011833-0.00034936i,0.00077481+0.00046894i,0.00036116+0.00115i,0.00047381+0.00078746i,-0.000143+0.0002439i,-0.00011688+0.0003365i,0.00036178+0.00096086i,-1.914e-05+0.00091809i,2.9079e-05+2.7495e-05i,0.00052927-0.0003852i,0.00058037-0.00028712i,0.00074213-0.00049801i,-9.1006e-05-0.00043674i
