0.001665+0.00073357i,0.0020799+0.00012705i,0.0010581-0.00079585i,-6.5368e-05-0.00086965i,-0.00038328+0.00010791i,-0.00082328+0.0023314i,-0.00092595+0.0028246i,0.00041973+0.0020401i,0.0019249+0.0015266i,0.0019288+0.00071968i,0.00057728-0.00033254i,-0.00068121-0.0010037i,-0.00079786-0.00066312i,-0.00068007-0.00053308i,-0.00062257-0.00076677i,-0.00048988-0.0004992i,-0.00035233+0.00010605i,-0.00047784+0.00024551i,-0.00013477+0.00078666i,7.9279e-05+0.00086364i,0.00011244+9.7005e-05i,9.2204e-05-0.00048424i,0.00017053-0.00068899i
0.0012981-0.00086392i,-0.00052164-0.0001536i,-0.0011658+0.00048764i,-0.00037046+0.00093813i,0.0010277+0.001582i,0.0012846+0.0014227i,0.00069185+0.00074284i,0.0011169+0.00060602i,0.0012691+0.0003521i,0.00097726+0.00032117i,0.00086072+0.00036914i,0.00024354-0.00022673i,-9.1787e-05-0.00068308i,-0.00066297-0.00048865i,-0.0015038-0.00061209i,-0.0010643-0.00056155i,-0.00024608-0.00025814i,-0.00021348-0.00044745i,-0.0002279+0.00016575i,-0.00018236+0.0011064i,6.6675e-05+0.0007404i,0.00058145+0.00041208i,0.00051611+0.00074356i
0.0021813-0.0010761i,0.0020707-0.00063656i,0.00069449-0.00029079i,4.2853e-06+0.0001504i,0.00043841-0.00013172i,0.00030489-0.00012461i,0.00010631+0.00057009i,-7.6266e-05+0.00047545i,-0.00052607+0.00031483i,0.0001941+0.00073486i,0.00066283+0.0012953i,0.00058547+0.00064716i,0.00098426-0.00036687i,0.0016246-0.0011179i,0.00048623-0.00093169i,-0.00069457-0.000524i,-0.0011548-0.00043469i,-0.00099459-0.00048106i,-0.0004832-8.617e-05i,-0.00078472+0.00047731i,-0.00040318+0.00031312i,0.00032666+0.00040677i,0.00029478+2.0161e-05i
0.0029026-0.00016906i,0.0024343-6.1978e-07i,0.0024128-0.00041284i,0.0022676-0.00022673i,0.0018025+0.0005596i,0.0002975+0.00099212i,-0.00011553+0.0016172i,0.00047789+0.0010559i,0.00023925-0.00012525i,-0.00036701-0.00035201i,-0.00020533-3.2759e-05i,0.00013729+0.0005258i,0.0001875+0.00075117i,-0.00023869+0.0004335i,-0.00025774+0.00035646i,0.00017101+0.00028176i,-0.00022873-0.00038212i,-0.00031767+1.8669e-05i,0.00023601+0.00056535i,0.00037128+0.00074743i,0.00029305+0.00072098i,0.00073383-0.00014497i,0.0013451-0.0010656i
0.0017083-0.00034762i,0.0017214-0.00059598i,0.00091334-0.00047375i,0.0008867+0.00014961i,0.0013885+0.001012i,0.0013732+0.0013376i,0.000304+0.00043256i,2.7205e-05-0.00033518i,0.00047701-0.00023978i,0.00045468+5.8751e-05i,0.00011468-0.00011175i,-0.00061082-0.00070884i,-0.0011657-0.00065597i,-0.00077097-0.00017242i,-9.8099e-06+0.00039379i,0.00013082+0.00053088i,8.9019e-05+9.8063e-05i,4.7889e-05-0.00027577i,0.00041066+0.00011821i,0.00074319+0.00044224i,0.00069061+0.00048306i,0.00060995+0.00053747i,0.0014776+0.00063155i
0.0026998-0.0022223i,0.0017023-0.0014014i,-0.00096139-0.001357i,-0.0022262-0.00064471i,-0.0015171+0.00044002i,-0.00030437+0.0014017i,0.00012826+0.0014695i,-0.00030035+0.00092237i,-0.00070701+0.00054449i,-0.00010952+0.00052946i,-1.3308e-05-0.00044926i,-0.00064181-0.0017523i,-0.00045147-0.0016331i,0.00038117-0.0010193i,4.8065e-05-0.0010522i,-0.00035976-0.00090196i,-0.00018338-0.00045254i,-0.00019894+0.00050154i,0.00018027+0.0017082i,-0.00017911+0.0013041i,-0.00023691+0.00072032i,0.0010988+0.00059395i,0.0013211-0.00033328i
0.0019455-0.0012635i,0.0023729-0.00113i,0.0027168-4.1831e-05i,0.0024946+0.00031869i,0.0022486-0.00013103i,0.0014477-0.00057309i,0.00010978-0.00043016i,-0.00026659-8.9347e-05i,-0.00011082+0.00046995i,0.00040943+0.00015764i,0.00085155-0.0001825i,0.001049-1.1871e-05i,0.00073237-3.4547e-05i,-3.1366e-05-0.00011435i,-0.00042391-0.00055284i,0.00011941-0.0011071i,0.0004419-0.00075082i,0.00015737+0.00014755i,0.00011092+0.00055647i,0.00049303+0.00039306i,0.00044694-1.767e-05i,-2.8635e-05-7.4622e-05i,-0.00022553-0.00049551i
0.0027398+0.00029865i,0.0013922-0.00030574i,0.00017048-0.00079946i,-0.00031786+0.0003693i,-0.00061104+0.0015312i,-0.00031586+0.0015486i,0.00035255+0.00074203i,0.00051003+0.00014661i,0.0010309+0.00034309i,0.00081499+0.0002825i,-0.00010997-0.0009143i,0.00064083-0.0011635i,0.0012372+5.9218e-05i,0.0011372+5.8523e-06i,0.0011261-0.00041717i,0.00026764-0.00085869i,-0.0001561-0.0006513i,2.6656e-05+0.00042896i,-0.00017605+0.00056322i,0.00020342+0.00022725i,0.00074937+0.00032092i,-5.556e-05+0.00020228i,-0.00054484-0.00031722i
0.0023265-0.0012772i,0.0032511-0.0010814i,0.0022569-0.0003327i,0.00049402+0.00097242i,0.00014738+0.0010969i,0.0012135+0.00063992i,0.0018923+0.00069508i,0.0019019+0.0004241i,0.0012313-0.00068393i,0.00050846-0.0011388i,0.0002839-0.00069687i,0.00042838+0.00047069i,-0.00033345+0.00036934i,-0.0008485-0.00026019i,-3.4147e-05-0.00051243i,0.00094703-0.00060979i,0.0011793-0.00039653i,0.00061144-5.5862e-05i,0.00091732+0.00066752i,0.0013297+0.0010481i,0.0006941+0.00086916i,0.00025589+0.00040113i,0.00012813+5.1291e-05i
0.0028245-0.00039266i,0.0036995-0.00049211i,0.0028539-0.00097351i,0.0015888-0.00046452i,0.0014881+4.6309e-05i,0.001246+0.00032928i,0.0013007+0.00052666i,0.0011298+0.00018067i,0.00043284+4.3415e-05i,-8.9902e-06+0.00032482i,0.00020719+1.0757e-05i,0.00054321-0.00059398i,0.00033121-0.00080796i,0.00042849-0.00051872i,0.00036172-0.00010462i,0.00010192-0.00024005i,0.00023477+0.00010546i,0.00023846+0.0011448i,0.00076315+0.0013968i,0.00095985+0.00092234i,-0.00010571+0.00056082i,0.00025025-0.0005776i,0.0007463-0.00086434i
0.0014547+0.00037482i,0.00050789+0.00062989i,0.00010221+0.0016554i,0.0014419+0.0030767i,0.0025643+0.003568i,0.0014474+0.0019177i,0.0010985+0.00047321i,0.0015633+0.00026828i,0.0014215+0.00039975i,0.0015558+0.00055153i,0.0012048+0.0002652i,0.00041388-0.00014203i,9.0726e-05+0.00016785i,0.00033428-0.00013827i,0.00069523-0.0006831i,0.00014493+0.00010294i,-0.00047414+0.0013853i,-0.00027109+0.0020647i,-0.00016399+0.0015321i,0.00042168+0.00055237i,0.00087487+0.0004572i,0.00094312+0.00052747i,0.00060436+0.00015412i
0.00191-0.0011492i,0.0028955-0.0014436i,0.0013816-0.00077075i,0.0002383+0.00049651i,0.00045964+0.0015733i,0.00073462+0.001969i,0.00097828+0.0016754i,0.00067237+0.00092217i,0.0004427+0.00038205i,3.4939e-05+0.00092011i,-0.00023307+0.0012532i,0.00035605+0.00093449i,0.0015138-4.0334e-05i,0.0014138-0.00070906i,0.00035202-4.5288e-05i,-0.00066423-5.4032e-06i,-0.0015488-0.00049677i,-0.0013668+5.7426e-05i,-0.0013152+0.00040451i,-0.0010698+0.00028196i,-0.00046481+0.0001493i,-1.2732e-05-0.00032643i,-0.00022414-0.0010697i
0.0033728-0.00047867i,0.0025185-0.00013527i,0.00075757+0.00049178i,-0.0010939+0.0010091i,-0.0012922+8.6589e-05i,0.00059394+0.00071303i,0.0013727+0.0018491i,0.00083005+0.0010272i,0.00026295+0.00034541i,-5.0275e-05+0.00034565i,0.00020505+0.00039325i,0.00061219+0.00045463i,0.00051127+0.00099467i,6.6994e-05+0.00066761i,-0.00038501-5.4877e-05i,-0.00068727-0.0002085i,-0.0012211-4.5677e-05i,-0.001309+0.00032037i,-0.00060877+0.00058647i,-0.00025595+0.00094163i,-0.00016522+0.00067284i,-8.9627e-05+0.00055052i,0.00076464+0.00045277i
0.0025527-0.0035791i,0.0019076-0.0034002i,-0.0010718-0.0019531i,-0.00092049+0.00035988i,0.0013265+0.0020181i,0.001175+0.0013211i,0.001081+0.00038449i,0.0012987+0.00048419i,5.6145e-05-1.3115e-05i,-0.0012461-4.6406e-05i,-0.0015503+0.00034406i,-0.0008984+0.00019339i,-8.0587e-05-0.00012062i,-2.6881e-05-0.00021031i,-1.958e-05-0.0001422i,-0.00034098+0.0001371i,-0.00079481+0.00043503i,-0.00024149+0.0002035i,0.00054445-0.00027853i,0.00045061+0.0005049i,-0.00027885+0.0013589i,-0.00013909+0.0010762i,0.00065963+0.0011647i
0.002131-0.0014655i,0.0031636-0.0022061i,0.0027343-0.0029196i,0.00085657-0.0016873i,-0.00038653-0.00084211i,-0.0001771-0.00021471i,-0.00042373+0.00079786i,-0.00035528+0.00071411i,-0.00011988-9.0302e-06i,-0.00052442-0.0001973i,-0.00022878+0.00047452i,-0.00018206+0.0013752i,0.00037738+0.00086257i,0.0010585+0.00026957i,0.00064015+0.00066041i,9.1461e-05+0.00041344i,-0.00010997+0.00024666i,-0.00018576+0.00071925i,-0.00025669+0.00079699i,-0.00047201+0.00021122i,0.00022312-5.955e-05i,0.00085065+4.7894e-05i,0.00058656+0.00013276i
0.0033511-0.001741i,0.0033669-0.00077877i,0.0023579+0.00041015i,0.0010846+0.00093183i,-9.3216e-05+0.0010073i,0.00039591+0.0015871i,0.00087839+0.0014493i,0.0008867+0.001252i,0.00039725+0.0011779i,-0.00060785+0.00052648i,-0.00051806+0.00012372i,0.00036036+0.0010181i,0.00095167+0.0017564i,0.000699+0.00074204i,0.00013594-0.00037247i,-0.00078925-0.00011746i,-0.00070915+0.00033314i,-0.00012321+0.00058704i,-9.4232e-05+0.00097499i,4.0099e-05+0.00054831i,0.00034368+0.00017912i,0.00055631+0.00022536i,0.00075481+9.9209e-05i
0.0027393-0.00014258i,0.0020635+0.0004251i,0.00069217+0.00075574i,-0.00037358+0.001335i,-0.00067483+0.00075686i,-2.0455e-05+0.00071965i,0.00037685+0.0017592i,-7.566e-06+0.0012522i,0.00011072-0.00060288i,0.00040187-0.0013756i,-4.5142e-06-0.00056493i,-0.0003499+0.00047642i,-5.7573e-05+0.00056622i,0.00029832+0.00026774i,0.00020892+8.3418e-05i,-0.00022517-9.2745e-05i,-0.0001128+0.00018484i,-5.8717e-05+0.00026259i,0.00029293+0.00015193i,0.00067195+0.00011521i,6.4642e-05-0.00024861i,0.00028185-0.00038247i,0.00016763-0.00070015i
0.0017323-0.00087233i,0.0017114-0.00090319i,0.0012951-0.00029787i,0.00071795-0.00033819i,0.00026086-0.00015301i,-0.00018074-2.2951e-05i,-3.7756e-05+0.00062234i,0.00045046+0.00063502i,2.432e-05-0.00020239i,-0.00024587-0.00035076i,3.9783e-06-0.00018402i,0.00084241-0.00065119i,0.0014815-0.0010983i,0.00058126-0.00021072i,0.00024724+0.00082336i,-0.0002625+0.00011648i,9.6706e-05-0.00049521i,0.0006215-8.1334e-05i,0.00018812+0.00035818i,0.00032256+0.00040162i,0.00043027+1.5968e-05i,0.00048067+0.00069308i,0.00015942+0.001214i
0.0013923-0.00063961i,0.00099419-0.0015622i,-0.00020895-0.00083701i,-0.00035929+0.00048646i,0.00076117+0.00094773i,0.00094688+0.0010695i,-8.6028e-05+0.0013257i,-0.000659+0.00026058i,-0.00059203-0.00074374i,-0.00019462-0.000457i,0.0005592+1.6072e-05i,0.0003052+2.579e-05i,-0.00026689-2.7025e-05i,-0.00037112-0.00052066i,-0.00026412-0.0012791i,0.00011204-0.00069771i,0.00025192-9.4771e-05i,-0.00022094+0.00049243i,-0.0003844+0.0014306i,0.00030549+0.001463i,0.00037607+0.0010549i,-0.00030731+0.00038258i,-0.00043732+0.00041247i
0.0029898-0.0012568i,0.0019179-0.0020963i,0.00080538-0.0016453i,0.00043596-0.00028667i,0.00048281-3.4308e-05i,-0.00019581-1.9453e-05i,-0.0002486+0.00025983i,0.0011852+0.00018536i,0.0015109+0.00020221i,0.00033298-0.00027735i,-7.5547e-05-0.0010316i,0.00097138-0.0007536i,0.001271+0.00017143i,0.0010566+0.00014274i,0.0013971+0.00014897i,0.0012215+0.00024097i,0.00052845-6.3614e-05i,-0.00027158+0.00058906i,0.00034866+0.0016189i,0.00059944+0.001201i,-0.00069601+0.00078866i,-0.00037421+0.00074627i,0.00098676+0.00081403i
0.001342-0.0019636i,0.0030265-0.0021564i,0.0021345-0.0017638i,0.0010585+0.00023161i,0.0008048+0.0019007i,0.00093469+0.0021032i,0.0012349+0.0014511i,0.00010666+0.00059998i,-0.00037158-8.4865e-05i,3.7088e-05-0.00056524i,0.00014885-0.00061076i,-1.5975e-05-0.00040467i,3.4704e-05-7.5518e-05i,0.00058994-0.00074336i,0.00066427-0.0011044i,-0.00047873-0.00075237i,-0.0014654-0.00029443i,-0.0011368+7.4889e-05i,-0.00016409+0.00058971i,0.00065666+0.00042042i,0.0011005-0.00011024i,0.0010407-0.00012371i,0.00051859+0.0005731i
-0.00036746-0.00072219i,0.00081457-3.0869e-06i,0.00030812+0.0011329i,-0.00013274+0.0022189i,0.00070345+0.0020376i,0.0019407+0.0013499i,0.001642+0.00010499i,5.0573e-05-0.0007454i,0.00018016-0.00083717i,0.0013164-0.00036607i,0.0010932+0.00019722i,0.0005262+0.00031002i,4.8872e-05+7.1455e-05i,-0.00040035-0.0004394i,-6.4387e-05-0.00035815i,0.00021358-0.0001472i,0.00031086-0.00022395i,0.00094007-0.00024306i,0.00099703+0.000107i,0.00041606-3.1284e-05i,-3.3288e-05-0.000448i,-0.00035865-9.4188e-05i,-0.00049378-5.4886e-05i
0.00045592+0.00024897i,-0.00045818+0.00043601i,-0.0010728+0.00070321i,-0.00099209+0.0011975i,0.00033685+0.0011965i,0.0014726+0.0010626i,0.0010422+0.00065755i,0.0013182+0.00049329i,0.001614+0.0006898i,0.00078363+0.00024658i,0.00010353+0.00021537i,0.00022815+0.00046381i,-0.00047836+0.00027327i,-0.0010357-0.0003086i,0.00064209-0.00066228i,0.0014319-0.00031447i,0.00098173-3.1883e-05i,0.0001931+0.00061691i,-0.00023256+0.00050917i,-0.00045378+0.00023551i,-0.0002839+0.00011889i,0.00043539-0.00034706i,-1.8837e-05+3.0977e-05i
0.0030945-0.00019395i,0.0027857-0.00062584i,0.0018886-0.00057866i,0.0010121+6.604e-05i,0.0010468+0.00028014i,0.00096834+0.00092084i,0.00088727+0.00045202i,0.00084342-3.6234e-06i,3.0975e-05-0.00031377i,-0.00032261-0.00093176i,-4.06e-05-0.00038727i,-0.00025043-0.00044045i,4.2556e-05-0.00087648i,0.00037993-0.00075119i,0.00028064-0.0010617i,0.00030914-0.0015052i,0.00040431-0.0013489i,-0.0004131-0.00057179i,-0.001634+0.00062565i,-0.0012264+0.00081057i,-4.3134e-05+9.1531e-05i,-5.2808e-05-0.00033318i,0.00047609-0.00038653i
5.4474e-05-0.0012788i,0.0007781-0.0015715i,0.0008418-0.00025404i,0.0017653+0.001015i,0.0032502+0.00099111i,0.0028171+0.00010369i,0.0016562-0.00032724i,0.00073248+0.00024602i,0.00060868+4.4373e-05i,0.00091938-0.0001103i,0.00033001-0.00033715i,-7.7375e-05-0.0011221i,-1.2469e-05-0.00024725i,-1.9894e-05-5.1425e-05i,0.00017869-0.00091164i,0.00027173-0.00055351i,-0.00056403+0.00027099i,-0.00068913+0.00073518i,-0.00013575+0.00034802i,7.2971e-05+7.2956e-05i,0.00035469+0.00029302i,0.00068537+7.5269e-06i,0.00053588-0.00012821i
0.0021651-0.0002503i,0.0015221-0.0005677i,0.00034277-0.00092772i,-0.00022376+0.00037009i,0.0003459+0.0012159i,-0.00040157+0.00096642i,-0.0010338+0.00015604i,-0.00099364-0.00070022i,-0.0010437-0.00073109i,-0.0011312+7.9793e-05i,-0.00084076+0.00094969i,-0.00028608+0.00093555i,0.00017598-0.0001702i,0.00055143-0.0007732i,0.00044421-0.00050204i,-1.0269e-05-0.000212i,1.283e-07-0.00075113i,0.00079605-0.0015885i,0.0010489-0.0010568i,0.0011833-0.00018281i,0.0019047-0.00053007i,0.0016258-0.00050464i,0.00081772+0.00021278i
0.0019595-0.0010604i,0.0013038-0.0012717i,0.00068668-1.4853e-05i,0.00066087+0.0015831i,0.00077187+0.0020417i,0.0010829+0.00075754i,0.00093372-0.00028863i,0.0011469-0.00013406i,0.0010817+0.0002876i,0.00048962+0.00080172i,-0.00015717+0.0012134i,-0.00059974+0.00071107i,-0.00062481+0.00019882i,-0.0012118-0.00018726i,-0.00094727-0.00092289i,0.00028733-0.001354i,0.00048794-0.0008543i,-7.818e-05-0.00015274i,0.00014848+0.00014823i,-0.00013621+0.00032085i,6.7979e-05+0.0004347i,0.00099119+2.8187e-05i,0.00060124-0.00031712i
0.0012465-0.00033126i,0.0021864-0.00090709i,0.0018945+0.00015389i,0.0012947+0.0015045i,0.00059699+0.0018105i,0.00041641+0.0013906i,0.00044319+0.00057098i,0.00031555+0.0003545i,-5.3735e-05+0.00075877i,-0.00022829+0.00084032i,0.00028108+0.00054721i,0.00062601+0.00056667i,0.00021296+0.00011797i,0.000497+1.449e-05i,0.00087913-0.00023228i,0.00071646-2.8568e-05i,0.00047957+0.00075373i,-0.00028818+0.00097744i,-0.00043652+0.00079178i,0.00033214+0.00018685i,6.5134e-05+0.00011649i,-0.00043086-3.5055e-06i,0.00019737-0.00057797i
0.0027377-0.00060189i,0.0011873-0.00097075i,-0.00013255-0.0014193i,-0.00064125-0.00067877i,2.8014e-05-0.00042551i,0.00071655+0.0011143i,0.0012173+0.0017783i,0.0015747+0.00078283i,0.00084462+7.4057e-05i,9.7722e-05-0.0001356i,0.0001873-4.5484e-05i,0.00012076+0.00030084i,-2.9578e-05+0.00018832i,7.0042e-05-0.00033059i,0.00011333-0.00029529i,0.00041583+9.9892e-05i,0.00065878+2.9148e-05i,0.00068715-0.0002154i,0.00042007+0.00019576i,4.1873e-05+0.0011727i,-4.3581e-05+0.00093389i,0.00011244-0.0002589i,0.00066329-0.00076288i
0.0013048+0.0014172i,0.001761+0.0013993i,0.0020608+0.0008306i,0.0025549+6.4716e-05i,0.002912-0.00016166i,0.0022732-0.00019318i,0.001371+0.00068977i,0.0010861+0.00078741i,0.0015161-0.00063552i,0.001185-0.00094891i,0.00089732-0.00058283i,0.00055975-2.7254e-05i,0.0002316+0.00043214i,-9.5904e-05+5.3601e-05i,0.00038401-0.0001571i,0.00053895-0.00030685i,-0.0001543-0.00065964i,-0.0003502-0.00014143i,-0.00013757+0.00037375i,0.00043982-0.00019856i,0.0010686-0.00072727i,0.0012576-0.00072416i,0.00092296-0.00068338i
0.00014643-0.00066525i,0.0015177-0.00084776i,0.00090466+0.00019601i,0.001034+0.0006801i,0.001131+0.00080754i,0.0012696+0.00153i,0.001374+0.0020892i,0.00051819+0.0012974i,-0.0001684+0.00050478i,-0.00027706+0.00031897i,-0.00044328+0.00023429i,-4.3331e-05+5.6414e-05i,0.00031892-0.00019918i,-0.00012506-0.00046289i,-0.00027434-1.6912e-05i,-0.0004483-3.7323e-06i,-2.8632e-05-0.00039322i,0.00042523-0.00022149i,0.00053505-0.00011497i,0.00064464-0.00018356i,0.00035844+0.00011162i,0.00011025-0.00022127i,0.00028465-0.00046295i
0.0022337+0.0012612i,0.0019768+0.00032822i,0.0002666-0.0009344i,2.9985e-05-0.00072266i,0.00019903+0.00025818i,-0.0004134+0.00063798i,0.00044476+0.00033304i,0.0014238+0.00016911i,0.0013558-0.00012972i,0.00034811-0.00031478i,-0.00016214+0.00010057i,3.4409e-06+0.00055495i,-1.2267e-06+0.00058156i,0.00038588+0.00017779i,0.00084801-0.00027161i,0.00021333+0.00021613i,-0.00072456+0.00047696i,-0.0009836-2.8405e-05i,-0.00031846-0.00037595i,8.2946e-05+0.00047199i,0.00033882+0.00069439i,0.0011741-0.00035922i,0.001164-0.00084864i
0.0037477+3.3043e-05i,0.0024213-0.00042005i,0.0015054-0.0013456i,0.00071902-0.00089542i,0.00039121-0.00019872i,0.00060059+0.00086152i,0.00061385+0.0011055i,0.0010373+0.00090186i,0.0012361+0.00048676i,-0.00010407-8.9424e-05i,-0.00092497-0.00034379i,0.00016853-0.0005598i,0.00051277-0.00043142i,-0.00018029-0.00019279i,-0.00033695-0.00017341i,-8.5525e-05-0.00028556i,0.0002098-1.8718e-05i,-0.00016251-4.0182e-05i,-0.00010836+0.00038291i,0.0005127+0.00089843i,0.00061119+0.0004873i,0.00053092-0.00016271i,0.00029577+6.3184e-05i
0.0017519-0.00082521i,0.0017306+0.00072868i,0.00086446+0.0013844i,0.00057205+0.0025629i,0.00019777+0.0024005i,0.00023255+0.0014424i,0.00099863+0.00094829i,0.0016998-0.00014383i,0.0010399-0.0010334i,-6.1865e-07-0.0010343i,-0.00014344-0.0005131i,0.00011515-0.00013124i,0.00051442-0.00055948i,0.00039755-0.0012418i,-0.00078059-0.00066383i,-0.0014828-7.8469e-05i,-0.00021472-2.489e-05i,0.0010064+0.00022748i,0.0011508+0.00051812i,0.00073576+0.00067736i,0.00066905+0.00046086i,0.00075825+0.00023493i,0.00057325+0.00086348i
0.00066738-0.00024744i,0.00083056-0.00030578i,0.00012686+0.0011072i,0.00021024+0.0021346i,0.00068915+0.0021595i,0.00058077+0.0012898i,0.00099419+0.00093077i,0.0013386+0.0014715i,0.0004687+0.0010631i,0.00031421+0.00067653i,0.00042591+0.00046515i,-0.00013481-0.00046746i,0.00048-0.0009262i,0.00092738-0.0008145i,0.00042198-0.00044323i,0.00027895-2.4246e-05i,0.00055454-0.00028068i,-0.00014596-0.00031761i,5.4095e-05-0.00015661i,0.00066071-0.00027133i,-2.6202e-05-0.00093812i,0.00027424-0.0011807i,0.00039641+5.8607e-05i
0.0012885+0.00020848i,0.00090383+0.00026782i,0.00044926-0.00018698i,0.0011952+3.2892e-05i,0.0021753+0.00019619i,0.0018861+3.4153e-05i,0.0012768-0.00012462i,0.0014429-0.00014527i,0.00098511-0.00023615i,0.00017909-0.00047766i,-0.00017324+0.0001001i,-6.5081e-05+0.00034303i,-0.00034249+0.00055235i,-0.00036591+0.00030066i,-0.00025699-0.00036243i,6.7197e-06+0.0002986i,7.8451e-05+0.00086187i,-0.00041254+0.00081731i,-0.0011591+0.00082605i,-0.0013848+0.00032891i,-0.00097272+8.2591e-05i,0.00060497-8.9518e-05i,0.0012555+5.997e-05i
0.0016489+0.00055482i,0.0021471-0.00069716i,0.0021353+0.00032769i,0.0021663+0.0011427i,0.0021855+0.00014738i,0.0012642-0.00081966i,-0.00032129+0.00020699i,-0.00088293+0.0012369i,-0.00042291+0.00077416i,-0.00010833-0.00017075i,-7.5602e-05-3.8266e-05i,-0.00011039+0.00060986i,4.8413e-05+0.0001623i,0.00041458-0.00072915i,0.00054021-0.00063144i,0.00087548-0.00037328i,0.0009211-0.0003307i,0.00035787+0.00024525i,0.00069374+0.00060363i,0.0012569+0.00071186i,0.00091021+0.00046716i,-0.00054384-0.00039879i,-0.00045963-0.00051542i
0.0023261-0.0025581i,0.0025449-0.0018439i,0.0016053-0.00051381i,0.000664+0.0019109i,0.00021711+0.0030868i,0.00099099+0.0026014i,0.0015051+0.0018845i,0.0011694+0.0010618i,0.0006825+0.00023153i,0.00036965-7.224e-05i,0.00021286+0.00030125i,0.00060818+0.00025612i,0.00078902-0.00033629i,0.00069025-0.00029885i,2.3132e-05-0.00027791i,-0.00060623-0.00034221i,-0.00065817+0.0001905i,-0.0007449+0.00038288i,-0.00082706-0.00015907i,-0.00078071+0.0002674i,-0.0005008+0.00041168i,0.00083546-0.00010442i,0.0012161-4.7943e-05i
0.002791+0.00019167i,0.0016711-0.00072679i,-5.0788e-05-0.0011001i,-0.00080479-7.8816e-05i,-0.00037655+0.00054779i,-0.00010122+0.00019672i,-0.00027529+0.00030784i,1.4681e-06+0.0005707i,0.00065303+0.00034236i,0.00083045+0.00055166i,0.00030044+0.0011166i,0.00039973+0.00018316i,0.00053516-0.0011433i,0.00053777-0.0011464i,0.00029105-0.00069386i,-6.9158e-05-0.00093481i,-0.00026412-0.00058966i,-0.00048349+0.00049789i,-0.00017243+0.00070543i,-0.00057861+0.00033775i,-0.00076563+0.0002131i,0.00066528+0.00078578i,0.0017066+0.00087594i
0.0010278-0.00037241i,0.0024881-0.00083918i,0.001724-0.0013416i,0.00025595-0.0011474i,0.00048768+4.9448e-05i,0.0010863+0.00086535i,0.0005326+0.0004349i,-9.6252e-05-0.00042182i,-6.1767e-05-0.00048121i,0.0002266+0.00056613i,-0.00018113+0.001483i,-0.00022415+0.0013442i,0.00011532+0.00061838i,5.503e-05-0.00042153i,-0.00021778-0.0004885i,-0.00043126-5.9662e-05i,-0.00061488-0.00036025i,-0.00072924-0.00037764i,-0.00099703-4.6653e-05i,-0.00043751+0.00018196i,-9.2845e-05+0.00038979i,-5.5094e-05-0.00037568i,0.00028866-0.00093985i
0.0028701-0.00052389i,0.0025802-0.00032636i,0.0011445-0.00050186i,0.00044796-0.00035769i,0.0011614+0.00038654i,0.0013429-5.941e-05i,0.00069508-0.00013392i,0.00060608-8.2683e-06i,-0.00026328+0.00026697i,-0.00035543-0.0003079i,0.00027234-0.0011735i,0.00014909-0.00072564i,2.7258e-05-0.00038359i,0.00074014-0.00033397i,0.0014322-0.00097565i,0.00068511-0.0014246i,0.00025819-0.001052i,-0.00012555-0.00036518i,-0.00025198+3.7201e-05i,0.00047049-0.0001998i,0.00068902-0.00022737i,0.00045574+1.3208e-05i,0.00074583+0.00025558i
0.0022157+0.00078127i,0.0016529+1.0619e-05i,0.0015058-0.00023228i,0.0016018+0.00049543i,0.0014026+0.0012348i,0.00086166+0.0018673i,1.4711e-05+0.0011812i,-2.144e-05+0.00031244i,0.00066253+0.00032199i,0.0013321+0.00081321i,0.00086734+0.0010537i,7.2263e-05+0.00055423i,-0.00063737+2.6482e-05i,-0.0005016-0.00033445i,0.0001926-0.00051057i,0.00021306-0.00046392i,-0.00044705+0.0001062i,-5.2064e-05+0.0010989i,0.00048849+0.0014008i,0.00020114+0.00079468i,-0.00026342+0.00038478i,-0.00026096+0.00022938i,-0.00042151+0.00019076i
0.00066079+0.00042722i,0.00074522+2.1214e-05i,-0.00049605-0.00023579i,-0.0010144+0.00073246i,-1.8604e-05+0.0010214i,0.0010512+0.00052258i,0.001154+0.00095621i,0.00061828+0.00057548i,-0.00016531-0.00010325i,-0.00055217+0.00012856i,0.00013892+0.0002676i,0.00061049-7.7586e-05i,0.0007252-0.00077049i,0.0012256-0.00090513i,0.00094302-0.0008412i,0.00010563-0.00051843i,0.00023012-0.00029689i,4.6124e-05+0.00022792i,-0.00024558+0.0014051i,-0.00046542+0.00096758i,-5.0486e-05+0.00069291i,0.00059978+0.00055114i,0.00028336+0.00034679i
0.0008692-0.00078233i,0.00042147-0.0011262i,5.0311e-05-0.0009474i,0.00086785-0.00051475i,0.0015151+0.00024168i,0.00097208+0.0012028i,0.00024495+0.00071761i,-0.00028972-0.00040991i,-0.00036716-0.00025315i,-0.00014091+0.00026465i,-1.0664e-05-1.0558e-05i,0.00017078-0.00069261i,-2.6147e-05-0.00031748i,0.00017813+0.001157i,0.0004316+0.00094951i,0.00037072-0.00020021i,0.00035899-0.00038958i,0.00067811+9.5546e-05i,0.00071248+0.00034845i,-1.9508e-05-0.00011322i,-0.00088678-0.00042179i,-0.00037093+0.00013195i,-6.4705e-05+0.00032158i
