-0.00058894+0.00064711i,-0.00093717-0.00063822i,-0.003421-0.0019525i,-0.0033214-0.0015318i,-0.0014097+0.00042008i,-0.0010009+0.00066699i,-0.0012232+0.00067369i,-0.00054793+0.00082231i,0.00094593+0.00055364i,0.0019477+9.6367e-05i,0.0015369-0.0004627i,0.00079903-0.00040802i,0.00043862-0.00032677i,0.00029486-0.00010914i,0.00024865-0.00011315i,0.00016263-0.00027494i,9.6964e-05-0.00020248i,0.00024159-0.00012868i,0.0004054-0.00078451i,0.00043425-0.0012412i,0.00034266+6.6168e-05i,0.00036398+0.00088085i,-1.2433e-05+0.00027897i
-0.00046407-6.5246e-05i,-0.0002611+0.00077384i,-0.00063984+0.00052601i,-0.00012566+0.00084988i,-0.00015775+0.0018095i,-0.00035571+0.0012543i,0.00050382+0.00048551i,0.00035952-0.00023333i,-0.00087917-0.00057183i,-0.0016448+0.0005187i,-0.00139+0.0015128i,-0.000772+0.0018865i,-0.00090284+0.0018423i,-0.0011277+0.00055571i,-0.00057433-0.00034472i,-0.00012428-0.0003606i,5.8428e-05-0.00068816i,0.00055954+0.00016792i,0.0010616+0.00094261i,0.0010062+0.00050723i,0.00053936+3.1116e-05i,0.0003926-0.0003672i,6.8582e-05-0.00070181i
-0.001356+0.0012922i,-0.0013945+0.00079808i,-0.0013813-0.00037037i,-0.00069117-0.0011917i,-0.00024553-0.00010245i,-0.00029893+0.00050967i,-0.00014868-0.00068101i,-0.00037082-0.00046202i,-0.0011126+0.00056915i,-0.0012118+0.00030092i,-0.0010639+0.00060057i,-0.00085411+0.0014086i,-0.00032641+0.0013335i,-0.00022708+0.00027378i,-0.00058163-0.00071543i,-0.00045692-0.00054454i,-3.2971e-05+0.00021537i,0.00013815+9.0763e-05i,0.00032652-0.00047524i,-0.00027029-0.00036206i,-0.00069244+0.00012841i,1.4832e-05+0.00059269i,0.00084503+0.0011794i
-0.00081796+0.00045469i,-0.00057602-0.0015361i,-0.00038716-0.0010216i,-0.0003408-0.00070637i,0.00038414-0.00036963i,0.00029183+0.00046048i,0.00052368+0.00044554i,0.00086117-4.1073e-05i,0.00027046-0.00068296i,-0.00085468-0.00038694i,-0.0016143-0.00013694i,-0.00042385-0.00038325i,0.00070578-0.00015309i,0.00052443+6.0974e-05i,-3.5843e-05+6.9047e-05i,6.9156e-05+9.5372e-05i,0.00073609-0.00064543i,0.00081364-0.00091297i,0.00025942-2.4497e-06i,0.00015238+0.00075261i,0.00050998+0.00068882i,-5.1886e-05-6.5505e-05i,-0.00084609-0.00056017i
-0.0018856+0.0011109i,-0.0021167+0.0011397i,-0.0012986+0.0012566i,-0.00012489+0.0012902i,0.00046169+0.00018568i,0.00012307-0.0003315i,-4.6321e-05-2.1952e-05i,-0.00017031-0.00021819i,-0.00038552-7.2504e-05i,0.00016755+0.00066763i,8.4233e-05+0.00078973i,-0.00014587+0.00073232i,0.00017311+0.00041343i,9.1483e-05+1.0931e-05i,0.00016421-0.00047578i,0.00066872-0.0010834i,0.00029964-0.0018174i,2.7904e-05-0.0019915i,-0.00045748-0.00083967i,-0.00064484-4.0234e-05i,-0.00043854-0.0002484i,-0.00075082-0.00046773i,-0.00079101-0.00074035i
0.00074863-0.0017042i,0.00095725-0.00052484i,0.00186+0.0004238i,0.0011764+5.6737e-05i,0.00010231-0.00019665i,0.00062153+0.00048138i,0.00077402+0.00010225i,-4.5789e-05-0.00015685i,-0.00052968+0.00075653i,-0.00077056+0.00047455i,-0.00089634-0.00062899i,-0.00050028-0.00067448i,-8.632e-06-0.00043704i,-0.00011032-0.00043499i,-0.00062385-6.3778e-05i,-0.00025046+9.3889e-06i,0.00036737-0.0003227i,0.00064507-7.3429e-05i,-0.00016271+0.00031341i,-0.0010924+5.6761e-06i,0.00011073+0.00014034i,0.0011813+0.00033054i,0.00040208+0.00039432i
-0.0017054-0.00079505i,-0.0015805-0.0015955i,-0.00085812-0.0013024i,-0.00017798+0.00019055i,0.00039093+0.00051056i,0.0014154-1.4619e-05i,0.0020331-9.3261e-05i,0.0015276+3.0409e-05i,0.00019115+0.00028781i,-0.0004183+0.001004i,-0.00032489+0.0011797i,0.00019479+0.00082683i,7.6167e-06+0.00081801i,9.9843e-05+0.00033833i,0.00027579+6.6318e-05i,0.00020022+0.0011346i,0.00017196+0.00087312i,0.00021634-6.8787e-05i,0.00035259-0.00017783i,-3.329e-05+0.00041371i,-0.00034597+0.00096877i,-0.00034462+0.00086017i,-0.00092054-0.00024406i
0.00097909-0.0011385i,0.00054004+8.7319e-05i,3.1514e-05-0.00057678i,-0.00093829-0.0018086i,-0.00089865-0.0022451i,-0.00021428-0.00099841i,0.00095467+0.00032942i,0.00066045+0.00010141i,3.7339e-05+0.00048657i,0.00012766+0.00046268i,-0.00040458+5.7958e-05i,-0.00057143+7.5754e-05i,-0.00061653+2.5145e-05i,-0.00041452-0.0004459i,-0.00041775-0.00049703i,-0.00037934-0.00033442i,-0.00016046-0.00033536i,2.6757e-05-0.00045982i,0.00030187+0.00018514i,0.00065797+0.00029906i,0.00017222-0.00016462i,-1.9438e-06-0.00047342i,0.00097991-0.00032347i
-0.0011754-0.0001364i,-0.0011667-0.00054509i,-0.00042369-0.0011084i,-0.00019386-0.00069467i,-0.00032778-0.00030323i,-0.00016322-0.00040982i,0.00014073-0.00026387i,-6.0753e-05-5.2547e-05i,-0.0004119+0.00059086i,-0.00070097+0.00078084i,-7.769e-05+3.199e-06i,0.00043311+0.00047561i,-0.00028599+0.001053i,-8.7152e-05+0.00032197i,0.00078848-0.00043601i,0.0005789-0.00092141i,0.00012167-0.00045997i,0.00035664+0.00027957i,-2.4703e-05+7.7791e-05i,-0.00042769-0.00020267i,-0.00049795-0.00045652i,-5.9658e-05-0.00044077i,-3.9763e-05-0.00011275i
-5.6437e-05+1.893e-05i,-0.0005405-0.0010207i,-0.00061168-0.00073559i,0.00034589+2.8348e-05i,0.00015135+0.00022299i,-0.0006752+0.00014115i,-0.00072885-0.00066526i,-0.00047248-0.00065151i,2.5563e-05+0.00036541i,-7.3289e-05+0.00056695i,-0.00078679+0.00010389i,-0.00065625-0.00014286i,-0.0003369-0.00052101i,0.00021667-0.00046528i,0.00079353+0.00014469i,0.00044506+0.00024957i,3.286e-05-1.8618e-05i,-1.2848e-05-0.00047901i,0.00012033-0.00079436i,0.00016249-0.00029026i,0.00059545+0.0002516i,0.00077747+0.00020744i,0.0006427-0.00014268i
0.002076-0.0008417i,0.0011063-0.00082098i,0.00015473-0.00051226i,-0.0013396-0.00080837i,-0.0012303-0.0007259i,-1.6024e-05-0.00058755i,0.00021391-0.00066054i,0.00053668+0.00018217i,0.00057703+0.00088608i,4.7497e-05+0.00053684i,-0.00011782+0.00018783i,-0.00049792+0.00040521i,-0.00017176+0.0006744i,0.001121+0.00010629i,0.0011899-0.00053331i,0.00062032-0.00067507i,0.00026944-0.0010436i,4.2697e-05-0.00060945i,-0.0004176+0.00011824i,-0.00026788+0.00013066i,-0.0007785-0.00022336i,-0.00077959-0.00088191i,-0.00066923-0.0010568i
-0.0022614-0.0010318i,-0.0028651-0.0017419i,-0.0026929-0.0011305i,-0.0017971-0.00061485i,-0.0006027-0.00055183i,0.0014427-6.1806e-05i,0.001494+0.0002191i,0.0003563-0.00037437i,0.00013774-0.00023254i,1.6255e-05+0.00051869i,-0.00077419+0.00089174i,-0.00060364+0.0016332i,6.6211e-05+0.0014549i,0.00033835+0.00086011i,0.00019878+0.00033449i,0.00050409+0.00025462i,0.0008994+0.00078486i,0.00077304+0.00057764i,0.00049303-0.00068635i,0.00014287-0.00073093i,0.00029982+0.00027414i,-0.00024623+0.00085283i,-0.00090789+0.00070987i
-0.00071829-0.00052611i,-5.7492e-05-0.0002332i,-0.00020798+0.00041832i,-0.0010422+0.00095657i,-0.00080913+0.00098426i,0.00013594-0.00039519i,0.0010141-0.0013335i,0.0013413-0.00073518i,0.00086399-0.00019701i,-0.00014235+0.00055305i,-0.00066089+0.00072461i,-0.00038842+0.0006183i,-0.00018966+0.0010374i,-0.00044361+0.0011004i,-0.00046266+0.00096934i,-0.00033516-0.00011633i,-0.00025738-0.00069645i,2.5166e-05-0.00061572i,-0.00032517-0.00073841i,-0.00051218-0.00019352i,-0.000107-2.7611e-05i,0.00028756-0.00021516i,0.00032878+0.00049784i
-0.00084788-0.0012877i,-0.00022536-0.0014591i,-0.00039283-0.0015651i,-0.00098146-0.00087612i,-0.0002426-0.00038008i,0.00055299-0.00066121i,0.00061888-0.0011847i,0.0012218-0.00046972i,0.0012214+0.00051205i,0.00017999+0.00028237i,-0.00078777+0.00093644i,-0.00091249+0.0022982i,-0.00060191+0.001941i,4.3953e-05+0.0013238i,0.0001738+0.00080542i,-0.00039265+0.00053009i,-0.00019627-0.00010743i,0.00030668-0.001229i,0.0006435-0.0010118i,0.00057857-0.00094917i,0.00043649-0.00073512i,3.5841e-05-0.00018797i,-0.00069986-0.00071664i
0.00028997+0.00056686i,-0.00029591+0.00012045i,7.548e-05-0.00011226i,0.00094068-0.00048975i,0.00040451-0.00069132i,-0.00022427-0.00048534i,-0.00016748-0.00014058i,-0.00011399+0.00025884i,0.00042261+0.00068288i,0.00051418+0.00049993i,-0.0006318+0.00014307i,-0.00042908-4.2093e-05i,0.00050192-0.00023735i,0.00043131+2.6628e-05i,0.00045904+0.00023268i,0.00076081-8.0814e-05i,0.0010577-0.00086961i,0.00055941-0.0012529i,-0.00065654-0.0010728i,-0.0004068-0.00063356i,0.00041619+0.00014623i,0.00011502+0.00058215i,0.00013186+0.00083593i
-0.00097828-0.00038376i,-0.00044731-0.00094477i,-0.0012513-0.00066298i,-0.001938+4.8175e-05i,-0.0010556+0.0010859i,3.359e-05+0.0016082i,0.00075259+0.0005142i,0.00073013-0.00048272i,0.00064595-0.00050315i,0.00045284+7.3933e-05i,-0.00056138+0.00081749i,-0.0016224+0.0013508i,-0.00073304+0.0012951i,5.4438e-06+0.0010145i,-0.00031554+0.0010894i,-0.00053626+0.00040202i,-0.00029699-0.00062828i,0.00018243-0.00085381i,9.7989e-05-0.00077424i,7.6273e-05-0.00065239i,0.00035163+0.00020927i,-2.6511e-05+0.0005509i,-0.00030459+0.00061826i
-0.00096374+0.0016396i,-0.00051473+0.0020837i,-0.00018168+0.0023621i,-0.00010974+0.0014254i,0.00051102+0.0004926i,0.0012195+0.00017266i,0.0011122+2.5678e-05i,0.00043783+0.00013233i,0.00039378+0.00039567i,8.572e-05+0.00073575i,-0.0013553+0.00093875i,-0.00094619+0.00066246i,0.00027803+0.00047218i,0.00071001+0.00033644i,0.00041654-0.00011406i,0.0008586-0.00054188i,0.001479-0.0010994i,0.0010785-0.0015701i,0.00061523-0.00078994i,0.00045931+0.00056248i,-7.5459e-06+0.001159i,0.00015408+0.0013136i,0.00064895+0.000832i
0.00097084-0.00098421i,0.00034064-0.00095415i,-0.00013058-0.0013435i,-0.0013079-0.0014815i,-0.0014755-0.0012274i,-0.00084166-0.00090805i,-0.00040474-0.00061969i,0.00013327-0.00071439i,0.00082942+7.2253e-05i,0.00068912+0.00032078i,-0.00044634-0.00027824i,-0.00073408-0.00049846i,0.00016761-0.00030573i,0.00051698+0.00016053i,-4.5361e-05-0.00039374i,-0.00014647-0.00079498i,0.00075205-0.00029904i,0.0020437+0.00043874i,0.0014127-0.00022381i,0.00036275-0.00087662i,0.00022088-0.0011894i,7.4068e-05-0.0012655i,-0.00021969-0.00092664i
-0.00042675+0.00028683i,-0.00023554+0.00082365i,0.00092012-0.00015249i,0.0012507-0.0010833i,0.00047187-0.0009809i,0.00018446-0.00058999i,0.00010831-0.00062914i,-0.00033612-0.00073682i,-0.0001574-0.00064916i,0.00049569-3.5162e-05i,-0.0001622+0.00026043i,-0.00073419+0.00029191i,-0.00044228+0.00086489i,-0.00066913+0.00061997i,-0.00074361-3.0411e-06i,-0.00015686-0.00031873i,0.00049263-0.00059259i,0.000548-0.0011888i,-0.00032164-0.0014906i,-0.00085915-0.00017658i,-0.0005565+0.00045251i,-0.00027865-2.102e-05i,0.00010891-0.00027558i
-0.00034693+0.0019086i,-0.00063884+0.002747i,-0.00094907+0.0023605i,-0.00065628+0.0017334i,0.001334+0.0013724i,0.0017696+0.00074737i,3.7254e-05+6.4063e-05i,-0.00062886+0.0001919i,-0.00034143+9.5734e-05i,-0.0004867+0.00057457i,-0.0008524+0.00074644i,-0.0006295-0.00037687i,-0.00039361-0.00044077i,-0.00013401+0.00022936i,0.00083662+0.00084842i,0.00046239+6.918e-06i,-0.0001431-0.00052192i,-0.00015109-0.0012051i,-0.0003617-0.0018013i,-7.2221e-05-0.00061365i,0.00035477-0.00021327i,0.00092651-0.00051329i,0.000276-0.00028298i
0.0011039+0.00051436i,0.0017771+0.00046092i,0.0031247-0.00019059i,0.0023634-0.0015925i,0.00051576-0.0013203i,0.00045292-0.00021884i,0.00070603-0.00021134i,0.00038391+0.00014376i,-0.0001175+0.00019903i,-0.00017679-0.00023332i,-4.9728e-05+0.00036543i,0.00030938+0.0010113i,0.00085281+0.00069245i,0.00070281+0.00049687i,0.00032596+0.00046899i,0.00053265-1.3135e-05i,0.0010101-0.00028102i,0.00094022-0.00046863i,8.5476e-05-0.00030433i,-0.00059083+6.4323e-05i,-0.0005361+0.00023887i,-0.0002516-0.0002306i,0.00026499-0.0007005i
0.00029017-0.0012955i,-0.0013659-0.0021815i,-0.0022419-0.0024146i,-0.0030472-0.00087022i,-0.0027889-0.00037889i,-0.0010554-0.00043539i,3.4457e-05-7.126e-06i,0.00051932+0.00019416i,0.00083895+0.00026167i,8.0856e-05+0.00046676i,-0.00046631+0.00063569i,0.00027014+0.00035577i,0.00043344+7.6408e-05i,-0.00031205-0.00034136i,0.00014551-0.00054769i,0.00016849-0.000421i,-0.00032864-0.00021507i,-0.00054753-8.4898e-05i,-0.00041915-0.00035417i,1.7623e-05-0.00068144i,-0.00019112-0.00048605i,0.00020223+0.00022457i,0.00024245+0.00020297i
-0.00085883+0.00032738i,-0.000337+0.00019877i,-0.00015889+0.00046015i,-0.00075052+0.00072472i,-0.00061595+3.8031e-05i,-0.00056648-0.00029897i,-0.00067244-0.00055243i,-0.00066397-2.9154e-05i,-0.00098795+0.00057247i,-0.00079127-0.00055917i,-0.00025988-0.00038685i,-0.00058837+0.00048985i,-0.00063284+0.00016149i,6.5732e-06-0.00015555i,0.00071084-0.00022289i,0.001181-0.0003007i,0.00048682-0.00063666i,-0.00027568-0.00094998i,-5.866e-05-0.0010639i,1.0128e-05-0.00050781i,-0.00026176-2.1452e-05i,-0.00068471+6.7161e-05i,-0.00047279-2.7e-05i
-0.0014662+0.00062631i,-0.00015489+0.00054281i,0.001525+0.00051594i,0.0014802+0.00055985i,0.00053982+0.00017352i,0.00062239-3.5367e-05i,0.0011002-0.00073536i,0.0011984-0.0012868i,0.0010595-5.4189e-05i,0.00038063+0.00063308i,0.0003643+0.00015812i,0.0005383+0.00045123i,-0.00050368+0.0012887i,-0.00051412+0.0008698i,0.0004735+0.00033956i,0.00053936+0.00045144i,-0.00010935-0.0002568i,-4.3093e-05-0.0016793i,-8.5715e-05-0.0015047i,-0.00021264-0.00082568i,0.00042594-0.00012918i,0.00051702+0.00020152i,-0.00035058-0.00023024i
0.001352-9.8778e-05i,0.00039203+0.00042478i,-4.591e-05-0.00028558i,-6.3917e-05-0.0020251i,5.7537e-05-0.0018772i,-8.3279e-06-0.00017064i,-0.00035467-0.00026281i,-4.2013e-05-0.00083261i,-6.8033e-05-0.00052511i,-0.00075542-0.00014675i,-0.00076963-0.0003256i,-0.0010769-0.00023434i,-0.00029966+0.00031955i,0.00012657+4.0646e-05i,-0.00014518-0.00070795i,0.00027984-0.00066576i,0.00027236-0.00022108i,0.00018576-0.0001264i,0.00070125+0.00014707i,0.00039381+8.0815e-06i,7.1533e-05-0.00023014i,0.00016886+0.00030168i,-0.00026621+0.00025725i
0.00023909+0.00071683i,0.0012333-0.00066018i,0.0020431-0.0010154i,0.0010675-0.001092i,0.00047333-0.0012047i,0.00049872-0.00056621i,0.00042054-0.00060066i,0.0010344-0.00052973i,0.0019816+0.00037857i,0.0011288+0.0012591i,0.00015227+0.00090435i,0.00024796+0.00024981i,0.0005341+0.00042199i,0.00046487+0.00061195i,0.00010466+0.00040392i,0.00016891-0.00014471i,0.00036055-0.00034481i,0.00017329-0.00025457i,-0.00090721+0.00010672i,-0.0010537+0.0005478i,-0.00034819-0.00047348i,0.00023341-0.0011612i,0.0010687-0.00051573i
-0.0016246-0.0006154i,-0.00095545-0.00056614i,-0.001233+2.3323e-05i,-0.0022273+0.0010942i,-0.0018851+0.0016437i,6.4336e-05+3.0937e-05i,0.0012519-0.0011908i,0.0010035-0.00047309i,0.00048251-5.2111e-05i,0.00012696-0.00012447i,-0.00028233+0.00069064i,-0.0005187+0.0020266i,-0.00010084+0.0022887i,0.00055864+0.0020284i,0.00073077+0.0013287i,0.0007068+0.00083817i,-8.8959e-05-0.00011431i,0.00049076-0.00088335i,0.0014825-0.00090778i,0.00088047-0.0005417i,-0.00016053+0.00036122i,-0.00038679+0.00026805i,-0.0004599+0.0001201i
0.00033589-0.0014412i,0.00081218-0.00083709i,-0.000296-0.0012046i,-0.00071725-0.001405i,-0.00070758-0.00045726i,-0.0001448-0.0001321i,0.0011928+0.000327i,0.001756+0.00049208i,0.00082266+1.5659e-05i,-0.0010067-3.0017e-05i,-0.0021567+0.00044717i,-0.0021827+0.0013105i,-0.00069791+0.0010812i,0.00072004+0.0003309i,0.00033089+0.00017326i,-0.00032818+0.00029138i,-0.00013785-2.464e-05i,1.7035e-05-0.00040496i,-0.00043702-0.00014817i,-0.0010738-1.0556e-05i,-0.0010859-0.00020868i,-0.00014097+0.00037177i,0.0002457+0.0011638i
-0.0013945-0.00031712i,-0.0019929-0.00078772i,-0.0023663+5.7766e-05i,-0.0015795+0.0012402i,-0.00050387+0.0018606i,0.00042518+0.0013315i,-0.00041845-0.00068164i,-0.0013795-0.0019181i,-0.0016602-0.00079945i,-0.0010393+0.00038455i,-0.0002583+0.0006699i,-0.00026203+0.0005781i,-6.949e-05+0.00045056i,0.00029295+0.0005227i,0.00088946+0.00052551i,0.00082809+0.00055867i,0.00034776+0.00048707i,0.00075438-0.00019315i,0.00042329-0.00061036i,0.00011217-7.6523e-05i,0.00052816+0.00045092i,0.0005368+0.00081131i,0.00064802+0.00059484i
-0.0008436+0.0024392i,-0.00081305+0.0022436i,-0.00045763+0.0034622i,0.00053366+0.0038967i,0.0014268+0.0018447i,0.0014993-0.00020565i,0.00094797-0.0010717i,0.00037686-0.0007812i,0.00018694-0.00015385i,-2.9408e-05+0.00052289i,1.2298e-05+0.00090587i,0.00029373+0.00055573i,0.00086839+0.00018798i,0.00132+5.4618e-05i,0.0010466+0.00018002i,0.00035256-0.00017995i,0.00023847-0.0012235i,0.00056811-0.0012729i,-3.9488e-05-0.00039485i,-0.00011369-0.00029575i,-0.00029166+0.00019043i,-0.0010771+0.00078929i,-0.00091315+0.00039691i
-0.00078014-0.00010214i,-0.0013254+0.00014465i,-0.002053-0.00036644i,-0.0016682-0.0010007i,-0.0003996-0.0011375i,0.00045448-0.0010721i,0.00071435-0.0010666i,0.00035361-0.00022637i,-0.00065557+0.0006535i,-0.00032087+0.00059164i,0.00075184+0.00024648i,0.0005823+0.00037089i,-9.4371e-06-7.0035e-05i,-6.1518e-06-0.00059454i,0.00034951+0.00041288i,-5.8521e-05+0.00096441i,-0.00038707-0.00023033i,6.3947e-05-0.00069447i,0.00012676-6.2322e-05i,0.00013792+0.00030097i,0.00038958+0.00031086i,0.00026984-0.00039812i,4.8195e-05-0.00091791i
8.1406e-05+0.00073004i,-0.00026682+0.00080771i,0.00066075+0.00043377i,0.00059112+0.0005456i,-0.00027704-0.00029757i,-0.00039563-0.0016875i,-0.00030985-0.0013815i,-0.0002749-0.00079311i,7.966e-05-0.00057661i,-0.00037315-0.00044006i,-0.00061063+9.758e-05i,0.00014702+0.0010423i,0.00036198+0.0012683i,0.00049668+0.001198i,0.00098093+0.00061312i,0.0012358-0.00097975i,0.00058513-0.0012616i,0.00062825-0.001002i,0.0007928-0.00082482i,0.00082044-0.00039771i,0.00077068+0.00046036i,0.00043423+0.00040257i,0.00059554-0.00018912i
0.00051761-0.0011914i,0.001509-0.0015101i,0.0022079-0.0014935i,0.00082969-0.001017i,-0.00082594-0.0012667i,-0.0005449-0.00049986i,0.00030812+0.00063948i,0.00041723+0.00069177i,5.8711e-05-4.4704e-06i,-0.00078837-0.00011909i,-0.0016192-0.00016768i,-0.0016395+0.00019509i,-0.001452+0.00033515i,-0.00097754+0.00036257i,-0.00012993+0.0011061i,0.00046465+0.00082259i,0.00046527-0.0003875i,0.00022173-0.0011793i,-0.00024353-0.00049839i,-0.00054597+0.00075489i,5.7809e-05+0.0016284i,0.00042303+0.0013021i,0.00045848+4.6036e-05i
0.00041673+0.00037723i,-0.00022033+0.00097174i,0.00016222+0.0010595i,0.000423-6.6833e-05i,0.00016514-0.00063433i,0.0001604-0.00065039i,0.00061321-0.0007295i,0.0007006-0.00069434i,0.00075944+0.00013522i,-0.00044911+0.00042745i,-0.001167+0.0003121i,-0.00033755+0.00032484i,-1.032e-05+0.00044596i,0.00014029+0.00066455i,0.00035304+0.00061315i,0.00043278+0.00057451i,0.00069271+0.00060374i,-7.2857e-06+0.00012056i,-0.00048248+1.4062e-05i,0.00047414+0.00069651i,0.00033603+0.00095419i,-0.00029557+0.00054143i,-0.00029368-6.1393e-05i
0.0012363+0.00044848i,0.00068294+0.00029645i,0.00088571+0.00065924i,0.00062359+0.0005267i,-4.5943e-05-0.0002086i,-0.00039214-0.00085036i,7.3164e-05-0.00076652i,-0.00017866+0.00010769i,-0.00059402+0.00094853i,-0.00060996+0.00086683i,-0.00036816+0.00076884i,0.00019581+0.0012025i,0.00023359+0.0012166i,-0.00054223+0.00039012i,-0.00090655-0.00037238i,-0.00048595-0.0002479i,-0.00025172-0.00054142i,0.00011209-0.001274i,0.00050435-0.00091183i,0.00061435-0.00042216i,0.00040725-0.00034556i,3.9193e-05-0.00070827i,-0.00015591-0.00068542i
-0.0011551-0.00029528i,-0.0011796-0.00071127i,-0.0012431-5.2406e-05i,-0.0012723+0.00038026i,-0.00060886+0.00085736i,-2.7913e-05+0.00077303i,-0.00028641-2.4281e-05i,-0.00013509-0.00010269i,-0.0002055+0.00046589i,-0.00044011+0.00052674i,-0.00022221+0.00022383i,-0.00057604+0.00061259i,-0.00039168+0.0013012i,0.00030165+0.0011558i,4.1485e-05+0.00051136i,-0.00021058+0.0001163i,0.00023716-0.00011738i,-0.00032099-0.00016986i,-0.00073938+0.00010904i,-0.00027657+0.00075131i,-0.00038709+0.00053192i,-0.00032849-0.00067203i,0.00031759-0.0011244i
0.001897+0.00053753i,0.0018543+0.00099626i,0.00055379+0.00020205i,1.4361e-08-0.0011038i,0.00024636-0.0013994i,0.00057388-0.0013236i,0.00052649-0.0012986i,0.00020551-0.0012798i,0.00072437-0.00098617i,0.00067247-0.00038162i,-0.00057555+0.000196i,-0.0012684+0.00071133i,-0.00064522+0.0010041i,-3.9004e-05+0.0010468i,0.00029067+0.00012125i,0.00049963-0.00058864i,0.00088128-0.00088571i,0.00050301-0.00094711i,6.3999e-05-0.0004098i,0.00068096+5.9547e-05i,0.0011595+0.000498i,0.0004815+8.5953e-05i,-0.00058541-0.00070948i
-0.00072761-0.0013954i,-0.0011599-0.0012557i,-0.001454-0.0009728i,-0.0012592+3.0384e-05i,-0.0010659+5.0091e-05i,0.00016789-0.00030305i,0.00059766+0.00040099i,0.00066234+0.00055906i,0.00044986+0.00024169i,0.00034984+0.00015751i,0.00016415+0.00023395i,-0.00062527+2.6384e-05i,-0.00040654-0.00070154i,-3.7813e-05-0.00030473i,-8.49e-05+4.1659e-05i,3.1314e-05-0.00038409i,0.00041819-8.258e-05i,0.00022441+0.00025959i,-0.00059439+4.7805e-05i,-0.00071938-0.00033264i,-0.00037253+3.6959e-05i,-2.8162e-06+0.00056774i,0.0002893+0.00042454i
-0.0010053-0.00016426i,-0.0018943-0.0010367i,-0.0021502-0.00076055i,-0.0015625-0.00050861i,-0.0011051-0.00017122i,-0.00087068+5.4504e-06i,-0.00059684-2.0431e-05i,-0.00030516+0.00039354i,-3.6566e-05+0.00053367i,0.00042103+0.00026218i,5.5932e-05+0.00038124i,-0.00092492+0.00046399i,-0.0010616+0.00064971i,-0.00040133+0.001021i,0.00040818+0.0014291i,0.00045194+0.0014413i,-0.00015924+0.00065989i,-0.0002133-0.00027731i,0.00054379-0.00053993i,0.001163-2.0981e-05i,0.0011214+0.00010244i,0.00079238-0.0006775i,0.00043573-0.00030005i
-0.00077469-0.0010261i,-0.00028491-0.002073i,8.1815e-05-0.0025617i,0.00016257-0.0023637i,0.00017301-0.0020356i,0.00051885-0.0010231i,0.00058378+0.00022157i,0.00068599+0.0002041i,0.00044294+2.4488e-05i,8.7685e-07-6.8559e-06i,-0.00035405-1.2728e-05i,-0.00084029+0.00023227i,-5.6799e-05+0.00063241i,0.00052548+0.00072756i,0.00038858+0.00013382i,0.00050609-0.00017095i,0.00044867-0.00052136i,0.00079319-0.0008416i,0.00074638-0.00047327i,0.0001198-0.00053642i,-0.00013375-0.0011191i,-0.0005456-0.00068902i,-0.00013499+0.00032271i
0.00062505+0.00045633i,-0.0018104+0.00087372i,-0.0025383-0.00011788i,-0.0016255-0.00015429i,-0.00016634+0.00023464i,0.00028806+4.4253e-05i,-2.4708e-05-0.00023545i,0.00031365+7.1102e-05i,0.0003948+0.00068144i,-0.00037748+0.0010065i,-0.00064747+0.00092981i,-0.00061193+0.00035728i,-0.0008243+0.00017157i,-8.9831e-05-0.00015109i,0.00029909-0.00051347i,-0.00019372-0.00063625i,-0.00032148-0.0011049i,-0.00013146-0.001352i,8.33e-05-0.00047528i,-0.00043998+0.00047931i,-0.0001418+0.00032849i,0.00046695+0.00022004i,-0.00012168+0.00033019i
-0.00061612+0.00047179i,0.00088035+0.000841i,0.0015838-0.00011876i,0.00087328-0.00042198i,0.00019139-0.00057938i,0.00098951-0.00097788i,0.0018127-0.0014055i,0.0013312-0.0012496i,0.00052517-0.00036716i,0.00054896+0.00035853i,-0.00011452+0.00080642i,-0.00043705+0.0002476i,0.00022669-0.00016626i,0.0003731+0.00036888i,0.00034629+0.00057134i,0.0004359-0.000238i,0.00057701-0.00053653i,0.00031425-0.00057163i,1.4961e-05-0.00074595i,-0.00014848-0.00068718i,-0.00049885-0.00041042i,-0.00069305-0.00032482i,-0.00071792+0.00023651i
-0.0016771+0.0016283i,-0.0024345+0.00092933i,-0.0020247+0.00060286i,-0.00096674+0.00054953i,-0.00012713+0.0014629i,0.00096342+0.00092076i,0.0010133-0.00094059i,-0.00016805-0.0012154i,5.9743e-05-0.0002628i,-6.4201e-05+0.00046452i,-0.00073544-0.0001276i,-0.00022612-0.0003787i,0.00068425-0.00034572i,0.00081409-0.001162i,0.00074807-0.0016151i,0.00074602-0.0011728i,0.00046881-0.00079134i,0.00018038-0.0011305i,0.00048299-0.00097233i,0.00075325+1.5369e-05i,-0.00044478+0.00060565i,-0.0013158+2.4363e-05i,0.00015344-0.000225i
