-0.00025386-0.00087067i,-0.00018512-0.0013675i,-0.0012762-0.0014834i,-0.002546-0.00029588i,-0.0027443+0.00089129i,-0.0023219+0.001657i,-0.00095006+0.0025103i,0.00065054+0.0021391i,0.00058475+0.00065237i,0.00027933-0.00012154i,0.00013098-0.00054765i,4.3974e-05-0.0014435i,7.7883e-05-0.0015876i,0.00048155-0.00073553i,0.00092537-4.652e-06i,0.00041997+0.00012271i,-0.00014682+0.00033129i,-7.2471e-05+0.00034684i,-5.0266e-06-0.00010166i,-0.00058937-0.00080846i,-0.00075495-0.00080593i,-4.9613e-05-0.00026121i,-0.0002881+0.00069511i
-0.0019895-0.0012638i,-0.0017926-0.00054298i,-0.001628-0.00016175i,-0.0012161+1.5617e-05i,-0.0005593+8.9798e-05i,-0.0010816+0.00084295i,-0.001705+0.0012422i,-0.0013784+0.00046241i,-0.00087837-8.9131e-06i,-0.00052533+0.00031498i,-6.6546e-05+0.00092813i,1.4007e-05+0.0014309i,0.00052611+0.00059543i,0.0010112+0.00026398i,0.00049984+0.00064303i,4.9546e-05+0.00022031i,0.00013073-0.00021208i,3.3666e-05+5.7542e-06i,0.0004741+0.00054921i,0.0010459+0.00021062i,0.00017731-0.00034913i,-0.0009702+0.00017125i,-0.00073905+0.00046704i
0.0029242+0.0003983i,0.0025912+0.00016262i,0.0023354-0.0001981i,0.0021782-0.0010659i,0.00040374-0.0017247i,-0.0013059-0.00040504i,-0.0013369+0.0016994i,-0.00029924+0.0025047i,5.5743e-05+0.0021611i,-0.00050275+0.00064849i,-0.00048265-0.00026058i,-0.00041295-0.00047906i,-0.00076116-0.000385i,-0.0012606+6.9725e-05i,-0.0012172+0.00062641i,-0.0010014+0.0012757i,2.4526e-05+0.0015706i,0.00055392+0.0014042i,0.00025136+0.0012476i,-0.00011712+0.00091387i,-2.3119e-05+0.00099566i,-0.00036316+0.00074691i,-0.00028019-7.354e-05i
-0.00036156-0.00046931i,-0.0005261-0.0011894i,-0.0016438-0.00070547i,-0.0016143-0.00058522i,-0.0010573-0.00077665i,-0.0015379-4.1489e-05i,-0.0015459+0.00048399i,-0.00087651+0.00027694i,-0.00023974+1.9241e-05i,0.00054928-0.00020504i,0.00049812-0.00014568i,-0.00014035+0.00011397i,-0.000942+0.00039418i,-0.00088224+0.00010971i,4.8018e-05-0.00035167i,0.00032604-0.00034799i,-0.00029903+0.00043465i,-0.00029549+0.00077494i,-5.9017e-05+0.00022383i,0.00012964+0.00035648i,-1.2725e-05+0.00042754i,-0.00036739-0.00010921i,-0.00058644-0.00071117i
-0.00064119-0.0008887i,-0.00072726-0.0008945i,-0.00083995+3.2069e-05i,-0.00059712+0.0014193i,-0.00037297+0.0017548i,-0.00042149+0.00098441i,-0.00085997+0.00060185i,-0.00059556+0.0010333i,2.512e-05+0.00072242i,0.00045646+0.00045205i,0.00044564+0.00065692i,0.00037512+0.00028723i,0.00051741-9.1536e-05i,0.00035067-0.0012407i,0.00067563-0.0014329i,0.00083774-7.3894e-05i,0.00094198+0.00045925i,0.00076732+0.00060748i,0.00030307+0.00027982i,-0.00015909-0.00020901i,-7.8887e-05+5.1885e-05i,-0.00037716+0.00026075i,-0.00091914+0.00050863i
-0.00053182-0.00013315i,-0.00056229+7.423e-05i,0.0006047+0.000337i,0.0014467+0.0003878i,0.00066856+0.00063429i,-0.00079756+0.00067226i,-0.0016122+0.0012709i,-0.0016077+0.0015687i,-0.0010654+0.00082472i,-0.00070448+0.00015093i,-0.00010633+0.00020093i,-2.9177e-05+0.00044382i,-0.00052123+0.00063713i,0.00019687+0.00055281i,0.00087196-3.7328e-06i,2.7282e-05+0.00021236i,-0.00057635+0.0011792i,-0.00093805+0.0011606i,-0.0007927+0.00058532i,-0.00022096-0.00017958i,-0.00033809+0.00020472i,-0.00056882+0.00073243i,-0.00049584-0.00016741i
0.00020241-0.001034i,-0.00017173-0.00098753i,-0.00065831-0.00083776i,-0.0016573-0.00067593i,-0.0020047+1.7534e-05i,-0.0021238+0.00075995i,-0.0016669+0.00094319i,-0.0007374+0.00052327i,-0.00039144-1.9529e-05i,-0.00075951-0.00076522i,-0.00066179-0.00029243i,-0.00097306+0.00029562i,-0.00060624+0.00030652i,0.0004765+0.0014786i,0.00087664+0.0011165i,0.00060027-3.7593e-05i,0.00027473+0.00059687i,-1.3191e-05+0.00062017i,-0.00021163-0.00042656i,-0.00036147-0.00039791i,5.3837e-06+0.00013297i,5.7684e-05-0.00026258i,-0.0001285-0.00053465i
-0.00092376-0.00046237i,-0.0014004-1.1881e-05i,-0.0010218+0.0008932i,-0.00090338+0.0014302i,-0.0011177+0.0016004i,-0.0010451+0.0015716i,-0.00073839+0.0011881i,-0.00058146+0.00075153i,0.00016337+0.00032045i,0.00035489+0.00038543i,-2.314e-05+0.00068369i,7.7344e-05+0.00022045i,0.00023837-0.00010867i,-4.7627e-05-0.0001951i,0.00010648-0.00074356i,0.0014808-0.0009541i,0.0016042-0.00040457i,0.00044594-0.00025561i,0.00029491-0.00048517i,0.00010247-0.00038554i,-0.00032555-0.00040551i,-0.0004415-0.00075701i,-0.0003112-0.00032294i
-0.0012031+0.0011616i,-0.00063183+0.00077052i,-0.00026459+0.0011218i,0.00059664+0.0016443i,0.00085082+0.00097326i,-7.8715e-05+0.00049887i,-0.001387+0.0010363i,-0.0016749+0.00055646i,-0.001469+0.0004766i,-0.0005064+0.00046217i,0.00052964-8.023e-05i,0.0006158-0.00070849i,0.00029961-0.0005894i,3.3404e-05-0.00018713i,-0.00038086-0.00037354i,-0.00081703-0.00073909i,-0.00042611-0.00025103i,6.6334e-05+0.00085966i,0.00061751+0.0013437i,0.00037329+0.00124i,-0.00022471+0.00055915i,-0.0008027+0.00013773i,-0.0010076+0.00010739i
0.0020013+0.00036116i,0.0023291+0.00099275i,0.0024724-0.00048742i,0.00089659-0.0020318i,-0.00068451-0.0014632i,-0.0019723+0.00017489i,-0.0015343+0.0014836i,-0.00077014+0.0011019i,-0.00016734+1.7814e-05i,0.00038136-0.00031385i,-0.00021685-0.00018326i,-0.00075643-0.00015577i,-0.00072526+0.00023033i,-0.00099903+0.0010581i,-0.0012428+0.00082024i,-0.00018206+0.00027165i,0.00018839+0.00016976i,-0.00025925-6.4078e-05i,0.00022527+0.00022951i,0.00075516-0.00042655i,0.000253-0.00084408i,-0.00048401-7.5756e-06i,-0.00067477+0.00016941i
-0.00049047+0.00079471i,-0.00060955+0.0014332i,0.00010641+0.0010072i,0.00087719-0.00042871i,0.0003014-0.0010953i,-0.001311+5.8176e-05i,-0.0024449+0.0010618i,-0.0019186+0.00056076i,-0.00077724+8.839e-05i,-0.00017005-0.000511i,3.8781e-05-0.00035154i,0.00021201-2.1375e-05i,-0.00040295-0.0010841i,-0.00043198-0.0013266i,-0.00018007+0.00012269i,-0.00081305+0.00078379i,-0.00078647+0.00039231i,-0.00040221+0.00018115i,-0.00054273-0.00020282i,-0.00032722-0.00025764i,-9.7276e-05+0.00019065i,-8.1363e-05+0.00019006i,0.00031633+0.00045578i
0.0013885+0.00068568i,0.0013417+0.00024088i,0.00089205+0.00052007i,-0.00010454-7.7716e-05i,-0.0010006-0.00074991i,-0.0014172-0.00080047i,-0.0010089-2.7966e-06i,-0.00036877+0.00056083i,-2.6061e-06+0.00075166i,0.00056456+0.00054869i,0.0013294-7.2194e-05i,0.00083266-0.00099406i,0.00039004-0.00096841i,0.00041759-0.00027789i,-0.00032383+1.4223e-05i,-0.00063053+0.00019776i,-0.00035527-0.00021731i,0.00039379-0.00043837i,0.00030246-0.00020881i,-0.00061569-0.00073786i,-0.00073988-0.00078801i,-5.847e-05-0.00011936i,-3.149e-05-0.00037512i
0.0003128+0.0012912i,0.0014248+0.00045404i,0.0023939-0.00058112i,0.0018577-0.0016634i,0.001096-0.0015421i,-0.00011689-0.00023089i,-0.0012069+0.0013283i,-0.001284+0.0018555i,-0.0010999+0.0012577i,-0.00039321-0.00037629i,-8.6651e-05-0.0014907i,-0.00027725-0.0017947i,-0.00018843-0.0012708i,-0.0003927-0.00055858i,-0.001024+0.00037361i,-0.00075309+0.00068152i,-8.6117e-05+0.00041518i,0.00047236+0.00029015i,0.00035684+0.00029566i,-0.00011382+0.00034922i,-0.00031912+0.00027105i,-0.00041831-0.0002971i,-0.000825-0.00056377i
-0.00021097-0.00030038i,-0.0006259-0.00042389i,-0.00089932+0.00035725i,-0.0012103+0.00050941i,-0.0012229+0.00072516i,-0.0016207+0.0014945i,-0.0014949+0.00063294i,-0.00082279-0.0003956i,2.8135e-05-0.0002587i,0.00092899-8.4023e-05i,0.0012129-0.00091144i,0.00093474-0.00075733i,0.00011694+0.0005872i,0.00040133+0.00090241i,0.00025052+0.000246i,-0.00054503-7.2106e-05i,-0.0013556+0.00016467i,-0.0010918-6.6686e-05i,0.00014652-0.00015138i,0.00015758+0.00062075i,-0.00038873+0.0014341i,-0.00064194+0.00088278i,-0.00012914-7.4447e-05i
-0.0012989+0.00094878i,2.7245e-06+0.0010895i,0.00095706+0.0016512i,0.0006575+0.0012929i,7.6075e-05+0.0005355i,-0.0010911+0.00070559i,-0.0019127+0.00091871i,-0.0016193+0.00029345i,-0.0001642-0.00013702i,0.00084166-0.00059691i,0.00020265-0.00074946i,-0.00025329-0.00099834i,0.00036205-0.0019342i,0.0004119-0.0019104i,-0.00040453-0.0013437i,-0.00034454-0.00074431i,0.00015341-0.00064853i,-0.00046188-0.00056346i,-0.00083301-0.00057865i,-0.00097061-0.001184i,-0.0002444-0.0011175i,0.00070486-0.00053048i,0.00081288-0.00072679i
0.0008834+0.00065615i,0.00015774+0.00014858i,0.00050256-0.00016694i,0.00083657-0.00066307i,0.00082367-0.0004091i,-0.00025125+0.00028542i,-0.0016585+0.0014663i,-0.0017393+0.0011129i,-0.00025075-3.8673e-05i,0.00083563-0.0005622i,0.0010425-0.00075972i,0.00075001-0.0003626i,-7.6349e-05+0.00010615i,-0.00092823-4.9864e-07i,-0.0013782+8.921e-05i,-0.0014293-0.00014951i,-0.0011144-0.0001909i,-0.00033744-0.00042457i,0.00079987-0.00042567i,0.00084853+0.00079658i,-0.00023566+0.00092214i,-0.00078796-0.00014647i,-0.0012476-0.0005271i
-0.00085204-0.00042829i,-0.00070427+0.00022006i,-0.00058941+0.001166i,-0.00041122+0.0010448i,-0.00080726+0.00034264i,-0.0011909+0.00018966i,-0.0014021+0.00082352i,-0.0007882+0.00051429i,0.00022732-8.2357e-06i,0.00011595+0.00018558i,0.00020273-0.00050791i,0.00073613-0.0010757i,0.00067607-0.00081247i,0.00089803+3.5832e-05i,0.00050687+0.0007605i,0.00015152+0.0010345i,-2.276e-05+0.00054905i,0.00023282-0.00013991i,0.00028204-0.00035304i,-0.00049981-0.00026411i,-0.00034045+0.00026179i,2.4862e-05+0.00033415i,0.00035588+0.00079338i
0.00028017-0.00066318i,0.00024138-0.00077143i,0.00081888-0.00065812i,0.00077852-0.00067866i,-0.00033129-0.00071095i,-0.0013557-0.00039531i,-0.0020984+0.00049284i,-0.0015819+0.00084693i,-0.0008571+0.00088537i,-0.00035613+0.00067652i,0.00043612+0.00036516i,0.00018427-8.6962e-05i,-0.0010494-0.0001573i,-0.0012568-0.00025621i,-6.3374e-05-0.00035903i,0.00010175+0.000533i,-0.00061247+0.0013983i,-0.0010828+0.0011253i,-0.00050729+0.00077922i,0.00039678+0.0016197i,0.00018915+0.0010019i,-0.00043445+0.00014128i,-5.7007e-05+0.00076635i
0.00063903+0.0014638i,0.00092944+0.0016085i,0.0020903+0.0013731i,0.0015071-0.00076385i,-0.00017949-0.0020585i,-0.0009563-0.00081919i,-0.0010432-0.0001637i,-0.001236-0.00021918i,-0.00077713-0.00016145i,-0.00068973-9.7569e-05i,-0.00030246-4.8471e-05i,0.00014873-0.00064484i,-0.00059024-0.00047365i,-0.0011387-0.00028311i,-0.00047972-0.00031174i,-9.4481e-07-2.613e-05i,0.00019617+0.00048803i,0.00052736+0.00080964i,0.00035735-6.1652e-05i,5.889e-05-0.00054626i,-9.5688e-05-0.00064051i,-0.00042272-0.00013719i,-0.00068478-7.1221e-05i
-0.0005197+0.0012463i,-0.0014554+0.00092118i,-0.0012517+0.00038342i,-0.00024568+6.5655e-05i,-0.0012908-9.6068e-05i,-0.0023039+0.00020061i,-0.0013177+0.00084056i,-0.00071495+0.0011826i,-0.00038381+0.00091651i,0.00068415+0.0004283i,0.00095336-0.00015999i,0.00051798-0.00029222i,-3.4354e-06+0.00023934i,-0.0007393+0.0004587i,-0.00059417-7.3713e-05i,-4.9253e-05-0.00045966i,0.00060517+1.688e-05i,0.00096114+0.00067035i,-0.00010478+0.00080095i,2.6967e-05+0.00032048i,0.0010774+8.8855e-05i,0.00036893+0.00037607i,-0.00037747+8.5173e-05i
-0.0014916+0.002097i,-0.00029661+0.0019623i,0.0013231+0.0023431i,0.001309+0.0013782i,0.00033805-0.00010879i,-0.00046118-0.00011023i,-0.00098468+0.00039313i,-0.0010313+0.000747i,-0.00090614+0.00075434i,-0.0003901+6.4225e-05i,-0.00017008-0.00047856i,-0.0003279-0.00045985i,-0.00028753-0.00036676i,-0.00025219-0.00064998i,-0.00065788-0.0007713i,-0.00014228-0.00083404i,-0.00026743-0.00013071i,-0.00059785+0.00072744i,-0.00061306+0.00059562i,-0.00027991+0.00014182i,-0.00013821+0.00019045i,-0.00050222+0.00045765i,-0.00069819+0.00044307i
-3.2483e-05-0.00061466i,0.00049454-0.00074715i,0.00066173-0.0016578i,0.00015778-0.0016201i,-0.00095609-0.00052585i,-0.0011934-0.00024938i,-0.00071963-0.00026169i,-0.00028492-0.00011177i,-0.00019158+0.0007809i,-0.00022305+0.00082151i,-0.00013313+0.00069564i,-0.00020353+0.00056775i,7.1173e-06-0.00086847i,-0.00043344-0.001329i,-0.00049638-0.0011126i,-0.00018925-0.00054721i,-0.00059644-2.895e-05i,-0.00028619+7.7882e-05i,0.0004124-4.829e-05i,0.00017848-0.00031878i,0.00014053-0.00064852i,2.5994e-05-0.00023697i,8.0829e-05+0.00085815i
-0.0010023+0.0006717i,-0.000291+0.00034868i,0.00026211+0.00044738i,0.00019381+0.00052456i,-0.00067791+0.000946i,-0.001597+0.0010594i,-0.0015444+0.00093398i,-0.0010068+0.00055665i,-0.0005055+0.0003206i,-0.00010471+0.00076841i,-0.00028362+0.00086186i,-0.0005013-0.00015411i,-0.00030579-0.00075092i,-0.00086747-0.0004767i,-0.00083774-0.00030354i,0.00028386-0.00077122i,0.00066812+0.00021735i,9.7637e-05+0.00083629i,-0.00029526-0.00013646i,-0.00014143+6.1441e-05i,0.00071129+0.00079749i,0.0012655+0.00050142i,0.00080394-0.00058915i
-0.004732+0.00075796i,-0.0035834+0.002564i,-0.0015567+0.0034664i,-0.00018827+0.0028464i,0.00089293+0.0013789i,0.0003676+0.00057973i,-0.0004318+0.00076269i,-0.00077325+0.0015585i,-0.00033656+0.0015946i,0.00021609+0.00061567i,0.00020225-0.00018665i,-4.4425e-05-0.00058992i,0.00045239-0.00047455i,0.00080695-0.00033875i,0.00023812+9.6433e-05i,7.9809e-07+0.00061458i,-0.00020184+0.00032653i,-0.00055147-0.00069165i,-0.00085577-0.0011825i,-0.0011283-0.00031436i,-0.00072844+1.064e-05i,-0.00057443-6.6515e-05i,-0.00068101+0.00048224i
0.00081523+0.00023928i,0.00071817-0.00070156i,0.00068171-0.0021398i,0.00062827-0.0024556i,0.00054799-0.0022738i,-4.8509e-05-0.00012052i,-0.00065533+0.001624i,4.7952e-05+0.00096348i,0.00077142+0.00083573i,0.00052279+0.00037633i,0.00013989-0.00059925i,-1.0047e-05-0.00065462i,-0.00018294-0.0001148i,-5.7643e-05+0.00032158i,-0.00032271+0.00027346i,-0.00081241+0.00060739i,-0.00074597+0.00089641i,-0.00018289+0.00049547i,0.00014213-8.6559e-05i,-0.00029676+0.00021883i,-0.00032736+0.00045216i,-0.00011779+0.00017414i,0.00010993-0.00023274i
0.0021148-0.00054376i,0.0021348-0.0012469i,0.0016827-0.0018696i,-5.7109e-05-0.0012265i,-0.0015893+2.7184e-05i,-0.0022859+0.00020199i,-0.0016999+0.00039101i,-0.00034484+0.00033678i,0.00084989-0.00023106i,0.00059042-0.00043777i,-0.00061416-0.00074597i,-0.0003064-0.00094184i,0.00023062-0.00039496i,-0.0004641-0.00019767i,-0.00045308+3.245e-05i,-0.00022763+0.00081964i,-0.0001566+0.00035555i,0.00021545-0.00081379i,0.00011674-0.0010383i,0.00013848-0.0009458i,0.00051792-0.00059138i,0.00019502-0.0001125i,-0.00018633+0.00030126i
-0.0014259+0.0015636i,-0.0008956+0.0027557i,-0.00068178+0.0025263i,-0.00047909+0.00096104i,-0.00083717+0.00041729i,-0.0022676+0.00057078i,-0.0025816+0.00034531i,-0.001898+0.00031443i,-0.00090009+0.000714i,-0.00016002+0.0003652i,0.0003265-0.00034686i,0.00028553-0.00022964i,-0.00017078-0.00074274i,-0.00039538-0.0012054i,-0.0007104-7.0569e-05i,-0.0010212+0.00087171i,-0.00079879+0.00019147i,-0.00030881-0.00037965i,-0.00024014+0.00012999i,-0.00067233+0.00058278i,-0.00040791+0.00054282i,0.00012076+7.6896e-05i,0.00019459-0.00019652i
0.0018084+0.00011766i,0.00273-0.001532i,0.0021773-0.0031233i,0.0012051-0.0029022i,-0.00047047-0.0013585i,-0.0019177+0.00087302i,-0.0021841+0.0023376i,-0.0013694+0.0016395i,-0.00064869+0.00078916i,-0.00063864+0.00096608i,-5.3223e-05+0.00070073i,0.00044456+0.00019687i,0.00052143+0.00033314i,0.00056728+0.00034801i,0.00022799-5.4185e-05i,-0.00067784-5.1617e-05i,-0.00087748+0.00054561i,-0.00044174+0.0001203i,0.00015789-0.00012819i,0.0001555+0.00033272i,-0.0004536+0.00014578i,-8.5249e-05+6.0765e-06i,0.00035368+0.00016167i
0.001871-0.0010749i,0.00088506-0.00071003i,0.00037242-0.0014323i,-0.00051011-0.0013448i,-0.0018626-0.00048072i,-0.0015157+7.0695e-05i,-0.0012418+0.00055515i,-0.00033867+0.00079022i,0.0008702+0.00034413i,0.00040396-0.00039351i,0.00023707-0.0003443i,0.00032127+1.8967e-06i,-3.5017e-05+0.00020348i,8.9643e-05+0.00028978i,-0.00045555+6.323e-05i,-0.00041391-0.00014837i,0.00043737+0.00031232i,0.00045598+0.00036689i,0.00067895+0.00054888i,0.00076709+0.00070799i,0.00016576+0.00021937i,-4.7488e-05-0.00025435i,-0.00023289-4.3704e-05i
-0.00020833+0.00098709i,0.00069023+0.0011822i,0.0010106+0.0019501i,0.00051122+0.001629i,-1.5676e-05+0.0011223i,-0.00097977+0.001868i,-0.0015108+0.00097388i,-0.00084623-0.0014108i,-0.00096202-0.0010868i,-0.00088334+0.00054991i,0.00095317+0.00040567i,0.0016013-0.00082971i,0.00042858-0.0015517i,0.00024691-0.0014305i,0.00033856-0.00057468i,0.00013435+0.00038323i,-3.131e-05+0.0005734i,-0.00034701+0.0013847i,-0.0001056+0.0010184i,0.00041713-0.0001803i,-7.6844e-05-6.005e-05i,-0.00086632+0.00023808i,-0.0005466+0.00042682i
-0.00075299+0.001076i,-0.00034479+0.0019032i,0.0003519+0.0029902i,0.00054254+0.0026708i,0.00012625+0.00054129i,-0.00088578-0.00032546i,-0.0013572+0.00086222i,-0.00092326+0.0007696i,-0.00034454+0.00051033i,0.00014213+0.00064407i,0.00084585+0.00013328i,0.00073159-0.001071i,-0.00024691-0.0011027i,-1.7184e-05-0.0011283i,0.00099382-0.0013038i,0.0013924-0.00055513i,0.00078051-8.2043e-06i,-3.478e-05+0.00028225i,-0.00038065+0.00049639i,-0.00042857+0.00062765i,-0.00020711+0.0010339i,-0.00067985+0.00079445i,-0.0013501+0.00069776i
-0.00026671+0.0010527i,-0.0003278+0.00085694i,-2.1857e-05+0.0012032i,-0.00010832+0.00075491i,-0.00046659+5.0654e-06i,-0.00067213+0.00063455i,-0.00028819+0.00080827i,0.00022947+0.0004837i,-0.00026326+0.00012591i,0.00064883-0.0007289i,0.0015134-0.0010523i,0.00051405-0.00054178i,-0.00056798+0.00023464i,-0.00055761-0.00040219i,0.00057828-0.0013288i,0.0010461-0.00084716i,-0.00040471+0.0005881i,-0.00083103+0.00044606i,-0.0002628-0.00035665i,-0.00025389+5.0121e-05i,-0.0010298+0.00021792i,-0.0011395-0.00024542i,-0.00057819-0.00054636i
0.00059791-0.00043619i,0.00097189-0.00053904i,0.00063193-0.00058687i,-0.00059429-0.0010575i,-0.00077045-1.2025e-07i,-0.00079083+0.00077172i,-0.00078069+0.00031849i,-0.00036611-0.00023827i,3.5685e-05-0.00016179i,0.00033612+0.00050374i,0.00016683+0.00069217i,-3.8397e-05+0.00062667i,0.00011928-9.809e-05i,0.00012857-0.00031282i,-0.00026864+0.0002255i,-0.00020473+0.00034456i,-0.00022956+0.00068833i,-0.0007979+0.00061681i,-0.0007271-0.00041137i,-6.5987e-05-0.00047035i,0.00029225-0.00021581i,-0.00016929-0.00018769i,-0.00060073-0.00020781i
0.0011361+0.0012834i,0.0014593+0.0019027i,0.0017015+0.0020487i,0.0015046+0.00064813i,0.00098749-8.0786e-05i,-0.00010151-0.0002295i,-0.00029336+0.00044004i,-0.00044265+0.00053196i,-7.2457e-06+0.00020725i,0.0011227+0.00064272i,0.0012471+0.00047722i,0.00043991-0.00038997i,-5.626e-05-0.00078928i,-7.8949e-05-0.00056793i,-0.00029898-0.00036415i,-0.00050324-0.00015564i,-0.00041551+0.00033637i,-0.00057274+0.00019835i,-0.00046782-0.00010813i,-0.00064167+0.00022239i,-0.00035295+0.00019053i,0.00048859+0.00040847i,0.00072117+0.00017767i
0.0003142+0.00021636i,-1.7043e-06+0.0011758i,-0.00023632+0.00080688i,-0.0010204+0.00028134i,-0.0017613+2.574e-05i,-0.0017349-0.00016815i,-0.0013335+0.00035348i,-0.00077739+0.0012907i,-6.1609e-05+0.00098316i,0.00050492+0.00021265i,3.4986e-05-1.1524e-05i,0.00011555+0.00033178i,0.00073727+0.00034692i,0.00065762+0.00046818i,-6.3331e-05+0.00040363i,-0.00049208-0.00016001i,-0.00027774-0.00047247i,-0.0010266-0.00055892i,-0.0012044-0.0009639i,-0.00073701-0.00098466i,-0.00038167-0.0012746i,0.00022307-0.00097032i,0.00047252-0.00038636i
-0.00020181-0.00062911i,-0.00038621-0.00021232i,-0.0005559-0.00024087i,-0.00055712+0.00036719i,-0.00052169-0.00013433i,-0.00066291-0.00011006i,-0.0011307+0.0012412i,-0.00095217+0.0011229i,-0.00053315+0.00087653i,8.9771e-05+0.00033355i,0.00064558-0.00011006i,0.00030414-1.7346e-05i,-0.00020881-0.00027234i,-0.00015549-0.00013424i,0.00048824-5.9965e-05i,0.00068552+0.00051832i,0.00030467+0.0015397i,0.00078749+0.00095451i,0.0011239-6.3485e-05i,0.00013815+0.00014628i,-0.00022275-6.0476e-05i,-0.00018939-0.0006967i,-0.00038158-0.0011488i
0.00086734-0.0027658i,0.0016726-0.0021136i,0.0016714-0.00090831i,0.00011509-0.00062475i,-0.0011491-0.00030554i,-0.0016657+0.00082829i,-0.0017306+0.0013451i,-0.00097065+0.00083624i,0.00010218+0.00059856i,0.00055422+0.00016627i,0.00021642-0.00046942i,0.00010314-0.00029818i,-4.2178e-05+0.00060148i,5.3987e-05+0.001298i,3.0224e-05+0.0010637i,-0.00052649+0.00092094i,-0.00091751+0.0011935i,-0.00033588+0.00034661i,0.00025199-0.0002361i,0.00027034-0.00080211i,0.00031455-0.0016223i,0.00011646-0.0016026i,-0.00032811-0.0014099i
-0.00071967-0.0012863i,-0.00099456+0.00036649i,-0.0013029+0.00060336i,-0.00052909+0.00074563i,-0.00010908+0.0013792i,-0.00055204+0.0010135i,-0.0013389+0.00032678i,-0.0011237+0.00027399i,-0.00022554-6.4301e-05i,-0.00011198-0.00048782i,0.00015156-0.00029994i,0.00048923-0.00045059i,5.5971e-05-0.00027945i,-0.00082057+0.0002469i,-0.001048+0.00025985i,-0.00049257-0.00078766i,-0.00066566-0.0012196i,-0.00032208-0.00057684i,0.00068128-0.00031053i,0.00042008+0.00032958i,-0.00048623+0.00029485i,-0.0004554+7.4393e-05i,1.2132e-05-0.00013422i
-0.00041113+0.0011774i,0.00092125+0.0011081i,0.0012921+0.001768i,0.00049873+0.00041536i,-2.4366e-05-0.0010847i,-0.00061334-0.00088494i,-0.0012981+0.00054727i,-0.0013938+0.0012226i,-0.00038079+0.0010373i,0.00055012+0.00029731i,0.00068037-0.00049861i,0.00029888-0.00015074i,-0.00027894-0.00053232i,-0.0004413-0.0012421i,-0.00059909-0.0011289i,-0.00040634-0.00068225i,-3.3297e-06-6.5605e-05i,0.0002255+0.00023996i,-4.2177e-05+0.00037037i,-0.00038082+0.00074639i,-0.00018538+0.00011829i,0.00018274-0.00039365i,0.00013022-4.7983e-05i
5.3814e-05-0.0010154i,0.0010844-7.566e-05i,0.00123-0.00060331i,0.00061709-0.0010527i,0.00016993-0.00083987i,-0.00057207+0.00036615i,-0.00094176+0.0012568i,-0.00050923+0.0010848i,-0.0005805+3.1407e-05i,-0.00062025+0.00029122i,2.9501e-05+0.00041069i,0.00081646-2.8356e-05i,0.0014982+4.717e-05i,0.0012316+0.00024987i,0.00011676+0.00064351i,-0.00010145+0.00036602i,-0.00022436-0.0004948i,-0.00036271-0.00051823i,6.151e-05-1.646e-05i,0.00045288+0.00041885i,0.00016143+0.000863i,-0.00079212+0.00036659i,-0.0014394-0.00018423i
-0.00073979+0.00049832i,4.4406e-05+0.00022231i,0.0012734+0.000729i,0.0014008+9.2533e-05i,0.00033119-0.0010468i,-0.0012878-0.00061175i,-0.0017362+0.00016951i,-0.00082788+0.00054074i,0.00049592+0.00067199i,0.001521+0.00030846i,0.00092046-9.0426e-05i,6.5193e-05-0.00033085i,0.00033262-0.00097726i,0.00095241-0.0010205i,0.00096837-0.00077784i,0.00024267+1.4512e-05i,-0.00040609+0.00059219i,-0.00031225+0.00076041i,3.7164e-05+0.00060888i,0.00028256+0.00018921i,0.00035262-9.4438e-05i,0.00082976+5.2446e-05i,0.00017794+0.00062388i
-0.00021523+0.00058243i,-0.00072302-0.00027176i,-0.00095017+0.0005574i,-0.00048531+0.0012103i,-0.00077509+0.0014452i,-0.0014138+0.00091827i,-0.0023102+0.0012044i,-0.0021237+0.0017178i,-0.0010107+0.0011485i,-0.00047577+0.00054787i,1.2139e-05-0.00021635i,0.00054046-0.00092359i,-0.00010973-0.00065869i,-0.00071023+0.00029533i,-0.00034859+0.00025231i,0.00013936-0.00023549i,0.00052673-0.00019178i,-8.6063e-05+0.00047412i,-4.7698e-05+0.00094084i,-7.4728e-05+0.0003454i,-0.00049809-0.00018334i,-0.00059691-0.00029331i,-0.00063166-0.00036032i
-1.79e-05+0.0012362i,-0.00038423+0.0011492i,-3.9127e-05+0.0011664i,0.00025466+0.00053685i,0.00040494-0.00044473i,0.00020055-0.00040417i,-0.00048491+0.00032546i,-0.00036824-0.00015516i,-9.0069e-06+0.00019969i,-0.00052519+0.00066082i,-0.00064022+7.6919e-05i,0.00019937-0.00054792i,0.00069867-0.00092318i,0.00028448-0.0014863i,-0.00044517-0.00088047i,-0.00068468-3.9544e-05i,0.00019787-4.5505e-05i,0.00063089+3.1283e-05i,0.00068562+0.00094391i,0.00042211+0.00098898i,-0.00022469+0.00044966i,-6.3885e-05+0.00044258i,-0.00013273+0.00048501i
