-0.00033248-0.0006829i,0.00070517-0.00092633i,-0.00048155-0.00044195i,-0.00090634+0.00051199i,-0.0011003+0.00079766i,-0.0022334+7.0101e-05i,-0.0024488+0.00041789i,-0.0013232+0.00094862i,0.00057214+0.00050488i,0.0013087+0.00072173i,0.00059098+0.00098112i,-3.4374e-05+0.00010216i,-0.00014749-0.00099574i,-0.00013248-0.0015214i,-0.00043933-0.00087744i,-0.00092196-3.706e-05i,-0.00028163+0.00013535i,9.3933e-05+0.00083332i,-0.00022676+0.0011473i,-5.0863e-05+0.00037003i,0.00046892+0.00031682i,-0.00011472+0.00035197i,-0.00060261+0.0001569i
-0.00098844+0.0016304i,-0.0010158+0.0010597i,0.00030593+0.00098266i,0.0013619+7.2098e-05i,0.0015339-0.0011137i,0.0019931-0.0017561i,0.0012709-0.0012294i,0.00045229-0.00077095i,0.0011242-0.00039424i,0.0011847-0.00036191i,0.00021926-0.0012613i,3.7811e-05-0.0012945i,-9.7391e-05-0.00053109i,-0.00092887-0.00032975i,-0.00072962+0.00017638i,0.00035648+0.00055935i,0.00047068+0.00068219i,0.00013284+0.001185i,0.00013178+0.00015899i,0.00082442-0.0012581i,0.00056337-0.00048849i,-0.00092392-4.5806e-05i,-0.00080614-0.0001893i
-0.0011751-0.0033896i,-0.0010455-0.0028787i,-0.0010824-0.0021766i,-0.00054124-0.00065294i,-0.00034397+0.0001483i,-0.00023355-0.00033287i,0.00043255-0.00071234i,8.2489e-05-0.00089453i,-0.00022553-0.00077551i,-0.00043556+5.1294e-05i,-0.00089532+0.00066727i,-0.00044474+0.00027274i,0.00053681+0.00063867i,2.5056e-05+0.00117i,-0.00085438+0.00092464i,-0.0006029+0.0010385i,-0.0002162+0.00060758i,-4.1617e-05-0.00064549i,-0.00014788-0.00105i,-0.0008699-0.00061609i,-0.00054695-0.00049312i,0.00015893-0.00044473i,-0.00024014+0.00025957i
0.0012002+0.00032038i,0.00091027-2.8352e-05i,0.00099911+0.00035186i,0.00049297-5.0602e-05i,-0.00044299-0.0012102i,-0.001028-0.0014766i,-0.0011488-0.0011037i,-0.00057917-0.00041224i,-0.00044879-0.0002057i,-0.00044375-0.00087508i,0.00043058-0.00069867i,0.00033922-0.00043859i,0.00021356-0.00062675i,0.00029275-0.00063479i,-0.00019077-0.0008592i,-0.00013972-0.00032946i,-6.0008e-05+4.0264e-05i,-0.00015614-0.00096736i,0.00011217-0.00065011i,0.00038945+0.00071261i,0.00029359+0.00034936i,-0.00035328-0.00092387i,-3.6036e-05-0.0006168i
-0.00071987+0.00049657i,-0.00054681+0.00087934i,-0.00033034+0.00030854i,0.00091023-0.00095113i,0.0017124-0.001075i,0.0013881-0.00096869i,0.00019652-0.0003411i,-0.00090568+0.00037801i,-0.00023292-0.0002805i,0.00027625-0.001528i,0.00023607-0.0013383i,0.00084262-4.7418e-06i,0.00093544-1.3535e-05i,0.00076978-0.0012211i,0.00051457-0.00098366i,-8.1164e-05-0.00048942i,-9.1382e-05-0.00057237i,-0.00057177-0.00019094i,-0.00078604+0.00050072i,-0.00033793+0.00046594i,0.00022734-0.00022825i,0.00042706-0.00032973i,0.00034032-0.00010056i
-0.00077366-0.0001714i,-0.0014551-3.687e-05i,-0.0015302-0.00022522i,-0.00012661+6.3632e-05i,0.0012041+0.00028928i,0.00086623+0.00052162i,0.00030218+0.00015714i,7.9786e-05-0.00031888i,-0.00049253-0.00021184i,3.8657e-05+0.00037052i,0.00068523+0.00046532i,-8.8241e-05+0.00023747i,-0.00069501+0.00040126i,-0.0007781+0.00088319i,-0.00036813+0.00080805i,-7.2981e-05-0.00010701i,-0.0001163-0.00019249i,-0.00035264+0.00014002i,-0.000205+0.00035594i,-0.00040538+0.0002149i,-0.00095102-0.00039408i,-0.00045353+7.2537e-05i,0.00064859+0.00014372i
-0.0015102+0.00054099i,-0.0013783+0.00087279i,-0.001207+0.00041695i,0.00052643+9.9027e-05i,0.0014592-0.00056031i,0.00094422-0.00067849i,0.00016458+0.00039355i,-0.00048742+0.00036218i,-0.00069133-0.00035315i,-6.2778e-05-7.3364e-05i,0.00011632+0.00033023i,0.00034986+0.00053739i,0.00035749+0.00069611i,-0.00036432+0.00026384i,-0.00047871-0.00010201i,-0.00053385-0.00060108i,-0.00021322-0.00073065i,-1.4018e-05+0.00018992i,0.00025514+0.00095931i,0.00044742+0.00055396i,9.8617e-05-0.00057204i,0.00014652-0.00042356i,0.00058748-0.00019748i
-0.00092705+0.00066135i,0.00083282-4.0787e-05i,0.0013319-0.00020428i,0.00062577-0.00018763i,0.00060029-0.00010523i,0.0012753-0.00091349i,0.00084891-0.0014807i,-0.00015165-0.0011826i,-0.00045602-0.0010493i,-0.00028094-0.00095762i,-2.6201e-05-0.00043108i,0.00039203-0.00064991i,0.00049234-0.0008751i,0.00044437-0.00049299i,0.00054294-0.00051023i,9.949e-05-0.00027639i,0.00014339+0.00035256i,0.00063138+0.00038586i,0.00059993-0.00038558i,0.00062657-0.00047347i,0.00044136+9.6584e-05i,0.00055927+0.00035484i,0.00058052+0.00016547i
-0.00034787+0.00027591i,-0.0002588+0.00012043i,0.00070889+0.00052935i,0.001123-0.00042756i,0.0011905-0.0015481i,0.00082684-0.0011748i,0.00093963-0.0010773i,0.0010548-0.001208i,0.0010943-0.00089614i,0.0009193-0.0004951i,-0.00015894+0.0004924i,-0.0011023+0.00067099i,-0.0012678+7.9308e-05i,-0.000206+8.8269e-05i,0.00028142-6.5866e-05i,-0.00013055-0.00030147i,0.00024667-0.0005437i,0.00011984-7.1494e-05i,-0.00016999+0.0002681i,-9.8824e-05-0.00031625i,0.00011327-0.00028147i,0.00030752+1.6014e-05i,-9.6466e-05+0.00034934i
0.0006607+0.00091973i,0.00062026+0.00085149i,0.00047947-7.0408e-05i,0.00036742-0.0012635i,0.00048883-0.0019389i,0.00030197-0.0017258i,-8.7156e-05-0.00081028i,-0.00053788-0.00043312i,-0.0006738-0.00026517i,-0.00085136-0.00015317i,-0.00025673-0.00038027i,0.00016488-0.00029212i,-0.00020747-0.00035736i,-0.00039161-0.00075442i,0.00040521-0.00068104i,0.00046409-2.4129e-05i,-0.00044445+0.00045919i,-0.00050827+0.00076509i,4.7863e-05+0.0007254i,-0.00052111+0.00044984i,-0.0006667-4.7486e-05i,0.00028977-0.00037451i,0.00036609-0.00073631i
0.0014023-0.0011079i,0.00061104-0.0012496i,0.00021578-0.0011707i,-0.00019102-0.0013934i,-0.00094726-0.0012241i,-0.0013593-0.00089847i,-0.00028558-0.00089397i,0.00070634-0.00045652i,0.00064117-0.000179i,8.7542e-05-0.00048966i,-0.00080943-0.00074314i,-0.00078373-0.00052928i,0.00021372-0.00011615i,0.00021677-0.00024326i,-0.00014285-0.00074849i,0.00012279-0.00062065i,0.00055147-0.00067889i,0.00052037-0.0013392i,-0.0002631-0.00066617i,-0.00051329+1.5255e-05i,-0.00067839-0.00052606i,-0.00088542-0.00019134i,-0.00033288+0.00067322i
-0.00014129+0.0001782i,-0.00031596+0.0013918i,-0.00061886+0.0013637i,0.0001407-0.00015831i,0.00084084-0.00081019i,0.0013262-0.00043807i,0.00084283-0.00016882i,0.0003067+1.9594e-05i,0.00081188+0.00016565i,0.00039978-0.00029578i,-8.6224e-05-0.00078992i,0.00032753-0.00030074i,-6.4266e-05+0.00044671i,-0.00037423+0.00062555i,-0.0002977+0.00074219i,-0.00012024+0.00021548i,0.00077419-0.00045131i,0.0011935-0.00017612i,0.00051277-5.0518e-05i,0.00013133-0.0006337i,-0.00012131-0.0007033i,-0.00030791-0.00056977i,-0.00051431-0.00052305i
0.00075681-0.0013668i,0.00098829-0.0014058i,0.00012819-0.0013032i,-0.00019721-0.0017154i,-0.00054126-0.0019471i,-0.0010662-0.00092993i,-0.00022545-0.00037932i,0.00067671+3.029e-05i,0.00066293-0.00037401i,0.00027313-0.0010302i,-0.00056428-0.00063309i,-0.0011106+0.00041381i,-0.00075417+0.00097258i,0.0003502+0.00014199i,-2.7768e-06-0.0004526i,-0.00090105+2.2067e-06i,-0.00077094+0.00024109i,-0.00025583+6.2912e-05i,-0.00047387+5.3518e-05i,-0.00032006+0.00037256i,0.00011032+0.00067972i,0.00017417+0.00088873i,0.00045437-0.00021852i
-0.00062252-4.4435e-05i,7.8087e-06-5.2974e-05i,0.00053488-0.00015151i,0.00083041+3.3306e-05i,0.00079946-0.00012366i,0.00058495-0.00051434i,2.2667e-05-0.00026463i,0.00024928-0.00042362i,0.00042427-0.00073983i,-0.00017924-0.00068202i,0.0001586-0.00021559i,0.00075041-1.7229e-05i,0.00013245-0.00022223i,-0.0007473+0.00010165i,8.2498e-05+9.0798e-05i,0.00091624-0.00015033i,0.00028638+0.00018898i,0.00046765+0.00041029i,0.00084201-0.00010926i,0.00033085-0.00021867i,0.00024511-0.0004071i,0.00061834-0.00093017i,0.00065757-0.00042542i
0.0017914+4.7315e-05i,0.00091495-0.00028167i,0.00079921-0.00098244i,0.0010064-0.0011289i,0.0012356-0.0018868i,0.00071395-0.0025279i,-0.00054136-0.0019246i,-0.0010603-0.0008685i,-0.00041197+7.3151e-05i,0.00011938+0.00010601i,-0.00024264-0.001027i,-0.00035047-0.0017751i,4.0669e-06-0.00039337i,0.00035013+0.00089422i,0.00061518+0.00071108i,0.00070336+0.00021072i,4.5548e-05+0.00080963i,-0.00047454+0.00072742i,-0.0004534+5.7722e-05i,-0.0002641-0.00056231i,9.6614e-05-0.00052943i,0.0003458+0.00022253i,0.00015093+0.00057281i
-0.0013693+0.0014954i,-0.00026399+0.00039625i,0.00092653-0.00061166i,0.0010242-0.00026811i,0.0004082+0.00029637i,7.6621e-05-0.00040153i,-0.00033639-8.0606e-05i,-0.00050292-4.7214e-05i,0.00014382-0.000504i,0.00061763-0.00086321i,0.00076797-0.00041801i,0.0012626+6.4071e-05i,0.0017108-2.2449e-05i,0.0010382+0.00030762i,0.00055298+0.00011456i,0.00076508-0.00049225i,0.00070853+6.5045e-06i,0.00013389+0.00033616i,2.552e-05-0.0003769i,-5.8089e-05-0.00073222i,6.1002e-05-0.00061933i,-0.00016983-0.0004044i,-0.00057284+2.3848e-05i
0.0010575+0.0023515i,0.00064597+0.0015326i,0.0010068+0.00049402i,0.0011275-0.00090636i,0.00069333-0.0011285i,0.0010582-3.7209e-05i,0.00077655+0.00071445i,0.00029605+0.00075603i,0.00049935+0.00021157i,0.00099334-0.0011208i,0.0013932-0.0011786i,0.0010109-0.0008806i,0.00044064-0.0011805i,6.1691e-05-0.00012193i,-0.00062567+0.00057978i,-0.00073535+0.00031246i,-7.7527e-05+2.5205e-06i,-0.00026902-0.00043858i,8.2925e-05-0.00039161i,0.00017475+0.00018216i,-0.00052589-0.00016245i,-0.00037293-0.00035076i,5.1055e-05+0.00028046i
-0.00039613-0.00055656i,-0.00066899+8.7154e-05i,0.0002488-0.00013948i,0.00032413-0.00082951i,-1.2684e-05-0.00075651i,0.00013933-0.0007706i,-6.9977e-05-0.00083835i,-0.00013178-0.00019144i,0.00011748+0.00038838i,9.1664e-05+0.0010357i,-0.00017187+0.0010809i,-0.00012044+0.00063032i,0.00046354+0.0011543i,-5.7735e-05+0.0011912i,-0.0004566+0.00083128i,3.567e-05+0.00085098i,-5.3708e-05+0.00020857i,-0.00035602+0.00010307i,-0.0006607-8.0526e-06i,-0.00018448-0.00012949i,-0.0001774+0.00054992i,-9.9901e-05-0.00044925i,0.00042285-0.0012745i
-0.0014759+0.0012267i,-0.0014591+0.00052533i,-0.00032918-5.3336e-05i,3.7267e-05-0.00084315i,-0.00064438-0.0014354i,-0.0011548-0.0012632i,-0.0010143-0.00050187i,0.00016747+0.00013696i,0.00062849+0.00046718i,0.00069602+0.00013067i,0.0010483-0.00013053i,0.00080973-0.00048466i,1.782e-05-0.00064443i,-4.4185e-05-0.00063008i,0.00028878-0.00061356i,0.00018245-0.00024688i,0.00011154-0.00027907i,-0.00021451-0.00019051i,-0.00022297-0.00068287i,0.00017633-0.00012161i,-0.00038033+0.00073397i,-0.00092256-0.00012872i,-0.00052496-0.00040905i
0.00022323-0.00095404i,-0.00063621-0.001668i,0.00017228-0.0025811i,1.197e-05-0.0020262i,-0.00016814-0.0015522i,-0.00032382-0.0011934i,-0.00074352-0.00076687i,-0.0001486-0.00042148i,0.00035846-0.00066699i,0.00010122-0.0016293i,-1.1122e-05-0.0011478i,9.7613e-05-5.7774e-05i,-9.0646e-05-0.00065884i,-0.00038009-0.0011519i,-0.00061464-0.00073644i,-0.00021269-0.00015477i,0.00022927+3.0933e-05i,0.00084518+7.3e-05i,0.00088392+0.00083259i,0.00013673+0.0010341i,-0.00023839+0.00031334i,-0.00062956-0.0001925i,-0.00037418-0.00050434i
0.00028973-0.0014346i,-0.00018703-0.00094622i,-0.00014384-0.0017499i,0.00061972-0.0018853i,0.00031448-0.0010172i,0.00014753-0.00078428i,5.7594e-05-0.00091439i,0.00043867-0.0003813i,0.00068244-0.00012696i,0.00050271-0.00030092i,0.00077485-0.00027677i,0.0002816-0.00035443i,-0.00031682-0.00073628i,7.627e-05-0.00016666i,0.00028667+0.00062705i,0.00025163+0.00046904i,-0.00015571+6.3835e-05i,-0.00024177+0.00025467i,0.00028232+0.00019562i,0.00028215+0.00012749i,-0.00048096-1.3683e-05i,-0.00047728-0.00079358i,-0.00084731-0.0012199i
0.00065431+0.00065081i,0.0010234+0.00078034i,0.0015927+0.00075915i,0.002005-3.712e-05i,0.0016976-0.0013106i,0.00056855-0.001786i,-0.00029671-0.0012028i,-0.00010759-0.00067474i,0.00036432-0.00059729i,0.0003973-0.00062006i,-9.3892e-05-0.00056416i,0.000447-7.0287e-05i,0.00041258+0.00036142i,-0.00071365-0.00011372i,-0.0006077-8.0068e-05i,-0.00054498+0.00020115i,-0.00055162+0.00021183i,0.00028189+0.00022012i,0.0004455+0.00023936i,-0.00047028+0.0006242i,-0.0012409+0.00032478i,-0.00098333-0.0005051i,-0.00054912-0.00060947i
0.0015172-0.00031034i,0.00082381-0.00041327i,0.00072846-0.0013846i,0.00032682-0.0019614i,-0.00044567-0.0021025i,-0.0012552-0.001971i,-0.0014434-0.0019067i,-8.4424e-05-0.0013952i,0.001497-0.00056043i,0.0017901-0.00019739i,0.00099106+0.00025583i,-0.00019371+0.00083586i,-0.00044833+0.00030928i,-0.00017421-0.0003461i,-0.00025269-2.8681e-08i,0.00010286+6.459e-05i,-0.00014917-0.00045916i,-0.00064905-0.00060686i,-0.0006689-0.00018451i,-0.00020831-0.0001447i,0.00033796-0.00013602i,2.9703e-05+0.0001873i,-0.00024995+0.0005642i
-0.00077208-0.00089164i,0.00050598-0.00065304i,0.00098643-7.8042e-05i,0.00031048+0.00016789i,-0.00020371-1.7159e-05i,-0.00015274-0.00024394i,-0.00030294-0.00011522i,-0.00034848+4.8494e-05i,0.00013296-7.4636e-06i,-0.00014611+0.00023155i,-9.1144e-06+0.00011947i,0.00071397+2.0382e-05i,0.00070521-0.0001821i,-0.00023691-0.00069782i,0.00013782-0.00017565i,0.00020385+0.00018182i,-0.00074395-0.00012207i,-0.00070661+5.0693e-05i,-0.00024762-0.00053449i,0.00014387-0.0010843i,0.0004947-0.0011684i,0.0005507-0.00059733i,-6.8795e-05+0.00011515i
0.0011094-0.00030864i,0.00024732+0.00033841i,0.00027358-0.00011526i,0.0011263-0.0019904i,0.0013256-0.0030987i,-5.5879e-05-0.0015892i,-0.0014987-0.00066316i,-0.00071405-0.00097911i,0.00040438-0.0011848i,0.00077355-0.0012757i,0.00070212-0.0010521i,0.00019591-0.00053717i,-0.00023236+5.5058e-05i,-0.00065405-0.00013301i,-0.00092643-0.00029012i,-0.00094011+5.2645e-05i,-0.0010155+4.3858e-05i,-0.00067791-8.974e-05i,0.00012526+0.00037612i,0.0004543+0.00054683i,0.00078756+0.00029209i,0.00061809+0.00052806i,-0.00035636+0.00052296i
-0.00031514-0.0011683i,0.00032911-0.00077802i,0.00083185-0.00077734i,0.00077076-0.00063173i,0.00022483-0.0002102i,1.3604e-05+6.7319e-05i,0.0001143-5.6349e-06i,0.00027384-0.00048618i,0.00011668-0.00022057i,-0.00054347+0.00030476i,-0.00054938+8.1334e-05i,0.00017439-0.00015139i,0.00034202-0.00024438i,-0.00022449-0.00026915i,-0.00036035+0.00033707i,0.00013187+0.00077303i,0.00025132-0.00012014i,0.00020735-0.00071363i,0.00010403-0.0001483i,0.00048023+0.00040511i,0.00020342+0.00025326i,-2.0797e-05+0.00038041i,0.0006005+0.00055288i
0.00090292-0.0013907i,0.00039651-0.00086044i,0.00012935-0.0002999i,-7.3359e-06-0.00028827i,0.0001356-0.00070906i,0.00062684-0.00090601i,0.00030784-0.00096865i,-5.3794e-05-0.00061155i,0.00054382-0.00047395i,0.00086338-0.001313i,0.00080176-0.0010015i,0.000675+8.1961e-05i,-0.00020586+0.00055412i,-0.0004311+0.00024074i,-9.2561e-05+0.00011371i,0.00027151+0.00051806i,0.00047979+0.00046608i,0.00026432+0.00061259i,-0.00076297+0.00097148i,-0.00097227+0.00097229i,-0.00061485+0.00048936i,-0.00061759-0.0001353i,-0.00018248-0.00012094i
0.00074358+0.00046286i,0.0010054-0.0004524i,0.0015695-0.00098856i,0.0016775-0.00079132i,0.0010999-0.0013397i,0.00024419-0.0018477i,-0.00034757-0.0010563i,-0.00016165-0.00019904i,-0.00019515-0.00052368i,-0.00033332-0.0011009i,-0.000129-0.00049625i,-0.00037379-0.00015848i,-0.00014359-0.0008765i,0.0001068-0.0011367i,0.0001501-0.00043372i,0.00033575+0.00028359i,0.00050472+0.00018725i,0.00011526+2.2675e-05i,0.00021573+4.9261e-06i,0.0001218-0.00023209i,-0.00013266-0.00036812i,0.00068022+0.0003157i,0.00033199+0.0011953i
-0.00029617+0.0015091i,0.0003202+0.0017223i,0.0013399+0.0014971i,0.0017635-0.00044927i,0.0011284-0.0020046i,0.0001765-0.0018084i,-0.00015408-0.00099415i,0.00035439-0.00021047i,0.00038837-7.9071e-05i,0.00069083-0.00035629i,0.00097101-0.00013753i,0.00018562-6.5644e-06i,6.7557e-05+0.00051762i,4.7661e-05+0.00035375i,-2.9857e-05-1.7644e-05i,0.00062741-7.9664e-06i,0.00054205-1.2594e-05i,0.00025654-0.00032666i,0.00039986-0.0013995i,0.0006238-0.0017026i,-0.00010962-0.00036821i,-0.00082411+0.00065232i,-0.00034103+0.00056216i
7.8799e-05+0.00018976i,-0.00035276-0.0001891i,0.00066866-0.00094761i,0.0015664-0.0016031i,0.0010832-0.0014896i,0.00031797-0.00097161i,-0.00011958-0.0014038i,4.8096e-05-0.0013438i,0.0007509-0.0001272i,0.00049185+4.0307e-05i,-0.00030476-0.00069511i,-0.00036257-0.0011527i,-0.00013487-0.00055458i,3.3094e-05-0.00012083i,-3.1297e-05-1.2071e-05i,-0.00070474-0.00025147i,-0.00078997-0.00026048i,-0.00042988-0.00025086i,0.000198-0.00036119i,0.00026955-0.0003717i,-0.00038545+0.00025621i,-0.00076839+0.00066666i,-0.00050972+0.00043648i
-0.00095597+0.00060387i,-0.0010278+0.0010416i,-0.00037778+0.0011207i,0.00013402+0.00017217i,-0.00044596-0.00031087i,0.00017285-0.00061956i,5.1188e-05+2.6516e-05i,-0.00098157+0.00051015i,-0.00071638-0.00015509i,-0.00046398-1.5919e-05i,-0.00079456+7.9619e-05i,-0.00076226+0.00022805i,1.8843e-05-0.00014731i,0.00034066-0.00059237i,0.00035878-0.00041448i,0.0011213-8.0419e-05i,0.00071606-0.00015543i,0.00078967-0.00015995i,0.00071942+0.00036204i,-0.00028057+0.00028635i,-0.00029467+0.00028554i,-7.0358e-05+0.00020192i,-0.00060633+7.8698e-05i
-0.00013172-0.0015105i,0.00032776-0.0029346i,0.0011482-0.0023984i,0.00099751-0.0012189i,0.0011764-0.0007605i,0.00061374-0.0010122i,-0.00011147-0.0012163i,-0.00059685-0.00057303i,-0.00066326-0.00013479i,-0.00030101-0.00040992i,0.00010742-0.00014134i,0.00013916+0.00050705i,-0.00065281+4.857e-05i,-0.00046191-0.00056226i,-0.00017126-0.00019462i,-6.7359e-06+3.9256e-06i,0.00061338-4.3544e-05i,0.00025103-0.00055439i,-9.4802e-05-0.00084796i,-0.00023415-0.00033639i,-0.0005715-0.00018224i,-0.00066867-0.00018664i,-0.00032159+0.00036328i
-0.00050927-1.6873e-05i,-0.00021127+0.0014682i,-0.00033887+0.00223i,-0.00060338+0.0017134i,-0.00010788+0.00053538i,0.00041866-0.00019051i,-0.00010513+0.00047991i,-0.00010684+0.00084037i,4.0522e-05+0.0007441i,-5.9881e-05+0.00069022i,-0.00016423-0.00035202i,-5.3548e-05-0.0016252i,-5.8772e-05-0.0011221i,5.507e-05-6.7898e-05i,0.00054932+0.00030516i,0.00076561-9.5959e-05i,0.0010865-0.00024078i,0.00060085+0.0006175i,0.00029141+0.00066243i,0.001175-0.00020903i,0.0014674-0.00064455i,0.00083752-0.00013322i,0.00017321+0.00042659i
0.001237+0.00077202i,0.00047904-1.8153e-05i,7.7881e-05-0.00049197i,0.0011047-0.00045862i,0.0019926-0.0013661i,0.00098839-0.0015958i,0.00062617-0.00060642i,0.00060019+0.00016255i,0.000254+0.00032813i,0.00019847+0.00011588i,-0.00023864-0.00028185i,-0.0003811-0.00015237i,-7.0766e-05+0.00025962i,-0.00024361+0.00052696i,-0.0011475+0.00082202i,-0.00095412+0.00056769i,-0.00025909-7.6855e-05i,-6.5462e-05-0.00022626i,0.00011577-0.00022452i,-7.0988e-05-0.00058732i,-0.00075395-0.001055i,-0.0012376-0.00049802i,-0.00059525+0.00069415i
-0.0018491+0.0011762i,-0.0018475+0.00083441i,-0.0020313+0.00054031i,-0.0016397+0.00041494i,-0.0001212-0.00069438i,0.0012303-0.0019697i,0.00087175-0.0014734i,-4.0802e-05-0.00043729i,-0.00017346-0.00022343i,9.6058e-05-0.00062978i,7.9635e-05+0.0001936i,-0.00011275+0.00031969i,0.00059516-0.00049941i,0.00059901-0.00046958i,2.9161e-05-0.00071847i,0.00039881-0.00056591i,0.00010027+2.5497e-05i,-0.00057392+0.00017435i,-0.00045018-2.4988e-05i,-0.00027951+1.2649e-05i,0.00056191+0.00010689i,0.00069887+0.00024583i,6.9719e-05+0.00055343i
0.0015262-0.00030669i,0.0013321-0.00041633i,0.0009036-0.00074915i,0.0013972-0.00095832i,0.0012398-0.00063528i,-6.5733e-06-0.00038671i,-0.00033425-1.533e-05i,-0.00087568+0.00033632i,-0.0010769+8.0818e-05i,0.00020337-0.00011072i,0.00061158-0.00020757i,0.00028645+0.00018341i,0.00013378+0.00027779i,0.00015642-0.00037511i,0.00089019-0.00017746i,0.0014833+0.00036112i,0.0011425+0.00026802i,0.0010496+0.00019021i,0.0011947-0.00023228i,0.00063774-0.0007879i,-0.00015095-0.00087806i,-0.00070788-0.00090663i,-0.00069495-0.00075611i
-0.0014238-0.0012081i,-0.00065641-0.0011031i,-0.00047768+4.1618e-05i,0.00022059+0.00089791i,0.0014373+0.0003237i,0.00075557-0.00078437i,6.7711e-05-0.00098554i,0.00016173-0.0010258i,0.00023719-0.00086849i,0.00049848-0.00038748i,-0.00011416-0.00015126i,-0.00040235+0.0001624i,0.00038982+0.00042948i,0.00026761+0.00082641i,-0.00063031+0.0010623i,-0.0004605+0.00070584i,-0.00026792+0.00020548i,-0.00025592-9.9396e-05i,0.00029097+0.00052424i,-4.0484e-05+0.0010729i,-0.00097967+0.00033589i,-0.0001445+9.0423e-05i,0.0011145+0.00041143i
-0.0020295+0.00044384i,-0.0015371+0.00045899i,-0.0012735-0.0005888i,-0.00049718-0.0014218i,0.00076929-0.0015543i,0.00074142-0.00084417i,0.00028716+0.00026637i,-0.00011684+0.00064599i,-0.00016581+0.00040955i,-0.00014432-0.00022903i,-0.00053656-0.00026407i,-0.00055019-0.00014936i,-1.138e-05-0.00015596i,0.00059925-5.8446e-05i,0.00080885+0.00011459i,0.001004-4.2128e-05i,0.00099912-0.00022053i,0.00027061-0.00016425i,-5.8652e-05-0.00023315i,0.00026373-0.0006096i,-0.00035044-0.0011949i,-0.00065282-0.00076773i,-3.8813e-05-0.00029419i
0.0010886+0.00088943i,0.00018288+0.00062736i,0.00029832-0.00062003i,0.00035045-0.0012715i,0.00044621-0.00092445i,0.00019202-0.00058719i,-0.00038999-0.00015297i,-5.5888e-05+7.0921e-06i,0.00073357-0.00020927i,7.337e-05-0.001029i,-0.0013701-0.0018044i,-0.0012887-0.00067379i,-0.00053034+0.00070698i,-0.00035036+0.0012058i,-0.00028077+0.0007157i,-5.9395e-05-3.4036e-06i,-0.00029788+0.0002879i,-0.00034439+0.00037395i,-9.5379e-05-0.0001962i,0.00049974-0.00014984i,0.00060584-0.00029858i,0.0004858-0.00052347i,0.00070255-0.00069843i
-0.00050714+0.00094659i,0.00059586+0.00075104i,0.0019641-0.00043545i,0.0024334-0.0016352i,0.0021423-0.0014414i,0.00050183-0.00097695i,-0.00039815-0.0015505i,-0.00023865-0.0015912i,-0.00014002-0.0011733i,5.7426e-05+1.0396e-06i,0.00031184+5.0849e-05i,0.00042569-0.0010183i,-8.6975e-05-0.0013873i,-0.00054526-0.00091353i,-0.00083727-0.00053202i,-0.00066181-0.00010068i,-0.00025214+7.7258e-05i,-0.00028834-0.0002074i,-0.00026014-0.00064602i,-3.4442e-05-0.00067659i,0.00028885-0.0003226i,-7.2202e-06-3.2795e-06i,-0.0001624-9.9241e-05i
9.0694e-05+0.00068023i,0.00071588+0.00091997i,0.0015838+0.00093888i,0.0020861+0.00062341i,0.0013226+5.7932e-05i,0.00027921-0.00079995i,-0.00020865-0.00074622i,0.00020191+0.00011213i,0.00066143+0.00078793i,0.00098306+0.00054144i,0.00084548+2.6989e-05i,0.00027557-0.00031677i,0.00047702-0.0004614i,0.00069336+0.00045569i,0.00060022+0.00075901i,0.00073213-5.2721e-05i,0.00032521-0.00037724i,0.00020945-0.00026725i,0.00041765+0.00015568i,1.8682e-05+0.00035173i,5.3137e-05+0.00026346i,-0.00026283+8.9607e-06i,-0.0004141-3.8961e-05i
0.001707+0.0017806i,0.0021198+0.00039727i,0.0015097-0.00043131i,0.00073362-0.00080954i,0.00033413-0.0010406i,-0.00056933-0.0013146i,-0.0014411-0.0013262i,-0.00075877-0.00036876i,0.00018101-0.00029798i,0.00064499-0.0019519i,0.00065775-0.00097627i,0.00036395+0.00057364i,0.00049604+9.5475e-05i,0.0009429-0.00025681i,0.00021854-0.00099458i,-0.00044332-0.00060517i,-0.00027302+0.00076172i,-0.0001875+0.00081225i,-0.00023645+0.0006104i,-0.00044574+0.00010712i,-0.00047366+7.8015e-05i,0.00014783+0.00039577i,0.0010597+0.00023261i
-0.001459+0.0011328i,-0.00058461+0.0013754i,-6.6548e-05+0.00096575i,-7.6211e-05+0.00039377i,-1.0352e-05-0.00023518i,-9.7585e-05-0.0002185i,0.00073705-0.00016477i,0.0010435+7.1425e-05i,0.00073003+9.5264e-05i,0.00029243-1.1474e-05i,-0.00045737-8.6655e-05i,-0.00024222+8.5026e-05i,-0.00044882+0.00010719i,-0.0012073-0.00034056i,-0.00096703+0.00037402i,-0.00040454+0.00069582i,-0.00020374+0.00030366i,-7.0482e-05-0.0002525i,-4.0665e-05-0.00084181i,9.1384e-05-0.00064308i,-0.00010912-0.00028526i,9.8044e-05+0.00010825i,0.0005503+0.00017585i
