0.0023603+0.00020516i,0.0024871-0.0015475i,0.0016996-0.001781i,4.9086e-06-0.00092663i,-0.001197+0.00051876i,-0.0009441+0.0023581i,-0.00060862+0.0029217i,-0.00079698+0.0018891i,-2.9442e-05+0.0015069i,0.0012088+0.0010789i,0.00054595+0.00029708i,-0.00013136+7.7856e-05i,-0.00013438+0.00018836i,-0.00028682+0.0013167i,-6.6226e-06+0.0015417i,0.00034269+0.00046419i,0.00028055-0.00018658i,0.00063066-1.8989e-05i,0.00097349-5.3748e-05i,0.00074966+0.0001384i,0.00044123+0.00014507i,0.00013672+2.7659e-05i,3.8297e-05-6.3083e-05i
0.0010157+3.7091e-05i,0.0020851+0.00023502i,0.0033526+0.0011192i,0.0040537+0.0015064i,0.0032778+0.0014154i,0.0014606+9.7014e-05i,-7.6596e-05-0.00056069i,-0.00043977+6.3984e-05i,0.00044005+0.00080681i,0.00099762+0.0010138i,0.0015715+0.00042645i,0.001416-0.00026781i,0.00088847-0.00060666i,0.00073284-0.00090636i,0.00083042-0.00057072i,0.00090431-0.0004534i,8.897e-05-0.00047504i,-0.00032579-0.00050711i,-0.00033308-0.00082822i,-0.00033876-0.00056096i,-0.00037916+0.00063186i,-0.00055901+0.0010448i,-0.00038687+0.00035374i
0.0023725-0.00050025i,0.0014722-0.001577i,0.00020963-0.0031724i,-0.0010555-0.0039879i,-0.0012322-0.0029842i,-0.00071115-0.0013572i,-0.00029153-0.0008257i,0.00051001-0.0007701i,0.0007622-0.00010008i,0.00022233+0.00075752i,-0.00016241+0.0008869i,0.00024103+0.00047196i,0.00018219+0.00052628i,-0.00036784+0.00049497i,0.00025175+0.00054829i,0.00024296+0.00043886i,-3.0972e-05-0.00013627i,0.00012304-9.9635e-05i,0.00027697+0.00022545i,6.1072e-05+0.00020183i,-0.00044625+9.7078e-05i,-5.0739e-05-5.0019e-05i,0.00060068+0.00021594i
-3.9919e-05+0.001779i,0.0010724+0.0024796i,0.001456+0.0021186i,0.00057626+0.0011747i,0.00030553+0.0010548i,0.0013265+0.00078944i,0.00064167+0.00036016i,-0.0012224+0.0001935i,-0.001351+0.00017571i,-0.0008182+4.5517e-05i,-0.0011047-0.00069793i,-0.00098067-0.0010464i,-0.0014263-0.00047348i,-0.0017718+0.00010408i,-0.0012497+0.00020943i,-0.00058194-0.00054801i,0.00023587-0.00036825i,-8.856e-06+0.00063643i,-0.0003848+0.00019131i,0.00014525+0.00012498i,0.00069387+9.3217e-06i,0.00083703-0.00040364i,0.00050591+0.00024036i
-0.00042603+0.00063453i,-0.00051932+0.0007854i,0.00068074+0.00052483i,0.0012668-0.00041401i,0.00083933-0.00085005i,-0.00016182-0.00077382i,-0.00046386+9.819e-05i,0.00014629+0.0010359i,2.0653e-05+0.0016758i,-0.00016097+0.00085167i,0.0004991-0.0006428i,0.00099202-0.0012081i,0.00046358-0.00071335i,-0.00028342-0.00073083i,-0.00077823-0.0007562i,-0.00013497+0.00031044i,6.1613e-05+0.0013785i,-0.0011088+0.0006223i,-0.0012689-0.00059296i,-0.00057364-0.00055648i,-8.2588e-06-0.0004817i,0.00091669-0.00029525i,0.0011085+0.00050398i
0.0011382-0.00071803i,0.00036109-0.0006009i,-0.0012684-0.00089435i,-0.0027639-0.0009846i,-0.0026108-0.00062546i,-0.0012115-0.00029407i,0.00047315+0.00021761i,0.001382-0.00017159i,0.0012411-0.0010159i,0.0002257-0.0006775i,-0.00074733-0.0011699i,-0.00039324-0.00063527i,0.00044082+0.0010833i,0.00039894+0.0013077i,-5.6546e-05+0.0014226i,-0.00014212+0.0015396i,0.00021753+0.00059782i,0.00016228+0.00045935i,-0.00072452+0.0014985i,0.00019303+0.0014376i,0.00085568+0.00078548i,0.00037504+0.00026463i,-0.00024357+0.00010748i
0.0006538+0.00065411i,0.0014486+7.2226e-05i,0.0013619-0.00076315i,0.0019152-0.00089435i,0.0032628-0.00017534i,0.002768+0.00053908i,0.0011835+0.00097924i,-0.00039965+0.0014157i,-0.0002598+0.0011873i,4.8116e-06+0.00098197i,-1.4443e-06+0.00090756i,0.00070418+0.00060721i,0.0002453+0.00062496i,4.2135e-05+0.00019477i,0.00036438-0.00046564i,1.8939e-05-7.7492e-05i,0.00014176+0.00050536i,-0.00036446+0.00074151i,-0.00037021+0.00016021i,0.00042696-0.0002811i,0.00023909-0.00022049i,-0.00033818+0.00011062i,-0.00059735-8.9306e-05i
0.00092428+0.00064511i,0.00018153+0.00038148i,-0.00011625-0.00085394i,-0.00047961-0.0025438i,-0.0011976-0.0033037i,-0.001231-0.0025316i,0.00033162-0.0013498i,0.0011435-0.0008532i,0.00097752-0.00044871i,4.6844e-05+0.00041957i,-0.00071437+0.0009275i,-0.0006127+6.9303e-05i,-0.00027471-0.00049965i,-0.00044996-6.3368e-05i,-0.00042225-7.5047e-05i,-0.00042006+7.6592e-05i,-0.00058933+0.00019608i,-0.00095337+0.00026876i,-0.00061638+1.6854e-05i,0.00033504-5.9006e-05i,0.00072897+9.9775e-05i,0.00072066+2.263e-05i,4.0782e-05+0.00025233i
-0.0015232+0.00067i,-0.0014348-0.00054617i,-0.00065415+0.0011502i,-0.00023623+0.0019963i,-0.00021291+0.0010627i,-0.00013709+0.00038617i,0.00017335+3.5588e-06i,0.00010506+0.00047739i,-0.00030003+0.00086418i,-0.00019941-3.71e-05i,0.00059257-0.0004028i,0.00088524-0.00073518i,-4.4729e-05-0.00093967i,-0.00040234-0.00033981i,0.00029909-0.00011872i,-0.00016485-0.00053122i,-0.00095775-0.00012612i,-0.00074801+0.00066482i,0.00034982+0.00035226i,0.00091951+0.0005112i,0.00078541+0.0010346i,0.00093691+0.0013557i,0.00070595+0.00087776i
-9.3593e-06-0.0010256i,0.0017305-0.0025054i,0.0021296-0.0024657i,0.0022438-0.0022165i,0.0023826-0.0026442i,0.0019218-0.002479i,0.0013125-0.00069114i,0.00074926+0.0013395i,-0.00013126+0.0018241i,-0.00031579+0.0012922i,-0.00019457+3.0017e-05i,0.00018107-0.0009636i,0.00037159-0.0010464i,0.0001711-0.00072982i,0.00031435-0.00051363i,-0.00010954-0.00035957i,-0.00070951+0.00019065i,-0.00059994+0.00036669i,-0.00045387-4.401e-05i,-0.00040881+7.0929e-05i,-2.1918e-05+0.00060217i,0.00081222+0.00020273i,0.0011954-0.00024976i
-0.0011776-0.00049816i,-0.00065512+0.00075064i,-0.0013334+0.0016322i,-0.0018187+0.0022863i,-0.0016186+0.0026255i,-0.0012179+0.0009912i,-0.00087168-0.0011752i,-0.00086562-0.0010689i,-0.00046426-5.6567e-05i,0.00026972-0.00029842i,0.00086299-0.0002732i,0.00046077+0.0003019i,-0.00011735+0.00039678i,3.4296e-05-0.00031241i,-0.00012932-0.00048306i,-0.00045859-0.00077595i,-0.00034666-0.00088587i,-0.00028558+0.00013702i,5.1253e-05+0.00056453i,7.1244e-05-0.00036835i,0.00011521-0.0005986i,5.2903e-05+0.00032169i,-1.0204e-05+0.00071181i
-0.00039239-0.00076921i,-7.0769e-05+0.0004457i,0.0011631+0.00059476i,0.0016873-9.8256e-05i,0.0015969-0.00034295i,0.0013054+0.00019904i,0.00055472+0.00084584i,0.00016736+0.00088367i,0.00057807+0.00056349i,0.0004268+0.0005003i,-0.00026109+0.00081528i,-0.00013744+0.0007737i,-0.00013022+0.00058904i,-0.00023495+0.00085465i,0.0001511+0.00072238i,0.00029476+0.00018269i,-0.00013301+0.00036151i,-0.00038383+0.00025604i,0.00029539-0.00043957i,0.00035161-0.00039636i,-0.000247+0.00027644i,-0.0005802+0.00079989i,-0.00048197+0.00085801i
-0.001903-0.0014574i,-0.0044867-0.0012008i,-0.00678-0.0010486i,-0.0062567-0.0011804i,-0.0034827-0.00067553i,-0.00058101-0.00031854i,0.001631-0.00028766i,0.0020208-0.00013592i,0.0011614+0.00051058i,0.00062597+0.00048961i,0.00073909+4.2845e-05i,0.00057695-0.00012767i,0.0011725-0.00048975i,0.0020319-0.00054851i,0.0017737-0.00011631i,0.0011501+0.00029665i,0.0003344+0.00061679i,-6.9484e-05+0.00061058i,8.4158e-05+0.00028429i,-5.6837e-05+0.00048089i,-0.00036631+0.00015662i,-0.00055734+1.7084e-05i,0.00027218+0.00016419i
0.001182-0.00048764i,0.0010509-0.0021034i,0.0015258-0.0026511i,0.0011427-0.0011649i,5.9649e-05+6.8408e-05i,-8.0227e-05+0.00010656i,0.00034688-0.00013828i,9.9398e-05+0.00027418i,0.00034703+0.0010312i,0.00115+0.00053573i,0.0012496+5.6509e-05i,0.00068429+0.00020923i,-0.00013971+0.00032856i,-0.00085147+0.0010065i,-0.00079969+0.001499i,-0.00036341+0.00098604i,-3.9842e-05+0.00060984i,-0.00055435+0.00037897i,-0.00030799-0.00045251i,9.438e-05+7.5024e-05i,-0.00013048+0.00081945i,-0.00029691+0.00070798i,-0.00057883-3.9804e-06i
0.00062405+0.00065527i,0.0019717-0.0013i,0.0029522-0.0027383i,0.0020506-0.0032443i,0.00095149-0.003188i,0.00033672-0.0021774i,0.00033345-0.00047521i,0.00074761+0.00016724i,0.00029727+0.00050347i,0.0001115+0.000618i,0.00088883+0.00042013i,0.00033583+0.00012481i,-0.00016265+0.0001499i,0.00034934-0.00026697i,-0.00021075-0.00080243i,-0.00056657-0.00054351i,-0.00037011-7.0432e-05i,-0.00038327+4.211e-05i,-0.00054646-0.00036143i,-0.00035473-0.00019252i,-8.2847e-05+0.00021988i,-0.0001377+0.00025972i,-0.00045273+4.4039e-05i
0.002455+0.00073652i,0.001965+0.0021027i,0.0015547+0.0021242i,-9.7402e-05+0.0013268i,-0.0015759+0.00053169i,-0.00087395-0.00032855i,0.0003141-0.00079422i,0.0002639-0.00078149i,0.00011138+0.00015354i,-9.7837e-05+0.00067431i,-0.00020175+0.00054777i,0.00051382+0.00054583i,0.00080704-0.00017367i,-5.7154e-05-0.00041895i,-0.00032535+0.0001596i,-0.00022077+5.2925e-05i,-0.00073791-6.5805e-06i,-0.00023365+0.00052306i,0.00035062+0.00041162i,0.00085661+0.00021541i,0.0011175+0.00087827i,1.5615e-05+0.0006185i,-0.00070226+0.00028534i
-0.001484+0.00063004i,-0.00094346+0.000452i,0.00055658-0.00068024i,0.00092724-0.0012049i,0.00079469-0.00076695i,0.0012625+0.00025223i,0.00085759+0.00017562i,0.00022846+8.5635e-05i,-0.00075756+0.00032441i,-0.0014119+0.00072951i,-0.00053176+0.00048747i,0.0006401+4.216e-05i,0.00096098+4.1899e-05i,0.0010731+0.0003864i,0.00070813+0.0010543i,0.00034908+0.00079774i,0.00060594+0.00032761i,0.00047102+0.00043989i,2.0936e-05+0.00046566i,-9.1959e-05+8.6098e-05i,-0.00055467-0.00011811i,-0.00079389+0.00017049i,-0.00040345-0.00035094i
8.5981e-05+0.0012836i,0.00042344+0.0014869i,0.00077841+0.0013396i,-0.00072345-0.00035977i,-0.0015173-0.0021237i,-0.00043444-0.0013253i,2.078e-05+0.00048162i,-6.1262e-05+0.0012607i,-0.00023137+0.0010801i,0.0006495-3.6848e-05i,0.0011061-0.00025154i,-0.00052647+0.00058119i,-0.00088733+0.00024601i,-6.1865e-05-0.00035547i,-0.00020256-0.00011572i,-0.00034866+0.00057739i,-0.00057441+0.00030509i,-0.0003284-0.00013389i,0.00026403+0.00043273i,0.00039269+0.00070949i,-1.9117e-06-5.7673e-06i,0.00087327-0.00061226i,0.0012143-0.00055015i
-0.00033659-0.0016736i,-0.00068664-0.00092099i,-0.00046401-0.0010881i,0.00011659-0.00046038i,-0.00025437+0.0010613i,6.1543e-05+0.001511i,0.00024603+0.00057241i,-0.00062018-0.00030051i,-0.00055087-0.0005221i,0.0001075+9.4536e-05i,0.00013649+0.00032274i,-0.00036341-4.905e-05i,-9.0854e-05-0.00025933i,0.00055903-0.00025065i,0.00025185+9.1274e-05i,-1.0184e-05+0.00050181i,-7.8552e-06+0.0001449i,-0.00029535+0.00021077i,-0.00047076+0.00061604i,-0.00017209-3.4974e-05i,0.00022473+8.7949e-05i,0.00051651+0.00068951i,8.4465e-05+0.00077283i
0.0025105+0.0010261i,0.0011066+0.00068551i,9.6596e-05-0.00064247i,-0.00091578-0.0019891i,-0.0013017-0.0016602i,0.00044993-0.0010561i,0.001329-0.00066855i,0.00037991+0.00074582i,-0.00023017+0.00093482i,-0.00087488-6.943e-05i,-0.00083239-0.00076899i,-0.00016855-0.00055712i,-0.00013797-0.00038537i,-0.00041137-0.00020208i,-0.0010056+0.00013473i,-0.0011762-0.00027521i,-0.00092525+8.208e-05i,-0.0010507+0.00027622i,-0.0006667-0.00027747i,0.0006149+0.00040444i,0.00083199+0.00041152i,0.00027956+0.00057342i,0.00027025+0.0014066i
-0.0026867-0.00035868i,-0.0025674-0.00060214i,-0.0019087+0.0011048i,-0.0010107+0.0030051i,0.00024282+0.0028326i,0.00072757+0.00074582i,0.00056569-0.00093576i,0.00048227-0.0010909i,0.00036505-0.0006327i,0.00029679-0.00011223i,0.00022612+5.8897e-05i,0.00045787-0.00057392i,0.00035966-0.0008784i,0.00058907-0.0004542i,0.00042222-6.2493e-05i,-0.00014681-2.6331e-05i,-0.00011159-6.9849e-05i,-0.000102-3.2242e-05i,-0.00061986-0.00014614i,-0.00026531-0.00014722i,-0.00025934-0.00015163i,-0.00017366+0.00014436i,0.00097441-0.00021862i
0.00077139-0.00064916i,0.00036023-0.0019814i,0.00019885-0.0032097i,0.00082188-0.0029124i,0.001726-0.0015914i,0.001327+4.2594e-06i,0.00028838+0.00072687i,0.0003409+0.00073136i,0.00085993+0.00033259i,0.00067527-0.00012651i,0.00018969+7.0491e-05i,0.00075603-0.00029799i,0.0016523-0.00034728i,0.00098543+6.5126e-05i,-0.0003845+0.00024443i,-0.00012519+0.00055152i,0.00021251+0.00019245i,-0.00050629-0.00058474i,7.5822e-05-0.0011596i,0.000613-0.0011739i,0.00073434-0.00056446i,0.00046412+0.00015397i,-0.00018072-7.7982e-05i
0.00026546-0.0014846i,0.0016472-0.0014995i,0.00014645-0.00095544i,-0.0022039-0.00011075i,-0.0019683-0.00015585i,-0.00044045-0.00039523i,-0.00017534-0.00049293i,-0.00052298+3.7139e-05i,-0.00031316+0.00070726i,0.00039436+0.00038187i,0.00063343+0.0002375i,-0.00019511+0.00068891i,-0.00089471+0.00064644i,-0.00063417-0.0001969i,-0.00026631-0.0008015i,-0.00033328-0.00045426i,-0.00012875+0.00036309i,-0.00030208+0.00028821i,-0.0001764-0.00038824i,0.00010589-0.0002315i,-0.00045698+0.00042787i,-0.0011803+0.00065444i,-0.00012505+0.00065825i
-0.00098892+0.0024963i,6.7176e-05+0.0033775i,0.0020819+0.0028464i,0.0026783+0.0019204i,0.0018923+0.0019865i,0.00096831+0.0020231i,0.00070951+0.0018711i,0.00043323+0.00090873i,-0.00018665+0.00072227i,-0.00035629+0.00034603i,0.00078183-0.00074326i,0.0017066-0.00088691i,0.0014505-0.0014884i,0.00053782-0.0021046i,0.00031664-0.0016481i,0.00010047-0.00058979i,-0.00046086-6.0173e-05i,-0.00070417+4.1029e-05i,-0.00078611-0.00031054i,-0.00027566-0.00052358i,0.00033175-0.00033415i,0.0005615+0.00017581i,0.00013314+0.00035844i
-0.00072206-0.00054488i,-0.0014921+0.00019542i,-0.0013425+0.00058687i,-0.0018393-0.00108i,-0.00093991-0.0021967i,-0.00091798-0.0010491i,-0.0014556-3.5492e-05i,-0.00040003+0.00069191i,0.00051129+0.00044184i,0.00022025-1.3362e-05i,-0.00022962+9.0512e-05i,-0.00061282+0.00018599i,-0.00039343+0.00037842i,-0.00022772+0.00040929i,-0.00030806+0.00055177i,-0.00050387+0.0002241i,-0.00035446+0.00036362i,-0.00022497+0.00014695i,0.00036343-0.00066442i,0.00059133-0.00032305i,1.354e-05-0.00014092i,0.00014925-4.8972e-05i,0.0011134+4.9996e-05i
-0.00056206+0.0015048i,0.00036993+0.00089433i,0.0015512+0.0011964i,0.0018907+0.0015016i,0.0017856+0.0012075i,0.0013234+0.00063651i,0.00027902+0.00042244i,-9.8407e-05+0.00020167i,5.6495e-05+0.00082104i,0.00046351+0.0011987i,0.00068867+0.00074063i,0.00036028+0.00051612i,-0.00027679+0.00017768i,-0.00054942-0.00054555i,-0.00067741-0.0013642i,-0.00084104-0.00093893i,-0.00036686+3.1745e-05i,1.2782e-05+0.00063345i,-0.00028995+0.00084218i,-0.00047049-6.2687e-05i,0.0001591-0.00052747i,0.00024678+0.00064159i,0.00048479+0.00077207i
0.00011492-0.0029876i,-1.646e-06-0.0031206i,-0.0005499-0.0030471i,-5.3548e-05-0.0031057i,0.0011022-0.0020871i,0.00096162-0.00064826i,0.00026193-0.00054113i,0.00035297-4.2796e-05i,0.00031399+0.00083821i,-5.558e-05+0.00069767i,-0.00029869+0.00076746i,-0.00053623+0.00046388i,-0.00067345+0.00017357i,-0.00012132+0.00025122i,0.0003543+0.00065107i,0.00020619+0.00060388i,-0.0001067-6.2944e-05i,0.00031647-0.00013769i,0.0011159-6.3021e-05i,0.0010941-0.00026745i,0.00071064+0.00010998i,0.0006191+0.00020884i,0.00029643+5.3711e-05i
-0.00056399+0.00032044i,-0.00091654+0.0017788i,-0.00014723+0.0023633i,-0.00093342+0.0020685i,-0.0019965+0.0010378i,-0.00067837+0.00099202i,0.00093151+0.0008193i,0.0013-0.00011507i,0.00061669+0.00021407i,-0.00044902-0.00014036i,-0.00060589-0.00092541i,-2.4428e-05-0.00021442i,0.00085522+0.0010637i,0.00055347+0.0012625i,0.00019465+0.0009264i,0.00022036+0.00079157i,-0.00032752+0.00064301i,-0.0006523+0.00029139i,-0.00014187-0.0001847i,-0.00020492-0.00020314i,-0.00050684-0.00055114i,-0.00035013-0.00066902i,0.00035726-0.00044837i
-0.00090537+0.00053878i,-0.00095694-3.4016e-05i,0.00047369+0.00062322i,0.0011027+0.0014533i,0.0012578+0.001074i,0.00066355+0.00067208i,-0.00044116+0.00039428i,-0.00034428+0.0004538i,-0.00016281+0.0010818i,-0.00034615+0.00026882i,6.3136e-06-0.00091317i,-0.00029552-0.00067126i,-0.00062158-0.00037997i,-0.00016548-0.00097219i,0.00077779-0.0016228i,0.00059588-0.00054899i,-0.00044431-0.00023662i,-0.00074861+0.00014592i,-0.00061069+0.00067222i,3.4896e-05+0.00074069i,0.00049982+0.0005959i,0.00025356+0.00059014i,-0.00036787+0.00043836i
9.7291e-05+0.00017608i,0.0003837-0.00044574i,0.0012549-0.00051491i,0.00087272-0.0014186i,-0.00026201-0.0024453i,0.00017533-0.0026997i,0.00037975-0.0016405i,-0.00023422-0.00026834i,-0.00010154+0.00052714i,0.00089202+0.00060354i,0.0010759+0.00078192i,0.00054916+0.001109i,-0.00029628+0.00040178i,-0.0012217-0.00087037i,-0.00095043-0.0010233i,-0.00049274-5.1495e-05i,-0.0002494+2.0345e-05i,-0.00035105-0.00078872i,-0.0006682-0.00017029i,-0.00017517+0.00056435i,0.00060779+0.00013356i,0.00054833-0.00035306i,-6.879e-05-0.0010317i
0.0021306+0.0015807i,0.0039252+0.00076647i,0.0035337+4.9522e-05i,0.0018159-0.00030635i,0.00026366-0.0010314i,-0.00043443-0.0012673i,-0.0003291-0.00067529i,-0.00042186-0.00017663i,-0.00043153+0.000143i,0.00022231-0.00016804i,0.00076473-0.0006795i,0.00063182-0.0012014i,0.00038285-0.001406i,-0.00049311-0.0010938i,-0.00062936-0.00021777i,-0.00027337+0.00073697i,-0.00028214+0.00054156i,-0.00017871+0.00069857i,-0.0005854+0.00081808i,-0.00037664+0.00059621i,0.00031572+2.2955e-05i,0.00051213-0.00097478i,3.7369e-05-0.00073835i
-0.00047951+0.001632i,-0.00086779+0.0019758i,-3.3798e-05+0.0018788i,0.0014239+0.00057106i,0.0014751-0.00012124i,0.00046029-0.00066906i,-0.00048227-0.00093071i,-0.00024302-0.00017986i,0.00024512+6.0421e-05i,0.00062062-0.00022374i,0.0011955-0.00054481i,0.0010444-0.00038586i,0.00061061-0.00067762i,0.00051984-0.00082948i,0.00028128-0.0012678i,0.00046253-0.0012263i,0.00013882-8.1804e-05i,-0.00023881+0.00012881i,-0.0011265-6.7465e-05i,-0.0013926+9.1822e-05i,-0.00050133-0.00017172i,0.00041581-0.00028033i,0.00074967+0.00022077i
2.9205e-06+0.0010471i,-0.00099178+0.00050158i,-0.00048345+0.0010555i,-0.00028528+0.00083141i,-0.00045713-0.00027003i,-0.00019512-0.0011897i,0.00039932-0.00086686i,0.00037522+5.4776e-05i,0.00024702+0.00017012i,0.0011888-0.00021742i,0.0021474+0.00060584i,0.0010302+0.00057377i,1.3851e-05-0.00069327i,0.00023541-0.00093542i,6.1839e-05-0.00086139i,-0.0002595-0.00063071i,2.7346e-05-0.00067136i,0.00053008-0.00060038i,0.00062939-0.00031334i,0.00017097-0.00012711i,0.00075879+0.00010154i,0.0010263+8.657e-05i,0.00036019-0.00045504i
-0.00060605+0.0015268i,-0.00057357+0.0012338i,6.9999e-05+0.00042012i,0.0015025+0.00040539i,0.0033849+0.00086418i,0.0023294-5.2021e-05i,0.00049941-0.00083315i,-0.00013715-0.00043693i,0.00024783+0.00078978i,0.00090629+0.0016827i,0.00061446+0.00082787i,0.00031969-0.00018503i,0.00028297-0.00035918i,-2.872e-05-0.00063147i,0.00028117-0.0006428i,0.00040301-2.8723e-05i,-2.3508e-05+0.00016884i,-8.3288e-07+3.0161e-05i,-0.00040645-0.00035321i,-0.00042623-0.0004699i,0.00028549-0.00081541i,0.00071627-0.00081823i,0.00096304-0.00026872i
0.00027344-0.00093714i,-0.00015911-0.0011224i,7.0207e-05-0.0013398i,1.2724e-05-0.00083477i,0.00050986-0.0010275i,0.0014152-0.0015063i,0.0009129-0.0012258i,7.0181e-05-0.00046398i,0.00032791+0.0005608i,0.00054118+0.0012022i,0.00054516+0.0012728i,0.00028319+0.00062694i,0.00025081+0.00027061i,0.00016946+0.00037819i,-0.00024214+8.873e-05i,-0.0001097-7.1667e-05i,-0.00031169-3.7516e-05i,-0.00085009+0.0001809i,-0.00058167+0.00060789i,-0.00021277+0.00096235i,-0.0006513+0.00050975i,-0.00085909-0.00016132i,0.00011858+0.00036116i
-0.00016482+0.00044094i,0.00086697+0.00048012i,0.0011475+0.00060582i,0.00059931+0.0012634i,-0.0005256+0.001396i,-0.00038874+0.00036188i,-0.00054544-0.00044581i,-0.00027378-0.00052899i,0.00034495+7.1528e-07i,0.00061674+0.00049836i,0.00060056+0.00035762i,0.00031228+0.0001549i,-0.00043934-9.3429e-05i,-0.0013625-0.00031562i,-0.00094817-0.00023477i,-0.0008932+0.00043757i,-0.00091701+0.0012918i,-0.00029136+0.0012703i,0.00019559+3.866e-05i,0.00051954-0.00051576i,0.00049656-0.00046197i,0.00060355-0.00040071i,0.00094123+0.00033292i
0.00078689-0.00075618i,0.0016397-0.0014376i,0.0014143-0.0019323i,-0.00010226-0.0025694i,-0.0010201-0.00141i,-0.00013054+0.00013361i,0.00027097+9.134e-05i,-0.00021899-0.00018149i,-0.00014373+0.00065536i,0.00027962+0.00095407i,0.00050789+0.00052815i,0.00019143+0.00026683i,8.185e-05+0.00036601i,-0.000153+0.00071169i,-0.00050862+0.00051058i,-0.00024171-0.00046673i,0.00047871-0.00073338i,0.00062619+9.5923e-05i,-0.00034196+0.0012744i,-0.00053572+0.00099173i,-0.0001992+0.00016182i,-6.8972e-05+9.8446e-05i,0.00015544-0.00039287i
-0.00072286+0.00056039i,-0.00097061+9.8544e-05i,-0.0011268+0.00032481i,-0.00035189+0.00015455i,-0.00016434-0.0001598i,0.0003326-3.1605e-05i,0.00074429+3.5467e-05i,0.00073088-0.00025167i,0.0012115-0.00012505i,0.0010366+0.00025432i,-0.0002071-0.00010346i,-0.00079577-0.00028648i,-0.00039604+9.5873e-05i,-0.00038176-0.00021497i,-0.00021845-0.00085126i,-8.2031e-05-0.00072346i,-0.00033886-0.0001537i,-0.00056406+0.00034264i,-5.0072e-05-7.3752e-05i,0.00083832-0.00039821i,0.00065643-0.00069269i,1.9672e-05-0.0010543i,1.0546e-05-0.0002656i
-0.0020295-0.0011119i,-0.00055853+0.00033109i,1.9393e-05+0.0025577i,0.0011006+0.0032499i,0.0024798+0.0019904i,0.0021061+0.00052201i,0.00060443-0.00022836i,-0.00045615-0.00056407i,3.4838e-05-3.7531e-07i,0.00045969+0.00069325i,-0.00042657+9.8414e-05i,-0.0016009-0.00079017i,-0.0011023-0.00097852i,0.00036236-0.00061638i,0.0015495-0.00013317i,0.0012768+5.7627e-05i,3.7961e-05-0.00040694i,-0.00033937-0.00077567i,-0.00012277+0.00013544i,0.00019659+0.0007354i,1.8936e-05+0.00073589i,-0.00018788+0.0008603i,9.5541e-05+0.00044276i
-0.0016906-4.9262e-05i,-0.0027545+0.00011434i,-0.0025244+0.00085373i,-0.0015966+0.00050905i,-0.0010014-0.00022569i,-0.00096501-0.00072295i,-0.00064086-0.00011926i,0.00016624+0.000955i,0.0008951+0.0012438i,0.0014017+0.00098796i,0.0017255+0.00016204i,0.0012648-0.00018913i,0.0011525-6.5923e-05i,0.0014015-0.00072364i,0.00052903-0.0013734i,-0.00034441-0.0014336i,-0.00042764-0.00090195i,-0.00016406+6.9747e-05i,-0.00026965+0.0011798i,-0.0014485+0.0014087i,-0.0012664+0.0011451i,-0.00030001+0.001536i,-0.00021292+0.0013279i
-0.0020833+0.00036525i,-0.001262+0.00080713i,-0.00036948+0.0008411i,0.00023734+0.00078632i,0.00056184+0.00035306i,0.0010739-0.0005524i,0.00098472-0.00061267i,3.823e-05+0.00013604i,0.00053834+0.00032001i,0.0010721+0.0001774i,0.0011764-0.00025745i,0.0011281-0.0012654i,0.00034456-0.0013386i,0.0001296-0.00088429i,0.00012794-0.00094474i,-6.2578e-05-0.00073251i,0.00019074-0.00033242i,0.00012112+6.2728e-05i,0.00048914+0.00011175i,0.00091564+0.00079894i,0.00060647+0.0013041i,0.0003444+0.0005374i,0.00039741+0.00011954i
0.00014967-0.00080131i,-0.00053797-0.00096651i,-0.00034119-0.00046104i,0.00041849-0.00035889i,0.0011622-0.00064325i,0.0015402-0.00046968i,0.0010221-0.00059544i,0.00038683-0.00015822i,-5.1753e-05+0.0010622i,0.00017942+0.00054753i,0.0010066-0.00062912i,0.00023752-0.00070179i,-0.00082134-0.00023902i,-0.00033857+0.00011694i,0.00029634+0.00013554i,0.00042065+0.00046834i,0.00046439+0.0011133i,0.00086116+0.00046931i,0.00085629+0.00030196i,0.00052033-3.8592e-05i,0.00025186-3.1814e-05i,-0.00025737+0.00021304i,-0.00012132-7.1769e-06i
-0.0017549-0.0010371i,-0.0015766-0.0013235i,-0.0017006-0.00067949i,-0.0015526+0.00050544i,-0.0010319+0.0008233i,-0.00044402+0.0010152i,0.00052855+0.0013766i,0.00054342+0.0010141i,0.0010114+0.00021447i,0.0016754+0.00041129i,0.00081073+0.00053602i,0.00054271-0.00023082i,0.0012264-0.00037951i,0.0015397-0.00069635i,0.0014905-0.00084084i,0.00079584-0.00034789i,-0.00010108-0.00036738i,-0.00058008-0.00067739i,-0.00037555-0.00092554i,-0.00011033-0.00048446i,7.6844e-05-0.00057677i,0.00032609-0.00094476i,-6.8044e-05-0.0007553i
