-0.0020266-5.0024e-06i,-0.0015891+9.0534e-06i,-0.0014525+0.00017302i,-0.00019872+0.0016759i,0.00079881+0.0027981i,0.00021625+0.0026738i,-0.00034376+0.0018061i,0.00011643+0.00066656i,0.00018314+0.00052541i,0.00030046+0.00034821i,0.0016284-0.00067338i,0.0018648-0.0015456i,0.0011319-0.0017065i,0.00078508-0.0014925i,0.00054593-0.001568i,7.9998e-05-0.0011454i,-0.00036924-0.00040205i,-0.00068554+0.00022777i,-0.00061905-7.3402e-06i,-0.00053775-0.0002637i,-0.00077656+0.00034102i,-0.0010166+0.0006732i,-0.00099474-0.00023324i
-0.00015466+0.00048796i,-6.0827e-05+0.0016557i,-0.0001407+0.0015918i,0.00019042+0.00071232i,0.00015602+0.0014458i,-0.00058074+0.0017424i,-0.00028164+0.00089267i,-7.3933e-05+0.00026891i,-0.00078848+6.5938e-05i,-0.0002965+0.0002183i,0.00082428+5.3035e-05i,0.00082867-0.00063605i,0.00067264-0.00039639i,0.00016357+0.00026106i,-0.00034555+2.4958e-05i,7.1469e-05+0.00029377i,7.07e-05+0.00021837i,-3.0303e-05+3.429e-05i,-0.00019723-1.9583e-05i,0.00027917-0.00027954i,0.00028982-0.00010912i,-0.00031475+0.00060267i,-0.00055553+0.00088332i
-0.00063294+0.00081166i,-0.00070535+0.001416i,5.4792e-05+0.0014273i,0.002017+0.00092017i,0.0017991-0.00025735i,0.00045485-0.00099196i,-0.00038873-0.0011217i,-0.0012707-0.00092504i,-0.0012239-0.00016363i,-0.00046216-0.00011261i,0.000568-0.00044478i,0.00081754+8.4309e-05i,4.8522e-05+0.0004515i,-0.00034725-3.6634e-05i,-0.00048233-0.00036373i,-0.00027759-0.00084481i,0.00050133-0.00063833i,0.00092795+0.00068409i,0.0003467+0.0010612i,-0.00033864+0.00042517i,0.00011802+0.00023818i,0.0010259+0.00041746i,0.001207+0.00043571i
-0.0010778-0.0015994i,-0.0013863-0.0016104i,-0.00047546-0.001557i,-0.00035239-0.00098921i,-0.00030783+0.00010171i,-0.00091565+0.0007032i,-0.00085638+0.00081271i,-0.00043219+9.3364e-05i,-0.00067119-0.0007777i,-0.00040531-0.00034708i,-0.00074582+0.00013047i,-0.00083646+0.00018981i,-0.0002549+0.00038467i,2.9193e-05+0.0010193i,0.0006926+0.0012647i,0.00094542+0.00068832i,0.0010111+6.2711e-05i,0.0013845+0.00035119i,0.0008712+0.00080889i,0.00030547+0.00033381i,0.00036072+4.0069e-05i,0.00012511+0.00039425i,1.9781e-05+0.00019245i
-0.00045862+0.00078872i,-1.7955e-05+0.0013626i,0.0012444+0.00065695i,0.0011243+0.00012789i,4.047e-06+0.00079602i,-3.8441e-05+0.00094635i,-7.2949e-06+0.00038268i,-0.00083516-0.00049276i,-0.00091901-0.00079607i,-0.00027839-0.00069442i,0.00038145+2.6946e-05i,0.00063947+0.00086995i,0.00061432+0.00022251i,0.00045236+7.8496e-06i,7.3732e-05+0.00071013i,0.00010111+0.0004241i,0.00042239+0.00034581i,0.00080736+0.00039002i,0.00057334+0.00011688i,-7.3552e-05-0.00015462i,3.6258e-06+0.00013892i,0.00022002+0.001268i,0.0001011+0.0006304i
0.00060561+0.00016877i,0.00076122+0.00051771i,0.0014905+0.0020888i,0.0018105+0.0020638i,0.0011632+0.00039657i,-0.00021543+0.00010666i,-0.00084767+0.00026994i,-0.00099068+0.00062258i,-0.001447+0.00079475i,-0.0011007+0.00022775i,-2.2619e-05+0.00010668i,0.0009993-0.00041982i,0.00074137-0.00067848i,0.00029189-0.00044706i,0.00048407-3.9262e-05i,0.00037624-0.00013964i,0.00083143+0.00061366i,0.00081147+0.0011989i,0.00014483+0.00056319i,0.0004621+0.00016765i,0.00092327+0.00028156i,0.00087073+9.4251e-05i,3.714e-05-0.00017616i
-0.0005502-0.00019143i,9.6058e-05-0.0003393i,0.00038804-4.4496e-05i,-0.00058828+0.00074793i,-0.00096243+0.0014949i,-0.00010053+0.0010993i,-0.00022075+0.00056158i,-0.001478-9.4429e-05i,-0.0014281-0.00061531i,-0.00040401-0.00075953i,0.0005609-0.00056744i,0.00073881-0.00041383i,3.1777e-05-0.00034662i,-6.7208e-05-0.00020158i,0.00023336+2.17e-05i,0.00048405-0.00027503i,0.00048132-0.0004209i,0.00076321+0.00018999i,0.00071929-8.3318e-05i,0.00047173-0.0004352i,0.00086303+6.0979e-05i,0.00079924+0.00024998i,0.0007692+1.8894e-05i
-0.00030351+0.00031714i,0.00067573+0.00075022i,0.00074174+0.00088254i,0.00064017+0.00024285i,0.0010288-0.00034146i,0.00070589-0.00052061i,-0.00035497-0.0010497i,-0.00071712-0.0012342i,-0.00076488-0.00081281i,-0.0003864-0.00052041i,0.00037003-0.00056886i,0.00063969-0.001109i,-0.00010157-0.0010607i,-0.00080002-0.0010992i,-0.00079138-0.0010238i,-0.00033457+9.8225e-05i,-0.00042691+0.0004789i,-0.00064044+0.00041958i,-0.00023082+0.00052559i,0.00043289+0.0001567i,0.00061146+0.00024228i,0.00068451+0.00070634i,0.00083891+9.2586e-06i
0.00071734-0.0014905i,0.0014737-0.0018357i,0.0011511-0.00093183i,0.00011151-0.0001908i,-0.00063495+0.00083107i,-0.00095102+0.0014071i,-0.00086557+0.00026259i,-0.00050383-0.00056913i,-0.00022414-0.00021936i,-0.00095996+0.0004183i,-0.001505+5.6559e-05i,-0.0018656-0.00098498i,-0.0012414-0.0013599i,0.00086684+6.0859e-05i,0.00056847+0.0015704i,-0.00022514+0.001397i,4.2366e-05+0.00032262i,0.00025933-6.3748e-06i,0.00063456+0.0011304i,0.00028153+0.0012036i,-4.0927e-05+4.7059e-05i,0.00018202-0.00049327i,0.00023918-0.00066187i
-0.0016834+0.00083583i,-0.0032297+0.0022276i,-0.0026325+0.0034466i,-0.0005021+0.003295i,-0.00061154+0.001848i,-0.0013257+0.00028546i,-0.0010008-0.0003867i,-0.0013103-0.00087711i,-0.0014625-0.00085392i,-0.00049763+0.00015029i,-9.9935e-06+0.00023566i,-0.00042359-0.00031353i,0.00036382-0.0002271i,0.0010403+7.2127e-05i,0.00021842-0.00019545i,-0.00011587-0.00033329i,0.00056051-0.00021966i,0.00067412+0.00010956i,0.00026263-0.00025178i,0.00012255-0.0011891i,0.00019131-0.001105i,0.00040489-0.00045881i,0.00038656+0.00017707i
0.0027514+0.0022809i,0.0026264-0.00010058i,0.0031596-0.0021319i,0.0024272-0.0025407i,0.0012258-0.0023684i,0.0003808-0.0014665i,-0.00031243-0.00030195i,-0.00059181+0.00059155i,-0.00085849+0.00045757i,-0.00081281+5.2678e-05i,-0.00041985+0.00041791i,-0.00065624+0.00013813i,-0.00057291-0.00022504i,-0.00036293-0.00054887i,-0.00050037+1.9866e-06i,-0.00097082+0.00035299i,-0.00010944-0.00022167i,0.0005491-0.0003257i,-0.00013187+5.034e-05i,-0.00033689+0.00032543i,-0.00037744+0.00029258i,-0.00036242+0.00063245i,-0.00013222+0.00092923i
-0.00052388-0.00037703i,-0.00095197+4.9962e-05i,-0.00093921+0.0021695i,0.00050698+0.0025337i,0.00074295+0.0017203i,-0.00036951+0.00040059i,-0.00077761-7.6543e-05i,-0.00098819+0.00011496i,-0.0003917+0.00021746i,0.00081113-0.00012569i,0.00071137-0.00018198i,0.00012729-0.00034104i,-1.9447e-05-0.00033603i,1.4963e-05-0.00024253i,0.00050025-0.00012542i,0.00062987+0.00096165i,0.0002465+0.0011287i,-0.00032913+0.00013288i,-0.00018213-0.0001822i,8.9234e-07-0.00015657i,0.00045567+7.1275e-05i,0.00093675+0.00035561i,0.00055992+0.00068005i
0.0027376+0.00028921i,0.0036504+0.00060044i,0.0034025+0.00093674i,0.00152+0.0010468i,-0.00049114+0.0010055i,-0.00093467+0.00035008i,-0.00049201+7.8808e-05i,-4.255e-05+8.9647e-06i,0.00020237-9.3363e-05i,-0.0002077+6.6219e-05i,-0.00042928+0.00010651i,0.00026288+0.00025732i,0.00016209-0.00022647i,-0.00062536-8.6954e-05i,-0.00086326+0.00045208i,-0.00050392+0.00062819i,-0.00028629+0.00071898i,-0.00031067+0.00056898i,-0.00061805+0.00024138i,-0.00078498+0.00013783i,-4.0644e-05+0.00099645i,0.00045128+0.0010525i,5.0653e-05+0.00011548i
-0.00078831+0.00061471i,-0.00034694+0.00024119i,-0.0007211+0.001071i,-0.00093263+0.00021699i,-0.00095853-0.0010121i,-0.0012653-0.00012076i,-0.00050388+0.00077018i,-6.8611e-05+0.00013291i,-0.0001019-0.00037625i,0.00029011-0.00065798i,0.00074384-0.00044827i,0.00058704+0.0006267i,0.00012695+0.00057754i,-0.00032298-1.7953e-05i,-0.00065536-0.00060796i,-0.00065468-0.00074108i,-0.00011022+2.1329e-05i,0.00010361+0.000447i,-7.6079e-05-0.00021331i,0.00028869-0.00063336i,0.00015912-0.00032862i,-0.0005386-0.00048065i,-0.00022649-0.00013582i
0.00032873+0.00039224i,-0.00010573+0.0013044i,-0.00051679+0.0016714i,-0.00016765+0.0018576i,0.00068616+0.0014166i,0.0017437+0.001183i,0.000865+0.00082022i,-0.00038349-0.00011493i,-0.00044639-0.00062516i,-0.00086432-0.00034044i,-0.00083863-0.00010759i,-9.4144e-05+9.1268e-05i,0.00042425+0.00048669i,0.00043508+0.00047387i,0.00042209+2.6917e-05i,0.00066171+2.9245e-05i,0.00036108-0.00035166i,-0.00027953-0.00064372i,-0.00021307-0.00021228i,-0.00021018-7.3853e-05i,-0.00075575-0.0006945i,-0.00013029-0.00066485i,0.00056468+5.6741e-05i
0.00076068+7.8164e-05i,0.0018505-0.00051668i,0.0027228-0.00060424i,0.0017866-0.0005521i,0.00044158-0.00079783i,-0.00051361-0.00062968i,-0.0011497-0.00036606i,-0.00092662-0.00059835i,-0.0002388-0.00081917i,9.7968e-05-0.00065077i,0.00013632-0.00072518i,0.00044635-0.00073519i,0.00030374+0.00011579i,-0.00078764+0.00033944i,-0.0013074+0.00036783i,-0.00052509+0.00075698i,-5.4218e-05+0.00093685i,-0.00059717+0.00083704i,-0.00081993+0.00036001i,-0.00057962-0.00023071i,-0.00011714-0.00062737i,0.00023667-0.00027896i,0.0003133-0.00026374i
-2.543e-05+0.0014271i,-0.00077419+0.001563i,-0.00093878+0.0011771i,-0.00062171+0.00047866i,-0.0013733+0.00046795i,-0.001009+0.00036933i,-0.00048329-0.00019591i,-0.00043757-0.00051637i,-0.00054875-8.8041e-05i,-0.00030358+0.00025189i,-0.00035852+0.00065082i,-0.00049443+0.0011139i,-8.4687e-05+0.00094784i,0.00036186-0.00032678i,0.00048296-0.00061158i,0.00072949+0.00028759i,0.00056099+0.0005739i,-0.00012028-7.727e-05i,1.6032e-05-0.0001538i,7.3113e-05-0.00041899i,0.00036144-0.00065911i,0.00016626-0.00038127i,8.4891e-05-0.00019175i
-0.00078696+0.00055541i,0.00049865+0.00046805i,0.001561+0.00038956i,0.00097283+0.0005507i,0.00018312+0.00072827i,-0.00030386+0.0004897i,-0.0011359+0.00033331i,-0.0013353-8.0481e-05i,-0.0013609-0.00035798i,-0.00056314-0.00026922i,0.00062973-0.00072872i,0.0016283-0.00074777i,0.0013929-0.0003472i,0.0003165+0.00035982i,-0.00045507+0.00046854i,-0.00054826-0.00040681i,-0.00021256-0.00039537i,-0.00057052+9.2144e-05i,-0.00031392+0.00022248i,0.00017282-1.3469e-05i,-9.5093e-05-0.00034839i,-0.00031187-4.0397e-05i,0.00041307+0.00012728i
-0.00076632-0.00026279i,-0.001604-0.000125i,-0.0019628+0.00037498i,-0.00092126+0.00018444i,-0.00013819+0.00044964i,-0.00010773+0.00076534i,-0.00042663-0.00012743i,-0.00055258-0.0013901i,-0.00075483-0.0012589i,-0.00048695-0.00074681i,8.1405e-05-0.00036284i,0.00053144+0.00033355i,0.00059453+0.0010714i,0.0012221+0.0010244i,0.0015197+0.00072563i,0.00023542+0.00012628i,-0.00054682-2.5769e-05i,-3.5977e-05+7.5649e-05i,0.00023532+0.00028185i,0.00010603+0.00030874i,5.2652e-05-9.3603e-05i,-0.00054872-8.7552e-05i,-0.00063148-9.7072e-05i
0.002518-0.00039427i,0.0027727-0.0012577i,0.0029841-0.0018062i,0.0016554-0.0014842i,-0.00059036-0.00099835i,-0.00079891-3.7959e-05i,-0.00032997+0.00036369i,-0.00038338+6.4897e-05i,-0.00012944+8.3356e-06i,-0.00030194-0.00010208i,-0.00053006+0.00013184i,-0.00095192+0.0006712i,-0.0020297+0.0010513i,-0.0021966+0.00084388i,-0.0010521+0.0010139i,-0.00055819+0.00053205i,-0.00092275+0.00028933i,-0.00033105+4.2439e-05i,-0.00024308-6.5167e-05i,-0.00022077+0.00093652i,0.00034912+0.0010298i,0.00080215+0.0001868i,0.00071633-8.556e-05i
-0.0013208+0.00070634i,-0.0013297+0.00038793i,-0.0012764+0.0014219i,-0.00016005+0.0024389i,0.00040021+0.0025766i,-0.00025221+0.0014514i,-0.00023351+0.00037722i,-0.0007224-0.00044041i,-0.00095645-0.0012337i,-0.00031006-0.00073328i,0.00069391-0.00020091i,0.0012604-0.00086486i,0.00095801-0.0012414i,0.00058202-0.00091966i,-0.00032202-0.00013292i,-0.00069064+0.00067132i,-8.5716e-05+0.00097887i,-0.00027828+0.00067947i,-0.00083353-0.00049395i,-0.0010664-0.00049385i,-0.00051981-0.00043726i,0.00033068-0.00013902i,0.00042157+0.00047413i
-0.00031136-0.00081584i,-0.00083322-0.00057258i,-0.00011269-0.00033081i,0.00055973-0.00043634i,0.00072879-0.00014858i,0.00041513-3.4201e-05i,0.00035786-0.00010577i,1.2045e-06+6.0081e-05i,-0.00075721-0.00027322i,-0.00070492-0.001065i,-0.00027891-0.00055719i,0.00038786+0.00036353i,0.00080682+0.00021082i,0.00052919-0.00016484i,0.00045449-0.00017898i,0.00050882-0.00027633i,4.4935e-05-0.0007107i,-0.0001321-0.00087397i,0.00015169-0.0010133i,4.1059e-05-0.00076465i,-1.8779e-05-0.00022823i,0.00027655+0.00037185i,-0.00026112+0.0008095i
-0.00046711-0.00041932i,-0.00028248+0.00090586i,-0.00029439+0.0013117i,6.4153e-05+0.0011603i,-0.00043189+0.0010518i,-0.00023562+0.0011746i,0.00070822+0.0016871i,4.6043e-05+0.00035777i,-0.00037318-0.0009843i,-0.00070269-0.00032955i,-0.00077159+0.00030265i,0.00034537+4.4195e-05i,0.0010528-0.00018036i,0.00079437+0.00019158i,0.00069327+0.00078093i,0.00067553+0.0008648i,3.5916e-05+0.00055561i,-0.00039916+0.00015422i,-0.00022634+0.00032212i,9.6084e-05+0.00022766i,0.00062725+0.00066656i,0.00035961+0.00013944i,-0.00049245-0.00066063i
-0.00073001+0.00069184i,-0.0010037+0.0001048i,-0.0012662+0.000972i,-0.00094845+0.0016385i,-5.8135e-05+0.0011373i,0.00043446+0.00074166i,0.0005495+0.00052336i,9.2788e-05-0.00022587i,-0.00027489-0.0010348i,-0.00021124-0.00025576i,0.00053095+0.00059937i,0.00052006+0.00032292i,0.00052881-0.00024919i,0.00033855+4.9848e-05i,0.00017272+9.8876e-05i,0.00068208-0.00048138i,0.00070359-0.000697i,-0.00017092-0.00077013i,-0.00047917-0.0010675i,5.6555e-05-0.001124i,4.4986e-05-0.00028355i,-0.00030151-0.00026897i,-0.00017189-0.00096973i
0.0015905+0.00032165i,0.0016212+0.00044338i,0.0012994+0.00020691i,0.0012508-0.00012293i,0.00072252+0.00042041i,-5.7146e-05+0.00047504i,-0.00043379+1.7835e-06i,-0.00062747+0.00013962i,-0.00096152+0.0003825i,-0.00092296+0.00078194i,-7.7758e-06+0.00050395i,0.00042257+0.00060423i,0.00064838+0.0010107i,0.0003179+0.00067806i,6.1645e-05+0.0007323i,0.00047297+0.00043301i,5.0474e-05+0.00014258i,-0.00075719+0.00011927i,-0.00039061-0.00019914i,0.00032117-0.00058008i,-8.4234e-05-0.00040643i,-0.00045858+6.7488e-06i,-0.00063329-8.6338e-05i
-0.00081397-0.0022683i,-0.0015476-0.0024124i,-0.0017917-0.0017183i,-0.0023833-0.00048071i,-0.0026771+0.00079584i,-0.0018315+0.00089162i,-0.00058307+0.00010667i,1.9978e-05-0.00049465i,-0.00035149-0.00059895i,-0.00074368-0.00040036i,-0.0010814-0.00034833i,-0.00048697+0.00011712i,0.00023111+0.00039459i,-5.1622e-05+0.00027305i,-0.00046346+0.00027296i,-0.00024622+0.00047533i,-0.00045062+0.00085202i,-0.00080942+0.0011078i,-0.00027279+0.00060105i,0.00017404+7.0217e-05i,0.00053547+0.00039474i,0.00097072+0.00097763i,0.00023767+0.00055953i
0.00041291-9.3973e-05i,0.0011188+0.00051221i,0.00014228+0.0015312i,-0.00049922+0.0013311i,9.5373e-05+0.00028115i,-0.00075201+0.00083105i,-0.0020501+0.00061066i,-0.0019176-0.00051431i,-0.0014349-0.00039323i,-0.00036861+5.1833e-05i,0.00012024+0.00056144i,0.00029121+0.0010802i,0.00059078+0.0008044i,0.0010187+0.00012535i,0.0012402+0.00026427i,0.00061994+0.00061183i,7.4695e-05-0.00010238i,0.00010893-0.00068523i,0.00068709-0.00080666i,0.00087954-0.00045943i,0.00053419+9.0339e-05i,2.3917e-07-0.00025152i,-4.668e-05-0.00021244i
-0.00075547+0.00018154i,-0.00072521+4.8185e-07i,0.00060403-0.00017119i,0.00050575-0.00059074i,-0.000756-0.00053735i,-0.00068332-0.00051352i,9.2219e-05-0.00065551i,-0.00011628-0.00045243i,6.0691e-06+7.5641e-05i,0.0007224+0.0003165i,0.00057904-6.8119e-05i,-0.00035616-0.00067348i,-0.00023313-0.00093437i,0.00034866-0.0013104i,0.00021198-0.00086977i,-0.00042934+8.1363e-05i,-0.00050669+0.00044891i,-0.00051395+0.00077432i,-0.00048477+0.00085482i,-0.0001905+0.00079944i,-2.269e-05+0.00083453i,0.00034977+0.00046491i,0.00059889-0.00012705i
0.0020938+0.00018868i,0.0015668-0.0005151i,0.0012255-0.00098404i,0.00045715-0.0008638i,-0.00073546+2.5932e-05i,-0.0008357+0.0015389i,-0.0008104+0.0017052i,-0.00099921+0.00075351i,-0.00088735+1.962e-05i,-0.00078498-0.00062745i,-0.0010491-0.00047655i,-0.00064155+1.7394e-05i,-0.00011532-0.00052584i,-0.00021916-0.00046345i,-0.00022452-0.00018092i,-1.5844e-05-7.2738e-06i,0.00087158+0.00038432i,0.0013864+0.00057126i,0.0017256+0.00078858i,0.0015215+0.00043198i,0.0007091-0.00037865i,-3.4692e-05-0.00023755i,-0.0002191+0.00031874i
-0.0015095+0.0008554i,-0.001872+0.00085622i,-0.001021+0.00089803i,3.5225e-05+0.00071028i,0.00050124+0.00020881i,0.00060582-0.00021416i,-0.00045085-2.1995e-05i,-0.0014699+0.00019571i,-0.00068098+0.00021806i,0.00027864-8.2756e-05i,0.00045754-0.00039142i,0.00013223-0.00072724i,-5.078e-06-0.0009995i,0.00065068-0.00085097i,0.00082505-0.00062249i,0.00019823-0.00035644i,-6.9697e-05-0.00027774i,0.00050343-0.00022204i,0.00045385+0.00049059i,0.00030745+0.0011158i,0.00053572+0.0010394i,9.6703e-05+0.00086699i,-0.0007444+0.00065669i
0.00071262-4.4138e-05i,0.001205+0.0010844i,-0.00013571+0.0018535i,-0.00030417+0.0019357i,0.00026575+0.0017461i,-5.5519e-05+0.0018142i,-0.00087593+0.0007955i,-0.00099547-0.00094683i,-0.00030622-0.0010583i,0.00035245+0.00072628i,0.00010993+0.0011745i,-0.00043338+0.0011821i,4.7127e-05+0.00070602i,0.00011226+0.00012043i,0.00034934+0.00056392i,0.0010457+0.0011106i,0.0012062+0.00086421i,0.00093133+0.00074652i,0.00081345-8.3603e-05i,0.00094195-0.00039435i,0.0003801+5.7945e-05i,-0.00024241-0.00018996i,-0.00030322-0.00037838i
-0.001244+0.00096811i,0.00065517+0.00082389i,0.0014997+0.00024436i,0.0013347-0.00045951i,0.00068087+6.6811e-06i,-0.00021266+0.00022924i,-0.00027062-0.00024004i,-0.00028569-0.00041596i,-0.00095413+0.00042319i,-0.00082361+0.00043834i,0.00014898-0.00027738i,0.00017033-0.00025929i,0.00016913-0.00070385i,0.00086215-0.001144i,0.00084857-0.00039476i,0.00013094+0.00025654i,0.00010043+5.5876e-05i,0.00032835-0.00037549i,-2.2822e-05-0.00073394i,0.00059032-0.0006433i,0.0012401-0.00078556i,0.00083967-0.00011184i,-6.142e-05+0.00020692i
0.00064417+0.00036257i,-0.0011866+0.001467i,-0.0013804+0.0019841i,0.00038871+0.0013183i,0.00031792+0.00054475i,0.00014548+0.00019031i,0.0005366-2.2025e-05i,-8.4868e-05-3.7902e-05i,-0.0011686+0.00034505i,-0.00082505+0.00014913i,-8.7887e-05+0.00015151i,0.00011111+0.00047086i,5.6811e-05+0.00062228i,-0.00017664+0.00047439i,-0.00025811+2.8006e-05i,-5.9393e-05+0.00028249i,-0.00015221-0.00024697i,-9.4486e-05-0.00056598i,0.00028712+0.00026529i,0.00033011+0.00053427i,0.00014805+9.0883e-05i,0.00015308-0.00037732i,0.00032097-0.00028924i
0.0011576-0.00051718i,0.00018513-0.0014483i,0.00054186-0.0015721i,0.00046546-0.0011853i,-0.00010957-0.00049723i,-0.0011983+6.2236e-06i,-0.0013872+0.00050293i,-0.00065188+0.00074776i,-0.0011334+0.00059613i,-0.0010811+0.00078956i,-0.00067449-2.8842e-05i,-0.00098552-0.0010469i,-0.0011963-0.0004179i,-0.0011499-1.1551e-05i,-0.0011863+0.00053604i,-0.00088434+0.00093412i,0.00036166+0.00048617i,0.00016907+0.0004672i,-0.00080094+0.00079683i,-0.00068648+0.00025584i,-0.00011689-0.00073295i,0.00035788-0.0010287i,7.3925e-05-0.0011233i
-0.00134+0.0012106i,-0.00030358+0.0015083i,-0.00010772+0.001987i,0.00051586+0.0024576i,0.0016621+0.0020177i,0.0010088+0.00072998i,4.2112e-07-0.00069385i,-0.00061065-0.0012227i,-0.00015438-0.00064208i,0.0016078-0.0002331i,0.0019311+0.00051241i,0.0014568+0.00095007i,0.0010935+0.00085669i,0.00070623-5.4859e-05i,0.00088644-0.00091932i,0.0011194-0.00052579i,0.00064137+3.4545e-05i,0.00014359-0.00026685i,-9.0467e-05-0.00011128i,-0.00028322+0.00025337i,0.00014341-0.00012583i,0.00022154-0.00019436i,7.426e-05+0.00036271i
-0.00028043-0.0012312i,-0.0011286-0.0020483i,-0.00053623-0.0022684i,-0.0004104-0.0011171i,-0.0013788-0.0002016i,-0.0015814+0.00022952i,-0.0010549+0.00053404i,-0.0005622+0.00027709i,-0.00021607-3.9671e-05i,5.0244e-05-9.3387e-05i,-0.00012938+0.00040745i,-0.00063319+0.0005187i,-0.0007202+3.0704e-05i,2.1782e-05+0.00034813i,0.00044876+0.00056424i,-0.0002425+0.00015802i,-0.00023766-1.174e-05i,0.00046672-0.00031511i,0.0011061-0.00053284i,0.00072133-0.00022944i,0.00036505-0.00030823i,0.00049286+3.9841e-05i,-2.3895e-05+0.0002416i
0.0014488-0.00054032i,0.00087255-4.404e-05i,3.9257e-06+0.00033351i,-0.00010409+0.00018428i,-0.00091349+4.4931e-05i,-0.0010101+0.0001889i,-0.00081426+0.00028242i,-0.0005986+0.00041396i,-0.00064906+0.00060848i,-0.00053447+0.00064112i,0.00016154+0.00017799i,0.0003496-0.00024313i,0.00076443+0.00010576i,0.00036083+6.3645e-05i,-0.00060354+0.00063864i,-0.00066857+0.00074172i,-0.0005263+7.9276e-05i,-7.274e-05-0.00022451i,-6.6148e-05-0.00050567i,-0.00033017-0.00023156i,-0.00024137+0.00032892i,-2.3894e-05+0.00049518i,-0.00022246+0.00084854i
-0.0017111+0.0017913i,-0.00071245+0.00098634i,0.0012903+0.00083621i,0.0020959+0.00042361i,0.0016975+0.00020372i,0.00082332+3.8787e-05i,0.0006236+0.00014622i,0.00010948-3.7398e-05i,-0.0014114-0.00075364i,-0.0012183-0.00075985i,-0.00056459+1.1272e-05i,-0.00050996+0.00053687i,-0.00066373+0.00072433i,-0.00016911+0.00063189i,0.00091201+0.00048322i,0.0011638+6.7429e-05i,0.00061957+3.1044e-05i,0.00045148-0.00011698i,0.00033056-0.00063879i,-6.6312e-05-0.0002592i,-0.00036155+0.00051914i,-5.6931e-06+0.00075026i,0.00062352+0.00047785i
-0.00042121-0.00050725i,-4.5121e-05-0.00060076i,-0.0013491-0.0014148i,-0.0013195-0.00086598i,-0.00072133+0.00059075i,-0.0003457+0.0013484i,-0.00051846+0.0009659i,-0.00089005-4.181e-05i,-0.0011189-0.00010739i,-0.00102+0.00078057i,-0.00059929+0.0014006i,-0.00047383+0.0010279i,-0.00065976+0.00054803i,-0.00072259+2.7839e-05i,-0.00042087+0.00022045i,-0.000345-0.00032192i,0.00019831-0.0013339i,0.00076393-0.00093027i,0.00026094-0.00029281i,-0.00044714-0.00010521i,-0.00030241-0.00042659i,-0.00040951-0.00075293i,-0.0009896+0.00073402i
-0.00033057+0.00084086i,-0.001261+0.00042565i,-0.0014657+0.00076458i,-0.0014568+0.0004688i,-0.0014142+0.00050531i,-0.0014468+0.0012682i,-0.00083407+0.0013943i,-0.00094568+0.0012765i,-0.00065294+0.001005i,-9.6502e-05+0.0011652i,-2.9693e-05+0.00062767i,0.0006144+1.5602e-05i,0.0013459+0.00030541i,0.0019745+0.00064502i,0.0012689+0.0015476i,6.8298e-05+0.0014541i,0.00025167+0.00038584i,0.00096844+3.0762e-05i,0.00084454+0.00023822i,0.0001754+0.00078029i,-0.00028632+0.0012056i,-0.00033793+0.00036327i,3.478e-05+0.00024476i
2.2178e-05+0.00012299i,0.00074116-0.00055061i,0.00085653-0.00027372i,0.00056333+0.00040913i,0.0013005+0.00011439i,0.0013754+0.00021261i,0.0001119-0.00037006i,-2.9757e-06-0.0010864i,8.0323e-05-0.00093756i,0.0001895-0.00041605i,-0.00061907+0.0001843i,-0.0010133+0.00077725i,0.00010446+0.00053691i,0.00078942+0.00077874i,0.0006301+0.00041051i,-8.2198e-05-0.00019235i,-0.0003885-0.00031291i,0.00036445+1.1676e-05i,0.00015672+0.00017001i,-0.00015506+0.00041563i,0.00061319-8.9292e-05i,0.00088501-0.00044401i,0.00029353-0.00026254i
-0.00013994-0.0017214i,0.00030315-0.0018727i,0.00037335-0.002035i,-0.00037879-0.00088036i,-0.00070166+0.00014437i,0.00092688-0.00015149i,0.0021253-5.9201e-05i,0.0012989-0.00038653i,0.00066952-0.00085914i,0.00019691-0.00062655i,-0.00093805+4.6924e-05i,-0.00041431+0.00017843i,0.00051104-6.0417e-05i,-0.00028735+0.00038416i,-0.00040697+0.00073742i,-2.4458e-05+0.00052978i,-0.00034758+0.00031437i,-0.00064804+0.00059218i,-0.00063368+0.00068685i,0.00040227+0.00087332i,0.00035772+6.7923e-05i,-8.6548e-05-0.00061466i,-4.3846e-05+0.00030305i
0.0001891+0.0016822i,0.0001546+0.0023077i,-0.0001054+0.0025961i,-0.00024331+0.0024627i,0.00026118+0.0018507i,0.00015331+0.0011807i,-0.00039738+0.00076894i,-0.00073906+0.00010964i,-0.0013789-1.6605e-05i,-0.00082312+0.0001994i,6.5304e-05+0.00051832i,-0.00025204+0.00063636i,-0.00045838+4.183e-05i,-0.00014943-0.00020064i,8.799e-05+3.4492e-05i,8.6428e-05+0.00027655i,-2.6258e-05+0.00052281i,0.00015821+0.00047217i,0.00037894-0.00021731i,0.00098711-0.00065801i,0.00040619+0.00022277i,-0.00033188+0.00041055i,-0.0006344-0.00031453i
