-0.001402+0.00088868i,-0.0017511+0.00047064i,-0.0033028+0.00069953i,-0.0030849+0.00090921i,-0.0022982+0.0012438i,-0.0014966+0.0016081i,-0.00041605+0.0011892i,0.00026483+0.0012501i,0.0010368+0.00092716i,0.0013498-0.00021716i,0.0015115-4.4068e-05i,0.0011147+0.00030773i,0.00043784+0.00020444i,0.00022965-0.00036852i,-0.00022224-0.00075285i,-0.00038939-0.00014894i,-5.8961e-05+0.00034729i,0.00026695+0.00044052i,5.0677e-05+0.00027285i,-0.00029253-9.2577e-05i,-0.00023644-0.00017179i,0.00045057+4.3855e-05i,0.00024179-0.00035245i
-0.00039197-0.0020451i,-0.00057122-0.003549i,-0.0013234-0.0022833i,-0.003539+0.00068909i,-0.0053691+0.0017815i,-0.0043094+0.00017046i,-0.0017416-0.00053932i,-0.00038652-1.1904e-05i,5.0851e-05+2.8877e-05i,-0.00020952+0.00017099i,-0.00027847+0.00059275i,0.00011551+0.0011244i,-0.00025738+0.001863i,-0.0019572+0.002567i,-0.0024009+0.0015818i,-0.0015466+0.00018797i,-0.001495+0.00010604i,-0.0015536+0.0013033i,-0.00016793+0.0020797i,0.00093424+0.0019145i,0.0013438+0.0011107i,0.00059809+5.263e-07i,-0.000688-0.0013447i
0.00015679-0.0016587i,7.6063e-05-0.00012152i,-0.0017201+0.0016669i,-0.0026232+0.0016564i,-0.0012411+0.00085254i,7.8687e-05+0.0018692i,0.00020833+0.0019486i,0.00071014+0.00029009i,0.0012117-0.0010837i,0.0014844-0.0011733i,0.0016805-0.0013117i,0.0013627-0.001282i,0.00030476-0.0011707i,-0.00082928-0.0012972i,-0.00078248-0.0018836i,-0.00017362-0.0025663i,0.00034664-0.0028483i,0.00015601-0.0025886i,-0.00050054-0.00090728i,-6.9886e-05+0.00049139i,0.001304+0.00038479i,0.0026602-3.8357e-05i,0.0030054-5.0722e-05i
0.0014285+5.6759e-06i,0.00094402-0.00083709i,0.00016307-0.0037089i,0.00014561-0.0049699i,0.00074487-0.0030305i,0.00064618-0.0002037i,0.00099152+0.00059329i,0.00072709+3.1055e-05i,0.00052228-0.00030082i,0.00075526+0.00042698i,0.00077253+0.0010572i,0.0010859+0.00076243i,0.0017716-0.00055011i,0.0029355-0.0016402i,0.003692-0.0013701i,0.0035138-0.00086943i,0.0024552+0.00079183i,0.0015655+0.0014011i,0.00069069+0.00049652i,-0.00056424-0.00032489i,-0.001662-0.00091574i,-0.0021277-0.00038464i,-0.0018037+0.00062614i
-0.0023028+0.0025157i,-0.00044659+0.0014082i,0.00060969+0.0025156i,0.00047783+0.004272i,-0.00032608+0.0040109i,-0.0017538+0.0019505i,-0.0019863+0.00047575i,-0.00058852-0.00044306i,0.00072844-0.00075337i,0.0010159+0.0001803i,0.00086062+0.00084307i,0.00092292+0.0013227i,8.3274e-05+0.0017664i,-0.00088155+0.0021606i,-0.00095827+0.0017469i,-0.00064442+0.0015248i,-0.00029337+0.0015072i,0.00053207+0.0022594i,0.00070894+0.0028941i,0.001053+0.0015703i,0.001169+0.00010511i,0.00025496-0.00048382i,-0.00017765-0.0011314i
0.00087245-0.00050016i,0.00086179-0.00072952i,0.0022285+0.00090407i,0.0014045+0.00064777i,-0.00018457-0.00027693i,-0.00010099-0.000117i,-0.00024819-8.0958e-05i,0.00027198-0.00032108i,0.00098639-0.00077143i,0.00018463-0.0016178i,-0.00070992-0.001687i,-0.0012386-0.0019024i,-0.0012007-0.0025107i,-0.0025308-0.0016464i,-0.0039062-0.0010654i,-0.0030328-0.00107i,-0.0016197-0.0010077i,-0.0004635-0.00062888i,0.0001741+2.7241e-05i,0.00075438-0.00075757i,0.0013398-0.0011962i,0.0010718-0.0011992i,0.00093821-0.00084171i
-0.00091002-0.0019328i,-0.0012146-0.0005282i,-0.0032508+0.00078945i,-0.0040641+4.0244e-05i,-0.002232-0.0011547i,-0.00051762-0.001155i,-2.5203e-05-0.0010241i,0.00046302-0.0019411i,0.00086569-0.0021541i,0.00058217-0.0012648i,0.00071105-0.0010505i,0.0014856-0.0016772i,0.0019261-0.0024022i,0.0025523-0.0037963i,0.0018223-0.0043467i,0.001101-0.0036898i,0.0013498-0.0021842i,0.0011603-0.00079911i,0.00074815-0.00042574i,-0.00073555-0.0001675i,-0.002182-0.00055144i,-0.0016803-0.00010659i,-0.00052811+0.0015883i
-0.0030769-0.002004i,-0.0053163-0.0014254i,-0.006442+0.00055381i,-0.0033916+0.0031174i,-0.0011165+0.0052132i,-0.0015164+0.0036991i,-0.00042897-0.00017271i,0.00061196-0.0015388i,0.00054034-0.00069298i,0.00067422+5.8683e-06i,0.0013189+0.00075843i,0.0019018+0.0012305i,0.0025604+0.0011402i,0.0032424+0.0014869i,0.0038708+0.0019611i,0.0033999+0.0015801i,0.0020565+0.00072395i,0.0011957+0.00066292i,0.00066673+0.00080593i,0.001142+0.00027014i,0.0019629+5.4313e-05i,0.00089087+0.00067081i,-0.00048426+0.0011877i
0.0015172-0.00085093i,0.0010373-0.0028301i,0.00056951-0.0043989i,-0.00082387-0.0034744i,-0.0023718-0.0017299i,-0.0022051-0.0011719i,-0.00075037-0.00068852i,0.00067451-0.00033614i,0.001214-0.0011662i,0.00062494-0.001341i,-0.0006091-0.00077066i,-0.0009667-0.00041083i,-0.0014604+0.00071866i,-0.0022921+0.0014883i,-0.001599+0.0021534i,-0.0013659+0.0014909i,-0.0013162-6.8131e-05i,-0.00097964-0.00044295i,0.00041388-0.00015474i,0.0014019-0.00032475i,1.8552e-05-0.00045111i,-0.0011424-0.0010877i,-0.00043928-0.0015725i
0.0018782-0.00072992i,0.002493-0.00059778i,0.0025254-0.0011749i,0.00093196-0.0021295i,-0.00034084-0.0024367i,-0.001461-0.0019181i,-0.00041976-0.0013235i,0.0014714-0.00066416i,0.0017132-0.0013433i,0.0010995-0.0016703i,4.5783e-05-0.0014889i,-0.00094755-0.0018286i,-0.0015202-0.0019984i,-0.0018563-0.0026997i,-0.0015832-0.0033811i,-0.0007122-0.0025809i,0.00013689-0.00096202i,0.00055295+0.00047775i,0.00034042+0.0011568i,-0.00066963+0.0016903i,-0.0022013+0.0017451i,-0.0021158+0.0010408i,-0.00064504+0.00077566i
0.0012746+0.0010602i,0.0018975+0.0018395i,0.0016891+0.0017268i,0.0016447+0.0016057i,0.0010045+0.0020694i,0.00028417+0.0015026i,0.00071275+0.00091464i,0.0013656+0.00046095i,0.0018616+0.00066864i,0.0022386+0.0010049i,0.0019746+0.00067962i,0.0018305-8.4856e-05i,0.0017224-0.0010121i,0.00209-0.0010706i,0.0030047-0.00082528i,0.0031977-0.00061163i,0.0020987-7.5376e-05i,0.00094469+0.00054635i,0.001341+0.0005991i,0.0013459+6.4381e-05i,0.00058051-0.00067545i,0.00070737-0.00042825i,0.0003288+0.00062326i
-0.00029798-0.0003232i,-0.001258-0.00012937i,-0.0014047+0.00055471i,-0.00089417+0.00060462i,-0.0014027-0.00083454i,-0.0017912-0.0012252i,-0.00058056-0.0002714i,0.00083984+0.00036254i,0.001276+0.00050889i,0.00064211+0.00089209i,0.00071322+0.0015291i,0.00041981+0.0015204i,-0.00043278+0.001379i,-0.00038826+0.002403i,0.00072632+0.0029499i,0.0017434+0.0025105i,0.001245+0.00087078i,-0.000267-0.00070702i,-0.00051553-0.00046665i,0.00059525-0.00030546i,0.0010974-0.0008317i,0.00017285-0.0012047i,-0.00082401-0.0014404i
-0.001127+0.0011083i,-0.0014987+0.0014943i,-0.0015734+0.0008501i,-0.0020184+0.00035038i,-0.001489-0.00031448i,-0.00041521-0.00068806i,3.2739e-05-0.00036934i,0.000604-0.00022464i,0.00092072-0.00035466i,0.00038465-0.00046953i,-0.00021687-0.00061327i,-0.0010091-0.00084779i,-0.00098338-0.001108i,-0.0017301-0.0009231i,-0.0032592-2.582e-05i,-0.0027553+0.0009471i,-0.0013444+0.0018851i,-0.0012108+0.0019288i,-0.0011048+0.0018309i,-0.00060813+0.0026785i,-0.0011488+0.0022097i,-0.00075628+0.0007025i,0.00048516-0.00032177i
-0.0021746-0.00048094i,-0.0030085-3.2341e-05i,-0.0029041+0.0018562i,-0.0011846+0.0029707i,-0.00054783+0.0029015i,1.549e-05+0.0017709i,0.0012201+0.0003122i,0.0013331+1.0377e-06i,0.0010208+0.00060911i,0.00045699+0.00056486i,0.00085465+6.3308e-05i,0.0021119-0.00059125i,0.0018069-0.0022581i,0.00075096-0.0032625i,0.00033878-0.0041818i,-0.00022012-0.0046671i,-0.00067689-0.0029959i,-8.0494e-06-0.00033261i,0.00068094-0.00018144i,0.00063206-0.00055604i,0.00037764-0.0012322i,0.0004764-0.0020425i,0.0006131-0.0011858i
-0.00023698-0.001652i,-0.00072563-0.0007179i,-0.0020374-0.0009948i,-0.0033127-0.0012353i,-0.0033882-0.00081981i,-0.0018298-0.00098124i,-0.0001756-0.0009514i,0.00080876-0.00069696i,0.00056429-0.00023593i,0.00029815+0.00035092i,0.0013324+0.00040933i,0.0020001+0.00027036i,0.0014383+0.0003095i,0.0011436+0.00023032i,0.0028922+0.00067826i,0.0040536+0.001076i,0.0021079+0.00071689i,-0.00037574+0.00059051i,-0.00095495+0.00076039i,-0.00037734-0.00044619i,-0.00029275-0.0015287i,-0.00093115-0.00094791i,-0.0015161+0.00028117i
-5.2073e-05-0.00058682i,-0.00084182-0.0015949i,-0.0015955-0.0013483i,-0.0015059+3.8582e-05i,-0.0013694+2.7287e-06i,-0.00086833+0.00070288i,-0.0004096+0.0011848i,0.00017933+0.00035994i,0.00051235-0.00052107i,0.00029135-0.0010318i,0.00013435-0.00021528i,0.00049313+0.00079991i,-0.00023991+0.0011417i,-0.0017469+0.001304i,-0.0023168+0.0012081i,-0.0018088+0.0011384i,-0.00051955+0.001258i,0.00028062+0.0017756i,0.0010094+0.0023969i,0.00152+0.0031904i,0.0010218+0.0025914i,0.0003143+0.00095318i,0.00020716+0.00037332i
-0.00070557-0.00045906i,-7.9469e-06-0.00053979i,0.00073803-5.2552e-05i,0.00069924-0.00022357i,0.00062137-0.00083326i,-0.00016102-0.00013337i,-0.00095622-0.00019459i,-0.00013924-0.0012744i,0.0011185-0.0013192i,0.0011814-0.0007239i,0.00054527-0.00058464i,0.00018809-0.0012199i,-0.00018753-0.0015721i,-0.00088504-0.0020969i,-0.001866-0.0026028i,-0.0025864-0.002559i,-0.0011479-0.0013555i,0.00055162-0.00021296i,-0.00031462-0.00018602i,-0.0014094-0.00059348i,-0.00054217-0.00057583i,-8.938e-05-0.0009419i,-0.00033962-0.0017861i
-0.00022623+0.0032628i,-0.00045259+0.0024564i,0.0001267+0.0034799i,0.0009981+0.0029159i,0.00073617+0.00039898i,0.00021909-0.00052569i,0.00056843-0.00057582i,0.0020628-0.0012152i,0.0025166-0.0015632i,0.0022345-0.0013975i,0.0019916-0.0015622i,0.0020501-0.0012405i,0.0018069-0.0010671i,0.0022631-0.00064736i,0.0040363-0.0011746i,0.0045075-0.0022102i,0.0019212-0.0017875i,-0.00041753-0.00064347i,-0.00095648+6.364e-05i,-0.00085681-0.00019267i,-3.1043e-05-2.8528e-05i,0.00055045+0.00057579i,-0.00056569+0.00092683i
0.0022736-0.0012667i,0.0017761-0.0013212i,-0.00068751-0.001581i,-0.0027657-0.00096279i,-0.002648-0.00052687i,-0.0012631+0.00081597i,-0.00078618+0.0020675i,0.00038684+0.0013175i,0.0019301-0.00046613i,0.0021791-0.00067154i,0.0016631+0.00027882i,0.0010234+0.0011315i,0.00060527+0.0018495i,0.00057862+0.0020225i,0.00093251+0.0024315i,0.0017157+0.0025049i,0.0018823+0.0018209i,0.00071001+0.00018974i,-5.6758e-05-0.00033939i,0.0010127+0.00025095i,0.0019631+0.00053324i,0.0014844+0.0009889i,0.00083499+0.00084127i
0.0016449-0.0019785i,0.0011643-0.0017i,0.0009739-0.0030684i,0.0011139-0.0035816i,-0.00036234-0.0025243i,-0.0012421-0.0011385i,-0.00089271-0.00056344i,0.00052303-0.00066457i,0.0014958-0.0010543i,0.00090197-0.0011532i,-0.00040723-0.00065237i,-0.0014665+0.00026754i,-0.0023139+0.000939i,-0.0032944+0.0005786i,-0.003518+0.00010359i,-0.0029592+0.0005539i,-0.0014271+0.0016402i,-9.6823e-05+0.0015983i,-0.00066585+0.00045845i,-0.0011039+0.00024514i,-0.0013595-9.9102e-06i,-0.0015956-0.00062554i,-0.00090498-0.0006432i
0.00096448+7.5006e-06i,0.00092242-0.00065938i,0.0024807-0.001469i,0.0019881-0.0018416i,-9.8429e-05-0.0013465i,-0.001269-0.0001167i,-0.000609+0.00012815i,0.00043734+0.00063102i,0.0011529+0.0007308i,0.0015741-0.00063591i,0.0011304-0.0012518i,0.00060528-0.0014925i,0.00027616-0.0018346i,-8.6126e-05-0.0027895i,0.00079588-0.0035214i,0.0013731-0.0033598i,0.0010694-0.0019237i,0.00087474-0.00019474i,-8.4806e-06+0.00016255i,-0.00039053-0.00025385i,0.00020998-0.00088166i,0.00061406-0.0010671i,0.00013017-0.00046001i
0.00097758-0.00058123i,0.00047167-0.00012097i,-0.00023013+0.0011192i,-0.00073796+0.0019981i,-0.00093821+0.0015354i,-5.8954e-06+0.0014428i,-0.00023365+0.0014788i,-0.00044507+0.00058707i,0.00065648-0.00066351i,0.0013568-0.00082878i,0.0010316-0.00052006i,0.00069353-0.00090322i,0.0011565-0.0014317i,0.0023819-0.00069571i,0.0036083+0.0011154i,0.0032994+0.0015026i,0.0015759+0.00044907i,0.00043506+0.00015936i,0.00054558+0.00037598i,0.001665-0.00021047i,0.0024342-0.001253i,0.0018125-0.0012169i,0.0013692-0.00058893i
-0.00088714-0.0021074i,-0.0012607-0.0022398i,-0.0019072-0.0026616i,-0.0013512-0.0016644i,-0.00065633-0.00098112i,-0.00062658-0.0018418i,-0.00079228-0.0017057i,0.0002658-0.00089312i,0.00091797-0.0011603i,0.00015847-0.00083519i,-0.00033323+0.00057126i,0.00021592+0.00097188i,0.00034921+0.00056064i,-0.00078499+0.00076733i,-0.00091497+0.0017318i,-0.00023479+0.0017138i,0.00022062+0.00088772i,0.00052293+8.0286e-05i,0.00041763+0.00048952i,0.00025387+0.001294i,-0.00030737+0.00088124i,-0.001404+0.0004844i,-0.0017546+0.00051055i
0.0011872-0.0001832i,0.0012637+0.0012272i,-0.00027716+0.0014623i,-0.0014335+0.0013161i,-0.001571+0.0018884i,-0.0010278+0.0024431i,-0.00070022+0.0018447i,0.00013255-0.00029777i,0.00090766-0.0016938i,0.0005476-0.0016984i,-6.6488e-05-0.0016876i,-0.00060588-0.0018719i,-0.00092161-0.0019951i,-0.0013066-0.0029205i,-0.0008207-0.0034579i,-0.00049192-0.0031022i,-0.0010795-0.0021178i,-0.0013245-0.0006287i,-0.0012452-0.0001844i,-0.0013773-0.00016339i,-0.0012682+0.00024084i,-0.0005737-0.00026757i,-0.00015504-0.0013153i
-4.1641e-05-0.0018457i,-0.00080689-0.001555i,-0.0014604-0.0019495i,-0.0011123-0.002737i,-0.0010094-0.002338i,-0.00096221-0.0012219i,-0.00023006-0.00073477i,0.00068074-0.001003i,0.0011298-0.0020811i,0.00097611-0.0023176i,0.00072641-0.0010648i,0.00060245-0.00078797i,0.0014998-0.0014733i,0.0023789-0.0012392i,0.0032004-0.00027691i,0.0030277-4.0413e-05i,0.0012809-0.00095557i,0.00065077-0.00099291i,0.00061097-0.00075628i,0.0010659-0.00117i,0.0014714-0.00097249i,0.00081795-0.00072176i,0.00063215-0.00083006i
0.00041526-0.00082607i,-0.0014216+7.2971e-05i,-0.0035126+0.00099592i,-0.0030117+0.00089785i,-0.0012157+0.00036171i,-0.00091892-0.00053396i,-0.00085036-0.00072475i,0.00032583-0.00073079i,0.00072409-0.0011018i,8.6705e-05-0.00084822i,-9.7711e-05-0.0002789i,0.00058999-7.6057e-05i,0.0012395+0.00071489i,0.0014417+0.0027979i,0.0017542+0.0042227i,0.0019265+0.0035032i,0.0015583+0.0015715i,0.00032275+0.00071186i,0.00012797+0.00079387i,0.00069615+0.001123i,0.00047923+0.0013168i,5.0556e-05+0.0016065i,0.00028531+0.0010652i
0.00015064-0.00096596i,-0.00011435-0.001621i,9.9334e-05-0.0031059i,-1.8038e-05-0.0027732i,-0.0011448-0.00021342i,-0.00078289+0.00058958i,0.00040535+2.3348e-06i,0.00047112+0.00018489i,0.0002205+0.00018971i,0.0005091+5.9847e-06i,-0.00015143+0.0007385i,-0.00114+0.00089246i,-0.0013552+0.0009523i,-0.0018474+0.00058587i,-0.0026645-0.00036422i,-0.0022279-0.00049412i,-0.00053084-0.00074682i,0.0010173-0.00053507i,0.00050736+0.00051385i,-0.00087434+0.00082034i,-0.00063259-4.5077e-05i,-0.00047254-0.00082819i,-0.00089544-0.00012777i
0.0014397-0.00030862i,0.0021981+0.00071746i,0.0032716+0.0011759i,0.0030173+0.00047185i,0.0017166-0.0010831i,0.00097276-0.0013515i,0.0016017-0.00058426i,0.0020379-0.00090927i,0.001954-0.0011497i,0.0011974-0.00079801i,-2.0271e-05-0.00095119i,-0.00040794-0.001468i,-0.00033581-0.0017944i,-0.00048579-0.0020086i,-0.0007714-0.0020804i,-0.0005194-0.0011274i,-0.00082882-0.00032866i,-0.0014037+3.8468e-05i,-0.0011458+0.00023586i,-0.00032662-0.00047628i,6.2098e-06-0.0011185i,-0.00047782-0.0013885i,-0.00052248-0.001528i
-0.00024591+0.0011967i,-0.00046954+0.0018414i,-0.0018225+0.0023058i,-0.0020163+0.0012165i,-0.0015601+0.00064473i,-0.0019934+7.8022e-06i,-0.0019384-0.00021825i,-0.00095867-0.00027341i,9.4334e-05-0.0011916i,0.00077371-0.00062951i,0.00076962-0.00014176i,0.0014466-0.00076126i,0.0021296-0.00077723i,0.0024369-0.00011025i,0.0023319+0.00058968i,0.0022116+0.00010099i,0.0015579-0.001096i,8.9817e-05-0.00039945i,0.00013988+0.00097456i,0.00041712+0.0012334i,-5.267e-06+0.00049694i,0.00020985+0.0011088i,0.00044867+0.0018506i
-0.00025241-0.00050775i,-0.00062784+0.00066802i,-0.00093314+0.0011791i,-0.00090307+0.00055754i,-0.00027315+0.00085729i,-0.00068189+0.0015354i,-0.00038173+0.0011018i,0.00117+0.0001244i,0.0014399-0.00017042i,0.0010964+0.00018616i,0.0014313+0.00031554i,0.0010369+0.00055422i,6.4371e-05+0.00020422i,-0.00016023+0.00022086i,-0.00018802+0.00064081i,-0.0006978-0.00023924i,0.00061516-0.0010293i,0.0014124-0.00040995i,0.00011335+0.00097176i,-0.00041306+0.0016905i,-0.00047938+0.0011988i,-0.00049631+0.00074513i,-0.00073319+0.00063586i
-0.0011775-0.0015032i,-0.0023726-0.0025063i,-0.0022136-0.0032648i,-0.0008885-0.0027439i,-0.00028881-0.0018492i,-0.00056745-0.0018787i,-0.00034173-0.0014902i,0.00044878-0.0012532i,0.00053286-0.00064718i,0.0004592-0.00023076i,-4.2286e-05-0.00025186i,-0.000845-0.00063826i,-0.00091781-0.00054631i,-0.0012225-0.00012223i,-0.0013211-0.00028259i,-0.00068804-0.00020537i,-0.00034729+0.00023311i,-0.00037833+0.0011822i,0.0003973+0.0014377i,-2.653e-05+0.0005417i,-0.00056885-8.3316e-05i,-0.00068068-1.1642e-06i,-0.0010288-0.00022685i
0.0010403-0.00034925i,0.0012477+0.00044487i,0.0016311+0.001516i,0.0010594+0.0024589i,-0.00046083+0.0028286i,-0.0019355+0.0013859i,-0.001836-0.0004649i,0.00021477-0.0005354i,0.0017911-0.00033068i,0.001463-0.00047065i,0.000951-0.00054643i,0.0010232-0.00087293i,0.00097499-0.0012302i,0.0016371-0.0017246i,0.0019903-0.0022747i,0.0011493-0.0024048i,1.7709e-05-0.0013296i,-0.00041433+0.00018123i,0.00053387+0.00039777i,0.0021362+0.00012403i,0.0026663+0.0009554i,0.0018816+0.0018716i,0.00070835+0.0012492i
-0.00096866-0.0010122i,-0.0021527-0.0011809i,-0.0024787-0.0015036i,-0.0019737-0.0013232i,-0.00097142-0.00052396i,-0.00071366+0.00034194i,-0.00049651-5.5403e-06i,0.00062029-0.00054906i,0.0018708-0.000713i,0.0018357+0.00015161i,0.001894+0.0012979i,0.0016498+0.00083775i,0.00099107-0.00039182i,0.0010914-0.001065i,0.00082861-0.00063979i,0.00081779-0.00060749i,0.00078483-0.00179i,0.0003293-0.0016674i,7.3996e-05+0.00027692i,0.00043199+0.0016312i,0.00034325+0.0012217i,-0.00041088+0.00025208i,-0.00047771+0.00049572i
0.0027691-0.0013119i,0.0028025-0.0027795i,0.0034718-0.0047195i,0.0024053-0.0043134i,-0.00023507-0.0026844i,-0.0015149-0.0015407i,-0.0008429-0.00022155i,0.00053144-9.643e-07i,0.0010757-0.00073648i,0.00046228-0.00086875i,-0.0010259-0.00016851i,-0.0015015+0.00068047i,-0.000116+0.00076044i,0.0004706+0.0012195i,-0.00011023+0.0016647i,8.0277e-05+0.0011895i,0.0012383+0.0018791i,0.0010599+0.0020985i,0.00064838+0.0012476i,0.00029861+0.0012835i,-0.00046546+0.0010451i,-0.0010203+6.934e-06i,-0.0012719-0.00022734i
-0.00034283+0.00017369i,-0.0010102+0.00086311i,-0.0016393+0.0011698i,-0.0014359+0.001578i,-0.0012538+0.0019393i,-0.0018995+0.0017091i,-0.001589+6.3074e-05i,-0.00052668-0.0016484i,0.00026194-0.0013339i,0.00043702-0.00081234i,-0.00030843-0.00059757i,-0.00060236-0.0008291i,-0.00067229-0.00102i,-0.00075439-0.001184i,-0.00068835-0.001427i,-0.0010473-0.0011416i,-0.0011458-0.00012245i,-0.00077157+0.00027872i,-7.9696e-05-0.00062033i,0.0004823-0.001509i,0.00088779-0.00090447i,0.00088206-0.00011246i,0.00098695+0.00010131i
0.00063005+0.001636i,0.00097429+0.0016958i,0.0013538+0.0012312i,0.001356+0.00054624i,0.0010716+1.5754e-05i,0.00087694-0.00053362i,0.00054011-0.00040022i,0.00062892-0.00097069i,0.0010801-0.0012896i,0.00084737-0.0010948i,0.00082942-0.0011593i,0.0013086-0.0012555i,0.0015194-0.0011991i,0.0016721-0.00090952i,0.0021156-0.00089256i,0.001501-0.0012308i,0.000103-0.0011524i,-0.00025487-0.00056179i,0.00023316+0.00035342i,0.0010144+0.00082654i,0.0010695+0.00038125i,0.00046662+0.00035084i,0.00052099+0.001034i
-0.0014226+0.00018856i,-0.003129+0.00035068i,-0.0040781+0.0016933i,-0.0022767+0.0026917i,-0.000863+0.0019172i,-0.00077693+0.00043188i,-0.00064527-0.00039146i,0.00012744-0.00047238i,0.0013083-0.0004975i,0.0019376-0.00041208i,0.0022515+0.00017705i,0.0019202+0.00016356i,0.0008906+0.00046323i,0.00084869+0.0012492i,0.0012514+0.00083028i,0.0018686+0.00099539i,0.0023443+0.0015437i,0.0018565+0.0010748i,0.0011024+0.0016348i,0.00051673+0.0022003i,-0.00015809+0.0015339i,-0.00021164+0.00057491i,-0.00049306-2.9575e-05i
0.0025705-0.002583i,0.0023626-0.0034628i,0.0028566-0.0053639i,0.0017243-0.00498i,0.00021849-0.0015874i,-0.00034069+0.0012029i,-0.00015856+0.0015413i,0.00093047+0.00033826i,0.0010114-0.00071028i,-0.00038377-0.0010171i,-0.0015654-0.00070073i,-0.0015242-0.00046101i,-0.001249-0.00084823i,-0.0014634-0.00028102i,-0.0015257+3.1794e-05i,-0.0013005+0.00080401i,-0.0011989+0.0020038i,-0.0010583+0.0014369i,-0.0008397+0.00012848i,-0.00067586-0.00057847i,-0.00039399-0.00083742i,-0.00054297-0.0012134i,-0.00088353-0.0012743i
0.00068422-0.00053641i,0.0010309+0.00055745i,-0.00038676+0.00044503i,-0.0018338+7.7202e-05i,-0.0024872+0.00048845i,-0.0023737+0.00011143i,-0.001487-0.00087583i,-0.00039637-0.00097009i,3.9853e-05-0.00063832i,0.00022232-0.00062026i,0.00086544-0.0010337i,0.0014648-0.001493i,0.00063429-0.00181i,0.0001329-0.0018899i,0.00014445-0.0015578i,-0.0010957-0.0018575i,-0.0019836-0.0022794i,-0.0011775-0.0011749i,0.00046646+0.00090111i,0.0014583+0.0014371i,0.00089201+0.00078878i,-5.0576e-05+0.00065497i,0.00042709+0.00038117i
0.0016749-0.0023399i,0.00030542-0.0020322i,-0.0019677-0.0050266i,-0.0032742-0.0050921i,-0.0038166-0.0025135i,-0.0032279-0.00034217i,-0.0014995-0.00026451i,-0.00051934-0.0010347i,-0.0004285-0.00076263i,-5.7314e-05-0.00051168i,0.00027386-4.3513e-05i,0.0012009+0.00030787i,0.001913+0.00045319i,0.0015135+0.00083333i,0.0019401+0.00068223i,0.0031547+0.00019565i,0.0032276-0.00041002i,0.0023281-0.00086422i,0.0012966-0.00043454i,0.0002367+0.00032056i,-0.00062028+0.00036233i,-0.00066806+0.00034836i,-0.0003036+0.0013615i
-0.00059351+0.0006931i,-0.0015787+0.00042146i,-0.0014011+0.000989i,-0.00048752+0.0019438i,-0.00051499+0.0021661i,-0.00035859+0.0011317i,7.4714e-05-0.00014817i,0.00050957-0.0010455i,0.00055869-0.0010871i,6.6033e-05+0.00015103i,0.00061584+0.0013826i,0.0008091+0.00066931i,0.00062433+0.00035001i,0.00019346+0.0012874i,-0.00039951+0.002106i,-5.5991e-05+0.0035776i,0.0007567+0.0039571i,0.0002361+0.0021116i,-0.00091517+0.0010779i,-0.00035326+0.00078713i,-4.3736e-05-0.00016455i,-0.00034312-0.00034269i,-0.00030112-0.00033454i
0.00070624-0.0037239i,0.0009338-0.0041902i,-0.00050129-0.0046266i,-0.0018451-0.0024677i,-0.0019121-0.00058065i,-0.0022948-0.00029813i,-0.0018248-7.0925e-05i,0.00016626-0.00028332i,0.001018-0.0010869i,-2.2014e-05-0.0006102i,-0.00063848+0.0008514i,-0.00025925+0.00087495i,-0.00028349+6.8534e-05i,-0.00074526+7.1192e-05i,-0.00057726+0.00042817i,-0.0011165+0.00034113i,-0.0024169-0.00042506i,-0.0014879-0.00057176i,0.00047403+1.7105e-05i,0.00038883+0.00053548i,-7.869e-05+0.00044629i,0.00080287+9.0324e-05i,0.00090896-0.00033284i
-0.0014542+0.00052202i,-0.00091241+0.0010362i,-0.00071602+0.0022086i,0.00015893+0.0024223i,0.00044841+0.0018239i,-1.1215e-05+0.0014368i,-0.00046613+0.00062876i,-0.00056253+0.00024076i,-0.00030569+4.0693e-05i,0.00029976-0.00057127i,0.0012958-0.0011483i,0.0011802-0.0010504i,0.00038128-0.00057299i,0.0012709-0.00080639i,0.0024701-0.0012679i,0.0024082-0.0016808i,0.0014132-0.0020669i,0.00020014-0.0016557i,-5.2561e-05-0.00029601i,0.00055001+0.00021891i,0.0010419+0.00034502i,0.0010582+0.0010694i,0.0010581+0.00052013i
-0.0010223-0.00029073i,-0.0012598-5.7091e-05i,-0.0016532-0.00083059i,-0.001851-0.0010721i,-0.0011063-0.00056319i,0.00017798-6.9969e-05i,0.00039349+0.00058726i,0.00022344+0.00017274i,0.00076577-0.00072881i,0.0016312-0.00050393i,0.0011546-1.2543e-05i,0.00059159+0.00022128i,0.00061233+0.0010694i,0.00066868+0.0011454i,0.0015676+0.00089697i,0.002366+0.0014507i,0.002508+0.0023973i,0.0024085+0.0030372i,0.00094743+0.0020962i,0.00010038+0.00085904i,0.00017167+0.00035991i,0.00013183-0.00025417i,0.00019086+0.00045072i
