-0.0014867+0.0014676i,-0.0021501+0.0020364i,-0.0033314+0.0014202i,-0.0024989+0.00024282i,-0.002104+1.2736e-05i,-0.0022208+0.00039083i,-0.0014018+0.0013643i,-0.00061519+0.0018863i,0.00027011+0.0011073i,0.0012885+7.6925e-05i,0.0010332-0.00066335i,0.00035347-0.00076355i,0.00039955-0.00060979i,0.0007593-0.00073431i,0.00023466-0.0011432i,-0.00041594-0.00099459i,-0.00053977-0.00048533i,-0.0014692-0.00074105i,-0.0014852-0.00076427i,-0.0005907-0.00011464i,-1.7818e-05+0.00029668i,0.00012791+0.0003569i,0.00049302+0.0012957i
0.00072805+0.0018689i,3.6122e-05+0.0022834i,0.00042709+0.0028454i,0.0010115+0.0024744i,0.00079861+0.0015644i,0.00086296+0.00076602i,0.00066131+0.00048692i,0.00022624+0.00046626i,0.00043183+0.00069655i,0.0010029+0.00098951i,0.0011207+0.00097225i,0.00085983+0.00054721i,0.00071043-0.00031127i,0.00057599-0.0010583i,7.0158e-05-0.00081604i,-0.00037773-0.00032227i,-0.00065602-0.00012704i,-0.00084005+8.1075e-05i,-0.0010421+0.00038504i,-0.00092764+2.7093e-05i,-0.00032441-0.00054092i,0.00025605+0.00029639i,0.00015437+0.0005348i
-0.0021854+0.00040024i,-0.0024506+0.00077795i,-0.0019477+0.0006892i,-0.0022544+0.00091025i,-0.00209+0.0013916i,-0.00071382+0.0019471i,8.8212e-06+0.0019813i,5.8077e-05+0.00089723i,0.00044986+4.6294e-05i,0.0004232-0.00043152i,0.00019399-0.00033313i,0.0008027+0.00027727i,0.00066284+0.00061859i,4.2309e-05+0.0003599i,-0.00034449+5.3123e-05i,-0.00031344+5.5066e-05i,-0.00043297+0.00017998i,-0.00060933+0.00049734i,0.00024203+9.9343e-05i,0.0010725-0.00067894i,0.00045051-0.00085062i,-0.0010124-4.3879e-05i,-0.0012757+0.00081356i
9.5336e-06-0.0028957i,-0.00010659-0.003483i,-0.00045948-0.0033451i,-0.00134-0.0020906i,-0.0013678-0.0011057i,-0.00066269-0.00019019i,-0.00015383+0.00077978i,0.00022364+0.00058966i,0.00053766+0.00059556i,0.00047058+0.00059816i,-0.00025613+0.00052286i,-0.00071417+0.00064887i,-0.00030992+0.00070669i,0.00046965+0.00016177i,-0.00035278-0.00057994i,-0.0015148-0.00070421i,-0.00083602-0.00053076i,-0.0001941-0.0006805i,-0.00014874-0.00065975i,-0.00030405-0.00055229i,-0.00076593-0.00076692i,-0.00086136-0.00065988i,-0.00088334+0.00025365i
0.0032857-0.00032915i,0.0024221-0.00011229i,0.00098459-0.00048217i,6.1195e-05-0.00080716i,-0.00032596-0.00046105i,-0.0002742+0.0011233i,0.00025978+0.0018001i,0.00021052+0.001235i,0.00039801+0.00095353i,0.00018635+0.00027414i,0.00013733-0.00080762i,0.0003464-0.0013131i,0.00051864-0.0010796i,0.00061785-0.0004036i,0.00021508+5.5053e-05i,-0.00014519+0.00024559i,-0.00043821-9.8914e-05i,-0.00034065-0.00037917i,-4.6382e-05-0.00017066i,0.00033277+0.00023575i,0.00011142+1.2117e-05i,-0.00062858+2.5333e-05i,-0.001245-0.00037279i
-0.00067587-9.0514e-05i,9.7731e-05-8.8792e-05i,0.0010773-0.00162i,0.00089247-0.0025371i,-1.1519e-05-0.0014316i,-8.4518e-05+0.00033982i,0.00011929+0.00063368i,0.00036139+0.00056848i,0.00068061+0.00019419i,0.00087298-0.0010166i,0.0012371-0.00096669i,0.0019138+0.00076325i,0.0014224+0.0012299i,0.00039903+0.00012128i,-4.126e-05-0.00051733i,-0.0004448-0.00033532i,-0.00025042-0.00025584i,0.00012057-0.00049506i,-0.00039458-0.00026842i,-0.00087714-0.00052336i,-0.00036647-0.0006271i,2.6651e-05+3.0669e-06i,-0.00056716+4.8955e-06i
-0.00097773-0.00050515i,-0.00067377-0.00075843i,7.5354e-05-0.00058277i,0.0001247-5.4336e-05i,0.00011182+0.00070661i,-0.00025277+0.0013812i,-0.00047087+0.0011932i,-0.00038312+0.00068133i,-0.00020006+0.00072239i,0.00038715+0.00021181i,0.0011556-0.0009771i,0.0012259-0.00080068i,0.00096707-0.00040432i,0.00040013+0.00046965i,-0.00040888+0.00050338i,-0.00036324+0.00020241i,-0.00031371+0.00057483i,-0.00054205+0.00010545i,-0.00027936-0.0003656i,-3.176e-05+0.00020245i,0.00015295-0.00025741i,0.00015795-0.00087825i,0.00016492-3.8684e-05i
0.0035038-0.00095141i,0.0031833-0.0010205i,0.0026676-0.0010169i,0.0015605-0.0020575i,-6.1183e-05-0.0027776i,-0.00067326-0.0018449i,-0.00066764-0.00017395i,-0.00023703+0.00060831i,0.00063473+0.00069394i,0.0013609-0.00020278i,0.0014134-0.0011521i,0.00049009-0.0010692i,-0.00015554-0.00046584i,-0.00062112-0.00018294i,-0.00090578-0.00026686i,-0.00067421-0.00075717i,-0.00066148-0.00091111i,-0.00095794-0.00049213i,-0.00065804-0.00024956i,-0.00031244-0.0011215i,-0.00074914-0.0021259i,-0.00093538-0.0013293i,-0.00057401+0.00027169i
0.00056221-0.00045728i,-0.00042773+0.00038476i,0.00011268+0.00031478i,0.00080498-0.00060572i,0.00058253-0.00039177i,0.00066852+0.00033972i,0.00021522+0.00086343i,-0.00039503+0.00082521i,-0.00048865+0.0004343i,-0.00020101-0.00059652i,0.00050411-0.0010261i,0.0007561-0.001435i,2.0548e-05-0.0010401i,-0.00034738+0.00040961i,-4.0587e-05+0.0004601i,-0.00090393-0.0007294i,-0.0014483-0.0015986i,-0.0011465-0.0012275i,-0.0010835-0.00042351i,-0.0011574-0.00011615i,-0.00014638+0.00022701i,0.0010303+0.00032172i,0.0012352+0.00038747i
0.00067307+0.00010494i,0.0016414-0.00035861i,0.0023436-0.00019939i,0.0015018+0.00054686i,0.00029297+0.00052563i,-5.0283e-05+0.00018154i,0.00012939+0.00020327i,0.00028106+0.0012434i,0.00044121+0.00080925i,0.00046648-0.00032263i,0.00010457-0.00025993i,-6.2393e-05-0.00064099i,0.00074182-0.001437i,0.0011297-0.00087964i,0.00010288-2.3265e-06i,-0.00071437-0.00061647i,-0.00053519-0.00076737i,-0.00016156-0.00035175i,1.8092e-05-0.00048639i,-8.6036e-05-0.0003308i,-0.00035188-0.00041887i,0.00011807-0.00014543i,0.00031605+0.00045227i
0.0014384+0.00064227i,0.00071348+0.0013377i,0.0010768+0.0010252i,0.0010025-0.0003414i,0.00048617-0.00026318i,0.0002079+0.00086271i,-4.5289e-05+0.0016331i,-0.0002839+0.0012043i,-7.8597e-05+0.00053075i,0.00049663+0.00047696i,0.00091063+0.00032562i,0.0011335-3.2548e-05i,0.0012453-0.00066109i,0.00048515-0.00080749i,-0.0010105-0.00040369i,-0.0012865-0.00023498i,-0.00030488-0.00030108i,0.00057077-0.00046056i,0.00084851-0.00023585i,0.0006559-5.597e-05i,0.00016356+0.00051991i,0.00051381+0.0013635i,0.0010714+0.0012108i
-0.00028953+0.001952i,-3.9952e-05+0.001458i,2.1255e-06+0.00082429i,0.0012383+0.00037083i,0.001603+0.00029874i,0.00050418+0.00071935i,0.00027867+0.00089552i,0.0006401+0.00020362i,0.0010276-1.6558e-05i,0.0014569+0.00054324i,0.0012077+3.5275e-05i,0.00067891-0.00061694i,0.00092701-0.0012017i,0.0007125-0.0014364i,0.00042741-0.0012561i,0.00031866-0.00080691i,-0.00065545-0.00083743i,-0.0013936-0.0011156i,-0.0012001-0.00073515i,-0.00027599-0.00084281i,0.00057435-0.00073147i,0.00037998+0.000367i,-0.00039983+0.0004685i
-0.00016794+4.8497e-05i,0.00079743-0.00012698i,-7.7508e-07-5.6702e-05i,-0.00034583+0.0014041i,0.0005793+0.0021413i,0.00054216+0.0010727i,0.00043774-0.0001684i,0.00022533-0.0004478i,-0.00034163-0.00041183i,0.00046642-0.00014142i,0.001548+0.00049299i,0.0014648+0.0011622i,0.00068739+0.00049369i,-3.2767e-05-0.00012198i,-0.00026087-0.00015282i,-0.00039375-0.00067515i,-0.00021908-0.00076811i,0.00038356-0.00023554i,0.00079626+0.00033504i,0.0010742+9.7114e-05i,0.00065339+0.00029916i,0.00011537+0.00059883i,0.00021109-0.00017515i
-0.00069628+0.0011861i,-0.00017201+0.001579i,0.00011953+0.0025603i,0.0003841+0.0017916i,0.00076512+0.00092062i,0.00026541+0.00028695i,-0.00040013+0.00042923i,-0.00012474+0.00033874i,0.00033483-0.00039514i,0.00022239-0.00027951i,-0.00016243+0.00023153i,0.00022016+0.00037458i,0.00096898+8.9988e-05i,-0.00012471-0.00015904i,-0.00083994-0.00019764i,-0.00033233-4.8587e-05i,0.00025761-0.00056868i,0.00021829-0.00042633i,1.4838e-05+6.0355e-05i,-1.8268e-05-0.00044129i,0.0002288-0.0002009i,0.00039533+0.00045735i,-0.00034767+0.00035455i
-0.00079189-0.00067632i,-0.00035228+9.2417e-05i,-0.0012908-0.00028249i,-0.0012388+2.3137e-05i,-0.00047236+0.0013337i,0.00067941+0.001395i,0.0012414+0.0014572i,0.00087518+0.00099854i,0.00025232+0.00052183i,-9.2562e-05+0.00044722i,0.00036604-0.00014339i,0.0010187-0.00019111i,0.00088797+0.00030195i,-0.0003094+0.0010058i,-0.00092288+0.0013081i,0.00023112+0.00062612i,0.00031686-3.4815e-05i,-0.00057016-0.00019391i,-0.00082886-0.00022694i,-0.00033048-0.00044317i,-0.00029228-0.0011412i,-0.00073551-0.00074096i,-6.6124e-06-0.00019284i
-0.0011408-0.0020138i,-0.0017608-0.0025862i,-0.0029549-0.0017575i,-0.0028966+0.00063238i,-0.0014202+0.0013584i,5.5051e-05+0.00037659i,0.00018153+0.00047404i,0.00013355+0.00082417i,0.00044499+0.00026779i,0.00060673-0.00050563i,0.00058786-0.0009012i,9.4315e-05-0.0010013i,-0.00020786-0.00076878i,-0.00065649+3.4298e-05i,-0.00095165+0.00056382i,-0.0010359+0.00018999i,-0.0010137-0.0004437i,-0.00044679-0.00075638i,0.00068172-0.00041307i,0.00074111+0.00024112i,1.7085e-05+0.00029347i,-0.0003086+0.00013562i,-0.00038697-2.9947e-05i
0.0004135+0.00077397i,0.0012121+0.0006836i,0.0015673+0.00074027i,0.0017584+6.7169e-05i,0.0020833+0.00047944i,0.00080845+0.00114i,-3.7642e-06+0.00086663i,0.0005098+0.00067964i,0.00042167+0.00084787i,0.00029228+0.00054663i,0.00045861+0.0002607i,0.00091163-0.00012209i,0.00065279-0.0006463i,-0.00010347-0.0012568i,-0.00050092-0.0010349i,-0.0012686-0.00028989i,-0.0016095-0.00056767i,-0.0007253-0.00090641i,6.7916e-05-0.00043559i,-0.00010538-6.3206e-05i,-0.00020325-4.8504e-05i,-0.00046151-6.5106e-05i,-0.00036575+0.00060201i
0.00070009-0.0013275i,0.00016463-0.0012186i,-0.0010031-0.00062504i,-0.0016028+0.00027328i,-0.0015123+0.0010617i,-0.00067201+0.0011787i,-2.1309e-05+0.001013i,0.00032227+0.00045908i,0.00024378+7.461e-05i,0.00050526+0.00048909i,0.0009316-0.00020601i,0.00045943-0.00022024i,-0.00022604+0.00073157i,-0.00032024+0.00020983i,0.0004284-0.00042853i,0.00045818-0.0005651i,-0.00036491-0.00034045i,-0.0010935-0.00012517i,-0.001188-0.00056553i,-0.00081392-0.00067827i,-6.9206e-05-0.0005642i,0.00048227-0.00011353i,0.0007907+0.00027295i
-0.0004143-8.5494e-05i,-0.0014764+0.0014129i,-0.0013579+0.0012042i,-0.00098265-0.00030372i,-0.00053035-0.00033593i,-0.0010319+0.00034891i,-0.000956+0.0010937i,-0.00056311+0.0011135i,0.00013247+0.00018261i,0.00061032-0.00012275i,0.00064974+0.00026798i,0.00091902+0.00010633i,0.00034409-3.7357e-05i,0.00026926-9.6326e-05i,0.0007441-0.00044679i,0.00019249-0.00092085i,-0.00023531-0.0010213i,0.00020683-0.0004354i,5.0021e-05+7.9251e-05i,-0.00052292-6.962e-05i,-0.00054042-0.00048435i,-0.00063801-0.00016454i,-0.00073093+0.00033193i
0.00075946-0.00096418i,0.00058895-0.0018415i,0.00025697-0.002029i,-0.00063689-0.00090432i,-0.00099983-7.0215e-05i,-0.00047366+0.0012708i,-0.00042176+0.0021611i,-0.00031765+0.0016271i,0.00019307+0.0007614i,0.0010083+0.00078148i,0.00087098+0.00022897i,-3.0459e-05-0.00123i,-0.00020278-0.0015943i,-0.00034531+2.5294e-05i,-0.00043246+0.001419i,-0.00072167+0.0010513i,-0.00089228-0.00027309i,-0.00045844-0.00086661i,-0.00037192-0.00025853i,-0.00060269-7.0345e-05i,-0.00070275-0.00015652i,-0.00044429-9.907e-05i,-0.00019563+6.9227e-05i
0.0030562+0.00019502i,0.0039361+2.9302e-05i,0.0040135+8.3432e-05i,0.0025-0.00051102i,0.00089622-0.0010249i,-0.00063064-0.000102i,-0.0011302+0.00078321i,-0.00038483+0.00078066i,0.00023853+0.00074911i,0.00062639+0.00012362i,0.0010977-0.00078208i,0.00092306-0.00077023i,0.00063499-0.00073918i,-0.00018488-0.0012047i,-0.00047617-0.0010357i,-0.0003316-0.0009017i,-0.00061795-0.00093232i,-0.00067263-0.00089366i,-0.00057607-0.00082499i,-0.00073162+4.021e-05i,-0.0010093+0.00093077i,-0.0010393+0.00040528i,-0.00058259-0.0004793i
0.00039878+0.00088739i,0.00029712+0.0014127i,-0.00073504+0.00011657i,-0.00017215-0.0003115i,0.00043302-1.6372e-06i,0.00037228+0.00047822i,0.0003512+0.0010612i,0.00033412+0.00085189i,0.00081843+0.00033232i,0.0018996-0.00013682i,0.001691-0.00070559i,0.00075308-0.0015575i,0.0007544-0.0015056i,0.00014022-0.00081502i,-0.00034039-0.00015782i,-0.00015656+0.00049287i,-0.00022555+0.00037596i,-0.00053865-0.0004367i,-0.00010688-0.00060367i,8.8256e-05-0.00052834i,-0.0009457-1.6953e-05i,-0.00093136+0.0006257i,0.00053928+0.00032714i
-0.00088949+0.00076188i,-0.0011979+0.00039995i,-0.0011083+0.0002806i,-0.00051115+0.00084968i,-0.00054803+0.00033687i,-0.00061264-0.000507i,-0.0010227-7.3479e-05i,-0.0010883+0.0005816i,-0.00013803+0.00072437i,0.00039837+0.00060456i,0.00018012-0.00084798i,-0.00024264-0.0016427i,-0.00025927-0.00080128i,-0.00022512-0.00016259i,-0.00035671-0.00080426i,-0.00023214-0.00031274i,-8.1645e-05-3.9333e-05i,-0.00060057-2.8303e-06i,-0.001204-0.00048894i,-0.00063006-0.00084174i,0.00019094-0.00020008i,0.00029881+0.00012108i,-0.00027825+0.00054732i
0.0021455-0.0017575i,0.0027946-0.0013994i,0.001343+0.00018187i,-2.1287e-05+0.00060798i,-0.00022253+0.00049142i,0.00065409+0.00076093i,0.0012709+0.00090806i,0.00090399+0.00027093i,0.0010666-0.0004304i,0.00078812-0.00076842i,-0.00049813-0.00048309i,-0.00086884-0.00055391i,8.8416e-06-0.00080988i,-4.5549e-05-0.00045434i,-0.00071295-0.0001398i,-0.00041048-0.00012254i,-0.0007312-0.00092618i,-0.0010274-0.00074465i,-0.0003918+0.00026781i,-0.00019053-0.00015088i,-6.8427e-05-0.00041716i,0.00089322-0.00015885i,0.00086108+0.00011165i
0.00080665-0.00028137i,-0.00048769-0.00038571i,-0.00037256-0.00076903i,0.00020619-0.00063769i,0.00018101+0.00029468i,0.00018149+0.00080676i,0.00032412+0.0011184i,0.00023217+2.3181e-05i,0.00048432+0.00033368i,0.00087517+0.00068909i,0.001131-0.00030621i,0.0010597-0.00020054i,0.00036723-0.00015613i,-3.5047e-05-7.7167e-05i,-0.00015092+0.00022251i,-0.00095075-2.1106e-05i,-0.00076005-0.00037533i,-0.00023093-0.000568i,7.6284e-05-0.00024644i,0.00053276+0.00019657i,0.00039165+0.00043945i,0.00038397-3.9688e-05i,0.00065702+4.1421e-05i
0.0014996+0.0013278i,0.00092738+0.001233i,0.0017935+0.00073839i,0.0020196-1.3344e-05i,0.0018243+0.00028263i,0.0003877+0.0018095i,-0.00065246+0.0014207i,-0.00035233+0.00058859i,0.0001262+1.5004e-05i,0.00060768-0.00041662i,0.00073095-0.00018231i,0.00037233-0.00032229i,0.00030448-0.00080555i,0.00018805-0.00082783i,-0.00027452-0.00061207i,-0.00053855-0.00068941i,-0.00031397-0.0012203i,-0.00031257-0.001117i,-0.00034757-0.00010152i,-0.0003006+0.00017269i,-0.00025223-0.00012817i,-0.00056465-0.00048838i,0.00017969-0.0002725i
-0.001175+0.00012984i,-0.0012889+0.0012206i,-0.0013716+0.00068016i,-0.00050492+0.00055683i,0.00043595+0.0012942i,0.00091627+0.0015822i,0.00061111+0.0013164i,0.00063817+0.0017417i,0.00084226+0.0014758i,0.00047307+0.00077365i,0.00056474+6.629e-05i,0.00075314+0.00017772i,-0.00040635-7.8103e-05i,-0.0011183-0.0010978i,-0.0010036-0.00064929i,-0.00066993-0.00021008i,-0.00043875-0.0010185i,-0.00059458-0.00080256i,-0.0011268+3.8974e-05i,-0.0012831+0.00038557i,-0.00045726+0.00022531i,-0.00011349-7.3786e-05i,0.00022115-0.00053984i
-0.0014463-0.00092251i,-0.00097343-0.00065477i,-0.00080761-0.0011279i,-0.00074963-0.0014064i,-0.00044057-0.00087894i,-0.00038478-0.00051766i,-0.00083174-0.00060252i,-0.00079385-0.00021375i,-0.00016022+0.00018127i,0.00050479+0.0005204i,0.00030667+0.00070069i,0.00016743+0.00034879i,0.00051934-0.00070058i,0.00010558-0.00014217i,-0.00091553+0.00062478i,-0.0010198+0.00025552i,-4.3421e-05+0.0004047i,0.00031554+0.00029135i,0.00042718-4.5415e-06i,0.00019414+0.00041821i,-0.00059044+0.001064i,-0.00038213+0.0015417i,-0.00039829+0.001727i
0.0019868+0.0017254i,0.0022012+0.0014543i,0.0024181+0.00084193i,0.002238+0.00030766i,0.00064855-0.00012527i,-9.2361e-06+0.00031398i,0.0002406+0.00074752i,-0.00031329-0.00025175i,3.4346e-05-0.00060918i,0.00047323-0.0003988i,0.00061078-0.00035746i,0.0010722-9.1999e-05i,0.0011728-0.00017553i,0.00069292-0.00063749i,-0.00017445-0.0007823i,-0.00057432-0.00033643i,-0.0008155+0.00026282i,-0.00099116+0.00043691i,-0.00013959+0.00040321i,0.00094747-9.8618e-05i,0.00083512-0.00077782i,-5.3432e-05-0.00055818i,-0.00043705-0.00020983i
-0.0014325+0.0030491i,-0.00087944+0.0025611i,0.00010973+0.0037805i,-2.192e-05+0.0032285i,0.00077265+0.0011044i,0.00098442-3.915e-05i,-9.0169e-05-0.00060299i,-0.00048166-0.00081821i,-6.6143e-05-0.00065744i,0.0005118+0.00016428i,0.00099295+0.00066275i,0.00086715+0.00054488i,0.00044126+0.00040503i,-2.1934e-05-0.00010967i,2.2597e-06-0.00046201i,0.00018414-0.00079037i,-0.00028764-0.00075527i,-0.00073579-0.00086354i,-0.0008722-0.00033542i,-0.0010124+0.0010067i,-0.00094078+0.00096476i,-0.00029639-1.7267e-05i,0.00065985-0.000141i
-0.00099685-0.0021835i,-0.0013056-0.0015525i,-0.0017883-0.0014329i,-0.0019985-0.0012805i,-0.00087781-0.00075731i,0.00051878+0.00025582i,0.0012689+0.00071067i,0.00096201+0.00049537i,0.00039383-0.00044788i,0.00022749-0.00077366i,0.00035749-0.00063805i,0.00062206-6.2174e-05i,0.00030935+0.00078718i,-0.00031157+0.00056285i,-0.0006976+0.0004173i,-0.00075687-6.391e-05i,-0.00070134-0.00085931i,0.0002172-0.00050844i,0.00083153+0.00040181i,-7.9085e-05+0.00054514i,-0.00099716+9.8059e-05i,-0.0006812-0.00040856i,0.00016196-0.00074302i
-0.00023076+0.00062354i,-0.00010698+0.00069455i,0.00038191+0.00074216i,0.00010092+0.00069443i,-0.00018255+0.00061322i,3.0379e-05+0.00077329i,-0.00013345+0.00062417i,0.00041363+0.00048142i,0.00072852+0.00035987i,0.00043151-0.00017907i,0.00057654-0.00098124i,0.00078743-0.0012637i,0.00047493-0.0010484i,0.00064691-0.000116i,0.00052504+0.00085275i,-0.00031895+0.0013194i,-0.0008399+0.00092754i,-0.00038576-0.00032227i,0.00033284-6.9822e-05i,4.0894e-05-4.1321e-05i,0.00059241-0.0004681i,0.00067357-0.00020413i,9.7947e-06-0.00057273i
0.0018409+0.0017156i,0.0016193+0.0019117i,0.0016563+0.0018068i,0.0011993+0.0013577i,0.00026643+0.00040459i,-0.00044726+5.088e-05i,-0.00059648+0.0002876i,-0.00021784+0.00042023i,0.00080078+0.00064433i,0.0011045+0.00027213i,0.0010433-0.00013315i,0.0013777-0.00044314i,0.0013401-0.00043928i,0.00028125-0.00022144i,0.00016697-0.00069701i,0.00052193-0.00084662i,0.00016776-0.00045355i,-0.00077277+0.00010683i,-0.00084304+0.00021722i,-0.00023635+7.8922e-05i,9.2654e-06+0.00035658i,0.00072128-1.8769e-05i,0.0012283-0.00053169i
-0.00042391+0.00049807i,-0.00049369+0.00036119i,-0.0002305-0.00047325i,0.00091234-0.00068049i,0.0010685+0.00050911i,0.00016054+0.0016675i,-0.00012503+0.0015289i,0.00032064+0.00024726i,0.00030608-0.00068451i,0.00015166-0.00057435i,0.00075481-5.3752e-06i,0.00066814+0.0011004i,2.7563e-05+0.00061453i,0.00010324+7.2747e-05i,0.00026944+0.00022198i,0.00036778+0.00021569i,-0.00016173+0.00016775i,-0.00062635+0.00024307i,-0.00070045+0.00052493i,-0.00053336+0.00064721i,-0.00022094+0.00012961i,-0.00016627-0.00065351i,-0.00013114-0.00033535i
-0.0015009-0.0018213i,-0.0017366-0.0012312i,-0.0014872+2.7774e-05i,-0.0016017+0.0012017i,-0.0016296+0.0014903i,-0.00024248+0.0017211i,0.00064343+0.0012498i,0.00064833+0.00061147i,0.00045265+0.0003911i,0.00061625+0.00029918i,0.0010236+0.00046752i,0.0015746+0.00033532i,0.001049+5.9678e-05i,0.00022846-7.129e-05i,-0.00012573-0.0002477i,-0.00051274-0.00076792i,-0.0013881-0.00082282i,-0.0013987-0.00065524i,-0.00048321-9.2849e-05i,0.00035408+9.5966e-05i,0.0005387+6.6685e-05i,-7.0957e-05+0.00046251i,-3.9237e-05+0.00076085i
-0.00038161-0.00031455i,-0.00060646-6.53e-05i,-0.0015411+0.0006805i,-0.0016292+0.0016035i,-0.0009709+0.0019946i,-0.0014054+0.0021874i,-0.0010552+0.0022432i,-0.0002638+0.0018337i,-0.00064805+0.0010239i,-0.0012693+0.00020841i,-0.00089738-0.00070649i,-0.00033035-0.00089411i,0.00025797-0.0007894i,-4.2701e-05-0.00027506i,-0.0007229+0.00046165i,-0.00055694+0.00091441i,-0.00048166+0.00072706i,-0.00014458-0.00037156i,-0.00013869-0.0011074i,-0.00061989-0.00037572i,-0.00078452+0.00057158i,-0.0010067+0.0012157i,-0.00089479+0.0011105i
0.00031572-0.00024039i,-0.00024114-0.00057052i,-0.00073009-0.0012817i,-0.00073878-0.0013576i,-3.9264e-05-0.00050901i,0.0002107+0.00083307i,-0.0001584+0.00154i,-0.00017058+0.0015038i,0.00058638+0.0014908i,0.00054945+0.0012942i,0.0008672+0.00042204i,0.0013815+0.00038587i,0.0014853+0.00083152i,0.00063602+0.00046641i,-0.00065584-0.00029718i,-0.0012862-0.00057197i,-0.0016433+9.953e-05i,-0.0010377-3.306e-05i,-0.00030248-0.00031809i,-0.00056527+0.00029824i,-0.00082188+9.8941e-05i,-0.00058717-0.00033762i,0.00040561-0.00050814i
0.0014994+0.00026362i,0.0010638-0.00030558i,0.0014407-0.0011231i,0.00087935-0.0014453i,-0.00024822-0.00040289i,-0.000333+0.00058957i,0.000462+0.00029811i,0.0012912-0.00017735i,0.0014834-0.00036569i,0.0013053-0.00044045i,0.0011522-0.00054014i,0.00016678-0.00061435i,-0.0013477-0.0010181i,-0.0015278-0.0013492i,-0.0010321-0.00018461i,-0.00072667+0.00066074i,-0.00051494+0.00046494i,-0.00033857-5.7872e-05i,-0.00014134-0.00040729i,5.8003e-05-0.00043051i,-5.8149e-05-0.00011877i,-0.00028075-0.0002963i,0.00016932+0.00012923i
-0.00057686-0.00013426i,0.00042258-0.00056803i,-2.984e-05-0.00083598i,-0.00097975-0.00062061i,-0.0012098+3.7228e-06i,-0.00072492+0.00069152i,-4.3582e-05+0.00061983i,-6.911e-05+0.00049498i,-0.00025059+0.00066372i,0.00019841+0.00071918i,0.00064403+0.0001693i,0.0010058-0.00082565i,0.00059926-0.00034639i,-0.00017463+0.00066865i,-0.00027917+0.00017343i,-0.00037645+0.00011871i,-0.0011286-0.00026107i,-0.00095785-0.00093239i,-0.00080071-0.00036916i,-0.00094876+0.0003421i,-0.00068864+0.00052767i,0.0001711+6.476e-05i,0.00112+0.00013303i
0.00013871-0.00023968i,-0.00082126+0.00084703i,-0.0018851+0.0022277i,-0.0017835+0.0022976i,-0.0013738+0.0026488i,-0.00075537+0.0024238i,0.00032137+0.0010864i,0.0006639-3.3009e-05i,-4.3644e-05+1.0632e-05i,7.9385e-05-0.00023105i,0.00084457+0.00018618i,0.00093549+0.00063103i,0.00095042+0.00045423i,0.00099315+0.00043917i,0.00098074+7.7661e-05i,0.00025819+0.00021442i,-0.001017+0.00069314i,-0.0013562+0.0008387i,-0.0015659+0.00065412i,-0.0011381-0.00037027i,-0.00020065-0.00049769i,0.00011805+0.00017322i,0.00061419+2.2011e-05i
0.0014733-0.00020351i,0.0018926+0.00072402i,0.0011347-0.00010481i,-0.00037823-0.001204i,-0.00070318-0.0011633i,-0.00024878+6.3614e-05i,-0.00027279+0.0011059i,-0.00014079+0.00068074i,-0.00021787+8.6759e-05i,0.00026984+0.0001726i,0.00061218+0.00050338i,0.0001663+0.00070535i,-0.00054329+0.00052638i,-0.0009479+0.00024736i,-0.00065891+2.9107e-05i,-0.00022982-0.00068818i,8.5396e-05-0.00046965i,-0.00020767+0.00045958i,0.00021448+0.00057335i,0.00018519-1.9245e-05i,-0.00056058-0.00033834i,-0.00035803-0.00030543i,0.00029651-0.00039503i
-0.001086+0.00012108i,-0.00085771+0.0014594i,0.00017575+0.002799i,0.00082825+0.0025907i,0.00075305+0.0014202i,0.00035338+0.0010182i,-0.00045226+0.0011424i,-0.00054461+0.00078147i,0.00011815+0.00057322i,0.00040389+0.00042043i,0.00089143-0.00059913i,0.0012219-0.0010313i,0.0011595-0.00024462i,0.0011366+0.00026224i,0.00058676+1.2678e-05i,-0.00012694-0.00028106i,-0.00095388-0.00022602i,-0.001425-0.00025666i,-0.0015315-0.0012265i,-0.0013041-0.0012579i,-0.00097808-0.00026224i,-0.00016808+0.0002237i,0.00039217-0.00023333i
0.00037596-0.00039664i,0.00040833-0.00021928i,0.00024508+0.00015607i,9.0798e-05+0.00061776i,-0.0004961+0.0013099i,4.4464e-05+0.0011131i,0.0011468+0.0005025i,0.00053148+0.0004274i,0.00011898+0.00070376i,0.00044515+0.00026327i,0.00010347-0.00060473i,-0.00014023-0.00051688i,0.00013094-0.00016451i,0.00011826-0.00012626i,-9.1826e-05-0.00014646i,1.1745e-05-0.00041987i,-0.00017366-0.00065478i,-0.0003186+7.0713e-05i,-0.00085599+0.00085681i,-0.0011235+0.00077254i,-0.00066781+0.0005281i,-0.00038468-0.00070784i,2.3675e-05-0.00071409i
-6.1317e-05-0.0011214i,0.00099133-0.0014425i,0.00054626-0.0018885i,-0.00072214-0.0016637i,-0.0014701-0.00016706i,-0.0010096+0.00092852i,-0.00014094+0.00087354i,0.00015142+0.00094467i,3.3009e-05+0.00055788i,0.00029755-0.00053722i,0.00079454-0.00066969i,0.00059866-0.00090103i,9.747e-06-0.0011232i,-0.00026971-0.00083497i,-0.00073798-0.00044855i,-0.00092351-0.00015337i,-0.000453-0.00077522i,0.00024217-0.0010281i,0.00048446-0.00011096i,1.4225e-06+0.00029943i,0.000478+0.00011274i,0.0010855-5.3882e-05i,0.00024377-0.00022224i
