-0.0012806+0.00098689i,-0.0015403-0.00017073i,-0.0020998-0.00050137i,-0.0017837-0.00074159i,-0.0017254-0.00013266i,-0.0017205+0.00072008i,-0.00046959+0.00093505i,0.00094993+0.0013142i,0.0017517+0.0016908i,0.0013951+0.00077742i,0.00041671-0.00030023i,0.00024865+1.1689e-05i,0.00026316-0.00031117i,8.5764e-06-0.00055881i,0.00019333-0.00010642i,0.00037145+0.00094115i,-0.0001374+0.0019528i,-0.00027941+0.0015124i,-0.00037918+0.00052614i,-0.00077271-2.0238e-05i,-0.00029777-0.00048529i,-0.00027659-0.0006862i,-0.00079293-0.00042284i
-0.00034205+0.0015221i,1.8401e-05+0.0012451i,-0.00011223+0.001311i,-0.00047885+0.0012193i,-2.7701e-05+0.0010764i,0.0010634+0.00028287i,0.0006366-0.00026896i,-0.00049088+8.1221e-05i,-0.00075858+5.1231e-05i,-0.00064471+0.0002428i,-0.00032348+0.0012811i,-0.00032691+0.0020009i,-5.0018e-05+0.0014719i,0.00019208+0.00082561i,-0.000604+0.00077451i,-0.0013976+0.00022701i,-0.00073145-0.00029985i,-1.5827e-05-0.00018409i,-0.00042013-0.00087729i,-0.00099934-0.0017265i,-0.0010582-0.0016111i,-0.00015354-0.00080954i,0.00015183-0.00017403i
0.0010189+3.0149e-05i,0.00012871-0.00056884i,0.00064659-0.0011218i,0.0013033-0.0012317i,0.001804-0.00060645i,0.00068193-0.00063831i,-0.00016704-0.00014951i,0.00071676+0.00051416i,0.0010132+0.00024321i,0.00053805+0.00021221i,-5.109e-05+0.0008434i,-2.3309e-05+0.0010859i,6.9498e-05+0.0010178i,-0.00035758+0.00098823i,-0.00089448+0.0010775i,-0.0011504+0.0010979i,-0.0010452+0.00053362i,-0.00093909+0.00031671i,-0.0013041+1.2468e-05i,-0.0010645-0.00049839i,-4.4653e-05+1.1057e-07i,-0.00046491+0.00066696i,-0.0010473+0.0010289i
-0.00094978+0.00036064i,0.000304+0.00074824i,0.00055516+0.0016693i,0.00094811+0.0018387i,0.001346+0.0016738i,0.00098262+0.0011796i,0.00015936+0.00027424i,-0.00018217-0.00016189i,0.00037234-2.6406e-06i,0.00041973+0.0003951i,-0.00047387+0.00063045i,-0.0010463+0.00085337i,-0.00045819+0.0012413i,0.00025485+0.0015175i,0.00044193+0.0015178i,-0.00066622+0.0011037i,-0.0010474+0.00072869i,-6.022e-06+0.00018581i,0.00022542-0.00018137i,-0.00031083+5.4182e-05i,0.0001672+0.00058379i,0.00068816+0.00070592i,3.3385e-05+0.00012432i
-0.00067088-0.001601i,-0.0016784-0.0013572i,-0.0027147-0.00029164i,-0.0016329+0.00014422i,-0.00066277-8.2332e-05i,-0.0010323+2.4501e-05i,-0.00081277-0.00022144i,-0.00017018+8.0875e-05i,0.00019555+0.00042737i,0.00032178+0.00020511i,-0.00041565-0.00029795i,2.2658e-05-0.0002882i,0.00061501+0.00087181i,-0.00016121+0.0013765i,-0.0007372+0.00083002i,-4.8073e-05+0.00016903i,0.00028206+0.00045238i,-0.00032999+0.00059575i,-0.0007695+0.00036969i,-0.0004224+0.00039976i,0.0001902+0.00014303i,0.00068845-0.00061049i,0.0005291-0.00078212i
-0.0013488-0.0012119i,-0.0014252-0.00010611i,-0.001574+0.0013628i,-0.0017602+0.0010924i,-0.00081237+0.00040682i,0.00089608+0.0010958i,0.0012619+0.0014756i,0.00022179+0.0010829i,0.00051864+0.00075604i,0.00059975+0.00058757i,-0.00065884+0.00091383i,-0.0010891+0.0012354i,-0.00056384+0.0012014i,0.00021155+0.00038036i,-0.00023813+9.9019e-06i,-0.0018148+0.0011754i,-0.0016683+0.0018492i,-0.00038133+0.0012363i,1.7202e-05+0.00029332i,0.00012864-0.00064865i,0.00027732-0.00069559i,-0.00028429-0.00033153i,-0.00049689-0.0007008i
0.0007113-0.0016927i,-0.00052287-0.00167i,-0.0010807-0.0017904i,-0.0014234-0.0012765i,-0.0020687+4.9504e-05i,-0.0017036+4.6078e-05i,-0.0002402-0.00051586i,0.00028448+3.3403e-05i,0.0004663+0.00058184i,0.00011593+0.00021339i,-0.0013935+7.0316e-05i,-0.0022929+0.00015898i,-0.00074592+0.00038718i,0.00045081+0.00062944i,-0.00031752+0.0011764i,-0.0012062+0.00083614i,-0.0010879-1.1179e-05i,-0.0002406+0.00019799i,9.863e-05-0.00019262i,-0.00016619-0.00017882i,-7.5557e-05+0.00036271i,-0.00030481+0.00015883i,-0.0009651-0.0010079i
0.0020769+0.0019127i,0.0033638+0.0020512i,0.0053208+0.0021417i,0.0039864+0.0012217i,0.0019099-0.00049987i,0.0012618-0.0009102i,0.00029801-0.00041507i,-0.000179-0.00010867i,0.00036843-0.00010387i,0.00093555-5.7462e-05i,0.00092235+0.00061017i,0.00034998+0.00073872i,-0.00026548+0.00058062i,-0.00028978+0.0011321i,-0.0010596+0.0014215i,-0.0013713+0.00058574i,-0.00038273+0.00028883i,7.2619e-06+0.00016733i,0.0003147-0.00028615i,-2.938e-05-0.00041708i,-0.00054491-0.00046292i,-0.00088164-0.00071911i,-0.0010895-0.00052503i
0.00025881+0.0008177i,-0.00050868+0.0012834i,-0.00043576+0.001257i,0.00050272+0.0010164i,0.0015242+0.0005357i,0.0012122-0.00080673i,0.0010101-0.0010446i,0.0014752-0.00097439i,0.00095112-0.00064245i,-0.0001052+5.3666e-05i,-0.00022537-0.00022259i,-0.00032604-0.00017977i,-0.00052119+0.00027043i,-0.00056975-2.515e-05i,-0.00049482-0.00011162i,-0.00054482+0.00019081i,-0.0001976+0.00036968i,0.00060935-0.00015881i,0.00077324-0.00056125i,-0.00021032-0.00036757i,-0.00063026-5.3714e-06i,-0.00022881-0.00047879i,-0.00040966-0.00070933i
0.00014607-0.0015492i,0.00078318-0.0020309i,0.00094161-0.0014295i,-0.00017426-0.00066505i,-0.0008469-6.5327e-05i,-0.00025794+4.7812e-05i,-1.3202e-05-1.2191e-05i,0.0006994+0.00078269i,0.00087663+0.0015592i,-0.00010712+0.0010309i,-0.0008335+0.00053423i,-0.00092533+0.00070492i,-0.00037338+0.00078002i,-0.00027761+0.0010504i,-0.00058979+0.0012101i,-0.00076617+0.00093972i,-0.00040086+0.0004468i,-0.00037148+0.00039079i,-0.00090441+0.00048253i,-0.00082597+0.00061777i,-0.00030783+0.00041957i,0.00016389-5.7698e-05i,5.2785e-05-0.00048236i
0.0018393-0.0004648i,0.0014462-0.0018777i,0.0026344-0.0031656i,0.0022701-0.0041711i,0.00036543-0.0034918i,-0.0011312-0.0019618i,-0.001035-0.00082972i,-0.00036694+0.00041446i,0.00032142+0.0011016i,0.001011+0.00096669i,0.00044487+0.00043433i,-0.0010987+0.00024958i,-0.001297+0.00080672i,-0.00069449+0.0011138i,-0.00036159+0.00057345i,-0.00044607+0.00079219i,-0.0006467+0.0011638i,-0.00049871+0.00073884i,5.0252e-05-8.3666e-05i,0.00013839-0.00029606i,-0.00045522+1.2609e-05i,-0.00050795+0.00023537i,-0.00042659+0.00049052i
-0.00013912+0.0024691i,0.00098518+0.0023576i,0.00090797+0.0027421i,0.00039363+0.0031224i,0.00038521+0.0020299i,0.00044527+0.00013782i,0.00028218-0.00029975i,0.00010422-0.00012695i,-0.00052448-0.0003125i,-0.00046017+0.00027083i,-0.00023855+0.0010878i,-2.3966e-05+0.00095905i,0.0004417+0.00093598i,0.00071077+0.0010055i,3.1456e-05+0.0012892i,-0.00045876+0.0016275i,-0.00074908+0.00099363i,-0.00020649+0.00096382i,-0.00050603+0.0012049i,-0.0014089+0.0008101i,-0.00056159+9.8421e-05i,0.00070425-0.00033007i,0.00082523-4.4786e-05i
9.6268e-05+0.00083707i,0.00022062+0.00028387i,-0.00025914-0.00021573i,-0.00050551+0.0004998i,-0.00052846+2.6437e-05i,-5.4445e-05-0.0015056i,0.00045987-0.0014587i,0.00023909-0.00039065i,0.00012721-0.00038442i,0.00031455-0.00042107i,0.00073758+0.00024696i,0.00055071+0.00089221i,0.0005294+0.0007636i,0.00013722+0.00027478i,-0.00019689+0.00018105i,-0.00039275+0.00031622i,-0.00099915+0.00049795i,-0.0012564+0.0013172i,-0.0014748+0.0012862i,-0.00052508+0.00063875i,0.00041259+0.00033019i,5.0767e-05-0.00028962i,-0.00019767-0.00032655i
-0.00098597+0.0011707i,-0.00054328+0.0012315i,-0.0013051+0.00083268i,-0.0011955-0.00038602i,0.00049551-0.00068444i,0.00063729-2.8206e-05i,5.4336e-05-0.0004727i,0.00019131-0.00055247i,-0.00048542+2.5013e-05i,-0.0010903-0.00011028i,-0.00065704-4.0727e-05i,-0.00015054+0.00050919i,4.5884e-05+0.00023086i,-0.00016331+0.00023196i,-0.00082324+0.00058949i,-0.0013177+0.00077147i,-0.00053046+0.0010718i,-5.7272e-05+0.0009959i,8.5524e-05+0.00045414i,0.00048377-0.00011837i,0.00048806+0.0001284i,0.00053052+0.00017763i,4.0448e-05-9.0376e-05i
-0.0012817+0.00091394i,0.00041846+0.00078284i,0.0011703+0.0013529i,0.00045528+0.0025985i,-0.00011863+0.002629i,0.00072379+0.0013957i,0.00032185+6.7153e-05i,-1.4676e-05-0.00039069i,0.00039693+0.00066773i,-0.00021987+0.0015443i,-0.00080675+0.0015221i,-0.0010396+0.0011174i,-6.1918e-05+0.00080262i,1.0476e-05+0.00074049i,-0.00033554+0.00073566i,5.2467e-05+0.00075048i,-9.9475e-05+0.00082868i,-8.7738e-06+0.0011336i,-0.00050699+0.0012049i,-0.00058804+0.00091696i,-0.00075919-0.00023478i,-0.00094928-0.00071205i,-0.00058817-0.000681i
-0.0017389-0.00097758i,-0.0012617-0.0015797i,-0.00076631-0.0013823i,-0.0016126-0.00083192i,-0.0019795-5.7106e-05i,-0.0016314+0.00037171i,-0.0010457-0.00027642i,-0.00016572-0.00081569i,0.00019428-0.0002482i,-3.0853e-05+0.00087514i,-0.00019565+0.0012144i,-0.0002391+0.0013867i,-0.00041543+0.0016179i,-0.00054106+0.00092792i,-0.00040301-0.00012009i,-0.00036023-0.00027652i,-0.0004288-0.00012919i,-0.00039405-0.00011048i,0.00023667-0.00036571i,0.00051511-0.00024834i,0.00056047+0.00010886i,0.00036092+0.00050389i,0.00070857+0.00022285i
0.0019577+0.00055477i,0.0013273+0.00054462i,0.0015124-0.00066477i,0.001044-0.0012504i,0.00028158-0.000496i,0.00057664-0.00014799i,0.00079672+0.00038071i,0.0007237+0.0016921i,0.00033557+0.0019899i,-2.8465e-05+0.00045352i,-0.00064333-0.0002891i,-0.00094421+0.00017321i,-4.0846e-07+0.0012106i,0.00021069+0.0012043i,-0.00027605+0.00046164i,-0.00044975+0.00022769i,-0.00025016+0.00016802i,-0.00057793+0.00050408i,-0.00075958+0.00028992i,-0.00011191-0.00024098i,8.0022e-05-0.00023862i,9.1371e-05+3.4598e-05i,-5.7811e-06+0.00075689i
-0.00090502-0.00036207i,-0.00084465-0.00076042i,-0.00067319-0.0008889i,-0.0011399-0.00078065i,-0.0011275-0.00041285i,0.00026018-0.00053426i,0.0011728-0.00047426i,0.00077666-0.00069963i,0.00023592-0.00053873i,-0.00037485-3.8734e-05i,-0.00071301+0.00010965i,-0.0004757+0.00071814i,-7.7056e-05+0.0014418i,0.00024632+0.00036015i,0.00071827-0.00019025i,0.0014165+0.00016406i,0.0013318+0.00035648i,0.00070768+0.00073485i,-0.00038302+0.00024458i,-0.00065085-0.00018061i,-0.00024776+9.7189e-05i,-0.00072523+0.00077653i,-0.00098337+0.00013329i
0.0006824+8.4185e-05i,0.0009178+0.00048228i,0.0017082-7.0707e-05i,0.0016089-0.00083902i,0.00077553-0.00037391i,0.0010279-0.00037742i,0.0013212-0.00074085i,0.00092006-0.00038925i,0.00020833-2.3095e-05i,3.1438e-06-5.1183e-05i,-6.3143e-05+0.00014028i,-0.00063039+0.00013007i,-0.00080152+0.00015274i,5.3377e-05+0.0005828i,1.9494e-05+0.0011992i,-0.00022701+0.0012759i,0.00042112+0.00081469i,0.00052643+0.00011968i,3.204e-05-0.00032898i,-0.0008218-2.0481e-05i,-0.0015805+0.00025677i,-0.00058052+0.00037873i,0.00043055+0.00042805i
-0.00066034-0.00055401i,-0.0013558+0.00057971i,-0.0017787+0.00085144i,-0.0017781+0.00079494i,-0.0014612+0.00063575i,3.0997e-06+0.0011402i,0.00058144+0.0014745i,-0.00026883+0.00095368i,-0.00073152+0.00046992i,-0.00050027+0.0004224i,-0.00017891+0.00015793i,0.00046957+0.00048798i,0.00032385+0.00064861i,-0.00042258+0.000347i,-0.00057975-0.00011066i,-0.00054546-0.0001875i,-0.00059389+0.00059172i,0.00010211+0.00090562i,0.0003039+0.00021923i,-0.00032821-4.5594e-05i,-0.00059479+0.00011338i,-0.00058961-0.0002232i,-0.00026876-6.6175e-05i
6.8335e-05+0.0021187i,-0.0010889+0.0015258i,-0.00047182+0.0005063i,9.6982e-05-0.00072345i,0.0010212-0.0009937i,0.00055167-0.00059038i,-0.00031638-0.00089407i,7.2448e-05-0.00050673i,0.00021352-0.00014232i,0.00047694+8.8987e-05i,0.0005757+0.00041143i,0.00012469+0.00021878i,0.00079154+0.00061803i,0.00066646+0.00073082i,-0.00021534+0.00061084i,-0.0001376+0.0006483i,0.00033277+0.00028604i,0.00035177+0.00014978i,0.00018774+3.7917e-05i,0.00024352-0.00058869i,0.00040952-0.00020037i,5.4395e-05-0.00043032i,-0.00090137-0.0006873i
-0.0012399+0.00024437i,-0.00047356-3.2091e-05i,-0.00042863+0.00058681i,-0.00073372+0.00062629i,-0.00017959+0.00075445i,0.001087+0.00016269i,0.001866-0.0010181i,0.0010393-0.00099379i,-7.7732e-05+0.00027223i,-0.00056865+0.0006269i,-0.0011802-0.00034048i,-0.0011462+4.0124e-05i,-0.00036213+0.0010874i,-0.00020265+0.00085358i,-0.00073448+0.00051296i,-0.00037865+0.00053462i,0.00028159+0.00010791i,9.7793e-06+0.00038725i,-0.00034946+0.00093244i,-0.00033405+0.00089055i,6.2344e-05-2.8777e-05i,0.00036112-0.00013526i,-6.0324e-05-4.2848e-05i
0.0013086-2.1516e-05i,0.0023434-0.00031559i,0.0027007+0.00052924i,0.0017793+0.00049407i,-0.0001944-0.00056646i,-0.00070052+0.0003895i,0.00015988+0.0012981i,0.00064642+0.00052874i,0.00032468-0.00010892i,-0.00017045-0.00036552i,-0.00065447-0.00055552i,-0.00082966+0.00039539i,-0.00058022+0.0015841i,-0.00039031+0.0015648i,-0.00040432+0.00078998i,-0.00013731+0.00087499i,0.00036066+0.00061617i,0.00051221+0.00015999i,0.00058906+0.0002185i,0.00052568-0.00034673i,0.00047103-5.5539e-06i,0.00084286+0.0008292i,0.00040826+0.00054033i
-0.0022036-0.0011565i,-0.0013453-0.0017194i,-0.00095222-0.0014368i,-0.00088858-0.0012219i,-0.00049726-0.00071683i,-0.00074805-0.00062689i,-0.00086324-0.00079356i,-0.00044765-0.00062224i,-0.00062076+0.00038989i,-0.00077825+0.00078571i,-0.0010004+0.00092482i,-0.00099014+0.0015365i,-0.0011513+0.0010821i,-0.0011494+0.00050157i,-0.0002475-0.00016605i,0.0001452-0.00017421i,-6.4399e-05+0.00061306i,3.05e-05+0.00056543i,2.7939e-05-0.00045923i,-0.00078204-0.000619i,-0.0016797-0.00042669i,-0.0013846-0.0008741i,-0.00033124-0.0012782i
0.00088854+0.0017921i,0.00098994+0.0012809i,0.0017239+0.0010185i,0.0022668+0.0015018i,0.0011084+0.00058207i,0.00017826-0.0011188i,-0.00021693-0.00074572i,-0.00050587+0.00024648i,-0.00036726+0.00055385i,0.00040097+0.00062489i,2.7104e-05-0.00029381i,-0.00061199-0.0012217i,-0.00050266-0.0011547i,-0.0001757-0.00094522i,0.00016921-0.0011748i,0.00079944-0.0010082i,0.00081283+6.1312e-05i,0.00063007+0.00076892i,0.00078559+0.00073175i,0.00040159-7.2518e-05i,0.00029692-0.0006737i,0.0008241+0.00047558i,0.0011515+0.00073018i
0.0026062-0.00086283i,0.0026274-0.00025963i,0.0019537-0.0008423i,0.0004762-0.0015888i,-0.00072615-0.0016725i,-0.001311-1.4768e-05i,-0.00070895+0.0010422i,-0.00045577+0.00018303i,0.00021203-0.00012686i,0.00036074-0.00047933i,-0.00062834-0.00030422i,-0.0004702+0.00064236i,-0.00027374+0.00026041i,-0.00035823-0.00036999i,-0.00041784-0.00035607i,-0.0008545-0.0001499i,-0.00081789+8.176e-05i,-0.00019955-0.00015769i,-0.00062095-0.00020422i,-0.00078369+0.00055865i,-6.6828e-05-8.653e-05i,-7.444e-05-0.00033321i,-0.0007732-0.0005235i
0.0028403+0.0013691i,0.0024596+0.0021802i,0.00099624+0.0011429i,0.00083748-0.00095936i,0.00094991-0.0018025i,0.00033784-0.0014674i,0.00027811-0.00062699i,0.00065944-0.00034054i,0.00044994-0.00011885i,-9.6201e-05+0.00030418i,-0.00029136-7.022e-06i,-0.00021705-0.00045589i,-2.6613e-05-0.00029118i,-0.00034143+0.00014565i,-0.00058152+0.001007i,-0.00057072+0.0017452i,-2.4223e-05+0.0014507i,8.5515e-05+0.0010091i,-6.1856e-05+0.00058281i,-0.00068777+0.00036589i,-0.0006803+6.7368e-05i,-0.00027508-0.00059665i,-6.9142e-05-0.0010904i
0.0007086+0.00011997i,-0.00042234-0.00070873i,0.0005624-0.00028262i,0.00039076+0.00064637i,4.5246e-05+0.00053326i,0.00078629+0.00074652i,0.00089217+0.00093256i,0.0007221+0.00065305i,0.00021424+0.00064092i,-0.00059502+0.00096682i,-0.00090829+0.00094323i,-0.00077652+2.4656e-05i,3.4654e-05-0.0011521i,0.0003201-0.0012954i,-0.00014681-0.00072762i,-0.0006097-0.00051041i,-0.00091171-0.00028361i,-0.00040798-2.7924e-06i,6.2108e-05+0.0005606i,-0.0005046+0.00026177i,-7.6982e-05-0.00024443i,-7.799e-05+0.00016266i,-0.00081194+0.00052032i
0.0005615-3.0391e-05i,0.0017158+4.905e-05i,0.0018452+0.00018145i,0.00068702+0.00010004i,-0.00019532-0.0004376i,-0.00080052-0.001006i,-0.00034261-0.00068042i,0.00042121+0.00028252i,0.00026724+0.00050799i,-2.7159e-05-0.00016139i,0.00033936-0.00040165i,-0.00022951-3.0706e-05i,-0.00041923+0.00033165i,0.00032918+0.00044955i,-0.00018682+0.00059822i,-0.00038789+0.00034529i,0.00069857+0.00011498i,0.00092759-5.6899e-05i,0.0001586-0.000287i,-3.4021e-05+0.00040568i,0.00035395+0.0012837i,0.00084161+0.00071692i,0.00058903-0.00027916i
0.00032934+0.00092118i,-0.00061291+0.00088811i,-0.00095739+0.0002673i,-0.0003585+0.00015089i,-0.00050141-0.00010066i,-0.00077859-0.00037927i,0.00020618+0.00016959i,0.00069252+0.0005794i,0.00050594+0.00079781i,0.00036089+0.00082656i,-0.00037998+0.00031257i,-0.00050344+0.00037919i,0.00034918+0.00059141i,0.0010242-0.00032108i,0.00019129+6.0327e-05i,-0.00052764+0.0011136i,-0.00063531+0.00063161i,-0.0009896+0.0001008i,-0.00086329+0.00056383i,-0.0002712+0.0012058i,0.00023413+0.0014282i,8.1743e-05+0.00043651i,-0.0001011-0.001145i
0.00058795-0.001851i,0.00023492-0.0016142i,-1.5638e-05-0.0022222i,-0.00028066-0.0021752i,-0.00071359-0.0011425i,-0.00056916-0.00098122i,0.00078441-0.0005458i,0.00084281+0.00024025i,-6.5192e-05+0.00015613i,7.8776e-05-0.00031885i,0.00022736-0.00085928i,-0.000375-0.0001805i,-0.00091858+0.00063179i,-0.00049535-0.00017014i,-8.1566e-06-0.00025453i,0.00022755+0.00029926i,0.00020499+0.0008018i,3.307e-06+0.0018377i,-0.0003676+0.0015651i,-1.9612e-05+0.00015445i,5.5516e-05-0.00048271i,-0.0004803-0.00071345i,-0.00018108-0.00036491i
-0.00058209-0.00052615i,-0.00082216-0.00023354i,-0.00064919-0.00032242i,1.5421e-05-0.00072896i,3.5806e-05-0.00013224i,0.00044804+0.0002433i,0.0010648-0.00012425i,0.00093703+0.00011755i,0.00047615+0.00054359i,-7.5607e-05+0.00040082i,-0.00065377+0.00086374i,-0.0012473+0.0013673i,-0.00078416+0.0012246i,-0.00037027+0.00030245i,-0.00042715-0.0004205i,0.00035654+0.00060447i,0.00014185+0.00099169i,-0.00052585+0.00065904i,-0.00030859+0.00041152i,0.00048357-0.00040717i,0.0010107-0.00012957i,0.00071341+0.0005413i,0.00035054+0.00082437i
0.0027962-0.0010653i,0.0017538-0.00070464i,0.00038919-0.0010223i,-0.00075118-0.0015324i,-0.0015514-0.001619i,-0.0014732-0.00066244i,-0.00048923+0.00035197i,-4.1522e-05+3.4091e-07i,-0.00030816-0.0003105i,-0.0012296+4.2816e-05i,-0.0015547+0.00042567i,-0.0011596+0.00026333i,-0.0014971-5.7679e-06i,-0.0020774+0.00012308i,-0.0012539+0.00013896i,-0.0005488+0.00015214i,-3.3738e-05+0.00032066i,0.00012366+0.00040625i,-0.00091338+4.7589e-05i,-0.0014113-6.2984e-05i,-0.0015187-9.3718e-05i,-0.0012306-0.00052152i,-0.00083594-0.00065392i
0.0027098+0.00071655i,0.0020073-0.001127i,0.0025586-0.0020214i,0.0035191-0.0022973i,0.0033074-0.00096521i,0.0017251-0.00051193i,0.00032982+0.00031415i,-0.00042106+0.0013118i,0.00012509+0.0013456i,0.00064631+0.00091003i,-0.00015019-0.00011383i,-0.00081972-0.00036029i,-0.00015863-0.00065297i,0.0008418-0.0010905i,0.00049559-0.0007492i,0.00033271-7.8602e-05i,0.00031446+0.00047936i,-0.00015407+0.0013613i,0.00011489+0.00099573i,0.00047014+0.00032018i,1.8806e-07+0.00039822i,-0.00077327+2.7347e-05i,-0.00089189-0.0001441i
0.00057514-0.00036819i,-0.00052273-0.0015929i,-0.0011353-0.0027107i,-0.0014973-0.0021022i,-0.0023821-0.0011521i,-0.0020741-0.00028274i,-0.00062957+0.00016648i,0.00013285+7.4398e-05i,0.000446+0.0001728i,-0.00025543+6.695e-05i,-0.00082686-0.00025912i,-0.00046498+0.00013629i,-0.00062915+0.0010961i,-0.00073298+0.00090305i,0.0002006+0.00025171i,0.00031672+1.6244e-05i,0.00033195+0.0001371i,0.00095306+0.00063093i,0.00017805+0.00052351i,-0.00092733+0.00033927i,-0.0014661+0.00042862i,-0.0012877-0.00023249i,-0.00047737-0.00073047i
-0.00036589-0.00070312i,0.00019544-0.00082301i,1.0697e-05-0.00037381i,-0.00036292-0.00070928i,-0.00039155-0.001058i,-1.9413e-06+0.00015864i,0.00073102+0.00091315i,0.0010854+0.00098078i,0.00092969+0.00027356i,0.00073531-0.0006699i,-0.00041159-0.0002985i,-0.0010829+0.00081855i,-0.00080407+0.00045405i,-0.0010656+0.00019676i,-0.0018379+0.00073806i,-0.0011654+0.00088507i,-0.00016036+0.00073778i,-0.00021306-8.9524e-07i,0.00024728-0.00057768i,0.00084678-8.3749e-05i,0.00094477+0.00046419i,0.0006162+0.00017741i,-0.00018749-0.0005852i
0.00081167-0.002476i,0.00094137-0.0030358i,-0.0003787-0.0025505i,-0.0012512-0.0021379i,-0.00038425-0.00063893i,0.00020652+9.3673e-05i,0.00042372+0.0002432i,0.00052758+0.00093364i,5.0683e-05+0.0013678i,-0.00015518+0.0014004i,-0.00055132+0.0011454i,-0.0010359+0.00059376i,-0.0011061+0.00047356i,-0.00060792+0.00067174i,-0.00093144+0.00057884i,-0.0008397-0.0002468i,0.00073221-0.00013828i,0.00015967+0.00059219i,-0.00042016+0.00029793i,0.000394+3.2892e-05i,-0.00011507+0.00037126i,-0.00019972+0.00012519i,3.3839e-05-0.00014093i
0.00021332+0.0010298i,-0.0010289+0.0012294i,-0.0014535+0.001207i,-0.0016448+0.00061313i,-0.0020769+0.00035103i,-0.0011345+0.0005492i,-1.4927e-05+0.00042171i,0.0007229+0.00022863i,0.0005935+0.0005532i,-0.00034076+0.0012776i,-0.001424+0.00094646i,-0.0012774+0.00086371i,-0.00062701+0.0012012i,-0.00027299+0.00020794i,6.5083e-06-0.00042378i,-0.0002691+0.00035993i,-0.00066849+0.00052922i,-0.00047962-0.0005626i,-0.00012342-0.00072129i,-0.00034054-0.00085311i,-0.00011132-0.00087919i,0.00021136-0.00045289i,0.0001113-0.00040428i
3.788e-07-0.00081877i,0.0010224-0.0012248i,0.0014078-0.00089921i,0.00047462-0.0011809i,0.00051535-0.0019153i,0.00079689-0.0016223i,0.00068178-0.0015811i,0.0003197-0.0010838i,0.0002178+3.9499e-06i,0.00011694-0.00012483i,-0.0001097-0.00016092i,0.00011974+0.00044895i,-0.00022002+0.00053481i,-0.00098084+0.00061488i,-0.00053403+0.00058699i,-0.00037418+0.00026119i,-0.00014369+0.00058199i,0.00057059+0.00074303i,0.00016356+0.00068542i,-0.00031383+0.00070396i,0.00018403+0.00017798i,0.00028208+0.00021375i,0.00031916+9.1411e-06i
0.00032893+0.00077148i,-0.00027444+0.0013051i,-0.00047582+0.0016722i,-0.00052371+0.0014522i,-0.00015949+0.00084916i,-0.00036977+0.000508i,-0.0011595+0.00021804i,-0.00067235-0.00061878i,2.9104e-05-0.00042516i,0.00053274+0.00071411i,0.00041338+0.00083218i,-3.4208e-05+0.0013389i,-0.00067878+0.00095131i,-0.0001938+0.00045694i,-7.0287e-05+0.00066612i,-0.00051049+0.00061073i,-0.00036743+0.00025515i,0.00054553-0.00018046i,0.0010001-0.00019077i,0.00044278-0.00041593i,0.0005386-0.00071605i,0.00036438-0.00030047i,-0.00045496-4.702e-05i
-0.00068311-0.0016937i,-1.652e-05-0.00065697i,-0.0013619-0.00073155i,-0.0019843-0.0012623i,-0.0009769-0.00072742i,-0.00019936+0.00050919i,0.0004576+0.0010987i,0.00079108+0.00064652i,0.00038595+0.00068163i,-0.00038309+0.00073084i,-0.0010709+0.0004176i,-0.00062285+0.00056529i,-9.8793e-05+0.00061989i,-0.00070658+0.00013529i,-0.00089052-0.00014664i,-0.00081672-0.00040707i,-0.00046797-0.00056789i,-8.9754e-05+4.6297e-06i,-0.00061873+0.00041127i,-0.0010936-1.2441e-05i,-0.0013185-2.8755e-05i,-0.0011136+5.6023e-05i,-0.0008912+0.00013251i
0.00016281-0.00089003i,-0.00033395-0.0011178i,0.00044108-0.0012325i,0.00063059-0.00060635i,-0.00026265-0.0010421i,8.7444e-05-0.00092905i,0.00049935-9.2238e-05i,0.0002147+3.8565e-05i,0.0005048+0.00029693i,0.00048791+0.00051809i,-0.00026185+0.00068665i,-0.0011751+0.0014652i,-0.0010137+0.0012086i,1.0786e-05+0.00067493i,0.00078531+0.00055331i,0.00047669+5.4659e-05i,0.0013127-0.00046817i,0.0016716-7.1932e-05i,0.00046241+3.3781e-05i,-0.00011837-0.00046821i,-0.00048016-0.00020704i,2.6465e-05+8.9178e-05i,0.00053267+0.00091405i
-0.00020944-0.0013112i,-0.00034732-0.00061114i,-0.0014073-0.00064269i,-0.0018651-0.0005678i,-0.0011922-2.1874e-05i,0.00037706+0.00099211i,0.0010985+0.00081439i,0.0010755-0.00036116i,0.0007821-0.0010087i,0.0007026-0.0010904i,7.2356e-05-0.00018044i,-0.00068732+0.00096591i,-0.00038707+0.0015833i,-0.00064973+0.0011125i,-0.00041988+0.00055566i,-2.0433e-05+0.00025394i,0.00011118+0.00025795i,0.00015937-0.000183i,0.00023938-0.00091912i,-6.4314e-05-0.00047034i,-0.00064904-8.5617e-05i,-0.00096239-7.4798e-05i,-0.00066382-0.00067448i
