0.00075783+0.00169i,0.00073354+0.0016659i,-0.00029388+0.00068488i,-0.00098714-9.1163e-05i,-0.0015779+0.00076218i,-0.0015237+0.00063514i,-0.0007519+0.00018909i,-0.00064317+0.00061139i,0.00037247+0.00047352i,0.0017514+3.4734e-05i,0.0014953-0.00085719i,0.00058252-0.0017505i,-0.00015707-0.0010339i,-0.00046717-0.00063659i,-0.00070427-0.0011467i,-0.00081316-0.0012211i,-0.00062143-0.00086713i,-0.00047087-0.00013094i,0.00010222-0.00011388i,0.00042005+0.00015061i,-3.7432e-05+0.00027314i,-0.00063245-0.00027382i,-0.0010292-0.0002662i
0.00038608-0.0003419i,6.9048e-05-0.0006425i,0.00037575-0.00071823i,0.00068666-2.1069e-05i,0.00047316+0.00071462i,0.00024331+0.00082208i,2.5422e-05+0.00030416i,-5.8453e-05+0.0002221i,0.00011462+0.0011709i,0.00056761+0.0011986i,0.00047553+0.0010078i,-5.7892e-05+0.00060675i,-0.00051099+0.00019i,-0.00064004-0.00020829i,-0.00045894-0.00066848i,-0.00033835-0.00092234i,0.00011698-0.0013808i,0.00040942-0.0014817i,7.5341e-05-0.00083191i,2.1732e-05-0.00048364i,-5.7364e-05-0.00072439i,-3.9499e-05-0.0011506i,-0.00027749-0.0011988i
0.00043205-0.00037543i,0.00091215+0.00075295i,0.00156+0.00022622i,0.0011822-0.0014136i,0.0002661-0.0018545i,-9.5597e-05-0.00084819i,0.00066291+0.00074654i,0.00077775+0.0010741i,1.2063e-05-0.00020017i,1.3895e-05-0.00075836i,-0.00013968-0.00049334i,-0.00055154+3.3373e-05i,-0.00039253+0.001032i,-0.00022538+0.0007682i,-0.00017104-0.00021347i,-7.4238e-05-0.00041675i,0.00030537+0.00041652i,0.00022048+0.00038182i,5.2348e-05-0.00018614i,-0.00024363-0.00012648i,3.247e-05+0.00023147i,0.0011432+0.00039512i,0.0005728-0.0001104i
-0.00049574+0.00043825i,-0.0010103+9.9766e-05i,-0.00151+0.00034912i,-0.0012132+0.00068286i,0.00013837+0.0003445i,0.00069016-0.00040135i,-2.7824e-05+0.00047675i,-5.1823e-05+0.0019824i,-0.00042731+0.0014763i,-0.00060897+0.00091478i,0.00015715+0.0010309i,0.00018687+0.00026406i,0.00016095-0.0010073i,0.00050092-0.0013553i,0.00032913-0.00068161i,-0.00014911-0.00070012i,-0.00039301-0.0008923i,-7.3442e-06-0.00051014i,-6.6721e-05-0.00063977i,-0.00055642-0.00087414i,-0.00028729-0.00037766i,0.00010113-0.00023399i,0.00012006-0.00046009i
-0.00046003+0.00061375i,0.0010595+0.00010387i,0.0012696+4.0283e-05i,0.0015235+0.00044217i,0.0014437+0.0013923i,0.0015434+0.00043432i,0.00055826-0.0008645i,-0.00082149-0.00084794i,-0.00018815-0.000256i,0.0010763+0.00049851i,0.0014837+0.000762i,0.00097626+0.00020178i,0.00065826-0.00035589i,0.00070736-0.00049502i,0.00058873-0.00039066i,-0.00021668+7.9578e-05i,-0.00061054+0.00031997i,-0.00047719+0.00023625i,-0.00029921+3.266e-05i,-0.00047773-0.00037733i,-0.00010354-0.00097221i,0.00079234-0.0012945i,0.00084913-0.0013233i
-0.0011745-0.00046002i,-0.0022376-0.00013814i,-0.0021249-8.938e-05i,-0.0014204+0.00030758i,-0.0011755+0.00052912i,-0.0008835+0.00093775i,-4.3942e-05+0.00051111i,0.00011779+0.00022185i,-0.00056092+0.0007248i,-0.000838+0.0015942i,-0.00027178+0.0015699i,0.00029326+0.00080818i,-0.00010321+0.00095743i,-0.00023513+0.00032043i,0.00026491-0.00039874i,9.9385e-05-0.00030826i,-0.00015056-0.00053721i,-0.00094281-0.00039279i,-0.00090288-0.00031744i,-9.069e-06+0.00023053i,0.00026021+8.209e-05i,0.00020851-0.00021472i,0.0007153+0.00026734i
0.00040751-0.00070659i,0.00033576-0.0010379i,0.00083515-0.00052882i,0.00085245-0.00054269i,-0.00014706-6.2362e-06i,-0.00031073+2.3031e-05i,0.00016624+0.00040079i,-9.7177e-05+0.0010129i,-0.00021756+0.0011132i,0.00032302+0.00081542i,0.00038233+8.0392e-05i,0.0001854-0.00053898i,-0.00015279-0.00099424i,-0.00051281-0.0004656i,7.4033e-05+0.00021173i,-5.3812e-05-0.00028267i,-0.00085375-0.00071257i,-0.0004124-0.0012093i,-0.00010506-0.00067433i,-0.00019463-0.0002702i,-0.0002156-0.00074589i,0.00033996-0.00080758i,0.00068327-0.00083415i
0.0002721+0.0012121i,0.00040455+0.0009919i,0.00035413-0.00021366i,-2.2194e-05-0.0010062i,-0.00042269-0.00082568i,-0.00072634+2.2115e-05i,-0.00015932+0.00086059i,0.00021333+0.0013124i,-0.00049987+0.0011675i,-0.00038828+0.00052466i,6.4226e-05+0.00057019i,-0.00014254+0.00091407i,-0.0002088+0.00078035i,-0.00018065+0.0007183i,-0.00056693+0.00044932i,-0.00082704-0.00021426i,-0.0008157+0.00011278i,-0.00055952+0.00032134i,9.9406e-05+5.117e-06i,0.00018746-9.9927e-05i,2.0808e-05-0.00026783i,0.00069848+9.0911e-05i,0.0010479-5.0912e-05i
0.0020633-6.175e-05i,0.0015737+0.00089213i,0.001047+0.0011494i,0.0009547+0.0013752i,0.00063903+0.0014196i,-2.4826e-05+0.0008035i,0.0002337-3.7677e-05i,0.00018923+0.00024504i,0.00010064+0.0005667i,0.0005967+8.2319e-05i,0.0002618-0.00030782i,-2.7057e-05-0.00010647i,0.00026671+0.00035983i,0.0005878+0.00016739i,0.00033909+0.00017692i,-0.00031434+7.8945e-05i,-4.778e-05-0.00058495i,0.0008691-0.0007721i,0.00070295+0.00018077i,-7.1786e-05+0.00080049i,-0.0006487+0.00014844i,-0.000369-0.00066343i,0.00022462-0.00046254i
-0.0018339-0.00037791i,-0.0018235+1.487e-06i,-0.0007713-0.00028859i,-0.00060012+0.00017091i,-0.00097589-3.7174e-05i,-0.0013395-0.00051719i,-0.00060812+0.00028784i,0.00045973+0.0012662i,0.00057598+0.0011276i,-0.00029565+0.00066228i,-0.0011299+0.00061243i,-0.0011471+0.00025035i,-0.00013597-0.00047202i,0.00028381-0.00041619i,0.00028915-9.6746e-05i,0.00015222+0.00014212i,7.3603e-05-0.00027559i,0.00057639-0.00079778i,0.00034462-0.00059476i,0.00046678-0.00064447i,0.00088459-0.0010028i,0.00063417-0.00094637i,0.00037289-0.00044195i
0.00066229-0.00014224i,-0.00078832-0.00013476i,-9.9081e-05+0.00039054i,0.00052209+0.00092633i,-0.00013679+0.0014834i,-0.00035944+0.0015307i,-0.00015023+0.00097292i,-0.00028294+0.00047146i,-0.00027562+0.00050045i,-0.00051154+0.00068252i,-0.00068761+0.00031186i,0.00032524+0.00011289i,0.00095037+0.00065299i,-9.4337e-05+0.00048055i,-0.0010132-0.00080311i,-0.00015112-0.00050996i,0.00039001+0.00020654i,-0.00041335-0.0005468i,-0.0007478-0.0010151i,-0.00093081-0.0007404i,-0.0011131-0.0010053i,5.6322e-05-0.0011282i,0.00098722-0.00047417i
-0.00086298+2.2751e-05i,-0.00015397+0.00023391i,0.00082172-3.8334e-06i,0.0012309-0.00039139i,0.00012872-0.00034868i,-0.0003706-0.00010136i,8.7955e-05+0.0001363i,-0.00060252+0.00047343i,-0.0014685+0.00058504i,-0.00091843+4.9979e-05i,-0.00068367-0.00041685i,-0.00089758-0.00042252i,-0.0014097-0.00088858i,-0.0014746-0.00060034i,-0.00040999+0.00049545i,-0.00020595+0.00028843i,-0.00016225-0.00042207i,-5.2977e-05-0.00041115i,0.00029457+9.5181e-06i,-0.00033341+0.00039605i,-0.0010041+0.00028417i,-0.00062434-5.7366e-06i,-0.00055276+8.7477e-05i
7.3272e-05+0.00083009i,-0.00031148+0.00099781i,6.7522e-05+0.0013794i,-0.00039391+0.0016475i,-0.00017522+0.0020781i,0.00076076+0.0017806i,0.00014303+0.00050718i,-0.00051029-0.00032352i,-0.00052097-0.00034504i,-0.00050145+0.00066572i,-0.00028217+0.00098079i,0.00017568-0.00041326i,0.00094303-0.00078108i,0.00052954-0.00046247i,-0.00036288-0.00035009i,-0.00064747-0.00026888i,-0.00024087-0.00012284i,0.00060493+3.9779e-05i,0.0011824+1.1889e-05i,0.0011042-6.1613e-05i,0.00020688+6.4097e-05i,0.00022785+0.00053878i,-8.5646e-05+0.00014695i
1.5685e-05+0.00062306i,0.0004389+0.00038167i,0.00065463+7.1019e-05i,-0.00018057-0.00052468i,-0.00091535-0.00098864i,-0.0011213-0.00044812i,-0.0010304+0.00071132i,-0.00068296+0.001361i,-7.5111e-05+0.00095318i,-0.00039991+4.7169e-05i,-0.00025048+0.0001442i,0.00011815+0.00066814i,-0.00044836+0.00011644i,-0.00073308-0.00032413i,-0.00099876-0.00030589i,-0.0014164-0.00046016i,-0.0014678-0.00098704i,-0.00095796-0.001274i,-0.00014443-0.000665i,0.00037742-0.00044636i,9.4407e-05-0.0002961i,0.00013663-0.00041686i,-5.8479e-05-0.00012187i
-0.00075509-0.00029035i,-0.0011035+0.00045159i,-0.0010226+0.001414i,-9.6788e-05+0.0011826i,0.00035936+0.00039078i,0.00040332+0.00053557i,-0.00012853+0.0010528i,-0.0003264+0.00038412i,0.00026066-0.00037318i,0.00013815-0.00010486i,6.4973e-05+0.00036502i,7.8846e-05+0.00063844i,0.00033703+0.00048775i,-0.00015328+0.00017537i,-0.0012368+0.00016703i,-0.0011906+0.00017621i,-0.00072061+0.00041658i,-0.00026277+0.00037956i,0.00015274-6.2362e-05i,0.00039489-0.00075352i,0.00028474-0.001004i,-0.00042759-0.00022115i,-0.00024951+0.00013781i
-0.001339-0.00040388i,0.00032088-0.00094025i,0.001094-0.00050404i,0.00043971+0.0011725i,-0.00044711+0.0017541i,-0.0017413+0.00063494i,-0.001512-0.00018665i,-0.00031642+0.00031985i,0.00031666+0.0011875i,0.00048759+0.0011476i,0.00063048+0.00085985i,0.00096898+0.00040571i,0.00069799+0.00055696i,0.00036894+0.00014464i,0.00032782-0.00051429i,0.00026886-0.00079904i,0.00028032-0.00092417i,0.0003703-0.0006202i,5.5081e-05-0.0009606i,-0.00042553-0.00074697i,-0.00032087-0.00011402i,-0.00025082-0.00037033i,-0.00017076-0.00067853i
3.5819e-05-0.00070859i,0.00046068+0.00041387i,-0.0003432+0.00075099i,-0.00089886+0.00080119i,0.00024672+0.00052783i,0.00091365-0.00011276i,-0.00024548-0.00042676i,-0.00039688-0.0003448i,-0.00015157+0.0004534i,-0.00045158+0.00027168i,0.00050164-0.00027614i,0.00073522-9.5988e-05i,1.4806e-05-0.00023207i,-4.4816e-05-0.00016632i,0.00024027-0.00043094i,-0.0003-0.00070966i,-0.00078723-0.00033748i,-0.00056013+0.00010286i,-0.00064237+5.1926e-05i,0.00058528-0.00043349i,0.0011429+5.7053e-05i,-2.295e-05+9.069e-05i,-0.00059859-0.00028525i
0.00084541-0.00017652i,0.00061855+0.0001847i,0.0003785+0.0011448i,0.00029454+0.00073581i,4.409e-05-0.00033994i,-0.00022205-0.00046619i,-0.00093722+0.0002585i,-0.0016019+0.00096129i,-0.0010872+0.00020721i,2.9024e-05-0.00026611i,0.0002475+0.0001244i,-0.00048299+0.00018782i,-0.0013148-7.5739e-05i,-0.0015668-0.0008016i,-0.0009142-0.00025646i,-0.00022071+0.00067307i,-0.00031268-3.4566e-05i,0.00054913-0.00092052i,0.0013764-0.00025362i,0.00063365+0.00035164i,0.00014358+0.00091585i,0.00035067+0.00096192i,-8.3383e-05-8.2058e-05i
1.0462e-05+0.0015809i,-4.7257e-05+0.00031981i,0.00028298-0.00074987i,0.00056226-0.00060336i,0.00074494+0.00010543i,0.0006173-0.00012932i,0.00012361-3.6843e-05i,-0.00073558+0.00065438i,-0.00067996+0.00063748i,-0.00011299+0.00049148i,-0.00013308+0.0008909i,-0.00023109+0.00060956i,7.3691e-05+0.00016663i,0.00019808+0.0002274i,0.00046161+0.00023516i,0.00048079-0.00022107i,0.00028867-0.00070739i,0.0007076-0.0007162i,0.00020399-0.0011569i,-0.00051731-0.001472i,-0.00018271-0.0010966i,0.00014724-0.00051337i,-0.000114-0.00014303i
-0.00025711-4.9965e-05i,-0.00057606+0.0011241i,-0.0017467+0.0013484i,-0.0016545+0.0012216i,-0.0015504+0.0015579i,-0.00075173+0.0006093i,0.00041334+0.00023935i,0.00041364+0.00066254i,-0.00035689+0.00076883i,-0.001191+0.00063098i,-0.00053049+1.0459e-05i,0.00016754-0.00084028i,6.2934e-05-0.0010295i,9.3831e-05-0.00067844i,-0.00029539+6.984e-06i,-0.00089793+0.00025869i,-0.00058114+1.6917e-05i,-0.00020547-0.0001946i,7.4946e-05-0.00054493i,-0.00014068-0.00047146i,0.00029428+0.00019918i,0.00093886+0.00014684i,0.00040019-0.00064616i
-0.0012752-0.00090489i,-0.0015085-0.00076962i,-0.00078344-0.00046254i,-0.00019999-0.00053022i,0.00019311-0.00022885i,0.00081456+0.0010285i,0.00074799+0.00099481i,2.303e-05+0.0009939i,-0.0007352+0.00082754i,-0.00028582+0.00037714i,0.00091584+0.00039803i,0.00047211+0.00048768i,-0.00023245+0.00018279i,0.0001149-0.00024214i,8.2386e-05-0.00011628i,-0.00020296-0.00027142i,0.00017607+0.00019151i,0.0008291+0.00016338i,0.0009574-0.00044785i,-3.7693e-05-0.00084607i,-0.00010261-0.0006675i,0.00061817+0.00024557i,0.00017707+0.000128i
-0.0002057-0.0019546i,-0.00056451-0.0014951i,-0.00050354-0.00018266i,-0.00031944+0.0011851i,-0.0006359+0.0010522i,-0.00066482+2.4755e-05i,0.00023006-0.00047448i,0.00010838-0.00020805i,-0.00030894-0.00012268i,8.786e-05-0.00036937i,0.00051377-0.00052598i,0.00059658-0.00043422i,-8.8951e-05-0.00046966i,-0.00025205-0.0010076i,2.748e-06-0.0011785i,2.8978e-05-0.0013356i,-0.00064469-0.0010552i,-0.001077-0.0011123i,-0.0010348-0.00089229i,-0.00015607-0.00067297i,0.00066744-0.00040542i,0.00022778-1.7804e-07i,-0.00046566-0.00010924i
0.00085154+0.00024163i,0.00085231+0.00011157i,0.00031696-0.00059522i,0.00031535+0.0001162i,0.00025032+0.0010616i,-0.00013512+0.0012045i,-0.00064354+0.00084697i,-0.00066327+8.438e-06i,0.00043427+0.00027733i,0.00051071+0.00034668i,6.106e-05-0.00043255i,3.2662e-05-9.7583e-05i,-2.888e-05+0.00035897i,-0.00030084-0.00010736i,0.00015991-0.00042855i,0.00016156-0.00012137i,-0.0005923-0.0002328i,-0.00050332-0.00046571i,7.9616e-06+0.00026666i,0.00082353+0.00041288i,0.00084222+0.00033505i,-0.00049493+0.00061511i,-0.00091581+0.00048874i
-0.00033862-0.00079141i,0.00011349+0.0018124i,-0.00025055+0.0018196i,-0.00044466+0.00043358i,-0.00061056-0.00024123i,-0.00061378-0.00027782i,5.5082e-05-0.00022846i,0.00039204+0.00060217i,-0.00032554+0.0010976i,-0.00045442+0.00010291i,2.4091e-05-0.00036094i,-0.00054153-5.4154e-05i,-0.00095063+0.00022208i,-0.00076153-0.00032642i,-0.0002157-0.00069854i,0.00036652-0.00018842i,0.00031186+0.00010811i,-0.00014924+6.6552e-05i,-0.00013774+0.00016655i,0.00030778+0.00031746i,-0.00026307+0.00063012i,-0.00037574+0.00061892i,3.4536e-05-0.00011846i
-0.0018666+0.0018055i,-0.0016511+0.00062354i,-1.2753e-05+0.00052061i,0.0014918+0.00044973i,0.0016493+2.3463e-05i,0.00078237-0.00083304i,0.00057376-0.00053657i,0.00022123+0.00050728i,-0.00089175+0.00096782i,-0.00055186-8.5633e-05i,0.00049709-0.0011196i,0.00097662-0.0013202i,0.00063317-0.00064329i,-0.00051781+4.5174e-05i,-0.0004845-0.00042803i,-0.00090672+3.4937e-05i,-0.0015077+0.00057375i,-0.00064511+8.8666e-05i,-0.00037041-0.00050183i,-0.00096006-0.00023848i,-0.0011052-0.00025302i,7.6086e-05-0.00056666i,0.00027336+3.7746e-05i
-0.0019072-0.00026998i,-0.0016971-0.00068844i,-0.000482-0.0011706i,0.00017663-0.00055116i,-0.00024089+0.00056066i,6.0163e-06+0.00090655i,0.00039218+0.00036499i,-0.00036034+0.00065376i,-0.0010573+0.001321i,-0.0010803+0.0012762i,-0.0012632+0.00076088i,-0.0004006-0.00035282i,0.00024192-0.00081462i,-0.000225-0.00015934i,-0.00073819+0.00068305i,-0.00088122+0.00029341i,-0.0016073-0.0003399i,-0.0016975+0.00064083i,-0.0010119+0.0003506i,-0.00012386-0.00051304i,0.00043473-0.00077856i,0.00062167-0.00044141i,0.00049654+5.8576e-05i
-3.742e-05+0.00064472i,-0.00033063+0.00034989i,-9.6494e-06-0.00017883i,-0.00018883-0.00048581i,-0.00050781+0.00023608i,-3.3589e-05+0.00089898i,0.00041299+0.00088729i,8.8836e-05+0.0011071i,-0.00049551+0.00027002i,-0.00063223+0.00010219i,-0.0010637+0.00083199i,-0.0014197+4.7613e-05i,-0.001241-0.00043903i,-0.00053692-0.00063911i,0.00054795-0.0013203i,0.00087442-6.3778e-05i,0.00016036+0.00045444i,0.00016896-0.00042429i,0.00022209-0.00049141i,-0.00012065-0.00037829i,-0.00029676-0.00060463i,-0.00042671-0.00055437i,-0.00030324-0.00024454i
0.00054194-0.00025013i,0.00039326+0.00043261i,0.00020761+0.00023127i,-0.00020631-0.00044136i,-0.00066039-0.00089789i,-0.00066075-0.00041711i,-0.0001263+0.00034012i,0.00025783+2.4734e-05i,1.6669e-05-7.264e-05i,-0.00034624-5.3513e-05i,-0.00072547-0.00017421i,-0.0004562+0.00028423i,0.00080875-0.00057337i,0.0014361-0.0016224i,0.00051796-0.00088439i,3.3549e-05-0.00077978i,-1.3176e-05-0.0010481i,0.00014775-0.00011348i,0.00044524+0.00044361i,0.00026024+2.5115e-05i,-1.6574e-05-0.00043855i,-2.5888e-05+0.00039012i,-0.00015316+0.0011819i
-0.0016713+0.00040378i,-0.0013014+0.00047087i,-0.00042462+0.00070927i,0.00027054+0.0010469i,0.00038114+0.0007981i,5.8376e-05+0.00017351i,8.2931e-05+0.00040827i,-0.00037243+0.00062435i,-0.00067612+0.00071277i,-0.00087914+0.00051892i,-0.00091354-1.675e-05i,-0.00077906+0.00068733i,-0.00052298+0.0014658i,0.00011811+0.00050285i,0.00020353-0.00027386i,-8.7267e-05-0.00032146i,-6.2249e-06-5.8914e-05i,0.00057652-0.0001516i,0.0010212+8.2566e-05i,0.0012251+0.0004412i,0.00015767+0.00037397i,-0.00043213+3.9438e-05i,-0.00011642-0.00080375i
-0.0023031+0.00084214i,-0.0028299-3.8031e-05i,-0.0026544-0.00050141i,-0.0013809-0.00039773i,0.00017698-0.0012084i,0.00075-0.0014633i,0.00087563-0.0013932i,0.00012724-0.00037099i,-3.0095e-05+0.0010289i,-0.00020301+0.0010505i,-0.00059182-0.0003338i,-0.00022961-0.0010001i,-2.0525e-05-0.0003676i,-2.4454e-05-0.00015049i,-0.000185-0.00019842i,0.00040103-0.0010162i,0.0011969-0.0012933i,0.0010575-0.00018332i,-7.5383e-05+0.00023391i,-0.00095541-0.00045246i,-0.00036629-0.00068316i,9.6563e-05-0.0006102i,6.7615e-05-0.0007194i
0.00098725-0.0011915i,0.00076409-0.00018336i,-0.00023915-0.00075061i,-0.00102-0.00052096i,-0.00083329+0.00047504i,-9.9218e-05+0.00030252i,0.00015266-3.4588e-05i,0.00032875-0.00046478i,0.00028887-0.00097713i,-6.5376e-05-0.0014036i,-0.00022746-0.0013982i,0.00033159-0.00092855i,0.00096531+2.3465e-05i,0.0004269+0.00029497i,-0.00016059+0.00046589i,-9.8689e-05+8.8877e-05i,-0.00045382-0.00024534i,-0.00099551-0.0002489i,-0.00068108-4.1495e-05i,0.00043449+5.207e-05i,0.0010778+0.0006049i,0.00067576+0.00076887i,-0.00015767-2.7622e-05i
0.0017897-0.00019585i,0.00069876+0.00098128i,0.00050879+0.0010985i,5.3457e-05+0.0001262i,-0.00021439+0.00035573i,-0.00025366+0.00040433i,0.00011868+0.00053698i,0.0010307+0.00082311i,0.001202+0.0011657i,0.00069858+0.00048706i,0.00025841-0.0013281i,0.0005133-0.0018016i,7.1683e-05-0.00041699i,-0.00023936+0.00026584i,-5.2702e-05+0.00011914i,-1.2899e-05+0.00036109i,-5.6019e-05+0.00038223i,-4.7779e-05+9.1793e-05i,5.3292e-06+5.3202e-05i,-0.0010181-0.00034599i,-0.0010991-0.00081372i,-0.00030392-0.00021248i,-0.00037966+0.00011198i
0.00010923+0.0017292i,-6.5506e-05+0.0012464i,-0.00014063+0.00057652i,0.00042375-0.00015506i,0.00029765-0.00034743i,-0.00020588-0.00044146i,-0.00056303-0.00045624i,-0.0006115-0.0006972i,-0.00029688-0.00056253i,8.4605e-05-0.00038216i,0.00040076-0.00070155i,0.00032305-0.00035047i,4.0593e-05+0.00039829i,0.00019948+0.00018798i,-0.00051063-8.9281e-06i,-0.00078363-0.0006361i,9.333e-05-0.00086828i,0.0003996+6.5472e-05i,0.00037496+0.00066339i,6.4478e-05+0.00046548i,-0.00033396+6.3468e-05i,0.00051152+0.0002287i,0.0013612+0.00019785i
-0.0021779-6.8963e-05i,-0.001756-0.00011239i,-0.00059934+5.1225e-05i,-0.00010171+0.00047188i,-0.00044276+0.00042663i,0.00052338+0.00017729i,0.0013596+3.3514e-05i,0.00077101-0.00046475i,-9.6576e-05-0.00017949i,-0.00039922+0.0012068i,9.9056e-06+0.0015812i,-0.00043623+0.00084077i,-0.0011677-0.00071948i,-0.00060841-0.0015422i,-0.00038749-0.0012421i,3.7802e-05-0.00112i,0.00054535-0.000569i,0.00022936+0.00041943i,1.3938e-06+0.0002329i,-7.7468e-05-0.00056932i,-0.00016081-0.00032573i,0.00065429+1.414e-05i,0.0008882+0.00012928i
-0.001367-0.00021835i,-0.0010216+8.8205e-05i,6.988e-05+0.0013832i,0.00067815+0.002668i,0.0011119+0.0025493i,0.0007609+0.0014636i,-0.00065972+0.00056291i,-0.00096553+0.00023688i,4.0499e-06+0.00010071i,0.00071745+0.00017967i,0.0007447+9.6568e-05i,0.00093694-0.00011255i,0.0014716-0.00019513i,0.0010542-6.7846e-05i,-0.00038811-0.00042204i,-0.0011666-0.00017949i,-0.00086792+0.00037141i,7.6309e-05+0.00055663i,0.00028997+0.00070694i,0.00044719+0.00049897i,0.00095565-0.00021884i,0.000888-0.00083632i,0.00047996-0.00030178i
-0.0017854-0.00042029i,-0.0019899-0.00017081i,-0.0014372+0.00022577i,-0.00082588-0.00013062i,0.00010502-0.00026557i,0.00049187+0.00063874i,0.00028557+0.00070488i,8.7559e-05+0.00027311i,0.00025307-0.00025053i,6.4075e-05-0.00061196i,-0.00038045-0.00059108i,-0.0003782-0.00058643i,7.1679e-05-0.00012633i,4.9541e-05+0.00025318i,-0.00010083+0.0003777i,-0.00047627+0.00019854i,-0.00094778-0.00024127i,-0.00092075-5.2698e-05i,-0.00093885-0.00014017i,-5.3185e-05-0.00044706i,0.0007302-0.00010196i,0.00087585-6.5073e-05i,0.00044119-0.0002142i
0.0012021-0.0014968i,0.00084022-0.00048395i,0.00052907+0.00011832i,0.00086993+0.0015053i,0.00036211+0.0019076i,6.9938e-05+0.00086804i,0.00067065-0.00052391i,0.0012009-0.00039106i,0.00067466+0.00033548i,-0.00048375-0.00043156i,-0.00078783-0.001045i,-0.00033749-0.0013616i,0.00016162-0.0016858i,0.0003783-0.0012313i,-8.6423e-05-0.0004363i,-0.00077682-0.00061694i,-2.342e-05-0.00081688i,0.0011297-0.00014833i,0.00087072+0.00016525i,0.00036852+4.674e-05i,0.0008027-0.00040017i,0.00065465-0.00076542i,0.00020994-0.00027123i
0.0022285-0.00034645i,0.0019526+0.00068111i,0.0015468+0.00091422i,0.00025849+0.00016171i,-0.0012284+0.00011757i,-0.0014591+0.0011325i,-0.00050669+0.00063194i,1.3882e-05+0.00014965i,0.00013627-0.00012928i,0.00032881-0.00077756i,0.00038413-0.00073774i,7.2368e-05-1.1087e-05i,0.00024643+0.00012512i,0.00031325+1.8566e-05i,-0.0007386-0.00031923i,-0.00083517-0.0010769i,-0.00046156-0.00053061i,-0.00015939+0.00017934i,0.00055328-0.00028147i,0.00087204+7.8413e-07i,0.00021458+0.00047682i,-0.00018838-0.00051925i,-0.00068347-0.00034706i
-0.003634+0.0021835i,-0.0037492+0.0018429i,-0.0025803+0.0011941i,-0.0013423+0.00085479i,-0.00044849+0.00085424i,0.00052525+0.00097285i,0.00077588+0.0011049i,0.00039093+0.0010964i,-0.00034709+0.0014185i,-0.00067824+0.0012275i,0.00017767+0.00074828i,0.00053575+0.00042166i,-0.00023507-0.00018588i,-0.00039263-0.00087829i,-0.00011745-0.00065906i,-4.8021e-05-4.037e-05i,0.00026208+0.00011126i,-2.7719e-06-0.00010534i,-0.00021418-0.00024056i,-0.0003635-0.00045123i,-0.00068955-0.0010686i,-0.00016009-0.0010848i,1.7987e-05-0.0004367i
0.00041425-0.00029842i,0.00060102-0.00017995i,0.00067136+8.0772e-05i,0.00036111+0.00011216i,-0.00050029-0.0002812i,-0.00090632-0.0011569i,-0.00074888-0.0012376i,-0.00087357-0.00024043i,-0.00091803+0.00042378i,-0.00072911+0.00054545i,-0.00012301+0.00060222i,0.00014984+0.00014588i,0.00038108-4.8728e-05i,0.00032741-3.0069e-05i,5.7832e-05-0.00080767i,0.00042084-0.00033942i,0.0002864+0.00045626i,0.00025912+0.000249i,6.1505e-05+0.00063906i,-9.1799e-05-0.00015861i,-0.00021172-0.0013869i,-0.00011855-0.00038583i,-0.00064607-7.9294e-05i
-0.00065785-0.00084834i,-0.0014198-0.0014942i,-0.0015744-0.00079483i,-0.0014903+0.00076242i,-0.0012881+0.0011976i,-0.00072397+0.0013567i,0.00014636+0.0014692i,0.00029956+0.00060755i,-0.00086059+0.00010254i,-0.0012682+0.0002772i,-0.00047677+1.5059e-05i,-0.0004175-0.00072337i,-0.00012472-0.0010156i,-0.00013343-0.00121i,-0.0010104-0.0016181i,-0.0012341-0.0011372i,-0.00049318-0.0006713i,-7.7515e-05-0.00028728i,-0.00046158-4.661e-05i,-0.00097867+9.0892e-06i,-0.00075487-1.2959e-05i,-9.9217e-05+0.00033696i,0.00058536+0.00070654i
0.00047579-0.00063184i,0.00066851-0.0010043i,0.0005883-0.0010876i,-3.8421e-05-0.00080516i,-0.0011109+9.4925e-05i,-0.00055368+8.1149e-05i,-0.00022251-8.768e-05i,-0.001091-1.1871e-05i,-0.0014666+0.00035023i,-0.0016634+0.00037747i,-0.0012269-0.00025801i,-0.00038831-0.0011084i,0.00014353-0.0015669i,0.00035298-0.00084311i,0.00016679+6.3307e-05i,-0.00028842+1.7138e-05i,-0.00053566-0.0001948i,-0.00016719-0.00067124i,-3.3298e-06-0.0014212i,-0.00012624-0.0010566i,0.00012442-0.00035438i,-0.00045792-0.00040761i,-0.00070506-0.00082841i
-0.00078568-2.3299e-05i,-0.00062616-0.00011233i,0.00030604+0.00037467i,0.00059983+0.0010806i,9.8337e-05+0.001609i,0.00043353+0.0009412i,0.00055671-0.00023595i,-0.00033299-0.00040693i,-0.00066235-0.00015743i,-0.00050961-0.00056844i,-0.00010507-0.00035324i,5.1646e-05-0.00026834i,0.00037772-0.0013105i,0.0010077-0.001418i,0.00054186-0.00028899i,-0.00010042+0.00010232i,-0.00014142-5.3106e-05i,0.00010668-0.00051897i,-1.5743e-05-0.00038732i,-0.00023866-0.00034751i,-0.00028004+0.00026303i,-0.00025508+0.00086531i,-0.00022448+0.00020456i
