-0.0040457+5.9036e-05i,-0.0029585-0.00046393i,-0.0018908+0.00015908i,-0.001234+0.001178i,-0.00073077+0.0017438i,0.00098082+0.0010318i,0.0014256+0.00095521i,0.00033108+0.0012592i,0.00068382+0.0012066i,0.0015102+0.00031879i,0.0013122-0.00039775i,0.00049256-0.0013784i,-5.2884e-05-0.0020402i,0.00013462-0.0013121i,3.7606e-05-0.00016385i,-0.00027431+0.00040722i,-0.00015122+0.00076793i,-0.00035414+0.00084823i,-0.00028205+0.00029268i,0.00067051+0.00083292i,0.00064398+0.0012144i,-8.0768e-05+0.00066417i,-0.00038176+8.2378e-05i
0.001717+0.00097034i,0.0012671+0.00060588i,0.002005-0.00057882i,0.0022698-0.0019702i,0.001574-0.0023984i,0.00041741-0.0018401i,0.00022701-0.0012095i,0.00019482-0.00013515i,-1.7439e-05+0.00077842i,0.00070303+0.00027084i,0.00046191-0.00015774i,-0.0010653-2.0263e-05i,-0.0013743-2.9598e-05i,-0.00057413-1.3674e-05i,0.00028385+0.00019737i,0.0010053+0.00041356i,0.00073322-9.3118e-05i,0.00011672-0.00088155i,4.6999e-05-0.0008841i,0.00027471-0.0010231i,0.00060325-0.00075939i,-0.00023821-0.00022706i,-0.00072835+0.00011188i
-0.00023651+0.0015701i,0.00040014+0.0021277i,0.000768+0.0019857i,0.00073443+0.0014272i,0.0010123-3.4825e-05i,0.00097166-0.0011802i,0.00016811-0.0013655i,-0.00066759-0.00013636i,-0.0005687+0.00083571i,0.00081692+0.00087456i,0.0006822+0.0011946i,-0.0001246+0.00086195i,1.8602e-05+0.00078264i,-0.00029325+0.00097379i,-0.00026403+0.00049896i,5.9477e-05+0.00042862i,-0.0004193+0.00021446i,-0.00074097+3.7814e-05i,-0.00053331+0.00074553i,-0.00043663+0.00067629i,0.00014804-0.00013478i,0.00053271-0.00014505i,0.00057262+0.00036654i
-0.00038919-0.001552i,-0.00088199-0.0019187i,-0.00083328-0.0029904i,-0.0012103-0.0019706i,-0.0016048-0.0011059i,-0.00048509-0.00069193i,0.00075498+0.00019249i,0.00048728-6.1913e-05i,0.00057942-0.00051135i,0.00075853-0.0001741i,0.00024934-6.443e-07i,-8.0433e-05-0.00036008i,0.00030757-0.00056615i,0.00059675+2.6436e-07i,0.00025484-3.7341e-06i,0.00036426+7.7693e-06i,0.0010616-0.00017888i,0.00041948-0.00053422i,-0.00079707-0.0011932i,-0.00082222-0.00078302i,-0.00086999-0.00050015i,-0.00019796-0.00068565i,0.00061318+0.00035587i
0.0011129+0.00011845i,0.001907+7.221e-05i,0.001789-0.00085682i,0.00088181-0.0017813i,5.323e-05-0.0024827i,9.0344e-05-0.0021191i,0.00045027-0.0015739i,0.00095482-0.00082922i,0.0014314+0.00018833i,0.00070438+0.00060829i,-8.6212e-05-7.8916e-06i,0.00034899-0.00031576i,0.00035349-0.00029963i,4.1829e-05-0.00036327i,0.00032946-3.6074e-05i,0.00013982+8.8857e-08i,-0.00036503-8.4544e-05i,-0.00023022-0.00032978i,9.1257e-05-5.0023e-05i,-0.00050922+0.00038727i,-0.0015553-0.00026476i,-0.001582-0.00046964i,-0.0012627-9.6252e-05i
-0.0014084+0.0014967i,-5.1057e-05+0.0014314i,0.001425+0.0010533i,0.0023107+0.0012128i,0.0015519+0.00023576i,0.00059491-0.00071478i,0.0007724-0.00099639i,0.00070491-0.0013315i,0.00064162-0.00078798i,0.00037766+0.00083906i,0.00095207+0.0014119i,0.0011264+0.00016576i,0.00053305-0.00076608i,-3.6429e-05-0.00018577i,-0.0010167+0.0005761i,-0.0010707+0.00028708i,-0.00038662-0.0002617i,-0.00014794-0.00019364i,-0.00086688+5.8369e-05i,-0.00085875+0.00011842i,6.208e-05+9.287e-05i,0.00021144-0.00036103i,-3.5869e-05-0.00067573i
-0.00048958+0.00012963i,0.00034873-0.00067276i,0.00023952-0.00078949i,-7.264e-05-0.00069717i,-0.00029967-0.00088775i,0.00023768-0.0007447i,0.0007633-0.00057908i,0.0006938-0.00043604i,0.0012318+3.8843e-05i,0.0019444+0.00054229i,0.0019341+0.00064431i,0.0013602+0.00074692i,0.00097784+0.0010193i,0.00092884+0.0011077i,1.1748e-05+0.00090679i,-0.00068634+0.00011125i,-0.00012941-0.00085506i,0.00043819-0.00039908i,0.00039239+0.00039607i,0.00036761-0.0003642i,-0.00010385-0.00095883i,-0.00059232-2.6407e-05i,-0.00037432-1.4746e-06i
-0.00099321+0.0007885i,-7.0506e-05+9.7414e-05i,0.00021462-0.00022529i,5.0077e-05-0.00084059i,0.00044028-0.00093433i,0.00085406-0.0011005i,0.0011695-0.0011835i,0.00090558-0.00067719i,0.00077879-0.00024542i,0.0012527+0.00019565i,0.001619+9.5258e-06i,0.0012652-0.00018089i,0.00081031-2.8605e-05i,0.000416-0.00024267i,0.0001781-0.00020317i,-0.00036753-9.3932e-05i,-0.00059416+0.00054652i,-0.00012276+0.00095754i,0.0004305+0.00012753i,4.9092e-05-0.00024286i,-0.00056953-0.00020458i,-0.00071281+0.00017023i,5.8831e-05+0.00029693i
-0.00097067-0.0005786i,-0.00050871-0.00018511i,-0.00097615-8.5355e-05i,-0.0012809-4.9384e-05i,-0.0005385+3.9665e-05i,-0.00029715-0.0011716i,0.00017598-0.0018809i,0.00067996-0.00073614i,0.00067373-0.00036873i,0.00064716-0.00038263i,0.00044989-0.00023534i,0.00095425-0.00060561i,0.0007808-0.00020988i,0.0005871-0.00014048i,0.0012484-0.00069341i,0.00060481-0.00073116i,-0.00082777-0.0009371i,-0.0011447-0.0010768i,-0.00033841-0.00078632i,0.00058256-8.6806e-05i,0.00089771+5.8692e-05i,0.00064287-0.00042882i,0.00033116+1.1935e-05i
-0.0020999-0.00038814i,-0.0014383+0.0010296i,-0.0010574+0.0022073i,-0.0017037+0.0019828i,-0.0013559+0.00069941i,0.00090798-0.00025512i,0.0016613-0.00084536i,0.00042933-0.00079767i,-0.00039882+0.00018384i,-9.5902e-05+0.00053549i,0.0001734+0.00011791i,0.00054944+2.299e-05i,0.00079368-5.3875e-05i,-0.00018624+0.00037015i,-0.00064542+0.00026561i,0.00024711-0.00061252i,0.0012644-0.00099705i,0.0017016-0.00095044i,0.00083964-0.00048625i,0.0003771-0.00048156i,-7.8875e-05+1.5596e-05i,-0.00041141+0.00031786i,-1.9009e-05+0.00014024i
0.0016392+0.00069211i,0.0022943-0.00041023i,0.0029012-0.0022457i,0.0025535-0.0027458i,0.0014819-0.0024538i,0.00098025-0.0014723i,0.0011074-0.00011953i,0.00052462+0.00054231i,5.8396e-05+0.00059594i,0.00048803+0.00073433i,0.0011178+0.00041922i,1.7007e-05-0.00021676i,-0.0007148-0.0006617i,-0.00030405-0.00056238i,-0.00043836+0.00024899i,-0.0006635+0.001134i,-0.00097233+0.0011265i,-0.00060422+0.00017273i,-9.3446e-05-0.00056115i,-0.0002708-0.0005632i,-0.00029443-0.00039566i,-0.00021532-2.4735e-05i,0.00040511+0.0004952i
0.0011133-0.00085542i,-0.0005994-0.00077636i,-0.0022087-0.0003176i,-0.0022281-0.00090518i,-0.0014705-0.0015277i,-0.00066427-0.0010965i,9.2702e-05-0.00075847i,0.00022808-0.00062111i,0.00036358-0.00020881i,0.00063618+0.0007469i,0.00081632+0.00053315i,0.00093446-0.00041353i,0.00025287-0.00038945i,-0.00024217-0.00062777i,-5.8023e-05-0.00090627i,0.00040115-0.00062264i,0.00035309+0.00028246i,1.25e-05-0.00023868i,-0.00066821-0.0013736i,-0.00082052-0.0014523i,-0.00032583-0.0011879i,-0.00050042-0.00042678i,-2.1015e-05+0.00055988i
-0.0012443-9.6217e-06i,-0.0011189+0.00016643i,-0.0011244+0.00095754i,-0.00051089+0.0011932i,9.8863e-05+6.1352e-05i,0.00039552-0.0018947i,0.00013719-0.0019271i,-0.00014577-0.00072234i,-0.00028808+0.00026745i,-0.00014926+0.00075566i,0.00050497+0.00091273i,0.00067794+0.0007755i,0.00038188+0.00043465i,9.0716e-05-5.8845e-05i,-0.00035738-0.0003753i,-0.0010626-0.00021206i,-0.0010428+9.0748e-06i,-0.00049934+0.00014065i,4.8508e-05+0.0003002i,-7.2325e-05-3.3419e-05i,0.00010062-0.00041426i,0.00059452+9.6694e-05i,0.00056896+0.00059776i
0.00065179+0.0002021i,0.00094283-0.0010778i,0.0022032-0.0031608i,0.0014383-0.0036273i,0.00027627-0.0023425i,8.016e-06-0.0012306i,0.0004856-0.0011399i,0.00021369-2.885e-05i,0.00039575+0.00081006i,0.00095188+0.0011647i,0.00074439+0.0014757i,0.00034473+0.00032352i,-0.00018953+8.4559e-05i,-0.00064389+0.00067104i,-0.00080462+0.00020013i,-0.00023918+0.00021965i,0.00042747+0.00042487i,0.00056049-8.368e-05i,0.0002853-0.00028577i,-0.00015824-0.00020099i,-0.00036093-0.00031607i,-9.0275e-05-0.00028584i,0.00066897+9.0221e-05i
0.0017834-0.00013519i,0.0012282-0.00056605i,0.00038343-0.00090974i,0.0004376-0.0017449i,0.00099653-0.0029595i,0.00062605-0.0026768i,-0.00036168-0.0016333i,-0.00065278-0.001086i,-3.8233e-05-0.00023004i,0.00073354+0.00041213i,0.0010307+0.00052627i,0.00029495+0.00032019i,-0.00025359-0.00034775i,-0.00065822-0.00039173i,-0.00021979+0.00023229i,0.00064535-5.4664e-05i,0.00076928-0.00061073i,0.0002183+0.00015685i,0.00020894+0.0010422i,0.00039845+0.0013108i,9.998e-05+0.0010483i,-0.00061612+0.00048333i,-0.0011689-8.5848e-07i
-0.00064671-0.00024251i,-0.0012528+0.00081015i,0.00010534+0.0015542i,0.00028402+0.0015029i,-0.00051403+0.0010923i,0.0004989+0.00072239i,0.0015573-0.00068129i,0.0009247-0.0010069i,-0.00024317-8.5097e-05i,-0.00049325+0.00047174i,-0.00043972+0.00037609i,5.1026e-05-0.00019087i,0.0012704-7.6176e-05i,0.0015156+4.3984e-05i,0.00061579-0.00011977i,0.00037897+0.00042836i,0.00059626+0.00068433i,0.00052963+0.00035735i,-4.2389e-05-0.00081025i,-0.00013463-0.001004i,0.00011927-0.00022277i,0.00014222+0.00025646i,0.00014633+0.00032071i
-0.00022285-0.00074174i,-0.0012051-0.00083833i,-0.001416-0.0017774i,-0.0013874-0.0016735i,-0.001709-0.0014117i,-0.0014616-0.001682i,-0.00015917-0.00094885i,0.00031035+0.00064519i,1.3189e-05+0.0013547i,-0.00016413+0.0011209i,2.7816e-05+0.00081755i,-0.00052265+8.2964e-05i,-0.00056678-0.00034328i,0.00045773-0.00015809i,0.00087752+0.00019091i,0.00073567-0.00020281i,0.00048103-0.00019255i,0.00020776+0.00043992i,-0.0001701+0.0001533i,-0.0004122+0.00047714i,-0.00038813+0.00072796i,-0.00061579+0.00043354i,-0.00065897+8.4559e-05i
-0.00055696-0.001225i,-1.025e-05-0.0018549i,0.00047058-0.0023495i,0.0006836-0.0020922i,-7.2354e-05-0.0023635i,-0.0002528-0.0019396i,-0.00021855-0.00090148i,-0.00057381-0.0010503i,-0.00060473-0.001366i,0.00011895-0.00094481i,0.00058078-0.00035338i,0.00037355-3.0655e-05i,0.00014577-0.00050645i,-0.00015714-0.0011323i,4.1373e-05-0.00029132i,0.00043119+0.0001728i,0.00053053-0.00069962i,0.00060924-0.00016112i,0.00051379+0.00017723i,-7.922e-05-0.00030258i,-0.00046102+0.0003036i,-0.00049108+0.00017454i,-0.00058329-0.00028364i
-0.0022093+0.00030359i,-0.0023982+0.00069062i,-0.0017228+0.0016426i,0.00027656+0.0014444i,0.0010982+6.554e-05i,0.0011942-0.0014543i,0.0011623-0.0018671i,4.2108e-05-0.00044551i,-0.00057103+0.00028491i,-0.00039918+0.00020481i,9.035e-07-9.3555e-05i,7.0418e-05-0.00033675i,-0.00048291-0.00037312i,-0.0010334-0.00020694i,-0.00081693+6.3436e-05i,-0.00010288+0.00066637i,0.00031749+0.00080195i,0.00033234-8.3743e-05i,0.00032095+2.0232e-05i,0.00018822+3.2402e-05i,-0.00016612-0.00041349i,-5.4582e-05-0.00046051i,-0.00024804-0.00070639i
0.0009987+0.00041985i,0.0020577-0.0016441i,0.0038235-0.0028054i,0.0025536-0.002781i,0.00087463-0.0023124i,0.00067622-0.0021272i,0.00061935-0.0017705i,0.00046949+0.00010887i,0.00020554+0.00099911i,0.00053308+0.00078698i,0.00043234+0.00067195i,-0.00024252+5.2402e-05i,-0.00034763-0.00042492i,6.1212e-05-0.0001927i,0.00037706+4.0793e-06i,0.00044759-0.00022171i,0.00061047-0.00061286i,0.00035968-0.00081904i,-0.00058835-0.00026422i,-0.00094936-0.00018566i,-0.00084122-0.00070652i,-0.0011-0.00077634i,-0.00051308-0.0013149i
0.0021988+9.7602e-05i,0.0010113+1.278e-05i,0.00033773-0.0011249i,-0.00061315-0.0034235i,-0.00087032-0.0044394i,-0.00046865-0.0029659i,-0.00049643-0.00081796i,-0.0002387+0.00046901i,-0.00017484+0.00040813i,0.00022746+0.00045435i,-0.00013512+0.00021042i,-0.00026237-0.00045374i,0.00021615+1.6287e-05i,9.057e-05+0.00053396i,-4.856e-05+0.00018929i,-5.363e-05+0.00062541i,9.5002e-05+0.0011472i,0.00026097+0.0007923i,0.00016093+0.00029245i,0.00031757+0.00037749i,-8.8103e-05+0.00037471i,-0.00077915-0.00019206i,-0.00075645-0.0006601i
-0.00045163-0.0010335i,-0.00014962-0.0001304i,-0.00060654+0.00022662i,-0.00071188+9.6022e-05i,-0.00067868-0.00059662i,-2.2972e-05-0.0013586i,0.00071916-0.0011224i,0.00034151-0.00052252i,0.00060168-0.00024498i,0.0012129-8.1962e-05i,0.00040089-6.8741e-05i,-0.00042071-6.3868e-05i,3.5065e-05-0.00037522i,0.00040923-0.00038228i,0.00013915+0.00039971i,-4.2532e-05+0.00050174i,-0.00045239+0.00018956i,-0.0010768-0.00011163i,-0.0010489+0.00014045i,-0.00082601-0.00012197i,-0.00019462-0.00060563i,-7.3875e-05-0.00036801i,-0.00023778-0.0002794i
-0.0017793-0.0010859i,-0.0016746-0.0013713i,-0.00014773-0.0017132i,0.00066137-0.00154i,0.00029852-0.00083944i,0.00024569-0.00090454i,0.00056668-0.00093557i,0.00052076+0.00020134i,0.00062484+0.00075174i,0.0013049+0.00056914i,0.00048893+0.0012196i,-5.8138e-05+0.0014693i,0.0011041+0.00098903i,0.001733+0.00029141i,0.0014224-0.001032i,0.0012721-0.0012286i,0.001259-0.00056664i,0.001069-0.00021801i,0.00067575-0.00024732i,3.2208e-06-0.00017006i,-4.9625e-05-0.00025206i,0.00029407-0.00064923i,0.00014625-0.00014577i
0.0022454+0.0016444i,0.0028094-0.00051265i,0.0038873-0.001156i,0.0034186-0.0019655i,0.0021666-0.0026292i,0.0012002-0.0026574i,0.00090636-0.0019018i,0.00034453-0.00026614i,-0.0002825+0.0011327i,-1.3782e-05+0.0013861i,-0.00028949+0.00089914i,-0.00070179+0.00064416i,-0.00029382+0.00066177i,-0.00075683+0.0011252i,-0.00098025+0.0017618i,-0.00074013+0.0015942i,-0.00098374+0.00063966i,-0.00091899-0.0005079i,-5.1115e-05-0.00046567i,0.00010663-0.00017431i,-0.00027405-0.00041186i,-0.00047682-0.00075303i,0.00012049-0.00010143i
0.0027377-5.5128e-05i,0.00086367-0.00010903i,-0.0013078-0.0017252i,-0.0011462-0.0016786i,-0.00033139-0.00073026i,-0.0002861-0.00048156i,-0.00075621-0.0009289i,1.6504e-05-0.00013757i,0.00085563+0.00082947i,0.00048854+0.00018038i,0.00091604-0.00059821i,0.0016778-0.00061989i,0.00087063-0.0006274i,-0.00043273-0.00061394i,-0.00073629-0.00048181i,-0.00019856-2.1223e-05i,0.00063535+0.00014784i,0.00015122-0.00016554i,-0.00047156-0.00063589i,-0.00022474-0.00034693i,-6.859e-05+0.00011658i,7.4962e-05-0.00042786i,0.00022148-0.00068389i
0.00069102-0.00042323i,0.00051121-0.0011125i,0.00083613-0.0014004i,0.00074867-0.0011523i,0.00029442-0.00087551i,0.00067118-0.0015742i,0.0012611-0.0021463i,0.0010059-0.0011184i,0.00067468+0.00037398i,0.00035952+0.001004i,6.3214e-05+0.00086951i,0.00034675+0.00041422i,0.00060803+0.00027197i,0.00043381+0.00024797i,0.00065487+0.0010098i,0.00053045+0.0015505i,1.2314e-05+0.00072813i,-0.00030387+0.00055302i,-0.00041181+0.00075108i,-0.00011344+0.00030119i,-5.4767e-05+0.00018259i,-0.00036413+0.00020905i,-0.0003158-0.0002622i
0.0006868-0.00057864i,0.0005505-0.001271i,-0.00035437-0.0026326i,-0.00026986-0.0035932i,0.00044892-0.0027814i,0.00015282-0.0015012i,-0.00039807-0.00086604i,-0.00034274-0.00058242i,-4.4469e-05-0.00041131i,0.00024323-0.00024503i,0.00054231-1.3291e-05i,-6.7063e-05+0.00040821i,-0.00021838-0.00016368i,0.00068525-0.00063093i,0.0013312+0.00036332i,0.00086282+0.0010524i,-0.00012455+0.00063537i,-0.00014965-0.00023925i,0.00021833-0.00033582i,5.5668e-05-0.00054935i,0.00018728-0.00074091i,1.0001e-05-0.00014775i,-0.00035882+0.00029607i
0.00074669-0.00045021i,0.00020565-0.00071234i,-0.00023064-0.0011503i,-0.00048888-0.0012586i,-0.00029369-0.001221i,-0.0001409-0.0007458i,0.00024968-0.00061159i,0.00059698-0.00039628i,0.00057275-0.00054512i,0.00063241-0.00036806i,0.00090669+4.4153e-05i,0.00059476+0.00066723i,-0.0004698+0.00022327i,-0.00091197-0.00036239i,-0.00010327-0.00031732i,0.00085186+5.3124e-06i,0.0011593+0.00057328i,0.00081145+0.00012462i,-0.0001141-0.00032445i,-0.00024075-0.00017517i,0.0001181+1.4458e-05i,0.00027919-9.2876e-05i,0.00071364-0.00063281i
-0.00018964-0.0006914i,-0.00077905-0.0017838i,-0.00031063-0.0031718i,0.00068435-0.0025197i,0.00035632-0.0015048i,0.00024546-0.0011737i,0.00024128-0.0007556i,0.0001349-7.5846e-05i,0.00033405+0.00085943i,0.00039654+0.00083498i,0.00096549+0.00029i,0.0017022+0.00016355i,0.0015947+0.00049036i,0.00090109+0.0011822i,0.00037413+0.00085085i,0.00081532+0.00016231i,0.0012855+0.00018804i,0.00046932+0.00077841i,0.00022773+0.00096336i,3.9624e-06+0.00035653i,-0.0010382+0.0003389i,-0.00094782-0.00031071i,-0.00024908-0.0013265i
-0.00029486+0.00076808i,0.0005655+0.00022982i,0.0012733-0.00039251i,0.00087256-0.00021503i,0.00062482-0.00025438i,0.0010417+0.00021532i,0.0011133+0.0008598i,0.00027806+0.00092767i,0.00017052+0.00057423i,0.00037455-0.00029491i,0.00061303-0.00015693i,0.0009123-2.1542e-05i,0.00064784-0.00016358i,0.00026543+0.00026668i,0.00017712+0.00024745i,-0.00056691-0.00015654i,-0.00066176+0.00019579i,-0.00054908+0.00055416i,-0.00082951+0.00066767i,-0.00065385+0.00067543i,-0.00067036+0.00023732i,-0.00086792+9.0184e-05i,-0.00057651+0.00042853i
0.0016493+0.00028326i,0.0010046-0.0010833i,0.00076539-0.0024444i,0.0013295-0.0024729i,0.00069419-0.0022602i,-0.00031678-0.0026216i,-0.00034706-0.0017402i,0.00020034-0.00035799i,0.0010829+9.3502e-05i,0.0013418+0.0009513i,0.00015428+0.0017659i,-0.00092996+0.00083638i,-0.00037342-0.00016304i,0.00088508+0.00019969i,0.0012196+0.00035787i,0.00052526+0.00010167i,-8.0401e-05-4.3413e-05i,9.1335e-05-8.2125e-05i,0.00021782-0.00034494i,-0.00082445-0.00040899i,-0.0015251+0.00032301i,-0.00069157+0.00054252i,-0.00033199+0.00018947i
-0.0012471-0.0018127i,-0.00059245-0.00078805i,0.00030395-0.00053173i,-0.00035194-0.0012967i,-0.0015736-0.0016844i,-0.0011657-0.00099661i,-3.0652e-05-0.00034196i,0.00081997+7.5769e-05i,0.00080478+0.00027489i,0.00052872+0.00064575i,0.00058205+0.00061551i,0.00030429+0.00023884i,0.00011511+0.00031962i,-0.00037243+0.0003442i,-0.00018156+4.3095e-05i,0.0001301-7.37e-05i,-0.00046038+0.00018548i,-0.00038513-0.00034828i,7.0807e-05-0.0010326i,4.8877e-05-0.00063483i,-0.0004205-0.00013479i,-0.00059744-0.00032604i,-0.00017947-2.1946e-05i
0.0011431+0.0011209i,0.00093249-0.00061325i,0.0010648-0.0022552i,0.0010664-0.0026588i,0.00072036-0.0022058i,0.00093356-0.0018733i,0.00072868-0.0013091i,0.00017011+8.0063e-05i,-1.9444e-05+0.00049568i,0.00033499-0.00014405i,0.00061078+1.1102e-05i,0.00018216+0.00067594i,-0.00044112+0.00042478i,-0.00034275-1.2651e-05i,-0.00060163+0.00037221i,-0.0010291+0.00062862i,-0.00096338+0.00036013i,-0.00067453-4.9037e-05i,-0.00030897-0.00074303i,-0.00048203-0.00081271i,-0.0007821-3.8104e-05i,-0.00022239-1.0019e-05i,0.0006994-0.00072924i
0.0017916-0.0010202i,0.00099191-0.00085757i,0.0010732-0.0015716i,0.00072813-0.0025677i,0.00013412-0.0032549i,-0.00019162-0.002155i,-0.00012719-0.00087103i,0.00029038-0.00034897i,0.0002428+1.4749e-05i,0.00060576+0.00029931i,0.00096086+0.00043558i,0.00073776+0.00036878i,0.00052029+0.0004223i,0.00076357+0.00077139i,0.0008505+0.00016044i,0.00012382-0.00049977i,-0.00071007-0.00019577i,-0.00085761+3.8696e-05i,-8.1417e-05-0.0003619i,0.00049501-0.00060713i,0.00028534-0.00033289i,0.00015747-0.00045676i,0.0005343-0.00068344i
0.0011237+0.0015348i,0.0020827+0.00016067i,0.002484-0.0013919i,0.0022317-0.0014128i,0.0013142-0.00098816i,0.00084109-0.0013742i,9.2951e-05-0.0012542i,-0.00023021-0.00033204i,0.00040085+0.00017858i,0.0010076+0.00018158i,0.0010044+0.00048798i,0.00033807+0.00034938i,-0.00030676-0.00030112i,-0.00077215-0.00055343i,-0.00024274+0.00049269i,0.0003609+0.00097174i,0.00049703+0.00047644i,-0.00031383+0.00057573i,-0.00081926+0.00028164i,-0.00021829-9.3403e-05i,-0.00047838-0.00014942i,-0.00067432-0.00040682i,-7.2119e-05-0.00038926i
0.00011813+0.0012195i,-0.00046724+0.00092844i,-0.0011867+0.00074134i,-0.0009592+0.0003833i,0.00069145-0.0010201i,0.0010923-0.0018318i,0.00025054-0.0012555i,-3.9822e-05-0.0006622i,0.00017162-0.00028242i,9.1969e-05+0.00067854i,-4.2617e-05+0.00087932i,0.00010026+0.00052983i,-0.00022957+0.0001875i,-0.00026463-0.00023897i,0.00034813-0.0007925i,0.00084507-0.00073632i,0.00024368-0.00035671i,-0.00010205-0.00050924i,-0.00021052-0.0010097i,-0.00027023-0.0012795i,-0.00061287-0.00094051i,-0.00083732+6.4153e-06i,-0.00031376+0.00030997i
0.00072336+0.00077576i,0.0016752-0.00063228i,0.0016594-0.0014926i,0.0020011-0.0013008i,0.0022852-0.0003334i,0.0028497-0.00069181i,0.00215-0.0010952i,-9.2818e-05+0.00016572i,-0.00066578+0.0017312i,0.00029854+0.0015109i,0.00055139+0.00047144i,0.00038228+0.00015582i,0.0004042-0.00048795i,3.3142e-05-0.00090693i,-0.00050729-0.00029562i,-0.00038308-0.00029925i,-0.00034205-0.00043781i,-0.00071477-0.0003365i,-0.00046304-0.00075482i,-0.00064832-0.00084904i,-0.0011239+9.6138e-06i,-0.00088672+0.00039659i,-7.2814e-05-0.00041008i
-0.0001082-0.00087286i,-0.00079368-0.000887i,-0.0017335-0.00058001i,-0.0018021-0.00034776i,-0.0012902-0.00091731i,-0.00021714-0.00057707i,0.0010494-0.00011242i,0.0011023+0.00028909i,0.00095623-0.00035769i,0.00094019-0.000572i,0.00041632+0.00053583i,0.00042311+0.0010871i,0.0011151+0.00064774i,0.0016696+6.5175e-06i,0.0015788-0.00036064i,0.0005851-0.00049115i,7.36e-05+0.00017934i,0.00031347+0.00052357i,-2.5464e-07+0.00022189i,-8.8839e-05+0.00066582i,0.00016962+0.00020618i,0.00046327-0.00032292i,0.00077358+0.00048257i
0.00016444-0.0011845i,0.00090371-0.001748i,0.001216-0.0023883i,0.0011591-0.0027092i,0.00061202-0.0021485i,0.00028157-0.002292i,0.00027759-0.0024602i,0.00021059-0.0011686i,0.00033338-0.00026603i,0.00059537-0.0007399i,0.00053589-0.001034i,0.00064854-0.00082668i,0.0007553-3.8268e-05i,0.0005554+0.00055552i,0.00070486+0.00019124i,0.0009171+0.00033931i,0.00031055+0.00094468i,-0.00017706+0.00053471i,0.00020202-8.9107e-05i,7.229e-05+0.00045606i,-0.00063197+0.00044583i,-0.00053321+7.5486e-08i,0.00022228+0.00010233i
0.00031722-0.0030363i,-0.00072727-0.0025886i,-0.0014067-0.0031574i,-0.0012816-0.0029044i,-0.00093972-0.0014194i,0.00024641+8.1232e-05i,0.00083595-0.00054752i,0.00059567-0.0012268i,0.00051663-0.00026914i,-0.00051809+0.00016102i,-0.0014332+0.00021015i,-0.0004417+0.00035077i,0.0004016+0.0004116i,0.00026395+1.0948e-05i,-0.00020568+0.00039886i,-5.2477e-05+0.00059165i,0.00023536-0.00018403i,2.1628e-05-0.00042657i,0.00012774+3.638e-05i,-0.00011379+0.0010394i,-0.00042414+0.0003821i,0.00033598-0.00015893i,0.0003572+0.00050763i
-0.00050348-0.0002769i,0.00079166-0.00046952i,0.0012232-0.0006259i,0.00094598-0.00067163i,0.00092639-0.00069415i,0.0013001-0.00066777i,0.0011814-0.00046358i,0.0012678+0.00011136i,0.00070561+0.00078454i,0.00055901+0.00073237i,0.0010834+0.00044034i,0.00072688+7.8451e-05i,0.00013362-0.00038766i,-7.4495e-05-0.0013441i,-0.00034539-0.0015255i,-0.00011457-0.00057756i,0.00038904+8.9955e-05i,0.00019915-0.00013191i,-0.00023875-0.00062138i,-0.00075641-0.00081457i,-0.00069039-0.00084039i,-0.00088292+3.99e-05i,-0.0014593+0.00026279i
0.0018964-0.001093i,0.0016211-0.000841i,0.00015803-0.0014731i,-0.00057825-0.0024526i,-0.00039157-0.0022528i,-0.00037526-0.0012108i,-0.0010091-0.00053447i,-0.0010875+0.00035168i,-0.00042563+0.0004501i,-0.00044599+0.00015901i,-0.00019118+8.8263e-05i,0.00043827-2.8859e-05i,0.00069183+0.00051779i,0.00014428+0.0001317i,-0.0010087-0.00023373i,-0.0015532+0.00064651i,-0.0010728+0.00067924i,-0.00076142+0.00020752i,-0.00086242+0.00015158i,-0.00032872-7.8534e-06i,-7.678e-05-1.8834e-05i,-0.00058461+0.00053107i,-0.00040822+0.00091138i
-0.00036258-0.0005431i,0.00036385-0.0013204i,0.00071699-0.0020104i,5.048e-05-0.0023463i,6.781e-05-0.002435i,0.00093284-0.0010275i,0.0016838-0.00038158i,0.0012324-0.00052209i,0.00032584-0.00034899i,0.00033845+0.00056642i,0.00091963+0.0009876i,0.00060729+8.4622e-05i,-2.9794e-05-0.00040624i,-0.00030819-0.00056423i,-0.0003486-0.00059854i,0.00025077-5.2819e-05i,0.00086686+0.00070054i,0.0007684+0.0010996i,0.00019573+0.00076856i,-3.7397e-05+0.00022996i,-0.00022819+1.1086e-05i,-0.00084608+0.00026962i,-0.0014763+0.00030438i
0.00074978-0.0016554i,-0.00081897-0.0014605i,-0.0015117-0.0018091i,-0.0014924-0.0018547i,-0.00076379-0.0010361i,-1.1843e-05-0.0002315i,2.7075e-05-0.00053202i,0.00079698-0.00016887i,0.00080493-5.0348e-06i,0.00031196+0.00047847i,0.00031985+0.00086096i,0.00085422+0.00020142i,0.00088235+0.00082942i,0.00026238+0.0014318i,0.00067916+0.00051266i,0.00097258-0.00040797i,0.00043414-0.00052464i,6.2039e-05-0.00025399i,-9.0845e-05-0.00019475i,-0.00025001-0.00036318i,-0.00039971-0.0004504i,-0.00042067-0.00045414i,-0.0005022-0.00048461i
