-0.0027376+0.00060649i,-0.0013038+0.00044392i,-0.0020133+0.0010116i,-0.0015972+0.0011801i,-0.00090007+0.0016636i,-0.00026293+0.0013357i,-0.00064806+0.00093379i,-0.00090103+0.0013084i,0.00037234+0.0013622i,0.00087223+0.00058442i,0.00089997-0.00076693i,0.0015434-0.00091071i,0.0012771-0.00043904i,0.00015484-0.00019908i,-0.00094729+1.601e-05i,-0.0017034-0.00018469i,-0.0014081-0.00037283i,-0.00029506-0.0006372i,0.00045889-0.00043895i,8.7045e-05-4.0624e-05i,-0.00036535-0.00033888i,-0.00029608-0.0010168i,-0.00028167-0.00057646i
-0.00038518-0.0011209i,-0.00025337-0.00035276i,-0.0011776+0.00055805i,-0.0013887-7.1136e-05i,-0.00071426-0.00027862i,0.00036758-3.129e-05i,0.00082164-0.00011761i,0.00030634-9.1529e-05i,0.00014149-0.00016539i,0.00051995+0.00029623i,0.00059058+0.00056842i,0.0003992+0.0010668i,0.00056828+0.0010731i,0.0006397+5.35e-05i,0.0013948-0.00049633i,0.0019674-0.00036251i,0.0011472+0.00049769i,0.00037666+0.00041716i,0.00019365-0.00044683i,-0.00017591-0.00073021i,-0.00039614-0.00088035i,-0.00032868-0.00038428i,-0.00030393+0.00022134i
0.00039445+0.0016328i,0.00031837+0.00068574i,0.00037907+0.00042786i,-1.4264e-05+0.00032733i,0.00039375+0.00062756i,0.00071759+0.00039427i,1.5606e-05-0.00026168i,-0.00060405+2.2446e-05i,-0.00049529+0.00021043i,4.5867e-05+0.00024652i,-4.4568e-05+0.00047059i,-0.0010012+0.00065707i,-0.0013259+0.00027662i,-0.00010631+0.00046613i,0.00028822+0.00050451i,-0.00023023+0.0001728i,-0.0005082+0.00093446i,-0.00066431+0.0012286i,-0.00035249+0.00044104i,8.6642e-05-0.00023366i,3.6709e-05-0.00041895i,-0.00036413-0.0002746i,-0.00019306-0.00019503i
0.0010038-0.00053797i,0.00063632-0.0010619i,-7.3176e-05-0.0023818i,-0.00010295-0.0029741i,0.00082639-0.0012981i,0.0012499+0.00016469i,0.00081422-0.00071993i,0.00060846-0.0017396i,0.00032541-0.00093771i,-0.00012675-0.00041174i,-0.00074626+5.6288e-05i,-0.0011674-0.00028009i,-0.00043918-0.00062054i,-0.00029359+6.2202e-05i,-0.00054107-0.00015935i,-0.00055177-0.00031715i,-0.00015988-0.0002231i,1.9146e-05-2.4278e-05i,7.1404e-06-0.00010045i,0.00014857-0.00063238i,0.00025301-0.0011568i,0.0007444-0.00091671i,0.00019691-0.00078913i
0.00031977-0.00022473i,0.00032291-0.00033111i,-0.0004584+0.0001996i,-0.00094996+0.00090097i,-0.0007296+0.00099926i,-5.0526e-05+0.00041234i,2.8072e-05-0.00018566i,-0.00020652+0.00016001i,0.00047541-0.00014912i,0.0010067-0.0010363i,0.0011619-0.00065042i,0.0012533-7.273e-05i,0.00092283+0.00010134i,0.00069442+0.00018644i,0.000381-0.00019356i,-0.00020889-0.00095893i,-0.00058055-0.00038216i,-0.00045757+0.00027751i,0.00062337+0.00038502i,0.00092029+0.00030122i,-0.00010981+0.00010107i,-0.00063527+8.9583e-05i,-7.0137e-05+0.00020168i
0.0010194+0.00025843i,0.0016592-0.00041714i,0.0017737-0.00096716i,0.0012252-0.0015625i,0.00055996-0.0013263i,6.936e-05-0.00089661i,0.00035743+0.00037744i,0.00017374+0.0012073i,0.00095255+0.00065627i,0.0016652+0.00017515i,0.00086426+5.6932e-05i,0.00024736+0.00022016i,0.00044345+0.00083528i,0.00019706+0.00074043i,0.0002334+0.00039442i,0.0001495-0.00027408i,2.0436e-05-0.00077695i,-0.00032275-0.00017694i,-0.00055743+0.00045889i,-0.00053642+0.00036266i,-0.00034912-0.00035333i,-5.0224e-05-0.00069562i,0.00039593-0.0005038i
0.0016694-0.00066366i,0.0003293-0.0013472i,-0.001066-0.002108i,-0.0013198-0.0018161i,-0.00074664-0.0017879i,0.00071089-0.0010947i,0.001374-0.0002677i,0.0014206-0.00044503i,0.0014484-0.0004878i,0.0010587-0.00058511i,0.00061617-0.00021955i,-0.00026209+0.00053479i,-0.00020837+0.0005632i,0.00068904+0.00010239i,0.00086103+0.00036271i,0.0002788+0.00061403i,-0.00045716+0.00062376i,-0.0011464+0.0005103i,-0.00086967-5.2647e-05i,-0.0002042-0.00053625i,-2.3259e-05-0.0002289i,-0.00043067+0.0003047i,-0.00079048+0.00022385i
0.00064658-0.00042414i,-0.0002989-0.0011672i,-0.0011683-0.001598i,-0.0013817-0.0015657i,-0.0012711-0.001319i,-0.001251-3.5103e-05i,-0.00089148+0.00069367i,-0.00059616+0.0001945i,-0.00040232-0.00043769i,-0.00012555-0.00060566i,0.00047917+5.2313e-05i,0.00099811+0.0010164i,0.00096271+0.00069215i,0.00039708-0.00036255i,-7.542e-06-0.0008373i,-0.00043933-0.00051387i,-0.00035992-0.00044176i,9.6493e-05-3.1127e-05i,0.00024854+0.00082972i,1.6312e-05+0.00074495i,-0.00011978+0.00059664i,-8.1498e-05+0.00056167i,0.00045127+0.0003894i
-0.00086447-0.0018854i,-3.9822e-05-0.001638i,0.00029859-0.001341i,7.6834e-05-0.00059172i,0.00029146+0.0001193i,0.00049558+0.00025168i,6.7943e-05+0.00051945i,-8.818e-05+0.00076928i,0.00043973+0.00021813i,0.00063914-0.0001887i,0.0010193-0.00019765i,0.0012891+0.00035738i,0.00071545+0.00032437i,0.00040771-6.6476e-05i,0.00058972-6.0823e-05i,0.00091533-0.00036362i,0.00030802+7.4767e-05i,-0.00016348-0.00020395i,0.00027861-0.00096039i,0.00029007-0.00069737i,8.4515e-05+8.8749e-07i,0.00021578-0.00040368i,0.00022145-8.1115e-05i
-0.00049543-0.00019647i,-0.00062942+0.00052301i,0.00031842+0.00081004i,0.00030806+0.0014028i,-0.00083423+0.001974i,-0.00047711+0.0017153i,0.00033901+0.00069535i,0.00080128-0.00016968i,0.00015735-0.00061658i,-0.00047071-0.00070381i,-1.0941e-05-0.00047937i,0.00030653-0.00015875i,-0.00010661-4.2209e-06i,-0.00060355-0.00020636i,-0.00063023-0.00054284i,-0.0010114-0.0003899i,-0.00098917+0.00031276i,-0.00018353+0.00042274i,5.8694e-05+0.00039521i,-0.00035681+0.00059123i,-4.3404e-05-0.00022621i,7.2192e-05-0.0012332i,-0.00035939-0.0010043i
-0.00017702-0.00030238i,-0.0014331-0.0022476i,-0.0027354-0.0032361i,-0.0022772-0.0023799i,-0.00082052-0.0011563i,-0.00015568-0.00078676i,5.7214e-05-2.0142e-05i,-8.2546e-05+0.00022293i,-0.0001661-0.0001016i,-3.6073e-05+0.00043865i,2.7604e-06+0.0001689i,0.00046893-5.8532e-06i,0.00065493+0.00032296i,0.00028083+0.00021726i,0.00025658+0.00031307i,0.00052327-0.00025273i,0.00092068-0.00039654i,0.00014532+3.8925e-05i,-0.00062355+0.00044602i,-0.00088088+0.00042783i,-0.0002579+9.892e-05i,0.00069945+0.00017743i,0.00046535-3.2351e-05i
0.00032906-0.0013875i,-0.0011184-0.0018575i,-0.0013411-0.0015217i,-0.00085911-6.1379e-05i,-0.00089425+0.0015604i,8.5624e-06+0.0017884i,0.00014697+0.00081969i,-0.00076272+1.9677e-05i,-0.00068378-5.8126e-05i,-0.0004355+3.9684e-05i,2.9818e-05+0.00014454i,-0.00027566+0.00060139i,7.0535e-05+0.00025559i,0.00044427-0.00040391i,-0.00052882-0.00042126i,-0.0006919-0.00050925i,-0.0001147-6.8358e-05i,0.00014324-0.00013929i,0.00042848-0.0004825i,0.00041105-0.00055793i,-0.00062505-0.00094902i,-0.0010445-0.0013035i,-0.00035907-0.0010616i
-0.00025477-0.00036343i,-0.00047716-0.00025639i,-0.00069117+0.00084802i,-0.00040588+0.0015281i,0.00010762+0.00089111i,0.0011111-8.1113e-05i,0.0015292-0.0002581i,0.0002809-0.00047062i,-0.00055974-0.000434i,-5.5606e-05-0.00082201i,1.4326e-05-0.00063637i,-7.6989e-05-0.00050915i,0.00038128-0.00052749i,0.00044197-7.0054e-05i,0.00040952-0.00029486i,0.00093024-0.00037621i,0.00074129+0.00031039i,-0.00043034+0.0002802i,-0.0010909-0.00060907i,-0.00036677-0.00035429i,0.00036841+0.00029987i,-0.00013684+0.00059958i,-0.00088403+0.00017125i
0.00063777+0.0018104i,0.0013349+0.0012746i,0.0012796+0.0012002i,0.00089648+0.00079824i,0.0012708+0.00043839i,0.0015978-0.00013686i,0.00083419-0.00055418i,0.00022444-0.00078447i,0.00021092-0.00034809i,0.00015168+0.00026605i,0.00031501+0.00050005i,0.0005197+0.00023486i,0.00070935-0.00024675i,0.00048877-8.2269e-05i,-0.00014676+0.00029292i,-0.00038503+0.00033309i,-3.8151e-05+9.1539e-05i,0.0001217-0.00069i,0.00038732-0.00077895i,-0.00013017+0.00025765i,-0.00015264+0.00018481i,0.00058284-0.00075983i,0.00049899-0.00065657i
0.0002597-0.0014002i,-0.0010274-0.0012257i,-0.0019801-0.0017237i,-0.001705-0.0016011i,-0.00074466-0.00064883i,-6.2062e-05-0.00042724i,0.00066555+3.7929e-05i,0.00087771+0.00011936i,0.00037434-0.0005879i,-5.7001e-05-0.00067353i,7.4096e-05-0.00026235i,0.00059644-0.00054442i,0.00057944-0.00033091i,9.2142e-05+0.00013707i,0.00032532-0.00036372i,0.00090027-0.00036345i,0.00021998-3.062e-05i,-0.0004893-7.3471e-05i,-0.00039591+0.00027227i,0.00013543+0.00045631i,-0.00057251+0.00021601i,-0.0014866+0.00049503i,-0.00091862+0.00064723i
0.00043621+0.00060248i,0.0019428-0.00057746i,0.0014383-0.0014807i,0.00049118-0.0014667i,0.00062305-0.00071606i,0.00099035-0.00031739i,0.00040016-1.888e-05i,-0.00033531+0.0004903i,0.00043822+0.00028197i,0.0010928+0.00028143i,0.00055773+0.00053213i,-0.00017431+0.00047561i,-0.00019286+0.00061706i,-6.0572e-05+0.00059671i,1.6497e-05+6.5401e-05i,0.00050809-0.00011049i,0.00086816+0.00017479i,0.00043916-0.0002013i,-0.0005287-0.00055712i,-0.00082134+0.00010659i,-0.00062576+0.0007025i,-0.00040791+0.00073762i,-2.2548e-05+0.00011253i
-0.0008065+0.0016985i,-0.00051544+0.0014835i,-0.00028694+0.00085067i,-1.8048e-05+0.00087416i,0.00093413+8.5251e-05i,0.0010394-0.0012808i,0.0010332-0.0012788i,0.00086077-0.00031782i,0.00060352+0.00011014i,0.0010958+1.9459e-05i,0.00058379+0.00061113i,-0.00023588+0.00056078i,7.8649e-05-4.813e-05i,0.00072184-0.00034372i,0.0010914-0.00038563i,0.00063577+2.9213e-05i,1.9479e-05+0.00030829i,-0.0001573+4.7952e-05i,-3.7277e-05-4.3801e-05i,0.00025902-4.8548e-06i,0.0002091-0.00012607i,-5.4265e-05+9.891e-05i,-0.0001892+0.00013561i
-0.0019413+0.00089633i,-0.0014106+0.00040705i,-0.00036043+0.0010043i,0.0014553+0.0012557i,0.0010175+0.00097848i,0.00072846+0.00039229i,0.001019-8.1659e-05i,0.00052341-9.4975e-05i,0.00018928+0.00062098i,0.00041277+0.00030181i,0.00075438-0.00041765i,0.00014103-0.00090532i,-0.0002686-0.0010422i,-0.00041397-0.00081882i,-0.00035541-0.00035896i,-2.242e-05+0.00017192i,0.00014374+0.00027119i,-0.00021787+0.00027241i,0.00014817+0.00013003i,0.00036889+0.0002769i,0.00043476+0.00035682i,0.00069219-0.0005047i,0.00024143-0.00095152i
-0.00014673+0.00017021i,0.00030404+0.00082689i,-0.00065+0.0008101i,4.437e-05+6.3006e-05i,0.0012887+0.00032118i,0.0011007-2.8228e-05i,0.00027757-0.00076168i,-0.00045133-0.00062221i,-0.0001577-0.0004992i,0.00022155-2.6629e-05i,7.1219e-05-1.2623e-05i,0.00012531-0.00032032i,0.00083863-0.00060514i,0.0012042-1.0112e-05i,0.00071789+0.00040001i,9.888e-05+1.411e-06i,-0.00045984-0.00010324i,-0.00019055+0.00021831i,5.911e-05+0.00036913i,-1.8074e-05+0.00046121i,-0.00024217+0.00010382i,-0.0007143-0.00016374i,-0.0002993-6.9576e-05i
0.00090866+0.00041883i,0.0024085+4.6369e-05i,0.0035436+4.8923e-05i,0.0016605-8.2249e-06i,0.00018808+0.00027984i,0.00015225+0.00028046i,0.00065932+0.00022744i,0.0011322+0.00021676i,0.00106+0.00017519i,0.00052833+5.261e-05i,0.00010606+0.00017207i,-0.00043388+0.00082274i,-0.00043452+0.00089356i,-0.00010086+0.00084492i,0.00048971+0.0010103i,0.00024843+0.00090066i,-0.00048405+0.00050709i,-0.00031172+0.00042965i,0.00017241+0.0001026i,5.4432e-05-0.00020088i,-0.00042099-0.00011119i,-0.00077532-0.0003087i,-0.00072566-0.00086257i
0.00041359-0.00025604i,-0.00053781-0.0012753i,-0.0015002-0.0017444i,-0.001307-0.0015385i,-0.00086729-0.0016315i,-0.00013223-0.0014606i,0.00055004-0.0010444i,0.001289-0.00049829i,0.0016756+0.00011837i,0.0013962+0.00010215i,0.00046355+0.00032796i,4.1971e-05+0.00040051i,0.00025998+0.00029892i,-0.00015684+0.00056915i,9.2366e-05+0.00021661i,0.00011558-0.00020517i,0.00012522-0.00021603i,-2.6831e-05-0.00037482i,-2.0845e-05+0.00016036i,-0.00052305+0.0011352i,-0.00052092+0.00061685i,-0.00061377-0.00011334i,-0.0013039+0.00034899i
0.0017637-0.00054902i,0.0019106-0.00071959i,0.00083585-0.0005823i,-0.001052-0.00085765i,-0.00090538-0.0009365i,7.7815e-05-0.00026745i,0.00019095+0.00055273i,0.00053786+0.00040432i,0.00068675-0.00014925i,0.00022655-0.00048901i,-0.00028125-0.00053268i,-0.00049359+2.3651e-05i,-0.00018775+9.3371e-05i,0.00042177-5.0166e-05i,0.00019182+0.000267i,0.00033268+0.00068872i,0.0006017+0.00043135i,0.0004117+0.00024006i,-0.00028738+0.00086782i,-0.0010504+0.00037714i,-0.00091605-0.00043736i,-0.00029365-0.0002599i,-0.00030319-0.00035111i
7.56e-05-0.0011713i,0.00057481-0.0010756i,-0.00043144-0.0019651i,-0.0010132-0.0025073i,-4.8896e-05-0.0012353i,0.00089788+0.0004302i,3.0754e-05+0.00062567i,-0.00078726-0.00058085i,-0.00037108-0.00074257i,-0.00055208-9.1356e-05i,-0.00073448-0.00046847i,-0.00051341-0.00054773i,-0.00027543+0.0005182i,-0.00018615+0.00099066i,-0.00016951+0.0011389i,-0.00027188+0.00075198i,-0.00066376+0.0006467i,-0.00023764+0.00083118i,-0.00015396+0.00090639i,0.00070499+0.00029205i,0.001303+2.2772e-05i,0.00084712+0.00045382i,0.00063163+0.00044375i
0.00093663-0.00097096i,-0.00047837-0.0019154i,-0.0014592-0.00072357i,-0.00096523+0.0001487i,-0.00051838+0.0007677i,-0.00023818+0.00023997i,0.001076+0.00021055i,0.00090679+7.6738e-05i,-8.2464e-05-0.00026094i,-0.00018176+0.0002438i,1.6288e-05+0.00089103i,5.0219e-05+0.00099599i,-0.00011397+0.00054231i,0.00032484+0.00041169i,0.00093352+0.00025124i,0.00096005-0.00051715i,-2.8723e-05-0.00033105i,-0.00029155+0.00022638i,-0.00041776-0.00087624i,-3.3834e-05-0.0010252i,0.00048853+0.00011887i,0.00043905-9.3221e-05i,0.00038018-0.0004743i
-0.0012978+0.00078513i,-0.0010503+0.00084422i,0.00043599+0.00026642i,0.0018368+0.00056324i,0.0017498+0.00043673i,0.0012927-0.00035687i,0.00040379-0.00086425i,-0.00098616-0.0012635i,-0.0011882-0.0013804i,6.6273e-05-0.0010664i,0.00058401-0.00043219i,0.0001381-0.00017006i,-0.00030941-0.00040969i,-0.0005845-0.00081314i,-0.00070976-0.0011169i,-0.0010101-0.0010923i,-0.00068655-0.0014197i,-0.0002801-0.0014527i,-0.00078406-0.00068834i,-0.001072-0.00033506i,-8.0209e-05-0.00024001i,0.00082181+0.00020488i,0.00074816+0.0006685i
-0.0003741-0.0011983i,-0.00070705-0.0012842i,-0.0019224-0.0012598i,-0.0022339+0.00024907i,-0.0022912+0.0017215i,-0.0020288+0.0014607i,-0.00084389+0.00070001i,0.00021963+0.00083569i,0.00011358+0.00091619i,-0.00039513+0.0003368i,-0.00017857+7.8936e-05i,0.00027003+0.00017773i,0.00036335+0.00054268i,0.00030457+0.00020965i,0.00046041-0.00051433i,-3.3637e-05-0.00043253i,-0.00060575+0.00013714i,-0.00037125+0.00075229i,0.0003074+0.00059175i,0.0012229-0.00012747i,0.0017027+0.00056406i,0.0011075+0.00092899i,0.0004159+0.00084671i
-0.00018536-0.00014487i,8.2363e-05-0.0011619i,-0.00090369-0.0011542i,-0.00072135-0.00058257i,8.4018e-05-0.00048584i,0.0010525-0.00032993i,0.0013945-0.00064314i,0.00094888-0.00082673i,0.001313-0.00019967i,0.00082713+0.00039808i,-3.4306e-05+0.00011938i,0.00075211-0.00066302i,0.0011243-0.00069188i,0.001058-0.00050534i,0.00073883-9.0387e-05i,-0.00012012+0.00015408i,-0.00043053+1.0697e-05i,-0.00012398+0.00017678i,-0.00021921+0.00036494i,-0.00019837-6.8075e-05i,-0.00018198-9.2893e-05i,1.3572e-05+0.00024508i,0.00041552-0.00034735i
0.00085348+0.00065585i,0.0010131+0.001446i,0.0021041+0.0015723i,0.001931+0.0013694i,0.0010548+0.00078464i,0.00031953-0.00026717i,-0.00024452-0.00085093i,0.00014016-0.00083834i,0.00047932-0.0007543i,-0.00015807-0.0003446i,-0.00053679+0.00038482i,-0.00029043+0.00037766i,-0.00042594+0.00038442i,-0.00047213+0.00099484i,8.6457e-05+0.00098843i,0.00033152+9.3647e-05i,-9.5363e-05-0.00041443i,-0.00057549-7.0659e-05i,-0.00041732+0.00033451i,0.00062348+0.00011204i,0.00065589-0.00028108i,4.6947e-05-0.00014752i,-0.00046667+0.00060772i
-0.00099771-0.00036909i,-0.00115-0.00056002i,-0.0019453+8.4789e-06i,-0.0019087+0.00065561i,-0.00098286+0.0014427i,-0.00011708+0.0015873i,0.00048109+1.1113e-05i,0.0005227-0.00092806i,0.00051619-0.0003531i,0.00012938-0.00040389i,-0.00036642-0.000589i,-0.00061391-0.00062229i,-0.00071896-3.7769e-05i,-0.00067359+0.00084177i,-0.00037116+0.00084395i,-0.00017692+0.00054263i,-5.5829e-05+0.00016765i,5.7733e-05+0.00070476i,-0.00015547+0.0007281i,-0.00038616-9.0437e-05i,-0.00043315-0.00041987i,-0.00030888-0.00070153i,0.00035658-0.00044381i
-0.0021361-0.00090914i,-0.00093948-0.00089608i,-0.00014107-1.8914e-05i,-0.00011816+0.0015922i,0.00029043+0.0013486i,0.00096757+9.789e-05i,0.00064964-0.00059523i,3.5252e-05-0.00076442i,-1.2392e-05-0.00037983i,-4.8576e-05-3.6209e-05i,-0.00065726-2.112e-05i,-0.00096711-0.00034369i,0.00020298-0.00048698i,0.00066594-0.00050339i,4.462e-05-0.00071027i,0.00037602-0.00011282i,0.00033916+0.00073965i,-0.00053665+0.00085867i,-0.00047153+0.0004237i,0.00053983-8.6416e-05i,0.00048333+0.00028133i,-0.00038034+0.00041513i,-0.00098544-2.0009e-05i
-0.00079083-0.00066213i,-0.00086998-0.0003478i,-0.001218-0.00097172i,-0.0016112-0.00048323i,-0.00086731-0.00011781i,0.00011217-0.00039753i,0.00057084-0.00050366i,0.0003619-0.00065376i,-4.2358e-05-0.0003558i,-0.0002056+0.00020627i,0.00011134+0.00051391i,0.00035789+0.0002662i,-0.00032178+0.00047697i,-0.0010481+0.00015968i,-0.0012266-0.00065905i,-0.00086629-0.0007257i,-4.1532e-05-0.00033785i,0.00038413+0.00023883i,0.00033435+0.00013095i,-1.9085e-05+0.00031636i,0.00016678+0.00067719i,0.00046879+0.00033273i,0.00064008-0.00048508i
-0.0010139-0.00010845i,-0.00058639-0.00028938i,0.00023761+7.753e-05i,0.00076243+0.00022076i,7.0481e-05-0.00025228i,0.00030061-0.00026114i,0.00066913+3.462e-05i,3.3709e-06+0.00012213i,-0.00040804+0.00072229i,-0.00015474+0.0012129i,8.548e-05+0.0013069i,2.1627e-05+0.00050606i,-0.000351-0.00044964i,-0.00044947-0.00031502i,0.00012251-0.00035913i,-7.564e-05-0.00077193i,-0.00090402-0.0010202i,-0.00078097-0.00049765i,-0.00077013+0.00052973i,-0.0013057+0.00080264i,-0.0013947+0.00040124i,-0.00028584+0.00010688i,0.00035048-0.00029492i
0.00084812+0.00018136i,0.0012509+2.1659e-05i,0.0015015-0.0010894i,0.00092313-0.00093797i,4.6123e-05-7.7713e-05i,0.00016295-7.8566e-05i,-0.00024638-0.00052681i,-0.00066661-0.0010006i,-0.00043837-0.00068274i,-0.00022704-5.5103e-05i,-0.00013066+6.4046e-05i,5.9528e-05-0.00031485i,0.00026368-0.00034066i,0.0005095-0.00016016i,0.0001466+0.0006141i,-0.00026516+0.0013961i,-8.2121e-06+0.0013767i,0.00040971+0.00066907i,7.0479e-06+0.00028035i,-0.00064634+0.00010388i,-0.00082316-0.00045787i,-0.00069473-0.00091039i,0.00020674-0.0009258i
0.0010819-0.00098015i,-0.00058904-0.0010341i,-0.0012468-0.0006138i,-0.0020364-0.001038i,-0.0011327-0.0003857i,-0.00030848+0.00069423i,-3.3772e-07+0.00056287i,0.00043366-2.6667e-05i,0.00057753-0.0003561i,0.00070758-1.6816e-05i,0.00052022+0.00026961i,-3.8567e-05+0.00084171i,-0.00033588+0.001264i,0.00025862+0.00065216i,0.0004639-1.3562e-05i,-5.2757e-05+5.5054e-05i,-0.00017862+0.00041901i,0.00044368+0.00035337i,0.0001362+0.00078774i,-0.00063977+0.00075228i,0.00033429+0.00011185i,0.00070992+0.0003477i,0.00049181+0.0012832i
0.00051441-0.00017713i,0.0003326-0.00021164i,0.0001266-0.0002006i,0.0010554-0.00059896i,0.0020745-0.00073295i,0.0019191-0.0011659i,0.0010559-0.0013152i,0.00062719-0.00058647i,0.00066696-0.00028727i,0.00059233-0.00029911i,0.00039144-0.00079031i,0.00029315-0.0006286i,-0.00023353-0.00057792i,-0.00071022-0.00070708i,-0.0004424-9.9423e-05i,0.00088495+0.00058253i,0.0017095+0.00080937i,0.00096086+0.00069795i,-0.00053602+0.00058263i,-0.0007216+0.00089328i,-0.0001379+0.00050426i,-0.00018707+8.0264e-05i,-0.00010419-0.00049253i
0.0019526+0.0010336i,0.00099773+0.0017953i,0.00090744+0.0010157i,0.0011672-7.556e-05i,0.00099615-0.00015437i,-0.00057545+4.4262e-06i,-0.00076576+1.5453e-05i,0.00037924+0.00015368i,0.00046753-0.00019303i,0.00023391-0.00082605i,-1.9309e-05-0.00018141i,-7.8242e-05+0.00023436i,-0.0003472-4.6818e-05i,-0.0004126-0.00048912i,-0.00036154-0.00094705i,-0.000898-0.00062233i,-0.00082025+0.00041022i,-0.00080595+0.00072237i,-0.00087699+6.1221e-05i,-0.00029832-0.00017407i,-0.00025246-0.0001874i,-0.0006819-0.0004161i,-6.3897e-06-0.00016518i
-0.00071104+0.0016418i,0.00068639+0.0023828i,0.0012352+0.0016671i,0.0015042+3.6523e-05i,0.0017383-0.00033065i,0.0013881-0.00076401i,0.00071193-0.00091247i,0.00018233-0.00023718i,0.00042864+0.00020627i,0.00089517+0.00045479i,0.00062354+0.00039788i,-0.00016763+0.00044236i,-9.2589e-05-2.8926e-06i,-0.00038664-0.0010281i,-0.000636-0.00084541i,-0.00043017-0.00018045i,-0.00060734+0.00027242i,-0.000488+0.00085662i,-0.00025381+0.00061027i,7.5489e-05-0.00017927i,0.00043534-0.00020938i,0.00025002+0.00041941i,0.00012118+0.00048751i
-0.0013999-0.0003272i,-0.0011293+0.00062539i,-0.001446+0.0013022i,1.1832e-05+0.0012494i,0.0016439+0.00077086i,0.0016832-0.00045268i,0.001225-0.00060433i,0.00042006+0.00018418i,-0.00048822-0.00011384i,-0.00078809-0.00020551i,-0.00084632+0.00031305i,-0.0010631-0.00027309i,-0.00070753-0.0010816i,-1.4366e-05-0.00027736i,-9.4301e-05+0.00076138i,-0.00019053+0.00079937i,-8.3036e-05+0.00022896i,8.8531e-05-0.000362i,0.00023037-0.00025158i,7.2474e-06+0.00011373i,0.00028012-4.0997e-05i,0.00079764-0.00053753i,0.00022042-0.00042115i
-0.00036197-0.0016923i,-0.0010239-0.0019932i,-0.0016979-0.0013525i,-0.0018686-0.00062371i,-0.0010932-0.0001144i,0.00012554+0.0010131i,0.0006826+0.0010888i,0.0010298+0.00027765i,0.00068304-0.000484i,-0.00021127-0.0011929i,-0.00054717-0.00095195i,-4.8199e-05-0.00046823i,0.0005126+0.00023244i,0.00022357+0.00059013i,-0.0003968+0.00011888i,-0.00060325-0.00036554i,-0.00084761-7.9141e-05i,-0.0011447-0.0002511i,-0.00083758-0.00076421i,-0.00020678-0.0003767i,0.00041085-0.00053711i,0.00067204-0.00054232i,0.00054461+6.9894e-05i
0.00082919+5.5187e-05i,0.0012949+0.00067968i,0.00069335+0.00087918i,-5.3851e-05-0.00062808i,0.00016117-0.0018231i,0.00023796-0.0011649i,-0.00018575-0.00044475i,-0.00076207-0.00033713i,-5.267e-05-0.00031978i,0.00087723-0.00026029i,0.00076613-0.00048736i,0.00025867-0.00062532i,-0.00036072-0.00058895i,-0.00059844-0.00071056i,-0.00022071-0.00034812i,-0.00012411-0.00012771i,0.00082822-0.00036227i,0.00098408+0.00021207i,-0.00011353+0.0011396i,-0.00012753+0.00076204i,0.0002822-0.00047421i,-0.00022103-0.0008241i,-0.00031897-0.00031703i
-2.4986e-05+0.0011304i,-0.00076977+0.00024643i,-0.001162+0.00073189i,0.0009906+0.00082576i,0.0024365+0.0015659i,0.0013516+0.0012595i,0.0002961-0.00028809i,9.0928e-05-0.00027512i,0.00050673+0.00027389i,0.00097396+0.00036687i,0.00050609+0.00041068i,-0.00031997-0.00055602i,-3.6897e-05-0.0010219i,0.00030498-0.00083727i,0.00027358-0.00060201i,0.00021117-0.00011044i,-0.00048086+8.0661e-05i,-0.00093796-0.00025882i,-0.0011399-0.00044271i,-0.00061025-0.00057247i,-0.00010492-0.00064588i,-0.00069025-0.0011582i,-0.00056406-0.00076389i
-0.00017619-0.0010617i,-0.00063861-0.0010241i,-0.002117-0.001057i,-0.001917-0.00080451i,-0.00050004+0.0004146i,0.00044907+0.00087527i,0.00066171+0.00032484i,0.00058139+0.00029545i,5.0858e-05+0.00051081i,2.1174e-05+0.00042917i,0.00039584+0.00037237i,0.00018575+0.00023509i,3.3367e-05-0.00051021i,0.00058442-0.00078048i,0.00063721-0.00018958i,-9.6615e-06+7.6617e-05i,0.00032545+0.00062041i,0.00071948+0.0013792i,0.00026951+0.00074567i,0.00019156+0.00041794i,0.00033467+0.00074805i,8.6869e-05+0.0002976i,-0.00032992+0.00058813i
2.9129e-05-0.0022632i,0.00031443-0.0021366i,-0.0003215-0.0027793i,-0.0011801-0.0022229i,-0.0017067-0.0002441i,-0.0011714+0.00074962i,-0.00075138+0.00035218i,-8.1109e-05-0.00019552i,9.7852e-05-0.00026677i,-0.00014261+0.00014616i,0.0002072+0.00080764i,0.00033876+0.00024051i,-0.00028428+0.00019531i,5.2193e-05+0.0011043i,3.1379e-05+0.0010097i,-0.00041615+0.00026244i,-0.00032203+0.00060747i,-0.00034326+0.0010621i,-0.00019142+0.00031898i,-3.5883e-05-0.00046763i,-0.00058304-3.1334e-05i,-0.0014923+0.00072526i,-0.00081064+0.00078834i
