4.8959e-05+0.00026527i,0.0007531+0.00029365i,0.0012661-0.0016616i,0.00032025-0.0025453i,-0.00098519-0.0011758i,-0.0015356+0.00035719i,-0.00082552+0.001485i,0.00013222+0.0017782i,0.0007166+0.00086682i,0.00084792-0.0001044i,0.0005007+7.763e-05i,-5.7324e-05+0.00076927i,3.9986e-05+0.00069091i,-8.7086e-05+0.00053741i,-0.00067639+0.00034958i,-0.0010793+0.00012997i,-0.00093049-6.4812e-05i,-0.00046141-2.3962e-05i,0.00024308-3.7937e-05i,0.00018521+0.00012864i,0.00021816+0.00035384i,0.00040761+0.00024691i,3.7831e-05+0.00034475i
0.00049534-0.0013107i,0.0012918-0.00034514i,0.00030209+0.00051976i,-0.00063717+0.0015972i,-0.00045845+0.0019345i,0.0002515+0.0014743i,-9.9896e-05+0.0018045i,2.6089e-05+0.0014455i,-0.000226+0.0010703i,-0.00051377+0.0010523i,-0.00047313+0.00035041i,-0.00041756+0.00022246i,-0.0001016+0.00045596i,-0.00020047-0.00016679i,0.00051594-0.00090617i,0.00076284-0.00034762i,0.00032124+0.00032045i,-0.00022015-0.00012233i,9.993e-06-0.00041921i,0.00025784-0.00030398i,0.00025716+0.00060233i,-0.00025161+0.00080626i,-0.000337+0.00023308i
0.00094204-0.00067065i,0.0011107-0.0004382i,0.00030058-0.00012773i,-0.00085003-0.00029177i,-0.0010513-0.0002453i,-0.00087162+0.00028025i,-0.0019335+0.0011103i,-0.001762+0.00055069i,-0.00088224-0.00064937i,-0.00049199-0.00024213i,-3.2423e-07+0.00056964i,-3.6723e-05+0.00046347i,5.9432e-05-0.00014955i,0.00052346-9.7244e-05i,0.00039194-0.00020934i,9.8017e-05-0.00075803i,0.00021374-0.00088477i,-4.9389e-06-0.00045529i,-3.1533e-05+0.00023643i,0.00028688+0.00040579i,0.0003776-0.00034506i,-0.00024187-0.00036291i,-0.00036902+0.00038101i
0.00052526-0.00060729i,0.00043174-0.00071647i,0.00029142-0.00043225i,-0.00011034+0.00077261i,-0.00035564+0.0011837i,-0.00042354+0.00099129i,-0.00095963+0.0006114i,-0.0008468+0.00020011i,-7.965e-05+0.00039752i,2.162e-06+7.8942e-05i,9.8962e-06-0.00069226i,2.7192e-05-0.0010677i,0.00060837-0.00090961i,0.001001-0.00087345i,0.00021315-0.0013262i,-3.0587e-05-0.001796i,0.00023699-0.00089767i,0.0006864-0.00015726i,0.0014291-0.00058495i,0.00094558-0.0010797i,0.00077356-0.0010616i,0.00070065-2.4044e-06i,-0.00061266+0.0012959i
0.00072904+0.00017051i,0.00052234+0.0002863i,-0.00071831+0.00039583i,-0.0019602+0.00014657i,-0.0016305+8.2283e-05i,-0.0013806+0.0014396i,-0.0017395+0.0024248i,-0.0014346+0.0014102i,-0.0010963+0.00053395i,-0.0010709+0.00077031i,-0.00083542+0.0001962i,-0.00022573-0.00021743i,0.00027014+9.211e-05i,0.00056649+0.0001207i,0.0003513-0.0001378i,-0.00050312-0.00053806i,-0.00093231-0.0010304i,-0.0011605-0.00047294i,-0.00061697+0.0012637i,0.00016294+0.0013627i,0.00017405+0.00017576i,-0.00037139-0.00062296i,-0.00060537-0.00035072i
0.0017572-0.0001638i,0.0013826+0.00040174i,0.0014381+0.00028271i,0.001388+9.379e-05i,0.00093419+0.00072606i,6.6406e-05+0.0012459i,-0.00038482+0.00084621i,-0.00044826+0.00079772i,-0.00098781+0.0013472i,-0.00033488+0.00072012i,0.0013197-0.00054876i,0.0013916-0.0009833i,0.00024366-0.00065219i,4.6478e-05+0.00046173i,0.0002292+0.0015666i,0.0002904+0.0012785i,-8.6212e-05+0.00013292i,-0.00033684-0.00018748i,0.00081626-0.00043795i,0.0011401-0.0003855i,0.00056209-0.00019843i,0.00057723+2.0765e-05i,0.00029818+0.00023924i
0.0002328+0.00018894i,-0.00014573+0.00034785i,-0.0006589+6.2365e-05i,-0.00098606+0.0003997i,-0.0014597+0.00065129i,-0.0016071+0.0002388i,-0.00087222+0.00041995i,-0.00085478+0.0004085i,-0.00065606+0.00022169i,-0.00061352-0.00061523i,-0.00075208-0.00088424i,-0.00088376-0.00016409i,-0.00028861-0.00054714i,0.00013683-0.00030811i,-0.00042233-0.00081361i,-0.00025272-0.00093857i,-0.00017043-0.00031813i,-0.0003957-2.4691e-06i,0.00016349+0.00027859i,0.00054309+0.00042781i,0.00035765-1.0471e-06i,-0.00020264-0.00030883i,0.00027331+0.00041564i
-0.001269+0.00034525i,-0.0014025+0.00096875i,-0.0021602+0.00049124i,-0.0024283+0.0014914i,-0.0017061+0.0027725i,-0.00060354+0.00255i,-0.00025446+0.0015632i,-0.00057872+0.00041951i,-0.00058867-1.7612e-06i,-0.00025305+0.00077259i,0.000778+0.0011631i,0.0010094+1.92e-05i,0.00044321-0.001251i,0.00051662-0.0011287i,0.00085035-0.00046499i,3.7009e-05-0.00028053i,-0.00095049-0.0005038i,-0.00081346-0.00025356i,-0.00056263+0.00057089i,-0.00051823+0.00035903i,-0.00056669-0.00057867i,-0.00034748-0.00097601i,-0.00050135-0.00026608i
-0.0010446+0.00069192i,-0.00071002+0.00041832i,0.00029714+0.00015157i,0.00080642+6.1481e-05i,0.0007923-0.00011419i,-6.9183e-05+0.00075172i,-0.0018024+0.0015472i,-0.0022818+0.0011902i,-0.0010697+0.00059545i,-0.00038825+0.00019638i,-0.0007392-0.00023101i,-0.00050898-0.0010182i,-4.9129e-05-0.00072975i,-7.9961e-05+0.00029474i,-0.00011872+0.00032298i,-0.00016879-0.00018204i,-0.0002099-0.00022162i,5.2539e-05+0.00031036i,0.0001381+0.00022836i,0.00030947-0.00036783i,0.00054295-0.00030614i,0.00079687+0.00049263i,0.0004115+0.00074781i
-0.00021903-0.0012908i,0.00077387-0.0015308i,0.0012526-0.00079366i,0.00040197-0.00018127i,-8.2159e-05+0.00070454i,-0.00018626+0.00069144i,-0.0003716+0.00042302i,-0.00067835+0.00053305i,-8.8469e-05+0.00076158i,0.00054981+0.00082181i,0.00032713-5.054e-05i,-0.00052325-0.00079446i,-0.00088617-0.000712i,-0.00028056-0.00067644i,8.8289e-05-0.0010593i,-8.396e-05-0.0010037i,5.7985e-06-0.00087869i,0.00025082+0.00032579i,0.00021786+0.00098056i,-0.00019504-3.7288e-05i,-0.00096661-0.0008944i,-6.8342e-06-0.00023773i,0.00053737+0.00043277i
-0.00010438-0.0003893i,0.00033205-0.00035116i,-0.00091409+0.00010767i,-0.0020653+0.0013873i,-0.0015043+0.0012399i,-0.00034297+0.00097544i,-0.00043036+0.001182i,-0.00084328+0.00099162i,-0.00053341+0.0006109i,-0.00035464-5.0211e-05i,-0.00023107-0.00060939i,-8.2479e-05-0.0002442i,0.00010426-0.0004015i,0.00036852-0.00058994i,7.6679e-05-0.00013619i,-0.00036163-0.00013707i,-0.00058204-0.00035221i,-0.00069136-0.00081802i,-0.00028154-0.00053197i,0.00022724+0.0004259i,0.00010653+0.00069508i,-7.3406e-05+0.00037877i,-4.8858e-05+0.00058051i
0.00045689+0.00052182i,-0.00012672+0.00030363i,-3.1003e-05+0.00010789i,0.0002919-9.2749e-05i,-0.00023563-0.00040044i,-0.00085743-5.3789e-05i,-0.00089421+0.00064829i,-0.00083647+0.00065774i,-0.00057569+0.00026256i,-0.00064143+0.00014174i,-0.00088257+0.00027356i,-0.00075288-0.00019079i,0.00044255+0.00050185i,0.00088227+0.0015055i,0.00026209+0.00088711i,0.0004476-0.00019835i,0.00027418+5.6757e-05i,-0.00030196-5.6675e-05i,-7.2921e-05-0.00031062i,-0.00013199+0.00015045i,-0.00053518-0.00029915i,0.00042707-0.0010906i,0.0011801-0.00075423i
0.001696+0.00062442i,0.0014521+0.0013987i,0.0012789+0.00055702i,0.00061371-2.693e-05i,-0.00041572+0.00091691i,-0.0010238+0.0017225i,-0.00037224+0.0011699i,5.3336e-05+0.00056469i,-0.00030306+0.00020394i,-0.00032893+0.00022827i,-0.00030836+0.00061008i,-0.00027097+0.00045156i,-0.0007228+0.00048319i,-0.00074517-9.1474e-05i,-0.00024948-0.00083242i,-0.00017153-0.0010816i,-1.8115e-05-0.00049517i,-4.9502e-05+4.2424e-05i,-0.00069117-0.00030457i,-0.00097145+0.0001337i,1.2437e-05+0.00065873i,0.00038493+0.0005663i,-0.00019945+0.00056953i
-3.1369e-06-0.0013413i,-0.00060537+0.00034745i,-0.0010303+0.0011882i,-0.0015508+0.0016593i,-0.001639+0.0020826i,-0.0014737+0.0020313i,-0.00069496+0.0014162i,0.00043565+0.00096065i,0.00043714+0.00055758i,-0.00078223+0.00048099i,-0.0014118+0.00025262i,-0.00073151+0.00020254i,-0.00041062+0.00032653i,-3.2852e-05+6.757e-05i,0.00058027-0.00046339i,0.00023009-0.00077655i,-0.00044543-0.00043156i,-0.00025463-0.0002052i,0.00062036-0.00055736i,0.00045819+5.363e-05i,2.9738e-05+0.00059383i,0.00015479+0.00016231i,0.0004578+0.00019625i
0.00042038-0.00086158i,-7.522e-05-0.00072349i,-0.00020191-0.00074518i,-0.00064946-0.00082375i,-0.00093601+0.00015293i,-0.00087706+0.00088316i,-0.00079265+0.0010099i,-0.0011604+0.00035517i,-0.0013123-3.1882e-05i,-0.0008368+6.5116e-05i,0.00056294-3.955e-05i,0.0011401-0.00038623i,0.00088459-0.00026879i,0.00011201+0.0005279i,-0.00038183+0.00092276i,-0.00079846+0.00067402i,-0.00069029-0.00019694i,0.0003838-0.00054071i,0.0005825-0.00062846i,0.00019323-0.00046156i,4.3362e-05+0.00045101i,0.00059189+0.0009563i,0.00058057+0.00038844i
-0.00098994-0.0015654i,0.00050281-0.001706i,-0.00035977-0.00078479i,-0.0012637-0.0007172i,-0.0011708-0.00053232i,-0.00095028+0.00015408i,-0.00050088+0.00011327i,-0.00068191-0.00016754i,-0.00091017-0.00029307i,-0.00061703+0.00041254i,-0.00043568+0.0010522i,-0.00013411+0.00077716i,-0.00019114+0.00027664i,-0.0003606-0.00037414i,-0.00033198-0.00034072i,-0.00048313-0.00027294i,-0.00011106-0.00032906i,-0.00036575+9.6581e-05i,-0.00090537+0.0005159i,-0.00034974+0.00011721i,-9.8976e-05-0.0005356i,-0.00017925-0.00017151i,0.00011498-0.00017652i
0.0011919+0.0001344i,0.0015053+0.00058332i,0.00046568+0.0012516i,-0.0014989+0.00098486i,-0.0022625+0.00096515i,-0.0016112+0.001418i,-0.0011812+0.0012542i,-0.00098101+0.00054484i,-0.00026764+3.8838e-05i,0.00022436+0.00020107i,0.00010097+0.00047223i,-0.00024558+0.00062805i,-0.00039608+0.00029163i,6.947e-05-0.0010393i,-0.00014807-0.0015508i,2.3262e-05-0.00077697i,0.00036976+4.9665e-05i,-7.2711e-06+0.00019118i,-0.0003549-0.00020799i,-0.00024992-0.00012908i,-0.00025825+6.6996e-05i,0.00014806+0.00018034i,0.00057629+0.0003744i
0.00033773+0.00099946i,0.00077046+0.00010121i,0.00021372-0.0013752i,-0.0010005-0.001107i,-0.0013292-0.00052406i,-0.0017865+0.00098928i,-0.0015361+0.0024988i,-0.00039126+0.0021419i,-1.0327e-05+0.0007514i,0.00013362-0.0002053i,0.00089301-0.00055448i,0.0012212-0.00021988i,0.00060158+0.00022862i,0.00015456+0.0003471i,0.00028771+6.5295e-05i,0.00073441-0.00041324i,0.00050255-0.00011307i,-0.00018557+0.0004394i,-0.0002276+0.00057579i,-0.00041489+0.00024081i,-0.00025631-3.4611e-05i,0.00039705+0.00015849i,0.00039767+0.00051842i
0.0019558+0.00087542i,0.00087788+0.00087172i,0.0003718-0.00025476i,0.00013599-0.00025791i,-0.0011019+0.00047261i,-0.0013695+0.00045883i,-0.001329-5.9959e-06i,-0.00099282+0.00036062i,-0.00064946+0.00079572i,-0.00019047+0.00030474i,0.00054391+3.2041e-06i,0.00090765+0.00026044i,0.00088477+0.00057855i,0.00072564+0.00074596i,0.00069087+0.00055055i,0.00086004+0.00019794i,0.0017498-0.0001716i,0.0015981-0.00058616i,0.00048235-0.0005088i,-4.6356e-05-0.00018264i,-0.00043252+0.00037435i,-0.00022697+0.0003076i,7.5214e-05+0.00023965i
-0.00045223+0.00093449i,-0.00096041+0.00021482i,-0.00058383-0.00021256i,-0.00060734-0.00021625i,-0.001352-0.00076915i,-0.0016268-0.0006642i,-0.0011341+2.0153e-05i,-0.00070199+0.00027077i,7.7494e-05+0.00025486i,0.0003389-3.3439e-05i,-0.00016609+2.5537e-05i,-0.00033925+0.00069189i,0.00028965+0.00047368i,0.00075735+0.00045203i,0.0004971+0.00019464i,0.00043687-0.00080402i,0.00064343-0.0008688i,0.00068712-0.00061185i,0.0011069-0.00074231i,0.00089341-0.00019103i,0.00031767+0.00035851i,0.00053582+0.00023193i,0.00037967-0.0003001i
0.00014814+0.00034458i,-0.00025665-0.0003709i,-0.00050686-0.00067694i,-0.00092626+7.2474e-05i,-0.0011837+0.00077597i,-0.00093737+0.0010329i,-0.00059844+0.0013589i,-0.00015468+0.0011615i,-0.0002456+0.00018764i,-1.0201e-05+0.0002997i,0.00027877+0.00068058i,0.00059221+0.0005385i,0.00090119+7.4328e-05i,0.0012109-0.0007474i,0.00086586-0.00040526i,0.00013659-0.00020115i,0.00031156-0.00081904i,0.0011244-0.0012208i,0.0012055-0.00050931i,0.00037431+0.00032899i,0.00011957+0.00019345i,-0.00012935+0.00026453i,-0.00057077+0.0001347i
0.0011324+0.00039847i,0.0015704+0.0010954i,0.0022305+0.00095099i,0.0012435+0.00023671i,0.00010811+0.00010942i,9.8689e-05+0.00078129i,0.00071842+0.0010691i,0.00049028+0.00045004i,0.00027728+0.00014607i,0.00042569+0.00011448i,0.00051443-0.0001303i,0.00073705-0.00025151i,0.00096419-0.00012007i,0.00062711-5.8024e-05i,0.00045013-0.00013742i,0.00070865+0.00025918i,0.0011259+0.00042601i,0.00067464+0.00033865i,-0.0003244+0.00015108i,-0.00038584+0.00025022i,-0.00094781+0.0011738i,-0.00088674+0.0011714i,0.00019238+2.5257e-05i
0.00090773-0.0009976i,0.00097015-0.0010051i,0.0011589+9.6075e-05i,0.0014543+0.0015366i,0.00077755+0.0017019i,0.00043021+0.00022878i,-0.0001569-0.0007545i,-5.1403e-05-0.00046984i,0.00020998+0.00033277i,0.00012189+0.00083404i,0.0003322+0.00012277i,0.00045398-0.00062142i,0.00057238-0.00081479i,0.0005213-0.00070364i,0.00052375+0.0007665i,1.7308e-05+0.00094265i,-0.00011878-0.00011537i,9.8731e-05-0.00099553i,0.00024747-0.0012972i,0.00035516-0.0011499i,0.00024358-0.00047061i,0.00010505-1.0713e-05i,2.5658e-05+5.1174e-05i
0.00099229+0.0014152i,0.00051258+0.0012587i,-0.00019531+0.00030427i,-0.00029796-0.00027672i,-0.00036062-0.00035332i,-0.0016292+0.00050623i,-0.0018615+0.00024477i,-0.0016238-0.00077581i,-0.0013161-0.00051914i,-0.0011705+0.00010516i,-0.00096957+0.00019811i,-0.00076336-0.00020861i,-0.00086034-0.00032008i,-0.00081843-0.00043586i,-0.00018803-0.00016602i,-2.4499e-05+0.00043425i,-0.00056233+0.00042354i,-0.00076977+9.3596e-05i,-0.00037511+3.81e-05i,-0.00044745+0.00064022i,-0.0006021+0.0006974i,-0.00018433-0.00018997i,0.0003822+0.0004089i
-0.0003838-0.0010893i,-0.00066016-0.0020039i,-0.001286-0.0012506i,-0.0014445+0.00089379i,-0.00083177+0.0019596i,3.383e-05+0.0015994i,0.00023007+0.0010872i,-1.7864e-05+0.00031936i,-0.00031581+0.00021219i,-0.00025428+0.00081897i,8.6817e-05+0.00011792i,0.00058145-0.00034505i,0.00081014+0.00041434i,0.00030495+9.5429e-05i,-0.00070089-0.00037137i,-0.00060709-0.00042873i,0.00011216-0.000329i,9.5353e-05-4.1877e-05i,0.00078138-0.00022563i,0.0012795-0.00039663i,0.00078604-0.0005208i,-5.3283e-05-0.00033634i,-7.9192e-05+4.551e-05i
-0.00062834-1.6215e-05i,-0.00082253+0.00093087i,-0.00043564+0.00054381i,-0.00052426+0.00036768i,-0.0015825+0.00048541i,-0.0014356+0.00052675i,-0.00026665+0.00057608i,-0.000158+0.00094238i,-0.0005757+0.00049444i,-0.00066765+0.00024715i,-0.00041555+0.00036928i,-9.5437e-05-0.00035364i,0.00033251-0.0013726i,0.00052317-0.001239i,0.0002375-0.00077183i,-0.00012188-0.00070394i,-0.00011121-1.8771e-05i,0.00041454+0.00015362i,0.00041359-7.0267e-05i,0.00013906-3.067e-05i,6.0878e-05-0.000334i,-0.00040639+0.00025809i,-0.00048076+0.0004857i
-0.0011513-0.0009105i,-3.1252e-05-0.0011851i,0.00016637+9.9583e-05i,-0.00038211+0.0013112i,-0.00081192+0.0013882i,-0.00088765+0.0012709i,-0.0011044+0.000595i,-0.001333+0.0001796i,-0.0012442+0.00049117i,3.9398e-05+0.00047627i,0.00086285+0.00033862i,0.00050207+0.00040751i,6.5651e-05-0.00012979i,0.00011786-0.00056301i,0.00078173-0.0012607i,0.0008367-0.0014353i,-0.00046394-0.00082489i,-0.00059081-6.0076e-05i,-6.1855e-05+0.00034221i,3.8752e-05+0.00020937i,-2.4439e-06+1.0933e-05i,-6.3806e-05+0.00047259i,-6.9314e-05+0.00047636i
0.0013132+0.0018104i,0.00047867+0.001449i,0.00063544+0.00020128i,-0.00041571-0.00086102i,-0.00085183-0.00063191i,-0.001573+0.00097566i,-0.0014259+0.0012443i,-0.00077126+0.0011837i,-0.0011827+0.00091915i,-0.00044294+2.5265e-05i,0.00078524+5.1907e-06i,0.00096315-0.00017434i,0.0002752-0.00067986i,0.00020283+0.00019643i,0.00011877+0.0005153i,-4.7648e-05-0.00027109i,-0.00038514-0.00020714i,-0.00018846-0.00046059i,-0.00040781-0.00052898i,-0.0010605-0.00013684i,-0.0010866+0.00048905i,-0.00093051+0.00066691i,-0.00093788+0.00062035i
0.0012078-0.0014383i,0.00029678-0.00065451i,0.00033008-0.0002889i,0.00031507-0.00023265i,-0.0008103-0.00054959i,-0.0008385-0.000668i,-0.00073725+0.00012696i,-0.001342+0.00092421i,-0.0013745+0.0011509i,-0.0012109+0.00082438i,-0.00098268+0.00019919i,-0.00045842+0.00051123i,-0.00012115+0.00049222i,0.00036619-0.00010921i,0.0015577-0.00030524i,0.001635-0.00059418i,0.00093757-0.00019013i,0.0010742+0.00067975i,0.0013832+0.00039169i,0.00073918-0.00017538i,0.00018546-9.3463e-05i,0.00070392+0.00056195i,0.00030778+0.00090124i
0.00040845+0.0010035i,0.00078877+0.00099685i,-0.00032154+0.00074359i,-0.00081399+0.00081998i,-0.0011403+0.00097883i,-0.0014+0.0012251i,-0.00065432+0.00074704i,0.00042988+0.00051823i,0.00033392+0.0014741i,-0.0010298+0.0014782i,-0.0010468+0.0011281i,-0.00025322+0.00091891i,-5.3988e-05+0.0004774i,-0.00021735-0.00023588i,-2.9179e-05-0.0013654i,0.00036688-0.0015289i,-5.2871e-05-0.00033307i,-0.00047585+0.00015147i,-0.00032129-0.0011666i,0.00060466-0.0011495i,0.00084555+9.3002e-05i,0.00040733+0.00021385i,0.00017023-0.00041454i
0.00017938-7.7255e-05i,8.2563e-05-0.00040597i,-0.00015212-0.0002294i,0.0003655+0.00012165i,2.6345e-05+0.00084157i,-0.0012103+0.00071143i,-0.001531+0.00012005i,-0.00042312+7.3422e-05i,0.00034763+0.0010465i,-0.00012164+0.00072137i,0.00019461-0.00032318i,0.00088346+9.5147e-05i,0.00042009+0.00091032i,0.00035257+0.00037778i,0.001295-0.00022116i,0.0011735-0.0001425i,-0.00036767-0.00023531i,-0.00015401-0.00047236i,0.00051887-0.0010118i,-0.00043007-0.001518i,-0.0012708-0.0014293i,-0.00074886-0.00042565i,-3.5665e-05+0.00016627i
0.00087954-0.00071722i,0.00066494-0.00032669i,-0.00043009-0.00014348i,-0.0013071+0.00047898i,-0.0006558+0.0010402i,-0.00015369+0.00088187i,-4.4263e-05+0.0010138i,0.0005258+0.0012672i,0.0002487+0.00050751i,-0.00050668+0.00037387i,-0.00048739+0.00020353i,0.00029326-3.4029e-05i,0.0013222-0.00014969i,0.0012462-5.4449e-05i,0.00041022-0.00021673i,0.00090894-0.000332i,0.0012461+0.00012937i,-0.00029517+0.00092053i,-0.00060325+0.00073598i,9.3975e-05+0.0003504i,0.00016354+0.00086914i,-0.00051473+0.00097831i,-0.00028708+0.00062157i
0.00027538+0.0020647i,0.00034479+0.0014056i,0.00088456+0.00069959i,0.0011602-0.00080444i,0.00022103-0.0011254i,-0.0010366-0.00016925i,-0.0016189+0.0004491i,-0.00096804+0.00020667i,-0.00055743+0.00025112i,0.0001382+0.00036841i,0.0005913-0.00019234i,0.00021714-0.00053753i,-0.00038074-0.00094169i,-0.00027605-0.0013862i,-0.00015322-0.00039143i,-0.001028+0.00036282i,-0.00041333-0.00027583i,0.00065107+2.5166e-05i,-0.00026404+0.00027859i,-0.0011635-0.00051626i,-0.00058697-2.641e-05i,-0.00035629+0.00081462i,-0.00051224+0.00069828i
0.0013614-0.0013452i,0.00072148-0.00016241i,-0.00056004-0.00076424i,-0.0013547+1.3614e-05i,-0.0027524+0.0015022i,-0.0026124+0.0025247i,-0.0012098+0.0020373i,-0.00087031+0.00085096i,-0.00079572+0.00048117i,-0.0006576+7.5042e-05i,9.2865e-05+3.0227e-06i,0.0006205-0.00030265i,0.00063055-0.00012335i,0.0011276-9.7861e-05i,0.0009507-0.00049411i,3.0197e-06-0.00079879i,-0.00039832-0.00027999i,6.2636e-05-0.00024101i,0.00065312+0.00057683i,0.00081183+0.0014485i,0.0010031+0.0010772i,9.5986e-05+0.00057567i,-0.00091025+0.00064992i
-0.00052399-0.00077266i,2.6752e-06+6.8043e-05i,-0.00049108+0.00074289i,-0.00095461+0.001243i,-0.0015515+0.0014503i,-0.0018039+0.00069434i,-0.0010731-0.00011151i,-0.00072626-0.00026811i,-0.0015555-0.00027318i,-0.00093477-0.00036398i,0.0001465-0.00097495i,-0.00017547-0.00076958i,-0.0006662+0.00040677i,-0.00010254+0.00019872i,0.00035298-0.00049488i,0.00066073-0.0004806i,0.00016259-0.00046356i,-0.00062464-0.00069756i,-0.00073143-0.00045603i,-0.00052448-8.0438e-05i,-0.00063662-0.00061125i,-0.00015114-0.0012561i,0.00053116-0.00046442i
-0.002087-0.0010589i,-0.0011973-0.00050597i,-5.6105e-05-0.00066011i,-0.00014693-0.001093i,-0.00073122-0.00055629i,-0.00073808+0.00087196i,-0.00047743+0.00049367i,-0.00065892-0.00074115i,-0.00066157-0.00027391i,-0.00026957+0.00043968i,-8.9154e-05+0.00049695i,-0.00011047+0.00047207i,0.00032074+9.9612e-05i,0.00048089-0.0001373i,3.938e-05-5.0789e-05i,0.00031796-0.0004054i,0.0004161-0.00039954i,-2.3488e-05-0.00017918i,-9.4949e-05-0.00021507i,0.00035101-0.0004149i,0.00066032-0.00028703i,0.00065025-0.00084791i,0.00061874-0.0016751i
-0.00024716-0.0010831i,-0.00021784-0.00031765i,-0.00032909+0.00024991i,-0.00045176+0.00071136i,-0.00060668+0.0013606i,-0.0010799+0.0022241i,-0.001193+0.0022616i,-0.001449+0.0011855i,-0.0017896+0.00099883i,-0.00089392+0.00098498i,8.385e-05+0.00025961i,-0.00062373-0.00042885i,-0.00061347-0.00062039i,0.00051638-0.00024468i,0.00020713-5.4543e-05i,-0.00016661+0.00027998i,8.0442e-05+0.00025082i,-0.00023486-0.00060641i,0.00024475-0.00091846i,0.0010734-0.00081311i,0.0006668-0.00043367i,0.00025582+0.0002167i,0.00038526+0.00017974i
0.00047404-0.00028133i,0.00021874-1.2767e-05i,0.00024821+0.0005807i,0.00035367+0.00024254i,0.0003268+0.00016654i,-0.00065532+0.00022294i,-0.0015945-6.5489e-05i,-0.00063697+0.00024816i,0.00026458+0.00021223i,5.0914e-05+0.00011158i,-0.00045032+0.0010466i,-0.00081404+0.00098527i,-0.00050629+0.00050218i,-0.0001238+0.00022188i,0.00021238+2.843e-05i,5.628e-05-0.00045196i,0.00013574-0.00090835i,5.1231e-05-0.0007483i,-0.00030092-0.00032025i,-5.4301e-05-0.00041463i,7.1879e-05-0.00045553i,1.4221e-05-8.6295e-05i,0.00013811+6.6567e-05i
0.00019727+0.00026639i,2.5994e-05+0.00069563i,0.00077138+0.00046563i,0.00086022-0.00028315i,-7.8147e-05+7.2888e-05i,-0.0010494+0.0014122i,-0.0014209+0.0013803i,-0.00097724+0.0011081i,4.9568e-05+0.00073409i,0.0003479-0.00033872i,0.0002031-0.00070737i,6.9025e-05-0.00038754i,2.3668e-05-0.00064848i,-0.00097326-0.00059286i,-0.001488-0.00015547i,-0.00039911+0.00024709i,7.2543e-05+1.4753e-05i,-0.00046498-0.00089665i,-0.00046933-0.00029925i,-0.00040882+0.00061358i,-0.00052524+0.00047823i,-0.00076954-0.00017774i,-0.00054552-0.00013795i
-0.0012953+0.0011011i,-0.00046248+0.00021305i,0.00033286+0.00025488i,0.0013263+0.0002244i,0.00024112-8.1499e-06i,-0.00083745-0.00069351i,-0.00079841-0.0014724i,-0.0011306-0.00058845i,-0.00080059+0.00036888i,0.00037833+0.00050685i,0.0008867+0.00075378i,0.00058113+9.2813e-05i,0.00048918-0.00060121i,-0.00015427-0.00078349i,-0.0010601-0.00075677i,-0.00094324-0.0008977i,-0.00039339-0.00086098i,-0.00049397-0.00063795i,-0.00070189-0.00028384i,-0.0007146+0.0001008i,-0.00018927+0.00062151i,0.00034197+0.0010398i,-0.00026502+0.0011552i
0.0006067+0.00048332i,-0.00033042+0.00062257i,-0.00024866+0.00051991i,0.00012699+0.00058642i,-0.00033241+0.0011005i,-0.00050657+0.0016957i,-0.00072912+0.0014122i,-0.00085652+0.00082645i,-0.00051448+0.0004927i,-4.4539e-05+0.0006369i,0.00025156+0.00076478i,-0.00020993+0.00015553i,-0.00032619-0.00030381i,0.00028854-0.0005284i,0.0011267-0.00026567i,0.0006636+6.6074e-05i,-0.00029851+0.00015181i,-0.0007379-1.2092e-05i,-0.00085648-0.00015084i,-0.00092153-5.4775e-05i,-1.4892e-05-0.00019993i,0.00064929-0.00051961i,-7.1869e-05-0.00031607i
-0.0023876+0.00092561i,-0.00094593+6.5674e-05i,0.00058477+0.00030671i,0.00021622+0.00051664i,8.8204e-05+0.00069304i,-0.00037758+0.0011613i,-0.0014276+0.0014364i,-0.001217+0.0010968i,-0.00065199+0.00093124i,-0.00032966+0.00084315i,-6.2915e-05+0.00036785i,0.00036474-1.4023e-05i,0.00052432+0.00010974i,0.00045408+0.00025579i,0.00038422-0.00050262i,-0.00036423-0.00076816i,-0.00066507-0.00033187i,-0.00043744-0.00019056i,-0.00034148-0.00038685i,-0.00014799-0.00053665i,-5.1948e-05-0.00027231i,0.00051464+0.00063465i,0.00081283+0.00073625i
0.00079542-0.00097796i,0.0011579-0.0007108i,-0.00043945-0.0012167i,-0.00072911-0.00086573i,-0.00060416+0.0007611i,-0.00064729+0.0023919i,-0.00050924+0.0022804i,-0.00040356+0.00092976i,-0.0012405+0.00048409i,-0.0016724+0.00048229i,-0.0012776-0.00014273i,-0.00069101-0.00050085i,0.00030023-0.00033434i,0.00060151-0.00045147i,0.00012704-0.00064879i,-0.00012104-0.00035243i,-0.00011726+0.00054656i,-0.00021754+0.00074014i,-0.00058321-0.00011828i,7.9735e-06-0.00039445i,0.00047722-0.0004048i,0.00016831-0.00065101i,0.00035667-0.00021394i
