-2.1995e-05+0.00069047i,-0.00055004-2.303e-05i,-0.0012947+0.00038898i,-0.0010083+0.00098196i,-0.0014839+0.0013167i,-0.0017847+0.001614i,-0.00050232+0.0012255i,0.00073271+0.00061227i,0.00064028+0.00096057i,0.00081682+0.00048536i,0.00066956-0.00078609i,0.00039323-0.0009512i,0.00041134-0.00012578i,0.00026997-4.0714e-05i,0.00072717-0.00052046i,0.00066846+0.00029772i,0.00053301+0.0012737i,0.00048373+0.00072577i,-0.00088216-0.00044201i,-0.0014281-0.00061483i,-0.00087605+0.00036807i,-0.00066055+0.00056398i,-0.0002555+0.0005964i
-0.00091269-9.4687e-06i,-0.001258+0.00011069i,-0.001392+0.00024449i,-0.0012025+0.0005093i,-0.00062996+0.00065348i,9.1185e-05+0.00068999i,0.0005934-0.00044712i,0.001233-0.00079963i,0.00032202-0.00039305i,-0.0010747-0.00055166i,-0.00051686+0.00013313i,-0.00024576+0.00092381i,-0.00047717+6.1618e-05i,-2.4394e-05-8.3333e-05i,0.00013299+0.00077504i,-0.00072047-0.00012064i,-0.0015274-0.0012207i,-0.0015112-0.0016699i,-0.0010169-0.0016888i,-0.00091345-0.00035126i,-0.001035+0.00085149i,-0.00060409+0.00059575i,-0.00022608+0.00033333i
0.0012583-0.00036228i,-0.00048718+0.00043081i,-0.0013388-0.00014581i,-0.0013862-0.00035337i,-0.0013747-0.00037322i,-0.0010995-0.0001715i,-0.00090539+0.00056813i,-0.00045616+0.00055238i,-9.8484e-05+0.00039707i,-0.00014675+0.0011821i,-0.00020813+0.00070165i,-0.00069199+0.00011795i,-0.0011296+0.00072449i,-0.00063858+0.00057361i,-0.00053013-0.00024986i,-0.00035662-0.00064963i,0.00012854-0.00041507i,2.6719e-06-0.00053204i,-2.8278e-06-0.00058627i,-0.00023862-0.0004379i,-0.00053974-0.00051626i,-0.00017703-0.00052935i,0.00067818-7.8463e-05i
-3.937e-05-0.0007029i,0.00026419-0.00045515i,0.00041652-0.00046719i,0.00045358+0.00024822i,0.0010655+0.00064537i,0.0018218+0.0003364i,0.0017892+0.0003011i,0.0011049+0.00085882i,0.00038329+0.00065933i,7.508e-05-0.00052572i,-0.00033376-0.00039309i,-0.00078618+1.6061e-06i,-0.00068564-3.9796e-05i,-0.00019427-0.00047542i,0.00077296-0.0007976i,0.00088743-0.00071051i,0.00065631-0.00052119i,0.0002567-0.0007456i,-0.00038937-0.00032769i,-0.00021248+0.00054431i,-0.00012598+0.00067296i,-0.00032505+0.00027951i,0.00014897+0.00014211i
0.00062583-0.0006125i,0.00067882-0.00018014i,-0.00026853+0.00048333i,-0.0011518+0.00054263i,-0.0012006+0.00040788i,-0.00038414+0.00077261i,0.00084031+0.00061471i,0.0010574-0.00030874i,-5.6581e-05-0.00037794i,-0.00093016+0.00013752i,-0.0010249+0.00012242i,-0.0005372-0.00013511i,-0.00027768+0.00026509i,0.00053677+0.00063774i,0.00087953+0.00063339i,0.00032369+0.000231i,0.00036612-0.00044119i,0.00037007-0.00046256i,0.00047951-0.00050999i,0.00055582-0.00067354i,0.0002702-0.00010416i,0.00019764+0.00030505i,-0.00049361+0.00013467i
0.00088368+0.00024797i,5.7431e-05+7.0748e-05i,-0.00073166-0.00068993i,-0.0010171-0.00033502i,-0.00072974+0.00049723i,-0.00059945+0.0010258i,-0.00023528+0.00094172i,0.00045084+0.00047337i,0.00021046-2.0228e-05i,-0.00026706+0.00034229i,-0.00012274+0.0011259i,-0.00046974+0.00095221i,-0.00085184+0.00032428i,6.9888e-05+9.3975e-05i,0.00038789+4.4103e-06i,2.9378e-05-0.00041389i,-0.00017144-0.00051361i,-0.00016954-0.00059401i,-0.00052394-0.0011672i,-0.00092917-0.00088988i,-0.00099334-0.00043238i,-0.00053101-0.00029527i,3.076e-07-0.00049184i
0.0012733+0.00014479i,0.0008279-0.00082678i,-0.00023607-0.0020898i,-0.0010397-0.0021457i,-0.00029278-0.00067364i,0.00037209+0.00064637i,0.00055555+0.00068665i,8.5786e-05+0.00052793i,-0.00056312+0.00055188i,-0.00057426+0.00042028i,-0.00016595-2.4669e-05i,-4.2585e-05-7.2298e-05i,0.00016115+1.3173e-05i,0.0002672+0.00054268i,-0.00042402+0.00079908i,-0.00025498+0.00081233i,0.00047728+0.00077512i,0.00014104+0.00049367i,9.358e-06+0.00045689i,0.00063097+0.00046425i,0.0012099+0.00048486i,0.0015286+0.00019591i,0.00010715+0.00022639i
-0.00068506-0.0023148i,-0.0010955-0.0016683i,-0.0002119-0.00053084i,-0.00032864+0.00033542i,-0.00083994+0.00063418i,7.1565e-05+0.00066532i,0.0013811+2.7241e-05i,0.0014678-0.00032242i,0.0003115-0.00056057i,-0.00031473-0.00020602i,0.00013293-0.0003092i,0.00028701-0.00013184i,2.0448e-05+0.00021293i,0.00037274-0.00032821i,0.00087077-0.00047845i,0.00029492-0.00062365i,-0.00018369-0.0010221i,0.00041689-0.00097098i,0.00063309-0.00036062i,7.0435e-05-2.8491e-05i,-0.00042306+9.0032e-05i,5.9674e-05+0.00012394i,0.00050297+0.00060965i
0.00097162-0.0024272i,0.0017535-0.0020504i,0.0013628-0.0024108i,0.00057442-0.0022553i,-0.00010949-0.00049686i,0.00047884+0.00065802i,0.0011749+0.00041018i,0.00088059+0.00049583i,0.00086233+0.00093127i,0.00063747+0.00034371i,0.00039616-0.00042831i,6.2218e-05-0.00017116i,-0.00056236+0.00026037i,-0.00052414+3.3182e-05i,2.7212e-05-0.00030143i,0.00087239-0.00030457i,0.0011771-0.00011178i,0.00081191+8.6994e-05i,0.00042228+0.00049585i,0.00033289-0.00025176i,0.00049346-0.00044964i,0.0003878-0.00013732i,0.00038523-0.00027163i
0.0028837+0.00046651i,0.0012728+0.001242i,0.00015751+0.00081378i,-0.00025144-0.00030086i,-0.00065479-0.00065758i,-9.0013e-05-0.00045119i,0.00047638-0.00028024i,0.00082132+8.7447e-05i,0.00074207+0.00028666i,0.00053269+0.00021436i,0.00048244-0.00017745i,8.0878e-05+8.9914e-05i,0.00031568+0.00089493i,0.00032813+0.00098576i,-0.00022943+7.2372e-06i,0.00019425-0.00062535i,0.00068986-0.00046359i,0.00032417-0.00044402i,0.00020234+4.9735e-05i,0.00030851+0.000651i,0.00039813+0.00094419i,0.00039235+0.00026127i,4.1926e-05-0.00029015i
-0.0024509+0.00029002i,-0.0028519+0.00080093i,-0.0025044+0.00044637i,-0.0020668+0.00096035i,-0.00065159+0.0015986i,0.0008965+0.0013644i,0.0011086+0.0002386i,0.00020037-0.00028172i,-0.00016062-0.00023022i,-4.4315e-05-0.00017853i,0.00017968+0.00017266i,0.00036296+0.00010128i,-5.1751e-05+0.00043605i,-0.00069098+7.7374e-05i,-0.00049242-0.00088087i,-3.0085e-05-0.00080742i,-0.00041314-0.00015457i,-0.00059884+4.0218e-05i,0.00020048-0.00066027i,0.0008745-0.00078555i,0.00058911-0.00042536i,0.00034012-0.00025602i,0.00055269+0.00011244i
0.0016894+0.00061303i,0.0017792+0.00047162i,0.0016407+0.00037804i,0.0015357-0.00054272i,0.0011629-0.00096748i,1.1877e-05-0.00033301i,-0.00058893+0.00048209i,-0.00052585+0.0012586i,-0.00022976+0.00080308i,0.00052009-0.00011235i,0.00060091-0.00021266i,6.5009e-05-0.0003983i,-0.00072553+1.619e-07i,-0.000685+0.00033191i,-0.00091034+8.7757e-05i,-0.0014893-0.00024133i,-0.0009329+0.00032212i,0.00034246+0.00090294i,0.00092826+0.00049646i,0.00085652-0.00021322i,0.00065643-0.0012308i,5.2936e-05-0.0015739i,0.00030432-0.00092287i
-0.00081239-0.00050524i,-0.00026748-0.00064904i,0.00048828-0.00023281i,8.8315e-05-4.5254e-05i,0.00019715-5.1301e-05i,0.00058563+0.00055069i,0.00060091+3.6182e-05i,-0.00059878-0.00029261i,-0.0018439-6.985e-05i,-0.001052-0.00044441i,0.00015547+0.00018669i,-8.6737e-05+0.00060867i,-0.00051801-0.00013029i,-0.00034538-0.00027572i,-0.00042481-0.00034701i,0.00016656-0.00042307i,0.0011242-0.00031374i,0.00099132+7.8901e-05i,9.0489e-07-0.00040288i,-0.00059015-0.00091214i,-0.00034655-0.00088695i,-9.2496e-05-0.00069312i,-0.00053908-0.00028317i
0.00055785+0.0004526i,0.001013+0.00027117i,0.00073684-0.00084857i,0.00047373-0.001272i,0.00029689-0.0011381i,-5.6527e-05-0.0010983i,-0.00028824-0.00065949i,-0.00033842+4.218e-05i,0.00012165+0.00067703i,-0.00028386+0.00099174i,-0.00087039+0.0012848i,-0.00044902+0.00090233i,-0.00073574+0.00013215i,-0.00058839-2.1155e-05i,0.00018077-0.00019148i,0.00050648-3.0626e-05i,0.00021556+0.00028942i,-0.00065507-8.7912e-05i,-0.0012452-0.00032206i,-0.0015699-0.0001943i,-0.0010937+0.00019762i,-0.00057206+0.0010981i,-0.0006084+0.00078342i
-0.001618-0.00021128i,-0.00091124+0.00075469i,0.00036831+0.0017213i,0.0013674+0.002049i,0.0006737+0.0020626i,-9.1368e-05+0.00096038i,-0.00017008-0.00088771i,-0.00027022-0.0013551i,-0.0011697-0.00065i,-0.00099586-0.00019164i,0.00038881+0.00022172i,-0.00020591+0.00078093i,-0.0010657+0.0008245i,-0.00044871+9.4738e-05i,5.6288e-05+0.00019681i,-0.00025019+0.00094642i,-9.8169e-05+0.00063736i,0.0002539+0.00030887i,0.00025052+6.8956e-05i,-0.00041647-7.9279e-05i,-0.00072685-6.0838e-05i,-0.00039819+0.00023471i,-0.0005682+0.000561i
0.0008827-0.00056967i,2.4626e-05-0.00067842i,-0.00023248-0.0014791i,-0.00087226-0.0015926i,-0.0011025-0.00053968i,-0.00049605+0.00086688i,0.00095822+0.00077395i,0.0012007+0.00051446i,0.00041423+0.00030116i,-0.00027329+0.00037654i,-0.00057275-0.0001322i,0.00018136-0.00032593i,0.00096558+0.00023856i,0.00083199+0.00048087i,-0.00011922+0.00065908i,-0.00048281+0.00065781i,-0.00053493+0.00065686i,-0.00055257-0.00032596i,-0.00033332-0.0011351i,0.0001106-0.001064i,-2.9837e-05-0.001212i,-0.000334-0.00078701i,-0.00036158+8.1873e-05i
-0.00062398-0.001335i,-0.001825-0.0010039i,-0.0022328-0.0011814i,-0.0018213-0.00038578i,-0.0011597+0.001008i,-0.0003822+0.001133i,0.00038002+0.0002851i,0.00016654+2.6057e-06i,-0.00055591+0.00058454i,-0.0014952+0.00049326i,-0.0014711+0.00049939i,-0.00033364+0.00031767i,0.00013331-0.00056663i,0.00032882+0.0004752i,-3.3558e-05+0.0016604i,0.00013238+0.0010218i,0.0007484+0.0003141i,0.00084031+0.00035277i,0.0010485-5.9364e-05i,0.00097074-0.00017771i,0.00011778+0.00034178i,-0.0010347+0.00049091i,-0.001058+0.00014257i
-0.00032899+0.00017978i,0.0012587+0.00041027i,0.00089778+0.0012462i,-0.00022035+0.00082598i,-6.6125e-05+0.00015619i,0.00035068+0.00066634i,0.00059093+0.000144i,0.00057779+2.75e-05i,0.00018874+8.6044e-05i,-0.00019782-0.0001827i,0.00011727-0.00030122i,0.00011921-0.00050624i,6.6655e-05-0.00037587i,-0.00011611+0.00024723i,0.00029249+0.00047743i,0.00044337+0.00053644i,-1.89e-05+0.00033132i,0.00036419-0.0002269i,0.00045951-7.513e-05i,-0.00024455-4.5584e-05i,-0.00059319-0.00037343i,-0.00028013-0.00030158i,0.00060847-0.00029203i
-0.00089621+2.899e-05i,-0.0013915+0.0005311i,-0.0010243-8.5208e-05i,-0.00097539+0.00022499i,-0.00049535+0.00081322i,-0.00019285+0.0017078i,-0.00036767+0.0013325i,-0.00020971+0.00048362i,-0.00048936-5.433e-05i,-0.00099316-8.4703e-05i,-0.0010895+0.00010403i,-0.00050136+9.0831e-05i,0.00071168+0.00019709i,0.0013826+4.7738e-05i,0.0012123+0.00024627i,0.00079335+0.00056784i,0.00046131+0.00037468i,0.00078309+0.00014108i,0.0010939+8.9705e-05i,0.00029321-0.00061168i,0.00014943-0.00070038i,0.00020004+5.5996e-05i,-0.00024446-0.00043073i
0.00040891-0.00041013i,0.0011605-7.6833e-06i,0.0016135-0.00061181i,0.0018539-0.00018978i,0.0014815+0.00026471i,0.00078033+0.00070997i,0.00038009+7.7756e-05i,-4.7209e-05-0.00033145i,-0.00029155-0.00058325i,7.085e-05-0.0010067i,0.00067546-0.00029057i,-0.00010634+8.8337e-05i,-0.0010357-0.00013758i,-0.00056825-0.00023186i,-0.00034172-0.00044757i,-0.00049591-0.00029402i,0.00010477-9.6465e-06i,0.0001512+0.00033309i,0.00020533+0.00038176i,0.00081122+0.00046157i,0.00078931+0.00028936i,0.00058919-0.00027612i,0.0013761-0.00046782i
-0.0018366-0.00062242i,-0.0032128+0.00039741i,-0.0037126+0.0018425i,-0.0025143+0.0023297i,-0.0005536+0.0023213i,0.00058754+0.0016602i,7.4718e-05+0.00060415i,-0.0010386+0.00042922i,-0.00091635+0.00040794i,-0.00033122+0.00074509i,-0.00026712+0.0011826i,0.00010059+0.00048708i,0.00072635+9.4439e-05i,0.0012796+0.00048886i,0.00080799+0.00083019i,-3.5415e-05+0.00037082i,-0.00033835+0.0002016i,-0.00027087+0.00050593i,-0.00083869-9.6556e-05i,-0.00080709-0.00020658i,-0.001205+0.00051965i,-0.0018236+0.00035184i,-0.00081773+0.00027104i
-0.0012529-0.00095452i,-0.0011516-6.7283e-05i,-0.00064503+0.00061948i,-0.00036514+0.00081967i,-0.00044384+0.00089551i,0.00046765+0.00065817i,0.00084952+0.00056985i,0.00048314-0.00048926i,0.00087389-0.00033062i,0.00029865+0.00035658i,-0.00011801+0.000217i,0.00032767-0.00010596i,-0.00020299-0.00022467i,-0.0006804-0.0003111i,-0.00040135-0.0011097i,8.5881e-05-0.0017154i,-0.00031001-0.000876i,-0.0004888-0.00033818i,-0.00011341-0.00041915i,-0.00052062-0.00025427i,-0.00031987-0.00012544i,0.00074365-0.00021515i,0.00046397-0.00051015i
-0.001542+0.00091056i,-0.00065013+0.0015257i,-0.0001605+0.002743i,0.0010904+0.0027408i,0.0014261+0.0018243i,0.00066316+0.0007246i,-1.2632e-05-0.00045142i,-0.00039038-0.00078321i,-0.00054785+0.00039036i,0.00034567+0.0013296i,0.0013338+0.001267i,0.0017913+5.2955e-05i,0.0016603-0.0014334i,0.00031759-0.0020497i,-1.7473e-05-0.0019198i,-0.00014648-0.00083775i,-0.00017325+0.00010295i,-0.00029871+0.00034899i,-0.00065766+7.2137e-05i,-0.00017515+0.00013091i,-0.0001566+0.0002641i,-0.00021688+0.00013569i,-0.00012603+0.00028254i
0.0020047-0.00019017i,0.0016022-0.0010853i,0.00076064-0.0018469i,-0.00039364-0.0015349i,-0.00027196-0.0003503i,-0.00030169+0.001042i,3.0459e-05+0.0012689i,0.00093242+0.00094658i,0.00055531+4.6789e-06i,0.00019242-0.00045683i,0.00040033-0.00011851i,0.00017879-0.00028857i,3.6507e-06+7.3132e-05i,0.00045316+0.00050617i,0.00032255-0.000271i,2.4394e-05-0.00041988i,0.00028118+0.00024512i,0.00088151+0.00031925i,0.00031751+0.00049341i,-0.00048325+0.00015839i,-0.00022228-0.00045259i,-0.00027828-0.00039733i,-0.00054996-2.1361e-05i
-0.00091548+0.0011537i,0.00011127+0.0019852i,0.0007997+0.0015264i,-0.00020119+0.00048287i,-0.00075028-0.00039068i,0.00093824-0.00019308i,0.0021573-6.9503e-05i,0.00096187-4.6102e-05i,-0.00068096+0.00053838i,-0.00084641+0.00066857i,2.7572e-05+0.00093517i,9.2799e-05+0.0016086i,-3.8708e-05+0.0011483i,0.00045751+0.00027527i,0.00052767-6.1863e-05i,0.001011-0.00024278i,0.0020447-0.00043886i,0.0019862-9.3814e-05i,0.00080902+0.00010332i,9.6258e-06-0.00043137i,1.9671e-05-0.00032272i,-4.7334e-05-6.5351e-05i,-0.00041891+0.00017985i
-0.0024883-0.00081912i,-0.0028752+0.00048886i,-0.0034581+0.0020847i,-0.0018531+0.0030713i,0.0002185+0.0025074i,0.00026497+0.0014357i,0.00062986+2.8959e-05i,0.00064039-0.00023118i,3.453e-05+0.00044498i,-0.00058527+0.00045733i,-0.0011965+0.00011636i,-0.0010698+0.0003245i,-0.00033476+0.00050342i,-0.00035019-5.6925e-05i,0.00024459-0.00055075i,8.5654e-05-0.00041648i,-0.00040703-0.00020134i,-0.00015354+0.00025854i,-0.00020961+0.00047305i,-0.00031465+0.00013246i,-0.00036717-0.00066269i,4.2343e-05-0.0014551i,0.00054429-0.001481i
0.0015346+0.00043795i,0.0017281-0.0012526i,0.0022622-0.00056142i,0.0014858-0.00028343i,0.0010639-0.00087808i,0.00067058-0.00059991i,0.00015478+0.00014128i,4.2622e-06-0.00029289i,8.6149e-05-0.00058507i,0.00085913+0.00082284i,0.0010646+0.0016123i,9.5292e-05+0.0011447i,-0.00034369+0.00085761i,3.3698e-05+0.00064038i,-0.00034101-9.7677e-05i,-0.0011637-0.00098134i,-0.0010072-0.0014809i,-0.00045946-0.00085206i,-1.303e-05+0.00014445i,0.00017686+0.00040259i,0.00040801-0.00015918i,7.3662e-05-0.00066534i,-0.00017966-0.00059911i
0.0011202-0.00097437i,0.0010474-0.00027287i,-4.1914e-05-0.00025172i,-0.001255-3.6032e-05i,-0.0009519+0.00019312i,-0.00015713+0.0012836i,0.00019705+0.002391i,0.00026205+0.0017363i,0.0002511+0.0004839i,0.00024273+5.4415e-05i,-0.00032589+0.00048599i,-0.00102+0.00076036i,-0.0015512+0.00059628i,-0.0022+0.0004324i,-0.0013812+0.00018366i,-0.00046708-0.00058878i,0.00070053-0.00097396i,0.0012615-0.00020081i,0.0010585+0.00030727i,0.00092086+0.00050971i,0.00037821+0.0002889i,-1.7026e-05-0.00028547i,0.00043262-0.0004646i
0.0012583+0.00031444i,0.0024377+0.00011994i,0.0021543+0.00025507i,0.0011876+0.00027527i,0.00096675-1.7375e-05i,0.0012036+0.00014927i,0.0011423-0.00016521i,0.0005434-0.00066799i,0.00013818-0.00026503i,-0.00030822+0.00030117i,-8.7711e-05+0.00046558i,2.8485e-05-8.776e-05i,-0.0001142-0.00088784i,-0.00022669-0.0010953i,-0.00066443-0.00098804i,-0.0010613-0.0012971i,-0.00083615-0.0016283i,-0.00056603-0.00088506i,-0.00061752-0.00011471i,0.00020497+0.0003841i,0.00057363+0.00070533i,-6.4981e-05+0.0002579i,-0.00015736+0.00037427i
0.0015874+0.00072708i,0.0010614+0.00023346i,0.00031216-0.00034837i,-0.00053855-0.00094842i,-0.0014819-0.0006517i,-0.0011005-0.00069329i,-7.0661e-05-0.001039i,0.00014164-0.0010719i,-0.00053923-0.00083543i,-0.0010986+0.0001638i,-0.0012793+0.00053042i,-0.001284-0.00015581i,-0.00091232-0.00028592i,-0.00071947+0.0004358i,-0.0005881+0.00065984i,-0.00069068+3.6605e-05i,-9.9805e-05-0.00019033i,-1.9847e-05+0.00010059i,-0.0011831-0.00090204i,-0.00093587-0.00089826i,-0.0002464+0.00052161i,-0.00093271+0.00067458i,-0.00069793+0.00011221i
0.00055968-0.001716i,-0.00022288-0.00046125i,-0.00052543+5.6912e-05i,0.00016102+0.00027487i,0.00051583+0.0012264i,0.0012121+0.0017012i,0.0014649+0.0008406i,0.00021462+0.00019488i,-0.0010838+0.00069599i,-0.00055332+0.0012675i,-9.2939e-05+0.0012894i,1.2767e-05+0.0011351i,0.00056545+0.0014854i,0.00045116+0.0013253i,0.00059843+0.0011424i,0.00063647+0.00045432i,0.00076337-0.00021826i,0.0013745-0.00012417i,0.00082997-0.00011231i,1.2976e-05-0.00065241i,-0.00011781-0.00018187i,-0.0002159+0.00025812i,-0.00057393+9.1782e-06i
0.00046134+8.2883e-05i,0.00064611+3.0019e-05i,0.00045279-8.5306e-05i,1.5441e-05-0.0012221i,-0.00013002-0.0016378i,-0.00027308-0.00095058i,0.0001495+0.00011446i,8.977e-05+0.00043889i,-0.00027328+0.0005665i,0.0004083+0.00060857i,0.00048877+0.00050495i,4.419e-05+0.00046732i,-0.00014874+1.8334e-05i,-0.00024814-0.00018923i,-0.00011552-0.00028458i,0.0010276-0.00048555i,0.0014396-0.00027947i,0.00073058-0.00039483i,0.00025099-0.00034684i,0.00028574-0.00017451i,0.00011738+1.2682e-07i,-0.00022919-3.1621e-05i,-0.00043266-0.00029492i
0.0020304+0.00037217i,0.001422+0.00039723i,0.00082359-0.0002261i,0.0004985+0.00013547i,0.00072826+0.0010411i,0.00081607+0.0015029i,0.00040326+0.0012111i,0.00035275+0.00046315i,0.00033109-0.00016122i,-1.595e-05-0.00078968i,2.8779e-05-0.00035738i,-6.8274e-05+0.00047315i,-0.00011202+0.00045789i,1.5004e-07+0.00013862i,-5.2417e-05+0.00016645i,0.00065191+0.00087454i,0.00098557+0.0010405i,0.00028229+0.00053109i,0.00014926+7.2572e-05i,0.00040462-0.00034792i,0.00021529-0.00037905i,-0.00059505+0.00042643i,-0.00073862+0.00082327i
-0.001212-0.0019827i,-0.0016771-0.0012018i,-0.0024776-0.00046714i,-0.0027152+0.00043853i,-0.0019119+0.00052422i,-0.00042632+0.00034708i,0.00090487+0.0013002i,0.00037901+0.0014025i,-0.00072216-0.0001175i,-0.00092875-0.0010709i,-0.00094403-0.00064705i,-0.00055152+0.00033388i,0.00032174+0.00076041i,0.0001001+0.00099343i,-5.5669e-05+0.00064415i,0.00031314-0.00040405i,0.00019329-0.00040879i,0.00010222-0.00019748i,0.00064268-0.00049946i,0.00041533+0.0007374i,-0.00036696+0.00070225i,-0.00034912-0.00027457i,0.00039074-0.00023673i
0.00017649-0.00068285i,-0.00011308+3.9108e-05i,0.00030888-1.5834e-05i,0.00069129+0.00020118i,0.00019935+0.0010037i,-5.526e-05+0.00056988i,-0.00092315-0.00080209i,-0.0014089-0.0010374i,-0.00049597-0.00038921i,0.00036266+0.00016976i,2.7464e-05+9.2853e-05i,-0.00047335-0.00058855i,0.00010898-0.00045957i,0.00080164+0.00011912i,0.00063979+0.00042004i,-0.00014346+0.0011329i,-0.00012742+0.0011198i,0.00018432+0.00025641i,2.6806e-05-0.00084435i,-5.8567e-05-0.0011829i,-3.5345e-06-0.0010132i,-0.00033789-0.00045457i,0.00016985+0.00048144i
-8.8413e-05+0.00029683i,-0.00034624+0.0013087i,-0.00018272+0.00067766i,-0.00026363+7.0587e-05i,-0.00042473+0.00059022i,-0.00069549+0.0013635i,-0.0010753+0.00049602i,-0.00033843-0.0005029i,0.00013794-0.00039608i,-0.00029369-0.00053029i,0.00024381-0.00054884i,0.00058534-0.00040598i,-0.00015973-0.00062025i,-0.00055348-0.00074942i,8.1379e-06-0.00080947i,2.9591e-05-0.00035742i,-0.00043799+7.2831e-05i,-0.00076865+0.0002727i,-0.00029984+0.00024907i,0.00026115-0.00031448i,-0.00042006-0.00084058i,-9.453e-05-0.00081526i,0.00083408-0.00043703i
7.3946e-05+0.00077208i,0.00060464+0.00076686i,0.00070391+0.00013517i,0.00036518+0.00019667i,-0.00034364+0.00095561i,-0.00059182+0.0014794i,9.4424e-05+0.00075337i,0.0008053-0.00012123i,0.00014088-0.00044183i,0.00016872-0.0010203i,0.0003894-0.000441i,-3.989e-05+0.00042384i,-0.00032834+0.00026739i,-0.00019045-8.938e-05i,-0.00084967-0.00049542i,-0.0016143-0.00032658i,-0.00079521+0.00055599i,0.00051424+0.00039627i,0.00083797-0.00016924i,0.000457+0.00051955i,3.4403e-05+0.00063033i,0.0001918+0.0006455i,0.00099766+0.00025436i
-0.00017657-0.00056378i,-0.00020108+0.00049339i,7.6083e-05+0.0011418i,0.00067741+0.0015228i,0.00074088+0.0010677i,0.00036206+0.00065888i,-0.00035375+0.00066441i,-0.00095429+0.00022144i,-0.00091905-0.00019636i,-0.00081099+7.3525e-05i,-0.00062611-3.9936e-05i,-4.3688e-05-0.00016826i,-3.3759e-05+0.00025501i,-0.0004002+0.00038519i,-0.00040893+0.00051083i,-0.00056723+0.00092997i,-0.00053019+0.0009289i,0.00015903+0.00037512i,0.001183-0.00028853i,0.0014199-0.00090355i,0.00022329-0.001004i,-0.00069732-0.00060332i,0.00015968-0.00035015i
-0.0013607+0.0014015i,-0.0011502+0.00067382i,-0.00064064+0.0001921i,-0.00073474+0.00043784i,0.00022675+0.00019461i,0.0014626-0.00020437i,0.0014391+3.5084e-05i,0.0012717+3.3926e-06i,0.00023965-0.00016894i,4.728e-05-0.00015162i,0.00015813+0.00037046i,0.00017361+4.3901e-05i,0.00092288-0.00069305i,0.0012412-0.00014015i,0.00067264+2.7208e-05i,-0.00019903-0.00083845i,-0.00022693-0.00075953i,0.00010779-0.00017719i,0.00011586-0.00042495i,0.00025903-0.0016506i,0.00056976-0.0014809i,2.783e-06-0.00026284i,-0.00014283+0.00036961i
-0.00039651+7.719e-05i,0.00044327-0.00034642i,0.00058052-4.8909e-05i,0.00021989+0.00090994i,0.00030977+0.0016804i,-2.3914e-05+0.0006671i,-0.00065523+8.8211e-05i,-0.00032154+0.00021622i,0.00040075+0.00038049i,0.0004924+6.3449e-05i,0.00040123+0.00010539i,5.7447e-05-8.5178e-05i,0.00040028-0.00046495i,0.0011309-0.00020449i,0.0014094-2.8514e-05i,0.00045955+0.00014356i,2.6354e-05+0.00025837i,0.00012195-0.00018707i,-0.00045557-0.0005981i,-0.00094544-0.00022222i,-0.0010296+2.4041e-05i,-0.00071037+0.00018597i,-0.00023479+0.00064727i
-0.00086947-0.0011808i,-0.0011137+0.0004019i,-0.0011747+0.00062584i,-0.00075411-0.0010457i,-0.00048833-0.0019197i,-0.00024507-0.00058526i,3.3219e-05+1.8368e-05i,0.00034098-0.00065362i,0.00063248-0.00041746i,0.00062029-1.1235e-05i,0.00019293+0.00073575i,-5.2178e-05+0.00078792i,-4.6386e-05-7.6584e-05i,-1.7885e-05-0.00065942i,0.00026295-0.0007264i,0.00027746-0.00081528i,-0.00023176-0.0008732i,-0.00036023-0.00021664i,9.8658e-05+0.00029298i,0.00029041+0.00025825i,0.00029763-0.00027798i,0.0004075-0.00046248i,0.00066795+0.00012174i
0.0001671-0.00026268i,0.00065233-0.0016111i,0.0004345-0.00085942i,-0.00022407+0.0015986i,-0.00061409+0.0021512i,0.0002706+0.0015773i,0.001057+0.0012191i,0.00070891+0.00091009i,-0.00019626-0.00022782i,-8.6527e-05-0.0010798i,5.2639e-05-0.00063711i,-0.0003543+7.6744e-05i,-0.00015472-0.00045349i,0.00036652-0.00050107i,0.00073016+0.00042463i,2.2308e-05+0.00059133i,-0.00030234+0.00058574i,-0.0001364+0.00053975i,-0.00046672-0.00020039i,-0.00056049-0.00065962i,-0.0010843-8.5188e-05i,-0.00069274-0.00019684i,0.00036224-0.00038477i
-0.00026461-0.0010404i,-0.00054315-0.00128i,-0.00084535-0.00077789i,0.00027821-0.00050265i,0.0018535+0.00031455i,0.0016885+0.00070159i,0.0006655-8.3351e-06i,-6.0333e-05+3.758e-05i,-0.00045442+0.00015953i,-0.00020261+2.9284e-05i,-0.00015318+0.00016888i,-0.00023081-2.1676e-05i,-0.00025768+0.00011293i,-8.9844e-05+0.00021288i,0.00035003-0.00037524i,0.00016443-0.00075388i,-0.00041101-0.00047354i,-1.5149e-05-0.00019247i,2.9886e-05-7.1197e-05i,-0.00040718+0.00010407i,-0.0006592+0.00037117i,-0.00031297+0.0010943i,6.1932e-05+0.0011024i
