-0.0032627+0.00024933i,-0.0030308+0.0020611i,-0.0033708+0.0034606i,-0.0025498+0.0032164i,-0.0012583+0.0022792i,-0.00066304+0.0013556i,-0.00010948+0.001164i,0.00029954+0.0022364i,3.2766e-05+0.0026652i,-0.00015053+0.0014748i,0.00024473-0.00063506i,0.00092902-0.0017117i,0.00048078-0.001962i,0.00017681-0.0018817i,0.00022271-0.00088018i,-0.0002935-1.2819e-05i,-0.00084915+6.4214e-05i,-0.00101-0.00042992i,-0.00017477-8.892e-05i,4.3163e-05+0.00039697i,-0.00056602+0.00046028i,-0.00079068+6.4173e-05i,-0.00050561-0.00071272i
-0.0011289-0.00049739i,-0.00062429+0.00073981i,3.818e-05+0.0016378i,0.00083535+0.0010771i,3.2897e-05-0.00013963i,-0.00079058-0.00031174i,0.00021469+2.3645e-05i,0.0002163+0.00024391i,0.00018294+0.00038591i,0.00028418+0.000319i,2.657e-05+0.00045955i,0.0011938+0.00063155i,0.0015558+3.7938e-05i,0.0012167+3.1954e-05i,0.00095449+0.00022303i,0.00042048+1.4321e-05i,-0.00015502-0.0003839i,-0.00014254-0.00091602i,9.6892e-05-0.0010892i,0.00033836-0.00054983i,0.00069085-2.7778e-05i,0.00057753-0.00010431i,0.00052852+0.00028475i
0.0013087-0.0019615i,-0.00056118-0.0017088i,-0.00099488-0.0019107i,-0.0003437-0.0021445i,-0.00021671-0.0022409i,-0.00088859-0.0011445i,-0.0012557+0.001083i,-0.00041731+0.0017413i,0.0004584+0.0010355i,0.00062246-7.8416e-05i,0.00057759-0.00081452i,6.326e-05-0.00086773i,-0.00089404-0.00041798i,-0.00047368+0.00039592i,0.00037372+0.0010104i,0.00053183+0.00086099i,-0.00012417-0.00039298i,-0.00055115-0.00022582i,-0.00029124+0.00074738i,-0.00041015+0.00053091i,-9.3281e-05+0.00025984i,0.00012762+0.00049215i,0.00049028+0.00043133i
-0.00015545-0.00081037i,-0.0011081-0.0014385i,-0.0021968-0.0007207i,-0.0011201+0.00083827i,0.00095327+0.0010688i,0.0012941+0.00052445i,0.00080262+3.8521e-06i,0.00065115-7.2041e-05i,0.00079264-0.00047869i,0.00034861-0.00046523i,9.1748e-05-0.00012698i,3.5127e-05-0.00036993i,-0.00020551-0.00067031i,2.95e-05-0.00054923i,0.000111-0.00035236i,0.00074747-0.00072359i,0.0011413-0.00074255i,0.00051858-0.00096729i,-0.00030784-0.00096635i,-0.00062962-0.00038848i,-0.00098814+3.8218e-05i,-0.0013205+0.00020449i,-0.0011176-5.4259e-05i
-0.00032517+0.00070329i,0.00054189+0.002028i,0.00070444+0.0019681i,0.00013757+0.0012714i,0.00035487+0.00062187i,0.0003174+8.5234e-05i,-0.0002052+0.00019588i,0.00025116+0.00078219i,1.8309e-05+0.00090667i,-0.00049596-0.00020868i,-0.00058838-0.00056588i,-0.00053932-0.00037234i,-0.00011365+0.00012347i,0.00016786+0.00051858i,0.00057266+0.00030609i,0.0002765+0.00017612i,-0.00051065-0.00024741i,-0.00025095-0.00045074i,0.00020366-0.00018142i,0.00037675+0.00017767i,0.00048847+0.00023661i,8.6803e-05+9.1151e-05i,-0.0008568-0.0001321i
-0.00080997+0.00099479i,0.00013479-0.0007299i,0.00061176-0.0017653i,0.0012203-0.0021995i,0.0013961-0.0016632i,0.00066899-0.0014804i,-2.9025e-05-0.00070456i,0.00020578+8.0092e-05i,0.00094759-0.00013541i,0.0017458+4.2344e-05i,0.0009137+0.00025829i,-0.00041852-0.00027085i,-0.0001265-0.00012026i,0.00049739+0.00031692i,0.00064366-2.5826e-05i,0.00050048-0.00027471i,0.00024409-0.00046093i,0.00021561-0.0003857i,0.00052573-0.00063016i,0.0008064-0.00083004i,0.00098489-0.00057922i,0.00061788-0.00055062i,4.4554e-05-0.00074311i
-0.00037716+0.0010399i,0.00044867+0.00033773i,0.0004687+0.00092518i,0.00056172+0.0012691i,0.00087478+0.00038317i,0.00066801+0.00029074i,0.00099399+0.00044938i,0.001251+0.00055903i,0.0009636+0.0012555i,0.00085545+0.0012716i,0.00025554+0.00041078i,-6.6989e-05-0.00044879i,0.0010017-0.00076437i,0.0013686-0.0003489i,-7.3621e-05-0.00011614i,-0.0012915-0.00020052i,-0.0011964+3.9398e-05i,-0.00085094+0.00028326i,-0.00035943+0.00077671i,-0.00024529+0.00073882i,0.00010621+0.00034737i,0.00035965+0.00017672i,0.00031281+8.4505e-05i
0.0026203-0.00012004i,0.0029878-0.0010074i,0.0023024-0.0018269i,0.0012931-0.0019704i,0.0011073-0.0011702i,-0.0002265+0.0001096i,-0.0021682+0.00059904i,-0.0016262+0.00078772i,0.00015632+0.00083126i,2.2684e-05+0.00011358i,5.215e-06-0.00016164i,0.00050123+0.00012276i,0.00056865-0.00029327i,0.00029277-0.00086028i,-6.9979e-05-0.00015978i,-0.0001211+0.00020867i,-5.5179e-05+0.0001708i,-6.5086e-06+0.00026449i,0.00017432+0.0002366i,-0.00032134+0.00011599i,-0.00053196+0.00031302i,0.00017335+0.00030179i,0.00038824-4.9819e-05i
-4.4922e-05-0.00014663i,-0.00080958+0.0012509i,-0.0011611+0.0010754i,-0.0012283+0.00070475i,-0.00067779+0.00018748i,8.7988e-06-0.00070519i,-7.5985e-05-0.00061259i,0.00025997+0.00012905i,0.00013514+0.00037325i,0.0002495+0.00041375i,0.00074492+0.0007107i,0.00025713+0.00019244i,3.3513e-05-0.00013996i,-0.00014052-9.5395e-05i,-0.00029199+2.4516e-06i,-0.00073779-0.000171i,-0.0010734-8.0935e-05i,-0.00033344-0.00013259i,3.4486e-05-0.00024891i,-0.00047163+0.00032353i,-0.00093498+0.00066447i,-0.00085064+0.00010669i,-0.00071758-9.1028e-06i
0.00093155-0.00088814i,0.0014026-0.0020704i,0.00093062-0.0029892i,0.00016586-0.0033069i,-0.00042143-0.0025531i,-0.00089384-0.0011983i,-0.0010501+0.00019327i,-0.00068123+0.00071298i,-0.0010191+4.1601e-05i,-0.0015315-0.00050154i,-0.00088334+7.016e-05i,-0.00021734+0.00038633i,-0.00020288-5.6789e-07i,2.0317e-05-0.00016736i,0.00036711-0.00036317i,0.00036117-0.00069457i,0.00032863-0.00083232i,0.00053274-0.00020417i,0.00044601+5.8633e-05i,0.00027228+2.5876e-05i,0.00097546+0.000395i,0.00095676+3.757e-05i,9.8145e-06-0.00036377i
0.00046503+0.0014343i,0.00020464+9.1141e-05i,0.0014743-0.00035262i,0.0030563-0.00053474i,0.0023199-0.0004921i,0.00026841-0.00039178i,-0.00061974-0.00060891i,0.00018404+6.1157e-05i,0.0007526+0.00083121i,0.00025847+0.00014348i,-0.00012976-0.00029099i,-0.0004765-0.00021652i,-0.00061463+5.4907e-05i,-0.00048771+0.00078299i,-0.00041311+0.00097131i,-0.00044806+0.00054284i,-0.00037855+0.00035725i,-0.00064233+0.00016474i,-0.00068827-0.00059784i,0.00043137-0.0008031i,0.00065116-0.00014813i,0.00040736+0.00033049i,0.00023199+0.00073699i
-0.0012003+7.6514e-05i,-0.0013912-0.00055222i,-0.001807-0.00094172i,-0.002024-0.00060689i,-0.0014248-0.00031307i,-0.00040136-0.00012753i,0.00010365-5.2077e-05i,7.132e-05+0.00022821i,0.00020004+0.0007819i,0.00026543+0.00073433i,-6.7376e-05+0.0012566i,-9.6979e-05+0.0023583i,-0.0001274+0.0014234i,-6.2239e-05-0.00014218i,0.00063898-0.00030801i,0.0010874-0.00052486i,0.0010285-0.0011538i,0.0010732-0.0010114i,0.00089121-0.0003948i,0.00055001-0.00016875i,-0.00013747-0.00037604i,-0.00089178-0.00031701i,-0.00011894+0.00055441i
-0.0006114+0.00046415i,-0.0015927+0.0010018i,-0.0011135+0.0010614i,0.00032105+0.00029083i,0.00080759+0.00034318i,0.0009232+0.0004495i,0.00064609+0.00036257i,3.0785e-05+0.00069823i,-0.00013373+0.00034089i,-0.00011325-0.00010601i,0.00044442-0.00025609i,0.00084011+0.00028808i,0.00050804+0.0010324i,0.00018661+0.00152i,0.00024092+0.00037276i,-0.00019967-0.0013573i,-0.00038672-0.00094992i,0.00047675-0.00040018i,0.00025474-0.00038972i,-0.0001749+0.00037906i,0.00054672+0.00048728i,0.00062201-0.00010704i,0.0003746-0.00077306i
-0.00023583-5.6436e-05i,-0.00011004+0.00011512i,0.0004442-0.0011737i,0.00088604-0.001413i,0.001215-0.00091851i,0.0009253-0.00063115i,0.0006539-9.3143e-05i,0.00069569+0.00010586i,0.00038449+8.667e-05i,0.00045985+0.0001431i,0.00083801+0.00044448i,0.00088427+0.00033761i,0.00051922-8.1117e-05i,0.00071824-0.00016562i,0.00084884-0.00024469i,0.00057422-8.3987e-05i,0.00052316-0.0001666i,0.00077353-0.00070392i,0.00046072-0.00046576i,0.0003481+0.00014625i,0.00046235+0.00051556i,0.00035062+0.000276i,0.00055739+0.00013494i
-0.002281+0.00073866i,-0.0021453+0.0013192i,-0.0013989+0.0017769i,-0.00061169+0.0027901i,-6.8972e-05+0.0025774i,0.00046265+0.0010549i,8.3081e-05+4.5625e-05i,-7.0349e-05+0.00077542i,0.00018791+0.0013011i,0.00059113+0.0010388i,0.00016961+0.00015037i,-0.00041431-0.00051923i,-0.00019018-0.0011786i,-4.7047e-05-0.0013875i,-0.00037713-0.00086853i,8.6605e-05-0.00018833i,0.00098521+0.000546i,0.00057099+0.00071075i,-0.0005691-3.604e-05i,-0.00036537+9.2709e-05i,2.9337e-05+0.00049322i,0.00059052+0.0001677i,0.00097063-0.00057911i
-0.00014937-0.0012798i,0.00095715-0.0015724i,0.00082565-0.0010747i,4.3595e-05-0.00066502i,0.0001625-0.00076195i,0.0011655+0.00026458i,0.0012802+0.0016044i,0.00076451+0.0011309i,0.00023614+0.00027947i,0.00050589-0.00018727i,0.00051823-0.00021888i,0.00011603+9.3094e-05i,-2.8718e-05-0.00015506i,-0.00026683-0.00085411i,-0.00033605-0.00092751i,9.9867e-07-0.00069053i,0.00078189-0.00029331i,0.00084873+0.00037972i,9.6013e-05+0.00029269i,-0.00031953-5.1602e-05i,-2.8701e-05-0.00010379i,0.00059703-0.00057898i,0.00087985-0.0010815i
0.0013993+0.00079028i,0.0002281-0.00080711i,0.0004339-0.0019678i,0.001956-0.0023063i,0.0021833-0.0018826i,0.00046792-0.0010829i,-0.00024087+0.00016055i,0.00048928+0.0009048i,0.0013732+0.00060454i,3.63e-05+0.0010229i,-0.001314+0.0010559i,-0.0013066+0.00017414i,-0.00055403-0.00071556i,0.0004391+1.383e-05i,0.00082727+0.00021517i,0.00089792-0.00038109i,0.0013134-0.00034065i,0.0010715-0.00018741i,0.00057003-0.00012065i,-1.6825e-05-0.00056745i,2.6628e-05-0.00094089i,0.00097357-0.00033299i,0.00073489+0.00063376i
-0.00051077-0.0001644i,-0.00018256-0.00023683i,-0.00029959-0.00053523i,-0.0011969-0.00036047i,-0.0011427-0.00066842i,-0.00071049-0.0009692i,-0.00064786+8.8108e-06i,-0.00065012+0.00047962i,-0.00015293-0.00035721i,0.00043385-0.00072578i,0.00059587-0.0001287i,-0.00033673+0.00084894i,-0.00077361+0.00077048i,-5.8819e-05-5.9253e-06i,0.00027132-0.0008037i,0.00036272-0.0010896i,0.0011731-0.00013769i,0.0013214+0.00042651i,0.001248+0.00053168i,0.00091549+0.00031198i,0.00046+0.00026306i,0.00032421-3.2038e-05i,0.00060837-0.00029796i
0.0024035+0.0012711i,0.0027642+0.00046744i,0.0033626+4.3811e-05i,0.0028673-0.00018035i,0.0013912-0.0010627i,-0.00025513-0.0014297i,-0.00135-0.00011492i,-0.00094595+0.00025724i,0.00025562+2.3594e-05i,8.1181e-05+0.00037872i,-0.0007077+0.00033705i,-0.00089658-0.00065002i,-0.00082388-5.4752e-05i,-0.0004021+0.00033546i,0.00013431-0.00018796i,-3.2506e-05-8.5778e-05i,-0.00048552-6.9546e-05i,0.00011262-7.665e-05i,0.00033374+0.00012808i,-0.00022702+0.00021869i,-0.00051438+0.00021881i,-0.00043696+0.00050394i,-0.00063915+0.00058861i
-0.00029238-0.00020692i,-0.00091248+2.2879e-05i,-0.0013539+0.0010717i,-5.3161e-05+0.0010879i,0.0005691+0.00036662i,0.00090287-0.00041443i,0.00054866-0.00033318i,-0.00016132+0.00016295i,0.00067629-6.3662e-05i,0.00097165+0.00017123i,0.00058322+0.00057661i,0.00035922+0.00059356i,1.8088e-05+0.00022487i,0.00021016-0.00042879i,-0.0004178-0.0006136i,-0.0013466-0.00020285i,-0.001018+0.00021791i,-0.000276+0.00056407i,0.00027952+0.00094849i,0.00020623+0.00097652i,0.0003172+0.00063863i,-1.3423e-05-0.0004372i,2.6236e-05-0.0011507i
0.0007275-0.0013174i,-9.6497e-05-0.0017979i,-0.00055298-0.0018532i,-0.0010478-0.0014867i,-0.00039339-0.0012945i,1.6775e-05-0.00036454i,-0.00033359+0.00056039i,0.00028438+0.0013642i,0.0011265+0.0017245i,0.0014472+0.00056285i,0.0014973-3.1025e-05i,0.0012669+0.00050795i,0.00049875+0.00028795i,0.00021569-7.8297e-05i,0.00054666-0.00016223i,0.00062684-0.00074347i,0.00064354-0.00099229i,0.00020922-0.00046673i,-0.00084914-0.00059271i,-0.0008989-0.0004376i,0.00056665-2.7934e-05i,0.0011638+0.00025859i,-7.1182e-05+0.00086033i
0.00031272+0.0013189i,0.0015323+0.0021042i,0.0031885+0.0018734i,0.0038729+0.001226i,0.0019804+0.00057382i,0.00038497+0.00024634i,-0.00024445+0.00021009i,-1.0496e-05-3.8456e-05i,0.0012371+0.00053322i,0.0022701+0.0010971i,0.0017488+0.00087921i,0.00071485+0.0014129i,-0.00053469+0.0012375i,-0.00057444+0.00063468i,-1.3162e-06+0.00054203i,-5.5158e-05+1.6889e-05i,-8.0292e-05-0.00058663i,0.00057049-0.00078621i,0.00055307-0.00067266i,0.00017346-0.00021972i,-1.1856e-05+1.71e-05i,0.00042596-0.0001085i,0.00073355-0.00040577i
-0.0019261-0.0015965i,-0.0026664-0.0013188i,-0.0019809-0.00090438i,-0.00054691+0.00052175i,0.00024221+0.00065716i,1.8469e-05+0.00055542i,0.0001827+0.00069468i,0.00022445+0.00043673i,0.00026526+0.00020779i,0.00017225+0.00059427i,-0.00017521+0.0010377i,0.00029474+0.00090381i,0.00082259+0.0009405i,0.00036766+0.0010864i,-4.9942e-05+0.00048804i,1.5808e-05-0.00033337i,0.0004256-0.00085034i,0.00038433-0.00063236i,0.00054378+0.00052547i,0.00092039+0.00052699i,0.00093173-0.00024756i,0.0014187-0.00049219i,0.0014294-0.00027215i
0.00084191+0.00096616i,0.001045+0.00095378i,0.0015696+0.00031985i,0.00054752-0.00020935i,0.00012188-0.00028999i,4.7732e-05-0.00090181i,0.00015494-0.00056821i,0.00066747+0.00088787i,0.0007647+0.0013748i,0.00051135-8.601e-05i,0.00015995-0.00068225i,0.00027675+0.00021198i,0.00050721+0.00064238i,0.00030414+0.00121i,0.00034356+0.00067568i,0.00062328+3.5098e-05i,0.00093936+0.00035051i,0.0011149-5.6136e-05i,0.00048399-0.00028479i,0.0002344+0.00053209i,0.00010485+0.0007821i,-0.00019783-6.4211e-05i,-0.00025914-0.0002451i
-0.0005306+0.00011368i,-0.00041629+0.0015059i,-0.00077103+0.0022244i,-0.00014914+0.0009702i,0.00047695-0.00032923i,0.00049341-0.00099119i,0.00012244-0.00059949i,0.00013428-0.00032692i,-0.00058671-0.00034581i,-0.00096535-5.3456e-05i,-0.00016691+0.00047381i,0.00016128+0.00069238i,-0.00042062+0.00032739i,-5.1633e-06-0.00055117i,0.00055727-0.00055041i,-0.00016871-0.00029632i,-0.00018438-0.00055762i,0.00053084-0.00061469i,0.00070174-0.00097576i,0.00062892-0.00054122i,0.00035924-0.00041789i,0.00023435-0.00046267i,0.00038801-0.00035961i
0.0011283-6.6872e-05i,-0.00053643-0.0010817i,-0.0017535-0.0015444i,-0.0014652-0.0012233i,-0.00076118-0.00087968i,-0.00095988+2.4482e-05i,-0.00088465+0.0010178i,-0.00025565+0.00089288i,0.00047303-0.00013546i,0.00075471-0.00030536i,0.00056205+1.9645e-05i,0.00022996+2.7211e-05i,-0.00049121-0.0005164i,0.00021327-0.0010838i,0.0010393-0.00073594i,0.00038357+0.00037852i,0.00011616+0.00039222i,0.0006136-9.849e-05i,0.00028891-0.00016439i,-0.00010452-0.00012977i,0.00059451+0.00022273i,0.00086616+0.00039457i,6.493e-05+0.00015984i
4.613e-05-0.00082508i,0.0014711-0.0010429i,0.0018424-0.00079254i,0.0014361-9.5213e-05i,0.0010166-0.00053844i,0.0018131-0.0015349i,0.0022398-0.0012763i,0.0015571-0.00043741i,0.0013852+6.6631e-05i,0.00072596-1.7363e-05i,0.00016553+3.4706e-05i,0.00021045-0.00055133i,0.00028005-0.00091414i,-0.00016095-0.00058713i,-0.00060332-0.00039106i,-0.00020657-0.00037266i,0.00023491+0.00013289i,-5.1322e-05+0.00079349i,0.00014084+0.00082827i,0.0003421+0.0001028i,-0.00036043-0.00078498i,-0.00027476-0.00056725i,0.00028886-2.8856e-06i
-0.001527-0.00053861i,-0.0019368+0.00059295i,-0.0020623+0.00042486i,-0.0020127+0.00029387i,-0.0012314+0.0010159i,-0.00047354+0.00087191i,0.00011157+0.00028717i,0.0011563+0.00026591i,0.00065875+4.1425e-05i,-0.00013533-0.00035681i,-9.8504e-05-7.236e-05i,-0.00025385+0.00052657i,-0.00041895+3.443e-05i,0.00021495-0.00078592i,0.00021601-0.001382i,-0.00064088-0.0012848i,-0.00095637-0.00074508i,-0.00011889-0.00075999i,0.00079387-0.00080031i,0.00082677-0.00041727i,0.00062424-1.5249e-06i,0.00027128-6.7344e-05i,-9.8726e-06-0.00066542i
-0.0019124-0.001482i,-0.001807-0.00092898i,-0.0016417-9.8859e-05i,-0.00022273-0.0004484i,0.0012246-0.0014833i,0.0011428-0.00096898i,0.00041066-0.00052091i,0.00064303-0.00035427i,0.00080077-0.00036554i,0.00046524-0.00048162i,2.4893e-05-0.00013314i,-0.0005031-6.7987e-05i,-0.00024505-0.00043627i,0.00028699+0.00013147i,0.0003067+0.00057175i,0.00015402-0.00035397i,0.00069354-1.2316e-05i,0.00084637+0.0010846i,0.0008375+0.00088309i,0.0010859+0.00035132i,0.0011283-0.0001305i,0.0012446-7.0547e-05i,0.001034+0.00022809i
-0.0012677-0.00084196i,-0.00082801+0.00096973i,-0.00061127+0.002744i,-0.00074565+0.0027261i,-0.00055283+0.0017651i,-0.00020267+0.0014459i,-6.2949e-06+0.0016816i,-0.00035168+0.0013614i,-0.00056414+0.00020025i,-0.00033076+4.4503e-06i,-0.00079481+0.00017309i,-0.0014243-0.00039049i,-0.0016868-0.001108i,-0.00065125-0.00095287i,-0.00030214-0.0006931i,-0.00099274-0.0011908i,-0.0007853-0.001344i,0.00057871-0.0010779i,0.00091607-0.00045228i,0.00047425-0.00026477i,0.00094474-0.00023277i,0.001068-3.6855e-05i,0.00066926+0.00050309i
0.001107+0.00042863i,0.00046024+0.00042883i,0.00051196+0.00056354i,0.00072816-8.1436e-05i,5.5335e-05-0.0010327i,-0.00063572-0.00075391i,-0.00096165+0.00024662i,-1.7148e-05+0.00058781i,0.00034565+0.00062792i,-6.8077e-05-0.00013355i,0.00014343-0.00094978i,0.00050147-0.00076462i,0.00038705-0.00081298i,0.00011332-0.00073495i,-0.00044671-0.00027271i,-0.0012688-0.00053282i,-0.0006667-0.00040983i,0.00038931-0.00011094i,0.00038214-0.00013079i,0.00015439-0.00045634i,3.7766e-06-0.0010013i,-0.00019811-0.00072536i,0.00023144+0.00012234i
-0.0019818-0.0014525i,-0.0024738-0.0010288i,-0.0031585+0.00019905i,-0.0024284+0.0016155i,-0.0014156+0.001414i,-0.001219+0.00042315i,-0.00064497+0.00040584i,-0.00017102+0.00054808i,0.00053506+0.00034063i,0.0012162+1.2749e-05i,0.0015038-0.00019892i,0.0010358-0.00064921i,0.00042473-0.00091932i,0.00031442-0.00078008i,0.00034854-0.00022744i,0.00057391+0.00059134i,-0.00027161+0.0012706i,-0.00078577+0.0013896i,-1.5034e-06+0.00059017i,0.00040423+0.00033943i,0.00068648+0.00083401i,0.00048642+0.0016067i,0.00035479+0.0012477i
0.00037017+0.00069251i,0.0016387+0.00037147i,0.0027415-0.00031088i,0.0027587-0.00082978i,0.0023634-0.0011398i,0.0017046-0.0014537i,-0.00027699-0.0009891i,-0.00099033+0.00027165i,4.0758e-05+0.00025163i,0.00045129-2.2714e-05i,0.00054217-0.00043255i,0.00021113-0.00034584i,-0.00022975+0.00031978i,-8.0294e-05+0.00010228i,-0.0002544-0.00063197i,-0.00051007-0.00076243i,-0.00031532-0.00028386i,-8.1547e-06+0.00011774i,0.00047187+0.00043292i,0.0010043+0.0005822i,0.00057481+0.00040914i,9.5144e-05+0.00021915i,0.00084668-0.00016086i
2.8049e-05-0.00021715i,0.00019066+0.00039702i,7.294e-05+0.0011095i,-0.00033157+0.00042366i,-0.00063278-0.0010624i,-0.0014682-0.00060231i,-0.0014167+0.00018342i,-0.0010204+0.0006418i,-0.00060279+0.00085653i,5.0815e-05-0.00017391i,0.00050042-0.00069211i,0.00057478+8.2537e-05i,8.3931e-06+0.00036832i,-6.3358e-05-7.2879e-05i,0.00029376-0.00047123i,0.00027371-0.00042766i,-5.7707e-05-0.00019684i,0.0001206-0.00019216i,0.00040062-0.00021704i,0.00048203-0.00039344i,0.00088094-0.00074838i,0.00034257-0.00071559i,-0.00043926-0.00042296i
0.0017319+0.00075221i,0.0027722+0.0011891i,0.0039006+0.00034026i,0.003774-0.0020152i,0.0024436-0.001959i,0.00053773-0.00093484i,-0.00021321-0.00054736i,0.00077128+0.0004146i,0.00098111+0.00084874i,8.5504e-05+0.0009769i,-0.00053652+0.00075317i,-0.00047642+0.00011863i,-0.00050967-5.6339e-05i,-0.00066328+9.2278e-05i,-1.1532e-05-8.0485e-05i,0.00034521-0.00024885i,0.00021191-0.00052143i,0.000513-0.00035181i,0.00061861-0.00017119i,0.00069519-0.00066006i,0.00095659-0.00046175i,0.00026538+0.00013925i,-0.00071935+0.00084517i
-0.00064105-0.0016608i,-0.0018718-0.0011016i,-0.0020823-0.0013212i,-0.00098372-0.00028855i,-0.0010349+0.00046054i,-0.00079439+0.00026361i,-4.5727e-05+0.00046107i,0.00049245+0.00046804i,-6.9971e-05-0.00016965i,-0.00037914-8.7325e-05i,-0.00026782+0.00033815i,6.0138e-05+0.00023329i,0.00082757-0.0001708i,0.0011314-0.00067345i,0.00085384-0.000901i,0.00052137-0.0014887i,-0.00014624-0.0012976i,-0.00057341-0.00062008i,-9.7302e-08+0.00011792i,0.00040302+0.00014379i,0.00032439-0.00057914i,7.8644e-05-0.00075571i,-2.5158e-05-0.00027304i
5.8692e-06-0.00044569i,-0.00063732-0.0010029i,-0.00054358+4.4084e-05i,-1.1202e-05+0.00023622i,0.0013369-0.00038763i,0.0014656-0.00025587i,0.000183+0.0003814i,-0.0003958+0.0011074i,-0.0004953+0.0016218i,-0.00037916+0.0014304i,-0.0003697+0.00068297i,-0.001104-0.00051349i,-0.00063734-0.0010553i,0.00057929-0.001028i,5.9817e-05-0.00069749i,-0.0013179-0.00075861i,-0.00072935-0.00072678i,0.0004119-3.9956e-05i,0.00037054+0.00036603i,-0.00023887+0.0001815i,-0.00033906-0.0001856i,0.00024813+0.00032987i,0.00065378+0.00093407i
0.00042241+0.00035634i,0.0005759+0.00063051i,0.0010113+0.00021973i,0.0013915-0.00032769i,0.0008416-0.00057433i,-0.00012688-0.00053476i,-8.7515e-05+9.8703e-05i,0.00019691+0.00068964i,-0.00017083+0.0011242i,-0.00014312+0.00018938i,0.00058115-0.00038846i,0.00048891-0.00035472i,0.00043521-0.0006298i,0.00050242-0.00045512i,-1.2415e-05-0.00042484i,-0.00010156-0.00081965i,-0.00047904-0.0011425i,-0.00083341-0.00062678i,-0.00025666-6.9786e-07i,0.00017626-0.00025077i,-7.9441e-05-0.00029229i,-0.00013348+0.00073789i,-0.00030481+9.0396e-06i
-0.0012002-0.00055649i,-0.00092416-0.00038514i,9.6534e-05-0.00027853i,-8.179e-05-0.00031896i,-0.0006322-0.00024895i,-0.00056639+0.00039808i,-2.1431e-05+0.00077469i,6.3499e-05+0.00090597i,0.0001997+0.00082362i,2.3571e-05+0.0002897i,-0.00048105+3.1614e-05i,-0.00085174+0.0002063i,-0.0007222+0.00038505i,-0.00038124+0.00015114i,-0.00013769-0.00021944i,-0.00036126-0.00048064i,-1.6753e-05-0.00045918i,0.00078775-0.00023526i,0.0004408-0.00050044i,0.00042472-0.00081791i,0.00088509-0.00062492i,0.00083134-0.00039681i,0.0010139-0.00039744i
0.0015653+0.00079222i,0.0017135+0.00064075i,0.0014729+0.00019187i,0.00074311-0.00088934i,0.00063173-0.0020504i,-0.00018105-0.0016675i,-0.0012177-0.0001329i,-0.00046914+0.0013907i,0.0014351+0.0012469i,0.00096588+0.00027503i,-9.9236e-05+9.4622e-05i,-8.8841e-05+0.00039825i,-7.5711e-05+0.00027916i,-0.00049306+4.9992e-05i,-0.00090366+0.00022113i,-0.00048294-0.00022122i,-0.0003301-0.00039817i,-0.00013398-0.00054973i,0.00036322-0.00082651i,0.00024308+5.3475e-05i,0.00013684+0.00018981i,9.3057e-05+0.00082252i,0.00028681+0.0016676i
0.00047809+0.00048545i,0.0013515+0.00071096i,0.0022804-0.00029979i,0.0021178-8.5217e-06i,0.00061783+0.00080851i,0.00013237+0.0010112i,0.00088434+0.00071267i,0.0010421+6.5589e-05i,0.00084665+0.00015657i,-0.00016935+0.0003372i,-0.00057216-0.00022071i,-0.00043588-0.00024313i,-0.00080665-7.2582e-05i,-0.00050694+0.00020407i,-0.00048124-7.1181e-05i,-0.0010712-0.00060326i,-0.00027056-0.0002449i,-0.00014161+0.00026778i,-0.00030136+0.00072626i,0.00051318+0.00041103i,0.00086247+0.00011574i,0.00039098+0.00021522i,0.00031261-9.1267e-05i
0.00013747+0.00020963i,0.0007209+0.00037266i,0.00053911+0.0011755i,-0.00032138+0.00038462i,-0.00016889-0.0010963i,0.00010318-0.0012908i,-0.00081571-0.00067097i,-0.00064644-3.6094e-05i,-0.00018568+0.000597i,5.0326e-05+0.00098589i,0.0007409+0.00035186i,0.00019074+0.00034749i,-0.00047506+0.0006447i,-7.4635e-07+0.00029504i,-0.00030652+0.00034267i,-0.00095631+0.0002873i,-0.00051901-0.00023363i,-0.00020709-0.00048808i,-0.0002246-0.00030439i,0.00021044-0.00062729i,0.00071459-0.00032175i,0.00068533-9.4761e-06i,0.0004018+4.7089e-05i
-0.001997+0.00083137i,-0.00078789+0.0016281i,0.00049263+0.002353i,0.0014183+0.0017643i,0.00077118+0.00022876i,-8.6101e-05-0.0010176i,0.00016093-0.00062365i,0.00046707+0.00063732i,0.00032519+0.0011905i,0.00042613+0.00058861i,-2.9289e-05-0.00011195i,-0.00037027-0.0004882i,-6.2209e-05-0.00056422i,0.00014148+0.000374i,-6.2003e-05+0.00062634i,7.661e-05-8.2611e-05i,0.00041348-2.6489e-05i,0.00085522+0.00039265i,0.0010946+0.00073919i,0.00055897+0.0010647i,0.00017127+0.0005867i,-0.00012919+5.4604e-05i,-0.00015306+5.6699e-07i
-0.00051449-0.00084649i,-0.0012446-0.0012096i,-0.001421-0.0019059i,-0.00085699-0.001506i,0.00093757-0.00035216i,0.00039167-3.1613e-06i,-0.00055343+0.00018206i,-0.00034926+0.0011352i,-0.00035446+0.0015988i,0.00028194+0.00060567i,-0.00020462+0.00031455i,-0.00048135+0.00048296i,-5.0567e-05-5.3972e-05i,0.0002235-0.00058733i,-0.00015666-0.00026966i,-0.00093792+0.0003708i,-0.00070455+0.00017176i,-6.5925e-05-0.0006333i,0.00016299-0.00060261i,-0.00030061+0.0005529i,0.00015666+0.00082922i,0.0011077-0.00019329i,0.00082279-0.0013299i
