1.8501e-05-0.0010171i,-0.00059494-0.00070937i,-0.00076329+0.0010237i,-0.00053613+0.0013272i,-0.00024738+0.0017339i,-0.00039909+0.0016072i,-0.00038283+0.00077131i,0.00048884+0.0013331i,0.0013519+0.0011238i,0.0016933-0.00017154i,0.0010582-0.00077827i,-0.00021973-0.00072194i,-5.3654e-05-0.00037622i,0.00033724+0.00046238i,-0.00021884+0.00082714i,-0.00030905+0.00038246i,-0.00035194-0.00022426i,-0.00062974-0.00037307i,0.00039374-0.00012349i,0.00090368+0.00014126i,-0.00016605+0.00025146i,-0.0004283-0.00012235i,-0.00018744+1.0758e-05i
0.00053337+0.00036428i,0.0010416+0.0005709i,0.00036202+0.0011683i,0.0004029+0.0010657i,0.0015167+0.0011673i,0.0020334+0.00070961i,0.0016815-0.00025785i,0.00098943-0.00055523i,0.0011812-0.00028059i,0.0014061-1.7923e-05i,0.0014032-3.1227e-05i,0.00088498-0.00055205i,0.00029342-0.00051476i,0.00066436+0.00023008i,0.00055319-0.00019169i,-0.00014989-0.00078297i,-0.00022504-0.00053472i,-0.00025021+0.00013026i,-0.00030168+0.00068883i,-4.6812e-05+0.0013365i,0.0001584+0.0015991i,-2.3683e-05+0.00092055i,-0.00065456-0.00017671i
0.0020994+0.001009i,0.0020879-0.00016404i,0.0031269-0.00095674i,0.0031967-0.0012358i,0.0010334-0.001244i,-0.0012803-0.0010116i,-0.0018869-0.00061509i,-0.0014589+2.5604e-05i,-0.0007994+0.00045609i,-0.00027795-9.5106e-05i,-0.00034919-0.00061342i,-0.00078346-0.00064778i,-0.001213-0.00013739i,-0.0013391-5.7563e-05i,-0.0008442-0.00028972i,-6.6094e-05-0.00055863i,0.00069983-0.00038918i,0.00041151+0.00093775i,0.00015485+0.0012041i,0.00013279+0.00036867i,5.7717e-05-4.5514e-05i,0.00021959-0.00047002i,0.0002592-0.00039153i
0.00076216+0.00043074i,-0.0004009-0.00017399i,-0.001968-0.00064665i,-0.0020152-0.00023073i,-0.001582+0.00016474i,-0.0018238+0.00015987i,-0.0024818+0.00098619i,-0.002761+0.0017395i,-0.0021927+0.001358i,-0.0012595+0.00022477i,-0.00040452-0.00025531i,0.00024006-0.00032325i,0.00043099+0.00012611i,4.1363e-05+0.00055358i,6.8792e-05-0.00014027i,9.4731e-06-0.00064166i,-0.00046005+0.00033651i,-0.00031463+0.0007661i,0.00021696+1.0001e-05i,0.00021477+0.00025604i,8.0191e-05+0.00034061i,0.00021157-0.0006704i,0.00016907-0.0014796i
-0.0014625+0.00010336i,-0.0022764+0.00010056i,-0.0019264+0.00038157i,-0.0019758+0.0016105i,-0.0012488+0.0028934i,-0.00099039+0.0039103i,-0.00074994+0.0042083i,5.6281e-05+0.0029524i,0.00032838+0.0015381i,0.00027581+0.00058997i,0.00016643+0.00032692i,-0.00014816+0.00032989i,-1.3757e-06+0.00026186i,0.00078657+0.00036635i,0.0011478+0.00041758i,0.0008639+0.00018797i,0.0004834+0.00038653i,0.00051162+0.00061706i,0.00075781+0.00086659i,0.00043178+0.0010939i,-0.00050487+0.00083913i,-0.00074666+0.00018919i,-6.5072e-06-0.00023597i
0.0019138+0.00010645i,0.0013391+0.0012212i,0.00041008+0.0011061i,0.0012545+0.0003657i,0.0012634+0.0013364i,0.0010821+0.0028038i,0.0017718+0.0024832i,0.0020124+0.0014982i,0.0017471+0.0017953i,0.00126+0.0014595i,0.00027911+0.00014907i,-0.00047583-0.0011181i,-0.00069814-0.0010411i,-0.00048608+0.00027159i,-0.00033184+0.00086403i,-0.00027399+0.00082263i,0.00010114+0.00079442i,2.1279e-05+0.00042109i,-2.3692e-05-0.00016213i,0.0002917-0.00032413i,0.0003263+0.00010737i,-0.00012966-8.7091e-05i,-0.0009681+1.3579e-05i
0.00080871-0.00027455i,0.0011723-0.0017051i,0.001852-0.0010938i,0.0019276+0.00037051i,0.0022914+0.0012826i,0.0024649+0.0013279i,0.0016959+0.00035254i,0.00045861-0.00044202i,0.00054301-0.00078089i,0.0010833-0.00057186i,0.00077893-8.0099e-05i,-0.00010422+0.00010789i,-0.00059105+0.00017078i,-0.00078977+0.0003148i,-0.00080343+0.00017196i,-0.00059596+0.00016663i,-0.00055913+0.00052646i,-0.00054758+0.00079706i,-0.00062731+0.00095576i,-0.00036905+0.00089555i,0.00072262+0.00047256i,0.0011364+0.00095086i,0.00038851+0.00060973i
-0.00052094-0.00074159i,9.4695e-05+0.00025993i,-0.00014331+0.00068269i,-0.0008478+0.00072289i,-8.1859e-05-0.0004949i,0.00032502-0.0016717i,-0.00066755-0.0024095i,-0.0011535-0.003303i,-0.00077021-0.0034877i,0.00014089-0.0021387i,0.00053723-0.0011019i,0.00059405-0.0005903i,0.00048414+9.8221e-05i,0.00035574+0.00021188i,0.0004442+9.3271e-05i,0.00012853+0.00036584i,-0.00089452+0.000217i,-0.001342-0.00018903i,-0.00043926-0.00015626i,-0.00039691+0.00013519i,-0.00084563+0.00012582i,-0.00061482+0.00017423i,1.2453e-05+0.0004282i
0.0013379+0.00070297i,0.0014604-0.00057388i,0.00063377+2.9546e-05i,-0.00010776+0.00019774i,-0.00065257+9.954e-05i,-0.0026926+0.00077231i,-0.0044063+0.0012501i,-0.0038738+0.0010714i,-0.002265+0.00023982i,-0.00083613-0.0010333i,0.00011354-0.0016163i,-0.00045664-0.0012152i,-0.00092406-0.00071531i,-0.00065555-0.00024866i,-0.00065932+0.00017721i,-0.00044405+0.00028129i,-0.000226-4.4391e-05i,-0.00047248-0.00041867i,-0.00066565-0.00015456i,-0.00053227+0.00062493i,0.00039339-2.6961e-05i,0.00076939-0.0008782i,0.00012878-0.00053434i
0.0013443-0.00027188i,0.0011181-0.00085224i,0.0010445-0.0013412i,0.0003712-0.00062717i,0.00017732+0.00062988i,-0.0001319+0.0017629i,-0.0011605+0.0025523i,-0.0013329+0.0028405i,-0.0011345+0.0020679i,-0.00066144+0.0014186i,0.00033707+0.0013272i,0.00020075+0.00041357i,-0.00045052-0.00030946i,-0.0012007+0.00024162i,-0.0012223+0.0008063i,-0.00030631+0.00084844i,0.00032465+0.00031219i,0.0008613+3.7076e-05i,0.00033172+0.00059905i,-0.00035369+0.00091648i,0.0002382+0.00045862i,0.00073546-0.00050872i,-0.00022861-0.00057416i
-0.00092952+0.001043i,-0.00066667+0.0014485i,0.00068056+0.0022258i,0.00030887+0.0029299i,0.00010954+0.0026971i,0.00024901+0.0018944i,0.00043074+0.0017954i,0.00047741+0.0011661i,0.00042171+0.00099313i,0.0011353+0.0007055i,0.0016598-2.7844e-05i,0.0011178+0.00021069i,0.00051798+0.00042255i,-0.00054379+0.00037714i,-0.0014748+0.00025817i,-0.0012166+0.00019759i,-0.00047173+0.00079653i,0.00032293+0.00083126i,0.00061668-0.00052717i,0.00085501-0.00095512i,0.0012263-0.00039578i,0.00042371-0.00015735i,-0.00058966+0.00023446i
-0.00075915-0.00072417i,0.00047592-0.00038234i,0.001566+0.00077102i,0.002108+0.0011647i,0.002339+0.0011887i,0.0027769+0.00084151i,0.0022771+0.00011916i,0.0022511-0.00028762i,0.0023375-0.00039474i,0.0019327-0.0003188i,0.0014919-0.00049845i,0.001193-0.00056964i,0.00055428+1.1054e-05i,0.00032161-0.00016215i,0.00080142-0.00018192i,0.00078266+0.00050285i,0.00021707+0.00044833i,-0.00011845-0.00023673i,0.00035728-0.00039066i,0.00034494-9.6774e-06i,-0.00045056+1.2666e-05i,-0.0010108-0.00055149i,-0.00016325-0.00090157i
-0.00037454+0.00080501i,-0.0010934+0.0017744i,-0.00092306+0.0014681i,0.00023055+0.0011764i,0.00021303+0.0007371i,7.7992e-05-0.00049709i,-8.7678e-05-0.0011181i,-0.00073237-0.0015826i,-0.0012316-0.0019739i,-0.00041291-0.0014974i,-2.6714e-05-0.00092824i,-0.00022244-0.00066527i,-0.00013697-0.00038401i,0.00018383-8.7335e-05i,0.00014774-1.3156e-05i,-0.00041181-0.00023613i,-0.00067661-0.00015694i,-1.3569e-06+0.00053336i,0.0007143+0.00050184i,0.00085118+0.00023319i,0.00072862-9.5024e-05i,0.00027467-0.00019261i,-0.00012331+0.00013814i
-0.0013611+0.0010645i,-0.00076096+0.0015973i,-0.00014522+0.0010989i,0.00038556+0.00034824i,-0.0011528+0.00072225i,-0.0023085+0.00083816i,-0.0027313+0.000176i,-0.0025351-0.00049059i,-0.0018966-0.00082318i,-0.0011133-0.0010974i,-0.00058649-0.0012027i,0.00010228-0.00052217i,0.0001686-0.00016891i,0.00020268-4.3321e-05i,0.00055531-0.00012651i,3.2026e-05-0.00046813i,-0.00041173-0.000431i,-0.00064364-0.00025103i,-0.00036654-3.4235e-05i,-0.00015593+0.00081767i,3.5658e-05+0.0010142i,0.00013129+0.00074195i,-0.0001524-7.582e-05i
0.0012126+0.0010704i,0.00097496+0.00025306i,0.00087876-0.001228i,5.6747e-05-0.0013826i,-0.00087827+0.00082946i,-0.0027592+0.0031104i,-0.0030692+0.0032611i,-0.0020298+0.0025973i,-0.0019425+0.0022966i,-0.001415+0.0014394i,-0.00054995+0.00088042i,-0.00040923+0.00044658i,-0.0002004+0.00015141i,-0.00067581+0.00018225i,-0.0019008+0.00028924i,-0.0018331-4.1476e-05i,-0.00047724-0.00056023i,-0.00043977-0.00034071i,-0.0015004+0.00042658i,-0.0011344+0.00043609i,0.0002971+0.00029966i,0.0010481-0.00026215i,0.000307+7.277e-05i
0.00059456-0.0013769i,0.00041397-0.0012118i,0.0014436+0.00025362i,0.0013512+0.00085485i,0.00079398+0.0014788i,0.0015588+0.002671i,0.0014792+0.0024264i,0.0013414+0.0014104i,0.0018513+0.0015704i,0.0015582+0.0014997i,0.0015347+0.00036859i,0.00097997-0.00030646i,-0.00010418+0.0002659i,-0.00039938+0.00093981i,-0.00057468+0.00083387i,-0.00042468+0.00017985i,-0.00024382+0.00043134i,-0.00034366+0.00054006i,-0.00040235+0.00038846i,-0.00017712+1.3285e-05i,-0.00016193-0.00094736i,-0.00027006-0.0010278i,0.00038854-0.00045172i
-0.00019082+0.0012643i,0.0011236+0.0016918i,0.0015481+0.001761i,0.00038335+0.0018841i,0.00068661+0.0019264i,0.0017651+0.0019347i,0.0017258+0.0016108i,0.001501+0.00031377i,0.0021861-0.0010804i,0.0029905-0.0011437i,0.0022583-0.0010206i,0.0015798-0.00096402i,0.0013195-0.0010113i,0.00058513-0.0010384i,-0.0001629-0.00018778i,-6.4072e-05+0.00034732i,6.3141e-05+0.00033799i,-0.00012787-0.00037469i,0.00033262-0.00075878i,5.5515e-05-0.00023103i,-0.00065333-6.0063e-05i,-8.0161e-05-2.9909e-06i,0.00048006+0.0005207i
-0.0010805+0.00053772i,-0.00077649+0.0011907i,-0.00027813+0.0011307i,0.0013581+0.00013321i,0.0026548+3.2702e-05i,0.0026456-0.00010262i,0.0010851-0.0010645i,-0.00069346-0.0028068i,-0.00077879-0.0030775i,8.4973e-05-0.002094i,0.00079677-0.0011174i,0.00053784-0.00090874i,0.00080383-0.00080349i,0.0012055-0.00034644i,0.00029981-0.00022563i,0.00037279-0.0004318i,0.00011966-0.00079265i,-0.0002102-0.00056981i,-0.0003101+0.00026463i,0.00023203+0.00032412i,0.00083033-0.00039347i,0.00065162-0.00076086i,-0.00017761-0.001057i
-0.000717+6.0124e-05i,-0.00042408+0.00059116i,-0.00063576+0.0001568i,-0.0002892-0.00036818i,4.1554e-06-4.6028e-05i,-0.0012796+0.00016788i,-0.0025218-0.00031898i,-0.0031013-0.0008642i,-0.0024656-0.00091179i,-0.00078736-0.00035278i,0.00039155-0.00022513i,0.00093304-0.00055145i,0.00091764-0.00054457i,0.00050665-0.00024993i,0.00014966+0.00015543i,0.00042099-0.00033835i,0.0013349-0.00094197i,0.00052979-0.00023454i,-8.1322e-05+0.00019706i,0.00062275-0.00014352i,-3.1517e-05-0.00039932i,3.7663e-06-0.0003964i,0.00027775-0.00024858i
-0.00037492-0.00090223i,-0.00011805-0.0014001i,0.0013338-0.00059236i,0.0011462+0.00080644i,-0.00023805+0.0012523i,-0.0017131+0.00085965i,-0.0022549+0.0017731i,-0.0017217+0.0031143i,-0.0010219+0.0026542i,-0.0010977+0.0012868i,-0.00089818+0.00041572i,-0.000192+0.00052621i,0.00084474+0.00012204i,0.0015705+0.00023944i,0.00059871+0.00063035i,-0.00079542+0.00025257i,-0.0013106+0.00021i,-0.00064954+0.00070525i,0.000226+0.00082481i,0.00082515+0.00024573i,0.0004975+1.3201e-07i,0.00031148+0.00034865i,0.0002734+0.00071739i
0.00022848+0.0010617i,0.00080705+0.0011166i,0.00090698+0.00074325i,-0.0001707+0.00085506i,-0.0016803+0.00081142i,-0.0014641+0.0019581i,1.6405e-05+0.0031452i,0.00055696+0.0024592i,0.0006741+0.0019078i,0.00080419+0.0026789i,0.00016859+0.0019506i,0.00025641+0.00038706i,0.000909+0.00045828i,0.00055401+0.00088743i,-0.00025865+0.0004531i,-0.00047174+0.00023799i,-0.00051387+0.00039669i,-0.00010937-5.6991e-05i,0.00014098-0.00037821i,-7.3141e-05+0.00013062i,1.2857e-05+2.5235e-05i,0.00061389-0.00027055i,0.00080456-0.00067531i
-0.0032055+0.0014201i,-0.002185+0.0016361i,-0.00043586+0.002321i,0.00062841+0.0029584i,0.0013887+0.0035908i,0.0017344+0.0029962i,0.001716+0.0011389i,0.00139-0.00057859i,0.0012211-0.00066088i,0.0013007+0.00040746i,0.0013105+0.00070071i,0.0011733+0.00024155i,0.001055-0.00022704i,0.00096284-0.00039715i,0.00046626-6.6336e-05i,0.00014264+4.7937e-06i,0.00041252+5.8787e-06i,-3.1748e-05+2.8609e-05i,-0.00068606-0.00035927i,-0.00036914-0.00027464i,0.00013251+0.00039692i,0.00045018+0.00086017i,0.00031358+0.0008906i
-0.0039207+0.0031781i,-0.0035175+0.0024992i,-0.0014677+0.0026843i,0.0013536+0.0020508i,0.0035728+0.00066977i,0.0030611-0.00067111i,0.00084388-0.0014335i,-0.00095559-0.0016755i,-0.00050693-0.0014201i,0.0016152-0.00081865i,0.0023737-0.00067541i,0.0019498-0.0006444i,0.0022787-0.001916i,0.0021325-0.0020726i,0.00087668-0.0010295i,0.00067007-0.0012747i,0.00041009-0.00086054i,0.00021015+7.4518e-05i,0.00033777-5.9354e-05i,-0.00073834-0.00017065i,-0.0012601-0.00022679i,-0.0005518-0.00049032i,-0.00016927-0.00086513i
0.0015034-0.00024029i,0.0016792-0.0013635i,0.0030239-0.0017243i,0.0023591-0.00022698i,0.0007507-0.00061792i,-0.00027901-0.0006504i,-0.001726+0.00025476i,-0.0024517+0.00020153i,-0.0020344-0.00020681i,-0.0010798-0.0011681i,-0.00081681-0.0016665i,-0.00089831-0.0012892i,-0.00063087-0.0002814i,-0.00039903+0.00043498i,-0.00024023+0.00056342i,-0.0001702+0.0004172i,-0.00043149+8.0591e-05i,-0.00055835+5.3686e-05i,1.0456e-05+0.00043268i,-0.00021662+0.00013494i,-0.00050436-0.00038622i,0.00012976-4.5877e-05i,-4.7515e-05+0.00016223i
0.00077517-0.0024036i,0.0010085-0.002765i,-0.00010972-0.0019759i,0.00034684-0.00118i,0.00059391+0.00013199i,-0.00024059+0.00017559i,-0.0013897+0.0014294i,-0.0017491+0.0027868i,-0.0011009+0.0018136i,-0.00050141+0.00093624i,-0.00016976+0.00096661i,9.4732e-05+0.0003044i,3.5061e-05-0.00086507i,0.00018004-0.00062315i,0.00033637-3.0831e-06i,-9.576e-05+0.00085041i,-0.0003663+0.0011075i,0.00023882+0.00044142i,0.00043572+0.00015634i,-0.00037321-0.00010955i,-0.00028408-0.00028737i,-0.00018842-0.00016688i,-0.00030589+0.00039265i
0.00017717+0.0026023i,0.00048911+0.0026808i,0.00046636+0.0027531i,-0.00049899+0.0011808i,-0.0015245+0.00037398i,-0.0019592+0.0018022i,-0.0013945+0.0031488i,0.0003644+0.0028557i,0.0011847+0.0022945i,0.0016376+0.0016349i,0.0016153+0.00094836i,0.0012083+7.5071e-05i,0.00082614+0.00022409i,0.00018898+0.00059185i,-0.00018154+0.00045685i,-0.00034431+0.00089157i,-0.00021618+0.0005702i,0.00012694+6.5172e-05i,0.00056385+0.0005306i,0.00078058+0.00023089i,0.0009581-0.00021575i,0.0011867-0.00036446i,0.00094451-0.00027124i
0.0016801+0.0016377i,0.00069966+0.00025715i,0.00018105-0.00038269i,0.00025043-0.0010844i,2.2274e-05-0.00048147i,0.00013683+0.001886i,0.0015492+0.0026953i,0.0019874+0.001388i,0.0015431+5.6653e-05i,0.0013476-0.00034912i,0.00085182-0.00073375i,0.00033692-0.00045269i,-0.00042424-0.00041724i,-0.00086255-0.00036877i,-0.0012166+0.00088608i,-0.00193+0.0011621i,-0.0015263+0.0006885i,-0.0002173+0.0001595i,0.00045415+0.00011699i,0.00019413+0.00093061i,0.00041311+0.00044475i,0.00081691-0.00063145i,0.00054473-0.00061184i
0.00076605-0.00064358i,0.00058668-0.0020558i,-8.0218e-05-0.0016442i,-0.00060959+0.00086598i,-0.00022707+0.0021905i,0.0011757+0.0014871i,0.001414-0.00021742i,0.0001479-0.0012138i,-0.00098112-0.0016633i,-0.00067466-0.0011218i,0.00027559-0.00049215i,-0.00020561-0.00040343i,-0.00085158-0.00019831i,-6.2411e-05+0.00033844i,0.0013089+0.00055666i,0.0010029+0.000513i,-0.00023484+0.00026374i,-0.00037386+0.00021492i,-0.00026104+0.0005036i,-0.00082901+0.00094637i,-0.00080942+0.0006273i,-0.00063051-0.00015109i,-0.00026572-0.00111i
0.0016332-0.00015682i,0.0014452-0.00043165i,0.00095133-0.0005829i,0.00074835-0.00063468i,0.00052988-0.00014472i,-2.4275e-05-0.00021596i,-0.00071346-0.00066469i,-0.001391-0.00066027i,-0.0020034+0.00037832i,-0.0019045+0.00091167i,-0.0010229+4.814e-05i,-0.00036609-0.00077033i,-0.00058813-0.00099094i,-0.0010848-0.00041776i,-0.0013034-0.00018657i,-0.00089945-0.0012238i,-0.00041784-0.0010665i,-0.00035929+0.00010707i,0.00041533+0.0006871i,0.0011003+0.00077294i,0.00063866+0.00077544i,-0.00021454+0.00064745i,-0.00062224+1.791e-05i
0.00020161+0.0030333i,0.00046765+0.0031204i,0.0011954+0.002236i,0.001722+0.00074157i,0.0012932+3.3945e-05i,-0.00034053+0.00051949i,-0.0016487+0.0014117i,-0.0018311+0.0018567i,-0.0011284+0.001735i,3.033e-05+0.00097329i,0.00059888-0.00016802i,0.00039035-0.00085332i,-0.00035464-0.0010623i,-0.00079546-0.0013425i,-0.00026918-0.0010559i,0.00029065-4.4228e-05i,0.00043057+0.0005251i,-0.00036028+0.00076218i,-0.00074144+0.00072111i,-0.00040198+0.00053827i,-0.00056934+0.00029344i,-0.00011293-0.00018172i,0.00042973-0.00013508i
-0.0016725+0.00014625i,-0.0013413+0.00064865i,-0.0021802+2.5053e-06i,-0.0022581-0.000224i,-0.0013955+0.00044527i,-0.00067061+0.0013984i,-7.0366e-05+0.0025888i,0.00077739+0.0023846i,0.0012335+0.001283i,0.001067+0.00073631i,0.00081069+0.00039727i,0.00047502+0.0001828i,0.00014458+0.00032028i,0.00032408+0.00074335i,0.00036159+0.00095695i,3.6345e-05+0.00040479i,8.5371e-05-0.00010934i,0.00017074+0.00016284i,0.0001679+0.00041156i,0.0006809-7.6942e-05i,0.00094389-0.00064384i,0.00039962+0.0006879i,0.00016565+0.0013237i
0.00010243-0.00020226i,-0.00054459-0.00035304i,-0.00093939+3.7665e-05i,-0.00054045+0.00044397i,-0.00055506+0.0011996i,-0.00012533+0.001872i,0.00048461+0.0010584i,0.0018528-0.00026667i,0.0021614-0.00055016i,0.001298-1.3482e-05i,0.0014128-0.00038416i,0.0015711-0.00099752i,0.0007399-0.00033131i,0.0001418-5.7465e-05i,-0.00047546-0.000111i,-0.0010431-0.00022158i,-0.00058107-0.00048116i,-1.4603e-06+0.0003378i,-0.00011523+0.00044233i,0.00023179-0.00016132i,0.0003075+0.00013389i,0.0003443+0.00058454i,0.00050651+0.00019632i
0.0034158-0.0003884i,0.0037574-0.0011072i,0.0015105-0.0010737i,0.00012557-0.00016126i,0.00032513+0.0015659i,0.00066849+0.00198i,-0.00021892+0.00058836i,-0.0010753-0.00068059i,-0.00081466-0.00077849i,-0.00022121-0.00064267i,0.00075097-0.0012703i,0.00098603-0.0015007i,0.0006084-0.0011547i,0.00048092-0.00042401i,-0.00031429+0.00026249i,-0.0011543+4.6062e-05i,-0.00023618-0.00047687i,0.00087365-0.00074719i,0.00011013-0.00066456i,-0.0008339+0.00027562i,-0.00025466+0.00044675i,0.00087421+0.00026598i,0.0010835+0.00021719i
8.0289e-07+0.0016684i,0.00050383+0.0030632i,0.00011978+0.003442i,-9.1936e-05+0.0023742i,-0.000213+0.0015158i,5.2749e-05+0.00063705i,-0.00063664-3.6417e-05i,-0.0019587-0.00027208i,-0.0018336-0.00019023i,-0.0006544-0.00029194i,-0.00052054-0.00044832i,-0.00038177-0.00108i,0.00056412-0.00090891i,0.0010946-0.00039785i,0.001362+0.00053798i,0.00075454+0.00097232i,0.00049263+0.00031485i,0.00069029+0.00013071i,0.00041594-0.00053801i,0.00015552-0.00046881i,0.00034858+0.00068447i,0.00070662+0.00043587i,0.00065572-0.00019275i
0.00044084-0.00018039i,0.00018858-0.00032686i,0.00079402+0.0004208i,0.0022184-0.00011007i,0.0021368+3.8405e-05i,0.00015539+0.00099515i,-0.0013997+0.0023031i,-0.0016331+0.0035131i,-0.00098644+0.0025691i,-6.1244e-05+0.00082617i,0.00035242-0.0008626i,0.000258-0.0020166i,-8.7285e-05-0.0014325i,-0.00072535-0.0001829i,-0.0013595+0.0002242i,-0.0013896+8.5072e-05i,-0.00041624-7.4577e-05i,2.1161e-05+0.00037689i,-0.00021448+0.0012043i,-1.2951e-05+0.0012699i,-0.00034045+0.00077757i,-0.00053663+0.00028514i,5.5042e-06+0.00029848i
0.0009943-0.00037693i,0.00015994-0.0009408i,-0.00029165+0.00024639i,-0.00032511+0.0005898i,-0.00088092-0.00040316i,-0.0020821+0.00062015i,-0.00087368+0.0019684i,0.0010419+0.0014454i,0.0016813+0.00074629i,0.0016636+0.00026261i,0.00060866+4.6469e-05i,-0.00034682+0.00039757i,-0.00019712+2.2574e-05i,0.00022395-0.00020369i,-0.00011371+0.00020043i,-0.00011503+0.00057422i,0.00015943-0.00027317i,-0.00018274-0.0014932i,-0.00060644-0.00061278i,-0.00029396+0.00066306i,0.00064121+0.00099547i,0.00033907+0.00085346i,0.00020248+0.00073154i
-0.0017154-2.3079e-05i,-0.00024597-0.0011264i,0.00095451-0.00087677i,0.00079994-0.00088395i,0.00076185-0.00011072i,0.00065532+0.00074668i,0.00079162+0.00021542i,0.001795-0.0011786i,0.0023218-0.0017547i,0.0023633-0.0012246i,0.0019613-0.0010222i,0.0011653-0.0010067i,0.00081069-0.0008084i,0.0008943-0.00077377i,0.00067691-0.00089723i,8.6397e-05-0.00079153i,-6.9149e-05-0.00014988i,-0.00026001+0.00018921i,-0.0010811-0.0007197i,-0.00063072-0.00092425i,-0.00042829-0.00046305i,-0.00067799+0.00011044i,0.00027421-7.5623e-05i
0.00057052+0.00039094i,0.00083269+0.0014963i,0.00042784+0.0021125i,-0.00064006+0.0023949i,-0.0015392+0.0027948i,-0.00098724+0.0026107i,-7.8431e-05+0.00083697i,5.4716e-05-0.00052306i,-0.00054353-0.00067542i,-0.00037113-0.0004346i,2.8947e-05-0.00067931i,0.0002834-0.00055303i,0.0015925-0.00038593i,0.0015427-0.00045851i,0.00019714+0.00033236i,0.00020171+0.00078897i,0.00047101+0.00060802i,0.00058+0.00054628i,0.00066295+0.00043152i,0.00028709-9.6566e-05i,0.0002149-0.0004765i,0.0003659-0.00039758i,-0.00012708-0.00059736i
0.0017004-0.0012946i,-0.0002231-0.0017508i,0.00029136-0.0020886i,0.001081-0.0017869i,0.00025124-4.2936e-05i,-0.0013182+0.00076104i,-0.0022404+0.00049966i,-0.0025962+0.00059329i,-0.0022215+0.0011028i,-0.00072781+0.0010765i,0.00029064+0.00020225i,0.00012323-9.6439e-05i,-0.00056454-0.00025392i,-0.0011461-0.00074712i,-0.0011147-0.00052325i,-0.00061863+0.00030919i,0.00010194+0.00057092i,0.00029224-0.00013199i,0.00010817-0.0004826i,-0.00011275+0.00017133i,0.00014499+0.00068693i,0.00042711+0.0005383i,-0.00044836+0.00018858i
0.001401+0.00013428i,0.0015438-2.0423e-05i,0.00095648+0.00066693i,0.00053726+0.0010256i,0.00034612+0.0011476i,-0.00079782+0.0015635i,-0.0014298+0.0021378i,-0.0012509+0.0023849i,-0.0012519+0.0026368i,-0.00060155+0.0024363i,3.9318e-05+0.0011616i,-0.00056828-0.00056843i,-0.0012911-0.00053665i,-0.0009934-0.00026962i,-0.00013185-0.00025644i,0.00029479+0.00023494i,0.00035994+0.00018021i,0.00031812-7.0051e-05i,0.0004926-0.00012446i,0.0014035-3.885e-05i,0.0011529-5.4991e-05i,0.00014083-0.00053355i,-0.00028388-0.00084081i
-0.0019434-0.0010836i,-0.0010456-0.0012962i,-1.5851e-05+0.00019686i,0.00090524+0.00089203i,0.00025089+0.00094847i,-0.00074663+0.0010903i,-0.00018646+0.0015377i,0.00064282+0.0019036i,0.001923+0.0011573i,0.0021082+0.00028726i,0.0019091+0.00032098i,0.0014856+9.5082e-05i,0.0010496+0.00015043i,0.00060075+0.00027087i,0.00046209-0.00047828i,0.00078536-0.00063729i,0.00094838-0.00047386i,0.0005528+1.2876e-05i,-4.0346e-05+0.00037277i,-0.00029262+0.00018835i,-0.00018607+0.00021612i,0.00037612+0.00060699i,0.00041314+0.00091019i
0.00049688-0.00098838i,0.0011077-0.00075883i,0.0010654-0.00060801i,-0.00012419-0.00010037i,-0.00036625+0.00038475i,0.000946+0.0010276i,0.0015886+0.001332i,0.0015448+0.00081524i,0.0010019-0.00070302i,0.00033022-0.0012153i,0.00045093-0.00015082i,0.00014555+0.00056555i,4.8784e-05+0.00086068i,-0.00027965+0.0011371i,-0.00063296+0.00098729i,-0.00050125+0.00016541i,-0.00060465-0.00064951i,-4.4241e-05+1.4374e-05i,0.00053226+0.00038649i,0.00065939+0.00074776i,-1.1914e-05+0.0010197i,-0.00095302+0.0005402i,-0.0009557+0.00055406i
0.001259+0.00094519i,0.00082155+0.0013383i,-0.00040298+0.0011291i,-0.0010607+0.0016911i,-0.00093918+0.0023297i,-9.8396e-05+0.0027895i,9.7749e-05+0.001269i,-0.00041928-0.00098534i,-0.0012198-0.0013093i,-0.001645-0.00042703i,-0.0015872-2.2071e-05i,-0.0009315-0.0002103i,-0.0002474-8.6794e-05i,0.00053502+0.00013723i,0.00074294-0.00020331i,-0.00037372-0.00055899i,-0.00012853-0.00059935i,0.00039944-0.00034065i,-0.00051435-0.00032901i,-0.00054827+0.00016192i,0.00039942+0.00037199i,0.00063266+0.00032221i,6.4098e-05+0.00043353i
-0.00067421-0.0013729i,-0.00078273-0.00069277i,-0.0011593-0.00032378i,-0.00056931+0.00073764i,-0.00016179+0.00169i,0.00020619+0.0010662i,0.00042628+5.6037e-05i,-0.00076427-0.0009367i,-0.0016442-0.00076116i,-0.0012494+0.00047131i,-0.00043018+0.0011703i,0.000325+0.0003873i,0.00042755-0.0005528i,0.00080518-0.00031177i,0.00132+0.00024824i,0.00075847-0.0001665i,-0.00046914-0.00032492i,-0.00068034-0.00064233i,0.00018893-0.00048175i,0.00050188-0.000193i,-6.9447e-05-0.0004121i,-4.4721e-05+0.00045935i,0.00036941+0.00091009i
