-0.0029471+0.002019i,-0.00094887+0.0028323i,-0.00018174+0.0028875i,-8.2551e-05+0.0016702i,-0.00059151+0.0012807i,-0.00069471+0.00023433i,-0.00011046-0.00059181i,0.00073444-5.8522e-05i,0.00094273+2.5317e-05i,0.0006804-0.00059849i,0.0012399-0.00040375i,0.00094517-0.0004035i,0.000119-0.00067946i,-1.7354e-05-0.00077049i,-0.0002127-0.00057483i,-0.00073641+7.1075e-05i,-0.00098397+0.00015901i,-0.00067411-0.00035701i,-0.00057194-0.00075798i,-0.00065169-0.00065794i,-0.00054002+0.00057909i,-0.00090309+0.00061071i,-0.00036186-0.00035206i
0.0013765-0.00026518i,0.00021065+0.00068362i,-0.00061724+0.00052585i,-0.00046002+7.7388e-05i,-0.00040097-0.00081377i,-0.00089795-0.0013417i,-0.0011627-0.00082812i,-0.00079188-1.47e-05i,-0.00056903+0.0004367i,-0.0002037-9.4338e-05i,-2.6298e-05+0.0001107i,-0.00021791+0.00050766i,-0.00032386+0.00017689i,-0.00084557+0.00042548i,-0.00098622+0.00051841i,-0.00082261-4.0609e-05i,-0.00067613-0.00029634i,-2.6872e-05+0.00029873i,-7.2702e-05+0.00081434i,-8.6351e-05+0.00075839i,0.00065453+0.0013714i,0.00068818+0.0010605i,0.00041176+0.0001256i
0.00047988-4.4597e-06i,0.00089264-2.2625e-05i,0.0003621+0.00019136i,-0.00036402+0.00012527i,-0.00034609-0.0005787i,2.4795e-05-0.0014418i,-0.0005127-0.0013548i,5.5259e-05-0.00063862i,0.0012377-0.00035915i,0.0005025-0.00059922i,-0.00017961-0.00026372i,0.00042926-0.00020837i,0.000794-0.00016007i,0.00041506-0.00024931i,0.00017149-0.00014483i,7.4809e-05+0.0003629i,-0.00031523+0.00019729i,-0.0005145+0.00030555i,0.00024381+0.00071436i,0.00063591+0.00049774i,0.00029999+0.00033922i,-8.9358e-05+0.00078056i,-0.00086423+0.00078727i
-0.00054078-0.0015561i,-0.0015028-0.00054041i,-0.0021089+0.00014153i,-0.0018036+0.00029099i,-0.0010972+8.5932e-05i,-0.00062937-0.0003736i,-0.00065891-0.00076999i,-0.00028541-0.00096657i,-1.3445e-05-0.0006244i,-3.9954e-05-0.00047867i,0.00013598-0.00049429i,0.00076025+0.00053548i,0.00070022+0.00096674i,-0.00035657+0.00060043i,-0.00039574+0.00049782i,5.7459e-05+0.00061979i,-0.00010785+0.00077954i,9.5495e-05+0.00024963i,0.00011999-0.00014395i,0.00010391-0.00083805i,-0.00033628-0.00098766i,-0.00048063-6.2912e-05i,0.0001915+0.00042024i
0.00076653-0.00024626i,-5.0666e-05-0.00057339i,-0.00069975-0.00080688i,-0.00081391-0.00094242i,-0.0005983-0.0006651i,-0.000259-0.00032102i,0.00010545-0.00045685i,0.00026679-0.00051636i,0.00035524-0.00044615i,-0.00038142-0.00017038i,-0.00024032-0.00023111i,0.0012991+0.0003022i,0.001178+0.0012091i,0.00069493+0.0011426i,0.00018115+0.00049083i,-0.00031708+5.9057e-05i,-0.00054543+0.00025966i,-0.00071091+0.00034492i,-0.00018304+0.00015416i,0.00017191+0.00011838i,0.00023708+0.00035667i,0.00027991-0.00035372i,-0.00014565-9.2982e-05i
0.0036839+0.00044667i,0.0022996+0.0007182i,0.0014362-0.00084756i,0.0011709-0.0015108i,-0.00057047-0.0014193i,-0.0018146-0.00073957i,-0.0012662+0.00036687i,-0.00024043+0.00074986i,-2.0022e-05+0.00024509i,0.00049965+0.00019253i,0.00048039+0.00059693i,-0.0005227+0.00037587i,-0.0011397+0.00014838i,-0.0012896+0.00051283i,-0.0011364+0.00029337i,-0.00046418+0.00051492i,0.00048501+0.00046099i,0.00066253-4.5703e-05i,-0.00024819+8.0636e-05i,-0.00044476+0.00090249i,7.3193e-05+0.0012239i,-0.00034522+0.00066423i,-0.0007001-0.00026861i
5.7678e-05+3.8241e-05i,0.00038366+0.00064868i,0.0009514+0.00157i,0.0013831+0.0008536i,0.0012039-0.00069214i,0.00053256-0.0017123i,-3.6972e-05-0.0011058i,0.00046719+0.00014473i,0.00049677+9.1842e-05i,0.00075156-0.00067036i,0.00067655-0.00044531i,-7.2886e-05-0.00029504i,-0.00055814-0.00066776i,-0.00068704-0.00099051i,-0.0010541-0.00047446i,-0.00088305+0.00036007i,-0.00062105-1.6583e-05i,-0.00084352-0.00046961i,-0.00046414-6.4029e-06i,2.8607e-05-6.7354e-05i,-0.00024812+8.0609e-05i,-0.0004955+0.00056114i,-0.00036449+0.00093767i
-0.00087111+1.5072e-05i,-0.0011838-9.905e-05i,-0.0010907+0.00083464i,-0.00068144+0.0022584i,-0.00013131+0.0012756i,0.0001082-0.00095825i,-0.00046885-0.00092619i,-0.0007461-9.241e-05i,2.3539e-07-0.00029746i,0.00057495-8.7241e-05i,0.00035505+0.00081721i,0.00028016+0.00062991i,5.2671e-05+0.00018893i,-0.00012785+1.1155e-05i,0.00035675-0.00056377i,0.00044658+0.00013074i,0.00042764+0.00091472i,5.5378e-05+0.0005885i,-0.00080634+0.00052936i,-0.00077056+0.00037863i,-0.00071248-0.00024223i,-0.00079098-0.00019891i,-0.00017926+0.000264i
0.00022318-0.00081249i,-0.00059623-0.00028054i,-0.00064998-0.00013905i,-0.0013721+0.00043758i,-0.0017739+0.00047137i,-0.00099088+0.00036785i,-0.00030117+0.00074778i,-0.00071393+0.00095198i,-0.00065479-0.00048457i,7.8933e-05-0.00078084i,2.2194e-05+5.7696e-05i,-0.00047346-5.1343e-05i,-0.00028907+4.6933e-05i,0.00014855+0.00084978i,-0.00096636+0.00097011i,-0.0019478+2.3988e-05i,-0.0014789-0.00095532i,-0.00061573-0.0011403i,-0.00088585-0.00044946i,-0.0015339+0.00050524i,-0.00067254+0.00082185i,0.00056074+0.00044223i,0.00099923-1.3881e-05i
0.00019113+0.00032927i,-0.00025982+0.00036528i,-0.00044672+0.00010685i,-0.0009039-0.00075822i,-0.0012532-0.0010419i,-0.00056269-8.6313e-05i,0.00017606+0.00060385i,0.00022845+0.00010785i,2.0001e-05-0.00078135i,7.0622e-05-0.0012228i,-0.00010662-0.00036404i,0.00015103+0.00046117i,0.0005984+0.0008958i,0.00044232+0.00064114i,2.8566e-05+0.00061565i,-0.0008637+0.00057971i,-0.00080757-0.00011473i,-0.00053814+0.00020109i,-0.0010131+0.00080785i,-0.00069869-0.00010802i,0.00031723-0.0012757i,0.00073521-0.0011528i,0.00057306-0.00045107i
-9.8359e-05-0.00071981i,-0.00096132+0.00015732i,-0.00021872+0.00018117i,-0.00021451-4.2141e-05i,-0.00047235-2.9397e-05i,-0.00043031+0.00050031i,-0.00085403-0.00046088i,-0.0005702-0.0014596i,-7.0654e-05-0.00098599i,-4.5259e-05+0.00014265i,-0.00026369+0.00080355i,-6.9075e-05+0.00056882i,5.6379e-05-0.00051631i,0.00019262-0.00059567i,2.4449e-05+0.0003803i,-0.00091884+0.0001679i,-0.0013118-0.00038298i,-0.0010668-0.00047152i,0.00016614+7.398e-05i,0.00064176-0.00015759i,-6.6674e-05-0.00043364i,-0.00043228+0.00030254i,-0.00034947+0.0011492i
-0.00085391-0.00087771i,-0.0011209-0.0011743i,-0.0020746-0.0011004i,-0.0013082+0.00025832i,0.00011582+0.0013235i,0.0010138+0.00033638i,0.00071207-0.00079253i,0.00065483-0.0011755i,0.00063322-0.00085348i,0.00027003+0.00025679i,0.00035899+0.0005591i,0.00060262+0.0012279i,0.00058376+0.0013552i,0.00053118+0.00016311i,-7.5437e-05-0.00051376i,-0.00053635-0.00026873i,-0.00074625+0.00042909i,-0.0002071+0.00067704i,0.0003108+9.9739e-05i,-0.0002042-0.00041439i,-0.00067482-0.00036528i,-3.5835e-05+0.00034183i,-5.2071e-05+0.0010286i
-0.00075831+0.0011678i,-0.00033918+0.00059418i,0.00022752+0.00051666i,-0.00014869+0.00038742i,-0.00029356-9.9709e-05i,0.00015932-0.00041306i,-0.00032621-0.00033489i,-0.00091359-0.0002648i,-0.00039808-1.343e-05i,-0.00018713+0.00049104i,-0.00038392+0.00022137i,0.00038143-0.00093463i,0.00047595-0.0010767i,0.00020305-0.0010614i,0.00028125-0.0010692i,0.00020925-0.00079476i,6.5269e-05-0.0002109i,-0.00028321+0.0007263i,-0.00043904+0.0011375i,-0.00027016+0.00066984i,0.00019155+0.00030465i,0.00072888+0.00044623i,0.0007306+6.8043e-05i
0.0011309+0.00015744i,0.0019059+0.0012935i,0.0012103+0.0011717i,0.00027275+0.00044271i,-9.3919e-06-0.0007046i,-0.00015028-0.0014669i,-0.00073183-0.00097737i,-0.00043288-0.00023931i,0.00065771-0.00070272i,0.00059266-0.00049533i,0.00016599+0.000312i,0.00019429+0.00035722i,-0.0001169-0.00018134i,-0.00069288-0.00058365i,-0.00069924-0.0013885i,-0.00043205-0.0015i,0.00028974-0.00043532i,6.9779e-05+0.00014944i,-0.00016303+0.00018523i,0.00041382+0.0004932i,3.267e-05+0.00034277i,-0.00073489-0.00045087i,-0.00058276-0.00012407i
-0.00070755-0.00032388i,-4.4563e-05+0.00052945i,0.00064051+0.0017504i,0.00092077+0.0017349i,0.0010602+0.00081527i,0.00049047+0.00053347i,-0.00042115-0.00054744i,-0.00033402-0.00097665i,1.2156e-05-0.00023355i,0.00071141+4.0785e-05i,0.00038969+8.2352e-05i,-0.00016061+0.00022241i,0.00081269+0.00043077i,0.00094977+0.00073607i,0.00052834+0.000632i,0.00021311-0.00012506i,0.00022918-0.00022602i,7.4147e-05+3.7559e-05i,-0.00036366-0.00025818i,-0.0010986-0.00046264i,-0.0009961+0.00016321i,3.2475e-05+0.00079426i,0.00038943+0.00031444i
0.00028017+0.00032219i,-0.00036794+0.00027714i,-0.0013748+0.00041855i,-0.0022238+0.00047793i,-0.0015434+0.00019928i,-0.00047671-0.00038287i,-0.0010042-0.00063694i,-0.00034152-0.00044595i,0.00065802+2.2877e-05i,0.0004332-0.00075476i,-0.00033724-0.00087229i,-0.00040246-0.00042253i,-0.00015133-0.00031076i,0.00014714+0.00010603i,1.3572e-05+0.00047452i,-0.00020692+0.00079492i,-0.00014822+0.000772i,-1.7889e-05+0.00029733i,-0.00037231+8.4744e-06i,-0.00039443-0.00024075i,0.00063656-0.00013331i,0.0008217+0.00053489i,0.00031432+0.00018404i
-0.00022194-0.00059413i,-0.0012741-0.00045602i,-0.0007901+0.00036243i,-0.00054346-3.4218e-05i,-0.00034104-0.00059314i,-0.00010733-0.00070432i,-0.00020376-0.00069206i,-0.00028305+0.00044795i,-0.0001582+0.00062502i,0.00025151-0.0003829i,0.00043219-0.00081057i,0.00069439-0.00025168i,0.00025695+0.00050569i,-0.00028415+0.001095i,-0.00032334+0.001037i,-0.00016155+0.00019748i,0.00032214+0.00028859i,0.00053684+0.00058742i,0.00040544+0.00042355i,0.00021108+0.00042501i,0.00047536-8.9807e-05i,0.00082082-0.0011194i,0.00074427-0.0015685i
-0.0012787-0.0030268i,-0.00087888-0.0036159i,-0.00059604-0.0020491i,-0.00071192-0.00053105i,-0.0010234+0.0003953i,-0.00095361-0.00061197i,-0.00034403-0.00093205i,0.00028637+0.00039194i,0.0010676+0.00064075i,0.001356+0.00057759i,0.00086087+0.00060988i,0.00025262+0.00051324i,-0.0007799+0.00035372i,-0.0011491-0.00023096i,-0.00034018+0.00015065i,-3.0375e-05+0.00088699i,-0.00048878+0.00037031i,-0.00039593+9.5148e-05i,0.00028857-0.00017106i,0.00036921-0.0005774i,-5.7544e-05-0.00084427i,-0.00044158-0.00028733i,-0.0006072+0.00021993i
0.00024413-0.0004315i,0.00060377+0.00040991i,0.00019391+0.0010502i,-6.0817e-05+0.0014391i,0.00047888+0.0005505i,0.00065037+0.0004639i,0.00015705+0.00032835i,-0.00035339-2.6548e-05i,-0.0002701-8.0529e-06i,0.00014493-0.00054919i,-7.5113e-05-0.00080074i,-0.00038033+0.00016201i,-0.00041217+0.00012716i,-0.00070568-0.00044891i,-0.00034981-0.00013577i,0.00012762+3.0403e-05i,0.00031676+0.00040234i,0.0002737+2.4593e-05i,0.00015726-0.00019439i,-0.00017347+0.00030797i,-0.00016741+0.00015121i,-0.00027874-0.00048441i,1.5439e-07-0.00031134i
-0.0012429-0.0015979i,-0.00034365+0.0003392i,0.00041069+0.0017915i,0.00068093+0.0013459i,0.00031487+0.00037269i,0.00035333-0.00091082i,0.00038893-0.0008692i,0.00015368-0.00025668i,0.00026536-0.00078634i,0.00025079-0.00019586i,-0.00032466-0.00018209i,-0.00046122-0.00056465i,0.00045693-0.0004379i,0.0012772-0.00013047i,0.00083086+0.00040582i,6.006e-05+0.00015279i,-0.00020989-0.00039605i,-0.00038989-0.0005137i,-0.00032869-0.0002418i,0.00024375-0.00030627i,-0.00013307-0.00019319i,-0.0013717-0.00014668i,-0.0015772+5.6355e-05i
0.0006914+0.0017894i,0.00045288+0.0029048i,0.00042835+0.0027914i,0.00071321+0.0013944i,0.0002061+2.6469e-05i,-0.00092856-0.0011107i,-0.0012736-0.0014088i,-0.0017245-0.0012042i,-0.0013559-0.00054815i,-0.00064178-9.0758e-05i,-0.00024493-0.00064277i,0.00050562-0.00052191i,0.00076647-0.00038731i,0.00082197-0.00049343i,-0.0002954-0.00090063i,-0.0010343-0.00096393i,-0.00085233-0.00061251i,-0.00078202-0.00032268i,-0.00061604-0.00020746i,-0.00034868+0.00036916i,-0.00027266+0.00049436i,5.6482e-05+0.00056981i,-0.00020144-0.00024286i
-0.0019582-3.0912e-06i,-0.0026824+0.00099008i,-0.0019911+0.0019958i,-0.0010142+0.0020115i,-0.00043675+0.0010702i,0.00076295-0.00013471i,0.0012748-0.00048003i,0.00087033-0.00038489i,0.00054833-0.0005818i,0.00027032-0.00034769i,-9.0699e-05-0.00042827i,-7.3621e-05-0.00069374i,0.00027384-0.00051772i,0.00038453+9.4719e-05i,0.00029935+0.00036722i,0.00075561+0.00060265i,0.00094449+0.0012296i,0.00053564+0.00086234i,0.0003476-0.0003391i,0.00032993-0.00068937i,0.00021636-0.00067052i,-0.00026368-0.00066083i,-0.00035333-0.00082051i
0.00047675-0.0015052i,-0.00095761-0.0019131i,-0.0025897-0.0017591i,-0.0020979-0.00094027i,-0.00049497-0.00026183i,0.00026392-0.00019907i,0.00046962-0.00031078i,0.0011816-0.00021658i,0.00091507+0.00022311i,-0.00015267+7.9582e-05i,-0.00054714-0.00066694i,-0.0010036-0.00047226i,-0.00077918+0.00026651i,1.1088e-05+0.0010975i,0.0001337+0.00089455i,-0.00033716+0.00094067i,-0.00020686+0.00072842i,0.00073483-7.4362e-05i,0.001222-2.2731e-05i,0.00064629-1.0339e-05i,-3.0496e-05-3.8603e-05i,-0.0009925+8.322e-05i,-0.0012668+0.00044125i
0.0028365-0.00075805i,0.0026847-0.0025591i,0.0018508-0.0023695i,0.0012403-0.0020697i,-0.00050354-0.0014835i,-0.0010407-0.00072759i,-0.00096142+0.00011815i,-0.0011211+0.00087414i,-0.00065021+0.00059649i,-0.00029449+0.00038645i,-0.0001893+0.00061162i,-0.0001954+0.0010047i,-0.00048917+0.001524i,-0.00083593+0.0011223i,-0.00010735+0.00067426i,0.00046066+0.00065424i,0.00037587+0.00040703i,0.00019091+0.00041845i,-0.00038178+0.00030068i,-0.00041139-0.000563i,8.0493e-05-0.00079337i,-0.00016573-0.00039069i,-0.0003463-0.00042413i
0.0014788+0.00065589i,0.0033723-0.00056448i,0.0048122-0.00077398i,0.0035359-0.0010453i,0.0012435-0.000671i,0.00012948-0.00023297i,-0.00029995+5.9014e-05i,-0.00066926+0.00021697i,-0.0004153-7.722e-05i,0.00024219-0.00024628i,0.00033685-0.00013428i,9.4794e-05-0.00033366i,6.0279e-05-0.00073739i,7.4113e-05-0.0010078i,-0.00031635-0.00049733i,-0.00029051+1.7005e-05i,0.00051367-0.00011169i,0.00016969-8.5825e-05i,-0.00047837+1.3226e-05i,-0.00068102+0.00025714i,0.00014372-0.00038341i,0.00030208-0.00081634i,0.00045477-2.3586e-05i
0.00088439+0.0021551i,0.001677+0.0031216i,0.0022292+0.0028863i,0.0014987+0.0019823i,-0.00031469+0.00015011i,-0.00070498-0.0011471i,-0.0010588-0.00046689i,-0.00091395+0.00071189i,0.00026818+0.00071759i,0.00046141+0.00043586i,0.00033905+0.00091707i,0.00010011+0.0010972i,6.0846e-05+0.00091488i,0.0001863+0.001015i,2.4053e-05+0.00058604i,0.00025412+0.00036209i,0.0011795+0.00097008i,0.0013445+0.00061162i,-0.00022186-0.000618i,-0.00088832-0.0010508i,-0.00040981-0.00047908i,-0.00027775-1.8116e-05i,-0.00029601+4.0068e-05i
-0.00049857+0.0011112i,-0.00069607+0.00090748i,-0.0012801+0.0015407i,-0.00068427+0.00083777i,-0.00064287-0.00059232i,-0.00086824-0.0014832i,-0.00037681-0.0016294i,0.00011382-0.00098877i,0.00030141+7.4789e-05i,0.00018566+7.487e-05i,9.3904e-05-0.00052369i,-0.00051007-0.00076309i,-0.00036289-0.00046155i,-9.9104e-05-0.00034821i,-0.00060966-0.00066601i,-0.00078062-0.00059241i,-0.00089736+0.00028709i,-0.00064082+0.00098974i,-0.00011759+0.00083982i,-0.00014978+9.235e-05i,-0.00032348-0.00071352i,-0.00092727-0.00064711i,-0.0007077-0.00062829i
-0.00047666-0.00018347i,-0.0013414-0.001582i,-0.0011787-0.0017585i,-0.00127-0.0011557i,-0.0012889-0.00073072i,-0.00073967-0.00086474i,-0.0013914-0.00035293i,-0.0013707+0.00033524i,-0.00041157-0.00028453i,0.00015971-0.00086761i,0.00050187-0.00099478i,0.00020785-0.00044469i,-0.00073477+0.00047895i,-0.0011911+0.00043945i,-0.0011139+0.00050841i,-0.00081298+0.00077778i,-0.00068446+0.00012005i,-0.00083689+6.867e-05i,-0.00038017+0.00047578i,1.6446e-05+0.00085615i,5.7697e-05+0.0011721i,0.00034628+0.0010029i,-7.012e-05+0.00059607i
6.2253e-05-0.0004249i,-8.3774e-05-0.0010594i,-0.00096491-0.00022732i,-0.0018053+0.00086157i,-0.0012965+0.00080328i,-7.7129e-05+0.00010488i,-0.00046682-0.00083185i,-0.00093119-0.00065766i,-0.00046397+0.00023687i,-0.00011642+0.00050799i,4.8593e-05-8.4641e-06i,-0.00042987-0.00026861i,-0.0005776-9.0628e-05i,-0.00049368-3.319e-05i,-0.00054534-0.00025865i,-0.00060717-0.00037352i,-0.0001279-0.00029331i,0.00022703+0.00040544i,-5.8337e-05+0.00056704i,0.00026741+4.8829e-06i,0.00062703-6.3931e-05i,0.00051228-1.4233e-05i,5.5419e-05-0.00024772i
-0.00182+0.0011723i,-0.0016679+0.0017418i,-0.0012148+0.0015196i,0.00013819+0.00039418i,0.00085027-8.6551e-05i,0.00039977+0.00019967i,-0.00047261+5.7547e-05i,-0.00085138+0.00022069i,-0.00047338+0.00048865i,-0.00024374+0.00052795i,-0.00066181-3.9186e-05i,-0.0010495-0.00073358i,-0.00087805-0.0013747i,-0.00097347-0.0014526i,-0.00079245-0.00046748i,-0.00058701+0.00018599i,-0.00091258+0.00087836i,-0.00053598+0.00073726i,-0.00047857+4.7885e-05i,-9.2109e-05+0.00056676i,-0.00026439+0.0004843i,-0.00045262-0.00054141i,-0.00015097-0.0010719i
-0.00055103+0.0015269i,-0.00071936+0.0013345i,-0.0011028+0.00060641i,-0.00073537+0.0007888i,-0.00037729+0.00031648i,-0.00037907-0.0013992i,-0.00055515-0.0016589i,-0.00045052-0.00076353i,-0.00028511+3.1877e-05i,2.8464e-05+0.0003113i,0.00022816+2.6175e-05i,9.9291e-05-0.00084835i,-0.00013019-0.0012259i,-0.00066094-0.0011337i,-0.00074726-0.0005766i,-0.00089354+0.00044673i,-0.001167+0.00084023i,-0.00095847+0.00039237i,-0.00048513-0.0001333i,1.2717e-05-0.00033287i,0.00028497-0.00046877i,0.00060175-0.00057078i,-5.9572e-05-0.0002497i
0.00012362+0.0011935i,0.0011014+0.0017911i,0.0012337+0.0014801i,0.00063909+0.0012257i,-0.00051307+0.00061896i,-0.0013589-0.00018779i,-0.00092943-5.6387e-05i,-0.00051053+0.00059881i,-0.00024853+0.00051296i,-0.00028842+0.00034187i,-0.0002847+0.00026518i,8.903e-06-0.00024169i,0.00037572-0.00084055i,-0.00031936-0.00035996i,-0.0013628+0.00028669i,-0.00077459+0.00063883i,0.00014541+0.00060076i,-2.8721e-05+0.00071874i,4.7366e-05+0.0010312i,0.00025726+0.00070306i,0.00032475+0.0001442i,5.8422e-05+0.00028917i,0.00012726-6.4921e-05i
-0.0020165+0.0010897i,-0.00086851+0.00075488i,-0.00045599+0.00024372i,-0.00073624+0.00043719i,-0.00047919+8.2051e-05i,-9.5194e-05-0.0011126i,0.00013108-0.0016306i,-0.00020038-0.00089792i,-0.0005969-0.00026523i,-0.0007455-0.00084209i,-0.00012793-0.001091i,0.00050201-0.00051797i,0.00020595-0.00027446i,0.00033198-0.000689i,0.00082544-0.00043284i,0.00014275+0.0001108i,-0.00059013-0.00030328i,-0.0001461-0.00051113i,-0.00016651-0.00046198i,-0.00038753-0.00039674i,-4.9757e-06-0.00047979i,0.00087542-0.00072671i,0.0011532-0.00031127i
0.00047034+0.00091515i,-0.00032716+0.00075168i,8.15e-05+0.00031465i,0.00063626+0.00033121i,0.00018047+0.00012515i,-0.00038314-0.00027631i,-0.00062023-0.00090025i,-0.0006997-0.0016007i,7.4713e-05-0.0013321i,0.00069013-0.00049099i,0.00041384+0.0001379i,0.00055588+0.00010126i,0.00058209-0.00017493i,0.00059931+3.8645e-06i,0.0003334+0.00062986i,0.00017266+0.00058817i,0.00045426+0.00056177i,-0.00020676+0.00028727i,-0.0008846+0.0001352i,-0.0010015+0.00045086i,-0.00044104+0.00057302i,0.00021126+0.00038707i,3.1654e-05-0.00011444i
0.00020139+0.00035337i,-0.00013219+0.00049194i,-0.0011507+0.00040579i,-0.0012669-0.00054672i,-0.00068513-0.0013426i,5.8953e-05-0.0010346i,6.2087e-05-0.00091535i,-1.4047e-05-0.001243i,0.00055763-0.0007765i,0.00079644+3.6189e-05i,0.0014005+0.00060008i,0.0015233+0.00075475i,0.00070045+0.00066636i,0.00050381+0.00028448i,0.00032979+0.00043353i,-0.00048036+0.001043i,-0.0010281+0.00099939i,-0.00061201-0.00020147i,-0.00016132-0.0013473i,2.1586e-05-0.00058438i,-9.709e-05+0.00050886i,4.2405e-05+0.00033703i,0.00024935-0.00015064i
-0.00023599+0.00015992i,0.0010526-0.00086497i,0.0017285-0.0008461i,0.00029072+0.0001381i,-0.00095946+0.000678i,-0.0013896+0.00059806i,-0.001327+0.00016359i,-0.00078546+0.0002166i,-0.00020288+0.00069445i,0.0006448+0.00067302i,0.00087296-1.7677e-05i,0.0002454-0.00051733i,-0.00053532-0.00022064i,-0.00076312+0.00013207i,-0.00040927+0.00023443i,-1.2285e-05-4.2723e-06i,0.0001741+0.00023109i,0.00024947+0.00037667i,0.00044621+0.00083959i,0.0002183+0.0010803i,0.00011152+0.00033022i,-0.00012186-6.6901e-05i,-0.00062317+0.00023447i
0.00076758+0.00038146i,0.0010024-0.00092096i,0.00086828-0.0016636i,-0.00032903-0.00099404i,-0.001022-0.00042229i,-0.00037732+7.5512e-05i,0.00017707+0.00054793i,0.00030253-8.3157e-05i,-4.7375e-06-0.00050956i,-7.6828e-05-0.00041846i,-5.0797e-06-0.0005844i,0.00020851-0.00063153i,-0.00011389+3.5243e-05i,-0.00067558+0.00039728i,-0.00064965+0.00015541i,0.00016851-0.00068221i,0.00063924-0.0010754i,-9.5523e-05-0.00056666i,-0.00068571-0.00026568i,-0.00060337+9.7287e-05i,-0.00057114+0.0001752i,-0.00092035-0.00018038i,-0.0010588-0.00019108i
0.00057371-0.0013553i,0.0011954-0.00095441i,0.0012144-0.0011023i,0.00072434-0.0012754i,0.00016149-0.0010677i,-0.00042655-0.00071053i,-0.00029309-0.00055387i,-0.00059208-9.608e-05i,-0.0006779-8.0804e-05i,-0.00015866-0.00016396i,-0.00041237+0.00014656i,-0.00069263+3.2579e-05i,0.00015172-0.00017205i,-5.5289e-05+4.1198e-06i,-0.00023211+0.00043908i,0.00044562+0.0010216i,0.00058299+0.001337i,0.00019928+0.00079234i,-0.00054883-0.00027748i,-0.0001309-0.00083709i,0.00023663-0.00022341i,-0.00019694-5.3564e-05i,-0.00061241-0.00037323i
8.0664e-05+0.00048461i,0.00097888+0.0011103i,-0.00035826+0.0013043i,-0.001919+0.00055485i,-0.0009317-1.6556e-05i,-4.4309e-05-0.0002665i,-0.00032468-0.00082296i,-0.00042141-0.00034485i,-0.00017522+0.0002268i,-0.00011572+0.00023064i,2.2084e-05+0.00027251i,0.00065124+1.5287e-05i,0.00051126-1.4779e-05i,0.00056835+0.00069431i,0.00098168+0.00083022i,0.00017135+0.00028605i,-0.000778+0.00010292i,-0.00065184+1.9434e-05i,-0.00033693+0.00023417i,-1.8738e-05+0.00021746i,0.00017922+0.00025825i,-0.00021306-5.9357e-05i,0.00013613-0.00054681i
-0.00067058+0.00012136i,-0.00061272+0.0013155i,0.00019105+0.0019548i,0.00063403+0.001316i,0.00045042+0.0007803i,-0.00052053+0.00033212i,-0.0016208-0.0011092i,-0.0016358-0.0019047i,-0.0010025-0.00086983i,-0.00045343-0.00047539i,0.00048811-0.00032058i,0.0013016+7.343e-05i,0.00071976-8.0716e-05i,-0.00019705-0.00022703i,-0.00037514-5.5805e-05i,0.0002882-0.00057711i,0.00064417+1.7679e-05i,0.0002399+0.0012611i,-0.00017905+0.00063061i,-8.2649e-05-0.00023164i,4.415e-05+1.8567e-05i,0.00025018-0.00011623i,0.00021089-0.00019304i
-0.00059564-4.9146e-05i,-0.0011764+0.00083396i,-0.0012365+0.00022715i,-0.0008411+0.00035354i,-0.00078854+0.00054376i,-0.00091197+0.00011789i,-0.0001078-0.00038616i,0.00076373-0.00031845i,0.0006718+0.00012596i,-0.0003125+1.1315e-05i,-0.0010791+3.3338e-05i,-4.1632e-05-0.00010067i,0.0014453-0.00076964i,0.00064276-0.0008516i,-0.00071378+0.00034109i,-0.0015992+0.00095286i,-0.0015861+0.00078435i,-0.00074902+0.00065087i,-0.00096314+6.0495e-06i,-0.00088796-0.00033365i,-0.00032861+0.00030445i,2.8629e-06+0.0005277i,-0.00012205+0.00059471i
5.875e-05-0.00019647i,-0.00071085-0.0007045i,-6.8916e-05+0.00011888i,7.9107e-05+0.00033301i,-0.00091593-0.00049875i,-0.0018217-0.0012672i,-0.0019526-0.0012015i,-0.00097652-0.00049608i,0.0006811-9.1268e-05i,0.0011987+0.00015228i,0.00084921+0.00021423i,0.00091451-5.6762e-05i,0.00025322+7.8515e-05i,-0.00052414+0.00048666i,-0.00050568+0.00056892i,0.0002188+0.00023525i,0.00044861+0.00034004i,-0.0006777+0.00045366i,-0.00090823+0.0010966i,-0.00012192+0.0010945i,0.00018585+0.00022814i,0.00022737-0.00018217i,0.00043536-2.9577e-05i
-0.0015837-0.0010163i,-0.00064239-0.0019543i,-0.00054496-0.0017121i,-0.0015175-0.00026196i,-0.0011897+0.00088535i,0.00018112+0.00060602i,0.00027744+6.3757e-05i,3.7281e-05-0.0001705i,-9.2622e-05-0.00036371i,2.8486e-05-0.00027559i,-0.0001177-0.00050717i,-0.0004848-0.0010859i,-0.00047589-0.00039257i,-0.00016351+0.0007286i,-2.5417e-05+0.00058039i,-0.00072646+0.00033302i,-0.00034865+0.0007464i,-0.00040541+0.00052511i,-8.024e-05-7.0389e-06i,0.00058125+0.00040275i,0.00026495+0.00092625i,-2.392e-05+0.0003605i,-4.2674e-05+0.00040586i
