-0.0021652+6.3467e-05i,-0.0014759+0.00012119i,-0.0030269+5.3401e-05i,-0.0040656+0.00038295i,-0.0028497+0.0010257i,-0.0021438+0.00098322i,-0.001986+0.00057861i,-0.00059219+0.00088026i,0.001351+0.0011899i,0.0017598+0.00036797i,0.0014104-0.00056975i,0.00082908-0.00096999i,0.00032939-0.00078245i,-0.0004252-0.00058184i,-0.00098224-0.00037965i,-0.00079122-0.00063796i,-0.00071644-0.0011977i,-0.00070031-0.00073765i,-0.00027867-0.00048223i,3.0454e-06-0.00072103i,0.00025668+0.00019432i,0.00015511+0.0010813i,-0.00041257+0.001098i
-0.0031064-0.0023557i,-0.0023514-0.0023379i,-0.0027811-0.00023774i,-0.0027089+0.001921i,-0.0013305+0.0021689i,0.0008869+0.0010951i,0.0014758-0.00070321i,0.00064152-0.0021326i,-0.0002067-0.0018551i,-0.00057955-0.00047538i,-0.00084569+0.00092549i,-0.0011008+0.0014167i,-0.0011525+0.0010524i,-0.00089187+0.00056744i,-0.00021283+0.00092711i,0.0003715+0.0011897i,0.00087524+0.00055963i,0.00039787+0.00061645i,-6.2084e-05-5.142e-05i,-0.00025183+0.00023883i,-0.00045446+0.0009434i,-0.00019953+0.00080111i,8.2544e-05+0.00047856i
0.0013899-0.0018583i,-0.00036893-0.0032826i,-0.0023293-0.0020503i,-0.0023277-0.00025776i,-0.0011054+0.00031564i,0.0003585+0.0019504i,0.0016638+0.0027307i,0.002753+0.0012684i,0.0023352+0.00050409i,0.00073178-2.2269e-05i,-0.00089158-0.00023192i,-0.0015831-0.00056051i,-0.001544-0.00032639i,-0.0015471+0.00054322i,-0.0010671+0.00094954i,-0.00051121+0.00073401i,-0.00019701+3.3909e-05i,-0.00022855+0.00018729i,-0.00060888+0.00069777i,-0.00079347+0.00021436i,-0.00035238-0.00068018i,1.8986e-05-0.00062601i,0.00027385-0.00025239i
-0.001224+0.0017915i,-0.00048264+0.00065042i,-0.00069207-0.00037804i,-0.0013187-0.0009821i,-0.0013351-0.00046178i,-0.0016157+0.0012555i,-0.0019757+0.0028081i,-0.00066374+0.0022623i,-5.7853e-05+0.00066331i,-0.00025184-0.00071012i,0.00043085-0.00061341i,0.00075544-0.0006031i,0.0010998-0.0013407i,0.0016037-0.00096523i,0.00085587-0.00078115i,-0.00059977-0.00045085i,-0.0012962+0.0001217i,-0.00092527+0.00039178i,-0.00059419+0.00059729i,-0.00040208+0.00075959i,0.0003204+0.00022176i,0.00010785-0.0004443i,-0.00089713-0.00017464i
0.0014295-0.0028455i,0.00069041-0.0030089i,-0.00011319-0.0032358i,-0.001089-0.0022836i,-0.0015297-0.0010755i,-0.0018862-0.00088178i,-0.0021813-0.00020771i,-0.0014323+0.00082965i,-0.00034994+0.0008966i,0.00022449+0.00013213i,0.00029018-0.00032697i,0.00020053+0.00051484i,0.00024111+0.00065645i,0.00043508+0.0005218i,0.00027478-2.4315e-05i,-0.00029743-0.0010344i,-0.00041568-0.00115i,0.00044332-0.0010564i,0.00067772-0.00037339i,0.00064443+0.0003496i,0.00074813+0.00019566i,0.00059553-0.00019605i,9.1773e-05+5.9394e-05i
-0.0022136-0.0010316i,-0.0034499-0.001459i,-0.0036195-0.00016046i,-0.0018354+0.0017973i,0.0011837+0.0012752i,0.0016413-0.0012328i,0.00026858-0.002254i,-0.0004646-0.0013268i,-0.00052064-0.0001092i,-0.00013578+0.00072863i,0.00012023+0.0013617i,5.5599e-05+0.0011206i,-8.6355e-06+0.0002242i,-0.00032949-0.0005801i,-0.00018724-0.00056289i,0.00062726-5.4681e-05i,0.00074476+5.2398e-05i,6.6862e-05+0.00069858i,0.00039352+0.00094226i,0.00074924+0.00089643i,-0.00021217+0.0012396i,-0.00077816+0.0012602i,-0.00088705+0.00051131i
0.0011725-0.0018103i,0.0007794-0.0021096i,0.00017611-0.0010012i,-0.00095764+0.00020188i,-0.00088383+0.00097867i,0.00071323+0.001727i,0.0017942+0.0012912i,0.0013739+0.00031606i,0.00010841-8.8624e-05i,-0.00064614+0.00014216i,-0.00067102+0.00028106i,-0.00045635-5.8788e-05i,0.00080298-0.00040863i,0.0013114-0.00043922i,0.0001737+0.00011597i,-0.00017646+0.0011861i,0.0004135+0.0010996i,-0.00033716+0.00030931i,-0.00043948+0.00021562i,0.00040757+0.00045127i,-0.00032092+0.00056266i,-0.0014196+0.00037797i,-0.0015741+0.00088633i
-0.00046242-0.00062096i,-0.00020317-0.00062049i,-0.00065272+0.00030351i,-0.00069021+0.0011307i,-0.0010263+0.00095093i,-0.0011183+0.0023278i,0.0003458+0.0032384i,0.0010947+0.001733i,4.5445e-05+0.00051562i,-0.00057299+0.00023282i,-8.7819e-05-0.00026813i,0.00056435-0.00033117i,0.00034211+0.00011988i,-0.00083586-3.8484e-05i,-0.00096044+0.00010151i,-0.00073983-0.00085058i,-0.00040456-0.0010496i,4.6001e-05+9.8279e-05i,-0.0002663-1.6409e-05i,-0.00034508-0.00043895i,0.00064184-0.0009398i,0.00093503-0.00090447i,0.00092961-0.00014157i
-0.0022838-0.0013339i,-0.0033744-0.0028827i,-0.0039323-0.0026452i,-0.0035047+0.00015159i,-0.001806+0.0017321i,-0.0010967+0.0015746i,-0.00227+0.0018087i,-0.0016811+0.0024366i,-7.9906e-06+0.002416i,0.00094313+0.00063745i,0.00094443-0.00026469i,0.00029928+0.00021628i,4.2292e-05-2.1554e-05i,-0.00045718-0.00020815i,-5.0049e-05-0.00022693i,8.2966e-05-0.00079785i,-0.00044097-0.00047832i,9.1992e-06+0.00064106i,-0.00042028+0.00084119i,-0.00065664+0.00029744i,4.0824e-05-0.00016381i,-0.00016217-0.00052169i,-0.00038865-0.00076612i
-0.0022338-0.0040048i,-0.0021126-0.0025559i,-0.0030917-0.00061451i,-0.0033411+0.0004129i,-0.0014342+0.0011121i,-0.00058016-3.3122e-05i,-0.0012919-0.00080553i,-0.0018453+3.0638e-05i,-0.0007692-0.00025993i,0.00081876+0.00027507i,0.0012812+0.00054212i,0.00046705-0.0005804i,-0.00038866-0.0010059i,-0.00032252-0.0010215i,0.00035795-0.00073757i,0.0012727+0.00036624i,0.00052553+0.00057356i,-9.2731e-05+0.0001286i,0.00026956-0.0001876i,0.0003711-0.00021162i,0.00073369+3.5387e-05i,0.00094932+0.00064801i,2.639e-05+0.00091833i
0.0046993-0.0054791i,0.0031853-0.0056667i,0.0013531-0.0047197i,0.00017011-0.0033847i,-0.00081573-0.0020604i,-0.0015001-0.0016987i,-0.0017846-0.0018806i,-0.00093687-0.0015775i,-0.00036221-0.0012618i,-0.00067711-0.00094172i,-0.00044031-0.00059295i,-0.00038885+1.4331e-05i,-0.00080224+0.00030713i,-0.00070872+0.00058002i,-0.00026112+0.00055937i,0.00011788+0.00014044i,0.00030457-0.00015407i,-0.00025385-0.00033837i,-0.00027715-0.00014391i,-8.2965e-05-0.00042744i,0.00042382-0.00016328i,0.001514+0.0011211i,0.0017505+0.0011802i
-0.0016647+0.0019635i,-0.0010961+0.0022086i,-0.00064471+0.0017514i,-3.3111e-05+0.0012769i,0.00063666+0.0017709i,0.0011804+0.0016258i,0.0016662+0.00049871i,0.0014667-0.00030911i,0.000362-0.00071897i,-0.00011953-0.00015201i,-0.00013863+0.00072998i,-0.00044228+0.00034143i,-0.00111-0.00062313i,-0.00094116-0.00063051i,-0.00023221-4.1493e-05i,0.00025648+4.5976e-05i,0.00060517+0.0002876i,5.8326e-05+0.00047552i,-0.00069408-3.039e-05i,-0.00077464+0.0002792i,-0.00081097+0.00069265i,-0.0004139+0.0012597i,-0.00014562+0.0010528i
-0.0021772-0.00073715i,-0.0016177-0.0011463i,-0.0011986-0.0010164i,-0.0016749+1.4966e-05i,-0.00092413+0.00078269i,0.00027943+0.0017052i,0.00049019+0.0026403i,0.00013399+0.0024909i,6.4023e-05+0.0010708i,-0.00023125+0.00053792i,-0.00016779+0.00014557i,0.00061801-0.0004737i,0.00081907-0.00028472i,0.00011294-0.00044014i,-0.00062556-0.00054719i,-0.0010309+0.00046301i,-0.00097324+0.00066603i,-0.00030488+0.00017309i,-0.00033711-4.0228e-05i,-0.00097799-0.00042133i,-0.0011958-0.00018886i,-0.00089256+0.00039599i,-0.0010662+0.00017051i
-0.0019314-0.0037893i,-0.0020295-0.0019859i,-0.002424+5.3196e-05i,-0.0025685+0.00078272i,-0.0019539+0.001544i,-0.002334+0.0018462i,-0.0030062+0.0016366i,-0.0021169+0.0015171i,-0.00069126+0.0008683i,-0.00023809-0.0003423i,-7.2916e-05-0.0010081i,-0.00024258-0.00021038i,-0.00030634+0.00049296i,-0.00047899+0.00062536i,-0.0010095-0.00042747i,-0.0006274-0.00099717i,-0.00035074+0.00043163i,-0.00030859+0.00091586i,0.00017713+0.00023365i,-0.000301-7.925e-05i,-0.0010679+0.00023715i,-0.00076796+0.00029448i,-0.00051898-0.00052543i
0.001169-0.00263i,0.00059922-0.0036028i,-0.0011906-0.0028493i,-0.0016423-0.0012293i,-0.00074842-0.0007812i,-0.00051871-0.00075365i,-0.0015723-0.00063591i,-0.0016491-0.00014489i,-0.00050641+0.00038942i,8.9798e-05+0.00037267i,-9.6354e-05-0.00064502i,-0.00051754-0.0016059i,-0.0015561-0.00067617i,-0.0016693+0.0008204i,-0.00026973+0.00085342i,0.00057302-0.00016168i,0.00044631-0.00047606i,-0.00024304+0.00018771i,-0.00038563+0.00069494i,-0.00038429+0.00033565i,8.0477e-05-0.00015514i,0.00051964+0.0003927i,0.00020545+1.0762e-05i
-9.4744e-06+0.00114i,0.0004321+0.0013331i,0.0013577+0.001494i,0.0012977+0.0013837i,0.00057876+0.00075591i,0.0008929-0.00049402i,0.00097821-0.0017405i,0.00014182-0.0017565i,-0.00025584-0.00039796i,0.0005405+0.0010227i,0.001043+0.0013006i,0.0006097+0.00051293i,-1.9061e-05+6.3546e-05i,-0.00031674-0.0006272i,-0.00051344-0.00028475i,-0.0011165+0.00048509i,-0.0011827+9.4358e-05i,-0.00021069-0.00037621i,0.00057609-0.00010267i,0.00080866+0.00047247i,0.00027204+0.00094668i,0.00028129+0.0011293i,0.0003043+0.00096907i
-0.0014593-0.0017854i,-0.0016509-0.0024239i,-0.001489-0.0022262i,-0.0020058-0.00091412i,-0.0020376+0.00034672i,-0.00088+0.00072063i,0.0014624+0.00091257i,0.0018536+0.00036129i,0.00070877-0.00012464i,-7.3242e-05+0.00025112i,-0.00036155+0.00043847i,-0.00040623+0.00029517i,-0.00036457+0.00048923i,-1.5239e-05+0.00054413i,-0.00054034+0.00036964i,-0.00045635+0.00068093i,0.00036821+0.00058546i,0.0002054-0.00023672i,-0.0002117-0.00061738i,-0.00043834-2.351e-05i,-0.00077153+0.00031523i,-0.00064572-0.00016837i,7.8139e-05-0.00051088i
-0.0027474-0.0013418i,-0.0027144-0.00065366i,-0.003476+1.0028e-05i,-0.0036132+0.0010593i,-0.0028106+0.001932i,-0.0018685+0.0027543i,-0.00057969+0.0031874i,0.00045229+0.0019778i,0.00012864+0.00061447i,-0.00057981+0.00041818i,-0.00022928-7.1267e-05i,0.0001112-0.00068398i,0.00020688-0.00069469i,0.00028979-0.00014045i,3.967e-06+0.00011021i,-0.00086566-1.6545e-05i,-0.00067271-0.00010128i,-0.00041391+0.00014584i,-0.00068095+0.00037843i,-0.00060345+0.00036512i,-0.00059399+0.00025251i,-0.000892+0.00017608i,-0.00084784+0.0003312i
-0.00018409-0.001986i,-0.00081828-0.0026763i,-0.0012129-0.002824i,-0.00085417-0.0010526i,4.9144e-05+0.00038525i,-0.00065754+0.00066933i,-0.0019466+0.0009308i,-0.0011209+0.0013905i,-0.00051176+0.00050172i,-0.0006667-0.0012923i,-0.00046538-0.0020175i,-0.00084065-0.0015128i,-0.00066448-0.0014815i,-7.4659e-05-0.0013002i,-0.00019758-0.00080991i,-0.00065659-0.00025972i,-0.00074353-0.00010961i,0.00017254-8.7565e-05i,0.00072946-0.0004573i,0.00054872-0.00049399i,0.00020267-3.4899e-05i,-0.00085116-0.00043889i,-0.0015259-0.00028166i
0.00057071-0.0025318i,-0.00074618-0.0018254i,-0.0018358-0.00042955i,-0.0013374+0.00015883i,-0.0010567-5.8857e-05i,-0.0012535-0.00060782i,-0.0019875-0.00082278i,-0.0019647-0.00017799i,-0.0016136+1.6229e-05i,-0.0010036-0.0010317i,-0.00064794-0.0010233i,-0.00045804-0.0010523i,-0.00018042-0.0015926i,0.00021926-0.00096283i,0.00039851-0.00039076i,5.7239e-05-0.00024352i,-0.00043824-9.6384e-05i,-0.00099096-0.00027619i,-0.00043451+1.0839e-05i,0.00041134+0.00092259i,0.00018872+0.00076898i,-0.00012579+0.0002558i,-7.2178e-05-3.6536e-05i
0.0011282-0.0015829i,-0.00024663-0.0028921i,-0.0015465-0.0028591i,-0.002135-0.0014721i,-0.0014129+0.00019238i,0.00065788+0.00048316i,0.0014925-5.0887e-05i,0.00054374-3.2514e-05i,2.5026e-05+0.00040141i,0.00016842+0.00029944i,0.00019682+0.00025048i,6.5654e-05+8.226e-05i,0.00010222-0.0001379i,-0.00037446-0.00036598i,-0.00049741-0.00012629i,-0.00014479-5.2411e-05i,0.00011914-4.1662e-05i,-0.00047113-0.00030243i,-0.00074707-0.00024358i,-0.00015421+0.00047805i,-5.1262e-06+0.00122i,-6.1117e-05+0.0010392i,0.00055922-5.4696e-05i
0.00069516-0.00018345i,0.0016577-0.00026937i,0.00043539-0.00094743i,-0.0007133-0.00056729i,-0.0001072+0.0010505i,0.00013241+0.0017904i,0.00047489+0.0015439i,0.0011243+0.00095686i,0.00042728+0.00085495i,-0.00012733+0.0005646i,-4.6767e-05-3.8788e-05i,-0.00028522-3.6798e-05i,-0.00024332-0.00027271i,8.0962e-05-0.00057902i,-4.64e-05-0.00028426i,-0.00029249-8.6248e-05i,-0.00058929-0.00038575i,-0.00046658-0.00065032i,-0.00053056-0.00051246i,-0.00045991-0.00055164i,-0.00018321-0.00049721i,-0.00084282+0.00032796i,-0.0014344+0.00087734i
-0.0011121-0.0028269i,-0.0011809-0.0024987i,-0.0013026-0.0021597i,-0.00089292-0.0014686i,-0.00083521-6.6643e-06i,-0.00071564+0.0010797i,-0.00059833+0.0018846i,-0.00047411+0.0016001i,-0.0007129-5.0064e-05i,-0.00065846-3.6658e-05i,-0.00037347+0.00090011i,0.00016399+0.00034i,0.00077297-0.00038839i,0.0002321-0.00025283i,-0.00074927-5.5363e-06i,-0.00092482-0.00059839i,-0.00060556-0.00096017i,0.00017663-0.00054323i,0.00020176-0.00023966i,-0.00024025-0.00036475i,-0.0012438-8.0975e-05i,-0.0014323+8.011e-05i,-0.00087993-0.0003419i
0.00010647+0.0002619i,-0.00084124+0.00036048i,-0.00044783-0.00066002i,0.00011697+0.0002327i,-0.00050702+0.00054542i,-0.0020248-3.4113e-05i,-0.0028058+0.00085928i,-0.0016269+0.0010899i,7.9975e-05+0.00012891i,0.00073241-0.00055873i,-0.00064373-0.00081217i,-0.0014252-0.0010183i,-0.00026812-0.0011273i,0.0012396-0.0011868i,0.00069602-0.0004236i,-0.00077407+0.0003722i,-0.0011299+0.00031091i,-0.00056252-4.9428e-05i,0.00013593-0.00023747i,-1.7373e-05-3.9304e-05i,-0.00034262+0.00013307i,-0.00067102-0.00040815i,-0.00088791-0.00074085i
-0.00085083-0.0010103i,-0.00071779-0.0018531i,-0.00068585-0.00087067i,-0.00095274+0.00030072i,-0.00074245+0.00034901i,-0.00068935-0.00040125i,-0.0010653-0.0011884i,-0.0016921-0.00079426i,-0.0017111+0.00023376i,-0.00084825+0.00020884i,0.00014675-0.00076809i,0.00025151-0.00095689i,0.00026929-0.00063285i,0.001015-0.00016052i,0.001117-0.00030093i,0.00019189-0.00043355i,-0.0010468-0.00038182i,-0.00097915-0.00032589i,-0.0005786-0.00031358i,0.00023696-0.00036333i,0.00074508-0.0004944i,0.00035347-0.00044146i,4.0936e-05-4.5887e-05i
0.0018916+8.7626e-05i,0.00016657-0.00082411i,-0.001756-0.000937i,-0.0024445-0.00017609i,-0.0007299+0.00059227i,0.0014364+1.2478e-05i,0.0012997-0.00063495i,0.0010406-0.00071562i,0.0017194-9.3227e-05i,0.0021805+0.00094013i,0.0015117+0.0014224i,-3.4632e-05+0.00093289i,-0.00047551+0.00033537i,-0.00031246-0.0001409i,-0.00053519-0.00031521i,-3.083e-05+0.00021473i,-7.405e-05-0.00012054i,-0.0011658+1.9106e-05i,-0.0012755+0.00081989i,-0.0010046+0.00085691i,-0.00089949+0.001046i,-0.00072647+0.00015529i,-0.00035076-0.00053999i
-0.0010968-0.00099963i,6.0446e-05-0.0025518i,-0.0012389-0.0030129i,-0.0021543-0.0010125i,-0.0015937+0.00090351i,-0.00080848+0.00049077i,0.00020521+0.00022383i,0.00069851+0.00075227i,0.0011219+0.00095545i,0.0014338+0.00097814i,0.001054+0.00047512i,0.00042808+0.00028567i,-0.00026029+0.00038713i,-0.00034363+0.00025457i,-0.0005229+0.00025879i,-0.00033499+0.00015388i,4.6131e-05+0.00029316i,-0.00031706+0.00038389i,-0.00057964+0.00034319i,-0.00068843+0.00035611i,-0.0004377+0.00015843i,0.00024264+0.00055678i,0.00094949+0.0011022i
0.00064384-8.1998e-05i,0.00061516-0.00057132i,0.0016662-0.0012221i,0.0018749-0.0006196i,0.00054242+0.00053151i,-0.0011084+0.001674i,-0.0016879+0.0021427i,-0.00011141+0.0018703i,0.00057108+0.00063876i,0.0002492+0.00037199i,7.7033e-05+0.00078458i,5.0842e-05+0.00014006i,-9.4701e-05-0.000554i,-0.00016371-0.00045047i,5.9925e-05+0.00044209i,9.2277e-05+0.00079887i,-0.00042948+0.00055079i,-0.00028783+0.00041699i,0.00052114-3.8446e-05i,0.00053424-0.00053085i,5.869e-05-0.00097103i,-0.00020124-0.00079001i,0.00045646-5.5997e-05i
0.0024394-0.0015954i,0.0010026-0.0020961i,0.000987-0.0016569i,0.00081028-0.00099832i,-0.00075398-0.0010863i,-0.002576-0.00085968i,-0.0027838+0.00081181i,-0.0022994+0.0014398i,-0.0012995+0.00091356i,-0.00075534+0.00033329i,-0.0010773+0.00032989i,-0.00087162+0.00055216i,-0.00035109+0.00075854i,-0.00070192+0.00056974i,-0.00074016+5.2292e-05i,-0.00010053-7.9649e-05i,-0.00039266-0.00022047i,-0.00094279+0.00045335i,-0.0006767+0.00062251i,3.2811e-05+0.00024712i,0.00046554+9.5447e-06i,0.00011257-0.00027332i,-0.00035476+0.00017731i
-0.00078323-0.0019135i,-0.0020478-0.0020226i,-0.0040229-0.0016826i,-0.0027641+0.00010705i,-0.00098638+0.00040559i,-7.4162e-05-0.0011985i,0.00050073-0.0018796i,0.00048887-0.0003905i,0.00075765+0.00091233i,0.00052206-0.00010005i,0.00026948-0.00113i,-0.00014433-0.0011742i,-0.00041162-0.00071441i,0.00012735+0.00010398i,8.8004e-05+0.00041921i,3.542e-05-0.00018877i,3.5711e-05-1.2806e-05i,-0.00059214+0.0003437i,-0.00078885-0.00037673i,0.00032986-0.00010299i,0.0010593+0.00092514i,0.00097926+0.0010184i,0.00057029+0.00035302i
-0.00041349-0.001337i,-0.00040965-0.0013283i,-0.0027676-0.0018168i,-0.0042543-0.0007801i,-0.0016203+0.0013788i,0.002084+0.0017702i,0.0024771+0.00044264i,0.0010161+0.00027086i,0.00010466+0.00042241i,0.00084569-6.4707e-05i,0.0012856-0.00024702i,0.00018473-0.00087286i,-0.00017183-0.00075472i,-3.0368e-05-0.00014788i,-0.00017196+6.7717e-05i,9.5394e-05-0.00032695i,-0.00071173+1.6064e-05i,-0.00079147+0.00030422i,-0.00023928+0.00054888i,-0.00069577+0.0011736i,-0.0010093+0.00057879i,-0.00029888-0.00010726i,0.00020915-0.00022831i
0.00096563-0.0014387i,-0.00048796-0.0017866i,-0.00083204-0.0018526i,-0.00078873-0.001725i,-0.00094628-0.00087268i,-9.452e-05+0.0007972i,0.00036201+0.0018677i,0.00050814+0.0011695i,0.00088357+0.00089439i,0.00047262+0.0017991i,-0.00020715+0.0014672i,0.00057946+0.00044009i,0.00076009-0.00026764i,3.6443e-05-0.00097626i,-0.00045998-0.00062758i,-0.000158+0.00015597i,0.00052085+0.00030463i,0.00063558+0.00072398i,0.00017508+0.0008548i,-0.00059669+0.00087985i,7.6716e-05+0.00064402i,0.0010448+0.00022903i,0.0010421+0.00018001i
0.00084777+0.0018313i,0.0020822-0.00097163i,0.0035556-0.0023408i,0.0033003-0.0029429i,0.0014865-0.0024627i,-0.0010479-0.0012948i,-0.0018476+0.00065432i,-0.00065007+0.0017226i,0.00063731+0.0012319i,0.0015454+0.00090837i,0.0016223+0.00048061i,-3.4611e-05+0.00048985i,-0.00082965+0.00044284i,-0.00015103-9.559e-05i,0.00029614+0.00036679i,0.00025099+0.0011598i,-0.00027718+0.00052219i,-0.00029823-0.00051292i,1.0888e-05-4.6845e-05i,-0.00019111+0.00074803i,4.9102e-05+0.00080488i,0.00026599+0.00030021i,1.1046e-05+0.00010532i
0.0014005+2.3563e-05i,0.00099162-0.0011307i,0.00094108-0.0015042i,0.00078044-0.00067817i,0.00053739-0.00088335i,0.00033132-0.0018033i,-0.0013008-0.00093976i,-0.0017839+0.001128i,-0.00048678+0.0012518i,-0.00036652+6.0338e-05i,-0.00091609-0.00076904i,-0.0009877-0.00016251i,-0.00083979+0.00081528i,-0.0013129+0.00050267i,-0.0012343+0.00079257i,-0.00074084+0.00086677i,-0.00031283+0.00088986i,0.00071899+0.0014732i,0.00090771+0.0011857i,0.00041439+0.00013608i,0.00039653-0.00013691i,0.00061958+0.00023712i,-0.00013479-0.00022566i
-0.0032424-0.00077957i,-0.0028895-0.00083238i,-0.0031763-0.00020284i,-0.0023126+0.001464i,0.00025819+0.0016306i,0.0015332+0.0001621i,0.00013508-0.0011634i,-0.0010632-0.0010646i,-0.0011199-2.9096e-05i,-0.00047386-0.00017913i,8.0644e-05-0.00047386i,-0.00026363+0.00034488i,-0.00088862+0.00063883i,-0.0015092+0.00048375i,-0.00085529+0.00021825i,0.00029187-0.00034131i,0.00024478-0.00035488i,-0.000252+3.8826e-05i,-0.00030564+7.8583e-06i,-8.1064e-05-0.00062751i,5.8476e-05-0.0008051i,-0.00045783-0.00076248i,-0.00055594-0.0011979i
-2.9434e-05-8.8364e-05i,-0.00099477-0.0010873i,-0.001601-0.0017236i,-0.0013164-0.00061331i,0.00025761+0.0010939i,0.00074859+0.0018343i,0.00057018+0.0019886i,0.00056146+0.0015639i,-7.8081e-05+0.00069418i,-0.00046855+0.00030764i,0.00015187-0.00028876i,6.9629e-05-0.00086696i,-0.00061149-0.00061705i,-0.0013737+0.0001975i,-0.0019758+2.3821e-05i,-0.0010927-0.00028048i,-0.0002685-9.9056e-05i,-0.00021883-0.00026731i,-0.00034262+0.00014814i,-0.00020025+0.00023825i,0.00036632-0.00013075i,0.00096544+0.00039833i,0.00060163+0.00058433i
0.00029878+0.0017488i,0.0017646+0.00043406i,0.0028226-0.00025196i,0.0018661-0.00094481i,6.5935e-05-0.00092191i,-0.00056891+0.00053145i,-0.00023502+0.0013603i,0.00034304+0.00053814i,0.00036815-0.00012518i,0.00037002+0.00015511i,0.00059983+2.8048e-05i,5.6109e-05-0.00027851i,0.00019538+9.4694e-05i,0.00078204-0.00029133i,0.00090193-0.0004594i,0.00052475-0.00019558i,-0.00013755-0.00012801i,0.00042844+0.00015648i,0.00075555+0.00076266i,9.1342e-05+0.0016861i,0.000206+0.0014027i,0.00019734-0.00031504i,-0.00016219-0.0010811i
0.00089531-0.0018299i,0.00040901-0.002371i,-4.8187e-05-0.0024305i,5.461e-05-0.0020548i,-0.00033834-0.0014328i,-0.0015195-0.00085861i,-0.0015615-0.00052151i,-0.00029802+0.00028394i,0.00035258+0.0005513i,-2.7763e-05+0.00034165i,0.00018031+0.0002426i,-0.00013279-7.4812e-05i,-0.00089423+0.00079669i,0.00020159+0.0012602i,0.0011014+0.00021694i,0.00051419-0.00077718i,0.00029771-0.00086131i,0.0004281-0.00084566i,0.00022537-0.00010528i,-0.00045923+0.0010779i,-0.00056665+0.00075277i,-0.00052975+0.00012922i,-0.00089562+1.0866e-05i
-0.0032633-0.0025948i,-0.0025531-0.0024219i,-0.0025644-0.00058442i,-0.0013838+0.0018101i,0.00075834+0.0018585i,0.0013665+0.00059028i,0.0003511+0.00020651i,-4.5688e-06+0.0012713i,7.1306e-05+0.001613i,-0.00068976+0.0014669i,-0.0011731+0.00085035i,-0.0011406+0.00033235i,-0.0014297+0.00048399i,-0.001135+1.6371e-05i,-0.00075544-0.00054698i,-0.00091789-0.00099941i,-0.00074493-0.00067818i,-0.00017775+0.00031735i,0.0006021+0.00057185i,0.0007839+6.8463e-05i,0.00081432-0.00067681i,0.00030291-0.00080585i,-0.00036525+0.00020351i
0.0030765+0.0029552i,0.0023394+0.0018185i,0.00073252+0.00080848i,8.2306e-05+0.00044783i,0.0010952-0.0005444i,0.0014723-0.0013076i,0.00042594-0.00015908i,-0.00011501+0.0011901i,-0.00045568+0.0012838i,-0.00086457+0.00046509i,-0.00035068-0.0005047i,-0.00058681-0.00074511i,-0.00098215-0.00061144i,-0.00072021-0.00084106i,-0.00041064-0.0010844i,-0.00011691-0.00035913i,-0.00032914+4.898e-05i,-0.00052149+0.00023555i,0.00017898+0.0005701i,0.00056193+0.00054415i,0.00016515-0.00045918i,0.00071899-0.001081i,0.0010781-0.00045266i
0.00040021-0.0015308i,-0.00098486-0.0018673i,-0.0030364-0.0010565i,-0.0040101-0.00033503i,-0.0032261-0.00014658i,-0.0016178+0.00021486i,-0.00061127+0.00032127i,-0.00012351-0.00017232i,-2.151e-05-0.00015218i,0.00023606-0.00039302i,0.00089509-0.0010652i,0.0011634-0.00087337i,0.00065217-0.00086483i,0.00012757-0.0011219i,-0.00088139-0.0005211i,-0.0014168-0.00075919i,-0.00044242-0.00068787i,6.0749e-05+0.00023471i,-0.00033685+0.00034261i,-0.00051482+0.00010679i,-6.7647e-05+0.00018376i,-9.9151e-05+0.00047658i,-0.00019428+0.00046499i
0.00036575+0.00034439i,-0.00015633-0.00098405i,0.00058907-0.0024225i,8.4825e-05-0.0024905i,-0.001152-0.0013079i,-0.00039076+0.00030183i,-2.9467e-05+0.0015856i,-0.00030641+0.0013363i,-0.00027236+0.00015265i,0.00061294-0.00043398i,0.00099834+0.00042474i,0.00034768+0.00052382i,0.00044225-0.00045075i,0.0010777-0.00057366i,0.00063708+9.1874e-05i,8.1165e-06+0.0003561i,-0.00025442-1.4015e-05i,-0.00065456+0.00044797i,-0.00093994+0.00053929i,-0.00095718+0.00029748i,-0.00052485-9.6334e-05i,-0.0005748-0.00061171i,-0.0005904-2.6724e-05i
0.00048803-0.0011805i,0.0013834-0.0022137i,0.0013378-0.0026666i,-0.00049704-0.0028833i,-0.0014606-0.0023498i,-0.00083106-0.0010728i,-0.00071742+0.00064783i,-0.00083101+0.0008552i,3.7018e-05-3.924e-05i,0.00033789-0.00029384i,0.00026818+0.00026963i,0.00030592+0.00095442i,-0.00045051+0.00071159i,-0.0003537-0.0001797i,0.00060983-0.0012793i,0.00042593-0.0012638i,-0.00057972-0.00057882i,-0.00078924-0.00067391i,9.6846e-06-0.00083061i,-4.5957e-05-0.00068133i,-0.00066842-0.00058081i,-0.00049839-0.00019634i,-0.00030964+0.00077129i
