-0.0024609+0.0018924i,0.00043396+0.00033523i,0.0014356-0.0019298i,0.00026669-0.0028407i,-0.001015-0.0016595i,-0.0015926+0.0004367i,-0.0014076+0.0012064i,-0.00045249+0.00082501i,-2.6994e-05+0.00056227i,-0.00030665+0.00061272i,0.00013956+0.00027649i,0.00045142-0.00093464i,-9.38e-05-0.0010621i,0.0001447-0.00059074i,0.00025252-0.00090428i,0.00031329-0.0007169i,0.00074315-0.00023167i,0.00025761-0.0003852i,-0.00062403-0.00032246i,-0.00040283-0.0001574i,0.00026244-0.00022027i,0.00041299-0.00032835i,0.00063208-0.00013275i
-0.00065535-0.0021776i,0.0011227-0.0018233i,0.0011768-0.0013103i,0.0011321-0.001833i,0.0010332-0.00097553i,0.00022397-0.00051356i,-0.00076222-0.00038263i,-0.00070686+0.00013116i,-0.00059221+0.00011768i,-0.00065349-5.2338e-05i,-0.00029212-5.5178e-05i,2.3064e-05+0.00035761i,4.967e-05-8.6011e-05i,0.00012313-0.00037589i,-9.3065e-05+0.0002004i,-0.00060685+0.0002191i,-0.001239-0.00047589i,-0.00092232-0.00037978i,-0.00062605-3.2478e-05i,-0.00042089-7.1325e-05i,0.00015002+0.00066402i,0.00045776+0.00079538i,0.00028515+0.00060659i
-0.0030947+0.00089954i,-0.0024497+0.001185i,-0.00056086-0.00012504i,0.0011825-0.00088646i,0.00095796-0.0010532i,0.001079-0.00032694i,0.0010371+0.00045107i,-0.00041475-0.00015083i,-0.00077821-0.00092245i,3.1915e-05-0.00069112i,0.0004366+7.6717e-05i,0.00039121+0.00045986i,-3.7701e-06+0.0001429i,-0.00024727+7.7201e-05i,-1.9217e-05-3.8823e-05i,-2.8607e-05+0.00011295i,-0.00040876+0.00032937i,-0.00061596-1.9916e-05i,-0.00042914-0.00049823i,-0.00062796-0.00050274i,-0.00061218-8.315e-05i,0.00012131+0.00029864i,0.00045892-0.00031203i
-0.0012918+0.0018238i,0.0010915+0.00093489i,0.001729-0.0011529i,0.0016993-0.0018779i,0.0015959-0.00087135i,0.0008786-0.00027522i,0.00019411+0.00051234i,0.00077462+0.001326i,0.0015197+0.00066634i,0.00043378+6.6989e-05i,-0.00036842+1.9431e-05i,0.00069802-0.00026415i,0.0007539-0.00015775i,6.1492e-05-0.00045024i,0.00010457-0.0010593i,0.00034938-0.00080477i,0.00041636-0.00078538i,-2.7479e-05-0.00065417i,-0.00036734+0.00010701i,-0.00023278+0.0005782i,-0.00025295-0.00011129i,-0.00010239-6.5142e-05i,3.1895e-05-2.4728e-05i
-0.002149+0.0023332i,5.2044e-05-0.00043907i,0.0010437-0.0023648i,0.00053046-0.0032901i,-0.00018853-0.0029482i,-0.00061972-0.0017271i,-0.00012125-0.00051817i,-4.6614e-05+0.00051189i,-0.00022102+0.0010543i,0.00024422+0.00085132i,0.00075127+9.9762e-05i,0.00040465-0.00058233i,-0.00047891-7.6648e-05i,-0.00096677+0.00027241i,-0.00057717+0.00023107i,-0.00024423+0.0011206i,-0.00032655+0.0010054i,0.0001885+0.0001601i,-4.6392e-06-9.075e-05i,-0.0004178+0.00025221i,0.00012991+0.00050655i,0.0010667+0.00048817i,0.0014293+0.000652i
0.0017192+7.6841e-05i,0.00095257+0.00033385i,9.6268e-05-0.0019483i,-0.00042489-0.0033294i,-0.0014515-0.0023704i,-0.00099071-0.00032935i,-7.6069e-05+0.00047834i,0.00053453+7.7861e-05i,9.0393e-05-6.4345e-05i,-0.0007932-0.00029423i,-0.00055174-6.566e-05i,-0.00081612+0.00046751i,-0.0012011+0.00028648i,-0.001006+2.1565e-05i,-0.00020055+6.8811e-05i,0.00064073-0.00032306i,0.00022488-0.0003005i,-0.00064603-0.00040244i,-0.00014846-0.00024235i,-2.7127e-05-0.00031771i,-0.00027702-0.00030179i,-0.00018442+0.00023195i,-0.00028773+0.00021131i
-8.6257e-05-0.0010121i,0.00048171-0.0013206i,0.00031546-0.001625i,-0.00042992-0.0010849i,-0.0012695-0.00063558i,-0.0016219+0.0003171i,-0.0011858+0.00063704i,-0.00087376+0.00030641i,-0.00027701-0.00014263i,0.0003402+0.00069871i,0.00020103+0.00073393i,-0.00020181-0.00060336i,-0.0004695-0.00039039i,-0.00063688+0.00031509i,0.00029984+0.00050111i,0.00087651+0.00077469i,0.00037092+0.00014353i,-0.00026579-0.00076573i,-0.0004454-0.00021768i,-0.00041298+0.00010976i,-8.1197e-06-0.00063853i,0.00035711-0.00083433i,0.00060058+4.0773e-05i
-5.4346e-05+0.00067333i,0.0013607-0.00054292i,0.0017313-0.0029962i,0.0011355-0.0038498i,0.00073687-0.003296i,-0.00021055-0.0018919i,-0.00071945-0.00014864i,-0.00095619+0.0008822i,-0.00038742+0.0010429i,0.00016292+0.00084992i,0.00017591+0.0008601i,-2.3379e-05+0.0010659i,-0.00074486+0.00034206i,-0.00073268-0.00064214i,-0.00034692-0.00099079i,-0.00013045-0.00040037i,0.00068577+0.00057181i,0.0012985+0.00052614i,0.00084043-0.00077968i,0.00083701-0.0015528i,0.00026034-0.00097217i,-0.00056416-0.00047164i,-4.326e-05-0.00021766i
-0.0039776+8.3091e-05i,-0.0034392-8.8381e-05i,-0.0030685-0.0014095i,-0.0016963-0.002195i,-0.00049544-0.0014656i,-0.00012913-0.00027675i,-0.00033032+0.0002198i,-0.00079226+0.00076647i,-0.00071463+0.00062527i,-0.00049742-0.00012096i,-0.00062579-0.0002051i,-0.0005803-0.00014932i,-0.00080324-0.00057005i,-0.00097081-0.00093166i,-0.00093682-0.00047565i,-0.00013393-0.00018534i,0.00047848-0.00061236i,0.00032196-0.00040588i,6.489e-05-2.069e-05i,0.00012539-0.00020058i,0.00015533-0.00050082i,0.00077675-0.00018711i,0.00060128+0.00012899i
-0.00023926-0.0019444i,-0.00080111-0.0019389i,-0.00040266-0.0025657i,-0.00059018-0.0034828i,-0.0020286-0.0024289i,-0.0018291-0.0010979i,-0.00057054-0.00048133i,-0.00024048-0.00053385i,-8.0792e-05-0.00078964i,3.2635e-05-0.00067241i,-0.00011038-0.00048648i,-0.00068124+2.2068e-05i,-0.0010957+0.00049312i,-0.00091487-7.6622e-05i,-2.0932e-05-0.00063049i,0.00072794-0.00076373i,0.00032091-0.001311i,9.7499e-05-0.00095025i,-0.0003179+2.957e-05i,-0.00059967+0.00047278i,-0.00014144+0.0004142i,0.00067506+0.00012686i,0.00068911+0.00042787i
0.0010547+0.0047579i,0.0023502+0.0026622i,0.0032809+0.00039356i,0.0024638-0.0015835i,0.0013691-0.0020172i,-9.6615e-05-0.0010273i,-0.0010448+0.00019445i,-0.00061142+0.0014878i,-5.67e-05+0.001787i,5.664e-05+0.0013333i,-0.00039282+0.00031123i,-0.0010869-0.00065194i,-0.00062552-0.00083968i,0.00051236-0.00040801i,0.00026205+8.7707e-05i,-5.4083e-05-7.7453e-06i,8.2487e-05+5.3841e-05i,-0.00068205+0.00012323i,-0.0010443-0.00034833i,-1.7247e-05-0.0010701i,-0.00022452-0.0011161i,-0.00084067-0.00038089i,-0.0007713-0.00048808i
0.0014155+0.00083776i,0.0013817-0.00030945i,0.0013302-0.0021391i,0.00068467-0.0028414i,-0.00037837-0.002126i,-0.0013888-0.0011167i,-0.0015324-0.00045646i,-0.0010194+0.00022371i,-0.00044039+7.0188e-05i,0.00011393-0.00088232i,-0.00011399-0.00092078i,-0.0009987-0.00080343i,-0.0012278-0.0010502i,-0.00079584-0.0011115i,0.00026132-0.0013894i,0.00072814-0.00090276i,-9.442e-05-0.0004959i,0.00011146-0.00047393i,0.00028926-0.00073699i,0.00011402-0.00039174i,0.00019859+0.00068703i,-0.0003289+0.00091333i,-0.0010044-0.00021033i
-0.0022846-0.0010626i,-0.0016924-0.0022325i,-8.0561e-06-0.0027959i,0.001449-0.002852i,0.00099264-0.0026183i,0.00013818-0.0014426i,-0.00074357-0.00048598i,-0.00076734+0.00028161i,0.00069251+0.00021078i,0.0013034-0.00023714i,0.00040985+7.7568e-05i,-0.000377-0.00013778i,-0.00040877-0.00054895i,-0.00038777-0.0001581i,0.00034827-0.00061597i,0.00064785-0.0013734i,0.00036218-0.0012896i,-0.00035684-0.00094315i,-0.00052678-0.00045709i,0.00011583+0.00015697i,0.00061087+0.00046093i,0.00098219+4.0739e-06i,0.00046418-7.0749e-05i
-0.0018427-0.00031454i,-0.0020826-0.00069269i,-0.0011611-0.0021393i,-0.00051969-0.0026224i,-0.00053778-0.0016199i,-0.00079423-0.00037341i,-0.00030922+2.1177e-05i,-6.6708e-05-0.00055626i,-0.00066181-0.00054654i,-0.00055873+0.00072054i,7.4311e-05+0.0012866i,-0.00011395+0.00069672i,-0.0006596-0.00050207i,-4.6625e-06-0.00093522i,0.00057898-0.00084039i,0.00016152-0.00047295i,-3.3697e-05-0.00010669i,1.4257e-06-0.00025519i,-0.00087341-1.8043e-05i,-0.0008907-0.00013889i,-0.00038167-0.00013248i,-1.5856e-05+0.00018932i,0.0003242+0.00018669i
0.0041306+5.1409e-05i,0.0030784-0.0017998i,0.0021979-0.002755i,0.0009826-0.0030812i,-0.00060215-0.0031706i,-0.0012497-0.0023414i,-0.0011029-0.00021415i,-0.00098455+0.0010528i,-0.00075022+0.00059228i,0.00025185-4.7058e-05i,5.5666e-05+0.00027783i,-0.00095472+0.00048563i,-0.00034316+0.00029738i,0.00030267+0.00017661i,0.00060478+0.00042818i,0.0010415+0.00019288i,0.00037793+0.00025637i,-0.00011899+0.0006808i,-9.4669e-05+0.00072586i,-0.00034987+0.00049322i,-0.00073305+0.00032258i,-0.00037383-0.00017065i,0.00043704-0.00068825i
-0.00050944+0.0013283i,1.4904e-05+0.0010746i,-0.00042052-0.00090467i,-0.0012125-0.0026002i,-0.0014451-0.0022048i,-0.00052564-0.0010223i,-0.00019306+9.1259e-05i,-0.00044393+0.00061822i,-6.4575e-05+0.0005736i,0.000442+0.00048459i,0.00070797+0.0001012i,0.00029339-0.00047003i,-0.00040267-0.0005803i,-0.0001337-0.00052911i,0.00058296-0.0010131i,0.00058789-0.00077714i,-0.00024251-0.00041537i,-0.00082655-0.00037966i,-0.0005206-0.0007565i,0.00026599-0.00083395i,-7.9374e-05-0.00034417i,-8.9701e-05+0.00012924i,0.00086725+3.2777e-05i
-0.00030553+0.0019383i,0.00062644+0.0018436i,0.00084543-0.00037047i,0.00093096-0.0027427i,0.000231-0.0027558i,9.6011e-05-0.0015144i,0.00059676-0.00054486i,0.00060197+0.00073104i,0.0008195+0.0012495i,0.0012994+0.00023416i,0.00046853-0.00037573i,-0.0001657-0.00041429i,6.9649e-05-0.00034853i,-0.00045214+0.00053491i,-0.0003059+0.00023154i,-0.00052081-0.00067406i,-0.00095927-0.0005262i,-0.0011618-0.00013473i,-0.0006704+0.00012716i,0.00022064-4.9901e-05i,0.00019517-0.00058195i,-0.00037352-0.00036994i,-0.00012076+0.00016923i
0.0011044-0.0008729i,0.00057846-0.0012793i,-0.00019721-0.0034392i,-0.00033427-0.0040182i,-0.00051116-0.0030663i,-0.00061494-0.0018268i,-0.00035553-6.5414e-05i,-0.00017262+0.00078061i,0.00055333+1.7621e-05i,0.00045751-9.0187e-05i,-0.00028501+0.0007435i,-0.00053639+0.0017436i,-0.0011247+0.0014255i,-0.00064272+0.00093701i,0.00051202+0.00063601i,0.00019243+3.9686e-05i,-5.968e-05-0.001029i,0.00038092-0.0016701i,0.00017265-0.0011098i,-0.00018463-0.0010845i,0.00010458-0.0010829i,-0.00012069-0.00015198i,-0.00073286+7.8334e-05i
0.0038436-0.00031698i,0.0026451-0.0027154i,0.0020808-0.004169i,0.0013617-0.0044083i,0.00031482-0.0041791i,-0.0010211-0.0021867i,-0.001515+6.6665e-05i,-0.00069633+0.00016533i,0.00024294-0.00048955i,0.0014479-0.00080712i,0.0006796-0.0017129i,-0.0006567-0.0014077i,-0.00023239+0.00010967i,0.00023586+0.00039349i,-5.0375e-05-0.0004504i,7.2797e-05-0.0010407i,-0.00020879-0.00088714i,-0.0005635-0.0006424i,8.1983e-05-0.0008334i,0.00065172+0.00017894i,0.0001164+0.00041708i,-0.0010008-0.00033966i,-0.00081264-0.00016582i
0.0013414+0.0036048i,0.00066262+0.00089852i,0.0011048-0.00087657i,0.0017252-0.0022792i,0.0015113-0.0027783i,-6.8343e-05-0.0021878i,-0.0014151-0.00025416i,-0.0015152+0.0013277i,-0.00057179+0.0013787i,0.00044993+0.00032208i,0.00084784-0.00092836i,0.00090651-0.0009595i,0.00013409-0.0006283i,-0.0005862-0.00010048i,0.00040948-0.00016158i,0.00082589-0.00064371i,0.00036669-0.00063965i,0.00014255-0.00048973i,0.00036581-0.00022508i,0.00015048-0.00010485i,-0.00014445+0.00011881i,-8.6457e-05+0.00028676i,-3.8997e-05+0.00030496i
0.00088054+0.0023405i,0.0019843+0.00086779i,0.0023509-0.0010235i,0.00199-0.0012057i,0.00083428-0.0011698i,-0.00024774-0.00090391i,-0.0011797+0.000541i,-0.00099407+0.0018943i,9.5188e-05+0.0024312i,0.0012824+0.0012903i,0.001622-5.521e-05i,0.00048683-0.00063968i,-0.00060853-0.0012655i,-6.384e-05-0.00084392i,0.00078555+6.8963e-05i,0.00083748+0.00041247i,0.00029519+0.0010232i,2.8345e-05+0.00079773i,0.0001493+0.00038918i,0.000761+0.00019191i,0.00084152-0.00019233i,0.0010555+3.4567e-05i,0.0015585+0.0010918i
-0.0021195+0.0015984i,0.0006487+0.0007063i,0.0021731-0.0012478i,0.0018494-0.0014344i,0.00074414-0.0010585i,0.00051942-0.00058559i,0.00029193+0.00083524i,0.00020009+0.0010234i,0.00049849+0.00021543i,0.00059755+3.941e-05i,0.00097164+0.00056471i,0.00057827+0.0001553i,-0.0006389-0.00070975i,-0.00094997-0.00061028i,-0.00056563-0.00077811i,0.0003147-0.00082385i,0.00047776-0.0013686i,0.00028541-0.0015654i,0.00040699-0.00061082i,0.00027555-0.00015809i,0.0005592-9.4713e-05i,0.00039408+3.579e-05i,0.00019206+9.5631e-05i
-0.0014814+0.0015316i,-0.00088308+0.00014101i,-4.4516e-05-0.0017107i,0.00096782-0.0029197i,0.00080777-0.0025688i,0.00044926-0.0013212i,0.00022996-0.0010951i,-0.00016967-0.0011942i,0.00032454-0.00057014i,0.0011107+0.00012746i,0.00030304+0.00034634i,-0.00031398+0.00070835i,8.8276e-05+0.00041806i,0.00028244+0.00014791i,7.7874e-05+0.00058782i,-0.00024194+0.0007464i,-4.0056e-05-0.00021949i,-8.4587e-05-0.0013114i,-0.00015188-0.001422i,-0.00025775-0.00016619i,-2.5732e-05+0.00068905i,0.00077358+0.00063871i,0.0007773+0.00037921i
0.0027169+0.0042508i,0.0023274+0.0019723i,0.0024359-0.00082218i,0.0018342-0.0031896i,0.00075059-0.0035059i,-0.0009377-0.0019567i,-0.0015542-0.00084649i,-0.00096708-0.00032132i,-0.00017353+0.00042837i,-0.00013399+5.5549e-05i,4.2214e-05-0.00058567i,-6.9004e-05+0.00012515i,-0.0012454+0.00053047i,-0.001214+0.00035371i,-0.0003278-0.00038091i,-0.00034879-0.0010008i,-0.00048217-0.0016298i,-0.00012429-0.001517i,-0.00015724-0.00012657i,0.00025639+0.00037426i,0.00063319+0.00023482i,0.00011081+0.000376i,-0.00013916+0.00016919i
0.0012526+0.0018285i,0.0014095-0.00061485i,0.0017512-0.0029538i,0.001134-0.0035712i,0.00044105-0.0028049i,-0.00036113-0.0011879i,-0.00077531-0.00025461i,-0.00066884+5.7406e-05i,-0.00022815+0.00034786i,-3.953e-05-0.00014671i,-0.0009274-0.00066555i,-0.0012858-0.00051909i,-0.00015332-8.8006e-05i,0.00026846+0.00071178i,5.8205e-05+0.0015262i,-1.8868e-05+0.0006858i,0.00024746+0.00022748i,0.00075947+0.0002475i,0.00052192-0.0001289i,0.00046128-0.00016044i,0.00032838+0.00022761i,-0.00015153-0.00013921i,5.4791e-05-0.00022931i
0.00066444-0.001523i,0.0013566-0.001559i,0.0017139-0.0025378i,0.00081052-0.003283i,0.00014814-0.001296i,0.00018275+0.0010834i,0.00013878+0.0013953i,0.00039394+0.00095586i,0.00078636+0.00081979i,0.00024435+0.00020342i,-0.00090198-0.00053228i,-0.0011512+6.8429e-06i,-0.00019031+0.00037312i,0.0011938+0.00048531i,0.001079+0.0004886i,-0.00010156-0.00062607i,-0.00012632-0.0010519i,0.0004265-0.00044233i,0.00016453-5.2852e-05i,-0.00034256+0.00019895i,-0.00074369-0.00018326i,-0.0011712-0.0002797i,-0.0011993+6.5451e-05i
0.00022355-0.00080902i,0.00023854-0.00094254i,0.001-0.0015061i,0.0013806-0.0019255i,0.00084505-0.0021459i,0.00037815-0.00097282i,0.0001113+0.00062173i,0.00044828+0.0010187i,0.0012413+0.0010545i,0.0013227+0.00071099i,0.00040292-0.00025596i,-0.00038266-0.00073524i,-0.0001989-0.00079519i,0.00051419-0.00045566i,0.00099351-5.7878e-05i,0.001085-0.00024317i,0.00074062-0.0002833i,0.00035496-0.00024432i,0.00053117-0.000389i,0.00019733-0.0005111i,0.00089213-7.7907e-05i,0.0010611+0.00087779i,5.2683e-05+0.0004882i
-0.001351+0.0023158i,-0.00079511-0.00048542i,0.00033324-0.002603i,0.00097168-0.0044462i,0.0011288-0.0050713i,0.00032015-0.0039204i,-0.00029106-0.0014131i,-0.00026537+0.00027059i,-0.00038664+0.00028175i,-0.00025131-0.00027809i,0.00032595-0.0003322i,0.00043552-0.0002433i,0.00065026-0.00064193i,0.00086215-0.0010038i,0.00068075-0.00062886i,0.00052613+0.00029886i,0.00020139+0.00056937i,4.7609e-05-0.00023258i,-0.00037578-6.6051e-05i,-0.0004373+0.00013458i,7.9093e-06+0.00049394i,0.00029331+0.0011337i,0.00057661+0.0011525i
0.0047025+0.0022731i,0.0035444-0.00097277i,0.0031956-0.0032226i,0.0016976-0.0041116i,-0.00029539-0.0039185i,-0.0015464-0.0025906i,-0.0013631-0.00091804i,-0.0010066+0.00024844i,-0.00085203-0.00046473i,-0.00032438-0.00092219i,-0.00039578-0.00086943i,-0.00061318-0.00089944i,-0.0004784+0.00013304i,-0.00042781+0.00019754i,-0.00042146-1.1085e-05i,-0.00034743-5.3439e-05i,-0.00055804-0.00010937i,-0.00068274-0.00019818i,-0.00051156-0.00027228i,-0.00045635-0.0003534i,0.00013867-0.00041704i,0.00036153-0.0002888i,-0.00013114+0.00016466i
-0.00083271+0.0011537i,0.00047739+0.00077429i,0.00060903+0.00010764i,0.00017147-0.00098419i,-0.00060592-0.00022818i,-0.0015674+0.00086674i,-0.0010699+0.00030535i,-8.3787e-05-1.6586e-05i,-0.00043244+0.00012283i,-0.0009168+0.00034113i,-0.00062406+0.00047521i,-9.6853e-05+0.00014271i,0.00028857+0.00027277i,0.00026794-0.00015023i,-0.00032732-0.00058528i,-0.00017927+0.00019034i,-5.3479e-06+0.00063563i,-0.00017316+0.00044974i,-0.00061165+0.00040017i,-0.00067794+4.2374e-06i,0.00032206-0.00076936i,0.00023556-0.0010213i,-0.00032226-0.00018303i
-0.0010274+0.00010625i,-0.00021995+0.00069775i,-0.00017955+9.279e-05i,-4.5843e-05-0.0006166i,0.00044262-0.00039245i,9.4465e-05+0.00050618i,-0.00073645+0.0014761i,-0.00098991+0.0011106i,-0.00067554+0.0013144i,-0.00037647+0.0015176i,-0.00040833+0.00043902i,0.00023159+1.2308e-05i,0.00088958-2.5717e-05i,0.0010592-0.00038116i,0.0013002-0.00042047i,0.0015858-0.00084095i,0.0016055-0.0010483i,0.00077512-0.00035053i,0.00020451-0.00042197i,9.796e-05-0.0011109i,9.4682e-05-0.00050499i,7.8763e-05+0.00052144i,0.00035376-0.00022953i
-0.0024194+0.00064531i,0.00098585-0.0004615i,0.0024719-0.00021095i,0.0019754-0.0006596i,0.0016287-0.0011084i,0.0013942-0.0014746i,0.00088787-0.0010657i,0.00019341+0.00034182i,0.00057763+0.0010514i,0.0012579+0.00063001i,0.0015991-0.00024434i,0.0013271-0.00042459i,0.00065378-0.00038062i,0.00024034-0.00014252i,0.0002516+8.7109e-05i,0.00041271+3.9167e-05i,0.00040283+0.00020842i,5.7372e-05+0.00017429i,-0.00049018+3.2073e-05i,-0.0004041+0.00041754i,-0.00025303+0.00019888i,-0.00092116+0.00019261i,-0.0011425-1.4833e-05i
-4.98e-05+0.0013835i,2.3185e-05-0.00014639i,0.0014865-0.002054i,0.0024139-0.0033144i,0.0013483-0.0035276i,-0.0005151-0.0016814i,-0.00072976-0.0002667i,-4.1709e-05-0.00043611i,-0.00053444-0.00055962i,-0.00030875-0.00037979i,-2.6005e-05-0.00057189i,-8.947e-05-0.00056523i,-0.00021309-0.00064987i,-0.00035121-0.00090744i,-0.00024899-0.00047512i,-0.00053138-0.00034147i,-0.00036197+0.00022987i,-0.00036768+0.00033311i,-0.00052475-0.00031071i,0.00040014-0.00027054i,0.00030858+0.00019267i,4.5374e-05+0.00012715i,0.00049108+0.00010128i
-0.0019381+0.0036389i,-0.00038045+0.00217i,-6.2244e-05+0.00013469i,-0.00034711-0.0012276i,-0.00041806-0.0017224i,-0.00057027-0.0016028i,-0.0010694-0.00087723i,-0.0008981-0.00027298i,-0.00084137-0.00030735i,-0.00036169-0.0006678i,0.00036881-0.00088499i,0.00064314-0.00047264i,0.00037969+0.0003439i,-0.00011716-0.00014009i,0.00031572-0.00056164i,0.00081507-0.00021769i,0.00042671-9.7485e-05i,-0.00055487-0.00017096i,-0.0005514-0.00053647i,4.0042e-05-0.00033361i,2.0859e-05-0.00025542i,4.3204e-05-0.0006273i,-0.00036422-0.00046236i
0.00013081+0.0020336i,0.00026157+0.00053803i,0.00042592+9.7001e-06i,0.00092543-0.00040086i,-0.00035365-0.00040299i,-0.0017936+0.00049488i,-0.0012702+0.0016703i,-0.0011275+0.001716i,-0.00090656+0.0006899i,-0.00091062-9.7543e-05i,-0.00084732+0.00024264i,0.00014822+0.00063573i,0.00033249+0.00081769i,0.00013556+0.0008658i,0.00025759+0.00058107i,-0.00023634+0.00055066i,-0.00028952+0.00045581i,0.00010118+0.00050645i,-0.0006477+0.00032064i,-0.0010518+0.0001106i,-2.4071e-05-0.0003345i,0.00091023-0.00034473i,0.00082371-0.00067361i
0.00135-0.00039926i,0.0025164-0.00060696i,0.0024988-0.0018332i,0.0012398-0.0026005i,0.00067563-0.0015287i,-0.00040788-0.00015939i,-0.0014186+0.00035959i,-0.0016056+0.00087252i,-0.0011565+0.00087505i,-9.3016e-05+0.00035896i,-0.00041456-1.5508e-05i,-0.00023152+0.00012408i,0.00049174+8.0604e-05i,8.8365e-05-0.00036981i,-0.00020507-0.00014981i,-0.00013712+0.00013355i,0.00020728+0.00030027i,0.00047251+0.00023015i,-0.00029552+0.00012186i,-0.00059886+2.5029e-06i,0.00049684-5.303e-05i,0.0010797+0.00044967i,0.00076699+0.00038346i
-0.0021427-0.00099955i,-0.0011036-0.00143i,0.00027721-0.0026573i,0.0012178-0.003198i,0.0013838-0.0023436i,0.0013551-0.0012532i,0.00091527-5.3413e-05i,6.2062e-05+0.00063302i,-0.00024503+0.00094867i,-0.00048424+0.0010218i,-0.0010877+0.0015464i,-0.00097745+0.0011035i,-0.00066581+0.00033845i,-0.00018029+0.00042309i,-6.9364e-05+0.00019145i,-0.0004877-1.8078e-05i,-0.00070029-0.00010632i,-0.00099835-0.00042535i,-0.0012268-0.00016281i,-0.00085306-0.00049134i,-0.0004455-0.00043389i,-0.00013998-0.00046444i,-0.00015266-0.00016804i
-0.00080138+0.0041259i,0.00041354+0.0015356i,0.0021816-0.0012373i,0.0019661-0.0036242i,0.00073257-0.005132i,-0.00026832-0.0040039i,-0.00090598-0.0014348i,-0.00099831-0.00030387i,-0.00066504+0.00024576i,-0.00079878+0.00058591i,-0.00084807-0.00041448i,-0.00090614-0.0016539i,-0.00074938-0.0014147i,-0.0005393-0.0004618i,-0.00029961-0.00041247i,-0.00033468-0.00012954i,-0.00034747-0.00013261i,0.00011044-0.00068673i,-0.00016076-0.00063341i,-0.00015713-0.00085517i,0.00026989-0.00062468i,0.00041542-0.00049662i,0.00046108-0.00056379i
0.0023911+0.0022798i,0.0011954-0.00016657i,0.0012505-0.0022459i,0.0010024-0.0031637i,-0.000845-0.0031264i,-0.0020935-0.002237i,-0.0020198-0.0012003i,-0.00053465-0.00049545i,0.00017663+0.00040317i,-0.00035661+3.7406e-05i,-0.00043784-0.00027917i,-0.00067426-0.000485i,-0.0008397-0.00079285i,-0.00050977+8.6508e-05i,-0.00033408+0.00037762i,-1.8203e-05+7.2496e-05i,-8.4802e-05+0.00042682i,-0.00035855+0.00044529i,7.8266e-06-8.1519e-05i,0.00036488+0.00026754i,0.00037956+0.00019405i,0.00061025-0.00052219i,0.00049442-0.00095621i
0.0012136+0.00081932i,0.0022512+0.0014918i,0.0022891+0.00078762i,0.00065837-0.00085247i,0.00017492-0.00092707i,-0.00051352-0.00073479i,-0.0019486-0.00021799i,-0.0020755+0.00056955i,-0.0003763+0.00085423i,0.0004331+0.00052996i,0.00036261-0.00028445i,0.00019756-0.00033379i,-0.00024492+0.00054344i,-6.4494e-05+0.0010042i,8.7766e-05+0.000285i,0.00024288+2.5503e-05i,7.572e-05-0.00033741i,0.0001437-0.0010349i,-0.00039288-0.00048352i,-0.0013228-0.00024946i,-0.0003926-0.00056527i,0.00028805-0.00032187i,0.00041335-0.00015229i
-0.0033096-0.0043525i,-0.0023304-0.0030676i,-0.0018395-0.0029734i,-0.0014041-0.0029711i,-0.00097885-0.0014036i,-0.00098816+0.0010059i,-0.00053325+0.0020061i,-0.00018107+0.0014779i,-0.00052997+0.00027408i,-0.00055227-0.00014767i,0.00023133+8.7925e-05i,0.00072677+0.00077212i,0.0004845+0.0012772i,0.00073773+0.00079635i,0.00050935+0.00073754i,-9.9299e-05+0.00070103i,-0.00042922-1.6082e-05i,-0.0014212-0.00031867i,-0.0010056+0.00026487i,0.00018461+0.00019677i,0.00062273+5.3736e-05i,0.00035896+0.00049055i,0.00010551+0.00022078i
6.132e-05+5.9257e-05i,0.0025721-0.0016363i,0.003774-0.0025557i,0.0031494-0.003015i,0.0018056-0.0033574i,0.0010038-0.0023814i,-0.00015194-0.00087983i,-0.0004061+7.9076e-05i,0.00038282+0.00033992i,0.00023429+0.00059887i,0.00017663+2.39e-05i,0.00025143-0.0007823i,1.9114e-05-0.00063671i,-0.00014215-0.00072174i,0.00016098+0.00010405i,0.00029464+0.0011121i,0.00013032+0.00059718i,-0.00026477-7.8446e-05i,-0.00028514-0.00046594i,0.00087041-0.0007521i,0.0013807-0.00070411i,0.00070528-0.00075524i,0.00038967-0.00058216i
-0.0024899+0.0025849i,-0.0021439+0.0020127i,-0.00092031-8.0007e-05i,0.00073736-0.0022696i,0.00064114-0.0031335i,0.00026132-0.0019833i,0.00047042-0.00076542i,-0.00013384-0.00076457i,-0.001059-0.00060062i,-0.00085473-0.00023004i,-0.00034267-0.00058045i,-0.00012804-0.0010737i,2.6371e-05-0.00098278i,-0.00047065-0.00073785i,-0.00064016-0.0005075i,-0.00056658-8.3113e-05i,-0.00060376-3.2169e-05i,1.6682e-05-0.00038121i,0.00018607-0.00045578i,-2.761e-05+3.8452e-05i,0.00019466+0.00013825i,0.00016996-0.00024571i,0.00030848+1.5334e-05i
