-0.004832-0.00017859i,-0.0040294+0.00067612i,-0.004035+0.0029718i,-0.0037035+0.0034028i,-0.0019445+0.0041347i,-0.00042835+0.0038476i,2.1897e-05+0.0017936i,0.00042927+0.00028737i,0.001242+0.00043659i,0.0016256+0.00088988i,0.001002+0.00011627i,0.0011265-0.00051873i,0.0014065-0.0010805i,-0.00028104-0.0014891i,-0.0010317-0.0013242i,-0.00024349-0.001297i,-0.0002066-0.0011776i,-0.00030515-0.00068885i,-0.00028421-0.00045901i,2.6249e-05-0.00029591i,0.00035964-0.00021677i,8.1553e-05-0.00037408i,-0.00052902+7.2604e-06i
0.00016292+0.00056926i,0.0011921+0.00065018i,0.0011445+0.0007327i,-0.00034284+0.0011877i,-0.00073608+0.00099283i,0.00012569+0.00065095i,0.00040216+0.0013503i,0.00039348+0.0015164i,8.8219e-05+0.00072972i,7.2095e-05+0.00014385i,-8.5357e-05-0.00044309i,0.00052054-0.00089145i,0.00098064-0.00063677i,0.00040149-0.00013298i,0.0004714+0.00031216i,0.0006492+0.00020708i,0.0001508-0.00057727i,0.00033178-0.00056292i,0.0011375+0.00049936i,0.00058545+0.00064061i,0.00042224+0.00015624i,0.0012431+7.835e-05i,0.00016015+0.0002707i
-0.00069609-0.00054401i,-0.0013144+0.0013414i,-0.0015536+0.0021936i,-0.0019282+0.001916i,-0.0023607+0.0016958i,-0.001811+0.0017854i,-0.00076561+0.0012092i,-0.00071404+0.00023714i,-0.00025566+0.00017807i,0.0003758+0.00073116i,0.0007516+0.00049188i,0.00071809-0.00092171i,0.00047699-0.0011281i,0.00062855-0.00022551i,0.00079244+0.00025517i,0.00096652-5.2327e-05i,0.0010002-3.7977e-05i,0.00070532+0.00070646i,5.4914e-05+0.00087105i,-0.00016608+0.000503i,-0.00090384+0.00051723i,-0.00060568+0.0004988i,7.8951e-05+0.00060787i
-0.0002766-0.00035783i,-0.0018657-0.0011127i,-0.0031621-0.0013088i,-0.0040121-0.00081549i,-0.0032337+0.0001524i,-0.0011663+0.00063125i,-0.00022031+0.00024529i,0.00033061-0.00021088i,0.00082061-0.0001669i,0.00076182-0.00015213i,0.00032304+0.00018861i,-0.00010416+0.00023828i,-0.00019966-8.896e-05i,0.00043841-2.7176e-06i,0.0008474+9.3974e-05i,0.00072551+0.00024968i,4.4585e-05+0.00041157i,1.4638e-05+0.00023431i,0.00061219-0.0001985i,0.00038861-0.00011056i,0.0002399+0.00041479i,0.00047174+0.00020113i,0.00076795-0.00021771i
-0.0012856+0.00019931i,-9.699e-05+0.0021871i,-0.00010509+0.0043312i,-0.00099439+0.005093i,-0.0010468+0.0038969i,-0.00077398+0.0016665i,-9.509e-05-0.00037514i,6.9918e-05-0.00056738i,-0.00047297+0.00038442i,-0.0001501+0.0011985i,0.00034656+0.00083764i,0.00045931+0.00024296i,-0.00024517-0.00059969i,-0.00096772-0.0014268i,-0.00037766-0.00081863i,-0.00018242-0.00063038i,-0.00033909-0.00096912i,0.00012847-0.00028666i,0.00017441+0.0003474i,-0.00027835+0.00075291i,-0.00036997+0.0011225i,-2.3205e-05+0.0010798i,0.00056174+5.5819e-05i
-0.00012973+0.0019084i,0.00068708+0.0015482i,-0.00086316+0.0018294i,-0.001517+0.0019146i,-0.0019214+0.0016302i,-0.0014955+0.0013677i,-0.0005048+0.00054593i,-0.00092857+3.8801e-05i,-0.0010437+0.00011408i,-0.00035942+0.00048821i,8.4836e-05+0.00058364i,-0.00019754-0.00024494i,-0.0004158-0.00098376i,-0.00071874-0.00080394i,-0.0005746-0.00016664i,-2.3144e-05-0.00012097i,0.00018551-0.00042475i,-6.3653e-05-0.00015308i,-0.00041415+0.00033989i,-0.0003614-7.193e-05i,0.00015803-0.00054597i,-7.2349e-05-0.00063642i,-0.00020214-0.00033967i
-0.00027326-0.0003648i,-0.00057318-0.00038952i,-0.00074313-0.00022217i,-0.00070116-0.00073483i,-3.4674e-05-0.0012287i,-0.0002269-0.00040561i,-0.00044028+0.00049993i,-0.000119+0.00046619i,0.00066652+0.00039558i,0.0016843+0.00041105i,0.0014007+0.00031967i,0.00063115-0.00022147i,0.00054982-0.00028533i,0.00019079+0.00026946i,5.3586e-05+0.00017561i,0.0004139+0.00010801i,0.00020254+0.00027725i,0.00025942+0.0004478i,0.00055757+0.00092399i,0.00014582+0.0010323i,-1.8619e-05+0.00047408i,-0.0004111+7.8758e-05i,-0.00060429+0.00020526i
-6.1931e-05-0.00052203i,0.0012181-0.00082947i,0.0012023-5.2419e-05i,0.00062176+0.00075211i,-3.6453e-05+0.0014337i,-0.0010805+0.0015132i,-0.00099841+0.00086928i,-0.00059718+0.00047165i,-0.0005616+0.0005599i,-0.00023654+0.00063751i,-6.653e-05-0.00021094i,7.6941e-05-0.00057006i,0.00034323-1.0617e-05i,0.00052898-0.00013952i,0.00066279+0.00019464i,0.00039151+0.00058693i,-0.00035782+0.00058033i,-0.00066738+0.00079847i,-0.00061207+0.00072605i,-0.0012111-5.2503e-05i,-0.0018218-3.8346e-05i,-0.0017431+0.00031981i,-0.00058522+0.00055548i
-0.0012081+0.0010611i,-0.0010939+0.0011145i,-0.00052873+0.0011229i,0.00012937+0.00049444i,0.001098-0.0002808i,0.0011391+0.00018288i,-5.7059e-05+0.00049566i,-0.00071024+0.00030281i,-0.00083392+0.00083382i,-0.00039108+0.001007i,-0.00025998+0.00014357i,9.5662e-05+0.00019018i,-5.7983e-05+0.0006906i,-0.0008026+3.0772e-05i,-0.00066237-0.00018415i,4.2329e-05-0.00050643i,0.00036744-0.00080794i,5.506e-05-0.00070663i,0.00021948-0.00048648i,0.00040497+0.00027593i,0.00052717+0.00059983i,0.00046293+0.00027548i,0.00030949-0.00034216i
-0.0013127-0.00058073i,-0.0024002+0.00025813i,-0.0032216+0.0006332i,-0.0028233+0.0019431i,-0.001609+0.0020418i,-0.00024242+0.00088675i,-0.00032569+0.00026324i,-0.00077882+0.00017885i,-0.00086035-8.3637e-05i,-0.00086074-0.00028395i,-0.00031958+0.00090491i,-0.00024375+0.0013234i,-0.00010297+0.00023085i,0.00042107-0.00057582i,0.00029635-0.00046543i,-0.00024202-0.00010601i,0.00033557+0.00010343i,0.00061955-0.00021568i,0.00037567-0.00025209i,0.00029753+0.00044609i,-0.00028753+0.00041038i,-0.00053762+7.283e-05i,-0.00066474-7.3987e-05i
0.00048865-0.00070712i,-0.00030585-0.0010736i,-0.00095484-0.0015484i,-0.0012459-0.00026032i,-0.00053226+0.00070421i,-0.00046481+0.00085993i,-0.00073423+0.00042631i,-0.00075171+0.00079441i,-0.0010483+0.00040816i,-0.000239-0.00028293i,0.0007868-0.00030463i,0.00091275-1.5494e-05i,0.0008275-0.00022864i,0.00061524-0.00032644i,0.00057992+0.00018121i,0.00049865+0.00054195i,0.00026638+8.3979e-05i,0.00072567-0.0013307i,0.00034119-0.0012883i,-0.00021141-0.00019801i,0.0003597-3.6157e-05i,0.00047353+0.00057526i,-0.00011419+0.0006029i
-0.00030278-0.00020083i,-0.00092081+0.00023398i,-0.0016506+0.00025266i,-0.0019227+0.00051035i,-0.0018692+0.0010843i,-0.0020857+0.00096655i,-0.0015536+0.00070546i,-0.00069177+0.00017508i,8.1671e-05+0.00013532i,0.00098811+0.00029477i,0.00071575-0.00056024i,0.00071557-0.00016235i,0.0011343+0.00065383i,-8.9845e-05+0.00048202i,-0.0010266-5.6032e-05i,-0.00085389-0.00065952i,-0.00054905-0.00027338i,-0.00031451+0.00053981i,-0.00017264+0.00049641i,-0.00019312+0.00047195i,4.8954e-05+0.00056611i,-0.00022603+4.0169e-05i,-0.0005107-0.00056627i
-0.0032077-0.00043805i,-0.003039+0.00046585i,-0.0030776+0.001701i,-0.0030511+0.0023483i,-0.0020671+0.0023686i,-0.0019911+0.0015738i,-0.0014063-7.6505e-05i,-0.00029068-0.00075874i,0.00010532-0.00026245i,0.00043365+2.9611e-05i,0.00076299+0.00030972i,0.00048349+0.00080418i,-9.8861e-05+9.9557e-05i,0.00025918-0.0011558i,0.00064117-0.00088404i,-6.1299e-05-0.00018629i,-0.00043548-0.00015165i,-6.0644e-05-0.0001666i,-6.7921e-05+1.5553e-05i,-0.00027866+0.00017017i,-0.00021776+0.00027386i,2.456e-05+0.00035765i,0.00018982-0.00016013i
0.00069241-0.00026582i,-0.00085775-0.0011572i,-0.0011827-0.0019345i,-0.00074656-0.0016868i,-0.001532-0.00037652i,-0.0017675+0.00029935i,-0.0006838+0.00035673i,-0.00012173+0.00023826i,-0.00012846-0.00016722i,-0.00026636-0.00036392i,-0.00055045-0.00057952i,-0.0003933-0.0004991i,-0.00062746-0.00013579i,-0.00019202-4.6522e-05i,0.00016792-0.00046726i,0.00027002-0.00053547i,0.00060089-0.0002893i,0.00036913-0.00074112i,0.00044861-0.0008671i,0.00072391-0.00010223i,0.00039622+0.00037609i,0.00023641+0.00013922i,0.00035586-0.00042524i
-0.00045465+0.00012639i,0.00050873+0.0012603i,0.0007528+0.0027537i,0.00089394+0.0031425i,3.7829e-06+0.0025958i,-0.00072065+0.0018426i,-0.00068397+0.0012351i,-0.00013546+0.00075131i,0.00014213-0.00040829i,0.00032419-0.00090411i,0.00047366-0.00030214i,0.00068279-0.00073108i,0.00070688-0.00074502i,0.00052611+6.0736e-05i,6.4412e-05-0.0001064i,0.00053935-0.00064018i,0.0008337-0.00071966i,0.00074622-0.00062656i,0.00057573-0.00053934i,0.00020251-0.00020644i,-0.00021217+0.0001455i,6.2309e-05+0.00025169i,-0.00011198+0.0004923i
-0.00076148+0.0014877i,-0.001127+0.0018487i,0.00013076+0.0015414i,-0.00019686+0.00046567i,-0.00094232-1.0527e-05i,-0.00077608+8.6395e-05i,-0.00064601-4.7418e-06i,-0.00047021+0.0003515i,-0.00021734+0.00081337i,-3.5397e-05+0.0011245i,-0.00038296+0.00064663i,-0.00029814-3.5804e-05i,-0.00039208+0.00050777i,-0.00022506+0.00062814i,0.00087127+4.855e-05i,0.00076454-0.00041461i,0.00032573-0.00053291i,0.00019441-1.96e-06i,0.00011063-0.00012495i,-0.00011053+0.00022129i,-0.00041058+0.00059129i,-0.00057472-0.0001095i,0.00020099-0.00024327i
-0.00046762-0.00067439i,-0.00037765-0.00070522i,-0.00050423-0.00050038i,-0.00045465+0.00081149i,-0.00072454+0.0021555i,-0.00089864+0.0017125i,-0.00035613+0.0011319i,-0.00036768+0.0010767i,-0.00063233+0.00056212i,0.00012914-0.00033918i,0.00040093-0.00055631i,0.00022906-0.00026353i,0.00039841+0.0001419i,0.0009517+4.8725e-05i,0.00076672-0.00016918i,0.00071843+6.1001e-05i,0.00098709-8.6331e-05i,0.00043927-0.00041173i,0.0001992-0.00031257i,0.00068553+0.00019904i,0.00098773+0.00030071i,0.00043836+3.223e-05i,0.00038312+0.0001672i
0.00081308+0.00097082i,0.0014583-0.00061439i,0.00081774-0.00061236i,0.000132+0.0011599i,0.00017075+0.0019303i,-0.00026337+0.0015603i,-0.00021159+0.00049918i,0.00067063+0.00038986i,0.0002899+0.0012755i,-0.000239+0.0014465i,-0.00023426+0.0013357i,-7.0738e-05+0.00069553i,-0.00031228+1.2639e-05i,-0.00039704+2.0198e-05i,0.00020866+0.00024619i,0.00081601+0.00025202i,0.0013149+0.00059076i,0.00060578+0.0007989i,-0.00048389+0.0012343i,-0.00048725+0.00090933i,0.00024175-4.501e-05i,0.00075768-0.00027215i,0.00013157-2.6178e-05i
-0.000245+0.0030558i,-0.00054506+0.0029125i,-0.00057084+0.0028386i,0.00049423+0.0018433i,0.0011437+0.0011257i,-0.00052225+0.00065064i,-0.0011495+6.4812e-05i,-0.0015513+0.00044349i,-0.0012695+0.00037135i,-0.00048369+2.4672e-05i,-0.00020922-0.00017028i,0.00038438-0.0006769i,0.00061653-0.00014734i,0.00019531+0.00062796i,-0.00061224+0.00031916i,-0.00025753-0.00029624i,0.00010543-0.00032263i,-0.00034529-0.00012337i,-0.0001436+0.00037877i,-0.0003259+2.0584e-05i,-0.00010323-0.00027392i,0.00032995+0.0003259i,0.00071832+0.00014042i
-0.00013996-0.00093442i,-0.0006634-6.154e-05i,-0.0022944+0.00026531i,-0.002324+0.00028164i,-0.0011965+0.00045785i,-0.00037776+0.00075379i,-5.7185e-05+0.0010494i,0.00027084+0.00090105i,0.00037551+0.00052773i,0.00019129+0.00053473i,1.1715e-06+0.00030999i,-0.00048923+9.3263e-05i,-0.0006909-0.00012775i,-0.00047049-0.00034192i,0.0001042-0.00038474i,0.00083053-0.00097732i,0.00086075-0.0012166i,0.00056159-0.00033915i,1.5422e-05+3.372e-05i,-0.00021109-0.00037446i,0.00040901-0.00054269i,0.00068351+0.00014268i,0.0003794+0.00057577i
0.00072451+0.00049233i,0.00041089-0.00010661i,0.00060536+0.00027724i,-9.0571e-05+1.3258e-05i,-0.00073256+0.00010851i,-0.00090842+0.00028738i,-0.00066181+0.00023154i,-0.00042248+0.00093418i,-0.00098349+0.0014457i,-0.00083371+0.00064603i,0.00029998-0.0001672i,0.00074325-0.00062114i,0.00031772+1.6823e-05i,0.000213+0.00056919i,0.00061935-6.6147e-05i,0.00074006+0.00012871i,0.00041914+0.00057512i,0.00031931+0.00034009i,0.00010994-0.00014087i,7.9945e-05-0.00061389i,-9.5725e-05-0.00041523i,-0.00035827+0.00040075i,-4.8724e-05+0.0012091i
-0.001842-0.00084496i,-0.00097491+0.00077514i,-0.0013071+0.0029543i,-0.0015237+0.0039623i,-0.00091569+0.0029483i,-0.00021215+0.0018677i,-6.6806e-05+0.0017121i,8.3486e-05+0.0012353i,-0.0002119+0.0012985i,-0.0010159+0.0014811i,-0.00085113+0.0012362i,-0.00045532+0.00079609i,-6.0352e-05+0.00040229i,2.9887e-06+5.5458e-05i,-0.00049208+0.00028615i,-0.00024325-0.00010974i,5.5534e-05-0.00095063i,0.00017231-0.00021384i,0.00033537+0.00081984i,0.00041991+0.00035962i,-7.3496e-05-2.8246e-05i,-0.00065707-0.00029427i,-0.00044682-0.00030923i
0.00069384-0.00034551i,6.0173e-05-0.00079606i,2.3701e-05-0.0015701i,-0.00085935-0.0012034i,-0.0015405+3.0069e-05i,-0.0010599+0.001056i,-0.00053699+0.00082143i,-0.00086007+1.8733e-05i,-0.00035031+0.00019978i,0.0002035+0.0006453i,-1.8402e-05+9.6067e-05i,-0.00038427-4.2553e-05i,-2.497e-05+0.00039868i,0.00010912+0.00055461i,-0.00025381+0.00096933i,-0.00031928+0.0011294i,-0.00018691+0.00051138i,-0.00031258+0.00085875i,-0.00011771+0.0012819i,-0.00085407+0.00057254i,-0.001184-0.00017357i,-0.00093437-0.00028039i,-0.0002665+0.00011967i
-0.001713+0.0035867i,-0.00035436+0.0020856i,0.00055475+0.0020132i,0.0011839+0.0025451i,0.0013993+0.0027071i,0.00039903+0.0010133i,-0.00013641+0.00027578i,7.5984e-05+0.00074654i,0.00017433+0.00065949i,0.0003792+9.5793e-05i,0.00053888-0.00032551i,0.00062594-0.00079106i,0.00010576-0.00061429i,-0.0008197-0.00024029i,-0.0014696-0.00040323i,-0.0010766-0.00047867i,-0.00038987+0.00010478i,-0.00031327+0.00086176i,-0.00020043+0.00087269i,0.00013942+0.00032718i,-5.6799e-05+0.00017585i,0.00042774+0.00072583i,0.0011051+0.00071995i
-0.0018806-0.0012362i,-0.0020463-0.00058104i,-0.0029781+0.0012113i,-0.003056+0.0020513i,-0.002194+0.0023121i,-0.00042183+0.0025658i,0.00030382+0.0016254i,0.00023104+0.00028955i,0.0006475+3.8023e-05i,0.0006122+0.00050775i,9.3348e-05+0.00058443i,0.00032473+0.00047717i,0.00062933+0.00044943i,0.00013406+0.00023469i,0.0004475+0.00043623i,0.00095856+0.00099088i,-0.00024079+0.0010093i,-0.00059652+0.00054851i,1.5901e-05+0.00055152i,-4.6937e-05+0.0009598i,0.00023074+0.00067001i,0.00051501+0.00024616i,0.00016319-8.3421e-05i
-0.0023087-0.00045562i,-0.0020786+1.4253e-05i,-0.0023895+0.00095548i,-0.0020957+0.0011834i,-0.0011402+0.00098516i,-0.001062+0.0011426i,-0.00088719+0.0011357i,-0.00039551+0.00045573i,-0.0010352+0.00021216i,-0.00092612+0.0011964i,-0.00014595+0.0014441i,0.00060765+0.00092961i,0.001495-0.00016623i,0.0017511-0.00075624i,0.00089921-0.00045722i,6.2625e-05-0.00068198i,-0.00015982-0.00087638i,0.00010834-0.00030858i,-0.0001533+0.00021207i,-0.00033903+0.00081059i,-4.3766e-06+0.00059123i,0.00018834-0.00030242i,-0.0011381-0.00064918i
0.0019615+0.00048235i,0.0020337-3.6997e-05i,0.0010609-0.00041368i,-0.00026439-0.0013969i,-0.00054078-0.0010416i,-0.0010176+0.00043949i,-0.00076944+0.00075116i,-0.00051291+0.00025064i,-0.00035185+0.00019198i,-0.00018234+0.0010978i,0.0002546+0.0014342i,0.0005461+0.00012342i,-0.0007438-0.0002241i,-0.0011477+2.6421e-06i,0.00021489-0.0006617i,0.0013355-0.0012756i,0.00074192-0.0016046i,0.00086808-0.001102i,0.00143-0.00035607i,-5.121e-05-0.0005244i,-0.0008232-0.0012016i,-0.00023831-0.0011468i,-0.00028625-0.00010072i
0.00078224-0.0010473i,0.00019141-0.0011675i,-0.00014521-0.0011329i,5.8547e-05-0.00050642i,0.00026236+0.00054224i,-0.00050238+0.0014415i,-0.0007365+0.00077192i,-0.00037116+0.00024548i,-0.00013834+0.00016081i,0.00018785-0.00022509i,0.00040973+2.1704e-05i,-4.0405e-05+0.00055438i,-0.00040993+0.00097144i,-0.00020428+0.0012567i,-0.00015723+0.00070307i,-0.00055677-0.00018019i,7.746e-05-0.00099195i,0.00069011-0.00072947i,0.00045467-0.00063754i,-1.7337e-05-0.0010401i,-0.00029108-0.00059489i,-0.00069214-4.0877e-05i,-0.00044053+2.021e-05i
-0.0016653-9.9259e-05i,-0.0013724+0.00035347i,-0.0018763+0.00058688i,-0.0020874-0.00020997i,-0.0012982-0.00084376i,-0.001243-0.00018124i,-0.0009158+0.00025733i,-0.00037198-0.00024697i,-0.00041381-0.00046562i,1.9266e-05-0.00020191i,0.00029466+0.00025596i,5.7274e-05+0.00030565i,0.0004109-1.6829e-05i,0.00072065-0.00025294i,4.7261e-05-0.00064901i,1.8875e-05-0.00047508i,-3.7137e-05+0.00037068i,-0.00049452+0.00045395i,-0.0004053-2.2996e-05i,-0.00023594-0.00020206i,0.00016763+0.00018572i,6.8684e-05+0.00069646i,-0.00017651+0.00047985i
0.0023116-0.0030024i,0.0011345-0.0035015i,-0.00041983-0.0031525i,-0.001504-0.0015143i,-0.0026148+3.1521e-05i,-0.0028047+0.00084767i,-0.001312+0.00068187i,-6.0418e-05-5.083e-05i,0.00036315-0.0005699i,0.00021224-6.8549e-05i,0.00019428+0.001242i,-0.00030802+0.0012998i,-0.00022974-0.00024612i,0.00053023-8.3268e-05i,0.0006763+0.0007232i,0.0010622+0.00048706i,0.00099087+0.00057656i,0.00068287+0.00065484i,0.00032444-7.2546e-05i,-0.00015764-0.00018082i,-0.00089447-0.00022001i,-0.00084619+0.00024485i,-0.00058792+0.00043902i
0.00018328+0.00086335i,0.00013016+0.00083065i,-9.6618e-05+0.0021243i,-0.00034274+0.0017123i,-0.00094061+0.00020476i,-0.0012767+0.00034455i,-0.00077523+0.00096826i,-0.00030329+0.001038i,0.00031822+0.00084397i,0.00055+0.00054867i,0.00036876-0.000254i,0.00017272-0.0008133i,-0.00072092+0.00018907i,-3.088e-05+0.00087299i,0.00093557+0.0004874i,0.00091555+0.00016981i,0.00077706-0.00048682i,0.00047669-0.0010402i,0.00066988-0.00080874i,0.00045215-0.0010391i,-0.00041049-0.00094293i,-0.00077087-0.00060889i,-0.0002906-0.00029161i
1.0488e-05+0.00016109i,-0.00037622+0.0011939i,-0.00053331+0.0020998i,-0.00014768+0.0027025i,-0.00062363+0.0024435i,-0.0013582+0.0012399i,-0.0012324+0.00033884i,-0.0012087-8.6231e-05i,-0.0010449-0.00058115i,-0.00078294-0.00038254i,-0.0005431-0.00044775i,-0.0002672-0.00044748i,-9.2048e-05-2.423e-05i,-7.0462e-05+0.00023096i,-0.00042819+0.00019221i,-0.00055881-0.00024919i,0.00017825-0.00082861i,0.00081477-0.00042412i,0.00021914-6.8603e-05i,-0.0010763-0.00024822i,-0.0011443-0.0004545i,-0.0002629-4.767e-05i,-0.00018713+0.00045764i
-0.00082683-0.0020751i,-0.0023865-0.0014608i,-0.0033181-0.0008086i,-0.0023036-0.00021035i,-0.00083209+0.00064417i,-0.0010222+0.00082861i,-0.0011705-5.5818e-05i,-0.0011362-3.6762e-05i,-0.00080949+0.00046977i,-0.00039521-0.00030425i,0.00018048-0.00069615i,0.00074454-0.00059084i,0.001102-0.00093124i,0.00096737-0.00078539i,0.0010191-0.00030283i,8.4538e-05+0.00033788i,-0.001062+0.00055529i,-0.00083301+0.00019412i,3.6748e-05-1.373e-05i,0.00052739+0.00015114i,-0.00026422-0.00019718i,-0.00078888-0.00082772i,-0.00051837-0.00037479i
0.0016007+2.5255e-05i,0.0024469+0.0015509i,0.0015249+0.0021619i,-0.00034562+0.0012694i,-0.0015953+0.00053881i,-0.0019009+0.00085319i,-0.0014418+0.00086962i,-0.0007746+0.00027019i,0.00040924+0.00046527i,0.00083381+0.00087857i,0.00035956+0.00020295i,-0.00016194-0.00095703i,0.00015778-0.00065481i,0.00045182+0.00032926i,0.00058414+0.00047605i,0.00031474+7.097e-05i,-0.00035701-0.0004436i,-5.9185e-05-0.00024299i,0.00048289-0.00070391i,0.00097145-0.00049849i,0.00027412-0.00028372i,-0.00037397-0.00027127i,0.00010686-0.00019941i
0.00090081-0.00010597i,-0.00042053-0.00035263i,-0.0014939-0.00029193i,-0.0015706-0.00017425i,-0.001146+0.0013033i,-0.0011831+0.002171i,-0.00065636+0.0014253i,0.00028823+0.00019091i,0.00040937-0.00022559i,1.0252e-05+0.00019249i,0.00025347+0.00026482i,9.1483e-05-0.00057716i,-6.7125e-05-0.0011414i,0.00061696-0.00053191i,0.000512+3.9811e-05i,-0.00052649-3.3501e-05i,-0.00098208-0.00011473i,-0.00058089+0.00040985i,-0.0006435+0.000378i,-0.0011744-0.00049704i,-0.0010007+2.5685e-05i,-0.00045603+0.0010935i,-0.00042123+0.0010195i
-0.0011761+0.0019617i,-0.00045204+0.0017468i,0.0011041+0.001769i,0.0015699+0.0011611i,0.00034946-0.00036403i,-0.00087591-0.00089656i,-0.0012553-0.00066057i,-0.0012901-0.00015258i,-0.0007645+0.00032526i,-0.00034005+0.00052511i,-3.8089e-06+0.00066483i,0.00010645+0.00081235i,-0.00063592+0.00094546i,-0.00094868+0.00040226i,-0.00010711-0.00079181i,0.00051545-0.00067819i,0.00054192-5.1536e-05i,-0.00034152+0.00029902i,-0.00055636+0.00012328i,-0.00027673-0.00014872i,-0.00052788-0.00068804i,-0.00048711-0.0009684i,-1.8363e-05-0.0003526i
0.00039692-0.0010699i,0.00062924-0.00054483i,0.00084931+2.0115e-05i,-0.00018917+0.0011869i,-0.00084237+0.0014408i,-7.7147e-05+0.00059616i,0.00065191+0.0003451i,-8.8262e-05+0.00017634i,-0.00043513-8.3615e-05i,0.00022243-0.00015716i,2.3005e-05-0.00089077i,-7.6259e-05-0.00054826i,9.9183e-05+0.00031625i,0.00011609+0.00076432i,-4.8322e-05+0.00097548i,0.0005885+0.00038965i,0.0013263+0.00048961i,0.00084007+7.8315e-05i,0.00018264-0.00090192i,5.7283e-06-0.0011278i,0.00010096-0.00063124i,0.00047676+0.00035629i,0.00033301+0.0004595i
-0.0018975+0.00019785i,-0.0013315+0.00067055i,-0.0018015+0.0012861i,-0.0028664+0.0012155i,-0.0028899+0.00052913i,-0.0013793+0.00020433i,-0.00030781+0.00090867i,0.00037739+0.00068255i,2.2854e-05+0.00031391i,-0.00031446+0.00021947i,-0.0002549+0.0002442i,6.0407e-05+0.00036286i,-0.00046836-5.7585e-05i,-0.00047738-0.00028112i,-0.00011368-0.00053387i,-4.3412e-05-0.00038704i,3.3916e-05-4.5527e-05i,0.00015381-0.00060267i,0.00035555+3.1331e-05i,2.9822e-05+0.0012818i,-0.000633+0.00058097i,-0.00028221-0.00025864i,-2.6086e-05-5.298e-05i
8.4763e-05-0.0011484i,-0.0012145-0.0015087i,-0.0018582-0.0014028i,-0.0013033-0.0008879i,-0.00075251+0.00010924i,-0.00053792+6.7451e-06i,-0.00011601+0.00024897i,-0.00019774+0.0011559i,-4.2391e-05+0.00041349i,0.00037784-0.00049238i,0.00060022-0.0002108i,0.00025009+0.0002534i,-0.00011985+0.00047901i,0.0001491+0.00041196i,0.00050745+0.00023915i,-0.00015656-0.00028168i,-7.7244e-05-0.00096753i,0.00038265-0.00031715i,9.7351e-05+0.00077107i,-0.00020307+0.00037297i,4.5871e-05-0.0004872i,0.00055289-0.0011449i,0.00072111-0.00065545i
-0.0014006+0.00085669i,-0.00039424+0.0012538i,-1.9803e-05+0.00099016i,-0.00050551+0.0011044i,-0.00032726+0.0017634i,-0.0011506+0.0014054i,-0.0016957+0.00045102i,-0.00050605+0.00021662i,0.00021287+0.00054286i,0.0012068+0.0009273i,0.0010553+0.00083431i,8.5106e-05+0.00050547i,-0.00049668-9.0511e-05i,-0.00049112-0.00051852i,0.00023845-0.00022592i,0.00081135+0.00014703i,7.5399e-05+0.00094345i,-0.00080066+0.0012398i,0.00010207+0.00074231i,0.00064656+0.00059792i,5.3013e-05-0.00012848i,0.00018659-0.00086419i,9.8239e-05-0.00054166i
-0.00088463+0.00093031i,0.00065893+0.00084371i,0.00054175+0.0010216i,0.00053119+0.0010347i,0.00074348+0.00066733i,0.00052964-0.00092346i,0.0007051-0.001195i,0.00024913+0.00019358i,-0.00070136+0.0010538i,-0.00023496+0.00074235i,0.00052804-0.00060529i,0.00079433-0.0014198i,0.00053486-0.00068981i,1.2779e-05+0.00035366i,-0.00031242+0.0006593i,5.4708e-05+0.00015481i,0.00026775+0.00036245i,0.00019094+0.000366i,0.00022188-0.00026617i,0.00042673-0.00036542i,-5.5395e-05-0.00050881i,-0.0007775-0.00026233i,-0.00080563-0.00053591i
-0.0004609+0.0013463i,-0.00065191+0.00051968i,-0.00035329+0.001057i,-0.00080021+0.0016831i,-0.0019237+0.00025105i,-0.0012087-0.00012081i,0.00018503+0.00047672i,0.00061324+0.00062359i,0.00045017+0.00065392i,-0.00061206+0.00057174i,-0.0011376+0.00031242i,-0.00038407+0.00048649i,0.0006308-3.1123e-05i,0.0012099-0.00027887i,0.0011151+9.7653e-05i,0.00039211+0.00056i,9.9599e-05+0.00060945i,-0.00050159+0.00061392i,-0.000705+0.00053328i,0.00062661+6.4381e-05i,0.00076359+0.00010631i,7.5525e-05+0.00037348i,-0.00024555+0.00029592i
0.0010476+0.0015087i,0.00061398+0.00047927i,0.0015905+0.00051178i,0.0017343+0.0012214i,0.00010593+0.0012586i,-0.0012267+0.00018247i,-0.0011033-0.00023403i,-0.00062228+0.00023774i,-0.00076746-0.0001021i,-0.00070903-0.00079782i,-0.00059767-0.0003893i,-0.0011903-0.00029402i,-0.0010045-0.00058091i,-0.00025547+0.00030375i,-0.0001405+0.00035009i,-0.00033064-0.00027185i,-0.00054474-0.00053348i,-0.00012046-0.00063034i,0.00035351-0.00010065i,0.00037088-2.8998e-05i,0.00029487-0.00053426i,0.00048645-0.00037931i,0.00035685-0.00017929i
