-0.00095115+0.00056655i,-0.0023973-0.00049348i,-0.0022451-0.0011459i,-0.0020371-8.5606e-05i,-0.0015802+0.00099972i,-0.0018049+0.0025405i,-0.0011278+0.002547i,0.00056898+0.0015128i,0.0009494+0.00070479i,0.00044638+0.00024963i,0.0001859-0.00061744i,-0.00021401-0.0010353i,0.0005805-0.00043504i,0.0011534-0.00063388i,-0.00014224-0.00088454i,-0.00075731-5.8562e-05i,-0.00038011+4.0797e-05i,-0.00030628-0.000138i,-0.00015707+0.00017102i,0.00019789+0.0008825i,0.00029833+0.00086872i,3.9786e-05+0.0001374i,0.00011311+8.521e-05i
0.00066614-0.00095304i,0.00047119-0.0016097i,0.0024263-0.00049014i,0.003004+0.00018931i,0.00087624-0.00031537i,-0.00021919+0.00026859i,8.6943e-06+0.0013613i,0.00025095+0.0013893i,0.00055032+0.0010457i,0.00048958+0.000597i,1.5202e-05-0.00048727i,-0.00061122-0.0013755i,-0.00078786-0.0018085i,-0.00078247-0.0015395i,-0.0010086-0.00063625i,-0.00075772+0.00020272i,-6.2952e-05+0.00080582i,9.8312e-05+0.0010514i,-0.00027695+0.0009266i,-0.00022+0.00036939i,0.00020104+9.3999e-05i,0.00013919-0.00051989i,-0.00023575-0.0001527i
-0.0011774-0.00032768i,-0.0015305+0.0011742i,-0.00091313+0.0040984i,0.0011724+0.0045149i,0.0022136+0.0028524i,0.00087555+0.0015499i,-0.00038662+0.0005062i,-0.00053758+6.7768e-05i,-0.0004564+0.00064537i,4.5421e-06+0.0012403i,0.0001075+0.00087911i,-0.00018076-8.9021e-05i,0.0002423-0.00061986i,0.00097441-0.00070164i,0.00092495-0.0011082i,0.00049272-0.00090239i,0.00024616-0.00048552i,0.00025324-0.00067077i,-0.00035845-0.00087099i,-0.0013625-0.00049523i,-0.0016481+0.00038243i,-0.00097843+0.00015175i,-0.00010087+1.3842e-05i
0.0025222-0.00049432i,0.00096411-0.00082515i,-0.0005409-0.0015784i,-0.00133-0.0017294i,-0.0016017-0.00070381i,-0.0014806+0.00039472i,-0.00082381+0.0011481i,-0.00028797+0.0015899i,-0.00023361+0.0010898i,-0.0001969+0.00032589i,-0.00010496+3.0217e-05i,0.00011937+0.00055636i,-0.0013048+0.001017i,-0.002066+0.0012142i,-0.0013808+0.0010913i,-0.00048311+0.00041645i,0.00050688+9.3281e-05i,0.00033629+0.0004827i,-0.00030174+0.00093337i,-0.001215+0.0011456i,-0.00043424+0.0011031i,0.00063871+0.00071246i,0.00064326+0.00022505i
0.0026993-0.0025399i,0.0022098-0.0035205i,0.0021711-0.0034715i,0.0018888-0.0020767i,0.00070554-0.0006191i,-0.00075589+0.00035816i,-0.0011435+0.00038899i,-0.00022737+0.00014764i,0.00030709+4.6193e-05i,-1.3141e-05-0.00036956i,2.7725e-05-0.00035293i,0.00058571-0.00043247i,0.00079171-0.00041461i,0.0004524+0.00032407i,-0.00019379+0.00099886i,-0.00028764+0.00078925i,-0.00010384+0.00035955i,-0.00022336+0.00024619i,8.483e-05-0.00032144i,0.00058262-0.00069704i,0.00037583-0.00055738i,-0.0005408-0.00033288i,6.0338e-05+2.7943e-05i
0.0020262-0.00041159i,0.002162-5.8025e-05i,0.0024876+0.00061405i,0.0016977+0.00037403i,0.00055702+0.00033617i,-0.00047532+0.0010282i,-0.00029713+0.0017494i,0.00022056+0.0019841i,-0.00017127+0.0019813i,-0.00020474+0.00055625i,0.00022847-0.00045592i,0.00088468-3.446e-05i,0.00081509+0.00022072i,-0.00014046-0.00022484i,-0.00048309-0.00040861i,1.6557e-05+0.00058229i,0.00021712+0.00057128i,-7.6564e-05-0.0001556i,-0.00033779-0.00052438i,-0.00030192-0.00041744i,0.00036409-0.00049053i,-6.3282e-05-0.0010657i,-0.00074676-0.00084266i
0.00069129-0.0007621i,-0.0004403+0.00046639i,-0.0016637+0.00085382i,-0.0013558+0.0012591i,-0.00094903+0.0012027i,-0.00085567+0.00094983i,-0.00039698+0.00082596i,-0.00044416+0.00080831i,-0.00062457+0.0007075i,-0.00045736+0.00053691i,-0.00037695+0.00017943i,-3.6919e-05-0.00071317i,0.00024465-0.00047639i,-0.00032239+0.00014201i,-0.00024415+0.00015316i,-9.055e-05+0.00032853i,-0.00027222+0.00010764i,-0.00014393-0.00048134i,-0.00025543-0.00034822i,-0.000333+0.00034479i,-3.3193e-05+0.00039941i,-4.0125e-05+0.000549i,0.00011269+0.00088907i
-0.00062566+0.00047711i,-0.00011324-0.00074106i,-0.00023153-0.0014036i,-0.00022471+0.000381i,5.9568e-05+0.0013707i,-8.7424e-05+0.0016875i,-0.00041466+0.0016791i,-0.0001876+0.00094987i,-0.00034176+0.00036541i,-0.00048021+0.0002784i,0.00019692+0.0005668i,0.00057377+0.00087155i,0.0002617+0.00094081i,-0.00020835+0.0005497i,-0.0003489+9.5663e-05i,-0.00083798-8.6313e-05i,-0.0002425-0.00040408i,0.00051638-0.0013343i,0.00061357-0.0011685i,0.00051785-0.00027412i,-0.00017971+8.5488e-05i,-0.00044178-5.2104e-05i,-0.00011316-0.00021521i
-0.0030049-0.00052001i,-0.0022882+0.0001334i,-0.0019054+0.00047004i,-0.0011546+4.249e-05i,-0.00081399+0.00076036i,-0.00097015+0.0014685i,-0.00093421+0.0013691i,-0.0008906+0.00062777i,-0.00010085+0.00011865i,0.00014939-0.00012002i,0.00023727-3.7051e-05i,0.00039544-0.00014288i,0.00012142-0.00044031i,-0.00038105-0.00080625i,-0.0006141-0.00091421i,-0.00056774-0.0010853i,-0.00036671-0.00068199i,-0.00060457-5.0025e-05i,-0.00044993+0.0002038i,-0.00049399-0.00056156i,0.00015818-0.00043533i,0.0014434+0.00024106i,0.00086199+7.2823e-05i
0.00055872-0.0022834i,0.00073337-0.0022428i,0.00052587-0.0011111i,0.00021789+0.00028356i,2.3458e-05+0.00065622i,-0.00024305+0.0010508i,-0.00062682+0.0013669i,-0.00036452+0.00078601i,0.00024932+0.00025688i,0.00037946+0.00024883i,-0.00017517+0.00073094i,-0.00046211+0.00082173i,0.00038812-1.1418e-05i,0.0007202+0.00022971i,0.00032148+0.00074695i,0.00046184+0.00033802i,0.00049337-0.00020515i,0.00045294-0.00026468i,0.00023294-0.00052677i,-3.9242e-05-0.00040644i,-0.0001151-0.00068914i,-0.0003086-0.00089572i,-0.00040438-0.00033192i
0.0017907-0.0010367i,0.0015691-0.0013916i,0.0021934-0.0014903i,0.0018676-0.0015351i,0.00025131-0.0014115i,-0.0009147-0.00068291i,-0.00061413+0.00030166i,-0.00025165+0.00077475i,-0.00042502+0.00045258i,0.00036574-1.1745e-05i,0.00084988+0.00054713i,0.00037821+0.00071075i,0.00025987-0.00017784i,0.0002602+0.00056711i,-0.00074016+0.0010072i,-0.00079611+1.4169e-05i,0.00022251+8.877e-05i,0.00082084+0.0005593i,0.00080443+3.7372e-05i,0.00065228-0.00034272i,0.00057048-0.00017818i,9.8902e-05-0.00030623i,-0.00034188-0.00011193i
0.00060971-0.0019701i,0.00045229-0.0016112i,0.00027109-0.00071366i,0.00025416+0.00029233i,3.0568e-05+0.00052514i,4.5672e-05+0.0006163i,-0.00047702+0.0014002i,-0.0001186+0.0019744i,0.00026393+0.0015652i,-0.00067289+0.0010727i,-0.00067155+0.00080704i,-0.00063632+0.00046166i,-0.0013442+0.00033425i,-0.0011755+9.3917e-05i,-0.00050749+0.00035293i,-0.00057226+0.00081194i,-0.00034037+0.00012136i,0.00020454+8.0551e-05i,0.00033395+0.00074234i,-5.3835e-05-9.0362e-05i,-0.00028761-0.00056302i,0.00033021+0.00034934i,0.00033065+0.00071566i
0.0021681-0.0015219i,0.0011793-0.002443i,0.00011406-0.0031293i,-0.00024103-0.0024156i,-0.0006528-0.0003124i,-0.0013989+0.0011927i,-0.00078523+0.0012152i,3.2325e-05+0.0011326i,-0.00042408+0.00097314i,-0.00035946+0.00013748i,-0.00036757+6.1207e-05i,-0.00054909+0.00017792i,-0.00034022+0.00016867i,-9.1246e-05+0.00067748i,0.0003261+0.00079275i,0.00045119+0.00046878i,0.0005774-0.00032028i,0.00046144-0.0010245i,6.0071e-05-0.00038033i,0.00016621-0.00017984i,-0.00024514-0.00014215i,-0.00057425+0.00059805i,0.00017673+0.00081311i
0.0031766-0.0010101i,0.0024788-0.0027752i,0.0011931-0.0023162i,-0.00024045-0.0011954i,-0.00065488-0.00040594i,-0.0010647+0.00022484i,-0.0017363+0.0011261i,-0.0014843+0.001318i,-0.00081473+0.0002574i,-2.0247e-05-0.00096297i,0.00032946-0.00096735i,-0.00027291-0.00015359i,-0.00076377+0.00010846i,-0.0011313-0.00034041i,-0.00081766-0.00054445i,-9.3916e-05-0.00049128i,-0.00038294-0.00054495i,-0.00030066-0.00028323i,-6.6321e-05+0.00011592i,8.4338e-05+0.00024752i,0.00028835-0.0003974i,-0.00027764-0.0011986i,-0.0006231-0.00088i
0.0013813+0.00041176i,0.0020316+0.00027682i,0.0021912+4.9869e-05i,0.0016193-0.00012748i,0.00070088-3.7158e-05i,0.00050006+0.00067412i,0.00035728+0.0013447i,0.00029755+0.0017753i,0.00051403+0.00088256i,0.00067197-7.4795e-05i,0.00058682+0.00029065i,0.00064849+0.00047279i,-3.2757e-05+0.00045708i,-0.00089656+0.0002933i,-0.00095465+0.00047868i,-0.00076228+7.8218e-05i,-0.00048603-0.00060119i,-0.00064328-0.00014994i,-0.0004451+0.00024602i,0.00037031+0.00045019i,0.00018599+0.00035907i,5.4068e-05+7.8357e-05i,0.00037967+0.00036861i
-0.0011481-0.0015302i,-0.00064829-0.00087839i,-0.0011599-2.093e-05i,-0.001083+0.00055872i,-0.00012146+0.0012282i,0.00013291+0.0010348i,-0.00074206+0.00025338i,-0.0012875-2.1361e-05i,-0.00082194+0.00015882i,3.771e-05+0.00082278i,0.00032135+0.00051491i,0.00046544-0.00047081i,0.00069108-0.00025716i,0.00054921+0.00021428i,0.00052481-0.00022066i,0.00038216-0.00026845i,0.00018593+0.00027478i,-0.00019175-1.4302e-05i,9.3959e-05-0.0003233i,0.00020541+0.00042045i,-8.3036e-05+0.00028709i,-0.00012318-0.00021411i,0.00010881-0.00074048i
0.00036441-0.0023595i,0.00070438-0.0028347i,0.00073617-0.0016383i,7.2008e-05+0.00019419i,-0.00024994+0.0013873i,-0.00043292+0.001512i,-0.0011411+0.0011371i,-0.0011003+0.00082837i,-0.00042132+0.00039325i,-0.00045701+4.9078e-05i,-0.00058602-0.00062695i,0.0003216-2.8676e-05i,0.00064508+0.00013035i,-3.3741e-05-7.6294e-05i,-0.00070189+0.00066208i,-0.00083929+0.00053122i,-0.00024974+6.8584e-05i,-0.00049958+0.0003776i,-0.00031629+0.00052879i,-9.9711e-05+7.9949e-06i,-0.00046946-0.00091446i,-0.00034553-0.00055303i,-0.00014804+0.00026007i
-0.00089415-0.00033212i,0.00083485-0.0010225i,0.0012361-0.00038406i,0.00069828+0.00065637i,0.00045226+0.0010328i,-0.0005035+0.00093597i,-0.0012934+0.00096774i,-0.00078977+0.0010026i,-4.8632e-05+0.00085154i,0.0004961+0.00056282i,0.00025506+0.00051863i,-7.4587e-05+0.00014786i,-0.00023187-0.00031206i,-0.00028981-6.5312e-05i,-0.00046263+0.0004162i,-0.00075473+2.9814e-05i,-0.00071001-0.00057012i,-0.00055862-0.00012636i,-0.00038505-6.6603e-05i,-0.00023908-0.00046248i,-0.00022267-0.00024512i,-0.0002544-0.00031119i,-5.367e-05-0.00053677i
0.0002811-0.001251i,-0.00041282-0.0019946i,-0.00065065-0.0020107i,0.00031217-0.00013059i,0.00012779+0.0011719i,-0.00014757+0.0014287i,0.00012511+0.0020571i,4.8254e-05+0.0014216i,-0.00011156+0.0004189i,-0.00014884+0.00034165i,-0.00010045-1.7344e-05i,0.00013483-0.00076324i,0.00032232-5.0621e-05i,5.0589e-05+0.00062665i,-0.0003695+0.00048515i,-0.00078677+0.00099089i,-0.00082821+0.0010087i,-0.00033945+0.00032431i,0.00015457-2.9767e-05i,0.0001593+2.9542e-05i,5.4214e-05+0.00032522i,-0.00036805+0.00088598i,-0.00089273+0.00082455i
0.0013313-0.0021273i,0.00098423-0.0028051i,0.0002899-0.0011667i,-0.0003851+0.00015794i,-0.00082497+0.00039225i,-0.00057011+0.00092643i,-0.00094679+0.001638i,-0.0016681+0.0015507i,-0.0015656+0.00045028i,-0.0013431-0.0002072i,-0.00036202-0.00022473i,0.00075904-0.00022663i,0.0008018-0.00021279i,0.00054542+0.00012793i,0.00031209+0.00036322i,-0.00020837+0.00032618i,-0.00011606+0.00012287i,0.0001954+0.00010912i,0.0004517-1.1536e-05i,0.00056639-2.2642e-05i,-0.00016426+4.9851e-05i,-0.00068883+0.00032035i,-0.00077228+0.00015354i
0.0012346+0.0016002i,0.0012147+0.0011534i,0.00025191+0.0022778i,0.0010823+0.0030656i,0.0016212+0.0015905i,0.00047535-0.00026733i,-0.00034035-0.00013504i,-0.00040571+0.001044i,-9.5766e-05+0.00082163i,-9.7502e-05+0.00021162i,0.00043239+0.00014751i,0.00055706+0.00019167i,-9.6105e-05-0.00022309i,-0.0001729-0.00088722i,-0.0003903-4.8952e-05i,-0.00040739+0.00062717i,5.2033e-06-0.00013081i,4.2957e-05-0.00015678i,-0.00012147+3.4922e-05i,0.00083897-0.00015922i,0.001499-0.00013635i,0.0012279+0.00034013i,0.001152+0.00060548i
0.00096689+0.0001528i,0.00051798-0.00015096i,0.00039795-0.0011805i,-9.7026e-05-0.00053528i,4.2504e-05+0.00019978i,-0.00043045+0.0010326i,-0.0014259+0.00095245i,-0.0011165+0.00039157i,-0.00024931+0.00023733i,0.00052227+0.00032992i,0.00060604+0.0012278i,0.00037785+0.0010795i,0.0002263-5.0485e-05i,0.00047739-0.00064545i,0.00021385-0.0011267i,-0.0004034-0.0012909i,-0.00063002-0.0010895i,-0.00067179-0.00036448i,-0.00067923+0.00044055i,-0.00059133+0.00016909i,-3.6875e-05-0.00050154i,0.00073138-0.00037952i,1.1242e-05+0.00016927i
3.5196e-05-0.00029478i,0.00094942-0.00090568i,0.0016425-0.0012216i,0.0016628-0.001068i,0.0012013+0.00024788i,0.00016207+0.0019152i,-0.00068189+0.0025768i,-0.0002149+0.0021125i,0.00063483+0.00049815i,0.0015334-0.00059748i,0.00055297-0.00033574i,-0.00087383-4.12e-05i,-0.00069205+0.00012408i,-0.00019631+3.4938e-05i,-0.00083347+0.00066065i,-0.0012838+0.0013491i,-8.5876e-05+0.0011188i,0.00046349+0.00032445i,0.00042488-0.00018367i,0.00089017-0.00028913i,0.0010451-0.00050162i,9.1889e-05+0.00032931i,-0.00050952+0.00090349i
0.0047082-0.0024145i,0.0025854-0.0024943i,0.0010204-0.0024839i,0.00057844-0.0015492i,-0.00021391+0.00062811i,-0.0011757+0.0018642i,-0.00063335+0.0017393i,0.00082659+0.0015861i,0.0015773+0.00018835i,0.00097203-0.0013022i,1.4117e-05-0.0012523i,-0.00043797-0.00026488i,-0.0018717+0.00097981i,-0.0022634+0.00011334i,-0.00098715-0.00024547i,-0.00046686+0.00036814i,0.00014672-0.00048142i,0.00078343-0.00034739i,0.0008835+8.1833e-05i,0.00058052-0.00048955i,-0.00033683-0.00095027i,-0.00049254-0.00075862i,-0.0003067-0.00050529i
-0.0009452-0.0013008i,-0.0011546-0.0011319i,-0.00078193-0.00015566i,-0.00071483+0.00040364i,-0.001245+0.0007235i,-0.0019578+0.00092955i,-0.0014006+0.0013028i,-0.00040799+0.0014809i,-0.00017429+0.0016219i,-0.00021244+0.0010782i,-0.00043964+0.00022146i,-0.00089674-0.0002483i,-0.00097365-0.00049474i,-0.00079145-0.0010651i,-0.0012684-0.0010928i,-0.00091889-0.00040815i,0.00040273-0.00022351i,9.2592e-05-0.00060232i,-0.0005887-0.00013334i,-0.00047941-0.00042606i,-0.00020164-0.00048865i,8.6143e-05-0.00058889i,0.00060356-0.00083232i
-0.00023867-3.7648e-05i,-0.00033634-0.0011709i,0.0012477-0.0013291i,0.0017506-0.00030065i,0.0010325-0.00049813i,0.00010209-0.0016069i,-0.00038208-0.00077269i,0.00054976+0.00044451i,0.00042951+0.00093163i,0.00014456+0.0011358i,0.00036854+0.00048479i,-1.7515e-05-0.00036594i,-0.00012658-0.00045122i,-0.0006475+0.00011662i,-0.0010745-0.00031753i,-0.00083267-0.0011239i,-0.00017235-0.00030433i,0.00070823+0.00042174i,0.00076286-0.00046542i,0.00076696-0.00078898i,0.00046815-0.00035561i,-0.00012529-0.00078143i,9.9658e-06-0.00044963i
1.5515e-05-0.0018146i,-0.00030931-0.0012538i,0.00080766+0.00011932i,0.0013664+0.0014016i,0.00096704+0.0012808i,-0.00012669+0.00060566i,-0.0011478+0.0012179i,-0.0015561+0.00055039i,-0.001292-0.00038726i,1.8074e-05+0.00031419i,0.00075407+0.0011994i,0.00030769+0.00064274i,-7.7223e-05+1.6159e-06i,-0.00050488+0.00035491i,0.00043323-0.0001882i,0.0012357-0.00041597i,6.4646e-05+0.0002426i,-0.00087795+0.00028034i,-0.0010091-0.00014186i,-0.00066614-0.00044833i,0.00029434+2.0031e-06i,0.0011476+0.00050546i,0.00042352+5.0576e-05i
0.00091598-0.0022174i,0.00063865-0.0021689i,0.001408-0.0014599i,0.0019955-0.0012963i,0.0012768-0.0013558i,-0.00022989-0.00069384i,-0.0011945+0.00088259i,-0.00058852+0.0014743i,-0.00060979+0.00064211i,-0.00094001+6.6213e-05i,-0.00016588-2.9808e-05i,1.6476e-05-0.00079733i,-0.00061974-0.0013898i,-0.00039473-0.0012435i,0.0002843-0.00062466i,0.00058127-0.00042856i,0.00090936-0.0004093i,0.00036476-0.00010211i,-0.00038788-0.00018168i,-5.8541e-05-0.00015341i,0.00056834+0.00020358i,0.00043516+0.00028059i,-0.00016627+6.7491e-05i
0.0012446-0.0018688i,0.0019863-0.0032056i,0.0014184-0.0015637i,0.00043903+0.0013025i,-0.0001376+0.0016841i,-0.0011304+0.00092261i,-0.0011428+0.00091113i,-0.00039147+0.00098892i,0.00016599+0.00029309i,0.00044436+0.00031598i,0.00072855+0.00084747i,0.00027419+0.00090369i,-0.00049405+0.00075152i,-0.00071227+0.001006i,-0.00089376+0.0010029i,-0.00032365+0.00030729i,-6.2607e-05+4.8968e-05i,-0.00058872-9.1369e-05i,-2.0163e-05-0.0004279i,0.00071273-0.00063968i,0.00072617-0.00079704i,0.00062244-0.00052488i,0.0006104+0.00023057i
-0.00089086-0.0010948i,-3.256e-05+0.00090984i,-0.00056494+0.0024235i,0.0004578+0.002021i,0.0010939+0.0014219i,-2.5453e-05+0.00092959i,-0.00030866+0.00091089i,-4.9088e-06+0.001071i,1.3681e-05+0.00062273i,0.00020569+0.00038785i,0.00072433-0.00029555i,0.00076828-0.00073297i,-0.00036098+0.00020183i,-0.00073852+0.0009183i,-0.00011178+0.00062872i,0.00020014-0.0004333i,-0.0001214-0.00023365i,-0.0001636-0.00013385i,0.00033535-0.0006278i,0.00011207-4.6311e-05i,-0.0003056+0.0007084i,-0.00031701+0.00083225i,-0.00076087+0.00030509i
0.0012311-0.00018185i,0.0020046-0.0003164i,0.0014758-0.00065177i,0.00091841-0.0013984i,7.0164e-05-0.0015589i,-0.00085132-0.00068934i,-0.00071586+0.00042755i,-0.00034675+0.0013299i,-0.00040918+0.0014829i,-2.9762e-05+0.00081243i,0.00079772+0.00075949i,0.00098028+0.00030095i,0.00071559-0.00085272i,-5.1088e-05-0.0013257i,-0.0002999-0.00093992i,-0.00053991+0.00026112i,-0.00074936+0.0016424i,-5.3639e-05+0.0012675i,0.00053091+0.00068006i,0.00028832+0.00075777i,-0.00034691+0.00027307i,-0.00070054-0.00083523i,-0.00048211-0.00083377i
0.0010232+8.0039e-05i,0.00027895-0.0012412i,-0.00069246-0.0021709i,-0.00065481-0.0022323i,-0.001073-0.0016155i,-0.0022478-0.000781i,-0.001494+0.00036241i,-0.00070486+0.00043451i,-0.00079225+0.00011035i,-0.00088046+0.00021846i,1.5801e-05+0.00049317i,-3.9518e-06+0.00052511i,-0.0014803+0.00018536i,-0.0021614-0.00011372i,-0.0019436-0.00024907i,-0.0016465-0.00034344i,-0.00061585-0.00040428i,0.00018164+0.00018523i,2.9116e-05+0.00046255i,-0.00021381+0.00066823i,-0.00011121-0.00016162i,0.00010703-0.0007041i,0.00065085-0.00029535i
0.00015644-0.001364i,0.0005203-0.002194i,0.00086514-0.0017104i,0.001345-0.00069885i,0.0015-3.3407e-05i,0.0011246-8.2915e-05i,0.00063477-4.9382e-05i,-0.00016022+0.00013456i,-0.00052611-0.00041527i,-0.00039902-0.00071303i,-7.4933e-05-0.00034955i,-9.3438e-05-0.00046593i,-0.0002695-0.00098429i,-1.3709e-05-0.00078864i,-0.00079929-0.0007537i,-0.00082138-0.0009829i,3.0096e-05-0.00092318i,0.00034349-0.00045552i,0.00021629+4.262e-05i,-0.0002576-0.00027732i,-2.4521e-05-8.0267e-05i,0.00010543-0.00012265i,0.00018872-0.0007322i
-0.00064581-0.00081254i,-0.00015638+0.00041035i,0.00025228+0.0013943i,0.00085292+0.0016997i,0.00091441+0.0020986i,0.00053513+0.0012999i,8.7621e-05+0.00070761i,-0.00056384+0.00084118i,-0.00093191+0.00055443i,-0.00029209+0.00075467i,0.0010366+0.00087362i,0.00094699-0.00030573i,-3.5131e-05-0.00090997i,-8.066e-05-0.00063388i,0.00078124-0.00098234i,0.00025248-0.0010012i,-0.00017172-0.00067531i,0.00010035-0.00048164i,-0.0002051-0.00073781i,-0.00026291-0.00024515i,2.2893e-06+0.00039852i,-8.357e-05+0.0011481i,-0.00030484+0.0016185i
0.00032344-0.0021499i,-0.0011967-0.0033799i,-0.0014093-0.0020903i,-0.0011273-0.0001947i,-0.00066041+0.00013283i,-0.00067087+0.00023235i,-0.00049284+0.0011999i,-0.00056496+0.00091341i,-0.00034938-3.6977e-05i,-0.00021038+0.00015127i,-0.00027644-0.0003751i,-0.00041016-0.00072436i,0.0001063+0.0004457i,0.00025952+0.00086283i,-0.00020438+0.00037243i,1.1085e-06+0.00029443i,-5.8428e-05+2.5683e-05i,-0.00012304+2.289e-06i,-0.0003261+5.3212e-05i,-0.00072008+3.6293e-05i,-0.00072053+0.00035507i,-0.00041278+0.000937i,-7.6304e-05+0.0010571i
0.002546-0.00050603i,0.0024016-0.0020458i,0.0015678-0.0017273i,0.00076412-0.00027593i,0.00057488-0.00013546i,0.00031339+6.6676e-05i,-0.00051156+0.00029615i,-0.00060872+0.00067484i,-0.00012253+0.00025164i,-0.00036378-0.00030199i,-0.00015946+7.8728e-05i,0.0002048+0.00050548i,-0.00026475+9.2386e-05i,-0.00071998-0.0006639i,-0.00018102-0.00026091i,-0.00017038+0.00068953i,-0.0006988+0.00044098i,-0.00061601-1.6698e-06i,-0.00023716-0.00010141i,0.00072728-0.00054373i,0.00070874-0.00060572i,0.00071974-0.00029465i,0.0012393+0.00012897i
-0.00083293+0.00010428i,-0.0014566+3.3594e-06i,-0.00066734+0.00092703i,-4.3734e-06+0.001762i,-0.0004537+0.0018292i,-0.0010375+0.0013847i,-0.0010811+0.00098143i,-0.00060557+0.00085501i,0.00024082+0.00079325i,0.00052186+0.00041617i,0.00052024-7.22e-05i,0.0011299-0.00070938i,0.0010954-0.0014201i,0.00026173-0.00036794i,3.4746e-05+0.00047346i,-0.00046204-8.4395e-05i,-0.00091776-8.2786e-05i,-0.0013055+0.00042643i,-0.0010285+5.1885e-05i,6.2348e-05-0.00037106i,8.2727e-05-0.00059308i,7.907e-05-0.00058766i,5.8454e-05-0.00034612i
-0.0021019-0.00033932i,-0.0021627-0.0018365i,-0.0012743-0.0011623i,-0.00065059+0.00030022i,-0.0011024+0.00013296i,-0.0010995-0.00024422i,-0.00040644+0.00042142i,-0.00040423+0.00057998i,-0.00060917+0.00017156i,0.00021871-0.00039596i,0.00048927-0.00032665i,-9.0945e-05-0.00012259i,0.00034106+5.2502e-05i,0.00012242+0.0003643i,-0.00039235+0.0010086i,-0.00017484+0.0013775i,-5.8273e-05+0.00089097i,-6.1221e-05-0.00024574i,-0.0002272-0.00022317i,4.3545e-05+3.1588e-05i,0.0002902-0.00043936i,0.00045833-0.00038668i,0.00055618-0.00048468i
0.0028198-2.9963e-05i,0.002551-0.0011605i,0.0025398-0.00061642i,0.0021573+3.0782e-05i,0.0011276-0.00026426i,0.00020472-6.8616e-05i,0.00030741+0.00053182i,0.00025001+0.00074157i,-0.00043512+0.0010855i,-0.00068972+0.0013518i,0.0001862+0.00034994i,0.00082922-0.00017623i,-6.2724e-05+0.00023194i,-0.0013449+0.00032458i,-0.0013562-0.00017905i,-0.00086176-9.672e-05i,0.00067123-0.00033217i,0.001686-6.9457e-05i,9.3407e-05+0.00050765i,-0.00055234-9.0719e-05i,0.00026059-0.00034683i,0.00085254+0.00012832i,0.00065492+0.00017019i
-0.0013999-0.00031722i,-0.0010962+0.00019693i,-0.00031209+0.0010238i,0.0010183+0.0016834i,0.00086518+0.0019096i,-0.00059005+0.0011452i,-0.0014039+0.00053422i,-0.00026238+0.0012878i,0.00090868+0.0015357i,0.001317+0.00076959i,0.0014453+0.00061494i,0.00085324+8.8658e-05i,-0.00017664-0.00065969i,-0.0001365-0.00052691i,0.00020656-0.0011533i,-0.00076182-0.00122i,-0.0010739-0.00039978i,-0.00061227-0.00038747i,-0.00025076-0.00079737i,-0.0001689-0.00032305i,-0.00056372+0.00010462i,-0.0003257-3.6162e-05i,-0.00036383-0.00013685i
-0.00061064-0.00071766i,-0.00039368-0.00075136i,0.00032895+0.00034163i,0.00044126+0.00061097i,-0.0002678+0.00058988i,-0.00064857+0.0010736i,-0.0009288+0.00090301i,-0.0010999+0.00033284i,-0.00097323+0.00027061i,-0.00060526+0.0012827i,-0.00081196+0.00092364i,-0.00050355-0.0001199i,-0.00022661-0.00035032i,-0.00031282-0.00039395i,-3.4863e-05-0.00069223i,0.00010064-0.00019427i,0.00018981+0.00067115i,0.00017161+0.00076792i,7.224e-06+0.00070332i,0.00070967+0.00048858i,0.00061283+3.0732e-05i,-0.00038647-0.00051787i,0.00020619-0.00053868i
0.0012984-0.0025385i,0.00062885-0.0013476i,-0.00081724-0.00073287i,-0.00082314-0.00091321i,-0.00064672-0.00027075i,-0.0016533+0.000449i,-0.0015248+0.00059798i,9.5291e-05+0.0013544i,0.00088998+0.0013249i,0.00046736+0.0007872i,0.00014742+0.00075676i,0.00031833+0.00037742i,-6.2814e-05-0.00011397i,-0.00028071+0.00019304i,9.3768e-05+0.00045834i,0.00050414+0.00029265i,0.00025945+0.00010559i,-0.00032233+0.0010584i,0.00016962+0.001492i,0.00067505+0.00034897i,0.00015199-0.00026492i,-0.00014235-8.5124e-05i,-0.00046111-0.00014391i
0.0026425-0.001061i,0.0010351-0.0017535i,0.0007253-0.001194i,0.0015851-0.00038419i,0.0011559+3.8117e-05i,0.00011115+0.00078962i,0.00039077+0.0011017i,0.00078959+0.00052149i,0.0006957+6.6844e-05i,0.00015378-7.41e-05i,0.00014971-2.8569e-05i,-8.3358e-06+0.00029325i,-0.00072429+0.00024537i,-0.00020261+9.4569e-05i,-3.617e-05-1.2547e-05i,-0.00033563-0.00065057i,0.00011952-0.00066617i,0.00064788+0.00012945i,0.00067442-0.00018224i,0.00012335-0.00079359i,-0.00064418-0.0007359i,-0.0006513-0.00072613i,-7.5807e-05-0.00044632i
