-0.0073025+0.00074502i,-0.0056511+0.0032361i,-0.003878+0.0066756i,-0.0011147+0.0081948i,0.0010645+0.0066682i,0.0022087+0.0039771i,0.0013053+0.0010751i,-0.00056128+0.00019587i,-0.0012481+0.0012524i,0.00018956+0.0018517i,0.0016237+0.0013687i,0.0015743+0.00015371i,0.00073571-0.0011833i,0.00034536-0.0012304i,4.057e-05-0.00026101i,-0.0003805+0.00024707i,-0.0003841+0.00047132i,-0.00023571+0.00036255i,0.00046303-0.00034085i,0.00074122-0.00090071i,0.00034891-0.00085207i,0.00061691-0.00066225i,0.00095893-0.00046625i
-0.00010924-0.0013067i,-0.00048642-0.00045934i,-0.00073107+0.0005662i,-0.00082095+0.0002544i,-0.00034451-0.00013943i,0.0004715+0.00087471i,0.00078155+0.00086101i,0.00044784+1.4332e-05i,2.9542e-05-0.00057708i,-0.00022594-0.00056577i,-6.9505e-05-0.00010474i,-8.3357e-05+2.1212e-05i,-3.1992e-05+4.6482e-06i,0.00016239+0.00010507i,0.00045555+0.00024557i,0.00077841-4.3814e-05i,9.5006e-05-0.00070024i,-0.00033239-0.00090811i,-0.00014667-8.2845e-05i,-4.8408e-05+0.0012016i,3.1721e-05+0.0023592i,0.00020043+0.0023208i,0.00025874+0.0013851i
0.00040179-0.00074786i,-0.0007633-0.00065215i,-0.0018673-0.00039378i,-0.0018436+0.0011659i,-0.00083234+0.0021155i,-0.00038808+0.0016573i,-0.00060258+0.0001572i,0.00042785-0.00074496i,0.00034555-9.8589e-05i,-0.00029891-0.00029925i,-0.00043083-0.00092945i,-0.00056395-0.00062837i,-0.00041126+0.00019473i,-0.00031321+0.00017841i,-0.00055822-2.0951e-05i,-0.00076058+0.00034629i,-0.00029064+0.00030353i,0.00011674+0.00014289i,0.00026344+0.00025497i,9.8742e-05+8.0188e-05i,-0.00049376+6.8353e-05i,-0.00037144-1.5026e-05i,0.00025224-0.00028699i
-0.0014854-5.6644e-05i,-0.0014406-0.00028793i,-0.0016073-0.00085603i,-0.0017844-0.00085089i,-0.0012091-0.00010548i,-0.00022431+3.1508e-05i,9.2753e-05-0.00038552i,-1.3864e-05-0.00054997i,-0.00074243-0.00051476i,-0.0010627-0.00067789i,-0.00054558-0.00070696i,-0.00052127-0.00035726i,-0.00039545+0.00072389i,-0.00065933+0.0010207i,-0.00087304+0.00060849i,-0.00089731+0.0003188i,-0.00042946-0.00012929i,0.00055957-0.00012997i,0.000327+0.00010564i,-9.9386e-05+0.00032432i,-0.00022369+8.2705e-05i,4.4175e-05+0.00056851i,0.00041828+0.001011i
-0.002136+0.0017841i,-0.00095676+0.00234i,0.00038911+0.0022694i,0.0012965+0.00050947i,0.0011945-0.00037328i,0.00084558-0.00078746i,0.00065407-0.0012584i,8.7729e-05-0.00058349i,-0.0002702+0.00025127i,3.6659e-05+0.00034427i,-0.0007053+0.00032456i,-0.0012224+0.00038151i,4.8931e-05+0.00097468i,0.00064613+0.00098558i,-0.0007209+0.00046056i,-0.00086215+0.00039223i,0.00027689+0.00041068i,0.00047336+3.69e-05i,-9.3699e-05-0.00064829i,-0.0004608-0.00054928i,-0.00044011+0.00025418i,-0.00022276+0.00056689i,0.00012446+5.1309e-05i
0.0028336-0.00037993i,0.0019019+1.6524e-05i,0.00036681-0.00020285i,-0.00033122-0.00074757i,-0.0001114-0.0002863i,0.00033837+0.00052392i,0.00069707+0.00042688i,0.0008758+0.00031189i,0.00080579+0.00063763i,0.00072661+0.00060203i,0.00065725+0.00060549i,0.00043714+0.00060248i,0.00065377+0.00013479i,0.0014179-0.00026025i,0.0012847-0.00078481i,0.00099382-0.00081791i,0.00027268-0.00065585i,-0.00012513-0.00091988i,0.00032541-0.00028769i,-0.00017834-0.00011138i,6.0734e-05-0.00043809i,0.00071439-4.2336e-05i,0.00031568-0.00063815i
-0.00056962-4.5985e-05i,-0.0011544-0.00027531i,-0.0011793+0.00035295i,-0.00061674+0.0013772i,-0.0003121+0.0013355i,2.8094e-05+1.7702e-05i,0.0004318-0.00029933i,-2.7097e-05+0.00032057i,3.1362e-05-0.00022928i,0.00052976-0.00062339i,0.00028176+0.00013671i,0.00033423+0.00073687i,0.00072811-0.00020029i,0.00073455-0.00077823i,0.00037682-0.00026603i,-0.00022715+0.00013002i,-0.0004566-0.00016091i,-0.0006044-0.00083045i,-0.00054031-0.00019545i,-0.00022146+0.00053952i,-0.00044085+0.00059604i,-0.00055568+0.00043356i,-0.00033971-0.00010971i
0.00060997+0.0019322i,0.00098177+1.9274e-05i,0.0017836-0.0013678i,0.0014781-0.0015711i,0.00072147-0.0014575i,-0.0002643-0.0016771i,-0.00010928-0.0014558i,3.1969e-05-0.00011488i,-0.000714+0.00032649i,-0.0010359-0.00055984i,-0.00080446-0.00068795i,-0.00089028-0.00018307i,-0.0008314-0.00041235i,-0.0011567+7.9741e-05i,-0.0014063+0.00060151i,-0.0010386+0.00030481i,-0.00018459+0.0003463i,0.00034236+0.00087871i,-9.0264e-05+0.0012191i,-0.0006211+0.0015295i,-0.00016176+0.0010522i,0.00054273-3.0556e-06i,0.00079377-0.00028047i
-0.00039297-0.00015297i,0.00081091+0.00089534i,0.0019074+0.0016634i,0.0025256+0.0011975i,0.0023773-7.8591e-05i,0.002245-0.00035798i,0.0012021-0.00031645i,0.00019114-2.649e-05i,0.00025396+0.00055471i,-0.00026041+0.00043313i,-0.00031386-0.00051768i,-0.00019061-0.00098829i,-0.00066773-0.00024391i,-0.00087094+0.00081408i,-0.00064978+0.00050307i,-0.00031354-4.4426e-05i,-7.9175e-05+0.00014881i,0.00042726-0.00026155i,0.00059505-0.00080692i,6.6766e-05-0.0010298i,-8.6742e-05-0.00040161i,0.00026653+0.00050733i,0.00083182+9.0579e-05i
-0.00037347-0.0015026i,-0.00030229-0.0014026i,-0.00025032-0.00072232i,0.00090364-0.00044377i,0.00082222+1.0673e-05i,-0.00019762+0.0001168i,-0.00028988-0.00011671i,0.00015623-0.00050977i,0.00040973-0.0012532i,0.00053739-0.0010894i,6.6437e-05-7.4917e-05i,-0.00042225+0.00026145i,-0.00029598+0.0003779i,-0.00031506+0.00058703i,0.00025147+0.000291i,0.00062078-0.00077094i,0.00038306-0.0011619i,0.00038636+0.00014991i,-0.0006567+0.00037036i,-0.0012166-0.00058889i,-0.00050417-0.0015515i,-0.00033922-0.0018058i,-0.00052333-0.0011881i
1.3815e-05-0.00025062i,-0.002226-0.00082342i,-0.0027763-0.00069407i,-0.0025172-0.00011323i,-0.0013331+0.0011571i,-0.00031694+0.0011653i,0.00061075+0.00034796i,0.00090345-0.00030751i,0.00045817-0.00069701i,0.00038335-9.3222e-05i,0.00023585+0.00078521i,-0.00054021+0.00065545i,-0.00061489-3.1e-05i,0.00023803-0.00023897i,0.00032738-0.00036906i,0.0003007-0.00024546i,0.000211-0.00069931i,-0.00065468-0.0013869i,-0.00045888-0.001171i,0.00042414-0.00053809i,0.00042893+0.00062747i,0.00017682+0.0012373i,-0.00011339+0.00044972i
0.00057703-0.0005298i,-6.3552e-05-0.001411i,-7.8356e-05-0.002448i,0.0010202-0.0026001i,0.00075438-0.001769i,-2.2025e-05-0.00059332i,-0.00015941-7.0805e-05i,-0.00018001-0.0003595i,-0.00029306-0.00086233i,-0.00026156-0.00030585i,3.7093e-05-2.8295e-06i,-0.00019732+0.00038378i,0.00044711+0.00063983i,0.00093158+0.00043508i,0.00044791+0.00038575i,0.00046905-0.00029109i,5.6771e-05-0.00053803i,-0.0011359-0.00010595i,-0.00099477+0.00048875i,-0.00014556+0.0011643i,0.00022734+0.00086204i,0.00010531+0.00019308i,0.00023802-0.00042174i
-0.00044707-0.00041948i,-0.0007695-0.00075021i,-0.001163-0.00077689i,-0.0017054-0.00064566i,-0.0015057-0.00061628i,-0.00069131+0.00038952i,-0.00029339+0.00089063i,-0.00045574+0.00057068i,-0.00071424+6.0746e-05i,-0.00091159-0.00045328i,-0.00077044-0.00040765i,-0.00033553+8.4474e-05i,-0.00047967+0.00041519i,-0.00070584+0.00029289i,-0.00062844+9.6856e-05i,-8.9265e-05-0.00090575i,0.0010968-0.00098839i,0.00096137+4.9526e-05i,-0.00031618+0.00089235i,-0.00066482+0.001509i,-0.00083411+0.0020216i,-0.00071565+0.001128i,-0.00033987+6.666e-05i
-0.00087317-0.0012074i,-0.001269-0.00061077i,-0.0010985-0.00027306i,-0.00078809+0.00075225i,-0.00017517+0.0014582i,0.00094052+0.00093445i,0.00089354-0.00032914i,-7.4454e-05-0.00042951i,4.1143e-05+0.00030129i,0.00030902+9.5901e-05i,0.00025922+0.00019787i,0.00082452+0.00064617i,0.00018374+0.00083013i,-0.00013428+0.00078114i,0.00016563+0.00073284i,-0.00014457+0.00015846i,-0.00063374-0.00019974i,-0.00035373+0.00021271i,0.00082909+0.00028058i,0.0016921+0.00026551i,0.00068516-3.6744e-05i,-0.00057623-0.00071378i,-0.00017207-0.00019759i
-0.0008355-0.0013657i,-0.0017114-0.0010305i,-0.0020718-0.0010468i,-0.0018501-0.00065136i,-0.0014308+0.00046967i,-0.00039043+0.00066156i,-0.00029603+0.00014868i,-0.00016195+9.6641e-05i,7.2036e-05+0.00013814i,-4.3895e-05+0.00016696i,0.00042526+0.00046793i,0.00079905-0.00021882i,0.00052014-0.00061416i,-1.5122e-05+0.00068865i,-0.00038062+0.001144i,-0.00015755+0.00065674i,0.00035151+0.00035198i,0.00044577+0.00024045i,0.00052751+3.0644e-05i,0.00062015+0.00035285i,0.0006213+0.00039197i,0.00033648+0.00012692i,8.9041e-05+0.00049022i
-0.0011358-0.00036602i,-0.0020365+0.00032962i,-0.0014231+0.0016545i,-0.0003224+0.0021952i,-3.5115e-05+0.0018057i,0.00011611+0.0013438i,0.00021345+5.8032e-05i,0.00036214-0.00094568i,2.5511e-05-0.0011219i,-0.00011572-0.0012104i,0.00012585-0.0010553i,-2.8629e-05-0.00059681i,-0.00064928+5.6913e-05i,-4.8031e-05+8.4546e-05i,0.00105-0.00040973i,0.00058399-0.00053145i,-0.00020299-0.00039912i,-0.00029497-0.00096174i,-0.00017592-0.00047039i,-8.9544e-05+0.00036345i,0.00017572+0.00050255i,2.6858e-05+0.00031364i,6.4947e-05+0.00023276i
-0.00037841+0.0017939i,0.0011207+0.0019257i,0.0023289+0.001301i,0.003441-0.00010307i,0.0031152-0.0012399i,0.0014943-0.0018562i,0.00072243-0.0014484i,0.00041582-0.00066072i,8.1382e-05+5.6541e-05i,0.00047486+0.00055627i,0.00019678-0.00021977i,-0.0013664-0.0008782i,-0.0011773-0.00033965i,-0.00040566+0.00023371i,-0.00069725+0.00012694i,-0.00043908-0.00016526i,0.00041721-0.00054852i,0.00061386-0.00093936i,0.00021407-0.0001593i,-0.00037345+0.00067278i,-3.0007e-05+0.00041711i,0.00031506+0.00035722i,0.00016521+0.00052454i
0.00096959-0.00093056i,0.00065734-0.0013322i,0.00048367-0.0016672i,-0.00023413-0.0010893i,-0.0007135-0.00016314i,-0.00077126+5.4502e-05i,-0.00057327-0.00011672i,-8.4594e-06-0.00015149i,0.00036917-0.00066055i,0.00018184-0.00066733i,-0.00037333-0.00041805i,-0.00064518+0.00032421i,-2.6539e-05+0.0012002i,-0.00012341+0.00092139i,-0.00071757+0.00047138i,-0.0013021-0.00048458i,-0.00098153-0.0015388i,3.3983e-05-0.0013641i,0.00034986-0.00061839i,0.00069689+0.00053127i,0.0008441+0.00069708i,0.00017356+0.00014764i,-0.00057897+2.2821e-05i
0.00051362-0.00022093i,0.00044357-0.0011426i,-0.000553-0.001795i,-0.0014124-0.00080849i,-0.00062265+0.00032561i,-0.00028063+0.00088635i,-0.00078958+0.00064604i,6.513e-05+0.00040139i,0.00037993+0.00010949i,-0.00031013-0.00021755i,-0.00069588+0.00045619i,-0.00087951+0.00087218i,-0.0012571-5.588e-05i,-0.0012668-0.00012145i,-0.0012646+0.0017419i,-0.00091521+0.0017222i,-0.00095128-0.00016945i,-0.00098435-0.00091591i,-0.00060179-0.00093607i,-3.2146e-05-0.00051086i,0.00055844-0.00016049i,0.00057729-0.0002341i,0.00031971-0.00040816i
0.00085673+0.00027647i,0.0011322-0.00051567i,0.001582-9.0362e-05i,0.0020497+0.00081659i,0.0016973+4.565e-05i,0.0010271-0.0012775i,0.00093394-0.0011193i,0.00093431-0.00067986i,2.8428e-05-0.00017524i,-0.00055037+0.00012323i,-5.9662e-05+2.371e-05i,-0.00034109+0.00071569i,-0.00057527+0.0013709i,-0.00052971+0.0013366i,-0.00041163+0.0013619i,0.0002347+0.00035842i,0.00038672-0.00058662i,0.00065702-0.00077853i,0.00065418-0.00074326i,0.00025683-7.0714e-05i,-0.00041242-5.3127e-05i,-0.00065413-0.00018602i,-0.0001625-0.00043731i
-0.0010489-0.00045112i,-0.00082775-0.00034497i,-2.3205e-06-0.0011946i,0.00027457-0.0015645i,0.00059874-0.001215i,0.00029775-0.00036693i,-0.0002104-0.00020842i,-0.00038144-0.0010017i,-0.00056175-0.0015629i,-0.00054637-0.001574i,-0.00064712-0.0014537i,-0.00030535-0.0013828i,0.00016071-0.00054466i,-0.00014002+0.00029791i,0.00013635+0.0003911i,0.00030229+0.00073731i,0.00033849+0.00049243i,0.00049618-0.00020806i,0.0003575+0.00023858i,-0.00029789+0.00060915i,-0.0010042+0.00031463i,-0.00080405+0.00032559i,-4.196e-06+0.00063081i
0.00056773-0.0018075i,-0.00065696-0.0016442i,-0.00075842-0.0022661i,0.0003441-0.0013848i,0.0012638+0.00043003i,0.0010083+0.0009927i,0.00023903+0.00048891i,0.00062987+0.0010545i,0.00093934+0.0011487i,0.00091831-8.9026e-05i,-0.00018039-0.0014879i,-0.00142-0.0011575i,-0.0012908-0.00020424i,-0.0001946-0.00033896i,0.00066973-2.5768e-05i,-2.4724e-05+0.00014419i,-0.00046007-0.00059018i,0.00023244+0.00047993i,0.00064754+0.0014718i,1.573e-05+0.0012805i,-0.00055503+0.001399i,-0.00045485+0.001302i,-0.00041344+0.00099112i
0.0013485-0.00038479i,0.0015035-0.00075812i,0.001459-0.00087233i,0.0011976-0.00072404i,0.00010138-0.00075311i,-0.00083598-0.00053413i,-0.00087889-0.00028289i,-0.00044083+4.2075e-06i,0.00031589-0.00042782i,0.00020378-0.001166i,0.0001114-0.00084259i,-8.9514e-05+0.00017279i,-0.00065418+0.00043944i,-0.00075182-0.00024159i,-0.0007017-0.00069122i,-0.00046189-0.00070619i,-0.0001938-0.00060151i,0.00024789-0.00059743i,0.001099-0.00022785i,0.00079333+0.00023685i,0.00034374+0.00066438i,0.0005031+0.00066141i,0.00055002+0.00048089i
0.0010143-0.00070698i,0.00097955-0.0006626i,0.00037105-0.00035664i,-0.00082048-0.0012796i,-0.0011745-0.0015004i,-0.00073309+8.7644e-07i,-0.00030622+0.00047526i,-0.00010659+0.00049823i,-5.5341e-05+0.00022737i,-9.868e-05-0.00074781i,5.0521e-05-0.0010531i,-0.00077153-0.00025685i,-0.0011033+5.633e-06i,-0.0010002+3.5483e-06i,-0.00083227-1.4797e-05i,-0.00018861+0.00015339i,0.00042477+0.00089702i,0.00016453+0.0004512i,-0.00018862-0.00053181i,-0.00054262+0.00020189i,-0.00041861+0.00079841i,0.00028231+0.00021368i,0.00062386-0.00052507i
-0.0010199+0.0015003i,-0.00036411+0.0021189i,-0.00034677+0.0018603i,0.00082913+0.0013602i,0.0016372+0.0016467i,0.0015543+0.00069841i,0.0013259-0.00020338i,0.00080897+0.00041671i,-0.00032231+0.0004664i,-0.00020272-0.00049052i,0.00015694-0.00052026i,0.00025221+0.00010528i,8.3805e-05+0.00013337i,-0.0010952+0.0007179i,-0.0022216+0.0014628i,-0.0013039+0.0020371i,0.00050769+0.0015994i,0.00035137+1.5474e-07i,-0.00013685-0.00045709i,-3.0758e-05-0.00023482i,0.00028232-0.00037042i,0.00014854-0.00070367i,5.8727e-05-0.0012476i
-5.2264e-05-0.00099437i,-0.00057979-0.00019022i,0.0005133-0.00024152i,0.0017187+0.00046959i,0.00048513+0.00083012i,-0.00015494+0.00062152i,-8.908e-05+0.00038706i,0.00026503+0.00017286i,0.00044876-0.0003871i,-0.00025206-0.0011388i,-0.00050002-0.0011163i,-0.0003422-0.00049317i,0.00021239-8.6682e-05i,0.001048-0.0002681i,0.0013441-0.00044849i,0.0010024-0.0001706i,0.00031973+1.2046e-05i,0.00030044-7.7645e-06i,0.00068556-0.00020721i,5.3849e-05+0.0003795i,0.00010626+0.0010904i,0.00051308+0.0001278i,8.0522e-05-0.00032578i
-0.00076089-0.00040808i,-0.00088342+0.0007415i,-0.0015202+0.00043469i,-0.001083+0.00050867i,5.3557e-05+0.0012756i,0.0004634+0.0012256i,-0.00014323+0.00040702i,3.4465e-05+0.00030223i,0.00018863+0.0001422i,-0.00087599-0.0002701i,-0.00090756-0.0012008i,-0.00038425-0.001038i,-0.00077797-0.00055031i,0.00011121-0.00058517i,0.00091656-0.00082592i,0.00057274-0.0012326i,0.00049625-0.00083542i,0.00038495-9.8666e-05i,0.00062957-5.8048e-05i,0.0008842+0.00021388i,0.00085116-5.834e-05i,0.0002557-0.00019203i,5.3916e-05+0.00019954i
-0.0019981+0.0002749i,-0.0014755+0.0010326i,-0.00031632+0.00076657i,0.00074935+0.00041898i,0.0017631+0.00097247i,0.0015774+0.0010837i,0.00059639+0.00084447i,0.00042902+0.00057938i,0.00090253+0.0010186i,0.00085687+0.0014964i,0.00027801+0.0009089i,-0.00086351+0.00072389i,-0.00092307+0.00028449i,-0.00067646-5.0334e-05i,-0.0010789+1.7627e-05i,-0.00038415-0.00021216i,0.00015776-0.00020823i,0.00026932+1.0176e-05i,0.00062101+0.00059976i,0.00070574+0.0004026i,0.00051798+0.000435i,-4.7156e-05+0.00039802i,0.00026025+1.1192e-05i
-0.0010168-0.0010672i,-0.00098313-0.0007842i,-0.00064362+1.4512e-05i,-0.00068743-0.00022812i,-8.5414e-05-0.00048811i,0.0010429-0.00081056i,0.00088299-0.0011367i,0.00074067-0.00069937i,0.001134-0.00019117i,0.0014749-0.0010076i,0.00044863-0.0011844i,-0.0001387-0.00037763i,-0.00042593-0.00024871i,-0.00095273-0.00050097i,-0.00080446-0.00046825i,-0.0010563-0.00028038i,-0.00082216-0.00057744i,-0.00010762-0.00073395i,-0.00064892-0.00035524i,-0.00096103+5.0078e-07i,-0.00084601+0.00020052i,-0.0003036-0.00023712i,0.00046996+0.00017197i
-0.0013155+0.00012284i,7.3244e-05+0.0020045i,0.0006083+0.0038678i,0.00085018+0.0042584i,0.00099976+0.0031395i,0.00092548+0.00081202i,8.6209e-05-0.00029572i,-0.00093598-0.00049713i,-0.00088736-0.00061i,-0.00033702-0.00057501i,-0.00014334-0.00092555i,0.00012867-0.00013514i,-0.00037176+0.00093812i,-0.0012432+0.00058199i,-0.0014677+0.00068991i,-0.0006361+0.00084639i,0.0010324+0.00048924i,0.0012113+0.00011917i,0.00037817+0.00024644i,0.000246+0.0010226i,0.00074595+0.0012959i,0.00079731+0.00047456i,0.00051162+0.00019968i
-0.0015282-0.0017704i,-0.0015076-0.0025477i,-0.0018943-0.0017878i,-0.0019586+0.00085021i,-0.0018606+0.0019482i,-0.00091121+0.00068167i,-0.00018034-0.00044117i,-0.00025549-0.0008487i,-0.00034626-0.00078411i,-0.00044147-0.0008558i,-0.00064001-0.00098993i,-0.00069084-0.00044835i,-0.00024929+0.0001324i,-1.0799e-05+0.00050186i,8.8838e-05+0.00046029i,0.0007624+0.00057999i,0.00035474+0.00062457i,-0.00081834+0.00027409i,-0.00085476-3.4151e-05i,-0.00014176-0.00016625i,0.00045209+3.6331e-05i,0.00058863+0.00042903i,-0.00045546+0.00045716i
8.3108e-05-0.00092603i,0.0011172-0.0013193i,0.0020726-0.0022024i,0.0018021-0.0012682i,0.00091168+0.00031941i,0.0014065+1.4995e-05i,0.0017676-3.1378e-05i,0.00040367-0.00029807i,-0.00085503-0.0006207i,-0.0012991-0.00037525i,-0.00063532-9.964e-05i,0.00018731+7.9795e-05i,0.00012125-0.00012185i,0.00034189-0.00033992i,0.00058525-0.00088054i,0.00095289-0.0013962i,0.00032542-0.0010545i,-0.00034212-0.00058269i,-0.00015847-0.00012997i,8.3915e-05+0.00020084i,0.0003163+0.00033991i,0.00024926-0.00022042i,0.00041014-0.00057459i
-0.0011552-0.0013225i,-0.0016303-0.00094842i,-0.00090473-0.00040314i,0.00071628-0.00062882i,0.0014075-0.0010296i,0.00090575-7.417e-05i,0.00098737+0.00046983i,0.0016254+0.00015831i,0.00051272+8.8584e-05i,-0.00020106-0.00028298i,-0.00032545-0.0005816i,-0.00088342-0.00047851i,-0.00075417-0.00038817i,-0.00050852-0.0013354i,-0.0010708-0.0015237i,-0.00082246-0.00094161i,-0.00019359-0.0010718i,0.00031202-0.00091628i,0.00035108-0.00045506i,4.5036e-05+0.00021737i,-0.00031516+0.00071879i,-0.0002596+0.00051062i,-0.00011667+4.2833e-05i
-0.00089164+0.00098538i,-0.0013022-0.00015564i,-0.0017568-0.00071811i,-0.0010817-0.00012729i,-0.0002972+0.00076375i,-0.00020288+0.00078511i,-0.0002119+0.00010904i,0.0005106-0.00052895i,0.00094538-0.0010444i,0.00037172-0.00096868i,-0.00043934-0.00023469i,-0.00043742+0.0002234i,-0.00011569+0.00054696i,-0.00024825+0.00069576i,-0.00028931+7.4948e-05i,-0.00028218-0.00029072i,-0.00063332-0.00030243i,-0.00035615+0.00045108i,-0.00031384+0.00049204i,-0.0011573-0.00013184i,-0.0014126-0.00052445i,-0.00050313-0.0004981i,0.00067785-4.2395e-06i
-9.8375e-05-0.0016294i,-0.00075318-0.0020612i,-0.0019242-0.0014104i,-0.0027666-0.0013695i,-0.0015131-0.001372i,-0.00039474-0.00080678i,-0.00048466-0.000499i,0.0001522-0.00032253i,0.00090899-0.00044441i,0.00056429-0.00080826i,0.00058063-0.0010663i,2.8745e-06-0.00088087i,-0.0001979-0.00014368i,0.00063181+0.00035278i,0.00057189+0.0006394i,-0.00015414+0.0008056i,-0.0005333+0.00031243i,-0.00068596+0.00024893i,-0.00037345-0.00027675i,-0.00033827-0.00056225i,-0.00057339+0.00018234i,-0.0010726+0.00049983i,-0.0013766+0.00045796i
0.0018178+0.0014179i,0.0022478+0.00094884i,0.0017312+0.0012567i,0.0014083+0.0018743i,0.0011709+0.0022118i,0.00017205+0.0013822i,-0.00092726+0.00050102i,-0.0013056-4.6727e-06i,-0.001528-0.00078389i,-0.00052806-0.0013425i,0.00059076-0.0012679i,0.00038261-0.0012613i,-0.00011838-0.0011597i,0.00035602-0.00043321i,0.00063049+0.00061769i,0.0005762+0.00076279i,0.00067583+0.00035388i,0.0005027-4.7447e-05i,0.00034385+0.00029964i,0.00047818+8.6968e-05i,0.00030732+1.2363e-05i,0.00068235+0.00039699i,0.00061623+8.1365e-05i
0.00042508+0.00034513i,0.0010224-0.0012806i,0.0025658-0.0020791i,0.0023575-0.00041049i,0.00088136+5.8607e-05i,0.00054286-0.00068242i,0.00066083-0.00073416i,0.00066525-0.0003405i,0.00019116-0.00030054i,-0.00057229-0.000565i,-0.00083815-0.00044941i,-9.865e-05-0.0003167i,-7.2919e-05-0.00087344i,-0.00014882-0.00068601i,0.00055003-0.00030885i,0.0007595-0.00021076i,0.00086911+0.0001307i,0.0010878+0.00014836i,0.001223+0.00065993i,0.00093372+0.0010438i,0.00045438+0.0010557i,0.00036421+0.00074938i,0.00073773+0.00058802i
-0.0022415+0.0010896i,-0.0027544+0.0011061i,-0.0018848+0.0015073i,-0.0001152+0.0014716i,0.0011347+0.0011587i,0.0011041+0.0008534i,0.00093887+0.00086056i,0.00052295+0.00022552i,6.1381e-05+0.00063315i,6.4137e-05+0.0015726i,-0.00028063+0.00085897i,-0.00083845-0.00057161i,-0.00087084-0.0014021i,-0.00058001-0.0012401i,-0.00054995-0.0010379i,-1.358e-05-0.00086612i,-0.00033124+4.9703e-05i,-0.00079959+0.00058505i,0.00017172-0.00099977i,0.0008585-0.0018899i,0.0011924-0.00091471i,0.00097594-0.00042807i,-8.24e-05-0.0004234i
-0.0019055-0.0013054i,-0.0024652-0.00053617i,-0.0026526+0.00015898i,-0.0015326-0.0010478i,1.7299e-05-0.001058i,0.00024613+0.00010345i,0.00054135-0.0001645i,0.00043665-0.0011098i,-0.00042325-0.0011532i,-0.00086474-0.00063891i,-0.0012452-0.00053436i,-0.0013679-0.00035267i,-0.00095051+0.00022224i,-0.00075896-0.00027596i,-0.0013651-0.00067772i,-0.0014688-0.00045225i,-0.00077076-0.00057598i,-0.0002424-0.00074693i,7.3394e-05-0.00026111i,-0.00036247+0.00065143i,-0.00063074+0.00064335i,-0.00072138+0.00015723i,-0.0006319-0.00035283i
0.00085161+0.0009132i,-0.00016666+0.00078181i,-0.00093777+0.00043301i,-0.0013284-0.00017633i,-0.0001564-0.00028498i,0.00057648+0.00016822i,0.00017708+0.00030597i,-0.00022551+0.00066708i,-0.00023499+0.0011435i,-0.00027583+0.00044301i,-0.00016188-0.00011523i,-0.00036117+0.0001605i,-0.00089958+0.00052217i,-0.00088875+0.000602i,-0.00011426+0.00036077i,5.9954e-05+0.00062097i,-0.00033389+0.00035316i,-0.0005296-0.00029205i,-0.00037413-0.00062094i,0.00037621-0.00036282i,0.00026333+0.00015685i,5.5837e-05-0.00011149i,0.00018215-0.00045343i
0.00062469+0.0014334i,0.0010394+0.00094432i,0.002203+0.0011891i,0.0014983-8.1082e-05i,0.00094032-0.001294i,0.00020424-0.0017201i,4.8263e-05-0.0021576i,0.00051128-0.0014788i,0.00066594-0.00049555i,0.0010853-0.00099246i,0.00027769-0.0012598i,-0.00079367-0.00043854i,-0.00026772+0.00032106i,0.00063887+0.00063334i,0.00070415+0.0012894i,0.0003644+0.002135i,4.9866e-05+0.0021521i,4.7722e-05+0.0012887i,-0.0002705+0.00050289i,-0.00056351+0.00018907i,-0.00029403+0.00064812i,0.00061472+0.0011788i,0.00070652+0.0012188i
0.00022234-0.0014507i,-5.0915e-05-0.0014924i,-0.00039814+0.00073931i,-0.0010515+0.0016574i,-0.0013875+0.00063286i,-0.0014884+0.00096194i,-0.0012668+0.0017341i,-0.00090465+0.00071438i,-0.00047585-0.00099561i,-0.00065055-0.00086638i,-0.0012471-0.00015564i,-0.00090614-6.6552e-05i,3.3252e-05-2.3113e-05i,0.00081858+0.00066578i,0.0006731+7.0556e-05i,0.00052477-0.00016226i,0.00052356+0.00087256i,0.0004603+0.0004463i,0.00056444-9.1866e-05i,0.00056481+3.4941e-05i,0.00017414+0.00023745i,0.00012847+0.00038599i,0.0005196+0.00060117i
-0.00063744-0.0015275i,-0.000675-0.0021998i,-0.00084073-0.0031847i,0.00010021-0.0028417i,0.000382-0.0011365i,-0.00032182+6.8357e-05i,-0.00047519+0.0002756i,-0.00030418-0.00038634i,-4.2774e-05-0.00088786i,0.00057347-0.0005365i,0.00097274-0.00077352i,0.00033572-0.0011959i,-0.00030437-0.0012128i,0.00041241-0.00059457i,9.9452e-05-0.00033376i,-0.00041251+2.3894e-05i,-0.0002021+0.00054754i,-0.00010062+0.0005734i,0.00018367-0.00014135i,0.0002043-0.00078332i,0.00034279-0.00062882i,0.00049094-0.00030234i,-1.396e-05-0.00019033i
