-0.004359+4.6745e-05i,-0.0039238+0.0012238i,-0.0042292+0.0023013i,-0.002991+0.0021386i,-0.0014513+0.0015421i,-0.00098705+0.0017856i,0.00032276+0.0020445i,0.00063685+0.0022594i,0.00012458+0.0015525i,0.00080386+0.00067522i,0.00098152-0.00033843i,0.00011057-0.00081239i,-0.00043213-0.00082175i,-0.00060594-0.0013841i,-0.0006355-0.00075168i,-0.00041711-4.0264e-05i,-0.00029786+0.00014997i,-2.827e-05+0.0006837i,0.00031673+0.00059475i,0.00037914+0.00046855i,-9.8282e-05-0.00015686i,-0.00019777-0.00068175i,0.00069805+0.00035069i
-0.0012256-0.00035427i,-0.0021815+0.00031762i,-0.0021857+0.00047833i,-0.001695+0.001595i,-0.00068942+0.0014874i,0.0002989+0.00047387i,0.00088669+3.0495e-05i,0.00056352-0.00038997i,-0.00044036-0.00023094i,-0.00086379+7.0793e-07i,-0.00036735+0.00030501i,-0.00039508+0.00064712i,-0.00062882+0.00017279i,2.3022e-05-0.00027777i,-3.6546e-06-0.00034256i,-0.00043585+0.00019625i,0.00013972+0.001136i,0.00049707+0.0016044i,0.00023781+0.0013949i,0.00077965+0.00073089i,0.00047623-5.6931e-05i,0.00018824-0.00048739i,0.00039937+0.00032377i
0.00073246-0.00060268i,-0.00033375-0.00062003i,-0.00089041-0.0004209i,-0.00039485-0.00022906i,0.00020936-0.00033111i,0.00014266+4.977e-05i,0.00040069+0.00076446i,0.00041514+0.00033115i,-0.00058422+4.9433e-05i,-0.00096811+0.00022701i,0.00010431-0.00045289i,0.00048394-0.00067075i,0.00065015-0.00018175i,0.00083686-1.6297e-06i,0.00029834-0.00012618i,0.00016881-0.00012974i,0.00079935+0.00065492i,0.00085264+0.0010406i,0.00090225+0.0010348i,0.0011764+0.00062603i,0.001005+2.8924e-05i,0.00036229-0.00057302i,-0.00045425-0.00084439i
-0.00027086+8.0014e-05i,-0.00013923+0.0010206i,0.00016641+0.0015157i,0.0013485+0.00048816i,0.0013071-0.0013236i,0.00052491-0.0019468i,0.00051535-0.00062101i,0.00054832-1.0853e-05i,0.00047204-0.00049437i,0.00046511-0.00073508i,0.00028863-0.0006571i,1.1967e-05-0.00040566i,-0.00059327-0.00030927i,-0.00090486-0.00036558i,-0.00085257-0.00049528i,-0.00037568-0.00013351i,0.00032512+0.00050952i,0.0006832+0.00053901i,0.00057303+0.00022192i,0.0001423+0.00019699i,-0.00022429-0.0001944i,-0.00013308-0.00037654i,-0.00020875-0.00070452i
0.0017382-0.00064278i,0.00077653-0.0011756i,0.00053294-0.0024017i,0.00057012-0.0027138i,0.00050584-0.0019648i,-0.00010103-0.00036242i,0.00074655+0.00022229i,0.0019749+0.00029121i,0.0015752+0.00020744i,0.00074789-0.00082206i,-9.6793e-07-0.0011111i,-0.00058307-0.00032772i,-0.00059883-6.9945e-05i,-0.00056909+0.00035985i,-0.00076563+0.00057878i,-0.00052799+0.0010245i,-0.00025068+0.0014884i,-0.00024608+0.0011177i,0.00023198+0.00052025i,0.00014715+0.00036981i,-0.00045544+0.00067687i,-0.00034737+0.0002609i,4.421e-05-0.0010758i
-0.00036819-0.00083064i,0.00010711+0.00054161i,-0.00035256+0.00099003i,-0.00095874-0.00017929i,-0.0011511-0.00089959i,-0.00026195-0.00031591i,0.00065889+0.00073103i,0.00046422+0.00025397i,-0.00030251-0.00040477i,-0.00040527-0.00024009i,-0.0010143-0.00014549i,-0.0013172-5.7717e-05i,-0.0008422-0.00036114i,-0.00079503-0.00020724i,-0.0011378+0.00073248i,-0.0012187+0.00076515i,-0.00044498+0.00011263i,0.00017307+0.00040154i,0.00038711+0.00093648i,-6.0076e-05+0.0010791i,-0.00025155+0.0006444i,-2.7146e-05-0.00016171i,8.8269e-05-0.00027157i
0.00087715+0.00067011i,0.001379-0.00072348i,0.00066596-0.001614i,0.00040712-0.00055802i,0.001013-0.00085995i,0.00093274-0.00062267i,0.00093589+0.0004513i,0.00055387+0.00034292i,9.7911e-05-0.00012914i,0.00023026-0.00020474i,-0.00058193-0.0001935i,-0.00070972-0.00041154i,0.00018791-0.00023469i,-0.0003513-0.00018563i,-0.00058286-0.00044549i,-5.3796e-05-0.0001666i,0.00021848+0.00012192i,0.00051481-4.2465e-05i,0.00019074+0.00033923i,1.9666e-05+0.00069958i,0.0002084+0.0005013i,0.00037262-0.00014091i,0.00021456-0.00074066i
-0.0025692+0.00081804i,-0.0010866+0.00098655i,-0.00011405+0.0013907i,0.0010677+0.00094212i,0.0021435+0.00066845i,0.0013784+0.00047792i,0.00036523-3.0499e-05i,0.00051458+5.0571e-05i,0.00013955+0.00063312i,-0.00073158+0.00031871i,-0.00043863-0.00046629i,-0.0007092-0.00030285i,-0.00057384-0.00010508i,-0.00058957-0.00083575i,-0.0011629-0.00096448i,-0.0012851-2.0286e-05i,-0.0012746+0.00026407i,-0.00074012-0.0001436i,0.00026035-8.515e-05i,0.00048638+0.00019603i,0.00028177+8.1427e-05i,0.0005516+5.6146e-05i,0.00051073+0.00055578i
-0.0021092+0.00042319i,-0.00052281+0.00084387i,-0.00038617+0.001695i,-0.00069177+0.0016196i,0.00030938+0.0004069i,0.001654+5.5972e-05i,0.0015594-0.00018092i,0.00043849-0.00031765i,-9.7492e-05-0.00028606i,-0.00058426-0.00028413i,-0.00071835-0.00062115i,-0.00070894-0.00076248i,-0.00091777-0.00010571i,-0.0012737+0.00015578i,-0.00076166+0.00022595i,-0.00019174-3.037e-05i,-2.4604e-06-0.0001126i,-5.975e-05+0.00010947i,-0.00053882+0.00036689i,-0.00087021+0.00051083i,-0.00078623+0.00055973i,-0.00075161+0.00066014i,-0.00060419-1.5805e-05i
-0.00018716-0.0022014i,-0.00071527-0.0017422i,5.8571e-05-0.00061461i,0.00012355-0.00018783i,-0.00086941-0.00048181i,7.82e-05-5.4793e-05i,0.0012715+0.00055659i,0.0011869-0.00043575i,0.00061871-0.001044i,0.00024066-0.00076214i,2.1961e-05-0.00028383i,-0.00065336-0.00010631i,-0.0014618+4.7121e-05i,-0.0012131+0.00092052i,2.3132e-05+0.00067178i,0.00038887+0.00012971i,-0.0006173+0.00046379i,-0.001046+0.0003763i,-0.00057416-0.000301i,-0.00036975-0.00077893i,-0.00032526+0.00069313i,-0.00054377+0.0019101i,-0.00040355+0.0013837i
0.00091818+0.0017614i,0.0013003+0.0015807i,0.00203-6.8969e-05i,0.0023624-0.00064785i,0.0016579-0.0010467i,-5.2932e-05-0.0012851i,0.00014025-0.00032752i,0.0013422+0.00020123i,0.0014439-0.00012503i,0.00010764-0.00075541i,-0.0010245-0.00068951i,-0.00082417-0.00018865i,-9.2843e-05+0.00038225i,-9.8667e-05+0.00033992i,0.00053632-9.3649e-05i,0.0011895+0.00056023i,0.00011735+0.0013065i,-0.00012952+0.00065058i,0.00029612+0.00031187i,0.00078755+0.00020932i,0.0010881-5.8569e-05i,0.00078171+0.00028623i,0.00050532+0.00057939i
-0.0014794-0.00072279i,-0.0012723-0.0015294i,-0.0013848-0.0015267i,-0.001348-0.00065337i,-0.00012963+0.00011998i,0.0010271+0.00059027i,0.0012111+0.0011015i,0.0014505+0.00087921i,0.00093155+0.00028335i,0.0002521+9.0501e-07i,-7.9639e-05-8.9459e-05i,-0.00066488+0.00073034i,-0.00023531+0.00072819i,-4.1075e-05+0.00019927i,-0.00047044+0.00057584i,-5.2733e-05+0.00043532i,0.00069748+0.00020262i,0.00081572+0.00055776i,0.00031773+0.00070776i,0.00011485+0.00040433i,0.00017149+0.00062536i,0.00055252+0.00069356i,0.00096291+0.00079395i
0.0014356+0.00055147i,0.0019954+0.00073519i,0.0022963+0.0011434i,0.0017111+0.0014541i,0.00089759+0.0010898i,0.0012514+0.0010027i,0.0020377+0.001044i,0.0012302+0.00082751i,1.8855e-05-0.00012322i,-0.00087732-0.00094615i,-0.0010024-0.0011679i,-0.00086713-0.0010306i,-0.00090855-0.00045716i,-0.00071811-0.00032715i,-0.00080719+2.7213e-05i,-0.00089153+3.4248e-07i,-0.00083344-0.00022554i,-0.00046622-3.4063e-05i,0.00019708-0.00027876i,0.00079777-0.00061555i,0.00047821-0.00057137i,0.00062865+3.957e-05i,0.00051038+0.00051345i
7.171e-05-0.00016658i,-0.0001054+0.00016387i,-0.00012732+3.8888e-05i,-0.00021031-9.8924e-06i,0.00026542-0.00020704i,0.00069117-0.00031862i,0.00020296-0.00025629i,-0.00014804+0.00076593i,-0.00053727+0.0011377i,-0.00079366-0.00031949i,-0.00034224-0.00093272i,-0.00051389+0.00010178i,-0.00047548+0.0004347i,0.00019453+2.5598e-05i,0.00043886-0.00040587i,0.00042234+0.0005406i,0.00015736+0.0015353i,0.00033803+0.00088097i,-0.00015376-0.00054744i,-0.00090358-0.0017452i,-0.00062296-0.0011149i,0.00019-0.00028689i,0.00053936-0.00063383i
-0.0013053+0.00011399i,-0.0018043+0.00016163i,-0.001019+0.00026938i,-0.0001267+9.972e-05i,0.001303+0.00028485i,0.0019871+0.0012371i,0.0011202+0.00083005i,0.00056856+0.00021394i,0.00046374+2.5913e-05i,-2.9499e-05-0.00030256i,-0.00079897-0.00023009i,-0.00078523-0.00050618i,-0.00027663-0.00070185i,-0.00050049-0.00080068i,-0.00046115-0.00039413i,0.00023198+0.00082299i,0.00082971+0.0010829i,0.00061399+0.00049085i,0.00055546+0.00027106i,0.00075382+0.00075867i,0.00013591+0.00089066i,0.00037777+5.6568e-05i,0.00097689+0.00021833i
0.0014141+0.0012355i,0.0014236+0.0010912i,0.0013957-6.3118e-05i,0.00063937-0.0011454i,0.00014872-0.0011279i,-0.00038839-0.00089335i,2.984e-05-0.00053292i,0.0004688-0.00042313i,0.00029336-0.0010337i,0.00021563-0.0013418i,6.1404e-05-0.001324i,-0.00021072-0.001049i,-0.00036354-0.00026125i,-9.6893e-05+0.00052373i,0.0004673+0.00084445i,0.00086366+0.0011348i,0.0005584+0.00078024i,0.00056238+0.00066314i,0.00078293+0.000336i,0.00071729-0.00058019i,0.00093971-0.00068502i,0.00068054-6.1831e-05i,0.0009865-0.0003427i
0.00079896-0.0017883i,0.001483-0.0022009i,0.0014165-0.0029728i,0.00020069-0.0027687i,-0.00084882-0.0011692i,-0.00036523+0.00040435i,0.00024952+0.00061805i,-0.00010442+3.4441e-08i,-0.0009209-0.0008734i,-0.0012555-0.00075758i,-0.0013402-0.00032905i,-0.0014399+0.00031926i,-0.00075405+0.00053077i,0.0002647+0.00035891i,0.00071938+0.00072294i,0.00073081+0.00090886i,-0.0002707+0.0010818i,-0.0008902+0.0010675i,3.6295e-05+0.00071874i,0.00054172+0.00042059i,8.95e-05-0.00058017i,-0.00073008-0.0010811i,-0.00062567+5.1413e-05i
-0.00086717-0.00048769i,-0.0004821-0.00096018i,-0.00081188+0.00038744i,-0.000969+0.0020018i,-0.0011195+0.0018853i,-0.00050216+0.0012474i,0.001187+0.00083914i,0.0019944+4.6567e-05i,0.0019765-0.00035157i,0.00097213-0.00023452i,-0.00029673-0.00055027i,-0.00020848-0.00077618i,-8.967e-05-0.00060823i,-0.00068647-0.00037535i,-0.00036549-0.00032573i,0.00092881+0.00045577i,0.00071545+0.00080034i,-9.9026e-05+0.00034238i,0.00012779+0.00018775i,0.00064323-0.00016439i,0.00084512-0.00059005i,0.00035711-0.00039672i,0.00014279+8.216e-05i
0.00087281-0.00073117i,-0.00011491-0.00086198i,-0.00067105-0.0013202i,-0.0013662-0.0025499i,-0.0016186-0.0026214i,-0.00032226-0.00099601i,0.0014773+0.0010035i,0.0018057+0.0016809i,0.00066158+0.00086208i,-0.00045712-0.00023269i,-0.00081211-0.00071633i,-0.0015615-0.00035132i,-0.0016717-0.00046361i,-0.0011343+0.00035655i,-0.00020132+0.00061703i,0.00055745+6.4119e-05i,0.00042174-0.0001966i,0.00025098-0.00048947i,0.00052076-0.00015338i,0.00036732+0.00062742i,-0.00021303+0.00069375i,-0.00012502+2.6959e-05i,0.00039872-0.0003538i
0.00071742-0.0013808i,-8.8883e-05-0.0012668i,-0.0011852-0.0021717i,-0.001016-0.002631i,4.3609e-05-0.0022362i,0.00065048-0.00076396i,0.00097197+0.00072608i,0.00085992+0.001292i,0.00063035+0.00037116i,0.00018344-0.00073335i,-5.1352e-05-0.00032925i,-0.00025285+0.00024114i,-0.00057991+0.00075775i,-0.00074363+0.00087526i,-0.00042847-0.00018953i,-3.64e-05-0.00016581i,0.00031528+0.00060885i,0.00035952+0.00036891i,0.0002327-0.00021065i,-0.00040027-7.066e-05i,-0.00049649-5.6449e-05i,0.00019634-0.00026269i,0.00064796+0.00019698i
-0.0013402+3.0337e-05i,-0.00071359+0.00054221i,-0.00064534+0.00078826i,-0.0007921+0.00073135i,-2.234e-05+0.00030996i,0.00055346+0.00037501i,0.00068419+0.000652i,0.00017619+0.00016349i,-0.00044382-0.00032811i,-0.00060849-0.00080203i,-0.00085156-0.00075595i,-0.00097599-2.8412e-05i,-0.00044057+0.00044131i,0.00055268+0.00032953i,0.00053349+0.00038025i,0.00046242+0.00040723i,0.00062372+0.00043731i,0.00059069+0.0002307i,0.00090922+0.0001733i,0.00024426+0.00044738i,-0.00041649+0.00028386i,-7.8578e-05+0.00019831i,-0.0001046-0.00018603i
-0.00083652-0.00047242i,8.8337e-05-0.00010213i,0.00081627-0.00031667i,0.0011539-0.00065684i,0.0010045-0.00084329i,0.0002652-0.00079329i,0.00060931-0.00026823i,0.0013532-0.00052806i,0.00066951-0.0015912i,-0.00023619-0.0016727i,-0.00042246-0.00086515i,-0.0001614-0.00032905i,9.747e-05-0.00035187i,-4.3651e-05+6.2391e-05i,-0.00023629+0.00063527i,0.00021895+0.0003447i,-1.8135e-05+0.00048969i,-0.00033795+0.00024282i,1.0671e-06-0.00060723i,3.3041e-05-0.00030255i,0.00014742+0.00054489i,0.00061558+0.0010605i,0.00075337+0.0012422i
-0.00010834+0.0014639i,0.00033725+0.00031373i,0.0010769-0.00024938i,0.0019426-0.00061176i,0.0016991-0.00069736i,0.0010152-0.00027159i,8.5147e-05+0.00014172i,0.00013135+0.00082069i,0.00047046+0.00090348i,-0.0004106+0.00026834i,-0.00063479+1.2469e-05i,2.6397e-05+0.00051035i,-0.00015165+0.00018076i,-0.00083949-0.00051403i,-0.00079723-0.00031869i,-0.00079826-4.8592e-06i,-0.00069683+0.00082004i,-5.1358e-05+0.0014858i,0.00043513+0.00070488i,0.00065878-0.00015106i,0.00089989-0.00016472i,0.00074751-9.0921e-05i,0.0010321-0.00055596i
0.0011658-0.00099292i,0.0013454-0.0014822i,0.0011999-0.0015259i,0.0010792-0.0012808i,0.00041632-0.00089839i,0.00046314+0.00032731i,0.00097982+0.00063495i,0.00062825+0.00018832i,-0.00038056-0.000101i,-0.0016725-0.00025079i,-0.0011445+4.595e-05i,0.00042255-0.00025023i,0.0006855-0.00030513i,0.00010053+0.00040772i,6.6836e-05+0.00062174i,0.00056579+0.00045366i,0.00080014+0.0006859i,0.00055887+0.0011284i,0.00019822+0.001621i,-0.00026042+0.0013096i,-0.00045962+0.00064316i,-0.00014658+0.00020344i,0.00034213-3.6333e-05i
1.5111e-05-0.00091572i,0.00011304-0.00047887i,0.00074609-0.0010068i,0.00010057-0.001898i,-0.00039085-0.001705i,-0.00099402-0.00028498i,-0.00021743+0.00042599i,0.0014958+1.8962e-05i,0.0010822-0.00094355i,-0.00076019-0.0021697i,-0.00058139-0.0020706i,-0.00060544-0.00084673i,-0.00099883-0.00014823i,-0.00069361+8.5829e-05i,-0.00059104-0.00037165i,-0.00020778-0.00019231i,-5.3338e-05+0.0006945i,0.00024662+0.0013534i,0.00049746+0.0013701i,-2.6806e-05+0.0010453i,0.00051999+0.00049694i,0.00066251+0.0005793i,3.241e-05+0.00057341i
0.00074547-0.0008357i,0.00087804-0.0012326i,0.00054776-0.0011706i,-0.00026797-0.0017483i,-0.00071726-0.0018395i,-0.00051019-0.00087921i,0.00022379-8.3314e-05i,0.00080728+0.00011404i,0.00048004-0.00084731i,-0.00073406-0.0017511i,-0.0013335-0.0012293i,-0.00018486+1.5594e-05i,0.00073594+0.0005097i,-0.00035829+0.00026442i,-0.00060502+0.00023818i,-0.00021325+0.00028264i,-0.00063428+0.00041876i,-0.00047392+0.00055371i,2.2581e-05-2.3848e-05i,9.4159e-05-0.00013982i,0.00036865+6.6916e-05i,0.00046422-8.7516e-05i,0.0004423-0.00099511i
-0.0010189-0.001277i,-0.0013793-0.00084832i,-0.0010986-0.0011775i,-0.0004183-0.0002091i,-0.00052717+0.00059882i,0.00042209+0.00027116i,0.0015822+0.0008187i,0.0011518+0.00079004i,0.0003288-0.0011119i,-0.00020095-0.0012813i,-0.00054578-0.00025213i,-0.00045869+8.7938e-05i,-0.00089366+0.00034753i,-0.0013335+0.00014524i,-0.0012995-0.0002819i,-0.0013133+9.073e-05i,-0.00041194-1.5762e-05i,0.00021967-0.00047226i,0.00059135+0.00018886i,7.0691e-05+6.5919e-05i,-0.00056232-0.00051268i,-4.1637e-05+3.8402e-05i,0.00042509+0.00011043i
0.0017381-1.2634e-05i,0.0018484-0.0014346i,0.001989-0.0019252i,0.0013967-0.0020508i,0.00024915-0.0018i,-0.00064391-0.00028825i,-0.00050253+0.0015037i,8.4091e-05+0.0012357i,0.00063124+0.00065867i,-4.2564e-06+0.00068762i,-0.00021934+0.00016509i,5.3513e-05+0.00035034i,-0.00029215+0.00060416i,-0.00086955+0.00066262i,-0.00068259+0.0010951i,-3.4077e-05+0.00087754i,-5.4816e-05+0.00045367i,7.2361e-05+0.00037897i,-5.8691e-05+0.00023217i,0.00026857+0.00031875i,0.00069878+0.00063675i,0.00034193+0.00054392i,0.00014826+0.00048027i
-0.00047589-0.00068761i,-0.00014845-0.00035483i,-7.116e-06-0.00025066i,-0.00049548-0.0013494i,7.3426e-05-0.0018447i,0.00076477-0.0010007i,0.0013104-4.2989e-05i,0.0010978-0.00039875i,0.00035663-0.00085891i,-0.00038078-0.0011824i,-0.00060311-0.0012124i,-0.00034328-0.00075575i,-0.00019292-0.00058654i,-0.00061737-0.00012492i,-0.00089761-0.00010399i,-0.00032522+0.00039323i,0.00014591+0.0012732i,0.00027287+0.0011488i,0.00080947+0.00056188i,0.0010683+0.00044552i,0.00051327+0.00051399i,0.00025399+0.00059764i,0.00040792+0.00039523i
0.00056378-0.00014842i,0.00056961-0.00082144i,0.00040036-0.0010903i,0.00029757-0.0010268i,-0.00050547-0.00072661i,-0.00052465+0.00019177i,-3.5103e-05+0.0010373i,0.0003333+0.00041019i,-0.00015382-0.00068793i,-0.00056652-0.00067897i,-9.3848e-05+0.00012468i,-8.7064e-05+0.00077279i,-0.00034708+0.00045023i,-0.00097909-4.8664e-05i,-0.00045943-0.00026593i,0.00057992-0.00041387i,0.00080235-0.00018199i,0.00091214+0.00017897i,0.00094042+0.00022056i,0.00047743+0.00044283i,0.00034343+0.00076543i,0.00085417+0.00046572i,0.00084439-9.8501e-05i
-0.0012903-0.00045727i,-0.0017531-0.0013539i,-0.0013449-0.001755i,-0.0006275-0.0013963i,-0.00026641-0.00074554i,-4.204e-05+4.8299e-05i,0.00043703+0.0010063i,0.00099005+0.0011936i,0.0010973+0.00069794i,0.0003048-0.00050005i,-8.7203e-05-0.0013532i,-0.00044887-0.0013264i,-0.00096443-0.0010818i,-0.00096383-0.00043679i,-0.0011291-4.5885e-05i,-0.0013662+0.0010628i,-0.0011661+0.0018337i,-0.00032522+0.0014054i,-0.00020337+0.0015333i,-0.00056363+0.0014006i,0.00039244+0.00097851i,0.0010198+0.00023688i,0.00090063+0.00014232i
-0.0015563-0.0022432i,-0.0015181-0.0017444i,-0.0017211-0.0010416i,-0.0011146-0.00065907i,-1.1138e-05+0.00053247i,0.0011931+0.0013008i,0.0021187+0.0011944i,0.00092179+0.00041551i,-0.00012888-0.00028483i,-0.00027531+0.00029298i,-0.00025443+0.00021485i,-0.00020189-0.0003371i,-0.00060014-0.00073022i,-3.476e-05-0.00064486i,6.3291e-05-2.6439e-05i,-0.0012387+0.00063888i,-0.0011898+0.00088283i,1.6865e-05+0.00071202i,0.00096353+0.0003113i,0.0013868+0.00026491i,0.0012055-0.0001572i,0.0010156-0.00051804i,0.00063323-0.00045577i
-0.00043735+0.0012512i,-0.00063256+0.0005559i,-2.1829e-05+8.6848e-06i,0.00060379+0.0004572i,0.00098293+0.00038444i,0.00089398-0.00047693i,0.00048761-0.00059336i,0.00066246-0.0006534i,0.00039961-0.00030656i,-0.00053746+0.00031895i,-0.00065811-0.00038945i,0.00042672-0.0012739i,0.0011852-0.0007352i,0.00050386+0.00069606i,-0.00039751+0.00070571i,-0.00041823-0.00030643i,-7.4023e-05-0.00038441i,-0.0003-0.00028603i,-0.00050972-0.00072313i,-0.00057862-2.5633e-05i,-2.8839e-05+0.0012243i,0.00050161+0.0015698i,0.00072275+0.00053088i
0.0010008-0.00080201i,0.0018358-0.00068887i,0.0022104-0.0015733i,0.0020908-0.0015544i,0.00085622-0.00068276i,-0.00065513-0.00032388i,-0.0006534+0.00041898i,0.00023172+0.00052549i,0.00076432-0.00026925i,0.0003857-0.00020997i,-0.00016067+0.0002679i,-0.00030295-2.6579e-05i,-0.00034788-0.00063215i,-0.00080358+0.00033578i,-0.00048354+0.0017949i,0.00029729+0.001839i,-0.00012966+0.0014316i,-0.00060131+0.0014262i,-0.00016312+0.0013392i,9.0148e-05+0.0011271i,-0.00010777+0.0010756i,-0.00053049+0.00053746i,-0.0010783-0.00018373i
-0.00056953+0.0022615i,-0.00059027+0.0017532i,6.3807e-05+0.0022135i,0.00035097+0.0022064i,0.00081295+0.00019207i,0.001018-0.00097476i,0.00040329-0.00054827i,0.00054141-0.00066458i,0.0010944-0.0011897i,0.0010873-0.00063242i,0.00076987-0.0011909i,0.00029812-0.0017591i,-0.00077068-0.0014893i,-0.0014005-0.0010767i,-0.0014909-0.00049213i,-0.0011197-0.00029389i,-0.00051539-0.00036541i,0.00019272-0.00045317i,0.00078325+0.00010615i,0.00025789+0.00047693i,0.00040791+0.00014138i,0.0012866-7.8762e-05i,0.00066986-0.00018197i
0.001007-0.0012336i,0.00059988-0.0012026i,0.00029626-0.00081177i,0.00047771-0.0011514i,1.4565e-05-0.0015302i,-0.0005044-0.00061429i,-6.5608e-05+0.00047858i,-1.5939e-06+0.00058652i,-0.00057148-0.00011891i,-0.00091616-0.00079669i,-0.00097038-0.00065721i,-0.0010739-0.00055438i,-0.0012393-0.00063179i,-0.00085535-0.00056672i,0.00045304-0.00026812i,0.00079343+0.00036536i,0.00034493+0.00081135i,0.00030158+0.00084959i,0.00019996+0.00084318i,0.00012452+0.00035372i,0.00026793+0.00025181i,0.00057838+0.0009002i,0.001218+0.00060815i
0.0015423-0.00024812i,0.0012721+6.1843e-06i,0.0018867-0.00040113i,0.0012512-0.0011811i,-0.00011705-0.001321i,-0.00058034-0.0015921i,0.00035372-0.00098041i,0.00085398+0.00029309i,0.0010364+0.00071789i,0.00032956-0.0001088i,-0.0003013-0.0012577i,-6.1664e-05-0.0011152i,-0.00039035-0.00024067i,-0.00042886-5.4701e-05i,-0.00069076+0.00029989i,-0.00064633+0.00098008i,-4.4619e-05+0.0010169i,-0.00035194+0.0003305i,-0.00038986+0.00023799i,-0.00049127+0.00048945i,-0.00099483+0.00059523i,-0.0011306+0.0001642i,-0.00063285-0.00051852i
0.00055691+0.0024117i,0.0011342+0.0031537i,0.0017464+0.002518i,0.0015251+0.00027712i,0.00090765-0.0014132i,0.0007487-0.0021017i,0.00053994-0.0014882i,0.00099807+2.6923e-05i,0.0008474+0.0006395i,0.00010349-0.00059576i,-0.00021808-0.0013576i,-0.00095237-0.0012125i,-0.0013936-0.00065475i,-0.0013624-0.00012338i,-0.00069935-4.3617e-05i,-0.00020111+0.00047416i,-0.00013482+0.0011867i,0.00020298+0.001077i,7.7163e-05+0.00017613i,6.7308e-05+0.00027455i,0.00043996+0.00076546i,0.00042507+0.00073041i,0.00020921+0.00046233i
0.00077864+0.0009224i,0.0004544-9.9774e-05i,0.0012891+0.00051358i,0.0016554+0.00030923i,0.0011991-0.00084236i,0.00064506-0.0014969i,0.0010056-0.0013723i,0.0014356-0.00036475i,0.00044112-0.00014309i,-0.0004788-0.00077589i,-0.00054656-0.00060011i,-0.00087748-0.00042305i,-0.0015708-2.6659e-05i,-0.0014784+0.00010282i,-0.00041227+0.00054999i,8.4079e-05+0.0010737i,-0.00034726+0.00089178i,-0.00023378+0.00070194i,0.0005504+0.00054724i,0.00084914+0.00021942i,0.00074984-0.00014728i,0.00048304+0.00011571i,-0.00062713+0.00011442i
0.00039236+0.0023368i,0.00091747+0.00089431i,0.00092581-0.00060246i,0.0012452-0.0013055i,0.0013573-0.0012832i,0.00080148-0.00055717i,-0.00038851-6.2971e-05i,-0.00024799-0.00091191i,0.00088439-0.0012634i,0.00042329-0.0011772i,-0.00086028-0.00099992i,-0.00095325-0.00052071i,-0.0010615-0.00032576i,-0.00091961+0.00043804i,4.0127e-05+0.00103i,0.00012977+0.0012575i,0.00012809+0.0012774i,0.00086128+0.00064856i,0.00070095-0.00015559i,0.00052033-0.0012178i,0.00058024-0.001566i,-0.00025412-0.00063761i,-0.00049422+0.0002241i
-0.0013331-0.00080092i,-0.0012567-0.0007021i,-0.00088992+0.00017912i,-0.00052927+0.00021851i,-0.00049704-0.00054189i,0.00012627-0.00068831i,0.0015134+0.00026539i,0.0016121+0.00065001i,0.00029758-7.574e-05i,-0.00078784-0.00060329i,-0.0010913-0.00067634i,-0.00098298-0.0002506i,-0.00046815+0.00023793i,-0.00040963+3.4949e-05i,-0.00069951+8.8538e-05i,-0.00053826+0.00024919i,-0.00027512-8.0713e-05i,-6.2676e-05-1.7105e-05i,0.00021961+0.00052335i,-0.00050456+0.00055445i,-0.00060027-4.3001e-05i,0.00022216-0.0002088i,-2.6863e-05+0.00020921i
0.00054201+0.0017157i,0.0013731+0.00086799i,0.0025287-1.2173e-07i,0.001592-0.00050881i,0.00076013-0.0013805i,0.0007273-0.00092573i,0.00080794-9.9618e-05i,0.0010611+2.9081e-05i,0.00033952+0.00042121i,-0.00032163+0.00015886i,-0.00010593-0.00070624i,0.00058261-0.00094002i,0.00010015-0.00048423i,-0.00098815-0.00020617i,-0.0013566-0.00028231i,-0.00074183-2.294e-06i,-2.9641e-05+0.00037909i,8.0322e-05+0.0003843i,-0.00012423+0.00010115i,-1.988e-05+0.00012962i,5.2525e-05-7.883e-05i,-0.00058779-0.0008012i,-0.0010439-0.00058828i
-5.0339e-05-0.0011154i,-0.00065969+0.0001041i,-0.00073646+0.0011078i,-0.00062466+0.00060302i,-0.00047753-0.00067975i,-0.0005263-0.00052649i,3.6111e-05-0.00021204i,0.00075734-0.00092848i,0.00034501-0.00163i,-0.00064606-0.0019281i,-0.00061005-0.001113i,0.00025466-0.00058599i,0.0002408-0.00046699i,-0.00015357-0.0003432i,-0.00045594+0.00019528i,-0.00070016+0.00091098i,-0.00083403+0.00083535i,-0.00074193+0.00084741i,0.00027962+0.00099946i,0.0009969+6.2269e-05i,-9.1976e-05-0.00059649i,-0.001334-3.8644e-05i,-0.0011941+0.00014223i
0.00027594+0.0016455i,0.00025644+0.0011849i,4.7009e-06+0.0004553i,0.00044372-0.0001682i,0.0013522-0.00086352i,0.0013541-0.0008276i,0.00060734-6.1128e-05i,0.00020227+0.00032367i,0.00092096+0.00026008i,0.00095516-0.00013018i,-0.00039953-0.00074196i,-0.00069742-0.0011841i,-0.00081007-0.00047853i,-0.00085598+0.00025886i,-0.0006897+0.00023788i,-0.00070934+0.0009183i,-0.00023871+0.0013292i,-0.00040352+0.00077896i,-0.0003412+0.00045174i,0.00022114-0.00014803i,-7.8317e-05+0.00014329i,-0.00013902+0.00060647i,-5.0232e-06+0.0008145i
