0.0053475-0.00086947i,0.0030585-0.0028425i,0.00042964-0.0060565i,-0.0011727-0.0059391i,-0.0015774-0.0040161i,-0.0013696-0.00061396i,0.00034776+0.0014822i,0.0016691+0.0012497i,0.0014986-1.8032e-05i,0.0010791-0.0013164i,0.00072932-0.0007673i,-0.00043608+0.00059862i,-0.00091125+0.0012346i,-0.00045703+0.0019624i,-0.0014794+0.0020203i,-0.0023428+0.0010993i,-0.0012706+0.00063023i,-0.00014698+0.00024693i,-2.9067e-05+0.00035931i,-0.00046061+0.0008892i,0.0001316+0.00034087i,0.00049014-0.00097739i,-0.00043383-0.00089812i
1.6477e-05-0.0011179i,-0.00023962-0.001736i,-0.0004108-0.0016042i,-4.5316e-05-0.0010906i,0.00064509-0.0010457i,0.0018667-0.0016051i,0.002715-0.0011767i,0.00099884-0.00051775i,-0.00072652-0.0002886i,-0.00072975-0.00016477i,-0.00096698-0.00037329i,-0.0010265-0.00040038i,-0.00090339-0.00057996i,-0.00094098-0.00033714i,-0.0010781+0.00024705i,-0.00086866+0.00026345i,-0.00026499+0.00029921i,-0.00015637+0.00047066i,-9.6496e-05-7.8213e-05i,0.0004935-0.00016172i,0.00047766+0.00016064i,0.00037256-2.8784e-05i,0.00057932+0.0002847i
-0.00075151-0.00061014i,-0.00050972+3.5792e-05i,-8.0913e-05+0.0018072i,-6.4625e-05+0.0018084i,0.00014152+8.4856e-05i,0.0014815-0.0011589i,0.0019293-0.001227i,0.00091235-0.0012086i,-0.0001684-0.0010071i,-0.00087556+0.00015776i,-0.00073818+0.0011368i,3.2453e-05+0.0010422i,0.00054309+0.00065316i,0.00093819+0.00040775i,0.0012462+0.00045102i,0.00034084-0.00017605i,-0.0008485-0.00057787i,-0.00050491+9.7151e-05i,-0.00012075+0.00037683i,-2.0852e-05+0.00061475i,1.5188e-05+0.00039553i,0.00013147+5.5866e-05i,-0.00010966-9.7263e-05i
-0.0020342+0.00019345i,-0.0029634+0.0015237i,-0.0039162+0.0015222i,-0.0026378+0.00068693i,-0.00060161-0.00015028i,0.00089584-0.0010445i,0.0017182-0.0014324i,0.0015115-0.00099994i,0.00083149+8.7396e-06i,8.1767e-05+0.00042444i,-0.00043166+0.00056941i,-8.2619e-05+0.00096273i,5.5897e-05+0.00065774i,0.00051584+2.7464e-05i,0.0010214+0.00014197i,0.00038431+0.00034275i,-0.00053315-0.00024608i,-0.00050329+0.00024172i,7.3217e-05+0.00016267i,0.00049204-0.00036787i,-5.8177e-05-0.00027316i,5.9756e-05+1.7321e-06i,0.00078043+0.00049463i
0.00073761+0.0026169i,0.00059247+0.0023281i,0.0013509+0.00065082i,0.0017474-0.00044602i,0.0017353-0.001259i,0.0015494-0.0025087i,0.00098768-0.0021795i,0.0010187-0.00078055i,0.00089504+7.5089e-05i,0.000198-0.00010029i,0.00015761-0.00049734i,0.00032794-0.00082607i,-9.7928e-06-0.00095117i,-0.00037979-0.00036314i,-0.00012044-9.3419e-05i,-0.00056075-0.00028316i,-0.00047781+9.089e-05i,0.00029706+0.00014574i,0.00086567+0.00062391i,0.00027672+0.0013085i,-0.00032385+0.00059706i,-0.00089041-0.00022927i,-0.0012691-0.00040879i
-0.0030855-0.0014844i,-0.003608-0.0013569i,-0.0034737-0.00050637i,-0.0018887+0.00044952i,0.0005856+0.00076631i,0.0023056+0.00020909i,0.0021056-0.00045605i,0.00058645-0.0015895i,0.00014603-0.0015344i,0.00010459-0.00044929i,-0.00017753-0.00015682i,0.00033087-0.00016263i,0.00076715-0.00038029i,0.0012051-4.1328e-05i,0.00060492+0.00019867i,0.00045515-8.9569e-05i,0.00083625+0.00051752i,0.00043681+0.00059963i,0.00038209+0.00024742i,0.00036729-0.00042092i,-0.00027062-0.00062027i,-0.00029749-0.00046281i,-9.8098e-05-0.00046561i
-0.0011863-0.0027173i,-0.0018449-0.002424i,-0.0029084-0.0010162i,-0.0018503-0.00031017i,-5.4837e-05-0.00019619i,0.00083682-0.0003268i,0.0010734-0.00025106i,0.00036294-0.00061099i,2.839e-05-0.0016537i,0.0001326-0.0015843i,-0.0001303-0.00088483i,0.00026714-0.00014762i,0.0012658+0.00052998i,0.0012954+0.00016466i,0.00075713-0.00015289i,0.00041837-0.00017215i,0.0010114-0.00030972i,0.00093691-0.00018358i,0.00021297-0.00040751i,8.0052e-05-0.00020158i,-5.6477e-05+5.8595e-05i,-0.00022513-0.00018994i,6.6681e-05+0.00025367i
-0.0011123-0.00086588i,-0.00080679-0.00029839i,-0.00010527-6.5273e-05i,-0.00034613+0.00040437i,0.00060002+2.3595e-05i,0.0014309-0.00094346i,0.0012437-0.0011511i,0.0011407-0.0010942i,0.00064245-0.00046718i,-7.3333e-05+0.00027354i,-0.00013889+0.0001547i,-1.8108e-05-0.0003048i,-0.00027381-0.00072331i,-0.0002228-0.00043329i,-2.3062e-05-0.00012858i,0.0004878+0.00045815i,0.00058728+0.0012025i,-0.00025458+0.001435i,-0.00081528+0.00122i,-0.00024442+0.00073942i,-0.00066202+0.00013661i,-0.0015338+0.00015604i,-0.00069056+0.0010249i
0.00055101-0.00060629i,0.00030661-0.00058584i,0.00048697-0.00019722i,0.0014845-0.00031643i,0.0018905-0.0011031i,0.0019854-0.0014813i,0.0022403-0.0020231i,0.0012058-0.00098799i,-2.2631e-06+0.00031143i,-0.00021519+2.5162e-07i,-0.0004662+0.00026871i,-0.0011004+0.00025425i,-0.00099405-3.0434e-05i,-0.0011215+0.00051926i,-0.00092509+0.0008325i,-0.0001367+0.00073075i,-0.00016802+0.00014238i,-9.3351e-05+0.00015077i,3.8858e-05+0.00029927i,0.00032207+8.9852e-05i,-6.0119e-05-0.00040252i,1.239e-05-0.00072493i,0.000566+1.7709e-05i
0.00083664+0.0015267i,0.0003706+0.0023439i,0.0019078+0.0030054i,0.0016176+0.0016835i,0.00028332+0.00028352i,-8.4987e-05-0.00021897i,-0.00021582+0.00046024i,-0.0001214+0.00028263i,0.00035918-0.000279i,5.0806e-05-6.2797e-05i,-0.00093836-0.00056461i,-0.00097484-0.0010523i,-0.00036775-0.00083616i,-0.00056812-0.00048556i,-0.00045978-0.0003549i,0.00038867-0.00052994i,0.00066852-6.5438e-05i,3.2537e-05+0.00050653i,-0.00073387+0.00048523i,-0.00051172+0.00012701i,0.00030585-0.00046463i,0.00077205-0.00083225i,0.00056053-0.00030124i
-0.00074623-0.00081191i,-0.0015058+0.00058221i,-0.0023724+0.00058093i,-0.0019027-0.00019511i,-0.0012127-6.2547e-05i,0.00015194+5.6503e-05i,0.00078578-0.00027568i,0.00042601-0.0012798i,0.00046966-0.001829i,-0.00044096-0.00049083i,-0.0010568+0.0003284i,-0.00028207-0.00052311i,-0.0003904-0.00075897i,-0.00086337+0.00036102i,-0.00072282+0.00065469i,-0.00018371-0.00023385i,0.00034163-0.00044451i,4.275e-05-0.00069279i,-0.00012561-0.0012252i,-9.0839e-05-0.00081935i,-0.00037175+0.00031134i,-0.00088734+0.00077969i,-0.001261-0.00023644i
-0.00029846-0.00046112i,-0.00075671+0.00035513i,-0.00014418-0.00013382i,-0.00039341-0.0012054i,-0.0008095-0.0015451i,0.00066414-0.0020326i,0.0014011-0.0019448i,0.00041254-0.0017334i,-0.00042917-0.0010082i,-0.0006547-0.00063293i,-0.00028128-0.0007727i,3.4728e-05-0.00045899i,-0.00027738-5.8473e-05i,-0.0007826-0.0002994i,-0.00048938-0.00054294i,0.00028958-0.00013246i,-0.00016384+0.00024464i,-0.00093814+0.00014102i,-0.00026645+0.00055574i,0.0004785+0.0008612i,1.9559e-06+0.0011018i,-0.00038343+0.00097444i,4.4477e-05+0.00042825i
-0.0007914+0.00029426i,-0.00092131+0.00079406i,-0.00066777+0.00047392i,-0.00021844+0.0011648i,0.00051773+0.0011831i,0.0013709+5.675e-05i,0.00096016-0.0012988i,0.00021733-0.0014816i,-0.00053721-0.0010902i,-0.00036696-0.0008336i,-0.0001805-0.00064097i,-0.0010751-0.00058237i,-0.0014207-0.0004514i,-0.00050814+0.00053202i,-0.00023278+0.00071432i,-0.00074871-0.00013153i,-0.00052224-0.00036447i,0.0004306+0.00066411i,0.0010222+0.0011534i,0.0002865+0.0006694i,0.00019146+0.00028507i,0.00070016-0.00014936i,0.000722-6.3725e-06i
-0.0012493-0.001162i,-0.001187-0.0015579i,-0.0013379-0.0013081i,-0.00060208-0.0011847i,0.00046158-0.00065734i,0.00077545-0.00075686i,0.0013855-0.0015491i,0.001316-0.00078131i,0.00054825-5.7328e-05i,0.00036386-0.00030001i,0.00025139-2.5668e-05i,0.00020286+9.6115e-05i,0.00030487-0.00010072i,0.00095158-0.00035304i,0.00097824-0.00013466i,-1.4255e-05-6.5962e-05i,-0.00022708-0.00063852i,0.00027079-0.00060739i,0.00048233+0.00047719i,-0.00019547+0.0014299i,-0.00092774+0.0008877i,-0.00027281+0.0004193i,0.00069125+0.00076268i
0.00047684+0.0013621i,0.00044997+0.002066i,-0.00011143+0.001408i,5.0178e-05+0.00046981i,0.0013772+0.00079376i,0.00193+0.00048759i,0.0017744-0.00067983i,0.0011266-0.0012573i,7.7912e-05-0.00097182i,-0.00037141-0.00076742i,-0.00016587-0.00089412i,-0.001043-0.00035433i,-0.0011072+0.00024479i,-0.00026132+0.000755i,-0.00010452+0.0012453i,-0.00063246+0.0011066i,-0.00081661+0.00026771i,-0.00029259-0.00043087i,-0.00043428-0.00063133i,-0.00011533-0.00021721i,0.00043711-3.9374e-05i,-0.00030406+0.0001551i,-0.00074963+0.00032727i
-0.00087689+0.00051582i,-0.0010656+0.00080656i,-0.00053743+0.0005006i,0.0006967-0.00043736i,0.0010173-0.0010475i,0.00059339-0.0012066i,0.0011564-0.00086555i,0.00098374-0.00094581i,0.00042221-0.001252i,0.00030141-0.00033033i,-0.00061514+0.00081002i,-0.0010195+0.00055127i,0.00038644-0.00031211i,0.00065923-0.00055902i,0.00020209-0.00077748i,3.3195e-05-0.00028254i,0.00027307+0.00048559i,0.00062725+0.00027282i,0.00054835+0.00038299i,0.00070445+0.0005808i,0.00056834+7.416e-05i,0.00023897+2.0229e-05i,0.00049725+1.8764e-05i
-0.0020952+0.00069124i,-0.0019248+0.0017995i,-0.00037863+0.0031808i,0.00020817+0.0016812i,0.00027827-0.00077853i,0.00028366-0.0015383i,0.00050277-0.0014325i,0.00064532-0.00118i,0.0004354-0.00050456i,0.00051295-0.00032945i,0.00074708+0.00014913i,0.00021825+0.00098696i,-0.00065431+0.00039773i,-0.00088776-0.00030952i,-0.0005384-0.00030419i,-0.00025133+0.00014608i,0.00012007+0.0002868i,-9.6103e-05-3.4785e-05i,-0.00087635+0.00027223i,-0.0010213+0.00068848i,-0.00026565+0.00057774i,-0.00010204-0.00063941i,-0.00043646-0.00084512i
-0.00090886+0.00030509i,-0.00026553-0.00020241i,0.00047462-0.002114i,0.00060695-0.0026618i,0.00021377-0.0016388i,-0.00027247-0.00058617i,0.00055957-0.00085834i,0.0008843-0.00085741i,0.00027403-0.00032966i,-0.00036307-5.0277e-06i,-0.00063109+6.5553e-05i,-0.00068271+0.00048388i,-0.00036891+0.00082624i,-0.00027558+0.0011263i,-0.00081263+0.00041747i,-0.00067877-0.0006656i,-0.00020098-0.00052676i,0.00019612-7.2252e-05i,0.00022122+0.00033355i,0.00050389+0.00054576i,0.0010506+0.0001788i,0.00039287-0.00055226i,-0.00049631-0.00049842i
0.00054009-0.0010884i,-0.00010766-0.00037246i,0.00090538-1.298e-06i,0.0010388+0.00015242i,0.0010633-0.00017902i,0.0014857-0.00065719i,0.0022165-0.001223i,0.0010353-0.0010326i,-0.00086085-0.00073709i,-0.00072552-0.00047164i,-0.00017814+0.00030133i,-8.8519e-05+0.00088591i,-0.00047523+0.00046085i,-0.00032471+0.00058695i,2.0526e-05+0.00067975i,-8.0816e-05+0.00015892i,-0.00059908-0.00041766i,-0.00053856-0.00055292i,-0.0002371-0.0013909i,6.9193e-05-0.0016767i,-4.8407e-05-0.00071325i,-0.00022135+0.00018343i,-8.6958e-05+0.00061828i
0.00074957-0.00088777i,0.00038963-0.00011216i,0.00034215+0.00034025i,0.00043408+0.001003i,0.00065265+0.00034767i,0.00094444-0.00086528i,0.0012622-0.00074843i,0.0015969-0.00036835i,0.0009243-0.00014393i,0.00018834+3.7553e-05i,-0.0004597-6.0459e-06i,-0.00041805-0.00016766i,0.00074162-0.0010482i,0.0008008-0.00050022i,0.00028806+0.00067281i,0.00027339+0.00011761i,0.00084926+0.00027601i,0.00062961+0.0008295i,-0.00022429+0.00033048i,-0.00032232-0.0001852i,-0.00040126-0.00068428i,-0.00047752-0.0010065i,-7.6906e-05-0.00050581i
0.0018092+0.00024353i,0.0020534-0.00076087i,0.0017253-0.00051164i,5.7779e-05-0.00077625i,-0.00056717-0.0016544i,0.00068004-0.0011703i,0.0010956-0.0013798i,0.00052653-0.0013962i,-6.0333e-06-0.00027382i,-0.00043147+0.00023634i,-0.0006802-0.00022497i,-0.00074698-0.00027406i,-0.0006999-4.2321e-05i,-5.7567e-05+0.00060299i,-4.0473e-05+0.0012714i,-0.00082417+0.0011445i,-0.00061711+0.00039719i,0.00039399-0.00052886i,0.0010583-0.00054606i,0.00059976+1.7767e-05i,0.0002058+0.00021263i,0.00048995+0.00090237i,-4.402e-05+0.0015329i
-0.0029342-2.7542e-05i,-0.0037295+0.0013359i,-0.0037174+0.0019522i,-0.00072536+0.0013211i,0.0017538-3.6239e-05i,0.0023733-0.001547i,0.0020293-0.0022292i,0.00082362-0.0016518i,-0.00040311-0.0002831i,-0.00105+0.00056962i,-0.00099246+0.00049993i,-0.00018825+0.0010531i,0.00027526+0.00095044i,6.1252e-06-0.00039656i,0.00017325-0.00088609i,0.000769-0.00058245i,0.00091976-0.00053339i,0.00074573-0.00030142i,9.2754e-05+0.00042847i,-0.0010066+0.00067331i,-0.00077634+8.8473e-05i,3.2098e-05-0.00037639i,-0.00018126+5.2662e-05i
-0.0024184-0.0021293i,-0.0015478-0.0012393i,-0.0015333+0.00037834i,-0.00039382+0.00088615i,0.0015773+0.00099333i,0.0018355+0.0012414i,0.0018724+0.00042741i,0.0013825-0.00026344i,2.7429e-05-0.00070303i,-0.00030493-0.00024045i,3.3446e-05+0.00033173i,-6.762e-05+0.00028861i,2.671e-05+3.5314e-05i,-3.5685e-05+0.00012974i,-0.00040464+0.00060766i,6.2854e-05+0.00043257i,3.832e-05-0.00022327i,3.0443e-05-0.00039215i,0.00016395-0.00065112i,5.3556e-05-0.00051779i,-0.00032943-5.1426e-05i,-0.00060755-0.00021968i,-8.3589e-05-0.00024097i
-0.00031792+0.0020585i,-0.0011874+0.0020964i,-0.0013176+0.00098032i,-0.00072592-5.518e-05i,-0.00061426-0.00050709i,-0.00017793-0.0003866i,0.00048125-0.00071931i,0.00065666-6.799e-05i,-0.00010175+0.00056626i,-0.00061151+0.00020224i,-0.00060585-0.0001673i,-0.00056028-0.00016509i,-0.0010118+0.00041905i,-0.0012888+0.00072715i,-0.00063324+0.00013832i,0.00049212-0.00021346i,0.00086667+0.00040257i,0.00036896+0.0011421i,6.7573e-05+0.0006518i,8.2165e-05+0.00010277i,0.00025678-0.00058352i,-8.9226e-05-0.00045278i,-0.00054053-5.3923e-05i
-0.00022873-0.0028814i,-0.00078295-0.0033683i,0.00035909-0.0017503i,0.00074492-0.00052728i,0.0008457-0.000279i,0.0019803-0.0010331i,0.0018742-0.0018022i,0.00077814-0.0016446i,-0.0002044-0.0014176i,-0.00075347-0.00095815i,-0.00069745-0.00062966i,-0.00023322-0.00078431i,-3.795e-05-0.00034186i,0.00023675+0.00070823i,0.00016406+0.00097753i,-0.00034403+0.00091361i,-9.1005e-05+0.00095423i,0.00038996+0.00083488i,5.8528e-05+0.00024741i,3.2147e-05-6.3488e-05i,0.00045986+0.00036472i,0.00082226+0.00029188i,0.0011757-0.00041648i
0.002216-0.00036817i,0.0020069+0.00045723i,0.00095671+0.00054613i,0.00082582-0.00017596i,0.0011025-0.00034638i,0.001395-0.00089179i,0.0015203-0.0012903i,0.0014246-0.00055754i,0.00084171+0.00042949i,-0.00042469+0.00058814i,-0.0017179+0.00015152i,-0.0019897-0.00047302i,-0.0006161-0.00054342i,-0.00025022-8.0595e-05i,-0.00069413+0.00041905i,-0.00016249+0.00057763i,0.00021015+6.4782e-05i,-0.00040811-0.00028453i,-3.4524e-06+0.00029563i,0.00017183+0.00014296i,0.00035268-0.00040575i,0.00081871+0.00011339i,4.6753e-05+0.00036372i
-0.00065047+0.0038557i,-0.0010606+0.0046964i,-0.0013461+0.0033751i,-0.00089954+0.0010487i,-0.0010035-0.00078036i,-0.00045842-0.0014441i,0.0011354-0.0013886i,0.0013925-0.0010434i,0.00064637-0.00031586i,-0.00030294+8.864e-05i,-0.00023079-0.00033166i,0.00020665-0.00075343i,-0.00018499-0.00056553i,-0.000249-0.00048365i,-0.00039113-0.00028477i,-5.6007e-05-7.6555e-06i,0.00032991-0.00034477i,9.2925e-05-0.00059892i,0.00012917-0.0004855i,0.0002936-3.7175e-05i,-4.0638e-05+0.00063991i,0.00044252+0.0011731i,0.00091177+0.00057979i
-0.00032797-0.001794i,-0.00057263-0.0023586i,-0.00074796-0.0026199i,-8.0114e-05-0.0021126i,0.00072137-0.00091428i,0.001689-0.00069528i,0.0019742-0.0012595i,0.0013006-0.0013244i,0.00032129-0.00025703i,-8.0625e-05+0.00038929i,-0.00012968+0.00020377i,0.00028298-0.00017335i,-0.00013047+0.00018085i,-0.00019582+0.00012199i,0.00010344+0.00013488i,-0.00062418+0.00067707i,-0.00057533+0.00030708i,-0.00028979-0.00018915i,-0.00077898-0.00048911i,-0.00022397-0.000732i,0.00051671-5.1501e-05i,-4.9341e-05+0.00040995i,-0.00051785+0.00026129i
-1.3141e-05+0.0017161i,0.00081556+0.0025258i,0.0014857+0.0018192i,0.00082738+0.00069536i,0.00085328-0.00083405i,0.001605-0.001238i,0.0012946-0.00024109i,3.4258e-05+0.00023407i,-0.00025863+0.00015144i,-0.0001191-7.9438e-05i,-0.00088741-0.00039876i,-0.001853-0.00040539i,-0.0018655-0.00027679i,-0.0013069-0.00037518i,-0.00099983+9.0061e-06i,-0.00095156+0.00054996i,-0.00022352+0.00016358i,0.00045783+0.00014724i,6.7268e-05+0.00041845i,-0.00037511-0.00025711i,0.00038636-0.00050482i,0.0010917-0.00045728i,0.0004406-0.00014523i
-0.0010194-0.0025806i,-0.0010149-0.0014842i,-0.0014609-0.00055606i,-0.0013925-0.00076025i,-0.00075236-0.00044851i,5.8894e-05+0.00022009i,0.00091139-0.00066826i,6.8898e-05-0.0013721i,-0.000889-0.00090585i,-0.00011081-0.00067165i,-0.00013418-0.00027964i,-0.00026478+0.00044232i,0.00037596+0.00068875i,0.00042665+0.0011261i,0.00013681+0.00095463i,0.00031468+0.00027931i,0.00078412+0.00034537i,0.00048327-6.8989e-05i,-4.9533e-05-0.0011726i,-0.00024211-0.00085088i,-0.00033364-0.00020992i,0.00038051-0.0005269i,0.00067714-0.00046099i
5.3418e-05-0.0014764i,-0.00033867-0.00059051i,-0.0007952+0.00028199i,-0.00050281+0.00041553i,-0.00072064-0.00022335i,0.00011989-0.0012334i,0.001134-0.0018455i,0.00071042-0.0011386i,0.00042392+0.00015836i,0.00055808+0.00095495i,0.0004227+0.00065581i,-0.00036183-0.00024487i,-0.00023788-0.00089142i,2.862e-05-0.00074223i,0.00011891-8.5455e-05i,0.00071991+0.00067017i,3.0774e-05+0.00081611i,1.4606e-05+0.00050553i,0.00081218+4.8607e-05i,0.00046973+0.00019949i,-5.4109e-05+0.0004318i,-2.1488e-05+0.00035575i,-0.00033123+0.00037527i
-0.0015277-0.0010173i,-0.0014529-0.0014464i,-0.00062884+0.00054343i,0.00031201+0.00085688i,0.001287-0.00025904i,0.0017851-0.001252i,0.0020443-0.0020179i,0.0010808-0.0017095i,0.00012265-0.001065i,-0.00037319-0.00016181i,-0.00081648+0.00031719i,-0.00051842-0.00036275i,0.00012218-0.00091135i,0.00027822-0.00094831i,0.00045166-0.0010916i,0.0012496-0.0010112i,0.00083754-0.00017309i,-8.5832e-06-0.000148i,-0.00045665-0.00073049i,-0.00073406+0.00050378i,-0.00059502+0.0011755i,-0.00082136+0.00058784i,-0.00056947+0.00065317i
0.0023914+0.0020332i,0.0028607+0.0024118i,0.00093293+0.0013562i,0.0004073+0.00050914i,0.0012231+0.00012409i,0.0018312-0.00057813i,0.0013242-0.00088938i,0.00010536-0.0012579i,-0.00024821-0.00066149i,-0.00036422-8.5602e-05i,-0.0005319-0.00068256i,0.00011879-0.00075544i,0.0004031-0.0003003i,2.7317e-05+0.00028696i,-0.00033073-9.2944e-05i,0.00011325-0.00053484i,0.00078168-9.2546e-06i,0.0010501+0.00092508i,0.00029068+0.0012367i,-0.00016095+0.00058314i,0.00033334-0.00010648i,0.00010616-0.0005021i,0.00016889-0.00046795i
-0.0032519+0.0021692i,-0.0026521+0.00057657i,-0.0014974-0.00017441i,8.8333e-05-0.00073696i,0.00086688-0.00083633i,0.0013638-0.00041897i,0.0021797-0.0016298i,0.0014915-0.0024292i,0.00052327-0.00077019i,6.28e-05+0.00028537i,-0.00012028+9.4367e-05i,3.7768e-05+0.00061931i,-0.00011315+0.00084132i,-0.00031799-0.00013341i,-0.00048041-0.00025662i,-0.00091701+0.00011708i,-0.00083807-7.3716e-05i,-0.00051972-0.0010329i,-0.00023603-0.00071051i,-0.00025133-0.00018479i,-0.00013502-0.00028056i,0.00027044+0.00062864i,0.00075019+0.0011163i
0.00069163-0.0029014i,0.00079457-0.0036138i,-0.00046237-0.0028179i,-0.0012607-0.0013347i,-0.0012051-0.00041595i,0.00047789+0.00034308i,0.0025662-0.00031685i,0.0027079-0.0017506i,0.00077534-0.0019796i,-0.00055816-0.00077161i,-0.00054983+0.00058941i,-0.00071996+0.0010507i,-0.0009316+0.00050131i,0.00024778+0.00061578i,0.00079308+0.0016788i,0.00023163+0.0014516i,0.0002684-3.9166e-05i,0.00018796-0.00062664i,7.2161e-05-7.3255e-05i,0.00026392-0.00012051i,0.00035224-0.00085792i,0.00012278-0.0013743i,-6.7622e-05-0.00031447i
-0.00050082-0.0013229i,-0.0005496-0.0019389i,-0.00097468-0.0029065i,-0.0023306-0.0019451i,-0.0030495-0.00095828i,-0.0010857-0.00080855i,0.0010277-0.0012938i,0.0015886-0.0013707i,0.0012061-0.00068541i,0.00025069-0.00030634i,-0.00046686+0.00050527i,-0.00043977+0.00080179i,6.2275e-05+0.0011417i,-0.00010601+0.0018078i,-0.00022058+0.0012599i,0.00010772+0.00048378i,-0.00023393+0.00014351i,-0.00048959-0.0010117i,0.00020492-0.0007191i,0.00031816-2.1348e-05i,-0.00035945-0.00034752i,-0.0004604-0.00036508i,-0.00014344-0.00057169i
0.011063-0.0043808i,0.011366-0.0078893i,0.0071289-0.012202i,-0.00014118-0.010122i,-0.0051017-0.0053378i,-0.0053976-0.00089303i,-0.0017504+0.00098514i,0.00031903+0.00042997i,0.00080719-0.00082665i,-0.0001368-0.0011196i,-0.0020681-0.00042427i,-0.0022405+0.0010421i,-0.0020802+0.0028527i,-0.002543+0.0045747i,-0.0025978+0.0054679i,-0.00071565+0.0042902i,0.00093671+0.0021243i,0.00078349+0.00087319i,0.0012295+0.00043154i,0.0025239-0.00032647i,0.0023842-0.00085356i,0.00092968-0.0010114i,-0.00027884-0.0010539i
-0.0025831+0.0013393i,-0.0024874+0.0023062i,-0.0012078+0.00326i,0.00054398+0.0026988i,0.0018239+0.0011949i,0.003025-0.0008106i,0.0027153-0.0023416i,0.001469-0.0027416i,0.00067853-0.0012293i,0.00041504+0.00047648i,0.00047221+0.0008827i,0.00014222+0.00022637i,0.00014936-0.00090177i,-0.00010129-0.00096124i,-0.00026448-0.0010493i,0.0010074-0.00097226i,0.0011749+7.3803e-05i,0.00022012-0.00030694i,0.00055813-0.00089361i,0.00090769-7.7313e-05i,0.00010641+0.00055985i,-6.5609e-05+0.00064954i,0.00014154+0.00086502i
0.00016452+0.00011891i,-0.0015388+0.00036322i,-0.0013867+0.00036031i,-4.5837e-05+0.00019316i,0.0011886+9.4467e-05i,0.00078813+9.6097e-05i,1.8897e-05-2.5686e-05i,-0.00023392-0.00057125i,-0.00040205-0.00038739i,-0.00045345+3.0141e-05i,-0.00023212-0.0002018i,0.00015234-0.00036411i,0.00010315-0.00015914i,-0.00031471+0.00029753i,-0.0005426+0.00042176i,0.00013582-0.0001293i,0.00045554-0.00046806i,-0.00042387-0.00028549i,-0.00042093+4.6534e-05i,0.00036002+0.00042747i,-0.00017698-0.00011614i,-0.00058408-0.00057884i,5.8087e-05-0.00063296i
-0.0025432+0.0025641i,-0.0022838+0.0036254i,-0.00089081+0.0034434i,0.00019664+0.0012004i,0.0003647-0.00014444i,0.00077213-0.00078555i,0.0010238-0.0014168i,0.0008022-0.00044823i,0.00038162+0.00059887i,-0.00019455+0.00062255i,-0.00096904+2.1242e-05i,-0.00054302+0.00029054i,0.00024964+0.00040779i,-0.0002269-0.00015788i,-0.00071315+0.00010509i,-0.00091543+0.00016065i,-0.00064245+0.00017438i,3.2802e-05-0.00012185i,-3.9613e-05-0.00077065i,-0.00038581-0.00066661i,-0.00033325-0.00048048i,0.00019562+3.7604e-05i,0.00030394+0.00068263i
-0.0017488-0.00075174i,-0.0025528-0.0028556i,-0.0016861-0.0031336i,6.8431e-06-0.0017559i,0.00067424-0.00067958i,0.0015412+0.0003278i,0.0024266+0.00091973i,0.0019993-8.7406e-05i,0.00090899-0.00037028i,-0.00014424+0.00022093i,-0.00070611+0.00017642i,-0.00047528-4.0369e-05i,-0.00041861-1.5421e-05i,-0.00054377+0.00017337i,-0.00054143+0.00050508i,-0.0012632+0.00061243i,-0.0012742+0.00056763i,-0.00041791-0.00016752i,-0.00023192-0.00034949i,-0.0001176+0.00035471i,-0.00043686+0.00080809i,-0.00057939+0.00065025i,-0.00031727+2.7286e-05i
0.0020806+0.00075454i,0.0031706+0.00074128i,0.0022263+0.0003267i,0.00061718+0.00041787i,0.00035162+0.00059399i,0.00065602+0.00075679i,0.00043707+0.00015562i,-0.00042577-0.00058733i,-0.00076478-0.00030102i,-0.00023835+0.00035547i,0.00047332+0.0011417i,0.00051034+0.0015109i,-0.00050001+0.0006193i,-0.00081959-0.00015621i,-0.00021837+0.00041423i,-0.00041437-0.00047697i,-0.00087089-0.0018869i,-0.00068709-0.00055426i,-0.00033942+0.0012002i,-0.00034018+0.0014488i,0.00016888+0.0003554i,-4.0141e-05-3.1777e-05i,-0.0013494+0.00047493i
0.0012216-0.00028534i,-0.00051357+0.0008667i,-0.0017101+0.0012872i,-0.00033743+0.00021498i,0.00073416-0.00061782i,0.00071-0.00071818i,0.00053725-0.0010303i,0.00013411-0.0011781i,-0.00024698-0.0012568i,-0.00073565-0.0015409i,-0.0010835-0.0011442i,-0.0008952-0.00015314i,-0.00064126+0.00035458i,-0.00043816+0.00034435i,-0.0001453+0.00032309i,0.00044893+0.00018373i,0.00019601+0.00067852i,-0.00023817-3.0305e-05i,0.00026561-0.0013648i,0.00096526-0.00086576i,0.00116-0.00011969i,0.00079387-0.00053063i,0.00027399-0.00086404i
-0.00090836+0.0013172i,-0.00039752+0.00069556i,0.00011397+0.00049355i,9.7067e-05+0.00037748i,0.00082277-8.7498e-05i,0.0020593-0.0011966i,0.0017294-0.0019764i,0.00096721-0.0016209i,0.00081404-0.00090339i,-9.1876e-05-0.00047959i,-0.00082629-0.00018153i,-0.00040771-0.00016503i,9.9309e-05-0.00043584i,0.00047338-0.00082904i,0.00072754-0.00069213i,0.00056989-0.00018129i,0.00019677-0.00090231i,0.00044023-0.0010236i,0.00016804-0.000639i,0.00016261-0.00073643i,0.00012196-0.00043796i,-0.00063729-9.4816e-05i,-0.0002411+0.00062805i
