-0.0029855+6.8396e-06i,-0.0031439+0.0015191i,-0.0024217+0.002538i,-0.0018536+0.0024939i,-0.0016014+0.0029378i,-0.00053929+0.0032339i,-0.0011042+0.003065i,-0.00097677+0.0030869i,0.00075108+0.002378i,0.0018818+0.0011013i,0.0023668+8.4745e-05i,0.0016676-0.00026233i,0.0010376-0.00067438i,-2.2112e-05-0.0012706i,-0.001283-0.00083098i,-0.00053152-0.0003521i,-0.00038156+4.6834e-05i,-0.00033383-3.5717e-05i,0.00082336-0.0003809i,0.00060159-1.4721e-05i,0.00011296+0.00024258i,0.00029593-2.6063e-05i,-0.00010796-0.0004041i
-7.2976e-05-0.00021773i,-0.00043497+0.00033822i,-0.00038003+0.00022899i,-0.00043071-0.0011803i,0.00026269-0.00084783i,0.0006194+0.00073973i,-0.00078625+0.00094081i,-0.00098918+0.00055633i,5.4833e-05+0.00088619i,0.0014078+0.00073428i,0.0015798+0.00016576i,0.00094047-0.00012428i,0.00061766-0.00020749i,0.00070202-0.00024552i,0.00093101-8.4474e-05i,0.00065701-4.4914e-05i,0.00062107-0.00016492i,0.001263-0.00059967i,0.0010436-0.00064016i,0.00045553-0.00051364i,0.00015326-0.00033314i,-6.083e-05+0.00055601i,-0.00018898+0.00086494i
0.0013633-0.0021376i,0.00074042-0.0020818i,0.00043815-0.0022593i,-0.00030923-0.0018518i,-0.0012401-0.00083484i,-0.0018449+0.00027656i,-0.0019787+0.0015315i,-0.00062493+0.0014765i,0.0012787+0.00032186i,0.001711-0.00036323i,0.00093042-0.00018847i,0.00071498+0.00055498i,0.0013664-4.1004e-05i,0.0017017-0.00080659i,0.001286-0.00027774i,0.00081184-0.00012142i,0.00061853-0.00058983i,0.00013326-0.00094008i,0.00022488-0.00043736i,0.00027732+1.3093e-05i,-0.00017417+0.00041032i,-0.0005001+0.00067339i,-0.00014401-0.00056006i
-0.00024014+0.0011282i,-0.00082006+0.0020962i,-0.001402+0.0024336i,-0.00057468+0.0013773i,0.00078828+0.00059268i,0.0007308+0.00082847i,-0.00057138+0.0007394i,-0.0010922+0.00081385i,-7.1197e-05+0.00041394i,0.0015307-0.0004924i,0.0020992-0.00060726i,0.0013698-0.00038175i,4.3193e-05-0.00051807i,-0.00021351-0.00098564i,-2.8714e-05-0.00093282i,0.00045484-0.00040956i,0.00086128-0.00025873i,0.00049307-0.00017162i,-9.8223e-05-0.00055264i,-0.00010664-0.0010694i,7.8545e-05-0.00067675i,8.1199e-05-0.00031865i,-0.00022423+0.00015178i
0.0012154-0.0016009i,-0.00019565-0.0015598i,-0.00093213-0.0012146i,-0.0014193-0.0019917i,-0.0011841-0.0020429i,-0.00064571-0.00031855i,-0.00051619+0.0010294i,0.00060135+0.00071703i,0.0014568+1.3903e-05i,0.0013612-0.00019773i,0.00054581-0.00041611i,0.00045719-7.3852e-05i,0.0011312+0.00027188i,0.0016089+1.8877e-05i,0.0014841-0.00068733i,0.00028547-0.00091475i,-0.00034944-0.00073599i,-0.0002265-0.0008089i,6.3549e-06-0.0008697i,0.00014511-0.00023721i,-0.00014752-3.568e-05i,0.00022195+0.00023958i,0.00084397+0.00044134i
0.001079+0.0027282i,0.0011977+0.0014504i,0.00029405+0.00029286i,-0.00042844-0.0008799i,-0.00060276-0.0013847i,-0.00069433-0.0013263i,-0.00043729+5.9209e-05i,-0.00033505+0.0015616i,-0.00014414+0.0012216i,0.00082605+0.00053471i,0.001261+0.00043459i,0.00052284+4.2495e-05i,-0.0010368-0.00025792i,-0.0013754-0.00038923i,-0.0006078-0.00053633i,-0.00073117-4.9373e-05i,-0.00099929+2.6091e-06i,-0.00096438-0.00042834i,-0.00079241+3.6679e-05i,-0.00058227-5.6075e-06i,-0.00074514-0.00025942i,-0.00044283+0.00021665i,0.00033965+0.00027589i
0.0014052+0.0012237i,0.0016547-9.1642e-05i,0.0015818-0.00079131i,0.001057-0.0011596i,9.5802e-05-0.00090766i,-0.0009638-0.00065429i,-0.0014316-0.00034589i,-0.00067749+0.00024534i,0.0010279+0.00055984i,0.0012232+0.00029626i,0.00086021-0.00011744i,0.00054737-0.0001373i,7.4544e-05-0.00037163i,-0.00037098-0.0013337i,-7.8993e-05-0.0011142i,0.0004583-9.2636e-05i,0.00054116-0.00015015i,0.00052368-0.00018925i,0.00021671+0.00037289i,-7.2318e-05+0.00075099i,-0.00030527+0.00073862i,1.5646e-05+0.00050082i,0.00032122+0.0006074i
0.0020924-0.00099026i,0.0013558-0.0014632i,0.00041906-0.0013463i,-0.00010083-0.00072161i,-0.00092389-5.6552e-05i,-0.0019834+2.4672e-05i,-0.0020889+0.00028656i,-0.0010471+0.00074175i,7.2002e-05+0.00060419i,0.0013272+1.1062e-05i,0.001869-0.00063066i,0.00085041-0.00058665i,0.00011807+0.0003431i,0.00027615+0.00066929i,0.0014175-0.00038453i,0.001445-0.0011103i,0.00062197-0.0010585i,-0.00018934-0.0010568i,-0.00063928-0.00058165i,-0.00036502-6.3714e-05i,0.00014171+0.00046607i,0.00029436+0.00090273i,-0.0002711+0.0005117i
-0.00077746+0.000914i,-0.00097348+0.0013076i,-0.0010103+0.0014726i,-0.00096397+0.00084752i,-0.00013032-1.6264e-05i,0.00059691-8.2059e-05i,0.00024999+0.00046615i,0.00025331+0.00067351i,0.00088459+0.00035078i,0.0016339+0.00025929i,0.0016894+0.00011455i,0.00051477+2.7287e-05i,0.00044945-0.00064778i,0.00036668-0.0010762i,1.4322e-07-0.00034858i,-0.00026503-0.00022178i,-0.000569-0.00027418i,-0.00011704-0.00016644i,0.00012219-0.00017877i,1.8292e-05-0.00044019i,0.00026183-0.00049033i,0.00025472-0.00024046i,0.00049447-0.00020441i
-0.0019927+0.00066721i,-0.00058063+0.00065195i,-0.00083652+7.3149e-05i,-0.0012214-0.00018976i,-0.00091854-4.1268e-05i,-0.00057704+0.00064858i,-0.00089658+0.00048281i,-0.0015264+0.0001194i,-0.0006602-0.00022656i,0.00030382-0.00021333i,0.0010533-0.00014306i,0.0012906-0.00096446i,0.0012665-0.0012376i,0.0010966-0.00097243i,0.00045261-0.0011069i,-0.00012679-0.0011928i,-0.00032597-0.00073579i,7.1405e-05-0.00063865i,1.2458e-05-0.00067958i,-0.00086845-0.00046772i,-0.0011948+0.00024196i,-0.00046482+0.00026337i,-6.1555e-05-0.00029945i
0.00018816-0.0012916i,-5.9872e-05-0.00099009i,0.0003997-0.0020672i,0.00015351-0.002061i,-0.00073664-0.00037885i,-0.00054985+0.00052964i,-0.00032658+0.00099371i,0.0001192+0.001508i,0.0009634+0.00063868i,0.0012971+2.4035e-05i,0.0015477+0.00080876i,0.0013687+0.0013877i,0.00094985+0.00094666i,0.00053345+0.000106i,0.00022941-0.00024303i,8.0984e-05-0.00080742i,0.00023047-0.0010655i,0.00042883-0.0010497i,-3.3211e-05-0.0002231i,-0.00036872+0.00055808i,0.00014896+4.6886e-05i,0.00011159-0.00053729i,0.00015972-0.0007599i
0.0015843-0.0013119i,0.00026055-0.0016043i,-0.00068288-0.0021226i,-0.0012724-0.0015559i,-0.0013862-0.00049345i,-0.0016757+0.00020308i,-0.0017267+0.00045229i,-0.0013993+0.00081068i,-0.00086328+0.00027768i,-0.0001677-0.00019463i,0.00020513+0.00065972i,0.00069025+0.0015961i,0.0012019+0.0015862i,0.0015134+0.0011167i,0.0012588+0.00098876i,0.00065385+0.00056939i,-0.00026619-0.00053149i,-0.00069855-0.00054521i,-0.00092158+0.0005738i,-0.0010113+0.00070723i,-0.00033791+0.00060831i,0.00044014+0.00023193i,8.8634e-05+0.00017293i
-0.00053658-0.0015996i,-0.001037+0.00056891i,-0.0012247+0.0024706i,-0.0008994+0.0027085i,-0.00052056+0.002044i,-0.00026762+0.0012777i,-5.4711e-05+0.00089679i,0.00058373+0.00026725i,0.00090078-0.00010489i,0.00022764+9.0109e-05i,0.00068798+4.1314e-05i,0.0012984-7.239e-05i,0.0015593-0.00050073i,0.0011643-0.0010979i,0.00048585-0.0012367i,0.00016441-0.0011968i,0.00020082-0.0012204i,0.0001137-0.0010352i,0.00013798-0.00035371i,0.00056811+3.2071e-05i,0.00016094-0.00087195i,-0.00039044-0.0012754i,-0.00033666-0.00077574i
9.498e-05-0.00087604i,-0.0001615-0.0019118i,5.1674e-05-0.0026782i,6.0415e-05-0.0024436i,-0.00016224-0.0019785i,-0.00048489-0.00024457i,-0.0014468+0.0010517i,-0.0017466+0.0011474i,-0.00037626+0.0013022i,0.00072373+0.00063846i,0.00079642+0.00066704i,0.0012112+0.00055125i,0.0017093-0.00026552i,0.0012728-0.00064444i,0.0010722-0.00052543i,0.00093476-0.00015322i,0.00064565+0.0005074i,0.00011775+0.00065238i,-0.00051202+0.00017048i,-0.00049375+0.00051074i,0.00028119+0.0006328i,0.00029449+0.00016363i,-0.00015046+0.00062077i
-0.001734-0.00035631i,-0.0020547-0.00022632i,-0.0022821+0.0012478i,-0.0019624+0.0019123i,-0.0015133+0.0010658i,-0.0015436+0.00082414i,-0.0018379+0.0012276i,-0.0013447+0.0011025i,-0.00041769+0.00087884i,0.00075443+0.00042772i,0.0018095+0.00014464i,0.001298-4.3741e-05i,0.00085256-0.00079812i,0.00045305-0.0016455i,0.00011812-0.0021772i,2.4533e-05-0.0014644i,-0.00065439-0.00054199i,-0.001213+0.00014944i,-0.00077208+0.00014801i,-0.00023829+3.334e-05i,-0.00021652+0.00040722i,-0.00034757+0.00015209i,-6.0575e-05-0.00034618i
0.00029155+6.8579e-05i,-0.00018259+0.00038807i,-8.7077e-06-0.00051104i,0.0007151-0.0015209i,0.00020831-0.00091186i,-0.00068171-0.00019975i,-0.00043104+0.00024797i,-0.00023667+0.00045902i,0.00035721+0.00082607i,0.0011378+0.0011197i,0.00025483+0.00044094i,-0.00077127+6.5668e-06i,-0.00012994-0.00018366i,0.0011218-0.00080235i,0.00095058-0.0015016i,0.00021611-0.0014547i,0.00034062-0.00095822i,-1.8191e-06-0.00055783i,-0.00030289-0.00037633i,-0.00033391-0.00076057i,-0.00026529-0.00063118i,0.00020082-0.00015437i,0.00039439-0.00022827i
-0.000386-0.0012576i,0.00011068-0.0009403i,0.00072628-0.0011176i,0.00073917-0.00093245i,0.00014673+0.00026433i,-0.00095999+0.0011925i,-0.00091013+0.0017066i,-0.000267+0.0014052i,-0.00023684-0.00021435i,-0.00023792-0.00087735i,0.00038121+0.00018543i,0.00050352+0.00082786i,0.00010965+0.0010116i,0.0002418+0.00023665i,0.00039794-0.00051246i,-0.00060142-0.00071838i,-0.0012877-0.00048002i,-0.0007848+0.00023555i,-0.00052428+3.2839e-05i,-0.00081856+0.00020616i,-0.00023856+2.912e-05i,0.0007146-0.00032582i,0.00017062-3.3085e-05i
0.0010541-0.00029183i,-0.00012438-0.00073272i,0.00016065-0.0012904i,0.00047404-0.0018755i,-0.00026692-0.0021714i,-0.00099148-0.0017987i,-0.0018083-0.00071922i,-0.0015824+0.00049611i,-0.00027462+0.0010569i,0.00085162+0.00060295i,0.00077717+7.9865e-05i,0.0004298-0.000115i,0.00019677-8.6946e-05i,0.00046123+0.00014977i,0.00047905-1.8048e-05i,-0.0003141+0.00021014i,-0.00055461+0.00048727i,-0.00088345+0.00042704i,-0.00079602+0.00054193i,-0.00042591+0.0011959i,0.00042224+0.00081334i,0.0002987-3.8541e-05i,-0.00033662-0.00025491i
-0.00061645+0.00021793i,-0.0005088-0.0003686i,-0.00065357+0.00014865i,-0.00081226+0.00091521i,-0.0014812+0.00030029i,-0.0013921+0.00052008i,-0.00014428+0.00065162i,0.00012087+0.00092593i,9.2921e-05+0.0015117i,0.00091774+0.0015418i,0.0016165+0.00062175i,0.0016039+8.6971e-05i,0.0014938+0.00024789i,0.00076194-0.00051164i,0.00011002-0.00085037i,-0.00041851-0.00043408i,-0.00054077-0.001056i,-0.00031333-0.00091589i,-0.00057288-0.00040816i,-0.00035384-0.00039212i,0.00055508-0.00063806i,0.00080599-0.00031788i,0.00058732+4.6491e-05i
-0.00042795+0.0018995i,-0.00026938+0.0019299i,8.3778e-05+0.0012246i,0.00027387-0.00041564i,9.3895e-05-0.00070844i,-0.00078316+0.00041478i,-0.0018449+0.00079747i,-0.0015365+0.00053143i,-0.00048972+0.00073271i,0.0005828+0.00077193i,0.0010591+0.00018261i,0.0016102-0.00044543i,0.0016477-0.001108i,-4.2333e-05-0.0013176i,-0.0008851-0.00089198i,-0.00083385-0.00097344i,-0.00087278-0.00061162i,-0.00065412+0.00035012i,-0.00030678+0.0010302i,0.00024647+0.00076507i,-0.00039777+2.0861e-05i,-0.00070603-0.00055227i,0.00020591-0.0005508i
-0.00023839+0.0011187i,0.00010913+0.0011737i,0.0018263+0.00038311i,0.0032954-0.0002563i,0.0026077-0.00014478i,0.0011618+0.00063882i,0.00066566+0.0016216i,0.00069266+0.0014404i,0.00056193+0.00060093i,0.0006552+0.00044433i,0.00064846-7.0561e-05i,0.0015433-0.00060885i,0.0012256-0.00054423i,5.5982e-05-0.0003568i,-0.00014247-0.00055567i,0.00013495-0.00081108i,-0.00074634-0.00060928i,-0.0015483-0.00060882i,-0.00082223-0.00059682i,-0.0003619-0.00028438i,-0.00060216+2.381e-05i,-0.00030358+9.322e-07i,0.00018516-3.5384e-05i
0.00087185-0.0011367i,0.00026399-0.00036831i,-0.00028329-0.00016845i,-0.00048105-0.00032229i,-0.0007865-0.00023542i,-0.0014462+0.00077658i,-0.0023845+0.0012357i,-0.0021487+0.00068423i,-0.00088208+0.00080025i,0.00072498+0.00091372i,0.00185+0.00079747i,0.0021653+0.00017558i,0.0019984-0.0009948i,0.0015787-0.0012386i,0.000666-0.0010912i,2.0024e-05-0.0015089i,0.00014533-0.0014281i,-0.00032604-0.00071944i,-0.00083872-0.00063905i,-0.00078251-0.00066557i,-0.0003546-0.00025506i,9.2398e-05+0.00011708i,2.3582e-05+8.9014e-05i
-0.0012792+0.0019093i,-0.00053283+0.0018451i,0.00056961+0.0006357i,0.00092477-0.00059457i,0.00083003-0.0012001i,0.0010353-0.00162i,0.00054087-0.00048174i,0.00036007+0.00063564i,0.00021808+0.0011177i,4.8435e-05+0.0011296i,0.00016194+0.00035924i,0.00093099-0.00020806i,0.0011295-0.00066586i,0.00047721-0.0013405i,-4.0271e-05-0.0013867i,-6.6707e-05-0.00087486i,0.00015924-0.0008098i,9.5951e-05-0.00074093i,-1.1467e-05-0.00030706i,-0.00029865+8.1945e-07i,0.00021329-1.6654e-05i,-1.7056e-06+0.00029039i,-0.00073279+0.00066419i
0.00014081+0.00061318i,8.0129e-05-0.00038682i,0.00060525-0.0010254i,-0.0003495-0.00074678i,-0.0017431-0.00062718i,-0.0016313-0.00037574i,-0.0010933+0.0006167i,-0.00083885+0.0011486i,-0.00014875+0.00069959i,0.00047045+0.00033148i,0.00092959+0.0007875i,0.00032058+0.00031753i,-0.00021609-0.00036153i,0.00017668-0.00051734i,0.00036388-8.783e-05i,7.5651e-05+0.00029062i,-0.00015844+0.00028557i,-0.00055238+0.00013776i,-0.0008474+0.00028451i,-0.00054866+0.00027568i,-0.00060455-0.00057679i,-0.00043946-0.000876i,0.00016959-0.0009743i
-0.00076187-0.00074563i,-0.0017513-0.00067627i,-0.001321-0.00082938i,-0.0012285-0.0007728i,-3.0072e-05-0.00050806i,3.632e-05+0.00048673i,-0.0011519+0.00082069i,-0.0012585+0.00023522i,-0.00032118+0.00018064i,0.0010408+0.00071822i,0.0015804+0.00085477i,0.00099241+0.00076856i,0.0013442+0.00026189i,0.001143-2.7761e-05i,0.00026766-0.00027458i,0.00047284-0.00035379i,0.00043248+2.8172e-05i,-6.7764e-05+0.00081292i,-0.00015578+0.00085218i,-0.00010643-0.00023994i,0.0006403-0.00084115i,0.00067814-0.00040022i,0.00078076+0.00014087i
-3.0393e-05+0.00041732i,0.0017003-6.5115e-05i,0.002972-0.00048032i,0.0026085-0.00054916i,0.0012104-0.00028843i,-0.00022281-0.0010643i,-0.00065937-0.001039i,-0.00063635-8.82e-05i,0.00030591+0.00047034i,0.0014865+0.00024452i,0.0013994+0.00030484i,0.00098626+0.00050589i,0.0010638-0.00028451i,0.00082108-0.00030357i,-0.00011116-6.2609e-05i,-0.00065788-0.00070255i,0.00013124-0.0012742i,0.0012249-0.00070125i,0.0008671-0.00015628i,7.6308e-05+0.0003538i,0.00031833+0.00069077i,-0.00010802-4.3917e-05i,-0.00070748-0.00053666i
0.00063381+0.00060031i,0.0014819-0.00012045i,0.0015446-0.0007838i,0.00088577-0.0013363i,8.6915e-05-0.0018068i,-0.0012667-0.0014033i,-0.0018451-0.00060933i,-0.0009991-0.00049845i,-2.3893e-05-0.0004657i,0.00096442-0.00040856i,0.0011791-0.00022905i,0.00075043-5.9103e-05i,0.0010894-0.00064292i,0.0014889-0.0012838i,0.0012011-0.0010741i,0.00055233+2.6103e-05i,-0.00062735+0.00026001i,-0.0010378-0.00035971i,-0.00086845+0.00030714i,-0.00075521+0.000696i,-0.0003789-0.00010897i,-8.4686e-05-0.00061326i,-0.00031662-0.00056201i
0.0011655-5.0418e-05i,0.0006772-0.00063337i,-2.8121e-06-0.00092334i,-0.0002168-0.00038001i,-0.00041526+0.00023873i,-0.00029043+0.00086429i,-0.00016363+0.001244i,-0.00056624+0.0012102i,0.00020684+0.00053936i,0.0011492+8.3276e-05i,0.0012452+0.00046067i,0.0007378-0.00030425i,0.00059833-0.00072319i,2.6334e-05-0.00070503i,0.00036104-0.00057357i,0.00087203-3.9669e-05i,0.00043129+0.00017887i,-1.8026e-05+7.7077e-05i,-0.0001303-0.00043035i,6.0981e-05-0.00071108i,5.8762e-06-0.00081595i,-0.00030584-0.00075638i,7.4536e-05-0.00016283i
0.00067275+0.0011385i,0.0010218+0.00090653i,0.0023735+0.00029047i,0.001759-0.00038369i,0.00028076-0.00084323i,-0.00080146-0.00081105i,-0.0013862+0.00021407i,-0.00074461+0.0010611i,0.00066352+0.0011479i,0.0017243+0.00054326i,0.0015772+6.6477e-05i,0.0010603+0.00018421i,0.00045869-3.7037e-06i,-0.00026968-0.00015528i,-0.0004688-8.0497e-05i,-0.00064104+0.00042117i,-0.00082123+0.00052175i,-0.0013547-0.00060976i,-0.0012451-0.0011685i,-0.00065275-0.00024366i,-0.00027221+0.00020802i,-2.3173e-05-0.000469i,-0.000388-0.0012117i
0.00039095-0.0024875i,-0.00013409-0.0029666i,-0.0013538-0.0030656i,-0.0023054-0.0022092i,-0.0027047-0.0012133i,-0.0024658-0.00013887i,-0.0012032+0.00032306i,-0.00077218-0.0001959i,-0.00062041-0.00037873i,0.00021464-0.00065716i,0.00069565-0.00027276i,0.0008936+0.00053916i,0.0010241-4.9492e-05i,0.0011163-0.0013823i,0.00080272-0.0015642i,0.00014159-0.00098522i,-0.00013417-0.00036025i,-0.00045054-0.00023438i,-0.00022515-8.0262e-05i,0.00043123+0.00060485i,0.00018003+0.00045227i,-1.0232e-06+0.00016934i,-0.00014031-0.00024674i
0.00022759-0.00041018i,0.00017915-0.00081017i,0.00031188-0.00066002i,0.00011518+0.00042834i,-0.00054841+0.00084677i,-0.0012312+0.00099754i,-0.0016666+0.0011519i,-0.0012903+0.0011254i,0.00023637+0.00031864i,0.0014976-0.00032183i,0.0013931-0.00053961i,0.0012606-1.7969e-05i,0.0013467+0.00066225i,0.00043451-0.00011979i,-0.00075494-0.0013236i,-0.0010033-0.0015392i,-0.00075473-0.00047691i,-0.00025878-2.7354e-05i,7.1463e-06-0.00045255i,-0.00054315-0.00041317i,-0.001017-0.00037771i,-0.00058214-0.00041969i,-0.00010806-0.00038653i
0.00042734-0.0015271i,0.00054297-0.00038405i,0.00068922+0.00090286i,0.00079415+0.00043481i,0.00057095-0.00052829i,3.6082e-06-0.00039143i,-0.00039816+0.00014278i,0.00026615+0.00074823i,0.00068773+0.00087627i,0.00054499+0.00041349i,0.0012824+0.00033698i,0.001773+0.0003708i,0.0013414-0.00028909i,0.0013092-0.00088504i,0.00084773-0.00052669i,0.00020344-0.00025259i,5.8111e-05-0.00015022i,-0.00016623+0.00024117i,-0.00072154+0.00014103i,-0.00090836+0.0004046i,-0.00063914+0.0001163i,-0.00066816-0.00045153i,-0.0010536-0.0001695i
-0.0001456-0.00015245i,-0.00097075-2.8356e-05i,-0.0017268-0.0010649i,-0.0016559-0.001265i,-0.0013475-0.00041223i,-0.00078002-0.00044626i,-0.00058479-0.00026965i,-0.00088216-0.00018061i,-0.00054396-0.00016053i,0.00055941-9.8352e-05i,0.0012115-1.7043e-05i,0.001379+0.00072538i,0.0018303+0.00087129i,0.0010007+0.00020973i,-0.00024168-0.00027439i,-0.00013531-0.00020533i,-6.3661e-05-0.00018915i,-0.00032774-0.0006234i,0.00017437-0.00036155i,0.00014611+0.00033255i,-0.00018037-0.00026349i,-0.00026682-0.00012222i,-0.00059893+0.00060914i
0.00084379-0.0012178i,0.0008849-0.0014507i,-0.00028182-0.0016632i,-0.00022569-0.0020842i,-0.00017897-0.0013977i,-0.0005687-0.00039246i,-0.00074362+6.3392e-05i,-0.00058356-0.00038493i,-0.0003414-0.00024824i,0.00018733+0.00019093i,0.00055635+0.00027341i,0.00048924+1.1445e-05i,0.00098362-0.00040936i,0.001012-0.00048936i,0.00024081-0.00057561i,-0.00076091-0.00062166i,-0.00048687-0.00063244i,-0.0002594-0.00057469i,-0.0002468-0.00017408i,0.00025027+9.5137e-05i,7.2919e-05+0.00018319i,0.00023067+0.00023478i,0.00089072-9.072e-05i
0.0023585+0.0010727i,0.0016676+0.00043437i,0.001042+0.0001359i,9.9324e-07-0.00033696i,-0.0009247-0.0011145i,-0.0015645-0.00065412i,-0.0018931+0.00031093i,-0.00084783+0.00041633i,0.00035576+0.00021837i,0.00064075+0.00068691i,0.0010533+0.00086553i,0.0010211+0.00026407i,0.0012513-0.00055237i,0.0018171-0.00060182i,0.0013875-0.00064235i,0.0011208-0.0011826i,0.00085535-0.0013429i,-5.2978e-05-0.00097408i,-0.00088581-0.0011853i,-0.00079753-0.00085917i,-0.0004775+6.1459e-05i,-7.4714e-05+0.00029254i,0.0010406-0.00035239i
-0.0023845-0.00056222i,-0.003074+0.00094361i,-0.0032147+0.0012726i,-0.0024279+0.00082618i,-0.0012207+0.00035874i,-0.00072705+0.00060349i,-0.0004685+0.00071034i,-0.00019484+9.1681e-05i,-0.00054263+0.00061696i,-0.00034815+0.001003i,0.0006212+0.00031385i,0.0013715-0.00010976i,0.0012504+3.9118e-05i,0.00012506+3.7934e-05i,-0.00048563-3.605e-05i,-0.00089534-0.00045244i,-0.0010511-0.00048389i,-0.00068448+8.0321e-05i,-0.00017618-0.00063187i,8.2474e-05-0.00071176i,4.3436e-05-0.00011635i,-8.9099e-05-0.00035163i,-0.00034351-0.00030217i
-0.0022965+0.00053068i,-0.0012648+0.0022496i,-0.001071+0.0020559i,-0.00059674+0.0012786i,0.00078196+0.00067055i,0.0010723+0.0006854i,0.00010921+0.00052323i,-0.00054036-0.00057896i,0.00030724-0.001022i,0.0011304-0.00031827i,0.00078889-8.3828e-05i,0.00035755-0.0003412i,0.0005902-0.00026122i,0.0010261-0.00049954i,0.00040188-0.0010925i,9.2127e-05-0.0010162i,0.00013115-0.0004563i,6.2944e-05-0.00046876i,0.00013751-0.00035232i,0.00032292+2.8851e-05i,-8.0775e-05+0.00020411i,-0.00062382-8.1338e-06i,-0.00072717-0.00011556i
0.0015239-9.3325e-05i,0.0010783-0.00038154i,0.00074815-0.00057838i,0.00039121-0.0015956i,-0.00026117-0.0016836i,-0.0015986-0.00028133i,-0.0020499-1.7945e-06i,-0.0014928-2.6006e-05i,-0.00036471+0.00049969i,0.00048434+0.00064357i,0.00085167-3.0787e-05i,0.0011593+7.6642e-05i,0.0002868+0.0013368i,-0.00014249+0.0010155i,0.00066132-0.00013449i,0.00066198-0.00026675i,0.00024037+0.00031305i,-0.00022926+0.00039183i,-0.0003676+0.00016849i,-0.00031925+0.00035753i,0.00010677+4.1399e-05i,0.00053315-0.00038566i,0.00040655-8.6891e-05i
0.00010471+0.0008549i,-0.0003656+0.0021196i,-0.0009363+0.0032632i,-0.00016229+0.0023149i,7.9629e-05+0.00040419i,-0.0009573-0.00019635i,-0.00079155-0.00028784i,-0.00062631+0.00040418i,-0.0007491+0.0011701i,0.00027509+0.00050975i,0.0016246-0.00038552i,0.00165-0.00061443i,0.0011879-0.00038825i,0.0010553-0.00074308i,0.00088017-0.00084195i,0.00014025-0.00075619i,5.927e-05-0.00058951i,0.00017427-1.3794e-05i,-0.00017113-0.00034382i,-0.0003308-0.0011187i,0.00020338-0.00058024i,0.00080283-0.00038687i,0.00027445-0.0009857i
-0.00038228+0.00034482i,0.00030024-0.0011366i,0.00049519-0.0019252i,-0.00053604-0.0010739i,-0.0012595-0.00094837i,-0.0016763-0.00079883i,-0.0014149+0.00018781i,-0.00034352+0.0011974i,0.00079839+0.00098562i,0.0014777+0.00060619i,0.0016546+3.8264e-05i,0.0015096+0.00010529i,0.00064278+0.00034806i,4.9671e-05-0.00075982i,-8.3285e-05-0.0012096i,-0.00054997-0.0010554i,-0.00023045-0.0010198i,0.00063314-0.00047401i,0.0004711+6.7233e-05i,0.00034936-0.00025705i,0.00031041+0.00031193i,-0.00052534+0.00048749i,-0.00094704+0.00021231i
-0.0017924-0.0011675i,-0.0019518-0.00088493i,-0.0027916-0.00059319i,-0.0019961+0.000122i,-0.00055493+0.00055607i,1.9424e-06+0.00039851i,-0.00025504-0.00010773i,-0.00013662-0.00015119i,0.00021153-9.0336e-05i,0.00067005+3.3613e-05i,0.001432+0.00052296i,0.0014333+0.00011157i,0.00085623-0.00018822i,0.00011452-0.000748i,-0.00051995-0.00093003i,0.00020878+0.00033508i,0.000708+0.00017604i,0.00079796-0.00067904i,0.00021171-0.00037961i,-0.00056322+4.7871e-05i,-0.0009249+0.00039546i,-0.00081009+0.00051735i,-0.00030401+0.00034014i
0.0010311+0.00079617i,0.002343-0.00012534i,0.002793-0.00046348i,0.0025552+0.00017409i,0.0014661+0.00030003i,0.00046664+0.00055131i,-0.0005359+0.0012553i,-0.0008271+0.0011852i,-1.2847e-05+0.00038461i,0.00065708+0.00025138i,0.0007506+0.0013202i,0.0011605+0.0013276i,0.0012114+0.00017692i,0.00068888-0.00047606i,-5.0826e-05+7.4233e-06i,-8.218e-05-0.00010472i,-0.00034255-0.00030034i,-0.00047741-0.00013642i,-0.00062349-0.000633i,-0.00026709-0.00083696i,0.00036867+5.0796e-05i,0.0011193+0.00048302i,0.0004961-0.00071443i
0.00020042+0.00052408i,-0.00073625+0.00033671i,-0.0012754-0.00016309i,-0.00066299-0.00081676i,-0.00048405-0.0014215i,-0.0017329-0.00022091i,-0.002933+0.001688i,-0.0017981+0.001927i,-8.0479e-05+0.0018469i,0.00082515+0.0020122i,0.0013994+0.00099722i,0.0019326+0.00010644i,0.0021138-0.00036334i,0.0011153-0.00052345i,0.00017459-0.00050017i,-0.00041015-0.0002893i,-6.1452e-06-0.0003948i,8.4993e-05-0.00037345i,-0.00053929+0.00026847i,-0.00036059+0.00049694i,-0.00040809+2.9408e-05i,0.00017297-0.00035051i,0.00058281-0.00016646i
0.0007958+0.00037817i,0.00069951+0.0011452i,0.00015599+0.0017628i,-0.00063626+0.0013517i,-0.0012431+0.00080738i,-0.0010953+0.00032395i,-0.00077148+0.00074221i,-0.000308+0.00095362i,0.00044318+0.0010036i,0.00085957+0.00053186i,0.0011824-0.00061306i,0.001379-0.0010144i,0.001104-0.00036488i,0.00070586-0.00011043i,0.0010154-0.00038854i,0.00026028-0.00015925i,-0.00073211-0.00042476i,-4.2256e-05-0.00052824i,0.00024983-0.00028774i,6.068e-05+0.00010709i,-0.00019028+0.00027525i,-0.00034549-0.0001347i,-0.00044927-0.00018175i
