-0.0047507-0.00055508i,-0.002901-0.0001321i,-0.0028663+0.0011309i,-0.0016046+0.0013205i,-0.00090654+0.0018024i,0.00036185+0.001409i,0.0018185+0.00079642i,0.0018033+0.00088604i,0.0016364+0.00092796i,0.0017365+0.00028776i,0.0015883-0.00017317i,0.0014525-0.00064519i,0.00019876-0.00092307i,-0.00048335-0.00043511i,-0.0004142+5.3336e-05i,-0.00025026-8.5449e-05i,0.00027385-0.00034089i,0.00041681-0.00036371i,0.00032861-0.0002864i,-0.00030205+0.00017696i,-0.00071245-0.00061808i,-5.3243e-05-0.0010762i,0.00073607-0.00040737i
-0.00036274-0.0033726i,-0.0001991-0.0023908i,-0.00081341-0.00023146i,-0.0013063+0.00069269i,-0.00041199+0.0005864i,0.00036068+0.0010981i,0.00088627+0.0017497i,0.0012188+0.0017331i,0.00057503+0.0010671i,-0.00028849-6.0245e-05i,-0.00063749-0.0010026i,-0.00023564-0.00084773i,-0.00056098-5.485e-05i,-4.4244e-05-1.8153e-05i,0.0010371-0.00033669i,0.00071788-6.701e-05i,0.00033641-0.00023149i,0.00016323-0.00041484i,5.3824e-05+0.00058323i,0.00024881+0.00071611i,0.00049409-0.00019764i,0.00055669-0.00043285i,9.6229e-05-0.00054963i
-0.0027929+0.0022313i,-0.0015459+0.0018811i,-0.00042345+0.0018551i,-7.1434e-05+0.0016089i,0.00050532+0.00057875i,0.0013348-0.0005127i,0.0017561-0.00099531i,0.0017747-0.0017549i,0.00084766-0.0019387i,-0.00024807-0.0015495i,-0.00035372-0.0011358i,-0.00096184-0.0011364i,-0.0011818-0.001762i,-0.0005736-0.0019725i,0.00019671-0.0015939i,0.00077296-0.0009794i,0.00017515-0.00074212i,-0.00082366-0.00054433i,-0.0012456-0.00039443i,-0.0011766-0.00066495i,-0.00052407-0.00091073i,0.00068162-0.00083258i,0.00097844-0.0001198i
0.0012896-0.0014383i,-0.00021279-0.00034197i,-0.0011642-0.00067317i,-0.0015337-0.00050778i,-0.0014409-0.0001247i,-0.0006641-0.00059059i,0.00075199-0.0015864i,0.0011477-0.0018964i,0.00037227-0.0010756i,-0.00023396-0.00072177i,-0.00063891-0.00085317i,-0.0006771-2.7872e-05i,-0.00023331+0.00065556i,-0.00042827+0.00055832i,-0.00074895-0.00018366i,-0.0002097-0.0008531i,-0.00013744-0.00078871i,-0.0005239-1.7402e-05i,-0.00018047+0.0013642i,0.00011055+0.00077784i,0.0005062-0.00025964i,0.00039808+0.00031435i,-0.00015929+0.00083294i
0.002275+0.00024294i,0.0015139+0.00010999i,0.001378-0.00089507i,0.00058848-0.0017967i,-0.00010196-0.0011001i,-0.00052044-0.0010204i,-0.00073898-0.0013445i,-0.0013353-0.0005607i,-0.0018244-0.00013721i,-0.00095944+0.0001454i,0.00011814+0.00031868i,0.00032832+0.00023186i,3.1252e-05+0.00036679i,-1.697e-05+0.00060838i,-0.00039049+0.00094757i,-0.00026466+0.00096552i,-0.00015945+0.00024966i,-0.00061195-0.00069069i,-5.8649e-05-0.0011601i,0.00028025-0.00063594i,0.00019862-2.697e-05i,-0.00015562+0.00052016i,-0.00071977+0.0004161i
-0.00083919+0.00058887i,-0.00088384+0.00068362i,0.00024936+0.00072018i,0.0017918+0.00093508i,0.0015137+0.00060445i,-0.00021369-0.0010643i,-0.0017661-0.0010807i,-0.0017943+0.00058193i,-0.00032635+0.0011693i,0.00063829+0.0002719i,0.00040012-0.00028365i,-9.2121e-05-0.00045762i,0.00028195-0.00077606i,0.00057974-0.00061146i,0.00071732-0.00029762i,0.00041773+0.00030957i,-0.00065525+0.00030872i,-0.0015478-0.00024035i,-0.0012002-0.00073775i,-0.00038194-0.00068142i,-0.00022737+0.00016477i,-0.00046152+0.00058977i,-0.00077654+0.00093432i
0.0019387-0.00041183i,0.001227+0.00030409i,0.0011713-0.0002345i,2.1062e-06-0.00013474i,-0.0012685+0.0010209i,-0.0017493+0.0010357i,-0.00088935+0.00097484i,0.00036525+0.0009533i,0.001119-7.8483e-05i,0.001356-0.0012565i,0.00051965-0.0022101i,-0.00050372-0.0022096i,-0.00033179-0.0015111i,-2.6773e-07-0.00052587i,-0.00042452+0.00036442i,-0.00026981+0.00030229i,0.00015158-0.00020059i,-0.00037463-0.00074546i,-0.00067042-0.00066715i,-9.3751e-05-0.00021848i,0.00052357-0.00024618i,0.00010928-0.00047874i,-0.00061374-0.001295i
0.0010713+0.001973i,0.00037225+0.0015992i,0.0012022+0.0010202i,0.001498+0.00030539i,0.00051677-0.0011048i,0.00016255-0.0012711i,0.00084219-0.00058302i,0.0018478+5.4071e-05i,0.0021156-0.00014128i,0.0010652-0.00036842i,0.000285-0.00056953i,-0.00015699-0.00091451i,-0.0008676-0.00066979i,-0.00080092-0.001038i,-0.00034048-0.0013579i,-0.00054875-0.00079842i,-0.00051522+8.1539e-05i,-0.00034641+0.00010267i,-0.0013603-0.00053269i,-0.0018134-0.00084315i,-0.00072681-0.00096254i,-0.00011383-0.0014843i,0.00021367-0.0014404i
-0.00074396-0.0013189i,-7.6007e-06-0.0023412i,-0.0010383-0.0026831i,-0.0022895-0.0012148i,-0.0028444+0.0001626i,-0.0026313-0.00016547i,-0.0015366-0.0014032i,-0.00033729-0.0020219i,-0.00028222-0.0014019i,-0.00032482-0.00073907i,-0.00051226+0.00033493i,-0.0011844+0.00019704i,-0.0012197-0.00019264i,-0.00038248+9.4168e-05i,9.6369e-05-0.00058914i,5.8228e-05-0.00041452i,0.00012277+0.00060486i,-5.6051e-05+0.00032584i,8.3824e-05-0.00054076i,0.00029861-0.00061471i,1.5204e-05-0.00011325i,2.8426e-05+0.00040143i,0.00055384+0.00087224i
-0.0005408-0.00014324i,-0.00022127-0.00038i,0.00045577-0.00062994i,-0.00033486+0.00068008i,-0.0010999+0.0016457i,-0.00063836+0.0001719i,-0.00067576-0.0015495i,-0.0014539-0.0019627i,-0.0013692-0.00052554i,-6.784e-06+0.00049237i,0.00062442-0.0002403i,0.00050907-0.00067228i,-0.00016835+0.00022484i,-8.1397e-05+0.00074627i,0.00047779+0.00077997i,0.00031768+0.0007465i,0.00024389+0.00086065i,0.00046636+0.00088881i,0.00025041+0.0006442i,7.0254e-05+0.00059125i,3.163e-05+0.00021141i,-0.00015165+0.00024755i,-0.00017617+0.00058123i
-5.3502e-05+0.00063646i,-0.00028271+0.00069994i,-0.00034674+0.00037769i,0.00039546+0.00057122i,0.001245+3.0756e-05i,0.00091265-0.00062629i,-0.0010898-0.00014861i,-0.0018352+0.0010053i,-0.00060992+0.0014759i,0.00071425+0.00041095i,0.00052155-0.00053183i,-0.00034075+2.2212e-05i,-0.00031972+0.0006305i,0.00032387+0.00025177i,0.00069088+0.0001562i,0.00049606+0.00018064i,-3.3052e-05+0.00047037i,0.00010162+0.00021381i,0.0010591-0.00086616i,0.00082992-0.0010512i,2.5736e-05-0.00026921i,-5.7508e-05-6.2206e-05i,0.00011042-0.00030049i
-0.00023188+0.00054119i,0.00057439+0.00057354i,0.00045131+0.00073195i,0.00058946+0.0009872i,0.0014264+0.00034503i,0.00095088-0.0002115i,-0.00051623+0.00038251i,-0.00086673+0.00081354i,-0.00033689+0.00020287i,-0.00039195-0.00038044i,-0.0005917-0.00084347i,-0.00068627-0.00053836i,-0.0004687-0.00039324i,0.00022657-0.00084085i,0.001078-0.00066727i,0.0014285-8.6003e-05i,0.0014188-0.0003655i,0.0010658-0.00055383i,0.00033172-0.00017885i,-0.0001991+0.00081945i,-7.5683e-05+0.00099777i,-0.0004322+0.00087579i,-0.00091977+0.00080868i
-0.0013996-0.00035259i,-0.0006721-0.00023561i,-0.00057063+0.00073941i,-0.001079-0.00022229i,-0.0009417-0.0015701i,0.00041433-0.001223i,0.0014334+0.00024286i,0.0011748+0.00057021i,0.00092634-0.00020124i,0.00070964-0.00062293i,0.00022346-0.00042136i,0.00010204+0.00015019i,7.9127e-05-9.4022e-05i,2.0909e-06-6.304e-05i,0.00052955+0.00017433i,-2.5712e-05+0.00041435i,-0.0012576+0.001006i,-0.0014606+0.00053906i,-0.00051671-0.00019515i,5.621e-05+6.5787e-05i,5.3779e-05+7.3997e-05i,0.00020944+7.3837e-05i,0.00078469-0.00024148i
0.00031752+0.0011938i,-0.00040021+0.00084493i,-0.00051217-0.0004806i,-0.00047747-0.00089121i,-0.0010439-0.00049464i,-0.0019162-0.00039049i,-0.00090107-0.0014395i,0.00055012-0.0014681i,0.00015533-0.0010461i,-9.7145e-05-0.0013111i,0.00015232-0.0009146i,7.437e-05-0.00033314i,-0.00036918-0.00036923i,-0.00061602-0.00067534i,-0.00039893-0.00088432i,-0.00021395-0.00075923i,-0.000313-0.0003622i,-0.00057117+0.00036894i,-0.00091477+0.0011639i,-0.0010665+0.00092996i,-0.00072473+0.00059439i,-0.00086857+8.8889e-05i,-0.00047166+0.00019905i
0.00046135+0.0022808i,0.00049318+0.0014472i,0.0005477+0.0011559i,-0.00047251+0.00098339i,-0.0013077+0.0011568i,-0.0010737+0.00056184i,-0.00054516-0.0010496i,-0.00074388-0.00090414i,-0.00042522-0.00010722i,0.00045194+4.6437e-05i,0.00051134+5.7952e-05i,0.00021297-0.00042548i,-7.8229e-06-0.00059614i,0.00028953-4.2203e-06i,0.0009823-0.00010581i,0.0011208-0.00014767i,0.00084709-0.00033258i,0.001111-0.00094396i,0.00086413-0.00027308i,-0.00025831+0.00030067i,-0.00078043-0.00033713i,-0.0012764-0.00058424i,-0.0012445-0.00029608i
-0.00014053-0.00042615i,-0.00028083-5.6925e-05i,0.00050275+0.00014497i,0.00086075+5.8146e-05i,0.00047845+0.0001805i,0.00039744-0.00018865i,-0.00023338-0.00039506i,-0.0013796-0.00010263i,-0.0017442+0.00036474i,-0.00087214-0.00014686i,-0.00033095-0.0012471i,-0.00024668-0.001209i,-7.0762e-05+7.6762e-05i,-0.0002279+0.00069277i,-4.6126e-06+2.6506e-06i,0.00082259-9.9013e-05i,0.00068472+0.00044852i,-0.00012943+4.5363e-06i,-0.00023112-0.00045864i,0.00046384-0.00015938i,0.00033487+7.9702e-05i,-0.00037191+0.00016871i,-0.00088588-0.00029763i
0.00084932+0.001011i,0.0010166+0.00051279i,0.00089561+0.0001722i,0.0010152+0.0010672i,0.00056106+0.00052185i,-7.746e-06-0.00053385i,-0.0010055-0.00042627i,-0.0015427+0.00026494i,-0.00052194+0.0004871i,0.00077-0.00039037i,0.0002922-0.00038891i,-0.00095356-0.00024693i,-0.00044958-0.00017205i,0.00025621-0.00027676i,9.3666e-05-0.00086978i,0.00036719-0.0010989i,0.00039042-0.00073162i,3.533e-05-0.00026936i,-0.00035483-0.00025855i,-0.00029769-0.00035249i,5.5226e-05-0.00074592i,-7.2132e-06-0.00073108i,7.4734e-05-0.00021301i
0.00050875-0.00025701i,-3.0486e-05+0.0001301i,-0.00045304-0.00030397i,-0.00073143-0.00045565i,-0.0014826-0.0008111i,-0.00092745-0.00094484i,5.6923e-05-0.00078716i,0.00070406-0.00041369i,0.0019314+0.00019377i,0.0019897+4.8337e-05i,0.0015037-0.00022686i,0.0011981-9.1372e-05i,0.00018773-0.00017392i,-0.00055254-0.00019117i,-0.00068936+0.00038547i,-0.00082304+0.00072551i,-0.0012597+0.00061614i,-0.00089086+0.0010354i,0.00011496+0.00049884i,-6.1117e-05-1.4616e-05i,-0.00088107+0.00054019i,-0.0005697+0.00065046i,-9.8201e-05+0.00026221i
-0.00094304+0.00036693i,-0.00043306-1.6693e-05i,0.00015828-0.00052137i,-0.00065518-0.00072691i,-0.00052877-0.00077839i,8.5291e-05-0.00096337i,0.00020231-0.00096188i,0.00032975-0.00054133i,-4.2057e-05-0.00061856i,-0.00062152-0.00067341i,-0.00012659-7.6801e-05i,0.00066506+0.00026323i,0.00072037-0.00039514i,0.00019409-0.00058474i,-0.0010078-0.00046211i,-0.00087464-0.00019911i,-0.00067211+0.00063037i,-0.00065725+0.00060067i,-0.00026051+0.00012176i,-7.6618e-06+0.0003106i,-9.2809e-05+0.0004909i,-0.00036441+9.9362e-05i,-0.00035997-0.00074681i
-0.0018621+0.00065314i,-0.00097316-0.0003017i,-0.00092983-0.00063202i,-0.0018102-0.00024418i,-0.0020961+0.00042236i,-0.0012952+3.3582e-05i,-0.0011567-0.00012158i,-0.0008318+0.00016748i,-0.00017625+1.3961e-05i,0.00010718+0.00033341i,4.3206e-05+0.0003748i,0.00036681-0.00020704i,0.000602-0.00075701i,0.0006262-0.00046312i,0.00043175-0.00011644i,0.00052388-0.00010737i,-1.4473e-05-0.00021727i,-0.00045229-0.00066957i,0.00056263-0.00024287i,0.0013518+0.00084966i,0.00036669+0.00074646i,-0.00024538-8.5134e-05i,0.00014644-0.00082647i
-0.00020009-0.0017779i,-0.00044956-0.0016055i,-0.0002157-0.00078476i,-0.0010118+4.1392e-05i,-0.0022641+0.00083372i,-0.0021495+0.00059932i,-0.00083185-0.00048848i,3.7986e-05-0.0012057i,-2.5211e-05-0.00067764i,-0.00022063-0.00045891i,-0.00043506-0.0011085i,-0.00090802-0.0018051i,-0.0011114-0.0011326i,-0.00086028-0.00044261i,0.00013803-0.00042004i,0.00076755-0.00021892i,0.0007879+0.00050578i,0.00048543+0.0010074i,0.00073547+0.00065515i,0.00053572-7.0508e-05i,0.00010233-0.00018472i,7.3924e-05-0.00018023i,0.00038269-0.00018293i
0.0024071-0.00081787i,0.001493-0.00052809i,0.00048828+8.4475e-05i,-0.00029333+0.00023532i,-6.8085e-05-8.2738e-05i,-0.00052727+0.0004931i,-0.0010479+0.00075197i,-0.00034305+0.00032821i,0.00072463+0.00013322i,0.00048729-0.00089658i,-0.00098076-0.0011454i,-0.0022087-5.8383e-06i,-0.00077803-0.00029328i,0.0008166-0.00070959i,4.9464e-05-5.9349e-06i,-0.00084549-0.00011933i,-0.00031025-0.00049679i,0.00012668-0.00091873i,8.8263e-05-0.00040024i,-0.0004644+0.00041323i,-0.000211+0.00093914i,0.00040063+0.0010227i,4.3418e-05+0.00078592i
0.0014962+0.00037691i,0.00093369+0.0002401i,0.00018082+0.00072128i,0.00033528+5.3109e-05i,0.00081863-0.00022163i,0.00030551+9.5881e-05i,-0.00096343-0.00022422i,-0.001874+0.00034723i,-0.0010605+0.0005908i,0.00033612-1.4594e-05i,-9.4482e-05-5.233e-05i,-9.6727e-05+0.00060167i,0.00090594+0.0013683i,0.00095859+0.0006398i,0.00031435+4.7278e-05i,0.00022317-0.00012902i,-0.00027692-0.00052165i,-0.00051217-0.00021205i,-0.00014465+0.00065986i,8.6269e-05+0.00071036i,-0.00031034-0.00030969i,-0.00090887-0.00053545i,0.0001585+2.4248e-05i
0.00032285-0.00027478i,-0.00014671-0.00051955i,-0.00025567-0.0017269i,-0.0004227-0.0025336i,-0.0003819-0.0026791i,-0.00049327-0.001383i,-0.00045689-0.0008379i,-0.00021951-0.00092247i,0.00069496-0.00095572i,0.00065758-0.0005927i,0.00069254+0.00012785i,0.001122+0.00025853i,0.0010839-5.5133e-05i,0.0002202+5.309e-05i,-8.0333e-05-5.2557e-05i,0.00025228+0.00024112i,0.00010316+0.0010344i,9.9753e-05+0.0017452i,9.0024e-05+0.0013221i,-0.00053588+0.00095196i,-0.0015153+0.00083591i,-0.0010805-0.00019714i,0.00017621-0.0012254i
0.0010972+0.00062755i,0.0010068-0.00097755i,0.00085492-0.0016228i,2.6176e-05-0.0012715i,-0.001081-0.0011801i,-0.00082736-0.0015165i,-0.00028509-0.0017634i,-0.00023079-0.00086382i,-0.00019152-0.00064157i,-6.1879e-05-0.00099408i,0.0003375-0.0015011i,0.00099298-0.0018034i,0.00025892-0.0012639i,-0.00031345-0.00053624i,-9.6077e-05-0.00011262i,-0.00042587+4.5872e-05i,-0.00053439-0.00063202i,-6.502e-05-0.00048621i,0.00033297-8.5473e-05i,9.7925e-05+0.00033676i,-0.0002674+0.00013109i,7.5803e-05-0.00055604i,0.00037156-0.00061415i
-0.0001887+0.0014776i,0.00042894+0.0010893i,0.00012314-0.00021206i,-0.00042918-0.00024118i,-0.00088286+0.00062544i,-0.0015131+0.0013045i,-0.0019271+0.00094573i,-0.0017858-0.00014854i,-0.0015825+4.4484e-05i,-0.00076387+0.00022483i,-1.8171e-05-0.0010004i,0.00020987-0.00093847i,-0.00046294-0.00030692i,-0.0007223-4.3085e-05i,-0.00017583+9.4595e-05i,0.00061657+0.00021769i,0.00081854+0.00019941i,0.0004888-0.00022584i,0.00087722-0.00087344i,0.0001458-0.00068538i,-0.00071585+0.00020832i,-0.00021771+0.0001402i,0.0001267-0.00019389i
0.0002767-0.0013318i,-0.00021789-0.0023605i,-0.00068965-0.0019743i,-0.00087545-0.000676i,-0.00078694-0.00027089i,-0.0007691-0.00047497i,-0.0010485-0.00017574i,-0.0016612-0.00026939i,-0.00084815-2.9669e-05i,5.0156e-05+0.00029216i,0.00025525-0.00017745i,-0.0005385-0.00031047i,-0.0010196+0.00071952i,-9.9774e-05+0.00078689i,0.00073183+0.00027925i,0.00062342+0.00064146i,0.00017173+0.00054564i,-0.00025442-0.0005065i,-0.00034186-0.00112i,-0.0002967-0.00073138i,-0.00097272-0.00039518i,-0.00054595-0.00086615i,0.00064867-0.00062817i
0.0029418+0.0036159i,0.0026773+0.0019978i,0.0032363+0.0011167i,0.0029196+0.00026856i,0.0020053-0.0010876i,0.00083567-0.0011922i,0.00012602+7.9507e-05i,4.1114e-05+0.00058586i,0.00060438+0.00066127i,0.00037694+0.00087855i,-0.00079968+0.00037135i,-0.00094471+0.00010795i,0.00044533+0.00050545i,0.0009014+0.00031167i,0.00067005+2.56e-05i,0.00059174+0.0001982i,0.00037891+0.00029i,-0.00018698+0.00054082i,-0.00048199+1.9352e-05i,-0.00065112-0.00035867i,-0.001286-0.00034809i,-0.00072265-0.00034109i,0.00043003+0.00035474i
0.00030487+0.00029707i,0.00023515+0.00075761i,-4.1551e-06+0.00061615i,-0.00012381-5.8827e-05i,0.00049971-0.00038565i,0.0013153-0.0005655i,0.001467-0.00021671i,0.00063905+0.00047796i,5.539e-05+0.00051206i,0.00062854+0.00025904i,0.0005446+0.0007294i,0.0001761+0.00066285i,0.00029315-9.7924e-05i,-0.00011094-0.00038146i,-0.00032035-0.00016886i,8.9182e-05+0.00018839i,0.00040464+0.00011924i,0.00066229+0.00023299i,0.00062021+0.00065774i,-0.00010039+0.00052668i,-0.00030928+0.00026357i,0.00033117+0.00027333i,0.00086084+0.00050454i
-0.000219+0.00097532i,-8.8033e-05+0.0011492i,-0.00058792+0.00079165i,0.00014287-0.00011847i,0.0004115-0.00080503i,-0.00046151-0.001709i,-0.00049426-0.0020609i,-0.00014197-0.0011106i,0.0001669-0.00082145i,0.0010867-0.00085455i,0.0017096-0.00073691i,0.0013291-0.00081983i,-0.00027817-0.00069808i,-0.00071829-0.0009196i,-0.00043214-0.00089129i,-0.00062853-0.00033371i,-0.00010749-0.00030704i,0.0011829-0.00054694i,0.00080563-0.00065381i,0.00019418-0.00044214i,0.00016706-2.2978e-05i,-0.00035122+0.00033395i,-0.00014412+0.00068772i
-0.00037989+0.0025394i,-0.00084042+0.00068044i,-0.00017873-0.00025724i,0.00070184-0.00073967i,0.00026392-0.0010131i,-0.0012876-0.00090848i,-0.0013175-0.00093104i,-0.00040156-0.00069676i,-0.00010208+0.00018067i,-0.0005763-0.00027063i,-0.0012392-0.0015501i,-0.0015076-0.0016876i,-0.0017675-0.0006855i,-0.00096461-4.385e-05i,-1.1036e-05-0.00030625i,0.00032564-8.9222e-05i,8.4333e-05+0.00019073i,-0.00075593-0.0007003i,-0.00060587-0.0010464i,0.00064071-0.0005937i,0.0011922-0.0009108i,0.0006861-0.00062027i,4.1888e-05+0.0002195i
0.00021884-0.00045616i,8.0557e-05-0.00034681i,0.00025026-0.0013936i,-0.00090021-0.00092241i,-0.0024428-0.00016349i,-0.0024382+0.00082834i,-0.0010055+0.0013777i,-0.00039926+0.00058542i,-0.00060856+0.00086993i,-0.00041443+0.00094068i,-0.0010319+0.00015608i,-0.0018182+0.00015368i,-0.0014974+0.00066728i,-0.00071014+0.00065668i,-0.00064101+7.8469e-05i,-0.00066209-0.00023662i,-0.00016432+0.00065548i,0.00040236+0.0011746i,0.00043669+0.00052047i,0.00014472-0.0003396i,0.00026761-0.00067198i,-0.00022573-0.00044324i,-0.00089803-0.00029539i
0.0016431+0.00057587i,0.00082155+0.00010091i,0.00059843-0.0014366i,-0.00068333-0.0016841i,-0.0017548-0.00074106i,-0.0017124+0.00025002i,-0.0012722+0.00046047i,-0.00097369-6.6679e-05i,-0.0010071-0.00044209i,-0.00099764-0.0013545i,-0.0011069-0.0015322i,-0.00083232-0.00044094i,0.00018537-0.00024268i,0.00032947-0.00081649i,-0.00015371-0.00068527i,-0.00021117-0.00039481i,-6.296e-05-0.00096203i,0.00055071-0.0009952i,0.001322-0.00056379i,0.00026097-0.00011554i,-0.00096013-0.00015719i,-0.00083587-0.00019028i,-0.0004617+0.00034038i
-0.0009285+0.0011389i,-0.00057804+0.0019798i,-4.8507e-05+0.0014667i,0.00042937-0.00010989i,0.0011261-0.00028811i,0.0010715+0.00044843i,-5.2968e-05-0.00028508i,-0.00072473-0.0011028i,-0.00097107-0.00046301i,-0.00059211-0.00013183i,0.00033927-8.5966e-05i,0.00060751-0.00019958i,0.00097043-0.00063967i,0.0010102-3.9309e-05i,0.00063538+0.00060325i,0.00088451+0.00015356i,0.00095257-0.00089636i,0.00046015-0.00082967i,-0.00024812+0.00019149i,-0.00047496+0.00067414i,-0.00010723+0.00043723i,0.00065537-0.00020498i,0.00088025+8.2112e-05i
0.00014893+0.001503i,-0.00047871+0.00061788i,-0.0010872-0.00048058i,-0.00068354-0.0002554i,0.00055631-0.00036046i,0.00090653-0.00078715i,0.00030603-0.00066063i,2.6075e-06-0.00039683i,0.00044668-0.00070513i,0.00035638-0.0011858i,-0.00011171-0.0017651i,-0.00036248-0.0015922i,-0.00068943-0.0011333i,-0.00045828-0.00046735i,0.00067874+0.00047937i,0.00072025+0.00065334i,0.00035875+0.00056455i,-1.1794e-05+0.00048474i,-0.00078589+0.00025104i,-0.00092468+0.00010039i,-0.00058117-7.6174e-05i,-0.00038482-0.00051343i,0.00020334-0.00089238i
-0.0013968-0.0027901i,-0.0015814-0.0022139i,-0.0016647-0.0011986i,-0.0016985-0.0010231i,-0.0011524-0.001523i,-0.00014799-0.0016948i,-0.00053405-0.0013716i,-0.00052892-0.00086653i,-7.7781e-05-0.00018457i,-4.7348e-05+0.00021921i,-3.4289e-05-0.00052388i,-0.00019976-0.00096139i,-0.00031599-0.00041308i,-0.00078085+7.1833e-05i,-0.0012438+0.00018848i,-0.0008286+0.00027108i,-0.00041679+0.00029117i,4.6935e-05+0.00015238i,0.00061347+0.00045073i,0.00033031+0.0007116i,-0.00052645+0.00049348i,-0.0009511-4.4639e-05i,-0.00089901+6.7386e-05i
-0.00046493+0.0017076i,-0.00013246+0.0009574i,7.3105e-05+0.00025512i,0.00021522-0.00073107i,0.0002283-0.00080101i,6.4723e-07+0.00016632i,0.00037332+0.00073466i,0.00068871+0.00045387i,0.0006151+0.00036002i,0.00057141+0.00041875i,3.6718e-06-0.00010575i,-0.00027759-0.00041204i,-9.7435e-05-0.00023096i,0.00041885+0.00024097i,0.00079131+0.00089394i,0.00040534+0.0013376i,0.00060204+0.0015396i,0.00021504+0.0010632i,-0.00091919+0.00026065i,-0.00069255+0.00020188i,-0.00072474+0.0006125i,-0.00086787-3.0161e-05i,-0.00056248-0.00046401i
0.0015778+0.00042511i,0.00066098+0.0012068i,-0.00037399+0.0010504i,-0.00068865+6.1318e-05i,-0.0020211-0.00046168i,-0.002791+0.00017474i,-0.0016917-0.00046893i,-0.001045-0.0011939i,-0.000593-0.00081218i,-0.00037269-0.00087595i,-0.00034162-0.001194i,-2.853e-05-0.00089629i,0.00022009-0.00026015i,0.00026648-7.2227e-05i,0.00034213-0.00015657i,0.00019936-0.00044674i,6.3124e-05-0.00093684i,0.00064378-0.00027103i,0.00049897+0.0010135i,0.00019768+0.0010022i,-8.0186e-05+0.00086635i,-0.00013956+0.00044403i,0.00010203-0.00057451i
0.0026546+0.001691i,0.0019638+0.0013605i,0.0015911+0.001058i,0.00028408-0.00038659i,-0.0012074-0.00098417i,-0.00085261-0.00064951i,-0.00013932-6.0131e-05i,-0.00054539-4.2322e-05i,-0.00025858-0.00073108i,0.00037618-0.00046201i,0.00072445-0.00070077i,0.00083485-0.00059226i,0.00027283-3.1834e-05i,-0.00062719-0.00096209i,-5.1132e-05-0.0010347i,0.00038363-0.00051403i,-0.00043451-8.8347e-05i,-0.00051392+0.00080949i,-7.8111e-05+0.0013892i,-0.00042523+0.00081358i,-0.00049898-0.00012521i,-0.00027606-0.00051556i,-0.00056192-0.00066164i
-0.0017268-0.0020086i,-0.0015623-0.0019975i,-0.00065941-0.0023182i,9.1223e-05-0.001055i,0.00082161+0.0010189i,0.0012315+0.0014473i,-0.00022396+0.00037137i,-0.001139+0.00019288i,-0.00090776+0.00013459i,-0.00028749-1.5948e-05i,-0.00013558-0.00077665i,2.3164e-05-0.00083962i,-7.9067e-05-5.9627e-05i,-0.00043353+0.000275i,-0.00053616-0.00018712i,-0.00042008-0.00054763i,-0.00052896-0.00017404i,-0.00065749-1.2805e-05i,-0.00037569-0.00043212i,-0.00017804-0.00052168i,0.00035928-7.1831e-05i,0.00069405-0.00017331i,-0.0001774-5.9011e-05i
7.5068e-06+0.00017136i,-2.9521e-05-0.00071599i,0.00010737-0.0007257i,0.00049619+0.00035518i,0.00076189+0.00020794i,0.0008044-0.0011909i,0.00077656-0.0012651i,0.00086042+0.00011317i,0.00071858+0.00061833i,6.5699e-05-0.00034245i,-0.00037225-0.00015687i,-0.0004723+0.00026181i,-0.00035989+0.00041221i,-0.00090251+0.00045254i,-0.00076196+0.00043499i,0.00014372+0.00040668i,0.00034732-6.7443e-05i,0.00058141-0.00012798i,0.00096267-0.00042364i,0.00066247-0.00093819i,0.00028983-0.0010353i,-0.00077224-0.00064336i,-0.0018191-0.00053827i
0.00037252+0.00028563i,0.00059483+0.00038486i,0.001335-0.00058945i,0.00083542-0.0016308i,-0.00010737-0.001582i,0.00030525-0.00032683i,0.00058954+0.00063068i,0.00079477+0.00034201i,0.00089978+0.0002921i,6.3689e-05+0.00012591i,-0.00076879-0.00057274i,-0.00077251-0.0011418i,0.00014011-0.0011676i,0.00061684-0.00042179i,7.6825e-05+0.00026313i,0.00083684+0.00028283i,0.0015968+0.000162i,0.00091328+0.0004494i,0.00056106+7.9715e-05i,6.4277e-07-0.00021327i,-9.9021e-05-0.00036467i,0.00040618-0.00030247i,0.00033649+5.5799e-05i
0.0017138+0.00034982i,0.0017627+0.00062929i,0.00067458+0.00047526i,-0.00045513-0.0006031i,-0.0012202-0.0013027i,-0.0014647-0.0011801i,-0.00078278-0.0015422i,-0.00036117-0.0021783i,-0.00018104-0.0015831i,-0.00029536-0.00084096i,-0.00012434-0.00077329i,0.00059925-0.00059424i,0.00072592-9.5676e-05i,0.00011763+0.00012633i,-0.00015745-0.00018017i,-0.00036544-0.00052873i,-0.0010015-0.00096154i,-0.0012288-0.0012192i,-0.00090858-0.00074811i,-0.00053182-0.00024114i,0.00010686-3.7074e-05i,0.00048794-0.00024861i,0.00063562+0.00032364i
