-0.00027181-0.0028781i,-0.0010589-0.0028905i,-0.0021333-0.0018843i,-0.00080254-0.00022276i,0.00026838+0.0017676i,0.00015593+0.0037284i,0.0008375+0.0034169i,0.0012281+0.0019046i,0.0010415+0.0004834i,0.0012827-0.0011065i,0.0011558-0.0011063i,0.00017678-0.00044776i,-0.00028042-0.00059338i,0.00025825-0.00040274i,-2.2606e-05+2.9466e-05i,-2.7804e-05+0.00028528i,0.00019247+8.3282e-05i,-9.844e-07-0.00048562i,-0.00058342-0.00034096i,-0.00060228-0.00045573i,0.0002206-0.00087457i,-4.6873e-05-0.00038666i,0.00020599+8.8175e-05i
0.00075295+0.00070856i,0.00013167+0.00035174i,-0.00088211-0.00023282i,-0.0006329+0.00034114i,0.00038825+0.00025164i,0.001523+0.00042028i,0.0018069+2.5967e-05i,0.0010492-0.00063235i,0.00095989+5.4682e-05i,0.00062234+0.00078921i,-0.0003314+0.00038715i,2.684e-05+0.00039528i,0.00075972+0.00049498i,0.00069321+0.0003955i,0.00071265+0.0006461i,0.00030019+0.00062587i,0.00026186+0.00045037i,0.00074255+0.00065141i,0.00064602+0.00047254i,0.00066401+0.00021027i,0.00011139-5.5555e-05i,-0.00010972+8.1425e-05i,0.00089869+0.00019877i
-0.0014906-0.0017104i,-0.0012379-0.002698i,-0.00087222-0.0025175i,-0.00035249-0.0014271i,-0.0003978-0.00034406i,-0.00030317-9.3707e-05i,0.00016928-0.00044908i,0.00034563-0.00044361i,0.0006912-0.00014081i,0.001158+3.6659e-06i,0.00086144+1.0221e-05i,0.00061467+3.8809e-05i,0.00062611-0.00028401i,0.00063531-8.727e-05i,0.00057677+0.00039709i,-0.0002804+0.00020617i,-0.0002601-0.00051929i,9.9295e-06-0.00069476i,0.00013832+0.00021916i,-0.00010507+0.0004657i,-0.00022825+0.00050238i,-0.00030181+0.00047526i,-0.00026951+2.7623e-05i
0.0014959-0.0020089i,0.0013828-0.0009446i,0.0010211+0.00014011i,0.0016837+0.00082089i,0.0023783+0.0010329i,0.0024732+0.0013478i,0.0013787+0.0012341i,0.00028834+0.00082466i,-0.00037285+0.00077423i,-0.00034834+0.00063561i,0.00078514+0.0012708i,0.00077043+0.001863i,0.00039994+0.0015204i,0.00055237+0.00081346i,0.00030922-0.00014156i,0.00027813-0.00020008i,0.00054229-0.00012179i,0.00048725-7.5601e-06i,0.0002443+0.00011559i,-0.00031075+1.3904e-05i,-0.00028887+0.00029777i,-9.7974e-05+0.00032261i,0.00018729+9.6128e-06i
-0.00093839+0.0013264i,-0.0015938+0.001819i,-0.00062354+0.0012621i,0.00095547+0.00078598i,0.0018085+0.0012866i,0.0016484+0.0018398i,0.0006145+0.0011178i,-0.00025087+0.00024702i,-0.00032352+0.00089909i,-8.7261e-05+0.001075i,-0.0012733-0.00033481i,-0.001982-0.001132i,-0.0010354-0.001183i,-0.00030366-0.00094542i,-0.00030903-0.00082838i,-0.00051976-0.0014928i,0.00013101-0.0014754i,0.00035243-0.0002529i,0.0001468-0.00010742i,-1.4831e-05-0.00035123i,0.00041497-4.9704e-05i,2.1843e-05+0.00058262i,-0.00041604+0.0010164i
-0.00079467-0.0018841i,1.6181e-05-0.0025296i,0.0011362-0.0019341i,0.001415-0.0019534i,0.00073469-0.0010212i,0.00024893+0.00026674i,0.00089616+0.00045378i,0.00096562+1.1361e-05i,0.00020149+6.305e-05i,-1.6776e-05+0.00064919i,0.00053484+0.00029175i,0.00095441+0.00029706i,0.00066731+0.00040262i,-0.00010776-0.00028082i,-0.00064038-0.0010525i,-0.00053378-0.0011177i,0.00010359-0.00053458i,0.00012203+0.00065986i,-0.00050744+0.00085739i,-0.00017952+7.09e-05i,-0.00023791-0.00041226i,-0.00023897+0.0001027i,0.0001131+0.00054245i
0.0030146-0.00057543i,0.0034634-0.0014004i,0.0029949-0.00065995i,0.0023195-0.00011967i,0.0015828-0.00084128i,0.00083407-0.00029994i,0.00058535+0.0013009i,0.00049772+0.001279i,-5.0024e-05+0.00049585i,-0.0014614-0.00054231i,-0.0015178-0.0011168i,-0.00033941-0.0014408i,0.00036514-0.0011857i,0.00037136-0.00069903i,-0.00024188-0.0010542i,-0.00062503-0.0010338i,-7.6885e-05-8.5235e-05i,0.00020171+0.00032916i,-0.00023297+0.0011859i,-0.00031027+0.0017219i,0.00025988+0.00029103i,0.00084864-0.00072624i,0.00079925-0.00034737i
0.00025616-0.00098896i,-0.00028157-0.00079614i,-0.00010935-0.00039628i,2.6778e-05+0.0010799i,6.6298e-05+0.00077934i,0.0010137+4.5425e-05i,0.0011738+0.00074217i,0.00056754+0.00066998i,0.00044748+0.00028501i,0.00051173+0.0003684i,-9.1091e-05+0.00048308i,-0.00013613+6.1814e-05i,0.00059281-0.00068487i,0.00084648-0.0008572i,0.0007955-0.00023656i,-4.3384e-05+0.0007958i,-0.00023027+0.00075041i,0.00030898+0.00014856i,0.00045936-0.0003681i,0.00017834-0.00031258i,-0.00033417+0.00014317i,-0.00079956+0.00065198i,-0.00090275+0.00042083i
-0.0003872-0.0037168i,-0.0010114-0.0038081i,-0.0011499-0.0032278i,-0.0011266-0.0014349i,-0.00023622+0.00074519i,0.00097819+0.0012786i,0.0012865+0.00089198i,0.00055364+0.00019783i,-0.00060135-5.7395e-05i,-0.00063591+0.00017345i,7.4265e-05+0.00040764i,0.00022847+0.00026615i,-0.00015641+3.2646e-05i,3.1169e-05+0.0005318i,0.00033596+0.00071447i,0.00026783-0.0001236i,-0.00023867-0.00038707i,0.00010125-0.00011847i,0.00050947-0.00051761i,9.7401e-05-0.00071397i,0.00033953-0.00027695i,0.00050738-0.00055111i,0.00018435+0.00027992i
0.0026415-0.001079i,0.0023424-0.0021816i,0.00093526-0.00129i,0.00089364+0.00047179i,0.0011673+0.0022167i,0.00014594+0.0032142i,-0.00017086+0.0027646i,-6.3465e-06+0.0018787i,-6.4242e-05+0.001375i,-0.00018481+0.00058523i,0.00016188+0.00013919i,0.00026433+0.00077341i,4.4666e-05+0.0011268i,3.8213e-05+0.0011677i,-0.00043571+0.00064306i,-0.00047796+0.00033792i,0.00022413+0.00073231i,0.0008052+0.0002681i,0.00086941-0.00090595i,0.00086748-0.00083146i,0.0010159+0.00050452i,0.00024457+0.00010321i,-9.1222e-05-0.00043914i
0.0019647-0.0003479i,0.0012842-0.00081967i,0.00062508-0.00061207i,0.00044637+0.00011626i,0.0011213+0.00020024i,0.0018115+0.00014727i,0.0014327+0.00012122i,0.00064136-8.8879e-05i,2.2953e-06-0.0011653i,-0.00018687-0.0011761i,0.00019442-4.2456e-05i,-0.00020555+0.00051228i,-0.00052936-0.00012877i,0.0001323-0.0007206i,0.00052385-0.00010447i,0.00014563+0.00084598i,-0.00076183+0.00065112i,-0.0011827+0.0004714i,-0.0012562+2.688e-05i,-0.00088969-0.00089138i,-0.0002967-0.00074841i,0.00068015-9.227e-05i,0.0012155+0.00014023i
-0.00069528-0.0023566i,-0.0013533-0.0028229i,-0.0013463-0.0017294i,-0.0010715+0.00016984i,-0.00036095+0.00085084i,0.0012271-0.00010506i,0.0016649-0.00064491i,0.00041841-0.00041678i,-0.00038795+0.00015473i,-0.00042285+0.00031126i,-0.00016657+3.2824e-05i,0.00031131+0.00011619i,0.00083139+7.784e-06i,0.00021632+0.00011653i,-0.00017217-5.9653e-05i,-0.00020507+0.00024891i,-0.00019667+0.00056543i,-0.00030016+0.00044723i,-0.00070819-0.00019211i,-0.00080813-0.00058649i,-0.00014362-0.00041503i,-8.5335e-05-1.4105e-05i,-0.00029624+0.00030212i
0.00014953+0.0003144i,0.00045348+4.8057e-05i,0.00023618-0.00065507i,0.00016303+6.4213e-05i,0.0010425+0.00079686i,0.0016565+0.00083022i,0.0016569+0.0012013i,0.00085186+0.00067102i,2.561e-05-2.8417e-05i,-0.00017361+0.0001625i,-0.00031946+0.0004211i,-0.00011073+0.00079899i,0.00082269+0.00039918i,0.00092432-0.00013824i,-0.0001337+8.707e-05i,-0.00047755+0.00040934i,-0.00056902+0.0015694i,-0.0009743+0.001958i,-0.00049203+0.00067672i,-8.8368e-05-0.00058204i,0.00055321-0.00055955i,0.0007952+0.00018272i,0.00042594+0.00022971i
-0.00024749+0.0018065i,9.8825e-05+0.002081i,0.00095422+0.0014188i,0.0019707+0.0011249i,0.0028332+0.0013377i,0.0022731+0.0011278i,0.0010657+0.00048843i,0.00049092-1.5343e-05i,0.00064458+0.00054301i,0.00093473+0.0006207i,0.00046676+8.6193e-05i,-0.00012332-5.5824e-05i,-0.00040118-0.0009109i,-8.3006e-06-0.0008869i,0.00062364-4.8675e-05i,0.00079536-0.00013905i,0.00087322-0.00010907i,-0.00010273+0.00025739i,-0.00053015-0.00023752i,-0.00018628-0.00045432i,0.00025516+8.8308e-06i,0.00020741+9.5825e-05i,-0.00024769+2.9382e-05i
-0.00097742-0.0021156i,-0.0011587-0.0018547i,-0.00097562-0.00061517i,-0.00061845-0.00037399i,-3.1878e-06+0.00017185i,0.00095472+0.00059689i,0.0013586-0.00012349i,0.0011214+7.6548e-05i,0.00093365+0.00074509i,0.00081053+0.00091811i,-0.00026181+0.00049521i,-0.00085524+0.00012122i,5.6827e-05+0.00025835i,0.00052493+0.00018186i,-0.00031574-9.0701e-05i,-0.00055745+0.00051782i,-0.00047689+0.00087725i,-0.00024554+0.00043782i,-0.00024887-0.00041768i,-0.0010145-0.00095637i,-0.00086532-0.00011287i,-0.00043353+0.00041307i,-0.00091615+6.8763e-05i
0.003145-0.0025675i,0.0022619-0.0019986i,0.0013098-0.001296i,0.00053535-0.0010866i,0.00034054-0.00063667i,0.00025598+0.00029121i,0.00026345+0.0013997i,0.00068851+0.00086721i,0.00051746+0.00029561i,0.00022498+0.00046584i,0.00028192+0.00052316i,9.6565e-05+0.00087842i,-0.00028707+0.0010678i,-0.00037667+0.00068761i,4.1893e-05+0.00064437i,-0.00042029+0.0010093i,-0.00055498+0.0013471i,-9.7749e-05+0.00060649i,-9.8447e-05-0.00053121i,0.00038383-0.00030145i,0.0009461+0.00010814i,0.00066603+8.6102e-05i,3.1746e-05-0.00015137i
-2.4335e-05-0.0016884i,4.8848e-05-0.0014618i,-0.00035398-0.00029199i,9.556e-05+0.0019715i,0.00063985+0.0021759i,0.0013774+0.00083915i,0.0020027+0.00034334i,0.0013005-0.00040038i,0.00034631-0.00086759i,-0.00042213-2.1393e-05i,-0.00012472+0.00048862i,0.00056543+4.2191e-05i,0.00016007+0.00061i,-0.00042052+0.0010425i,-0.00017171+0.00068087i,-0.00049095+3.7988e-05i,-0.00064278-0.00026189i,0.00040692+0.0002217i,0.0008188+3.1715e-05i,0.00035063-0.00086581i,1.295e-05-0.001007i,-0.00010585-0.00030145i,-0.00023693-0.00019676i
0.0030396-0.0030146i,0.0020139-0.0022539i,-0.00015286-0.0010286i,-0.00038677-0.00068137i,0.00061007-0.00027808i,0.0012272+0.0010708i,0.00082027+0.0010438i,0.00053061+0.0006253i,0.00061981+0.00031621i,0.00026137-9.3918e-05i,0.00045035-8.4689e-05i,0.00042756+0.00022441i,0.00057311+0.00044007i,0.00071733+0.00084367i,0.000305+0.0006811i,0.00033305+0.00042671i,0.00027633+0.00025576i,0.0003666+7.3802e-05i,0.00043612-0.00019896i,0.000193+0.00019275i,0.00026086+0.00050405i,0.00032994-0.00010896i,7.8225e-05+0.00018698i
0.0019436-0.0017515i,0.0018015-0.0013761i,0.0008594+4.2625e-05i,9.5459e-06+0.00069856i,0.00042325+0.00090093i,0.001663+0.0019818i,0.0013476+0.001858i,0.00039566+0.00032968i,-2.8641e-05-0.00087722i,4.7054e-05-0.00074325i,-0.00018663-0.00058461i,-0.00025104-0.00062275i,0.00055524-0.00057335i,0.00072591-0.00098138i,-5.6502e-05-0.00075837i,-0.00049921-0.00063978i,-0.000252-0.00071018i,0.00021207+0.00013408i,-0.00039422+0.00043703i,-0.0013123+0.00041831i,-0.0011711+8.8413e-05i,-0.00039911-0.0004475i,0.00012554-0.00010748i
0.0024824+0.0010806i,0.0026993+0.0009757i,0.0020808+0.00019251i,0.0017942-0.00088973i,0.0013347-0.00031579i,0.00086863+0.00095396i,0.00094427+0.00075322i,0.00032803+0.00019947i,-0.00059019-8.2658e-05i,-0.00084421-0.00033234i,-0.00045335-9.8231e-05i,-9.3819e-05-1.9984e-05i,-0.00033482+6.0835e-05i,-0.00012184-0.00025491i,-0.00020818+0.00015219i,-0.0003637+0.00098058i,-0.00047042+0.00052923i,-0.00069508+0.00049395i,0.00059954+0.0007433i,0.00098291+0.00044147i,0.00042377+0.0003941i,0.00038966+0.00075418i,8.3383e-05+0.00047471i
6.0646e-05-0.00068875i,-0.00043059-0.00013258i,-0.0011981+0.0011119i,0.00010041+0.0012351i,0.0015935+0.00073443i,0.001277+0.00087403i,0.00032563+0.0010413i,-0.00059283+0.00028307i,-0.0010178-0.00042034i,-0.00083319-0.00024004i,-6.8581e-05+2.7396e-05i,0.00049553+0.0002649i,0.00036359-0.00017619i,0.00045038-0.00054199i,0.00073817-0.00093401i,0.00045792-0.0013463i,-7.3958e-05-0.00082391i,0.00019006-0.00039708i,0.00010581-0.00063348i,-0.0001787-0.00017213i,-0.00035074+0.00029419i,-0.00012459+3.9218e-05i,0.0003567+8.7353e-05i
0.00067762-0.00039489i,0.00021704-0.00061105i,-0.0014978-0.000428i,-0.00089017+6.2262e-05i,0.0011993+0.0010546i,0.0017739+0.0010681i,0.0017421+0.00060184i,0.00096759+0.00089221i,4.5594e-05+0.00060567i,-0.0002452+0.00011861i,-0.00029498-0.00016523i,-0.00013827-0.00016011i,-8.2002e-05+0.00063361i,-0.00042418+0.0007331i,-0.00093142+0.00015457i,-0.001095+0.00037767i,-0.00015876+0.00082646i,0.0010155+0.00089532i,0.001088-2.1254e-05i,0.00085814-0.00066934i,0.00063808-0.00063326i,0.00066047-0.00020863i,0.00043303-0.00023563i
0.00011769-0.0028674i,-0.00027549-0.0023864i,-0.0010427-0.0010413i,-0.0016198+0.00022377i,-0.00084168+0.00051276i,0.0010383+0.00069474i,0.0011621+0.00073292i,0.00066376-1.3799e-05i,0.00065005+0.00037263i,0.00046351+0.00056709i,-0.00026717+2.3608e-05i,-0.0008529-0.00012648i,-0.0010015+0.0015444i,-0.00078315+0.00081123i,0.00031931-0.00050356i,0.00036643+0.0003077i,-0.0007214+0.00017968i,-0.00086258-5.9921e-05i,-0.00032853+0.00019758i,0.00036727+0.00028369i,0.00076491+6.1704e-05i,0.0010003-0.00038344i,0.00053208-0.00054742i
-0.00045295-0.0031856i,-8.0958e-05-0.0037906i,0.0011404-0.0025579i,0.0007883-0.00069159i,-0.00018032-0.0001626i,0.00037403-0.00033653i,0.0014494+0.00062903i,0.0010485+0.00081801i,0.00055652-0.00048277i,0.00093559-0.00078472i,0.00051846-0.00055327i,0.00036991-0.00053758i,-0.00019975-0.00050105i,-0.00022507-9.721e-05i,0.00048758-3.184e-05i,0.0007204-0.00065429i,0.00050098-0.0005548i,-0.00013941-0.0003547i,-0.00023698-0.0003261i,0.00030905-0.0006682i,0.00043524-0.00079511i,0.00068692-0.00030136i,0.0013823+0.00066238i
-0.00074773-0.0018468i,-0.00023087-0.0013119i,0.00099379-0.0005054i,0.0011091-1.5797e-05i,0.00068656+0.0011727i,0.00020051+0.0020364i,0.00069734+0.0015458i,0.00083941+0.0009236i,-0.00068199+0.00093857i,-0.001274+5.7815e-05i,-5.8168e-05-0.0005991i,0.00096008+0.00015953i,0.00065031+0.00055706i,0.00040149+0.00037404i,0.00050574+0.00072635i,0.00027964+0.0010574i,-0.00026084+0.0010131i,2.4928e-05+0.00027073i,0.00058184+0.00014178i,-0.00025958+0.00038798i,-0.00047566+4.7267e-05i,-2.0521e-05+0.00012296i,-5.4098e-05+0.00064265i
0.0010506+0.0010912i,-0.00099257+0.0014145i,-0.00082231+0.0006995i,0.0013835+0.00048472i,0.001314+0.00014589i,0.00063123-0.00044841i,0.00078784+0.00041242i,0.00087168+0.00094549i,0.00025382+0.00084509i,0.00019001+0.0002478i,0.00063371-0.0010472i,0.00036595-0.0017925i,-4.0433e-06-0.0013803i,-0.00058242-0.00067321i,-0.0011955-0.000187i,-0.00092495+0.00018021i,-0.00071698-0.00013731i,-0.0002355-0.00046255i,0.00060162+0.0003349i,0.00067333+0.0003548i,0.0004851-0.00042526i,0.00078674-0.00025349i,0.0011539+0.00064657i
0.00032993-8.023e-05i,0.00042396-0.00075247i,0.00051408-0.00075346i,0.00069181-0.00030076i,0.001022-0.00053701i,0.00065828-0.00065194i,0.00055626-0.00056669i,0.00043451-0.00052957i,-8.5251e-05-0.00038427i,0.00011707-0.00031027i,0.00041131-0.00017292i,1.4277e-05-0.00027968i,0.00040192-0.0011529i,0.00026847-0.002179i,-0.00051634-0.0023233i,-0.00060687-0.00090437i,-0.00041967-0.00079216i,-0.00052264-0.0015482i,-0.0005552-0.0010218i,-0.00039335-5.3219e-05i,-0.00039476+0.00085183i,-0.00047533+0.00086669i,-0.00019367+0.00057476i
0.00088861+0.00038809i,0.00075883+0.00033525i,0.0012402+0.0016427i,0.0013835+0.0017029i,0.001589+0.00064844i,0.0016027+0.00036606i,0.00059436+0.00024567i,-0.00022989+0.0001957i,-0.000367+0.00097846i,7.6119e-05+0.0014031i,0.00043511+0.00081207i,-0.00011248+0.0011174i,-0.00086945+0.0012055i,-0.00045984+0.00053269i,6.0708e-05+0.00048855i,-0.00037358+0.00034396i,-0.00070949-0.0003698i,-0.00026014-0.00069356i,-0.00052857-0.00035172i,-0.0011099+2.6023e-05i,-0.00070651+0.00027778i,-0.00021535+0.00078749i,0.00060473+0.00083194i
-0.0027448-0.0013505i,-0.0028112-0.0003275i,-0.0032254+0.0002884i,-0.0012997+0.00025683i,0.0012063+0.00050533i,0.0020185+0.00073603i,0.0012353+0.00041506i,-0.00012659+0.0006649i,-0.00055813+0.00081489i,-0.00017535+0.00036448i,0.00011676+0.00035364i,0.00033119+0.00035195i,0.00092668-0.00026426i,0.0012159+9.9534e-05i,0.00096587+0.00085991i,0.00036733+0.00076902i,0.0001095+0.0010853i,-0.00022099+0.000634i,-0.00057379-0.00041221i,-0.00054092-0.00031956i,-0.00064585+0.00024469i,-0.00023777+0.00025544i,-0.00026607+0.00030166i
0.0011323-0.0016939i,0.00046942-0.0016568i,0.00023314-0.0007032i,0.00031981+0.0004238i,0.0005971+0.00052538i,0.0017283+0.00054851i,0.0023293+0.00067353i,0.0016536+0.00096878i,0.00077549+0.00073074i,0.00034533-0.00014244i,0.00045007-0.00067732i,0.0012294-0.00032707i,0.0016232-0.00073779i,0.0011855-0.0010957i,0.00029787-0.00068282i,-0.00028527-7.0267e-05i,0.00028334-6.6448e-05i,0.0012435+2.7849e-05i,0.00095777+0.00031851i,0.00044733+0.00010538i,0.00029346+0.00049762i,0.0003479+9.0888e-05i,0.00013205-0.00026588i
0.00027054-0.0029017i,8.2068e-05-0.0020947i,-0.001068-0.0010924i,-0.00094735+0.00045334i,-0.00057714+0.0016789i,-6.9695e-05+0.0018025i,0.00069741+0.0010801i,1.4939e-05+0.00051974i,-0.00038232+6.0223e-05i,6.4255e-05-1.1114e-05i,9.7408e-05-0.00013001i,8.1617e-05-0.00064473i,0.00043489-0.00092295i,0.00067615-0.00031034i,0.00065097+0.00014302i,0.00011994-0.0001159i,-0.00028285-0.00048093i,-0.0005234-0.0002298i,-2.2132e-05+0.00023081i,0.00072211-8.5683e-06i,0.0006805-0.00052185i,0.00033995-0.0001904i,0.00036157+0.0011543i
0.000423-0.002455i,-9.7221e-05-0.0020335i,-0.00037396-0.0016394i,-0.00090365-0.00062613i,-0.00085624+0.00018123i,-7.8256e-05+0.0012271i,-4.0977e-06+0.0015303i,-0.00054773+0.00062957i,-0.00083543+0.0001434i,-0.00060302-0.00059632i,-0.00017177-0.0012001i,-0.0003268-0.00041503i,-0.00041793+0.00024895i,0.00011714+0.00045571i,0.00066284+0.00038069i,0.00076637-1.9845e-05i,8.1039e-05-0.0005929i,-0.00032342-0.00068754i,-0.00022014+5.7544e-05i,-0.00012232+0.0005028i,0.00033998+0.00050425i,0.00059201+0.00073594i,0.00054749+0.00095326i
0.0010387-0.0018503i,0.00054811-0.0030098i,0.00078458-0.0035758i,0.0007149-0.0015677i,0.00056428+0.0003054i,0.00070909+0.0017019i,0.00054393+0.001749i,0.0010326+0.0010114i,0.001127+0.0010697i,0.00088225+0.00073009i,0.00043766+0.00035628i,0.00019757-0.00027749i,0.00060716+5.5579e-05i,0.00056701+0.0003105i,0.00081238+0.00063424i,0.00026784+0.00093861i,-0.00016714-0.00043713i,-0.00019223-0.0011132i,-0.000304-0.00078502i,7.6445e-06-0.00056499i,-0.0001136-1.4006e-05i,-0.0005673+0.00060575i,-0.0011922+0.00044167i
0.0028859-0.0020225i,0.0043594-0.001172i,0.0031598-6.6153e-05i,0.0015823+0.0007056i,0.0011715+0.0012184i,0.00074848+0.0012379i,0.0006918+0.0013747i,0.00083121+0.0016099i,0.00028953+0.00067017i,-0.0002437+9.772e-05i,-9.0186e-05-0.0008869i,0.00023417-0.0015458i,0.0005355-0.0010084i,0.00049949-0.00055781i,0.00050489-0.00059303i,0.00029257-0.00066103i,-0.00043462-0.00056743i,-0.00036629-0.00022135i,-0.00043296+8.4832e-05i,-0.00052377+0.00045995i,-0.00058664+0.00067948i,-0.00046724+0.00034458i,-0.00028154+7.9115e-05i
0.0027348+0.00085589i,0.0018755+0.0017773i,0.0014824+0.0017272i,0.001028+0.0012926i,0.00063763+0.0012507i,0.00079009+0.0012447i,0.00092848+0.00055173i,0.00026586-0.00013208i,-4.0042e-05+0.00014782i,0.00020589+0.00023833i,0.00036574+4.1514e-05i,0.00036089+0.00022346i,-2.0697e-05-6.978e-05i,0.00056087-0.0004364i,0.00054123+0.00013545i,-5.6282e-05+0.00019752i,0.00035189-0.00084199i,0.00023359-0.00073238i,-0.00040933-0.00014048i,-0.00067423-0.00068598i,-0.00015863-0.0010213i,0.00024452-0.00029965i,0.00013921-0.00012873i
-0.00027147+0.00058794i,-0.001322-0.00062835i,-0.0017503-0.00085037i,-0.00076596+0.00024011i,-0.0001982+0.0011406i,0.00040625+0.0017016i,0.0011845+0.0016866i,0.0008332+0.00048846i,0.00050451-0.00026521i,0.00069558+3.2784e-05i,0.0007866+0.00047371i,0.00079981+0.00020293i,0.00067772-0.00063404i,0.00057355-0.00049383i,-2.9973e-05+0.0005076i,-0.00063826+0.00096234i,-0.00091976+0.0003439i,-0.00063397-0.00069371i,8.5507e-05-0.0012443i,0.00045551-0.0012658i,0.00065996-0.0010665i,0.00017819-0.00026912i,-0.00038817+5.2756e-05i
0.000726-0.00035816i,0.0011324-0.00093827i,0.001726-0.00084725i,0.0010985+0.00040694i,0.00070988+0.0005091i,0.00074352+0.00027711i,0.00055956+0.00021553i,0.00074511+0.00014946i,0.00016462+0.00053558i,-0.00033528+0.00055293i,-0.00034173+0.00047419i,-0.00037352+0.0010023i,1.9032e-05+0.00089419i,-9.7753e-05+0.00063337i,-0.00059358-2.9302e-05i,-0.00021731-0.00092787i,0.00022644-0.00083214i,0.00037323+0.00016588i,0.00060265+0.0011094i,0.00019691+0.00077526i,0.00034589+0.00015083i,0.00072046+0.00013427i,0.00021728+4.5738e-05i
-0.00053217-0.00099637i,-0.00036042-0.0011655i,-0.00053369-0.001934i,-2.8958e-05-0.0020773i,0.00023953-0.0010141i,0.00046616+0.00032451i,0.00043977+5.1433e-05i,-2.2376e-05-0.00037019i,-0.0004417+0.00045264i,-0.0014644+0.00053457i,-0.0010843+0.00064254i,-4.1677e-05+0.00017692i,0.00088946-0.00021909i,0.00094853-0.00014308i,0.00070684+2.2525e-05i,0.00090871+5.1726e-05i,0.0012401+5.2557e-05i,0.00037001-0.00051382i,-0.0006431-0.0012422i,-0.00055073-0.0013906i,-0.00029746-0.0010522i,-0.00019537-0.0009441i,0.00026147-0.0012813i
-0.00088521-0.0012044i,-0.00084865+5.3219e-05i,0.00010825+0.00059083i,0.0011038+0.00035961i,0.0013819+0.00041686i,0.0013943+0.00038301i,0.0015512+0.0003436i,0.0012981+0.00050376i,0.0005001+0.00031319i,0.00028394+0.00027487i,0.00030206+1.4552e-05i,0.00017895-0.00014356i,0.0002569-6.1324e-05i,-4.5311e-05-0.00015127i,-0.00064135-0.00037009i,-0.00034578-0.00012378i,-0.00012579-0.00034854i,0.00041354-0.00037596i,0.00045942+0.00022193i,-9.7777e-06+0.0004276i,0.00067563+3.4243e-05i,0.0006626-0.00024538i,-0.00013158-0.00031031i
0.00071149-0.0019034i,0.0015772-0.00074987i,0.0017989+0.000245i,0.0016475+0.00035021i,0.0013178+0.0002536i,0.00085389+0.00026869i,0.00015428+0.00056126i,-0.00027935+0.00056365i,-0.00023636-0.00033228i,0.00054797-0.0012648i,0.0014696-0.00079831i,0.00080702+0.00021353i,8.1887e-05+0.00019794i,0.00022303-0.00041937i,-0.00013088-0.00060911i,-0.00040395-0.00056298i,-4.6638e-05-0.00052526i,0.00026267-0.00075781i,-0.00044595-0.00040062i,-0.0012255-0.00033296i,-0.00049447-0.00036407i,0.00056356-0.00018526i,0.0004987+2.8376e-05i
0.00077553-0.00091566i,0.0017141-0.0001055i,0.0011574+0.0016152i,0.00016625+0.0014119i,0.00086209+0.00047139i,0.0018375+0.00048355i,0.0018933+0.0003937i,0.0012814+0.00063869i,0.00031201+0.00033627i,-0.00053692-0.00055645i,-0.00010896-6.7827e-05i,0.00047955+0.00042945i,0.00062463-0.00014544i,0.00010975-0.00025741i,-0.00068648-0.00083025i,-0.00092022-0.0012849i,-0.0007502-0.00057235i,-0.00048712+0.00026341i,-0.00039195+0.00074724i,-0.00010479+0.00034362i,0.00014741-0.00028997i,0.00023167-0.0003364i,0.0004763+0.00023587i
-0.001142-0.0022837i,-0.002562-0.0019772i,-0.003602-0.0012108i,-0.0023825-0.0004394i,-2.1742e-05-8.3261e-05i,0.0009035+0.0003513i,0.0012112+0.00078624i,0.00049828+0.00055309i,-2.0411e-05+0.00017842i,9.9265e-05-0.00013586i,0.0003621-0.00035662i,0.00074546+0.00014685i,0.00074582+0.00068624i,0.0007272+0.00081356i,0.00061413+0.00039166i,-0.0002724+0.00034101i,-0.00045748+0.00075494i,-0.00020039+0.00034167i,-0.00012537-0.00035157i,-0.00050707-0.00037969i,-0.0013118-0.00011758i,-0.0012202-0.00053771i,-0.00051166-0.00076071i
0.0027362-0.0015328i,0.0021807-0.0032513i,0.001359-0.0022955i,0.0012202+0.00047734i,0.0013516+0.001845i,0.0011162+0.0025767i,0.00086079+0.0025286i,0.00016412+0.001788i,-0.00078289+0.0011044i,-0.00083485+0.000535i,8.837e-05+1.878e-05i,0.00013439-0.00040313i,-0.00037216-0.00095013i,-0.00045074-0.001294i,-0.00096884-0.0007306i,-0.00051724-0.00043617i,0.00014977-0.00050617i,0.0001766-0.00015329i,0.00035245+1.4651e-05i,-0.0001218+3.0912e-05i,-0.0010343-2.0209e-06i,-0.00060537+0.00022564i,0.00093041+0.00011106i
0.0018501+0.00079773i,0.0025358+0.001704i,0.0032295+0.0015864i,0.0027603+0.0017703i,0.00098378+0.00088649i,-0.00041853+0.00031024i,0.00017133-4.6173e-05i,0.00019195-0.00045556i,-0.00060629+1.1236e-05i,4.5769e-05+0.00015237i,0.00029447+0.00018821i,-0.00027236-8.709e-05i,-0.00057448-0.00088548i,-0.00031905-0.0010289i,-0.00020309-0.00073778i,0.00057888+3.3257e-06i,0.0002498+0.00055531i,-0.00078334+0.00043394i,-0.00086707-1.7238e-05i,-0.00086838-0.00030273i,-0.00025864+0.00037514i,0.00014724+0.00036836i,0.00012485+2.5374e-05i
