-0.0025796-0.00017296i,-0.0036717-0.00104i,-0.0037641-0.00027829i,-0.0024832+0.00096298i,-0.0016316+0.0028854i,-0.0015799+0.0031599i,-0.0015957+0.0021903i,-0.00073693+0.0010205i,0.00057854+0.00027636i,0.00069746+0.00052137i,0.0015803+0.00041105i,0.0018127+7.8457e-05i,0.0010881+9.8867e-05i,0.00070581+0.00068379i,0.00010867+0.00066116i,-0.00028716+0.00031633i,-0.00048799+0.00016483i,-0.00031293-1.4375e-05i,-0.00013352-0.00018292i,-0.00074047+0.00046658i,-0.00075911+0.00093128i,-0.00057819+0.0004538i,-0.00051377-0.00031319i
0.00071055-0.0024936i,0.00027121-0.0030334i,-0.00087545-0.0027908i,-0.0026752-0.0017104i,-0.0033972+0.00016221i,-0.0032088+0.0019728i,-0.0017095+0.0018222i,4.1616e-05+0.00074905i,0.00023634+2.6514e-05i,-0.00013421+3.9762e-05i,-0.00029252+0.00080408i,-0.00015234+0.00025463i,0.00084439+0.0001274i,0.001091+0.0009148i,0.0016042+0.0012222i,0.0012469+0.00116i,-0.00067714+0.00036674i,-0.00083228-0.00011385i,1.9024e-05-0.00029624i,0.00017835-9.9154e-05i,0.00024445+0.00028046i,0.00057475-1.8307e-05i,0.00044096+0.00018499i
0.0020534-0.00036988i,0.0019667-0.00041309i,0.0012926-0.0019652i,0.00073026-0.002952i,-0.00073653-0.0013796i,-0.001712+0.00073104i,-0.0014627+0.00075768i,-0.0009427+0.00061923i,-0.00059523+0.0010601i,-0.00015583+0.00088529i,-0.00054169+2.9653e-05i,-0.0005561-0.00023261i,-0.00033245+0.00051753i,-0.00034592+0.0010965i,-6.8721e-05+0.00053556i,1.061e-05-0.00068733i,0.00030794-0.00074582i,9.5698e-05+0.00020575i,1.3367e-05+0.00086568i,-0.000187+0.00065545i,0.00013977+0.0010272i,0.0004855+0.001105i,0.00071767+0.0007342i
-0.00041331-0.00044593i,-0.00099488-0.0016136i,-0.0012207-0.0010739i,-0.001842+0.00010221i,-0.0020811+0.00050826i,-0.0028252+0.00052553i,-0.0032233+0.00011242i,-0.0020771-0.00044032i,-0.0012185+0.00031286i,-0.00095999+0.00067027i,-0.00053636-0.00039014i,-0.00025738-0.00086803i,-0.00058409-0.00050572i,-0.00013432-0.00016364i,0.00061644-0.00032344i,0.00083066-0.00060511i,0.00080554-0.00088774i,0.00053533-0.00071915i,0.00037547-0.00071178i,0.00064512-0.00082856i,0.00055757-0.0001886i,-0.00020396+0.00026718i,-0.00057502+0.00026467i
-0.00069455-0.00052649i,-0.00031897-0.0012431i,-0.00012674-0.0013313i,-0.00018463-2.0938e-05i,-0.00086116+0.0017363i,-0.0010088+0.0025605i,-0.0011299+0.0021294i,-0.0010333+0.00082791i,0.00013385+0.00028896i,0.00025222+0.00049378i,-0.00016224+0.00052987i,4.7433e-05+0.00046387i,0.00038715+0.00040773i,0.00041538-0.00020093i,8.8837e-06-0.00091271i,0.00023546-0.00043719i,0.00034397-0.00013808i,-0.00019283-0.00073978i,2.3825e-05-0.00069814i,0.00041069-3.2702e-05i,0.00011518+0.00015835i,-0.00038365-0.00013895i,-0.0002544-0.0008255i
0.00051864+0.00017032i,0.0010237-0.00021702i,-2.3636e-06-0.00071977i,-0.0011949-0.00038412i,-0.0012682+0.00057466i,-0.00056421+0.0012466i,0.00036672+0.0014621i,0.00044203+0.0013501i,0.00043312+0.00044219i,0.00020907-6.0919e-05i,-9.5185e-05-0.00043726i,-0.00012861-0.00087073i,-0.00057042-0.00060667i,-0.00068093-0.00016102i,-0.00041705-0.00037063i,-0.00010454-0.00046938i,0.00023948+0.0011658i,0.00026602+0.00234i,0.00017881+0.001933i,-0.00020728+0.0011636i,3.2083e-05+0.00064854i,0.00040117+0.0010965i,0.00030568+0.0011169i
-0.00099194+0.0023589i,-0.00074379+0.0024794i,-0.00046319+0.0034761i,-0.00032241+0.0025469i,-0.0001043+0.0011457i,-0.00044659+0.0011444i,-0.001074+0.0010452i,-0.00054143+0.00018349i,1.3877e-05-0.00038757i,2.3827e-05-0.00065545i,1.9917e-05-0.0008523i,0.00032202-0.00041087i,0.00055911+0.00042232i,-9.8727e-06+0.00064637i,-0.00017383+0.0010129i,-6.2447e-05+0.00093249i,-0.00026178+0.00054085i,-0.00041952+0.00040622i,-0.00059281+0.00018306i,-0.00071685+0.00011533i,-0.0008411-0.00014773i,-0.00072508-0.00063193i,-0.00054479-0.00087387i
-0.0014318-0.0014753i,-0.0016366-0.0022685i,-0.0013269-0.0023454i,-0.00093742-3.1748e-05i,-0.001302+0.002156i,-0.0011883+0.0019855i,-0.0010728+0.0010569i,-0.0007928+0.0011221i,0.00020509+0.00088351i,-0.00025363+0.00082281i,-0.00087425+0.00089036i,-0.00043498+0.000395i,0.00027737-6.4268e-05i,0.00027019-0.00017042i,-0.00021694-0.00089626i,-0.00026228-0.0012027i,-0.0002067-0.00073521i,-0.00021948-0.00054659i,0.00014374-0.0002502i,-0.00013925-0.0001171i,-0.00055119-0.00047537i,-0.00057284-0.00054482i,3.0456e-05-0.00027499i
-0.0020708+0.00014048i,-0.002043-6.9934e-05i,-0.0016822+0.0020443i,-0.0019479+0.0034522i,-0.0016913+0.0028441i,-0.0013881+0.0021285i,-0.0011669+0.0013674i,-0.00090408+0.00062861i,-0.00062272+0.00010406i,0.00050333+0.00012024i,9.0383e-05-0.00029708i,-0.00065001-0.00083238i,-0.0005805-0.00039911i,-0.00031521-0.00093575i,0.00026141-0.0016104i,2.0733e-05-0.0010573i,-0.00073968-0.00026412i,-0.00054921+6.9425e-06i,0.00025567+0.00072998i,0.00023216+0.00070887i,0.0001403-0.00037824i,0.00032242-0.00086787i,-0.00026102-0.00037414i
0.00019586-0.001586i,-0.0016284-0.00010477i,-0.0029816+0.0011733i,-0.0022592+0.0011501i,-0.0013646+0.0009984i,-0.0015707+0.0010546i,-0.00097064+0.0010237i,0.00055425+0.0012281i,0.00075835+0.00081789i,0.00061638+0.00024368i,0.00036151+0.00045827i,-0.00034579+0.00057816i,0.00047597+0.00048192i,0.00093548+0.00053942i,0.00037927+0.0006949i,-0.00042261+0.0004216i,-0.00026981-0.00028425i,0.00058603-0.00027382i,0.00026166-0.00049925i,-0.00024381-0.00064438i,0.00033296-1.6278e-05i,0.00077977+0.000503i,0.00031124-2.2098e-05i
0.0019448-2.9335e-05i,0.0027485-0.0013625i,0.0041956-0.0024821i,0.0023763-0.0012363i,-0.0009391+1.9164e-05i,-0.002616-0.0001648i,-0.001633+3.1226e-05i,-0.00023678+0.0004515i,-0.00020498+0.00045543i,-0.0005741+0.0004901i,-0.00099992+0.00021765i,-0.00080621+0.00025834i,0.00011765+3.9532e-05i,0.0006454-0.00049361i,0.00062298+0.00025087i,0.00064401+0.00054118i,0.00045781+2.0729e-05i,-3.225e-05-0.00014332i,0.00016479+0.00082316i,-0.000135+0.0017224i,-0.00072468+0.00060396i,-0.00046651-4.4385e-05i,-5.9277e-05+0.00053678i
0.0019581-0.00040141i,0.00056211-0.0010066i,-0.00085153-0.00096661i,-0.0016483-0.0010481i,-0.0025171-8.3904e-05i,-0.0027654+0.0006609i,-0.0022533+0.00069659i,-0.0011788+0.00019911i,-0.00012403+0.00015458i,0.00024699-7.2474e-06i,-0.00023745-0.00010229i,-0.00051482-0.00031298i,-0.00050112-0.00011226i,-0.0006956-0.00044934i,-0.00064102-0.00063702i,-0.00079729+0.00033009i,-0.00048458+0.0007489i,-0.00021657+0.00073506i,-0.00041392+0.00049528i,-1.8095e-05+0.00031763i,9.0037e-05+0.00031742i,0.00018878-0.0001666i,0.00025708-0.00057193i
0.00095693+0.0014638i,0.00018852+0.0019229i,-0.0019574+0.0013242i,-0.0022367+0.00071006i,-0.0017733+0.00087064i,-0.00070594+0.0013829i,-0.00011748+0.00090134i,5.3651e-05+0.00013188i,-3.6099e-05+9.9009e-05i,0.00056253+0.00035505i,0.00093041+0.00012383i,0.00044153-0.00034728i,-0.00021421-5.5164e-06i,-0.00050826+0.00011702i,0.00028935-0.00086933i,9.7413e-05-0.001158i,0.00013123-0.00062662i,0.0009486+0.00010895i,0.00047995+0.00013819i,0.00037265-0.00031243i,0.00031614-0.00072581i,0.00024337-0.00056576i,0.00032602-0.00017733i
0.0022107-0.0022986i,0.0029488-0.0029705i,0.0027084-0.0041428i,-0.00015133-0.0032992i,-0.0024938-0.00071726i,-0.0027469-0.00011252i,-0.001044+6.916e-05i,-0.00013916+0.00059108i,-0.00020726+8.912e-05i,-0.00075378-0.00026621i,-0.00035034-0.00036366i,0.00072494-0.00016136i,0.00047107-3.4408e-05i,-0.0002226-0.00010274i,-4.0527e-05+0.0001087i,0.00043319+0.0005367i,0.0001604+0.00066893i,-0.00057752+0.00051419i,-0.00026665+0.00034014i,2.2586e-05+0.0002403i,-7.6482e-05+0.00037632i,-7.3877e-05+0.0004442i,-0.00019265+7.3368e-05i
-0.0012197+0.00062615i,-0.00097777-0.00062273i,-0.0015418-0.0018194i,-0.001582-0.00032347i,-0.00085155+0.0013292i,-0.00085697+0.0013214i,-0.00079472+0.0010852i,-0.00019265+0.00059038i,1.5112e-06+0.00031527i,0.00044642+0.00028839i,0.00046528-9.4932e-05i,-0.00050171-0.00033204i,-0.00064761-0.00077769i,-0.00016812-0.00051666i,0.00023854-0.00014324i,0.00021493-0.00032117i,0.00023131-0.00015053i,9.8282e-05-2.0967e-05i,9.4648e-05+0.00025404i,0.00053028+0.00020453i,9.2963e-05-3.2727e-05i,-0.00056421-0.00028698i,0.00030684-0.00088291i
-0.001337-0.0015123i,-0.00087423-0.00022203i,-0.0019204+0.00010208i,-0.0021344-0.00015258i,-0.0018629+0.0015506i,-0.00071846+0.0023417i,0.00045411+0.0013636i,0.0011593+0.00043034i,0.0010298-0.00044695i,0.00090187+0.00035845i,0.00057424+0.0014166i,0.00034637+0.0013783i,-0.00041152+0.00098692i,-0.0010743+0.00010863i,-0.00091959-0.00019191i,-0.00076765-0.0002832i,-0.00071075-0.0010256i,-0.00078488-0.0014276i,-0.00032461-0.00077421i,-1.4931e-07+9.8454e-05i,0.00027356+0.00048537i,0.0010017+0.00033975i,0.0010265+0.00055274i
0.0018656+0.00098574i,0.0011951-0.00071505i,0.0020354-0.00091757i,0.001517-0.0011874i,-4.7136e-05-0.00014133i,-0.0021903+0.00082524i,-0.0027664+0.00049302i,-0.001454+0.00031555i,-0.00064633+0.00031097i,-0.00031752-7.1816e-05i,0.00010926-0.00018337i,4.3645e-05+0.00024987i,-3.688e-05+0.00057509i,0.00014467+0.00051959i,0.00012432+0.00027796i,-0.00024094-1.8463e-05i,-0.00080628+6.8914e-05i,-0.0011119+0.00076694i,-0.00072964+0.0012004i,-0.000942+0.00055931i,-0.0013215-8.9412e-05i,-0.0011339+9.6193e-05i,-0.00057356+0.00014248i
-0.00042314-0.0022712i,-0.0019683-0.0017794i,-0.0034249-0.0010418i,-0.0026476-0.00047106i,-0.0017522+0.00053269i,-0.0015631+0.00027544i,-0.0011471-5.8615e-05i,-0.00094449+0.00075626i,-0.00052282+0.00088609i,-0.00030589+0.00052601i,-0.00065276+0.00060444i,-0.00038803+0.00068805i,0.00085835+0.0003028i,0.0019782+0.00015661i,0.0014382-1.2071e-05i,0.00023662-0.00018499i,-9.3809e-05-0.0001571i,0.00044856-8.7556e-06i,0.00098503+0.00035488i,0.00035155+0.00021326i,-0.00031803-6.7259e-06i,-0.00023817+0.00048447i,1.8027e-05+4.0487e-05i
-0.00090229-0.0011778i,-0.0013212-0.00064456i,-0.0015865-0.00032115i,-0.0010594-0.00028735i,-0.0012378+0.00051075i,-0.0017639+0.0012433i,-0.001716+0.0012748i,-0.0011933+0.00094598i,-0.00094141+0.0007395i,-0.00035801+0.00021156i,0.00035186+0.00014046i,0.00015683+0.00041753i,-0.00017718+0.00035742i,0.00024926-9.7526e-05i,0.00059145-0.00025072i,-0.00019133-8.9872e-05i,-0.00060672-0.00017801i,-0.00044838-0.00029842i,-0.00017284-0.00035182i,0.00035703+0.0003564i,0.00095634+0.00075048i,0.0010346+0.00012528i,0.00075354+0.0003946i
-0.00073011-0.0015337i,-0.001464-0.0014235i,-0.0009227-0.0020348i,-0.0013219-0.0012985i,-0.0016558+0.00023656i,-0.001746+0.0015309i,-0.0015324+0.0010536i,-0.0009631+0.00010434i,-0.00068492+0.0003951i,-0.0010596+0.00040661i,-0.0011627-0.00021204i,1.2666e-06-0.0003406i,0.00059876+0.00026308i,0.00027107+0.00012735i,0.00010635+0.00031865i,9.2124e-05+0.00066005i,-0.00034525+0.00047591i,-0.00051451+0.00024578i,-5.9134e-05-6.461e-05i,0.00018323+1.6015e-06i,0.00025535+8.6088e-05i,0.00046163+0.00014036i,0.00025731+0.00025687i
0.0013026-0.00012118i,0.00015567-0.00097811i,-0.00088318-0.0011038i,-0.0020758-0.00030604i,-0.0021662+8.0619e-05i,-0.001914+0.00036097i,-0.0016076+0.00074236i,-0.001009+0.00037327i,-0.00065061-0.00040462i,-8.2889e-05-0.00052343i,0.00037836-0.00021148i,0.00075902+0.00015891i,0.00051356+0.00052432i,0.00036895+0.00017287i,0.00044966-0.00022574i,-0.00019365+7.4603e-05i,-0.00043375-0.00027134i,0.00042784-0.00037164i,0.0012873-0.00022201i,0.00058149-0.0005416i,-0.00014549-0.00096395i,7.5095e-05-0.00067338i,-0.00022675+1.4344e-05i
-0.00049875-0.00077633i,-0.00044641-0.00045904i,-0.00099803-0.00015344i,-0.0013429+0.0005159i,-0.0013692+0.00048023i,-0.001118+0.00096554i,-0.00085509+0.0019836i,-0.0006766+0.00070862i,-0.0001366-0.00039957i,0.00040955-0.00032156i,0.00024981+0.00011199i,0.00017661+0.00055036i,0.00031061-0.00040728i,0.00090457-0.00087244i,0.0011962+0.00020157i,0.00043912+0.00071503i,-0.00019383+0.00034875i,-0.00014399-0.00017772i,0.00018178-0.00052967i,0.00043976-0.00049788i,0.00025799+0.00014118i,-4.1335e-05+0.00053166i,0.00011458+1.045e-05i
-0.0010526+0.0032966i,0.00012254+0.0030911i,0.0011561+0.0022238i,0.0011613+0.0013951i,-0.00024084+0.00068946i,-0.0018476-1.8755e-05i,-0.0017714-0.00065116i,-0.00082923-0.0007931i,-4.4399e-05-0.00040118i,0.00065409-0.0002784i,0.00084259+7.2125e-05i,-0.00026429+0.00018018i,-0.0010646-0.00052583i,-0.0012408-0.00087978i,-0.00093215-5.7534e-05i,-0.0011117+0.00033989i,-0.001328+4.2073e-05i,-0.0008897-0.00023882i,-0.00065152-0.00022482i,-0.00047817+0.00048433i,2.613e-05+0.00094252i,0.0002892+0.00063584i,-4.8723e-05+0.00026824i
-0.00081672+0.00061519i,-0.0015272-0.00018253i,-0.001409-0.00082851i,-0.00096959-0.00048028i,-0.001491-0.0002664i,-0.0020235-0.00023639i,-0.0019886+7.5794e-05i,-0.0003604+0.00032838i,0.00054018+0.00042569i,0.00014861+0.00022039i,-0.00013221+7.4037e-05i,-0.00063085+0.00017033i,-0.00047446-0.00038701i,-5.4172e-05-0.000491i,-0.00032837-0.00051758i,-0.00012923-0.00026125i,-0.00046144-4.8988e-05i,-0.00033804-2.5319e-05i,0.0001439+0.00075273i,-0.00011379+0.00089723i,-0.0003015+0.00035434i,6.6616e-05+0.00020707i,0.00032758-0.00013991i
-0.00058619+0.0010483i,0.00025749+0.0015834i,0.00032686+0.0011107i,0.00020416+0.0012893i,-0.00016465+0.0019777i,-0.0011718+0.0021307i,-0.0015119+0.0015847i,-0.0010548+0.00075109i,-0.00067037+0.00034629i,-0.0002857+0.00049706i,0.00045834+0.00064783i,0.00048692+0.00069993i,-0.00020752+0.00054452i,-0.00091853-0.00067562i,-0.00045055-0.00047114i,0.00047781+0.00065764i,9.7663e-05+0.00068729i,-0.00053757+0.00092263i,-0.00079524+0.00054359i,-0.00026968+1.1105e-05i,0.00017461+0.00016033i,-6.7879e-05+0.0004747i,-0.00032011+0.0009691i
0.00094067+9.2115e-05i,0.0002558+0.00024257i,0.00021372-4.9082e-05i,-0.00021669-7.1398e-05i,-0.0011147+9.2799e-05i,-0.00094312+0.00043319i,-0.00055539+0.00092796i,5.1838e-05+0.0010184i,6.2465e-05-0.00031328i,3.7265e-05-0.00094175i,-0.00029745-0.00031995i,-0.00059992-0.00039595i,9.5089e-05-0.00029671i,-0.00031793+0.00063961i,-0.0011711+0.00047612i,-0.00052359+0.00035084i,-0.00010624+0.0013226i,0.00027759+0.0013974i,0.00028994+0.00039193i,-0.00023895-0.00015698i,0.00022588-0.00027984i,0.0010797-0.0002954i,0.0010289-0.00017219i
0.0010062+2.3829e-05i,-5.4068e-05-0.0010195i,-0.0010935-0.002205i,-0.00040176-0.0012342i,-0.00050466-0.00017157i,-0.0017889-0.00062821i,-0.0019388-6.6711e-06i,-0.00087139+0.00098106i,0.00028234+0.00067718i,0.0005856+0.00045718i,0.00056721+0.00031464i,0.00066257-0.00063993i,0.00067258-0.00062489i,0.00043515-6.0104e-05i,-0.0007435+3.4593e-05i,-0.0014163+0.00090706i,-0.0010799+0.0010794i,-0.00047007+0.00035326i,4.7261e-05-0.00049513i,0.00028401-0.00037769i,-0.00017664+9.7265e-05i,2.6192e-05+0.0001989i,0.00029862+0.00028796i
-0.00027355+0.0022131i,0.00047251+0.001972i,0.0010501+0.0020518i,0.00059517+0.0015126i,-0.00010206+0.0019439i,-0.0008263+0.0024691i,-0.0013783+0.0011911i,-0.0012029+0.00029971i,0.00013456+0.0005511i,0.00099676+0.00047286i,0.001072+3.8771e-05i,0.0012902-0.00024142i,0.0013535-0.00021716i,0.0013478+0.00020476i,0.00086757+4.2366e-05i,-0.00015324-0.00028397i,-0.0010201-0.00028258i,-0.00080863+0.00020535i,-0.00054754+0.00052625i,-0.00017252+0.00044631i,0.00016517+0.00039583i,-0.00046362+7.2938e-05i,-0.00090365+0.00020122i
-0.00075332+0.00087614i,-0.0014872+0.00091088i,-0.00029454+0.0012303i,-0.00036205+0.00091327i,-0.001721+0.0011558i,-0.002007+0.0013367i,-0.0015376+0.0011884i,-0.0015653+0.00089104i,-0.00080595+0.00059874i,3.4845e-05+0.00021791i,0.00012559+1.0861e-05i,5.6985e-05+7.6626e-06i,-8.6001e-05-0.00011524i,0.00034361-0.00016436i,0.00032674-0.00019516i,0.00014863-0.00015449i,0.00072147-3.0686e-05i,0.0010913-3.461e-05i,0.00075719+4.3119e-05i,0.00043781+4.2251e-05i,0.00017215-1.5339e-05i,-0.00024298+0.00035881i,-0.00022699+0.00039513i
0.00021641-0.0019271i,-0.00058156-0.0024342i,-0.0020457-0.0011264i,-0.0021566+0.00014554i,-0.0019427+0.00092976i,-0.0019836+0.0015199i,-0.0013877+0.00074089i,-0.0010619+7.1606e-05i,-0.00060474+0.00033032i,1.7662e-05+0.00018961i,0.00041+0.00015536i,0.0007609+1.1469e-05i,0.00023029-0.001169i,6.3539e-05-0.001081i,0.00047261+0.00011395i,0.00052584+0.00051937i,-7.6854e-05+0.00022953i,-0.00035931-0.00044241i,0.00016049-0.00075364i,0.00062525-0.00097572i,0.00071839-0.00057944i,0.00081332+0.00021081i,0.00036807+0.00026554i
0.00034373-0.0011875i,0.00021093+0.00034072i,-0.00069462+0.00012335i,-0.0014403+0.00035535i,-0.001751+0.0014997i,-0.00078907+0.0013474i,-0.00010178+0.00089835i,-0.0003098+0.00018469i,-4.9809e-05+9.0235e-05i,-1.7574e-05+0.00027989i,-0.00015567+0.00070211i,0.00022563+0.00048668i,0.00027564-0.00017813i,-0.00013494+0.00038061i,-0.0003425+0.00053659i,-0.00074353+4.7552e-05i,-0.00052761-3.838e-05i,-2.6638e-05-0.00034919i,-0.00039958-0.00051854i,-0.00023702-0.00036328i,4.145e-07-0.00032721i,-0.00064585-0.00041132i,-0.00089575-0.00026125i
-0.0019851-0.0024882i,-0.0018595-0.00186i,-0.0022844-0.0010311i,-0.0023358-0.00033051i,-0.0019284+0.0010393i,-0.0017112+0.0022169i,-0.001798+0.0019133i,-0.0020958+0.00081225i,-0.0010496+0.00021877i,0.00040693-0.00011978i,0.00073084-0.00026266i,0.00064201-0.0008064i,0.00042972-0.00056982i,0.00016631+0.00026011i,-0.00029204-1.7114e-05i,-0.00032465-0.00083676i,3.734e-05-0.00073821i,-0.00031863-8.3455e-05i,-0.00085891-0.00027349i,-0.00048126-0.00098557i,0.00031823-0.00056686i,0.0009209+8.074e-05i,0.00087204+0.0006155i
-0.0012881-0.0023649i,-0.0020103-0.0019694i,-0.002077-0.0012887i,-0.0022477+8.686e-05i,-0.0025146+0.0011398i,-0.0020455+0.0018232i,-0.0010238+0.0016681i,-0.00034647+0.0008671i,-0.00011598+0.00071401i,-0.00045592+0.00084064i,-0.00079478+9.6888e-05i,-0.00059335-0.00049301i,-1.7298e-05+0.00040532i,-1.744e-06+0.00071175i,-0.00035548+0.00010248i,-0.0003492-0.00018987i,-0.00029961+8.4281e-05i,-4.0366e-05-0.0005581i,-0.00015751-0.00039597i,-0.00029792+0.00059842i,1.7742e-05+0.00017803i,0.0005045-0.00078028i,0.00025355-0.00116i
0.0018631-0.0016487i,0.001931-0.0024231i,0.0012651-0.0019022i,-0.0010747-0.00050218i,-0.0020389-0.00026862i,-0.0018183-0.00015243i,-0.0013745+0.00096871i,-0.0011027+0.00088543i,-0.00062727+0.00029962i,-0.00018578+0.00017731i,-0.00046478-0.00035772i,4.4784e-05-0.00047129i,0.00064601-0.0001426i,-0.00017587+0.00029155i,-0.00067162+0.00051539i,5.1694e-05+0.00035662i,0.00071303+1.6657e-05i,0.00088247+8.6933e-05i,0.00042019+0.00038993i,-0.00046937+0.00019471i,-0.00055802-0.00032767i,-0.00028913-0.00046081i,-0.00045439-0.00026196i
-0.00053397+0.0018548i,-0.0017184+0.0023491i,-0.00093141+0.0024447i,-4.5165e-05+0.0014011i,-0.0003584+0.0011164i,-0.0014223+0.00085387i,-0.0014927-0.00044748i,-0.00048635-0.0002662i,0.00043003-0.00016508i,0.00041049-0.000349i,-0.00020443+9.5384e-05i,-0.00033269-7.3927e-05i,-0.00011571-0.00084352i,-0.00036587-0.00073711i,-0.00088849+0.0001112i,-0.0007899-0.00014445i,-0.00067432-0.00023772i,-0.00077705+7.4072e-05i,-0.00085129+0.00053602i,-0.00076611+0.00091976i,0.00029156+0.00088078i,0.00078919+0.00055618i,2.8996e-05+0.00049926i
0.00043586+0.00018979i,0.0009336-0.00048481i,0.0010484-0.00091577i,7.9416e-05-0.00014907i,-0.0014232+0.00035875i,-0.0021154+0.00019548i,-0.0013033+0.00030971i,-0.00055809+0.00032435i,-9.4698e-05+0.00029186i,0.00072797+4.9846e-05i,0.00071604-5.7986e-05i,-8.1308e-05-0.00023141i,0.0003061-0.00013425i,0.00045137+5.718e-05i,0.00036937-0.00036418i,0.00031996-0.000125i,-6.944e-05+0.00037262i,-0.00055678+0.00043865i,-0.00092792+7.199e-05i,3.3042e-05+0.00028187i,0.00091343+0.00071288i,0.0012127+0.00107i,0.00081615+0.0013668i
-0.0031075-0.0015309i,-0.003666-0.0023895i,-0.0036292-0.0021391i,-0.0037657+0.00029039i,-0.0036602+0.0019491i,-0.0029098+0.002017i,-0.0019642+0.0012336i,-0.00050694+0.00088089i,-0.0001087+0.00094394i,-0.0004701+0.00039431i,-0.0010205+0.00039352i,-0.0012812+3.1844e-05i,-0.00024045-0.0010496i,0.00041054-0.00059427i,0.00016547+0.00017302i,-9.5667e-05+0.00066194i,-0.00022361+0.00067717i,-0.00016994-0.00030877i,0.00010378-0.00065481i,9.3519e-05-0.00039194i,0.00018823+3.2563e-05i,0.00027889+0.00082579i,-0.00016287+0.00097219i
0.0014081+1.2318e-05i,0.0022447+0.00086591i,0.0017333+0.00074025i,0.00068361+0.00021388i,-0.00079121+0.00049231i,-0.0018568+0.00092569i,-0.0014986+0.00029644i,-0.0011084-0.00023918i,-0.00046361-0.00024865i,0.00035536-0.0002661i,0.00013334+2.4467e-05i,-0.00055415+0.0003364i,-0.00031624+2.5387e-06i,3.2114e-05+0.00022553i,-5.7353e-05+0.00020831i,-0.00012043-0.00068695i,5.8661e-05+0.0001002i,-0.00010373+0.00072197i,-0.00016551-5.4289e-05i,-0.00028229-0.00071016i,-0.00019573-0.00040298i,0.00030377-0.0002457i,3.6102e-05-0.00087269i
-0.0014917-0.0013553i,-0.0020986-0.0010344i,-0.0022994-0.00098089i,-0.0024829-0.0010825i,-0.0026079-0.000104i,-0.0025476+0.0011695i,-0.0022565+0.00070383i,-0.00070965+0.00046089i,0.0005626+0.00023314i,0.00088592+0.00018896i,0.00083888+0.00091426i,0.00032314+0.00083108i,0.00027583+0.0005342i,-0.00067897+0.00038866i,-0.0011396-0.00037615i,-0.00069409-0.00062569i,-0.0001525-0.00071084i,0.00024806-0.00024438i,-0.00058793+7.7157e-05i,-0.00066547-0.00021486i,0.00066128-0.00032626i,0.0012421-0.00093994i,0.00078265-0.0014989i
-0.0011645+0.0013799i,-0.0015408+0.0011174i,-0.001147+0.0016243i,-0.0022061+0.0020728i,-0.0027173+0.0017517i,-0.0024822+0.0012752i,-0.0018241+0.0014743i,-0.00074092+0.0014573i,-0.00018537+0.00061824i,0.00022115-0.00018706i,3.3668e-05-0.00043437i,-0.00026046-0.00021996i,-0.00044443-4.5727e-05i,-0.00028995-0.00058485i,-0.00013607-0.00034455i,-0.00043744-0.00021514i,-0.00020221-0.0004789i,-6.3837e-05-0.00012928i,-0.00039807+6.7096e-05i,-0.00044934-0.00027397i,-0.00077357-0.00082712i,-0.00088746-0.0011776i,-0.00059793-0.00081688i
0.0012409+0.0032669i,0.0019231+0.0024731i,0.0024216+0.0015485i,0.0013604-1.3414e-07i,-7.7563e-05-0.0012232i,-0.00056184-0.00057197i,-0.00065302-0.00040299i,-0.00062804-0.00090141i,-0.00075009-0.00067639i,-0.00030952-0.00031792i,0.00042837-0.00034938i,3.2743e-05-0.00049093i,0.00019908-0.00030722i,0.00042945-0.00016471i,-0.00028652-0.00018238i,-0.00043368-0.00015542i,-0.00022651-0.00046818i,4.7854e-05-0.00041715i,0.00037793-0.00014025i,0.00032788-8.7204e-05i,2.07e-05+2.3767e-05i,-0.00022964-0.00010995i,0.00036457-9.769e-05i
0.00054147-0.0009654i,-0.00010062-0.0015758i,-8.4893e-05-0.0013618i,-0.00060008-0.00052783i,-0.0012785+0.00033814i,-0.0011705+0.0010248i,-0.0013188+0.0011718i,-0.0012812+0.00069731i,-0.00013663+0.00048737i,0.00059454+0.00067956i,0.00033527+0.00086633i,8.6584e-05+0.00020529i,0.00048674-0.00053016i,0.00077981+0.00013633i,0.00097951+0.00084828i,0.0009634+0.00070858i,0.00052236-0.00019575i,0.00011373-0.00044507i,-0.00027973-0.00010152i,-0.00010815+0.00029178i,0.00076843+0.00014228i,0.00084229-0.00069008i,-7.8109e-05-0.00090432i
0.00032577-0.0018668i,-0.00057618-0.001242i,-0.0025071-0.0030729i,-0.0041386-0.0023795i,-0.0042485-0.00080629i,-0.0034007-0.00011229i,-0.0029752+0.00071657i,-0.0017372+0.00078911i,-0.00037181+0.0007536i,7.6501e-05+0.00042815i,7.0488e-05-0.00047508i,0.00025631-0.00033265i,-0.0002945-0.00016689i,-0.00058765+0.00018268i,0.00035608+0.00062273i,0.00080559+0.00037405i,-7.8219e-05+0.00029838i,-0.00068764+0.00053838i,-0.00077161+0.00032543i,-0.0004182-0.00023321i,-3.3553e-05-0.00035322i,0.00019719+4.622e-05i,4.3167e-05+0.00013768i
