-0.0002043+0.0013338i,0.00093505+0.00022439i,0.00029768+0.00067043i,0.00028839+0.00099021i,0.00075853+0.00092014i,0.0014318+0.0013037i,0.001874+0.00086869i,0.00090601+0.00026596i,6.9971e-05+0.00017869i,0.00018809+0.00041112i,4.1635e-05+0.00020935i,6.408e-05-0.00095663i,0.00020455-0.0011763i,0.00031189-0.00047593i,0.00020349+9.0236e-05i,2.4946e-05+0.00075664i,0.00051839+0.00088848i,0.0013312-5.2937e-05i,0.0016051-0.00076699i,0.00093085-0.00036682i,-0.00016711+0.00020434i,-0.00014722-0.00020349i,0.00022273-8.9705e-05i
-0.00064518+0.00010446i,-0.0007286-0.00041081i,-0.00064195-0.00052726i,0.0005783+0.00032139i,0.0011738+0.0015601i,0.00077397+0.0015157i,0.00073049+0.00035178i,0.00093419+0.00025231i,0.00065459+0.00028483i,0.00059498+8.6675e-05i,0.00078083+0.00020131i,0.00038726+0.00024272i,8.0242e-05-0.00012147i,0.00036194-0.00049809i,0.00039383-0.00033832i,0.00051656-0.00032846i,0.00076593-0.0005846i,0.00085695-0.00042563i,0.00082945-0.00041338i,0.00011559-0.00066719i,-0.00024414-1.7479e-05i,-0.00030208+0.00041272i,-0.00028344-0.0003469i
0.0011785-4.672e-05i,0.0019029-0.00038355i,0.00082936+0.0006519i,0.0003934+0.0015628i,0.001787+0.0016666i,0.002252+0.0012368i,0.0016113+0.00024679i,0.0014254+0.00021471i,0.0010686+0.00051698i,3.9467e-05+0.0001959i,-0.001028+0.00018274i,-0.0012313+0.00011931i,-0.00018187-0.00046982i,0.00092355-0.0008046i,0.00096934-0.00078884i,0.00052784-0.00071512i,1.987e-05-0.00024486i,0.00047063+0.00062694i,0.00092925+0.00045114i,0.00029428+0.00018295i,-0.00029824+9.7119e-05i,-3.6578e-05-5.9444e-05i,0.00048496+9.9409e-06i
0.00068448-0.0016073i,0.00014744-0.0011067i,5.6561e-05-0.0010322i,7.2887e-05-0.0011441i,0.00018686-0.00078805i,0.00054956+0.00013598i,0.0013331+0.00014899i,0.0016228+0.0006193i,0.0015217+0.0010067i,0.00073774+0.00094548i,0.00073311+0.00078887i,0.00091331-8.0022e-05i,0.00051814-0.00038846i,0.00050102+6.3936e-05i,0.00036631-0.00013472i,0.00052856+8.1175e-05i,0.00057933+0.00075424i,-0.00030683+0.0010587i,-0.00061496+0.00043623i,1.3114e-06-0.00062784i,-0.00048482-0.00061228i,-0.00089527+4.1933e-05i,-0.0008212-0.00088016i
0.0015327+0.0022521i,0.0025615+0.0016206i,0.0023705+0.0012914i,0.0012952+0.0012538i,0.00069529+0.00081011i,0.00026024+0.00070101i,-0.00049776+0.00075203i,-0.00078896+0.00072347i,-0.0003495+0.00046942i,0.00037877-0.00019922i,0.00057389-0.00010195i,0.00079241+0.00024793i,0.00047824+0.00058232i,0.00030598+0.00072105i,0.0003814-0.00019716i,0.00016062-0.00086458i,0.00011971-0.00071774i,7.0611e-05-9.5852e-05i,-5.9603e-05+7.4511e-05i,-0.00057857-0.00021767i,-0.00058087-0.00031147i,7.4371e-05-0.00043743i,0.00022133-0.00048504i
-0.0013306-0.00023099i,-0.0014581+0.00028657i,-0.0013885+0.00039166i,-0.0011703+0.00094618i,-0.00075491+0.001431i,0.00010961+0.0019842i,0.00068445+0.0019225i,0.0013208+0.0011167i,0.001182+0.00041837i,0.00054185+8.9851e-05i,0.00023768+0.00070543i,0.0002394+0.00098576i,0.00025656+0.00063646i,6.1856e-05+0.00010376i,5.4032e-05-0.00018307i,-0.00024284+8.4006e-05i,-0.00043287+0.00017588i,6.1013e-05+0.00027043i,-0.00018616+7.8497e-05i,-0.00030804-0.00070251i,-0.0002225-0.00070959i,-3.7802e-05-9.2077e-05i,0.00054762+0.00042802i
0.0016109-0.0013489i,0.0017644-0.001135i,0.00084832-0.00076554i,0.0001703-0.0012573i,0.00026809-0.0010661i,0.00074692+0.00028584i,0.00091902+0.0011611i,0.00077857+0.00080819i,0.00049961-0.00015685i,1.4303e-05-0.0010616i,-0.00036534-0.00065414i,-0.00014325+7.658e-05i,-0.00016502+0.00042991i,-0.00022022+0.0012011i,6.6366e-06+0.0013427i,0.00023141+0.001435i,0.00019462+0.00096791i,-0.00022758+9.8825e-05i,-0.00015159-0.00034305i,-8.2794e-05-0.00054403i,-0.00037087-0.00047389i,-0.00066456-0.0002467i,-0.00080739+0.00038801i
0.0032114-0.0012895i,0.002625-0.001561i,0.0013117-0.0010051i,-0.00017728-0.0008827i,-0.00070595+0.00014003i,-0.0011117+0.0013425i,-0.00091128+0.0013391i,0.00020991+0.0014805i,0.00070803+0.001098i,0.00034977+0.0005359i,0.00057596-0.00014206i,0.00037155-0.00086521i,-0.00038016-0.0011326i,-0.00024819-0.0012363i,0.00050219-0.00064608i,0.0014431-0.00048852i,0.0010711-0.00025811i,9.05e-05+0.00061397i,-0.00012626+0.00086111i,0.00020042+0.00083214i,1.6337e-06+0.001146i,-0.00032907+0.00060659i,-4.7757e-05-0.00041352i
0.0017043+0.0013673i,0.0021378+0.00083461i,0.001288+0.00064752i,0.00042786+0.00040203i,-4.0617e-05-0.00037989i,0.00024842-0.00014771i,0.00088558+0.00080242i,0.0010589+0.0011596i,0.00088932+0.00074784i,0.00095228-0.00011705i,0.00015386-0.00039586i,-0.00052755-0.00018388i,-0.00066289-0.00022322i,-0.00062735-0.00016412i,-0.00010001-0.00015639i,0.00046186-0.00029878i,0.00057074-0.00032541i,0.00066813-0.00061809i,0.00028174-0.00045539i,-0.00010816+0.00011158i,-0.00030103+0.00025788i,-0.00016073+0.0001915i,-0.00012846+4.3135e-05i
0.0020529-0.0010186i,0.0017403-6.2243e-05i,0.0013911+5.178e-05i,0.00039408+0.00058451i,-0.0005389+0.0011523i,-0.00044269+0.0011355i,0.00014521+0.0012758i,-2.53e-05+0.0011191i,-0.0002203+0.00035599i,0.00043185+0.0005849i,0.0010558+0.0013927i,0.00094002+0.00054901i,0.00071153-0.00021315i,0.00012224+0.00072281i,-0.00030712+0.0014431i,0.00039635+0.0009519i,0.0011991+0.00097139i,0.00058071+0.0008993i,-0.00018446+0.00052898i,-0.00046456-0.00016079i,-0.00045101-0.00037429i,-0.00047164-0.00014417i,-0.00037112+7.0909e-05i
0.00023815-0.0018275i,0.00015356-0.0011943i,-0.001409-0.00054246i,-0.0014116-0.00043129i,-0.00087881+0.00063801i,-0.00066986+0.0015012i,-0.00054669+0.0016759i,-0.00021549+0.00096846i,-0.00027905+0.00019649i,-0.00033871-0.00043584i,9.4282e-05-0.00075153i,0.0002775-0.00082777i,-2.0745e-05-0.00054683i,0.00019609+2.5618e-05i,0.00054424+0.000363i,-1.4223e-05+7.4491e-05i,2.0937e-05+0.00026747i,0.00089635+0.00047257i,0.00021711+0.00034736i,-0.00084122-0.00013621i,-0.00068219-0.00068107i,-0.0001773-0.00069717i,-1.6332e-05+0.00011017i
0.00096167+3.7195e-05i,0.0015338-0.00051389i,0.00157-0.00025699i,0.0008907+0.00078373i,0.00048397+0.00050518i,5.1142e-06-0.00042661i,-0.00047731-0.00043797i,-0.00027568+6.3057e-05i,0.00044669+0.00061186i,0.00070134+0.00069064i,5.8023e-05+0.0006733i,-0.00024297+0.00046808i,0.00025493+0.001155i,0.00033399+0.0010948i,-0.0002389+0.00011161i,-0.00062479+0.0005733i,-0.00069408+0.0010996i,-0.00036563+0.00082511i,0.00036078+0.00055906i,0.00065131+0.00017191i,0.0010386+0.00051243i,0.00050709+0.00050061i,-0.00055454+0.00010203i
0.00085969-0.00017673i,0.0017083-0.00098013i,0.00087633-0.00070385i,-0.00064432+2.0118e-05i,-0.00067471+0.00019246i,-0.00019242+0.00086912i,8.4491e-05+0.0013661i,0.00057857+0.00099175i,0.00026538+0.001106i,-0.00021302+0.0012447i,-0.0005115+0.00086041i,-0.00042355-0.00022925i,-2.261e-05+1.7145e-06i,-0.0005402+0.00085732i,-0.00045272+0.00085198i,0.00036194+0.00065086i,0.00040621+0.00039125i,6.3209e-05+0.00045659i,-0.00043928+0.00010912i,-0.00043603-0.00071024i,-0.00018181-0.00072759i,-2.0209e-05-0.00071062i,-0.00021754-0.0010473i
0.0016206-0.0015669i,0.0016994-0.0010754i,-0.0002132-0.00010164i,-0.001372+0.0011333i,-0.0011573+0.0018823i,-0.0003527+0.002375i,0.00049179+0.0017216i,0.0010204+0.00063922i,0.00023477+0.00029443i,-0.00064144+0.00020823i,-0.00059213+0.00019043i,-2.7061e-06+0.00031702i,0.00055694+5.1921e-06i,0.00073888-0.00029942i,0.00091507-0.00046961i,-0.0001308-0.00010256i,-0.00015088+0.0005719i,0.00083679+0.00059538i,0.0010108-9.5387e-05i,0.00084508-9.6102e-05i,0.00024078+0.00059749i,1.8421e-05+0.00011788i,0.00021629-0.0006124i
0.0022496-0.00016514i,0.0023152-0.0001177i,0.0012839-0.00054448i,0.00013914-0.00078308i,0.00017496-0.00011507i,0.00027403+0.00063394i,0.00063054+0.000829i,0.0002262+0.00077157i,-0.00069279+0.00079127i,-0.00025144+0.00020926i,0.00030837+7.8601e-05i,-4.2432e-05+0.0003406i,-0.00019244+0.00044493i,-9.7432e-05+0.00050274i,-6.5691e-05+0.00057656i,0.00052427+0.00073179i,0.00096589+0.00080936i,0.00051274+0.00086034i,-0.00039548+0.00021864i,-0.00074239-0.00040117i,-0.00055228-0.00022385i,-0.00031719+0.00014343i,-0.00048182+0.00078353i
0.00066764-0.00016887i,-5.7823e-05-0.00057018i,-0.00030262-0.00028386i,-0.00016043-5.2753e-05i,-0.00095617+5.2115e-05i,-0.0011896+0.00077564i,-2.1753e-05+0.001076i,0.00086552+8.3855e-05i,0.00082131-0.00053142i,0.00038994-0.00041493i,-3.3834e-07-9.1831e-05i,-0.00012042+0.00050999i,0.00017249+0.0017014i,0.00020915+0.0018008i,0.00018024+0.0013637i,-3.6618e-05+0.0012282i,0.0002535+0.00049838i,0.00046936-0.00063696i,-0.00012772-0.00030531i,-0.0004244+0.00048086i,-7.9029e-05+0.0005024i,0.00027799+0.000522i,-6.8672e-05+0.0008904i
0.0011313-0.00078051i,0.0016003-0.00035351i,-5.4842e-05+0.00065986i,-0.0012374+0.0016196i,5.2426e-05+0.001802i,0.0012596+0.0013969i,0.00070955+0.00049956i,0.00032871+9.9171e-05i,0.00076966+0.00021692i,0.00084179+4.6273e-05i,0.00063332-0.00056288i,0.00048652-0.00055408i,0.00016356-0.00082925i,0.00028192-0.00045666i,8.2461e-05+0.00054374i,-6.4787e-05+0.00042031i,0.00015463-0.00030287i,-0.0005011-0.00016157i,-0.00060498+0.00010589i,-0.00017205+1.5669e-05i,0.00052662-0.00028758i,0.00060326-0.0010356i,0.00020288-0.0015048i
0.0007082+0.00049495i,0.00097821-3.402e-05i,0.00096816-0.00010286i,0.00054335-0.0006757i,0.00049591-0.00053905i,0.00046588-0.00011646i,0.0003374+0.00034042i,0.00038694+0.00056182i,0.0011716+0.00043038i,0.0021683+0.00045178i,0.0017474+0.0001395i,0.00061489-0.00012593i,0.00073802-0.00019015i,0.00080872-7.8943e-06i,0.00070825+0.00078088i,0.00059119+0.00091485i,0.0006617+0.00035265i,0.0010882+4.941e-05i,0.00081021+0.00043171i,9.4703e-05+6.8116e-05i,-0.00044553-0.00021227i,-0.00062588-0.00014395i,-0.00036242-0.00065238i
0.00037233-0.00052332i,0.00040344-0.00078438i,-0.00030416-3.6237e-07i,0.00020501+0.0016223i,0.0010353+0.0022241i,0.0013232+0.0018948i,0.00091152+0.00073242i,0.00026865-0.00025176i,0.0004659-0.00030949i,0.00020732+5.8041e-05i,-0.00052207-5.0161e-05i,-0.00032661-3.505e-05i,-0.00046828-0.00026786i,0.00036915-0.0002938i,0.0011545-3.2761e-05i,0.00074569+0.00027502i,0.00098838+0.00050013i,0.00094899+0.00057552i,0.0009445+0.00092037i,0.00060157+0.00066202i,0.00014364+0.00054354i,-0.00023767+4.8857e-05i,-0.00051388-0.00049836i
0.0011488-0.0015565i,0.00094155-0.00061686i,-0.00022351-0.00051176i,-0.00058792-0.00027756i,-0.00024398+0.00036379i,0.00022929+0.0013585i,0.00069335+0.0013749i,0.00036558+9.888e-05i,-0.00077427-0.00037468i,-0.0010594-8.7095e-06i,0.00010367+0.00068112i,0.00089963+0.000545i,0.0011902-0.0005279i,0.0013269-0.0001703i,0.0012153+0.00041923i,0.00064441+0.00024207i,0.00056033+0.00050848i,0.00058509+0.0002877i,0.00019066+5.219e-05i,0.00047147-6.6845e-05i,8.3603e-05-0.00028108i,-0.00079302+0.00018812i,-0.00081121-4.1608e-05i
0.00086325+0.00035761i,0.00052394+0.00094104i,0.001244+0.00042033i,0.00032147-0.0002897i,-0.0012804-0.00052046i,-0.00082968-0.00030599i,-8.6816e-05+0.00026142i,0.0004296+0.00062896i,0.0006486+0.0002052i,8.3602e-05-0.00019322i,-0.001183+0.00015805i,-0.0014369+0.00022832i,3.5761e-05-4.4422e-05i,0.00071139-0.00072874i,0.00085671-0.0010602i,0.00066935-0.00046024i,0.00034051-3.4912e-05i,0.00056941+6.7613e-05i,0.00075625-7.0519e-05i,0.00069566+3.5453e-05i,0.00023462+0.00092778i,-0.00019923+0.0015427i,-8.0385e-05+0.0010228i
-0.00043115-0.00016265i,-0.00043243-0.00057544i,-0.00076602+0.00039407i,-0.00031302+0.0014489i,0.00054517+0.0022955i,0.00020692+0.001374i,-0.00027112+5.6603e-07i,8.9187e-05+0.00014929i,0.00056875+0.00037374i,0.00059468-0.00041035i,5.7991e-05-0.0010087i,-0.00054623-0.00090941i,-0.00042063-0.00088038i,0.0003041-0.0008089i,0.00049631-0.0007406i,0.00071842-0.00021983i,0.00096979+0.00057167i,0.00093585+0.00075866i,0.00089615+0.00098933i,0.0002715+0.00068275i,-0.00050736+0.00018256i,-0.00027395+8.5649e-05i,0.00010369+0.00039417i
-0.0012844+0.0010574i,-0.00070957+0.00058603i,3.6164e-05+0.0013288i,0.0012515+0.0014499i,0.0015266+0.0012268i,0.0015485+0.0010997i,0.0012411+0.00018639i,0.00064532-0.00032946i,-0.00044081-0.00012938i,-0.0005418-0.00034382i,0.00012897-0.00059309i,-0.00050951-0.00051147i,-0.0008033-0.00056833i,0.00018096-0.00049323i,0.00037931-0.00039279i,0.00022864-0.0003224i,0.00030711-2.6055e-05i,0.00067319-0.00010067i,0.00078791+0.00022011i,0.00022488+0.00070185i,-0.00012284+0.00025021i,-0.00064593-0.00043926i,-0.001084-0.00037988i
0.0031664-0.0017139i,0.0029212-0.0017893i,0.0016982-0.0019086i,5.6926e-05-0.00036529i,-0.00062088+0.00082325i,-0.0010173+0.0012309i,-0.00067724+0.0014339i,-8.8968e-05+0.0013869i,-0.0002378+0.00084229i,0.00015473+0.00032459i,0.00078194+0.00071018i,0.0011203+0.0008039i,0.0015824+6.6824e-06i,0.00083747-6.6837e-05i,-0.00024961+0.00071822i,-0.00012558+0.00056016i,0.00027826+0.00068145i,1.8675e-05+0.0012318i,-0.00010008+0.00074596i,-0.00050257+0.00047584i,-0.0010072+0.00017244i,-0.00034263-3.2726e-05i,-0.00029279+0.0002052i
0.00011427-0.0016192i,0.00076828-0.00059677i,-7.5298e-05+0.00042475i,0.00020792+0.00096616i,0.0011313+0.0012298i,0.0015771+0.0012201i,0.00092406+0.00035714i,-0.00025551-0.00026196i,-0.00052862+9.5042e-05i,-0.00018994+0.00068145i,0.00031246+0.00016712i,0.00098878-0.00065806i,0.0013711-0.00017274i,0.00092526+0.00026821i,-0.00013532-6.483e-05i,-0.00065421+0.00021285i,-0.00029846+0.00057911i,-0.00024897+0.0004201i,-0.00066851+0.00018715i,-0.00058865+7.7312e-05i,-0.00059647+0.00021955i,-0.00089007-0.00014106i,-0.00093365-0.00045931i
0.00084483+0.00026255i,0.00031192+0.0002823i,-0.00032677-0.00031481i,4.3522e-05+0.00010394i,0.00071853+0.0006899i,0.0011057+0.00084344i,0.0010288+0.0012165i,0.00096983+0.0010957i,0.00017873+0.00099922i,-0.0010222+0.00072153i,-2.0558e-05+0.00053511i,0.00089131+0.0011175i,0.00085389+0.0011934i,0.0010116+0.00054708i,0.0014594+0.0006771i,0.0011635+0.00082676i,0.00017706+2.0332e-05i,-8.3102e-05-0.00064805i,-2.5465e-05-0.00023347i,-0.00012619+0.00055136i,-0.0007479+0.0007733i,-0.0014131+0.00021523i,-0.0010444-0.00045504i
0.0017331-0.00043367i,0.0017037-0.00084912i,0.0008969-0.00050066i,0.00057009+0.00040624i,2.2032e-05+0.0013049i,0.00021213+0.0019236i,0.00090884+0.0014502i,0.00096395+0.00064935i,0.00047298+0.00097224i,-0.00013916+0.0010446i,-7.667e-05+0.00032972i,0.00075095+0.00031604i,0.00083331+3.8396e-05i,0.00047581-0.00024338i,0.00039416+0.00013717i,-0.00019636+0.00021072i,-9.279e-06-0.00019498i,0.0010155-0.00073201i,0.0010617-0.00054134i,0.00042561+0.00085947i,3.7404e-05+0.0014416i,0.00011843+0.0011401i,-0.00018091+0.00065812i
0.00090904-0.00028561i,0.0012195+0.000558i,0.0010216+0.0002151i,0.00018708-0.00037466i,0.00052924-0.00054503i,0.0007206+0.00025562i,0.00053515+0.00079183i,0.00036173+0.00040856i,0.000177-3.9163e-06i,0.00091681+1.8331e-06i,0.0010195-0.0001714i,0.00024061-0.00026126i,-8.6252e-05+0.00010743i,-2.835e-05+9.2433e-05i,0.00026782+0.00060757i,0.00063344+0.0009869i,0.001157+0.00057474i,0.00086855+0.00027147i,-5.824e-05+0.00017638i,-0.00024609-5.2763e-05i,4.5795e-05-0.00046669i,0.0003782-0.00037555i,0.00035377-0.00022608i
0.00033516+0.00055825i,0.0010019-8.2337e-05i,0.0012096-2.2726e-05i,0.0016355+0.00043085i,0.0018199+0.00042988i,0.0015746+0.00061941i,0.00025983+0.00093036i,-0.00025236+0.00070525i,1.1035e-05+0.00050607i,0.00033353+0.00045761i,0.00035258+6.5443e-05i,-0.00025633-0.00049526i,0.00015615-0.00094621i,0.00049218+5.4502e-05i,0.00063371+0.00074434i,0.00045254+0.00075476i,-5.8544e-05+0.00061089i,-9.0358e-05+0.00014173i,7.5313e-05+0.00012319i,0.00028507+4.1017e-05i,6.9741e-05-0.00027485i,-0.00070694-0.00035845i,-0.0011466+0.00012329i
0.0010268+0.00019804i,0.00028977-0.00012657i,-6.9134e-05-0.00013348i,-0.00024944-0.00012616i,-0.00036947+0.00031448i,-0.00059836+0.0015845i,-0.00033878+0.0021413i,0.00024467+0.0013969i,-7.7096e-06+0.00096775i,2.7623e-05+0.00056015i,0.00037949-6.9215e-05i,0.00035866+0.00022293i,-6.9996e-05+0.00077819i,-0.00015176+0.00056322i,0.00011836+9.0051e-05i,7.9176e-05+0.00015932i,-0.00031062+8.7147e-05i,-0.00030983+0.00014786i,0.00020548+0.00037101i,0.00014613+0.00048178i,-0.0005231+0.00046513i,-0.00071191+0.00055096i,-0.00086891+0.00067998i
0.00020373-0.0004041i,0.001051-0.00067734i,0.00072967+0.00025419i,0.0002691+0.0013692i,0.0011325+0.0014757i,0.0016328+0.00094636i,0.0012392+0.0004853i,5.8554e-05+0.00019644i,-0.0011265+9.031e-05i,-0.00057578+0.00063658i,8.1e-05+0.00082661i,0.00030864+0.0009426i,0.00037095+0.0011469i,7.2721e-05+0.0002768i,-3.4101e-06-0.00051308i,-0.00023646-5.7934e-05i,-9.3398e-05-0.00020369i,0.00069474-0.00039038i,0.00054936+0.00073091i,0.00042299+0.00091979i,0.0001117-7.4827e-05i,-0.00029276-0.00027984i,-0.00021169-0.00030519i
0.00098807+0.00022438i,0.00019734+0.0004699i,-0.00029776-0.00014354i,-0.00016766-0.00051773i,-0.00055587-0.00079626i,-0.00095154-0.00034981i,-0.0010106+0.00018578i,-0.00045693+0.00030242i,-7.3401e-06+0.0007448i,0.00018114+0.00081128i,0.00023829+0.0007075i,0.00017898+0.00058215i,-0.00022665+0.00075154i,-0.00027076+0.00089212i,0.00048602+0.00044604i,0.0009738+0.00087704i,0.00063249+0.0012991i,0.00036012+0.00075272i,0.00041679+0.00038978i,0.00021912+0.00014904i,0.00027597+1.5339e-05i,-0.00027549+0.00098992i,-0.00042663+0.0012722i
0.0019087-0.0013419i,0.0025171-0.00040226i,0.00086302+0.00028677i,0.00016579+0.0010068i,-3.6823e-05+0.0011132i,2.649e-05+0.00055453i,0.00044421-0.00011521i,0.00054068+0.00022941i,0.00065769+0.0006306i,0.00022279+0.0003664i,0.00019126+0.00041192i,0.00051502+0.00040457i,0.00089422-0.000256i,0.0010616-0.00017057i,0.00085143+0.00037496i,0.0011251+0.001067i,0.0010864+0.0015744i,1.8276e-05+0.0009456i,-0.00018817+0.00025169i,0.00040765+0.00034645i,0.00029283+0.00048275i,9.588e-05-1.5092e-05i,-4.1872e-05+0.00020507i
0.00061582-0.00044172i,0.00021465-0.00053743i,-0.00016505+8.2681e-05i,-0.00066064+0.0011348i,-0.00066682+0.0013418i,-8.0102e-06+0.00072498i,0.00070085+0.00047489i,0.00055243+0.00032643i,0.00046646+4.637e-05i,8.6214e-08-0.0002458i,-0.00039042-0.00065042i,-0.00058617-0.00023096i,-0.00061769+0.00045904i,-0.00024099+0.00058363i,0.00030047+0.00059286i,0.00034906+0.00037739i,7.2067e-06+0.00052473i,0.00020491+0.001183i,0.00024417+0.0010162i,-8.0382e-05+0.00077512i,6.4084e-06+0.000178i,0.00070997-0.00028893i,0.0001461-0.00026417i
1.8139e-05+0.00032796i,0.00045626+0.00019869i,0.00014555+0.00031716i,-9.4605e-05+0.00087695i,0.00048228+0.0014235i,0.00071061+0.00050154i,0.00068035-0.00010133i,0.00092424-0.00014681i,0.0005173+0.00026835i,-0.00047643+0.0007538i,-0.00047729+0.0011599i,-0.00027242+0.0011992i,-0.00044047-2.7265e-05i,-0.00080303-0.00084506i,-0.0010604-0.00040868i,-0.00042864-5.0935e-05i,-0.00028894+0.00034857i,-0.00056434+0.00066737i,-0.00021519+0.00017788i,9.4518e-05-0.00045813i,-8.3218e-05-0.00091657i,6.1177e-05-0.00065159i,0.0001079-0.00015031i
0.0015778-0.00010191i,0.0014545-0.00010095i,0.00071913-0.00071582i,0.00064141-0.00025774i,0.00072822+0.00074062i,0.00032788+0.00049469i,0.00019271-0.00014208i,0.00028261+0.0004548i,0.00011212+0.00078686i,0.00078135+0.00040857i,0.001452-0.00026009i,0.00094935-0.0003503i,-6.2453e-05-0.0001114i,-0.00038045-0.0003297i,3.413e-05-0.00022393i,-0.0002921+0.00046801i,-0.00020921+0.00060827i,0.00032764+0.00033374i,5.9326e-05+0.0001828i,-0.00037175+0.00080745i,4.8198e-05+0.00095086i,2.914e-05-0.0001696i,-0.00028536-0.00047926i
0.00010164-0.00097794i,-0.00015529-0.00081855i,0.00022621+0.00013553i,0.00087836+0.0010809i,0.00036018+0.0013587i,0.00033226+0.0013663i,-0.00039186+0.001363i,-0.0011363+0.0014056i,-0.00064712+0.0011341i,-0.0003023+0.00086759i,-9.2544e-05+0.00078626i,0.00014191+0.00010446i,0.00015129+0.00034925i,-0.00021581+0.0011603i,-0.00093941+0.00088031i,-0.00048248+4.3807e-05i,0.0003816-0.00016586i,0.00032114+0.0001994i,0.00017207+0.00047738i,0.00017024+0.00025144i,-6.1854e-05+0.00053938i,-0.00072617+0.0011148i,-0.00089562+0.00043759i
0.0001307+0.00097967i,-0.00048763+0.0017664i,-0.00043813+0.00167i,0.00015156+0.0010585i,0.00027819+0.00087498i,0.00013399+0.00051084i,0.00034234+0.00062131i,0.0004153+0.00025773i,6.4952e-05-0.00036729i,-0.0010776+0.00016752i,-0.0014526+0.00075053i,-0.0006004+0.0003811i,0.00026677-0.0003625i,0.00021708+0.00014967i,6.0869e-05+0.00054645i,4.6128e-05+0.00069512i,0.00015004+0.00043445i,0.00043056+0.00011536i,0.00085112+0.00025447i,0.0008866+2.3871e-05i,-0.00022276-0.00041852i,-0.00068386-0.0007927i,-1.5649e-05-0.00068076i
0.00039842+2.5594e-05i,-0.00026392-0.0006556i,-0.00082807-0.00042522i,-0.00026857-0.00041622i,0.00036573+0.0003451i,-0.00022507+0.00093824i,-0.00024156+0.00087057i,-0.00010732+0.00058544i,-0.00039342+0.00069075i,-0.00016126+0.0011866i,0.00020143+0.0010833i,0.0004296+7.097e-05i,0.00079669-2.9688e-05i,0.00032972+0.00054206i,-0.00057042+0.00031894i,-0.00031204-7.261e-05i,9.359e-05+0.00029076i,-0.00022427+0.00063804i,9.5324e-05-0.0003388i,0.00077584-0.00080389i,0.0010023+8.6405e-05i,0.0010543-1.9618e-06i,0.00085244-0.00013365i
0.0018873-0.00090385i,0.0018908-0.0018094i,0.0013179-0.0011318i,0.0011412-0.00019512i,0.0014928+0.00058001i,0.0012408+0.00088453i,0.00085683+0.001322i,0.00019809+0.0015919i,-0.00027199+0.00091031i,-0.00013026-0.00011311i,0.00041405-0.00016192i,0.00030695-0.00013277i,0.00015425-8.0986e-06i,0.00045772+0.00061674i,0.00032578+0.00066467i,-1.7701e-05+0.00052867i,-7.1151e-05+0.00068352i,-9.7781e-05+0.00080388i,-0.00061481+0.00070024i,-0.0006118+0.00082604i,-0.00015505+0.00075587i,0.00030092+6.8946e-05i,0.00046483-0.00010722i
0.0021715+0.00054164i,0.0021604-0.0002461i,0.0016016+0.00034401i,0.0005458+0.00064377i,0.00036981+0.00073056i,-0.00058355+0.00017137i,-0.0012609-1.4078e-05i,-0.00013078+0.001097i,-0.00012437+0.0010965i,-0.0010532+0.00037436i,-0.00078345+0.0003501i,-0.00047266+0.00024958i,-5.765e-05-0.00047743i,0.00029298+0.00049276i,0.00024353+0.0017332i,0.00062282+0.0011064i,0.00097654+0.00016088i,0.00068328-0.0007768i,-0.00015574-0.00058269i,-0.00091251+0.00083213i,-0.00088443+0.00056986i,-0.00026442-0.0005797i,0.00016014-0.00065419i
0.00022114-0.00029831i,0.00023707+0.00020382i,0.00029006-0.00010243i,-0.00013673-0.00063343i,0.00030581-0.00019516i,0.001512+0.00076892i,0.0011713+0.00081522i,0.00076212+0.00070243i,0.00103+0.00070417i,0.00076441+0.00038947i,-0.00011631-0.0006207i,-0.00034254-0.00080718i,0.00044299-2.7514e-05i,0.00074618-1.1575e-05i,2.5808e-05-0.00033473i,-0.0011782-0.00055235i,-0.00072905-5.1062e-05i,0.00020303+0.00061759i,0.00031332+0.00050496i,0.00031818+0.00050323i,-0.00053755+0.0002968i,-0.00096798+5.6421e-05i,0.00014256-3.551e-05i
0.00095084-0.00047012i,0.0013314+5.3328e-05i,0.0012092+0.00042226i,0.00038601+0.0013517i,-0.00055771+0.0023139i,-0.00059034+0.0016653i,-0.00065799+0.00080966i,-0.00094604+0.00017636i,-0.00037138-0.00019167i,0.00045872+0.00014309i,0.00013313+0.00012541i,-0.00073661+0.00013601i,-0.0013253-0.00023308i,-0.0012061-0.00025438i,-0.00116+7.4958e-05i,-0.0010879+0.0004796i,-0.00064258+0.00081092i,-0.00080857+0.00036884i,-0.00056589+0.00090319i,0.00021475+0.0015343i,0.00051816+0.00043944i,0.000252-0.0002512i,-3.0149e-05+0.0001024i
-0.00061092+0.0012562i,-0.00050158+0.001262i,-0.00028872+0.0013287i,-6.8462e-05+0.0007405i,0.0004027+0.00024805i,0.00047549-0.00022756i,-0.0002103+0.0004175i,-0.00054638+0.00049613i,-0.0004612+0.00073281i,9.6377e-05+0.00074933i,0.00034756+4.3412e-05i,-0.00025923-0.00012129i,-3.467e-05-0.00056025i,-0.00028394-0.00037493i,-0.0010606+0.00029598i,-0.00081369+0.00039306i,0.00039941-7.4693e-05i,0.0012441-0.00040132i,0.00060168-0.00059337i,-0.00023974-0.00054414i,-0.00080185-0.00077085i,-0.00096409-0.00044061i,-0.0010582+0.0002048i
