-0.001954+0.0017859i,-0.0031859+0.0024146i,-0.0032862+0.0028141i,-0.0022847+0.0013951i,-0.0021847+0.001093i,-0.0022251+0.0015992i,-0.0012397+0.0015872i,0.00016276+0.001504i,0.00073512+0.00072103i,0.00085895-0.00010661i,0.00091816-0.00018253i,0.00030794+0.00030508i,0.00066565+5.9944e-05i,0.0010062-7.7662e-06i,-0.00017171+0.00022163i,-0.00072176+0.00027865i,-0.00022817-0.00010134i,0.00022304-0.00058418i,0.00045403+0.00027895i,0.00038977+0.00059244i,0.0005978-0.00016712i,0.00043276+4.791e-05i,-0.00034568+0.00026551i
-0.0019978+0.001714i,-0.0018068+0.0024821i,-0.00084211+0.0018558i,-0.00049004-0.00026416i,-0.00077629-0.0012669i,-0.00076924-0.0016164i,-0.00026213-0.00075173i,0.0004574+6.2424e-05i,0.00019599+0.000177i,-0.00075002+0.00068183i,-0.0008417+0.00047024i,-0.00016665-0.00010033i,-0.00032868-0.00018746i,-0.00028209-0.00022913i,0.00039094+0.00025867i,0.00066727+0.0010062i,0.0001917+0.00079089i,-0.00023509+0.00043526i,-0.00018213+0.0003862i,-0.00036494+0.00016209i,-0.00047602+0.00060289i,-0.00058376+0.00044461i,-0.00058521-0.00069122i
-0.0013603-0.0014846i,-0.0026019-0.0020646i,-0.0031183-0.00045396i,-0.001522+0.0005539i,-0.00023051+0.00017155i,-0.00017402+0.00035398i,0.00036624+0.00014675i,0.0010717+7.5635e-05i,0.0012411+0.00038445i,0.00070529+0.00037358i,-5.543e-06+0.00043704i,-0.00015154+0.00045695i,0.00051203+6.3372e-05i,0.00062663+0.00020565i,0.00038067+0.00032141i,0.00034054+0.00066993i,0.0001467+0.00014479i,0.00029483-0.00068552i,4.8165e-05-0.00010431i,-0.00028746+0.00036453i,2.615e-05+1.8825e-05i,0.00081533-0.00053857i,0.0011724-0.00023413i
0.0034674+0.0019289i,0.003102+0.0011574i,0.0018085+2.0201e-05i,0.0010787-0.0011326i,-0.000135-0.0011694i,-0.00083191-0.00079308i,-0.00017484-0.001015i,1.8389e-05-0.00084925i,-2.3541e-05-0.00057514i,0.00012111-0.00030278i,-0.00023462-0.00068173i,-0.00069339-0.0010577i,-0.00077478+3.3476e-05i,-0.00024207+0.00062998i,0.00016681+0.0001968i,0.00022648+0.0001588i,-0.00031962+0.0004873i,-0.0005574+0.00052726i,0.00015414+0.00061515i,0.00011694+0.00055997i,-0.00051409+0.00011763i,-0.0012173+0.00010584i,-0.0010736-0.00011585i
0.00055433+0.00028889i,0.0015649-0.00032406i,0.0010862-0.00068552i,-0.00082668-0.00075539i,-0.0010433-0.00031719i,-0.00052843+0.00029422i,-0.00048145+0.00073044i,-0.00060159+0.00069209i,-4.3673e-05-0.0003107i,0.00043639-0.00013165i,0.0010884+0.00057572i,0.0011394+0.00042073i,0.00079878+0.0003234i,0.00064717-4.3629e-05i,0.00058831-0.00020192i,0.00010967+0.00011332i,-0.00036514+0.0011954i,0.00014156+0.0010827i,-0.00021735+0.00030741i,-0.0003589+0.00024122i,-0.00068495-4.4943e-05i,-0.00092762-0.00026848i,-0.0003461-0.0001865i
0.0014403+0.0014736i,0.00046653+0.0010708i,-0.00074408+0.0003422i,-0.0013063-1.6821e-05i,-0.00065932-0.00041064i,-0.00015231-0.00099982i,-0.00028469-0.0011792i,-0.00027928-0.0006166i,-0.000148-0.00045214i,0.00011198-0.00094286i,0.00013602-0.00057455i,-0.00043972-0.00010751i,-0.00013746+0.00049267i,-0.00037026+0.00053685i,6.4929e-05-0.00059654i,0.00092993-0.00058292i,0.0005966-6.3366e-05i,2.3262e-05+0.00023368i,-0.00059235+0.00027283i,-0.00073793-0.00018398i,-0.00056895-0.00027028i,-0.00042169+0.00051582i,-0.00068795+0.0010195i
-0.0023673+0.0013966i,-0.0025859+0.0019249i,-0.0022192+0.0014389i,-0.0015269+0.00042545i,-0.00098787+0.00036679i,-0.00014756+0.00038379i,0.0011559-0.00042546i,0.0013088-0.00089321i,0.00069779-0.00013631i,0.00012457+0.00027579i,-0.00024597+0.00062083i,-0.0008017+0.0011826i,-0.0010854+0.001226i,9.4009e-05+0.00084373i,0.0013125+0.0005915i,0.0011164+0.00030076i,0.00053082+0.00028114i,-3.679e-05+0.00016039i,-0.00068497-0.00024083i,-0.00056673-0.00036215i,-1.321e-05-0.00024246i,0.00050313-0.00020262i,0.00050027-0.00011461i
0.0018893+0.00075674i,0.0025304-0.0010639i,0.0017534-0.0034871i,-1.874e-05-0.0035756i,-0.00090827-0.0019667i,-0.0015814-0.000956i,-0.00090165-0.00080228i,0.00034157-0.00067505i,0.0006679-0.00047257i,0.0004393-3.6651e-05i,8.9921e-05+8.6415e-05i,-0.0005859-0.00045041i,-0.00087717-0.00042704i,-0.00042371+0.00025665i,0.00023422+0.00053702i,0.0001481+0.00060882i,-0.00045749+0.00033645i,-0.00077802+0.00031579i,-0.00029998+0.00061923i,-0.00010838-0.00024623i,0.00013006-0.00062095i,0.00026071-7.3658e-05i,-0.00011555+0.0001072i
-1.3798e-05+0.0011827i,0.00084379+0.00089445i,0.00085394+0.0003589i,0.00026306+0.0002397i,1.4903e-05+0.00031972i,-0.00031613+0.00023467i,0.00013182-0.00010237i,0.00082672-0.00035092i,0.00066109-0.0002804i,0.00054728+0.00013049i,0.00079755+0.00013655i,0.0011167+0.00043321i,0.00044132+0.00062008i,-8.1422e-05+0.00043853i,0.00028876+0.00061659i,0.00083062+0.00062323i,0.00030635+0.00020552i,-0.00099945-6.1811e-05i,-0.00098257-2.6063e-06i,-0.00014373+0.00030821i,-0.00027071-0.00016955i,-0.00034761-0.0011966i,1.5415e-05-0.00086758i
0.00049505+0.0016176i,0.00094559+0.0022018i,0.00086081+0.0016843i,0.00033384-6.0215e-05i,0.00024726-0.00095158i,-0.00018136-0.0010439i,7.8079e-05-0.0010924i,0.00052429-0.0009199i,0.00085364-0.00077088i,0.001124-0.00116i,0.00072258-0.0010213i,0.00023035-0.00028081i,6.2262e-05+0.00019002i,0.00013632-0.00028198i,0.00017828-0.00038632i,0.00034453+0.00012506i,-0.00011571+2.1522e-05i,-0.0006563-0.00037556i,-0.00068395-0.00034594i,-0.00046447+0.00012685i,-0.00029777+0.00095087i,-0.0002262+0.001424i,-0.00025342+0.0008491i
-0.0012348+0.00046607i,-0.0012892+0.00098285i,-0.0019756+0.00065192i,-0.0017867+0.00030454i,-0.0011435+0.00059963i,-0.0007184+0.00011769i,-0.00043799-1.3584e-05i,-0.00077013-3.0643e-05i,-0.00047719-7.576e-05i,0.00011275+0.00021731i,-0.00029985-0.00022556i,-0.0003529-0.00034168i,0.00055724-0.00013455i,0.0013975-0.0003995i,0.0016302-0.00032834i,0.00077611+0.00054807i,-0.00014291-0.00019848i,-0.00032556-0.0010611i,3.402e-05-0.00017316i,0.00019777-0.00014673i,0.0001042-0.00037135i,5.2341e-05-0.00010553i,0.00019131-0.00024903i
0.0021787+0.0016684i,0.0018113-1.6213e-05i,0.002009-0.0018775i,0.00043953-0.0015812i,-0.00078319-0.00035318i,-0.00053642+0.00043087i,-0.00013235+0.00014867i,6.9655e-05-0.00026384i,0.00017168-0.0008539i,0.00052558-0.00041987i,0.00041301+0.00043379i,-0.00058742+0.00023629i,-0.00076904+1.8093e-05i,-0.00055229+0.00036106i,-0.0013917-4.4124e-05i,-0.00083018-0.00084799i,0.00033074-0.00023763i,0.00045795+0.00033637i,-0.00024529+0.0001505i,-0.00067757-0.00056102i,-0.00045955-0.00069069i,0.00017623+0.00015516i,0.00034062+0.00042992i
2.7789e-05+0.0024593i,0.00028822+0.0020104i,-0.00029373+0.00049871i,-0.0006087-0.001048i,-0.0005144-0.00066467i,-0.00055588-0.00039837i,-0.0002332-0.00027506i,-0.00034344+0.0004614i,-0.00039237+0.00066959i,7.7847e-06+0.00035665i,0.00013338-2.0048e-05i,0.00059717+0.00028634i,0.00021434+0.000543i,-0.00060239-4.6613e-05i,-0.00031456-5.68e-05i,-0.00016735+0.00031727i,-0.00077564-0.00017128i,-0.00065414-0.00076962i,-0.00045561-0.00046754i,-0.00046107+0.00017991i,-0.00070354+0.00047023i,-0.00060353+0.0008386i,-0.00014376+0.00078403i
0.00026211+0.0009235i,0.0014125+0.00020724i,0.0016235-0.00099065i,0.00043107-0.0021597i,-0.0011532-0.0013644i,-0.00207-0.0013168i,-0.0015753-0.0013513i,-0.00016942+5.5525e-05i,0.00061537+0.0003487i,0.00069109-0.00045405i,0.00074139-0.00027937i,0.00075078-0.00024606i,0.00021753-0.00045603i,-5.9717e-05+6.9563e-05i,0.00030297+0.00078236i,0.00048937+0.00073231i,0.00036636+0.00069336i,-0.00012323+0.00087313i,-0.00028232+0.00068114i,-8.0937e-05+0.0011048i,3.0599e-05+0.00089982i,0.00037355+0.00020577i,0.00026774-0.00041295i
0.0015392+0.0019775i,0.0018707+0.0022839i,0.0018205+0.0019179i,0.00116+0.0013471i,0.00086396+0.0001769i,0.00070203-0.00073285i,0.00024983-0.00046256i,0.00063175+0.00013933i,0.0006643+0.00041093i,0.00038416-0.00010852i,0.00035296+0.00015313i,-9.1561e-05+0.00085166i,-0.00033224+0.0010937i,-0.00046434+0.00084343i,-0.00023356+1.4064e-05i,1.0864e-05-7.236e-05i,0.00046919+0.00076634i,0.00095747+0.00081915i,0.00070989+0.00060203i,-0.00012204+0.00044086i,-0.00010884-0.00021633i,-0.00046456-0.00052641i,-0.00064932+0.00016001i
-0.0005521+0.0026314i,0.00014816+0.00098447i,-0.00066348+0.0002447i,-0.0016713+5.3877e-05i,-0.0012056-0.00061986i,-0.00043806-0.00058384i,-0.00037992-0.00048285i,-0.00021339-0.00067696i,0.00051278-0.00075686i,0.00038474-0.00079989i,8.4086e-05-0.00062686i,-0.00016444-0.00059045i,-0.00022193-0.00013166i,-0.00041802+0.00025933i,-0.00048739+0.00015184i,-4.0405e-05+0.00018222i,-0.00041079+0.00064158i,-0.00085612+0.00090245i,-0.0013845+0.00061178i,-0.001439+0.00011161i,-0.00050787-6.236e-06i,0.00054707+0.00027038i,0.00066281+0.00023061i
0.0019348+0.0030015i,0.0019916+0.0020881i,0.0014104+0.0008159i,0.00062058-0.0006712i,5.7055e-05-0.0012504i,-2.5521e-05-0.0013087i,0.00012301-0.00046866i,-2.0867e-05-1.9114e-05i,-8.8158e-05-0.00046327i,0.00050217-0.00082547i,3.4164e-06-0.00073373i,-0.00046651-0.00030497i,-0.00043567+1.9542e-05i,-0.00083566+0.00053855i,-0.00088159+0.0008686i,-0.0011206+0.00036476i,-0.00064609-0.00022871i,4.9192e-05-0.00034801i,0.00022133+1.8676e-05i,-2.134e-05+0.00064251i,2.6452e-05+0.00048173i,0.00011814+0.00012633i,7.2684e-05-7.4693e-05i
0.00010905+0.0015319i,0.00033101+0.00074553i,-0.00044316-0.00069082i,-0.00073876-0.001312i,-0.00012196-0.0010349i,0.00032955-0.00011499i,6.7145e-05+0.00019622i,0.00046469-0.00027676i,0.00066212-0.00012579i,-2.7165e-05+2.006e-06i,-0.00063743-0.00032884i,-0.00036897+0.0003391i,-0.00040545+0.00093711i,-7.0816e-05+0.00056713i,0.00034402+0.00048006i,-0.00031862-0.00030307i,-0.0003408-0.00069824i,0.00016643-0.00022547i,0.00036954+0.00028749i,-8.7699e-05-2.9692e-05i,-0.0002432-0.00030875i,8.0554e-06+0.00014548i,-0.00053973+0.00020694i
4.1973e-05+0.0052031i,0.00022162+0.0035174i,0.00072131+0.0013333i,0.00042735-4.3499e-05i,-0.0004338-0.0016099i,-0.00064271-0.002448i,-0.00054953-0.0023388i,-0.00065404-0.0011885i,-0.0010625-0.00031712i,-0.0014171-0.00031533i,-0.00067412-4.7578e-05i,-0.00018049+0.00051645i,-0.0011596+0.00069134i,-0.0014682+0.00043888i,-0.0011714-0.00025207i,-0.0011002-0.00049747i,-0.00059267-0.0003157i,0.00019775+0.00029762i,0.00096399+0.00023292i,0.00095377+0.00027268i,-0.00014578+0.00071631i,-0.0008507+0.00060571i,-0.00079037+0.00054446i
-0.0015372-0.0011107i,-0.0016146-0.00077355i,-0.00098666+0.00018067i,-0.00037588+0.0012024i,0.00046091+0.0013932i,0.00013527+0.0011849i,-0.00057687+0.00085737i,-0.00028264+0.00051161i,6.1867e-05+0.00037175i,0.00042962+0.00020595i,0.0012275-0.00043096i,0.00096993+0.00041742i,0.00040737+0.0010956i,0.00094259+0.00028774i,0.0012841+0.00035919i,0.00068988+0.00077683i,0.00049491+0.00057131i,0.00089735+0.00053436i,0.00014287+6.3153e-05i,-0.00019746-0.00050102i,0.00011302-0.00044101i,0.00013149-0.00011444i,5.4351e-05+0.00031168i
0.0010717+0.0032808i,0.0020207+0.0018345i,0.0011399-0.00050259i,-0.00046134-0.0019395i,-0.0012273-0.0017871i,-0.00068832-0.00040784i,0.00040833+0.00049512i,0.00013647+0.00027763i,-0.0005949-5.7964e-05i,-0.00088171-0.00012093i,-0.00064061+0.00021787i,0.00020574+0.00037374i,-0.00013384+0.00051451i,-0.00098793+0.00056403i,-0.00055551+0.00051717i,-0.00083485-0.00016873i,-0.00079141-0.00087454i,0.00040137-0.000318i,0.00069403+0.00061339i,0.00066277+0.00047989i,0.0002727+0.00048105i,0.00069894-0.00027349i,0.0011389-0.00092275i
-0.0019736+0.00083711i,-0.0020572+0.0017255i,-0.00097626+0.0007039i,-0.00093142-9.96e-05i,-0.0017985+2.3645e-05i,-0.0003754-9.0178e-05i,0.00097194-0.00013268i,0.00097198-0.00037936i,0.00073659-0.00066608i,0.00050045-0.00039479i,4.438e-05-0.00022686i,-0.0004572+0.00036311i,-0.00025432+0.00049323i,0.0011318-0.00070867i,0.0015756-0.0011288i,0.00064755-0.00057112i,0.00016134-0.00051307i,-9.129e-05-0.00046728i,-0.0003671-0.00030793i,-0.00030383-6.2476e-05i,-0.00078245+6.1139e-05i,-0.0015388+0.00019481i,-0.001342+0.00029236i
0.00070738+0.0013389i,0.00076568+0.00031393i,0.00090411-0.0020942i,0.00043952-0.001757i,-1.8771e-05-0.00020874i,-0.00025169-6.4672e-05i,-0.0002221-0.00042325i,0.00024991-0.00035681i,0.00072254+0.00026955i,0.00034612+0.00022471i,-0.00038323-0.00026148i,-0.00057562-0.00052801i,-0.00012803-0.00027984i,0.0002224-0.00030837i,0.00061312-0.0004061i,0.00017344+0.00016931i,-0.00081565+0.00056415i,-0.001161+0.00086556i,-0.00088635+0.001145i,-7.1306e-05+0.00029835i,0.00035918-0.00055685i,9.0054e-06-0.00070778i,0.00037527-0.0002019i
0.0012381+0.0058843i,0.0020291+0.0040303i,0.0028439+0.00043932i,0.0028664-0.00064385i,0.00049376-0.001345i,-0.0010323-0.0021267i,-0.00061174-0.0014077i,-0.00027638-0.00056042i,0.00028801-0.00025992i,0.0006942-0.00058251i,0.0014963-0.0013057i,0.0012252-0.00098527i,-0.00026098-0.0015452i,-0.00083334-0.0018841i,-0.0014467-0.0012916i,-0.0018283-0.0014608i,-0.0013617-0.00082634i,-0.0013628+0.00045527i,-0.0014988+0.00082087i,-0.0014542+0.00063801i,-0.0012194+0.00031678i,-0.00080767-0.00011338i,-2.4349e-05-0.00059329i
0.0010285+0.00099128i,0.0014012+0.00057255i,-0.00076278-0.00020906i,-0.0020152-7.4146e-06i,-0.0012962-0.00038703i,-0.00099179-0.00092853i,-0.00092187-0.00067291i,-0.00011002+0.00041088i,0.00059393+0.00089694i,3.9006e-05+2.8758e-05i,-0.00057789-0.00026092i,-0.00028465+0.00090715i,0.00080497+0.0018543i,0.00095616+0.0012427i,0.00044321+0.00089045i,-0.00049402+0.00080609i,-0.0010519-0.00023217i,-0.00023681-0.00083017i,0.0010672-0.00025474i,0.0013675-7.0451e-06i,0.00030869-0.00058484i,-0.00056732-0.0011247i,-0.00067023-0.00066951i
-0.0018868+0.0017715i,-0.00060046+0.0025426i,-0.00076255+0.0025876i,-0.0014778+0.00097106i,-0.00086898-0.00029509i,0.00056801-0.00051653i,0.0014327+2.306e-05i,0.0011217+0.00046823i,0.00023064+0.00055959i,-0.00063627+0.00015772i,-0.00092439-0.00027792i,-0.0011187-6.1131e-05i,-0.0013729+0.00064865i,-0.000915+0.00024284i,-0.00014675-0.00042471i,0.00012042-0.00031767i,0.00010008-0.00027448i,-0.00019653-5.305e-05i,-0.00024574+0.00016186i,1.6654e-05+0.00077354i,-0.00029286+0.00060893i,-0.00040129-0.00081046i,0.00022858-0.0015568i
0.00080493-0.00099353i,0.00067126-0.0028756i,0.00030945-0.0035966i,-0.00040536-0.0031807i,-0.0011108-0.0019796i,-0.00048208+5.047e-05i,-1.0008e-05+0.0017174i,-0.0011959+0.00092179i,-0.0017063-0.00093305i,-0.0010184-0.00068641i,-0.00053783+0.00077428i,-0.00017213+0.0014161i,0.00065837+0.0019012i,0.00027926+0.0023045i,-0.00048978+0.0012632i,-0.00083872+0.00041405i,-0.001261+3.2056e-05i,-0.00068346+0.00016148i,-0.00026272+0.00038184i,-0.00037685+7.917e-06i,5.3702e-06-4.4905e-05i,-0.00021927-0.00029953i,-0.0002167-0.00022759i
-2.0812e-05+0.00079457i,0.00025095+0.00057599i,-9.7871e-05+0.00065897i,-0.00036519+0.00034999i,-1.423e-05+0.0010286i,5.6707e-05+0.0010682i,0.00061278-0.00011282i,0.0006813-0.00071705i,0.00035928-0.00025075i,0.00018222-1.4813e-07i,0.00026924-0.00062825i,5.7669e-05-0.00059676i,-1.2871e-05+0.00036096i,0.00015074+0.00022072i,-0.00016204-0.00032876i,-8.1428e-05-0.00011386i,0.00024828+0.00037092i,0.00062944+0.00057187i,0.00038271+5.0006e-05i,-0.00062879-0.00054765i,-0.0014103-0.00010356i,-0.0012757+0.00014809i,-1.0792e-05-0.00024027i
-0.00095373-0.00048453i,2.1696e-05+0.001488i,-0.00010516+0.0015269i,-0.00037786+0.0010098i,-0.00049851-3.5072e-05i,-0.00063855-0.0007996i,6.4937e-06-0.00063907i,0.00027818-0.0005264i,-3.3904e-06-0.00055478i,-7.7026e-06-3.7957e-05i,0.00050162+0.00018156i,0.00072899+0.00010538i,0.0006958+0.00014221i,0.0010573+0.00030156i,0.00040248-0.00045797i,2.4976e-05-0.0012242i,0.00040719-0.00054846i,-0.00016028-0.00023147i,-5.2759e-05-0.00026806i,3.1599e-06+0.00036423i,-0.0007428+0.00066498i,-0.00043796+0.0010179i,0.00014023+0.0010249i
0.0023538-0.00040736i,0.00061468-0.0013565i,-0.001478-0.0025584i,-0.0019619-0.0014787i,-0.002082-0.00025203i,-0.0016471-0.00022569i,-0.00022815+1.6457e-05i,-2.2571e-05+0.00025751i,0.0003488-0.00014825i,0.00095945-0.00035177i,1.0154e-05-0.0004576i,-0.00054405-0.0004207i,-0.00017625+0.00012681i,-0.00026991+9.2012e-05i,-0.00042457+3.4096e-05i,-0.00052108+0.0001454i,-0.0001827-0.00010522i,0.0006561+9.4201e-05i,0.00059418+0.00021061i,0.00034621+0.00017609i,0.00059962+0.00034602i,0.00092181-0.00014217i,0.00063914-3.0536e-05i
0.00027629+0.0018204i,0.0012299+0.0017158i,0.00038262+0.00016635i,-0.00019014-0.0016013i,0.00048815-0.00096962i,0.00031793-0.00074715i,-0.00066333-0.0014051i,-0.00060842-0.00052163i,0.00059652-0.00012704i,0.00069705-0.00062897i,-9.5186e-06-0.00095355i,-0.0003531-0.00093607i,-0.00039888-0.00069066i,0.00011494-0.00060768i,0.0010956-0.00028542i,0.00086534+0.00032773i,0.00042726+0.0002688i,0.00033346+0.00022152i,-0.00017256+0.00016742i,-0.0006347+3.0303e-05i,-0.00050422+3.5961e-05i,8.5221e-05-0.00011487i,0.00015689-0.00016945i
0.0018827+0.0029944i,0.0033758+0.0025365i,0.0041181+0.00074731i,0.0028559-0.0014192i,0.00040198-0.0025424i,-0.0012836-0.0019674i,-0.00055408-0.00081407i,0.00067879-4.5667e-05i,0.00088149+0.00012117i,0.0008983+0.00041358i,4.8023e-05+0.00029705i,-0.00061219-0.00013787i,2.7769e-06-0.00024381i,-0.000102-0.00042941i,-0.0013673-0.00033837i,-0.0011845-1.1219e-05i,-0.00045957+0.00065484i,-4.2838e-05+0.0010172i,2.1522e-05+0.00025422i,4.962e-05-0.00057144i,0.00049699-0.00065036i,0.00026099-0.00022006i,0.00020302+0.00043596i
-0.0021102+0.0015i,-0.0028424+0.0015514i,-0.0019189+0.0007023i,-0.00096628+0.00027628i,-0.00066906+0.0001021i,-0.00053412+0.00054723i,-9.2169e-05-0.0002885i,-0.00019085-0.00038922i,-0.00097415+0.00026279i,-0.00086088+0.00019288i,0.00024449+0.00011422i,0.00095471+9.2272e-05i,0.0015318+0.00024727i,0.001455-0.00020594i,0.00075275-0.00020745i,0.00015162+0.0006348i,0.00015323+0.00049901i,0.00022632+3.882e-05i,0.00015083+0.0005941i,0.00047384+0.00049169i,0.00051191+0.00053726i,-0.00036437+0.00060325i,-0.00079413-0.00011173i
-0.0009576+0.001008i,-0.0014515+0.0015373i,-0.0022949-9.0396e-05i,-0.0021472-0.00077309i,-0.00084336+0.00017817i,-0.00030184+0.0001481i,0.00020996-0.00078388i,0.00049078-0.00094958i,0.0002855-0.00066418i,-0.00021868-0.0006311i,-0.00020249-0.00021694i,0.00051197+0.00030918i,0.0011079+0.00015157i,0.00095083+0.00041822i,-1.6401e-06+0.00070631i,-0.00022487+0.00048621i,5.8411e-05+8.008e-05i,0.00011765+8.685e-06i,0.00067891-0.00034479i,0.00092169-0.0001566i,7.9184e-05-0.00034876i,-0.00064443-0.00044437i,-0.0005266+2.1494e-05i
-0.00067559+0.00060034i,0.00048074-0.0006803i,0.0010935-0.0023299i,-0.00027124-0.0017477i,-0.0012464-0.00092511i,-0.0017134-0.0011933i,-0.0015629-0.00099768i,-0.00057523-0.00049072i,0.00025743-0.0008167i,0.00092837-0.0010521i,0.0004422-0.00045245i,-0.0003435+5.1472e-05i,-0.00055689-7.9369e-05i,-0.00019014+1.2552e-05i,-0.00036055+0.0006986i,-0.00085548+0.00065529i,-0.00048596+0.00028638i,-5.8539e-05+0.00030421i,8.2505e-05+0.00032162i,0.00031137+7.494e-05i,0.00043909+0.00067612i,-0.00020976+0.00072944i,-0.00022059-0.00017897i
0.0009622+0.00079778i,0.0021171+0.0012179i,0.0019813-0.00028131i,0.0012529-0.0013177i,0.0006854-0.00050737i,0.0011431+0.00027591i,0.0013272-0.00034497i,0.00039142-0.0011003i,0.00038783-0.00098196i,0.0004265-0.0010103i,0.00010734-0.00052754i,-0.00024419+0.00032978i,-0.0012374+0.00027245i,-0.0013393-9.5536e-05i,-0.0005365+4.8867e-06i,-0.00027343+0.0003522i,-0.0002678-0.0001458i,-0.00041481-0.00042517i,-0.00079323+9.1786e-05i,-0.00085677-0.00030364i,-0.00029192-0.00074611i,0.00035749-0.00053614i,0.00029141-0.00023474i
-0.00038384+0.00097527i,-0.00069744+0.0019997i,-0.0018212+0.0022541i,-0.0020358+0.0012386i,-0.00087946+0.00058781i,-3.1681e-05+0.0003017i,-0.00033088-0.00012335i,-0.00039113-0.0009228i,1.0623e-05-0.0015449i,-0.00022502+9.1639e-06i,-0.00034651+0.0011512i,0.00020368+0.00037157i,0.00023157-0.00054736i,1.696e-05-0.00038587i,-3.6627e-05+0.00034025i,0.00025334+0.0011375i,0.00070874+0.0013641i,0.00026877+0.0011453i,-0.00040069+0.0011338i,4.9329e-05+0.00073797i,0.00097661+0.00037982i,0.0010877+0.00048555i,-1.3654e-05+0.00062792i
0.002255+0.0014323i,0.0018886+0.0011892i,0.0010371+0.00082488i,-0.00060138-0.00025101i,-0.0021597-0.00059167i,-0.0024558-0.00025603i,-0.001117-1.3184e-05i,4.871e-06-7.4195e-05i,0.00023784+0.00011071i,1.5838e-05+0.00031292i,-0.00021374+0.00011904i,-1.6646e-05+0.00036723i,-0.00015471+0.00060649i,-0.00088328+0.0010639i,-0.0010584+0.00053578i,-0.00054682-0.00032628i,-0.00031584-7.9542e-05i,-0.00093252-0.00012204i,-0.00078315-0.00036269i,-0.00028122+0.00018138i,-4.9599e-05-1.3407e-06i,-0.00027147-0.00053968i,-0.00077252-0.00064253i
-0.0022716+0.0033412i,-0.002862+0.002898i,-0.0026646+0.0015668i,-0.0019371+0.00051424i,-0.00096298-0.00016661i,-0.00051608-0.00073333i,-0.00057014-0.00092564i,0.00018123-0.0008904i,8.2088e-05-0.00022904i,-0.00021779+0.00011071i,-5.7156e-05+5.8624e-05i,-0.00043894-0.00038405i,-0.00048317-0.0010476i,-0.00053449-0.00070819i,-0.00086172+0.00013388i,-0.00067487+0.00028139i,0.00030092+0.00031604i,0.00080873+0.00058261i,-0.00044638+0.00053269i,-0.0012368-0.00010083i,-0.00099346-0.00015554i,-0.00018495+0.00029691i,4.8972e-05+0.00083534i
0.00071834+0.0037202i,0.001815+0.0022957i,0.001317+0.00019743i,0.00034997-0.0009584i,-0.00041807-0.0012449i,-0.00067969-0.0016041i,-0.00070225-0.001786i,-0.00047479-0.00087429i,-4.5498e-05-0.00024575i,3.536e-05-0.00044622i,-2.3277e-05-0.00039261i,8.5971e-05+0.00010592i,0.00032595+0.00029295i,0.00042172+0.00026593i,0.00014796+0.0005805i,-0.0002355+0.0011945i,-4.2131e-05+0.0015857i,-0.00028976+0.0010558i,-0.00010476-0.00038211i,0.0007148-0.00078185i,0.00082265-0.00037383i,0.0007779-0.00033933i,0.00050339-0.00040116i
-0.00084432-5.2836e-05i,4.6516e-05+0.00075842i,-0.00040181+0.00058938i,-0.0013978-0.00046168i,-0.0010932-0.00077236i,0.0001748-0.00075416i,0.00085798+0.00039573i,0.00056684+0.0011536i,-0.00011409-2.9078e-05i,-0.00065524-0.00064977i,-0.0004132-6.2635e-05i,0.00071066+0.00013619i,0.0010919+0.0001353i,0.00053042+0.00038409i,0.00018045+0.00058001i,0.00029294+0.00060721i,0.00023222+0.00026988i,-7.912e-05-0.00025807i,-0.00058873-0.00020003i,-0.0004605+0.00052053i,0.00014308+0.00082891i,0.0001361+0.00079116i,-0.00073505+0.00042312i
-0.0013435+0.0010382i,-0.0011982+0.0018888i,-0.00075203+0.0018733i,-0.0007687+0.001438i,-0.00025021+0.00093143i,0.00058493+6.9506e-05i,0.00010499-0.0003758i,6.3698e-07+0.00022334i,0.0009984+0.00018671i,0.00093395-0.00014056i,0.00023315-0.00028525i,-2.4187e-05-0.00024391i,0.00042915+0.00070696i,-0.00015356+0.00090043i,-0.00045818+0.00050416i,0.00010285+0.00063585i,-0.00067707+0.00076085i,-0.0004181+0.00090401i,0.00016596+0.00020506i,-0.00047273-0.00050486i,-0.00056912-0.0003646i,-0.00070481-0.00037222i,-0.0006565-0.00040065i
0.00078447+0.0020442i,0.001361+0.00066766i,0.0004192-8.7649e-05i,-0.0004806-0.00086309i,-0.0014003-0.0012381i,-0.0015572-0.0012955i,-0.00092039-0.00082264i,-0.00039494-0.00079501i,0.0002049-0.0010735i,0.00045777-0.0014427i,-0.00028608-0.0005364i,-8.7732e-05+0.00041036i,-0.00026097+0.00052727i,-0.0006026+0.00074963i,-0.00019981+0.00064885i,-5.7759e-05+0.00018105i,0.00015219-0.00035029i,-2.0127e-05+0.00052864i,-9.7359e-05+0.0012434i,-0.00034022+0.00056063i,-0.00021517-1.979e-05i,0.00067065-0.00054003i,0.00028812-0.00092845i
