-0.0014667+0.00087205i,-0.00041361+0.00059858i,-5.4546e-05+0.0016496i,-6.1263e-05+0.0029729i,-0.0013266+0.0025275i,-0.0021224+0.001566i,-0.0017496+0.0017693i,-0.0011907+0.002498i,0.00072499+0.0019674i,0.0023645+0.0011551i,0.0020708+0.00055554i,0.0012056-0.00030423i,0.0001713-0.00072i,-0.00074632-0.0013484i,-0.00081121-0.0015595i,-0.0006768-0.00043058i,-0.00095527+0.00042492i,-0.00034766+0.00021378i,-2.8802e-05+8.509e-05i,-0.00015042-0.00037735i,0.00018381-0.00034519i,-0.00045041+0.00040306i,-0.00080416+0.00098809i
0.0013793-0.00021143i,0.00074126-0.00048757i,0.00088438-0.00035287i,0.0012412-0.00087046i,0.00078564-0.001364i,-0.00053661-0.0011177i,-0.0014118-0.00043495i,-0.0014373+9.2745e-05i,-0.00023241+0.00044752i,0.00094838+0.00026037i,0.00069063+0.00014244i,0.0010359+0.00040986i,0.0010338+0.00071666i,0.00077593+0.00084493i,0.00061149+0.00083394i,0.00018+0.00038342i,0.0002497+6.8639e-05i,0.00086808+0.0001872i,0.00099029+0.00052016i,0.00029928+0.00035816i,-0.00015817-0.0006245i,-0.00023674-0.000234i,-0.00025356+0.0004174i
0.0020878-9.1953e-05i,0.0024233-0.000589i,0.0014076-0.0017263i,0.00045569-0.0012936i,0.00013429+2.4691e-05i,0.00024579-0.00011026i,0.00054841-0.00016411i,0.0010702+0.00038533i,0.001728+0.00077947i,0.001577+0.001243i,0.0011692+0.00077967i,0.00065769+0.00032714i,0.00032428+9.5481e-05i,0.00066791-2.6523e-05i,0.00017457-1.7818e-05i,-9.0824e-05+0.00037541i,3.5371e-06+0.00060254i,-0.00023121+3.0365e-05i,-0.00037578-0.000348i,-0.00078836-0.0004253i,-0.00066859-0.00024743i,-0.00028193+0.00027377i,-0.00048905-2.6138e-05i
-0.0014317+0.0008027i,-0.0013955+0.0015988i,-0.0014835+0.0023669i,-0.00072305+0.002688i,-0.00041264+0.0021107i,-0.00030641+0.00076585i,-0.00013935+0.00018115i,0.00057094+0.00051362i,0.0010314+0.00075508i,0.0009774+0.00062016i,0.00072595-2.2167e-05i,8.4968e-05-0.0011416i,-7.6251e-05-0.0017251i,-3.8142e-05-0.00078174i,-0.00043641-8.9004e-05i,-0.00042479+0.00013031i,-0.00072683-1.8337e-05i,-0.00077016-0.00039295i,-0.00054675-0.00028488i,-0.00021843-0.00014084i,0.00067274-0.00026858i,0.00092789+0.00039392i,0.00066643+0.00086313i
3.2751e-05+0.00072926i,-0.0010879-3.5488e-06i,-0.0019091-0.0019848i,-0.00064128-0.0022023i,4.8926e-05-0.00074405i,-0.00099321-0.0003091i,-0.0015155-0.00049282i,-0.00075973+2.8512e-05i,0.00036386+5.1066e-05i,0.00059141+0.0001581i,0.00039421+0.00042787i,0.00065765-0.00069006i,0.0005601-0.0014026i,0.00070646-0.00050265i,0.0002945+0.00028552i,4.3607e-06+0.00020148i,6.3172e-05+0.00047861i,-9.8793e-05+0.00084726i,-0.00036052+0.00050981i,0.00014811+0.00070328i,0.00066925+0.0015079i,-0.00036542+0.0015217i,-0.00071657+0.00034871i
0.00050193-0.0023447i,0.0005865-0.0018799i,-0.00028351-0.0012006i,-0.0015026-0.00013437i,-0.0016237+0.00060841i,-0.00088655+0.0015088i,-0.00043741+0.0014889i,0.0001266+0.00096021i,-2.6142e-05+0.001109i,0.00013612+0.00058827i,0.00099141-0.00025289i,0.00068204-0.00059944i,0.0005712-2.7967e-05i,0.00085206+0.00041265i,0.00064056+0.000383i,0.00015891-0.00013189i,-0.00047513-0.00024048i,-0.0012179+8.7639e-05i,-0.00092577+0.00030318i,0.00012144+0.00028293i,2.6222e-05+0.00054787i,-0.0006169+0.00068748i,-0.00061483+0.00055624i
-0.00016213-0.0013607i,0.00030501-0.00036045i,0.00021521-3.814e-05i,-0.00053186+1.2101e-05i,-0.0014667-7.6826e-05i,-0.00060827-0.00019425i,0.00019664-0.00029846i,0.00034904-0.00025504i,0.0010025+0.00044388i,0.0010895+0.00057774i,0.001142+0.00033091i,0.0010929+0.0005968i,0.00060813+0.00054151i,0.00043498-0.00020512i,-0.0003543-0.00062615i,-0.00016911-0.0001606i,0.00047518-4.6105e-06i,0.00044979+0.00040967i,0.00026285+0.0010769i,0.00017688+0.00054019i,0.00036815-1.9399e-05i,-0.00012782+0.00019309i,1.0777e-05+0.00010311i
-0.00069363+0.00012971i,-0.001544+9.7194e-05i,-0.0011232+0.0013511i,6.169e-06+0.0020758i,0.00032688+0.00093787i,-8.2915e-05-0.00036502i,-0.00088458+0.00028818i,-0.00089858+0.0013727i,-0.00010902+0.0018858i,0.00090647+0.0022645i,0.0015781+0.0020351i,0.0013851+0.00053936i,0.00083186-0.0010876i,-0.00010788-0.00097488i,-0.00057536-0.00036436i,0.00014034+0.00017246i,0.00078718+0.00064698i,0.00051907+0.00091775i,0.00066226+0.00053635i,0.0011316+0.00054341i,0.00088574+9.1329e-05i,0.00040782+0.00022053i,0.00019765+0.00092502i
0.0010083-0.00041572i,0.0010303-0.0018417i,0.00043687-0.0019793i,0.00034296-0.0014285i,0.00051945-0.00082254i,0.0002645-0.00030571i,-0.00034682+0.00018772i,0.00016369+0.00095785i,0.00076867+0.00090898i,0.00071097-8.9416e-05i,0.00080639-5.0468e-05i,0.00092832+0.00084899i,0.00030824+0.00051351i,-0.00061553+0.00052965i,-0.00049083+0.0004573i,-8.638e-05-6.3902e-05i,-4.3507e-05-0.00015628i,0.00015342-0.00016579i,0.00064825-0.0002484i,0.00054586+0.00041251i,-0.00014843+0.00072179i,-0.00067748+0.00051845i,-9.3455e-05+0.00013921i
0.00049265+0.00059111i,0.0014647+0.00050192i,0.0011256+0.00057657i,0.00033432+0.00030943i,0.00029356-0.00056679i,0.00054715-0.00084934i,0.00026909+3.362e-05i,-0.00052789+0.0012629i,-0.00013599+0.0011347i,0.00067691+0.00034379i,0.00064585-0.00050509i,0.00064848-0.0009021i,0.0012372-0.00096142i,0.00097678-0.0010068i,-0.00020563-0.00089446i,-0.00069564-0.00037116i,-0.0006722-1.0258e-05i,-0.00026623-3.0269e-05i,0.00034954+0.00012877i,0.00051533+0.0004215i,-0.00048991+0.00077937i,-0.0011429+0.00052797i,-0.00081801-0.00042496i
0.0019752-0.0008566i,-6.1404e-05-0.00059159i,-0.0011542-0.0015476i,-0.0014821-0.0020314i,-0.0018408-0.0012066i,-0.0013425-0.00065858i,-0.00022427-0.00074377i,0.00013311+0.00022782i,-5.3815e-05+0.00067582i,-9.105e-05+0.00010849i,0.00022582-0.00018176i,0.00036604-0.00063318i,6.1588e-07-0.00039126i,-0.00025117+0.00073424i,0.000185+0.00024596i,7.4276e-05-6.4052e-05i,-0.0011513+0.00014116i,-0.00079996-0.00016792i,0.00073342-0.00022734i,0.00095131+8.138e-05i,0.00085329+0.00018929i,0.0011174+0.00016475i,0.00059871-0.00036678i
2.7113e-05-0.00048219i,1.9169e-05-0.00052933i,7.6312e-05-0.00075698i,0.00060919-0.00023186i,-0.00045058+0.00024777i,-0.00095968+0.0012682i,0.00020258+0.0016927i,0.00092251+0.001413i,0.00041584+0.001102i,0.00031352+0.0010096i,0.00028097+0.00075712i,-4.0359e-05-0.00050401i,-5.0324e-06-0.0008072i,0.0007338+0.00017047i,0.000889+0.00024076i,0.00057771-0.00011015i,0.00032219+0.0001087i,-0.00020021+0.0005706i,-0.00032082+0.00010808i,-4.0795e-05-0.00022327i,0.00013253-0.00043832i,0.00028103-0.0002331i,0.00062882+0.00042093i
0.0011167+0.00096135i,0.00095929+0.00083928i,-0.0001244-0.00038964i,-0.00081164-0.0014357i,-0.00082971-0.0010788i,-0.0013918-0.00060305i,-0.0012074-0.00054242i,-0.00014937-0.00059699i,0.00061168-0.00025722i,0.00081015-0.00021252i,0.00027722-0.0010572i,-0.000414-0.0017055i,-0.0003499-0.0010373i,5.9199e-05+0.00020612i,0.00037723+0.00083161i,0.00018147+0.00064888i,0.00028271-0.00034237i,0.00084596-0.00082307i,0.0005738-0.00024971i,-9.4627e-05+0.00055175i,-0.00013243+0.00072291i,0.00059902+0.00026431i,0.0011997+9.4377e-05i
-0.0018346-0.00010406i,-0.0024033+0.0010762i,-0.0026187+0.0013691i,-0.00059404+0.0011489i,0.0013059+0.00095703i,0.0014376+0.00090909i,0.00057902+0.00042409i,-5.8969e-05+0.00024526i,0.00027211+0.00053107i,0.00067665+0.00040928i,0.00029898-0.00012274i,0.00050375-0.00070386i,0.00073569-0.00077619i,0.00029531-0.00011628i,0.00015975+0.00060444i,-2.3526e-05+0.00044228i,7.8161e-05-0.00052947i,8.2098e-05-0.00087111i,-0.00044487-0.00080706i,-0.0003205-0.00046401i,-0.00058907-0.00058459i,-0.0011763-0.00040964i,-0.00066364+0.00049968i
0.00067271-0.0020588i,0.00023515-0.0024511i,-0.0011042-0.0026003i,-0.0020066-0.001891i,-0.0023643-0.00059895i,-0.0016772+0.0003568i,9.4887e-05+0.0003867i,0.0013467+0.00026058i,0.0011297+0.00038238i,0.00037868+9.49e-05i,0.0004571-0.0004062i,0.0013509-0.00018194i,0.0014858+0.0010644i,0.00035179+0.0015439i,-0.00034118+0.00089949i,-0.00038523+5.9382e-05i,-0.00014807-0.00019941i,-7.4663e-06-0.00027693i,-0.00014568-0.00040727i,-0.0004388-0.0004706i,-0.00048682-0.0010987i,0.00048475-0.0012412i,0.00049063-0.00032091i
0.00081095+0.0015228i,0.0011632+0.00182i,0.0011932+0.0010913i,0.00051337-0.00014963i,0.00085739-0.00077448i,0.00077873-0.00061409i,9.797e-05-0.00069698i,0.00084772+0.00011794i,0.001373+0.001194i,0.00082618+0.0013397i,0.00076058+0.00078781i,0.0011976+0.00033457i,0.00038025-0.00025202i,-0.00025518-0.0011272i,-9.0205e-05-0.00095691i,-0.00030734-0.00045547i,-0.00028515-0.00037227i,-4.3332e-05-0.00041117i,0.00033048-0.00021534i,-9.9129e-05-0.00051871i,-0.00045468-0.00080876i,3.3527e-05-0.00083744i,0.00040015-0.000663i
-0.0015866+0.00041033i,-0.0013459-0.00038692i,-0.00070988-0.0012074i,8.3388e-05-0.0013239i,0.00023004-0.00044497i,0.00044362+0.00087925i,0.00054467+0.0014943i,0.00044227+0.0013121i,-0.0002082+0.00030414i,-0.00023238-0.00084185i,0.00043156-0.00083605i,0.00051818-0.00065884i,0.00077925-0.00031121i,0.00082319+0.00037272i,0.00021143+0.00093948i,-0.00045529+0.00070451i,-0.00010476+0.00077529i,1.3564e-05+0.00051054i,0.00026987-0.00023236i,0.00067822+1.1254e-05i,0.00057093+0.00065592i,-6.4126e-05+0.0013019i,-0.00033574+0.00049408i
-6.1971e-05-0.0021867i,-0.0011384-0.0023795i,-0.0025645-0.002651i,-0.0026991-0.0018621i,-0.0017866+0.00028238i,-0.00023904+0.001094i,0.00085564+0.00063841i,0.00088131+0.00048502i,0.0013266+0.0005948i,0.0016478+0.00010882i,0.00022322+0.00069775i,-0.00017164+0.00024919i,0.00055719-0.00082964i,0.00067611-0.0010075i,0.00047879-0.00032695i,0.00027843+0.00039489i,0.00016857-2.1584e-05i,0.00086095-0.00082248i,0.00102-0.00057823i,0.00065853+0.00037042i,0.00045052+0.00096016i,-0.00041541+0.00089343i,-0.00091842+0.00069728i
0.00023595-0.0010417i,-0.00045293-0.0005722i,-0.00094155-0.00072659i,-0.00073629-0.00016325i,-0.00064183-0.0003342i,-0.00063614-0.00079247i,-0.00040669-0.00045292i,-0.00058328+0.00024858i,-0.00065415+0.00074405i,-0.00020162+0.00097318i,0.00078565+0.00045092i,0.00052519+0.00018018i,-3.8568e-05+2.2933e-05i,0.00031568-0.0005834i,0.00064308-0.0004969i,0.00056154-0.00050515i,0.00088884-0.00064884i,0.00095665-0.00026205i,0.00062981+0.00037171i,0.00054193+0.00079376i,-7.5911e-05+0.00059949i,-0.00036683+0.00015099i,-2.3551e-05-0.00025699i
0.00045281+0.0030343i,0.00019923+0.0017243i,0.0014926+0.0014645i,0.0017108+0.00032571i,0.00038836-0.001342i,0.00041328-0.0014083i,0.00035436-0.00079457i,8.1543e-06-0.00025124i,0.0004643+0.00026137i,0.00074188+0.00047285i,0.00061011-3.6806e-06i,0.00043255-0.00059517i,0.0001289-0.00031788i,-0.00089073-0.00022277i,-0.0012909-0.00010725i,-0.00038547+5.99e-05i,0.00048229+0.00034358i,0.00026687+0.00010732i,-0.00022656-0.00090684i,-0.00067218-0.0011826i,9.42e-05-0.0003118i,0.00024767-0.00027088i,-0.00034319-0.00022804i
-0.001097-0.00057585i,-0.00067156-0.0015436i,-0.00064345-0.0025786i,-0.0011194-0.0020698i,-0.0016898-0.0013439i,-0.0011865-0.00032875i,-8.8201e-05+0.00025439i,0.0006398+0.00049853i,0.0013716+0.0011489i,0.001767+0.0013804i,0.0017186+0.00079689i,0.0012065+0.00040684i,-4.4038e-05+2.015e-05i,-0.00021129-0.00024935i,0.00028055-0.00044684i,0.00052132-0.00066704i,0.00028857-8.9217e-05i,0.00013505+0.00014203i,0.00018061-0.0001897i,-8.1179e-05+0.0001693i,-0.00067346+0.00026323i,-0.001077+7.7336e-05i,-0.0012347+0.00037369i
0.00029415+0.0017758i,5.3306e-06+0.00098758i,0.0004768+0.00042884i,6.0905e-05+0.00054703i,0.00014844+0.0010184i,0.00032392+0.00069811i,0.00081549+0.00020132i,0.0015344+0.00027871i,0.0015668+0.00072963i,0.00041568+0.0012873i,-0.00036212+0.0013705i,-0.0006631-1.5253e-05i,-0.00027897-0.00046529i,-2.1307e-05+4.0007e-05i,-0.00013184-0.00045178i,-0.00036776-3.3264e-05i,-0.00063183+0.00027335i,-0.00026245+6.1997e-05i,0.0005302+0.00014221i,0.00096835+0.00019775i,0.0011361+5.7896e-05i,0.00071324+4.886e-05i,0.00019045+0.00048148i
-0.0010151+0.00064211i,-0.00087807+0.00091229i,-3.4227e-05+0.0020566i,6.4945e-05+0.0024143i,-0.00070111+0.00090845i,-0.0004224-0.00062488i,2.9245e-05-0.0014137i,0.00035979-0.00072457i,0.0011194+0.00030619i,0.0014328+0.00041511i,0.001375-0.00047384i,0.0011583-0.00079602i,-8.8163e-05-0.00042787i,-0.00031851+0.0001662i,-2.164e-05+0.00024731i,-1.1762e-05-0.00016287i,0.00034739-0.00014562i,0.0007116-0.00045283i,0.00011518-0.00028389i,-0.00025495+0.00022857i,-6.0643e-05+0.00057011i,-0.00039433+0.0011586i,-0.0010449+0.0010275i
-0.00066774-0.0011208i,-0.00026094-0.0014151i,-0.0015342-0.00085157i,-0.0020997-0.00014973i,-0.001643-1.8438e-05i,6.1824e-05-9.4878e-05i,0.00097206+0.00084301i,0.00050421+0.0015868i,0.00077036+0.00075516i,0.00089623+0.00056182i,0.00020591+0.001044i,0.00018616+0.00064239i,0.0009723+0.00028147i,0.00093138-0.00060248i,0.00062875-0.0014479i,4.6721e-05-0.0011962i,-0.00044904-0.00017313i,-0.00054659+0.00032305i,-0.00037657+0.00019357i,-0.00047133-6.9654e-05i,-0.00012953-0.00020763i,-0.00028003-0.0004029i,-0.00066826-0.00022813i
0.00085996-0.00036466i,0.00088589-0.00073706i,0.0010304-0.0017751i,0.001536-0.0020304i,0.0014667-0.00096745i,0.00056206-0.00037285i,4.1783e-05-0.0007634i,0.00017478-0.00084831i,0.00066423+0.00037097i,0.00071648+0.0013381i,0.00073874+0.00083731i,0.0014805+0.00021084i,0.0020986+0.00020299i,0.0017499-0.00026443i,0.00053019-0.00077331i,0.00030778+2.065e-05i,0.000211+0.00054566i,-0.00028578+8.1138e-05i,-0.00064753+2.4669e-05i,-0.00075715+3.3951e-05i,-0.00029567-0.00040171i,-2.9966e-05-0.00035904i,-0.00048675-2.0196e-05i
-0.00045439+0.001324i,0.0012228+0.0017036i,0.0014692+0.0018073i,0.00016381+0.001772i,-9.544e-05+0.0012899i,0.0004884+0.00017338i,0.00098395-8.6615e-05i,0.00061628+7.9556e-05i,0.0010238+0.00049111i,0.0010982+0.00034335i,0.0011702-2.5327e-05i,0.00046867+0.0003936i,-0.00037129+0.00026926i,-0.00033709-0.00029161i,6.4392e-05-0.00018011i,0.0001492+0.00025117i,0.00060087+0.00010889i,0.00061897+0.00067396i,-0.0004302+0.00092292i,-0.0004861+0.00080775i,-0.0003982+0.00053285i,-0.00094191-0.00042063i,-0.00068474-0.0006435i
-5.7015e-05-0.00085793i,-0.00020516-0.00063323i,-0.00095765-0.0012621i,-0.0011935-0.00071809i,-0.00059725+0.001217i,-7.5097e-05+0.0016192i,0.00062181+0.00085818i,0.00045252+0.00087183i,0.000828+0.00055975i,0.00075849-0.00042019i,-0.00034561-0.00075694i,-5.7079e-05-7.5852e-05i,0.00070781+0.00037569i,0.00037655+0.0004473i,7.1273e-05+0.00035883i,0.00014975-0.00026287i,0.00024116-0.00042471i,0.00019844+0.00010672i,-0.00012316+0.00025775i,-0.00055998+0.00064328i,-0.00096824+0.00041875i,-0.00049493-0.00018566i,-2.3608e-05-0.00051009i
0.00010231-0.0011759i,-9.9975e-05-0.00085185i,0.00067246-0.00036721i,0.0011229+0.00048139i,0.00089715+3.8087e-05i,0.00049335+0.0001373i,0.00049739+0.00082869i,0.00034708+0.00099453i,0.00020852+0.0014919i,0.00057354+0.0013126i,0.00063269+0.0010699i,0.00022528+0.00060313i,-0.00067324-0.00021577i,-0.0011483-0.000641i,-0.0008979-0.00087297i,4.2257e-05-0.0010676i,0.00042082-0.00082735i,5.7895e-05-0.00023402i,0.00023505-5.0677e-05i,0.00075281-0.00027846i,0.00037297-0.00057227i,-0.00010448-6.6206e-05i,0.00021986-0.0002331i
9.721e-05-0.0005934i,-0.00033738-0.00033054i,-0.0015812-0.00039499i,-0.0017626-6.7577e-05i,-0.001757+0.0003362i,-0.00082199+0.00053242i,-0.00049747+0.00028963i,-0.0013909-0.00057293i,-0.0012333-0.00055927i,-0.0012088+0.00081428i,-0.00057938+0.0011331i,1.1509e-05+7.8161e-05i,0.00017171-0.00016806i,0.00048214+0.00019831i,0.00040031-0.00012696i,0.00011402-3.5551e-05i,-0.00069931+0.00046285i,-0.00081858-0.00032417i,-0.0007186-0.0007436i,-0.00077301-0.00030995i,-0.00020004+0.0002641i,-3.438e-05+0.00058682i,-0.00015858+5.4335e-05i
-0.00059752-0.001247i,-0.00093504-0.00089061i,-0.0010461+0.00012025i,-0.00024792+0.00061476i,0.00057166+0.00038299i,0.0010587+0.00081586i,0.00118+0.0003975i,0.00049576+0.00041084i,7.1641e-05+0.00084748i,0.00063065+0.00049356i,0.00060928+0.0007804i,0.00052625+0.00064529i,0.0005709-0.00018427i,0.00040127-0.0003785i,-1.5719e-05-0.00048379i,-0.0003636-0.00051424i,-0.00030329-6.8939e-05i,0.0002886+9.5437e-05i,0.00098009-0.00022893i,0.00053639+0.00025196i,0.00017513+0.00039613i,-0.0003036+0.00033387i,-0.00065286+0.0002764i
0.00071063-0.001483i,0.0010534-0.0017272i,0.00011491-0.0016035i,-0.0016938-0.00075672i,-0.0022749+6.9432e-05i,-0.0013969+0.00047129i,-0.00075618+0.00028168i,-0.00059724+0.00050382i,-0.00028702+0.00084494i,0.00060392+0.00022222i,0.0013956+0.00020946i,0.0014766+0.00059665i,0.00041694+0.00018859i,-0.00012043-0.00079483i,-0.0004908-0.00058386i,-0.00082971+8.4614e-05i,-0.00062325+0.00024928i,-0.00026237+0.00029999i,0.00012992+0.00020669i,0.00010881-8.9264e-05i,0.00011669-0.0005581i,-6.7134e-05-0.00043555i,-0.00011381+0.00019243i
0.00050917+0.00063073i,0.00056034+0.00037703i,0.0016686-0.00084426i,0.0013062-0.0015988i,0.00027044-0.0014569i,-0.00040074-0.00030053i,-0.00048267+0.00069573i,0.00038898+0.00086836i,0.0011106+0.00053615i,0.0010437+0.00036496i,0.00038765+0.00013961i,-0.00029657-0.00080269i,0.00041288-0.00080216i,0.00026753+1.5117e-05i,-0.00055282-2.114e-05i,-3.8186e-05-0.00029393i,6.0726e-05+0.000156i,-0.0003955+0.00010054i,-0.00062866-0.0007041i,-0.00078775-0.00082106i,-0.00012894-0.00044181i,0.0010031-0.00072773i,0.001337-0.00086293i
-0.00034933-8.8845e-05i,-0.0010755-0.00029031i,-0.0025875-0.00049451i,-0.0022854-0.00073317i,-0.0013159-0.00036606i,-0.00033813+0.000405i,0.00025565+0.00055584i,0.00040735+0.00039934i,0.0011183+0.00065664i,0.0015857+0.0014611i,0.0015827+0.0013349i,0.00096225+0.00038261i,6.1998e-05+0.00019746i,-0.00071383-9.6502e-05i,-0.00061253-0.00044617i,-0.00018831+0.00040465i,-0.00027705+0.0010204i,0.00067762+0.00039521i,0.0010272-0.00014406i,0.00038572-1.0346e-05i,0.00055407+0.0002329i,0.00085821+0.0002963i,0.00038232+0.00011163i
-0.00067353-0.001396i,0.00041835-0.0012584i,0.00079388-0.00075954i,0.00086765-0.00065849i,0.00046061+0.00048238i,0.00021595+0.00068567i,9.1916e-05-0.00067673i,-6.3508e-05-0.00018835i,0.00033578+0.0010223i,0.00036615+0.0012413i,0.00054367+0.00089946i,0.001207+0.0008232i,0.0011889+0.00065077i,0.0009047-0.00014072i,0.0002435-0.00024651i,-0.00020861-0.00021106i,-0.00027811-0.00064425i,-0.00011936-0.000297i,0.00013056+0.00051292i,0.00030569+0.00010615i,0.00092104-0.00071843i,0.00025086-0.00011438i,-0.00014628-0.00021697i
0.0016165+0.00057498i,0.0014078+0.00045141i,0.00087894+0.00033583i,0.00053079-0.00024368i,0.00031897-0.00060106i,-0.00020521-0.00012697i,-0.00035642+0.001086i,-0.00031863+0.0011413i,-7.1261e-05+0.00029512i,0.00069161+0.00018429i,0.0015426+0.00014556i,0.0017869-6.3554e-05i,0.00084039+0.00020638i,-0.00059461-0.00028492i,-0.0010407-0.00068598i,-0.0006388-0.00039363i,-4.1326e-05-0.00040798i,0.0005229-4.1685e-05i,0.00016642+0.00020899i,2.809e-05-0.00033316i,0.00012938-0.00041153i,-0.00039618-0.00048623i,-0.00020526-0.00072492i
-0.00035594-0.00077401i,-0.001333-0.0012726i,-0.0020624-0.0016051i,-0.0017294-0.00065951i,-0.0011222+0.00025017i,-0.00066709+0.0012101i,0.00011117+0.0016256i,0.00019439+0.0013396i,0.00035429+0.0007836i,0.00073958+0.00026912i,0.0010506+0.00086678i,0.00067909+0.00084056i,0.00039447+0.00042464i,0.00033977-4.0997e-05i,-0.0002691-0.0010945i,-0.00064749-0.0012511i,-4.2938e-05-0.00026388i,0.0010807+0.00053259i,0.0011927+0.00082448i,0.0010372+0.00070605i,0.0011357+0.00072016i,0.00044296+0.00051262i,-0.00024845-5.1791e-05i
-0.00040701-0.0015355i,-0.0011698-0.0021436i,-0.0014508-0.0017218i,-0.00086091-0.00084901i,-0.001104-0.00064615i,-0.00077408-0.00030091i,0.00081137+0.00097417i,0.0014268+0.0019102i,0.00094132+0.0021169i,0.00073279+0.001526i,0.00097889+0.00040576i,0.00066636+0.00066068i,0.00059808+0.00058875i,0.0011825-0.0006147i,0.00097623-0.00086589i,-0.0001602-0.00017i,-4.4978e-05+0.00049886i,0.00020734+0.00031294i,0.00053677-0.00010844i,0.00082063-0.00040832i,0.00017021-0.00064352i,0.00036283-0.0005641i,0.00049451-0.00046585i
0.00037478+0.0003527i,0.0010203+0.0013533i,0.0010596+0.00024973i,0.0014485-0.00013605i,0.0012535-5.6957e-05i,0.00054751-0.00048121i,0.00066335-0.00035295i,0.00074233+0.00029838i,0.0012505+0.00090401i,0.00081861+0.00072127i,-0.00014368+0.00030153i,7.4524e-06+0.00012789i,-0.00016775+0.00042344i,-0.0011445+0.0002863i,-0.0014604-0.00025083i,-0.00068134-0.00045694i,-0.0002246-9.0379e-05i,-0.00031614+0.00048541i,-6.2131e-05+0.0004735i,3.8879e-05+0.00017832i,0.0001341-0.00026535i,1.0983e-05-0.0002123i,-0.0002884-3.9523e-05i
0.00044472+0.0025392i,7.6083e-05+0.00058578i,0.0014139-0.0012384i,0.0013639-0.0018189i,0.00021617-0.0023091i,-0.00088499-0.0019773i,-0.0016146-0.0006333i,-0.0013827+0.00011649i,-0.00055252+0.00024552i,0.00061511+0.0004703i,0.00091478+0.00026616i,0.00030729+7.6852e-05i,2.1925e-05-0.00015974i,-0.00048284-0.00041001i,-0.00052612-0.00013759i,0.00015077-0.00034684i,0.00028972-0.00012338i,-0.00057486+0.00092911i,-0.0012931+0.00088049i,-0.00039215+0.00039162i,0.00076205+0.00043578i,0.00066182+0.00053631i,0.0003509+0.00099712i
-0.0007023-0.001542i,-0.00021451-0.0003548i,-0.00053066+0.00040002i,0.00025398+0.00069283i,0.0014465+0.00041805i,0.001481-5.8775e-05i,0.0004556+0.000595i,0.00013919+0.00074356i,0.00046331+0.00036594i,0.0004878+0.00014439i,0.0011359+1.5684e-06i,0.001692-0.0001641i,0.0010804-0.00025687i,-2.149e-05+0.00032092i,-0.00042166+0.00051712i,-5.4997e-05+1.6355e-05i,-0.00038891+0.00030203i,-0.00096564+0.00013006i,-0.00051065-3.4322e-06i,0.00065813+0.00013152i,0.00042616-0.00015213i,0.00025916-0.00053999i,0.00059204-0.00030254i
0.00012018-0.0018837i,-0.00016056-0.0022646i,-0.0014261-0.0023081i,-0.0024458-0.0017861i,-0.0022648-0.0011368i,-0.0010218-0.00033174i,-5.0101e-05+0.00022307i,0.0002145+0.00046407i,0.00077411+0.00050863i,0.00083689+0.00069317i,0.00039393+0.00017525i,0.00025134-0.00050238i,0.00031795-0.00086284i,0.00033355-0.00054319i,-0.00014233-0.00044289i,-0.00012013-0.00040787i,-7.5896e-05-0.00016822i,6.5628e-05-0.00024688i,-0.00016648+0.00024879i,-0.00071434+0.0006361i,-0.00088698+0.00037495i,-0.0013109+0.00055626i,-0.00058481+0.00063239i
0.00011573+0.0010878i,0.0014773+0.00054472i,0.0022161-0.00091484i,0.0016139-0.0009057i,0.0011611-0.00028278i,0.0006374-0.00019368i,0.00025445+0.00024104i,0.00048982+0.0011178i,0.00091505+0.0015954i,0.0010018+0.0011305i,0.000852+0.00074349i,0.00013148+0.00056827i,-0.00066799+4.4519e-05i,-0.00057995-0.00049424i,-0.00049062-0.00083901i,-0.00056037-0.00023731i,-0.00058761+0.00057271i,-0.00039166+0.00021169i,2.6225e-05-0.00041372i,0.00015914-0.00046809i,-1.2583e-05+4.0757e-05i,8.2368e-05+0.00041511i,0.00045362-0.00015831i
-0.00047925+0.00011184i,-0.00090558+0.00097098i,-0.00067336+0.0017277i,-0.00012181+0.00094663i,-0.00050509+0.00015515i,-0.00067567+0.0010151i,-0.00014199+0.0011103i,3.7368e-05-1.7058e-05i,0.00047372+0.00033775i,0.00074801+0.0012273i,0.00082471+0.0015593i,0.00071454+0.00076411i,0.00077367-0.00053381i,0.00065864-0.00039066i,0.00051571-0.00046478i,0.00090665-0.00071091i,0.00061459+0.00050626i,0.00017928+0.00071319i,-6.329e-05+0.00036135i,-8.865e-05+0.00073476i,-0.00036378+0.0012128i,-0.00043459+0.00069333i,-0.00011421-9.5107e-05i
-0.00052866+7.1489e-05i,-0.00029564-0.00085018i,7.3941e-05-0.00075292i,0.00034949-0.00064044i,0.00043239-0.0011268i,0.00098861-0.001375i,0.00063969-0.00092957i,-0.00017422+1.2622e-05i,7.5325e-05+0.00098733i,0.0011177+0.0018328i,0.00064953+0.0017114i,-0.00024857+0.00078818i,2.2311e-05-0.0003331i,2.64e-05-0.00011451i,-0.00039396+0.0006931i,-0.00060518+0.00043817i,-0.00037327+7.2926e-06i,-0.00045128-8.1071e-05i,-0.00056197+0.00037241i,0.00044236+0.00088389i,0.00041953+0.0011725i,-0.00039467+0.0010497i,-0.00040364+0.00094935i
