-0.0042262+0.0007791i,-0.0033976+0.00050938i,-0.0042868+0.0015571i,-0.0033164+0.0014664i,-0.0017562+0.00098634i,-0.00099108+0.0020644i,-0.00089133+0.0024842i,8.1048e-05+0.0021466i,0.0015088+0.0017678i,0.0017529+0.0014218i,0.0012344+0.00091997i,0.00028632-0.00018033i,-0.00017675-0.00018862i,7.6064e-06-0.00020495i,0.00022982-2.2113e-05i,7.6009e-05+0.00055941i,7.7591e-05+0.00035121i,2.9215e-05-0.00086888i,0.00020099-0.00070772i,0.00030387+0.00061752i,-0.00035164+0.00038074i,-0.00015896-0.00033315i,0.0011825+0.00013545i
-0.0018549+4.7321e-05i,-0.00057144-0.00031975i,-0.00095625+0.00087374i,-0.00067597+0.0012734i,0.00072782+0.0017034i,0.0014046+0.0025897i,0.0013282+0.0021329i,0.00043109+0.00067657i,2.6039e-05-0.00056255i,-0.00021555-0.00078272i,-0.00060434+0.00017685i,-0.00070646+0.0010934i,-0.00035613+0.00072786i,-0.00059892+0.00034223i,-0.0010841+0.00044574i,-0.0011507+0.00042681i,-0.00088813+0.00022635i,-3.5617e-05-6.8194e-05i,-0.00014999-0.00025669i,6.377e-05-0.00025226i,0.00069814-0.00051196i,-0.0003226-0.00022607i,-0.001245+0.00056839i
0.00058891-0.00092175i,0.00050168-0.00077655i,0.00053862-0.0013781i,-6.9406e-05-0.0011454i,0.0003116+0.00013125i,-6.7791e-05+0.00041563i,-0.00052001+8.8876e-06i,0.00057664-0.00034418i,0.0016749-0.00042044i,0.0015591-0.0005632i,0.0006445-0.00080729i,-0.00032797-0.00048947i,-0.00067915+0.00016898i,0.00014992-0.00034751i,0.00036019-0.0010868i,-0.00059968-0.00025445i,-0.0010725+0.00063783i,-0.00019311+0.0009016i,0.00042662+0.00079591i,0.00018048+0.00041123i,7.6034e-05+0.00035661i,-0.00028019+0.00022037i,-0.0008573-0.00020034i
-0.0024396+0.0014133i,-0.0023461+0.0019195i,-0.0024759+0.0029676i,-0.0012694+0.00331i,0.00058071+0.0034136i,0.0012657+0.0025699i,0.00105+0.0013204i,0.0010793+0.00085739i,0.00098887+0.0008594i,0.00045534+0.00048005i,-0.0005035-0.00017369i,-0.0012108-0.0001892i,-0.00097196+0.00039905i,-0.00068414+0.00084911i,-0.00039576+0.00057366i,-0.00067038+0.0002461i,-0.00051795-0.00022485i,-0.00011051-0.00011077i,-0.00011163+0.00084095i,-0.00034254+0.00057354i,-0.00084443-0.00046101i,-0.00068474-0.00056388i,-0.00039335-0.00051552i
-0.00033706-0.0018235i,0.00017735-0.00091706i,-0.00051552-0.00099705i,-0.00023502-0.0010048i,0.00028756-0.0007363i,-0.00010481-0.00023028i,-0.00032378+0.00029947i,7.0629e-05-0.0001283i,0.00038467-0.00086678i,0.00065164-0.0009358i,0.00034607-0.00034319i,-0.00047046-0.00028484i,-0.00092469+0.0004614i,-0.0007262+0.00063847i,-0.00058034-0.00016762i,-0.00099362-0.00016862i,-0.0011706+0.0010908i,7.2175e-05+0.0017453i,0.00097934+0.0007895i,0.00086694-0.00012368i,0.00032136-0.00037225i,-0.00075115-3.4045e-05i,-0.00070944+0.00056876i
0.0012278+0.0017185i,0.0021213+0.0016609i,0.00096602+0.00056426i,-0.00036263+0.00037377i,-0.0010269+0.00064636i,-0.0007116+0.00056983i,0.00052263+0.0010739i,0.0014078+0.0013739i,0.00081253+0.0010048i,-0.00012014+0.00077372i,-0.00066701+0.00024294i,-5.1239e-05+0.00016628i,0.00079228-0.00011604i,0.000587-0.00026858i,-2.1721e-05+0.00051606i,-0.00013144+0.00044792i,-0.00061733+8.9804e-05i,-0.0007763+0.00015919i,-6.5764e-05+0.0004607i,0.00034622+0.00054584i,0.00061791-0.00010606i,5.6314e-05-0.00055252i,-0.00046315-0.00039424i
-0.00024753+0.0012179i,0.00028575-0.00019752i,0.0013242-0.00043499i,0.00028231+8.1389e-05i,-0.00039613+0.00043095i,-0.00094155+0.0010064i,-0.001587+0.00088683i,-0.0013259+0.00093696i,-0.000963+0.00033707i,-0.00080785+0.0001599i,-0.00024024+0.00047371i,0.00035417+0.00063884i,0.00051638+0.0004404i,0.00043109-0.00019481i,-0.00020916-0.0010544i,-0.00092578-0.0010405i,-0.0009117-0.00061672i,-0.00048663+2.1608e-05i,-8.9843e-05+0.00071227i,0.0003155+0.00082924i,0.00074842+0.0003545i,0.0007411-0.00030796i,0.00049754-0.00083051i
-0.0018605-0.0018437i,-0.0016709-0.0011731i,-0.0012455-0.00017093i,0.00019322-0.00014454i,0.00089353+0.0005005i,0.00039173+0.0010065i,-2.1223e-05+0.00096068i,4.8461e-05+0.00037929i,0.00034176-0.00014495i,0.00051415-0.00037413i,-0.00017866+4.1982e-05i,-0.0004628+0.00036998i,0.00061077-6.4516e-05i,0.00066635-0.00074652i,5.0727e-05-0.00089237i,-0.00057748+0.00033952i,-0.00055344+0.0016048i,-0.00010686+0.0012714i,9.753e-05+0.00071759i,0.00021257+0.00024447i,-0.00039559-1.7166e-05i,-0.00077552-0.00066561i,-0.00020698-0.00080815i
-0.0017398-0.00053125i,-0.0017964-0.0010863i,-0.0019192-0.0014094i,-0.0010225+8.4275e-05i,-0.00081459+0.0012222i,-0.00071793+0.0012138i,-0.00049152+0.0013967i,-0.00033257+0.0010047i,-0.00047223+0.00039197i,-0.0011081+0.0013356i,-0.0015738+0.001938i,-0.0011597+0.0014999i,-0.00019277+0.0011955i,0.00022952+0.00063059i,2.9271e-05+0.00033605i,-0.00046114+0.0002516i,-0.00021079+0.00068152i,0.00018917+0.0010958i,-6.9498e-06+0.00043373i,-3.644e-05-0.00044674i,-0.00054864+0.00011639i,-0.00077625+0.0004265i,-0.00062732+4.8674e-05i
-0.0016784+0.00044095i,-0.00065158+0.00025306i,-0.00021285-0.00018594i,-0.00084346-0.00056619i,-0.0012758-0.00016315i,-0.00024929+0.00085368i,0.00041123+0.0014778i,0.00058188+0.00087892i,0.00041474+0.0001048i,-2.9152e-05-0.00047983i,-0.00010391-0.00026556i,-0.00012271+0.00015767i,-0.00025954+0.00032771i,-0.00059812+0.00030339i,-2.9001e-05-9.6153e-05i,0.00045188+0.00011385i,0.00011792+0.00047233i,-0.0004008+0.00027946i,-0.0006538+0.00049446i,0.00012612+0.00048162i,0.00096977+0.00014837i,0.00099257+0.00065117i,0.00036389+0.0010147i
0.00016983+0.0014842i,0.0001855+0.0018393i,9.9024e-05+0.0017809i,-0.00010777+0.0013399i,0.00058742+0.0011324i,0.00062688+0.0008597i,3.3904e-05+0.0012584i,-0.00027092+0.0011133i,-0.00038569+0.00053296i,-0.0010204+8.9348e-05i,-0.0014215-0.00029634i,-0.00089549+0.00029831i,-0.00058699+0.00058554i,-0.00039038-4.4004e-05i,-9.5448e-05-0.00022151i,-8.1474e-05+7.7649e-05i,-0.00019882+0.00014314i,0.00014259-0.00014939i,0.00038266-4.0133e-06i,0.0008153+0.00025836i,0.00046537+0.00029591i,-0.00027614+0.00010735i,-1.8028e-05-0.00033543i
0.002434-0.0014551i,0.0027393-0.0018956i,0.0014154-0.0032814i,-0.0002738-0.0026864i,-0.0003878-0.0018489i,-0.00013857-0.00044548i,-0.00010954+0.00099903i,-0.00033269+0.0014111i,-0.0010095+0.0010649i,-0.00097609+9.414e-05i,-0.00028002-0.00026956i,0.00033159-0.00058185i,0.00074528-0.0010336i,-0.0004349-0.00097768i,-0.0010186-0.00046988i,-0.0010085-7.6059e-05i,-0.0011339-0.00010234i,-0.00077564+0.00011602i,-0.00011112+6.4819e-05i,0.00018673-0.00051173i,0.00033819-0.00031803i,0.00083525-0.00028077i,0.00084949+0.00037015i
-0.0010597+0.00020983i,-0.001173-0.00040759i,-0.0018757+0.00010273i,-0.0010329+0.00082446i,-0.00030707+0.0023603i,-0.00030137+0.0025395i,0.00018761+0.0012483i,3.4817e-05+0.00026645i,0.00038483+0.00050941i,0.00074268+0.00072827i,0.00024115+0.00055344i,-0.00014746+0.00026209i,0.00050314-0.00060864i,0.00029591-0.00062657i,-0.0010591-0.00045935i,-0.0014037-0.00094194i,-0.00087374-0.00091908i,-0.00049369+0.00032666i,-0.0003327+0.00082901i,0.00023075-0.0002777i,0.00050154-0.00040149i,6.3829e-05+0.00044772i,-0.00046451+0.00080238i
0.0033138-0.0012863i,0.0021258-0.00063987i,0.00080068-0.00054522i,0.00020877+3.3777e-05i,-0.00030606+0.00032463i,-0.00079149+0.00078649i,-0.00018404+0.0013829i,0.0011248+0.0010792i,0.00055963+9.6749e-05i,-0.00050072-0.00069611i,-0.0010118-0.00054857i,-0.0013502+0.00019271i,-4.0043e-05+0.0001092i,0.0012662-0.00066229i,0.0007221-0.00068923i,-0.00042229-0.00028374i,-0.00047197+0.0002397i,-0.00034866-4.5518e-05i,-0.00043746-9.7148e-05i,6.5984e-05-6.3906e-05i,0.00029375-0.00040288i,0.00038315+8.1757e-05i,0.00098024+0.00025665i
-0.00068819-0.00015991i,0.00019589-0.00054702i,-0.0002259-0.0010001i,-0.0011918+0.00065186i,-0.0003582+0.0015739i,0.00030414+0.0015633i,0.00014223+0.001798i,2.2986e-05+0.0010632i,2.1111e-05-0.00012812i,-0.00016391-0.00072361i,-0.00068616-0.00034524i,-0.00060781+0.00032987i,0.00023416+0.00077386i,0.00078276+0.00085395i,0.00082473+0.00026851i,-9.0072e-05-0.0001997i,-0.00043459+0.00037333i,-0.00061826+0.0006747i,-0.00074515-5.4145e-05i,0.00028123-0.00081562i,0.00038916-0.0010112i,-0.0001868-0.0002403i,-0.00034242+0.00060131i
-0.0014331-0.0007611i,-0.0013185+3.8297e-05i,-0.001025+0.00073339i,0.00029214+0.00084366i,0.0013597+0.00068311i,0.00033303+0.0003306i,0.00012377-0.00010606i,0.00053759+0.00016143i,-7.3517e-05+0.00081644i,-0.00045513+0.00093395i,-0.00077008+7.939e-05i,-0.0008262-6.7034e-05i,-0.00076846-6.8818e-05i,-0.0012344-0.00010511i,-0.00094706+0.000621i,-0.00034498+0.0012321i,-0.00042206+0.0010492i,-0.00060799+0.0011168i,-0.00073851+0.0015255i,-8.2114e-05+0.00083455i,4.7866e-05+0.00024372i,-0.00033754-4.0867e-05i,-0.00039484+0.00046291i
0.00029429-0.0005129i,0.00010632-0.0012846i,-5.1213e-05-0.00097397i,-0.00015077-0.00028309i,0.00050576+0.00072655i,0.0002988+0.0011147i,-0.00086386+0.0015503i,-0.0011342+0.0014588i,-7.8153e-05+0.00081033i,0.0013906+0.00023012i,0.0018206+0.00078572i,-0.00021714+0.000896i,-0.0018506-2.1344e-05i,-0.0014724-0.00035676i,-0.0012152-1.1105e-05i,-0.0015423+0.00036586i,-0.00081501+0.00070993i,0.00062219+0.001143i,0.00022731+0.0010232i,-0.00029806+0.00091231i,0.00029537+0.00057552i,0.00074631+0.00011373i,0.00026154+0.00025778i
-0.00039001+0.00048716i,-0.00052138+6.518e-05i,0.00052611+0.00072018i,0.0012892+0.0009555i,0.00058024+0.00087765i,7.5639e-05+0.00052849i,0.00040551-6.2611e-05i,0.00074748+0.00025118i,0.00066941+0.00079478i,0.00059425+0.00026974i,0.00015581+6.9972e-05i,-0.00029761+0.00039908i,-0.00039246-0.00041874i,-0.00057213-0.0010421i,-0.00037485-0.0010694i,-0.00012093+0.00026151i,-0.00037122+0.00065344i,-0.00058272+7.3492e-06i,-0.00020073+0.00035497i,-0.00016028+0.00091688i,-0.00044953+0.0007728i,-0.0011853+0.00078138i,-0.00098835+0.00021597i
0.00041935-0.00081803i,-0.00072221-0.0010789i,-0.00090742-0.0010378i,-0.00052148-0.00020656i,-0.00035382+5.5289e-05i,-0.00054724-1.0612e-05i,-0.0009071+0.00046251i,5.3182e-06+0.00081909i,0.00041718-0.00039126i,-7.5306e-05-0.00088309i,0.0001128+0.00015972i,0.00031862+0.00053307i,0.00045521-0.0001885i,0.00076419-7.12e-05i,0.00018813-6.9543e-06i,-0.00044119-0.00043456i,-2.9112e-06-5.7467e-05i,0.00027589+0.0011323i,0.00090889+0.0013443i,0.0017436+0.00073248i,0.0014614+1.8319e-05i,0.00036367-0.00056392i,-0.00010753-0.0004041i
0.00080507+0.00047658i,0.0018052+0.00015755i,0.0019839+0.00045881i,0.0015564+3.3081e-05i,0.0010281-0.00065595i,-1.4037e-05-9.4989e-05i,-0.00046829+0.00055378i,0.00019815+0.0006934i,-0.00024244+0.00094164i,-0.00057243+0.00031431i,-4.5741e-06-6.5509e-05i,0.00045526+0.00033786i,0.00074834+0.00052199i,0.00044621+3.7145e-05i,0.00031799-0.00048741i,0.00016324-0.00069259i,-0.00095017-0.00046323i,-0.00098566-1.758e-06i,-0.00020608+0.00033821i,-0.00026623-0.00022342i,8.6852e-05-0.00074308i,0.00038429-0.00045197i,0.00038951-0.00039235i
-0.0012322+0.00021209i,-0.0015426+0.00033595i,-0.0019991+0.00054626i,-0.0025867+0.00027879i,-0.0022509-0.00018303i,-0.0011186+0.00065393i,-8.3633e-05+0.0019776i,-0.00014814+0.0021111i,-0.0001622+0.0015737i,0.00042424+0.00055812i,-0.00042066+0.0002762i,-0.0015987+0.00055426i,-0.00031588+0.00027526i,0.0010119+0.00038194i,0.00039753+0.00074372i,-0.00047528+0.00019561i,-0.00073879+0.00021605i,-0.00030197+0.00033806i,-0.00065932+0.00071318i,-0.0011466+0.00062738i,-0.00053894+0.00016469i,-0.0002207+3.9159e-05i,9.7238e-05+1.568e-05i
0.0017788+0.0011331i,0.0024031+0.0016482i,0.0026213+0.0016374i,0.0022317+0.0015683i,0.0020663+0.0014282i,0.0018942+0.00060919i,0.00070138+0.00023378i,0.00026747+0.00039586i,0.001219+8.6548e-05i,0.001031-0.00092424i,0.00035748-0.0012479i,-6.0058e-05-0.00074019i,-0.00084257-0.0006205i,-0.0013337-0.0010564i,-0.00087143-0.00076437i,-0.00063571-4.7811e-05i,-0.00052652+0.00070221i,-0.00036308+0.00086097i,-4.8085e-05+0.00045124i,9.6619e-05+0.00070257i,-0.00059667+0.00035066i,-0.0011162-0.00034803i,-0.00092856-0.00084611i
-0.0012266-0.0014878i,-0.0015622-0.00047812i,-0.0016-0.00042081i,-0.000746+2.4239e-05i,-0.00035343+0.0012184i,-0.00048084+0.0015181i,-0.00032385+0.0013738i,-0.00029729+0.00085155i,-0.00090518-0.00049144i,-0.00080494-0.001219i,-0.0001047-0.00024639i,-0.00049042+0.00013299i,-0.00074259-0.00021447i,-0.00036827-0.00020387i,-0.00071887-0.00010523i,-0.00095226+0.00024412i,-0.00024126+0.00083583i,-0.0003153+0.0012476i,-0.00010528+0.001425i,0.00024078+0.0014225i,0.00045098+0.00054687i,0.00069946+0.00021287i,-0.00015012+4.1618e-05i
-0.00064068+4.9004e-05i,-0.00064608-0.00070686i,-0.00010622-0.0017571i,0.00034057-0.0011828i,0.00068131+0.0004005i,0.00014583+0.00095362i,-0.00052775+0.00060282i,-9.4261e-05+0.00028844i,8.3105e-05-0.00027521i,0.00015455-0.00076271i,0.00052421-0.00054873i,0.00055719-0.00021644i,0.00026308+0.00010835i,0.00013261-0.00050665i,-2.96e-05-0.0010979i,-0.00044551-0.0009908i,-0.00067725-0.00019724i,-0.00055595+0.0018438i,-0.00011945+0.0021138i,0.00062634+0.00068781i,0.00045725-0.00055157i,-0.0004785-0.00051906i,-0.00042106+7.4343e-05i
0.00017717+0.00041743i,-0.00043984+0.0015043i,-0.00064155+0.0021305i,-1.6761e-05+0.0016727i,-0.00017323+0.0011983i,-0.00033904+0.0012188i,-2.8777e-05+0.00060805i,0.00023446-0.00039884i,-0.0002859-0.00041241i,-0.00066903+0.00025163i,-0.00075753+0.00041899i,-0.0004862+0.00053144i,0.00044242-0.00025238i,0.0011478-0.0011145i,0.00040019-0.00095991i,-0.00060561-0.0011025i,-0.00076834-0.0012084i,-8.3037e-05-0.00032721i,0.00030419+0.00039658i,0.00032615+0.00054261i,0.00033837+0.00011617i,-0.00021856+1.4323e-05i,-0.00017466+5.5952e-06i
-0.0020738-0.00090604i,-0.0021259-0.0015179i,-0.0010029-0.0019998i,-0.00034516-0.0003515i,-9.3607e-05+0.00050524i,-5.1071e-05+0.00065522i,-0.00054367+0.0015255i,-0.00012202+0.0012262i,0.00088914-0.00010762i,0.00097864-0.00089801i,0.0007282-0.0007154i,0.00054464+0.00036011i,-8.4712e-05+0.00061648i,-5.4365e-05-0.00010706i,-4.9393e-05-0.00028276i,-7.3833e-05-0.00034717i,0.00024552-0.00042855i,0.00022105-0.0010387i,-0.00011437-0.000393i,-0.00023051+0.00063987i,0.00013934+0.0010656i,0.001034+0.0010214i,0.0015873+0.00014735i
0.0012032+0.0001554i,0.0017046+0.0005641i,0.0016812+0.0011265i,0.00078011+0.00068364i,-4.7083e-05-0.00024599i,1.6406e-05+0.00010095i,-1.7098e-05+0.00049025i,-0.0003616+0.001031i,0.00026579+0.0011492i,0.00081617+0.00036815i,7.0684e-05-7.3872e-05i,0.00012362-0.00039412i,0.00016459-0.00082392i,-0.00042708-0.00061583i,-0.00051544+0.00038697i,-0.00091008+0.00090516i,-0.00088313+0.00035559i,1.9574e-06+0.00067223i,8.2709e-05+0.00093913i,-0.00036721+0.00039279i,-0.00064687-0.00039413i,-0.00028833-0.0011205i,7.3786e-05-0.00069172i
-0.0020738-0.0018088i,-0.0030797-0.0014651i,-0.0029157-0.001711i,-0.0022129-0.00020184i,-0.00059269+0.0010189i,0.0011895+0.0007846i,0.00092098+0.00033276i,0.00011198+0.00022133i,-0.00018937+0.0004574i,2.1214e-05+0.00015274i,-6.6127e-05-0.00035322i,-0.00060263+0.00010538i,-0.00049861+0.00021679i,-0.00062602-7.3363e-05i,-0.00098863+0.00025184i,-0.0010634+0.000774i,-0.00059873+0.00073312i,-0.00049079+0.00053629i,-5.2908e-06+0.00062086i,0.0001296+0.00097245i,-0.00016477+0.00096942i,-0.00028013+0.00078018i,-0.00042023+0.00027979i
-0.00060413+0.00053208i,-0.00080221+0.0018267i,-0.00091055+0.0023741i,-0.00042494+0.0012417i,-0.0012131+0.00027104i,-0.0013199+0.00074719i,-0.00024219+0.00090875i,0.00033612+0.0002564i,-1.9749e-05+0.00075377i,0.00024526+0.00070942i,0.0006432-0.00020752i,0.00035017-0.00026906i,-9.0495e-06-0.00027188i,8.7412e-05+0.00010589i,-0.00064906-9.7334e-05i,-0.0017723+0.00029717i,-0.0015462+0.00096509i,-0.00021152-2.8613e-05i,0.0004974-0.00036693i,0.00021882+2.8935e-05i,0.00032758+0.00055945i,0.00035203+0.00086484i,-0.00026624+0.00064077i
-0.0001839+0.00018488i,-0.00078664+0.0010345i,-0.0013058+0.0012596i,-0.0019613+0.00081238i,-0.0015191+0.00055149i,-0.00012341+0.00077871i,5.5626e-05+0.00046182i,-0.00014395-0.00011058i,0.00012625+0.00039377i,-9.3774e-05+0.00051544i,-0.00059485-7.5015e-05i,-0.00010884+0.00012404i,0.00021559+0.00052294i,-0.00055229-0.00033454i,-0.00094952-0.00013573i,-0.0010064-1.6106e-05i,-0.0010005-0.0004619i,-0.00034169-4.0525e-06i,0.00064937+0.00015291i,0.0011634+0.00071307i,0.00061726+0.0012081i,-0.00030399+0.00038059i,-0.00073412-0.00038233i
0.0017542+0.0022672i,0.0015654+0.0028258i,0.0022848+0.0014833i,0.0029678+0.00016103i,0.0027879+0.00057949i,0.001342+0.00057104i,0.00039903+0.00047966i,0.00033195+0.00051117i,0.00025858+5.2876e-05i,0.00013731-0.00024544i,0.00019164+4.4855e-05i,0.0010336-0.00027189i,0.0018642-0.00066853i,0.0016734-8.5868e-05i,0.00092839-0.00048163i,0.00064014-0.00052743i,0.00013181+0.00044019i,-0.00012826+0.0007846i,0.00051208+0.00019802i,0.00071213-0.0003071i,-0.00029722-0.00041878i,-0.0007021-0.00036287i,0.00016599-1.5739e-05i
0.0008338+0.0013969i,0.00050249+0.0008921i,-0.00054257-0.00066524i,-0.00019432-0.001018i,-0.000185-0.00010483i,0.00012929-0.0001398i,0.00036884-0.00073875i,-3.2546e-05-0.00085207i,0.00015417-0.00055877i,0.00031324-0.00051542i,0.00017241-0.00040951i,7.7466e-05-0.00016264i,1.9333e-06-0.00021891i,-0.00037449-0.00076246i,0.0002501-0.00077641i,0.00040264-0.0010508i,0.00019364-0.0012645i,0.0005171-0.00074842i,0.0002517-0.00072845i,0.00016106-0.00014917i,0.0002277+9.7788e-05i,0.0002164-0.00045117i,-0.00039466+0.00022108i
-0.00091319+0.00048063i,-0.0011639+0.00050753i,-0.0012293+0.0018401i,-7.3289e-05+0.0020132i,0.00039161+0.0020644i,-0.00015832+0.0020007i,-0.0011049+0.0014371i,-0.00096202+0.0011441i,-0.00013981+0.00068889i,0.00070693-0.00071048i,0.00064408-0.00070136i,0.00033605+7.518e-05i,-0.00015307+0.00019265i,-0.00050251+0.0002144i,0.00044545+0.00020225i,0.00079614-0.00024212i,0.00013679-1.2523e-05i,-0.00047973+0.00089627i,-0.00058787+0.00081417i,-0.00030319-0.00022397i,8.1957e-05-0.00047153i,3.2381e-05-0.00015687i,-8.4024e-05-0.00040593i
0.00070527-0.00024088i,0.00061583-8.2349e-05i,8.6537e-05-0.00045658i,-0.0003915-0.00049834i,-0.00059735-0.00029902i,-0.00064765+3.0519e-05i,0.0001725+0.0002432i,0.0007605+0.00097523i,0.00031273+0.0012489i,0.0002744+0.00033007i,0.0004127-9.766e-05i,-0.00033142-0.00036336i,-0.00071963-0.0010688i,-0.00055137-0.00079834i,-0.00096967+6.1696e-06i,-0.001452+0.0006218i,-0.00019548+0.00064575i,0.00088312+0.00088674i,0.00063966+0.0012558i,0.00050152+0.0010749i,0.00032702+0.00014239i,-0.0005794-0.00039627i,-0.00090563-0.00054846i
0.0022689-0.0017033i,0.0022375-0.0016906i,0.0026292-0.0004868i,0.0011271+0.00016079i,-0.00032428+0.00029852i,-7.4966e-05+0.00093472i,-0.00056452+0.0016139i,-0.0011867+0.0012998i,-0.00048317+0.0006154i,0.0005849-0.00030134i,0.0004249-0.00067921i,-0.00055482-0.00063559i,-0.00067562-0.00067187i,-0.00029723-0.00041927i,-0.00049497-0.00017248i,-0.00073696+0.00025115i,-0.00055901+0.00031734i,-0.00025581-0.00019987i,0.00042875+0.00021091i,0.00052021+0.00091809i,-0.00043248+0.0008254i,-0.00076654+5.532e-05i,8.8582e-05+9.0786e-05i
-0.00077942-0.00078108i,-0.00096684-0.0016814i,-0.0008682-0.0025345i,-0.00096403-0.002205i,-0.00082207-0.00087675i,-0.00071026-0.00032084i,-0.00021062-0.00070563i,0.00034494+0.00029824i,0.00077574+0.00083552i,0.00080778-9.1461e-05i,0.0012506+1.4755e-05i,0.00090215+0.00047079i,0.00038431+0.00025804i,0.00056597-0.00048719i,0.00022599-0.00079963i,-0.00018265-0.00078978i,-0.0009191-0.00089109i,-0.0011811-3.1393e-05i,-0.00012124+0.00050519i,-2.3396e-05+0.00042974i,5.862e-05+0.0001668i,0.00023669-0.00066647i,0.00053698-0.00078452i
2.7614e-05+0.0007296i,0.00071487+0.00081348i,0.00074448+0.0017743i,0.0007655+0.0020474i,0.00094791+0.0020868i,0.00069297+0.0016758i,0.00072735+0.00084275i,0.00080247+0.00016208i,9.6659e-06+3.6728e-05i,-0.00010204+0.00024695i,0.00019164+0.00091066i,0.00048819+0.0014939i,0.00026539+0.0008527i,-0.00032338+0.00026702i,0.00030817-0.00028911i,0.00075671-0.0011923i,-5.0423e-05-0.0012295i,-0.00077132-0.00064975i,-0.00089974-0.00014187i,-0.00072194+0.00018738i,-0.0008991+0.00038136i,-0.00087357-0.00017466i,-0.00043122-0.00043664i
-0.003555-0.0020032i,-0.0042882-0.0019395i,-0.0056406-0.0019168i,-0.005037-0.0010878i,-0.0035229+0.00021935i,-0.0010213+0.0013622i,0.00017774+0.001581i,-2.5466e-05+0.0010823i,0.00027218+0.00084266i,0.00057632+0.00068073i,7.9155e-05+0.0001445i,-0.00013335+0.0005801i,-0.00019457+0.001522i,-7.8139e-06+0.0014205i,0.00054893+0.00054419i,0.00056208-0.00026253i,0.00028769+0.00016114i,0.00021724+0.00051305i,0.000703-0.000253i,0.0013311-0.00051857i,0.00082395+0.00021223i,-0.00025843+0.00040384i,-0.000354-4.6835e-05i
-0.00028354+0.00076333i,0.00063309+0.0010576i,0.0018787+0.00028801i,0.0018726+0.00061372i,0.00085695+0.0013029i,0.00025294+0.0007702i,0.00050294-9.6265e-05i,0.00073708+0.00012847i,0.00043998+0.00072062i,0.00051511+0.00021019i,0.00035519+0.00048i,-1.7297e-05+0.001149i,-0.00021393+0.0010736i,0.00061451+0.00050724i,0.0012226+0.000167i,0.00037082+0.00067096i,-9.1731e-05+0.0013951i,-0.00047668+0.00116i,-0.00041103+0.00055919i,1.235e-05+0.00012078i,-0.00040033-0.00049784i,-0.00091481+3.1938e-05i,-0.0012144+0.00063896i
-0.0020998-0.0013223i,-0.0022662-0.00058718i,-0.0033173+0.00064348i,-0.0031778+0.0010872i,-0.00098027+0.00049801i,0.000361+4.4213e-05i,-0.00021123+0.00024795i,-0.00029907+0.00084321i,0.00034199+0.00095976i,0.00038999+0.00058008i,0.00018356+0.00060351i,-1.2188e-05+0.00034214i,0.00011704-0.00075934i,0.00016216-0.0013984i,-2.9813e-05-0.0008461i,-5.8271e-05+0.00020639i,-0.00044729+0.00095475i,-0.00099826+0.001221i,-0.00033619+0.00050654i,-4.5283e-05+3.9994e-05i,-0.00052315+0.00045173i,-0.00022001+0.00088404i,0.00015177+0.0010419i
0.00074877-0.0012286i,0.0012063-0.0017395i,0.0010823-0.0017038i,0.00037904-0.0015026i,0.00038643-0.00061276i,0.00051034+0.00081407i,0.00085878+0.00088591i,0.00062321+0.00050345i,0.00051803-4.4408e-05i,0.00036806-0.0008972i,-0.00024501-0.00089828i,-0.00086624-8.0663e-05i,-0.0014578-0.00011236i,-0.00094741-0.00095384i,-0.00029151-0.001258i,-0.0012184-0.0010002i,-0.0014582-0.00053853i,-0.00023023-0.00039107i,0.00030124-0.00010999i,0.00097464+0.00027419i,0.0015508+0.00018124i,0.00098737-0.00023743i,-0.00018883-0.00019312i
0.00090067+0.0010199i,0.001195+0.001166i,0.0024833+0.00033294i,0.0019932+0.00028816i,-5.9621e-05+0.00088934i,-0.00078534+0.001428i,0.00015641+0.0020447i,8.4978e-05+0.0015213i,-0.00044398+0.00042554i,-4.6195e-05-3.8107e-05i,0.00061527+0.0002758i,0.0011931+0.00026076i,0.00078317-2.5399e-05i,-0.00013163-0.00021985i,-0.00067271-8.8867e-05i,-0.001069+0.0004515i,-0.0013736+0.00041101i,-0.0011639+0.00053053i,7.2379e-05+0.00049016i,0.00095695+0.00046348i,0.00085068+0.0013617i,0.00022833+0.0012164i,-0.00059859+0.00057493i
-0.0014694-0.00026995i,-0.0021139-0.00040877i,-0.0017405-0.00053649i,-0.0011251-0.0002966i,-0.00035078+0.00056588i,0.00015245+0.0014686i,-4.6216e-05+0.001272i,-0.00024031+0.00077896i,0.00029729+0.00053908i,0.00048239+0.00031826i,-5.7716e-05+0.00027822i,-0.000383-1.7397e-05i,-0.00016454-2.748e-05i,0.00037378+9.4635e-05i,-0.00013263+0.0001107i,-0.00023388+0.00037553i,0.00040281+0.00059582i,0.00061015+0.00048029i,0.00017477+0.00055333i,0.00069545+0.00054746i,0.00074646+0.00026041i,-0.00011042+0.00010195i,-6.0142e-06+0.00027338i
