0.0010756-0.00043524i,0.00060728-0.00020601i,-0.00087196+0.00053246i,-0.00075884+0.00089681i,0.00022592+0.00055176i,0.00017571+0.00035722i,0.00037371+0.0006903i,0.00023404+0.00072249i,-0.00024712+0.00044239i,0.00064769+0.00021168i,0.00045058-0.00090688i,-0.00079594-0.0016872i,-0.00084328-0.0013633i,-5.0717e-05-0.0011714i,1.5827e-06-0.00059943i,-0.00019209+0.00033213i,-0.00078617+0.0009749i,-0.00062725+0.00095744i,0.00051732+0.00051051i,2.8429e-05-0.00023252i,-0.00049291-0.00032431i,-0.00041126+0.00028875i,-0.00028547+0.0001955i
-0.00075832-0.00099147i,0.00011245-0.0006532i,-0.00092419+0.00036973i,-0.00059745-8.5958e-05i,0.0010622+8.4584e-06i,0.002268+0.00043193i,0.0019427-0.00011268i,0.00059458-0.00082226i,-0.00029855-0.00027257i,-0.0001586+0.00056065i,5.1551e-05+0.00056167i,5.4629e-05-0.00058014i,0.0003269-0.00088409i,0.00069003+0.00019209i,0.0007215+0.00066314i,7.8075e-05+0.0002624i,-0.00050347-3.5286e-05i,-9.2194e-05+0.00026766i,0.00079942+0.00063166i,0.00045954+0.00038761i,3.1961e-05-0.00011416i,-0.00029659-0.00011058i,-0.00043272-9.9508e-05i
0.0025653-0.00040436i,0.0019299-0.00061933i,0.0014259-0.00033598i,0.0010592+0.00021219i,0.0010739-0.00057232i,0.0017782-0.0015898i,0.0018388-0.0015191i,0.00041649-0.00056897i,-0.00098123+9.3648e-05i,-0.0013569+0.00014202i,-0.0010897+0.00026801i,4.1126e-05+0.00050457i,0.00045017+0.0010357i,-0.00079895+0.00044402i,-0.0009059-0.0003397i,-0.0004201-0.00021858i,-0.00029147-2.1113e-06i,4.609e-06+0.00086692i,-0.00016216+0.00056334i,-0.00033475-0.00023943i,-0.00013598+0.00010496i,-0.00041091+0.00020876i,0.00019145+0.00046677i
-0.0015449+0.001931i,-0.0012264+0.0017541i,-0.00067345+0.0010113i,-0.00046121+0.0015247i,0.00021694+0.001908i,0.0010784+0.0013208i,0.00037867+0.00059941i,-0.0003016+7.0596e-05i,-6.9439e-05+0.00021877i,0.00047604+0.00010501i,0.00091465-3.6099e-06i,0.00046454+0.00066049i,0.00028061+0.00029367i,0.00046002-1.2103e-05i,0.00013603+0.00097332i,0.00029948+0.00086411i,0.00040227-0.0008223i,-0.00018322-0.0012286i,-0.00058582-0.0011014i,-0.0005573-0.0013162i,-0.00071169-0.0009866i,-4.7971e-05-0.00014753i,0.00031922+0.00034093i
0.00033851-7.7212e-05i,0.00092133-5.6534e-05i,0.0007291-0.00052779i,0.00026549-0.00096995i,0.00082235-0.0011088i,0.0011483-0.0012777i,0.00075001-0.0015076i,0.00076556-0.00093708i,0.0015964+0.00015016i,0.001481+0.00018906i,0.00054876-0.00038086i,0.00021931-0.0001997i,0.00036559+0.00014513i,-9.1942e-05-0.00044655i,-0.00071094-0.00095598i,6.9042e-05-0.0011223i,0.00077654-9.2118e-05i,0.00021704+0.00085404i,-0.00045488+0.00030485i,3.3481e-05+4.9395e-05i,0.00058869+0.00071943i,-0.0003667+0.0011877i,-0.00084475+0.00097155i
0.0012048-0.00126i,0.0015217-0.00046744i,0.0013778-0.00019353i,0.00030767+1.2495e-05i,-0.00027541-0.00035199i,0.00015611-0.00123i,0.00071546-0.00088046i,0.00018381-2.1272e-06i,-0.00053581-0.00047877i,-0.00046989-0.00051043i,-0.00018932-0.00045112i,-7.1775e-06-0.00021455i,0.00010864+0.00059835i,-0.00035352+0.00066302i,-0.00067396+0.00021954i,-0.00082261+0.00062272i,-0.00050747+0.00084681i,0.00012161-5.156e-05i,0.00017275-0.00018647i,0.0001139+0.00040626i,0.00026314+0.00056331i,0.00064579-0.00020439i,0.00036679-0.00015064i
-0.00023421+0.001246i,0.00084376+0.0019746i,0.0025669+0.0021598i,0.002581+0.0014313i,0.0018922+0.0004123i,0.001885-0.0011499i,0.00099519-0.0024788i,3.4276e-05-0.0019904i,5.899e-05-0.00047475i,0.00058185+0.00012715i,0.00040367-0.00030717i,-0.00014794-0.00061929i,-0.00030987-0.00040998i,-7.1593e-05-0.00064744i,0.00020177-0.0014963i,0.00039422-0.0010495i,0.00090414-0.00021077i,0.00063799-7.0183e-06i,-6.7006e-05+5.5463e-05i,-0.000383+0.00034706i,-1.8766e-05+0.00098978i,0.00025226+0.00061478i,0.00023225+5.1372e-05i
0.0010391-0.00040549i,0.0013813-0.0010003i,0.0014591-0.0014481i,0.0013962-0.00066878i,0.00070468-0.00011309i,0.00063833+0.00018257i,0.0012853+0.0012468i,0.001202+0.0010035i,0.00068247+0.00024021i,0.00036235+0.0001528i,0.00067219-8.9918e-05i,0.00066325-4.902e-06i,0.00068602+0.00051555i,0.000498+0.00049339i,-0.00028317+0.00017311i,-0.00019974+0.00015633i,0.00033785+0.00034916i,-0.00062875+0.00014898i,-0.00072479+0.00028804i,-0.00027811+0.00062737i,-0.00020796+0.00061835i,0.00018914-0.00020174i,-5.4152e-05-0.00077815i
1.798e-05-0.001223i,-0.00016015-0.00087736i,-0.00087465-0.00040329i,-0.00021942-0.00014122i,0.00010073-3.085e-05i,0.00017574-1.6058e-05i,0.00045302-0.00026189i,0.00084512-0.00038666i,0.0006041+0.00066874i,-0.00033465+0.00086521i,-3.6778e-05-0.00049772i,0.00063527-0.00080264i,0.0010282+0.00059428i,0.0007973+0.0014911i,0.00031827+0.00037341i,0.00017161-0.00042376i,0.00010272-0.00028968i,0.00037576-0.00047637i,-0.00010879-0.00084872i,-0.0004553-0.00076743i,-0.00021161-0.00042213i,-7.1334e-05-0.00044031i,0.00029486-0.0001939i
-0.00034125-0.00031952i,-0.00057912+0.00031872i,0.00049301+0.0019864i,0.0017249+0.0025935i,0.0016175+0.0017646i,0.0011417+3.6423e-05i,0.0011093-0.0012924i,0.0005584-0.00095522i,4.2773e-05-3.8877e-05i,0.00048864+0.00047285i,0.00069687+0.00039342i,-9.4834e-05+0.00017649i,-0.00060611-9.3229e-05i,-0.00062472-0.00043099i,-0.00011599-0.0014293i,-0.00026951-0.00092519i,-0.00033618-3.0154e-05i,0.00075813-0.00022591i,0.00077441-0.00027562i,-0.00066614+9.6187e-05i,-0.00040243-0.0002064i,-0.00018915-0.00095122i,-0.00048155-0.0011148i
-0.0011605+0.00048599i,-0.00070498+0.00067537i,-0.00077717+0.0010262i,-0.00019535+0.00082405i,0.0012102+0.00024954i,0.0022226-0.00074759i,0.0011142-0.0010683i,-0.00052733-0.00052487i,0.00012883-0.00011829i,0.00098861+0.00019116i,0.00035952+0.00025044i,-7.0444e-05+0.00035856i,0.00021209+0.0008198i,0.00029733-0.00017553i,0.0009175-0.00088804i,0.0010017-0.0003989i,-0.00033041-0.00040011i,-0.0010402-0.00020269i,-0.0005764+0.00030236i,1.7955e-05+5.8714e-05i,0.0005161-0.0002813i,0.00086488-1.5733e-05i,0.00062005+0.00024417i
-0.0013946-0.0012958i,-0.0011045-0.00040725i,-0.0013069+0.00082982i,-0.0003362+0.001403i,0.0011649+0.0016746i,0.0015651+0.00018103i,0.00087377-0.0010399i,7.4335e-06-0.0011837i,-0.00083748-0.00094011i,-0.0011118-0.00033775i,-0.00063945+0.00054656i,0.00015954+0.00040861i,0.00064512+0.00049761i,0.00058442+0.0012809i,0.00049784+0.00073657i,-0.00011636-0.00012855i,-0.0006927-0.00036551i,-0.00071969-0.00032366i,-0.00060766+0.00040204i,-0.00015492+0.00067876i,0.00022776-6.4723e-05i,-1.4751e-05-6.4469e-06i,0.00022002+7.9424e-05i
0.00044483-0.00077461i,-0.00021342+0.00035999i,-0.00077193+0.0015881i,-0.00082247+0.0016631i,0.00046475+0.0010446i,0.0022615+4.2655e-05i,0.0023014-0.0012491i,0.0010637-0.0016538i,1.771e-06-0.00039525i,-0.00046853+0.0007316i,-1.7024e-05+0.00015009i,0.00050751-8.9847e-05i,0.00054133-0.00031879i,0.00093255-8.361e-05i,0.00066883+0.00078036i,8.6881e-05+0.00043775i,9.6082e-05-0.00048593i,0.00052133-0.00048008i,0.00081207+4.559e-05i,0.0013232+0.00027477i,0.00090424-0.00020333i,-0.00023035+0.00018718i,-0.00022081+0.00033298i
0.00028324+0.0011004i,0.00076823+0.00084836i,0.001226+0.00035195i,0.0011807+0.00012585i,0.00048378+3.3889e-05i,8.3846e-05-0.00094133i,2.1042e-06-0.0014597i,0.00066558-0.00083938i,0.00048459-1.6717e-05i,0.00011835+4.9594e-05i,0.00020452-0.00091651i,7.0461e-05-0.001009i,-9.4803e-05-0.0003575i,5.9214e-05+0.00059657i,-0.00046695+0.0008188i,-0.00084779-0.00018649i,-0.00040838-0.00075863i,-0.0001177-0.00083674i,-0.00031736-0.00061715i,-0.00076902-0.00018033i,-0.00051838+0.00039679i,7.912e-05+0.00043609i,0.0004823+0.00014901i
0.00025512+0.0012748i,0.0007489+0.0012934i,0.00039252+0.00086382i,0.00066158+0.00012569i,0.00080653-0.0007218i,0.00049616-0.00081043i,0.0003612-0.00093617i,0.00034098-0.0010869i,-0.00054623-0.00016634i,-0.00087177+0.0007912i,-0.00044175+0.00047389i,1.3153e-05+9.3588e-05i,0.00082874-0.00037142i,0.00075733-0.00092619i,0.00027164-0.0012097i,-0.00019942-0.0012214i,-0.00051873-0.0005882i,-0.00063793-0.00012446i,0.00026507-0.00041784i,0.00056111-0.00036534i,8.4548e-05-0.00014425i,-0.00017775+0.00048979i,-0.00085526+0.0009837i
-0.00049233+0.00056816i,-0.00052363-0.00020522i,-0.00028208-3.2834e-05i,0.00053693+6.3673e-05i,0.00056303-0.00019408i,0.00016913-0.00023103i,-0.0004238-0.00050127i,-0.00044645-0.00097557i,0.00028121-0.00056386i,0.00012946+0.00029983i,-0.00055872+0.00081545i,-0.0013376+0.00052649i,-0.0020581-7.7048e-05i,-0.0014566-0.00094964i,-0.00034773-0.0010093i,7.0746e-05-9.6738e-05i,-0.00063577+0.00010873i,-0.0014962-0.00014113i,-0.00067841+0.0002139i,0.00010952+0.001288i,0.0002489+0.0019734i,-2.39e-05+0.0011481i,0.00075679+0.00029223i
0.00074256+0.00058365i,0.0011386+0.0010041i,0.0014467+0.0008831i,0.0012093+0.0013877i,0.00043372+0.00085079i,0.00024464-0.00053469i,0.00055985-0.0014336i,0.00023462-0.00096732i,-0.00014499+0.00020184i,0.0004307+0.00066094i,0.00087608+0.0006567i,0.00041532-6.5068e-05i,0.00052256-0.00068701i,0.0011833-0.001173i,0.001781-0.0011012i,0.0019953-0.00028056i,0.0011856+8.0642e-05i,0.00011978-0.00022156i,-0.00097018-0.00035764i,-0.001013-0.00062069i,-0.00074316-0.0007829i,-0.00039799-0.00082538i,-1.0641e-05-0.0010123i
0.0018427+0.00066158i,0.0027912-0.0010641i,0.0018703-0.00046508i,0.00058513+0.000776i,0.00071173+0.00017754i,0.0013101-0.00096374i,0.00092077-0.0010369i,-0.00033382-0.00041828i,-0.00059813+0.00051945i,-9.6411e-06+0.00071033i,-1.6409e-05+0.00042164i,-0.00065268-2.6663e-05i,-0.00066614-0.001033i,-0.0002087-0.0013901i,-0.0001938-0.0006389i,-0.00039314+0.00057416i,-0.00042135+0.00048254i,5.0236e-05-0.00048351i,0.00030414-0.00034385i,1.6315e-05+1.4458e-05i,-0.00017441-0.00011188i,-0.00018297-0.00012569i,-0.00049629+0.00011313i
-0.0010191-0.0022311i,-0.00081771-0.0025087i,-0.00049053-0.0011401i,-0.00045254+0.00014692i,-1.1395e-05+0.00060493i,0.00097405-0.00041291i,0.0015346-0.001497i,0.00098773-0.00086379i,-0.00044686-0.00011199i,-5.7834e-06+0.00019913i,0.00066328+0.0001262i,0.00067105-8.0795e-05i,0.00077705+0.00086789i,0.00047192+0.0012555i,0.00071576+0.00046282i,0.00096264+0.00020819i,8.3684e-05+0.00083324i,-0.0001631+0.00089146i,-0.00013569-0.0002778i,-0.00060465-0.0002715i,-0.00011491+5.7171e-05i,0.00050553+0.00033281i,0.00044891-0.00034472i
0.002475-0.0017899i,0.0015489-0.0009205i,0.0014904+0.00036216i,0.0001055+0.00023711i,-0.00017153-0.00042423i,0.0013504-0.00011437i,0.0016982+0.00033094i,0.00039291+0.00027323i,-0.0004564+0.00031262i,-0.00065699+0.00084808i,-0.00035475+0.00084203i,0.00044557+0.00043989i,0.0010164+0.00060766i,0.00046634+9.1736e-05i,7.1421e-05-0.00083308i,0.00062293-0.00060232i,0.00030378-9.5226e-05i,-0.00051247+0.00017677i,-0.00037999+0.00060727i,0.00032143+0.0010887i,0.00041394+0.00079817i,0.00060924+7.1677e-05i,0.00092159-0.00024051i
-8.7297e-05+0.0018275i,-0.00080507+0.0024212i,3.3863e-05+0.0022693i,0.00052372+0.0012876i,0.0008356+0.00037985i,0.001614-0.00096934i,0.0015657-0.0013914i,0.00027571-0.00079445i,-0.00067866-7.6557e-05i,-0.00067586+0.00043347i,-0.0002929+0.00016497i,-0.0007432-0.00039383i,-0.00066258-0.00037265i,-0.00068664-0.00051429i,-0.00062214-0.0012352i,-0.00015554-0.00074407i,0.00035317+0.00022898i,0.00015526-1.9874e-05i,-0.00029341-0.00039028i,-0.00024202-0.00021874i,0.00022853+0.00030219i,0.00092965+0.00032635i,0.00093627-4.7546e-05i
-0.0017376-0.0014258i,-0.00187-0.00043047i,-0.0012722+0.00076314i,-0.00090792+0.00096193i,0.00029699+0.00061453i,0.0010789-1.607e-05i,0.00094148-0.0010831i,0.00026354-0.00090816i,-0.00033893+0.00011881i,-8.7376e-05+0.0003742i,9.9516e-05+3.7886e-05i,-0.00033044+0.00048524i,-6.4279e-05+0.0010045i,0.00029307+0.00076006i,-0.0002198+0.00037017i,-0.00047935-5.8931e-05i,-0.0002011-0.0007155i,-0.00056657-0.00094114i,-0.00085454+0.00012572i,-0.00044555+0.00054713i,-0.00035613-0.00024427i,-0.00055953-0.0011252i,0.00010515-0.001018i
-0.0036177+0.00081022i,-0.0023895+0.00053446i,-0.0010487+0.0021169i,0.00083207+0.0020351i,0.0030264+0.00081262i,0.0036932-0.0019672i,0.0015787-0.0029904i,-0.00039248-0.0014697i,-0.00053438-0.00040868i,9.442e-05-2.0267e-05i,0.0012661-0.00012186i,0.0018283+0.00021004i,0.00095776+0.00028617i,0.0013893-0.00028786i,0.0023569-0.00069443i,0.0009677-0.00090418i,7.4748e-05-0.00054498i,0.00028992-0.00054246i,9.5769e-05-0.00053586i,-0.0004277-0.00038885i,-6.1798e-05+0.00056003i,0.00057978+0.00095766i,0.00021291+0.00044965i
0.0030214+0.00068563i,0.0021487+0.00023231i,0.00017354-0.00014921i,-0.00030612-0.00021368i,0.00038436-9.086e-05i,0.00029026+0.00036081i,0.00053478+0.00030529i,0.0010539+0.00030599i,0.0011022+0.00087972i,0.00050508+0.00056192i,0.00011898-0.00052135i,0.00035407-0.0011443i,0.00052028-0.00034198i,-0.0002591+0.0015049i,-0.0011009+0.0017046i,-0.00029524+0.00069274i,0.00083643+0.00016613i,0.00071209+0.00061922i,0.00023777+0.001607i,3.9632e-05+0.0011152i,8.0862e-05+0.0003467i,0.00027939+0.00067521i,0.00057078+0.00038292i
0.0035036+0.0019927i,0.0027334+0.0011003i,0.002158-0.00014123i,0.0018255-0.00065605i,0.0012586-0.00046588i,0.0010366-0.00037795i,0.00029167-0.00043606i,-0.0006343-0.00054187i,-0.00033737-0.00012467i,-0.00035099+0.0003677i,-0.00017936-0.00024133i,4.629e-05-0.0011989i,-0.00019808-0.00094518i,-0.0010439-0.0011112i,-0.0016374-0.00088533i,-0.00076777-0.00019302i,0.00015966-3.2057e-05i,0.0005064-0.00021713i,0.00043826-0.0002225i,-0.00040771+0.00028215i,-0.0011302+7.7393e-05i,-0.00056834-0.00020832i,-5.7323e-05-5.089e-05i
0.0002207+0.00025018i,0.0003179+0.00012179i,0.0010102+0.00075741i,0.00055671+0.0008336i,0.00013158+0.00028354i,0.00078548-0.00043048i,0.00084157-0.00072781i,-0.00022115-7.1289e-05i,-0.00084655+0.00025313i,-0.00059127+0.00080102i,-0.00073156+0.00089227i,-0.00096992+0.00042324i,-0.00068057-0.00028911i,8.517e-05-0.00074198i,0.00033444-0.00043934i,-9.5901e-05+0.0002371i,-0.00036919+4.3407e-05i,-0.0001045-0.00053176i,6.1139e-05-0.00087216i,0.00034024-0.00035985i,0.00061364+4.0005e-05i,0.00011676+0.00037401i,-0.0011348+0.00078501i
-0.00047482+0.00045437i,-0.00087833+0.00021058i,-0.0013326-0.0011424i,-0.00052154-0.0011942i,0.00059248-0.00015426i,0.00091741-0.0004108i,0.00052448-0.00047163i,0.00037511+6.7004e-05i,4.0487e-05-0.00028084i,-0.00017495-0.00070312i,-0.0004809-3.1649e-07i,-0.00036146+0.00032818i,-2.9455e-05+0.00029001i,0.00014934-8.4592e-06i,0.00031747-1.2242e-05i,0.00040566+0.00043703i,-1.8043e-05+0.00042682i,-0.00042276+0.00026046i,-0.0004263-0.00034121i,-0.00046756-0.00078954i,5.5173e-05-0.00087193i,0.00078526-0.00054731i,0.00037647-0.00010531i
0.001242-0.00035567i,0.0016643-0.0001705i,0.00079732+0.0001836i,-0.00053184+0.00056608i,-0.00030236+0.0012977i,0.0012607+0.0013933i,0.0022652+0.00041197i,0.0014017-0.00060912i,0.00024965-0.00070099i,0.00045891-0.00047544i,0.00028268-0.00033863i,-0.00026354-0.00044075i,0.00021834-0.0003654i,3.0518e-05-0.00036408i,0.00012213+0.00011869i,0.00083778+0.00073608i,0.00044229+0.0010164i,-0.00037235+0.0010744i,-0.0002452+0.00047374i,0.00018736+0.0002949i,-0.00029291+6.0773e-05i,-0.00010591-0.00038507i,0.00045922+2.004e-05i
-0.00064584-0.0019384i,-2.5147e-05-0.0031642i,-0.00064458-0.0016859i,-0.00076303+1.3302e-05i,0.00028277+0.00087981i,0.00091003+0.00014794i,0.00048529-0.0011418i,-0.00030295-0.001085i,-0.00044954-0.00024014i,-1.929e-05+0.00068602i,0.00050297+0.0011629i,0.00061371+0.0013745i,0.0010592+0.0014543i,0.00076304+0.0015061i,0.00013635+0.0011782i,0.00038202+0.00029909i,0.0012129-6.9674e-05i,0.00072466+2.9041e-05i,3.2972e-05+0.00018159i,0.00012442+0.00043615i,2.2594e-05+0.00018029i,0.00036824+0.0003604i,0.00038368+0.0009872i
0.002194+0.00049925i,0.0025915+0.00068241i,0.0025531+0.0010367i,0.0019379+0.00084409i,0.0016119-0.00011495i,0.0015525-0.00025244i,0.00085453-8.6864e-05i,-9.6428e-05-0.00011376i,-0.00021843-0.00076111i,0.00063797-0.0010489i,0.00071386-0.00080253i,0.00027775-0.00022349i,-0.00054105+0.00011029i,-0.0008478-0.00061946i,-0.0008009-0.0013131i,-0.00040993-0.00056154i,-0.00016566+0.00073585i,-9.2255e-05+0.00086711i,-0.00042763+0.00041736i,-0.00065376-0.00040422i,-0.00042636-0.00064861i,-0.00013985-0.00014243i,-0.00041825+2.5217e-05i
0.0006195+0.00045579i,-0.00085499+0.00095346i,-0.00032592+0.00019292i,-0.00011705-0.00066844i,0.00042465+0.00038206i,0.0012758+0.00061065i,0.0014151-0.0001739i,0.0010239-0.00032509i,0.00025042-9.8139e-05i,0.00033225-0.00034427i,-0.00028755-0.00088109i,-0.0007647-0.00046704i,-0.00026403-0.00023543i,0.0004475-0.00033757i,0.00048924+0.00016606i,-0.00073867+0.00030601i,-0.00092951+0.00098168i,0.00021835+0.0012691i,0.00015872+0.00038229i,-0.00055773+0.0006398i,-0.00058666+0.00067807i,-2.7794e-05+0.00013191i,-0.0001876+0.00039188i
0.0005844+0.0020529i,-0.00073188+0.0013051i,-0.0011029+0.00012069i,0.00060318+1.0973e-05i,0.0015879+0.00047701i,0.0012814-0.00053554i,0.0008288-0.0008756i,0.00010089-0.00065583i,-0.00028584-0.00026323i,-0.00050258+0.00020758i,-0.0008721-0.0005009i,-0.00098994-0.00036111i,-0.00085697+1.1585e-05i,-0.00046714+3.5041e-06i,0.00030075+0.00061477i,0.00032634+0.0010988i,0.00049648+0.00086897i,0.00096596+0.00065072i,0.00021996+0.00040864i,-0.0006386-0.00023357i,-0.00068699-0.0010057i,-2.5366e-05-0.0006395i,9.6656e-05-0.00031672i
-0.0037005-0.00030067i,-0.0017002+7.2545e-05i,-0.00077931+0.00086983i,-8.2434e-05+0.0013541i,0.00076334+0.00098264i,0.00103-0.00032328i,0.00089672-0.0012021i,0.00077163-0.0010041i,0.00022986-0.00050941i,-0.00053928-0.00057091i,-0.00059562-0.00029052i,-0.00048427-0.00057757i,-0.00016375-0.0010366i,0.00041918-0.00066237i,0.00098303-0.0012864i,0.0012999-0.00089731i,0.00071667+4.8298e-05i,-0.00042397-0.00024284i,-0.00082011-0.00019175i,-0.00035052-0.0001946i,0.00048357-0.00023151i,0.00078416-0.00048226i,0.00041098-0.00061857i
0.0019972+0.00071692i,0.0032666+0.0017595i,0.0046701+0.0025989i,0.0042386+0.0022417i,0.0029315+0.00050393i,0.001342-0.00060741i,-9.2808e-06-0.00048548i,-0.00074313-0.00057273i,-0.0002704-0.00059914i,0.00046838-0.00052961i,0.00046739-0.00047865i,0.00041452-0.00093887i,0.00011601-0.001313i,0.00042861-0.0009852i,0.00044146-0.0008056i,0.00027728-0.00082598i,6.8168e-05-0.00093344i,-0.00043319-2.5926e-05i,-0.00052979+0.0011676i,-0.00048174+0.0012635i,-0.00034607+0.00051329i,-0.00030648-0.00063359i,-0.00052643-0.0013023i
-0.00022626+0.001771i,0.00048403+0.0021233i,0.00067891+0.0015973i,0.00083378+0.00094207i,0.0018711+0.0012382i,0.0029735+0.00054823i,0.0030963-5.111e-05i,0.0017136+0.00017414i,-0.00046595+2.552e-05i,-0.0005567-0.00083613i,0.00012881-0.00074032i,0.00016235-0.00051286i,0.0003894-0.00073235i,0.00083055-0.00013041i,0.00055739+0.00043959i,-0.00015895+9.4013e-06i,-0.00083844-3.8692e-05i,-0.00048437-0.00024904i,0.00032863-0.00056677i,-0.00032887+4.3796e-06i,-0.00079045+0.00031628i,6.0751e-05+0.0005496i,0.00065513+0.00021145i
0.0010712+0.0015975i,0.0028978+0.0010455i,0.0024815+1.3933e-05i,0.00064844-0.0011294i,-0.00022925-0.0018032i,-0.00066625-0.0018631i,-0.00022242-0.0012473i,-0.00013388-0.00045719i,-0.00027833+0.00032775i,0.00082286-3.7126e-05i,0.0012735-0.00027151i,0.000331-3.8534e-06i,-2.4646e-05-0.00041019i,0.00032656-0.00035804i,0.00060776+0.00062508i,0.00047962+0.0011673i,-0.00034553+0.0012784i,-0.0010997+0.0012266i,-0.00083532+0.00076696i,-0.00047927-0.0003074i,-0.00032303-0.00031877i,-4.8873e-05+4.9769e-05i,0.00029096-7.0053e-05i
-0.00060327-0.00050211i,0.00014342-0.00025493i,0.00042917-0.00015437i,0.00042268+0.00021306i,0.0016484+0.00029431i,0.0013434+2.6683e-05i,0.00082371-0.00057758i,0.00033772-0.001142i,-0.00038172-0.00090037i,-0.00039873-0.00038549i,-6.6755e-05-0.00025536i,0.00053791+0.00013374i,0.00020347+0.00015984i,-0.00027942+6.4508e-05i,-0.00016785+0.00078344i,9.6982e-05+0.00099006i,0.00051229+0.0005725i,0.00078987+9.7906e-05i,0.00079615+6.651e-05i,0.00041946+0.00045805i,-0.00035329+0.00028588i,-0.0002767+0.00017946i,0.00044856+0.00011661i
0.002746-0.00057211i,0.0022957-0.00063602i,0.0023669-0.00015502i,0.0018506-0.00052463i,0.0016121-0.0011254i,0.0020875-0.0011558i,0.0020099-0.00058989i,0.00066636+0.00040594i,-4.6189e-05+0.00063183i,0.00026774-0.00015206i,-0.00039904-0.00081509i,-0.00054842-0.0007568i,-2.8651e-05-0.00078172i,0.00055188-0.00087387i,0.00062798-0.00044426i,0.00021221-0.00028472i,-0.00051535-0.00080598i,-0.00024376-0.00083133i,0.00011583-0.00033372i,-0.00085924-2.2837e-05i,-0.0012057+0.00039826i,0.00011759+0.00084666i,0.00094308+0.00012561i
0.00083367+0.00092524i,0.0013537+0.00057022i,0.0010991+0.00064463i,0.0003504+0.0007803i,2.8941e-05+0.0005639i,0.00085809+0.00052109i,0.0013659-0.00032566i,0.00034364-0.00035982i,-0.00033451+0.00023481i,-0.00053167+0.00037783i,-0.001276+0.00049311i,-0.0013454+0.00018914i,-4.0371e-07+0.0002264i,0.00051573+0.000443i,0.00034956+0.00052899i,0.00014208+0.00079096i,1.9468e-05+0.0011846i,0.00026655+0.0010293i,0.00027467+0.00012594i,0.00036059-0.00097295i,0.00053104-0.00062256i,0.00021838+0.00020431i,-0.00025259+0.00026458i
-6.879e-05-0.0011682i,0.00019059-0.0020835i,-0.00020227-0.002474i,-2.9379e-05-0.0016253i,0.00050168-0.00082383i,0.00053087-0.00075185i,0.0002413-0.00045804i,-0.0001119+5.5738e-05i,-0.00023832+0.00011344i,7.6437e-05+0.00033944i,0.00047464+0.00050777i,0.00056326+0.00088326i,0.00062147+0.001147i,0.00040059+0.0004906i,-0.00010666+0.00035522i,-0.00025042+0.001005i,0.00058104+0.00039266i,0.00090974-6.3051e-05i,0.00080006+0.00036098i,0.0014688+0.00012258i,0.0013096-0.00033503i,0.0009019-0.00045289i,0.00044611-0.00044756i
0.0026782-0.0021088i,0.0019744-0.0017948i,0.00074939-0.0011964i,0.00044271-0.00057492i,0.00032382-0.00078483i,0.00015901-0.0011611i,-9.5176e-05-0.0012198i,-0.00010862-0.0010966i,-7.0653e-05-0.0014384i,5.8562e-05-0.0011439i,-0.00031014-0.00052526i,-0.0011223-0.00047182i,-0.0016187+6.6228e-05i,-0.0012885+0.0012466i,-0.00085869+0.0022005i,-0.000242+0.0013891i,9.3111e-05+0.00041513i,-0.0005921+5.1769e-05i,-0.00037972-0.00056102i,0.00038524-0.00056817i,0.00042127+0.0002358i,0.00016822+0.00076293i,0.0004066+0.00026232i
0.0013046+0.0016374i,0.0020927+0.001301i,0.0016599+9.5238e-05i,0.0015883+0.00025744i,0.0022751-6.8973e-05i,0.0023329-0.00051429i,0.00072533-0.0012122i,-0.00059739-0.0013029i,-0.00062098-0.00056472i,-0.0003201+0.00024762i,-0.00016919+0.00050583i,-0.0001906+0.000152i,0.00031335+0.00011592i,0.00090735+0.00058691i,3.3064e-06+0.00091894i,-0.00021141+0.00086388i,0.00011413+0.00031118i,7.8975e-06-0.00021848i,0.00027953+0.0001447i,0.00045819+0.00054025i,0.00075583+0.0001483i,0.00095954-6.3317e-05i,0.00059198-0.00029398i
-0.00066816+0.00048319i,-0.0003037+0.00030469i,0.00072116+0.00057816i,0.0017854+0.00041031i,0.0021059-0.0005459i,0.0020839-0.00079915i,0.001794-0.00026194i,0.00088308+0.00036893i,0.00016923+0.00081274i,0.00060949+0.00058547i,0.00080312-7.0084e-06i,0.00026664-0.0010312i,-0.00054783-0.0011084i,-0.00043363-0.00096253i,0.00028218-0.0016034i,0.00013851-0.00087377i,0.00017378-0.00039297i,0.00092376+0.00011908i,0.00065974+0.00056563i,-3.683e-05+4.6742e-05i,-3.0244e-05-0.00035493i,0.00024498+0.00028395i,8.5221e-05+0.0002947i
-0.0010769-0.0015837i,-0.0013654-0.00034316i,-0.0019274+0.0012837i,-0.0010177+0.0016028i,0.00038806+0.00147i,0.0014953+0.00052761i,0.0020863-0.0010322i,0.0013938-0.0011696i,0.00021755-0.00043561i,-0.00011732-0.00011378i,0.00018078+0.00028393i,0.00029984+0.00035155i,0.00043419-0.00046599i,0.0013012-0.00036167i,0.0016077+0.0010631i,0.00074468+0.0015099i,-0.00017637+0.00025155i,-0.00028622-0.0005846i,-6.5597e-05-0.00084718i,0.00065711-0.00076886i,0.0015184-0.00035654i,0.00092553-0.00036407i,-0.00023845-0.00029872i
