-0.0014159-0.001413i,-0.00059352-0.0023187i,-0.0019463-0.0020589i,-0.0021628-0.00078168i,-0.0015109+0.0011144i,-0.00022091+0.0017408i,0.00040952+0.0011123i,0.00058912+0.00033694i,0.00062497+0.00071081i,0.00023502+0.0010798i,0.00055337+0.00058717i,0.00057872-0.00041669i,7.3296e-05-0.0010165i,-2.8975e-05-0.0012398i,0.00040909-0.00093369i,0.00051769-0.00017692i,0.00040481-0.00023499i,-0.00010651-0.00058013i,-0.00035325-0.00030338i,-0.00057584-0.00055819i,-0.00045933-0.00022689i,0.00017853+0.00054827i,0.00024958+0.00060503i
-0.0013194-0.00036186i,-0.001932-0.00035047i,-0.00099913+0.00063428i,0.00039103+0.0010491i,0.0013986+0.0011304i,0.0013503+0.00099402i,0.00058516+0.00074278i,-0.00034885+0.00075989i,-0.00048095+0.00052901i,-0.0002731-9.1716e-06i,8.7907e-05-0.00046402i,0.00059627-0.00048198i,0.00041518-0.00034044i,-0.00011419-0.00018019i,-0.00055305-0.00016531i,-0.00084089-0.00044328i,-0.00068781-0.00031595i,8.9975e-05+0.00032856i,6.8971e-05-9.2046e-06i,-9.475e-05+5.8506e-05i,-0.00087359+0.00071299i,-0.0015225+0.00077207i,-6.5615e-05+1.8724e-05i
0.00017262-0.0021302i,-0.0015672-0.0036977i,-0.0035773-0.0032598i,-0.0035999-0.0011656i,-0.0021079+0.00015986i,-0.000488+0.00053635i,0.00032076+3.4731e-05i,-0.00025402-0.00037349i,-0.00068929-0.00032158i,-0.00030461-0.00021814i,-0.00023408-0.00034447i,-0.00070012-0.00040219i,-0.00093383-0.00030297i,-0.00072727+1.6779e-05i,5.8936e-05+0.00025982i,0.00071758-0.00015247i,0.00044099-0.00053069i,-0.00041482-0.00042729i,-0.00092906-0.00027283i,-0.00042803+6.3559e-05i,-4.998e-05+0.00070609i,0.00046371+0.00034393i,0.0010812-0.00035898i
-0.0010149-0.0018842i,-0.0016293-0.001781i,-0.0026746-0.0018818i,-0.0016768-0.0014995i,-0.00016434-0.00049163i,-0.00029171+0.00052848i,0.00027899+6.7782e-05i,1.7643e-05-0.0011119i,-0.00094153-0.0012433i,-0.0008263-0.00065219i,-0.00060738-0.00071841i,-0.0003362-0.0012465i,0.00043464-0.0011426i,0.0011056-0.0010235i,0.0016275-0.00076049i,0.0012656-0.00080448i,0.00084354-0.0011335i,0.00075725-0.0011269i,0.00058982-0.00097273i,0.00041625-0.00041776i,0.00054204+0.00034679i,0.00059601+0.00037185i,0.00078365+1.3914e-05i
-0.00012742-0.001266i,-0.0011866-0.001948i,-0.0020092-0.0031221i,-0.0025587-0.0028505i,-0.0017603-0.0015556i,-0.00054777-0.00025635i,-0.00016579+0.00014151i,-0.00053605+0.00012943i,-0.0012333+0.00043512i,-0.0010409-9.6182e-05i,-0.00019731-0.0007538i,0.00044139-0.00059437i,0.00024295-0.00039066i,0.00078554-0.00066185i,0.0010878-0.0010007i,0.00066313-0.00063674i,0.00056441-0.00013884i,0.00073148+0.00027584i,0.00056893+0.0004195i,0.00023509-0.00018834i,-8.4714e-05-0.00015387i,-0.00014434-7.2352e-05i,0.00020409-0.00015141i
0.0020418-0.0012464i,0.001156-0.0017131i,0.0012287-0.0012326i,4.7294e-05-0.0010611i,-0.00028703-0.00065342i,-4.9883e-05+0.0010922i,-0.00044412+0.0022265i,-0.0011761+0.0019795i,-0.0015807+0.0013808i,-0.0010059+0.00062718i,-0.00062147-0.00034273i,-0.00021788-0.00026957i,0.00011813+0.00027082i,6.3908e-05+0.00022599i,0.00029361+0.00037913i,0.00031556-0.00045563i,0.00022407-0.0010141i,0.00039074-0.0002474i,0.00037253+0.00044074i,-0.00013762+0.00037381i,-0.00048021-0.00019375i,-0.00010999-9.8396e-05i,0.0001603+0.0001626i
0.0014874-0.001216i,0.00050974-0.0022231i,-9.7143e-05-0.0024283i,0.00041756-0.0013767i,0.0012678-0.00025701i,0.001868+0.00053238i,0.001932+0.00094584i,0.0012614+0.00050308i,0.00068949-0.00023915i,0.00062613-0.00054732i,0.00087397-0.00055537i,0.00048777-0.00035267i,0.00060555+0.00064429i,0.0010061+0.00091865i,0.00093594-0.0002358i,0.00066333-0.0007282i,0.00024746-0.00077349i,-0.00016297-0.00041398i,-0.0005313-7.4932e-05i,-0.0004658+0.00017641i,-0.00048637+0.00051072i,-0.00049295+0.00080564i,-0.00028763+0.0011126i
-0.0009583-0.0016415i,-0.0017994-0.00061393i,-0.0020173-0.00058131i,-0.0010169-0.00044413i,0.00042627-0.00064728i,0.00075814+0.000265i,0.0010298+0.00096907i,0.00072022+0.00046512i,0.00052574-5.9676e-05i,0.0002806-4.5941e-05i,-0.00031232-0.00015617i,-0.000202-0.00052102i,0.00026962-1.932e-05i,0.00061688+0.00090697i,0.00045082+0.00044033i,0.00085594+2.7235e-05i,0.00089486+0.0002285i,-0.00043047-8.3102e-05i,-0.0010206+0.0001252i,-0.00074738+7.0227e-05i,-0.00069086-0.00049672i,-0.00070365+0.00013345i,-0.00093613+0.00046313i
-0.0011948-0.00062902i,-0.0020338-0.0010076i,-0.002416-0.0014112i,-0.0016189-0.00097438i,-0.00032052-0.00035221i,0.00073201+0.00026379i,0.0013763-0.00016853i,0.00048638-0.0012591i,-0.0007994-0.0024165i,-0.00047264-0.0027106i,0.00024428-0.0021908i,0.00073501-0.0016527i,0.00056383-0.0006562i,0.00014372+0.00042031i,-0.00016881+7.4489e-05i,-0.00049615-0.00040727i,9.2131e-05-0.00058271i,0.00016302-0.0013576i,-0.0006571-0.0013277i,-0.00084289-8.8754e-05i,-0.00084505+0.00051543i,-0.00055331+0.00038761i,-2.4648e-05-0.00011727i
-0.00015775-0.00044371i,-0.001407-0.00043147i,-0.0023263-0.00086196i,-0.0014995-0.0016762i,-0.00022901-0.0012823i,-0.00022092-0.00051889i,-0.00088139+0.00016476i,-0.0018964+0.00019147i,-0.0020492-0.00017251i,-0.0014071-0.00034941i,-0.00027084-0.00069068i,0.00058065-0.00041201i,0.00095884-0.00059407i,0.00096839-0.00095582i,0.00050796-0.00088894i,1.3796e-05-0.0010837i,-0.00043459-0.0011546i,-0.00053561-0.00022279i,4.2561e-05+0.00014114i,0.00071112-0.00033826i,0.00051123-0.00061619i,-0.00028123-7.1561e-05i,0.0002355+0.00028212i
0.00045196-0.00077774i,-0.00043432-0.0022242i,-0.0016762-0.0027686i,-0.0029618-0.0021403i,-0.0027753-0.0011237i,-0.0014576+0.00050258i,-0.00023229+0.0011288i,-0.00078293+0.00037361i,-0.0017026+1.0899e-05i,-0.00096288-0.0003251i,0.00063606+0.00021959i,0.00054649+0.00043486i,0.00014392+1.8269e-05i,0.00037052+0.00010577i,-0.00013124-0.00043032i,0.00018278-0.00123i,0.00048627-0.001089i,0.00016339-0.00057201i,0.00020885-0.00013729i,-1.0383e-05+6.6987e-05i,0.00015581+0.00048883i,0.0009949+0.00056545i,0.0011209+0.00036676i
-0.0001354-0.0013856i,-0.0021124-0.0017789i,-0.0033998-0.0022969i,-0.0034024-0.0027153i,-0.0021899-0.0015863i,-0.00054638+0.00069702i,0.0005451+0.0011127i,-0.0005488-0.00011807i,-0.001621-0.00036992i,-0.00083446+0.00046188i,-0.00068559+0.0003017i,-0.00011289-7.8871e-05i,0.00096019+0.00039694i,0.0011131+0.00063415i,0.00081438+0.00023074i,0.00022401-0.00067865i,-0.00019332-0.00072908i,-0.0003711-0.00064972i,-0.0006261-0.0011463i,-0.0008116-0.0010557i,-0.00027997-0.00079495i,-0.0002709-2.3231e-05i,-0.00080705+3.1019e-05i
-0.00095403+0.00034289i,-0.0016115-0.0001973i,-0.0016359-0.0014401i,-0.001233-0.0017631i,-8.7044e-05+0.00059125i,0.0011821+0.0022525i,0.0019838+0.0017475i,0.0012381+0.0011497i,0.00048724+0.00023153i,0.00049763-0.0001031i,0.00036582-5.4646e-05i,0.00028898-0.00046938i,0.00037367-0.00022103i,0.0012061+0.00024311i,0.0019374+0.00014815i,0.0020082-0.00022955i,0.00079888-0.00020013i,-0.000241+0.00022388i,-0.00072978+0.00034237i,-0.00042771+3.1957e-05i,-0.00030375+0.00049748i,-0.00036201+0.0010189i,0.00019389+0.00079581i
-0.0015944-5.7671e-05i,-0.0021503+0.00020938i,-0.0031908+0.0014819i,-0.0022944+0.001846i,4.0455e-05+0.0022884i,0.0019038+0.0017007i,0.0021067-5.377e-05i,0.00052199-0.0014635i,-0.00024678-0.0019942i,0.00035552-0.0010144i,0.00085175-0.00098464i,0.00076959-0.0011459i,0.00077959-0.00063452i,0.00033604+0.00021726i,-0.00023915+0.00054876i,-0.00030599+0.00020646i,-0.00051785-0.00018793i,-0.00099252-0.00053616i,-0.00084661-0.00071389i,0.00013196-0.00081907i,0.00015694-0.00017647i,-0.00025552+0.00013627i,0.00011871-0.00047364i
2.3202e-05-0.0014472i,0.00019304-0.0019601i,0.00040388-0.0016929i,0.00077809-0.00090267i,0.0011734-0.00038028i,0.0015229+0.00017721i,0.00091828-0.00023654i,-0.00021636-0.00087367i,-0.00088415-0.0013439i,-0.00044097-0.0013318i,0.00014387-0.0010565i,-6.772e-05-0.00055196i,0.00058309+3.4042e-05i,0.0010583-8.274e-05i,0.00095919-0.00058089i,0.001247-0.0010058i,0.00088843-0.0001238i,-3.402e-05+0.00096435i,0.00018272+0.00046093i,-3.3426e-05+4.2839e-05i,-0.00011964+0.0003514i,-9.2323e-06+0.00011565i,-7.3859e-05-0.00031181i
0.00084813-0.0019718i,-8.55e-05-0.0029316i,-0.00015117-0.0032445i,-4.7221e-06-0.0029479i,7.9106e-05-0.0013043i,-7.267e-05+0.00011312i,-0.00095772+0.0004595i,-0.001862+6.4949e-05i,-0.001585-5.1348e-05i,-0.0010616+8.2942e-05i,-0.00056682-5.5599e-05i,0.0001565-0.00041367i,0.0011005-0.00053428i,0.0015588+0.00018914i,0.0012007+0.00045715i,0.00054935-0.00013792i,-0.00025471-0.00099694i,-0.0002851-0.0015489i,0.00011231-0.00021855i,0.00028143+0.00038432i,0.0001804+2.7603e-05i,0.00020018+0.0002208i,0.00038538-3.4502e-05i
-0.0010064-0.00073368i,-0.0025878+6.8833e-05i,-0.0030201+0.0010439i,-0.0019341+0.00068235i,-9.119e-05+0.00087611i,0.00064541+0.0018837i,7.6127e-05+0.00154i,-0.00098809+0.00088256i,-0.0023254+0.00061106i,-0.0011311+0.00029396i,0.00033629-0.00033185i,7.385e-05-0.00090985i,-0.00043035-0.00045754i,-0.00069949-0.00039076i,-8.1368e-05-0.0012432i,7.6528e-05-0.0014622i,-0.00075095-0.00085886i,-0.00069074-0.00040256i,-0.00043799+0.00046591i,-0.00049873+0.00032425i,-0.00041176-0.00044025i,-0.00049466-0.00028954i,-0.00062728-0.00019863i
-0.0019329-0.00094742i,-0.0024405-6.5388e-05i,-0.003266+9.9989e-05i,-0.002649+0.00066698i,-0.0015089+0.0020739i,-0.00036924+0.0024911i,-0.00011449+0.0016895i,-0.0006978+0.00089427i,-0.00052797+0.00018716i,0.00034394-0.00040894i,0.0016693-5.9826e-05i,0.0017853+0.0005129i,0.0010631+0.00017099i,0.0015935-0.00054985i,0.0013974-0.00069495i,0.00036493-0.00027099i,-0.00014016+0.00021989i,2.1891e-05+0.00057302i,0.00014083+0.00023741i,-0.00024402-0.00025955i,-0.00016154-0.00029059i,-0.00020694-0.00048793i,-0.00039858-0.0011244i
-0.00024158-0.0017164i,-0.00077223-0.0032394i,-0.00063837-0.0029722i,-0.00056022-0.0016852i,-0.00024701-0.00064514i,0.00066413+0.00053531i,0.0012869+0.00062652i,0.0012226-0.00025528i,0.00074371-0.00054001i,0.00011103-0.00090367i,0.00025886-0.0013691i,0.00041218-0.00085797i,0.00013173-0.00025762i,0.00084368-0.00013008i,0.0009957-0.00015616i,0.00017015-0.00069701i,7.5346e-05-0.0006816i,-0.0002869+0.00014924i,-0.00018051+0.00035366i,0.00071863-8.4674e-05i,0.0009414+6.8208e-05i,0.00041635+1.2881e-05i,-0.00011059-0.00051756i
0.0015976-0.0021823i,0.0012017-0.0032618i,0.00059616-0.0033715i,0.00029112-0.0028995i,0.00054052-0.0022804i,0.0013409-0.0010022i,0.0014567-0.00039365i,-0.00011455-0.0010195i,-0.00078383-0.001544i,-0.00044608-0.00099881i,-0.00092886-0.00030994i,-0.0011077-0.00048709i,-0.00025601-0.00089151i,0.0011296-0.00058616i,0.0014956-0.00056715i,0.00028627-0.00053828i,-0.00073984-0.00025472i,-0.0011096-0.00051471i,-0.0012945-0.00052063i,-0.0011072+0.00024777i,-0.00032393+0.00043079i,0.00038539-0.00027573i,-7.6378e-05-0.00045976i
8.8362e-05-0.00090881i,-0.00081492-0.0012226i,-0.0015401-0.00095945i,-0.00074888-0.0010152i,0.0006244-0.00051156i,0.00059112+0.00016743i,-0.00012853-8.4689e-05i,-0.001204-0.00040302i,-0.0012814+0.00012666i,-0.00023876+0.0005353i,6.7613e-05-0.00036993i,-0.00041678-0.00077509i,-0.00017373-0.0002867i,0.00013056+3.1326e-05i,0.00042659-0.00023873i,0.00074879-0.00059801i,4.4438e-05-2.9141e-05i,-0.00054574+0.00058335i,-0.00049894+2.6271e-06i,-5.166e-05+0.00042555i,0.00033516+0.001073i,3.005e-05+0.00031175i,-1.5471e-05-0.00052644i
-0.0004835+0.0020011i,-0.0019866+0.0020264i,-0.0018635+0.0020653i,-0.00081284+0.0012868i,5.9086e-05+0.00016888i,0.00061151+0.00064942i,-0.00025315+0.00091377i,-0.0015358-0.00043401i,-0.0014286-0.0010888i,-0.00089135-0.00094584i,-0.00065935-0.0011517i,-5.1349e-05-0.00086547i,0.00055712-0.00077426i,0.00025185-0.0012554i,-0.0001296-0.00088908i,0.0004287-0.00043971i,0.0002447+0.0002554i,-0.00021886+7.279e-05i,0.00076854-0.00046079i,0.0014753-0.00034093i,0.001208-0.00017525i,0.00085988+0.00037349i,0.00044018+0.00038247i
0.00081248+0.001076i,0.00032339-0.00056964i,0.00092678-0.0016594i,0.0012539-0.0018372i,0.0013278-0.00090604i,0.0016669+0.00091553i,0.0017343+0.0021055i,0.0010486+0.0010485i,4.6072e-07+0.00016909i,-0.00090313-0.0001537i,-0.0005976-0.00050609i,5.3819e-05-0.00075433i,-7.8148e-06+0.00020394i,-0.00024353+0.0013924i,0.00034094+0.0012672i,0.0014651+0.00080174i,0.0015618+0.00037537i,0.001257+7.5006e-05i,0.00099134-0.00048057i,0.00070593-0.0010301i,0.00065672-0.00061309i,5.5492e-05-0.00056443i,-0.00017067-0.00081849i
-0.00041916-0.0012711i,7.1006e-05-0.00022394i,-0.0006743+0.0012409i,-0.00085415+0.0022756i,0.00045136+0.0025356i,0.0026126+0.0024414i,0.002798+0.00062222i,0.000931-0.0011976i,-0.00031353-0.0010419i,-0.00051366-0.00046046i,-8.2946e-05-0.00018871i,0.00050442-0.00037496i,0.0013114-0.00026063i,0.0013489-8.3066e-05i,0.00037322+2.7682e-05i,-3.9725e-05-0.00069393i,-0.0002603-0.0012038i,-0.00040805-0.00041747i,-0.00039839+0.00013795i,-0.00026172+0.00021479i,-0.00057997+0.00022647i,-0.00068902-0.00012342i,0.00032329-0.00037151i
-0.0015744-0.0013733i,-0.001956-0.00072003i,-0.0018226-2.223e-05i,-0.00090588-0.00051255i,0.00055936-0.00031149i,0.0014505+0.00043303i,0.00066633-1.3948e-05i,-0.0013038-0.0010462i,-0.0017858-0.0013435i,0.00012706-0.0010501i,0.0016343-0.0010499i,0.0016155-0.00088788i,0.0008726-0.00055417i,0.00047465-0.00078737i,0.00052007-0.00084814i,-2.1998e-05-0.00044708i,9.0689e-05+0.00010347i,0.00020511+0.00021504i,-0.00016027-8.3925e-05i,-0.00068258-0.00029064i,-0.00021691-0.00042476i,0.00020212+0.00014686i,0.000312+0.00088036i
-0.0011443-0.00090125i,-0.0023811+0.00014554i,-0.0033058+0.00042086i,-0.0024511-7.3446e-05i,-0.0012471-0.00018934i,-0.0008096+0.0001916i,-0.00077043-7.9894e-05i,-0.0010052-0.00075226i,-0.0012389-0.00055874i,-0.001055+0.00018544i,-2.872e-05-0.00027427i,0.00060809-0.0002553i,0.00094517+0.00050581i,0.00074648-0.00015424i,0.00058184-0.00095564i,0.00075816-0.0010949i,0.00050433-0.00093931i,0.00011569+0.00014441i,0.00014471+0.00057943i,-0.00018083+0.00013416i,-0.00055749-5.3619e-05i,-0.00045571+0.00066585i,0.0003851+0.001054i
-0.002564+0.00065133i,-0.0033148-4.6781e-05i,-0.0026985-0.0002265i,-0.0016417+0.00032978i,0.00010271+0.00088881i,0.00085729+0.00046055i,9.8578e-05-0.00045439i,-0.0016569-0.00051899i,-0.002606-9.5444e-05i,-0.0017014+0.00022631i,-0.00063995+0.00040888i,-0.00013492+0.00014471i,-0.0003175-0.00024271i,6.1806e-06-0.00061205i,0.00080777-0.001169i,0.00070457-0.00056647i,0.00057968-0.00027729i,0.00049233-0.00020145i,0.0004722+0.00041063i,0.00036175-0.00010513i,0.00014196-0.00032401i,0.00068305+0.00015029i,0.00093131-5.2135e-05i
0.00012275-0.0015373i,-0.0014512-0.0022976i,-0.0013617-0.0035589i,-0.0011655-0.0029458i,-0.0011929-0.00080563i,-0.0010346+0.0011868i,-7.3464e-05+0.0016941i,0.00015188+0.00037412i,-0.0002283-0.00038102i,-8.7196e-05-0.00018947i,-7.065e-05-0.00019584i,0.00035035+0.00013716i,0.00063584+0.00019415i,6.1528e-05+2.1286e-05i,3.888e-05-0.00038631i,0.00028629-0.00084868i,0.00050013-0.00039295i,0.00066992-6.6446e-05i,0.0013551+0.00029644i,0.0015946+0.0008344i,0.00069715+0.00016008i,0.00045854-0.00052149i,0.0012617-0.00062247i
0.0017488-0.0016896i,0.00021395-0.0012449i,-0.00075655-0.0018075i,-0.0015297-0.0017773i,-0.0014256-0.0012962i,-0.00027261-0.00030817i,0.00088146+3.4321e-05i,0.00083564-0.00067268i,0.00040252-0.00089061i,0.00058519-0.00081738i,0.0011058-0.00062502i,0.0012458-0.00030394i,0.00083702+9.6201e-05i,0.00034407-0.00014605i,0.00099139-0.00071065i,0.00095304-0.00026391i,0.00024307+0.00017968i,-0.0002979-0.00018451i,-0.00092735+0.00031701i,-0.00085151+0.0012215i,-0.00026594+0.00092154i,-0.00017882-8.092e-05i,-0.00052526-0.00052443i
0.00077415-0.0014166i,0.00019583-0.001954i,0.0001379-0.0032285i,0.00026608-0.0032313i,0.00018959-0.0015514i,-0.00048153+6.3115e-05i,-0.00035713+0.00045952i,-0.00020225-0.00083392i,-0.00093698-0.0016935i,-0.0010074-0.0014032i,-0.00037951-0.0015089i,0.00013442-0.0017431i,0.00054795-0.00087847i,0.00047858-5.4588e-05i,0.0010086-0.00023871i,0.00087388-0.00091988i,0.00021729-0.0010199i,-0.00010652-1.3492e-05i,-0.00081741+0.00075328i,-0.00085249+0.00079279i,-0.00049739+0.00045243i,-0.00020093-0.00020635i,0.00011086-0.00059641i
-0.0012254-0.0012432i,-0.0013256-0.00018001i,-0.002351-0.00049485i,-0.002966+0.00054717i,-0.0016657+0.0027127i,0.00056616+0.0037719i,0.00050075+0.0025368i,-0.001011+0.00037504i,-0.0018389-0.0010951i,-0.0015652-0.00069975i,-0.00061774-0.00019755i,0.00039261+0.0002317i,0.00077764+0.00072974i,0.00053669-0.00012044i,0.00036973-0.00094284i,0.00060248-0.0008793i,-1.2559e-05-0.00035879i,-0.00048513+0.00015669i,-0.00029029+0.00059901i,-7.1629e-05+0.00068511i,0.00021347-6.3296e-05i,0.00043571-0.00048789i,0.0010066-0.00032509i
-0.00075279-0.00094819i,-0.0018596-0.00058636i,-0.0024494-0.00030624i,-0.0014644-0.00041272i,0.00011612-0.00036135i,0.00087746+7.473e-05i,0.00063252+0.00083663i,-0.00097871+0.00078576i,-0.0014745+0.00019671i,2.9984e-06+0.0004112i,0.00029167+0.00061064i,0.00031155-0.00050649i,0.001028-0.0011364i,0.0013226-0.00086536i,0.0016017-0.001503i,0.0017767-0.0017319i,0.001102-0.001526i,0.00015099-0.0020903i,-5.1505e-05-0.0018283i,0.00045306-0.00053067i,0.00065226+0.00020389i,9.7985e-05-4.8071e-05i,-0.00037693-0.0005758i
-0.0017098-0.0014303i,-0.0011613-0.0031602i,-0.0010525-0.0023706i,-0.0010596-0.001526i,-0.00021248-0.0013074i,-0.0001762-0.00011243i,-0.00077414+0.0010428i,-0.0014572+0.00086125i,-0.00098512+0.00025956i,0.00076072+7.6934e-05i,0.00099292+0.00049211i,0.0006822+0.0010815i,0.0011203+0.00078377i,0.0010814+0.0010275i,0.00082799+0.00059072i,0.00076998-0.00073432i,0.0011365-0.0008803i,0.0011442-0.00018603i,0.00047324+8.3326e-06i,-0.00012697+1.8097e-05i,-0.00036849+0.00013519i,0.00027926-0.00026319i,0.00053394-0.00014115i
-0.00010537-0.0007391i,-0.0011527-0.0018758i,-0.001793-0.001409i,-0.00198-0.0016208i,-0.00078431-0.0015236i,-0.00038328+0.00017965i,0.00013566+0.00051836i,0.00070439-0.00011325i,0.00035602-0.00058577i,0.00076835-0.00084211i,0.0013465-0.00088762i,0.00055318+0.00021774i,-7.2194e-05+0.0013226i,0.00017277+0.0018681i,0.00035613+0.0010956i,0.00066792-0.00018098i,0.00051733+0.00040929i,0.00042051-6.8387e-05i,0.0006021-0.0010134i,0.00059497-0.00071717i,0.00063247-0.00028506i,0.0013308+0.0003348i,0.0015263+0.00047687i
0.0014206-0.00041419i,-0.00069105-0.0017972i,-0.002285-0.0012733i,-0.0022147-0.00051585i,-0.0010629-9.7292e-05i,-0.00037497+0.00055727i,-0.00071888+0.00016294i,-0.00097561-0.0016624i,-0.00083031-0.0023767i,-0.00036531-0.001548i,0.00025902-0.0014924i,0.00017275-0.0019237i,-0.00022306-0.0012037i,-0.0002696+0.00011399i,0.00047424+0.00017954i,0.0010452-0.00059409i,0.00084698-0.0014896i,0.00067403-0.0014943i,0.00013503-0.00077875i,-0.00065011-0.00014244i,-0.00056235+0.00081189i,-0.00055561+0.00080328i,-0.00061424-0.00045652i
0.0013299-0.00015596i,-0.00016637-0.00044099i,-0.0015729-0.0019589i,-0.0021752-0.0023718i,-0.0016008-0.00052137i,-0.00018721+0.0015321i,0.00042379+0.00074322i,-0.00062836-0.0015408i,-0.0017441-0.0013803i,-0.0024131-0.00045536i,-0.0020842-0.00091322i,-0.00024744-0.00081006i,0.00089525-0.00021306i,0.0012154-0.00063561i,0.0016007-0.001056i,0.0014116-0.00097165i,0.00077564-0.00030648i,0.00026605-6.4371e-06i,-0.00023554-0.00038221i,7.5648e-05-0.00035001i,0.00029854+0.00038511i,-0.00054627+0.00051791i,-0.0013756+6.2156e-05i
-0.00081387-0.001158i,-0.00077162-0.00092772i,0.00047999-0.0012379i,0.002036-0.0019602i,0.0027087-0.0016529i,0.0016274-0.00072251i,-9.4635e-05-0.00089971i,-0.0010223-0.00064316i,-0.00077653+0.0007474i,-0.00022776+0.0011142i,0.00035441-5.5505e-06i,0.00090795-0.00056908i,0.00037499+0.00020615i,-0.00016373+0.00053858i,-0.00013795+0.00019024i,0.00030064-0.00010238i,0.00013367-0.0005293i,-6.2623e-05-1.2395e-05i,0.0003294+0.0003416i,-5.8101e-05+0.00021152i,-0.00011688+0.00013748i,6.2113e-05+0.00012113i,-0.00048348-0.00016497i
-0.00019519-0.0018156i,-0.0015887-0.0041239i,-0.0022801-0.0038146i,-0.0015445-0.0027225i,-0.00055326-0.0010775i,-7.1725e-05-5.1211e-05i,0.0001807+0.00047333i,-0.00056262+0.00068781i,-0.0013131+0.00087567i,-0.00053756+0.00031129i,0.00055169-0.00056329i,0.00059741-9.1329e-05i,7.9127e-05+0.00016439i,-0.00023123+0.00014344i,-0.00023843+0.0003126i,-0.00024972-0.0007557i,-0.00010203-0.001004i,-2.2901e-05-5.8765e-05i,0.00012697+6.0503e-06i,0.00087521+0.00055268i,0.00072359+0.00099712i,0.00023739+0.00080639i,-0.00047954-1.733e-05i
0.0013011+1.3406e-05i,0.00014631-0.0011565i,0.0005411-0.00047873i,0.00085511+0.00055274i,0.00068567+0.00049083i,0.001027+0.0010528i,0.0017419+0.0012657i,0.0017272+0.00043228i,0.0019945-0.0004493i,0.0016147-0.00063168i,0.0012061-0.0002399i,0.0010509-4.5076e-05i,0.00088012+0.00055701i,0.00096519+0.0012354i,0.0015212+0.00032565i,0.00092745-0.00041989i,0.00031899+1.8509e-07i,0.00054838+2.5973e-05i,0.00065971-0.00025452i,0.00017125-0.00065856i,3.6677e-05-0.00075753i,0.00039395+4.506e-05i,-5.6014e-05+0.00084402i
0.00051399+0.0002642i,0.00030013+8.8451e-05i,0.00069249+0.00016167i,0.00085007-0.0013393i,0.00031457-0.0022652i,0.00039887-0.00089513i,0.00084675+0.00024686i,0.0012731-0.00077604i,0.00029694-0.0018295i,-0.00073053-0.0022412i,-0.00092845-0.0018771i,-0.00018008-0.00067623i,0.00037405-0.0001048i,-3.4921e-05+0.00027043i,0.00010693-1.89e-05i,0.00039594-0.00075488i,-0.00013355-0.00060167i,-0.00047792-0.00044832i,-0.00043376-0.00020654i,-0.00052628-3.0166e-05i,-0.00033902-0.00022623i,-0.0003905-0.00031494i,0.00012103-0.00054449i
-0.0013005-0.0013263i,-0.0014476-0.0010672i,-0.0038299-0.0011496i,-0.0039826-0.0007694i,-0.0014343+0.0011721i,0.00030938+0.0021142i,0.00054993-0.00011358i,-0.0007836-0.001828i,-0.0027234-0.001274i,-0.0025984-0.00039117i,-0.0010077-0.00025173i,0.00047802-0.00017824i,0.0011655-0.00047171i,0.001216-0.0014306i,0.00066288-0.0016083i,0.00026447-0.0011959i,0.0003552-0.00078266i,0.00037621-0.00046085i,0.00024992-0.000306i,5.833e-05-9.1605e-06i,0.00010587+0.00039173i,0.00029271+0.00026329i,-0.0005324+6.2608e-05i
-0.0030107-0.0015521i,-0.0031531-0.0014352i,-0.0026464+0.00023814i,-0.0021402+0.0019283i,-0.00038998+0.0024228i,0.00087433+0.0018805i,0.00074269+0.00081261i,-0.00066233-0.00088212i,-0.002727-0.00071805i,-0.0018764+0.00068374i,-0.00061915+0.00083976i,-0.00081641+0.00049497i,-0.00059023+0.00010898i,0.00029479+0.00022139i,0.00029563-0.00021099i,1.649e-05-0.00067894i,-0.00036229-0.00011828i,-0.00065124+0.00035383i,-0.00074008+0.00079618i,-0.00072035+0.00098979i,-0.0007186+0.00050926i,-0.00034315+4.5482e-05i,0.0002365-0.00020099i
-0.0022718-0.0012634i,-0.0023922-0.0021181i,-0.0023771-0.0017763i,-0.0016521-0.00055885i,0.00033838+0.0012331i,0.0011092+0.0020841i,6.127e-05+0.001485i,-0.00080344+0.0013707i,-0.00098856+0.0019608i,-1.5924e-05+0.0015687i,0.0010206+0.00070583i,0.0011695+0.00018756i,0.00053702+0.00021458i,0.00035968-0.00051733i,7.9934e-05-0.0012993i,-0.00049777-0.00039487i,0.00011314+0.00073466i,0.00044217-0.00010048i,-7.1832e-05-0.0011618i,-9.8627e-05-0.00098838i,0.00039356-0.00077767i,0.00076576-0.00045657i,0.00031534-0.00022272i
0.0014697+4.4176e-05i,0.0020061-0.0010173i,0.0020436-0.0014216i,0.0011397-0.0019872i,0.0013812-0.001683i,0.00174-0.00087768i,0.0017039-0.00045922i,0.0018768-0.00071661i,0.0010254-0.00057116i,0.00012046-0.00025203i,0.00042017-0.00076007i,0.00081858-0.00056969i,0.001379+0.00073366i,0.0016842+0.0010064i,0.001019+0.00020963i,0.00068961-0.00043734i,0.0008423-3.7931e-06i,0.00024359+0.00076123i,0.00014705+0.00097629i,0.00032492+0.00015771i,-0.00016695-0.00018715i,-0.00061495-0.00023105i,-0.0004724-0.00072363i
