-0.0023814+0.00099187i,-0.00059252-0.00060574i,-0.0016505-0.00010777i,-0.0027679+0.0015512i,-0.0025374+0.0029717i,-0.0025246+0.0027111i,-0.0019363+0.0016289i,-0.00068449+0.0018822i,0.0003323+0.0018285i,0.00042149+0.0011047i,0.00054377+0.00060309i,0.00086138-6.4879e-05i,0.0005701-0.00014885i,0.00024675-0.00056809i,3.8349e-05-0.00060502i,-0.00019142+0.00013313i,-0.00051716+0.0003091i,-0.00081243+0.00030274i,-0.00061005+0.00090555i,0.0001478+0.00050695i,0.00044674-0.00040205i,-5.6208e-05-0.00052316i,7.634e-05-0.00021454i
0.001473-0.0011994i,0.0018223-0.0017092i,0.0013614-0.0022965i,-0.00014496-0.0015808i,0.00020665-0.00056931i,0.00094366+0.00055009i,0.00034835+0.00095865i,0.00035439+0.001057i,0.0010797+0.0011081i,0.00077865-2.701e-06i,0.00059088-0.0004852i,0.00044067+5.2988e-05i,-0.00023158+0.00047804i,-0.00057042+0.00038865i,-0.0003271+0.00063469i,-0.00018272+0.00077121i,-0.00030274+6.3307e-05i,-0.00087005-0.00056507i,-0.00094088-0.00041786i,-0.00040209-0.00020159i,-0.00045237+8.6146e-05i,-0.00039263-6.9966e-05i,-0.00014776+0.0003486i
0.0014066+0.00065096i,0.00021969-6.4652e-05i,-0.00067481-0.00027206i,-0.00030962-0.00015037i,0.00087101+0.00030811i,0.00077752+0.00049017i,-0.00030208+0.00040209i,-0.0012542+0.00067351i,-0.0013174+0.0012188i,-0.00064074+0.00036191i,-0.00026451-0.0011311i,0.00014162-0.0011442i,-6.5421e-05-0.00076817i,-0.0002061-0.00072841i,-1.7538e-05+6.7584e-05i,-0.00042679-0.00016055i,-0.00089775-0.00088304i,-0.00092314-0.00051764i,5.0062e-05-0.00021963i,0.00074917-0.00011333i,0.00055113+0.00022922i,5.8335e-05-0.00010637i,0.00033371+0.00020392i
-0.0013735+4.7676e-05i,-0.0024347-0.00029344i,-0.0015333+0.00050384i,0.00071957+0.0014681i,0.0018692+0.0017996i,0.0010176+0.0012115i,-0.00047479+0.00036535i,-0.00092233+0.00040268i,-0.00032403+0.00080261i,0.00044396+3.8895e-05i,0.00090935-0.00088296i,0.0010151-0.0012316i,0.00095983-0.00090051i,0.00090409-0.00066155i,0.00013141-0.00011438i,-0.00059288+0.00031043i,-0.00079185+0.00062003i,-0.00045072+0.00063162i,-9.8129e-08+0.00068244i,-0.0001924+0.0011263i,-0.00043706+0.00051012i,-0.00023126-0.00021677i,-0.00021937-0.00056847i
-0.00049499+0.00073097i,0.00029188+0.0016294i,0.00092432+0.00051707i,0.0010025-0.00089858i,9.8661e-05-0.00029944i,-0.00044989-0.00016418i,-0.00038601-0.00058997i,-0.00032222-0.00023933i,2.3284e-05+0.00056388i,0.00032995+0.00072743i,0.00068452+7.8082e-05i,0.00090148-0.00043141i,0.00085343-0.00045499i,0.00023643+0.00039937i,-0.00093329+0.00037968i,-0.00057371-0.00027338i,0.00049286+6.4263e-05i,-0.00030408+0.00091593i,-0.00077268+0.0017035i,-0.00015556+0.0012838i,0.00036944+8.2339e-05i,0.00068253-0.00059788i,0.00074599-7.152e-05i
-0.00056492+0.0014336i,-0.00019951+0.0022328i,-0.0008766+0.002254i,-0.00025299+0.0020472i,0.00053332+0.0025685i,0.00085717+0.0024402i,0.00040045+0.00072037i,-0.00015786+0.0004581i,-0.00012819+0.0010084i,-0.00028017+0.00018039i,-0.00024134-0.00061614i,0.00031247-0.0013128i,0.0005698-0.0014429i,0.00019519-0.00080949i,0.00068346-0.00018851i,0.00073844-0.00032539i,-0.00039533-0.00076265i,-0.00089438-0.00052549i,-0.001349-0.00025169i,-0.00097076-2.6533e-05i,-0.00076261+0.00024631i,-0.0011718+0.00022132i,-0.0007194+0.00038175i
-7.183e-05-0.0014903i,-0.00076586-0.0014909i,-0.00096465-0.00073547i,-0.0016685-0.00020198i,-0.0018841-0.00027555i,-0.00098977-0.00030937i,-0.00058271-0.00021241i,-0.00077104+0.00046996i,-0.00049702+0.0012339i,0.00043161+0.0012385i,0.00039307+0.00052888i,-6.4213e-05+0.00026527i,-0.00037498-0.00026208i,-0.00022735-0.00072805i,0.00042008-0.00038257i,0.00014332-0.00037838i,-7.539e-05-0.0008121i,1.8563e-05-0.00055891i,0.00011589-0.00041371i,-0.00015357-0.00013667i,-0.00033686+0.00054059i,-0.00011955+0.00093408i,-0.00041751+0.00034643i
0.00054397-0.00049354i,0.00061748+0.00053101i,0.0016197+0.0010984i,0.0019315+0.00073504i,0.0015908+0.00098295i,0.000748+0.0011373i,-0.00065318+0.00018283i,-0.00091751+0.001109i,-0.00097683+0.0019496i,-0.0008942+0.00088663i,-0.00041663-0.00054415i,1.8286e-05-0.0010635i,0.00042277-0.0010121i,0.00039181-0.0011143i,-0.00055866-0.00056951i,-0.00084855+0.00020365i,-6.8075e-05+0.00094902i,0.00023073+0.00077927i,-0.00012927+0.00027891i,-0.00049131+1.693e-05i,-0.00021504-0.00042253i,-0.00010173-0.00055893i,0.00013496-0.00024268i
-0.0019591+0.0010206i,-0.0021371+0.0010023i,-0.0014318-0.00014695i,-0.0012231-0.00092175i,-0.00061527-0.00018186i,0.00030933+0.00074429i,0.00039764+0.00011261i,0.00025708-0.000145i,8.9092e-05+0.00069895i,0.00040864+0.0011365i,0.00070294+0.000358i,0.0011496-0.001053i,0.0013449-0.0013433i,0.00052512-0.00063176i,0.00011251-0.00027771i,0.00047576-6.68e-06i,-0.00011434+0.00033636i,-0.00080284+0.00035573i,-0.00050174+0.00049313i,-0.00016634+0.00086294i,0.00032811+0.00060757i,0.00083681+0.00045352i,0.00082594+0.00030099i
-0.0027688-0.0010608i,-0.0035957-0.0024266i,-0.0041109-0.0020494i,-0.0025954+0.00074837i,-0.00038078+0.0025803i,0.00069068+0.0015011i,-0.00015489+0.00055235i,-0.0014021+0.00087097i,-0.0014457+0.00078752i,-0.00029918+0.00061302i,0.00095036+0.00081237i,0.0012805+0.00011677i,0.0011224-0.001461i,0.00038232-0.0014095i,-0.00051188-0.00034514i,-0.00036592+1.5662e-05i,0.00033213+0.00015807i,-0.00010703+3.8733e-05i,-0.00068587-0.0005242i,-0.00013929-0.00022764i,0.00017985+2.1958e-05i,-0.00057812+2.3291e-06i,-0.00056032-0.00011464i
0.0016441+0.001219i,0.0016666+0.0012488i,0.0018932+0.0011229i,0.00095194+0.00074413i,0.00035087+0.00094719i,0.00039001+0.00081246i,-0.00035136+0.00032109i,-0.00064785+0.00052704i,0.00046485+0.00094998i,0.0009349+0.00031827i,0.00053162-0.00087875i,0.00029973-0.001107i,3.4684e-05-0.00072513i,-0.00062568-0.0008168i,-0.00068222-0.00022259i,-6.0961e-05-5.1813e-06i,-6.0001e-05-4.1558e-05i,-9.4933e-05-0.00056521i,-0.0002953-5.195e-05i,-0.000276+0.00045068i,0.00025056+9.4042e-05i,0.00087549-0.00034091i,0.00087874-0.00032877i
0.00024311+0.00098385i,-0.00043353+0.0010416i,0.00016044+0.00010698i,6.6542e-05-0.00036416i,0.00021313-0.0010445i,-4.7395e-05-0.00068863i,-0.00057203-0.00097647i,-0.0008689-0.0011246i,-0.0004143-0.00020156i,-0.00014523+0.00052046i,0.00027439+8.7107e-05i,-0.00010365-0.00084546i,-0.0007445-0.00063216i,-0.0011231+0.00042358i,-0.00069847+0.00027075i,0.00044335-0.00014247i,0.00058514-0.00030599i,0.00030922-0.00019628i,0.00052191+0.00067479i,0.00025398+0.0011137i,1.4273e-05+0.0004625i,-0.000321-0.00032757i,-0.00073449-0.00015876i
-0.0015345-0.0024788i,-0.0010251-0.0028213i,-0.0018166-0.003021i,-0.0023948-0.001803i,-0.0017618+0.0010301i,-0.00057789+0.0018535i,-0.00053864+0.00092432i,-0.0010881+0.00029164i,-0.00065135+0.00089615i,-0.00010534+0.0014122i,0.00043571+9.048e-05i,0.0011931-0.0006077i,0.0014061-0.00013598i,0.0019278-4.3875e-06i,0.0010001-0.00066644i,-0.00035591-0.0011001i,-0.00023996-0.00089912i,0.00027316+0.00014291i,-0.00030591+0.00048195i,-0.00066795-0.00042287i,-0.00057691-0.00087485i,-0.00013381-0.00065305i,-0.00028867-0.00051245i
0.00051916+0.0010789i,-6.8662e-05+0.0016714i,0.00052848+0.0020486i,0.00062948+0.00092447i,0.00045556+0.00028475i,0.00026277+0.0013413i,-0.00092382+0.00076937i,-0.0012436+0.00089453i,-0.0002799+0.001287i,0.0002353+0.00090032i,0.00017333+0.00086336i,-0.00018457+0.00039456i,-0.0011431-0.00050912i,-0.0012299-0.00038032i,-0.00035682-0.00010031i,0.00069859+4.572e-05i,0.00067116+0.00065364i,-0.00055432+0.00048515i,-0.00053664-0.00027442i,-0.00040488-0.00073007i,-0.00029879-0.0005059i,0.00018524+3.921e-05i,0.00036175+0.00016529i
-0.0010326-0.00026929i,-0.0015732-0.00036339i,-0.0012901+9.4916e-05i,-0.00028462+0.0010572i,0.00036199+0.00028502i,3.4807e-05-0.000646i,8.2068e-05-0.00058673i,0.00016055-0.00073577i,0.00048124-0.00023292i,0.00089654+0.00052794i,0.0011993+7.8423e-05i,0.00073382-0.00062028i,-0.00023776-0.0007182i,-0.00099302-0.00056369i,-0.0010181+0.0002379i,0.00011225+0.00083387i,0.00050929+0.0011106i,-7.5277e-05+0.00099593i,-0.00017141+0.00078496i,-8.3315e-05+0.0010843i,-0.00029082+0.00055543i,-0.00031472+0.00032141i,-0.00017189+0.00020317i
9.1573e-05-0.0016288i,-1.4107e-06-0.0023216i,-0.00078269-0.0018948i,-0.0015644-0.00081137i,-0.00067096+0.0010944i,-0.00016377+0.0016042i,-0.00078797+0.0015442i,-0.0010906+0.0022541i,-0.00060232+0.0015342i,0.00010368-0.00015728i,0.00074102-0.0010034i,0.00068269-0.0011804i,-9.947e-06-0.00095196i,-0.0008147-0.00063715i,-0.0004642-0.00045444i,3.3031e-05-0.00042783i,-0.00038299-0.00018078i,-0.00097583+0.00040087i,-0.0011884+7.8273e-05i,-0.0011308-0.00058006i,-0.00064566+6.0667e-05i,-0.00022824+0.00032218i,-0.00027801+0.00014268i
0.00017566-0.0021196i,-4.8101e-05-0.0017732i,-0.00048934-0.0021033i,-0.00089605-0.0023338i,-0.0016851-0.0010182i,-0.0017001+0.00088279i,-0.00098437+0.0010151i,-0.00089342+0.00048148i,-0.00096874+0.00069344i,-0.00064209+0.00073959i,-0.0004596+0.00037206i,-0.00041356+0.00030615i,0.00019574+0.00036246i,0.00098095+0.0001348i,0.00090524-0.00012012i,0.00018581-0.00048551i,-0.00043768-0.00061553i,-0.00078942-0.00048668i,-0.00070794-0.0003151i,-0.00045852-0.00042064i,-7.502e-05-0.00089051i,-1.7272e-05-0.00077139i,8.1328e-05-0.00070191i
-0.00061629+0.00050515i,-0.0007896+0.00014631i,-0.00052741+0.00017568i,-4.3818e-05+0.00067056i,5.3708e-05+0.0013894i,-0.00045966+0.0011394i,-0.0011097-0.0001101i,-0.0010713-0.00014303i,-0.00044524+0.00012909i,0.00025964-0.00054721i,1.7782e-05-0.0011228i,-0.00013883-0.00076784i,3.1695e-05-9.9146e-05i,-0.00040763-0.00024553i,-0.00026502-0.00060571i,-0.00034913-0.00046683i,-0.00077421-6.1463e-06i,-0.00073226+0.0007683i,-0.00059708+0.00097531i,-0.00023599+0.00013751i,-3.1761e-05-0.00061015i,-0.00043189-5.3144e-05i,-0.00041479+0.00039738i
0.00148+0.00027292i,0.0022458-0.00036968i,0.0021539-0.00077816i,0.0019289+8.7214e-05i,0.0017727+0.00044341i,0.0013334-0.00024184i,0.00021034-0.00023024i,-0.00066505+0.0005534i,-0.0002491+0.0010957i,0.00021145+0.00087254i,-5.447e-05+0.00048495i,-0.00016965-0.00012079i,0.00011204-0.00052348i,0.00047855-5.4787e-05i,9.4901e-05+0.00084932i,-0.00074945+0.0013299i,-0.00084759+0.0014216i,-0.00084613+0.00061095i,-0.0008096-0.00011606i,-0.00033831-0.00011999i,-0.00079282-0.00062968i,-0.0005625-0.00038672i,0.00030071+0.00077944i
-0.0017391+0.0015107i,-0.00073893+0.0020961i,0.00024032+0.0018961i,0.00067611+0.0019666i,0.00013072+0.00062236i,-0.00012093-0.00056948i,-0.00047516-0.00038911i,-0.00087685+0.00041415i,-7.3547e-05+0.00080413i,0.00081058+0.00085187i,0.0013934+0.00071807i,0.0011438+0.00013335i,0.00017152-0.00039819i,-0.00031026-0.00053395i,-0.00029348-9.987e-05i,-0.00011442+0.00016301i,-0.00026129-0.00042922i,-0.00025575-0.0013417i,-0.00024052-0.0013454i,-0.00074827-0.00071707i,-0.00094485-0.00077542i,-0.00061267-0.00036187i,-3.3725e-05+0.00013735i
0.00053122+0.00076888i,-0.00046599-0.00069858i,-0.0014634-0.00099617i,-0.0013426-0.00030116i,-0.00063421+0.0005446i,-0.0011086+0.0010833i,-0.0012253+0.00046609i,-0.001216+2.687e-06i,-0.0014429+0.00041006i,-0.00063982+6.9806e-06i,7.994e-05-0.00025601i,0.00070351+0.00021334i,0.00038158+0.00053873i,-0.00016699+0.0011532i,0.00021723+0.0014507i,0.00051752+0.0012061i,0.00040337+0.00067216i,-6.0473e-05-0.00049154i,0.000474-0.00067126i,0.0002515+0.00011123i,-0.00017327+0.00050583i,-0.00030021+0.00026813i,-0.00033675+0.0002564i
0.0020117+0.0013679i,0.0017563+0.00096873i,0.0032609-0.00075297i,0.0030272-0.00075918i,0.0012198+9.6409e-05i,5.2522e-05+0.0004693i,-0.000819+0.00018927i,-0.00060077+0.00051827i,0.00017277+0.00065786i,0.0009947-0.00055415i,0.00062125-0.0013254i,-9.6718e-06-0.00044755i,-0.00014934+0.00051614i,-0.00020858+0.00068201i,0.00061935+0.00054104i,0.00077107+0.00026428i,5.9278e-05-0.0003234i,-0.00060525-0.0001778i,-0.00055737+0.00084395i,2.5251e-05+0.0011856i,0.0001391+0.00026833i,-0.00029177-0.00059588i,0.00012635-0.00070258i
0.0009178+0.00084771i,0.0016574+0.0008008i,0.0027165-0.00075729i,0.0026327-0.0016258i,0.00090695-0.00074068i,-0.00089725+0.00062831i,-0.0014839-0.00015779i,-0.0011351-0.001077i,-0.00026351-0.00051838i,0.00039155-0.00070887i,0.00050046-0.0010398i,0.00030075-0.0001983i,6.0364e-06+1.9576e-05i,7.7634e-05-0.00072286i,-0.00036686-0.00014941i,-0.00025705+0.00039292i,-1.1608e-05-0.00015368i,-0.00044801-0.00057473i,-0.00058344+0.00013343i,-0.0004464+0.00063231i,0.00024532+0.0005921i,0.000468+0.00037134i,0.00037282-0.00032594i
0.00081628+5.7258e-05i,0.00041593-0.00021546i,9.1956e-06-0.00036788i,-0.00040657-0.001358i,-0.00070163-0.0013729i,-0.00098245-0.00058372i,-0.00059492-0.00051167i,-0.00040579-0.0007685i,0.00010065+3.5559e-06i,0.00069726+0.00094389i,0.000617+0.00037936i,0.00021484-0.00038418i,-0.00015025-0.00056433i,-0.00042052-0.00041793i,-0.00039541-9.9535e-05i,-0.00039707-0.0002476i,-0.000366-0.00074687i,-0.00022618-0.00038495i,0.00013565-0.00020883i,0.00047588+8.2424e-05i,0.000485+0.00018163i,0.00036822-6.1231e-05i,0.00020116+5.2176e-05i
0.00019712-0.0012586i,0.00059379-0.00036435i,-0.0008983+0.0010848i,-0.0013586+0.0013668i,-0.00048132+0.0016065i,0.00019414+0.001526i,-0.00030955+0.0011214i,-0.0012177+0.0010572i,-0.00067603+0.0014724i,0.00017824+0.00080988i,0.00064196-0.00037762i,0.00096444-0.00068292i,0.00020429-0.00084364i,-0.00045278-0.00051904i,-0.00015218+0.00022861i,-0.00053044+0.00012155i,-0.0010868-0.00044038i,-0.00084586-0.00066285i,-0.00045658-0.00061021i,-0.00034149-0.00025919i,-0.00020678+0.00037659i,0.00035068+0.0013897i,-0.00020294+0.0013539i
-0.00020191+0.0007321i,0.00071508+0.0013279i,0.0021096+0.00083549i,0.0025842+0.00086023i,0.0025625+0.00071595i,0.0015714-0.00025636i,0.0008241-0.00013924i,-0.00021778+0.00067911i,-0.00055418+0.00082492i,-0.00037612+0.00054103i,-7.0235e-05+4.4785e-05i,0.00097404-0.0002055i,0.00072226-7.6636e-05i,-0.00029605-0.0001714i,-0.00086798-0.00063687i,-0.00085981-0.00037292i,-0.00078224+0.00039672i,-0.00085261+0.00032506i,-0.00078405+4.0006e-06i,-0.00050146-0.0004774i,-0.00044205-0.00039502i,-0.0002264-0.00037334i,0.00058086-0.0006048i
-0.00037397+0.0015463i,-0.00030951+0.0023831i,-5.7998e-05+0.0021968i,-0.00056769+0.0021557i,-0.0010432+0.00225i,-0.00065409+0.0011541i,-0.00064181+0.00036504i,-0.00095274+0.00056705i,-0.00068342+0.00044943i,-0.00023723+0.00042864i,0.00047623-0.00013986i,0.00030075-0.00056999i,0.00056298-0.0010402i,0.0006785-0.0010051i,-0.00061913-0.00080325i,-0.0016913-0.0013524i,-0.0012714-0.0012223i,-0.00023383-0.00041111i,-0.00018213+0.0002485i,-0.00049894+0.00039891i,-0.00029613+0.00048375i,-0.00033159+1.8825e-05i,-0.00018487-0.00011284i
0.003176-0.00091249i,0.0026853-0.0011286i,0.00082796-0.002267i,-0.00064503-0.0025481i,-0.0013122-0.0019767i,-0.00098022-0.0012888i,-0.00022392-0.00029756i,1.0658e-05+0.0003009i,0.00012526-7.295e-05i,0.00054204-0.00041319i,0.00037741-0.00034636i,-0.00047448-0.00035803i,-0.00031872-0.00033654i,0.00021794+0.00019759i,0.000635+0.00077118i,0.00024128+0.00093619i,-5.5761e-05-6.4723e-05i,0.00017116-0.00043514i,0.00029093-1.2161e-05i,0.00019799-5.6323e-05i,3.0773e-05-0.00053547i,-0.00028708-0.00036586i,-0.00049188+0.00022587i
0.00080588+0.00043466i,0.00088577+0.00060101i,0.0010411-0.00025736i,0.00029104-0.00037488i,-0.000171-0.00044826i,0.00054994+0.00013729i,0.00046888+0.00056601i,0.00015417+0.00031113i,0.00012552+0.00089246i,0.00018237+0.0003988i,0.001156-0.00051678i,0.0010602-0.00069785i,0.00039453-0.0010907i,0.00020203-0.00029488i,3.1013e-05+0.00051365i,0.00066627+0.00069211i,0.0012432+0.00048406i,2.3363e-05+0.00018564i,-0.00095502+0.00062673i,0.00036116+0.00097427i,0.00089957+0.00020622i,-0.00023327+0.00032808i,-0.00063704+0.00084673i
0.0003222+0.000893i,0.0014448-0.00037226i,0.0020905-0.00132i,0.0017483-0.0020965i,0.0020289-0.0017637i,0.0011622-0.00068958i,0.00014553-0.00027306i,-0.000362+8.4e-06i,-0.00037092+0.0010269i,0.0002437+0.00045725i,0.0006649-0.0013409i,0.00088008-0.001798i,0.0004491-0.0016392i,-0.00055551-0.0013999i,-0.0012673-0.00027423i,-0.00112+0.00015205i,-0.00064495+0.00015666i,-0.00063926+0.00013393i,-0.00056028-2.8263e-05i,0.00021136+0.00032343i,9.6648e-05+0.00053899i,-7.8669e-05+0.00025082i,0.00047065+0.00033194i
0.00044927-0.0019119i,0.0011249-0.0016673i,-0.00064043-0.0019482i,-0.0013852-0.0023223i,-0.00035648-0.00088102i,0.00019086+0.00027495i,-0.00024072-0.00044169i,-0.00057044-0.00059131i,-0.00039614-0.00031118i,0.00052789-0.00017576i,0.0011434+2.3461e-05i,0.00083194+0.00022597i,0.00072205+0.000255i,0.001242-0.00011708i,0.00077862-0.00024413i,5.6261e-06-0.00047056i,-0.00029889-0.00034408i,-0.00045526-5.5141e-05i,-0.0001471+0.00036413i,-0.00017838+0.00011595i,-0.0005306-0.00050665i,-0.0005959-0.00010603i,-0.00071442+0.00089619i
0.0011822+0.00026001i,0.00018019+0.00018582i,0.00073744+0.0002335i,0.0014255+0.0008233i,0.0013201+0.00035244i,0.0010027-5.1804e-05i,0.00012984+0.00014125i,-0.00057464-7.6769e-06i,0.00016533+0.00014616i,0.00076096+0.0001086i,0.0011051-0.00066021i,0.0006317-0.00071122i,1.3315e-05-0.00087894i,-7.5498e-05-0.00036691i,-0.00053437+0.00017257i,-0.00058582+1.8939e-05i,-0.00016964-0.0001909i,-0.00033762-0.0001096i,-0.00038534-0.00022304i,-0.00026784-2.8631e-05i,0.000329+0.0004938i,0.00091596+0.00072073i,0.00081406+0.00047447i
-0.0013105+0.00056961i,-0.00095097+0.00070859i,-0.00091864+0.001192i,-0.00030752+0.0018164i,0.00098462+0.0025118i,0.0016131+0.0015735i,0.00096764+0.00049289i,0.0001361+0.0010148i,-0.00018246+0.0019152i,-3.5971e-05+0.00137i,0.00055258-5.1328e-05i,0.00042401-0.0012312i,-0.00028214-0.0015304i,-0.00010124-0.0006416i,-0.00021251+0.00027519i,-0.00024489+0.00043114i,-0.00018144+0.00025829i,-0.00044454+3.6826e-05i,-0.00021463-2.8118e-05i,6.6703e-06+0.00011003i,7.0612e-05-0.00030645i,1.7193e-05-3.0246e-05i,-0.00035677+0.00039474i
-0.00097273-0.00078351i,-0.00024905+0.00010071i,-0.00023299-0.00019082i,-0.0011136-0.00031377i,-0.0013901+0.00014006i,-0.00063106+0.00012233i,0.00041201+0.00034767i,0.00039963+0.00082567i,0.00030259+0.00091684i,0.00065475+0.00076995i,0.00055502+0.00083702i,0.00043708+0.00060259i,0.00017553+0.00039398i,0.00012809+0.00043155i,-0.00025726-0.00024464i,-0.00013322-0.00078725i,0.00011069-0.0010445i,-0.00079024-0.00083035i,-0.0017278-0.00034743i,-0.0011551+0.00014563i,-0.00055241+0.00076558i,-0.00053151+0.00049045i,0.00028844+0.00025417i
0.00017278-0.00048664i,0.00060653-0.0011822i,0.0008289-0.001511i,0.0014107-0.0012345i,0.0015607+0.00014649i,9.841e-05+0.00039909i,-0.0010044-0.00021411i,-0.0005346+0.00014604i,-0.00048328+0.0008277i,-4.9817e-05+0.00020119i,0.00037508-0.00065361i,-0.00016666-0.0010769i,-0.00024506-0.0014456i,-0.00024519-0.001202i,-0.00025663-0.00027622i,0.00043145+0.00050801i,0.00063942+0.00042392i,0.00043968-3.593e-05i,8.0158e-05-0.00010261i,-0.00042345-0.00046729i,-3.047e-05-0.00053682i,-6.8883e-05+0.00024709i,-0.00045991+0.00061631i
-0.0010291+0.0015703i,-0.00045523+0.00089617i,-0.00061995+0.00090123i,-1.4638e-05+0.0014972i,0.0003124+0.0010498i,-2.922e-05+0.0011168i,0.00023807+0.00095112i,-4.0244e-05+0.00083536i,-0.00072337+0.0013702i,-0.00011292+0.00083288i,0.00065537-8.4616e-05i,0.0005348-0.00069423i,-0.00039262-0.00037305i,-0.0010399+0.00041421i,-0.0012975+0.00016138i,-0.0011281-0.0005209i,-0.0012047-0.00031384i,-0.0013975+0.00039065i,-0.00059515+0.00090636i,-0.00039801+0.00053094i,-0.00046146+0.00026023i,8.8195e-05+0.00064479i,0.00024655+0.00080333i
-0.0011291+0.00028459i,-0.0011803+0.00069583i,-0.00070132+0.00061816i,-5.9667e-05+0.00074801i,0.00095455+0.0013282i,0.00078425+0.001237i,0.00051786+0.00079809i,0.00018527+0.00068774i,0.00033294+0.00094123i,0.00063693+0.0010401i,0.00044989+0.0007149i,0.00058212-4.8341e-05i,0.00093152-0.00080221i,0.00050735-0.00080561i,-0.00021107-0.00023915i,-0.00028496+3.2182e-05i,-0.00043001+5.4533e-05i,-0.00036127-0.0002493i,-2.2084e-05-0.00058751i,0.00017551-0.00036864i,0.00019399+0.00056422i,-0.00051664+0.0010134i,-0.00064108+0.00079389i
-0.00026308-0.0013978i,-0.00086193-0.0017346i,-0.0012884-0.00082424i,-0.0007681+0.00030609i,-3.6854e-05+0.00077082i,0.00055669+0.00037765i,4.7033e-05+0.00051857i,-0.00032766+0.0010745i,0.00038826+0.00080376i,0.00064406+0.00033353i,0.0010246+4.2425e-05i,0.00033777-8.2358e-05i,-0.0001945-0.001094i,0.0004598-0.0015573i,-0.00012993-0.00046376i,-0.0010013-6.741e-05i,-0.0004799-0.00022492i,0.00049201+0.00033106i,8.3529e-05+0.00065144i,-0.00024636-6.9042e-05i,-0.00085965-0.00029143i,-0.00080971-0.0012044i,0.00039996-0.001609i
-0.0023526+0.0016891i,-0.0016309+0.00098424i,-0.00054327+8.3155e-05i,0.00017072+0.0005987i,0.00021971+0.0010417i,0.00023628+0.00078316i,-0.00026584+0.00010385i,-0.00068265+0.00032087i,-0.00041517+0.0012476i,0.0006674+0.0011285i,0.0013143+6.4026e-05i,0.0004426-0.00087276i,-0.00048227-0.0013014i,-1.1009e-06-0.001237i,0.0002551-0.00064381i,0.00025127-0.00064963i,6.935e-05-0.00090028i,-0.00038135-0.00010823i,-0.00050268+0.00054245i,-0.00015414+0.00065599i,-9.1017e-05+0.0010821i,-0.00046076+0.00058803i,-0.00042265-0.00033518i
0.0004632+0.0012446i,0.0023489+0.00090222i,0.0030426+0.0022129i,0.0025104+0.0020848i,0.0011292+0.00073335i,9.3751e-05+0.00015294i,-0.00043488+0.00032064i,0.00013779+0.0001672i,0.00089803+0.00027047i,0.00072659+0.00031414i,0.00042828-0.00099493i,-0.00018305-0.0017729i,-0.00011019-0.0013163i,-0.00028732-0.00057971i,-0.00087423+7.6313e-05i,-0.0004069+0.00042241i,-7.3013e-05+0.0001644i,-0.00066246-0.00011884i,-0.0013735+0.00014041i,-0.00081897-0.00025078i,-0.00029708-0.00033801i,-0.00049668-5.0074e-05i,-0.00049202-0.00054691i
0.001684-0.00079624i,0.00011485-0.0010168i,-0.0016518-0.001413i,-0.0020925-0.0009327i,-0.0022449+0.00016834i,-0.0015603+0.00077827i,-0.00074735+0.00045587i,-0.00042902+5.7243e-05i,0.00088041-0.00027804i,0.0013026-0.00035922i,0.00043443+0.00026146i,-5.4223e-05+0.00055279i,4.3699e-05+0.00071585i,0.000559+0.0002921i,0.0001132-0.0003192i,-8.8259e-05-0.00046973i,6.7772e-05-0.00087038i,-7.633e-05-0.00092049i,-0.00010284-0.0013865i,0.00028259-0.00035425i,0.00013522+0.00078015i,-0.00081405-0.0004483i,-0.00024264-0.00034991i
0.001695+4.471e-05i,0.0026716+4.079e-05i,0.002221-0.001327i,0.00030073-0.0020763i,-0.0011887-0.00065686i,-0.00099848-0.00016519i,-0.00082854-0.00014983i,-0.0015609+0.00069015i,-0.0011603+0.0011435i,0.00022784+0.00036421i,0.0005558-0.00033388i,0.00090818-0.00033062i,0.0014417-0.0001763i,0.0011087-1.9637e-05i,0.0010167+0.00053582i,0.001489+0.00026039i,0.0012286-0.00051717i,8.6264e-05-0.0009256i,-0.00018199-0.0011811i,-0.00043029-0.00061021i,-0.00080139+0.00047531i,-0.0010199+0.00043379i,-0.0009498-0.00032982i
0.00044748-0.0004808i,0.001176-0.0009098i,0.00221-0.0001868i,0.001779-0.00098349i,0.00042988-0.0014695i,-0.00054233-0.0012348i,-0.00029963-0.0009028i,-0.00026164-0.0003747i,2.8314e-05+0.00039471i,0.00070812-5.3799e-05i,0.00027485-0.0011942i,-0.00033599-0.0011332i,-0.00038587+1.5594e-05i,-0.00026179-0.00016022i,-1.6724e-05-0.00048326i,-0.00046658-0.00017587i,-0.00041675-0.00039702i,-0.00050591-8.8505e-06i,-0.00081616+0.00056625i,-0.00096656+0.00013772i,-0.00098335+0.00010697i,-0.00055552+0.00041005i,0.00035145+0.00051443i
