-0.0026545+0.00037581i,-0.0021076-0.00067214i,-0.002728-0.00089494i,-0.0032763-0.00024087i,-0.0026271+0.00011717i,-0.0011973+0.00089839i,-0.00035317+0.0016162i,0.00018378+0.0012149i,0.00093868+0.00022405i,0.0009788-0.00020818i,0.00035458-0.0007116i,0.00029285-0.00052016i,0.00047072-2.3536e-05i,-2.7791e-05-0.00021235i,-0.00027632-0.00064011i,-0.00036323-0.00013569i,-6.4174e-05+1.4853e-05i,0.00076504+7.6008e-05i,0.001002+0.0004979i,0.00075057+0.00030109i,0.00058946+0.00053158i,9.9584e-05+0.00067434i,-0.00069544+0.00054549i
-0.00036934-0.0021622i,-0.00072053-0.0023392i,-0.0012663-0.0025405i,-0.0019109-0.0024875i,-0.0013673-0.0021413i,-0.0005172-0.00044263i,8.8973e-05+0.00026327i,-9.0206e-05-0.00087368i,-0.00037347-0.0010983i,-0.00035076-0.00089698i,-0.00030285-0.0010481i,-0.0011648-0.00061594i,-0.0021918+3.0115e-05i,-0.0015289+0.00029372i,-0.00049718+0.00012267i,-1.3697e-06-0.00021965i,0.00031203-4.976e-05i,2.5132e-05-0.00023603i,-0.00023492-0.00027552i,-0.00033347+0.00029871i,-0.00067105+0.0004838i,-0.00056645+0.00036661i,-0.00012216+0.00056431i
-0.00096553-0.00049889i,-0.0012978-0.00027921i,-0.0023513+0.00058377i,-0.0014754+0.0010616i,-0.00012573+0.0013609i,0.0002514+0.0013236i,0.00074166+0.00050418i,0.001387+0.00052306i,0.0011985+0.00058642i,0.00056956+0.00025171i,0.00038915-0.00029982i,0.00040901-0.000117i,0.00039905-0.00021864i,0.000433-0.00010724i,0.00053351+0.0008344i,0.00014623+0.0009691i,-0.00022085+0.0002035i,0.00024353-0.00015013i,0.00014272+2.1328e-05i,0.00025235+9.5836e-05i,0.00051095-0.00012134i,0.000517+8.5748e-05i,0.00067781+0.0004034i
0.0001307-0.0013559i,-0.00067218-0.00076914i,-0.001896-0.0010114i,-0.0010876-0.0010896i,-0.00011096-0.00050807i,-0.00014093+7.1128e-05i,-0.00012399+0.00033999i,-0.00013181+0.00015821i,-0.00012666+0.00039707i,-0.00036605+0.00023224i,-0.00055513+0.0006i,-0.0004965+0.0012914i,-0.00043214+0.00088489i,-0.00088085-0.00034938i,-0.00053226-0.00084896i,-0.00027379-7.7577e-05i,0.00015607+0.00060188i,0.00047511-7.9187e-05i,-0.00015877-0.00066531i,-0.00039612-0.00011475i,-0.00040642+0.00093774i,0.00020935+0.0015043i,0.00047424+0.00055576i
-0.0013425+0.00089197i,-0.0011169+0.00047188i,-0.0019984+0.00036482i,-0.0016219+0.00072882i,-0.00027996+0.0012902i,0.00061917+0.0016487i,0.00085032+0.0012326i,0.00062504+0.00046107i,-5.9718e-05-0.0001878i,-0.00037619-0.00012335i,-0.00010613-0.00029745i,-0.00050282-0.00028176i,-0.0008461-0.00038681i,-0.00062615-0.00048635i,-0.00013366-2.7841e-05i,-0.00030891+0.00017645i,-0.00077877+0.00014138i,-0.00046199+0.0005549i,-0.00021041+0.00075808i,0.00016848+0.00030095i,0.00060537-0.00020582i,0.00068073-0.00060311i,8.2009e-05-0.00086783i
0.0002183-0.0029047i,-0.0010016-0.0028733i,-0.0020563-0.0017143i,-0.0014777-1.5116e-06i,-0.00054947+0.00066321i,0.00025706+0.00055072i,0.000492+3.7516e-05i,0.00017017+3.7866e-05i,-9.6736e-05+0.00018194i,-0.00043734-0.00029804i,-0.00055157-0.00047476i,-0.00044406-0.00036276i,-0.00063326-0.00020832i,-0.00039329-0.00018i,-3.65e-05-1.7559e-06i,0.00017033+0.0002127i,0.00075963-0.00014119i,0.0003118-0.00032781i,-0.0006804+0.00017059i,-0.00061277-5.1628e-06i,-0.00044407-6.1057e-05i,0.00020053+0.00040891i,0.00031458+0.00035123i
0.0013328-0.00019623i,0.0011336+0.00020213i,0.00045371+0.00046581i,-0.00015934-0.00017509i,-0.00070036-0.00047017i,-0.0003268-0.00019072i,0.00046063-0.00011125i,0.00032767+0.00035271i,-6.9967e-05+0.00022863i,1.507e-05-0.00017292i,0.00017828-0.00058439i,0.00010632-0.0012088i,-0.00020977-0.00069572i,-0.00060649-0.00019203i,-0.00064927-0.00055815i,2.6054e-06-0.00019179i,3.4506e-05+0.00042647i,0.00023525+0.00078893i,0.0004683+0.00043949i,0.00058122-0.00031439i,0.00013171+5.3063e-05i,-0.00037705+1.641e-05i,-0.00026176-0.00034249i
0.0012654-0.00050263i,0.00035533-0.00055609i,-0.00092603-0.00034097i,-0.0017982+0.00035833i,-0.0018752+0.00054755i,-0.0012221+0.00042876i,-0.00029046+0.00051393i,0.00019829+0.00048671i,-0.00040845+0.0009779i,-0.00075691+0.00091295i,-0.00034387+0.00015813i,0.00042675-0.00058483i,0.00015281-0.00050143i,-0.00034538-0.00024662i,-0.0005762+0.00015316i,-0.00060068+0.0003925i,0.00027492+0.00028326i,0.00075457-6.8842e-05i,0.0007258-0.00021799i,0.00024166+3.8485e-05i,-5.8517e-05+0.00061033i,0.00025295+0.00012027i,-4.9651e-06-6.4621e-05i
8.0961e-05+0.002241i,-8.6827e-05+0.0021364i,-0.00046747+0.0015845i,-0.00043533+0.00068131i,7.4254e-05+6.6557e-05i,0.0010511-0.00020902i,0.0018279-0.0002751i,0.0011474-6.2813e-05i,-0.00011465-0.00027687i,-0.00057331-0.00016942i,6.5658e-05+0.00035672i,0.0005791+0.00024985i,0.00029067-0.00027466i,2.655e-05-2.1875e-05i,-0.0001924+0.00031751i,-0.00025206+0.00038664i,0.00014511+0.0006048i,0.00063365+0.001097i,0.00056619+0.00088353i,0.00045237-0.00039053i,0.00030371-0.0010896i,4.7236e-05-0.00044249i,-0.00018804+0.00050172i
-0.00097175-0.0015216i,1.9795e-05-0.00087094i,-0.00018007+0.00067879i,-0.00077065+0.0014214i,-0.00073734+0.0013034i,-0.00082428+0.00096508i,-0.00024794+0.0016356i,0.0001661+0.0020532i,-0.0002537+0.001067i,-0.00023119+0.00065186i,-0.00023789+0.00047553i,-0.00032759-1.8796e-05i,-0.00027069+0.00040691i,-0.00024757+0.0014498i,-0.00040268+0.00097345i,-0.00028742-5.4543e-05i,-2.5005e-05-0.00019212i,0.00010143+4.2028e-05i,0.00023962+0.00081438i,0.00011896+0.0016755i,-0.00034901+0.00087431i,-0.00067132-0.00065431i,-0.00050624-0.0007382i
-0.0013841+0.00072788i,-0.0018236+0.001155i,-0.0014838+0.0015308i,5.2026e-05+0.0011569i,0.0008889+0.0014498i,0.00073965+0.0015015i,0.00061579+0.0011124i,0.00060701-0.00015894i,0.00069726-0.00028376i,0.00095288+0.00021392i,0.00050441-0.00026066i,-0.00028991-0.00093205i,-0.00049454-0.0008347i,-0.00013446-0.0004319i,0.00023554-8.8011e-05i,-0.00027+0.00023906i,-0.00048536+0.00023636i,0.00030963+0.00013479i,7.7308e-05+0.00024663i,-0.00015439+0.0001178i,0.00041459-0.00055584i,0.0001253-0.00084159i,-0.00043664-0.00019206i
0.00055003+0.0020899i,-0.00014391+0.0013739i,0.0010549+9.4117e-05i,0.001484-0.001562i,0.0015373-0.0021104i,0.0017986-0.00069495i,0.001427+0.00061433i,0.001059+0.00059667i,0.00063957+0.00060538i,2.0912e-05-0.00011965i,0.00010791-0.0002361i,6.6155e-06+1.9209e-05i,-2.2678e-05-0.00016913i,0.00064039-0.00042007i,-0.00010586-0.00063137i,-0.00053715-0.000377i,-0.00015151+8.3924e-05i,-0.00055367+0.00045104i,6.4243e-05+0.00032739i,0.00038573+0.00023789i,0.00032362-0.00010311i,0.00035453-0.00037549i,-5.6554e-05-0.00024043i
-0.0023034-0.0013867i,-0.001837-0.0010092i,-0.002328-0.00096309i,-0.0028684-0.00057825i,-0.0020442+0.00011929i,-0.00088307+0.00056018i,-0.00021278+0.0011034i,-1.5658e-06+0.00089496i,7.5761e-05+0.00044097i,0.00075696+0.00056717i,0.00063416+0.00043092i,-4.6972e-05+5.6412e-05i,-0.00048771+0.00023768i,-0.00043919+0.00067442i,0.00024346+0.00074442i,3.1389e-05+0.00059822i,-0.00010897+0.00032819i,0.00026321+4.6494e-05i,0.00026877+0.00010415i,-1.4008e-05+9.2234e-05i,0.00029984-0.00019661i,0.00052876-5.3717e-05i,0.00021184+0.00055399i
0.00073326+0.0025034i,0.00075714+0.0018744i,0.0014936+0.002214i,0.0019601+0.0017653i,0.0020102+0.0011875i,0.00183+0.00099844i,0.0012128+0.0007613i,0.00087919+0.00043627i,0.00048528+8.0702e-05i,0.00018003-4.1578e-05i,0.00049995-0.00010718i,0.0011105+1.6638e-05i,0.001277+0.00017556i,0.00085421+2.598e-05i,-6.6243e-05-5.7802e-05i,-0.00048582-0.00043859i,-0.00019633-5.5776e-05i,-0.00016158+0.00035849i,-5.932e-05-0.00011838i,0.000392-0.00016796i,0.00090734+0.00029834i,0.00052287-6.1004e-05i,0.00032997-0.000335i
-0.00024878+0.0018884i,-0.001175+0.0018676i,-0.0016308+0.0016741i,-0.0012455+0.0011462i,-0.00075199-0.00019648i,6.7211e-05-0.00066633i,0.00045758-0.0005972i,0.00015355-0.00033739i,0.00061138+0.00080089i,0.00090189+0.0010482i,0.00047771+0.00031931i,0.00019332-1.8604e-05i,0.0005951-0.00025261i,0.0012848-0.00046783i,0.00087927+0.00022309i,-8.1927e-05+0.00040973i,-0.00031223-0.00017374i,-9.2984e-05-0.00031149i,0.00013717-1.6861e-05i,-0.00027634-0.00068642i,-0.00037868-0.0009791i,-5.6254e-05-0.00063678i,-9.5198e-05-0.00066959i
0.00086259+0.0012937i,0.0003531+0.00079385i,0.00014842+0.0002017i,-7.3507e-05-0.00052428i,-0.00038889-0.00088882i,0.00039002-0.00141i,0.0014694-0.0010528i,0.00089047+0.00027291i,4.6293e-06+0.00014092i,0.00017245-2.5592e-05i,0.00046174-3.9914e-05i,0.0010054-0.00010224i,0.001855-0.00056741i,0.0012396-0.000661i,4.7899e-07-4.6761e-05i,-0.00046919+3.6092e-05i,-0.00062628+6.901e-05i,-0.0004719+0.00056445i,-0.00018466+0.00079961i,-0.0001411+0.00057789i,-0.00027328+0.00054428i,-0.00024354+0.00035661i,-5.8186e-05+0.00042761i
0.00028646+0.00014804i,0.00029126-0.0002139i,-0.00050778-0.00059874i,-0.00015983-0.00011679i,0.00069532+0.000503i,0.00086533+0.00033538i,0.00061492+2.8368e-05i,0.00072074+0.00011794i,0.00061254-0.00025345i,0.00010314-0.00020558i,0.00032324-0.00010372i,0.00011009+1.9107e-05i,-2.4833e-05+0.00046394i,0.00056089-0.00020993i,0.00080104-0.00016961i,0.00044139+0.00022018i,0.00015185+0.00014807i,-0.00021025+0.00044214i,-0.00062179-0.00043094i,-0.00073458-0.00050043i,-0.00025567+0.00020576i,0.00027782+0.0004675i,0.00054084+0.00072583i
-9.2993e-05+0.0015666i,-0.00058785+0.00096151i,-0.0011384+0.001654i,-0.0011533+0.00060072i,-1.801e-05+2.3247e-05i,0.00071714-0.00017634i,0.0003532+0.00053343i,-4.4728e-06+0.001372i,3.6623e-05+0.0010023i,0.00041846+0.00035119i,0.00095008+0.0004445i,0.00066527+0.00074384i,0.00027968-8.6172e-05i,0.00017162-0.00078818i,0.00012706-0.00039115i,0.0012129-0.00032735i,0.001317-0.00057257i,0.00010589-7.0153e-05i,-0.00028024+0.00036433i,0.0005234+0.0010739i,0.00090135+0.0016264i,0.00017064+0.00069826i,-0.00048658-0.00015756i
-0.0022184-0.00071205i,-0.0021793-0.001069i,-0.0017838+0.00053683i,-0.00080074+0.0022311i,-0.00046383+0.0029831i,-0.00030158+0.0021431i,-0.000235+0.00082908i,-0.00040694+0.00062476i,-0.00053604+0.00025424i,-0.00023885-0.00051649i,-0.00046361-0.00033754i,-0.0012248+0.00011626i,-0.0016693+0.00045602i,-0.0012438+0.00044817i,-0.00057195+0.00059059i,9.0014e-05+0.00074029i,0.000137+0.00094083i,0.00043302+0.00063161i,0.00061025-0.00027306i,0.00016635-0.00032676i,2.7039e-05+0.00034237i,0.00013377+0.00096851i,0.00021868+0.0016356i
-0.00062038+0.00037317i,0.00053642+0.00010995i,-0.00020271+0.00092881i,-0.0014135+0.0018213i,-0.00060783+0.00073791i,-9.0295e-05-0.00051422i,-0.00012573-0.00055004i,0.00018015-4.6815e-05i,0.00044272-6.2659e-05i,0.0006757-0.00035063i,-0.00037248-0.00022908i,-0.0012479-0.00058839i,-0.00085779-0.00086329i,0.0001697-0.00016015i,0.00024283+0.00040822i,-0.00049075+0.00031454i,-0.00033779+0.0003785i,-0.0002936+0.0011765i,-0.00047027+0.00044792i,-0.00027147-0.00053804i,-0.00090896-0.00057193i,-0.0010154-6.7554e-05i,-0.00020616+0.00089316i
-0.00033059-0.00063823i,0.00096101-8.4709e-05i,0.001022-0.00060783i,0.0012727-0.0013443i,0.0012769-0.0011975i,0.001083-0.0003373i,0.0011933-0.00064113i,0.0005871-0.00077564i,0.00023436+0.00039812i,0.00061235+0.00058536i,0.00065469+0.00015677i,-0.00038617-4.1241e-05i,-0.00089226+0.00043532i,-0.00028221+0.00050562i,-0.00037607+0.00037927i,-0.0011192+0.0005899i,-0.0011638+0.0004388i,-0.0010359+0.00079442i,-0.00010297+0.001121i,0.0011436+0.0011778i,0.00055575+0.00077622i,-7.0321e-05+0.00049996i,-0.00010525+0.00082803i
5.5867e-05-0.0012428i,0.00050539-0.00093914i,-0.00046048-0.00071575i,-0.00098551-0.00027736i,-0.00072708+0.00018623i,-0.0001795+0.00077809i,-0.0001304+0.00044886i,0.00011847-8.3167e-05i,0.00054238-0.00050724i,0.00030094-0.00054999i,-0.00017851-0.00057426i,-0.00032977-8.0876e-05i,-0.00060062+0.0012429i,-0.0007336+0.0013875i,-0.00025686+0.0005658i,4.4564e-05+0.0003541i,0.00015941+9.7529e-05i,0.00020414-0.00026939i,-0.00025686-0.00034087i,-0.00070779+0.00014014i,-0.00037771+0.00018242i,2.8358e-05+6.3556e-05i,0.00036735+0.0006411i
-0.0015854+0.00025534i,-0.0018164+0.00090789i,-0.0025186+0.0002477i,-0.0016288-0.00015047i,-0.00072674-0.00019492i,-4.9868e-05+0.00059965i,0.0011105+0.00084593i,0.0012369+0.00021298i,0.00077018-0.00029241i,0.00053812-9.8211e-05i,0.00059838+0.00092143i,0.00013562+0.00072972i,-0.00036998+0.00024476i,-0.00014997+0.00036729i,-1.7129e-05+0.00066293i,0.00027989+0.00079568i,0.00060061+0.00031454i,0.00015089+0.00038876i,-7.2566e-05+0.00036643i,0.00050768-0.00010841i,0.00015554-0.00042204i,-0.00038771-0.00030493i,-0.00021749+0.00024054i
-0.0047121+0.00097368i,-0.0039614+0.0019462i,-0.0072215+0.0013213i,-0.0053123+0.001089i,-0.0006941+0.0015655i,0.00056596+0.0020043i,-0.00033706+0.0013812i,-0.00046155+0.00092778i,0.00080045+0.0011918i,0.00088874+0.0011763i,0.00058392+0.00059371i,0.00013647-0.00010911i,-0.00062823+0.00039026i,6.7637e-05+8.5151e-05i,0.00083037-0.00011947i,0.00033188+0.00026112i,4.9181e-05+0.00056228i,-0.00051588+0.0010986i,-0.0011021+0.00118i,-0.00089911+0.00038352i,-0.00073781-0.00033552i,-0.0010077+0.00022536i,-0.00071253+0.0011611i
0.002416-0.00051442i,0.0014047-0.001189i,0.0018319-0.0010329i,0.0013953-0.001098i,0.0003582-0.0017073i,0.00036565-0.00094798i,8.7675e-05+0.00016448i,-0.00016644+7.4013e-05i,0.00027029+0.00043223i,0.00099297+9.4973e-05i,0.00043168-0.00010123i,-0.00056531-0.00031838i,-0.00087413-0.00093244i,-0.0012046-0.0013218i,-0.0013647-0.00072879i,-0.00056628+0.00032833i,-0.0003174+0.00047328i,-0.00093225+0.00042304i,-0.0006234+0.00075676i,-6.9968e-05+0.00061933i,0.00022895+0.00045186i,0.00036292+0.00078899i,0.00042634+0.00037279i
0.00095539+0.00033857i,0.00060024-8.9189e-05i,5.4889e-05+0.00027104i,-0.00021083+0.00044232i,0.00020728+0.0010615i,0.0009359+0.0012371i,0.0014208+0.00037481i,0.00031043-0.00025104i,-0.00061858+3.6225e-06i,-0.0011453+0.00016932i,-0.00020144-0.00010561i,0.00061016+6.106e-05i,-0.00059406+0.00032535i,-0.00091031+0.0010409i,7.6611e-05+0.00048205i,7.3393e-06+0.00012755i,-0.00015424+0.00055689i,0.00031557+0.00032755i,0.00026195+0.00040645i,-0.00020352+0.00081533i,-0.00033431+0.0003146i,-0.00027196-0.00022016i,-0.00015043-0.00043142i
-0.0011106-0.0014812i,-0.0019187-0.002605i,-0.0025923-0.00053921i,-0.0017148+0.00067855i,-0.00077655+0.0007472i,-0.00032314+0.0010013i,7.3217e-05+0.00029923i,0.00015651-0.00013204i,0.000518+0.00032551i,0.0009295+0.00080664i,0.00077901+0.00039328i,0.00024303+3.891e-05i,-0.00023527+0.00010504i,-0.00015627-0.00010107i,0.00022001+0.00013585i,0.00046889+0.00045276i,0.00018101+0.00094352i,0.00028342+0.00041581i,0.00057788+6.1309e-05i,0.00088217+0.00049385i,0.00097937+0.00087786i,7.1994e-05+0.0011204i,-0.00026852+0.0011026i
-0.00014776+0.00072181i,6.5801e-05+0.0012564i,0.00020519+0.0016658i,0.000948+0.0018162i,0.0011604+0.0013387i,0.0011373+0.00098067i,0.00023275+0.00090407i,-0.00097333+0.001005i,-0.00062139+0.00098855i,-0.00037048+0.00053818i,-0.00089859-9.178e-05i,-0.0013896-0.00086906i,-0.000958-0.00088774i,0.00020354-0.00043734i,0.00046718-0.00067182i,0.00016542-0.00045343i,-0.00026876-0.00022663i,-0.00036231-0.00049892i,0.00024996-0.00047267i,0.0004126-0.00062408i,0.00043563-0.00084237i,0.00073649-0.00064274i,0.00020109-0.00034387i
-0.00025473+0.00047777i,-0.00070431-0.00013351i,-0.00059196-3.5446e-05i,-0.00068458-0.00058163i,-0.00038952-0.00091024i,0.00037137+8.7401e-05i,0.0010165+6.452e-05i,0.00054723-0.00040698i,4.3418e-05+9.1864e-05i,8.8773e-05+0.00035438i,0.00018101-0.00011329i,-0.00027303-0.00079329i,-0.00050833-0.001159i,-0.00035941-0.00012788i,5.1983e-05+0.00018672i,0.0005072-0.00029633i,0.00068146-0.00040451i,0.0011175-0.00020577i,0.00062064+0.00054644i,0.00021145+0.0010407i,5.6346e-05+0.00067368i,-0.0010348-8.0219e-05i,-0.0013904-0.00077416i
-0.0022845-0.0021631i,-0.0015923-0.0021446i,-0.0020235-0.001406i,-0.0028184-0.00092137i,-0.0021405+0.00041924i,-0.00026975+0.0013629i,0.00049022+0.00072497i,0.00012011+2.8381e-05i,-0.00015625-0.00048911i,-0.00073885+0.00013016i,-0.001632+0.0011388i,-0.0013615+0.00072961i,-0.00065906+0.00024583i,-0.0011279+0.00086614i,-0.0017186+0.0013274i,-0.00082553+0.00089146i,-0.00037114+0.00073538i,-0.00030306+0.0007204i,-0.00052439+0.00011413i,-0.00067972-0.00032046i,-0.00014229+0.00035091i,-0.00019236+0.0012206i,-0.00074368+0.0010945i
0.00032442-0.0011257i,0.00024171-0.00082062i,0.0011215-0.00015276i,0.0015735+6.7731e-05i,0.00067195+0.00062866i,-0.00030245+0.00094202i,-0.00010801+0.0004654i,-0.0002975+0.00039735i,-0.00078106+0.00095235i,-0.00027728+0.00072095i,0.00048158-0.00023495i,0.00014265-7.4311e-05i,-0.00077224+0.00027981i,-0.00072366+0.000451i,-0.00036602+0.00019502i,0.00062406-3.3328e-05i,0.00095524+6.7495e-06i,0.00026385-6.8261e-05i,-0.00019964+0.0004941i,-0.00047419+0.00035116i,7.205e-05-0.00015923i,0.00016247+0.00027219i,0.00014969+0.00022137i
7.6011e-05-0.00044963i,0.00066573-0.00068754i,0.00044507-0.0018466i,0.00081831-0.00073602i,-2.3e-05+0.00057139i,-0.00026477+0.00068171i,0.00058756+0.00049503i,0.00086622+0.00015586i,0.00044938+0.00027795i,0.00047516+0.00058614i,0.00057914+0.00027355i,0.00042544-0.00046621i,-0.00014738-3.7777e-05i,-0.00054855+0.00051433i,-0.00019296+0.00066819i,0.00038296+0.00017042i,0.00071251-5.2574e-05i,0.00068191+0.00041145i,-4.355e-06+0.0004607i,-0.0008178+0.00012963i,-0.0010378+0.00010946i,-0.0010623-0.00024635i,-0.0011006-0.00082627i
0.00010004+0.0019922i,0.00024516+0.0016607i,0.00010317+0.0014685i,1.0794e-05+0.0010096i,0.00033451+0.00042616i,0.00043903+0.00024435i,0.00011899-6.5247e-05i,0.00025511+0.00016695i,0.00027545+0.00043601i,-0.0001755+0.00022202i,-0.00027141-0.00048503i,-0.00025289-0.0012491i,0.00018519-0.00047153i,0.00019916+0.00034768i,-0.0001143-0.00013874i,0.00016335-7.5717e-05i,0.00010188+0.00025103i,-0.00019637-0.00042807i,3.9281e-06-0.00041905i,0.00075811-6.0808e-06i,0.00089649+4.2785e-05i,0.00061318+0.00051312i,-0.00035238+0.0005138i
0.00031893+0.00023755i,0.00057508+0.00059833i,0.00041441+0.0010664i,-7.006e-05+0.0010003i,4.4051e-05+0.00011042i,-9.768e-05-0.00090096i,6.9262e-05-0.00047958i,-4.1032e-05+0.00054282i,-0.00041957+0.00066039i,-0.00011089+2.5312e-06i,0.00061601-0.00064869i,0.00044128-0.00050336i,-0.00068816-0.00024289i,-0.001014-0.00043608i,-0.00032813-0.0011918i,8.6825e-05-0.00050122i,0.00054553+0.00040209i,9.0711e-05+0.00021398i,-0.00034571+0.00016478i,-0.00066884-9.6016e-05i,-0.00074553-0.00011092i,-0.00046276+0.00011409i,0.00010999-0.00091391i
-0.0015776-0.0013286i,-0.0017183-0.0014577i,-0.0024823-0.0010477i,-0.0021904+0.00020763i,-0.0009806+0.0011674i,0.0006006+0.0011186i,0.00053429+0.00093999i,-2.2352e-06+0.0006923i,0.0003757+0.00051172i,0.00054151+0.00047694i,0.0004702+0.00058223i,-1.3246e-05+0.00058821i,-0.00045016+0.00060341i,-0.00020424+0.00048204i,0.00072232+0.00035218i,0.00059633+0.00025564i,-7.5432e-05-0.00011799i,-0.00013531-0.00027033i,-0.00073201-0.0001712i,-0.00092922-0.0004706i,-0.00048185-0.00049145i,-0.00041256+0.00039647i,0.00011329+0.00070771i
0.0025981+0.00023984i,0.0024432+5.5455e-05i,0.002171-0.00069573i,0.0010763+0.00013063i,0.00044873+0.00081657i,0.00067105+0.00075157i,0.00035993+0.00034092i,0.00055021-8.8925e-05i,0.0010956+0.0004074i,0.00026594+0.00046575i,-0.00084105+0.0003104i,-0.00068566+0.00073653i,0.00020469+0.00077882i,0.0010171+0.00047175i,0.00082906+2.3726e-05i,0.0006405-3.8208e-05i,0.00091243+0.00062195i,6.1859e-05+0.0009796i,-0.00023982+0.00060943i,0.00058191+0.00025631i,0.00094713-0.0001174i,0.00080458-0.00075235i,0.00036352-0.001162i
-0.0013798-0.0012551i,-0.001196-0.00069021i,-0.00080652-0.0014296i,-0.0010056-0.001409i,-0.00071809-0.0004014i,0.00013817-0.00041091i,0.00041798-0.00058497i,0.0004734+0.00022945i,5.0407e-05+0.00070882i,-0.00054781+0.00076148i,-0.00022349+0.00025652i,-0.00032162-0.00012433i,-0.00045598-0.00059672i,-8.1237e-05-0.00017623i,-0.00071284+0.00065923i,-0.001018+0.00015081i,-0.00043945-0.00046609i,0.00022227+9.3848e-05i,0.00065127+0.00113i,0.00079603+0.00091023i,0.0011993-6.743e-05i,0.0010312-0.00016412i,0.00061538+0.00024664i
-0.0010376+0.00077358i,-0.00048518-3.4988e-05i,0.00049768-8.8497e-05i,0.00087899-6.615e-05i,0.00021439+0.00025309i,0.00031407+0.00056179i,0.00084073-1.0087e-05i,0.00073917-0.00081833i,0.00017093-0.00045371i,-0.00046436+0.00028882i,-0.00032099-0.00034498i,-0.00015503-0.00049985i,-0.00031972-0.00040703i,-0.00027822-0.001001i,0.00023682-0.00090401i,0.00047064-6.9745e-05i,-0.00020848+3.9864e-05i,-0.00061346-0.00088577i,-0.00030247-0.00069983i,-0.00015965+0.00049199i,-0.00054688+0.00066903i,-0.00030098+0.00033093i,-0.00010836+0.00011405i
0.00048168-0.00035836i,0.00018404-0.00059995i,-0.00057919+0.00014255i,-0.0014036+0.00066524i,-0.00091497+0.00019697i,0.00057415+0.00035161i,0.00061963+0.00032547i,-0.00029713-0.00014743i,-0.0001866-0.0003168i,0.00075672+9.285e-05i,0.00028626+0.00033975i,-0.0010213-1.699e-06i,-0.0013086+4.0029e-05i,-0.00034672+0.00048034i,-9.9125e-05+0.0006101i,-0.00092898+0.00035842i,-0.00079626+0.00023399i,0.00011247+0.00026991i,0.00049709+0.00052702i,-0.00017524+0.0004669i,-0.001181+0.00053818i,-0.0010356+0.00068136i,-0.00026683-0.00027659i
-0.00060134-0.00051005i,-0.00016764-0.0010999i,-0.00010127-0.00031738i,-0.00067962+0.00044814i,-0.00060009+0.00017437i,-0.00034077+0.00017888i,-0.00055899+0.0013831i,-0.00040965+0.00079952i,-0.0004705-0.00056532i,9.5278e-05-0.00076473i,0.00031263-0.00023946i,-0.00046273-0.00041794i,-0.00061146-0.00089771i,-0.00024307-0.00045897i,-0.00060177-0.00023559i,-0.0012528-0.00047346i,-0.0011065-0.00010515i,-0.00048181+0.00037729i,-0.00041745+0.00025111i,3.0997e-05+0.00065878i,0.00072811+0.00037325i,0.0003911-0.00043012i,-0.00016705-0.00089035i
0.00092472+0.00057532i,0.00067337-0.00073786i,0.00050394-0.00039903i,-0.00057355+9.2461e-05i,-0.0014909-0.00050052i,-0.0010742-0.00047624i,-0.00072424-0.00038371i,-3.1639e-05-0.00047692i,0.00049424-0.00014306i,0.00028026+0.00024899i,0.00096847+0.00023886i,0.0011912+0.00044532i,0.00034009+0.00042956i,-0.00050446+0.00015913i,-0.00088911+1.0937e-05i,-0.00066838-0.00011947i,-0.00013321+0.00014282i,4.4963e-05+0.00027138i,0.0012882-7.3198e-05i,0.0018045-7.2215e-05i,0.00096004+0.0001003i,0.00095389+0.000483i,0.00071334+0.00012798i
0.0027716-0.00014843i,0.0030262-2.9536e-05i,0.0036934-0.0018033i,0.002547-0.0027222i,0.0011096-0.0018852i,0.00071504-0.00031027i,0.00081459+0.00061675i,0.00033392+0.0004833i,-0.00047802-0.00014686i,-0.00022786-0.00059608i,0.00016413-0.0012444i,6.6496e-05-0.00080765i,-0.00028842-7.459e-05i,-0.00021446-0.00063919i,-0.00015961-0.0015796i,-0.00016597-0.0012389i,0.00018363-0.00020787i,-0.00011991-0.00014616i,-0.00083329-0.00039164i,-9.0213e-05+0.00069431i,0.00044127+0.00059308i,0.00046882-6.1485e-05i,-9.2781e-05-0.00025269i
-0.00090537-0.0013955i,-0.0019485+0.00010246i,-0.0031206+0.001149i,-0.0025229+0.0021421i,-0.0013507+0.0027878i,-0.00030129+0.0026067i,-0.00012841+0.0015247i,-0.00050933+0.00087967i,-0.00010579+0.00074472i,0.00012682+0.00052139i,0.00056709-0.00048469i,0.00098659-0.00050659i,0.00082+6.6599e-05i,0.0002417+6.5553e-05i,-0.00017662-2.8663e-05i,7.2448e-05-7.4016e-05i,0.00014191+0.00035924i,0.00011734+0.00049386i,0.00075808+0.00036065i,0.00045419+9.1893e-05i,-0.00013251+0.00037591i,-0.00010488+0.001278i,-0.00050325+0.00060963i
