-0.0015948+0.00058078i,-0.000138+0.00028556i,-0.00038327-0.0010268i,-8.4359e-05-0.0020727i,0.00042351-0.00082586i,0.00063159+0.0011138i,0.00030296+0.002244i,0.00066515+0.0025896i,0.0012796+0.0017119i,0.0011902+0.00014859i,0.00010831+7.6936e-05i,-0.00022783+0.0007902i,-0.000239+0.00081925i,-7.6116e-05-0.0002038i,0.00015886-0.00078239i,-0.00033367-0.00076656i,-0.00021106-0.00072509i,0.00044234-0.00040947i,0.0004537+0.00018724i,6.9026e-05-3.1634e-05i,-0.0002673-0.00021322i,-5.226e-06-0.00040932i,0.00043588-0.00080725i
0.001093+0.00043732i,0.0018577-0.000667i,0.002442-0.001641i,0.0019746-0.0020822i,0.0010524-0.0017486i,-0.00012022-7.1e-06i,-0.00048975+0.0003742i,8.2156e-05-0.0001993i,-0.0001733-0.00068778i,-0.0011989-0.00078461i,-0.0016854+0.00028299i,-0.0015696+0.001092i,-0.000606+0.00089718i,-5.2099e-05-0.00013708i,0.00027248-0.0011897i,0.00050138-0.00096242i,0.00039282-0.00041794i,0.0013012-0.00075369i,0.0012946-0.0012194i,0.00062193-0.0011295i,0.00090402-0.00045529i,0.00085451-0.00014906i,4.4371e-05-0.0001075i
0.00033655+1.3349e-05i,0.00090268+0.00017379i,0.00090528+0.00073179i,0.0010837+5.0528e-05i,0.00014225-0.00081799i,-0.00091283+2.0411e-06i,-0.0006401+0.00070775i,-0.00010943+0.00029607i,-0.00016694-0.0003853i,-0.00014055-0.0008456i,7.7653e-05-0.00050441i,-0.00034548+0.00064702i,-0.000441+0.0012726i,9.3377e-05+0.0011856i,0.00048613+0.00063166i,0.00034891+0.00030125i,0.00084162+0.00021614i,0.001516+9.6755e-05i,0.00072676-0.00016287i,0.00059444+7.083e-05i,0.00067596+0.00028213i,-0.00015508+4.627e-05i,-3.7715e-05-0.00021781i
0.00018733-0.0013395i,0.00091718-0.0019282i,0.00057609-0.00188i,-0.00050561-0.001783i,-0.001555-0.0018347i,-0.0014772-0.0012583i,-0.00031235-0.00039548i,0.00035873-0.00032604i,-0.00060883-4.4001e-05i,-0.0014866+0.00081815i,-0.00086137+0.0011821i,-6.2434e-05+0.0011247i,0.00013166+0.0011886i,0.00027105+0.00077856i,0.00054332+0.00028486i,0.00020856-7.2001e-05i,0.00031414+0.00028408i,0.00077347+0.00039955i,0.0013322-0.00061774i,0.0009583-0.0013093i,-0.00074025-0.00079481i,-0.001057+0.00033386i,-0.00016186+0.00029329i
-0.00042145+0.0025816i,0.0010247+0.0027806i,0.00069198+0.0025352i,0.0012846+0.0014733i,0.0017848+0.00036796i,0.00063016-0.00079873i,0.00066661-0.00090007i,0.0010962-0.00061425i,-0.0003244-0.00061322i,-0.0010666-0.00025136i,-0.00046576-0.00015964i,-0.00037606-0.00011943i,-0.00082873+0.00053358i,-0.00071642+0.00061183i,-0.0004289-3.1059e-05i,-0.00050637-0.0003319i,0.00020065+4.6987e-05i,0.00042422+0.00015692i,-0.00041396-0.00064224i,-0.00047282-0.00088814i,0.00023896-0.00066744i,0.00052119-5.701e-05i,0.00034679+0.0003238i
-0.0027+0.0017527i,-0.0015669+0.0022257i,-0.001016+0.0026461i,-0.00026437+0.0023644i,0.0011543+0.00095361i,0.0013968-0.00014148i,0.00086828-1.6038e-05i,0.00081182-6.6825e-06i,0.00056103-0.00043485i,-0.00010703-0.00071683i,-0.00015375+4.9976e-05i,-0.00097113+0.00073303i,-0.0015821+0.00069843i,-0.00067773-0.00012105i,8.4834e-05-0.00032078i,-0.00036139+9.6051e-05i,-0.00048104+0.00083993i,0.00018447+0.001072i,0.00076407+0.00041567i,0.00090407-0.00029655i,0.00052342-2.1387e-05i,9.2451e-05+0.00072253i,-0.00018652+0.00081453i
-0.000482-0.00045544i,-2.5147e-05-0.0012072i,-0.00073609-0.00093937i,-0.0014854-0.00057762i,-0.0015868-0.00041442i,-0.001577-0.00071846i,-0.00091792-0.00046846i,-0.00011722-0.00064346i,-0.0004095-0.00088345i,-0.00047455-0.00046505i,-0.00076858-5.8234e-05i,-0.00061943+0.00097654i,0.00024061+0.0019272i,0.00039654+0.00087594i,-0.00020224-0.00049952i,-0.0005376-0.000568i,-0.00019886+0.00035191i,5.1232e-06+0.00095805i,-0.00047199+9.4146e-05i,-0.00051396-0.00027719i,0.00052578-3.5569e-05i,0.00064521-0.00017607i,-0.00017786-1.9171e-05i
-0.00018165+0.00080898i,-0.00029833+0.0009137i,5.2606e-05+0.0017069i,0.0006779+0.0013646i,0.000425+1.9986e-05i,-0.00022815-0.0004285i,1.3425e-05+0.00025427i,0.00074645-4.7414e-05i,0.00036514-0.00094364i,-0.00041736-0.00091657i,-0.00069396+2.2056e-05i,-0.00053031+0.0010027i,-0.00034899+0.0013716i,0.00018557+0.001291i,0.00042147+0.00047488i,0.00048459-0.00014063i,0.00033576+0.00029654i,-1.0531e-05+0.00085994i,3.0309e-05-0.00018197i,0.00016188-0.0011914i,0.00036646-0.00075277i,0.00016395+0.0001439i,-0.00026243-0.00022834i
-0.00071595+0.00082824i,-0.0017659-0.00016004i,-0.00097755-0.0002396i,-0.00056942-0.00080346i,-0.0005099-0.0016097i,-0.00058425-0.0013046i,-0.0010268-0.00058349i,-0.0007353-0.00029137i,-0.00022245-0.0003248i,-0.00012542-0.00015748i,-0.00064308-0.00013941i,-0.0012122-0.00017657i,-0.0010867-5.7304e-05i,-0.00015228-0.00045678i,0.0006548-0.00079106i,0.0001607-0.0006591i,-0.00018721-0.00011019i,0.00024937+0.00013534i,0.00049627-0.00013889i,0.00037856-0.00076779i,1.9601e-05-0.00046618i,9.6234e-06-0.00034134i,0.00071833-0.00049391i
0.0019632+0.0018113i,0.0027364+0.0015117i,0.0028074+0.0017216i,0.0021149+0.0007644i,0.00029372-0.0001166i,0.00022015-0.00069559i,0.00071928-0.00065458i,0.00055959-0.00037364i,2.0776e-05-0.0005047i,-0.0010348-0.00063119i,-0.0013591+6.3681e-06i,-0.00099435+0.0009206i,-0.00031549+0.00097395i,-0.0002601+0.00077313i,-0.00010742+0.00040576i,-8.4463e-06-0.00015023i,0.00012963+7.6395e-05i,0.00052126+0.00025683i,0.00056198-0.0006749i,0.00053287-0.00065288i,0.0010796+0.00048403i,0.0014446+0.00063243i,0.00085738-0.0011795i
-0.00018151-0.0017267i,-0.00053989-0.001124i,-0.0013098-0.0016671i,-0.001209-0.0016329i,-0.0013061-0.00046602i,-0.0019522+4.0497e-05i,-0.0014459+0.00021599i,-1.8966e-06+0.00062499i,0.00034518+0.00034201i,0.00032729-0.00011943i,0.00036275-5.029e-05i,-0.00012994+1.9016e-05i,-0.00023151+0.00032396i,0.00060258-2.3069e-05i,0.0014065-0.0004574i,0.0012241-8.7983e-05i,0.00088273+0.00034321i,0.00054885+0.00014101i,-0.00025085-5.077e-05i,-0.00049114+0.00010054i,-1.1279e-06-0.00047884i,-0.00037456-0.0012001i,-0.00064682-0.0011357i
-0.00043836-0.0019615i,-0.00037663-0.0034801i,-0.00081898-0.0036826i,-0.001724-0.0024835i,-0.0018845-0.0018804i,-0.00057822-0.00076322i,0.00075239+0.0010282i,0.0009094+0.00096434i,7.7378e-05-0.0004026i,-0.00024219-0.00069137i,-0.00033044+0.00073498i,-0.00056652+0.0018975i,-0.00038612+0.0011666i,0.00066858+8.6429e-05i,0.00087945-0.00082249i,0.00053079-0.00080201i,0.00033692-0.00031833i,-0.00015407-0.00018655i,-0.00081864-0.00033236i,-0.00081251-0.00048677i,-0.00043478-0.00029819i,-0.00030683+0.00038397i,-0.00072061+0.00045882i
-0.0019173-0.0015328i,-0.002558-0.00074476i,-0.0018524-0.00042211i,-0.0011942-3.0062e-06i,-0.00099439+0.00014904i,-0.00055851-1.8919e-07i,-0.000107+0.00022855i,1.1345e-05+0.00032092i,-6.5022e-05-0.00020482i,-0.00015066-0.00085016i,-0.00084655-0.00016158i,-0.0015346+0.00092441i,-0.00065814+0.00079246i,0.00038046-0.00034371i,0.00069615-0.00088123i,-0.00020223-0.00047517i,-0.00041531-0.00054108i,0.00053277-0.00038571i,0.00094643+0.00044262i,0.00082517-0.00011908i,0.00082478-0.00011824i,0.00072016+0.00036088i,-8.9567e-06+0.00086017i
-0.00077124-0.0012116i,-0.0019802-0.00093404i,-0.0026549-5.9306e-05i,-0.0019098+0.0009427i,-0.0014264+0.00080521i,-0.001416+0.00022504i,-0.00022464-5.6153e-05i,0.0010216-0.00043222i,-9.4508e-05-0.0010228i,-0.0011215-0.00087429i,-0.00098018+0.00050633i,-0.00085312+0.0012818i,-2.8346e-05+0.0012487i,0.00095815+0.00064254i,0.0012844-6.5796e-05i,0.00078652-7.7967e-06i,0.00035045+0.00017877i,0.00088905+6.8079e-05i,0.0011798-0.00071811i,-0.00061416-0.0010639i,-0.0014344-0.00098436i,-0.00071276-0.00061519i,-0.00054907-0.00084789i
0.00025452+0.00069758i,0.0010573-1.6529e-05i,0.0015816-0.00062771i,0.0014238-0.0012947i,0.00038652-0.0010201i,-0.00032369-0.001528i,0.0003345-0.0013471i,0.00084655-0.00080985i,-0.00012746-0.0011339i,-0.00091296-0.00037411i,-0.0013679+0.00032156i,-0.0014517+0.00022345i,-0.0011467+0.00039983i,-0.00019386+0.00012685i,0.00083147-5.5804e-05i,0.00054173+0.00045288i,-1.2855e-05+0.00073002i,-7.7957e-05-9.9172e-05i,-0.00012749-0.0010598i,-0.00040506-0.00072273i,-0.00031096-0.00036717i,2.1587e-06-0.00032361i,-0.00023175-0.00042163i
0.0017068+0.0034642i,0.0027073+0.0037049i,0.0032046+0.0029778i,0.0031244+0.0006512i,0.0031327-0.0014278i,0.001636-0.0013711i,0.00083409-0.00061675i,0.0012613-0.00026904i,0.00045544-0.00066275i,-0.00057687-0.00087782i,-0.00097735-0.00035368i,-0.0014032+0.0001674i,-0.0010117+0.00055163i,-0.00038538+0.0013518i,-0.00086354+0.0011599i,-0.00092722+0.00013899i,-0.00077588+0.00027948i,-0.00045495+0.0010225i,0.00074633+0.00094801i,0.0010905+0.0005604i,0.0010446+0.00060885i,0.0010749+0.00073568i,0.00041403+0.00049895i
-0.00099267-0.0021747i,-0.0010764-0.0038328i,-0.001327-0.0040719i,-0.001856-0.0030301i,-0.0022543-0.0019158i,-0.0011364-0.00036867i,-0.00033782+0.00068096i,0.00027182+0.001245i,0.00053561+0.00071286i,0.00042312+0.00041134i,8.4043e-05+0.00063139i,-0.00056363+0.00080381i,-0.00010969+0.00094705i,0.00026612+0.00028795i,0.00060786-0.00073368i,0.00035621-0.0010325i,4.3485e-05-0.00086107i,0.00069255-0.0004853i,0.00070215-0.00088811i,0.00066382-0.00057234i,0.0007015+7.2613e-05i,0.00049876-0.00012504i,0.00028608-0.00025498i
0.0010819-0.0012318i,0.0011184-0.0004289i,0.0010834-0.00021116i,0.00051378+0.00019695i,-0.0007374+0.00075216i,-0.0016391+0.00097719i,-0.00084947+0.00068534i,-0.0002531+3.1026e-05i,-6.0757e-05-0.00036497i,3.309e-05-0.00061493i,-0.00026494-0.00012768i,-0.00010658+0.0012523i,-8.1724e-05+0.0016329i,-0.00014192+0.00036843i,-2.9952e-05-0.00038835i,0.00010367+0.00022192i,0.00028687+0.000384i,0.00028878-0.00014106i,0.00029728-0.00055871i,0.00064193-0.00068034i,0.00027435-0.00052475i,-4.1084e-05-0.00042687i,0.00036103-0.00025602i
0.0018628-0.0010404i,0.0026361-0.00056429i,0.0026771-0.00071769i,0.0015294-0.0017159i,0.00057303-0.0024599i,-0.00082364-0.0016685i,-0.0012476-0.0010706i,-0.00047602-0.0011292i,0.00021095-0.00191i,0.00016696-0.0018188i,-0.00036423-0.00069828i,-0.00095346+0.00024778i,-0.0014764+0.0015058i,-0.00068728+0.0016954i,0.00031864+0.00095208i,0.00044309+0.00056318i,0.00045432+0.00049103i,0.0004841-1.8621e-05i,0.00088366-0.00054425i,0.00083646-0.0001781i,-0.00034842-3.3485e-05i,-0.00074101-0.00052997i,-0.00064606-0.0012153i
0.00077609+0.00077679i,0.00044052-0.00048846i,0.00082263-0.00057919i,0.0013461-9.2962e-05i,0.00059329+0.00010848i,-0.00034724-0.00047452i,-0.00040886-0.00033479i,0.0001604+0.00014074i,0.0001135-0.00013674i,-0.00082338-9.7208e-05i,-0.0011371+0.0010749i,-0.00098729+0.0014536i,-0.00072511+0.0010646i,-0.00040417+0.00098269i,-1.8536e-05+0.0004403i,-0.00029542+0.00010621i,7.6204e-06-1.8933e-05i,0.0012054-0.00030066i,0.0014536+3.2426e-05i,0.001139-0.00013307i,0.00060423-0.00027098i,-8.0836e-05+0.00078031i,-0.0010347+0.001474i
0.0022385+0.0011229i,0.0011894+0.00024639i,0.001386+9.323e-05i,0.00047047-0.00068104i,-0.0013002-0.0022881i,-0.00089319-0.0023844i,-1.9475e-05-0.001385i,-0.00031846-0.00053146i,-0.0010731-0.00036985i,-0.0019817-0.00040215i,-0.0022498+0.00015501i,-0.0015062+0.00086504i,-0.0010209+0.001091i,-0.0004266+0.00063838i,0.00028312+0.00012306i,0.00088031+0.0001889i,0.00087331+0.00022871i,0.00025468-0.00019024i,0.000152-0.0010234i,0.00086557-0.0014657i,0.0012242-0.0011342i,0.00028441-0.00044899i,-7.0723e-05-0.00043795i
-0.0013395-0.00049759i,-0.0023104+0.00038087i,-0.0016801+0.00084748i,-0.00076633+0.0016781i,-0.00016462+0.0010164i,-0.00016662+0.00015024i,-0.00033246+0.00035648i,-0.00022199+0.00053012i,-0.00019762+0.00034606i,-0.00039601+0.00043111i,-0.00040727+0.00032083i,-0.00075511-0.00028014i,-0.00098758-0.00014568i,-0.00015898-0.00044085i,0.00034615-0.00075762i,8.731e-06-8.4694e-05i,0.00019639+0.00062902i,0.0005618+0.00036704i,0.00035208-0.00070338i,-0.00047441-0.0005744i,-0.00095693-0.00045161i,-0.00061515-0.0008501i,-0.00026723-0.00022804i
0.00078171-0.00026125i,0.0018815-0.00089726i,0.0029722-0.0014046i,0.0020116-0.001843i,0.0011166-0.0025854i,0.0005794-0.0022589i,0.00021618-0.0011273i,-0.00024436-0.000298i,-0.00060488-0.00039915i,-0.00092348-0.00085251i,-0.0012944-0.00021005i,-0.0011646+0.0011363i,-0.0010219+0.001692i,-0.00032177+0.00089237i,0.00047046-0.0001184i,0.00041343+0.0001009i,0.0003322+0.00029486i,0.00012907+7.6632e-05i,-0.00044728-0.00067765i,-0.00079191-0.0010683i,-0.00068117-0.00041578i,-0.00010314-0.00064822i,0.000433-0.0010579i
-0.00012805-0.0034188i,-0.00044472-0.0024478i,-0.0016061-0.0017962i,-0.0019596-0.0015327i,-0.0014766-0.0012973i,-0.00088865-0.00020677i,-0.00014909+0.00039974i,0.00117-0.00052594i,0.0011819-0.00050459i,-0.0001734-2.1705e-05i,-0.00057457+0.000312i,-0.00031017+0.0011262i,2.1274e-05+0.0017133i,0.0015724+0.00094101i,0.0017372-0.00022601i,0.00075743-0.0010446i,-3.0504e-05-0.0013297i,-0.00057373-0.0013411i,-3.5078e-05-0.001039i,0.00046484-0.00062356i,9.8857e-05-0.00083499i,2.2678e-05-0.00086676i,0.00064363-0.00079098i
-0.0031089+0.00063222i,-0.0026783+0.00086304i,-0.0019012+0.0028948i,-0.0018637+0.0025375i,-0.00083573+0.0012854i,0.00071702+0.00047348i,0.00048323-8.8529e-05i,0.00052114+6.8058e-05i,3.1984e-05+3.6032e-05i,-0.00089674+5.1234e-05i,-0.00038511+7.2869e-05i,-0.00019609-0.00030089i,-0.00046579-0.00090615i,-0.00033785-0.0012875i,0.00012834-0.00071757i,0.0003231+3.2082e-05i,4.6881e-05+6.6531e-05i,-8.6466e-05-0.00035106i,0.00014708-0.00067262i,-0.00017876-5.3077e-06i,-0.0010028+0.0007393i,-0.00061864+0.00074453i,-0.00015517-0.00034914i
0.00093171+0.0011626i,0.00067033+0.0012791i,0.0018702+0.00026798i,0.0013967-0.00067291i,0.00068149-0.0016497i,0.00057968-0.0023577i,0.0011281-0.0012176i,0.0012605+0.00022328i,0.00034125+9.5163e-05i,-0.0010832-0.00048954i,-0.0019701-0.00038394i,-0.001649-9.1101e-05i,-0.00057413+0.00022478i,8.9214e-05+0.00064502i,0.0005584+0.0003896i,0.0013692+0.00028264i,0.0010168+0.00071452i,0.00060866+0.00025775i,0.00012791-0.0005521i,-0.00063285-0.00084364i,-0.00069318-0.00034573i,-0.00056405-0.0001376i,-0.00042276+1.5559e-05i
-8.1838e-05-0.003676i,-0.00046858-0.0030771i,-0.0020924-0.0021026i,-0.0029645-0.0010438i,-0.0018637-0.0011622i,-0.00080532-0.00030308i,-0.00075397+0.00066202i,-0.00060348-0.00030039i,-0.00074614-0.0015597i,-0.00066981-0.00099217i,-0.00060835-0.0002903i,-0.00051762+2.5111e-05i,9.5731e-05+0.00050855i,0.0006402+0.00032578i,0.00047539+8.8492e-06i,0.00022379-8.8311e-06i,0.00020655-0.0002548i,0.00016883-0.00094942i,5.1175e-05-0.00054445i,6.377e-05-0.00020979i,-0.0002257-2.173e-05i,-0.00049314+0.00035746i,-0.00010322+8.92e-05i
-0.0011457+0.00094934i,-0.0014878+0.00089091i,-0.0018056+0.0011585i,-0.0006317+0.0012074i,0.00078043+0.00060832i,0.00085664+8.4149e-05i,0.0007762+0.00020996i,0.00064384+0.00010048i,0.00044796-0.00034254i,1.0002e-05-0.00031751i,-0.00013903-6.559e-05i,-0.00075328+0.00037122i,-0.0011028-2.9652e-05i,-0.00022118-0.0015067i,0.00081669-0.001334i,0.00080055-0.00037379i,0.00038411+0.00015674i,8.4151e-05+0.00082878i,6.211e-05+0.0010146i,6.6439e-05+0.00020686i,-0.00060778-0.00045095i,0.00034153-0.00029291i,0.0010361+0.00036541i
0.0015125-0.002721i,0.0012113-0.0011128i,0.00054224-0.00129i,-0.0001551-0.0021938i,-0.00038639-0.0029431i,7.9326e-05-0.0025283i,0.00057584-0.0016785i,0.00049833-0.001486i,-0.00017908-0.0014284i,-0.00053318-0.00094542i,-0.00031278-7.0192e-05i,-0.00082141+0.00088944i,-0.00030201+0.0013849i,0.00041352+0.0013935i,-4.5378e-05+0.00066338i,0.00027434-0.00019557i,0.00053238-0.00092193i,0.00067639-0.00070339i,0.0007783-7.6606e-05i,0.00016846-0.00016266i,-0.00041553-0.00098579i,-0.00043133-0.0013216i,0.00013648-0.00024898i
-2.2384e-06+0.00087712i,-0.00049552+0.0020066i,-1.5928e-05+0.0022809i,3.9415e-05+0.00051314i,-0.00052709+7.9052e-06i,-0.00042114-0.00016109i,-0.00024902-2.7568e-05i,-0.00039549+0.00052275i,-0.00021016+5.6452e-05i,-0.00012034-8.1977e-05i,6.1902e-06+0.00068366i,-0.0001909+0.001214i,-0.0014454+0.0013629i,-0.0021193+0.001297i,-0.0012748+0.00057408i,-0.00026649-0.00022871i,0.00092164-0.00040806i,0.0020157+0.00030285i,0.0015084+0.00034844i,0.00056433-8.3285e-05i,0.00030234-6.1549e-05i,-0.00026836-0.00011949i,-0.00078864-0.00034043i
0.00060584+0.0013587i,-0.00013508+0.0012761i,0.0015014+0.00095177i,0.0025527-6.152e-05i,0.0010062-0.00051538i,-0.00084481-0.0010774i,-0.00048101-0.0014558i,0.00095108-0.00067712i,0.00070611-0.00010138i,-0.00027038-0.00038975i,-0.00055797-0.00011607i,9.6007e-05+0.00068851i,0.00035617+0.0011149i,2.8151e-05+0.00098106i,0.00021181+0.00084672i,-8.0676e-05+0.00027451i,-0.00013159-0.00078816i,-0.00020542-0.00088612i,-0.00011727-0.001117i,0.00051711-0.00079303i,0.0010497-5.8509e-05i,0.0010583-0.0006354i,0.0001781-0.0012232i
-0.00027144+0.0016004i,0.00026757+0.0017231i,0.0010063+0.0018964i,0.0015467+0.00068927i,0.0012689-0.0010924i,0.00058783-0.00066329i,0.0003618+0.00017301i,-0.00050663+3.0789e-06i,-0.00085588+0.00025472i,-0.00043212-5.1574e-05i,-0.00032102+0.00021766i,-0.00083281+0.00049134i,-0.00086105-0.00070736i,-0.00020726-0.00081335i,0.00018712-0.00016417i,6.9812e-05+2.5938e-06i,4.7246e-05+0.000728i,0.00025069+0.00085824i,-4.7715e-05-0.00075087i,0.00035423-0.0017512i,0.0011266-0.0007165i,0.0010985-7.437e-05i,0.00083238-8.148e-05i
0.0013497-0.00016531i,0.0012209+0.00018569i,0.0013487-0.00080818i,0.00059702-0.0029043i,0.00035649-0.0036663i,1.6534e-05-0.0020298i,-4.6829e-05-0.00052368i,0.00066645-0.00052176i,0.00050536-0.00067676i,0.0001869-0.0004339i,-0.00080839-0.00037558i,-0.0017278+0.00043313i,-0.0013986+0.00097071i,-0.00080222+0.0006327i,-0.00050196+0.001024i,0.00021401+0.0010492i,0.0011616+0.000962i,0.0020352+0.0010597i,0.0021342+0.00037923i,0.0013354-0.0003718i,0.00084971-0.00047596i,0.00098578+0.00060174i,0.00081142+0.00037847i
-0.0012027+0.00039341i,-0.001066-1.6861e-05i,0.00021046-0.00056863i,-0.00019211-0.0009116i,-0.0004453-0.00035324i,-0.00070964+0.00059543i,-0.0015212+2.1589e-05i,-0.00058963-0.00059995i,-0.00038804-0.0007277i,-0.0010792-4.0407e-05i,-0.00075347+0.0013494i,-0.0006372+0.0016856i,-0.00067518+0.0016015i,-0.0003513+0.0010837i,-0.00081035+0.00023962i,-0.001224+0.00037624i,-0.00032809+0.00016925i,0.00022766-0.00048419i,0.00041891-0.00080937i,0.00072377-0.00081105i,0.00052903-0.00049976i,0.00044488-0.00086269i,0.00043066-0.0015429i
-0.0018406+0.0019701i,-0.0017425+0.002594i,-0.00050197+0.0041431i,0.00045105+0.0034882i,0.00085464+0.00077545i,0.0011699-0.00031192i,0.00072464-0.00072009i,0.00033252-0.0013241i,0.00053458-0.00055941i,-2.9415e-05-1.4398e-05i,-0.0010569+3.9189e-05i,-0.0015534-0.00017591i,-0.0016242-0.00033312i,-0.0011554+4.0011e-05i,-0.0002745-0.00043937i,-5.979e-05-0.0009706i,-3.8004e-05-0.00031205i,0.00029255+0.00031182i,0.00042944+0.00092933i,0.00040002+0.0005791i,0.00035312-0.00042798i,0.00071862-0.00023517i,0.00075987-0.00030034i
-0.00025109-0.00014153i,-0.00021606+0.00043455i,0.00014545+0.00042834i,-0.0011911+0.00063016i,-0.0017498-0.00039177i,-0.00033639-0.00091526i,-2.0068e-05-2.0613e-05i,-0.00056686+0.00021543i,-0.0009009-0.00051903i,-0.00089507-0.0004269i,-0.00080612+0.00076064i,-0.001188+0.0010159i,-0.00078633+0.00086479i,-0.00034216+0.00066248i,-6.5138e-05+0.00027581i,0.00016411+0.00018947i,0.00030534+0.00014382i,0.00047539+0.00040021i,0.00060335+0.00017652i,0.00032161-0.00033201i,0.00013529-0.00047769i,0.00057856-1.3871e-05i,0.00076014+0.00031942i
0.0024182+0.0011611i,0.0011401+0.0015622i,0.0012035+0.00068239i,0.0010542-0.00026269i,-0.00027515-0.00061527i,-0.00070948-0.00062456i,5.5157e-05-0.00029558i,0.00077947-0.00041881i,0.00052394-0.0010551i,0.00025142-0.0010368i,0.00023588-8.3026e-05i,9.9007e-05+0.00057146i,6.135e-05+0.00026276i,-0.00033877-0.00048309i,-0.0013516-0.0010601i,-0.0012405-0.00055664i,-0.00059059-0.00035146i,-0.00083681-0.00071713i,-0.00024521-0.00033254i,0.00065511-0.00015902i,0.00016191-7.062e-05i,3.9913e-05-0.00048564i,0.0003102-0.00055536i
-0.00047-0.00052431i,-0.00017427+0.00014878i,0.00098325+0.0002023i,0.0015649+0.00041716i,0.00027247-0.00010914i,-0.0010819-0.00066172i,-0.00099389+0.00010697i,-0.00036458+0.0003286i,-0.00021256+0.00011989i,-0.00090284-0.00039096i,-0.0013626-0.00013327i,-0.0013411+7.9297e-05i,-0.0004476-0.00019162i,0.00035826-0.00026318i,0.00032258-0.00058036i,0.00014648-0.00020862i,-0.00028585+0.00037043i,-0.00026685+0.00058i,0.00072318-0.00010901i,0.0011237-0.00062726i,0.00020317-0.00027167i,0.00019313+9.0642e-05i,0.00091337-0.00089241i
0.00036618+0.0018134i,0.0014502+0.001109i,0.001406+0.0017667i,0.0015101+0.00035451i,0.0017087-0.0016268i,0.00060421-0.0018838i,3.5335e-05-0.00076028i,0.0002462-2.1805e-05i,-0.00038953-0.00060911i,-0.0010388-0.00077247i,-0.00089571+0.00017872i,-0.0006751+0.0011623i,-0.00053006+0.0017636i,-0.00020577+0.00087013i,2.3154e-05+0.00026211i,-0.00088542+0.00025338i,-0.0010842-0.00027447i,7.8214e-05-0.00039948i,0.00051235-0.00056455i,0.00040687-0.0008093i,0.00085893-0.001334i,0.00083962-0.00079664i,-9.3967e-05-0.00021103i
-0.00050194-0.00044833i,-0.00066994+0.00041892i,-0.00045969+0.00052762i,-0.00064694-0.00025404i,-0.0016196-0.00025351i,-0.0012579+0.00032998i,-0.00025891+0.00083084i,0.0003642+0.00070926i,0.00061399+0.00081105i,0.00043466+0.00065733i,-9.3004e-05+0.00044189i,-0.00025103+0.00081666i,0.00022483+0.0012834i,0.00034862+0.00092045i,0.00032649-0.00063411i,0.00064385-0.0007011i,0.00076628+0.00057018i,0.0003397+0.00054879i,0.0001547+0.00024665i,0.00045815-0.00040909i,0.0005408-0.00052414i,0.00041241+0.00024345i,-0.00030028-0.00041971i
0.0014098-0.0015005i,0.0011641-0.0016568i,0.0018119-0.0019728i,0.00054838-0.0018762i,-0.0010118-0.0016097i,-0.0010396-0.0010834i,-0.00028238+9.5852e-05i,0.00056071+0.00066777i,0.00058651-0.00037727i,-0.00066677-0.00077649i,-0.0016889+3.1765e-05i,-0.0015952+0.00032049i,-0.00083631+0.00080579i,0.00026966+0.00072861i,0.00057198+0.00013992i,-0.00045772+0.00027389i,-0.0010724+0.00016921i,-0.0006722-0.00037813i,-0.00038135-0.0004377i,-0.00038922-0.00047083i,0.00026181-0.00014826i,0.0004334+0.00060667i,0.00014884+0.00078709i
0.00046629-0.00044622i,0.00013518+0.00017008i,-0.0007106+0.00033951i,-0.00064868+7.1611e-05i,0.00019408-0.00011032i,0.00068815-0.00023548i,0.00033484-0.00038417i,0.00022681-0.00050324i,0.00016845-0.0010718i,-0.00065531-0.00099969i,-0.0012164-0.00049467i,-0.0010688+0.00015309i,-0.0012403+0.00087197i,-0.0010897+0.0015662i,-0.0008982+0.0015554i,-0.00052958+0.00079019i,-0.00048275+0.00091371i,4.5912e-05+0.00074752i,0.0011441+0.00044829i,0.0010363+0.00066367i,0.0008622+0.00082113i,0.000889+0.00025806i,0.00060323-0.00042049i
-0.0023304-0.00042938i,-0.002563+5.8344e-05i,-0.0031343+0.00092771i,-0.0030411+0.0018052i,-0.0021304+0.0015808i,-0.0008683+0.00042201i,-0.00067014-0.00028936i,0.00025088-0.00029107i,0.0011822-3.2296e-06i,0.00034929+0.00045723i,-8.2409e-05+0.0006387i,-2.7602e-05+0.0011579i,5.9857e-05+0.0015888i,-0.0005574+0.00059438i,-0.00055453-0.0002194i,0.00069851-2.2217e-06i,0.00018523+0.00031759i,-0.0011327+1.5216e-05i,-0.0010067-0.00055767i,-8.6529e-05-0.00081976i,0.00040215-0.00078767i,-5.203e-05-0.00063678i,4.8129e-05-0.00089968i
