0.0008624-0.00023659i,0.0014539-0.00076098i,-0.00038657-0.0010092i,-0.0011893-0.00047306i,-0.0014459+0.00021538i,-0.0012648-0.00045012i,0.00013126-0.0013569i,0.00061801-0.0012485i,0.00059683-0.00071018i,0.00089937-0.0010146i,0.00089829-0.0015719i,0.00050953-0.0015569i,-6.7656e-07-0.001043i,-0.00063121+3.9546e-05i,-0.00097076+0.00017954i,-0.00063127-0.00019275i,0.00015256-0.00029258i,0.00095654-0.00036543i,0.00064163-0.00029446i,6.1394e-05-0.00026973i,-9.2936e-05+1.9255e-05i,-0.00014283-0.0002731i,-0.00016376-0.00082004i
-0.00036747+0.00061642i,0.00035122+0.0013805i,0.00042807+0.0013342i,0.00060949+0.00061894i,-0.00022354-0.00059052i,-0.00018991-0.0014423i,0.00019852-0.0019715i,-0.00032526-0.0011979i,-7.0743e-05+0.00027332i,0.001047-9.135e-05i,0.0015838-0.00072003i,0.0011575-0.0010732i,0.00079634-0.00073388i,0.00091982-0.00067248i,0.00090712-0.00081619i,0.00025878-0.00030015i,0.00032552+0.00013256i,0.00031479-4.7492e-05i,0.00015605-0.00061861i,-0.00017206-0.00047783i,-0.0003611+0.00019984i,0.00021513+0.00049456i,0.00018828+0.00049978i
-0.0012785-0.00084217i,-0.0026329-0.00043845i,-0.0021493-0.00075279i,-0.0008976-0.0011565i,-0.00024276-0.0019194i,-0.0004514-0.0019544i,-0.0012292-0.00085925i,-0.0013207-9.3269e-05i,-0.0011375+0.0003294i,-0.00055943+0.00026734i,0.00080945-0.00012237i,0.0017437-0.00037919i,0.0015072-0.00051728i,0.00089226-0.00064565i,0.0001831-0.00029612i,-0.00075314-4.5579e-05i,-0.00054979-0.00043916i,-0.00020125-0.00074551i,-0.00027415-0.0003459i,-0.00025243-5.5886e-05i,0.00017818-5.5141e-05i,-7.4959e-05-0.0003709i,0.00035836+0.00025509i
0.0016546-0.001864i,0.00070351-0.0019742i,0.00039479-0.0018387i,-0.00015393-0.0019299i,-0.00040537-0.0018403i,-0.00074494-0.0010524i,-0.001027-0.00067689i,-0.00053392-0.0012792i,-0.00056209-0.0017487i,-0.0010638-0.0018153i,-0.00068903-0.0013207i,4.5883e-05-0.00047999i,-0.00046648-0.0010152i,-0.00069578-0.0011515i,-0.00037396-0.00089615i,0.0001227-0.00026903i,0.00032665+0.00013678i,0.00015416-8.7416e-05i,0.0008715-0.000667i,0.0010451-0.00051583i,0.00086642-0.00034275i,0.00014866-0.00075597i,-0.0015216-0.00011357i
0.00025278+0.00058175i,-3.5871e-05+0.00041103i,8.0207e-05+0.00059088i,0.00072016+5.0616e-05i,0.00083725-0.00068662i,9.1499e-05-0.00078968i,-0.00053719-0.0005944i,-0.00070444-0.00079319i,-0.00072228-0.0001075i,-0.00045387+0.00051947i,-0.00018198+0.00060606i,7.9139e-05+0.00010251i,-9.9132e-05+0.00022728i,-5.197e-05+0.00042848i,0.00062106-0.00049785i,0.0011703-0.00034461i,0.00063133+0.0002027i,3.6501e-05-0.00034476i,-5.0121e-05-0.00088143i,0.0008642-0.00043252i,0.0011405-0.00075517i,0.00041762-0.0012972i,-0.00025636-0.0011366i
-0.0014278-0.0012734i,-0.00057037-0.001235i,-0.00079964-0.0014622i,-6.2273e-05-0.0011177i,0.00015277-0.00045066i,0.00031357-0.0010023i,0.00067132-0.0013193i,3.5093e-05-0.00023336i,-0.00071491+0.00053609i,-0.00061595+0.00012204i,0.00049975-0.00028114i,0.00018122-0.00017279i,-0.00053691-0.00053786i,-0.00041679-0.00064838i,-0.00034069-0.00029268i,-0.00019033-0.00066631i,-0.00033186-0.0003146i,-0.00015832+0.00048743i,-4.9033e-05-3.0391e-05i,-7.9629e-05-0.00088291i,0.00043233-0.00024388i,0.00068643+0.00044523i,0.0003896-0.000211i
-2.6068e-05+0.0011695i,0.001188+0.0010593i,0.00097261+0.00069975i,0.00065877-0.00022599i,0.000488-0.0010237i,-0.00034265-0.0016525i,-0.00075589-0.0015841i,-0.0012483-0.00098131i,-0.00076083-0.00039457i,0.0002071-0.00040271i,0.00021511-0.00047169i,7.822e-05-0.00067013i,-3.3618e-05-0.00050374i,-0.0004202+0.00036449i,-2.0514e-05+0.00031077i,0.00090893-0.0003652i,0.0012905-0.00025925i,0.00071505-4.0472e-05i,-0.00025226+0.00017693i,-0.00037024+0.0001823i,0.0001717-0.00031015i,0.00078438-0.00026562i,0.0007529-0.00014427i
-0.00029449-0.0018497i,-0.00058511-0.0020675i,-0.0009616-0.0020474i,-0.00080821-0.0018338i,0.00011408-0.0015772i,0.00097386-0.00063604i,0.00045866+0.00032111i,-0.00081881-0.00017641i,-0.0013833-0.00055934i,-0.001402+0.00025614i,-0.00081327-0.00021031i,-0.00016674-0.00030347i,-0.00011076-0.00012107i,-0.00040822-9.9891e-05i,-0.00061159+0.00052631i,-0.00012602+0.00019114i,0.00075566+0.00032966i,0.0012378+0.00083623i,0.00052553+0.00037932i,0.00018586-9.0309e-05i,0.00027555+9.0255e-05i,-5.0765e-05+0.00042391i,0.00016004+0.00045286i
-0.00037409+0.0010894i,-0.00033999+0.001227i,-0.00080327+0.00046778i,-0.00026926+0.00046333i,-0.00014149+0.00042233i,-0.00032383-0.00051158i,0.00014313-0.0014919i,1.5245e-05-0.0016005i,-0.00052488-0.001258i,0.00011512-0.00087633i,0.0005772-0.00030835i,0.00017703-0.00013363i,-0.00056468-0.0003343i,-0.00057078+0.00014797i,0.0002077+0.00018102i,0.00033418+0.00017783i,-0.00029854+0.00021377i,-5.0661e-05-2.2761e-05i,0.00047674-0.00027863i,4.3438e-05+0.00021052i,-0.00065769+0.00070793i,-0.00065368+0.0006435i,-0.00013387+0.00031171i
-0.00013422+0.00018235i,-0.00059197-0.00011212i,-0.00038971-0.00019358i,-0.00050652-0.00010904i,-0.00082371-0.00098769i,-0.0009144-0.001402i,-0.00050565-0.001634i,-0.00050139-0.0015325i,-0.00093839-0.00044992i,-0.00056153+0.00010076i,-0.00029208-0.00021261i,0.00034842-0.00074821i,0.00028821-0.0010366i,-0.00025988-0.00057451i,0.00026346+0.00074843i,0.00038231+0.0010726i,0.00012495-1.0655e-05i,3.2369e-05-0.00054728i,-0.00046974-0.00040693i,-0.0012063+8.4764e-05i,-0.0012781+0.00020867i,-0.00075304+0.00023537i,-0.0010345+0.00042842i
0.00094857+0.0017951i,0.0013755+0.0014927i,0.0020981+0.0015469i,0.0019695+5.736e-05i,0.00049499-0.0013623i,-0.00059114-0.0012788i,-0.00063766-0.00074157i,-0.00088957-0.00090996i,-0.00027908-0.00094339i,0.00018338-0.00094496i,-1.1168e-05-0.0012055i,0.00038503-0.0012306i,0.00046187-0.00042098i,4.9265e-05-0.00052165i,-0.00020843-0.0013047i,-2.2742e-06-0.00041466i,0.00043227-0.00019541i,0.00039903-0.00096361i,-0.00010637-0.00087266i,-0.0003587-0.00058204i,1.3023e-05+0.00011591i,4.8391e-05+0.00030373i,-0.0004366-8.6163e-05i
0.002027+0.00010659i,0.0024926+4.769e-05i,0.0039733-0.0005132i,0.0039551-0.0011051i,0.0026221-0.0012439i,0.00076945-0.0018515i,-0.00043395-0.0024051i,-0.00060205-0.0013374i,-0.00062762-0.00031135i,-0.00065419-0.00029313i,-0.00039718-0.00012942i,0.00050554+0.00021911i,0.00013106+0.00046621i,0.00010967-0.00032623i,0.0008109-0.00036338i,0.00065074-0.00029812i,0.00031735+0.00023756i,0.00019943+0.00086281i,-0.00014124+0.00031503i,-0.00030584+0.00011967i,-0.00056992+0.00074618i,-5.104e-05+0.0006939i,0.00097283-0.0001641i
2.8449e-05+0.002371i,-0.00029796+0.0034052i,0.00018039+0.0041578i,0.00063571+0.0020426i,0.0002729-0.00069389i,-0.00035281-0.0019203i,-0.0011634-0.0011197i,-0.0013798-3.8566e-05i,-0.00033414+0.00042447i,0.00063091+0.00024819i,0.0014796-0.00070597i,0.0019687-0.0010134i,0.0016095-0.00065849i,0.0012957-0.00013225i,0.00093435+0.000824i,0.00071854+0.00084928i,0.00065491+8.2085e-05i,2.1861e-05-0.00016181i,-0.00036502+0.00096498i,-0.00076317+0.00050242i,-0.0011419-0.00086745i,-0.0003168-0.0008328i,0.00056356-0.00014439i
-0.00069869+0.00043153i,-0.00057276-0.00063006i,-0.00028036-0.0010309i,-0.00014575-0.0012414i,-4.8259e-05-0.0017362i,0.00058417-0.0015224i,0.00055383-0.0008926i,-0.00030871-0.00064713i,-0.00039382-0.00061293i,-2.0634e-05-0.00052628i,0.00034264-0.000114i,0.00073456+0.00043449i,0.00060439+0.00012508i,0.0004374-0.00021682i,0.00014237+0.0003646i,0.00022591+0.00036638i,0.00013962-0.00020781i,0.00013644-0.00034945i,0.00050582+0.00079061i,-0.00022076+0.0011882i,-0.00051471+0.00030028i,-3.298e-05+0.00011732i,0.0010615+2.72e-05i
0.0018973-0.0011746i,0.0023225-0.0016255i,0.0032308-0.001767i,0.0023634-0.0014252i,0.00091472-0.0011845i,0.00015996-0.00024274i,-0.0010379-0.00021143i,-0.0016832-0.00067485i,-0.00091323-0.0010324i,-8.3874e-05-0.0014325i,0.00052902-0.00093745i,0.0011454-0.00027669i,0.00055756-0.00060654i,-0.00047508-0.00096629i,-0.0010832-0.00035754i,-0.0010472+0.00017381i,-0.00021337+0.00033529i,0.00042605+0.00049442i,-0.0001441+0.00062449i,-4.9331e-05+0.00050666i,0.00025781-6.2589e-05i,-0.00029373-0.00078757i,-0.0003102-0.00041723i
1.0192e-05+0.0012819i,-0.00018341+0.00059304i,8.3197e-05-0.00047062i,0.0007623-0.0012353i,0.00063766-0.0016321i,-2.1364e-05-0.0021036i,-0.00059015-0.0020292i,-0.0010448-0.0010058i,-0.0011805+0.00033368i,-0.0008964+5.9619e-05i,-0.00049127-0.00074486i,0.00013479-0.00089707i,0.00018996-0.00051151i,-0.00047339+0.00061905i,-4.8337e-05+0.00088297i,0.00075513+0.0002867i,0.0013154-0.00074223i,0.00065548-0.0010463i,-0.00028299-0.00032753i,-7.7363e-05+0.00070393i,-0.00059093+0.00083064i,-0.00070873+0.00077357i,-0.00077876+0.0014103i
-0.0018461-0.00067457i,-0.0013669-0.00087864i,-0.0022669+0.00022543i,-0.0013844+0.0011852i,-0.00024078+0.0015128i,8.6462e-05+0.00066706i,-8.4458e-05-0.00029019i,-0.00089564-0.00011881i,-0.0014839-0.00040573i,-0.0010131-0.00065561i,2.7991e-05-0.00014929i,3.4881e-05-0.000378i,-0.00086515-0.00054433i,-0.0013815+5.0038e-05i,-0.00079256+0.0003472i,8.8346e-05+0.00012246i,-3.0554e-05+0.00069209i,6.7783e-06+0.0010662i,0.00040772+0.0004329i,0.00058192-0.00034132i,0.00028743-0.00021354i,-0.00075882+0.00026435i,-0.0016329+0.00068043i
-0.00010255-0.0017929i,0.00076594-0.00077594i,0.0017211-0.00034856i,0.0013814-0.00042581i,0.00019236-0.0007478i,-0.00033727-0.00068567i,-0.00041551-0.00075236i,-0.00062739-0.00066312i,-0.0014202-7.9955e-05i,-0.0015726+0.00037429i,-0.00062126+0.00047416i,-0.00076041-0.00026457i,-0.0010545-0.001088i,-0.0002986-0.00074238i,0.00028788+2.4931e-05i,0.00018224+0.00020499i,-0.00015704-0.00028566i,-0.00015239-0.00050161i,0.00010209-0.0002637i,2.2693e-05-0.00020326i,-0.00012115-0.00017218i,0.00027319-0.00050119i,0.00017336-0.001027i
0.0010964+0.00015645i,0.0003711+0.00088253i,0.0013008+0.0010303i,3.6379e-05+0.00094349i,-0.0014101+0.0002369i,-0.0009945-0.00039145i,-0.00073078-0.0013347i,-0.00097668-0.0019234i,-0.0011417-0.00098433i,-0.0010981-0.00037268i,-0.00066685-0.00062965i,-0.001031-0.0010501i,-0.0016565-0.0013025i,-0.0015571-0.00099545i,-0.00097897+0.00056685i,-0.00078915+0.0008446i,-0.00083583-0.00034208i,-0.00047709-0.00023295i,0.00043799-1.1048e-05i,0.00055082-0.00014363i,-8.7773e-06+0.00039331i,-0.00038004+0.00033152i,-0.00020637+9.9558e-05i
0.0019097-0.00098559i,0.001712-0.001658i,0.0016326-0.001798i,0.0017823-0.0022891i,0.0009571-0.0027135i,-0.00023105-0.0025783i,-0.0011756-0.0025315i,-0.0011928-0.0015516i,-0.00043204-0.00058761i,-0.00018366-0.00050467i,0.00012633-0.00078603i,0.00038176-0.0010888i,0.00094756-0.00016938i,0.0012056+0.00066413i,0.0003023+0.00062073i,0.00030584+0.00072313i,0.00074132+0.001164i,0.00037719+0.0011851i,0.0003543+0.00024237i,0.00050939-0.0006152i,0.00012991-0.00030216i,0.00014401+0.00012318i,0.00054826-0.00030552i
0.0021884+0.00058033i,0.0032287+0.00054445i,0.0028328+0.0002051i,0.0018023-0.00022606i,0.00099733-0.00095121i,3.2293e-05-0.0014508i,-0.00022735-0.0013651i,-0.00010792-0.0011317i,-0.00042986-0.0013607i,-0.00024346-0.00098334i,0.00019227-0.00044111i,0.00040622-0.00037358i,0.00052858-0.00078719i,-5.5655e-05-0.0008265i,-0.0005257-0.00043118i,-0.00071485+7.7955e-05i,-0.00080073-0.00018786i,-0.00028359-0.00018643i,-1.6161e-05+0.00023107i,-0.00022349+0.00031182i,-0.00012875-0.00025535i,0.00022472+0.00016688i,0.00028513+0.00078813i
-0.0025985-0.00083305i,-0.0011208-0.001729i,-0.00072402-0.00073395i,-4.3719e-05+0.00025535i,0.00023569+0.00039227i,0.0001523-0.00027192i,8.9744e-05-0.0010131i,-0.0010769-0.0012952i,-0.0014241-0.0014652i,-0.00084991-0.00092432i,-0.00040126+3.825e-05i,-0.00013294-4.8437e-05i,-0.00022812-0.00046131i,-0.00018741+0.0002477i,-0.00020007+0.00080155i,-0.00025277+0.00040648i,-0.00050598-0.00014855i,-0.00013064+0.00018615i,0.00060741+0.00064837i,0.00025929+0.00014748i,-0.00022302-0.00046874i,0.00044826-0.0006017i,0.00093773-0.00017408i
-0.00023365-0.0016509i,-0.00024632-0.0018236i,3.9976e-06-0.0010141i,-0.0008589-0.00081412i,-0.0013388-0.0012963i,-0.00095926-0.0010499i,-0.0011043-0.00098168i,-0.0015372-0.00038929i,-0.0011348+0.00050723i,-0.0005705+0.00047181i,-0.00039636+0.00027007i,0.00039386+0.00080008i,1.2521e-06+0.00032434i,0.00031346+0.00017661i,0.0012064+0.00039824i,0.00052782+0.0002286i,-0.00046753-0.00017334i,-0.00069012-0.00049675i,7.5791e-06+0.00028538i,-6.5113e-05+0.00092553i,-0.00072518+0.0004533i,-0.00076366+0.00025088i,-0.00077848+0.00050481i
-0.00084293+0.0022022i,-0.001013+0.0020339i,0.00021642+0.0029844i,0.0013067+0.0023319i,0.0016958+0.00074422i,0.00074088-0.00077818i,-0.00081718-0.00097024i,-0.0015527-0.00027678i,-0.001435+5.4535e-05i,-0.00059053+0.00043308i,0.00014944+0.00037181i,-0.00014896-0.00027886i,-0.00051635-0.0010757i,-0.00090782-0.0012286i,-0.00052463-7.2713e-05i,0.00013024+0.00040975i,0.00038848-5.2386e-05i,0.000744+7.4296e-05i,0.00054627+0.0003095i,-0.00011276-4.3746e-05i,-0.00044171-0.00021311i,-0.00089004+0.00052581i,-0.0013025+0.0012671i
-0.00081249-0.0018925i,-0.00069166-0.00026861i,-0.00089114-0.0021329i,-0.00043617-0.0025778i,-0.00073462-0.001431i,-0.0013479-0.00089759i,-0.001243-0.00074888i,-0.0010027-0.00067905i,-0.0011445-0.00037067i,-0.00059759-5.2432e-05i,0.00027818-9.2817e-05i,0.00040797-0.00041386i,3.2473e-05-0.00091061i,0.00025884-0.00077586i,0.000441+8.3762e-05i,-0.0006241+8.2473e-05i,-0.00089222-0.0001081i,-0.00019474+0.00029982i,0.00015985+0.00018354i,-0.00042832+0.00022741i,-0.00061494-0.00010297i,0.0002905-0.00057101i,0.00039874+9.1615e-05i
-0.0010552+2.5223e-05i,-0.0012887+0.0006165i,-0.0026381+0.0010222i,-0.002331+0.00047549i,-0.00085799-0.00032777i,-0.00034814-0.00056578i,-0.00062524-0.0010563i,-0.0012775-0.0017174i,-0.001935-0.0017752i,-0.0014522-0.0011201i,-0.00061042-0.00026496i,-0.00054281+5.3971e-05i,-0.0007681+0.00022794i,-0.0003464-0.00026137i,0.00027825-0.0010854i,-0.00013741-0.00051407i,-0.00051792+0.00011373i,-0.00019087-0.00016912i,0.00040655-0.00045933i,0.00012575-0.00014362i,-0.00042332+0.00031339i,0.00016544+1.8444e-05i,0.00020392-0.00049052i
0.00016453+0.0025449i,0.00095497+0.0013097i,0.0013214+0.0013705i,0.00060381+0.00062132i,0.00034461-0.0006807i,-0.00024427-0.0015852i,-0.00068805-0.0020056i,-0.00097702-0.001933i,-0.00077568-0.00089286i,0.00028315-0.00017169i,0.00096991+1.319e-05i,0.00023548-0.00069152i,-0.00032216-0.00097089i,-7.6083e-05-0.00035456i,7.9862e-05-0.00016914i,-0.00012171-0.0005101i,-0.00077027+0.00024337i,-0.00030977+0.00033775i,0.00038442-9.4089e-05i,0.00013814+6.2847e-05i,0.00015587-5.4199e-05i,0.00023439-0.00046058i,-0.00072716+0.00036533i
0.00039071-0.0023686i,-0.00059104-0.0015152i,-0.0010149-0.0017249i,-0.00051467-0.00144i,0.00014677-0.00077631i,4.6911e-06-0.00011468i,-0.00047467-0.00010262i,-0.00080787-0.00057332i,-0.00059873-0.00071882i,-0.00027588-2.9578e-05i,0.00053257+7.7292e-05i,0.001119-0.0011748i,0.00037095-0.0011992i,-0.00049724-0.00056775i,-0.00064718-9.4935e-05i,-0.00013965+0.00056072i,8.9174e-05+0.0003218i,-0.00025445-0.00020404i,-0.00034101-0.00065076i,0.00011036-0.0013009i,0.000177-0.00076043i,0.00042784+0.00038679i,0.00082806+0.00067026i
0.00031867-0.00087209i,0.0011202+0.00019238i,0.00081641-0.0012403i,0.0011565-0.0020369i,0.00076453-0.0016282i,-9.8252e-05-0.0016371i,-0.00071521-0.0014319i,-0.00049762-0.0014542i,5.3036e-05-0.0012372i,-0.00031789-0.00086776i,0.00015608-0.0011374i,0.0010074-0.00093962i,7.6074e-05-0.00013093i,-0.00069407+0.00059509i,-7.2601e-05+0.0012507i,-0.00020502+0.00092607i,8.6719e-06+0.00018247i,0.00059587-7.1593e-06i,0.0010822-0.00024408i,0.0014318-0.00088271i,0.00099299-0.00080148i,0.00013519-0.00017833i,-0.0001111-0.00023202i
-0.0014673-0.00030186i,-0.0011324+0.0010199i,-0.0006306+0.00097128i,-0.00083371+0.00054521i,-0.00093667+0.00016938i,-0.00031493-0.00057935i,-0.00074191-0.0010456i,-0.00096868-0.00090429i,-0.00050874-0.00017715i,-0.00015183+0.0001744i,0.00042179-3.6214e-05i,0.00036114-0.0002339i,0.00025195-4.0454e-05i,-8.6478e-05+1.0477e-05i,-0.00013015-0.00016373i,0.00013229-0.00014699i,0.00014503-0.00021752i,0.00036154-0.00022845i,0.00047877-7.2972e-05i,0.00047938+6.6008e-05i,0.00022059-8.033e-05i,-0.00029287-0.00034794i,0.00020513-0.00032692i
0.00011485-0.000429i,-0.00062528-0.001108i,7.7945e-05-0.0009577i,0.00052532-0.00031842i,0.00035906-0.00031397i,0.00022832-0.00080556i,-4.9059e-05-0.0015238i,-0.00037722-0.00080658i,-7.4799e-05+0.00069665i,0.00082189+0.00073809i,0.0016576+0.00084312i,0.0017356+0.00050795i,0.00073308-0.00028044i,-8.4627e-05+0.00018444i,-0.00033881+0.0011694i,-0.0004318+0.0017025i,-0.00087165+0.0013399i,-0.0010128+0.00017435i,-0.00088056-0.00031019i,-0.00074627-0.00011293i,-0.00057994+9.1713e-05i,-0.00015853+0.00017753i,-0.00066204-0.00053444i
-0.00086929-6.7066e-05i,-0.00083288-8.7714e-05i,-3.6482e-05+0.00076089i,0.00047132+0.0017118i,0.00010886+0.00044285i,-0.00024325-0.0010961i,-0.00039442-0.0019555i,-0.0011532-0.0021986i,-0.00078845-0.0015267i,0.00041819-0.00076252i,0.00092841-0.00023674i,0.0013256+0.0002205i,0.00043083-0.0001472i,-0.00025211-0.0003549i,3.81e-06-0.00027655i,-1.6454e-05+0.00033394i,-0.00059349+0.00037006i,-0.0010547+3.3122e-05i,-0.00067787-0.00035886i,-0.00039733-0.00055311i,-0.00052061-0.00021554i,-7.9097e-05+0.00060552i,5.2472e-05+0.0004576i
0.0010984-0.00029162i,0.0010317-0.00045585i,0.0016855-0.0012574i,0.001607-0.0016878i,0.0010001-0.00085085i,1.2403e-05-0.00065014i,-0.00078732-0.0010706i,-0.0011038-0.0016352i,-0.0010236-0.00080937i,-0.00069657-8.8901e-05i,-0.00043201-0.00042423i,-0.0003628-0.00049395i,-0.00058131-0.00051556i,-0.00076166-0.0004363i,-0.00082084-0.00037443i,-0.00046894-0.00051934i,0.00019152-0.0004409i,0.00029453-0.00067257i,0.00027248-0.00014905i,0.00032928-0.00043676i,0.00053444-0.00088433i,-5.7869e-05-0.00018551i,-0.00052945-0.0003074i
-0.0029088-0.0014948i,-0.0025758-0.0017965i,-0.0029984-0.0023285i,-0.0019265-0.0022408i,-0.0008229-0.0014849i,-0.00022693-0.00076827i,0.00039089-0.0013142i,0.00042358-0.0013643i,-0.00028725-0.0011835i,-0.00076211-0.0010624i,-0.00050212-0.0006496i,-0.00016497-0.00075527i,-0.00051377-0.001052i,-0.0010345-0.00070759i,-0.0011573-0.0002975i,-0.00010769+0.00035023i,0.00044306+0.00030222i,-7.585e-05+0.00013425i,-0.00087312+0.00039392i,-0.0011492-0.00018349i,-0.00078132-0.00052814i,-0.00065209+2.3923e-05i,-7.1322e-05+6.3031e-05i
0.0003714+0.00068209i,0.00021769+0.00072212i,0.00018959+0.00046178i,0.00089496+5.6137e-05i,0.0011173-0.00031366i,0.00075757-0.00037652i,-0.00016673-0.00072403i,-0.00082022-0.0010296i,-0.00050405-0.00080462i,-0.00029186-0.00012074i,0.00054956+0.00022637i,0.0015449+0.00022613i,0.0010212-0.00017949i,0.00028599-0.0007334i,-0.00040707+2.1158e-05i,-0.0010338+0.00034802i,-0.00025476-0.00043869i,0.00082917-0.0011112i,0.00064623-0.00088659i,0.00041059-0.00013497i,0.0001173+6.0391e-05i,0.00015635+0.0001966i,0.00045825+0.00043798i
-0.0022961+0.0011392i,-0.0024945+0.0010007i,-0.0020878+0.0010719i,-0.00098615+0.0013245i,-0.00020654+0.0006123i,0.00046015-6.6023e-05i,0.00046792-0.00042612i,-9.0725e-05-0.00052575i,-0.0010421-0.00067781i,-0.00038468-0.00017915i,0.0015306+0.00065016i,0.0015072+0.00049923i,0.00060356+0.00039981i,0.00033076+0.00057013i,2.0557e-05+0.00039021i,2.7332e-05+0.00028054i,-0.00014184+0.00027396i,-0.00051471-8.558e-05i,0.00015883-0.00013764i,0.00030248-0.00011365i,-0.00023864+9.3768e-05i,-0.00035448+0.00046898i,-4.9683e-05+0.00060688i
0.00073599-4.977e-05i,-1.2594e-05+0.00065664i,0.00051727+0.00093749i,0.00052145+0.00073489i,0.00018866+0.0003759i,-0.00037179+0.00023545i,-0.0011516-5.3816e-05i,-0.0010569-0.00088149i,-0.00067343-0.00091179i,-0.00039904-0.00069425i,0.00020677-0.00060701i,-0.00046728-0.00063374i,-0.0010413-0.00069531i,-0.0008542-0.00052062i,0.00024113+0.00032295i,0.00099353+0.00098881i,6.1371e-05+0.00093664i,-0.00062247+0.0009802i,-0.0002804+0.0011272i,0.00017665+0.0011434i,1.5084e-05+0.001298i,-0.00032677+0.0013734i,-0.00011727+0.0010041i
0.00078729-0.0013447i,0.0020548-0.0020197i,0.00086923-0.0023888i,-0.0012698-0.0022886i,-0.0012074-0.0015293i,-0.00034575-0.00099825i,-0.00023994-0.00099959i,-0.0012897-0.0010371i,-0.0020397-0.0010578i,-0.0014011-0.00073221i,-7.0825e-05-0.00019868i,-4.4687e-05-0.00036423i,-0.00048195-0.00062479i,0.00010303+0.0001454i,0.0001999+0.00047141i,0.00020094-5.283e-05i,9.7638e-05-0.00042428i,-0.0001345-0.00029959i,4.9654e-05+0.00020778i,0.00037182-3.5598e-05i,-0.00011753-9.4329e-05i,-0.00057957+0.00060663i,-0.00048641+0.00065102i
-0.00073102-0.00081505i,-0.00066757-0.0011279i,-0.0010426-0.0015952i,-0.0005228-0.0010142i,0.00038354-0.00068582i,0.0013649-0.00052292i,0.00042375-0.00065346i,-0.0013061-0.00052236i,-0.0015338-0.00099807i,-0.00076523-0.0013892i,0.00087642-0.0010683i,0.0018586-0.0010575i,0.001108-0.00088021i,0.00014471-0.00045125i,3.7414e-05-0.00018224i,0.00056536-0.00052945i,0.00091967-0.00036761i,0.00054158+0.0004557i,1.5795e-05+0.00064635i,-0.0003201+0.00063456i,-0.0003194+0.00050658i,-0.00012967-0.00030143i,-0.00032729-0.00057995i
0.00021445-0.0011411i,-0.00019475-0.00052351i,-0.00051925-0.00050183i,-8.8257e-05-0.0013753i,-0.00036795-0.0010343i,-0.0010388-0.00069698i,-0.0010926-0.00050869i,-0.00081715-5.3696e-05i,-0.00090366-0.00021695i,-0.00075224-0.00031755i,-0.00020118-0.00015013i,-0.00022234-0.00045625i,-0.0013032-7.1775e-05i,-0.0022121+0.00058509i,-0.0015622-8.614e-05i,-0.00087756-0.00069746i,-4.7873e-05-0.00062801i,0.00087436-0.00015855i,0.00053085-9.523e-06i,0.00026502-0.00032152i,0.00081844+1.4441e-05i,0.001014+0.00018878i,0.00086246+0.00014027i
-0.0005322+0.00015574i,5.0974e-05+0.0011779i,0.0006663+0.0022087i,0.00098371+0.0012567i,0.00052242-0.00059471i,0.0001318-0.00059002i,0.00044053-4.4238e-05i,-5.3532e-05-0.0011215i,-0.00064258-0.0016221i,-0.00078587-0.00023218i,-0.00041338+0.000428i,0.00078255-0.00044206i,0.00081815-0.00099977i,-0.00043053-0.00067682i,-0.00087172-6.7922e-05i,-0.00042243-0.00011307i,0.00060553-0.00042991i,0.001501-0.0003812i,0.00059968-0.00019536i,7.7196e-05-3.9698e-05i,0.00016467+7.7575e-05i,-3.3438e-05+0.00012062i,4.8466e-05+0.00059873i
0.00030922+0.00082734i,0.00066902+0.00042497i,0.0011415+3.5703e-05i,0.00050937+4.5394e-05i,-0.00075693-5.2247e-05i,-0.00085805-0.0002641i,-0.0007768-0.00049769i,-0.0015615-7.1422e-05i,-0.0014363-3.3664e-05i,9.2496e-05-0.00049424i,0.0012862-0.00070992i,0.0012869-0.0014399i,0.00022173-0.00081683i,-8.937e-05-0.00028322i,-0.00014315-0.00049926i,-0.00016069-0.0004476i,0.00058123-0.00011316i,0.00090108+5.0695e-05i,4.8395e-05-7.9447e-05i,-0.00059128-0.00013447i,-0.00013608+1.0114e-05i,0.00037587+0.00013142i,0.00054686-6.6183e-06i
-3.9402e-05-8.0977e-05i,-0.00076995+0.00017527i,-0.0016026-7.3351e-05i,0.00011172-0.00027498i,0.0011412-0.00094235i,-7.7823e-05-0.001057i,-0.00059996-0.001207i,-0.00057174-0.0010201i,-0.0006929+0.00014922i,-8.6809e-05+0.00069746i,0.0011619-0.00013525i,0.0016954-0.00062207i,0.000749-0.0008051i,-5.5692e-05-0.0011283i,-0.0001292-0.00048753i,-0.0010395+0.0005886i,-0.0015724+0.0014654i,-0.0010811+0.0014321i,-0.00072688+0.00093831i,-0.00031323+0.00017059i,-6.8892e-05-0.00045674i,3.6465e-05-0.00051488i,-0.00030874-0.0010531i
