-0.000584+8.7232e-05i,-8.2641e-05-0.0018019i,-0.0019849-0.0017409i,-0.0025928-0.0011401i,-0.0022166-0.00024341i,-0.0021293+0.00083918i,-0.0017477+0.00090522i,-0.0011794+0.00071524i,-0.00024777+0.00069443i,0.00091679+0.00057119i,0.0010127-0.00024687i,0.00038112-0.00074198i,0.00010739-0.0012001i,-0.00014437-0.0014121i,-0.00021352-0.0010322i,-0.00013844-0.00037102i,-0.00058886+0.00022962i,-0.00017712-0.00019797i,0.00045825-0.00088534i,0.00027894-0.0014137i,8.4026e-05-0.00076495i,-0.00038561+0.00026871i,2.7419e-05+0.0003916i
0.00083769-0.0012664i,0.00045718-0.0010007i,-0.00016984-0.00077409i,-0.00055102-0.001095i,-0.00093302-0.0016573i,-0.0017926-0.001026i,-0.0027601+0.00084397i,-0.0017821+0.0012659i,0.00024763+0.00051583i,0.00099713+0.00062709i,0.00074536+0.00084488i,0.00086482+0.0011066i,0.00047792+0.00063333i,-0.00060188+0.00017896i,-0.001035+0.00060592i,-0.00058986+0.00063321i,-0.00027109-0.00041246i,-0.00013372-0.0010766i,-0.00020396-0.00044028i,0.00074238+0.00016452i,0.0010754+2.0705e-05i,0.00046892-0.00029762i,0.00035188-0.00029063i
0.0010177-0.00087277i,-0.00062869-0.00031544i,-0.0012191+8.318e-06i,-0.0010967+0.00077954i,-0.00029081+0.0012983i,-0.00037029+0.0013601i,-0.0010306+0.0019208i,-0.0007368+0.0019008i,-0.00010317+0.001456i,0.00011799+0.00078676i,0.00018712-7.694e-05i,0.00065602-6.4167e-05i,0.00092364+0.00017632i,0.00075189-0.00043937i,0.00032677-0.00049032i,0.00031366-0.00016432i,-0.00013816-2.7622e-05i,0.0001644-1.4316e-05i,0.00044827-0.0002094i,-1.3588e-05-0.00012516i,-0.0001536+0.00070043i,0.0001283+0.00047327i,0.00080329-0.00018935i
0.00078768-0.00075263i,0.0010498+0.00023728i,0.0025006-0.0014893i,0.0020988-0.0018303i,8.1591e-05-0.00091553i,-0.000928-0.00032227i,-0.0018137+0.00029121i,-0.0015623+0.00074044i,-0.0001855+0.00052939i,0.00038509+0.00020612i,0.00049966+0.00019022i,0.00083458-0.00038989i,0.0011143-0.001292i,0.00069588-0.0002663i,-5.2986e-05+0.00061322i,-0.00023572+0.00047366i,-0.00030913+0.00028797i,-0.00030851+4.8106e-05i,0.00027997-0.0002073i,0.00042762-0.00057097i,2.9751e-05-0.001307i,0.00047378-0.0013842i,0.00031222-0.0008355i
-0.0013758-0.0032796i,-0.0012345-0.0028363i,-0.00056917-0.0011665i,-0.0007495-0.00031834i,-0.00097734-0.00039027i,-0.0015637-6.908e-05i,-0.0019434+0.00088462i,-0.0012566+0.0012891i,-0.00015471+0.00046133i,0.00036021-0.00020885i,0.00019726-2.4323e-05i,0.00074924+0.0005141i,0.0019186+0.00020394i,0.0015551-1.6485e-05i,0.00051755+0.00014494i,0.00061389+0.00042271i,0.00065808+0.00039032i,0.00080405+6.1947e-05i,0.00058392-0.00028952i,-9.7708e-05-0.00024697i,-0.0002122-0.00021782i,0.00092941-0.00044102i,0.0018069-0.0012767i
0.0014145-0.00067557i,0.0014663-0.00061047i,0.001497+0.00067469i,0.00093682+0.001989i,0.00019663+0.0015911i,-0.00012411+0.0015196i,-0.00087604+0.0016289i,-0.0010149+0.0013633i,-9.3938e-05+0.0015713i,0.00033897+0.0015268i,0.00011161+0.00028948i,0.00053245-0.00082501i,0.00075192-0.00061815i,0.00029118-0.00018664i,-0.00018482+0.00042775i,-6.925e-06+0.00092948i,0.00038242+0.00022082i,9.133e-05-0.00054529i,1.6964e-05-0.00048219i,0.00039539-3.044e-05i,0.00083473+0.00051905i,0.00048675+0.00055529i,0.00054822+0.00036645i
-0.0015468-0.00014885i,-0.0017204+0.00085094i,-0.0015063+0.0011661i,-0.00075196+0.0013734i,-0.00026951+0.00032502i,-0.00022906-0.00069945i,-0.00045342+0.00030398i,-7.3331e-05+0.00062429i,-5.0483e-05+0.00012642i,-0.00075355-0.00060992i,-0.00026709-0.0001471i,0.00075299+0.00071033i,0.00039811+0.00088223i,-0.00027796+0.00080709i,-0.0003062+0.00081851i,-3.5229e-05+0.00042376i,-0.00025887+9.0613e-05i,-0.00038572+0.00022575i,-0.00014167+0.00036567i,-0.00014381+0.00019577i,0.0001839-0.00022184i,0.00052947-0.00039248i,0.00072175-0.00012643i
-0.0022547-9.9223e-05i,-0.0031003+0.00023476i,-0.003224+0.0017832i,-0.0018068+0.0019066i,6.089e-05+0.0015396i,0.00058048+0.0012822i,-0.00040405+0.0016001i,-0.001465+0.0016i,-0.0011162+0.00073698i,-0.00045542+0.00053819i,9.24e-05+0.00039312i,0.00099587-0.00057613i,0.00062695-0.0014128i,0.00054052-0.0013547i,0.0007135-0.0014341i,0.00011187-0.0014066i,-0.00029131-0.00058624i,-0.00063831+0.00019394i,-0.00042398+0.00032465i,-0.00018057-0.0003168i,0.00029023-0.00044068i,0.00054029-2.266e-05i,-0.00024193+0.00040964i
-0.001557+0.0016211i,-0.0023975+0.0016047i,-0.002008+0.0019132i,-0.0004729+0.0027043i,0.00058038+0.0014866i,0.00027114+0.00023869i,-0.00028982+0.00055487i,-0.00088861+0.00087338i,-0.00072111+0.00078862i,0.00018441+0.00011208i,0.0005404-0.00066128i,0.00079255-0.00028244i,0.00070815-1.3343e-05i,-3.1482e-05+4.6359e-05i,-0.0010203-7.6963e-05i,-0.00065238+5.1305e-05i,6.3252e-05+0.00055312i,0.00025543+8.008e-05i,2.2607e-05-0.00015787i,-0.00083159-0.00035483i,-0.00106-0.00022747i,-0.00049872-8.7774e-05i,-0.00033782-0.00010197i
-0.0012379-0.0022923i,-0.0012116-0.0018248i,-0.0015324-5.3653e-05i,-0.0014653+0.0018014i,-0.0011234+0.0019538i,-0.00059823+0.001621i,2.4626e-05+0.0013792i,-0.00076389+0.0016184i,-0.0016236+0.00091116i,-0.00099285+0.0005002i,-0.00042711+0.00066623i,0.00089473+0.00036186i,0.0011773+0.00068696i,-0.00047522+0.0006074i,-0.00081511+0.00020366i,-0.00011223+0.00017364i,0.00055732+0.00050684i,0.0003918+0.00052674i,-0.00048465-6.6217e-05i,-0.00082697-0.0002243i,-0.00065088+2.2585e-05i,0.00022716+4.3039e-05i,0.00045451+0.0001791i
0.00074872+0.0009706i,-0.0015791+0.0012579i,-0.0028521+0.00062745i,-0.0019911+0.00012264i,-0.00055008+3.1239e-05i,-0.00028507+0.00040641i,-0.0012199+0.00075746i,-0.0015629+0.0004571i,-0.00065847-2.9742e-06i,0.00012566-0.00033291i,-0.0004837-5.8857e-05i,-0.0017053-1.0173e-05i,-0.0014749-0.0009537i,-0.00086753-0.0011088i,-0.00054481-0.00026383i,0.00019536+0.00018646i,0.00010152+0.00031912i,-0.00041716+0.00079779i,-1.4796e-05+0.0004611i,-0.00022468+4.0396e-05i,-0.00064031+0.0004341i,-0.00069686+0.00023901i,-0.0006301+0.00011565i
-0.00054118-0.001943i,-0.0014293-0.0012359i,-0.0013833-0.0011879i,-0.0011018-0.00066721i,-0.0009917+0.0006001i,-0.0015581+0.0010804i,-0.0015963+0.0012618i,-0.00092247+0.00097196i,-0.00066815-0.00020553i,-0.00070071-0.00046569i,-0.00043493-5.7447e-05i,-7.5471e-05+4.8408e-05i,-0.00014063+0.00028388i,-0.0005344+0.00056353i,-0.00092192+0.00092141i,-0.00036048+0.0015638i,0.00020282+0.00082766i,0.00012085-0.00018521i,0.00037453+0.00011773i,0.00068342-0.00017843i,0.00017459-0.00063404i,-0.00019873-0.00024146i,0.0001399+3.6063e-05i
-0.0015267-0.0029362i,-0.0023195-0.003622i,-0.0021245-0.0028303i,-0.0028572-0.0015338i,-0.0029084-0.00052389i,-0.0023576+0.00021096i,-0.00245+0.0010838i,-0.0016066+0.0017457i,-0.00030729+0.0012376i,0.00047711+0.00096408i,0.00031182+0.00058538i,-0.00037722-0.00066169i,-0.00053091-0.0015782i,-0.0005822-0.00085922i,-0.00057643-0.00012601i,0.00020712+7.1847e-05i,0.00049223+0.00046077i,0.00029039+0.00030173i,-3.3371e-05+0.00043848i,-0.00017932+0.00046105i,-0.00036033-0.00029978i,7.2179e-05-0.00072098i,0.00017003-0.00041821i
0.0015561-0.0009644i,0.0006089-0.0013003i,-0.00031648-0.0011017i,-0.00095247-0.00066862i,-0.0013158+0.00030568i,-0.0013501+0.00095895i,-0.0015103+0.0011261i,-0.0014491+0.0018814i,-0.00021327+0.0015171i,0.00017999+0.00031067i,-0.00034759-0.00048196i,-0.00031222-0.00045318i,0.00060435+0.00014107i,0.00063394+0.00099087i,8.4412e-05+0.0011344i,-0.00028213+0.0013338i,-0.00059062+0.00083163i,6.391e-05+0.00017475i,0.00045863+0.00051385i,-0.00017129+0.00022902i,-0.00019527-0.00019204i,0.00087709+0.00019907i,0.00085071+0.00044764i
0.00081712+0.00058748i,0.00063937+0.00059089i,0.00094418+1.0897e-05i,0.00086601-0.00048029i,-7.3296e-05-0.001078i,-0.0013625-0.0010371i,-0.0011859+0.00013408i,-0.00031853+0.00098023i,0.00012847+0.00096646i,0.00042572+4.0186e-05i,0.00018374-6.3834e-05i,0.00032992+0.00064965i,3.2949e-05+0.0012085i,-0.00072802+0.0013758i,-0.00020565+0.0013449i,-5.1308e-05+0.0011874i,-9.3093e-05+0.0011963i,2.5111e-05+0.00086019i,6.0889e-05-0.0001325i,-5.0577e-05-0.0010075i,0.00014598-0.00070952i,-7.2011e-05-0.00040982i,5.4546e-05-0.0007243i
-0.0020001-0.0022946i,-0.004099-0.0036636i,-0.0044501-0.0041517i,-0.0032786-0.0022729i,-0.0015462-0.00035917i,-0.00042603+0.00034659i,-0.0010842+0.0010023i,-0.0014254+0.0010645i,-0.00039124+0.00052536i,5.1955e-05+0.0003141i,-0.00036501+0.00019199i,-0.00013935-0.00015269i,-0.00017946+0.00029693i,2.253e-05+0.00051435i,0.00062269+0.00056911i,0.00035655+0.00093694i,-1.6718e-06+0.00057194i,-9.3256e-05-0.00052159i,-0.00080868-0.00077336i,-0.0010974-0.00036142i,-0.00069451+0.00036957i,0.00050609+0.00016616i,0.0012857+0.00039137i
0.00138-0.0015277i,0.00051006-0.0020098i,-0.00017531-0.0014219i,-0.00098028-0.000387i,-0.0013142+0.00039285i,-0.0013884+0.00017447i,-0.0011032-0.0004512i,0.00011364-4.5451e-05i,0.00068792+0.00076288i,0.00068066+0.00014681i,0.0002928-0.00056997i,-0.00011434+0.00018321i,3.4455e-05+0.0005949i,-0.00018645-0.00015293i,-0.0004034-0.00027658i,-0.00033003-0.00040238i,-0.00056111-0.00030694i,-0.00060299-8.5295e-05i,-0.00045961-0.00010698i,-0.0001484+0.00025242i,-7.2024e-05+0.00064637i,-0.00014908+0.00048866i,0.00032549-7.9443e-05i
-4.2862e-05-0.0013661i,-0.00087378-0.0017942i,-0.0020667-0.0021151i,-0.0016893-0.0010532i,-0.0017511+0.00035424i,-0.0015186+0.00072743i,-0.001054+0.0011567i,-0.0010363+0.00097658i,-0.0011364+0.00079323i,-0.0010412+0.00086333i,-0.00045309+0.0011491i,-0.00020567+0.0012573i,0.00017383+0.0015714i,0.0004778+0.0015622i,7.5531e-05+0.0011266i,-1.3188e-05+0.00067653i,-0.0001949+0.00046508i,-0.00028623-0.00039884i,0.00053252-0.00060821i,0.00040392+0.00069217i,-8.9097e-05+0.00070962i,-0.0010057+0.00012692i,-0.0014023+0.0002956i
-0.0018396-0.00040512i,-0.0034508-0.0010938i,-0.0032925-0.0011194i,-0.0020915-0.0014047i,-0.0010227-0.0010824i,-0.00048131+0.00021419i,-0.00093761+0.0010393i,-0.0013766+0.00046829i,-0.00091829-1.1768e-05i,-4.1953e-05+0.00061719i,-0.00023921+0.00073822i,-0.00051656+0.0003151i,-0.00091757+0.00030796i,-0.00053088+4.3444e-05i,-0.00045485-0.00031766i,-0.00095889-0.00013395i,-0.00088655+0.00075572i,-0.00067626+0.0011014i,-0.00032207+0.00017466i,0.00033236-0.0012157i,0.0004483-0.0014386i,-8.7952e-05-3.6272e-05i,-2.5782e-05+0.00037935i
0.0014647-0.0014384i,0.0013406-0.0014718i,0.0012751-0.0010541i,0.00074461-0.00073463i,6.1932e-06-0.00072473i,-0.00030414-0.0005086i,-0.0010861+0.00055766i,-0.0013456+0.0013638i,-0.0011283+0.00068869i,-0.00061178+0.00017524i,0.00012974-0.00042316i,0.00077142-0.00070486i,0.00058781-0.0010306i,0.00012075-0.00052651i,-0.0002217+0.00090209i,-0.00045015+0.0006408i,-0.00012793-3.6349e-05i,-0.00026215-0.00038711i,-6.0672e-05+0.00012405i,-2.0687e-05+0.00081412i,-0.00071612+0.00044523i,-0.00075382+0.00031119i,-0.00084016-5.6622e-05i
0.001153-0.00017974i,-0.0015936-0.0015978i,-0.0030926-0.00092966i,-0.0019325+0.0013995i,-0.001073+0.0014177i,-0.00079653+0.00048199i,-0.00038369+0.00050712i,-0.0002329+0.00094157i,5.5964e-05+0.0007667i,-1.3854e-05+6.1816e-05i,0.00021483-0.0003279i,0.00066741+0.00026159i,0.00056258+0.00053816i,7.0812e-05+0.00087721i,-0.00023432+0.00073982i,-0.00022161+0.00032864i,-0.00052998+0.00023178i,-0.0004484+0.00052809i,-0.00056365+0.0010596i,-0.0011111+0.00064201i,-0.000556+0.00038381i,4.9714e-06+0.00033853i,-0.00013085+0.00037973i
-0.0013192+0.00075144i,-0.0020768+0.0010076i,-0.0022026+0.00083873i,-0.0011178-0.0004911i,0.00049026-0.0011228i,0.00024717-0.00089964i,-0.00050302+0.00031607i,-0.00081364+0.0014007i,-0.0004915+0.0014275i,-0.00035018+0.0010821i,-0.00067881-4.4956e-05i,-0.00023939-0.00065823i,-0.00019572-0.00015253i,-0.0003063-0.00013029i,8.0909e-05-0.00020918i,0.00010143+0.00031587i,0.0001865+0.00020925i,0.00051821-0.00048197i,-0.00031527-0.00033311i,-0.0007099+0.0003072i,-0.00019123+0.00055961i,0.00020978+0.00019321i,0.00032422-0.0001703i
0.0001326-0.00015003i,-0.00045581-0.00016652i,-0.00018688+0.0007696i,6.2516e-05+0.00041216i,0.00035648-0.00032225i,-0.00075614+0.00041532i,-0.0012024+0.0012225i,-0.0003337+0.0015304i,0.00056871+0.0015583i,0.00040941+0.00064468i,-0.00012809-0.00021372i,-0.00035099-0.00025198i,-0.00054234+0.00049667i,-0.000769+0.0011219i,-0.00084856+0.00095736i,-0.00085604+0.00063781i,-0.00084502+0.00047625i,-0.00087322+4.1132e-06i,-0.00067781-0.00012279i,-7.5494e-05+0.00087878i,5.026e-05+0.001357i,0.00022543+0.00096462i,0.00024347+0.00033183i
0.00037051-0.0032405i,-0.0021535-0.0032123i,-0.0038973-0.0031999i,-0.0038591-0.0022038i,-0.0021836-0.00089792i,-0.0016492+0.00078853i,-0.0021619+0.0016327i,-0.0013656+0.0011998i,0.00012897+0.00042426i,0.00039146-0.000157i,-0.00011162+0.0006492i,1.7675e-05+0.0012624i,0.00067975+0.00078214i,0.00030788+0.00069254i,-0.00040803+0.0012399i,-0.0011442+0.001437i,-0.0011382+0.00096306i,-0.00066352+0.00070478i,-0.00037432+0.0012061i,0.00036763+0.00069125i,0.0010534-0.00068553i,0.00084139-0.00021329i,0.00047323-0.00016154i
0.00069395+0.00031943i,-0.00011008+0.00033033i,-0.00020034+0.00067911i,0.00022349+0.00085751i,-0.00061784+0.00076058i,-0.001507+6.523e-06i,-0.001049-0.00022988i,-0.00032737+0.0010243i,-0.00043942+0.00099626i,-0.00069508-0.00044838i,-0.00035333-0.00081857i,0.00011487-0.00011068i,0.00013812-0.00031732i,-7.5324e-05-0.0006538i,0.00017373+0.00011441i,-0.00014255+0.00078158i,-0.00044825+0.00090857i,1.4162e-05+0.00060415i,-4.1582e-05+0.00069767i,-0.00034601+0.00055835i,-0.00045512+0.00027046i,-0.00063574+6.6022e-05i,-0.00090767-0.00075853i
0.00032131-0.0034452i,-0.0013851-0.0035482i,-0.002235-0.0033902i,-0.0022107-0.0013162i,-0.0022103+0.00071218i,-0.0028677+0.0014209i,-0.0023885+0.0016391i,-0.0013708+0.00065725i,-0.00061673-0.0003198i,-1.1412e-05+6.8067e-05i,0.00053351+9.4197e-05i,0.00041968-0.00036357i,-0.00017463-0.00030593i,-0.00067183+0.00087422i,-0.00038666+0.0016771i,0.0001638+0.0011059i,9.9122e-05-0.00037476i,-0.00010233-4.7226e-05i,-0.00023087+0.001085i,-0.00030467+0.00074295i,2.3449e-05-5.4157e-05i,-0.00030576-0.00057175i,-0.0010107-0.00029017i
0.00069034-0.0036996i,-0.0019899-0.0040803i,-0.0030323-0.0036077i,-0.0022613-0.0020486i,-0.001452-0.00044244i,-0.0012178+0.00020426i,-0.00030524+0.00025383i,-0.00030754+0.00079104i,-0.00036817+0.00075016i,-0.00026357+0.00010211i,-0.00099009+0.00050115i,-0.0010608+0.0013882i,-0.00093247+0.0012202i,-0.00051958+0.00041033i,-0.00050499+0.00015275i,-0.00039414+0.0009271i,0.00012417+0.00069201i,-0.00015953+0.00024473i,-0.00047671-3.1955e-05i,-0.00047499+0.00018475i,-0.00018586+0.00040448i,0.00030114+7.3587e-05i,0.00072145+0.00074064i
0.0047114-0.00096834i,0.0034826-0.00052581i,0.0017132-0.0017526i,-0.00026771-0.0020378i,-0.0020979-0.0015113i,-0.0031112-7.0871e-05i,-0.0027429+0.001498i,-0.0014359+0.0011853i,-0.00028056+0.00025381i,-0.00028263+0.00011301i,-0.00099138+0.0008056i,-0.0010353+0.00084163i,-0.00080675+0.00037057i,-0.0012429+0.0010898i,-0.0010628+0.0022125i,-0.00052284+0.0018735i,0.00017789+0.00058615i,0.00031957+0.00035332i,-0.0005381+0.00010946i,-0.00019708-0.00048656i,0.0002808-0.00038198i,0.00064145-0.00023348i,0.00108+0.0001379i
-0.00021976-0.00036499i,0.00011704-0.0004474i,-0.00045147-0.00070697i,-0.00063106-0.00049907i,-0.0008811+0.00030883i,-0.0013046+0.00021269i,-0.0012297+0.00032701i,-0.00062924+0.00039177i,2.9055e-05-9.5995e-05i,0.00048194+4.3222e-05i,0.00011962+4.9745e-05i,-0.00047369-0.00032427i,-0.00067238-0.0006083i,-0.00015893-0.00074606i,-0.00014063-0.00040243i,-9.9746e-05-0.00050063i,0.00012636-0.0008243i,-0.00043422-0.0004125i,-0.00016194+0.00034236i,0.00064275+0.00061195i,0.00056315+0.00095212i,0.00064484+0.00090528i,0.00087195+2.5411e-05i
-0.00030356-6.6703e-05i,-7.7546e-05-0.00022057i,0.00025688-5.0047e-05i,-8.4783e-05+0.000111i,-0.00067314-0.00056909i,-0.0013881-0.00062244i,-0.0021386-3.2159e-05i,-0.0016512+0.00035281i,-0.00065148+0.00015018i,-0.0004839-0.00014428i,-8.4586e-05-0.00044769i,0.00032237-0.00061584i,0.00018076-0.00057996i,0.0001881-0.00057494i,-0.00011538-0.00030164i,-0.00080902-6.5725e-05i,-0.00029024-0.00018158i,0.00040516-0.00017042i,-0.0002261-8.0109e-05i,-0.0006519+0.00038682i,-0.00023573+0.00050503i,0.00023162-0.00012542i,0.00021177-0.00020991i
0.00012699-0.00022644i,-0.0002133-0.0012014i,-0.0010035-0.00088958i,-0.0012255-0.00048525i,-0.0010134+9.7808e-05i,-0.0011927+0.00034776i,-0.0017812-1.6666e-05i,-0.0021581+0.00015928i,-0.001574+0.00031531i,-0.00080349+0.0005149i,-0.00040469+0.00071431i,-5.0457e-05+0.00032452i,0.00011772+0.00050215i,0.00023226+0.00073638i,0.00059468+7.8087e-05i,0.00060305+0.00049145i,0.00068508+0.00073138i,0.00052526-2.7612e-05i,0.00012274+0.00022596i,-4.2864e-05+0.00056891i,3.3895e-05+0.00064144i,0.00011097+0.00047123i,-0.00025019-0.00053905i
0.0026714-0.0010641i,0.0027173-0.0025251i,0.0011829-0.0024769i,-0.0010684-0.0012242i,-0.0011885-0.0011057i,-0.0010828-0.001383i,-0.0019144-9.9606e-05i,-0.002186+0.0010234i,-0.0016565+0.0012401i,-0.0010746+0.001424i,-0.00040289+0.00067602i,0.00054531+0.00086259i,0.0002656+0.0011022i,6.6701e-05+0.00084555i,-7.2477e-05+0.00083914i,-0.00022225+0.00051491i,-0.00051251+0.00022929i,-0.00018819+0.00026496i,0.00048964+0.00059925i,0.00016576+0.00051086i,-0.0003022+0.00029511i,-2.4663e-06+0.00045774i,0.00098031-2.6015e-05i
-0.00031179+0.00053905i,-0.00012533-0.00018422i,0.00055512+8.7733e-05i,0.00092892-0.00018577i,0.00071523-0.00071869i,-0.00037069-8.6966e-05i,-0.00047324+0.00080926i,0.00026457+0.00096551i,0.00056388+0.0003426i,0.00029521-0.00024873i,0.00037796+0.0001131i,0.0010961+0.00034131i,0.00082107+0.00085816i,-0.0002973+0.0010753i,-0.00089386-3.5249e-05i,-0.00032319+0.00048684i,-7.0297e-05+0.00061295i,-0.00019304-0.0005177i,0.00026945-0.00033171i,0.00058813+0.00059172i,0.00066572+0.0011727i,0.00019873+0.00042418i,-0.00033625+0.00015454i
-0.00020736-0.001555i,-0.0015306-0.0017321i,-0.0019784-0.0012676i,-0.001126-0.00091398i,-0.00081416-0.00055419i,-0.0011336-6.393e-05i,-0.0011905+0.00028734i,-0.00096993+0.00014084i,-0.00075884-0.00039429i,-0.00077008-0.0002057i,-0.00071722-0.00035908i,0.00013981-0.00070754i,0.00036973-0.00083337i,-6.884e-05+0.00010565i,-0.0008491+0.00041379i,-0.00069068+8.6388e-05i,0.00011933+0.00015869i,0.00055625-0.00027623i,0.00040271-0.00020871i,0.00039194+0.00046475i,5.6229e-06+0.00057306i,-2.7957e-05+0.00069943i,-0.0002823+0.000824i
-0.00012968-0.0004633i,-0.00055047-0.002153i,-0.00074055-0.00074949i,-0.0010364+0.00034772i,-0.00086904-0.00078911i,-0.00049001-0.0017692i,-0.00073785-0.00090052i,-0.0001268-8.9189e-05i,0.00036957+0.00027809i,-0.00012906+0.00011551i,-0.00014069-0.00037169i,0.00038194-0.00071912i,0.00082364-0.00035454i,0.00055856-0.00058199i,0.0006387-0.0012849i,0.0006723-0.00054418i,0.00044084-0.00017063i,0.00041333-0.00053682i,0.0010887-0.00067958i,0.0012051-0.00051375i,-0.00010921+0.00033406i,-0.00027478+0.0005704i,0.00048848+0.00040223i
-0.00040763+0.0013675i,-0.00065591+0.0012319i,-0.0004586+0.0008502i,0.00016572+0.00029703i,0.00052853+0.00089752i,-0.00050146+0.001363i,-0.0017487+0.0010055i,-0.0015709+0.00081137i,-0.00024642+0.00064745i,0.00030398+0.00056951i,0.00013944+0.00075134i,0.00088748+0.0003782i,0.0010878-0.00051731i,-0.00039893-0.00084627i,-0.0013459-0.00076547i,-0.00034958-0.00024688i,0.00057984+0.00050884i,0.00053069+0.00075921i,0.00041812+0.0011943i,0.00073707+0.0011513i,0.00071016+0.00081603i,0.00069936+0.0010277i,0.00068855+0.00074005i
0.0011576-0.0014494i,0.00060143-0.0023802i,-0.00022002-0.00117i,-0.00052695-0.00045756i,-0.00074446-0.00063276i,-0.0015095-3.8228e-05i,-0.0010231+0.00077206i,-0.00069305+0.00097742i,-0.00016488-0.00014181i,0.00028362-0.00049255i,-0.00047047+0.00070992i,-0.00045453+0.00060502i,-0.00014935+0.00037374i,2.9696e-05+0.00092147i,-5.5177e-05+0.00065969i,5.4713e-05-3.393e-05i,0.00024941-0.00027818i,7.8062e-05-0.00070547i,-0.00027086-3.6481e-05i,-0.00014271+0.00090557i,0.0002884+0.00046088i,-0.00010657+4.6388e-07i,-0.00091117-8.2714e-07i
-0.00032125-0.00144i,-0.00090214-0.0014595i,-0.0011033-3.4421e-05i,-0.0012469+0.0010097i,-0.0011769+0.00055686i,-0.00075456+0.00022482i,-0.00068479-6.2372e-05i,-0.00061748+0.00022042i,-0.0003827+0.00057797i,-0.00048509+2.6593e-05i,-8.7462e-05-0.00021322i,0.00035611-7.444e-05i,-0.00031668-0.00022291i,-1.5667e-05-0.00059049i,0.00019015-0.00026508i,-0.00035991+0.00054386i,0.00017591+0.00058332i,0.00068802+0.00083697i,0.00037498-8.287e-05i,0.00020661-0.0010899i,2.152e-05-0.00038707i,-0.00029995+0.00040874i,-0.00031928+0.00035511i
-0.00053635-0.0011983i,-0.0014623-0.0025829i,-0.0022805-0.0019863i,-0.0012185-0.00059098i,-0.0012564-0.00027177i,-0.0013346-0.00097762i,-0.00096033-0.00063157i,-0.00054496-0.0001008i,0.00011727-0.00048367i,0.00063279+3.0275e-05i,-0.00017173+0.00087993i,-0.00049521+0.00067603i,0.00018787+0.00036639i,7.0842e-05+0.00034572i,-0.00044043+0.00035314i,-0.0012493+0.00063989i,-0.00099375+0.00044533i,-7.282e-05-0.00031487i,0.00067406-0.00032305i,0.00075933-0.00026508i,0.00044245-0.00018606i,0.00055516+5.8186e-05i,0.00067361+4.8553e-05i
0.00024163-0.00059128i,-0.00084022-0.0011168i,-0.00207-0.00010327i,-0.0020619+0.00043968i,-0.00035795+0.00019813i,-0.0002247+0.00056649i,-0.0011487+0.00044296i,-0.00099809+0.00012821i,-0.00062655+0.00020997i,-0.0001729+0.0005153i,6.2033e-05+0.00048279i,8.4862e-05-0.00068256i,0.00048402-0.00085661i,0.00039207-0.00011174i,0.0006146-1.9113e-05i,0.00035341+7.5876e-05i,-0.00026324+0.00037918i,-0.00089009-0.00012854i,-0.001131-0.00065669i,-0.00043956-0.00081037i,0.0005014+0.00016869i,0.00032781+0.00088735i,-0.00013275+0.00046308i
-0.00031916-0.0010822i,-0.0010055-0.00066541i,0.00027315-0.00084414i,0.0008205-0.0010288i,-0.00056012-0.00081042i,-0.0016606-5.356e-05i,-0.0016503+0.0012114i,-0.0012575+0.00092181i,-0.00074415+0.00023234i,-5.6128e-05+0.00023558i,-0.0002111+0.00026855i,-0.00042392-0.00048364i,0.00015172-0.001255i,-6.772e-05+0.00014524i,-0.00046258+0.00043183i,-0.00051538-3.4354e-05i,-0.00058921-1.2638e-05i,-0.00094312-0.00018529i,-0.00090462+0.00016066i,-0.00017295+0.00041359i,0.0003254+0.00045343i,-0.00050905+0.00020336i,-0.00040139-0.00029432i
-0.0012781-0.00039895i,-0.0020856+0.0005035i,-0.0018629+0.00084998i,-0.001144+0.0010411i,-0.0004679+0.00078923i,3.2101e-05-7.1639e-05i,-0.00030749-0.00022817i,-0.00045848+0.00066982i,-0.00047253+0.0012087i,-0.00023485+0.0011563i,-4.2446e-05+0.00088289i,-0.00023453-7.7466e-05i,-0.00013941-0.00020324i,0.0003438+0.0004313i,2.8989e-05+4.0634e-05i,-7.6975e-05-0.00092797i,0.00020383-0.00133i,0.00018786-0.00037072i,-0.00045731+0.00018532i,-0.00014854+0.0002472i,0.00052806+0.00095757i,0.00032688+0.0014249i,0.00099399+0.00098919i
0.00096276-0.0019343i,0.00028832-0.00093656i,-0.0008531-0.00061322i,-0.0014345-0.0010308i,-0.0010358-0.00060829i,-0.00059799-3.8105e-05i,-0.0007837-3.8115e-05i,-0.00025766+0.00017989i,-0.00039984+0.00010151i,-0.00075501+0.00027598i,-1.0576e-05+0.00045215i,0.00026057+8.6291e-05i,0.00019596-0.00014821i,-0.00036966+8.3973e-05i,-0.0005109+0.00031201i,0.00043605+0.00061212i,0.00031473+0.00087153i,-0.0001837+0.00046476i,0.00075311-6.4041e-05i,0.001123-7.8342e-05i,0.00025863-0.00014655i,-0.00016242-0.00037981i,-0.0006015-0.00021427i
