-0.0017607+0.00059019i,-0.0001784-0.00077423i,0.0012421-0.0028261i,0.002626-0.004173i,0.0021698-0.0045852i,0.00027892-0.0025846i,-0.00029994+0.00025185i,0.00030155+0.00085986i,0.00046505+0.00018405i,0.00046947-0.0001776i,7.4172e-05-0.00068281i,-0.00060406-0.00085606i,-0.001085-0.0009199i,-0.0013808-0.00063096i,-0.0011318-0.00017495i,-0.00047815+0.00045945i,-9.8055e-05+0.00066051i,-0.00032784+8.38e-05i,0.00016893+7.0716e-05i,0.00056013+0.00046591i,0.00043384+0.00076326i,0.00060422+0.00015381i,0.00041848-0.00082936i
0.00064104-0.0026559i,0.0027399-0.0028924i,0.0032828-0.0036305i,0.0021136-0.0055886i,-0.00079567-0.0050243i,-0.0014837-0.0017517i,0.00015059-7.498e-05i,-8.9475e-05-0.00047888i,-0.00094114-0.001319i,-0.00081427-0.00047041i,-0.001097+0.00026844i,-0.0014789-0.00049422i,-0.0013181-0.00099519i,-0.00030875-0.00021131i,0.00051792+0.00096657i,0.00089502+0.00055336i,0.0013639+0.00029667i,0.0014046+0.0010731i,0.0010227+0.0013355i,0.00044762+0.00072436i,2.9503e-07-0.00012711i,-5.6654e-05-0.0004127i,-0.00030993-0.00019735i
0.0016613-3.4159e-05i,0.0016347-0.00087594i,0.0025728-0.003504i,0.0028495-0.0062227i,0.00081851-0.0059568i,-0.0011886-0.002056i,-0.0011546+0.0016447i,-0.00095507+0.002199i,-0.00054949+0.00075552i,0.00011212-5.6182e-05i,-7.7509e-05-0.0004488i,-1.0209e-05-0.00045733i,0.00012816+0.0002021i,-4.5987e-05+0.00069697i,0.00034007+0.00085593i,0.00046949+0.0012251i,0.00036365+0.001593i,-4.2949e-05+0.0007601i,-0.00051326-7.1384e-05i,-0.00039085+0.0001202i,0.00042684+0.00069563i,0.00081658+0.0010194i,0.00021723+0.00071164i
5.1849e-05-0.00069289i,0.00048799-0.0016044i,0.00099171-0.0043302i,0.00049249-0.0074652i,-0.00055881-0.0071236i,-0.00091235-0.0026303i,-0.00077626+0.00080361i,-4.8804e-05+0.0011745i,0.0006517-0.00017066i,0.00060899-0.00094858i,-0.00025138-0.00074814i,-0.00054278-0.00047004i,0.00026059+4.302e-05i,0.00040983+0.00022993i,0.00058584-2.6465e-05i,0.00082887+0.00028304i,-0.00025085+0.00059744i,-0.0012616+0.00090543i,-0.0006977+0.0010847i,4.6329e-06+0.00065062i,0.00069309+0.00010551i,0.0010973-0.00022333i,0.00033126-0.00072449i
-0.0017919+0.00029752i,-0.001091-0.00081739i,-0.00046507-0.0033992i,0.00039072-0.0058313i,0.00078109-0.0054055i,-0.00038616-0.0031185i,-0.00097191-0.0015796i,-0.00055493-0.00058087i,-0.0002749+0.00030757i,-0.00011157+0.00046411i,-0.00023306-0.00051048i,-0.00026023-0.000912i,-0.00016802-0.00025354i,-0.00045867+0.00019144i,-0.00036333+0.0005672i,-4.6068e-05+0.0012317i,0.00033808+0.0010311i,0.00043939+0.00031004i,6.3e-05-0.0001856i,-0.00030958+0.00010338i,-0.00050504+0.00021082i,-0.00010073-0.00038375i,0.00014198-0.00077795i
0.001865-0.0016577i,0.0025483-0.0025508i,0.0025262-0.0062721i,0.001856-0.009212i,0.00087642-0.0076014i,-0.00027952-0.0027027i,2.3265e-06+0.00055652i,0.00058237+0.00036248i,0.00049181-0.00039519i,1.23e-05-0.00058193i,-0.00039162-0.00087188i,-0.00048377-0.00025826i,-0.00017363+0.00076752i,8.4301e-05+0.0006909i,-0.0002784+0.00015494i,-0.00014079+0.00039163i,0.00013458+0.00068022i,0.00031898+9.3831e-05i,0.00068748-0.00031586i,0.00080386+0.00076348i,0.00052977+0.0014077i,-0.00016082+0.0011035i,-0.00025737+0.00088754i
0.0010354-0.00040714i,0.0015463-0.0015139i,0.0033158-0.0047047i,0.0026946-0.007758i,-2.616e-05-0.0063793i,-0.0012063-0.0026224i,-0.00071085-0.00065875i,-0.00045065-0.00058438i,-0.00026366-0.00020356i,-0.00030474+8.134e-05i,-0.00046866-0.00056982i,-0.00022028-0.00045311i,-9.9115e-05+0.00047719i,0.00013681+0.00034887i,0.00026592+0.00028797i,-1.6363e-05+0.001034i,-0.00020752+0.0010691i,-0.00026108+0.00046201i,0.00011586+0.00019203i,-0.00012039+0.00073937i,-1.0406e-05+0.00056686i,0.00069178-0.00025956i,0.00063879-0.0003831i
0.00035211-6.971e-05i,0.0021436-0.00075672i,0.0048236-0.0027209i,0.0057684-0.0058887i,0.0033847-0.0059568i,0.0012856-0.0024561i,0.00085396-0.0005503i,-0.00011071-0.00091771i,-0.00079405-0.00072915i,-0.00044382-0.00014677i,-9.9864e-05-0.00060505i,-0.00022105-0.00086882i,0.00023412-0.00018888i,0.00049052+5.7959e-05i,0.00044703+4.8465e-06i,1.8749e-05+0.00080999i,-0.00012607+0.00097246i,0.0006801+0.00058236i,0.00033408+0.0005866i,-0.00026818+0.00064969i,0.00026678+0.00087622i,-0.00013434+0.00036605i,-0.00091058-0.00026203i
-0.00088961-0.00089114i,0.0011028-0.0013078i,0.0011562-0.0028055i,0.00050748-0.0051925i,2.5635e-06-0.0046177i,0.00047571-0.0019737i,0.00043583-0.00056177i,-0.00058896-0.00025455i,-0.00075822+0.00042058i,-0.00068825+0.00077591i,-0.00069795+0.00062339i,-0.00024591-0.0001238i,0.00019555-0.00059656i,-0.00030218-0.00031943i,4.9861e-05+0.00029043i,0.00040558+0.00048526i,5.9365e-05+0.00061376i,0.00042201+0.00035323i,0.0008174-0.00057297i,0.00091597+7.2318e-05i,-6.5351e-05+0.00012273i,-0.0006126-0.00048123i,-4.9081e-05-0.00027795i
-0.0014037+0.00080099i,0.00061331-0.0012691i,0.002305-0.0025971i,0.0029561-0.0042089i,0.0014685-0.0048176i,0.0002978-0.0024429i,7.9721e-06+8.688e-05i,-0.00014074+0.00015654i,1.1725e-05-0.00078043i,0.00019213-0.00068234i,-8.2153e-05+0.00013576i,-0.00031873+0.00023512i,-0.00050453-0.00031664i,-0.00057359-0.00017662i,-0.00086557+0.00056272i,-0.00088589+0.00055311i,-6.2861e-05+0.00044317i,0.00068276+0.0004955i,0.00056666+0.00011179i,3.1047e-05+0.00025965i,0.00032789-0.00011677i,-0.0001639-0.00077754i,-0.00089882-0.00061333i
-0.0010994+0.0010918i,-0.00080971+0.00089727i,0.00049525-0.0020256i,0.001317-0.0056085i,0.00075465-0.0059117i,0.00067921-0.0029831i,0.00099063-0.0003346i,0.00035346+0.00041799i,-6.717e-05+0.00017283i,0.00032047+0.00029312i,-0.00075517+0.00016785i,-0.0010283-9.3862e-05i,0.00020388-0.0001091i,8.573e-05+1.9052e-05i,-0.00012025+0.00021005i,-5.3701e-05+0.00099509i,-0.00046294+0.001522i,-0.00035234+0.0013501i,-0.00031452+0.0010436i,-0.00024594+0.00080386i,-8.3871e-06+0.0003355i,0.00013576-0.00025808i,0.00042254-0.00073447i
0.00024337-0.0012343i,-2.6481e-05-0.0034128i,0.00071221-0.0061324i,0.00087888-0.0073214i,-0.00064581-0.0059091i,-0.0011033-0.002296i,-0.0009762-8.3194e-05i,-0.00020951+0.0001756i,0.00064394+0.00020345i,0.00037203-0.00025422i,3.7317e-05-0.00039977i,-0.0004369+1.5891e-05i,-0.0010431-7.836e-05i,-0.00072049-0.00037635i,-0.00029495+0.00042856i,-5.1225e-05+0.0013946i,0.0002669+0.001811i,0.00033294+0.00090528i,0.00095724-9.3672e-05i,0.0014479-6.1778e-06i,0.00064194+0.00048901i,-9.8374e-05+0.00051018i,-0.00043016+6.8862e-05i
0.0011793-0.0016383i,0.00084241-0.0036722i,0.0029073-0.0057098i,0.0038413-0.0061467i,0.0021679-0.0047423i,0.00041696-0.0016358i,3.9826e-05-0.00018675i,0.00094577+0.00035079i,0.000691+0.00048833i,-0.0003887+0.00019835i,-0.00029849+0.00011843i,-2.5133e-05+0.00020281i,-0.00027451+0.00018505i,-0.0004461+0.00052338i,-6.3435e-05+0.0012768i,-0.00016357+0.0014602i,-0.00033294+0.0013907i,0.00070599+0.0007317i,0.0011553+0.00039465i,0.00073305+0.00035249i,0.00081286+3.6996e-05i,0.0010242+0.00062189i,0.00054792+4.8448e-05i
0.0012686-0.00022515i,0.0024436-0.001311i,0.003198-0.0039066i,0.002019-0.0060257i,-0.00010501-0.0054093i,-0.00071095-0.0022272i,-0.00061186+9.8717e-05i,-0.00077585+0.00019783i,-0.00036065+6.5311e-05i,-3.8349e-05-4.8009e-05i,-0.00021733-0.00015606i,-0.0004361+0.00047802i,-0.0011541+0.0010463i,-0.0020284+0.001006i,-0.0015925+0.00082687i,-0.00084061+0.0011882i,-0.00031929+0.00098449i,5.6305e-05+0.00041549i,0.0001085+0.00047994i,-5.6157e-05+0.00059878i,-0.00035884+0.00054686i,-5.568e-05+0.00028594i,0.0007723+1.2995e-05i
-0.00044391+0.0016964i,-0.00023621+0.0013563i,0.0015384-0.0021256i,0.0032435-0.0064264i,0.0026282-0.0065774i,0.00126-0.0030157i,0.0014474-0.00065829i,0.00057916-0.0004105i,-0.00037966-0.00040263i,-0.00051093-0.00050815i,-0.0012943-0.00061886i,-0.0019154-0.00029719i,-0.0011209-0.00027056i,-0.00011825-0.0001407i,-0.00019176+4.8662e-05i,-0.00037576+0.00038539i,-5.1269e-05+0.00052033i,0.00023418+0.00080196i,7.8558e-05+0.0013404i,5.3203e-05+0.00094014i,0.00016035+0.00046935i,4.1422e-05-9.3858e-07i,0.00031647-0.0003321i
-0.00085692+0.0011938i,-0.00087057-0.0012951i,0.00069207-0.0039806i,0.0016099-0.006131i,-0.00025489-0.0063653i,-0.0016631-0.0034419i,-0.00089164-0.00081783i,0.00020776-0.00028833i,5.7947e-05+4.906e-05i,-0.00045158-0.00015858i,-0.00061361-0.00057117i,-0.00035027-0.0003838i,-0.00013795-0.00022876i,-2.7064e-05+0.00014893i,-2.8463e-05+0.00073171i,-0.00010802+0.0013076i,2.9096e-05+0.0015823i,-0.00026576+0.0010647i,0.00024358+0.00049166i,0.0002868-0.00016738i,5.0858e-05+5.9528e-05i,2.2064e-05+0.00030153i,-0.00051318-0.00015049i
-8.8079e-05+0.0013915i,0.0010384-0.00088143i,0.0036477-0.0039169i,0.0055415-0.0065796i,0.0043182-0.0068197i,0.00073759-0.0042429i,-0.0010265-0.0010867i,-0.00053396+0.00073011i,-8.0097e-05+0.00086144i,0.00052297+0.00078134i,0.00016834+0.00016005i,-0.00063381-0.00068041i,-0.0010119-0.00035022i,-0.0011061-0.00046574i,-0.0007784+0.00025162i,-0.001175+0.0013045i,-0.00031435+0.00085528i,0.00063406+0.00069085i,0.00035688+0.00033698i,-4.7437e-05+0.00079743i,-0.00011065+0.00099637i,-9.5569e-06-4.6059e-05i,-0.00027582-0.0001068i
8.4375e-05+0.00064523i,0.0018588-0.0009145i,0.0037496-0.0043664i,0.0035903-0.0078565i,0.0015261-0.0073629i,-0.00096362-0.0037738i,-0.001195-0.00085413i,-0.0008651+0.00019481i,-0.00071534+0.00046323i,0.000234+0.0001816i,-0.00028276-0.00061492i,-0.001228-0.0003564i,-0.0012416+0.00015079i,-0.00044771+0.00025199i,0.00040832+0.00066492i,0.00053526+0.00088176i,0.0014404+0.00050626i,0.0016781+0.00057239i,0.00084091+0.00075593i,0.00037385+0.00018076i,-7.2843e-05-0.00018841i,-0.00048651-0.00028932i,-0.00013719-6.7642e-05i
0.00018638+0.00026214i,0.0017849+9.1813e-05i,0.0037589-0.0019976i,0.0033367-0.0058947i,0.00080354-0.0061704i,-0.0010169-0.0028418i,-0.00083557-2.9351e-05i,-0.00043504+0.0003218i,-0.00022411-0.00029941i,0.00018528-0.0012642i,0.00067191-0.0014231i,0.00035182-0.00087966i,-0.00042096-0.00046521i,2.7839e-05-0.00024598i,0.00015973+0.00024776i,-0.00054093+0.0009552i,-0.00010689+0.0012536i,0.00065215+0.00083757i,0.0012867+0.0002494i,0.0016998-4.5873e-05i,0.00049706-0.00029279i,-0.00063444-0.00061049i,-0.00081779-0.0004169i
0.0012172-0.00046913i,0.0021032-0.002646i,0.0024474-0.0053984i,0.0019336-0.00849i,-0.00045553-0.0073922i,-0.0018017-0.0028383i,-0.00017683-0.00016684i,0.00064465-0.00013831i,0.00041503+0.00033865i,-0.00035444+0.00045548i,-0.0014286-0.00030848i,-0.0014034-0.00072312i,-0.0011116-4.669e-05i,-0.0013607+0.00052558i,-0.00064172+0.00031297i,0.00062819+0.00034867i,0.00077437+0.00071752i,1.4185e-05+0.0011617i,-0.00066224+0.0020209i,-0.00079189+0.0014876i,-8.8369e-05+0.00065189i,-4.0135e-05+6.7082e-05i,-0.00088463+0.00013322i
-0.00037252+0.00032375i,0.00081441-0.0010494i,0.0018736-0.0030718i,0.0032043-0.0050615i,0.0020292-0.0047748i,-0.00048685-0.0020731i,-0.0010666+0.00037611i,-0.00056053+0.00039216i,2.9362e-05-0.00022202i,0.00068629-0.00060765i,0.00059465-3.9431e-05i,-0.00017981+0.00071144i,-0.00065485+0.00017379i,-0.00032646-0.00017354i,0.00031591-3.3428e-05i,0.00036649+9.4785e-06i,0.00029159+0.00070183i,0.00047395+0.0004537i,0.0002196+2.1024e-05i,3.0235e-05+0.00022597i,2.9998e-05+0.00013818i,-0.0007552+0.00018729i,0.00017894+0.00013751i
0.001784+0.00070846i,0.0032015-0.00038067i,0.0045984-0.0050676i,0.0030825-0.0078056i,0.00027981-0.0057881i,-0.00034185-0.00051062i,0.00022459+0.0016086i,0.00026989+0.00022604i,-3.9361e-05-0.00013666i,-0.00050894-0.00040118i,-0.00048025-0.00048592i,0.00017399-0.00019044i,0.00091746+0.00037854i,0.0013456+0.0010809i,0.00051054+0.0018355i,-0.0005409+0.0020245i,-0.0005927+0.00061664i,5.5702e-05-0.0001363i,-0.00019244+0.00098011i,-0.00013996+0.000844i,0.00052075+7.1467e-05i,0.0004286-8.4927e-05i,-0.0003989-0.00051876i
-0.00042107+0.00078423i,0.00043692+0.00021032i,0.0015789-0.0028942i,0.0011582-0.0064003i,-0.00036355-0.0060863i,-0.0014817-0.002985i,-0.00083776-0.00053358i,-6.8246e-05+0.00029997i,0.0002579+0.00029816i,-0.00028323+0.00022423i,-0.001175-7.1271e-05i,-0.00085432-0.00030837i,-0.00078397+7.5218e-05i,-0.00045351+0.0002495i,0.00027564+0.00027696i,0.00012798+0.00056184i,5.161e-05+0.00086715i,0.00014786+0.00086275i,0.00016187+0.00071962i,0.00056063+0.0007955i,0.00079302+0.00032012i,0.00070115-0.00013397i,0.00028891-0.00030807i
0.00063769+0.00026276i,0.0026081+0.00029109i,0.0041028-0.0032168i,0.0046037-0.0074301i,0.0021128-0.0064935i,8.8721e-05-0.0025588i,0.00053158-0.00029379i,1.1157e-05-0.0005124i,-0.00082788-0.00033325i,-0.00089443-0.00020023i,-0.00011632-0.00047697i,0.0001901-0.00057854i,-0.00043008-0.00072467i,-0.00022686-0.00016357i,0.00039212+0.00030847i,0.0010323+0.00010215i,0.0001971+0.00053071i,-0.00050031+0.0013861i,0.00035427+0.0011212i,0.00073811+0.00093888i,0.00053524+0.00063035i,0.00033801-0.00014661i,-0.00015863-0.00071328i
0.00023961-0.00041026i,0.0017552-0.0031635i,0.0022841-0.0044977i,0.0018957-0.0056975i,0.0014496-0.0057649i,0.00082801-0.0030993i,-5.0195e-05-0.0013572i,-0.00010221-0.00026743i,0.00088642+0.00025156i,0.00074559+1.189e-05i,-0.00016888-0.00068905i,-0.00047054-0.00044085i,-0.00056354-0.00011104i,-0.00068956-4.4609e-05i,-0.0005156+0.00019352i,-4.2512e-05+0.00037465i,0.00070916+0.0016571i,0.00040123+0.0014883i,0.00058508+0.00012641i,0.00081316+0.00018817i,0.00016119+0.00013042i,0.00016667-8.0517e-05i,-2.7573e-05-0.0003855i
0.0012597+0.00033874i,0.0033868-0.0017317i,0.0043041-0.0046719i,0.0041363-0.0065996i,0.0024759-0.0062459i,0.0006267-0.0031543i,0.000571-0.00079775i,0.00068212-0.00036781i,-0.00013855+0.00039507i,-0.00020725+0.00028305i,7.3664e-05+0.00018021i,-0.00081283+0.00078058i,-0.00081013+0.00063091i,-0.00027759+0.00027461i,1.3682e-05+0.00026815i,0.00047502+0.00098658i,0.0006618+0.0013024i,0.00093751+0.00070106i,0.00066075+0.00055218i,-0.00035449+1.6224e-05i,-0.0007471-0.00062017i,0.00022733-0.0011064i,0.0005818-0.0010511i
0.0010842+0.00094668i,0.0028716+0.0012196i,0.0048429-0.0016814i,0.0045052-0.005i,0.0025689-0.0040923i,0.00066937-0.0011835i,-0.00010484+5.6991e-05i,-0.00034048-0.00019049i,-0.00049369-0.00035972i,-0.00026332-0.00046381i,-0.0011331-0.00068917i,-0.0020098-0.00046578i,-0.0018525-3.352e-05i,-0.0012458-4.2483e-05i,-0.0004928+0.00030574i,-0.00014738+0.00081996i,0.00024938+0.0010316i,0.00044274+0.00092615i,0.00060036+0.00033668i,0.00074028-1.8818e-05i,0.00011068+0.00023455i,-0.00026362+0.00068365i,-0.00045953+0.00074962i
-0.0013926+0.0014699i,-0.00055088-0.00039275i,0.0019094-0.0030871i,0.0024329-0.0060391i,-0.00024888-0.0064549i,-0.0019059-0.0035447i,-0.0014383-0.00014316i,-0.0011808+0.0010261i,-0.00090506+0.0012108i,-0.001019+0.00076851i,-0.0012467-3.9636e-05i,-0.0012337-0.00010437i,-0.00098058-0.00059339i,-0.0001744-0.00045864i,0.00020739+3.5663e-05i,0.00057193-0.00013521i,0.0011133+6.3132e-06i,0.001089+0.00069876i,0.00081434+0.00082686i,0.000707+0.001069i,0.00031452+0.00087738i,0.0001906+0.00017103i,0.00013271-0.00019935i
-0.0030201-0.0019252i,-0.0014814-0.00281i,-0.00043559-0.0033571i,-0.00049383-0.0047793i,-0.00052698-0.0045036i,0.00067066-0.0014925i,0.00080618+0.00017271i,-0.00048148-0.00039937i,-0.0017624-0.00040795i,-0.0006404+0.00026574i,0.00037675+0.00048003i,7.1275e-05+0.00028579i,0.00017564+0.00013811i,0.00016171-0.00039191i,0.00032567+2.8713e-05i,0.00025777+0.0011683i,-0.0001641+0.00049901i,0.00010667+7.8143e-05i,0.00076277+0.0003615i,0.0013813+0.00057609i,0.00098749+0.00063326i,0.00020576+0.00034314i,0.00038603+0.00052593i
0.0022046+0.00011238i,0.0028366-0.00082819i,0.0041823-0.0045738i,0.0036705-0.0065952i,0.0010002-0.0047232i,-0.00083469-0.001388i,-0.00066819+0.00062777i,2.3014e-05+0.00071635i,0.00010464+0.00031674i,0.00022454-4.0686e-06i,-3.9993e-05-0.00027675i,-0.00048129-0.00046213i,-0.00076196-2.898e-05i,-0.0010035+9.705e-05i,-0.00074295+0.00035516i,-0.00058784+0.00079398i,-0.00037728+0.00098829i,-9.461e-05+0.0012346i,0.00034735+0.0011257i,0.00020697+0.0010353i,0.00021494+0.0012543i,0.00053859+0.00084252i,0.00039438-6.164e-06i
0.0003368+0.00084327i,0.0025449+0.00061645i,0.0037181-0.00311i,0.0027321-0.0074714i,0.00098274-0.0065462i,0.00030889-0.0019883i,0.00015032-0.00029542i,-0.00039766-0.0011124i,-0.00017625-0.00067983i,0.00042391+0.00023174i,0.00043488+0.00047701i,4.2462e-05+0.00050974i,-0.00035716+0.00017656i,-0.00040373+0.00012809i,-0.00045399+0.00042438i,-0.00023339+0.00050128i,-0.00015106+0.00045958i,0.00043896+0.0011256i,0.0010556+0.00089403i,0.00058925-0.00025292i,0.00019555-1.6043e-05i,0.00021224+0.00040445i,-2.9274e-05-3.6821e-05i
-0.0014016+0.00068398i,-0.0010957-0.00079652i,0.00093391-0.0035718i,0.0020621-0.0066712i,-0.00019151-0.0065053i,-0.0018442-0.0036925i,-0.0009397-0.0010108i,-0.0011365-0.00018219i,-0.001425-0.00047474i,-0.00065799-0.00067716i,-0.00017507-0.00087643i,-0.00013756-0.00033155i,-0.00074291+0.0010065i,-0.0012587+0.00060939i,-0.0010732+0.00013063i,-0.00065612+0.0012627i,-0.0013089+0.0014672i,-0.0019871+0.0016459i,-0.00087736+0.0012349i,4.9444e-05+0.00046679i,1.3339e-05+0.0004324i,4.5747e-05+0.00012856i,-0.00018655+7.3346e-05i
-0.00076334-0.00069788i,0.00041982-0.0015208i,0.0039061-0.0033681i,0.0045788-0.0056755i,0.0023395-0.0058947i,0.00073922-0.0037056i,0.00034978-0.0013447i,0.0004175+0.00048026i,0.00058332+0.00064276i,0.00049748-0.00067645i,-0.00015433-0.0012345i,-0.00020558-0.00081587i,-0.00015924+0.00036694i,-0.00015345+0.0011058i,-0.00014007+0.00088814i,-0.0001242+0.00080242i,-0.00019075+0.00079088i,0.00025075+0.00039285i,0.00079622+0.0001604i,0.00031795+2.88e-05i,-0.00015127+0.00011543i,-9.6992e-05-0.00055232i,8.351e-05-0.00050402i
0.00059044-0.0021891i,0.0020052-0.0033408i,0.0020884-0.0051706i,0.00207-0.0058759i,0.00096903-0.0044759i,0.00038151-0.0025443i,2.5044e-05-0.0012898i,-0.00054026-0.00050473i,-0.0010057-0.00043183i,-0.0013016-0.00016734i,-0.00083745+2.203e-06i,2.5788e-05-6.6679e-05i,0.00032245+0.00021777i,-0.00030334+0.00056409i,-0.00083254+0.00092595i,0.00010169+0.00095732i,0.00088628+0.0011877i,0.00061144+0.001088i,0.0004159+0.00090617i,0.00049059+0.0010486i,0.00020785+0.0010892i,-0.00011825+0.00063658i,0.00021259-0.00013615i
0.0020455+0.00017063i,0.0037365-0.00010715i,0.0052112-0.0033061i,0.004796-0.0057601i,0.0032131-0.0046908i,0.0015177-0.0020742i,0.00081375-0.00019725i,0.00085708-0.00018776i,0.00010761-0.00017364i,0.00016809-4.8776e-05i,-4.3958e-06-0.00027962i,-0.00050267-0.00010737i,-0.00019533-0.00040093i,-0.00038896-0.0013333i,-0.00077331-0.00055879i,-0.00024607+0.00030833i,0.00093412+0.00036326i,0.0010214+0.00035586i,0.00030342+0.00085264i,-0.00011898+0.00093385i,0.00029387+0.00028844i,0.0004975+0.00049516i,0.00038338+0.00011864i
-0.0030299+0.001748i,-0.0017468+0.0011429i,-0.00031716-0.0010383i,-0.00013458-0.0047232i,-0.00023772-0.0057228i,-0.00070028-0.0030889i,-0.00078006-0.00088039i,-0.00037863-0.00015983i,-0.00030269+0.00022682i,0.00034055+3.2992e-06i,0.00017584-0.00038895i,-0.00064071-0.00040896i,-0.0011167-0.0005043i,-8.7993e-05-0.00034757i,0.0002949+0.00026077i,0.00021393+0.0009218i,0.00026852+0.0013328i,0.00013687+0.0011913i,-0.00014788+0.0005658i,-0.00041517+0.00021306i,-0.00051904+0.00054272i,-0.00070196+0.00065048i,-0.00084478+0.00018295i
-0.00019153-0.00044294i,0.0002036-0.0014698i,0.0027129-0.0025449i,0.0025869-0.0049403i,0.00040639-0.0058264i,-0.00047482-0.0036551i,-0.0001977-0.0017577i,0.00037603-0.00039427i,0.00099199+0.0010129i,0.00047458+0.0010346i,-0.00044603+0.00021971i,-0.00052979+0.0005462i,-0.00018479+0.0011996i,-0.00024991+0.0013263i,-0.00016822+0.0014651i,-8.5953e-05+0.001075i,-0.00058707+0.00058559i,-0.00054684+0.00074021i,0.00024124+0.0008217i,0.00056032+0.001018i,0.00022595+0.00057855i,0.00022195-0.00020024i,0.00030403-0.00015447i
0.0019309-0.0027851i,0.0040274-0.0025014i,0.0039706-0.0047204i,0.0023313-0.0076145i,-0.00017581-0.0070761i,-0.00023182-0.0028783i,0.0011451-0.00054057i,0.0011121-0.0011197i,0.0010161-0.0013373i,0.00035432-0.0005832i,-0.000586-0.00020335i,-0.00066866-0.00010029i,8.9725e-06+1.5007e-06i,0.0004217+0.00041744i,0.00070809+0.00020464i,0.00026504+0.00022483i,-0.00048466+0.00050736i,-0.00040629+0.00067842i,0.00030758+0.00043751i,0.00078394+4.6658e-06i,0.00084445+3.5759e-05i,0.0010721+0.00076573i,0.0007841+0.00056823i
0.0015286-0.00094244i,0.0021875-0.00032515i,0.0019181-0.0035474i,0.0010456-0.0067885i,-0.00088672-0.0049001i,-0.001154-0.0014957i,7.4458e-05+3.3519e-05i,0.00054786+5.9331e-05i,6.1772e-05-0.0011285i,-0.00068138-0.001647i,-0.0010023-0.00096041i,-0.00094798-0.00056318i,-0.00055492-0.00027847i,8.5034e-05-5.6254e-05i,0.00045139+1.1815e-05i,0.00051848+9.4258e-05i,7.8049e-05-0.000412i,2.7085e-06-8.7345e-05i,-0.00011182+0.00062327i,0.00020729+0.00012692i,0.00025931+0.00036307i,0.00018906+0.00036782i,0.00054946-6.7272e-05i
4.0011e-05-0.00047199i,0.0010019-0.00091721i,0.0023826-0.0027748i,0.0026214-0.005431i,0.00052101-0.0061333i,-0.00089839-0.0031332i,-0.00054132-0.00029113i,-0.00018877-9.8461e-05i,-0.00020517-0.00029923i,-0.00014429-0.00089252i,0.00010632-0.0010358i,-5.0474e-05+6.8962e-06i,-0.00059941+0.00040137i,-0.00040314-3.0896e-05i,-0.00039168-0.0005022i,8.1573e-05-0.00063859i,0.00062424+6.2311e-05i,0.00041834+0.00060374i,0.00053465+0.00084165i,0.00057271+0.00070589i,0.00076437-7.7012e-05i,0.00065992-0.00042581i,-0.00014659+0.00033236i
0.00079703-0.0010123i,0.0023755-0.0023892i,0.0040137-0.0045412i,0.0041798-0.0059323i,0.0028483-0.004907i,0.001011-0.0022761i,-0.00018967-0.00048316i,-0.00047491+0.00022041i,-0.00046907+0.00026344i,-0.00033494-0.0002863i,-0.00070622-4.262e-05i,-0.00094415+0.00010649i,-0.0005053+0.00052845i,0.00048275+0.00072506i,0.0004188+0.00022956i,-6.4392e-06+0.0002713i,-1.5935e-06-0.0005222i,0.00014555-0.0011345i,0.00016052+9.3199e-05i,0.00047471+0.00034577i,0.00058923-0.0006107i,0.00030717-0.00089849i,0.00034079-1.53e-05i
0.00052372-0.00038633i,0.0024373-0.0012255i,0.0046783-0.0034299i,0.0040248-0.0066286i,0.001356-0.0067299i,-0.00084938-0.0039807i,-0.00037745-0.001346i,0.00077668-0.00059502i,0.0011664-0.0012377i,0.0010907-0.0012524i,0.00027578-0.00046884i,0.00028648+8.25e-06i,0.00063829+0.00026399i,0.00063101+0.00064617i,0.0008843+0.00068717i,0.00060686+0.00095638i,-0.00026099+0.0010985i,-0.00010405+0.0010033i,0.00057752+0.00072527i,0.00021938+3.4629e-05i,0.00014797-0.00071919i,0.0001485-0.00046773i,-0.00034787+0.00044738i
0.0007323-0.00020668i,0.0012592-0.00035995i,0.0018093-0.0028038i,0.00066542-0.0053913i,-0.0015187-0.0050439i,-0.0023509-0.0016634i,-0.0013624+0.00060448i,-0.00012416+0.00049993i,6.3783e-05+0.00032797i,0.00024468+0.00016291i,-0.0001738-0.00026208i,-0.00056916-0.00024778i,-0.00033018+0.00030826i,0.00039031+0.00081948i,0.00089602+0.00066146i,0.00016374+0.00083805i,-0.00016658+0.00068967i,0.00073438-0.00010917i,0.00074314-0.00019022i,0.00024278+9.7712e-05i,0.00021037+0.00059693i,2.5931e-05+0.00030017i,-0.00023303-0.00029472i
0.00015661-0.00082954i,0.0015296-0.0020684i,0.0034257-0.0051488i,0.0041344-0.0080165i,0.0016872-0.0072715i,0.00031418-0.0034966i,0.0011126-0.00030873i,0.00087097+0.00020663i,-1.9888e-05-1.2146e-05i,-0.00050531-0.0003671i,-0.00026015-0.00029144i,-0.00040535-0.00037571i,-0.00070187-0.0010129i,-0.00046325-0.00012798i,-4.0754e-05+0.00068258i,0.00012341+0.00058151i,-4.3892e-05+0.0012384i,0.00035921+0.0017206i,0.00034316+0.0011624i,-0.00020586+0.00051973i,-0.0002208+0.00047168i,-0.00042284+4.7338e-05i,-0.00030432-0.00044051i
