0.00029116+0.00014099i,-0.00011679-0.00076526i,0.00054933-0.0024682i,-0.00017667-0.0025054i,-0.0011571-0.0011436i,-0.00097237+0.00037032i,8.9319e-05+0.0018948i,0.00045889+0.0023682i,0.00060135+0.0012352i,0.00085443-0.00040767i,0.0010164-0.00095562i,7.3841e-05-0.00071084i,-0.00068402-8.7909e-05i,0.00016916+0.00021672i,-0.00031295+0.00051473i,-0.001171+0.00063937i,-0.0012142+0.00016781i,-0.00091714-0.00067212i,-9.7125e-05-0.00059205i,-0.00016594+0.00092253i,-0.0012603+0.0012811i,-0.0018163+3.6834e-05i,-0.0011726-0.00043142i
-0.0008054+0.0017043i,-0.00019145+0.0012962i,0.0010822+0.0017083i,0.0017836+0.001807i,0.0020462+0.00064168i,0.0020654-0.00041396i,0.0010436-0.00086376i,-0.00017073-0.00064482i,-0.00013799+0.00028026i,0.00071879+0.0010107i,0.00062442+0.00087903i,-2.5491e-05+0.0001305i,-0.00067117-0.00090301i,-0.00040645-0.0013271i,3.6933e-06-0.00080402i,5.3506e-05-0.00043103i,0.00015835+0.00016196i,0.00026204+0.0008711i,0.00010447+0.00064563i,7.9116e-05-0.00021884i,0.00052303-0.00024755i,0.0013168-0.00018151i,0.0013544-0.00018921i
0.0017416+0.002619i,0.0011275+0.0015636i,0.00064575+0.00042217i,0.0011257-0.00049491i,0.0010807-0.00097678i,0.0002757-0.0011518i,-0.00046191-0.00067498i,-0.0008266-0.00016634i,-0.00069719-0.00033144i,-0.00072947+6.8303e-05i,-0.00090075+0.00082217i,-0.00076257+0.00068935i,-0.00044483+0.00040415i,-0.00036011+0.0002422i,-0.00035555-0.00013438i,-7.3871e-06-6.7544e-05i,-0.00030989-0.0001118i,-0.00061782-0.00070727i,-0.00071943-0.0005641i,-0.00099853-0.00026726i,-0.00089288-0.00041031i,-0.00025968-0.00056285i,-0.00017375-0.00067441i
-2.7208e-05+3.8198e-05i,3.3833e-05-0.00081681i,-0.0002359-0.00087487i,-0.00033971-0.00030545i,0.0001579+0.00046203i,0.00088614+0.00064801i,0.0011652+7.7954e-05i,0.00074229-0.00086839i,0.00036631-0.001079i,0.00037612-0.00035056i,-5.4006e-05+0.00068848i,-0.00053642+0.001276i,-0.0010068+0.00034717i,-0.00091122-0.00048848i,-0.00047745+0.0002548i,1.2437e-05+0.00083961i,0.00058777+0.00035969i,0.00060792+2.1783e-05i,0.00046649+0.00044359i,-0.00016538+0.00056962i,-0.00060161+4.391e-05i,-0.00037328-0.00040246i,-1.2968e-05-0.00035894i
0.00066555-0.00015121i,0.0012315-0.00040052i,0.0017361-4.1906e-05i,0.0016014+0.0011065i,0.0010824+0.0013896i,0.0013745+0.00050637i,0.0016692-0.001139i,0.00077301-0.00082374i,-0.00023754+0.00087871i,-0.0004579+0.0013634i,-0.00036795+0.00092909i,-0.00049601+0.00060865i,0.00014812+4.0955e-05i,0.00061924-0.00033571i,-4.9831e-06-0.00021378i,-0.00028403-0.00017009i,-3.017e-05+6.5313e-05i,0.00034466-0.00027848i,0.00010315-0.00017723i,-0.00028954+2.8148e-05i,-0.00022849+0.00031886i,-0.00014892+0.00057227i,-0.00048137+0.00019329i
-0.0018465+0.0020018i,-0.00079608+0.001557i,0.0011191+0.0012982i,0.0020715+0.0011936i,0.0022396+0.00057732i,0.0022761-0.0012301i,0.0016101-0.0017823i,0.00094008-0.00091989i,0.00059371+0.00022126i,0.00022355+0.00029648i,0.00024487+0.00015737i,0.0005199+0.00082834i,-9.7655e-05+4.5738e-05i,-0.0011025-0.0010401i,-0.0012424+0.00011271i,-0.00045719+0.00091436i,1.0554e-05+0.00070875i,-0.00067109+0.00050943i,-0.00061686+4.1928e-05i,0.00038572-3.3461e-05i,0.00042165+0.00044575i,0.00040504+0.00029044i,0.00051123-0.00015286i
0.0022058-0.0017241i,0.0017486-0.0018643i,0.0013373-0.0021882i,0.0010281-0.0007863i,0.00027445+7.7396e-05i,0.00072443-0.00014117i,0.0011718-0.00031369i,0.00030192+0.00019145i,0.00044125+0.00024128i,0.00079854-0.00011009i,-0.0001212-0.00014201i,-0.00066066+1.5581e-05i,-0.00027207-0.00021808i,-0.00031127-0.00047886i,-0.00066638-3.7757e-05i,-0.00083215+0.00099958i,-0.00019857+0.00094106i,0.00082502+0.00077968i,0.00015602+0.00029682i,-0.00044155-0.00059115i,-0.00077403-0.00061034i,-0.00077349-0.00010819i,-0.00039288-0.0003248i
-0.00043518-2.8369e-06i,-5.5935e-05+0.00052288i,0.0010727-0.0001748i,0.0012517+1.7668e-05i,0.00064841+0.00062149i,0.00074211-0.00032321i,0.00058719-0.0014064i,0.0005863-0.00061602i,0.0007945+0.00021722i,6.9061e-05+0.00041585i,-0.0010201+0.00090189i,-0.00071063+0.00089242i,0.00025747+0.0003888i,0.00024393+0.00028363i,-0.00013962+0.00075371i,-0.00032456+0.0013169i,-0.00027141+0.00090867i,-0.00042964+2.0541e-05i,-0.0002685-0.00065253i,-0.00013307-0.00075167i,-0.00069582-0.00022764i,-0.0011555+0.00033834i,-0.00098911+0.00026368i
0.0017371-0.0011324i,0.0031812-0.0025948i,0.0032068-0.003664i,0.0016387-0.0032978i,0.00052676-0.0014875i,0.00069185-0.0012296i,0.00079341-0.0020487i,0.00034309-0.0013683i,-4.479e-06-1.3735e-05i,-0.00065613+0.00045687i,-0.001084-0.00020425i,-0.0010261-0.00037431i,-0.00021497-0.00017002i,-4.0419e-06+0.00023688i,-0.00038515+0.00071255i,0.00017519+0.0010269i,1.1186e-05+0.001436i,-0.00094307+0.001275i,-0.00075792+0.00026673i,-0.00025326-6.8021e-06i,-4.6272e-05+2.362e-06i,-0.00047944+0.00018662i,-0.00050697+0.00034827i
-0.0011063-7.6045e-05i,-0.00056707+0.00071652i,0.00058022+0.0014799i,0.00081388+0.0011088i,0.00012689+0.00033962i,-0.00056894+2.6241e-05i,-0.00065933+0.00030975i,0.00038008+9.0296e-07i,0.0010215-0.00010692i,0.00025254+0.00049703i,0.00016764+0.00048011i,0.00088-0.00034673i,0.00064386-0.0006035i,4.5503e-05-0.00052369i,-0.00015108-0.00083892i,0.00020074-0.00017841i,0.00022426+0.00054968i,-4.4523e-05+5.1716e-05i,-0.00010394+6.0115e-05i,-0.00023757-6.6676e-05i,-8.7853e-06-0.00017778i,0.00022437+0.00062458i,0.00026771+0.00064709i
0.00070778-6.9752e-05i,0.0014878+0.00053555i,0.0014823+0.001387i,0.0018851+0.00093614i,0.0018087+0.00054634i,0.0020944+0.00013408i,0.0020986-0.00081225i,0.00080399-0.00035091i,0.0001639+0.00038438i,0.00064-7.8495e-06i,0.00016409-0.00051949i,-0.00020593-0.00070951i,0.00012491-0.00073807i,0.00045952-0.00042476i,9.4481e-05+0.00042935i,-0.00012178+0.00066355i,0.00016723-0.00015806i,8.1342e-06-3.5811e-05i,-0.00011069+0.00015119i,5.2225e-05-0.00041247i,0.00016269-0.00064017i,-1.3824e-05-4.0186e-05i,0.00012256-7.2636e-05i
0.00015616+0.0011831i,0.00047791+0.0010202i,0.00091421-0.0011765i,0.001134-0.0026465i,0.0015777-0.0016774i,0.0011406-0.00077709i,0.00029143-0.0014821i,-0.00045607-0.00096317i,-0.00018211+0.00085203i,-1.0571e-05+0.0010891i,-0.00042349-0.00024272i,3.2554e-05-0.00081153i,0.00088411-6.1375e-05i,0.00046344+0.00017422i,0.00030468+4.9845e-05i,0.00065777+0.00071266i,0.00044682+0.0014384i,-0.00034815+0.00098483i,-0.00096697+7.6732e-05i,-0.00042456+6.4487e-05i,-8.427e-05+8.3139e-05i,-6.2346e-08+0.00019441i,0.00019626-0.00068419i
0.00035451-0.00055691i,-6.9574e-05-0.0011278i,0.00034617-0.0015213i,9.2475e-05-0.00070243i,0.00081976+0.00071536i,0.0016372+0.00075691i,0.0011045-0.00054229i,-1.6671e-05-0.0013379i,-0.00020833-0.00063586i,0.00024248+0.0002626i,8.726e-05+0.00069055i,-3.433e-05+9.1965e-05i,0.00042774-0.0004745i,0.00026116+0.00021947i,-0.00029322+0.00046836i,-0.00021702+0.00039562i,0.00023789+0.00023897i,-6.6196e-05-0.00010903i,-0.00016372+0.0005455i,3.9823e-05+0.00064643i,-0.00066235-0.00016712i,-0.0010181-0.00070898i,-0.00040894-0.0010147i
-0.0010627+0.001845i,0.0014602+0.0028098i,0.0032042+0.0023307i,0.0026741+0.0016545i,0.0025138+0.0013088i,0.0031208+0.00014953i,0.0018062-0.00090532i,0.00016047-0.00041762i,-5.6887e-06+0.0010232i,0.00042233+0.00077681i,0.00022875+3.0478e-05i,1.224e-05+7.2885e-05i,-0.00013964+7.1045e-05i,-0.00051225-0.00069961i,-0.00047278-0.00061895i,-0.00010536+0.00014343i,-0.00028327+0.00021261i,-0.00041014+0.00028686i,-0.00038881-0.00014746i,-0.00019173-0.00038825i,-0.00069401+0.0003229i,-0.00094427+0.00045183i,-0.00013827+5.5628e-05i
-0.0011019+0.00020621i,-8.8995e-05+0.00038449i,0.00010161+0.00052128i,0.00052613+0.0011785i,0.00081767+0.00079245i,0.00022553+5.6528e-05i,-0.00088407+3.5079e-05i,-0.0010645+0.00011642i,0.0003832+0.00034268i,0.00076524+0.00021246i,0.0002269+8.9609e-05i,0.00028202+0.00021241i,-0.00012628+1.1686e-05i,-0.0002196+1.6627e-05i,0.00068003+0.00013148i,0.0009373-0.00062109i,0.00047437-0.00036497i,0.00083399-0.00027196i,0.0015431-0.00077697i,0.00076782-0.00030789i,-0.0005113-0.00030942i,-0.00034037+4.2256e-05i,0.00065734+0.00035864i
-0.0011542-3.6145e-05i,-0.0012913+0.00090568i,-0.001147+0.00098652i,-0.00017527+0.00062078i,0.0010977+7.0032e-05i,0.0017573-0.00079974i,0.0011757-0.00158i,-0.00015452-0.0016984i,-0.00058397-0.0014345i,-0.00026938-0.00097609i,0.00034375+0.00013918i,0.0013176+0.00077117i,0.0012781+0.00053444i,0.00056036+5.4381e-05i,-2.4384e-05-0.00045101i,-0.0010203-0.00067533i,-0.0010553-0.00076596i,-9.165e-05-0.00077717i,-0.00013342-0.00057178i,-0.00053707-0.0001236i,-0.00059434+0.00010651i,0.00028842+3.637e-05i,0.00085525+0.0008032i
-0.0001909+0.00056167i,0.0021677+0.0014039i,0.0029561+0.00080605i,0.001824+0.00031134i,0.0016363+0.00088011i,0.0012858+0.00023625i,0.00060059-0.00062136i,-8.4605e-05-0.0008057i,-0.00071468-8.6281e-05i,-0.0010892+0.00097874i,-0.00091329+0.0010804i,-0.00015428+5.8543e-05i,0.00063161-0.00089421i,0.00039448-0.00060046i,-0.0001402-0.00014184i,9.6028e-05+0.000675i,0.00044587+0.001063i,-0.00012844+0.00043432i,-3.2209e-05+0.00025889i,0.00031742+0.00067435i,0.00014697+0.00076774i,0.0001619+0.00086395i,-8.7885e-05+0.0002393i
-0.0028329+0.00083659i,-0.0030204+0.0012631i,-0.0026603+0.0026796i,-0.00096892+0.0031022i,0.0013351+0.0025264i,0.0022782+0.00050531i,0.00061601-0.0013633i,-0.00077518-0.0013675i,-0.00041816-0.00027914i,0.00058003+0.00056385i,0.0008659+0.00054988i,0.00059442+0.0002142i,0.00053248-0.00024105i,0.0012095-0.00029151i,0.0015012-0.00023697i,0.0011863-0.00041587i,0.00067818-0.00026375i,0.00017795-0.00029856i,0.00012749+0.00013202i,-0.00037274+0.00065778i,-0.00075802+0.0006441i,-0.000357+0.00042542i,0.00024339+0.00070584i
-0.00097495+0.00049651i,0.00058648+0.00019372i,0.0011513-0.00062691i,0.0010704-0.00065139i,0.0015005+0.0006786i,0.0011545+0.00076288i,0.0010671-0.00031893i,0.00024804-0.00037661i,-0.0015537+0.00019001i,-0.0007413+0.00074633i,5.2957e-05+0.0006573i,-3.3617e-05-0.00020106i,0.00077798-0.00033883i,0.0012696-2.4827e-05i,0.0010529+0.00032494i,0.0012989+0.00067441i,0.00083714+0.00041616i,-0.00054068+0.00018384i,-0.0010714+3.1326e-05i,-0.0011412-0.00055229i,-0.00092802-0.0006652i,-0.00032957-3.9432e-05i,-0.0001325+0.0003301i
-7.1512e-05-0.0008363i,-0.0007359-0.00030845i,-0.00057729-5.3664e-05i,0.0003391-0.0002691i,0.00043231-0.00037648i,0.00034739-0.00076138i,0.00060602-0.0011523i,-0.00010486-0.00062572i,-0.00053853-0.00082373i,-0.00040198-0.00099362i,-0.00032732-0.00053912i,-0.00084148-9.3225e-05i,-0.00096254+0.00064688i,-0.00010203+0.00081661i,0.00047738+0.00050193i,0.00050428+0.00010638i,-0.00030374+0.00017036i,-0.00075183+0.00016712i,-5.8426e-06+0.00018295i,0.00052756-0.00036117i,-3.7834e-05-0.00065012i,-0.00036812+0.00017949i,6.6059e-05+0.00072526i
-0.00011702-0.00054485i,0.00028233-0.00034111i,-3.6786e-05+0.00010349i,0.00024727+0.00085087i,0.0012307+0.0012916i,0.0014783+0.00036701i,0.0012728-0.0010134i,0.00055703-0.0003185i,-0.00039742+0.00067585i,-0.00076074+0.00044089i,0.00011225+0.00013857i,0.0006976+0.001039i,-0.00015818+0.0015644i,0.00024283+0.00059841i,0.00058106+0.0003187i,-5.3647e-05+0.00054328i,-0.00045129+0.00042767i,-8.2468e-05+0.0002039i,0.00025266+0.00018701i,-0.00032577-0.00017644i,-0.00064789-0.00086792i,-0.00020958-0.00036716i,-0.00016087-0.00044253i
-0.0011802-0.0012196i,-0.00092709-0.00068649i,-0.00072263-4.9211e-05i,0.00016446+0.0012838i,0.0011748+0.0013525i,0.00073346+0.00015569i,0.00065397-0.0012026i,8.4951e-05-0.0006251i,-0.0012078+0.00047097i,-0.0011701+0.00070653i,-0.00055173+0.00022492i,0.00044145-8.3723e-05i,0.0011305+0.00018753i,0.0009053+9.9995e-05i,0.00094327+0.00050106i,0.00055915+0.0011799i,-4.9952e-05+0.0011107i,-2.6337e-05+0.00059327i,-0.00024765+0.00044353i,-0.00075464-0.00061269i,-0.00064864-0.00076664i,-0.00012752+0.00010454i,-0.00016655+0.00056323i
4.27e-05-0.00052736i,-0.00013849+8.385e-05i,-0.00097479-0.00017622i,-0.0011146-7.7903e-05i,-0.00016048+0.00080238i,0.0007532+0.0003112i,0.00030444-0.0010305i,-9.1095e-06-0.001384i,-0.00043038-0.00063066i,-0.0012912+0.00011473i,-0.0012783+0.00052957i,-0.00029913+0.00047684i,0.00045098-0.0001543i,0.00075757-0.000304i,0.00089037-7.188e-05i,0.0011163+0.00010725i,0.00081391-4.5612e-05i,0.0004406+0.00053907i,0.00036482+0.0010129i,0.0010097-0.00021132i,0.00077962-0.00032509i,-0.00044074-1.4392e-05i,-0.00017349-0.00012454i
-0.00045894+0.0011011i,0.00049401+0.0011739i,0.0013953-0.00016383i,0.0015898-0.00062635i,0.0015885+0.00029529i,0.0013906+0.0005999i,0.0007882-6.6433e-05i,0.00077258-0.00046649i,0.00038564+0.00045283i,-0.00027441+0.00043857i,0.00025241-0.00036551i,0.0008322-0.000681i,0.00061064-0.00053202i,-0.000397+0.00014351i,-0.0015428+0.0002438i,-0.00060773+4.0235e-05i,0.00045586+0.0003097i,0.00039784+0.00016996i,0.00028834-6.0651e-05i,0.0001631-0.00017057i,5.9871e-05-0.00061843i,0.00060966-0.00040294i,0.00099753+5.5954e-05i
-0.00024739-0.00071621i,0.0012396-0.00038154i,0.0021512+0.00039854i,0.0017658+0.00034672i,0.0015998+1.7436e-05i,0.0014164-2.8378e-05i,0.00072461-0.00055465i,0.00057395-0.00048458i,0.00085011-0.00032991i,0.00077735-6.5749e-07i,0.00040348+0.00030947i,0.00010268+0.00072688i,-0.00030804-5.9289e-05i,-0.00027379-0.0010783i,0.00028736-0.00083591i,4.7207e-05+0.00019571i,-9.4962e-05+0.00036667i,-0.00054096-0.00051269i,-0.0013792-0.0007137i,-0.0019991-0.00067364i,-0.0020986-0.00052481i,-0.00087245+0.00065798i,-0.00016722+0.00064369i
0.0006884+0.00079991i,0.0010064+0.00054228i,0.0015756-3.2656e-05i,0.0019648-0.00041816i,0.0025071-0.00067539i,0.0024471-0.00092684i,0.001839-0.00089694i,0.00050555+0.00045618i,-0.00015953+0.0015298i,0.00019684+0.00066332i,0.0003896-0.00043619i,-0.00015823+0.00018053i,-0.0010658+0.00092714i,-0.0011667+0.0012965i,-0.00064311+0.00090896i,-0.00023537+0.00026844i,-0.00046135+0.00024488i,-0.00030643-5.9069e-05i,-0.00036059+0.00029001i,-0.00060766+0.00046764i,2.8979e-05+8.9361e-07i,0.00040154-0.00038568i,0.00037718-0.00083574i
0.00079074+0.00092225i,0.00082447+0.00055242i,0.0012442+0.00017246i,0.0012169-0.00047765i,0.00062542-0.00093193i,-5.0173e-06-0.00086384i,-0.00047662-0.00032383i,1.5756e-05+0.00046061i,0.00070243+0.00053504i,0.00036616+0.00055224i,8.743e-05+0.00045273i,9.0148e-06+0.00035683i,0.00032475+0.00015585i,0.00089326+0.00012529i,-0.00010892+0.00017942i,-0.00102-0.00010934i,-0.00076755-2.9053e-06i,-0.00028018-0.00069978i,0.00073504-0.00094957i,0.00099921-0.00042183i,0.00047367+9.0746e-05i,-0.00027724+0.00049548i,-0.00080741+0.00056434i
-3.7238e-05-0.001355i,-9.8587e-05-0.00030747i,-1.9655e-05+1.3426e-05i,0.00017157+0.00033937i,0.00071443+0.00059496i,0.0017539+0.00024958i,0.0015591-0.00028113i,0.00011759-0.0001243i,8.9578e-07+0.00046276i,0.00050686+0.00094077i,0.0001231+0.0013018i,-9.1498e-05+0.0007426i,0.00012182-0.0007944i,7.7115e-06-0.0017699i,-0.00025378-0.00026616i,-0.00044707+0.00030546i,0.00035156-0.00046679i,0.00090073-0.00011196i,0.00019708+0.00066753i,-0.0006282+0.0006222i,-0.00081454+0.00016468i,-0.00051817+0.00023583i,3.5068e-06+0.00020254i
0.00012665+0.00029868i,0.00047462+0.00020986i,0.0015857+1.8888e-05i,0.0011942-0.00060955i,0.00032551-0.0009264i,4.7474e-05-0.00036624i,-0.0005381-0.00034415i,-0.00088552-5.9325e-05i,-0.00073177+0.00049046i,-0.00010122+0.0011142i,0.00015767+0.00063962i,0.00015115-0.00018895i,0.00050109+4.7163e-05i,0.00034797+8.2003e-05i,0.0001046-0.0003889i,-0.00011929+0.0005024i,-0.00073977+0.0014892i,-0.00082315+0.001381i,-0.0004293+0.0002399i,0.00015654-0.00030159i,0.00058996+0.00086182i,0.00052136+0.0014513i,9.7397e-05+0.00088332i
-0.0016712+0.0012306i,-4.4417e-05+0.00091155i,0.001234+0.00026764i,0.0018452-0.00012392i,0.0025976-0.00036982i,0.0015149-0.00032717i,0.0002705-0.00098593i,7.54e-05-0.0012863i,1.3045e-05-0.00046334i,0.00050004+0.00067052i,0.0010523+0.0010856i,0.00082853+0.00091108i,-0.00035847+0.00067397i,-0.00084254+0.00067577i,-0.00059357+0.00010061i,-0.00018192-0.00086506i,0.00042718-0.0013813i,0.00013131-0.0013121i,2.8954e-05-0.00066373i,0.00026375-6.5252e-05i,-0.00017322-0.00014869i,-0.00064436+0.00016413i,-0.00084504+0.00043785i
-0.00019305+0.00048757i,-0.00014677+0.0012062i,-0.00043485+0.001185i,-0.00034519+0.00087886i,2.4264e-05+0.00075994i,0.0013617+0.00048667i,0.001474-0.00052501i,0.00014819-0.0011078i,-0.00023442-0.00051927i,-8.6363e-05+0.00047995i,-0.00023789+0.00061515i,-0.00026436-0.00017392i,0.00035225-0.00056654i,0.00064801+0.00042255i,0.00078331+0.0010054i,0.00061482+0.00024661i,0.00027603-0.00038434i,0.00013434+6.652e-05i,-0.00010445+0.00043384i,-0.0005229+0.00060639i,-0.00073005+4.1843e-05i,0.00017404-0.00058895i,0.000318-0.00028145i
0.00045384+0.0021722i,0.0018963+0.0024157i,0.0022541+0.0019113i,0.0019774+4.9957e-05i,0.0024895-0.0010238i,0.0023634-0.0014854i,0.00053894-0.00090083i,-0.00034958+0.00011205i,-0.00031992+0.00053086i,-0.00020286+0.00023026i,7.335e-06-0.00024197i,6.2051e-06-0.00063683i,0.00011068-0.00061301i,-0.00027876-0.00049739i,-0.00061637-0.00054988i,-0.00022086-0.00031312i,0.00024751-0.00011549i,0.00018219+2.9551e-05i,-0.00032131+7.4664e-05i,-0.00025491-0.00023163i,0.00013322-0.00068634i,0.00039759-0.0011685i,0.00093813-0.00071015i
0.00068341-0.0036364i,0.00077855-0.0041298i,0.00014804-0.0043798i,-0.00022462-0.0019844i,0.00048945+0.00063747i,0.0012686+0.0012396i,0.00077974+0.00047598i,-0.00025238-0.00016378i,-0.00055015-0.0001419i,-0.00022969-0.00045392i,-5.3974e-05-0.00062497i,-0.00038505+0.00035702i,-0.00054708+0.00085017i,-0.00016886+0.0011663i,-0.00033877+0.0022234i,-0.00060134+0.0016303i,-0.00070612+0.00064838i,-5.3424e-05-0.00023955i,0.000306-0.00092387i,-0.00059347-0.00049232i,-0.0010326+0.00029446i,-0.00046281+0.0009982i,0.00016603+0.00098684i
0.00029299+0.0012851i,0.00059094+0.0024014i,0.0014072+0.0026673i,0.0017947+0.002015i,0.0019379+0.00066546i,0.0018868-0.00038454i,0.0014539-0.00075728i,0.00057039-0.00042749i,-0.00031773-0.00012097i,-0.00094307-0.00037873i,-0.00068436-0.00044021i,5.837e-05-7.1288e-05i,0.00098386+0.00017779i,0.0012482+0.00059407i,0.00012975+0.00069186i,-0.00074175+0.0001191i,-0.00020787+0.00015982i,0.00041379+0.00018744i,0.00019829+6.8934e-05i,-0.00014738+0.0002509i,-0.0010114+0.0003782i,-0.0013139+0.00041389i,-0.0004017+0.00016347i
-0.0015079-0.0006796i,-0.0017173-0.00019228i,-0.00097984+0.00057681i,-0.00026029+0.00093329i,0.00075289+0.001026i,0.0010957+0.00039463i,0.00123-0.00025307i,0.00069485+0.00017566i,-0.00010191+0.00039718i,0.00012872+0.0007588i,0.00037502+0.00061351i,-9.952e-05+0.00036722i,-0.00080956+0.00053892i,-0.0002279+0.00083775i,0.00026827+0.00069295i,-3.3376e-06+7.4623e-05i,-0.00019623-0.00011661i,-0.00056372-0.00040268i,-0.00065655+4.5126e-07i,-0.0005711-0.00057683i,-0.00052245-0.0010039i,-0.00051073-0.00025211i,-0.00056658+0.0001026i
0.00078663+0.00053879i,0.001213-1.5619e-05i,0.00064845-0.00084148i,0.00096308-0.00076763i,0.0015523-0.00055095i,0.0018531-0.0012891i,0.0013534-0.0011808i,0.0003129-0.00058367i,-0.00018682+0.00042409i,-7.8019e-05+0.00053079i,-0.00026135-0.00036856i,-0.0011714+4.3055e-05i,-0.0017614-6.868e-05i,-0.002115-0.0012014i,-0.0017097-0.00088537i,-0.0011517+0.00024406i,-0.0010204+0.00035637i,-0.00066326+0.00058904i,-0.00052444+0.00038071i,-0.00065809-0.00041239i,-0.00074625-0.00067303i,-0.00068038-0.00017072i,-0.00074608+0.00030104i
-0.0005724+0.0012128i,0.00045952+0.0019166i,0.0012368+0.0012723i,0.0010998+1.0745e-05i,0.001565+0.00014043i,0.0026279-0.00014849i,0.0027629-0.00070376i,0.0014914-0.00029649i,0.00070125+0.00031276i,0.00022892+0.00054516i,5.1324e-05-2.3968e-06i,0.00028756-0.00027709i,-8.049e-05-0.00027181i,-0.00037876-7.9165e-05i,0.00042387+0.00059606i,0.00023137+0.0011879i,-0.00047516+0.00054508i,-0.00070894-6.9482e-05i,-0.00043872-9.9747e-05i,-0.00014729+0.0002718i,0.00038115+0.00036941i,0.00099454+0.00031721i,0.00068168+0.00036328i
-0.00044914+0.0006743i,0.0011739+0.00089942i,0.0035331+0.00096358i,0.0036081+0.00061007i,0.0023101+9.1005e-05i,0.0014462-3.3223e-05i,0.00038645-0.00027005i,-0.0012747+0.00044295i,-0.0019096+0.00099052i,-0.0010225+0.00084333i,0.0001612-0.00057976i,0.0014124-0.0014123i,0.0017877-9.709e-05i,0.00042293+0.00037986i,-0.00080297-0.00032811i,-0.00062473+7.1318e-05i,-0.00019843+0.00084351i,-0.00014728+0.00095384i,-8.9896e-05+0.00062075i,0.00022463+0.00021384i,-4.7586e-06-0.00014182i,-0.00035297-0.0005681i,-0.0002376-0.00066892i
-4.4448e-05+0.00019849i,0.00019475+0.00041481i,0.00078768+0.0010685i,0.00055024+0.0014672i,0.00074442+0.0013569i,0.0020362+0.00042807i,0.0017929-0.0010353i,0.00053292-0.0013151i,0.00091668-0.00050722i,0.0010973-3.4464e-05i,0.00017656+0.00034752i,0.00016779-0.0003186i,0.00019625-0.0010269i,-0.00035567-0.00038929i,-0.0013046+5.7611e-05i,-0.001426-9.5051e-05i,-0.00042041-0.00075481i,0.00041687-0.0014878i,0.00052441-0.0012562i,0.00013137+0.00023566i,-0.00038912+0.00081849i,-0.00031327+0.00048636i,-0.00026615+0.00035816i
0.0019167+0.0020567i,0.002187+0.0016207i,0.0013347+0.00090502i,0.00082613+0.00020716i,0.00075022-0.00030071i,0.00074704-0.00070394i,0.00017724-0.00058434i,-0.00035824-0.00050371i,-0.0010433+0.00010245i,-0.00052481+8.8339e-05i,0.0008056-0.00062334i,0.00092672-0.00053299i,-0.0005642-0.00029593i,-0.001614+0.00018681i,-0.0015881+0.00063981i,-0.0011232+0.00091784i,-0.0005124+0.00082362i,-0.00037634+0.00012361i,-0.00022081-0.00017507i,-0.00036335-1.4264e-05i,-0.00020057+0.00022161i,0.00014838+0.0011855i,-8.1654e-06+0.0013593i
-0.0012148+0.00070059i,-0.00093648+0.00068227i,3.2381e-07+0.00073797i,0.00029426+0.0012027i,0.0002212+0.0018346i,0.0013612+0.00058658i,0.0019897-0.0004847i,0.0012249+0.00025004i,0.00033065+0.00058798i,-2.9792e-05+0.00047318i,-4.6735e-05+0.00041073i,-0.00014668-8.0505e-05i,-0.00027798-0.00040471i,-0.00090201-0.00057198i,-0.001507-0.00034032i,-0.00099834-0.00034777i,-0.0001902-0.00063951i,0.00055722-8.1515e-05i,0.00055819-0.00012399i,0.00044941-0.00020545i,0.00018054+6.8474e-05i,-8.6378e-05+0.00069246i,0.00047753+0.00078712i
0.00018707+0.002263i,0.0009017+0.0015488i,0.001471+0.0012774i,0.0011159-3.9948e-05i,0.00090039-0.0019799i,0.0012346-0.0026835i,0.0011217-0.0021551i,0.00026942-0.0013771i,-0.00018574-4.0775e-05i,0.00016521+0.0011171i,0.00073273+0.0012893i,0.00050292+0.00059001i,-0.00050074-0.00017535i,-0.00026782-0.00075637i,0.00057671-0.00062082i,0.00012084-0.00013629i,-0.0012313+0.00011356i,-0.0014185+0.00032536i,-0.0004481+0.00065785i,3.8618e-05+0.00025334i,0.00019188-0.00047229i,0.00028138-0.00024896i,0.00025257+8.6357e-05i
0.00064018+0.00026287i,0.0009947+0.0011235i,0.0019375+0.00092228i,0.0020132+0.00033833i,0.0014763+4.3427e-05i,0.00038002+0.00021355i,6.1293e-05-0.00011178i,0.00026525-0.00037208i,-3.0701e-05-0.00018788i,0.00027611+0.00010617i,0.0003667+0.0008621i,0.0002994+0.0010964i,-0.0001148+0.00061613i,-0.00059546+0.00072236i,0.00027409+0.00049976i,0.00054966+0.00057605i,-0.00023006+0.0005547i,-0.00070665+0.00026056i,-0.00057027+0.00036504i,-0.00022816-9.1126e-06i,0.00057015-0.00045765i,0.00054611-0.00036941i,7.7557e-05-0.00022295i
