-0.0026099+0.0011001i,-0.0011436-0.0013677i,-0.0025915-0.0021024i,-0.0022352-0.00035285i,-0.00023577+0.0019965i,0.0017627+0.0019378i,0.0015496+0.0010077i,0.00024668+0.00080581i,0.00083702+0.00086799i,0.0015106-6.7192e-05i,0.00065462-0.0011236i,-0.00029776-0.0011889i,-0.00071564-0.0010598i,-0.00057688-0.0011608i,2.508e-05-0.000339i,0.00030549+0.00046151i,0.00064998+0.00037057i,0.0001707-0.00044534i,-0.0004253-0.0012245i,-0.00023034-0.0010751i,0.00013878-0.00038922i,0.00036593+2.1834e-05i,0.00029931+0.00023725i
-0.0012004-0.00088361i,-0.0014925-0.0022756i,-0.001461-0.0011204i,-0.0010359+0.00057448i,0.00021653+0.0020779i,0.0014497+0.0025886i,0.00071938+0.0011171i,-0.00011341-0.00028513i,0.00030021+0.00018712i,7.3272e-05+0.00086422i,0.0003511+0.00015261i,0.00024514-0.00054424i,-0.00096742-0.0011996i,-0.0010114-0.0019016i,0.00010442-0.00078769i,0.00028827+0.00064484i,-2.9951e-05-8.9585e-05i,0.00041295-0.00041492i,0.00075115+0.00033559i,0.00071309+0.00048827i,0.00048129-4.3594e-05i,0.0001325-0.00087638i,-0.00067706-0.0013291i
0.00056784+0.00057886i,0.001161+0.00044824i,0.00040013-0.00030518i,4.0865e-05-5.643e-05i,-4.5528e-05+0.0010841i,-0.00047641+0.0020736i,-0.00072373+0.00087133i,-0.00074273-0.00037874i,-0.0008832+0.00010671i,-0.00071281-0.00046137i,-0.00041263-0.0015706i,0.00034785-0.0013247i,3.3319e-05-0.00048104i,-1.2207e-05+9.2611e-05i,0.00050619+0.000307i,0.00058136+0.0007657i,0.00048167+0.0011654i,0.00062516+0.0013713i,0.00036298+0.0012698i,0.00044899+0.00050874i,0.00083394-2.8771e-05i,0.00021516+7.8047e-05i,-5.057e-05+0.00040549i
-0.0017651-0.00017216i,-0.001398-0.00060679i,-0.0012203-0.00036083i,-0.0010463+0.00031071i,-0.0011908+0.0020659i,-0.00037246+0.0026002i,0.00023975+0.0016656i,-0.00044517+0.0011821i,-0.0016499+0.00076764i,-0.0022302+8.0747e-05i,-0.001288-5.4582e-05i,-0.00051964+0.00090976i,-0.00042481+0.0020171i,-0.00029036+0.0012816i,-0.00034437+0.00016803i,-9.6682e-05+0.00011967i,0.00048639+0.00010904i,0.0010972+7.8532e-05i,0.00079017+5.6693e-05i,0.00083991-8.7528e-05i,0.00051365-0.00013641i,0.00021155-0.00012216i,6.3946e-05+9.9897e-05i
0.00058644-0.00015286i,0.0004647+2.8723e-05i,0.001307-0.00049423i,0.00085821-9.527e-05i,-0.00062934+0.000578i,-0.0019677+0.0015401i,-0.0022362+0.0019697i,-0.0014635+0.0011157i,-0.00077214+0.00032192i,-0.0010659+0.00088887i,-0.0020071+0.0012i,-0.0023231+0.00083633i,-0.0018098+0.00020799i,-0.0015198+4.1399e-06i,-0.0014158+0.00031821i,-0.00092134+5.4644e-05i,-0.0003776-0.00023283i,0.00035398-0.00046035i,0.00041767-0.0008455i,0.00034908-0.00040803i,9.2426e-05+0.00044065i,0.00015061+0.00034407i,0.00030056-0.00045853i
0.0012608+9.3241e-05i,0.00086712+0.00047084i,0.0018148-0.00030593i,0.002145-0.00092746i,0.0015586-0.00045121i,4.9128e-05+0.0016873i,-0.00031795+0.0021387i,-0.00012964+0.00054099i,-0.00083989-2.1194e-05i,-0.00066361-0.0005111i,0.00086449-0.0013508i,0.0020169-0.001486i,0.0020088-0.0009105i,0.0013142-6.9564e-05i,0.00025136+0.00070625i,0.00013888+0.00092163i,0.00073957+0.00082066i,0.0007872+0.0008088i,8.5774e-05+0.00073666i,-0.00027645+0.00012466i,-0.0001343-0.00060519i,-0.00031149-0.00015427i,-7.9902e-05+0.00032225i
-0.0004463+0.0014827i,-0.0013005+0.0010003i,-0.00079517+0.0010615i,1.9838e-05+0.0014917i,-0.0011289+0.0018029i,-0.001927+0.0014069i,-0.00074115+0.00030619i,-6.3621e-05+3.4311e-05i,0.00024681-0.00027383i,0.00073118-0.0012697i,0.0013171-0.0015185i,0.0011114-0.00089978i,-0.00034228+0.00060915i,-0.0011658+0.00073282i,-0.0009553+0.00035168i,-0.00083839+0.0011987i,-0.00046406+0.0020651i,-0.00047812+0.00098317i,-0.00022488-0.00048393i,0.00013401-0.00091904i,0.00035145-0.00025253i,0.001063+0.00016994i,0.00036921+0.00021734i
-0.0010055+0.00048091i,-0.0009881+0.00036337i,0.00071607+0.001453i,0.0014541+0.0018182i,0.0011579+0.0012547i,0.0012779+0.00096937i,0.00022603+0.0012535i,-0.00022429+0.00037408i,-0.00052904-7.1626e-05i,-0.00073037+5.2417e-05i,-0.00054366-7.3044e-06i,-0.0022794-0.00023344i,-0.0028041-0.00055529i,-0.001361+0.0002103i,-0.0012623+0.00078817i,-0.0011168+0.00034563i,-0.00020969-3.576e-05i,3.9864e-05+0.00028265i,-9.2277e-05+0.0011981i,-0.00024019+0.0015653i,-0.00011606+0.0011837i,6.1665e-05+0.00049832i,0.00031849+0.00033018i
-3.1556e-05+0.00010889i,0.00089424-0.00058105i,0.0011561-0.0022297i,0.00059079-0.0019273i,-0.00017292+7.0949e-05i,-0.00055082+0.0018324i,-0.0007003+0.0013348i,-0.0010512+0.00022692i,-0.0013803+0.0003392i,-0.001495-8.1592e-05i,-0.00086485-0.00087428i,0.00059915-0.0015486i,0.0011161-0.0017073i,0.00016693-0.0010059i,-0.00017684-0.0002958i,0.00054203+0.00032056i,0.0007592+0.00095744i,0.00031648+0.00079056i,0.00037598-0.00032377i,0.0012506-0.00038957i,0.0018395-0.00015031i,0.001242+8.6726e-05i,0.00058349+0.00041588i
-0.0018427-0.00050891i,-0.0017265+8.716e-06i,-0.0018825+0.001305i,-0.0016549+0.0023424i,-0.00079954+0.0024683i,-0.0008668+0.0026882i,-0.00078389+0.0021583i,-0.00054513+0.00089113i,-0.00070624+0.00082789i,0.00021857+0.0015422i,0.0016205+0.0021265i,0.0017164+0.0014864i,2.6076e-05+0.00043079i,-0.00068352+0.00014381i,-0.00030322+0.00038685i,-0.00055639+0.00019462i,-0.00036063-0.00037076i,3.266e-05-2.1209e-05i,-3.236e-06+0.00047317i,0.00027636+0.00040128i,0.00042653+7.9918e-05i,0.00038214-8.7705e-05i,5.4562e-05-0.00023443i
0.00012692-0.00078889i,0.0007664-0.00056883i,0.0016704-0.00066542i,0.0024053-0.00066231i,0.0012899-0.0003166i,0.00051032+0.00074605i,-9.6141e-05+0.00095104i,3.0218e-05+0.00048317i,0.00027415+0.00074332i,-8.7557e-05+0.00060263i,-0.00046546+0.00038786i,-0.0014658-8.2005e-05i,-0.0021454-0.00030728i,-0.0016658-8.1602e-05i,-0.0012472-0.00038869i,-0.00046287-0.00041758i,0.0001902+4.9871e-05i,-5.4221e-05-9.8338e-05i,-1.9029e-05-0.00061855i,0.00045848-0.00068891i,0.00037724-0.0005584i,0.00021767-0.00036787i,-4.9977e-05+0.00026827i
0.0005597+0.00045813i,0.00037624+0.00049848i,-0.00034519-0.00066935i,-0.0014048-0.0018698i,-0.0022062-0.0015271i,-0.0026675-2.6822e-05i,-0.0021461+0.00039937i,-0.0014186-0.00014574i,-0.0014164-0.00087626i,-0.0012124-0.0010764i,-0.0014289-0.001699i,-0.0010716-0.0024748i,-0.00029049-0.002132i,-7.4699e-05-0.00068702i,-0.00011222-0.00045531i,-0.00030478-0.0012403i,0.00014373-0.00050041i,0.0003477+0.00030392i,4.3269e-05-0.00015726i,0.00059388-0.00021673i,0.001275+6.3237e-05i,0.00095964+5.9054e-05i,0.00038472+0.00028704i
0.0010199+0.00097914i,0.0002377+0.0016184i,7.2847e-05+0.0010356i,0.00054124+0.00049915i,0.00092417+0.0011365i,0.00041924+0.0014217i,-0.00076669+0.00099299i,-0.0013341+0.00060771i,-0.0011226+0.00040766i,-0.00045293-0.00013505i,7.4037e-05-0.00055419i,0.00081377+0.00086765i,0.00087609+0.0018497i,-0.00013965+0.0013504i,-0.00051114+0.00036657i,-0.00015592-0.00010517i,-0.00031771-0.00025608i,-0.00047336-0.00010064i,-0.00044302+0.00069597i,-0.0004117+0.00066082i,-9.298e-05+9.2598e-05i,0.00063594-0.00020361i,0.00088977-0.00039153i
-0.0006189+0.0020533i,-0.00046688+0.0012693i,0.00010613+0.0014731i,0.00090724+0.0023005i,0.0015495+0.0019927i,0.00097319+0.001768i,-0.00065563+0.0020234i,-0.0012997+0.0020142i,-0.0011388+0.0020078i,-0.0013963+0.0016157i,-0.0013125+0.0010698i,-0.00074034+0.00072627i,-0.00088738+0.00050331i,-0.0014305+0.00051247i,-0.0007255+0.0014755i,0.00013983+0.0017655i,-0.0003716+0.0014241i,-0.0004215+0.0011499i,7.065e-05+0.00014517i,-0.00054093-0.00010314i,-0.00083524-0.00028481i,-0.00028365-0.00024518i,0.00032299+0.00041009i
-0.0013571+1.4796e-05i,-0.0012774-0.0017605i,-0.0010081-0.00091425i,-0.00073066+0.00051322i,-7.6705e-06+0.0014881i,0.00060925+0.0024098i,0.00096733+0.0018892i,0.00031487+0.0012988i,-0.0010513+0.0013835i,-0.0010247+0.00058861i,-0.00031093-0.0011554i,-0.00017949-0.0022939i,0.00029131-0.0021148i,0.00066107-0.001065i,0.00031826-0.00050083i,-0.00067138+1.4448e-05i,-0.0012384+0.0005055i,-0.00050056-0.00010941i,-0.00013412-0.00092784i,-0.00018098-0.00066605i,-0.00063197-0.00042269i,-0.00021194-0.0001847i,0.00021803-9.5483e-05i
-0.0012076+0.00021673i,-0.0013747+0.0006236i,-0.00098687+0.0013795i,-0.00072427+0.0010511i,-0.00099533+0.00066476i,-0.0016135+0.00080769i,-0.0016046+0.00039845i,-0.0015249-0.00073001i,-0.00092429-0.00046245i,0.0003971+0.00028329i,0.0008263-8.6738e-05i,0.00038518-3.2792e-05i,-0.00035872+0.00075894i,-0.00071407+0.00071984i,-0.0010137+0.00019161i,-0.00091197+0.00010647i,-0.0008346+0.00070101i,-0.0002185+0.00058403i,0.00022759+0.0005846i,0.00043748+0.00086456i,0.00030096-5.1462e-05i,-0.0002215-0.00082521i,-0.00075344-0.00014328i
0.00034925-0.0015975i,-0.00089959-0.0012018i,-0.0015004-0.0013127i,-0.00094818-0.0016546i,-0.0012415-0.00036086i,-0.0016283+0.0019962i,-0.00053618+0.0019092i,-0.00084436+0.00086238i,-0.0018898+0.00043201i,-0.0016543+0.00029002i,-0.0010197+0.00052254i,-0.0014783+0.0010954i,-0.002033+0.00089218i,-0.00098766-0.00025935i,-3.6451e-06+0.00018932i,-2.953e-05+0.00088919i,-0.00010099+0.00033361i,-0.00019027-0.00048429i,0.000152-0.00091042i,0.00062906-0.0011706i,0.0004176-0.00075814i,-0.00013116-0.00017014i,-0.00052587-0.0006217i
0.00010545-0.0015807i,0.001474-0.0020154i,0.0026913-0.0011232i,0.0020899-0.00046562i,0.0012157+0.00067402i,0.0014385+0.0017742i,0.00012837+0.001198i,-0.0013086+2.9012e-05i,-0.0013152-0.00025275i,-0.0012572-0.00022014i,-0.00092866-0.00049561i,-0.0010123-0.0010341i,-0.0010839-0.0011448i,-0.00044924-0.00069706i,4.5504e-05-0.00031829i,1.6197e-05-0.00027675i,3.6219e-07-9.1973e-05i,0.00019483-0.00025614i,0.00052776-0.00047354i,0.00043064-0.00035603i,-4.2908e-05-0.00014895i,-0.00039624-0.00040546i,-0.00045267-0.00054712i
0.0012869+0.00048896i,0.00060202+0.0022636i,0.00074633+0.0014376i,0.00041448+0.00062874i,0.0002821+0.00066865i,0.00085096+0.0006815i,0.00071842+0.00037671i,-0.00049809-0.00022622i,-0.0013312-0.0010479i,-0.00083992-0.0014404i,0.00071355-0.0018104i,0.002336-0.0016805i,0.0027345-0.00030433i,0.0011152+0.00090943i,-0.00039008+0.00087048i,-0.00043316+0.00068394i,-0.0004578+0.00062107i,-0.00038055-4.5076e-05i,0.00026972-0.00026654i,0.00076932+0.00038648i,0.00040555+4.811e-05i,-0.000329-0.00037258i,-0.00010983-0.0004949i
0.00072548-1.4668e-05i,0.00022911-0.00080782i,0.00014603-0.0018857i,-3.9114e-05-0.00099988i,-0.0006586+0.00056386i,-0.0016772+0.0019028i,-0.001804+0.002043i,-0.001504+0.0012463i,-0.00092959+0.00077891i,-0.00061796+0.00095345i,-0.00040129+0.0014234i,-0.00016941+0.0017455i,-0.00014831+0.0017951i,-0.0002186+0.0015979i,9.1681e-05+0.0012225i,0.00038929+0.001205i,0.00070076+0.00080666i,0.00057579+0.000465i,-0.00013697+0.00058425i,-0.00049162-8.6954e-05i,-0.00034632-0.00012657i,-0.00031018+0.00041563i,-0.00031767+0.00048121i
0.00075624-0.0014454i,0.00089365-0.00080432i,0.00086124+0.00027203i,0.0011674+0.0017646i,0.001677+0.0016292i,0.001183+0.00096577i,-0.00039927+0.00038406i,-0.0015484-0.0008383i,-0.0016119-0.0011252i,-0.0017866-0.00033465i,-0.002088+0.00052655i,-0.0015507+0.00073234i,-0.00014265+0.00016129i,0.00035051-0.00038608i,4.4208e-05-0.00042048i,0.00036287+0.00015935i,9.005e-05+0.00055166i,-0.000642+0.00014195i,-0.00027822-3.7556e-05i,0.00025344+0.00015555i,0.00074183-0.00033182i,0.0010553-0.00058249i,0.0012477-0.00031961i
-1.9806e-05+0.00015131i,-0.00037707-0.00025185i,-0.00074871+9.3155e-05i,-0.0011388-0.00028309i,-0.0013925-0.00022796i,-0.0016238+0.00070213i,-0.0020585+0.00095721i,-0.0016461+0.00018113i,-0.001043+8.2123e-06i,-0.0012895-0.00044356i,-2.5615e-05-0.0011842i,0.0012105-0.00071799i,0.00036025-1.4712e-05i,-0.00019944+0.00049742i,-0.00092053+0.001128i,-0.0012262+0.0010912i,-0.00038354+0.0004405i,5.1034e-05-6.2288e-05i,0.00064163+0.00013879i,0.00051442+0.00034723i,0.00053076+0.00021568i,0.00065157-0.00035955i,1.833e-07-0.00067711i
-0.00068522+0.00080402i,-0.00022461+0.00068064i,0.00046105+0.00080955i,0.00063103-0.00024263i,0.00068971+0.00023925i,0.000706+0.0017623i,0.00088837+0.0017795i,0.00018321+0.0011037i,-0.00068388+0.00074109i,0.00044476+0.00036847i,0.0014186-0.00029185i,0.00040852-0.00038789i,-0.00083997+0.00067252i,-0.00095176+0.00097478i,-0.00076884-0.00012171i,-0.00052482-0.00064126i,0.0001844+0.00027766i,0.00019593+0.00055233i,-0.00042239-6.5254e-05i,-0.00032285-0.00054655i,0.00028253-0.0007261i,0.00078704-0.00035576i,0.0006564+0.00053548i
0.00091874-0.0012133i,-0.00077153-0.0013163i,-0.0011684-0.0023584i,-0.00026722-0.0018788i,-0.0011825-0.00019536i,-0.0018596+0.0012125i,-0.00080922+0.00098345i,-0.00067782-0.00025224i,-0.0018252-0.00074813i,-0.0023702-0.0002526i,-0.0022293-0.00039563i,-0.0018959-0.0014249i,-0.0017039-0.001691i,-0.000616-0.00046924i,0.00036949+0.00048939i,0.00035245+0.00061285i,0.0001279+0.001176i,1.5787e-05+0.0012324i,-0.00033471+0.00073821i,-0.00066308-0.00036335i,-0.00021899-0.00083944i,4.4041e-05-0.00042076i,-0.00062969-0.00045232i
0.00035825+0.00061529i,0.0019486+0.0007387i,0.0024129+0.0010292i,0.0013033+0.0014122i,0.00071941+0.0011057i,-0.00019732+0.00083425i,-0.0015034+0.00015476i,-0.0011156-0.00072781i,-0.00022843-0.0013939i,-0.00023303-0.0010929i,-0.0002454-0.00080058i,-6.6385e-06-0.0004672i,0.00051136-0.00023636i,0.0010406-0.0005278i,0.00097441-0.00020844i,0.0005433-1.5891e-05i,0.00023025-0.00018394i,-0.00010966+0.00052957i,-0.00034479+0.00055627i,5.9971e-06-0.00032967i,0.00033514-0.00085592i,0.00063938-0.00082235i,0.00050209-0.00014079i
0.00056416+0.00016716i,-0.00012312+0.0013233i,-0.0021707+0.0012653i,-0.0035162+0.00054935i,-0.0025538+0.0002216i,-0.0015501+0.00077599i,-0.0013333+0.00093692i,-0.0005917+0.00052517i,0.00013452+0.00041243i,0.00097295+0.00029832i,0.0014803+0.00017559i,0.0011106+0.00090495i,-0.00032764+0.0011405i,-0.0010618+0.0004345i,-0.00071316-6.2437e-05i,-0.00046264+0.000201i,0.00079699+8.8089e-05i,0.0013683-0.00037358i,0.00069978-0.00029398i,0.00050822+6.0165e-05i,0.0004388+8.6361e-05i,0.0005367-0.00018741i,0.0011159-0.00016411i
0.00023297-0.0012955i,0.00037579-0.0026335i,0.0018725-0.00238i,0.00326-0.0013145i,0.002293+0.0004313i,0.0010576+0.002063i,0.00014013+0.001893i,-0.001062+0.0011043i,-0.0019638+0.00049966i,-0.0015844+1.1999e-05i,-0.0012379-0.00060016i,-0.0017129-0.00049115i,-0.0019131-3.9575e-05i,-0.001445+4.99e-05i,-0.0010773+0.00060703i,-0.00031711+0.0011452i,0.00028041+0.0016463i,0.00043483+0.0017717i,0.00078063+0.00059039i,0.00087042-0.00033493i,0.00031768-5.6608e-05i,0.00012702+0.00094236i,0.00060254+0.001197i
-0.00020404-0.00040656i,0.00015817+0.00043921i,0.00067718+0.0017954i,-0.0005989+0.0022252i,-0.0016323+0.0029154i,-0.0014151+0.0032722i,-0.0017552+0.0017337i,-0.0016351-0.00019109i,-0.0014476+6.4769e-05i,-0.0014469+9.4331e-05i,-0.00075943-0.0011291i,-0.00039234-0.0013912i,-0.00043089-0.0010764i,-0.00027989-0.00058361i,-0.00059183+0.00025864i,-0.0010601+0.00089305i,-0.0010638+0.00052156i,-0.00022829-0.00045248i,0.00077369-0.000509i,0.00084407+0.00014376i,0.00066953+5.0234e-05i,0.00044121-0.0002479i,0.00031122+0.00026835i
0.00061528-0.00084898i,-0.00019922+0.00037918i,-0.0023887+0.0011288i,-0.003054+0.001027i,-0.0013743+0.0010728i,7.5814e-05+0.0021751i,0.00015282+0.0018194i,0.00011474-0.00010218i,-0.0003635+0.00026542i,-0.00019008+0.00045857i,0.00021731-0.00014282i,0.0005664+0.00082326i,0.0010835+0.0016059i,0.0013365+0.0016041i,0.0014223+0.00071524i,0.0014123+2.8691e-05i,0.0017176-0.00038042i,0.0014532-0.0004831i,0.00082051-4.3174e-05i,0.00070611-0.00019617i,0.00071091-0.00070807i,0.0002698-0.00023081i,0.00039011+0.00016881i
0.00093895-0.0010237i,0.0016004-0.0015378i,0.00075405-0.0028717i,6.5051e-06-0.0036706i,-0.0014617-0.0015831i,-0.0030433+0.00095827i,-0.0029836+0.0013273i,-0.0029655+0.00046116i,-0.0024314-0.00030601i,-0.0020262+7.3828e-05i,-0.0018133+0.00059302i,-0.0013403+0.00022434i,-0.0012921-0.00056894i,-0.0011568-0.0010872i,-0.00042233-0.00146i,0.0003656-0.0013127i,0.00078037+0.00033124i,0.00047551+0.0013701i,0.00065102+0.00096017i,-7.9737e-05+0.0011618i,-0.00020951+0.00171i,0.00039737+0.00085166i,-0.00019414+3.2237e-05i
0.00013232-0.0014363i,0.0011999-0.00019986i,0.00078463-0.00042557i,-0.00045157-0.00069066i,-0.00074036-0.00021427i,0.00046139+0.0014308i,0.0013599+0.0020125i,0.00076345+0.00091048i,-0.00029946-9.1089e-06i,-0.00094129-0.0005648i,-0.00099847-0.0013842i,-0.00013599-0.0015637i,0.00028363-0.001244i,-4.0754e-05-0.0010081i,-0.00038157-0.00068718i,-0.0010527-0.00016905i,-0.00097924+0.00034114i,-0.0010352+0.0009191i,-0.001129+0.0002795i,-0.00022741-0.00047637i,0.00014815-0.00047653i,0.00013284+0.00023764i,0.00036448+0.00069012i
-0.0020401+0.0012774i,-0.002396+0.0016238i,-0.0013609+0.0029993i,0.00020055+0.0027623i,0.0013763+0.0022326i,0.0011966+0.0020134i,0.00056638+0.0015331i,-0.00028506+0.00090041i,-0.0013701+0.00064733i,-0.0010824+0.00038353i,-0.00021568+0.00027825i,-0.00037319+0.00066664i,-9.5469e-05+0.00086891i,9.507e-06+0.00041818i,-0.00055017-2.2056e-06i,-1.5195e-05+0.00038949i,-3.9771e-05+0.00014927i,-0.00025975-0.00051885i,0.00035374-0.00070128i,0.00075862-0.00071111i,0.00025683-0.00049486i,-0.00020909-0.0010704i,2.8306e-05-0.0018473i
0.00019745-0.00092207i,0.00052012-0.0019148i,0.0021753-0.00271i,0.0031779-0.0031226i,0.0024732-0.0012969i,0.00061625+0.0007577i,-0.0016032+0.0010697i,-0.0026844+0.00028918i,-0.0019941-0.00058844i,-0.00083998-8.5244e-05i,-0.0013361+0.0015206i,-0.0019418+0.0016562i,-0.0013333+0.0013557i,-0.0011614+0.0016994i,-0.00057272+0.0019752i,0.00099698+0.0015295i,0.0010889+0.00079391i,7.1699e-06+5.1454e-05i,-0.00067666-0.00061705i,-0.00047583-0.00050651i,-0.00049053-0.00014361i,-0.00099882-0.00026642i,-0.00092941-0.00032333i
-0.00068211-0.0012028i,-9.6585e-05+8.3009e-05i,-0.0016148+0.00032282i,-0.0028746+0.0016923i,-0.0026965+0.0037278i,-0.0008695+0.0042768i,-0.00011562+0.0031697i,-0.0012361+0.001265i,-0.0012628-0.00028672i,-0.00024377-0.00011933i,0.00041629-0.00038689i,0.00077253-0.0017637i,0.0011538-0.0024422i,0.00062891-0.0018654i,-7.6232e-05-0.0014502i,0.00023771-0.00040373i,0.00022319+9.095e-05i,0.00012785+0.0001244i,0.00011491+0.00019819i,6.7513e-05-0.0007248i,0.00050308-0.0011955i,0.00081147-0.00043843i,0.00010096+0.00044713i
4.0667e-05+0.001187i,0.00032751+0.0018391i,0.00094374+0.0030297i,0.0013954+0.0034271i,0.0010492+0.0025794i,0.00010618+0.0022089i,-0.00048164+0.0020513i,-0.0009254+0.0012419i,-0.0016691+0.00050886i,-0.0010716-7.6425e-05i,0.00012917+8.6892e-05i,0.00014648+0.0005385i,-0.00019081+0.00014218i,-0.00014099-0.00010445i,-8.0598e-05+3.9411e-05i,-0.00044083-0.00042843i,-0.00037089-0.00060141i,0.00061935-0.00029795i,0.00099351+1.4897e-05i,0.00023673-0.00014366i,0.00014047-0.00037273i,0.00037856-0.00056236i,0.00034742+4.7762e-05i
-0.00011663-0.00095286i,-0.00050271-0.0017589i,-0.0012478-0.0038407i,-0.0018436-0.0041371i,-0.0017528-0.0012414i,-0.0010323+0.0022333i,-0.00034334+0.0016557i,-0.00068808+2.186e-05i,-0.0019049-0.00020984i,-0.0029058-4.8602e-05i,-0.003013+0.00070531i,-0.0021076+0.0010623i,-0.00093767+0.00066589i,0.00045504+0.00050541i,0.00068368+0.00026476i,0.00032402-0.00024533i,0.0010828+4.594e-05i,0.0013497+0.00060366i,0.0010185+4.2283e-05i,0.0006889-0.00016862i,0.00090133+0.00025028i,0.0013576-0.00014372i,0.00092257-0.00088277i
-0.0008571-0.00074481i,0.0012229-0.001199i,0.0025157-0.00067636i,0.0019798-0.00027138i,0.00097758+0.00079901i,0.0008581+0.0016232i,0.00059763+0.00094274i,-0.00031479-0.00054259i,-0.00090801-0.0014914i,-0.0010005-0.0010496i,-0.0013614-0.0010863i,-0.00091159-0.00088813i,0.00015448-0.0010348i,0.00074622-0.00081343i,0.00027948+0.00064336i,0.00018736+0.0009336i,0.00014365+0.00016335i,-0.00069607-0.00021639i,-0.00081457+0.00049233i,5.3725e-05+0.00093464i,0.00078976+2.2627e-05i,0.00088929-0.00095314i,0.00026956-0.0015112i
0.00069641-0.00092183i,-0.00024291+0.00098155i,-0.0017827+0.0024284i,-0.00172+0.0036345i,-0.0010126+0.0030311i,-0.00081921+0.0019645i,-0.00067473+0.0024835i,-0.0010273+0.0020495i,-0.0020083+0.00054972i,-0.00057296+0.00036696i,0.0014757+0.00051347i,0.0015679-0.00012557i,0.000274-0.0010203i,-0.00061726-0.0012235i,-0.00062286-0.0012893i,-0.00041333-0.0019382i,-0.00038346-0.0017769i,-0.00025706-0.00053972i,0.00037997+0.00031143i,0.00029311+0.00052144i,-0.00019798+0.00053985i,-0.0004032-0.00029744i,-0.0001196-0.00045774i
0.00025653-0.00010689i,-0.00063032-0.0018842i,-0.00034433-0.0028734i,0.0005028-0.0016252i,0.00018662+0.00040066i,-0.00047072+0.0023832i,-0.00061229+0.0030289i,-0.00098909+0.0027193i,-0.0012721+0.0014061i,-0.00098157+0.00026508i,-0.0013349+0.00049607i,-0.0015718+0.00066663i,-0.001493+0.0002522i,-0.00087909+0.00063395i,9.6625e-05+0.00049845i,0.00052914-0.00078633i,0.0011992-0.0005851i,0.0014434+0.00071296i,0.0017172+0.00022718i,0.0014203-0.00019885i,0.00055471-0.00042792i,7.6565e-05-0.0013545i,0.00010316-0.0013422i
0.00082266-0.0001863i,0.00081529-0.00031305i,5.5908e-05-0.00064921i,-0.0019103-0.00084855i,-0.0028319+0.00048904i,-0.0018506+0.0016662i,-0.00061849+0.00085239i,-0.00080323-0.00011511i,-0.0017338-0.00055201i,-0.0018782-0.00076986i,-0.001735-0.00078637i,-0.0015743-0.00088495i,-0.0010472-0.00025176i,-0.00052392+0.0008102i,-0.00061882+0.0016292i,-0.00079619+0.0014471i,-0.0012809+0.0014008i,-0.00087191+0.0010071i,0.00024132+0.00055278i,0.00028614+6.8043e-05i,0.00031056-0.00068551i,0.00044643-0.00041944i,0.0010765+0.00044383i
-0.0005734+0.00021067i,-0.001607+0.0018419i,-0.0024886+0.0029635i,-0.002142+0.0031077i,-0.0020391+0.0025668i,-0.0021062+0.0019729i,-0.00083644+0.0013526i,0.00064883+0.00015355i,0.00067527-0.0007437i,0.0011403-0.00048121i,0.0014631+5.1757e-05i,0.0010391+0.00025439i,0.0012901+1.9458e-05i,0.00087046-0.00029041i,7.6092e-05+1.8468e-05i,-0.00091856+0.00025165i,-0.0011838+0.00024653i,-0.00040693+0.00021213i,-0.00040197-0.0006675i,-0.00068945-0.0014972i,-0.00010019-0.00054917i,0.00010039+0.00092944i,-0.00039259+0.00024728i
0.00015436-0.00083822i,0.00010517-0.0018547i,0.00037952-0.0028507i,1.3944e-05-0.0027284i,-0.0010564-0.00083492i,-0.0014685+0.0017189i,-0.0020421+0.0017768i,-0.0027366-7.5336e-05i,-0.0028474-0.00037852i,-0.0014167-0.00037521i,3.7652e-05-0.00014324i,-8.6496e-05+0.00076182i,-0.00065115+0.00078108i,-0.00017553-0.00037318i,0.00056248-0.00095757i,0.0004121-0.0013214i,0.0001829-0.0012414i,0.00030837-0.00037515i,0.00039316+0.00041362i,0.00061946+0.00038017i,-0.00031913-0.00013757i,-0.0015024-0.00034003i,-0.00098177+1.7343e-05i
0.00013187-0.0001467i,0.0014175-0.00032054i,0.0019293-0.00073795i,0.00083934-0.00084878i,-0.00062603-0.00048381i,-0.0016551+0.0006178i,-0.0022045+0.00041162i,-0.0022883-0.00037203i,-0.0016364-0.0010182i,-0.00090979-0.0018831i,-0.00061857-0.0018424i,-0.00018704-0.0013451i,-0.00069944-0.0006499i,-0.0014774+0.00061553i,-0.0013249+0.0014107i,-0.00058771+0.0018876i,-0.00033917+0.0017226i,-0.0006461+0.0011948i,-0.00078764+0.00071178i,-0.00051764+0.00076123i,-0.00035836+0.0010445i,-0.00054+0.00069308i,-0.00036715+0.00028771i
0.00025601+0.0020978i,-0.00018441+0.0013026i,-0.00036738+0.0015728i,0.00070981+0.00091506i,0.0011732+0.00094022i,-4.6871e-05+0.0016802i,-0.00047977+0.001188i,-0.00015811+0.00094432i,-0.00057171+0.00092677i,-0.00061909+0.0001212i,0.00013838-0.00057661i,0.00081892+0.00055277i,0.00054167+0.0015975i,-0.0003233+0.0011647i,-0.0010694+0.0009546i,-0.001447+0.0012297i,-0.0010495+0.00084918i,-0.0006878+0.00043792i,-0.00016757+0.00020603i,0.00049092+0.00040796i,0.00050469+0.0010469i,0.00066133+0.00070296i,0.00066868+0.0002296i
