-0.001223-0.00031605i,0.00029728-0.0013666i,0.00070859-0.00028537i,0.001096+0.0015366i,0.0011808+0.002714i,0.00090916+0.0022318i,0.0010709+0.0014324i,0.0008631+0.0012789i,0.00058865+0.0012709i,0.00060668+0.00079512i,0.00018154+0.00018045i,0.00072738-0.00021525i,0.00097333-0.00027548i,0.00053142+0.00016805i,0.0002828+0.00087474i,-6.5981e-05+0.0011715i,-9.0702e-05+0.0007094i,0.00011046-0.00013449i,0.00033064-0.00047223i,0.00049505-0.00039116i,-0.00034244-0.0004204i,-0.00074025-0.00098377i,0.00011595-0.0012392i
0.00045223+0.00050736i,0.00070452+0.0012682i,0.0011196+0.001818i,0.0021026+0.0015821i,0.0023105+0.00071399i,0.00191-0.00058399i,0.00098979-0.0011827i,0.00028397-0.00050594i,0.00051197+0.00016016i,0.00063586+0.00025894i,0.00041897+0.00037031i,8.5262e-05+0.00039249i,0.00025824+5.6604e-05i,0.00081054+7.68e-06i,0.00054583+0.00021843i,0.00029068+0.00068318i,4.8572e-05+0.00028753i,-0.00013269-0.00017984i,0.00028061-0.00023273i,0.0005204-0.00068369i,9.3146e-05-0.0004623i,0.00014488+0.00030963i,0.00023605+0.00021941i
0.00056693-0.0013117i,0.00079478+0.0003321i,0.0010802+0.0019108i,0.0022607+0.0020784i,0.0025797+0.0017235i,0.0016699+0.00097514i,0.00096169+0.0009211i,0.00068297+0.00057905i,0.00045833-0.00032962i,-0.00024442-0.00085302i,-0.0010562-0.00091238i,-0.0010475-0.00049472i,-0.00027595-0.00060042i,-0.00018925-0.00038597i,0.000266+0.00033878i,0.0010098+1.9887e-05i,0.0010957-0.00039473i,0.00064335-0.00021247i,0.0005508-0.00023239i,6.1978e-05+5.8333e-05i,-0.00041499+0.00021895i,-0.00056864+0.00020001i,-0.00055846+0.0006285i
6.3658e-05-0.0010196i,-0.00015133-0.0003379i,-2.3627e-05+0.00090068i,0.0015196+0.0010687i,0.0030404+0.00062805i,0.0030134+0.00036388i,0.0018051+0.00069719i,-0.00018607+0.00061299i,-0.0012332+6.2042e-05i,-0.00027491+0.00021814i,0.00031268+0.00043665i,0.00058577-9.7139e-05i,0.00085534-0.00039688i,0.00067008-0.00073509i,0.00051226-0.00065228i,0.00047245+0.00045536i,0.00054286+0.00068673i,0.00076454+2.06e-05i,0.00059937-0.00047787i,-0.00014146-0.00039611i,1.6164e-05-8.2681e-06i,0.00083021+9.4991e-05i,0.00040098+4.3464e-05i
-0.0017753-0.00050063i,-0.0020742+0.0011153i,-0.0015096+0.0019865i,0.00034575+0.0017189i,0.0014646+0.0006078i,0.0014596-4.0731e-05i,0.001125-0.00044138i,0.00086037-0.00066036i,0.00017472-0.0002778i,-0.00036618+0.00019249i,-0.00032057+0.00034548i,-0.00089005+0.00037547i,-0.00035384+0.00011334i,-0.00014059+0.00040242i,-0.00043313+0.00084916i,-0.00023809+0.00016352i,0.0002242-0.00051776i,-0.00015978-0.0006879i,-0.00093022-0.0017616i,-0.00019162-0.0017466i,0.00012674-0.00050535i,-0.00017473-2.6746e-05i,-0.00030582+0.00022867i
-6.1209e-05-0.00052715i,-0.00047759-0.00051081i,0.00040342-0.00089294i,0.0015048-0.0001781i,0.0016648+0.00052728i,0.001037+0.00029482i,0.00017211-0.00019959i,-3.0128e-06-0.00056874i,0.00052364-0.00019096i,0.00015968+0.00036857i,-0.00068145-0.00012854i,-0.00047076-0.00037121i,0.00018684+0.00010811i,0.00042894+0.00013796i,0.00063548-0.00022544i,0.00078149-0.00014498i,0.00088759+0.00028467i,0.00043837+0.00047754i,-0.00019591+0.00039863i,-0.00029759+0.00022685i,0.00022445+6.0773e-05i,0.00042351+0.00013015i,-2.1732e-05-0.0001338i
-1.2304e-05-0.00022534i,0.00051759+0.001258i,0.0013535+0.0022701i,0.0019984+0.002619i,0.0021237+0.0017173i,0.0012321-0.00031514i,9.6931e-05-0.001005i,-0.00034793-0.00036768i,-0.00069833+0.00019484i,-0.00073918+0.00077349i,-0.00037751+0.00029272i,0.00020362-0.00052569i,0.00054209-0.00064614i,-0.00017003-0.000403i,-0.00047963-0.00027341i,0.00028947-0.00038686i,3.3193e-05-0.00023543i,-0.00012886+0.00011866i,5.5695e-06+0.00062561i,-0.00021618+6.1945e-05i,-0.00047354-0.00023783i,-0.0006019+1.2123e-05i,-0.00033824+0.00040368i
-0.0009561-0.00047206i,0.0004274+0.00071929i,0.0016772+0.0018147i,0.0016185+0.0026109i,0.0010446+0.0024907i,0.0013313+0.0010716i,0.001652+0.00013421i,0.00023797+0.00011326i,-0.0014174+0.00011666i,-0.0017841+0.00010513i,-0.00095896+0.00017289i,-0.00012628-7.4293e-06i,1.3111e-05-0.00034889i,-0.00013973-0.00065006i,0.00052348-0.0011247i,0.00083777-0.001034i,-0.00037426-0.00086976i,-0.0014297-0.0007823i,-0.0010527-0.00045995i,-0.0004674-0.00048775i,3.5963e-05-0.00022375i,-3.9388e-05+0.00014677i,-0.00034989+0.00031625i
-0.00029921-0.00020401i,-0.00088014-0.0002001i,-0.00040306+0.00015683i,0.00038604+0.00027928i,0.00056923-4.3118e-05i,0.00034372-0.00027623i,-0.00010493-0.00018594i,6.9412e-05+0.00037431i,0.00051264+0.00032919i,0.00052256-3.6521e-05i,-0.00021152+0.00019797i,-0.00071402+0.00020145i,-0.00031889+0.0006721i,-0.00028692+0.0006035i,-0.00014214-8.2035e-05i,1.095e-05-0.00033818i,0.00019398-0.00072378i,0.00042339-0.00026967i,-9.0102e-05+0.00038091i,-0.00042207+0.00027008i,-0.00031953-0.00029737i,-0.00018056-0.00070137i,-9.4939e-05-0.00016833i
0.00072072-0.00062198i,0.00034091+0.00011008i,0.00040896+0.00028507i,0.00089741+0.00027323i,0.0010406+0.00077181i,0.0015909+0.00073521i,0.0014321-2.9668e-05i,0.00033743-0.00030338i,0.00048275-0.00032101i,0.00080016-0.00027074i,0.00074793-0.00011498i,5.7072e-05+0.00019632i,-0.00071714+0.00013756i,-0.00023206+0.00016718i,-2.4764e-05-0.00023223i,-0.00015384-0.00056564i,-0.00050996-0.0002556i,-0.00017506+6.1839e-05i,0.00057338-0.00046017i,0.00051557-0.00047809i,-0.00015113+0.00032374i,-0.0010637+0.0006828i,-0.00095675+5.1047e-05i
0.0018819+0.00078194i,0.0014414+0.0013588i,0.00074789+0.0013151i,0.0016359+0.0014715i,0.0015594+0.0012241i,0.0003536+0.00021341i,-0.00051619-5.8698e-06i,-0.00057507+0.00082147i,-0.00024205+0.00036426i,-0.00053429-0.0001433i,-0.00075289+0.00017302i,-0.00054188+0.00052806i,-6.7797e-05+0.00082661i,-0.00030054+0.00064696i,-0.00025993-6.013e-05i,5.5964e-06-0.00037167i,-0.00064197-0.00020796i,-0.00084304-7.5028e-05i,0.00018207-0.00043969i,-8.0711e-05-0.00010363i,-0.00075484+0.00026897i,8.4723e-05+0.00046987i,0.00052432+0.00064803i
-0.0020679-0.0021861i,-0.0019757-0.00092611i,-0.00085963+0.00064325i,0.00065904+0.0010102i,0.0012143+0.00055824i,0.0017461+0.00055285i,0.0015762+0.00024742i,0.00077709+0.00029669i,0.00032244+0.00056577i,0.00031849+0.00051076i,-0.00023637+0.00084293i,-0.00057343+0.0014699i,-0.00021587+0.00065527i,-0.00036797+0.00011648i,-0.00088999+0.00033129i,-0.00063684-9.5877e-05i,-0.00020839-0.00078878i,-0.00039275-0.00066451i,-0.00051134-0.00049986i,-0.00042749-0.00055622i,1.8374e-05-0.00067321i,0.00025193-6.6561e-05i,0.00062111+0.0010375i
-2.7736e-05+0.00051956i,-0.0015272+0.0018077i,-0.00091+0.0020083i,0.0005126+0.0019306i,0.0012821+0.0015114i,0.0022538+0.0014205i,0.0021092+0.00082772i,0.0010731+0.00055725i,0.0003554+0.0012361i,0.00011337+0.0007503i,-0.00025923+0.00021434i,-0.00038308+0.00030904i,-5.1185e-05-2.9659e-05i,9.5901e-05+5.6615e-05i,-0.00060698+0.00043952i,-0.00058431+0.00063754i,0.00032831+5.2957e-06i,0.00039047-0.00045078i,0.00020468+8.1061e-06i,0.00011006+0.00024304i,-0.00022469+0.00045835i,-0.00010875+0.00022276i,0.00018004+0.00022487i
0.00039492-0.0019443i,-0.00065257-0.0010495i,-0.0003446+0.0002837i,0.00040141+0.0013211i,0.000773+0.0011614i,0.0007123+0.00088009i,0.00045178+0.00086845i,-0.00017303+0.0010996i,-0.00093307+0.00035011i,-0.0010622+0.00011885i,-0.00077497+0.0005381i,-0.00043035+0.00068923i,-0.00032858+0.0001776i,0.00023821-0.00053159i,0.00038614+1.8053e-06i,0.00014006+0.00038486i,0.0002517+0.00025447i,6.0045e-05+0.0002211i,-5.3533e-05+0.00026551i,0.00021+0.00036624i,0.00055804+5.3773e-05i,0.00044275-0.00034299i,-0.00018774-0.00037376i
0.0025783+0.00092076i,0.0018841+3.1498e-05i,0.0022126-0.00095679i,0.0029151-0.0011402i,0.0032635-0.0009615i,0.0025601-0.00047653i,0.00090751+0.0005395i,0.00020589+0.00080196i,0.00023847+0.00055657i,-0.0004075+8.4114e-05i,-0.0012063-0.00066191i,-0.0006183-0.00013192i,-0.00010616+0.00049545i,-0.00010707+0.0008551i,-0.00090671+0.00090591i,-0.0019383-4.673e-05i,-0.0012061-0.00013636i,-0.00064469+0.00042213i,-0.00019297+0.0002966i,0.00046627+0.00028071i,3.0933e-06-0.0001087i,-0.00035643-0.00040524i,-0.00040724-0.00035204i
0.0010249+0.0014399i,0.00083457+0.0015198i,0.0015668+0.0019589i,0.002589+0.0018029i,0.0022412+0.0010412i,0.0011565+0.00070951i,0.00065325+0.00027318i,-0.00010328-0.00032287i,-0.00084202-1.2902e-05i,-0.00070979+0.00022815i,-0.00098002-0.00029054i,-0.0012304-0.00012169i,-0.0010695+0.00036786i,-0.00057235+0.00019275i,-0.00060404-5.5965e-05i,-0.00038902-1.3525e-05i,-0.00041584-0.00022812i,-0.00061006-0.00039243i,0.00020908-0.00025228i,0.00036317-0.00022141i,-0.00013572-0.00022744i,0.00054451+0.00020844i,0.00092113+0.00020556i
-0.000839+5.3523e-05i,-0.00046859+0.00072077i,0.00045898+0.0020972i,0.0013114+0.0021077i,0.0021808+0.00056269i,0.0021395-0.00035705i,0.00080101-0.0005162i,-0.00021953-0.00036929i,4.1583e-05+0.00046532i,0.00075257+0.0004209i,0.00062846-0.0005329i,-0.00023028-0.00080628i,-0.0001704-0.00041167i,0.00023316-0.00019362i,0.00075439+9.1153e-05i,0.00069595+0.0002408i,0.00011858+0.00029495i,-0.00037395+0.00067917i,-0.0013684+0.00043751i,-0.0012742+0.00023924i,-0.00044341+0.00033662i,-0.00018813+0.00026267i,7.4247e-05+0.00032535i
0.0009078-0.00070605i,0.00072332-0.00053074i,0.0016421+0.00096821i,0.0032291+0.0016633i,0.003883+0.0011284i,0.0027073+0.00065616i,0.0013966+0.00050108i,0.00015448+0.00044929i,-0.00057457-0.00027126i,-8.6412e-05-0.001049i,0.00043389-0.00099807i,0.0001248-0.00010381i,0.00029235-0.00010764i,0.00058863-0.00043444i,0.0005566+0.00019885i,0.00027694+0.00060953i,0.00020924+0.00033733i,0.00028665+0.00014327i,9.7702e-05+5.5707e-05i,0.00035425-0.00036841i,0.00020254-0.00064718i,-0.00030684-0.00049797i,-0.00014669-3.5002e-05i
0.00061153-0.0012462i,0.00078083-0.00086784i,0.00091735+0.0012079i,0.0013015+0.00184i,0.0019962+0.00030217i,0.0019845-0.0006747i,0.00077496-0.00018962i,-0.00015565+0.00040801i,-0.00038313-0.00020049i,0.00016288-0.00037448i,0.00025552-0.00022509i,-0.00065192-0.0001254i,-0.0010777-0.00025575i,-0.00027168-0.00078303i,-7.4045e-05-0.0004359i,-0.00026111+9.6929e-05i,-0.00019468+0.00044767i,-0.00054607+0.00055873i,-0.00068899+0.00047229i,-0.00016457+0.00024965i,0.00026399-9.8923e-05i,-1.3967e-05-0.00010153i,6.6093e-06-0.00024984i
0.00055733+0.00076801i,0.00027869+0.00085401i,0.00065908+0.0015316i,0.0015093+0.0012253i,0.0016114-0.00055341i,0.000862-0.001313i,3.5231e-05-0.00091149i,-0.00043481+0.00031578i,-0.00061784+0.00077375i,-0.00025441+0.00038581i,0.00042833+0.00035716i,0.00076857+0.00044325i,0.00029162+0.00036819i,-0.00040026+0.00054497i,-0.0002938+0.0012305i,0.00026748+0.0010304i,-8.1092e-05-0.00032657i,5.0929e-05-0.00040984i,-0.00024054+4.9337e-05i,-0.00073879-0.00065574i,-0.00015893-0.00066695i,0.00052445-0.00022275i,0.00028276+3.2048e-06i
-0.00058526+0.0013866i,-0.00016529+0.0023849i,-0.00046125+0.0024869i,-0.0003188+0.0019682i,0.0013446+0.0014782i,0.0017229+0.00078949i,0.00071871+0.00030105i,3.7326e-05+5.6708e-05i,-0.0001397-0.00071314i,0.00031809-0.00105i,0.00015906-0.00020429i,-2.3087e-05+0.00049749i,-0.00014113+0.00042248i,0.00015777+0.00045424i,3.5404e-05+0.00089671i,-0.00063634+0.00019394i,-0.00079793-0.00097013i,-0.00073998-0.00033348i,-0.00028329+0.00028494i,0.00049259+0.00097181i,0.00045487+0.0012073i,0.00030592-0.00010291i,7.7072e-05-0.000386i
-0.00073598+0.0012305i,-0.00078298+0.0015371i,0.00014732+0.001853i,0.0013611+0.00097357i,0.002754+2.4513e-05i,0.00268+7.06e-07i,0.0011737+0.00031618i,0.00015273+0.0009305i,-0.00011725+0.0011313i,-9.1809e-05+0.00059185i,-0.00015976+0.00042095i,-0.00018484+0.00039163i,0.00038143+0.00021766i,0.00073323+0.00027065i,0.00047074-0.00022891i,0.00017808-0.00062158i,0.00031068-7.9046e-05i,0.00060574+0.00042877i,0.00041894+0.0001016i,0.00020184-0.00015817i,0.0003829+0.00052276i,-3.3902e-05+0.0012i,-0.00014675+0.00095741i
0.0024278+0.0010656i,0.0011286+0.0010769i,0.00177+0.001417i,0.0023908+0.00064013i,0.0020461-0.00027184i,0.0013529-0.00048325i,7.618e-05-7.0905e-05i,-0.00049368+0.0013007i,-0.00049259+0.0017681i,0.00049478+0.00096086i,0.00052154+0.00088863i,-0.0005281+0.001558i,-0.0010583+0.00044725i,-0.00080738-0.00054173i,-0.00048843-0.00037953i,-0.00016651-0.00065304i,0.00048661-0.0005102i,0.00032354-0.00018521i,-0.00035771-8.2783e-06i,-0.00041965+8.6285e-07i,-3.7831e-05-0.0010583i,0.00054537-0.0014366i,0.00040578-0.00064341i
0.00051083-0.00026395i,-0.00053031+0.00034213i,-0.0012556+0.00064993i,0.00037097+0.00080641i,0.0013663+0.0013557i,0.0014188+0.0013163i,0.00069907+0.00030298i,-0.00062513-0.00046428i,-0.00033186-0.00069229i,-0.00023295-0.00021017i,-0.00037808-0.00016839i,0.00038664-1.8194e-05i,0.00011154+0.00083716i,-0.00013654+0.00091276i,0.00013288-0.0001031i,-0.00026962-0.00048725i,6.6258e-05-0.00016429i,0.00046271+0.00021536i,0.00078824+7.7238e-05i,0.00086065-0.00041696i,0.00026314-0.00020106i,-0.00017965+0.00013294i,-0.00072605+0.00034433i
-0.00096614-0.00046248i,-6.4964e-05+0.00076257i,0.00091196+0.0018955i,0.0018962+0.002266i,0.0024451+0.001666i,0.0020914+0.00035797i,0.00048487+0.00024424i,-0.00030049+6.5657e-05i,0.00032176+0.00022592i,0.00039541+0.00081298i,-9.801e-05+0.00035397i,-0.00014823+0.00014798i,0.00059088-4.6624e-05i,0.00074036-0.00059158i,0.00090043-0.00089875i,0.0010778-0.00090251i,-0.00014878-0.0002528i,-0.00092611+0.00063841i,-0.00054607+0.0002059i,0.00012884-0.0002102i,0.00011291+0.00012428i,-0.00014745-0.00021672i,0.00048316-0.00020364i
0.00037031-0.0013932i,0.00094805-0.00044144i,0.00097319+0.00083i,-3.6736e-05+0.0022834i,-0.00068459+0.0017136i,0.00045941+0.0004429i,0.0010057+0.00034942i,0.00028471+0.00046149i,-0.00021954+0.0008568i,2.9303e-05+0.00077855i,0.00017019+3.8563e-05i,0.00016167-0.00045652i,-0.00010073-0.00071819i,-0.00027574-0.00080406i,-0.00056787-0.00034752i,-0.00095488-0.00027587i,0.0001018-9.455e-05i,0.000606+0.00037762i,-4.3402e-05+0.00065937i,-7.0671e-05+0.00079057i,4.7229e-05+0.00058008i,0.00055999+0.00067465i,0.00056519+0.0007555i
-9.3142e-05+0.0011311i,-0.00038837+0.0014583i,0.00094216+0.0013627i,0.0023605+0.0016261i,0.0016374+0.0012842i,0.00067385-0.00026087i,0.00041646-0.00063804i,-0.00041835-0.00011898i,-0.00042455+0.00035243i,-9.5342e-05+0.0004005i,-0.00018435+0.00029177i,-6.5755e-05+0.00035489i,0.00051234-7.1721e-05i,0.00044291-0.00062944i,5.5176e-05-0.00024821i,1.7344e-05+0.00021003i,7.2459e-05+0.00013214i,-0.00016033-0.00084199i,-0.00013199-0.00098745i,0.00026661-6.5966e-05i,0.00059081+0.000242i,8.0465e-05+0.0004801i,0.00055967+0.00087093i
-0.00169-0.0018451i,-0.00091796-0.00049137i,-0.00054453+0.00071394i,-0.00023936+0.0014648i,0.00062324+0.0014139i,0.00096849+0.00081048i,0.00036766+0.00053312i,-0.00093549+8.1765e-05i,-0.001587-0.00028336i,-0.001054-3.5621e-06i,-0.00037914+0.00030463i,0.00036777+0.00057346i,0.00015309+0.00091556i,-0.00052391+0.00082032i,-0.00044251-2.7458e-05i,-0.00033012-0.00063269i,-0.00072651-0.00063563i,-0.00099027-0.00046747i,-0.00051674-2.2147e-05i,-0.00062414-0.00032699i,-0.000141-0.00064927i,0.00072175-0.00027422i,0.0006346-7.3316e-05i
-0.0031689+0.0017628i,-0.0011111+0.0040429i,0.00016365+0.0056168i,0.0020682+0.0046717i,0.0035188+0.0031046i,0.0030712+0.00088208i,0.001622-0.00048402i,8.0406e-05-5.4821e-05i,-0.00083776+0.00039897i,-0.00069462+5.5222e-05i,0.00011849-0.0006229i,0.0011005-0.00047003i,0.00055958-0.00016514i,0.00015551-0.0008262i,0.00072979-0.00052855i,0.00096724-0.00011321i,0.00087855+6.4668e-05i,0.00015504+0.00063588i,-0.00054499+0.00072971i,-0.0005613+0.00086994i,-0.00078204+0.00094251i,-0.00071712+0.00077602i,0.00033513+0.0012397i
0.00041004-6.7789e-05i,0.0014902-0.00027188i,0.0025578+0.00094105i,0.0028714+0.0021674i,0.0023424+0.0011495i,0.0014401-0.00012507i,6.0829e-05-7.3882e-05i,-0.00061705+0.00030503i,-0.00017284+0.00045633i,-0.00025825+0.00051584i,-0.00043601+0.00019007i,-8.4092e-05-0.00037492i,0.00028633-0.00038757i,0.00037316-9.7677e-05i,-0.00016259-0.00012408i,-0.0001577+0.00030334i,0.00025298+0.00070269i,0.00069313-3.0564e-05i,0.00073738-0.00032981i,0.00020364+1.1383e-05i,-0.00014777+7.0983e-05i,-0.00035669+0.00032909i,-0.00044071+0.00046333i
-0.00046581+0.00011599i,-0.0010222+0.0012204i,-0.0011814+0.0019959i,0.00091347+0.0020064i,0.0016316+0.0016505i,0.001135+8.6757e-05i,0.00037363-0.00099075i,-0.00039589-0.001313i,-0.00016348-0.0011124i,0.00024184-0.00041088i,0.00082185+3.5462e-05i,0.00044247-0.00048118i,-0.00048791-0.00085428i,-0.00042244+4.1713e-05i,-0.00025585+0.00070561i,0.00010859+0.00033904i,0.00073509+0.00011895i,0.00045262-0.00027859i,-0.00021972-0.00050724i,0.00016324+0.0001528i,0.00044674+0.00045749i,0.00016753+0.0010249i,-0.00014618+0.0010137i
0.00037622+0.00033224i,9.1036e-05+0.0012475i,0.0010701+0.0022782i,0.0019099+0.0024456i,0.0020674+0.0011884i,0.0019353+0.00021945i,0.0010729+0.00028812i,-0.00041454+0.00057666i,-0.00059299+0.0003743i,-1.7e-05-0.00012715i,-0.00023871-0.00080023i,-0.00074966-0.00042514i,-0.0012015+0.00048403i,-0.0012187+0.00014843i,-0.00086007-0.00046582i,-0.0010978-0.00027217i,-0.0011324-0.00047403i,-0.00088208-0.00054093i,-0.00099329-0.00021112i,-0.00062011-0.00054634i,0.00046054-0.00098828i,0.00079485-0.0010099i,0.00070372-0.00094924i
-0.0013698+0.0015855i,-0.00072891+0.0018635i,0.00099193+0.0025454i,0.0031963+0.0029564i,0.0035506+0.0014997i,0.0015542-4.5574e-05i,7.3996e-05-4.2819e-05i,-0.00015405+0.00019379i,5.8063e-05+0.00061827i,-0.00012831+0.00085333i,-0.00041947+0.00049844i,-0.00040453-0.00020278i,-0.00023354-0.0007264i,-0.00022795-0.00030328i,-0.00042107-0.00032745i,-0.0001565-0.00076203i,0.00011013-0.00044424i,0.00056942-6.7119e-05i,0.00047133+7.7123e-05i,-0.00020755+5.8897e-05i,-0.00028657+7.3449e-05i,-0.0002809+0.00042i,3.8679e-05+0.00017247i
0.0011366-0.0013658i,-0.00013675-0.0021878i,0.00028788-0.0018742i,0.0015302-0.00034632i,0.001156+5.3712e-05i,-0.00045875-0.00050898i,-0.00077592-0.00053756i,-8.7379e-05-0.00041533i,0.00027459+0.00017493i,6.9527e-05+0.0007506i,-0.00021851+0.00067746i,-0.00014728+0.0004014i,-0.00049171+0.00012653i,-0.00050467+0.00013545i,-8.5523e-05-0.00034406i,5.9601e-05-0.00074668i,0.00034906-0.00021916i,0.00035912+0.00023481i,-0.00027413+0.0003541i,-0.00026873+0.00041279i,0.00067936-3.4539e-05i,0.00084077+0.00047145i,0.00021769+0.00026449i
0.00083827+0.00046827i,0.0014544+0.00082039i,0.0024591+0.001687i,0.0032655+0.0016509i,0.0038222+0.00044254i,0.0033053+0.00020427i,0.001468+0.00060788i,-0.00033714+0.00040459i,-0.0004242+0.00019267i,0.00019341+0.00022493i,4.1484e-05-0.00024565i,-0.000618-0.0001935i,-0.00069372+0.00035312i,-0.00027013-0.00025198i,2.9804e-05+0.00010607i,0.00053317+0.00099245i,0.00051121+0.00029609i,0.00040306-0.00012811i,0.00045448+5.8012e-05i,0.00033557-0.00020452i,-6.4362e-05-0.00024262i,-0.0006901-0.00013813i,-0.00049375-2.2804e-05i
-0.00087227-0.00061413i,-0.0016592-0.00030669i,-0.0009715+0.00027535i,0.0002946+0.0016804i,0.0010685+0.0022558i,0.0016927+0.0011379i,0.0013184-9.2102e-05i,-0.0002638-0.00062569i,-0.0011069-0.00056033i,-0.00096916-0.00068955i,-0.0010201-0.00056848i,-0.0004624+0.00066845i,0.00057076+0.0017023i,0.00047518+0.001566i,-0.00045476+0.00036624i,-0.00034934-0.00052079i,8.3922e-05+8.5307e-06i,0.00011997+0.00020064i,-7.674e-05+2.2281e-05i,-0.00040722+0.00051067i,-0.00060525+0.00098859i,-0.00056969+0.0009124i,-0.00036682+0.00038929i
0.0016827+0.00079213i,0.0031222+0.0007983i,0.0035596+0.0010672i,0.0029308+0.00064404i,0.0025521-0.00020508i,0.0015106-0.00080896i,0.00028746+0.00018516i,-0.00047698+0.0006827i,-0.00035564+0.00056418i,-0.00020065+0.0005818i,-0.00042755+0.00016892i,-0.0012652+0.00058068i,-0.0017121+0.00049404i,-0.00090168-0.00054095i,0.00011781-0.00062374i,0.00068142-0.00020798i,0.00043222+0.0001796i,0.00055071+0.0004464i,0.0011345+0.00013404i,0.00044931-0.00019045i,-0.00013339-5.711e-05i,-0.00033637-0.00041743i,-0.00035617-0.00024952i
0.0021289-7.806e-05i,0.0016137-4.768e-05i,0.0016466-0.00067321i,0.0025532-0.00068945i,0.0020846+0.00016737i,0.0006376+5.5517e-05i,0.00049974+0.0002802i,0.00099832+0.00065441i,0.00073866+0.00097237i,0.00025981+0.00063576i,-0.00017451-0.00054218i,-8.6918e-05-0.00085048i,-0.00015159+1.8655e-05i,-0.0002245+0.00024246i,0.00012352+0.0002674i,-4.0371e-05+0.00031523i,0.00017217+0.0002574i,0.00023426+0.00096356i,0.00018202+0.0010234i,3.2801e-05+0.00012618i,-7.2248e-05-5.097e-05i,3.9916e-05-0.00038853i,-8.7202e-05-0.00063131i
0.0010458-0.0015103i,0.0010703-0.00074182i,0.0018362+0.0002443i,0.0030743+0.00092074i,0.0023379+0.0008965i,0.0019751+0.00039822i,0.0014651+0.00061483i,-5.7495e-05+0.00086181i,-0.00077333+0.001033i,-0.0011935+0.0010579i,-0.00085867+0.00069967i,-0.00033954+0.000187i,-0.00018661-0.00017915i,0.00041815-0.00030744i,0.001264+0.00021792i,0.0010146+0.00039139i,0.0001306-0.00028298i,-0.00055494-0.00044267i,-0.00054594-0.00073114i,-9.8379e-05-0.00090998i,-0.00023319-0.00011302i,-0.00033302+0.00033533i,-0.0002493-0.00046189i
2.947e-05+0.00041855i,0.00077778+0.0014137i,0.00037011+0.0020849i,0.00043874+0.001864i,0.0015796+0.0010178i,0.0022839-6.5601e-05i,0.0010351-0.0003614i,1.7613e-05-2.3409e-05i,-0.0007232+0.00019385i,-0.00090611+0.00024435i,-0.00064603+0.00012609i,-0.00051913-0.00028019i,-0.00042859-0.00098993i,-0.00073252-0.00094478i,-0.00078019-0.00066367i,-0.0003209-0.00058215i,-0.00015383+0.00024193i,-0.00057458+0.00031446i,-0.00023587+7.6726e-05i,0.00020175-0.00032984i,-8.8767e-05+2.5022e-06i,-0.00037551+0.00046919i,-0.000467-0.00012016i
0.000601-0.00025574i,-7.3602e-05+0.00034739i,0.0017219+0.0011888i,0.0025579+0.0019432i,0.0019039+0.00074553i,0.0012169-0.00085862i,0.00060503-0.0010834i,0.00021897-5.6163e-05i,-0.00079489+0.00030511i,-0.00066205-3.7585e-05i,-0.00046466-0.00030141i,-0.00087704+0.00025137i,-0.00038967+0.0010189i,-9.7902e-05+0.00053969i,5.2798e-05+7.6905e-07i,0.00037184-0.00024304i,0.00044002-0.00040282i,-0.00017487-0.00034244i,-0.000625-7.0096e-05i,-0.00054437+0.00038403i,0.00010139+0.0012591i,1.2136e-05+0.0014488i,-0.00025816+0.00036356i
0.00024793+0.0007861i,0.00078283+0.00027774i,0.0016062+0.0013936i,0.0024073+0.0023216i,0.0025064+0.0020055i,0.0014022+0.00086412i,9.4789e-05-4.5171e-05i,-0.000114-0.0003699i,0.00017509-0.00011753i,0.00031903+0.0003256i,0.00022791+0.00029014i,-0.0005825+0.00010827i,-0.00095292-0.00025438i,-0.0009466-4.3614e-05i,-0.00055184+0.00063594i,0.00033828+0.00040727i,0.00085965-2.1491e-05i,0.00060444+8.1832e-05i,0.00021807+0.00030149i,0.00012077+0.00078017i,-0.00023063+0.00060906i,-0.00019854+0.00019063i,0.00022542-0.00034227i
0.00052464-4.0888e-05i,-0.00032501+0.00029427i,-0.00044841+0.00033175i,0.00089404+0.00075646i,0.0015299+0.00053619i,0.0013003+0.00055364i,0.00094715+0.00088376i,-0.00050454+0.00072054i,-0.00065099+0.00023893i,-0.00029805+0.00021845i,-0.00034286+5.7243e-05i,-0.00029844-0.00031344i,-0.00018904+0.00049849i,0.00014431+0.00055919i,0.00031688-0.00051144i,-0.00010272-0.00066307i,-9.0001e-05-5.9153e-06i,0.00036422+0.0003156i,-1.9814e-06-0.00059112i,-0.00016623-0.0010377i,0.00093569-0.00021225i,0.0012302+0.0011444i,0.00077705+0.0009451i
0.00060056+6.5904e-05i,9.1604e-05-0.00037771i,-6.2912e-05+0.00078503i,0.0014094+0.0019886i,0.0021457+0.00051684i,0.0019016-0.0015458i,0.0012336-0.00073659i,2.7351e-05+0.00071391i,-0.00043308+0.0008537i,-0.00112+0.00017805i,-0.0014054-0.00031263i,-0.00077494-0.0001152i,0.00011128+4.5468e-05i,0.00053301+0.00010806i,0.00046045-7.1627e-05i,0.00028793-0.00021285i,-0.00015709-0.0008567i,-0.00019092-0.00070276i,-0.00030979-0.00011446i,-0.00021396-0.0006815i,-0.00015288-0.00030477i,-0.0003991+0.00019748i,-0.00032156-0.00020498i
