-0.00026694-0.0011661i,-0.00035608-0.0025235i,-0.00093177-0.002521i,-0.0014559-0.00092434i,-0.0013389+0.00071032i,-0.0019846+0.0023056i,-0.0020887+0.0024255i,-0.00075366+0.0017006i,0.0008085+0.0010658i,0.0012788+0.00036555i,0.00012631-0.00039529i,-0.00013389-0.0011924i,0.00079977-0.0010919i,0.00088703-0.00042145i,0.00075883-0.00022183i,0.00083114+0.00012273i,0.00038257+0.00045432i,0.0008959+0.00044485i,0.0012423+0.00014023i,0.00038711-0.00040868i,0.00011228-0.00072932i,-0.000647-0.00077926i,-0.00065503-0.00061015i
-1.0178e-05+0.00079368i,-0.00054151+0.0018026i,-4.0595e-05+0.0022165i,0.00046638+0.0024641i,0.00061851+0.0017929i,0.00079047+0.00036177i,-0.00027539+0.00036456i,-0.0007713+0.00095613i,0.00025261+0.0013648i,0.00072128+0.00070269i,0.00045722-4.4966e-05i,0.00016437-0.00041185i,0.0003523-0.00062417i,0.00086339-7.5309e-05i,0.00040223+3.6547e-05i,9.14e-05-0.00035366i,-0.0002827-0.00025642i,-0.0012687-0.00018489i,-0.0013241-0.00038451i,-0.00046143-0.0010962i,-0.00070151-0.00077401i,-0.00064167-1.3725e-05i,0.00035696+7.7671e-05i
-3.2705e-05-0.0014932i,-0.0014386-0.0011875i,-0.0019124-0.00060016i,-0.0014762-0.00055806i,-0.00026518+0.00019237i,0.00034286+0.0012801i,0.00051282+0.00077017i,0.0002939-2.9381e-05i,-0.00087607-0.0001109i,-0.00058952-0.00053608i,0.00026438-0.00017762i,9.535e-05+8.8556e-05i,0.00017002-7.4994e-05i,0.0006963+6.5421e-05i,0.00095257-0.00047047i,0.00085037-0.0010942i,0.00042409-0.00076942i,0.00027952+3.6836e-05i,0.00043909+0.0002165i,0.00079752-0.00038009i,0.00091409-0.00090074i,0.00029035-0.0014647i,-0.00045296-0.0010322i
-0.0010782-0.00039234i,-0.0011779+0.00061063i,-0.0015535+0.0019767i,-0.00093928+0.0024577i,0.0011915+0.0028445i,0.0022635+0.0024128i,0.0013309+0.0011638i,0.00027398+0.00017369i,-0.00034778-1.5898e-05i,-0.00044928+0.00020381i,-0.00012988+1.0156e-05i,1.6865e-05-9.3509e-05i,4.7837e-05+0.00036007i,7.3617e-05+0.00057915i,0.0003068+0.00013226i,-9.3102e-05-0.0004944i,0.00012686+0.00062286i,0.00059037+0.001255i,0.00067586+0.00030712i,0.0012321+0.0001846i,0.0015946+0.00069973i,0.00084571+0.00031416i,4.9705e-05-0.00018615i
-0.0019042-0.000171i,-0.0012269-0.001548i,0.000561-0.00093294i,0.00085381+0.00072507i,0.0012258+0.0013678i,0.0022589+0.0014152i,0.0019449+0.00056375i,0.0014381-0.00060018i,0.00061851-0.00089989i,-0.0001223-0.00031027i,4.014e-05+0.00036582i,0.00017248+0.00091629i,0.00037555+0.00071693i,0.00039858+0.00024014i,0.0001012+0.00037977i,0.00081863-9.5005e-05i,0.0012756-6.361e-05i,0.00061456+0.00038887i,0.00024231+0.0012076i,0.00010406+0.001158i,0.00016134-6.4866e-05i,0.00033681+2.157e-05i,-6.3232e-05+0.00098034i
2.442e-05+0.00036081i,0.00015397+0.00014995i,0.0010517+0.002506i,0.0014527+0.0023829i,0.0027615+0.00031922i,0.00139-0.0011905i,-0.00053284-0.00055574i,-0.0005419+0.00042201i,-0.00013713-0.00021732i,0.00072785-0.00092313i,0.0011737-0.0012543i,0.00051274-0.0010236i,-5.832e-05-0.00056473i,0.00019201-0.00037988i,0.00028979+0.00031043i,-0.00067964+0.00049448i,-0.00094558-0.00022937i,-0.00018387-0.00075158i,0.00062088+0.00010252i,0.00027165+0.0011611i,-0.00030394+0.0011475i,-0.00056673+0.00072093i,-0.00059747+0.00036884i
-0.00062415+0.00059563i,-0.00046108+0.0018425i,-0.0010605+0.0034272i,0.0002193+0.0029158i,0.0022031+0.0022558i,0.002187+0.0014561i,0.0019744+0.00032396i,0.0014033-9.5199e-05i,0.00053629-7.3868e-05i,0.00019134+0.00035964i,0.00046716+1.1027e-05i,0.00080113+1.9838e-05i,0.00061639+0.00018062i,0.00028707-0.00068407i,1.8189e-05-0.00076152i,-3.7252e-05-0.00040433i,0.00061759-0.0003159i,0.00056449-0.0006174i,-0.00028204-0.00035118i,-0.00033426-0.00030694i,-0.00022116+1.6169e-05i,-0.00023513+0.00072005i,0.00035791+0.00059098i
-0.00062073+0.0015624i,0.00052873+0.00043036i,0.0014635+0.00046522i,0.0018391+0.0019583i,0.0020854+0.0026966i,0.0015345+0.0014819i,0.00068626+0.00042523i,-6.0652e-05-3.2298e-06i,-7.0047e-05-0.00042474i,0.00012431-0.00023224i,0.00016725-0.00015348i,-0.00035594-0.00031865i,-0.00081745-0.00044201i,-0.00064879-0.00024841i,-0.00036813+0.00031416i,-0.00048122+0.00078634i,-0.00034657+0.00050368i,0.00025883+8.0225e-05i,0.00033886-0.00033025i,3.9426e-05-0.00010212i,0.00011304+0.00030078i,0.00012571+0.00014507i,-0.00075698+0.00023552i
-0.0024143-0.0011639i,-0.0031627-0.00075855i,-0.0019294-0.00014642i,0.0010289+0.00048844i,0.0021689+0.00071816i,0.0012977+0.00067088i,0.00043405+0.00071976i,9.0281e-05+6.5597e-07i,-0.00033773-0.00015562i,-0.00032551+7.0264e-05i,0.00012844-0.00039932i,0.00037802-0.00068681i,-0.0004871-0.0010342i,-0.00080099-0.00021358i,-0.00018243+0.0010931i,-7.8993e-05+0.00051197i,5.7303e-05-0.00045796i,0.00015336-0.00011592i,0.00044316-0.00016769i,0.00084345-0.00028423i,0.00063818+0.0001465i,0.00024084+0.00030945i,0.00034586+0.00023471i
0.0011961+0.002007i,0.0018803+0.0017486i,0.0024052+0.0021777i,0.0023116+0.0020286i,0.0020777+0.00089251i,0.0011613+0.00014188i,-0.00052642+0.00055459i,-0.0011483-1.2033e-05i,-0.001263-0.0010042i,-0.00069662-0.00082033i,0.0006642+7.8084e-05i,0.00079896+0.0002124i,-0.00031328+1.3985e-05i,-0.00037612-0.00053578i,0.00035154-9.3544e-05i,0.00095788+0.00032369i,0.0010608+0.00010132i,0.00014035-0.00032499i,0.00025162-0.00070908i,0.00046438-0.00057377i,-0.0002111-0.00034583i,-0.00024477-0.00041493i,9.6397e-05-0.00071996i
-0.00094724-0.0023739i,-0.00074644-0.0027596i,-0.00061374-0.0019448i,0.00057808-1.3218e-05i,0.0017908+0.0015304i,0.0022261+0.0019095i,0.0011219+0.0016071i,-0.00049975+0.00055985i,-0.00038567+0.00015458i,-0.00034437+0.00028429i,-0.00065773+0.00019848i,-0.00054237+0.00047495i,-0.00012766-2.3531e-05i,0.00067202-0.00076218i,0.00036143-0.00024914i,-0.00034816+5.3093e-05i,-0.00037607-4.6691e-05i,-0.00043966+0.00033302i,0.0001813+8.4067e-05i,0.00089534+0.000476i,0.0008444+0.00096773i,0.00045073+0.00076008i,-3.2633e-05+0.0012839i
0.0013397+0.0033437i,0.0016686+0.0036977i,0.0018026+0.0025184i,0.0017857+0.0015584i,0.00158+0.0010694i,0.00050454-2.5804e-08i,0.00021901-0.00082617i,0.00077156-0.00065342i,0.00090359-0.00025466i,0.00051295-0.00031052i,0.00035009-0.00046724i,0.00065935-0.00037597i,0.00058001+0.00017655i,-0.00095867+0.00066317i,-0.001477+7.5168e-05i,-0.000295-0.00071001i,0.0001665-0.0006479i,-1.0779e-06+0.00023266i,0.00066991+0.0001917i,0.00099806+0.00018499i,0.00044525+0.00030467i,-0.00028383-5.7906e-05i,-5.7312e-05-0.001007i
-0.0013973+0.00078104i,-0.0025747+0.00123i,-0.001542+0.00098876i,0.00043563+0.0010476i,0.0014466+0.00089359i,0.0012923+0.00068791i,0.0009529+0.00026837i,0.00029372-9.903e-05i,0.0001071-0.00021477i,0.00051719+4.796e-05i,0.00053736+0.00012087i,4.0161e-05-0.00046064i,-0.00013765-0.0011982i,0.00047772-0.0010905i,0.00095792-0.00016833i,0.00099393-2.0394e-06i,0.00062382-2.7574e-05i,0.00010388+0.00020595i,-2.1863e-05+4.3153e-05i,0.00059651+0.00012618i,0.0002691-2.9446e-05i,-0.0010835-0.00021223i,-0.001249+0.00012527i
0.00045205-4.1345e-05i,0.0013545-0.00036605i,0.00097862-3.1883e-05i,0.00094343+1.8937e-05i,0.0022316+0.00036339i,0.0019655+0.00049875i,0.0008966+0.00030409i,0.0010836-0.00057003i,0.00041393-0.0010589i,-0.00038454-0.00079432i,0.00034904-0.00073277i,0.00074829-0.00091156i,-0.00053816-0.0014876i,-0.0010861-0.0014354i,-0.00045792-0.0011222i,-0.00023268-0.00060628i,-0.00015005-0.00013456i,-5.6562e-06+0.00021734i,6.4646e-05+0.00015009i,0.00035619+0.00033724i,0.00083635+0.00026537i,0.00093217-0.0001708i,0.00057507+0.00033785i
0.0010086+0.00027305i,0.00093804+0.00025904i,-0.00018005+0.00011635i,-0.0012262+0.00048796i,-0.00075351+0.00076227i,0.00053616+0.0010921i,0.00072088+0.0015395i,0.00029785+0.00069667i,0.00010979+0.00010252i,-2.4823e-05+4.5624e-05i,-6.8916e-06-0.00045921i,-0.00020033-0.00045734i,-0.00016124+0.00020388i,0.0010065-0.0001103i,0.0011973-0.00031503i,0.00017688+0.00026788i,2.7999e-05+0.00032964i,-0.00018069-0.00044245i,-0.00059035-0.00048546i,-0.00032755+0.00021669i,0.00031828+0.00049739i,-0.00010605+0.00034078i,-0.00093141+0.00018207i
-0.00097987+0.00051064i,-0.00048778+0.00045398i,-0.0004686-0.00032135i,0.00019406+0.00037166i,0.001528+0.0013834i,0.0012319+0.0008154i,0.00042842+0.00024905i,-0.00076158+3.3607e-05i,-0.00132-0.00039207i,-0.00021359-0.00014632i,0.00046568+0.00029344i,0.0010212+0.00052387i,0.00069439+0.00037935i,0.00033473-0.00019495i,0.00057875+0.00011864i,-0.00014988+0.00098759i,-0.00060571+0.0011223i,-0.00068359+0.00060847i,-0.00045371-6.2627e-05i,-9.0723e-05-0.00012739i,-7.6275e-05+0.00061154i,-0.00031206+0.0011128i,-0.00023584+0.00073406i
0.00025109-0.0013324i,-0.00036372-0.00074545i,-0.00099488+0.00039587i,-0.0016623+0.0011845i,-0.0017462+0.0014877i,8.9061e-06+0.0014105i,0.00041007+0.001347i,0.00014282+0.00057463i,0.00044033+0.00012685i,0.00050425+0.00037848i,0.00057199+0.0010304i,0.00084203+0.0012708i,0.001001+0.00038935i,0.00010895+0.00037793i,-0.0003076+0.0013141i,-0.00053724+0.00072167i,-0.00026122-0.00053699i,0.00055162-0.001086i,0.00061468-0.00067451i,0.00067086+4.7079e-05i,0.00025565-2.0871e-05i,0.00012785-2.1456e-05i,-0.00031999+0.00018252i
-0.00039426+0.00048137i,-0.0004561+0.00039695i,-0.0011825+0.00081744i,-0.00069529+0.0017721i,0.00059357+0.0015627i,0.0013815+0.0010825i,0.0016385+0.00059491i,0.0007283+5.1548e-05i,-0.00053077+0.00027919i,-0.00065514+0.00052146i,-0.00054683-0.00020819i,-0.00036598-0.00094604i,-8.8427e-05-0.00082159i,-0.00039265-0.0003097i,-0.00023807+0.00030503i,0.00052196+6.1906e-05i,0.00018581-0.0004856i,-0.0008196-0.00078226i,-0.0010587-0.00063466i,-0.00016935+0.00022776i,0.00046138+0.00068067i,0.00073044+0.00048626i,-6.2171e-05+0.00045675i
-0.0024986+0.0012252i,-0.00040557+0.00078598i,0.0013137+0.0014115i,0.0016706+0.001029i,0.00183+0.0015369i,0.0010888+0.0020922i,0.00074298+0.00096364i,0.00050238-0.0001967i,-0.00043735-0.00085018i,-0.00095119-0.00043727i,-9.973e-05-2.1001e-05i,0.00085267+0.00018112i,0.0011154+0.000352i,0.00085582+0.00017703i,0.00048662-0.00025172i,0.00033419-0.0005243i,0.00010873-0.00053203i,0.00037361-0.00048801i,0.00011893-0.00031058i,-0.00023686-0.00046036i,-0.0002545-0.00059491i,-0.00062915-0.00039298i,-0.00071259+1.7484e-05i
0.00016143-0.0012872i,0.0011009-0.0009983i,0.00070488+0.00028179i,0.00045409+0.00098629i,0.001284+0.0012203i,0.0012605+0.0014734i,0.00057868+0.00081584i,0.00017507+7.8709e-05i,-2.3867e-05-7.061e-05i,-0.0002558+0.00026405i,0.00030301+0.00036306i,1.0842e-05+0.0001619i,0.00011955+0.00030927i,0.00054601+0.00015192i,0.00055474-0.00018345i,0.00067111-8.4896e-05i,0.00081579+0.00014594i,-6.4806e-06+0.00035974i,-0.00036698-0.00011986i,0.00013505-0.00083169i,-0.00027856-0.00083601i,-0.00015428-0.00036636i,-0.00026-0.00045519i
0.0013986-0.00065461i,0.00052474-0.00086261i,-0.0012052-0.00042506i,-0.0014807+0.00080579i,0.0001557+0.0014692i,0.00078404+0.001184i,0.00044108-5.7534e-05i,0.0001843-0.00019815i,-0.00049328+0.00073792i,-0.00089839+0.00040214i,-0.00099574+0.00018192i,-0.00034324+0.00031286i,0.00055328-0.00059526i,0.00097852-0.00071733i,0.00045646-0.00045546i,-0.00080821-0.00042605i,-0.0010976-0.001385i,-0.00037584-0.001693i,-0.00013134-0.00014239i,-0.00035547+0.00042907i,-0.00039206+0.0007908i,-4.5805e-05+0.00088333i,-0.00011776+0.00025142i
-0.0023511+0.0008681i,-0.0020344+0.00082379i,-0.00085877+0.0010605i,-0.00020685+0.0013439i,0.00071385+0.0014941i,0.001673+0.0010442i,0.0010544+0.00078164i,0.00022713-0.0001277i,-0.00012507-0.00064361i,0.00015769-2.6511e-05i,0.00044105-9.0314e-05i,-1.5956e-05-7.1716e-05i,-7.9717e-05+0.00014248i,0.00015367+0.00011228i,-0.00016203+0.00021826i,-0.00039254+0.00032747i,-0.00015121+0.00034968i,0.00013936-0.0001091i,-4.7077e-05-0.00079095i,-0.00091762-0.0012119i,-0.00052299-0.0010373i,0.000587-0.00023158i,3.4865e-05+0.00021596i
0.0020925+3.3088e-05i,0.0021728-0.0011782i,0.0018894-0.00059076i,0.00094693+0.00037459i,0.00068939+0.00051404i,0.00096655+0.00072059i,0.0010376+0.00047878i,0.00060605+7.4614e-05i,0.00020779-0.00020986i,0.00039168-0.00042481i,0.00057899+0.00025483i,0.00020927+0.001425i,-0.00010778+0.0013777i,-0.00020175+0.00074181i,-0.00037556+0.00018422i,-0.00017277-0.00050166i,0.00032145-0.00069021i,0.00068571-0.000414i,0.00019164+0.00011251i,-0.00071139+0.00013448i,-0.0006026+0.00015607i,-0.00033759-0.0003936i,-0.00064056-0.0006276i
0.00013446+0.0019795i,-0.00019924+0.0020496i,-0.00018788+0.001256i,-0.00015808+0.00070465i,9.824e-05+0.0010459i,0.00053057+0.00088417i,0.00047697+0.00085049i,-0.00015254+0.00092913i,-0.00080481+0.00049006i,-0.00065798+5.2262e-06i,7.9216e-05-0.00018398i,0.00022578+5.0568e-05i,-3.4197e-05+0.00010206i,-0.00034954-0.0002223i,7.0665e-05-3.196e-05i,0.00033397-0.00037496i,0.00057354-0.00099856i,0.0011049-0.0011052i,0.0010321-0.00040672i,0.00020259+0.00062666i,0.00015551+0.00087737i,-0.00025722+2.4047e-05i,-0.00094913-0.001102i
-0.00059198-0.00073738i,0.00026894-0.0011541i,-0.00051533-0.00083699i,-0.00079713+0.00052372i,0.00080395+0.0013279i,0.0026027+0.0015459i,0.0019931+0.0010222i,0.00045856-0.00039411i,-0.00018173-0.00076444i,-8.4111e-06-0.00022506i,0.00018813-0.00028795i,0.00021308+0.00014965i,0.00013617+0.00041582i,0.00019537-0.00031778i,-6.4645e-05-0.00040896i,-0.00046903+2.3744e-05i,-0.00024384+0.00044946i,3.1935e-05+0.00040408i,-0.0010815-0.0001526i,-0.001138-0.00011238i,0.00024431-0.00016878i,0.0010159+0.00047808i,0.00052378+0.00081023i
0.001542-0.0011709i,0.00050863-0.00049442i,-0.00056083-0.00033811i,0.00020815+0.00029935i,0.00062689+0.0010174i,0.0005104+0.0012864i,7.8107e-05+0.0011774i,-0.00054457+0.0012372i,-0.00063127+0.00071649i,-0.00032943+0.00019273i,0.00042358-0.00020345i,0.00056043-0.0005022i,0.00030342-0.00031984i,0.00049527-0.00010914i,0.00062669-0.00021979i,0.00090684-0.00013097i,0.0009046-0.00028872i,0.00047783-0.00052648i,0.00022705-0.00061188i,0.00031071-0.00045375i,0.00090221-0.00012134i,0.00068761+0.00053462i,8.7271e-05+0.00030774i
0.0012603-0.0011772i,0.0017425-0.0019726i,0.0014955-0.0025959i,0.0011739-0.0012129i,0.0012182+0.00067857i,0.001118+0.00072534i,0.00050886+0.00098539i,-8.6819e-05+0.00078887i,-0.00027826-0.00012434i,9.4216e-06-0.00022437i,-1.404e-05-0.00023835i,0.00011521+6.9583e-05i,0.00012491+6.8659e-05i,-0.00048939-1.4665e-05i,0.00020926+0.00062231i,0.00073923+0.00020656i,8.6103e-05-0.00072055i,-0.00063751-0.0010423i,-0.00056108-0.00092582i,0.0001468-0.00052399i,0.00024503-0.00030247i,0.00031579-0.00012911i,4.5258e-05-0.0004402i
-7.9525e-05+0.0023808i,-0.00070815+0.0026328i,0.00081099+0.0030243i,0.0026953+0.0017472i,0.0026951+0.00050092i,0.00233+4.4427e-05i,0.0021653-0.00077988i,0.00045373-0.0014823i,-0.0004524-0.0013817i,0.00046242-0.0014882i,0.0012306-0.0015188i,0.00068528-0.00086762i,0.0001368-0.00036215i,0.00081662-0.00050429i,0.00089829-0.00079632i,0.00052803-0.00035807i,-0.00010986-0.00024402i,-0.00043214+0.00028552i,-0.00041688+0.00070377i,-0.00063675+0.00063324i,-0.00044116+0.00061438i,-8.244e-05+7.6278e-05i,-6.3807e-05-0.00021194i
0.0013502+0.0014965i,0.001269+6.4743e-05i,0.00093303-0.00088841i,0.00080915+0.00013507i,0.00095116+0.0012582i,0.001135+0.0013262i,0.0006767+0.00029245i,0.0004554-0.00070202i,0.00063832-0.00075486i,0.00046745-6.8432e-05i,-2.296e-05+0.00062405i,-0.00031989+0.00045549i,-0.00041069-0.00076703i,-0.00019249-0.001454i,0.00042172-0.00099182i,-0.00013276+6.8388e-05i,-0.00024763+0.00078659i,0.00040939+0.00032091i,-0.00025158-0.0003712i,-0.00099001-0.00042116i,-3.152e-05-0.00049998i,0.00061174-0.0004065i,0.00038287-0.0006664i
-0.0014078-0.00074371i,-0.0012628-0.00044877i,-0.00138+6.1439e-05i,-0.00039807+0.00059456i,0.00088525+0.0014814i,0.00086944+0.0011013i,0.00056779-0.00016949i,0.00018624-0.00050279i,-0.00046292-0.00070033i,-0.0011568-0.00057896i,-0.00097677-0.00015208i,-0.00040469-0.00011604i,0.00018656+0.00037748i,7.7294e-05+0.0011955i,-0.00030566+0.00079897i,-0.00018469+0.00034713i,-5.308e-05+0.00047288i,-7.905e-05+0.00024204i,0.00011473-0.00031201i,0.00051604-0.00072779i,0.00024044-0.00031256i,-0.00033089-0.00016746i,-0.00073866-0.00019561i
0.00054887-0.00033472i,-6.3552e-06+0.00043784i,0.00022076+0.001266i,0.00081769+0.0017424i,0.0016723+0.001578i,0.0016607+0.00063349i,0.0018232+4.5916e-05i,0.0018232+9.9902e-05i,0.00063438-0.00031276i,-0.00014155-0.00035943i,0.00010589-1.7049e-05i,-0.00038821-0.00016205i,-0.0011232-0.00033208i,-0.00063442+0.00025203i,0.00030665+0.00042559i,0.0004357+3.7366e-05i,-0.00010534-0.00069826i,-7.3404e-05-0.0011213i,8.8207e-05-0.00060478i,0.00033344-9.2875e-05i,0.00086308+0.00053009i,0.00039751+0.00077616i,0.00014256+0.00058959i
0.0007734+0.00041905i,0.0015144+0.00069694i,0.0011716+8.0866e-05i,0.0012063+0.00020402i,0.00091491+0.0014668i,0.0006607+0.0019279i,0.001055+0.0011379i,0.00096179+0.00043053i,0.0010174+0.00016636i,0.00088496+8.5171e-05i,0.0001374-4.5564e-05i,-0.00084178+3.4396e-05i,-0.0013308+0.0001255i,-0.00046986+7.2405e-05i,0.00030908+0.00035626i,0.00025809+0.00015097i,-0.00044262+8.9398e-05i,-0.00076207+4.0266e-05i,0.00016001-0.00051701i,0.00090706+0.00016535i,0.00083494+0.00077596i,0.00017069+0.00016042i,-0.00045518-0.00086377i
-0.001116+0.00072934i,-0.00041596+0.00041963i,0.0011943+0.00050828i,0.0020415+0.0013437i,0.0018908+0.0014199i,0.0014643+0.00032661i,0.00047421-0.00029536i,-2.567e-06+0.00032609i,3.8171e-05+0.00065957i,-0.00053488+0.00020097i,-0.00015958+0.00010597i,0.00021784+0.00013638i,4.7882e-05-5.9214e-06i,-0.00015256-4.2338e-06i,-0.00011619-0.00020561i,0.00010328-0.00085982i,-0.00016868-0.0013448i,-0.00056392-0.001065i,-0.00036067-0.00018723i,-0.0003397+0.0002931i,-0.00068663-0.00018132i,-0.0005251+0.00017072i,-0.00042052+0.00065364i
0.00091309-0.00091189i,0.00072866-0.00022691i,-0.00012454+0.0015767i,0.00033978+0.0023888i,0.0012113+0.0027915i,0.0010479+0.0024166i,0.00079196+0.0010122i,0.00088871+0.00041164i,0.00045458-0.0004567i,-0.00016394-0.0011517i,0.0003058-0.001131i,0.00063862-0.00084365i,0.00059225+0.00012139i,0.00075395+0.00065382i,0.00053216-0.00019716i,0.00045772-0.00069665i,0.00024792-9.1856e-05i,-0.00047501+0.00039533i,-0.00084858+0.00038997i,-0.00040014+0.0002848i,-0.0010007+0.00016428i,-0.0010979-0.00022534i,-4.4183e-05-0.00041814i
-0.0015869+0.00090473i,-0.0014553+0.0010806i,-0.00034029+0.0004638i,0.00053296+0.00038689i,0.00077036+0.00093234i,0.00078376+0.00085738i,0.00096225+0.00022553i,0.00071255+0.00041217i,3.9908e-05+0.001034i,-8.2282e-05+0.00066684i,-0.00025951+0.00049213i,-0.00059579+0.00046358i,-0.00052452+0.0003741i,0.00022838+0.00045771i,0.00046868+0.00011528i,0.00059858+9.4306e-05i,0.00079671+0.00034632i,0.00039038+2.4106e-05i,0.00041092+0.00013275i,0.00062956+0.0010455i,0.00045592+0.001058i,-0.00030309+0.0007303i,-0.00029192+0.00036443i
-0.00090581+0.00083573i,-0.0012116+0.00070646i,-0.00046162+0.00070103i,0.00011344+0.00094082i,0.00085281+0.00092217i,0.001309+0.00095505i,0.00056212+0.00059582i,-0.00011767-0.00030299i,-0.00072424-0.00013707i,-0.00082681+0.00038922i,-0.0010563+0.00035083i,-0.00049272+0.00030268i,0.00030594+0.00015473i,0.00027915-0.00027497i,0.00020754-0.00026291i,0.00014288+0.00012334i,-0.00011683+0.00010187i,-6.393e-05-0.00025602i,0.00034252+0.00022515i,9.3392e-05+0.00050161i,-0.00023391+0.00062501i,-0.00028848+0.00033188i,-0.0003588-0.00042842i
-0.0012694+6.7454e-06i,-0.0024244+0.00049829i,-0.0030889+0.0010516i,-0.0012139+0.0015699i,0.0013704+0.0023155i,0.001613+0.0019321i,0.0005069+0.0011145i,-0.00029733+0.00040218i,0.00039973-0.0001941i,0.0011376-0.00032106i,0.00046059-0.00070003i,-5.5524e-06-0.00092644i,0.00095446-0.00071625i,0.00089056-0.00037845i,-1.3232e-05-0.00023817i,-0.00074417+0.00037062i,-0.00073895+0.00069971i,6.6524e-05+0.00055199i,4.6073e-05+0.00067216i,-0.00074118+0.00037107i,-0.0006765+0.00027145i,-0.00058095+0.00060901i,-0.00031048+0.00090189i
0.0022518+0.00022739i,0.0016396+0.00028383i,0.00075976+0.00038621i,0.00059094+0.0009446i,0.000361+0.0012581i,0.00021259+0.0013436i,0.00039648+0.0014617i,0.00039843+0.00086272i,-0.00025682-0.00036735i,0.0005295-0.00039078i,0.0010802+0.00043124i,0.00035251+0.00050009i,-0.00021154+0.00014397i,3.5019e-05-0.00017219i,0.00063484-0.00048753i,0.00074049-0.0010753i,0.00024072-0.0012633i,-0.00016882-0.0010945i,-0.00027318-0.00030414i,-0.00047862+0.00033736i,-0.00089107+2.0233e-05i,-0.00075749-0.00010641i,-0.00013521+0.00074253i
-0.00089511-0.00050576i,-0.00077528-0.00093297i,-0.00095942-0.00057378i,-0.00057208+0.00048544i,-1.7364e-05+0.00085138i,0.00033487+0.00059002i,-3.8692e-05+0.00033985i,0.00027973+0.00045278i,0.00062484+6.4272e-05i,0.0003923-0.00055286i,0.00043181-0.00043446i,0.00066659-0.00011405i,0.00079698-0.00014409i,0.00064582-8.7221e-05i,7.6885e-05-1.7227e-05i,0.00028125+0.00024612i,0.00036543+0.00057513i,-1.4293e-05+0.0006951i,4.0456e-06+0.00068029i,-0.00028718+0.00086157i,-0.00050139+0.00018196i,0.00024905-0.00072435i,0.00036855-0.00058109i
0.0020951+0.00068572i,0.0018059+0.00072804i,0.00059001+0.00082301i,0.00088264+0.0012803i,0.0010756+0.0019951i,0.00015363+0.0010005i,-0.00020219-0.00051881i,0.0001849-0.00041482i,0.00031282-1.1123e-05i,-0.00021262-0.00042405i,-0.00069231-0.00072164i,-0.00046374-0.00088478i,0.00020428-0.00035567i,0.00046724+0.00070292i,-1.5725e-05+0.0002696i,0.00023252-0.00047277i,0.00043917-0.00032066i,0.00013825-0.00015223i,0.00023914-0.00015962i,0.00033693-0.00044379i,0.0004952-9.2605e-05i,0.00063882+0.00033474i,0.00063229-0.00015229i
0.0010505+0.0003925i,0.00079451-0.0012184i,0.00015269-0.0015941i,0.0002492-0.00061814i,0.0012803+0.0006314i,0.0017363+0.00089106i,0.00088296+0.00072812i,-0.00031419+0.0010178i,9.4603e-05+0.0012292i,0.00020223+0.00098838i,-3.6183e-05+3.7115e-05i,-8.8886e-05-0.00016149i,-0.00012114+0.00017435i,-0.00034094-0.00032695i,-0.00025199-0.00083752i,0.00038435-0.00056273i,2.3489e-05-7.2208e-05i,-0.00077244-0.00054455i,-0.00052005-0.00072434i,-0.00026021+0.00033491i,-0.00050835+0.0010772i,-0.00071851+0.0015931i,-0.00061379+0.0014881i
-0.0010294+0.0010117i,0.00015564+0.0015156i,0.0011518+0.00055713i,0.0015538+0.00047097i,0.0011735+0.00075163i,0.00087002+0.00091847i,0.0006005+0.0003798i,-0.0001197+0.00024522i,-0.00049365+0.00059491i,-0.00059552+0.00025509i,-0.00065392-0.00055736i,-0.00034609-0.00043028i,-0.00014809+0.0001059i,-0.00024744+0.00046842i,-4.1142e-05+0.00075131i,0.00034862-0.0002119i,0.00041384-0.001578i,0.00043279-0.0010663i,0.00089486-4.5185e-05i,0.00044754-0.00021203i,0.00017581-0.00039192i,0.00012319-0.00016957i,0.00015816-1.0457e-05i
-0.0014559-0.00022913i,-0.0017813-0.00066374i,-0.0010535-0.00028516i,-0.00044785+0.00093641i,0.00053475+0.00148i,0.0014531+0.0009185i,0.00062327+0.00048562i,-4.4719e-05+0.00034691i,-0.00029593-8.2014e-05i,-0.00013483+0.00027273i,4.8543e-05+0.00046296i,-0.0002088+0.00028057i,-9.7968e-05-0.00028114i,2.1401e-05-0.00082369i,-0.0001324-0.00051831i,-2.3666e-06-1.8114e-05i,0.00054355-0.000187i,0.00076318-0.00045594i,-0.00027918-0.00072997i,-0.0015038-0.00062899i,-0.0014511-1.1783e-05i,-0.00077691-0.00047375i,-0.00013734-0.00088672i
0.0014378+0.00053026i,0.00081173-6.1378e-06i,0.00022755-0.00019585i,0.00071894+0.00071683i,0.0013471+0.0016038i,0.0010234+0.0011696i,0.0005205-5.2571e-05i,-3.6331e-05-0.00064263i,-0.00012846-0.00036564i,0.00046929-0.00035349i,0.0006321-0.00068529i,0.00013388-0.00090927i,0.00021262-0.00069442i,2.0014e-05-0.00013528i,-0.00092293-0.00076712i,-0.00040509-0.0010676i,0.00046563-0.0004553i,0.00028997+0.00022777i,0.0003918+0.00084294i,0.00084939+0.00034437i,0.0011789-0.00022653i,0.00091406+0.00015836i,0.0001708+0.00072113i
