-0.0031157+6.6827e-05i,-0.0015924+0.00041647i,-0.0011089+0.00083487i,-0.00021131+0.0013816i,0.00026112+0.0023418i,0.00015639+0.0023987i,0.00013434+0.0018371i,3.0305e-05+0.0014614i,-5.1115e-05+0.00050424i,0.00055687-0.00034813i,0.00068518-0.00039019i,0.00071853-0.00056485i,-0.00017247-0.00069014i,-0.00099423-0.0005334i,0.00011933-0.00075686i,0.0002087-0.00034601i,-0.00028334+0.00045497i,-0.00047704+0.0012478i,-0.00079992+0.0011932i,-0.00019051+0.00020482i,0.0003433+0.00022345i,3.5052e-05+0.00067693i,-0.00019079+0.00041189i
5.8894e-05+0.00032322i,0.00024585+0.00050337i,0.00063268+0.0010574i,0.0014019+0.0021076i,0.0016513+0.0019828i,0.00099144+0.0005424i,0.00016581-0.00012972i,-0.0001257-0.00029222i,-0.00031308-0.00057876i,-0.00060141-0.00058547i,-0.00078051-0.00011152i,-0.00055525-0.00040125i,0.000388-0.001153i,0.00045107-0.00095419i,9.5249e-05-0.00049604i,0.00015376-0.00031304i,-0.00028936-0.00011513i,-0.0003263-0.00033517i,0.00026886-0.00062136i,0.00045157-0.00033991i,0.00065295-5.5999e-05i,-5.1863e-05+0.00034546i,-0.00021027-0.00013032i
-0.00066619+0.0011345i,-0.0003611+0.0013463i,0.00046552+0.0013796i,0.00067842+0.00081269i,0.00070367-0.00012029i,0.00039041+0.00026089i,0.00013605+0.0010743i,0.00013964+0.0014107i,-0.00010848+0.0011111i,-3.4718e-05+6.7548e-05i,0.00027647-0.00063644i,-0.0003267-0.00049767i,-0.00072551+0.00032368i,-0.00063143+0.0004723i,-0.0012134-0.00034017i,-0.0014156-0.00097812i,-0.00037701-0.00074332i,0.00083523-0.00013159i,0.00091033+0.00030127i,-4.5281e-05+0.00037403i,-0.00072463+0.00013751i,-0.00019337-7.532e-05i,0.00095125-0.0002224i
-0.0015999+0.00018398i,-0.0012239+0.001224i,-0.0016224+0.0019207i,-0.0004955+0.0026244i,0.00087824+0.0024295i,0.0014199+0.00089721i,0.00064545+3.613e-05i,-0.00045455-7.2859e-05i,-0.00046527+3.4864e-05i,0.00018437+0.00022659i,0.00041982+0.00024924i,0.00030921-0.00035707i,0.00023651-0.00054703i,0.0005498+9.1615e-05i,0.0010443-0.00043286i,0.00095457-0.0012034i,-3.4875e-05-0.00050544i,4.5284e-05+0.00086948i,0.00038388+0.00072905i,5.6553e-05+0.00018944i,-0.00017683+3.7672e-05i,-0.00040966-0.00034277i,-0.00055956-0.00090261i
0.001467+0.00035005i,0.00083847+0.00024163i,0.0013794-2.1263e-05i,0.0016971-0.00081119i,0.00088153-0.0015147i,0.000106-0.00068288i,-0.0010061+0.00042888i,-0.0014607+0.00042095i,-0.00077329-0.00015354i,2.9518e-06-0.00099336i,0.00068051-0.00072771i,0.00059975+2.2171e-05i,0.00036302-0.00011403i,0.00070156-0.00029118i,0.00092201-0.0002006i,0.00045932-0.00042118i,-0.00011596+0.00016431i,-1.6009e-05+0.00099846i,0.00062526+0.00019603i,0.00077607-9.7443e-05i,0.00093161+3.9995e-05i,0.00067936-0.00041934i,7.1495e-05+3.3557e-05i
-0.0003152+0.00032616i,0.00044824-5.6806e-05i,0.0017321+0.00064528i,0.0023528+0.00094734i,0.0023792+0.0005183i,0.0016086+0.00082664i,0.00050541+0.00084952i,3.8221e-06+0.00068661i,-0.00036237+0.00072594i,-0.00017847+0.0006653i,5.2384e-05+9.2021e-05i,-0.00047943-0.0001692i,-0.00071774+5.1533e-05i,-0.00012273+0.00015199i,-0.00011304+0.00011539i,0.0002734-0.00029777i,0.0011008-0.00012673i,0.0014746-2.8079e-05i,0.0006885-0.00034059i,-8.8351e-05-0.00049733i,-8.1257e-05-0.00068582i,0.00021329-0.00036462i,0.00050294+0.00013231i
-0.00034775+0.0019717i,-4.341e-05+0.0023798i,4.5371e-05+0.0018388i,0.00071188+0.00081157i,0.0012553+0.00059373i,0.000753-0.00012996i,-0.00016816-1.702e-05i,-0.00036582+0.00072964i,-0.00012353+0.0006574i,0.00035491+0.00018796i,-0.00015674+3.2262e-07i,-0.0010142-8.3908e-05i,-0.00057643+0.00027993i,3.7465e-05+0.00091838i,0.00050116+0.0006509i,0.00043246-4.5173e-05i,-0.00014998-0.0002082i,-0.00041934-0.00032272i,-0.00064743+0.00018349i,-0.00067918+0.00057885i,-0.0001735+0.00038642i,9.1438e-05+0.0002429i,0.00017181-3.1447e-05i
-0.0018923+0.00067305i,-0.0015254+0.0012628i,-0.00088416+0.0025222i,-0.00053377+0.0028737i,0.00056581+0.0027028i,0.0018007+0.0025803i,0.0018112+0.0016369i,0.00093458+0.00014367i,0.00057634-0.00036025i,0.00092249-0.00064705i,0.0010288-0.0006393i,0.00081591+0.00021698i,0.00050199-0.0002195i,0.00011528-0.00098222i,-0.00015743-0.0006155i,9.0369e-05-0.00032735i,-0.000201+8.0421e-05i,-0.00048588+0.00022056i,-7.5189e-05-0.00013681i,6.3246e-05+0.00015226i,0.00076708-7.3794e-05i,0.00046902-0.00031063i,-0.00079364+0.00014859i
0.00038327-0.0015685i,5.9417e-05-0.00096948i,-0.00043519-0.0006514i,-0.0012186-0.0002613i,-0.0011582+0.00032788i,-0.00027419+0.00074353i,-0.00033259+0.00098032i,-0.00015404+0.00088237i,0.00011482-0.00013633i,-0.00012078-0.00087325i,-0.00030497-0.00049534i,-0.00030307+4.0824e-05i,-0.00029703+0.00021221i,-0.00026271-3.5335e-05i,-0.00014419-0.00025794i,-0.00014319-0.00026289i,-0.00028719-0.00094441i,2.5361e-05-0.0017655i,0.00086197-0.00091253i,0.00085113-0.00064312i,0.00054629-0.0007984i,2.4141e-05+0.0005677i,-0.00033555+0.0010267i
-0.00054517+0.0017192i,0.0004194+0.0019958i,0.00079286+0.0017679i,0.0010994+0.0019597i,0.0010509+0.0015215i,0.00071689+0.00095444i,0.00016293+0.00032965i,-0.00056103+4.6989e-05i,-0.00027024+0.00028351i,-0.00014885+0.00062651i,-0.0010048+0.00053364i,-0.00086487+0.00018678i,-0.00076396-0.00039444i,-0.000801-0.00055307i,-0.00049399-0.00028698i,-0.00064168-0.00018491i,-0.00070929-0.00038856i,-0.00056412-0.00039521i,-0.00026961-0.00028105i,-0.00033797+0.00031613i,-0.00043794+0.00036883i,5.3199e-05-0.00022588i,0.00025087-0.0002272i
-0.0022083+0.0017284i,-0.0012907+0.001949i,-0.00029886+0.0017666i,0.00083091+0.0015507i,0.0014484+0.0010518i,0.00053587+3.0889e-05i,-0.00048327+6.9014e-05i,-0.00055612+0.00019659i,-0.00049147-0.00041476i,-0.00025102-0.000428i,-3.0589e-05-0.00059049i,-0.00022969-0.00060727i,-0.00065671+4.146e-05i,-0.00084038+0.00018716i,2.2994e-05-0.00023736i,0.00017294+8.9151e-05i,-0.0004777+0.00045715i,-0.00016089+0.00029283i,0.0003321+0.00017549i,9.5934e-05+0.00028947i,-0.00068953+0.00046465i,-0.00060764+0.00053515i,0.00045781+0.00032767i
-0.00049194-0.0016914i,-0.0013585-0.0011564i,-0.0011261-0.00030356i,-0.00039288+0.00052391i,0.00055894+0.00042388i,0.00056831+0.00019901i,0.00028968+5.3004e-05i,5.3823e-05-0.00023876i,-8.396e-05-0.0012155i,-0.00057155-0.0019532i,-0.00035839-0.00047819i,-0.00036255-0.0002784i,6.882e-05-0.0011275i,0.0005744-0.00023062i,0.0005324+0.00024044i,0.00063515+6.4534e-05i,0.0005344+9.9206e-05i,0.00012287+8.3497e-06i,0.0002938-0.00010151i,2.3762e-05+0.00018998i,-0.00025265+0.00012809i,-0.00029803-0.00044769i,0.00022586-0.00027247i
-0.0010215+0.0016459i,-0.00052958+0.0022233i,0.00033072+0.0023621i,0.0010753+0.0025653i,0.001033+0.0021753i,0.00090879+0.00027176i,0.00017673-0.00066253i,-0.00044748-1.8724e-05i,-0.00029627+0.00083224i,0.00011741+0.0010095i,0.00015198+0.0004858i,-8.3237e-05+5.9743e-05i,9.2079e-05-0.00022098i,-8.2822e-05-0.00031391i,-8.1213e-05-0.00037693i,-6.8809e-05-0.00040656i,-0.00011927-0.00037182i,-0.00016301-2.5233e-05i,-0.00025183+0.00107i,-5.6576e-05+0.001584i,0.00040125+0.00098374i,0.00056295+0.0002104i,1.984e-05-0.00068866i
-0.0019921-0.0001454i,-0.0019441+0.00072925i,-0.0015122+0.0011774i,6.4295e-05+0.0012525i,0.00093594+0.001653i,0.00021988+0.0013059i,-0.00056633+0.00060753i,-0.00082581+0.00039678i,-0.000756+0.00039217i,-0.00037973-0.000103i,-0.00039593-0.00048279i,-0.00037235-0.00010608i,0.00015336-5.1185e-05i,0.0005707-4.4099e-05i,0.00027259+3.7077e-05i,-0.00024995+4.352e-05i,0.0001588+0.00033489i,-9.6707e-05+0.0009351i,-0.00061539+0.0010156i,-0.00034941+0.0005123i,-0.00084157+0.00013002i,-0.000655+0.00063791i,0.00011238+0.00062409i
0.0026719+0.00075942i,0.0024783+0.0011481i,0.0017939+0.00095328i,0.0014616-0.0003269i,0.0016901-0.001251i,0.0011006-0.00052171i,0.0012049+8.5045e-05i,0.0016191+0.0005128i,0.0015664+0.00054613i,0.0012607-0.00037708i,0.00028982-0.0014363i,-5.3784e-06-0.001172i,0.00049207+3.681e-05i,5.351e-05+0.00045591i,0.00013798+0.00017416i,0.00056142-0.00046152i,0.00022309-0.00019763i,-0.00021644+0.00033108i,-0.00017008+0.00033677i,0.00014759+0.00029959i,0.00028969-0.00046829i,6.0474e-05-0.00087655i,0.00067344-0.00092907i
-0.00011665+0.0019364i,0.00069498+0.0017915i,0.0020833+0.0021346i,0.0026979+0.0018209i,0.0020822+0.0010374i,0.0012378+0.00015049i,0.00070421+8.5983e-05i,-6.7295e-05+0.00014374i,-0.00056216+0.00031634i,-0.00084695+0.00053726i,-0.00099135-0.0002556i,-0.00082731-0.00117i,-0.00069903-0.0007033i,0.00029773-5.7805e-05i,0.00091876+0.00054217i,0.00046723+0.00057103i,0.00090856-0.00044384i,0.00066366-0.00023887i,0.00042711-0.00013447i,0.00081723+0.00014442i,0.00045044+0.00081047i,-0.00017663+0.0010819i,-0.00035931+0.0008796i
-0.0016024+0.0014747i,-0.0011371+0.003037i,-0.00076916+0.0036421i,0.0011462+0.0027654i,0.0021046+0.0021783i,0.00093087+0.0015379i,-5.9762e-05+9.2556e-05i,-0.00038313-0.00052274i,0.00026423+3.0056e-05i,0.00039243+0.00038515i,0.0003834-7.2724e-05i,0.00039317-0.00032084i,0.00036146-0.00013795i,0.00025301+0.00039948i,-0.00030097+4.4518e-05i,-0.0005226-0.00022577i,-0.00057687+0.00075844i,-0.00067192+0.0015374i,-0.00040664+0.0011135i,8.2212e-06+0.00065062i,-0.00035542+0.0007042i,-0.00048628+0.00068457i,0.00025468+0.0011416i
0.00020863+0.001137i,0.00088723+0.001195i,0.0010313+0.00099106i,0.0012895+0.00038446i,0.0017586-0.00028423i,0.0011496-0.00032548i,0.0005355-0.00019194i,0.00050582-0.00019521i,7.9845e-05+0.00032918i,-8.5771e-06+0.00055899i,0.00015517+0.00024648i,-0.00037409-0.00026746i,-0.00085664-6.4715e-05i,2.9838e-06+7.6929e-05i,0.00092471-2.3902e-05i,0.00041948+0.0007036i,-0.00050004+0.00026309i,-0.00043391-0.00098786i,0.0001223-0.00078542i,-0.00017333+0.00049911i,-0.00048604+6.8091e-05i,-0.00053148-0.00071511i,-0.00036923-8.3252e-05i
0.00020898-0.00072618i,0.0014502-0.001384i,0.0013485+0.00070537i,0.00082037+0.0018793i,0.00071728+0.00058784i,0.00079746-0.0001464i,0.00037108+0.00013398i,0.00033309-7.7877e-06i,0.00048262-0.00018655i,0.0001295-2.584e-05i,0.00037332-0.00023375i,0.00026661-0.00015091i,-0.00092959+0.00038447i,-0.0010607+0.00019819i,-1.8645e-06-3.6031e-05i,0.00011366-0.00078141i,-0.0001861-0.0013523i,0.00011725-0.00079168i,8.7852e-05-0.00019788i,-0.00048341+0.00026194i,-0.00048461+0.00089819i,-0.00023838+0.00065248i,-0.00025066-0.00024386i
0.00061607+0.00071313i,0.0010758+0.00075665i,7.6562e-05+0.001227i,0.00029654+0.00097446i,0.0014403+0.00040295i,0.0016784+0.00049086i,0.00083933+0.00024302i,-0.00010914+0.0003409i,-0.00035671+0.0001716i,0.00023847-0.00057601i,9.7235e-05-0.00019392i,-0.0006217-5.8945e-05i,-0.0014374-0.00030495i,-0.0014737-0.00067702i,-0.00082484-0.0010738i,-0.00044405-0.00078929i,-0.00014465-0.00013098i,0.00028051+0.00059097i,0.00069175+0.00087122i,0.00092776+0.00044447i,0.0008379+0.00038405i,0.00068693+0.00042415i,0.00086006+0.00013747i
-0.00027735+0.00037407i,6.0484e-05+0.00063102i,0.00029855+0.0013498i,0.00028243+0.00028876i,0.00071783-2.4791e-05i,5.0073e-05+0.00083221i,-0.00010321+0.00056989i,0.00016416+0.00023227i,0.00031429-2.7636e-05i,0.00054775+0.00017907i,0.00089872+0.00051919i,0.00060202+8.5549e-05i,9.173e-05-0.00038566i,-7.7215e-05-0.00026128i,-0.00072316-0.00025096i,-0.0015544+0.00023872i,-0.0010701+0.00037204i,-0.00065418-0.000432i,-0.00061565-0.00051412i,-0.00013333+0.00016817i,-0.00032328-0.00015836i,-0.00034577-0.00080747i,0.00044341-0.00048353i
0.0010277-0.00024104i,0.00067123-6.8261e-05i,0.00022869+0.00043467i,0.0015156+0.00024138i,0.0015815-0.00074613i,0.00048042-0.00069236i,-0.00029794+0.00065221i,1.1853e-05+0.0010941i,0.0012279+0.0011954i,0.0012306+0.0005934i,-5.776e-05-0.00023763i,-0.0011208-0.0002268i,-0.0010056+0.00045269i,-0.00080963+0.00029155i,-0.00060047-0.00014144i,-0.00095099-0.00014187i,-0.0010992-0.0005346i,-0.00013355+9.797e-05i,0.00064599+0.00068709i,0.00029625+0.00035413i,-0.0001714+0.00017172i,-0.00077187+0.00068649i,-0.00074845+0.00093539i
0.0011393-0.00083064i,0.0005862-0.00062631i,-0.00036501-0.00081647i,-0.00050775-0.0012755i,-4.9317e-05-0.00044467i,0.00029703-0.00013206i,0.00049147-0.00011124i,0.0004196-0.00015494i,0.0011044-0.00087537i,0.00076405-0.00067176i,-0.00032224+0.00020406i,-0.00032367+0.00053178i,-0.00022652+0.00024219i,-0.00066663-0.00013823i,-0.0007286-0.00065277i,-0.0012957-0.00046324i,-0.0011018+0.00068738i,0.00031463+0.0010474i,0.00055055+0.00046155i,-9.4371e-06-8.2882e-05i,-0.00053845-0.00014604i,-0.00019497-0.00047338i,0.00046738-0.00017937i
-0.0002505-0.0027535i,-0.0031326-0.0016107i,-0.0039458-0.0014426i,-0.0024057-0.00099028i,-0.00123-0.00061624i,-0.00056403-0.00021581i,-1.2729e-05+0.00014628i,0.00048903+0.00032288i,0.0007604+0.0002783i,0.00037518-0.0011027i,-0.00019745-0.00066489i,-0.00066062+0.00027165i,-0.00038547-0.00044059i,-0.00017254-0.00034649i,-0.00093577+0.00012823i,-0.0006352+5.8407e-05i,1.7212e-05+0.00030402i,0.0001478+0.0002934i,0.00089799-8.4022e-05i,0.00059717+0.00031904i,0.00034487+0.00055093i,0.0011649+0.00057202i,0.00074988+0.00088367i
7.6152e-05-0.00024826i,5.7855e-05+3.0704e-05i,0.00080474+0.00038666i,0.00083543+0.00036305i,0.00037117+0.00031227i,0.00071623+9.9661e-05i,0.00091256-0.00015306i,-0.00017579-0.00073071i,-0.00067607-0.0018933i,0.00013286-0.0013636i,-0.00016044-5.0608e-06i,-0.00047156-0.00077733i,-0.00025913-0.0014681i,0.00016212-0.00083597i,0.00027801-0.0006509i,0.00052966-0.0010302i,0.00026314-0.00040934i,-5.2693e-06+0.00060252i,-3.6105e-05+0.00078103i,-0.0005679+0.00012931i,-0.00027505+4.8907e-05i,0.0001854+0.00025036i,-0.00011514+0.00043614i
-0.001549+0.00051763i,-0.00074364+0.0014668i,-0.00037807+0.002239i,-2.9393e-05+0.0023049i,0.00026139+0.0019969i,0.00034044+0.001963i,0.00054351+0.0012082i,0.00027873+0.00038974i,-0.00050754-0.00047303i,-0.00040692-0.00023006i,8.5329e-05+0.0014004i,-0.00021288+0.0017146i,-0.00039128+0.00038623i,-0.00015754-0.00046312i,0.00012445+0.0001617i,-0.00013727+0.00051726i,-0.0013315+0.0005056i,-0.00082985+0.00028119i,-6.6391e-05+0.0001348i,-0.00038832-0.00016013i,-0.00068464+0.00022159i,-0.0011674+0.00022916i,-0.00080017-0.00072247i
-0.00048886-0.00083532i,-0.00029376+0.00038318i,-0.00019729+0.0005654i,0.00015102+0.0011474i,0.00081332+0.0012005i,0.0012532+0.00058919i,0.0017311+0.00059234i,0.0011981+0.00081458i,0.00020729+0.00026451i,-0.00014452-0.00011376i,-0.00018308+0.00017475i,0.0001081-0.00016829i,0.0007047-0.00065275i,0.00057508-0.00079245i,3.617e-05-0.00075597i,-0.0002522-0.0002152i,-0.00057985-0.00029314i,-0.00047935-0.00015294i,-6.1102e-06+0.00077375i,0.00057553+0.00032024i,0.0004961+9.881e-05i,0.00011661+0.00071616i,0.00033353+0.00084377i
-0.00093603+0.0007473i,0.00030389+0.00078964i,0.0004511+0.00076564i,5.9206e-05+0.0010719i,0.00026752+0.00082784i,-6.3413e-05+0.00052301i,-0.00038188-0.00012964i,-0.00042468-0.00050431i,-0.00078858-0.00047579i,-0.00068408-0.00031869i,-0.00023152-0.00077779i,-5.4405e-05-0.0010788i,-0.00029397-8.8223e-05i,6.9122e-05+7.9304e-05i,0.00031545-0.00074605i,0.00010495-0.00068088i,2.7767e-05-0.00062355i,1.5134e-06-0.00044545i,0.00043241-0.00019321i,0.00064946-5.7194e-05i,0.00057435-0.00015745i,0.00024187+0.00011521i,-0.0002152+0.0011452i
-0.0011926-0.001075i,-0.0012812-0.00096964i,-0.0011266-2.588e-05i,-6.09e-05+0.00095128i,0.00046725+0.001188i,0.00091562+0.00051222i,0.00063433-0.00012324i,0.00053296-0.00057094i,0.00044108-0.0010147i,0.00072879-0.00074289i,0.00065238-0.00037417i,0.00050324-0.00059701i,0.00062891+5.6673e-05i,0.00019501-0.00015775i,-7.696e-05-0.00082456i,-0.00087946-0.0011449i,-0.0017038-0.0014894i,-0.0009427-0.00053062i,9.4713e-05+0.00023868i,0.00026867-0.00010031i,-0.00024744-0.0001521i,-0.00062058+0.00033269i,-0.00010035+0.00033372i
-0.00095535+0.0020032i,-0.00013349+0.0024074i,0.0018297+0.0027108i,0.0030532+0.0018291i,0.0033444+0.00081324i,0.0024354+0.0006511i,0.00018213+0.0003678i,-0.0010195+0.00030189i,-0.00075717+0.00030224i,-0.00011585-5.5221e-05i,0.00065236-0.00069618i,0.0002076-0.00070615i,-0.00046229-0.00018201i,-5.3792e-05+0.0003261i,0.00052609+0.0002462i,0.00056481+1.2819e-05i,0.00023581+0.00048932i,9.9093e-05+0.00086586i,-2.943e-05+0.00095725i,-0.00081391+0.0014013i,-0.00064993+0.00095163i,-0.00033743+0.00043156i,-0.00020092+0.00082146i
-0.0021292-0.0013979i,-0.002232-0.00025574i,-0.0018141+0.00034356i,-0.0013739+0.00099404i,-0.0014474+0.0011439i,-0.00048706+0.00036723i,0.00041249+9.5153e-05i,0.00017636+3.7309e-05i,-0.0010021+7.6499e-05i,-0.0018809+9.8097e-05i,-0.0013104+9.6887e-06i,-0.00078487+0.00047919i,-0.00093147+0.00064274i,-0.00048451+0.00027986i,-0.00074866+0.00020002i,-0.00078138-0.00046215i,8.8624e-05-0.00027486i,6.3759e-05+0.00053431i,-0.00027593+0.00056877i,-0.00061794+0.00062933i,-0.0010385+0.00073851i,-0.00024502+0.00087623i,0.00052098+0.0011361i
-0.0015816-0.0017425i,-0.001021-0.00044318i,-0.00056837+0.00063278i,7.7432e-05+0.0004115i,0.0011562+0.00083875i,0.00083687+0.0014814i,-0.00017084-4.7757e-05i,-0.00029543-0.00023056i,-0.00034214+0.0010913i,-0.0010488+0.0012728i,-0.00021326+0.0010467i,0.00053459+0.00020397i,-6.7195e-05-0.00052615i,-0.00061876-5.5539e-05i,-0.00079212+0.00038223i,7.845e-05-7.9847e-05i,0.00058472+0.00011178i,-7.7435e-05+0.00081333i,-0.00022664+0.00043617i,-5.8188e-05-0.00036699i,-0.00016809-0.00028527i,-0.00024223+0.00021199i,-0.00054274-0.00041411i
-0.00038424-9.3805e-05i,-0.0010061+0.0014351i,-0.00096494+0.0019409i,-0.00016869+0.0012276i,0.00044573+0.00084658i,0.00064689+0.00076088i,0.00035645-0.00013773i,0.00064187-0.00037806i,0.00058921+7.407e-05i,-0.00035528+0.00053088i,-0.00075057+0.00064594i,-0.00047406+0.00058909i,-0.00020759+0.00086626i,0.00012806+0.0008067i,0.0007831+0.00068823i,0.00075087+0.00013921i,0.00021527-0.00024083i,0.00017418-0.00038281i,6.859e-05-0.0004642i,0.00037106+6.8465e-06i,0.00027783+0.00047627i,0.00011723+0.00066558i,0.00025306+0.00095968i
-0.0013441-9.721e-05i,-0.00064253+0.00046055i,0.00079504+0.0022727i,0.0027469+0.002106i,0.0028738+0.001284i,0.0012765+0.00060899i,-0.00022348+0.00023507i,-0.00064323+6.1213e-05i,-0.00014658+0.00033643i,0.00084647+2.5861e-05i,0.00135-0.00039791i,0.00016181+0.00015118i,2.5688e-05+0.00010438i,0.00036239-0.0001922i,0.00046603-0.00024624i,0.00073811+0.00027454i,0.00020778+0.0013891i,0.00018726+0.0012519i,0.0010853+0.00090696i,0.0012412+0.00058408i,0.00076335-7.3042e-05i,0.00041429-0.00019387i,-5.3314e-06+0.00014125i
-4.5652e-05+0.0004768i,0.00048683+0.00089437i,0.00068832+0.00035146i,0.00043614+0.00015407i,0.00068241+0.00099514i,0.00089056+0.00066444i,-0.00010674+0.00020012i,-0.00089848+0.00045534i,-0.00011856+0.00063306i,0.00018385+0.00083821i,-0.00038598+0.00064064i,-0.00062208+0.00028714i,-0.00029244-0.00022367i,-7.0465e-05-0.0005732i,0.00033781+0.00026937i,0.00052874+0.00083564i,-0.00018499+0.00037321i,-0.00049455+0.00029566i,0.00069887-0.00018585i,0.0012198-0.00035694i,0.000911-1.5797e-05i,0.00043152-0.00018801i,-0.00040527-0.00080342i
-0.00090899-0.0013709i,-0.00097248-0.00091717i,-0.0009138-0.0013811i,-0.00084261+9.7344e-05i,-0.00080798+0.0015763i,-0.00044078+0.0010279i,9.7513e-05+0.00021939i,0.00019707+0.00011291i,-0.00010048+0.00072476i,0.00024822+0.00039544i,0.00095601+0.00026002i,0.0005812+0.00064194i,-0.0003819-0.00055363i,-0.00020691-0.0013082i,-0.00011215-0.00066915i,8.2282e-05-0.00050537i,0.00025376-0.00080268i,-3.6514e-05-0.00054787i,-0.00095734+0.00011852i,-0.0011786+0.00013451i,-0.00073189-0.00076488i,-0.00061594-0.00063919i,5.3876e-05+0.00010642i
-0.0003573-0.00041964i,0.00074922+0.0013239i,0.0012809+0.0028274i,0.0010036+0.0027734i,0.0014533+0.0015242i,0.0020995+0.00085978i,0.0013177+0.0007598i,0.00070571+0.00066275i,0.0007966-0.00018411i,0.00074002-0.0011257i,-0.0005444-0.0012117i,-0.00099365-0.0007335i,-0.00068834-0.00089045i,-0.00024128-0.000899i,0.00015332-0.00044775i,-0.00028543+7.1305e-06i,-0.00081196-7.4847e-05i,-0.00061392-0.00027778i,0.00014668-0.00043402i,0.00051827-0.00099362i,0.00023811-0.0011294i,3.5311e-06+1.0165e-05i,-0.00011881+0.00082626i
-0.0018015+3.6466e-05i,-0.0012234+0.0010577i,-0.00096387+0.0024503i,0.00074849+0.0018855i,0.0015861+0.00080361i,0.0014599+0.00029085i,0.00069491+0.00022283i,0.00010904+0.0004752i,-0.00019961+0.00090179i,0.00033218+0.0010398i,0.00084263+0.00071267i,0.000337+0.00021991i,-0.00057737+0.00021445i,-0.00073847+0.00064153i,9.4484e-05+0.00042836i,0.00059447+0.00029206i,0.00078965+0.00050586i,0.00068152+0.00020548i,0.00047618-0.00023143i,0.00014536+0.00048558i,0.00030416+0.00059663i,5.6696e-05+0.00022442i,-0.00015908+0.00017808i
-0.0014667-0.0013033i,-0.00030758-0.00042429i,0.0003812+0.0013135i,0.00038328+0.0014908i,0.0002088+0.0021024i,7.6314e-05+0.0027555i,-0.00028321+0.0018083i,-0.00050698+0.00027394i,-5.7802e-05-0.00052516i,-0.00034575-0.0006954i,-0.00086545-0.0011694i,-0.0002694-0.00076337i,0.00011368-4.5178e-05i,7.2987e-05-0.00019602i,0.00026201-5.6417e-05i,0.00015609+0.0002284i,0.00028707+3.9914e-05i,-0.00022559-0.00010329i,-0.00055539+8.3119e-05i,-3.7671e-05+0.00088228i,-0.00034019+0.00078649i,7.3971e-05+6.8631e-05i,0.00028174-0.00022267i
-0.00037742-0.00010446i,3.4473e-06-0.00031463i,0.00045203+2.2653e-05i,0.00049182+0.00058607i,0.00059426+0.00054738i,0.0010622+0.00028517i,0.00061661+0.00060791i,0.00061107+0.00072654i,0.00048843-0.00028496i,0.00029155-1.0953e-05i,0.00082704+0.00023286i,0.00041029-0.00055958i,0.00014311-0.00048643i,0.00038602-0.00062507i,0.00026981-4.9395e-05i,9.084e-05+0.00069113i,-0.00029427+0.00028665i,-0.00023211-0.00044531i,-0.00017122-0.00059466i,-0.00020742-0.0002872i,4.2302e-05-0.00032402i,0.00020169-0.00015154i,-0.00024243+0.00024385i
-0.00071989-0.00039897i,-0.0016089+9.6873e-05i,-0.0013379+0.00068043i,-0.00053684+0.0010237i,0.00021377+0.0014643i,0.00078369+0.00096955i,0.00076238+1.9711e-05i,0.00065536-7.9614e-05i,0.00046205-0.00039523i,0.00013365-0.00084228i,-4.5551e-06-0.00055668i,0.00012979+0.00017558i,0.001025+0.00029068i,0.0017701+0.00020244i,0.0016882+0.00057567i,0.0013066+0.00052758i,0.0004621+0.00073311i,-0.00056924+0.00085136i,-0.00065523+0.00042233i,-0.00047569+0.00044448i,-0.00027203-0.00013798i,0.00031357+5.3419e-05i,0.00010943+0.00069954i
-0.0014616-0.00073005i,-0.0011646-0.00018382i,-0.00070227+0.00026758i,-8.9108e-05+0.0007796i,-0.00035477+0.0015711i,0.00040437+0.0019986i,0.00096113+0.0016403i,0.00024594+0.00068363i,-0.00023492-0.00023228i,-5.6307e-05-0.00058723i,0.00073568-0.0003039i,0.0010451-6.8854e-05i,0.00014469-0.00019737i,-0.00012481-0.00056495i,-1.3576e-06-1.0348e-05i,0.00016717+0.00033946i,0.00090772+0.00048408i,0.001219+0.00030951i,0.00032781+0.00055709i,-0.00011565+0.00039023i,0.00017963+0.00011214i,-0.00023948-0.0003831i,-0.00057553-0.00035835i
-0.0014064+0.00074223i,-0.0022103+0.0010901i,-0.0029577+0.0013478i,-0.0016141+0.0011462i,0.00035097+0.0012447i,0.00058466+0.0017356i,-0.00045733+0.00093365i,-0.00071782-0.00028419i,-0.0001419-0.00097549i,-0.00033949-0.00079013i,-0.00018517+1.1276e-05i,0.00055986-3.2704e-05i,0.00053096-0.00073014i,5.6073e-05-0.0012773i,-0.00020482-0.0010279i,-0.00037823-0.00075578i,-0.00077537-0.00049057i,-0.00082082+0.00034544i,-0.00057898+0.00091773i,-0.00017696+0.00066051i,-6.6187e-05+0.00045142i,0.00028599+0.00042776i,0.00081337+0.0005523i
