-0.00329+0.000577i,-0.0018785-0.00088627i,-0.0026784-0.00082127i,-0.0024636+0.0012567i,-0.0019427+0.0023017i,-0.0013956+0.0020181i,-0.00032491+0.0026378i,0.00076545+0.0020904i,0.0014586+0.00097555i,0.00099255+0.00047818i,0.00031798-0.00052707i,0.00015504-0.0011414i,0.00029033-0.00098751i,7.5025e-05-0.0003206i,-6.8483e-06+0.00040021i,0.00037566+0.00039277i,0.0013053-0.0001567i,0.00057938-0.00059711i,-8.4652e-05-0.00023506i,0.00066905+0.00017535i,0.00033932-5.3815e-05i,-0.0005136-0.0002809i,-0.00036985-0.00048824i
0.0010906-0.00042928i,0.0016231-0.00011587i,0.0016141-0.00044129i,0.00098891-0.00066687i,0.00095943-0.00052846i,0.00046988+0.00030716i,-7.4059e-05+0.0010708i,0.00068532+0.000828i,0.00098186-0.00018375i,0.00084516-0.00078146i,0.0003163-0.00091127i,-0.00010839-0.0013794i,3.0586e-05-0.00086897i,-6.1519e-05-0.00046672i,-0.00023019-0.0010364i,0.00011866-0.00018004i,0.00026469+0.00047992i,0.00030058-0.00052683i,0.00035312-0.0005397i,-0.00015413-0.0002248i,-0.00011671-0.00033651i,0.00032895-0.00050766i,-7.6616e-06-0.00092593i
-0.00052117-0.0013713i,-0.0011707-0.0016709i,-0.001478-0.001444i,-0.0017926-0.00032358i,-0.0017534+0.0014664i,-0.0003258+0.0019141i,0.00086054+0.001222i,0.00067923+0.00046114i,-0.00045866-0.00044385i,-0.00091835-0.0014831i,-0.00052856-0.001005i,9.2503e-05-0.00036946i,0.00069262-0.0011116i,0.00061114-0.0015062i,-0.00017242-0.00019605i,-0.00079387+0.00068335i,-0.00064816+0.00074432i,0.00011787+0.00098081i,0.00039814+0.00044853i,0.00047269+0.00028736i,0.00067033+0.00024635i,0.00079141-0.00025061i,0.00078288+0.00025297i
-0.002441-0.0016912i,-0.0020848-0.0013195i,-0.0021989-0.00030567i,-0.0016005-0.0003248i,-0.0012135+0.00062367i,-0.00078912+0.0016362i,1.3846e-07+0.0016186i,0.00018729+0.0014145i,0.00017379+0.00050365i,-0.00067867-0.00019901i,-0.00058555-6.1705e-05i,0.0001006+5.9312e-05i,-9.6604e-05-6.4674e-05i,-0.00061729+0.00016452i,-0.00057178+0.00049596i,0.00013913+0.00010727i,0.00016522-0.00043158i,0.00032293-0.0004994i,0.0004423-0.0005962i,-6.5798e-05-0.00035469i,-0.00034151+0.00032168i,-0.00057895+0.00012759i,-0.00057229-0.00030389i
-0.00033591-0.0001883i,0.00015377+0.00087425i,-0.00044037+0.0013124i,-0.00030704+0.0013222i,-0.00048171+0.0011434i,-0.00010082+0.00078143i,0.00095379+0.00052728i,0.00064118+0.00066861i,0.00014498+0.00071472i,0.00048894+1.9567e-05i,0.00069204-0.0007145i,0.00061684-0.00083937i,0.00019236-0.0010059i,0.00057647-0.00071575i,0.00081869-0.00059771i,2.8477e-05+0.00023446i,-0.00075289+0.00066719i,-0.00045347+3.3625e-05i,0.0004096+7.9849e-05i,0.00053903+0.00050262i,0.00044971+0.00068871i,0.00017355+0.00057145i,0.00023762+0.00058182i
-8.0929e-05-0.0019192i,-0.0022882-0.0013452i,-0.0025511-0.00069152i,-0.0019902-0.00029304i,-0.0013073+0.0011163i,0.00019105+0.0020021i,0.0005206+0.0012698i,0.0001819-0.00018222i,0.00041154-0.00062834i,-4.4723e-06-0.00020226i,-0.00080076+0.00012374i,-0.00094661+0.00023097i,-0.00045917+0.00066281i,-0.00039041+0.00021576i,-0.00020101-0.00019553i,7.4271e-05-0.00048278i,-6.2846e-05-0.0010735i,0.00025243-0.00066687i,0.00082839-6.2654e-05i,0.00089137+0.00053593i,0.00020806+0.0010328i,-0.00029046+0.00052754i,-0.0008064-0.00027878i
-0.00019564+0.0022035i,4.9171e-05+0.00053075i,0.0012116+0.00072712i,0.001305+0.00098036i,0.0010142+0.00088954i,0.00042713+0.0011704i,-0.00021436+0.00057093i,0.00027491-0.00026668i,0.00079238-0.00065583i,-0.00040372-0.0011159i,-0.00065771-0.0011961i,0.00025183-0.00064705i,0.00031262-0.00014347i,0.00059354-0.00027442i,0.0012822-0.00095201i,0.00099239-0.0016776i,0.00014499-0.0013089i,4.5868e-05-0.0002209i,6.7078e-05+0.00099822i,-0.00030679+0.00062679i,-0.0004785-0.00019355i,-0.00077358-0.00022312i,-0.00037301-1.7597e-05i
-0.0022655+0.0013892i,-0.0018607+0.0023519i,-0.0020529+0.002937i,-0.0019805+0.0026489i,-0.0004092+0.0020742i,0.00045287+0.001047i,0.00025866-4.7036e-06i,0.00023919-0.00039515i,-0.00019417-0.00037178i,-0.00064295-0.00045866i,-0.00046673-0.00037204i,7.4331e-05+0.0003805i,0.00050932+0.00025688i,0.00023413-0.00042626i,0.00021657-0.00014174i,0.00011037+9.8496e-05i,-3.3177e-05-0.0003368i,0.00027816-0.00029511i,0.00027752+0.00023019i,-0.0002672+0.00023422i,-0.00070887+0.00036303i,-0.00058367+0.00018096i,-0.00061014-0.00052007i
-0.00094476+0.00023974i,-0.0014367+7.5559e-05i,-0.00053588-0.00034768i,6.7065e-05-0.00044758i,7.0225e-05-0.00022916i,7.0258e-05-0.00033755i,0.00067164-0.00010854i,0.0014972+0.0001528i,0.0017343+0.00035615i,0.001486+0.00041204i,0.0010508+0.00062736i,0.00030881+0.00072304i,0.00041567-7.8129e-05i,0.00075889-0.00050232i,0.00037289-0.0003805i,0.00017975-0.00017094i,0.0010252+0.00031142i,0.001173+0.00066495i,0.00079897+0.00078289i,0.00057133+0.00036663i,-0.00046311-8.7056e-05i,-0.00045039+0.00026043i,0.00032617-1.0282e-05i
0.00099028+0.0010056i,0.0018792+0.00075212i,0.0022989+0.00032326i,0.00099574+0.00052298i,0.00014188+0.00053863i,8.7273e-05+0.00063551i,-0.00019457+0.00038667i,-0.00080076+3.2197e-05i,-0.00046143-0.00023368i,-0.00044105-0.00030789i,-0.00050182-0.00029688i,-0.0004931-0.0010868i,-0.00067891-0.0014708i,0.0006047-0.0011598i,0.001384+5.8459e-05i,0.00051193-0.00016224i,-3.7652e-05-0.00073697i,4.2888e-05-9.353e-06i,-0.0005848+0.00041772i,-0.00064112+0.00083545i,0.00027429+0.0011389i,8.7999e-05+0.0009132i,-0.00032472+0.00039043i
-0.00088515-0.0023513i,-0.0022765-0.0030841i,-0.0017593-0.0031972i,-0.00088086-0.0022767i,-0.00066829-0.00099503i,-0.00093646+0.00026167i,-0.00065612+0.00058887i,-9.21e-05+0.0003868i,-0.0002735+0.00011678i,-0.00036415-0.00044596i,-0.00091995-0.00062127i,-0.00084991-0.00065301i,-0.00072507-0.0010582i,-0.00035373-0.0002888i,0.00024844+0.00047703i,0.00043025+0.00075338i,0.00021028+0.0010429i,-0.0002089+3.8978e-05i,-0.00067751+0.00053469i,-0.00043616+0.001456i,-0.00011682+0.00082814i,1.2338e-05+0.00010133i,-2.2979e-05-0.00026327i
-0.00036579-0.0016873i,-0.0010026-0.0015137i,-0.0016078-0.001434i,-0.0011584-0.00056223i,-5.5083e-05+0.00061016i,0.00035902+0.00090149i,0.00063695+0.00068581i,0.00081987+0.00054443i,0.00029335+0.00070693i,-0.00033055+0.00046417i,-0.00056763+0.00021218i,-0.00040517-0.00014775i,0.00020702-0.00087609i,0.00063643-0.0010259i,0.00045785-0.00042541i,0.00049889-0.0001376i,7.2346e-05+0.00014636i,-5.2027e-05+0.00012905i,0.00011397+0.00045915i,0.00037546+0.00072062i,0.00054168+0.0006465i,-5.5583e-05+0.00074327i,-0.00025383+0.00020866i
0.0013862-0.00016642i,0.0019009-0.00058854i,0.00088387+5.2139e-05i,0.00042575+0.00026737i,-5.7083e-05+0.00052763i,-0.000165+0.0008992i,0.00049523+0.0012026i,0.0007549+0.0010323i,0.00042882+0.00073518i,-0.00028918+0.00075871i,-0.00064107+0.00041475i,-0.00033278+0.00026879i,-0.00018559-0.00035261i,-0.00055993+0.00011173i,-0.00069621+0.0012314i,-0.00060692+0.00078539i,-0.00034687+1.1786e-05i,0.000361-9.1674e-05i,0.00059247+0.00021641i,0.00015613+0.00010644i,-3.0078e-05-0.0002645i,2.3167e-05-4.8567e-05i,-0.00021853-0.00039069i
-0.0016171-0.00071458i,-0.0010207-0.00041024i,-9.1233e-05+0.00012031i,-0.00031386+0.00010552i,-0.00020724+0.00043295i,0.00056896+0.00047207i,0.00097002+0.00035652i,0.0010366-0.00017545i,0.00043472-0.00087011i,-0.00021302-0.0011561i,-0.00067317-0.00059115i,-0.00088973+0.00024849i,0.00024432-0.00046984i,0.00096348-0.0007637i,0.00027002+0.00019753i,-0.00059054+0.00023893i,-0.00090513-0.00027717i,4.4204e-05-0.00036005i,0.00040008+2.8648e-05i,-0.0003511+0.00033189i,-0.00086761-0.0005338i,5.934e-05-0.00057435i,0.0011078-4.4625e-05i
0.00015681-0.00068206i,-0.00025653+0.00021582i,-0.00081926+0.00024624i,-0.00027907-0.00061494i,-0.00028203-0.00022891i,-0.00025489+0.00026958i,0.00014891+0.00054802i,0.00023238+0.00068839i,0.00010249+0.00016239i,-0.00014713-0.00047522i,0.00018784-0.00012588i,0.00096094-0.00015526i,0.0014188-0.0004258i,0.00040293+0.00012101i,-0.0001098+0.00028923i,-0.00025409+8.4024e-05i,-0.00033295+6.5885e-05i,-0.00026214+0.0007428i,-0.00072685+0.00046224i,-0.00082662+6.7367e-05i,-0.00025287+0.00072011i,0.00036508+0.00016831i,0.00061263-0.0001505i
0.00047614+0.0014734i,0.001113+0.00050153i,0.0015355+0.00092162i,0.0013242+0.0016562i,0.00018194+0.0018122i,-9.386e-05+0.0013404i,1.3879e-05+0.00067365i,-0.00012198+0.000254i,0.00035473+4.395e-05i,0.00067448-0.00032997i,0.00069242-0.00040931i,0.001047-0.00037489i,0.00072079-0.00042437i,0.0011329-0.00051791i,0.0010356-0.00078324i,0.00010869-0.00096732i,8.4692e-06-0.0010475i,-0.00010685-0.00060507i,-0.00098068-0.00038522i,-0.00079183-0.00036421i,0.00032446+0.00034i,0.00066674+0.00027174i,0.00010983+0.00060785i
-0.00069752+0.00025853i,-0.0004606+0.00079499i,-0.00081703+0.0015001i,-0.0006971+0.0016961i,-0.00039634+0.0014882i,0.00010897+0.0010226i,0.0012271+0.00018129i,0.0014421-6.4719e-05i,0.001094-0.00026409i,0.00081452+0.00011802i,0.00017836+0.000697i,-0.00059314+0.00013331i,-0.00020161+0.0001613i,0.00033254+0.00046739i,0.00069084-0.00018417i,0.00042374-0.00050377i,-0.000443-0.00034013i,-0.00034048+0.00012854i,-0.0001762-0.00028087i,0.00018009-0.00097824i,0.00036812-0.00012178i,5.1626e-07+0.00043388i,5.5809e-05-0.00015298i
-0.00020693-0.00069411i,6.6002e-05-0.00011975i,0.00046768-0.00045192i,-0.00027009-0.0010722i,-0.0012104-0.00037674i,-0.00098757+0.0010651i,0.00029786+0.00059681i,0.00087843-0.00063984i,0.00063204-0.0012065i,0.00085295-0.0010873i,0.00058925-0.00022139i,-8.2034e-05+2.8165e-06i,5.3393e-05-0.0004708i,0.00014118-3.9804e-06i,0.00039897+0.00053701i,0.00073256-5.9955e-06i,0.0006508-0.00025075i,0.00039936-0.00020254i,-0.00027314-0.00058193i,-0.00071817-0.00059868i,-0.00074035+0.00027474i,-0.00017371+0.0008791i,1.5393e-05+0.00044574i
0.0006174-0.00080427i,0.0011597-0.0010672i,0.0013902-0.0010603i,-0.00052232-0.0010001i,-0.0013444-0.00044912i,-0.00023228+0.00023466i,0.00089696+0.00019214i,0.0010217+0.0002751i,-9.3403e-05-0.00014892i,-0.00081586-0.00087303i,-0.00044808-0.0011568i,1.2758e-05-0.00089652i,1.8257e-06-2.2736e-05i,-0.00020922+3.8477e-05i,-0.00024276-0.00026108i,0.00010772+7.811e-05i,0.00033478-2.9045e-05i,0.00012959+0.00033368i,-0.00030891+0.00060049i,-0.00031496+0.00033387i,-0.00010261+0.00032646i,0.00023415-0.00020735i,5.71e-05-0.00046708i
-0.0016173-0.0012155i,-0.0015086-0.0017418i,-0.0019342-0.0018236i,-0.0013951-8.4825e-05i,-0.00050907+0.0018476i,0.00011818+0.0023193i,0.00050802+0.0013304i,0.00085459-0.00011373i,0.00052325-0.00047517i,-0.00043277-0.00032925i,-0.00053055-0.00068502i,-0.0001345-0.00047054i,-0.00031391-0.00050066i,-0.00054584-0.0006003i,1.1125e-05-0.00067629i,0.00017312-0.00057052i,-4.996e-05-0.00033172i,0.00011708-0.00034935i,-9.1069e-05-0.00025814i,-0.00015517-0.00071635i,2.5129e-05-0.0012843i,0.00015566-0.0018682i,0.0001097-0.0008904i
0.00048791+0.00014187i,0.00088735+0.001259i,0.0017349+0.0017276i,0.001682+0.0014171i,0.00029588+0.0013317i,-0.0016083+0.0011965i,-0.0012003+0.00086715i,0.00094298+0.00025065i,0.0015101-0.00014375i,0.00063867-0.00012247i,0.00041007-0.00055121i,0.00027856-0.00085681i,-0.0002069-0.00031067i,0.00015848-5.8757e-05i,0.00088443-5.379e-05i,0.00092386-0.00073452i,0.00057504-0.0011584i,-3.7158e-05-0.00056792i,0.00013403-0.00012784i,-0.00029664-5.42e-05i,-0.00093518-0.00026275i,-0.00041632+0.0001554i,0.00030129+0.00062484i
-0.0003582-0.0017511i,-0.00062733-0.0014562i,-0.0012845-0.0014846i,-0.0017739-0.00089584i,-0.0017696+0.0010728i,-0.00030259+0.001719i,0.00077459+0.00084891i,0.00053612+0.00056171i,0.00046042+0.0006637i,0.00039933+0.00040121i,-0.00016185-0.00037718i,0.0003471-0.00023018i,0.0008042+0.00019517i,0.00041533-0.00010562i,-5.9249e-05-0.0003632i,0.00018574-0.00068449i,-0.00043987-0.00021272i,-0.00093145-0.00010451i,-0.00050685-0.0002608i,6.1888e-05+0.00031027i,0.0010795+0.00057753i,0.0011307+4.5096e-05i,0.00025147-0.00036395i
0.00058479+7.0515e-05i,7.7298e-05+0.00032041i,0.00084272-0.00030172i,0.00090162-0.0013551i,-0.00077908-0.0010499i,-0.0011626+0.00033679i,0.00019107+0.00064299i,0.00089775+9.8429e-05i,0.00049416-0.00028455i,5.8972e-05-0.00020794i,-0.00056634-0.00049615i,-4.6076e-05-0.00088389i,0.00037742-0.00047448i,-0.00035638-5.5152e-06i,-0.00026676+3.5335e-05i,0.00062606-0.00028025i,0.0010266+6.1664e-05i,0.00032789+0.00057711i,-0.00046929+0.0005871i,-4.7024e-05+0.0005802i,0.00041406-0.00027639i,0.00079728-0.00071509i,0.0015404-0.00042495i
-0.0011139-0.0036i,-0.0010847-0.0026366i,0.001177-0.0039855i,-1.3777e-05-0.0023228i,-0.0018547+0.00014336i,-0.00093034+0.00058614i,0.00057931+0.0010316i,0.0014375+0.0013411i,0.001514+0.0013454i,0.0010842+0.00040273i,0.0011687-4.8915e-05i,0.001174-0.00050227i,0.00052866-0.0010526i,-0.00064172-1.1943e-05i,-0.0010371+0.0010871i,-0.00030228+0.0010341i,-0.00023948+0.00020387i,0.00050067-0.00082896i,0.0010322-0.00048337i,0.00032722+0.00024498i,-0.00035638+0.00017333i,-0.00026197+0.00055001i,-5.9547e-05+0.00017899i
-0.0014518+0.0014936i,-0.00086044+0.0014687i,-0.0015268+0.0017043i,-0.00044483+0.0023526i,0.00056414+0.0024027i,7.972e-05+0.0014763i,0.00070831+0.00065986i,0.0008751+0.00079149i,0.00025709+0.0011998i,-0.00044628+0.00044052i,-0.00094355-0.00088219i,-0.00010675-0.0013351i,0.0010628-0.00097108i,0.0010288-0.00041094i,0.000767+4.5512e-05i,0.00034163+0.00045112i,0.00018317+0.00029585i,-0.00018892-5.6379e-05i,-0.0010427+0.00038082i,-0.0012422+0.00022274i,-0.00053589-0.00018621i,0.00029765-0.00026957i,0.0008736-0.00060127i
-0.00097096+0.00087289i,-0.00053976+0.00026814i,-0.0010588+0.0010716i,-0.00090375+0.001287i,-0.00018983+0.0018859i,0.00018032+0.0018757i,0.00099493+0.0010035i,0.0012815+0.00072003i,0.00058973+0.00067861i,0.00049303+0.00072796i,0.00027913-0.00010267i,0.00027424-8.442e-05i,0.00065996+0.00020073i,0.00026398-0.00062717i,0.00025416-0.00070507i,0.0006169-0.00030466i,0.00048481-7.5476e-05i,-0.00010868+0.00072917i,-0.0008137+0.00090602i,-0.00050993+8.1413e-05i,0.00039369-0.00028609i,0.00050985-0.00027278i,0.00046075+0.00018761i
-0.00060106+6.2446e-05i,-0.00018502+8.8388e-05i,-0.00088333-0.00015494i,-0.0016886-0.00025743i,-0.0013096+0.00018995i,-7.8063e-05+6.7948e-05i,0.00065313+0.00015977i,0.00018628-0.00022749i,-9.4869e-05-0.00011284i,-0.00051245+0.00012119i,-0.0011003-0.00036629i,-0.00046433-0.00069557i,0.0003177-0.00025549i,-0.00023728-0.00015884i,-0.00068713-0.00060633i,3.9577e-05-0.0002878i,0.001009-0.000361i,0.00097663+9.9633e-05i,0.0002144+0.00086017i,8.1561e-05+0.00061009i,0.0001287+0.00031203i,-0.00036231+0.00036595i,-0.00082751-6.3262e-05i
0.00078088-0.001011i,0.00066897-0.0013221i,0.0019737-0.00095012i,0.0017858-0.00047122i,0.00021896+0.00021971i,-0.0007179+0.00089628i,-0.00060318+0.00087977i,4.5831e-05+0.00015506i,0.00072774-0.00054953i,0.00071119-0.00061984i,-0.00026515-0.00025023i,-0.00050296-0.00051857i,0.0004135-0.000863i,0.00050047-0.00057141i,-0.00026622-0.00053043i,0.00050965-0.00048836i,0.00085169+3.496e-05i,0.00029609+0.00035674i,-0.00055378+0.00053006i,-0.00068334+0.00062001i,-0.00011707+0.00029465i,0.00016829+3.5605e-05i,-4.4118e-05-0.00033815i
-0.00060209+0.00072168i,-0.00027779+0.0013312i,-0.00012535+0.00093636i,-0.00010311+0.00054863i,0.00038493+0.00061527i,0.0005129-0.0004082i,0.0010667-0.00023095i,0.0016089+0.00072822i,0.0016864+0.00080455i,0.0012033+0.00081735i,0.00026322+0.00026081i,-0.00014864-4.166e-05i,-4.6173e-05-0.00011769i,0.00052383+0.00027218i,0.001253+0.0007853i,0.0017994+0.00091214i,0.00096589+0.00052707i,-0.00021953-0.00021786i,0.00053972-3.0295e-05i,0.0012029+6.0862e-05i,0.00092977+0.0001685i,0.00091273+0.00065967i,0.0010027+8.099e-05i
-0.0013199+0.00016412i,-0.00087566-0.00069344i,-0.00052804-0.00035536i,-7.4946e-05+0.00058944i,0.00054636+0.00097281i,0.0012302+0.0012047i,0.0013299+0.00085513i,0.0012011+0.00044738i,0.00084399-9.6006e-05i,-9.9229e-05-0.00033588i,-0.0011027-0.00035825i,-0.0010175-0.00065212i,0.00026386-0.0015293i,0.00086997-0.0011379i,0.00016322+0.00011453i,-1.1025e-05-0.00038058i,0.00049453-0.00032447i,0.00099828+0.0006617i,0.00047043+0.00061414i,-0.00013076+2.9231e-05i,0.00015997-0.00044372i,0.00021636-0.00076216i,0.00048531-0.00039027i
0.00053529-0.00036607i,-6.4265e-05-0.00093001i,-0.00080429-0.00057941i,-0.00096066+0.00083587i,-0.00084009+0.0014083i,-0.00055247+0.0011387i,-0.00042966+0.00075205i,0.00015702-4.1448e-06i,0.0003761-0.00026169i,-0.00041376-0.00022567i,-0.00036088-0.00050233i,0.00030554-0.00028136i,0.00024525+0.00027072i,-0.00023046+0.00045355i,-0.00047894+0.00036391i,-0.00058499-4.7266e-05i,-0.0004417-0.00050335i,-0.00066769-7.0184e-05i,-0.00073042-0.00040217i,-9.6594e-05-0.00091082i,3.4622e-05-0.00030017i,0.00022323+0.00023801i,-4.4964e-05-0.00013449i
-0.0011517-0.00056227i,-0.0010893+0.00032014i,-0.0012486+0.00064621i,-0.001493-0.00038631i,-0.00096055+5.0429e-05i,-3.8917e-05+0.00097221i,0.00056007+0.00045881i,0.00090758+0.00034897i,0.00059311+8.3619e-06i,0.00024701-0.00074798i,-0.00022079-0.0014929i,-0.00022569-0.0019481i,0.00044894-0.0017214i,-9.6242e-05-0.001105i,-0.0002339-0.00051668i,0.00017281-0.00020302i,-7.3227e-05+0.00011595i,-0.00020953+0.00069444i,-2.4897e-05+0.00088723i,0.00028539+0.00028555i,0.00024829-0.00012667i,0.00022103-0.00027806i,0.00032185+0.0003352i
-0.00099584-0.00016438i,-0.0020392-3.0284e-05i,-0.0021419-0.00021276i,-0.00098838+0.0012249i,0.00039616+0.0014585i,0.0012257+0.00018617i,0.0010684+0.0001855i,0.00077812+0.00073815i,0.0010159+0.0010244i,0.00032683+0.00073089i,-0.00047534+0.00011096i,-6.1763e-06-4.312e-05i,0.00010154-6.771e-05i,-0.00056814-0.00015748i,-0.00076658+8.4258e-05i,6.8198e-07+0.00047805i,0.00088532+0.00021049i,0.00077804+0.00048635i,0.00014568-0.00024284i,-5.3574e-05-0.00060516i,0.00012649+0.00041763i,0.00032802+0.00049569i,7.594e-06-0.0002787i
0.0006799-0.0010302i,0.00055407-0.0008496i,-0.00023017-0.00054829i,-0.00032205-0.00012279i,-6.2591e-07+0.00019828i,0.00090695+0.00065476i,0.0011335+0.00061797i,0.00083315+0.00011599i,0.0011818+0.00054721i,0.0011084+0.00023266i,0.00030183-0.00034666i,-9.4927e-05+8.6672e-05i,-0.00059872-9.9721e-05i,-0.00069211-0.0010005i,0.00023507-0.0013167i,0.0007696-0.00053801i,0.00049065+0.00047909i,0.00033675+0.00049043i,0.0002234+0.00042499i,0.00049294+0.0003008i,-0.00026568+8.8857e-05i,-0.00056223+0.00022771i,-0.00014173-0.00027838i
0.00036491-0.00065242i,-0.00016753-0.0014349i,4.0225e-05-0.0012534i,0.00018787-0.00036591i,0.00020304+0.00027386i,0.0001806+0.00048755i,0.0004559+0.00064682i,0.00064475+0.0001785i,0.00046955-0.00071101i,0.00016999-0.00098376i,-0.00030764-0.0012791i,-0.00046748-0.00074204i,0.00020284-0.00063348i,0.00018729-0.0019594i,0.00057499-0.0014982i,0.0010447-0.00010902i,0.00090823+0.000326i,0.00019233+0.00066278i,-0.0003704+0.00095615i,-0.00016896+0.00077461i,7.8972e-05-1.6676e-05i,0.00055475-0.00015017i,0.00019102-0.00013276i
-0.00038884+0.0016954i,-4.0524e-05+0.0023317i,0.00074035+0.0021948i,0.00056096+0.0017487i,0.00093506+0.0014172i,0.001524+0.00068907i,0.0011367+0.00059226i,0.0010155+0.00070743i,0.0010269+0.00034648i,0.0010628+0.00032586i,0.00097796+0.00033721i,0.00058495-1.5151e-05i,0.00059776+0.00026242i,0.00050621+0.00035352i,0.0006597-0.00027898i,0.0008959-0.0007693i,0.00010321-0.0005624i,-0.00045525+0.00023987i,-0.000219+0.00080117i,0.00049994+0.00083935i,0.00050098+0.0015896i,-0.00057616+0.0013741i,-0.0011888+0.00026936i
-0.0022836-0.0003678i,-0.0015752-0.00033562i,-0.0024437+0.00044468i,-0.0016133+0.00068462i,-0.00039197+0.0010271i,0.00054495+0.0015746i,0.00070749+0.00065626i,0.00059653-0.00067209i,0.00036528-0.0010113i,3.3009e-05-0.00081462i,0.00063483+6.2266e-05i,4.3798e-05+7.7419e-05i,-0.00093073+0.00010374i,-0.00047093+0.001017i,-7.3064e-05+0.0016925i,3.5795e-05+0.001401i,0.00043685+0.00028638i,2.8567e-05-0.00046243i,-0.00021249-0.00057992i,-0.00018742-0.00013182i,-0.00035261-5.9149e-05i,-0.00031772+2.1232e-05i,-0.00069944+0.00046579i
0.0020865+0.00039975i,0.0012291-0.00021446i,0.00031047+0.00047444i,-0.00070648+0.00067015i,-0.0011666+0.00043837i,-0.00036223+0.0012097i,0.00031924+0.0016171i,0.00037682+0.0017497i,0.00063524+0.00052485i,0.00049581-0.00032748i,0.00023449-6.174e-05i,0.00016227-0.00028716i,-9.3827e-05-0.00064056i,3.111e-05-0.00058619i,9.1695e-05-0.00043605i,7.5918e-05-9.3236e-05i,0.00056983+3.9734e-05i,-0.00014899-0.00019624i,-0.00090213+0.00041165i,-0.00018243+0.00099962i,0.00043981+0.00079367i,0.0003234+0.00056048i,0.00063365+0.0002715i
0.0014116+0.00097679i,0.0014179+8.913e-05i,0.00064143-0.00090882i,-0.00010204-0.00052207i,-0.00040397-0.00034354i,-0.00061955-0.00037089i,-0.0004845+0.00072395i,-0.00031227+0.0011226i,0.00010505+0.00024057i,0.00027414-0.00043938i,-0.00020789-0.00095016i,-0.00021244-0.00088351i,0.00029661-0.00059379i,0.00022509-0.00076555i,0.00038337-0.00020424i,0.000203+1.5568e-05i,5.3069e-05-0.0010393i,0.00033143-0.0016408i,0.00048352-0.00086975i,0.00045339+0.00010321i,0.00024674+0.00029637i,0.00051305-0.00035228i,0.00044219-0.00019651i
0.00077825+0.00048196i,0.00031185+0.00033636i,0.00044926+0.00098392i,0.00063361+0.0011029i,0.00011533+0.0010643i,-0.00019753+0.0010705i,0.00053694+0.0010611i,0.0006434+0.00049454i,0.00046911-7.1205e-05i,0.00051808+0.00034746i,0.00045798+0.00017026i,0.001067+0.00013592i,0.00091604-0.00024911i,0.00075076-0.00055439i,0.00023986-1.4454e-05i,-0.0004594-0.00018881i,-0.00014187-7.1994e-06i,-5.9715e-05+0.00041942i,-0.00047587+0.00025979i,-0.00063198-4.7023e-05i,-0.00075994-0.00054181i,-0.00017091-0.00079047i,0.00019424-0.00055092i
-0.0035029-0.00049997i,-0.0030914-0.00167i,-0.0033775-0.0011576i,-0.0028424-0.00010771i,-0.0010066+0.00086652i,0.00064936+0.0013397i,0.00061639+0.00038391i,0.0004203+0.00017304i,0.00022873+0.00058036i,-0.00019759+0.00045035i,9.7374e-05+0.00041669i,0.00043908+0.00024677i,-0.00038702+0.00016171i,-0.0012961+0.00042202i,-0.00064508+0.00061053i,-3.7134e-05+0.00022088i,-5.605e-05+5.0627e-05i,-2.8772e-05-0.00031813i,-0.00011733-0.00075611i,0.00017327-0.0009066i,0.00071636-0.00096251i,0.00050505-0.0012981i,-0.0002716-0.00092484i
0.0011254+0.0014149i,0.0019506+0.001903i,0.0018616+0.002247i,0.0014206+0.001656i,0.0013573+0.00078801i,0.0010125+0.00044866i,0.00071194+0.00045549i,0.00047372-0.00011907i,0.00031721-0.00043026i,8.7295e-05-0.0001664i,0.00011021-0.00065597i,-0.00013665-0.00079359i,-7.975e-05-6.6321e-05i,6.5514e-05+0.0003464i,0.00034885+0.00021793i,0.00029497+0.00035105i,8.6962e-05+0.00040598i,0.00026177+0.00033006i,-0.00071565-0.00033465i,-0.0013691-0.00013899i,-0.00084318+0.00028689i,0.00011604+0.00027224i,6.8302e-05+0.00045954i
-0.0023453-0.0009168i,-0.0026728-0.00033321i,-0.0028372-0.00024004i,-0.0023771-0.00015733i,-0.0013949+0.00026303i,-0.00039993+0.0010806i,0.00048325+0.0010643i,0.00063419-4.884e-05i,-0.00019436-0.00062972i,-0.00057328-0.00064511i,-0.00018507-0.00077523i,0.00061472-0.00038451i,0.000614+0.00023128i,0.0005295+0.00051849i,0.0012367+0.00079926i,0.0019833+0.0009018i,0.0012912+0.00023393i,0.00056661+0.00032461i,0.00043034+0.00042941i,0.00023494+0.00015263i,-0.00016691-0.00015951i,-0.00042292-0.00050163i,7.6334e-05-0.00038495i
0.00081654-0.00021817i,0.00094629+0.0003997i,0.0013539-0.00014846i,0.0014536-0.00033698i,0.0012637+0.00021782i,0.0013987+0.00069465i,0.0021253+0.0009468i,0.001853+0.00015964i,0.0011554-0.0015436i,0.00046087-0.001847i,-0.00045136-0.0008157i,-0.0009516-9.6288e-05i,-0.00056653-0.00024476i,0.00065739-0.00068561i,0.00062999-0.00093972i,0.00056092-0.0014828i,0.0005047-0.0011108i,-3.5121e-05-0.0013119i,-0.00045755-0.0016706i,-0.00025712-0.00061137i,0.00038666+2.9796e-05i,0.00076879-9.4028e-05i,0.0011663-6.1879e-05i
