0.001395+0.0013277i,0.00064279-0.00014284i,0.0002309-0.0013813i,0.000256-0.0015226i,-0.0014768-0.0012038i,-0.0026868-0.00062563i,-0.0014781+0.00020263i,-0.00013478+0.00049673i,0.00060849+4.9026e-05i,0.0014462-0.00042275i,0.0014714-0.00077172i,0.00087197-0.00067975i,0.00046238+0.00012632i,-4.2685e-05-0.00010609i,-0.00013832-0.00014869i,-9.0715e-05+0.00026418i,-0.0006041+0.00021532i,-0.00060461+4.2525e-05i,-0.00033377-4.2565e-05i,-0.00067375-0.0002279i,-0.00063506+2.2207e-05i,-0.00037596+0.00055093i,-0.0001572+0.00037499i
-0.0009977-0.00025368i,-0.0014519+0.00026179i,-0.0013733+0.00057524i,-0.00033955+6.7783e-05i,-0.00058265-0.00024888i,-0.00153-0.00035033i,-0.0011655-0.00028671i,-0.00064607-0.00032287i,-0.00095897-0.0001191i,-0.00049383+0.00011216i,0.00051695+0.00043165i,0.00050557+0.00051577i,0.00051802+1.2181e-05i,0.00055665+0.00019652i,-0.00056573-0.00047842i,-0.0013635-0.00079332i,-0.00038403-7.252e-05i,0.00090428+0.00034146i,0.00081549+0.00072519i,0.00056823+0.00067893i,0.00049743+0.00094632i,0.00039117+0.0016149i,0.00066158+0.00064637i
-0.0047424-0.00078391i,-0.006326-0.00021716i,-0.0045038+0.00045509i,-0.00040057+0.0018296i,0.0010199+0.0020115i,0.00090011+0.00064952i,0.00027248-0.00064807i,-0.00059524-0.0013253i,-0.00066382-0.00076542i,-0.00082435-0.00040877i,-0.00015589-0.00066269i,0.0011187-0.00076157i,0.0011311-0.00051935i,0.00049068-0.0004613i,0.00041471-2.8109e-06i,0.00069311+0.00038422i,8.8032e-05+0.00035926i,-0.00071375+2.9197e-06i,-0.00063223-0.00042781i,-2.5166e-05-6.0491e-05i,0.00069507+0.00079612i,0.0007625+0.000169i,0.00054194+4.2666e-05i
2.8805e-05-0.0027301i,4.4506e-05-0.0031126i,-0.00080599-0.0019571i,-0.0012154-0.00044139i,-0.0012894+0.00066345i,-0.0011775+0.00093745i,-0.00092648+0.00054869i,-0.00013984+6.2335e-05i,-0.00017821+0.00033668i,-0.00067202+0.00079051i,-0.00041975+0.00045306i,8.425e-05+0.00041069i,0.00070024+0.0008019i,0.00079093+0.0004472i,-1.5032e-05-0.00013012i,-0.00011548-0.00032161i,0.0004512-0.00021229i,0.00053166-0.00022837i,-8.8148e-05+4.7398e-05i,-0.00077567+0.0003947i,-0.00078294+0.00057556i,-0.00051866+0.00064994i,9.9788e-05+0.00062446i
0.00098069-0.0018249i,2.7068e-05-0.0017839i,-0.0010083-0.0011543i,-0.0015389-0.00041096i,-0.0013173+0.00017469i,-0.0014066-9.4116e-05i,-0.0017325-0.00027234i,-0.0012355-0.00019945i,-0.0013824-0.00032596i,-0.0014102-0.00055996i,-0.00065837-0.0012495i,0.00032277-0.0010364i,0.00054535+0.00059316i,-1.3912e-05+0.0013744i,-0.00041916+0.00037605i,-0.00069556-0.00016494i,-0.0007807-0.00037111i,-0.00058687-0.00039382i,-4.2879e-05-9.2603e-05i,0.00034442+0.00020986i,0.00080997+0.00020237i,0.0007921+0.00014877i,0.00080612+0.00046153i
0.00046336+0.0015589i,0.00077406+0.0026868i,0.00079226+0.0015399i,0.00021502+0.00071313i,-0.0012165+9.6238e-05i,-0.0014012+0.00064079i,-0.00041066+0.00089732i,0.00032708+0.00042481i,0.00050649+0.00023889i,8.6717e-08+0.00035451i,-0.00011937+0.0005073i,0.00096274+0.00045366i,0.001424+0.00031061i,0.0013713+0.00071968i,0.0010687+0.0018278i,8.8927e-06+0.0012933i,-0.00022827+1.4609e-05i,-6.35e-06-0.00020567i,3.1967e-05-0.00022147i,0.0002272+0.00010615i,0.0003459-0.00045405i,0.00012742-0.0006154i,8.836e-06-0.00060889i
-0.002886-0.001088i,-0.0039743-0.0014507i,-0.0031535-0.0016849i,-0.002089-0.0009973i,-0.0019019+0.00026106i,-0.0013691+0.00050043i,-0.00041997+0.001042i,-0.00038051+0.0014207i,-0.0007936+0.0011058i,7.8207e-05+0.00065179i,0.00073558+0.00055972i,0.00018657-0.00055161i,-0.00032342-0.0015229i,0.00042394-0.0013381i,0.0010069-0.00047183i,0.00083008+0.00023619i,0.00040978+0.00013428i,-0.00026731+0.00033143i,-0.00089854+0.00028189i,-0.00052864-0.00018362i,-9.6834e-05-6.1732e-05i,-1.659e-05+0.00028502i,0.00027408+0.00036677i
-0.00029937-0.0026634i,-0.0019782-0.0033567i,-0.003025-0.0021967i,-0.0025305-0.00066357i,-0.0016466-0.00058294i,-0.0018187-0.0010689i,-0.0015185-0.001238i,-0.00078372-0.00057727i,-0.00029691+0.00010604i,3.1215e-05-4.5484e-05i,-0.00061547-9.1908e-05i,-0.0005457+0.00042031i,-6.4438e-05+0.00050988i,9.3023e-05+0.00080983i,-2.4201e-05+0.0013527i,4.6192e-05+0.00080462i,-0.00011893-0.00017217i,0.00011255-0.00042917i,0.00090614-0.00056743i,0.0013104-0.00048622i,0.00062058-0.00017128i,-0.00010073-0.00030955i,-0.00018411-0.00032407i
0.00273-1.6741e-05i,0.0041094+0.0002568i,0.0033154-0.00046573i,0.0019217-0.0021871i,0.00035627-0.0029742i,-0.0017636-0.0021101i,-0.0021428-0.0007714i,-0.0012201-1.6719e-05i,3.1236e-05-0.00022082i,0.00019601-0.00032091i,-0.00039251+0.00015997i,-1.0751e-05+0.00014994i,7.0895e-05-0.00025819i,-0.00011566-0.00070908i,-0.0002114-0.00032564i,-0.00080076+6.3691e-05i,-0.00085917-0.00038424i,-0.00049542-0.00079228i,-0.00023576-0.00054527i,-0.00074573-0.0004927i,-0.00112-0.00051395i,-0.00069311-0.00062593i,-4.9568e-05-0.00062657i
0.00078942-0.0023419i,-0.0002216-0.0017049i,-0.0015063-0.0012664i,-0.001577-0.00065998i,-0.0020317-0.00026045i,-0.0017335+0.00046661i,-0.00025938+0.00064156i,0.000377+0.00067186i,4.4981e-05+0.00083366i,-0.00034777+0.00075028i,-0.00069437+0.00045503i,-0.00037217+0.0005982i,0.00023936+0.0012212i,0.00078698+0.0013525i,0.00054395+0.0013034i,-0.00020784+0.00028435i,0.00012108-0.00063773i,0.00052479-0.00049523i,0.00063716+2.8839e-05i,0.00014323+0.00028853i,0.00024382+0.00014762i,0.0005301+0.00015281i,0.00037144+0.00050504i
-0.0027308-0.00051305i,-0.0035278+0.00072794i,-0.0023295+0.0024754i,-0.00020301+0.0024846i,0.00060018+0.0016958i,-0.00046022+0.00094984i,-0.0013379+0.00050351i,-0.0008718+0.00031467i,0.00055138+0.00067057i,0.0010942+0.0012808i,0.00045064+0.0015233i,0.00093619+0.00097667i,0.0012396+0.00022953i,0.0011198+0.00020207i,0.00078496-0.00024936i,-0.00052075-0.00067765i,-0.00052507-0.00031443i,7.4061e-05-0.00030515i,0.00012142+0.00025174i,-0.00069736+0.00069634i,-0.0010656+0.0002696i,-0.00051219+0.00018282i,-0.00024674+0.00033757i
-0.0015431+0.0011449i,-0.0012032+0.00078253i,-0.0013468+0.0015142i,-0.0010004+0.00097102i,-0.00058616-0.00024867i,-0.0010168-0.0010419i,-0.0018858-0.0016874i,-0.0019097-0.0012987i,-0.0002639-0.00026152i,0.001273+0.00022113i,0.0011131+0.00039807i,6.0813e-05+0.00069309i,6.1735e-05+0.00045306i,0.00098383+7.2576e-05i,0.00092252-0.0012214i,0.00045858-0.0015584i,0.0001231-0.00043804i,0.00011192-0.00022058i,6.9848e-05-0.0003361i,-0.00043034-9.3646e-06i,-0.00066758+0.00044143i,-0.00029931+0.00091169i,-0.00029372+0.00093751i
-0.00065482-0.00037553i,-0.0006289-0.0015989i,-0.00016828-0.0011298i,-0.00035328+7.429e-05i,-0.00080872-8.6943e-05i,-0.0018848-0.00080042i,-0.0019717-0.00063508i,-0.0011491-0.00050788i,-0.00060061-0.00042312i,-0.00027907-0.00017505i,6.4849e-05-0.00027663i,-6.5562e-05+0.0001569i,-0.0010315+0.00031903i,-0.0010928+0.00016929i,-0.00070825-0.0003829i,-0.00043888-0.00034964i,3.9168e-05+0.00048254i,0.00016258+0.00073568i,-2.2216e-05+0.00039738i,-0.00025957+0.00049771i,-0.00023774-0.00010848i,0.00019303-0.00055671i,0.00047601-0.00015053i
-0.0014164-0.00090033i,-0.0015511+0.00026884i,-0.0013211+0.0015581i,0.00020855+0.0013635i,0.00027835+0.0011557i,-0.00066007+0.0017081i,-0.00070217+0.0011098i,-0.00035038-0.00019461i,-0.00013524-0.00060527i,7.8423e-05+7.5822e-05i,0.00028409+0.00041539i,0.00036801-0.00030671i,0.000524-0.00045554i,-6.3119e-06+0.00025763i,-0.00030196+9.55e-06i,-0.00037512-0.00056386i,-0.00083173-0.001005i,-0.00054376-0.0011354i,-1.6544e-05-0.00069066i,-1.7575e-05-0.00044003i,-0.0004907-0.0006381i,-0.0006317-0.00089637i,0.00018108-0.00044657i
-0.00044941-0.0023805i,-0.0013469-0.0028199i,-0.00136-0.0027312i,-0.0011873-0.00061597i,-0.0013279+0.0015852i,-0.00071268+0.0016519i,-0.00022291+0.00026162i,-0.00012739-0.00030704i,-0.00023173+0.0003579i,0.00024897+0.00025409i,0.0003464-8.6136e-05i,9.1297e-05+0.00055618i,0.00038011+0.00099093i,0.00089717+0.00060016i,0.0013762+0.00055438i,0.0012596+7.7263e-05i,0.00075192-0.00023337i,0.00052383-0.00060557i,0.00036355-0.00057236i,-0.0002789-0.00053212i,-0.00067523-0.00040052i,-0.00056153+0.00080931i,-7.4078e-05+0.0011784i
-0.0010803-0.0022329i,-0.0016514-0.0016623i,-0.0029596-0.00088209i,-0.0029745+0.00056606i,-0.0018385+0.0017371i,-0.0012536+0.00098698i,-0.00082103+0.00015088i,-2.312e-05+0.00014406i,1.9861e-05+0.00039389i,-0.00087243+0.00042405i,-0.0003881+0.0002387i,0.0011799+0.00018211i,0.0018219+0.00078714i,0.0012895+0.00085304i,0.00087816-6.7404e-05i,0.00031019-0.00029887i,3.0294e-05-0.00012878i,0.00020139+0.0001065i,-0.00024829+0.00060083i,-0.0010094+0.00054121i,-0.0010002+0.00056615i,-0.00068241+0.0010826i,-0.00025054+0.00098948i
-0.001265-0.00021104i,-0.002326-0.0010961i,-0.0028867+8.5732e-05i,-0.0015732+0.0020516i,-0.00059113+0.0015333i,-0.00051279-3.4457e-05i,-0.00044556-0.00020527i,-0.00011201-6.6217e-05i,0.00054308-9.6285e-06i,0.00057303+0.00015346i,0.00042109+0.0004564i,0.0001399+0.0006017i,0.00011042+1.3911e-05i,0.00065468-0.00089059i,0.0014189-0.00076442i,0.00061879-0.00013193i,-0.00038424-0.00016415i,-0.00024948-0.00064385i,-0.00034982-0.00090081i,-0.00060969-0.0011488i,-0.00060637-0.00076593i,-0.00082586-0.00028081i,-0.00086345+0.0007328i
0.00016279+0.00024927i,-0.00017291+0.00017194i,0.00047036+0.001072i,0.00027288+0.0016957i,-0.001044+0.00026778i,-0.0022518-0.00056182i,-0.0024428-0.00033734i,-0.0014531-0.00010796i,-0.00069766+0.00020824i,-0.00050637+7.1891e-06i,-0.00012264-0.00054863i,0.00052579-0.00070624i,0.0007774-0.00090789i,0.0010344-0.00037259i,-0.0001107-5.6859e-05i,-0.0011896-0.00070726i,-0.00030336-0.00065459i,0.00054119-0.00015218i,0.0003438+0.00011626i,0.00035652+0.00041744i,-0.00010473+0.00026735i,-0.00067806-9.2179e-05i,0.00013896+0.0001908i
-0.0021174-0.000962i,-0.0032523-0.0019751i,-0.0038643-0.0021494i,-0.0022643-0.0017602i,-0.0010231-0.0013355i,-0.00063285-0.00066143i,-0.0010391-0.00067387i,-0.0010392-0.00074612i,-0.0004892-4.4476e-06i,-0.00035721+0.00030507i,-1.7093e-05-0.00026486i,0.00015417+0.00010946i,-6.247e-05+0.00099869i,0.00016056+0.00099394i,0.0008539+0.00063255i,0.0010446+0.00047559i,0.00010498+0.00075168i,-0.00055339+0.00046661i,-8.4129e-05-0.00011645i,-0.00017313-3.3421e-05i,-0.00036467+0.00040811i,-0.00035058+0.00034859i,-0.00034953-0.00033622i
-0.0018576-0.0027961i,-0.003074-0.0029744i,-0.0043658-0.0012302i,-0.0033452+0.0014114i,-0.0015633+0.0018333i,-0.00033499+0.00039687i,-0.00043614-0.00014401i,-0.00071725+1.4159e-05i,-0.00028409+0.00048457i,0.00021536+0.001577i,0.00064333+0.001792i,0.00083799+0.00069529i,0.00086902-0.00012863i,0.0011212+8.3451e-05i,0.0017165+0.00054815i,0.0015624+8.0931e-05i,0.00063466-0.00061566i,-0.00035113-0.00017027i,-0.00012805-0.00075667i,0.00026098-0.00079403i,-0.00048891+0.00027431i,-0.00091696+0.00065486i,-0.00072555+0.00086154i
0.0025533-0.0018419i,0.0023315-0.0026198i,0.00063591-0.0024129i,-0.00015273-0.0010042i,-0.00094327+0.00051843i,-0.0011618+0.0010626i,-0.00074564+0.0011341i,-0.00049972+0.00053901i,-0.00039733-0.00026245i,0.00022197-0.00019597i,0.00072752+8.3548e-05i,0.00065835-0.00024418i,0.00060984+0.00013447i,0.00017806+0.0010467i,-0.0006113+0.00082057i,-0.00024956+0.00026649i,0.00052472-0.00016441i,0.00093981-0.00076979i,0.0013026-0.00093609i,0.001289-0.00096308i,0.00084822-0.0005683i,5.4074e-05-0.00045113i,0.00023755-0.00063014i
0.00019868-0.0047965i,-0.00060132-0.0067247i,-0.0032291-0.0072893i,-0.004188-0.0043294i,-0.0038037+3.0348e-05i,-0.0017543+0.0023297i,0.00025205+0.0014919i,0.00088241-7.8968e-05i,-0.00024296-0.0012326i,-0.0016382-0.00038012i,-0.0016584+0.0012287i,-0.00085658+0.000909i,0.0007046+0.00074555i,0.0023552+0.0018751i,0.0025493+0.0021527i,0.0011918+0.0013752i,-0.000188+2.6873e-05i,-0.00073343-0.00046078i,-0.00019491-0.00067285i,0.00073244-0.00080899i,0.00043662+0.00027545i,0.00011297+0.00078985i,0.00022547+2.7586e-05i
0.0010381+0.0056746i,0.0014693+0.0064896i,0.0042951+0.0062341i,0.0041033+0.0024524i,0.0026201-0.0019156i,3.0061e-05-0.0041397i,-0.0014721-0.0017011i,-0.00097177+0.0011699i,0.00053952+0.0014687i,0.0018978+0.00045597i,0.0012786-0.00020404i,0.00063554-0.00047241i,-0.00049541-0.0012667i,-0.0021119-0.0018313i,-0.0024806-0.0019645i,-0.0013885-0.0013163i,2.9543e-05-4.3615e-05i,-8.6229e-05+0.00042026i,-0.00068573+0.00025225i,-0.00046984+0.00079961i,-0.00039255+0.00082553i,-0.00020659-0.00015845i,0.0006495-0.00055916i
0.00092865+0.002093i,0.00134+0.0028668i,0.0010491+0.0032889i,0.00076632+0.0024031i,0.00035693+0.00022216i,-0.0011476-0.0012512i,-0.0016708-0.00078399i,-0.0012667-9.0569e-05i,-0.00083021+0.00017546i,0.00012541-2.7289e-05i,0.00062831+1.2447e-05i,0.00028358+0.00044769i,3.5182e-05+0.00076843i,-0.00096196+0.0014164i,-0.0013725+0.00099691i,-3.1798e-05+0.00024305i,0.0010715+0.00059296i,0.0012998-6.1255e-05i,0.00085842-0.00050401i,-1.809e-05+0.00032975i,-0.00031993+0.00073642i,0.00023228+0.00052651i,0.00057609-0.00017787i
-0.00019795-7.6172e-05i,-0.00076687-0.0016742i,-0.00034564-0.0024112i,4.2914e-05-0.0024632i,-0.00048456-0.0018711i,-0.0022739-0.00052315i,-0.0026605+0.00072677i,-0.0016325+0.0006131i,-0.00019881+0.00045395i,0.00014287+0.00039696i,-0.00024282-0.00054605i,-0.0005398-0.00079151i,-0.00070595-0.00039276i,-0.0010006+0.00019393i,-0.001056+0.00015343i,-0.0005169-0.0003974i,0.00047406-0.0012316i,0.00057305-0.001248i,-0.00043687-0.00017679i,-0.00046357+0.0009485i,0.00033338+0.00034176i,-2.8764e-05-0.00035995i,-0.00078396+0.00015732i
-0.002103+0.00024878i,-0.0026093+0.00058235i,-0.0018796+0.0013176i,-0.0003572+0.0012775i,0.00036211+0.00052683i,-0.00019794-0.00070423i,-0.0010402-0.00066351i,-0.0009088+0.00022618i,0.0002798+0.0006886i,0.00062435+0.00045181i,0.0007501-0.00018672i,0.00085406-0.00033445i,0.00031245+5.9815e-05i,-0.00038193+4.387e-06i,-0.00044252+0.00028721i,-0.00017698+0.00029338i,-0.00015743+9.0641e-05i,-0.00052655+0.00066964i,-0.00066924+0.00039968i,-0.0002058+0.00023565i,-0.0005368+0.00089567i,-0.0010037+0.00074181i,-0.00043209+0.000592i
0.00051751+0.0014754i,0.0016894+0.0010063i,0.002556+0.00029997i,0.00099489-0.00021222i,-0.00029348-4.6974e-05i,-0.00057595-0.00051174i,-0.0015858-0.00075968i,-0.0014978-0.00024003i,-8.5853e-05+0.00011209i,0.00020052+1.4134e-05i,0.00011557-0.00037596i,0.00036448-0.00076137i,0.00044046+0.00028974i,5.7221e-05+0.00082162i,0.00031297-5.4584e-05i,0.00047199-9.8307e-05i,-0.00012855+0.0004288i,6.0022e-05+0.00066305i,0.00036672+0.00051306i,9.0578e-06+0.00086715i,-0.00037071+0.00047435i,-0.00058148-0.0002242i,0.00022425-9.6318e-05i
-0.0029674+3.8283e-05i,-0.002537-0.00010053i,-0.0012648+0.00086822i,-0.00027951+0.0013508i,3.7021e-05+0.00086095i,-0.00031043+0.00024374i,-0.0011362+8.7491e-05i,-0.0016536-0.00012268i,-0.00038292+0.00060796i,0.0012219+0.00094487i,0.0018707+0.00084631i,0.00112+0.00025642i,-0.00085166-0.00025208i,-0.0010959-0.0004049i,0.00017815-0.00045789i,-6.0532e-05-0.00021909i,-0.00060862-0.00058107i,-0.00011187-0.00045431i,-3.9596e-05-0.00040785i,-0.00035582+0.00024849i,-0.00049083+0.00089136i,-0.00054742-4.7296e-05i,-0.00019745-0.0008589i
0.00037797+0.00013927i,0.00082905-0.00050402i,0.0011241-0.00075625i,0.00052592-0.0011073i,1.1082e-05-0.0011438i,-0.0010286-0.0011698i,-0.00089654-0.0010986i,-0.00010587-0.0007535i,0.00042245-0.00030521i,0.0011352-0.00017363i,0.0013261-0.00057796i,0.00088657-0.00011812i,0.00031906-9.7406e-05i,-0.00025101-0.00086674i,-0.00079233-0.0016944i,-0.00091507-0.00051893i,-0.00036213+0.0001049i,0.00024121-0.00010406i,-0.00054221+0.00069735i,-0.0011959+0.00078121i,-0.00085656+0.00037122i,-0.00041576+0.00012729i,0.00010471-0.0001076i
0.0012026-0.00010437i,0.0009123-4.4552e-05i,0.00024486-0.0011332i,-0.00034589-0.0017796i,-0.0018016-0.00099044i,-0.0026307-0.00099254i,-0.0026704-0.0010373i,-0.0021666-0.00045045i,-0.001336-0.00030275i,-0.00040001-0.00028813i,-8.8173e-05-0.00011482i,-0.0003218+0.00040255i,-0.00016128+0.00094549i,0.00029496+0.00054716i,-0.00022649+0.00038562i,-0.00062665-1.0582e-05i,3.6543e-05-0.00055183i,0.00036206+0.00017111i,-0.00026791+0.0002636i,-9.393e-05-0.00091405i,0.00039871-0.00065767i,0.00021521+0.00042219i,-0.00012193+0.00057262i
-0.0013688-0.00094919i,-0.0015517-0.00056177i,-0.0003429+0.00080107i,0.00031269+0.0013126i,-0.00041028+0.00022545i,-0.00096258+2.7867e-05i,-0.0017428+0.00096684i,-0.0020497+0.00062905i,-0.0010218+1.4093e-05i,-1.447e-06-0.00042861i,0.00030852-0.0003499i,0.00025723-0.00014456i,0.00028471-0.00073222i,0.00046971-0.00045482i,-6.5398e-05+0.00088043i,-0.00019108+0.0012152i,0.00015849+0.00054265i,-0.00025398+0.00097414i,-0.00056733+0.0014081i,0.00015592+0.00054274i,0.00054986+9.2162e-05i,0.00018988-0.00055659i,-0.00015173-0.0014845i
0.00028839-0.00045845i,0.00025489-0.0013136i,-0.00028506-0.0011268i,0.00042171-0.0013451i,0.0019185-0.00099776i,0.0016422-0.00084986i,3.3406e-05-0.0010668i,-0.00081547-0.0001763i,0.00020844+0.00094602i,0.0013041+0.00058255i,0.00054424-0.00020979i,0.00018988-0.00010273i,0.00090923+0.00012359i,1.3028e-05-5.3733e-06i,-0.00082379-0.00020236i,-0.00027786-0.00041831i,0.00069435-0.00085472i,0.00046607-0.0013076i,-0.00044578-0.0001679i,-0.0004411+0.00091908i,-0.00040713+0.0013619i,-0.00039835+0.0010896i,-2.1375e-05-0.00043644i
0.00061678+0.0013389i,-0.00032939+0.0012522i,-0.00039163+0.0013918i,-0.00055495+0.0016481i,-0.0013661+0.0011606i,-0.0018354+1.2169e-05i,-0.0017753-0.00050509i,-0.0010633+0.00021103i,1.2772e-05+0.00068089i,0.00049346+0.00011078i,0.00053887+0.0001689i,0.0014209+4.3326e-05i,0.0017024-0.00015182i,0.001048+0.00061789i,-0.00014495+0.0010585i,-0.00090473+0.00059607i,-8.2519e-05-0.00039245i,1.5703e-05-0.00062005i,-0.00057524+0.00080422i,2.3422e-05+0.00082946i,0.00018526+1.1868e-05i,-0.00034064-0.00012i,-0.00011139-0.00077255i
-0.00044315-0.0024502i,-0.0012229-0.0027053i,-0.001445-0.0019346i,-0.0018295-0.0011782i,-0.0019493-0.00061635i,-0.0017-0.0005746i,-0.0011194-0.00032901i,-0.00013406+0.00032514i,0.00056197+0.00036029i,0.00054104+0.00029008i,-2.5421e-05+0.00071301i,-4.6962e-05+0.0012077i,0.00048108+0.00030745i,0.00028428-0.00083965i,-7.4702e-05-4.1904e-05i,0.00015753+0.00097022i,0.00011734+0.0012834i,-6.3327e-05+0.00038122i,-0.00030444-5.4538e-05i,0.00032569-0.00037024i,0.00064183-0.000389i,0.00043481-0.0002443i,-2.2952e-05-0.00037625i
0.00032457-0.00036075i,0.00096202+0.00039828i,-8.222e-05+0.00079248i,-0.00059705+0.0010753i,-0.0004892+0.0007836i,-0.0014602+0.00015627i,-0.0020849-0.00064988i,-0.0014335-0.00041703i,-0.00099369-0.00015716i,-0.00037509+0.00018508i,4.2722e-05+0.0006115i,0.00012475+0.00034984i,0.00084408+0.00029357i,0.0012521+0.00071821i,0.00073025+0.001051i,0.00033315+0.00092502i,-0.00040171+0.0002042i,-0.00035873-4.0066e-05i,0.0003863+0.00046367i,-0.00040291+5.829e-05i,-0.00097614-0.00063701i,-0.00035613+0.00017104i,0.00010428+0.00050729i
-0.0018692+0.00041686i,-0.0016145+0.00029783i,-0.0016199+0.00066678i,-0.00089192+0.00052188i,0.00015347+0.00014555i,0.000218-5.303e-05i,-0.00036044+0.00031512i,-0.00030397+0.0015722i,0.00029871+0.0010465i,0.00031954-1.46e-05i,0.00020381-0.00038735i,0.00024935+3.2791e-05i,-0.00019943-4.7739e-06i,-0.00053864-0.00054362i,-0.00045967-0.00069433i,0.00011674-0.00082445i,0.00087282-0.00060356i,0.00084395+0.00017714i,0.00078824-0.00034445i,0.00034371-0.00058446i,0.00064992+3.9438e-05i,0.00056797+0.00033665i,-0.00012747+0.00019296i
0.0018905-0.00066515i,0.0012155-0.00020327i,0.00073359-0.0010145i,0.0013178-0.0020521i,0.00028805-0.002016i,-0.0019217-0.0012388i,-0.0024402-6.0811e-05i,-0.001699+0.0014463i,-0.00053391+0.001837i,3.1446e-05+0.00079788i,-0.00015901+0.00023769i,0.00029471+0.00055051i,0.00031719+0.0003079i,-4.9775e-05-0.00019756i,-0.00015052-0.00010773i,-0.00051716-0.00014348i,-0.00039856-0.0011053i,1.3607e-05-0.00084267i,0.00029341-6.4189e-05i,0.00067705-0.00040495i,0.00035906-0.00037346i,0.00014171-0.00035462i,0.00035919-0.00017953i
-0.00092134-0.0011976i,-0.0013939-0.0019112i,-0.0010763-0.0022372i,-0.00089854-0.0016303i,-0.0016604+3.4724e-06i,-0.0021417+0.00035117i,-0.001139+0.0003688i,-0.00074451+0.00099816i,-0.0012665+0.00083129i,-0.00057088+0.00062756i,5.4516e-05+0.00067246i,-0.00026661+0.00053931i,-0.00056542+0.00056488i,-4.2989e-05+0.00027652i,-0.00055988-0.00029629i,-0.00088448-0.00040904i,-0.00023203-0.000939i,0.0001601-0.00061157i,0.0002845-8.4433e-05i,0.00029194-0.00054637i,0.00039794-0.00043757i,-2.3813e-05-0.00036533i,-0.0011906-0.00028337i
-0.00070634-0.00044021i,-0.0021851+0.00037357i,-0.002374+0.0016i,-0.0012196+0.0013904i,-0.00049504+0.0009546i,-0.00072746+0.00055291i,-0.0012948+0.00093353i,-0.0017519+0.0010532i,-0.001327+0.00012355i,-0.00073368-0.00046518i,-0.00040287+0.00014353i,-0.00021799+0.00076368i,0.00024316+0.00054743i,0.00058155+0.00037528i,0.00087039+8.6489e-05i,0.000108+0.00012902i,2.635e-06+0.00043438i,0.00089982+7.5723e-05i,0.00099665-0.00053351i,0.00041568-0.00067564i,0.0001798-0.00036798i,-0.00017998-0.00032928i,0.00026646-0.00035995i
0.00029183-0.00058027i,0.00052634+0.00012082i,0.00035942+0.0010747i,-2.7162e-05+0.0015734i,-0.00012214+0.00078872i,-0.00016733+0.00024029i,-0.0002457+0.0004697i,-0.00024882+2.7233e-05i,0.00040813-0.00053336i,0.001032-3.4453e-05i,0.00086821+3.9665e-05i,0.00053725-0.00038807i,0.00044124-0.00034572i,-0.00017288+0.00017901i,0.00022398+0.00015919i,0.00092875+3.4049e-06i,0.00058575+0.0004432i,0.00012208+0.00031036i,-0.00044031-0.00020996i,0.00018887-0.00064773i,0.0011044-0.00064247i,0.00039311+0.00058083i,-0.00044746+0.00047008i
-0.0018531-0.0019189i,-0.0014856-0.0019381i,-0.00064362-0.00080585i,-0.00083364+0.00029466i,-0.00078558+0.00051806i,-0.00079753-8.3152e-05i,-0.0017123-7.307e-05i,-0.0016243+0.00037815i,-0.00031896+0.00037349i,0.00063631+0.00027281i,0.0012445-0.0002165i,0.00074827-0.00048273i,-0.00025885-0.00052547i,-0.00011968-0.00024849i,0.00035031-0.00011965i,0.00098739-0.00014901i,0.0011277+0.00033873i,0.00033459-9.9315e-05i,-0.00020578-0.00061801i,-0.00026574-0.00032659i,-0.0003409-0.00022908i,-2.3154e-05-1.0668e-05i,-0.00016301+2.218e-05i
-0.00077687-0.0011181i,-0.0021253-0.0013497i,-0.0030441-0.0023092i,-0.0024345-0.001328i,-0.0012105-0.00022947i,-0.0010362-0.00089625i,-0.0015241-0.00049763i,-0.0019647+3.7738e-05i,-0.0012807+0.00027922i,-0.00012398+0.00026833i,0.00025123-0.00054148i,0.00094034-0.00023608i,0.0010479+0.00094457i,0.00012837+0.00095919i,-0.00014049-0.00020433i,-0.00041027-0.00048322i,-0.00048354-7.2337e-06i,-0.00022375+1.2801e-05i,-3.5318e-05-0.00031008i,-3.0087e-05-0.00016014i,0.00022431-8.9933e-06i,6.7256e-05-0.00034224i,-0.00044768-0.00060853i
0.00018171-0.00025057i,0.00013634-7.7894e-05i,0.00053968+0.0003344i,0.0010526+0.00035622i,-0.00013687+0.00020984i,-0.0016624-0.00053034i,-0.0019513-0.00053759i,-0.0015869+0.0003484i,-0.00051566+0.00070115i,0.00085157+0.00083328i,0.00084584+0.00037172i,0.00011406+0.00032006i,0.00077794-3.104e-05i,0.00021891-0.0009144i,-0.00038849-0.00072307i,-0.0003794-0.00044822i,1.8823e-05-0.00037403i,0.0005875-0.00044491i,-3.1076e-05-0.00055003i,-0.00046771-0.00025236i,-0.00019479+0.00021652i,-0.00059766+0.00045421i,-0.0010454-0.00015314i
