-0.0026666+0.0028471i,-0.0034883+0.0031998i,-0.0024021+0.0031593i,-0.00060072+0.0024083i,-1.8418e-05+0.001576i,-2.7978e-05+0.0010706i,-0.0005217+0.0015176i,-0.000652+0.0012271i,0.000362+0.00028149i,0.0012923-0.00058205i,0.001048-0.0010602i,0.0005803-0.00099134i,0.00045205-0.0010877i,0.00034043-0.0010742i,0.00023596-0.00048643i,0.0003464-0.00033044i,0.00048327-0.00048167i,0.00062321-0.00012156i,0.00049008-0.00026228i,0.00037823+2.2366e-05i,0.00034837+0.00039677i,0.00031914-2.2299e-05i,0.00034762-0.00028063i
-0.00034959-0.0015687i,-0.00085373-0.0018746i,-0.0017482-0.0017838i,-0.0021046-0.00015362i,-0.0019872+0.0010749i,-0.0011928+0.0011034i,-0.00069239+0.00094479i,0.00043021+0.0005615i,0.00064622+0.00031669i,-0.00010574+0.00040443i,0.00018487+0.00010012i,0.0011113-0.00060856i,0.0010808-8.8186e-05i,0.00078324+0.00096943i,0.00070014+0.0011222i,0.00064668+0.00045549i,0.00058972+1.4112e-05i,0.00054301-4.0556e-05i,1.234e-05-0.00013765i,-0.00038983-0.00039619i,-4.8791e-05-0.00032559i,0.0002826+0.00042797i,0.00087094+0.0012284i
0.00064755+0.0012702i,0.00029403+0.0008067i,0.0010386+0.0014712i,0.0015549+0.0012486i,0.00044144+0.00061801i,-0.0013389+9.6034e-05i,-0.0010966+0.00023959i,-0.00026387+0.00023891i,0.00038795-0.00029161i,0.0003472-0.00011898i,-1.4257e-05+0.00032943i,-0.00041255+0.00080031i,-0.00068728+0.00071121i,-0.00051046-0.00043839i,-0.0002673-0.00070218i,0.00015337+0.00059578i,-8.2555e-06+0.0011051i,-0.00053464+0.00086555i,-1.7406e-05+0.00037836i,-5.0886e-05-5.32e-05i,-0.00046991-0.00029386i,-0.00016845+0.00018382i,-0.00030351+0.00034651i
5.737e-05+0.00061376i,-1.4547e-05+0.00097059i,-0.00016089+0.00033508i,0.00041895-0.00050941i,0.00059574-2.5824e-05i,0.00058976-0.00010845i,0.00033568-0.00027013i,-0.00011689-0.00042307i,5.9693e-05-0.00066832i,0.0010611-0.00031728i,0.0008028-0.00015943i,-8.1254e-05-0.00023052i,0.00018042-0.0004769i,0.00038868-0.00018987i,0.0004636+0.00031538i,0.00071145+0.00031207i,0.00084717-6.1367e-05i,0.00083149+0.00037492i,2.9935e-06-5.7175e-05i,-0.00068268-0.0010185i,-0.00030719-0.00095195i,0.0003473-0.00043083i,0.00053178+0.00023252i
0.00034211-0.0008332i,0.00023873-0.00095701i,-0.0010575-0.00066618i,-0.00079608+8.5058e-05i,1.4118e-05+0.00074155i,0.00038626+0.00058771i,0.00036924-0.00024315i,-0.00014556-0.00069662i,-7.834e-05-0.00018227i,-0.00029484+0.00038391i,-0.00025021-0.00021974i,0.00021259-0.00024611i,0.00041588+0.00047916i,0.00034496+0.00037315i,0.00031706-3.8819e-05i,-0.00015913+0.00030525i,-0.00031236+0.00034118i,-0.00037372+8.9342e-05i,-0.00039491-0.00026292i,-8.6257e-06-0.00032797i,0.00035517-9.6592e-05i,0.00077222-0.00050987i,0.00065406-5.7888e-05i
0.0011334-0.00084624i,0.0029847-0.00083637i,0.0031551-0.001234i,0.0012029-0.001298i,-0.00050574-0.0005306i,-0.00038748+0.0015555i,0.00019922+0.0021813i,-8.439e-05+0.00051301i,-0.00054807-0.00040062i,-0.00074665+9.0582e-05i,-0.00053397+0.00040647i,1.6583e-05+0.00012472i,0.00046596+0.0004685i,0.00016257+0.00093057i,0.00010757+0.00048479i,0.00010325+0.00034651i,0.00015664+0.00068511i,0.00056776+0.0010912i,0.00059743+0.00055629i,-2.4569e-05+0.00057423i,-0.00088056+0.00054444i,-0.00028257+0.0001975i,3.1096e-05+0.00021696i
0.0027871+0.0022911i,0.0020424+0.0011898i,0.0023607-0.00033423i,0.0011356-0.0010727i,-0.00041121-0.0013929i,-0.0011028-0.0012641i,-0.0017033-0.00033789i,-0.0019966+0.00082976i,-0.00078573+0.000842i,0.00051912-6.2104e-05i,0.00037544-0.00040487i,0.00023198+0.00041971i,0.00034421+0.00036939i,-0.00038396-0.00021543i,-0.0010211-0.00031018i,-0.00028681+1.0827e-05i,0.00057935+0.00028406i,0.00039256-0.00026128i,-0.00060383-2.4509e-05i,-0.0011197+0.0012392i,-0.00066334+0.0013209i,0.00031867+0.00047158i,0.0009294+0.00030015i
0.00027381+0.00052753i,-0.00023388-0.0002165i,-0.00049625-0.0005415i,-0.00068629-0.00028182i,-0.00089685-0.00040328i,-0.0004512-1.4422e-05i,-0.00057368+0.00017066i,-0.00081342+0.00025984i,-0.00068743+0.0004929i,-0.00072387-0.00041187i,0.00017114-0.0010568i,0.00019407-0.00060041i,0.00018111-0.00023348i,0.00055048+0.00036742i,0.00012745+0.00047826i,0.00033208+6.8012e-05i,0.00058008+0.00057418i,0.00050823+0.001625i,5.0273e-05+0.0012958i,-0.00019086+0.00059248i,-0.00012906+0.00057304i,-8.5205e-05+0.00039015i,0.00029426+0.00030868i
-0.0012455-0.0011598i,-0.00046046-0.0011267i,-0.00036765-0.00077764i,0.0009143+0.00019143i,0.0012529+0.00038189i,0.00031073-0.00026308i,-0.00032825-0.00028082i,0.00013424-0.00056532i,-7.4199e-05-0.00076707i,-0.00072524+0.00019697i,-0.0003196+0.00056142i,0.0010942+0.00033833i,0.00091284+0.00045615i,0.00022755+0.00015845i,0.00053108-0.0002566i,0.00020004-0.0009472i,-0.00025565-0.0013425i,0.00060826-0.00086273i,0.001165-0.00022987i,0.00074226-0.0001513i,0.00059709-0.00014542i,0.0003716-8.168e-05i,0.00025067-0.00016305i
0.00094893-0.00062727i,0.00081004+0.00017827i,0.000287+0.00073158i,-0.00064608+0.0014804i,-0.0013081+0.0017147i,-0.00031475+0.0013121i,0.00056347+0.00096262i,0.00035821+0.00044236i,-0.00033514+0.00014884i,1.3296e-05+0.00022363i,0.00064981-0.0001714i,-0.00023957+1.155e-05i,-0.00021202+0.00061617i,0.00053705+0.00059891i,0.00061163+0.00045641i,0.00011592+0.00028713i,-7.6445e-05+0.00053759i,5.5767e-05+0.00085254i,0.00040587+0.00042564i,-0.0002235+0.00016099i,-0.00068644+0.00014203i,-0.0004179-0.00037549i,-0.00037902-0.0002626i
0.0013598+0.0021365i,0.0015144+0.0022116i,0.0020745+0.0012796i,0.0015858+8.6625e-05i,0.0013415+0.00012044i,0.0011168+0.00072485i,-3.0982e-05+0.0012707i,-0.00035609+0.00060288i,0.00018924-0.00025715i,-4.1437e-05-0.00029875i,-0.00012221-0.00010963i,0.00015216-0.00030293i,-0.00070444-0.00060679i,-0.001282-0.00061449i,-0.001137-0.00028806i,-0.0010656+1.0517e-05i,-0.00046556-0.00057927i,0.00060506+0.00025064i,0.00086761+0.0013559i,0.00054846+0.00071685i,0.0003718+0.00052262i,4.2361e-05+0.00088349i,-0.00019493-9.4801e-06i
-0.00022927+0.0012405i,7.2502e-05+0.001804i,0.00038568+0.0011038i,0.0013132+8.4327e-05i,0.0015986-0.00050769i,-0.00053547-0.00082672i,-0.0016143-0.00078279i,-0.0010223-0.00052273i,-0.00071931-0.00080475i,-0.0006109-0.00086125i,6.0208e-05+5.692e-05i,0.00067584-0.00021532i,0.0005363-0.0008575i,3.856e-05-0.0007026i,9.9127e-05-0.00059203i,0.00058221-0.00033959i,9.7184e-05-0.00034198i,-0.00013434-0.0003685i,3.3987e-05-0.00043572i,-0.00077618-0.000257i,-0.00083979-1.9641e-05i,4.9998e-05-0.00033384i,0.00077848-0.00020493i
-0.0012857-0.0025178i,-0.00071587-0.0023488i,-0.00061926-0.0010478i,-0.00052004+0.00068546i,0.0002774+0.0014973i,0.0011027+0.0013181i,0.0014295+0.00063384i,0.00082001-4.2568e-07i,-0.00028824-0.00060104i,-0.0003831-0.00052733i,-0.00037959+0.00034797i,-0.00052025+0.00046594i,-0.00014399-0.00018601i,0.0001036+0.00042045i,-0.00016122+0.0010039i,-0.00028921+0.00043058i,-0.00040849+1.3881e-05i,-0.0004073-0.00047902i,-0.00017391-0.00088447i,-2.9956e-06-5.87e-05i,-0.00025882+0.00083613i,-0.00037745+0.0010219i,-0.00044957+0.0013838i
-0.00076424+0.00011526i,-0.00020918+0.0010301i,-3.6788e-05+0.0010787i,0.00091434+0.0010144i,0.0012852+0.00070263i,0.00084162-0.00022117i,0.00033427-0.00048435i,0.00056138-0.000497i,0.00055098-0.00097809i,0.00017918-0.00053963i,-0.00012283+0.00020909i,0.00032354-0.00021326i,0.00091126-0.00067287i,0.00044439-0.00060602i,0.00027188-5.3674e-05i,0.00074541+0.00022359i,7.8913e-05+0.00031602i,-0.00096329+0.00055916i,-0.00064153+0.00033071i,0.00041191+6.6414e-05i,-0.00016698+8.7212e-05i,-0.00065494+7.6122e-05i,-0.00029823+0.00058597i
-0.00087993-0.00071905i,-0.00042497+0.00063531i,-0.00050717+0.0011813i,-0.00051521+1.5276e-05i,-0.00027925-0.00064118i,-0.00043009+0.00044841i,-0.00042796+0.00090125i,-4.4008e-06+0.00029736i,0.00023762+0.00018043i,0.00015476+0.00044372i,6.8824e-05+0.0002839i,1.3942e-05+0.00070504i,-0.00027104+0.00079404i,-0.00017658-0.00015313i,0.00014373-0.00063662i,0.0001652-5.4633e-05i,0.00010697+6.5697e-08i,0.00033416+0.00013921i,0.00047061+0.00066533i,0.00025171+0.0003932i,-0.00038983-0.00042651i,-0.0012083-0.00058808i,-0.0011046-0.00047935i
0.00014806+0.0002147i,-0.0005647+0.0002598i,-0.0012343+0.0011195i,-0.0010817+0.0016821i,-3.7251e-05+0.00090244i,-5.0143e-05+0.00033816i,-0.000129+0.00066343i,0.00058372+0.00094283i,0.0005534+0.00065931i,0.00019403+0.00070297i,0.00039321+0.00050034i,2.4717e-05+0.00025277i,-0.00049438-0.00044737i,-0.00028587-0.00092777i,-0.000289-0.00065089i,-0.00083187-0.00059078i,-0.00080095-0.00054594i,7.8414e-05+7.3447e-05i,0.00026381+0.00088303i,4.5947e-05+0.00050092i,0.00016474+9.4905e-05i,0.00018915+0.00065968i,0.00016944+0.00089883i
-3.1432e-05-2.0405e-05i,0.00036046-0.00013627i,0.00096801+0.00010914i,0.00046266+8.5642e-06i,-0.00041227-0.00059371i,-0.0015441-0.00044493i,-0.0010872+0.00033018i,0.00046529+0.00078898i,0.00082699+0.00096602i,0.0002518+0.00054051i,7.2051e-05-0.00010841i,-0.0002317+0.00035906i,1.2827e-05+0.00027754i,0.00022791+0.00034204i,4.3994e-05+0.00054102i,-0.00015865+0.00047072i,-0.00020062+4.6378e-05i,0.00027784-0.00016292i,0.00043324+0.00059462i,0.00020839+0.00089761i,0.00040712+0.00041114i,0.0009439-0.00019801i,0.00034355-0.00018161i
-0.00045625-0.00095914i,-0.00036581+0.00043678i,-0.00027792-0.00037508i,-0.00090881-0.0010427i,-0.00055501+0.00014421i,0.00068996+0.0018674i,0.001059+0.0028761i,0.00097808+0.0020238i,0.00068657+6.8923e-05i,-0.00033506-0.00046619i,-0.00064733-6.3247e-05i,-0.00029812+0.0001957i,-0.00024369+0.00017858i,-0.00026126+9.2555e-05i,0.00014745+0.00041047i,0.00064087+0.0006298i,0.00020739+0.00047845i,0.00015918+0.00014051i,0.00069152-0.00023118i,0.00066385+0.00011853i,0.00012489+0.00034281i,-0.00075337-1.9444e-05i,-0.00038903-0.00018563i
-0.00079923+0.00070914i,-0.00025666+0.0017025i,0.00028881+0.0019661i,0.0015727+0.0014049i,0.0012839+0.0011675i,-0.00054328+0.00015328i,-0.0014284-0.000223i,-0.00084106+0.00022265i,-0.00020327+0.00066276i,5.7801e-05+0.00032745i,0.00071002-0.00077497i,0.00014501-0.00085761i,-0.00077396-0.00054136i,-0.00012148-0.00083981i,0.00060205-0.00075657i,0.00024661-0.00041154i,-0.0010526-0.00052098i,-0.0010161-0.00022778i,-0.00052814-0.00019022i,-0.00071554-0.00044536i,-0.00030377-0.00043044i,0.00046192-0.00048066i,0.00056786-0.00029192i
0.00025625-0.00089796i,-0.00043556-0.00019653i,-0.00079038-0.00068619i,-0.00027638-7.1843e-05i,-0.00025457+0.00075624i,-0.00014594+0.0011947i,0.0008697+0.0012557i,0.00066293+0.00042675i,-0.00011477-0.00038298i,-0.00019029-0.00033883i,-7.9714e-05+0.00042419i,3.8544e-05+0.00073739i,0.00059634+0.00091483i,0.00077944+0.0014176i,0.00060765+0.0014339i,0.00043911+0.001293i,0.00034295+0.0004631i,-0.00014026+0.00011887i,-0.0011069+0.00039096i,-0.0012479-0.00015985i,-0.00033155-0.00017177i,0.00098936+0.0001375i,0.0016414+0.00016628i
0.00068275+0.00035365i,0.00061058+0.00019469i,0.00041412-0.00056714i,-0.00054739-0.0012558i,-0.0019247-0.0014029i,-0.0012378-0.00023119i,-0.00074083+0.00035316i,-0.00096457-0.00010272i,-0.00083898-0.00016231i,-0.00018036-0.00041652i,-6.9063e-05-0.00056498i,-0.00011701-0.00058439i,-0.00033325-9.9647e-05i,-0.00041682+0.00056632i,-0.00049132+0.00071884i,-0.000768+0.00063767i,-0.00065269+0.00087721i,-0.00053335+0.00069576i,-0.00015352+0.00088761i,0.00020956+0.0012106i,-0.00014923+0.00043962i,0.00014314-0.00088442i,0.00035775-0.00086329i
0.001162-0.0014139i,0.0016711-0.00097001i,0.0017415+0.00011378i,0.00090132+0.00073419i,0.00045186+0.00052604i,-0.00021791+0.00064083i,-0.0011599+0.0014331i,-0.0012173+0.0020375i,-0.00030392+0.0015392i,0.00062419+0.00027965i,0.0002221-0.0002433i,-9.0136e-05+8.0166e-05i,-5.6101e-05+0.00015665i,-0.00026224-0.00050679i,0.00093608-0.00052983i,0.001638+0.00014158i,0.00066457+0.00026918i,-6.1886e-05-0.00018047i,-0.00044163-0.00071845i,-0.00061472-0.00080831i,-0.00010008+2.561e-06i,0.00031825+0.00037575i,-0.00027362+0.000472i
-0.00065015-0.00064448i,-0.00056218+0.00050856i,-0.00091929+0.0022088i,-0.00045758+0.0019051i,0.00033197+0.0012706i,0.00072689+0.00081896i,-9.1256e-05+0.00072127i,-0.00074581+0.0010345i,-0.00085309+0.001134i,-0.00076392+0.00065879i,-0.00068585+0.00066252i,-0.00078111+0.00019621i,-0.00085666-0.0005443i,9.6772e-05-0.00058888i,0.00071374-3.8394e-05i,4.4599e-05+0.000595i,-8.0772e-05+0.00051884i,0.00030838-0.00026471i,0.00014372-0.0007271i,1.0496e-05-0.00066934i,0.00040252-0.00028212i,0.00046144+0.00018483i,0.0001223+8.6873e-05i
-0.003775-0.0043905i,-0.0039465-0.0023278i,-0.0051155-0.000537i,-0.0047641+0.0010942i,-0.0021993+0.0028375i,0.00028713+0.0016439i,0.00080935-0.00063123i,-5.9117e-05-0.00090816i,-0.00072228-0.00045059i,-0.00035841-1.2357e-05i,-1.0217e-05+0.00072853i,0.00059716+0.00048054i,0.0015354-0.0001109i,0.0019775+0.00028879i,0.00199+0.0012361i,0.0016435+0.0011077i,0.00051102+0.0002321i,1.3166e-05+3.906e-05i,0.00058022-0.00083495i,0.00099997-0.002034i,0.000436-0.001297i,-0.00064702-0.00013568i,-0.0010648+0.00042148i
-0.00046982+0.0022568i,-0.0014266+0.0015286i,-0.00031624+0.0014814i,0.001459+0.0012246i,0.0014508+0.00085061i,0.00091467+0.00027746i,0.00033144-0.00012429i,0.00019231+0.00050466i,0.00084797+0.0008841i,0.00092424+0.00074015i,0.00080064+0.0004194i,0.00076359+9.4137e-05i,0.00028657+0.00022861i,-0.00057939-0.00043513i,-0.00039092-0.00099481i,-0.00024143+0.00025619i,-0.00041487+0.00095395i,6.4695e-05+0.0011606i,0.00015141+0.00069206i,0.00031972-0.00032185i,0.00047059-0.00061856i,0.00054705-0.00035428i,0.00040972+0.00030126i
0.0020603+0.0008993i,0.0021397+0.00058325i,0.0017217-0.00061742i,0.00078536-0.00078725i,3.9824e-05-0.00046052i,-0.00087274-0.00085106i,-0.0014818-0.00080315i,-0.0016488-0.00037814i,-0.0010794+0.00041351i,-0.00060897-3.7098e-05i,-0.00041462-0.00052655i,-3.6938e-05-4.6833e-05i,6.1455e-05+0.00037354i,-0.00045123+0.00043625i,0.00021748+0.00042498i,0.0014899+0.00083807i,0.0010238+0.00029996i,0.00036212-0.00034174i,6.0461e-05-0.00013579i,-0.00038221+0.00028636i,-0.00051105+0.0004137i,-0.00072386+0.00032557i,-0.00083991+0.0006934i
0.0011438+0.0024921i,0.00075776+0.0029137i,0.001078+0.0034585i,0.0016665+0.0023105i,0.0013705+0.00059365i,0.00057471+5.6095e-05i,-0.00062975+0.00070245i,-0.00078205+0.0008104i,0.0003815+0.0002717i,0.00090491-0.0002417i,0.00074808+2.376e-05i,0.00026969-1.1697e-05i,-0.00060361-0.00062472i,-0.00051661-0.00089634i,-0.00027381-0.00089918i,-0.0012383-0.00080971i,-0.0014188-0.00043925i,-0.0004577-0.0004646i,0.00042171-0.00065067i,0.00063063+1.0503e-05i,0.00033498+0.00098044i,-0.00027309+0.00083547i,-0.00061186-0.00016847i
-0.00048642-0.0016003i,-0.00035944-0.0015071i,-9.8838e-05-0.0014238i,0.00024717-0.0011961i,0.00068083-0.0018195i,0.00069091-0.0016662i,0.00025479+2.5745e-05i,-0.00015582+0.00041558i,-0.00019544-0.00020399i,0.00022075+0.00060938i,0.00056693+0.00043786i,0.0002422-0.00051491i,0.00022597-0.00040253i,0.00031052+6.5796e-05i,2.7117e-05-0.00010889i,9.2078e-05-0.00016263i,0.00026523-0.00032759i,0.00036486-0.00034864i,-2.8386e-05+0.00026088i,0.00014114+0.00077626i,0.00016058+0.00016566i,0.00029306-0.00059992i,0.0010906-0.00028769i
0.0021597+0.0019965i,0.0022534+0.0014274i,0.0024534+0.0011755i,0.0010124+0.00085209i,-3.8683e-05+0.00045313i,-0.00099431+0.00017841i,-0.00063253+0.00031537i,8.1978e-05+0.00086703i,0.00057586+0.00029172i,0.00057825-0.00037615i,3.8857e-05-0.00024869i,3.9778e-06+4.7774e-06i,0.00028048+0.00093813i,1.4024e-05+0.0011046i,-0.00028781+0.00058861i,0.00033995+0.00064175i,0.00024909+0.0012703i,-0.00044338+0.0014968i,-0.0003251+0.00033846i,-0.00054199-0.0010475i,-0.00070163-0.0011525i,-0.00010719+0.00013005i,0.00020662+0.0010383i
-0.0011784+0.00028569i,-0.00073461+0.0013405i,0.00041638+0.0013207i,0.0010956+0.000385i,-2.7396e-05-0.0006099i,-0.00060555-5.029e-05i,-0.00010301+0.00088273i,0.00018958+0.0013867i,0.00070586+0.0014474i,0.0013351+0.00083853i,0.0010822+6.8105e-05i,0.00057053-0.00064482i,0.00024596-0.00050777i,-6.979e-05-0.00036596i,-0.00013584-0.00059508i,-0.00012583-0.00095935i,-0.00023949-0.00048025i,-0.00039839+0.00051588i,8.1322e-05+0.00018062i,0.0014235+3.9332e-05i,0.00072611+0.00067686i,-0.0005711+0.0010478i,-9.0202e-05+0.00041732i
0.0012009+0.0018599i,0.00078408+0.0016763i,0.00061916+0.00034626i,0.00065028-0.00087372i,0.0007672-0.0012281i,0.00039782+1.1321e-05i,-0.0012979+0.0010139i,-0.0014967-0.00032521i,-0.00068485-0.00094185i,-0.00043459-0.00026173i,0.0001139+0.00013947i,0.0004665-8.6671e-05i,0.00032859-0.00038767i,7.532e-05+7.7757e-05i,-3.8171e-06+0.00019879i,0.00025722-1.7383e-05i,9.8735e-05+0.00012398i,0.00012262+0.00011989i,0.00026907+0.00018871i,4.5029e-05+0.00042554i,-0.0002092+0.00031027i,-2.3901e-07+2.6753e-05i,0.00045771+0.00066855i
-0.0010546+0.00028283i,-0.00099607+0.00050413i,-0.0011009-0.00011876i,-0.00057077-0.00088814i,0.00063729-0.0012291i,0.00037675-0.00052839i,-0.00018027+0.00031715i,0.00022944+7.7186e-05i,0.00020043-0.00044882i,0.00016004-0.00037908i,0.00068851+0.00016042i,0.00064014-0.00056622i,-9.7887e-05-0.0019232i,-0.00024299-0.0017834i,0.00032508-7.1922e-05i,-6.8651e-05+0.00063243i,-0.0005757+0.00042529i,-0.00010232+0.00090699i,0.00023008+0.00043134i,0.00046659-0.001133i,0.00043354-0.00090479i,0.00047924-0.00030789i,0.00046909-0.00015775i
0.0017653+0.00082525i,0.0026968+0.00078952i,0.0031134+0.0008334i,0.0027459+5.9493e-05i,0.0008983+8.5754e-06i,-0.0011832+0.00054449i,-0.0020497+0.0013976i,-0.0013114+0.0016237i,-0.00042477+8.1459e-05i,-0.0001698-0.00095503i,0.00061253-0.00051535i,0.0012224-0.00011515i,0.00011816+0.00030824i,-0.00081873+0.00066882i,-0.0006054+0.00081466i,-0.00029217+0.0010985i,-2.2798e-05+0.00059941i,0.00025569+0.0002471i,-4.0032e-05+0.00046629i,-0.00029477+0.00042013i,-0.00011867-0.00015457i,-7.7614e-05-0.00031757i,0.0001968-0.00021666i
-0.00085719+0.0023798i,-0.00059918+0.0026626i,0.0003831+0.0020178i,0.0012674+0.00052806i,0.0012505-0.00084211i,0.00032351-0.0008384i,0.00011151-0.00013766i,0.0002561+0.00026221i,0.00048012+7.9028e-05i,0.00025006+2.3678e-05i,-5.0046e-06+0.0010089i,0.00031919+0.0013985i,-4.4922e-05+0.00058074i,-0.00039715+6.8637e-05i,-0.00041221-0.000239i,-0.00022171-0.00048402i,0.00038499-0.00012953i,0.0010552+7.4078e-05i,0.00065243+0.00069676i,-4.8755e-05+0.00098016i,-2.0944e-05+0.0005367i,-0.00053799+0.00018108i,-0.0011662-0.00019193i
-0.00022372+0.00055002i,0.0013301+0.00059638i,0.0020027+0.0012486i,0.0017406+0.0016324i,0.0012542+0.001149i,0.00033123+0.00014478i,-0.00048234+0.00079184i,-0.00023437+0.0012038i,-0.00065711+0.00090899i,-0.0010398+0.0011203i,-0.00064779+0.00070357i,-0.00026211-0.00049362i,1.0235e-05-0.00078339i,-0.00020434-0.00089847i,-0.00041914-0.00077632i,-0.00070095-0.00016803i,-0.00061963+0.00065372i,-7.5731e-06+0.0011455i,0.00067315+0.00050837i,0.0011713-1.906e-05i,0.00092668-8.2134e-05i,4.2001e-05+0.00013147i,-0.0002867-0.0004231i
-0.00091401-0.00011076i,-0.00045729+0.0006219i,3.5255e-05+0.0012345i,-0.0001476+0.00077876i,0.00015164+0.00087993i,0.0011066+0.0011844i,0.0013432+0.00077863i,0.0011865+0.00039495i,0.00082643+0.00039753i,-3.8644e-06+0.00017997i,-0.00066377-9.4464e-05i,-0.0003492-0.00044644i,0.00056552-0.00056182i,0.00056163-0.00076005i,0.00042066-0.0008603i,0.00099521-0.00031907i,0.0012661+0.00013972i,0.00035736+0.00014236i,-0.00060611-0.00018495i,-0.00061263-0.00026957i,0.00027439+0.00013796i,0.00095983-0.00021265i,0.00092593-0.00035833i
0.0013368+0.00033303i,-2.0416e-05-4.1995e-05i,-0.00075878-0.00063499i,-0.0010408-0.00088892i,-0.00096212-0.00053784i,-0.00083474-0.00010334i,-0.0010254+0.00048003i,-0.00062261+0.00035827i,-0.00043858+9.9451e-05i,-0.0005677+0.00045374i,-0.00024709+0.00036335i,-8.9399e-05+0.00030512i,-2.8765e-05-0.00012305i,-0.00050968+0.00022713i,-0.0013817+0.0010297i,-0.00078004+0.00054283i,-0.00043455-0.0003773i,-0.00047989-0.00015125i,0.00018701-0.00010905i,0.00087526-0.00032948i,0.0007266-8.7548e-05i,0.0003974-0.00017697i,2.9834e-05+0.00027899i
-0.0007799+0.0017422i,0.00047068+0.0021502i,0.0015804+0.0026914i,0.0018133+0.00097334i,0.0018916-0.00065806i,0.00099004-0.0010863i,-0.0001828-0.00030819i,-0.00066061+0.00075894i,-3.6946e-05+0.0010341i,0.00038872+0.0012122i,0.00062158+0.00063542i,0.00018552-0.00034636i,-0.0004445-0.00089326i,-0.00030027-0.00060842i,-1.7886e-05-0.0005092i,0.00010297-0.00067758i,0.00014481+0.0001569i,-0.00020599+0.00038741i,-0.0012738+0.00071434i,-0.0012826+0.00099273i,-0.00065442+6.6239e-05i,-0.00073064+0.00019891i,-0.00065772+0.00043261i
-0.00026174-0.0007285i,-0.00042927-0.0013436i,-1.9381e-06-0.001321i,0.00032278-0.00054253i,-0.00022642-7.7174e-05i,-0.0011973-0.00026073i,-0.0020728-0.00050047i,-0.0016243-0.00032714i,-0.00053305+4.5162e-05i,0.00032831+0.00023938i,0.00039013+9.8331e-05i,0.00034919-0.00011144i,0.0006392-0.00036006i,0.00038677-0.00047173i,0.00022309-0.00034024i,0.00041005+6.5179e-05i,0.00085108+5.2274e-05i,0.00059158+2.3102e-05i,-0.0001833+0.00042852i,-0.00057931+0.0006631i,6.0616e-05+0.00023598i,8.4723e-05-0.00038192i,0.00028407-0.00069422i
0.00068472+0.00065447i,0.00057647+0.00070236i,0.00032236+0.00086636i,9.9537e-05+0.00068215i,-3.426e-06+0.0010539i,0.00025473+0.00074073i,0.00025104+0.00063125i,0.00023561+0.00087572i,-0.00018154+0.00034866i,-0.00020757+0.0007515i,0.0004689+0.0013505i,0.00089187+0.00053288i,0.00088028-0.00022601i,0.00065695-0.00029611i,8.9597e-05+0.00019243i,-0.00025775+0.00049192i,-0.00058883+0.00022494i,-0.00021812+8.0626e-05i,0.00038441+0.00013197i,0.00044453-6.0785e-05i,-0.00019675-0.00089756i,-0.00082274-0.0011761i,-0.00097393-0.00063412i
-0.0013799+0.0014412i,-0.00024137+0.0014645i,0.0003427+0.0010032i,0.00056054+0.00024908i,0.00062506-0.00035072i,-0.00029595-7.4222e-05i,-0.00043335+0.00052071i,0.00043297+0.00030941i,0.00016466-0.00083874i,0.00019519-0.00079053i,0.00025418+0.00014357i,-4.6916e-05+0.00072103i,0.00021409+0.00079934i,0.00057509+0.00020982i,0.00013903+0.00010012i,-0.00019546+0.00038385i,0.00036318+1.5596e-05i,0.00031305-0.00036963i,-0.00037658+5.1865e-05i,-0.00028219+0.00017927i,5.8712e-05-1.2947e-05i,-0.00034438+0.0002623i,-0.00037944+0.00058161i
0.00062405-0.00068524i,-0.00095712-0.0010587i,-0.0013817-0.00053343i,-0.0010625-0.00065508i,-0.00068423-0.000916i,-0.00083624+0.00041564i,-0.00074196+0.00090704i,4.3436e-05+0.00044352i,0.00019644+0.00050078i,0.00063977+6.624e-05i,0.00082774-0.00018029i,0.00049323-0.00039561i,0.00083356-0.00056974i,0.0012205+1.4375e-05i,0.00078609+0.00013533i,1.6005e-05-0.00014232i,-0.00060113-5.7248e-05i,-0.00030192+0.00044118i,-5.9919e-05+0.00014097i,-3.978e-05-0.00019743i,-0.00027177-6.4237e-05i,-0.00046555+0.000224i,-0.00019239+8.5287e-05i
0.0029246+0.001891i,0.0021149+0.0014529i,0.0014522-0.00015685i,0.0012047-0.00058571i,0.00045081-0.00060817i,-0.0004972-0.00013258i,-0.00088415+0.00068638i,-3.1848e-05+0.00036145i,0.00092194-0.00063415i,0.0010892-4.2763e-05i,0.00054039+0.00043618i,0.00060453+8.8683e-05i,6.5778e-05-0.0005641i,-0.00080022-0.0010792i,-0.00027933-0.00085661i,0.0012408+0.00012802i,0.0010553+0.00062097i,0.00010669+0.00027108i,2.3082e-05+0.00061497i,0.00020587+0.0010785i,0.00012335+0.00049219i,-7.704e-05+0.00024995i,0.00019729+4.8102e-05i
