-0.0028823+0.0003653i,-0.0017036-0.00074621i,-0.0021258-0.0004003i,-0.0010897-0.0003416i,0.00078962+0.00041247i,0.00083783+0.00086068i,0.00080214+0.0013967i,0.001689+0.0015496i,0.0026177+0.00060616i,0.0022365-9.9184e-05i,0.0010561-2.1157e-05i,0.0011857-1.4346e-06i,0.00075676-0.00016709i,0.0002675-0.000179i,0.00024627+5.6873e-05i,-4.4228e-05+0.00055695i,-0.00028345+0.00026345i,0.00017068+8.6539e-05i,0.00047982+0.00011468i,0.00033854+0.00013192i,0.00061256+0.00025208i,0.00073072+0.00018035i,0.00074383-0.00012239i
0.0013949-0.0003897i,0.0015714+4.5569e-05i,0.0015681-0.0004642i,0.00099354-0.0022097i,0.00087662-0.0029245i,0.0006013-0.0018529i,0.00068925-0.00089797i,0.0018072-0.00061652i,0.0019694-0.00018957i,0.00097345-0.00058687i,0.00094791-0.00053739i,0.00041185-1.1978e-05i,-0.00042762+0.00067969i,-0.0004697+0.0015301i,-0.00038668+0.0012054i,-0.0005891+0.00091352i,5.7773e-07+0.00055151i,0.00047127+0.00018721i,0.0002635-0.00011852i,6.8553e-05-0.00068968i,6.3574e-05-0.0002491i,0.00064147+0.00019624i,0.00035948-0.00014389i
-0.00019631-0.00029211i,-0.00040078-0.00026993i,0.00084065-0.00061153i,0.0012844-0.00090564i,0.00087879-0.00022311i,0.00073519-4.0959e-05i,0.00080345+0.00031688i,0.00064109+0.00012198i,0.00086365+0.00023057i,0.0010076+0.0008843i,0.0010507+0.0003172i,0.00024899-0.00055814i,-0.0013825-0.00028183i,-0.0010162+0.0003206i,0.00037962+0.00046361i,0.00029254+0.00017216i,-8.7495e-05+0.00042704i,0.00010955+0.00091073i,1.2469e-05+0.0003782i,-0.00043169+7.5326e-05i,-8.3733e-05-0.0001772i,0.0010498-0.00044323i,0.00090956-0.00036434i
-0.0015456+0.0018763i,-0.00097158+0.0022865i,0.00031526+0.0033934i,0.0014618+0.0017131i,0.00096181+7.9548e-05i,0.00016279+0.00032841i,0.00070003+0.00099911i,0.0012996+0.001133i,0.00079999+0.0014593i,0.00066126+0.0017839i,-0.00010198+0.0010127i,-0.0010665-0.0010585i,-0.00057138-0.0016674i,-0.00085835-0.00040625i,-0.0012925+0.00096054i,-0.00069942+0.00086003i,8.2809e-05+0.0001147i,0.00018091+0.00036984i,-6.9617e-05+0.00036134i,8.5643e-05+0.00041518i,0.00024857+0.00087351i,0.0004022+0.00021322i,0.00019456-0.00087795i
-0.00084067-0.00030892i,-0.00023579-0.0001514i,-0.00057586-0.00077452i,0.00048124-0.00089471i,0.00086818+0.00033405i,0.00076046+0.0012458i,0.00087693+0.00068002i,0.0010694+0.00037192i,0.0011036+0.00027856i,0.0008728-9.6815e-05i,0.00051436-3.4749e-05i,-0.00022988+0.00090568i,-0.00037285+0.0008974i,-0.00033241+0.00017462i,-0.00055624+3.2087e-05i,0.00019976-2.0425e-05i,0.0011861+0.00065886i,0.0010912+0.0010343i,0.00028731+0.00061209i,0.0006226-9.0247e-05i,0.00070164-0.00024557i,0.00081607+0.0008094i,0.0012285+0.0011854i
0.00057571+0.00015088i,0.00074794+0.00051841i,0.00063695+0.0001448i,0.00030652-0.00023939i,-1.5825e-05-0.0010207i,3.6718e-05-0.00086578i,0.00067187+0.00025461i,0.00078238+0.00079333i,0.00033591+0.00031835i,0.00036991-0.00011737i,0.00075757-0.00036675i,-0.00019205+0.00034101i,-0.00091151+0.0012383i,-0.00068479+0.00092458i,-0.00074527+0.00042625i,-8.4354e-05+0.00045185i,0.00087651+0.00062653i,0.00058861+0.0010733i,0.00017322+0.00090908i,-0.00046437+8.901e-05i,-0.00082686-0.00033374i,-0.00057535-0.00084427i,-0.00090178-0.00070173i
0.0015623-0.0007499i,0.00094252-0.0011903i,0.00029874-0.0019913i,0.00017113-0.0024517i,1.9594e-05-0.0012943i,1.9564e-06+0.00015838i,0.00089679+0.0013725i,0.0010653+0.0013598i,0.0010293+0.0014385i,0.00095622+0.001967i,0.0010804+0.0015095i,0.00096835+0.00089421i,0.0010143+0.00018488i,0.001206-5.8135e-05i,0.00058558+0.00075896i,-2.8236e-05+0.0010167i,-0.00033125+0.00065503i,-0.00050192+0.00092315i,0.00028236+0.00097969i,0.0005709+0.00019344i,-0.0001483-0.00016231i,-0.00036895-0.00024464i,-0.00011646-0.00073419i
-0.00077882-0.0010583i,-0.00087629-0.0010001i,-0.0016525-0.0020787i,-0.0015337-0.0014212i,-0.00094273-7.5504e-05i,0.00033484+0.0009417i,0.0013308+0.0015355i,0.0017386+0.0010568i,0.0018421+0.00023934i,0.0016845+0.00035094i,0.00075594+0.00061128i,-0.00019767+0.00053624i,-0.00013138+0.00025283i,0.00047353+0.00047052i,0.00067783+0.0011683i,0.00095595+0.0010254i,0.001521+0.00073876i,0.00097748+0.00085042i,-4.405e-05+0.00089829i,-0.0009006+0.00019953i,-0.0012974-0.000277i,-0.00072278-0.00018336i,-0.00043867+0.00024011i
-0.0016496+0.00036429i,-0.00064276+0.0010476i,-0.00032853+0.0016695i,-0.0004857+0.0011509i,-0.00033357-0.00053447i,0.00041029-0.0014985i,0.0010499-0.0010846i,0.00042517-0.00067204i,0.00014207+0.00029962i,0.00025869+0.00081899i,-0.00021475+0.00037151i,-0.00051489+0.00025363i,-0.00044003+0.00041335i,-0.00012144+0.00043839i,-0.00012773+0.00045808i,-1.6079e-05-9.713e-05i,-0.00020847-0.0001356i,0.00014413+0.00060186i,-0.00034766+0.0008593i,-0.0008898+0.00088736i,-0.00051357+8.4367e-05i,-0.00024561-0.00067962i,8.906e-06-0.00019618i
0.00065016-0.00096506i,0.00089976-0.0012199i,-4.9546e-05-0.001872i,-0.00045702-0.0024251i,-0.00046092-0.0018775i,-0.00016199-0.00057654i,0.00086984+0.00046532i,0.0013556+0.00063578i,0.00098836+0.00059443i,0.00057739+0.00079072i,-1.288e-05+0.0011527i,-0.00095619+0.0013571i,-0.0011998+0.00086475i,0.00039817+0.00060056i,0.0014688+0.00068317i,0.00099379+0.0007481i,0.00052932+0.00087817i,0.00023892+0.00030507i,-0.00036753-0.00045105i,-0.00067976-0.00078549i,-0.00067633+6.474e-05i,-0.00051257+0.00038181i,-7.6649e-05-0.00033891i
0.000675-0.00031639i,0.0010334-0.00087145i,0.0010083-0.00091407i,0.0011264-0.00086287i,0.0010443-0.0008079i,0.00037271-0.0009279i,0.00064678-0.00077577i,0.00072958-0.00047075i,0.00019281+0.00017108i,0.00024899+0.00048105i,2.4263e-05+0.0011388i,-0.0012537+0.0010074i,-0.0012053-3.6927e-05i,0.00014334+0.00033367i,0.00021189+0.0011193i,0.00057995+0.00081657i,0.00045984+4.8768e-05i,-0.001086-3.7078e-06i,-0.00074303+0.00031324i,-0.00032125+0.00051172i,-0.00064793+0.0002105i,-0.00019402-2.4639e-05i,-7.0517e-05+5.6904e-05i
0.00058764+0.0022127i,0.00054322+0.001567i,0.0010616+0.00054822i,0.00094323-0.00035217i,0.00033698-0.0014736i,0.00040782-0.00078593i,0.0006821+5.8809e-05i,0.00066992+0.00027991i,0.00097722+0.00019027i,0.0010004+0.00017289i,0.00085241+0.00012941i,0.00061813+7.0188e-05i,0.00074696-0.0001451i,0.0013981-4.6271e-05i,0.0012903+0.00065355i,0.00066503+0.0012852i,0.00035412+0.0017711i,-0.00014829+0.0011786i,-0.00060591+0.00035891i,-0.00039536-1.694e-05i,3.6634e-05-0.00024725i,0.00059217-2.0481e-05i,0.00084357+0.00019497i
0.00079043+0.0010667i,-0.00017885+5.8846e-05i,-0.0015019+3.5348e-05i,-0.0016414-3.8758e-05i,-0.0010229-0.00019718i,-0.00058094+0.00018291i,-0.00019969+0.00025823i,0.00047044+0.00022093i,0.0011963+0.00039727i,0.0011175+0.00036607i,0.00039012-0.00028254i,-0.00044993+5.2337e-05i,-0.001738+0.00027901i,-0.001819+0.00028041i,-0.0012611+0.00085277i,-0.0010703+0.00080641i,-0.0008974+0.00055064i,-0.0012523+0.00055547i,-0.0013621+0.00047799i,-0.0010402+0.00029621i,-0.00034557+5.7103e-05i,0.00075832+0.00025668i,0.00020929+0.00012885i
-0.0003762+0.0011186i,-4.7714e-05+0.0011189i,-0.00069178+0.00020611i,-0.00046044-0.00063132i,-0.00018035-0.00075962i,-7.7155e-05-0.00062606i,0.0005789+1.1013e-05i,0.00082909+0.00029493i,0.00047525-0.0003039i,-9.2961e-06-0.0011215i,-8.1096e-05-0.00096288i,-0.00018702-6.339e-05i,-0.00013203+0.00050187i,-0.00027703+0.0011297i,-0.00057302+0.0014634i,-6.6045e-06+0.00075433i,-1.9747e-05+0.00051314i,1.0366e-05+0.0001456i,0.00049023-0.00043641i,-0.00046574-0.00035957i,-0.00092291-0.00053896i,-0.00040046-0.00035567i,0.00015659-0.000323i
0.0014481-0.00087579i,0.0011572-0.00055366i,0.0005034-0.00097553i,0.00094884-0.0012468i,0.0013882-0.00097735i,0.0010114+0.00052239i,0.00071943+0.0012579i,0.0011298+0.00084638i,0.0014827+0.0011262i,0.00077279+0.00080893i,0.00015157+0.00037044i,5.5702e-05+0.00075611i,0.00021759+0.0012938i,0.00065934+0.0008308i,0.0009282+0.00011884i,0.00041028+0.00025315i,-0.00021764+7.5728e-05i,0.00030777-0.00016639i,0.00047544+2.535e-05i,0.00067122+0.0001683i,0.0012527+3.1224e-05i,0.00079545-0.00015628i,0.00054605-9.8408e-05i
0.0012442-0.0011251i,0.00031279-0.0017113i,0.0007636-0.0019507i,0.00098852-0.0018761i,-5.2359e-05-0.0024156i,-0.00040979-0.0020861i,-0.00052908-0.00058871i,-5.2425e-06+0.0003539i,0.00071907+8.5865e-05i,0.00079116+0.00011046i,0.0003664+0.00089793i,3.314e-06+0.0010231i,0.00040897+0.00086045i,0.00092625+0.00079159i,0.0011137+0.00024134i,0.00075032+0.00010664i,0.00027181+0.00037467i,4.8535e-05-0.00018475i,0.00056231-0.0010084i,0.0013681-0.00079864i,0.00083763-0.0002162i,8.6839e-05-0.00018211i,-0.00013281-0.0001502i
0.00037905+0.0018352i,0.00054506+0.00078112i,0.0013672+0.00016555i,0.00066141+9.4686e-05i,0.00019415+0.00038233i,0.00019646+0.00014418i,0.00044489+0.00014987i,0.00077483+0.00098128i,0.00053777+0.0016724i,0.00039997+0.0014382i,0.00020127+0.00078632i,2.3184e-05+0.00069738i,-0.00033147+0.000532i,-0.0010637-0.00019709i,-0.00070565+5.53e-05i,0.00015344+0.0017492i,0.0003247+0.0018842i,0.00029641+0.0007587i,0.00038836-0.00016482i,8.8013e-05-9.0605e-05i,3.1804e-05+0.00061953i,0.00046393+0.00088524i,1.9534e-05-8.3442e-05i
-0.00081847-0.0012693i,0.00025128-0.0010151i,0.00030796-0.0016238i,-0.00054059-0.0024373i,-0.00070091-0.0012169i,3.4476e-05-2.2258e-05i,0.0010256-5.8802e-05i,0.0014175+0.00051282i,0.001304+0.0012363i,0.00059528+0.00069307i,0.0003119-0.00033752i,0.00074962-0.00010361i,0.00048831+0.00099386i,0.00023001+0.0011157i,-0.00011966+0.00045382i,-0.00026887+2.3966e-05i,0.00014784+2.5382e-05i,0.00010226+0.00051672i,-5.7732e-05+0.00062708i,-0.00043977+0.00031639i,-0.0005906-0.00024009i,-0.00050298+0.00014428i,-0.00011808+4.4285e-05i
0.0024604-0.0010106i,0.0019033-0.00042292i,0.00063059-0.0019991i,0.0004325-0.0040678i,-0.00011472-0.0038334i,-0.00022965-0.0021165i,0.00019182-0.00029601i,0.00016167+0.00049605i,0.00053829+0.00048251i,0.0010833-0.00019942i,0.0002116-0.00048186i,-0.0014135+9.5118e-05i,-0.0013446+0.0011923i,-0.00063526+0.0014042i,-0.0005155+0.00036032i,-0.00029865-0.00033139i,0.0004524+3.8755e-06i,0.00081065+7.8654e-05i,0.0005988+0.00047824i,0.00064374+0.00046426i,0.00035873-1.9492e-05i,0.0003064-2.0559e-05i,0.00072838+0.00011975i
-0.0017578-0.00036693i,-0.0026692-0.0008814i,-0.0028283-0.00052823i,-0.001583+0.00018875i,-0.00054196+0.0018773i,0.00012417+0.0028362i,0.00056273+0.0018017i,0.0010395+0.0010456i,0.00057576+0.00095845i,-0.00010463+0.00065736i,0.00014066+0.0003219i,0.00019116+0.00040445i,2.3141e-05+0.0003768i,-5.0921e-05+0.00042584i,-0.00046906+0.00059023i,-0.00076639+0.00076007i,-0.00034498+0.00050229i,0.00020008+0.00030526i,0.00036432+0.00038061i,-0.00021012-0.00058184i,-0.0005909-0.0016817i,-0.00013732-0.00166i,-2.1503e-05-0.0010387i
-0.0016495-0.00088771i,-0.0024084+0.00011416i,-0.0022416+0.0010819i,-0.0017634+0.00084407i,-0.001178-3.4812e-05i,-0.00016768+0.00018532i,0.00046422+0.00082277i,0.0010391+0.00023196i,0.0012159+0.00035845i,0.00024394+0.00075243i,-7.0328e-05+0.00073458i,0.00048331+0.0011409i,-1.488e-05+0.00029267i,-1.4387e-05-0.00050176i,0.00029053-8.692e-05i,0.00019958+0.00056644i,0.00010874+0.0010491i,0.00020157+0.0011121i,0.00033717+0.00097108i,0.00038839+0.00082367i,4.7007e-05-7.7417e-05i,0.00014966-0.00036089i,0.00020315+0.00048915i
0.00079243-0.0012245i,-0.00033529-0.00059534i,-0.0010554-0.0021516i,-0.00086357-0.0025323i,-0.00099792-0.00073618i,-0.00075593+0.00052685i,0.00014215+0.0012643i,0.00038558+0.0011305i,0.00025735+0.000178i,0.00021394-0.00050336i,0.00054843-0.00016218i,0.00075289+0.0010919i,0.00054923+0.0016177i,0.00017751+0.001113i,-0.00053294+0.00038998i,-0.00049225+0.00072884i,0.00033411-4.4604e-05i,0.00057898-0.00013736i,5.2012e-05+0.0005749i,-1.8926e-05+0.00035109i,7.1692e-05+0.00062007i,0.00020673+0.0015142i,0.00012063+0.0013932i
0.0010654-0.00077445i,0.0014507-0.00027521i,0.0010033-0.00075325i,0.0009408-0.0016326i,0.00026409-0.00043668i,-4.2382e-05+0.00064209i,0.00012925+0.000314i,-0.00019691+0.00025467i,0.00022689+0.00078756i,0.00094613+0.0012322i,0.0013384+0.0014631i,0.0014565+0.00075646i,0.0016511+0.00015242i,0.0011546+0.00031521i,8.26e-05+0.00021865i,0.0001897-0.00014372i,0.00012535+0.00014863i,6.7332e-05+0.00072624i,2.8698e-05+0.0011233i,-6.1872e-06+0.00086621i,-0.00017833+0.00063756i,0.00014099+0.00051086i,0.00054679-2.7315e-06i
-0.00031178-0.00093955i,9.6725e-05-0.0013841i,-0.00052301-0.0019259i,-0.00057915-0.0019993i,-0.0013744-0.001827i,-0.0015375-0.0013803i,-7.4309e-05-0.00029816i,0.00067975+0.0012731i,0.00023003+0.001522i,-0.0008687+0.00059033i,-0.001021+0.00066431i,-0.0012903+0.0008066i,-0.0010312+0.00074934i,0.00049021+0.0010228i,0.001035+0.00087374i,0.00058095+0.00067638i,0.00014529+0.001305i,-0.00016108+0.0014445i,0.0002171+0.00038968i,0.00015228-0.00037337i,-0.00028201-0.00029646i,-0.00019872-0.00040399i,0.00037268-0.00059307i
-0.00034848-0.0014054i,-0.0012192-0.0026764i,-0.001224-0.0015627i,-0.0018684-0.00059428i,-0.00060048-0.00018851i,0.00061862+0.00076511i,6.6156e-05+0.00070167i,0.00043889+0.00025589i,0.0012329-0.00029623i,0.00095117-0.00067538i,-0.00014396-9.4462e-05i,-0.0012603+0.00089973i,-0.00089163+0.00087563i,0.00021813+0.00045326i,0.00062469+0.00075708i,-3.7553e-05+0.0010353i,-0.00068331+0.00063008i,-0.00041524+0.00019805i,0.00016434-8.5802e-05i,0.00049583-0.00067099i,0.00069584-0.0011676i,0.00029446-0.00097356i,0.00016819-0.0012425i
0.0020867-0.0019826i,0.0015942-0.0015717i,0.00072158-0.0020487i,0.00068407-0.0016364i,0.00030113-0.0010836i,0.00043887-0.00063436i,0.00059044+0.00022492i,0.00028359+0.00081541i,0.000624+0.0008694i,0.00041974+0.00097918i,-4.964e-05+0.0014901i,-2.5526e-05+0.0017193i,-0.00013943+0.0014713i,-0.00014065+0.001157i,-0.0001622+0.0010907i,-0.00023411+0.0010369i,-0.0001157+0.00082731i,-0.00026677+0.00088568i,-0.00023917+0.00049832i,-0.00014758-8.9086e-05i,0.00013317-0.0003699i,0.00091199-0.00076739i,0.00059458-0.00060476i
-0.0027538+0.0005546i,-0.0029284+0.0011209i,-0.0021962+0.0033484i,-0.00083739+0.003159i,5.0736e-05+0.0021944i,0.00027603+0.0013208i,0.00037422+0.00058417i,0.0009097+0.00084586i,0.00042131+0.001275i,5.1964e-05+0.001495i,0.00026959+0.0015244i,0.00027445+0.0012073i,-0.00031573+0.000895i,-0.0003395-0.00012222i,-7.3879e-05-0.0002919i,-0.0002038+0.00026569i,7.856e-05+0.00029683i,-6.0728e-05+0.001051i,-0.00051251+0.0015423i,-0.00029819+0.00091306i,-1.7384e-05+0.0013321i,0.00027422+0.0014443i,0.0002009+0.00056543i
0.00024507-0.00032532i,0.00030299-0.0012998i,0.00011274-5.9929e-05i,-0.00033613+0.0005956i,-0.00036636-6.4485e-05i,-0.0004496-0.00082405i,0.0003019-0.00038771i,0.0010644+0.00045042i,0.00091355+0.00062531i,0.0014664+0.0002514i,0.0022085-0.00046438i,0.0010346-0.00023571i,-4.7768e-05+1.7957e-05i,3.0726e-06+0.00030136i,0.00044361+0.00029623i,0.00050427+2.1724e-05i,0.00037781-8.254e-05i,4.1743e-05+8.9822e-05i,9.2552e-05+0.00015429i,0.00083447+3.2093e-05i,-0.00030279+0.00028328i,-0.00054109-0.00037554i,0.00037576-0.00078689i
1.534e-05-0.00076686i,0.0005295-0.0013919i,0.00021369-0.0023876i,-0.00015305-0.001882i,2.2639e-05-0.00081641i,0.00013145-0.0011778i,-6.7749e-05-0.0010245i,0.00040631+0.000186i,0.00090449+0.00062003i,0.00039739+0.00021429i,-0.00028621-9.0756e-05i,-0.0011457+0.00056732i,-0.0011803+0.0013331i,3.5519e-05+0.001148i,0.0004539+0.00095211i,0.00043587+0.00045185i,0.00096436+0.00065028i,0.00097596+0.0016036i,-0.00019104+0.0014961i,-0.0005336+0.00051295i,-0.00052387-0.00018374i,-0.00043988-0.0002617i,9.6272e-05+0.00014638i
-0.00019143+0.00058165i,0.00058539+0.00030406i,0.00095083-0.00039977i,0.0014819-0.00047259i,0.00080815-0.00060629i,0.00040509-0.00040163i,0.0010963+0.00040268i,0.00084674+0.0014575i,0.00017425+0.00075698i,-0.00019926-0.00063156i,-0.0008058+4.8246e-06i,-0.0010114+0.0014856i,-0.00076034+0.0019844i,-0.00038301+0.00097994i,-0.00039401+0.00026474i,-0.000516+0.0002242i,-0.00025931+0.00087585i,-0.00016635+0.001065i,0.00036385+1.6705e-05i,1.5084e-05-0.00030131i,-0.00025254+0.00033305i,0.00037054+0.00023608i,6.548e-05-0.00034511i
-1.6335e-05-0.0018311i,-0.0015877-0.0011989i,-0.0024168-0.00082039i,-0.0028094-0.00021789i,-0.0027521+0.00082076i,-0.0017302+0.00042168i,-0.00076071-0.00020618i,-0.0003906+0.00015951i,-5.279e-05+0.0004943i,2.289e-05+0.00046551i,6.9589e-05+0.00030105i,2.314e-05+0.0005107i,0.00046054-4.4777e-05i,0.0010373+6.8278e-05i,0.0013463+0.00056265i,0.0011284+6.4715e-05i,0.00047582+0.00014185i,9.5085e-05+0.00085662i,4.7042e-05+0.0004472i,0.00012469+0.00033963i,0.00023311+0.0010339i,0.00082239+0.00036395i,8.3711e-06-0.00023039i
-0.00082195+0.0021493i,-0.00013974+0.00094483i,0.000322+0.00078735i,0.000444+0.0012161i,0.001045-0.00041734i,0.00084643-0.001101i,0.00098117-5.349e-06i,0.0014997+0.00065072i,0.00073785+0.00075453i,0.00053639+0.00087771i,0.00045497+0.0014776i,-4.3299e-05+0.00069765i,-0.00059114-9.1205e-05i,-0.00063847-0.00042009i,-0.00056384+0.00023551i,-0.00049201+0.001537i,-0.00020343+0.00117i,-0.00060076+0.0005386i,-0.00062531+0.0009882i,0.00052161+0.0010045i,0.00068801+0.00033305i,0.00012945-0.00072037i,0.00026306-0.0013304i
-0.00031778+0.0010932i,-3.1842e-05+0.00084288i,0.00047689-4.0144e-05i,0.00075881-0.0010636i,0.00019694-0.0018714i,0.0002546-0.0014202i,0.00060847-0.00021357i,0.00028589+0.0007083i,0.00011497+0.0013889i,0.00063847+0.0008896i,0.00077435-0.00011523i,0.00018525+7.2654e-05i,-0.00047507-0.00019918i,-0.00023219-0.00030031i,7.9427e-05-0.00014922i,-0.00041934+0.00072731i,-0.00094957+0.001952i,-0.00047654+0.0015588i,0.00013634+0.00031918i,-0.00012662+0.00023507i,0.0002877+0.00078125i,0.00054796+0.00038677i,0.00015826-0.00051008i
-0.00043258+0.00068099i,-0.0001502-0.00015834i,0.00021432-0.0018157i,0.00013398-0.002506i,-0.00060371-0.001175i,-0.00059535-0.00042344i,-6.1158e-05-0.00021455i,0.00015934+0.0010157i,0.00052563+0.0016732i,0.000561+0.00038792i,0.00042134-0.00047328i,0.00023703-0.00055815i,-0.00012466+4.5781e-05i,-0.00091299+0.00090361i,-0.00087546+0.0010824i,-0.00021771+0.00055466i,-0.00037908+0.00033131i,-0.00040925+0.00043007i,0.00015171+9.2194e-05i,-4.8907e-05-0.00071277i,-0.00087216-0.00098835i,-0.0011258-0.00022836i,-0.00073874+0.00036399i
-0.0017662+0.0017405i,-0.002008+0.0019291i,-0.0011764+0.0021699i,1.4532e-05+0.0009548i,0.00042526+0.00066125i,0.00062399+0.00093382i,0.00043927+0.00046919i,0.00041174+0.00059708i,0.00022266+0.00089706i,0.00010248+0.00062827i,-0.00013929+0.0003539i,-0.00083346+0.0012129i,-0.0012238+0.0017271i,-0.0010432+0.00020833i,-0.0009102-0.00045859i,-0.0012036+0.00024992i,-0.0011908-0.00020881i,-0.00029539-0.00065866i,0.00023236-1.8411e-06i,0.00034286+0.0004384i,0.00048298+0.00013116i,0.00081887-0.00010741i,0.00092268-3.8318e-05i
-0.0026319-7.9392e-05i,-0.0014025+0.00084074i,-0.0019426+0.00054142i,-0.00096466+0.00041932i,4.9127e-05+0.0012387i,0.00031392+0.00090729i,0.00096723+0.00081998i,0.00018317+0.0012377i,-0.00048311+0.0015172i,-0.00039015+0.0018867i,-1.5112e-05+0.0014575i,6.2134e-05+0.0007571i,-0.00025724+0.0001633i,-3.8903e-06-0.00029716i,-0.00015542+0.00056386i,-0.00030195+0.001034i,0.00015605+0.00030954i,0.00070904-0.00029795i,0.00040103-0.00054206i,2.2608e-05-0.00049491i,0.00023477-0.0002107i,0.00045968-0.0006687i,0.00067973-0.00080774i
0.00087169-0.00058927i,0.00085002+0.00011223i,0.00045216-0.00076654i,0.00018275-0.0023994i,5.6799e-05-0.0027027i,-0.00021443-0.0015617i,-0.00026607+0.00063829i,5.0478e-05+0.0014218i,0.00026113+0.00096106i,0.00060793+0.0012176i,0.00070562+0.0010569i,-0.00019115+0.0009343i,-0.0007254+0.0009055i,-0.00090579+0.00098758i,-0.00076277+0.00059633i,1.1516e-05+0.00036458i,0.00046707+0.00053717i,0.00042265+0.0001436i,0.00024263-7.5183e-05i,-0.00035929-0.00048538i,-0.00038539+8.3978e-06i,0.0004644-0.00039447i,0.00078795-0.001237i
0.00018775-0.0010181i,0.0002063+2.7055e-05i,-0.00084743-0.00020958i,-0.0016305-0.0015415i,-0.0014348-0.0019423i,-0.00038721-0.00049078i,0.0009072+0.00066318i,0.0015153+0.0011795i,0.00067229+0.00091714i,0.00034502-0.00012694i,0.00037946-0.00045057i,0.00030109-0.0005466i,0.00051386-0.00049231i,0.00021126-4.9421e-05i,-0.00038699+0.00052204i,-0.00030822+0.00094357i,-7.7999e-05+0.00087409i,0.00024567+0.00077991i,0.00029357+9.9412e-05i,-5.3985e-06-0.00078081i,-2.2516e-05-0.000973i,0.00026972-0.0013784i,0.0005246-0.0014841i
-0.00081155+0.0021069i,0.00020583+0.0015342i,0.0011408+0.0019747i,0.001827+0.00071138i,0.0017171-0.0011049i,0.0013743-0.0014868i,0.0011404-9.8198e-06i,0.0006143+0.00064976i,0.00029164+0.00027101i,0.00071191-7.628e-05i,0.00056944-0.00034238i,4.9342e-05-0.00099661i,-0.0011745-0.00068484i,-0.0022935+0.00035762i,-0.0014683+0.00049509i,-0.0013023+0.00031316i,-0.0008709+0.00044089i,-0.00021+0.0010515i,0.00017135+0.0003826i,0.00027186-1.5492e-05i,0.00016984+0.00039372i,9.7118e-05+5.69e-05i,-9.6336e-06-0.00050149i
0.00078152-0.00024283i,0.00029489+0.00060175i,0.00069983-0.00035446i,0.0010059-0.0013722i,0.0012133-0.00066289i,0.0012341+0.0002013i,0.00068036+0.00065027i,0.00018516+0.00043167i,-0.00017942-0.00023245i,-0.00022588-0.00034942i,-0.00035175+9.3038e-05i,-0.0011884+0.00037642i,-0.0011695+0.00054241i,-0.00071422+0.00071366i,-0.00044147+0.00072784i,-0.00053481+0.0002688i,0.00017771-0.00045557i,0.00040594-0.0003573i,-0.00045345+0.00017828i,-0.00024446+3.1902e-05i,-4.4182e-05+8.7887e-05i,-0.00010927+0.00040087i,0.00020644+7.9457e-05i
0.00039009-0.00094708i,0.0010543-0.0016807i,0.00021724-0.0019256i,-0.00098416-0.0021278i,-0.0015361-0.0020779i,-0.0015406-0.0019684i,-0.00086317-0.00036315i,-0.00020135+0.00076937i,0.0006055+0.00096601i,0.00079546+0.0011037i,-0.00081472+0.00056628i,-0.0023175+0.00025375i,-0.0014606+0.00058051i,-0.0002746+0.00091686i,9.2274e-05+0.001014i,0.00029384+0.00072705i,0.0001455+0.00082819i,0.00037587+0.00092864i,0.00052478+2.5099e-05i,0.00022042-0.0003495i,0.00018861-0.00062614i,0.00061148-0.00074556i,0.0004645-0.00070509i
0.00088254+0.0027156i,0.0012933+0.0018036i,0.0022588+0.00037617i,0.0017875-0.00019814i,0.0012408-0.00051226i,0.00081221-0.00077418i,0.00059377+0.000126i,0.00087272+0.00072558i,0.00067766+0.0010395i,0.00036878+0.001295i,0.00012722+0.0015096i,-0.00038721+0.0017459i,-0.00039326+0.0013054i,-0.00021271+0.00077763i,6.4039e-05+0.0004479i,0.00013684+0.00060745i,-0.00076787+0.00070761i,-0.00080106+0.00026068i,-1.5123e-06+0.0006149i,0.00024731+0.0006412i,-0.00015038+0.00017461i,-0.00049715+0.00025908i,0.00024741+0.00060218i
-0.0034041-0.0022801i,-0.0029101-0.00088422i,-0.0021479-5.0958e-05i,-0.0012776+0.00049707i,-0.00068753+0.0012315i,-0.00017627+0.0011971i,0.0004697+0.00088253i,0.0016694+0.00054609i,0.0020271+0.00027753i,0.0015367+0.00060253i,0.0012078+0.00074174i,0.00065559-0.00019803i,0.00050534-0.0013731i,0.00074002-0.00087356i,-1.0345e-05+0.00014254i,-0.00060268+0.00011801i,-0.00049907-0.00048275i,0.00056804-0.0006414i,0.00071197+0.00030288i,-0.00040081+0.00053158i,-8.5239e-05+0.00016306i,0.00047878-0.0002886i,-0.0001304-0.0005942i
-0.0011599-0.0014185i,-0.0013204-0.0016219i,-0.0013911-0.0015077i,-0.00084114-0.0013835i,-0.00029909-0.0016116i,0.0011234-0.00068942i,0.001605+0.00045872i,0.0011285+0.0010655i,0.00086559+0.0011154i,0.00098145+0.0003207i,0.00086067+0.00043586i,7.0153e-05+0.00010675i,-0.00089405-2.3136e-05i,-0.00093559-2.5451e-05i,5.2416e-05-0.0007456i,0.0004879-0.00031351i,0.00018105+0.00031857i,0.00044396+0.00044294i,0.00053261+0.00065908i,-0.00025682+0.00057005i,-0.000615+0.00078638i,-0.00030066+0.00057231i,0.00010935+0.00034295i
