-2.0701e-05-0.00058956i,0.00069586-0.0024604i,-0.00030897-0.0035351i,-0.0021885-0.0026395i,-0.0033878-0.0011806i,-0.0032576+0.00032778i,-0.0026193+0.0012968i,-0.0014844+0.0015208i,-0.00096304+0.0010295i,-3.3922e-05-0.0001786i,0.00069803-0.0010945i,0.00036543-0.00056809i,-0.00049388-0.00047205i,-0.0011391-0.00054535i,-0.00093602+0.00055462i,-0.0004929+0.0012885i,0.00049062+0.00045046i,0.00057293-0.00037388i,6.7418e-05-0.00027948i,7.3202e-05+7.0065e-05i,-5.8881e-05+8.9651e-05i,-0.00026393+0.00010095i,-0.00033521+0.00085606i
0.00028395+0.0010741i,-0.00026486+0.0014688i,-0.00059181+0.00050917i,-0.0011934-0.00070894i,-0.0017763-0.0013407i,-0.00193-0.00082311i,-0.0011656-3.3025e-05i,-0.00019111-0.00082865i,-0.00025135-0.0014327i,-0.00056703-0.00019369i,-0.00062528+0.00013658i,-0.00094498-0.00054967i,-0.00064402-0.00099269i,-0.00032934-0.00047483i,-0.00044433+0.00011767i,-0.00055832-0.00038055i,-0.00011251-0.00088688i,0.0005411-0.00023717i,-9.4052e-05-7.7106e-05i,-0.00054417-0.00025765i,-5.9681e-05+0.00023368i,-0.00013503+0.00079969i,-0.00034346+0.00075997i
1.2665e-05+0.0021983i,0.0003816+0.0011459i,0.0010593-0.00015254i,-2.8618e-05-0.001955i,-0.00088531-0.0029347i,-0.00072286-0.0020849i,-0.00082305-0.0018275i,-0.00080056-0.0020316i,-0.00045891-0.0017094i,-0.00030828-0.0010757i,-1.1474e-05-0.00035459i,6.9803e-05-0.00036372i,-0.00038793-0.00028735i,-0.00074032+0.00036819i,-0.00077626+9.0434e-05i,-0.00039561+0.00011138i,0.00024549+0.00063949i,0.00042001+0.00069616i,-0.00023284+0.00056607i,-0.00079158+0.00088671i,-0.00035157+0.00061338i,0.00027263-5.5489e-05i,-0.00020516-0.00024623i
0.0010372-0.00072704i,0.0015373-0.0011343i,-0.00020037-0.0017834i,-0.002425-0.0027015i,-0.0031678-0.002383i,-0.0025204-0.0014786i,-0.00084389-0.0016607i,-6.197e-06-0.0015929i,-0.00047884-0.00086274i,-0.00098582+0.00040385i,-0.00059915+0.00066627i,-0.00058326+0.00023362i,-0.00074619+0.00063449i,-0.00032524+0.00083601i,-0.00065439+0.00024129i,-0.00086524-0.00038188i,-0.00042177-6.5576e-05i,-9.3952e-05+0.00036563i,0.00042493+0.00031759i,0.00049274+0.00010458i,3.877e-05-6.2781e-05i,-0.00059207+0.00015364i,-0.00071765+0.00014145i
-0.0034499+0.00048765i,-0.0023758+0.0004696i,-0.0019361+0.00014123i,-0.0011982+2.2341e-05i,-0.0012117-0.00020638i,-0.00045624-0.0013832i,-0.00011025-0.0011657i,-0.00062494-0.00083513i,-0.00086578-0.001144i,-0.00055336-0.00067037i,-0.00042273-5.1982e-05i,7.9042e-05+0.00010367i,0.00026715-0.00018795i,0.00027907-0.00043011i,0.00039385-0.00019164i,0.00042469+1.3357e-05i,-0.0002861-7.4338e-05i,-0.00076107-0.00049728i,-0.00028484-5.0568e-05i,-0.00030612+0.0006499i,-0.00033371+0.00046029i,-0.00019373+0.00012042i,-9.4246e-05-0.00017293i
-0.00046532+0.00075597i,0.0005877+1.7151e-05i,0.0005047+0.001411i,-3.9683e-05+0.0017274i,-0.00049958+6.5873e-05i,-0.00030008-0.0015694i,0.00017107-0.0020743i,0.00010941-0.0023707i,4.9089e-05-0.0017346i,0.00025875-0.00097612i,0.00040382-0.0011837i,0.00015643-0.0005535i,0.00024176-0.00010614i,9.4792e-06-0.00020172i,-0.00029362-0.00016237i,-0.00015665-0.00044657i,-7.0432e-05+0.00032197i,-0.0005027+0.0010024i,-0.00047612+0.0007497i,-0.0006987+3.9989e-05i,-0.00060247-0.00037309i,-3.4625e-05+2.5173e-05i,0.00047891+0.00032517i
-0.00050104-0.00049584i,-0.0014143-0.00050968i,-0.0021389-0.00243i,-0.0034545-0.0033269i,-0.0039716-0.0028454i,-0.0025229-0.0020122i,-0.00044044-0.0010746i,0.0004835-0.0005199i,-0.00042384-0.00033003i,-0.0011937+0.0006957i,-0.00062736+0.00098292i,-9.2223e-05+0.00023101i,-0.0004199-3.466e-05i,-0.00085976-0.00021347i,-0.00029025-0.00025058i,0.00024497-0.00026277i,0.00016648-0.00035352i,-0.00020114-3.5039e-05i,-0.00027759+0.00034395i,1.2614e-05+0.0002567i,0.00053698-0.00022572i,0.00083496-0.00041671i,0.00027027-0.00011213i
0.0014878+0.00052982i,0.0014942-0.00080853i,0.0011167-0.0026632i,-0.00012296-0.003159i,-0.0004208-0.0022444i,-0.00061764-0.0020933i,-0.0014644-0.0018939i,-0.0012789-0.0014498i,-0.00061305-0.0005534i,-0.00049847+0.00043346i,-0.00035949+0.00060419i,-0.00032109+5.8063e-05i,-0.00077353-7.0808e-05i,-0.00095838+0.00029719i,0.00015473+0.00014379i,0.00094707-0.00026557i,0.00065285-0.00036598i,0.00024377-0.00023127i,-0.00039245-0.00031615i,-0.00050745-0.00019511i,-0.00046405-0.00017222i,6.4766e-05-0.00023019i,0.00040157+4.3863e-05i
-0.0011442+0.0017867i,-0.0010632+0.0012652i,0.00011232-0.00036271i,-0.00032089-0.0013597i,-0.0017005-0.0015962i,-0.0014435-0.0013803i,-0.00070667-0.0016242i,-0.00087872-0.0019161i,-0.00049978-0.0013742i,0.00053682-0.00011495i,0.00050623+0.00066827i,-0.00012368+0.00089859i,-0.00049977+0.0012759i,-1.0087e-05+0.0012696i,0.00032406+0.0011401i,0.00030087+0.00088135i,0.00069946+9.3643e-06i,0.0013059-0.00036282i,0.0011527-0.00026034i,-0.00010673-0.00015598i,-0.00044278+0.00024352i,0.00047229+0.00096429i,0.00040852+0.00099228i
0.0006947-0.00064574i,-0.0001544-0.0024217i,-0.0014814-0.0027638i,-0.0024927-0.0024565i,-0.0027435-0.0024722i,-0.0026604-0.0019769i,-0.0014238-0.00078682i,-0.00047615-0.0010693i,-0.00030994-0.0017905i,0.00053896-0.0013844i,0.0011699-0.00085347i,0.00025774-0.00037096i,-0.00097358-0.00073141i,-0.0018156-0.0013904i,-0.00084058-0.0014743i,-1.635e-05-0.00082953i,-0.00017624-0.00049401i,-0.00012359+0.00011001i,-0.00032198+0.0001501i,-0.00031411-0.0004673i,-0.00023493-0.00026911i,0.00014381+0.00014048i,0.00026971+0.00016259i
0.00044788+0.00097911i,0.0010855+0.0016625i,0.00033145+0.00058092i,2.4067e-05-0.0011061i,-0.00074462-0.0010163i,-0.0010493-0.0012248i,-0.0005091-0.001951i,-0.00025288-0.0024693i,-0.00031977-0.0020643i,-0.00033294-0.00048106i,-0.00010857+0.00031756i,-0.00012542-4.4848e-06i,-0.00067916-7.3475e-05i,-0.00044804-8.3144e-05i,0.00046296+0.00020843i,0.00016614+0.0010421i,-0.00051456+0.00041671i,-0.00022835-0.00050399i,-0.0006237+0.00013047i,-0.00054749+0.00074597i,-7.3604e-05+0.00077035i,-0.0003501+0.00055838i,-0.00058813+0.00067914i
-0.00052981+0.00056391i,0.00010253-0.00017126i,-0.00033123-0.00019691i,-0.001228-0.00014853i,-0.0013122-0.00075024i,-0.00078358-0.0012089i,-0.00037935-0.00026458i,-0.00010452-0.00020223i,0.00019399-0.00051388i,0.00020194+5.1568e-05i,0.00033846+0.00027595i,-0.00039868+0.00019186i,-0.0012311+0.00020637i,-0.0014606+0.00046516i,-0.0013792+0.00060334i,-0.00077059+0.00029818i,-0.00030578-3.4944e-05i,-0.0010286-9.5991e-05i,-0.00072609+0.00027799i,9.9914e-05+0.00099932i,-0.00023089+0.00096985i,-0.00033518+0.00028924i,-0.0001396-0.00017514i
0.0006274-0.0011055i,0.00048858-0.0020805i,-0.00054575-0.0026047i,-0.0021341-0.0023728i,-0.0030808-0.0015902i,-0.0024613-0.0005407i,-0.00079532-0.00083116i,0.00013538-0.0013642i,0.00030072-0.0012938i,0.00047231-0.00091131i,0.00060689-0.00038366i,0.00035298+0.00042298i,1.6689e-05+0.00047812i,-0.00031061+0.00036147i,-5.522e-05+0.0006058i,0.00054878+0.00078461i,0.00029426+0.00063418i,-4.9942e-05+0.00066774i,-0.00055473+0.00069615i,-0.00065205-0.00043018i,2.2173e-05-0.0010251i,-0.00050162-0.00036964i,-0.00088611+0.00029859i
-0.0026747-0.001041i,-0.0029944-9.2054e-05i,-0.0032496-0.00010984i,-0.0018558+0.0003577i,-0.0012826+0.0011704i,-0.0016915+0.001004i,-0.00059975-0.00067677i,1.2826e-05-0.001492i,-0.00045514-0.00046045i,-0.00057946+0.00050503i,-6.7444e-05+0.00055966i,0.00051975-0.00035519i,0.00035439-0.00098896i,0.00039273+2.5071e-05i,0.00026614+0.00092095i,0.00039519+0.00081257i,0.00028384+0.00074443i,-0.00057761+0.00053807i,-0.0011909+0.00012378i,-0.00054087+0.00011221i,0.0001435+0.00024705i,5.2595e-05-0.000167i,0.00021144-0.00022295i
-2.034e-05+1.4646e-05i,0.00062733-0.00058511i,0.00036115-0.00085968i,-0.00048667-0.0011165i,-0.0016849-0.0010369i,-0.0019732-0.0016154i,-0.0013212-0.0017072i,-0.0013352-0.0013568i,-0.0014141-0.0008974i,-0.00072207-4.4144e-05i,0.00017767+0.00032514i,0.00044411-1.6657e-05i,-0.00043118-0.00049638i,-0.00082862-0.00035468i,-6.8106e-05-6.3389e-05i,0.00061537-0.00059747i,0.00049483-0.00048478i,0.00036053+0.00016868i,-0.00037554+0.0004195i,-0.00041062+0.00032145i,4.4664e-05+0.00016535i,-0.00026706+0.00048981i,-0.00013869+0.00030937i
-0.0016594-0.00062727i,-0.0024949-0.00034296i,-0.0031143-0.00027253i,-0.0030467-0.00045327i,-0.0034239-0.00010446i,-0.0032335+0.00028287i,-0.001146-0.00010108i,-4.8532e-05-0.00082988i,-0.00074622-0.0016452i,-0.00071807-0.0013661i,-9.8033e-05-0.00047973i,4.3611e-05+0.00018445i,-0.00034933+2.0785e-05i,-0.00042729+0.00020078i,-0.00022926+0.00085521i,-0.00019411+0.00030121i,0.00050631+0.00023765i,0.00049986+0.00048418i,-0.00050111+1.708e-05i,-0.00066753-7.6681e-05i,-0.00059557-0.00016796i,-5.6123e-05+0.0001358i,0.00075474+0.00016974i
-0.00099848-0.00094501i,-0.0010756-0.00074329i,-0.0011358-0.000533i,-0.00037879-0.00077248i,-2.5438e-05-0.0015675i,-0.00066516-0.0017229i,-0.00064845-0.0017109i,-0.00057049-0.0017405i,-0.0012944-0.00095301i,-0.001101-0.00091556i,-0.00028127-0.0010297i,-0.00030779-0.00055063i,-0.00065043-0.00011593i,-0.00029277+0.00032313i,0.00013137+0.00054326i,0.00071957+0.00064941i,0.0015356+0.00073819i,0.0011129+0.00045685i,-0.00067033+6.4691e-05i,-0.0015329+0.00014944i,-0.0010594+0.00044936i,0.00040658+0.00068296i,0.00073391-8.3478e-06i
-0.00020281+0.0013694i,0.0001926+0.0011626i,-5.3105e-05+0.00041272i,-0.00035407+0.00016864i,-0.0011151-2.3275e-05i,-0.00083023-0.00064541i,-0.00070514-0.00063322i,-0.00038889-0.00063985i,0.00042443-0.00045024i,0.0002741+0.00062436i,-3.6846e-05+0.00098137i,0.00061278+0.00048957i,0.0005115+0.00010501i,8.1822e-05+0.00060678i,0.00055338+0.0010619i,0.00049374+0.00054581i,0.00058439-0.00029123i,0.0010393-0.00033826i,0.00073302-0.00027681i,0.00016671-0.00029357i,-0.00051037+0.00050364i,-0.00047943+0.00071122i,-0.00046173+0.00042778i
-0.0025216+0.00059825i,-0.0020475+0.0015035i,-0.0021392+0.0011698i,-0.001734+0.00021539i,-0.0012697-0.0006826i,-0.0012757-0.0012777i,-0.0010143-0.0013992i,-0.00057742-0.0018508i,-0.00048309-0.0016749i,0.0002259-0.0011282i,0.00077958-0.00068704i,-2.1034e-05-0.0012717i,-0.00037544-0.0017832i,-4.5098e-05-0.00088537i,0.00010322-0.00036642i,-8.6407e-05-0.00012684i,0.00023853+9.0657e-05i,0.00053569+0.00017665i,0.0002861-0.00023538i,0.00024159-0.00060305i,0.00038311+9.3232e-05i,0.00043519+0.00034958i,0.00039559+0.000124i
-0.0025455-0.00044648i,-0.0030234+0.00027025i,-0.0036602+0.00060693i,-0.0038511-0.00030292i,-0.0026642-0.00030176i,-0.0014684-0.00054033i,-0.00037481-0.0016366i,-0.00015242-0.0021707i,-0.00077001-0.0016846i,-0.00036335-0.0007077i,0.00064069-0.00033304i,0.0010868-0.0004391i,0.00056356-0.00059711i,8.8382e-05-0.0005952i,0.00025946-0.0002753i,0.00062089+0.00028733i,0.00039333+0.00071488i,0.00032935+0.00040228i,0.00049273+0.00059047i,0.00064176+0.00044228i,0.00042231+0.00010238i,0.0001335+0.00035171i,-0.00023417+0.00076454i
-0.0015692+0.00081577i,-0.0012062+0.00010307i,-0.00090155-0.00024968i,-0.0010961-0.00017438i,-0.0017581-0.00049089i,-0.001206-0.00068577i,-0.00055747-0.0014315i,-1.5717e-05-0.0020187i,-0.00033285-0.0009069i,-0.00039575+0.00056329i,0.0002593+0.00066436i,0.00057704+0.00012284i,0.00017642+0.00050782i,-0.00063347+0.00065061i,-0.00097768+0.00015567i,-0.00057232+0.00017621i,0.00026269+0.00010996i,6.8104e-05+0.00022934i,-0.0003539+0.00061696i,0.00027782+0.00017739i,0.00041681-0.00073007i,-0.00013226-0.00093002i,0.0001297-0.00054093i
-0.0021172-2.9202e-05i,-0.002569+0.00044075i,-0.0024777+0.00028855i,-0.0023706+0.00052241i,-0.0021563+0.00068454i,-0.00093801+0.00040346i,-0.00063388-0.00095465i,-0.00074754-0.0016258i,-0.00084199-0.0011127i,-0.0011885-0.00069633i,-0.0011333-0.00041257i,-0.00090294-0.00035114i,-0.00091221-0.00026682i,-0.0007537+0.00023308i,-0.00017012+0.00078147i,3.6715e-05-2.5375e-05i,-0.0001456-0.00085396i,-0.00019964-0.00031896i,0.0003932+0.00048034i,0.0008349+0.0001519i,0.00015145-0.00018192i,-0.00053433-0.00025801i,-0.00039835-0.00017417i
0.00096826+0.00024213i,0.0014477-0.00042441i,0.00028858-0.0017185i,-0.00035682-0.0029936i,-0.00058802-0.0030953i,-0.0011953-0.0022605i,-0.0014617-0.0012265i,-0.0010939-0.0015044i,-0.0006471-0.0013602i,-0.00012715+8.3283e-05i,-0.00026213+0.00057498i,-0.00086232-0.00013877i,-0.00058452-0.0001771i,0.00075862+0.00047105i,0.00082364+0.00016687i,0.0001693-0.00016168i,0.00067897-0.00052221i,0.0017574-0.00043544i,0.0011281+0.00026794i,0.00049025+0.00026292i,2.8793e-05+0.00029778i,-0.00061819-0.00032427i,0.00038771-0.0012422i
-0.00061833+0.0040131i,0.0013864+0.0010744i,0.0026768-0.00061103i,0.002374-0.0011702i,0.00085194-0.0015439i,-0.00056658-0.0020757i,-0.00095227-0.0025637i,-0.00060245-0.0018332i,-0.00066962-3.6016e-05i,-0.00080216+0.0014454i,3.2481e-06+0.00078549i,-4.4961e-05-0.0011008i,-0.0010296-0.0011741i,-0.0013052-0.00071142i,-0.00048561-0.00067625i,-9.6083e-05-0.00011682i,0.00037587-1.236e-05i,0.00079545+8.3322e-05i,0.00017453+0.00041617i,-0.00034676+0.0004615i,0.00015448+0.00059474i,0.00049289+0.00048954i,0.00016078+0.00022106i
-0.001097-0.0024497i,-0.0025857-0.0016568i,-0.003037-0.0011676i,-0.0034982-0.00054357i,-0.0037073-0.0012562i,-0.0024714-0.00096719i,-0.00093746-0.00089291i,-0.00030723-0.0015781i,-0.00068726-0.0012354i,-0.00049201-0.00086086i,-0.00030727-1.4546e-05i,-0.00065552+0.00028685i,-0.00062619-0.00028154i,-0.00034642+0.00032371i,-0.00026802+0.0005232i,-0.00055587+0.00018146i,-0.0004996+8.5791e-05i,-6.7533e-05+0.00018632i,0.00041195+0.00026763i,3.4284e-05-0.00065255i,-0.00054458-0.0012265i,-0.00029347-5.03e-05i,-0.0003981+0.0010215i
0.00019381+0.0014466i,0.0007855-0.00077507i,-0.00021783-0.0020941i,-0.0021527-0.0021811i,-0.0035094-0.002355i,-0.0034757-0.0022404i,-0.0018867-0.0010049i,-0.00052068-0.00091803i,0.00027573-0.0012192i,0.00051231+3.2034e-05i,0.00049077+7.7048e-05i,0.00029721-0.00072645i,-0.00030185-0.0012472i,1.482e-05-0.0013779i,0.00077444-0.00053049i,0.00055548-0.00019401i,0.0002045-0.00062525i,0.00031805-0.00036309i,0.00056368+8.1974e-05i,0.0003614-0.00039791i,5.0761e-05-0.00067308i,0.00030041+0.00037246i,0.00030569+0.00069033i
-0.00098755+0.00054057i,-0.00067161+0.00011072i,-2.4608e-06+0.00023859i,-0.00047959-0.0002745i,-0.0012195-0.001504i,-0.00082249-0.0011003i,-0.00024183-0.00041136i,-0.00032127-0.0015384i,-0.00044277-0.0014113i,0.00019865-0.0010302i,0.00074332-0.001299i,0.00019477-0.001775i,-0.00039828-0.0015738i,-0.00053386-0.0005979i,8.2227e-05+0.0002285i,0.00073185+0.00035355i,5.2218e-05+5.7305e-05i,-0.00070259-0.00079013i,-0.00041298-0.0010659i,4.1566e-05-0.00018142i,-0.00030477+0.000554i,-0.0010741+0.0002427i,-0.00084829-0.00013278i
-0.0034355+4.2939e-06i,-0.0034551-0.00015549i,-0.0026466+0.00045055i,-0.0025803+0.00060796i,-0.0025004+0.00031285i,-0.0015556+0.00032608i,7.8764e-05-0.00050881i,0.00085247-0.0018618i,0.00014528-0.0017565i,-0.0012901-0.00036245i,-0.0013358+0.00056403i,-0.00044177+0.00037198i,1.7973e-05-0.00015068i,0.00035063-0.00010054i,0.0012587+0.00039587i,0.0012492+0.00057455i,0.00024549+0.00072917i,0.00014363+0.00026973i,-0.0002457-0.00050584i,-0.0003075-0.00084363i,0.00024416-0.00014761i,-0.00010963+0.00011312i,-3.0055e-05+0.00025002i
-0.00096653-0.0021651i,-0.0013394-0.003399i,-0.0023463-0.0041184i,-0.0027653-0.0029733i,-0.0037122-0.0013732i,-0.0042221-0.00041723i,-0.0030558-0.00023463i,-0.0019668-0.00071793i,-0.0013848-0.00074242i,-0.001148-0.00021917i,-0.00086165-0.00011655i,-0.00060052-0.00042868i,-0.00086192-0.00067044i,-0.0008353-2.0829e-05i,0.00037435-0.00013802i,0.00099993-0.00035459i,0.00087214+0.0005296i,0.00068903+0.00031694i,-0.00054673-6.0691e-05i,-0.001045-0.00018689i,-0.00034603-0.00010232i,-0.00016103-0.0002569i,6.0069e-05-0.00091782i
-0.00023421-0.001983i,1.8737e-05-0.0013124i,-0.0018204-0.0015101i,-0.003848-0.0016157i,-0.0038529-0.00082356i,-0.0016782-0.00037223i,-0.00043334-0.00041183i,4.0004e-05-0.0003921i,0.00012061-4.793e-05i,-0.00044691-0.00042511i,-3.2794e-05-0.00064897i,0.00032258+0.00033134i,9.063e-07+0.0001815i,-0.00039884-0.00032379i,-0.00083105-0.00019643i,-0.00069124-0.00039068i,-0.00010173+0.00014145i,-0.0002068+0.0009564i,7.7231e-05+0.0014318i,0.00045866+0.0012455i,5.5587e-05+0.0006867i,-0.00019461+0.00044208i,-0.00052102+0.000278i
0.00021644+0.00092679i,-0.0004145+0.00049803i,-0.00070473+0.0010579i,-0.0015608-0.00014033i,-0.0022453-0.0015464i,-0.0014422-0.0009184i,-0.00030388-9.5105e-05i,-0.00043802-0.00064136i,-0.00052653-0.0015523i,-0.00016287-0.001183i,-0.00072843-0.00029064i,-0.0010797+0.00027162i,-0.00063181+0.0010151i,-0.00056826+0.00059557i,-0.0001944-0.00018434i,0.00079593-0.00031332i,0.0010838+0.00030313i,0.001094+0.00038691i,0.00073374-0.00014609i,0.00018334+0.00014161i,0.00023677+0.00020002i,-0.00016699-0.00025263i,-0.00052177-0.0004819i
-0.0022432-0.00054487i,-0.001326-0.0016863i,-0.00074935-0.001329i,-0.00071411-0.0013873i,-0.0013448-0.0022347i,-0.0021517-0.0025308i,-0.001289-0.0016418i,-0.000381-0.0011492i,-7.3136e-07-0.00060354i,4.7936e-05+0.00024404i,-0.00044482+0.00018086i,-0.00031203+0.00018644i,-0.00016057+0.00026286i,-0.00055178+0.00086031i,-0.00043053+0.0012073i,0.00021672+0.00050619i,0.00054631-0.00022549i,-0.00040537-0.0005124i,-0.00076298+0.00055614i,-0.00038439+0.00078271i,-0.00017147-0.00034779i,-0.00070672-0.0010407i,-0.00088901-0.00091057i
0.0019749-0.00043385i,0.00099392-0.0012112i,0.00012843-0.0020858i,-0.0012707-0.0014216i,-0.00283-0.0010685i,-0.0029504-0.0011063i,-0.0012012-0.00117i,6.9777e-05-0.0017614i,-0.00023056-0.0015821i,-0.00032593-0.00086934i,0.00012369-0.00029107i,5.7282e-05-8.9078e-05i,-0.00027257+0.00039028i,-0.0005994+0.00068078i,-0.00041912+3.4037e-05i,-8.3141e-05-0.0001482i,0.00045502+0.00029074i,0.00019864+0.00062233i,-0.00024094+9.3424e-05i,0.00032914-0.00013307i,0.00021055+0.00024055i,0.00027259+8.0375e-05i,0.00062846+7.715e-05i
-0.0017283+0.00040696i,-0.00057535-0.00026454i,-0.0012162-0.0018023i,-0.0034611-0.001745i,-0.0038556-0.0014751i,-0.0025451-0.0020971i,-0.0011237-0.0014643i,-0.00058041-0.00030895i,-0.0011197-0.0007299i,-0.0013093-0.00086969i,-0.00052413+2.5334e-05i,0.00013411+0.00028895i,-0.00061345+0.00012135i,-0.00094357+0.00041698i,-0.0003365+0.00060004i,-0.00022604+0.0005202i,0.00070859+0.00037863i,0.0014206-0.000346i,0.00084622-0.00037903i,0.00014816+1.9612e-05i,1.8576e-05-0.00045158i,6.7052e-06-0.00075133i,0.00021969-6.2113e-05i
-0.0026526-0.0026927i,-0.0034257-0.0020136i,-0.003537-0.0010718i,-0.002941-0.0020175i,-0.0020919-0.0024862i,-0.0015904-0.0015061i,-0.00066605-0.0013603i,-0.00019259-0.0012081i,-0.0006397-0.00089825i,-0.0010259-0.00036282i,-0.00082507-0.00050439i,-0.0002548-0.00067275i,0.00018899+4.5652e-05i,0.00012201+0.00044884i,0.00028226+0.00020583i,0.00044545+0.00032256i,-1.4641e-06+0.00078912i,-0.00068516+0.00019176i,-0.00033739-0.00058771i,0.00050097-0.00062049i,-5.1723e-05-0.00024204i,-0.00072786-0.00023939i,-0.00093043-0.0010916i
0.0014103-0.00078623i,0.00060119-0.00078122i,-0.00035343-0.0012288i,-0.0019318-0.0018053i,-0.0026045-0.0024186i,-0.0023905-0.0017256i,-0.00088412-0.0012935i,0.0015392-0.0021372i,0.0015322-0.0019568i,0.00013872-0.00018299i,-9.9115e-05+0.0011566i,0.00066559+0.0012658i,0.00070825+0.0011i,-0.00036718+0.00037665i,-0.0009319-0.00013243i,-0.00041068-0.00030571i,-6.0643e-05-0.00028393i,-0.00062563-0.00031995i,-0.00046836-0.00043788i,0.00020433-0.00042468i,5.0593e-05-0.00056276i,0.00031952-0.00058001i,2.0162e-05-4.0172e-05i
-0.0025108+0.00032315i,-0.0013813+2.6126e-05i,-0.0010939-0.00015666i,-0.0024951-0.00043666i,-0.0028201-0.001097i,-0.0015919-0.00095545i,-0.00039374-0.00060474i,0.00048021-0.0011284i,0.00037702-0.0015241i,-0.00027007-0.00071906i,-0.00097309+0.00066034i,-0.0014033+0.00027667i,-0.0014897-0.0013343i,-0.0012156-0.0011478i,-0.00059045-0.00011162i,-0.00064496-6.7768e-05i,-0.0010376+0.00010744i,-0.00067559+0.00012281i,-0.00021657-0.00022533i,-0.00060147-0.00027388i,-0.00057302-0.00011011i,-6.1117e-05-0.00064175i,-1.0883e-05-0.00038853i
0.0013948-0.001129i,0.00014056-0.0020096i,-0.0011392-0.0017308i,-0.0022697-0.0018775i,-0.0029614-0.0024733i,-0.0022146-0.0022938i,-0.0013117-0.0017139i,-6.9161e-05-0.001428i,0.00042709-0.00088697i,-0.00022503-1.8258e-05i,-0.00031259+0.00019612i,-0.00034306-7.2864e-05i,-0.00057857+0.00025813i,-0.0009578+0.00024908i,-0.00075562-0.00048407i,0.00015269-0.0010825i,0.00056276-0.00065673i,-6.4005e-06-0.00010776i,3.2858e-07+1.3055e-05i,0.00020338+8.7383e-05i,4.1674e-05+1.4683e-05i,-0.00014909-0.00053263i,0.00047357-0.00084177i
-4.7546e-06+0.003082i,0.001514+0.0010099i,0.0018066-0.0011374i,-0.00017916-0.001256i,-0.0014242-0.00075315i,-0.0014074-0.00098775i,-0.00011968-0.0012576i,0.00071127-0.0015036i,-0.00030207-0.0016239i,-0.0013767-0.0007022i,-0.0012276+0.00022089i,-0.00072729+0.00039216i,-0.00079179+0.00029242i,-0.0012276-0.00031548i,-0.0011163-0.00083048i,-0.00097278-0.00092186i,-0.00073242-0.00075121i,0.00049304-0.00090185i,0.00077947-0.00017379i,-6.7195e-05+0.0003972i,-0.00018629-2.2056e-05i,-0.00034635-7.808e-05i,-0.00057566+0.00012451i
-7.8638e-05-0.00097003i,-0.00062696-0.0012138i,-0.0012688-0.001543i,-0.0019005-0.0023753i,-0.0024085-0.0025018i,-0.0018411-0.0016373i,-0.00039417-0.0010777i,-0.00023326-0.0010342i,-0.00096376-0.0010946i,-0.0011465-0.0005045i,-0.000707-6.3936e-05i,0.00023124-0.00072281i,0.00059027-0.00094056i,0.00078231-0.00087148i,0.0010167-9.3345e-05i,1.6557e-05+0.00087642i,-0.00056858+0.00058939i,7.6976e-05+0.0003174i,0.00013758-0.00066868i,-0.00016928-0.00087557i,-0.00016215-0.00025318i,-0.00011786-0.00014124i,-0.00036291-0.0004714i
0.00026069+0.0026285i,3.6216e-05+0.0014209i,-0.00085471+0.0014981i,-0.00059478+0.0014623i,-0.00087914+0.00041442i,-0.001261-0.00035051i,-0.00088281-0.00061743i,-0.00034238-0.001066i,0.00051881-0.0012841i,0.00045538-0.00079877i,-0.00026245-0.00047373i,-0.00046371-0.00032972i,-0.00054397-0.00037357i,-0.00085957+4.7857e-05i,-0.00076071+0.00045884i,0.00012162-0.00018098i,0.00052156-0.000807i,-6.7776e-05-0.00035693i,-0.00034987+0.00046523i,-0.0010624+0.00028099i,-0.0013156+0.00029735i,-0.00058+0.00092032i,-0.0011648+0.0013783i
-0.0019462+0.0015462i,-0.00055016+0.00068229i,-0.00024284-0.00058425i,-0.0013885-0.0027759i,-0.0018554-0.0037193i,-0.0014665-0.0021293i,-0.00051976-0.00056165i,8.398e-05-0.0010009i,-0.00017102-0.0010866i,-0.00026554-0.00053881i,-0.00050334-0.00059872i,-0.0003786-0.00069249i,-0.0002978-0.00013757i,-0.00068436-0.00017472i,-0.0011769-0.00065304i,-0.00034454-0.00058196i,-0.0001484-2.2588e-05i,-0.00073584+0.00010828i,1.6819e-05+0.00027961i,0.00016965+0.00069268i,-0.00028852+0.00042989i,-0.00043951+0.00034764i,-0.00066474+0.00039347i
0.0027954-0.0019023i,0.0019412-0.0033716i,3.3521e-05-0.002317i,-0.0021352-0.0024757i,-0.0026002-0.0035428i,-0.001115-0.0027722i,-0.00030662-0.0019502i,-1.7089e-05-0.0016842i,-0.00021397-0.00087381i,-0.00085996+0.00034043i,-0.0010953+0.0006328i,-0.0011891-0.00010759i,-0.0012036-0.00061293i,-0.00033704+3.4352e-07i,0.00025172+0.00073582i,-0.0001959+0.00037324i,-0.00041895+6.4679e-05i,0.00031461+2.6321e-05i,0.00069419-8.5905e-05i,0.00032922+9.4248e-05i,-8.6584e-05+0.00038572i,-9.902e-05+0.00047216i,-0.00020159+7.6716e-05i
