0.0014898+0.00026358i,0.0022459-0.00024533i,0.0016239-0.0013668i,9.2577e-05-0.0023042i,-0.0015315-0.0017383i,-0.0019383+0.00025802i,-0.00070039+0.0017023i,0.00055509+0.0017456i,0.0011909+0.00062066i,0.00075064-0.00072181i,0.00047235-0.00079051i,0.00027934-0.00056085i,-3.5011e-05-0.0010194i,-0.00012768-0.00053023i,0.00054488+0.00042296i,0.00086925+0.00049315i,0.00041488-6.1593e-05i,-5.7511e-05-0.00059107i,-0.0009307-0.0012366i,-0.00060649-0.0016824i,-0.00022989-0.001068i,7.9918e-05+0.00023731i,0.0011489+0.0010178i
-0.00053001+0.0005691i,-0.00017739-0.0001198i,7.596e-05-1.6788e-05i,0.00015248-0.00044425i,-0.00067956-0.0013675i,-0.0011073-0.001725i,-0.0001925-0.00091753i,0.00062134-0.00045314i,6.5313e-05-0.00084991i,-0.00047587-0.00035489i,-0.00055858+0.00012367i,0.00023647-0.00022321i,0.00093999-0.0005452i,0.00032449-0.0001901i,9.773e-05+0.0003948i,0.00011402+0.00036821i,-0.00050876-0.00031052i,-0.00034857-0.00050506i,0.00030524+2.2551e-06i,0.00011162+0.00031409i,0.0001284+7.0697e-05i,0.00069521-0.00035239i,0.00023859+0.0006013i
-0.0020281+0.00066478i,-0.0023065-0.00071826i,-0.0014104-0.00020793i,-0.0010258+0.0012866i,-0.0011325+0.00073405i,-0.0012357+0.00036782i,-0.0010369+0.0012964i,-0.00013725+0.001111i,2.0318e-06+0.00054921i,-0.00045177+0.00051405i,-0.00032326+0.0002442i,-0.00015429+0.00013923i,0.00028968+0.00020953i,0.00065793+0.00012223i,5.9939e-05+0.00033992i,-0.00037082+0.00046634i,-5.3998e-07+0.00011777i,-0.00032469-0.00062448i,-0.00068575-0.0010742i,0.0002209-0.00056664i,0.00033693+0.00027236i,-0.00053854+0.00051676i,-0.00095674+0.00059255i
0.0015163+0.00052649i,0.001683+0.0016849i,0.002158+0.0011588i,0.0019107-0.00061041i,0.0013929-0.0018433i,0.00081687-0.0014021i,0.00013921+8.0234e-06i,-0.00021932+0.00029324i,-0.00023766-0.00028539i,0.00042168+0.0001003i,0.00055345+0.00037446i,0.00031655+0.0003642i,-7.6045e-05+0.0004806i,-0.00064807+0.00040982i,-0.00036367+0.00037418i,0.00033755-0.00017855i,0.00068458-0.00091822i,0.00012774-0.00018339i,-0.00095452+8.1799e-05i,-0.00063494+1.2776e-05i,3.8163e-05+0.00022818i,5.029e-05-0.00013342i,0.00026616+5.5208e-05i
0.00034449+0.0023661i,0.00012104+0.0022943i,-0.00039986+0.0021833i,-0.0012645+0.0016783i,-0.0012546+0.00029983i,-0.0017308-0.00087923i,-0.0011095-0.00094338i,0.00048539-0.00011912i,0.00026539+0.00016639i,3.7592e-05-0.00051784i,-2.1725e-05-0.00039027i,-0.00026177-0.00045382i,-0.00038403-0.00091181i,3.8985e-05-0.0003768i,0.00076652+2.163e-05i,0.00084812+9.8797e-05i,0.0004324+0.00055121i,-0.0002529+0.00060683i,-0.00059355+0.00010517i,0.00015486-0.00015676i,0.00031562-0.0004761i,-8.8862e-05+3.0967e-05i,-0.00021374+0.00076493i
0.0023446-0.0026722i,0.0019844-0.0033857i,0.0014045-0.0033863i,0.00042293-0.002695i,-0.0012208-0.0020361i,-0.0017114-0.00088638i,-0.00042831+0.00030346i,0.00097387+0.00051791i,0.0011073+4.932e-05i,0.00030846-0.00015747i,-0.00057217-0.0004063i,-0.0003009-0.0017004i,0.00036747-0.0018614i,-6.6386e-05-0.00068872i,-0.00088357+0.0001571i,-0.0012786+0.00028059i,-2.5889e-05+0.00013363i,0.00081801+0.00048721i,0.00034419-0.00010066i,0.00060065-0.00057664i,0.00051518+1.6632e-05i,-1.7056e-05+0.00027931i,0.00022959-0.00016104i
0.00051418-0.00050616i,0.0010636-0.00018445i,0.00076914-0.00076235i,-8.6993e-05-0.000718i,-0.00026693-0.00018051i,0.00011107+0.00019533i,0.00017534+0.00039475i,0.00043095-0.0001732i,0.00022598-0.00040377i,-0.00041337-0.00028188i,3.1166e-05-0.00068164i,0.00092774-0.00091997i,0.00049937-0.00049374i,-9.4013e-05-0.00021742i,-2.7186e-05-0.00013799i,0.00012318-9.2638e-05i,0.00053096-0.00022666i,0.00038524-0.00024388i,9.6243e-05-0.0008074i,0.00034605-0.00076798i,0.00047253-0.00040014i,0.0011267+0.0004247i,0.00031853+0.00046129i
-0.0011226+0.0018243i,-0.0012709+0.0016401i,-0.0015164+0.0019587i,-0.0013275+0.0011213i,-0.00031613+0.00011626i,9.6566e-06-0.00014108i,-0.00012273+0.00045752i,0.00046696+0.00088283i,0.001031+0.00088728i,5.3007e-05+0.00051264i,-0.00020211-8.9593e-05i,2.4224e-05+0.00024107i,-0.00023037+0.00036052i,7.6778e-05+0.00019165i,0.00028853+0.00013615i,0.00057429+0.00013599i,0.0005356-0.00033707i,0.00046678-0.00045732i,0.00043289-0.00033267i,-0.00045955-0.00024583i,-0.00081263-0.00027588i,-0.00041592-0.00036336i,6.4358e-05+0.00026727i
0.0035041-0.0013127i,0.0038428-0.0015104i,0.00276-0.0024353i,0.00044025-0.0031341i,-0.00098767-0.0020968i,-0.0012071-0.00040829i,-0.00047948-0.00067711i,0.00032097-0.0012034i,0.00029159-0.0010445i,0.0003068-0.0011597i,0.0003922-0.0017007i,0.00071793-0.0017438i,0.00084591-0.0010803i,0.00020483-0.00044821i,2.9812e-05-5.3358e-05i,0.00025344-0.00049657i,-2.891e-05-0.00024243i,-0.00031133+0.00049028i,-0.00036111+0.00010671i,-5.2512e-05-0.0004394i,0.00087998-0.00057752i,0.001077-0.00014477i,2.9437e-05+0.00086647i
-0.0018899-0.00032378i,-0.0011922+0.00029852i,-0.00079776+0.00077489i,-0.00061338+0.001089i,-0.00070156+0.00019545i,-0.0010735-0.00024901i,-0.0002141+0.0007156i,0.0011985+0.00096347i,0.00098728+0.0001568i,8.3445e-05-0.00026026i,-0.00061131+0.000237i,-0.00041169+0.00023454i,-0.00045894-0.00016784i,-0.00053116+0.00033398i,0.00028417+0.00074598i,0.0010257+0.0001161i,0.00064847+0.00028722i,0.00025463+0.00047406i,0.00019049-0.00023925i,-5.3977e-05-0.00061381i,-0.00026589-0.00086726i,5.0138e-05-0.00076229i,-0.00030018-0.0004699i
-0.00068404-0.00025333i,-0.000806-0.00062155i,-0.001029-0.00086396i,-0.00080389-0.00064865i,-0.0011664+3.5449e-05i,-0.0013692+0.00083213i,-0.00032676+0.0014174i,0.00064903+0.00088262i,0.0010133-0.00017027i,0.00090273-0.0011057i,0.00098997-0.0011501i,0.00073239-0.00060058i,0.00058796-0.00084251i,0.00043927-0.00057829i,-0.00038091-0.00011447i,-0.00011799-0.00022425i,-0.00017603-0.00093256i,-0.00021721-0.00092141i,-0.00038615-0.00030617i,-0.00061267-0.00011604i,6.2574e-05+0.00040421i,-0.00030178+0.00056999i,-0.00092465-0.00027444i
0.0010649+0.00080985i,0.0014394+0.00081631i,0.0015227+0.00076124i,0.00085497+0.001528i,-0.00052516+0.00067867i,-0.00069224-1.3787e-05i,-0.00035442+0.00056144i,-0.00025765+0.0006537i,0.00018315-0.0001415i,0.00022634-0.00029878i,0.00045785+0.00021365i,0.00075067+0.00064554i,-0.00010254-4.3213e-05i,-0.0012402+0.0001122i,-0.00064849+0.001132i,0.00080977+0.0012846i,0.00045416+0.00064384i,-0.00049173-0.00018145i,-0.00011347-0.00067943i,0.00014694-0.00096682i,0.00048387-0.00045786i,0.00054096+7.7462e-05i,0.00027666-0.00015982i
-0.00063614-0.00012663i,-0.0018257+0.00074036i,-0.0019724+0.00031936i,-0.0005737+0.00017921i,-0.000204+0.00052801i,-0.00081613+0.00079396i,-0.00084993+0.00088724i,0.00029128+1.8783e-05i,0.00080941-0.0003573i,0.00035549+0.00034351i,0.00041669+0.00019198i,0.00038989+0.00014714i,-7.6732e-05+0.00078669i,-0.00066792+0.00075155i,-0.00066031+0.00064979i,-0.00022136+0.00054398i,0.00011666+0.00030206i,7.8391e-06+0.00044436i,9.4058e-05+0.0002079i,0.0001813-5.187e-05i,0.00010968-0.00090811i,0.00012944-0.0014613i,8.7391e-05-0.00068272i
-0.0002607+7.1446e-05i,2.3729e-06-0.00077687i,0.00055029-0.0019957i,0.00075795-0.001584i,0.00055294-0.00069381i,-0.00012295-0.00063503i,0.00023729-0.00040961i,0.00099909-0.00016473i,0.0010722-0.00028012i,0.0010525-0.00033582i,0.0011246+4.5977e-07i,0.00083429+0.00018948i,0.00059756+0.00033567i,0.00029861+0.00039952i,-0.00021689+0.00017842i,-0.00073556+0.00012335i,-0.00056589-0.00017586i,0.00034238-0.00076713i,0.00032805-0.0003688i,-0.00044475+0.00022894i,-0.00080109+0.00059518i,-0.00046269+0.00011672i,-4.8578e-05-0.00029776i
-0.00092448+0.00098695i,-0.00071549+0.0014406i,-1.983e-05+0.0014016i,0.00076995+0.0005915i,0.00085218-0.0001202i,0.00032475-0.00044383i,-5.8142e-05-0.00029242i,0.00083395+0.00049172i,0.0011588-0.00013072i,0.00046858-0.0011605i,0.00014624-0.00080898i,-2.0868e-05-0.00025937i,-0.00040726+0.00062391i,-0.00015377+0.0018585i,-0.00012259+0.001403i,-7.029e-05+0.00030654i,0.00024656+0.00028857i,0.00018411-0.00062959i,0.00038882-0.0014881i,0.00011026-0.000565i,-0.00024553+0.00027772i,5.8351e-06+0.00017402i,0.00044496-1.0789e-05i
-0.00034031+0.00023373i,-0.00033114+0.00019728i,-0.00046359+0.00029428i,-0.00044954+0.000428i,-0.00076667-0.00015445i,-0.0012999-0.00091681i,-0.0012059-0.00081025i,0.00033356-0.00018965i,0.0010928+0.00013561i,0.00053453-0.00031612i,0.00053166-0.0011906i,0.00090692-0.0013611i,0.00042152-0.00056609i,-0.00034026+0.00095587i,-0.00029243+0.00065487i,0.00031804-0.00014513i,-0.00019733+1.6126e-05i,-0.00058665+0.00020578i,-0.00024791-5.1318e-05i,-0.00043374-0.00080258i,0.00010011-0.00064684i,0.00066018+0.00037512i,3.0928e-05+0.00098065i
5.8174e-05+0.00022608i,-0.00017233-0.00030889i,-0.00063133-0.00025126i,-0.00026841-0.00020451i,-0.00038147-0.00031766i,-0.0010237-0.00066113i,-0.00069515+0.00017958i,0.00018412+0.0011439i,0.00069499+0.0010975i,0.00023829+0.0010199i,-0.00030057+0.00044926i,3.7644e-05+0.0001145i,0.00063419-0.00042851i,0.00024488-0.00090076i,-0.00052479-0.00023864i,-0.00040474-3.1617e-05i,0.00027567-0.00024827i,0.00027663-0.00064525i,-0.00026679-0.0008013i,-0.00024602+1.5282e-06i,-0.00058145+0.00075834i,-0.0010489+0.00095409i,-0.00048745+0.00081042i
0.0012709+0.0010923i,0.0011565+0.00038433i,0.0014575+0.00073853i,0.0011629+0.00046534i,0.00046901-9.0394e-05i,-0.00033739-2.71e-05i,0.00015575+0.00072893i,0.00092767+0.00058848i,0.0016248+6.7051e-05i,0.0017723+0.00035418i,0.0011293+0.00017578i,-9.0707e-06+1.2218e-05i,-0.00033385+0.00030967i,-0.00031762+0.00023451i,-0.00013611-0.00012622i,0.00064372-6.4962e-05i,0.001116-0.00030276i,0.0011694-0.00064828i,0.0010141-0.00058554i,0.00069392-0.00022379i,0.00030948+0.00023346i,-0.00044016+3.544e-05i,-0.00054703-0.00018199i
-0.00036392+0.0007778i,-0.001087+0.00092663i,-0.00044284+0.00012866i,0.00043398-0.00062994i,-0.0004966-0.00079243i,-0.00078862-0.00026004i,-0.00044799-7.8169e-05i,0.00031797-0.00029762i,0.00064373-0.00047556i,5.0168e-05-0.00069705i,4.2857e-05-8.4274e-05i,0.00030064+0.00014283i,0.00016421-0.00042421i,4.3909e-05+0.00028873i,-0.00062328+0.00033002i,-0.00071215-0.00010036i,-0.00028264+1.2855e-05i,-0.00025276-0.00033661i,-0.00085968-0.00069208i,-0.0012475-0.00036199i,-0.00033167-2.9192e-05i,0.00050639-4.2747e-05i,0.00012682+0.00028242i
-2.0426e-05-0.00027469i,-0.00038399-0.0007061i,-0.00091683+0.00010612i,-0.0008833-0.00036755i,-0.00066176-0.0014848i,-0.00032923-0.0004438i,-0.0003405+0.001385i,-0.00015977+0.0011009i,0.00011728+0.00061356i,0.00044827-0.00031697i,0.0006823-0.0012468i,0.00038168-0.0012904i,2.3781e-05-0.00034879i,0.00012802+0.00032482i,0.00052675+7.1793e-05i,0.00044307-7.1969e-05i,-0.00020374-0.00027529i,-0.00052279-0.00036145i,-0.00078212-0.00043876i,-0.00044314-0.00081302i,0.0001008-0.00041681i,0.00010201+0.00012159i,-0.00026298+0.00030362i
0.00026704+0.0015816i,0.0005719+0.0019933i,0.00066059+0.0030743i,0.0010209+0.0024954i,0.0003316+0.0010262i,-0.0011744+0.00031216i,-0.00065284-8.8619e-05i,0.00038002-0.00051191i,-0.00018403-0.0012968i,-0.00069824-0.0008635i,0.00024017-0.00033862i,0.00090098-0.0012767i,0.0004147-0.0016189i,-0.00023109-0.0010763i,-0.00032221-0.00020816i,0.0002881+1.6577e-05i,0.00039897-0.0002995i,-4.9089e-05-0.0002101i,-0.00055464+0.00011432i,-0.00059864-0.00075161i,-0.00023388-0.00079643i,-3.3152e-05+0.00028907i,-0.00012755+0.00071872i
-0.00044729-1.3908e-05i,-0.00084247+0.00038252i,-0.0024866+0.00047242i,-0.0020893-0.00022795i,-0.000944-0.00014058i,-0.0010189+0.00025072i,-0.00092116-0.00085781i,-0.00040665-0.0011559i,0.00056581-0.00086839i,0.00084298-0.00022919i,0.00020628-1.188e-05i,-0.00090391-0.0011571i,-0.00077563-0.00075167i,-0.0003265+0.00077034i,0.00046963+0.0011978i,0.001454+0.00063883i,0.00054141+8.4148e-05i,-0.00023215-0.00010139i,0.00041055-0.00024162i,0.00029077-0.00046635i,-0.00088395+0.00011023i,-0.00085772+0.00056683i,2.7171e-05+0.00055162i
0.00014922-0.00039331i,0.00069833-0.0010394i,-2.4025e-05-0.0006021i,0.00018362-0.00089516i,0.00012783-0.00037127i,-0.001103+0.0011728i,-0.00038528+0.0012433i,0.00062961+0.00057581i,0.00024944-0.00040722i,-3.9957e-06-0.00070901i,-0.0002441-0.00038097i,-0.00047065+5.4168e-05i,-0.00040202+9.8584e-05i,-0.00063168-7.6873e-05i,-0.00069622+0.0003387i,-0.00063014+0.00033607i,-0.0004316-0.00040887i,7.0336e-05-0.00080836i,9.6523e-05-0.00059452i,0.00020772-0.00042329i,0.00063596+0.00011874i,0.00067387+0.00012841i,0.00081383-0.0005865i
0.0009175+0.00092128i,0.0011546+0.0011324i,-0.00046059+0.0016099i,-0.00052727+0.0013884i,-0.00021229+0.00023406i,-0.00068916-2.2402e-05i,-0.0001611+0.00059488i,0.0010173+0.00046763i,0.0007598-0.0007532i,7.355e-05-0.0012508i,0.00034061-0.00076182i,0.00043875-0.0010684i,0.00050079-0.0012107i,0.00065188-0.00059165i,0.00020671-0.00026767i,-4.0908e-05+0.00026526i,0.00033899+0.00065571i,0.00032701-7.5134e-05i,0.0002895-0.0011731i,0.00021711-0.0012632i,-0.0003553-1.532e-05i,-5.866e-05-0.00020321i,-2.5753e-05-0.0015322i
0.001121-0.00044417i,0.00036533-0.0016632i,0.001459-0.0016423i,0.001386-0.0016896i,0.00011023-0.0025517i,-0.0012244-0.0019979i,-0.00070596-0.00094803i,0.00041956-0.00029264i,9.2954e-05+0.00013099i,-4.2047e-05+0.00039487i,0.00064247+0.00050449i,0.00058573+0.0001728i,0.00068038-0.00015501i,0.00068639+0.00012052i,0.0003652+0.00010617i,0.0002859-0.0002022i,0.00058527-0.00055287i,0.00027359-0.00028986i,-0.00035996+0.00022949i,-0.00054854+0.00026293i,-0.00044229+0.00026613i,-0.0006223+0.00014295i,-0.00080676-0.00026087i
-0.00014469-0.0012907i,-0.0002421-0.00023433i,0.0021784-0.00088031i,0.0017431-0.0013589i,-0.00015311-0.00077905i,-0.0014243-3.6975e-05i,-0.00094672+0.00038753i,0.00056079-0.00034881i,0.001208-0.0013134i,0.00039753-0.0019263i,0.00019954-0.0020889i,0.0003931-0.0021359i,0.00056505-0.0014663i,0.00021672-0.00060295i,-5.9514e-05+0.00049537i,4.1263e-05+0.00092833i,0.00026744-0.0003736i,0.00048153-0.0016963i,0.00054709-0.0015838i,7.1568e-05-0.00079191i,-0.0010513-0.00036016i,-0.00079054-0.00076133i,0.00042874-0.0012265i
-0.0012708+8.894e-05i,-0.0017804-0.0011392i,-0.00091163-0.0011165i,-0.00069248-0.00070494i,-0.0011712+1.6587e-05i,-0.0012837+0.00096333i,-0.0016286+0.00098722i,-0.0010139+0.00048208i,-7.6806e-06+0.0003933i,0.00034863+0.00017329i,0.00011308+3.6834e-05i,-0.00052344+0.00013519i,-0.00031749+0.00045045i,0.0001381+0.0012294i,-2.4239e-05+0.0017125i,0.00021533+0.0011842i,0.00056292+0.00052002i,4.047e-05+0.00042574i,-0.0001866+0.00020931i,-0.00021905-0.00035922i,-0.00020455-6.8283e-05i,-8.2509e-05+0.00039535i,-4.6514e-05+0.00013131i
-1.3018e-05+0.0011854i,0.00011329+0.0014526i,0.00048154+0.00021354i,0.00057375-0.0006895i,0.0015466-0.00020685i,0.0011827+0.00023157i,0.0006989+0.00071666i,0.0015181+0.00045552i,0.0011628+7.4216e-07i,8.6505e-05-0.0005111i,0.0002898-0.00077514i,0.00022136-0.00085327i,6.7935e-05-0.0011597i,0.00039448-0.00079372i,0.00053147-6.9295e-05i,0.00097861+0.00031809i,0.0011534+0.00037708i,0.00034392-0.0003352i,-0.00037176-0.0011991i,-0.00038784-0.00097602i,-0.00029115-4.6473e-05i,-0.00032299+0.00014332i,-0.00039889-0.00027969i
-0.0011806-0.0004659i,-0.00042282+0.00018563i,-0.00067522-8.3183e-05i,-0.00056479-0.0014117i,0.00042825-0.0019139i,0.00066089-0.00024263i,0.00016849+0.00090153i,0.00047897+0.00048268i,0.00053326-0.00022376i,0.00029808-0.00068594i,0.00071448-0.00018602i,0.00043534+0.00021137i,-6.6983e-05-0.00047934i,-0.00042875-0.00019211i,-0.00038124+0.00069068i,0.00053799+0.00041188i,0.00025808-0.00040208i,-8.5668e-05-0.00086481i,0.00031204-0.0011654i,0.00028761+0.00017916i,-0.00020807+0.00054977i,-0.00035441-0.00065546i,-0.00066748-0.00050252i
-0.00083141+9.0884e-06i,-0.0016057+0.0001597i,-0.0010693+0.00051942i,-0.00062009+0.00112i,-0.0021761+0.0012275i,-0.0025125+0.0010131i,-0.0017349+0.0005148i,-0.0001332-0.00017647i,0.0007202+4.8702e-05i,0.000121+0.00080437i,2.0303e-05+0.00073231i,0.00022771-0.00021783i,0.00022021-0.00040747i,-0.00037045+1.2473e-06i,-0.0005385+0.00065372i,0.00014387+0.00094619i,-9.6245e-05-0.00011205i,-0.00024079-0.0012183i,-0.00032763-0.00099048i,-0.00056701-0.00021163i,-0.00013404+0.00053805i,0.00035811+8.6963e-05i,0.00064068-0.00055482i
0.002249-0.0023055i,0.0014898-0.0037319i,0.00019782-0.0031653i,-0.00049578-0.0021077i,-0.00062286-0.0019162i,-0.00052997-0.0015277i,7.9681e-05-0.00026462i,0.00041666+0.00027205i,-0.00019581-0.00012726i,-4.9751e-05-0.00047527i,0.00061054+0.00021169i,0.00020372+0.00099114i,-0.0003777+0.00059308i,-1.107e-05+0.00025334i,2.8441e-05+0.00044366i,0.00023745+0.00065595i,0.00067797+0.00058506i,0.00025834+0.00037265i,7.2493e-05+3.3532e-05i,0.0003731+5.4992e-05i,0.00031551-0.00037992i,-0.0001169-0.001257i,-0.00041692-0.0011754i
0.0008075-0.00024252i,0.00030232-0.00011458i,0.00026211+0.00026052i,-0.00010615-0.00034225i,-0.00064926-0.00057368i,-0.0015812-0.00031378i,-0.0012724-0.00058409i,0.0010359-0.00021974i,0.0012641-0.00044509i,3.4672e-05-0.00090499i,-0.00025405-0.00017454i,0.00028966-0.00025272i,0.00040589+9.3437e-05i,-0.00012497+0.00062268i,-0.00035791+4.9985e-05i,-0.00057754-0.0005401i,-0.00035737-0.00036995i,-0.00050617-0.00025422i,-0.0014658-3.4363e-05i,-0.00046807+0.00022321i,9.4203e-05+0.00052509i,-0.00027345+0.00052799i,-0.0004901+1.8895e-07i
-3.0416e-05+0.0013282i,-0.00071088+0.0019253i,0.00013408+0.001611i,0.00032832+0.00083834i,-0.00031843-1.3464e-05i,-0.00017326-0.00038899i,0.0004547+0.0010716i,0.00054867+0.0014687i,0.00025393+0.00020879i,-0.00036831-0.00078995i,0.00044528-0.00087566i,0.0015213-0.00029562i,0.0011285-0.00080745i,0.00022678-0.0007656i,-0.00020582+0.00010591i,0.00049257+0.00056026i,0.00052109-0.00018636i,-0.00019064-0.00093356i,0.00030603-0.00072864i,0.00062595-0.00079931i,0.00041807-0.00099531i,0.0001022-0.00049383i,-0.00043545-0.00047975i
0.0030506-0.0010028i,0.0023769-0.00055515i,0.0026073-0.0005354i,0.0019755-0.0012655i,6.1307e-05-0.0015891i,-0.0014712-0.0010844i,-0.0013575+0.00012192i,-1.5825e-05+0.00011953i,0.0010574-0.00057384i,0.00084767-0.0012037i,0.00060617-0.0012634i,0.00045812-0.0012623i,-0.00016749-0.0010091i,-0.00030522-0.00017459i,-0.00062494+0.00030191i,-0.00093086+0.0002027i,-0.00056835-0.00016741i,-0.00011741-0.00056462i,0.00033714-0.00034628i,0.00083772+0.0002714i,0.00068825+0.0002656i,0.00037698-3.3178e-05i,0.00039003+0.00010547i
-0.0022973+0.0015727i,-0.0016965+0.0018716i,-0.0010013+0.0021285i,0.00032757+0.0010459i,0.001528+0.00030066i,0.0011251+0.0002938i,0.0012217+0.0005394i,0.0014074-0.00022365i,0.00071892-0.00030689i,-0.00034742-5.7343e-05i,-0.00043962-0.00072363i,0.00082386-0.00038955i,0.00063485-0.00030015i,2.4508e-05-0.00015779i,-7.9055e-05+0.00064225i,0.00019156+0.00024439i,0.00069898+2.9349e-05i,0.00016732-0.00011034i,-0.00087151-0.00094362i,-0.0011141-0.00080115i,-0.00025061-0.00019268i,4.4053e-05-0.0010033i,-0.00025295-0.0010995i
0.00061632-0.00023322i,0.00035194-1.9764e-05i,0.00018146-0.0005766i,-4.2098e-05-0.00035625i,-0.00032585-0.00085706i,-0.00043899-0.0010917i,-0.00027059-0.00037237i,0.00079912-3.5914e-05i,0.0011789+9.5721e-05i,0.00046841-0.00046889i,0.00094803-0.00077239i,0.00091646-0.00014091i,-5.1251e-05-1.6582e-05i,-0.000496-0.00017142i,0.00012947-6.912e-05i,-0.00014529+1.6641e-05i,-0.00047558-0.00032428i,6.2096e-05-0.00019933i,0.00034013-0.00035097i,-0.00030871-0.0006461i,-0.00088483-0.00064184i,-0.0014655-0.00058669i,-0.0013178-0.0004874i
0.0003069-0.00016601i,0.00041826+0.00066766i,0.00063748-0.00020895i,7.1584e-05-0.0010731i,-6.0221e-05-0.0011251i,0.0002553-0.00096874i,-0.00032384-0.00043466i,-0.00057782+0.0002597i,0.0004794+0.00028127i,0.0010964+0.00016975i,0.00044163+0.00049742i,-0.00034206-0.00024059i,-0.00042345-0.00041855i,-0.00024937+0.00063556i,-0.00029572+0.0014049i,-0.00017514+0.00045977i,4.0076e-05-0.00010784i,-0.00015174+0.0002394i,0.00035733-0.00042767i,0.0017387-0.00029829i,0.0015251+0.00053968i,0.00052207+0.00015647i,0.00033278-0.00037954i
-0.00039902+0.00022354i,0.00016059+0.0012479i,0.00033717+0.0019955i,1.9868e-05+0.0011641i,-8.6462e-06-0.0003592i,-0.0012273-0.00035463i,-0.00079007+5.8008e-07i,0.00090667+7.5202e-05i,0.0012964-0.00052816i,0.0011784-4.5773e-05i,0.0012651+0.00071977i,0.0010372-1.5784e-05i,0.00038659-0.000941i,-0.00017867-0.00062993i,-0.00036281+0.00026663i,-0.00018879+9.5967e-05i,1.5498e-05-0.00026704i,-2.8034e-05-0.00019892i,0.00013526-0.00066614i,0.00024815-0.00034998i,0.00035556-2.2107e-05i,0.0011547-0.00060709i,0.0011142-0.0012968i
-0.00026007+0.00066299i,-2.9689e-05-0.00067732i,1.8961e-05-2.6781e-05i,-0.00028915+0.00043686i,-0.00029752+0.00021202i,3.6604e-05+0.00012344i,0.00012576+0.00030132i,0.00028212-4.7726e-05i,0.00053839-0.00098905i,0.00076405-0.00049177i,0.001211+0.00042457i,0.0014966+0.00014368i,0.00068691-0.00077427i,8.0888e-05-0.00090536i,0.00033966-4.2057e-05i,0.00035022-0.00017734i,0.00080514-0.00073732i,0.00080028-0.0003048i,-8.3177e-05-0.00053901i,-0.00014504-0.0003957i,-0.00035575+0.0004907i,-0.00060003+0.00079878i,-0.00014446+0.0012976i
-0.00059207-0.0026724i,-0.00055338-0.0027202i,-0.0016253-0.0021621i,-0.0012034-0.0014249i,-0.0015968-0.00045887i,-0.0020405+0.00048907i,-0.00063288+0.00075126i,0.00045976+0.001163i,0.00018609+0.00050689i,-0.00032836-0.00038747i,-0.00031673-0.00014122i,-0.00034599+0.00019197i,-0.00068926+0.00021459i,-0.00059612+0.00089494i,0.00014738+0.0018618i,-0.00014798+0.00097713i,-0.00059066+0.00048271i,-5.4114e-05+0.00061349i,0.00021372-0.00012369i,0.00038329-0.00017082i,0.00042378-0.00020803i,-0.00047604-0.00054552i,-0.00050192-0.00033262i
-0.00026445-0.0011547i,-0.00016548-0.001034i,-0.00071318-0.0015896i,-0.0010561-0.0012679i,-0.00085958-0.00094384i,-0.0010585-0.00064765i,-0.00073508+6.8642e-05i,0.00083796-0.00032279i,0.0015791-0.00063292i,0.00090505+0.00049167i,6.6915e-05+0.0005205i,-0.00013032-0.0010126i,-0.00046623-0.0017734i,-0.00074889-0.0013711i,-0.00049867-0.00092674i,-0.000306-0.00081926i,0.0004343-0.00040683i,0.00057911-0.00042338i,0.00022476-0.00089672i,0.00052341-0.0010015i,0.00042674-0.00080848i,0.00023233-0.00068401i,-8.1259e-05-0.00030687i
-0.0013287+0.00055276i,-0.0010229+0.00040663i,-0.0003696+0.00061094i,-0.00064664+0.00045451i,-0.0010313+0.00051527i,-0.00094988+0.00041809i,-0.00095374+0.00059165i,-0.00035759+0.00091193i,0.00014164+0.00093421i,-0.00031124+0.00048742i,-0.00015087-2.3443e-05i,0.00036557-0.00018295i,-4.0583e-05-9.6538e-05i,-0.00010967-0.0002478i,0.00060781+0.00025115i,0.0003629+0.00062149i,-0.00021536+0.00026339i,-0.00025661-3.4165e-05i,-0.00039093-0.00043038i,-0.00020654-0.00010208i,-0.00035925+0.0004777i,-0.00045894+0.00092848i,0.00033256+4.1033e-05i
-0.00031334+0.000913i,-0.00074309+0.0013779i,0.00067859+0.0022884i,0.00081977+0.0021025i,0.00017341+0.00055918i,0.00033956-0.00037968i,0.0002358-0.00016339i,-0.00036032+0.00019257i,-4.4523e-05+0.00053839i,8.8343e-05-0.0003531i,-0.00012497-0.0012371i,0.0001019-0.00065467i,0.00037493-0.00038946i,0.00059817-0.00049385i,0.0008817-0.00024893i,0.00054045-0.0003266i,-5.9122e-05-0.00025554i,-2.7374e-05-0.00019898i,-0.00024085+0.00024611i,-0.00015557+0.00050802i,2.1902e-05-0.00035896i,0.00045866-0.0006281i,0.00091499-0.00037283i
