-0.00078483+0.0015642i,0.00044284+0.00025302i,-0.00020841-0.00063516i,-0.00073087-0.00021346i,-0.0013988+9.8404e-05i,-0.0022363+0.00010318i,-0.0021932+0.0012472i,-0.0016267+0.0018187i,-0.00013833+0.00099854i,0.0013182+0.00017426i,0.0012738+5.2016e-06i,1.2313e-05-0.00045371i,-7.0464e-05-0.0011322i,5.0874e-05-0.0012522i,-0.00060307-0.0003775i,-0.00065522+0.00044488i,0.00015625+0.00029754i,0.00059313+8.5808e-05i,0.00013107-0.00023067i,0.00022378+5.6819e-05i,0.00037721+0.00077238i,-2.1153e-06+0.0005662i,-0.00044663+0.00053768i
-0.0023126+0.00032117i,-0.00034352+0.00071472i,0.00040513+0.0020495i,-4.1105e-05+0.0016953i,-0.00030844+0.0012559i,-2.8309e-06+0.00078775i,0.00041124+0.00079926i,6.9645e-06+0.0012095i,-0.00016508+0.00044681i,0.00042446-0.00018373i,0.00010456-0.00030429i,-0.0003772-0.00028221i,-0.00019487-0.00027471i,-7.1279e-05-0.00039104i,0.00013137+0.00031981i,0.00043196+0.0011024i,0.00027417+0.0013861i,7.3279e-06+0.00073163i,0.00058582+0.00040234i,0.00048452+0.00022156i,-9.237e-05-0.00045887i,-0.00021098-0.00030906i,-0.00014733+0.0003358i
0.00030739+0.00070199i,-0.00089598+0.0014659i,-0.0013698+0.0010451i,-0.00051773-0.00038002i,-0.00032165-0.0010871i,-0.00067141-0.0013593i,-1.7533e-06-0.00084452i,0.0011312+0.00033698i,0.0011664+0.00050871i,0.00033982+0.00023526i,-1.3601e-05+0.00013448i,2.8458e-05-0.00021128i,0.00028171-0.00034061i,0.001283-0.00027106i,0.00088616+0.00037196i,-1.497e-05+0.00082668i,-0.00035735+0.00036889i,-0.0002459+0.00024946i,-0.00026307+0.00077148i,-0.00026038+0.00056964i,0.00011463+0.00050766i,-0.00025226+0.00034692i,-0.00020947+0.00012665i
0.0018773-0.00035665i,0.002727-0.0011706i,0.0013024-0.002587i,0.00010158-0.0031391i,0.00037568-0.0016237i,0.00047229-0.0006309i,0.0012411-0.00019692i,0.001248+0.00043712i,0.00080022+0.00051919i,0.0003479-0.00029393i,-0.00022813-0.0011242i,-0.00036514-0.00034187i,-0.00074765+0.00051208i,-0.00062354+0.00013017i,-0.00029635-0.00065503i,-0.00030016-0.00044537i,-0.00042439+0.00055143i,-0.00055963+0.00095615i,-0.00072457+0.0013788i,-0.00055245+0.00076358i,0.00030185-0.00050866i,0.00082632-0.00042763i,0.00061601-8.0693e-05i
0.001429+0.0015159i,0.0009287+0.0014319i,0.0011713+0.00099075i,0.0012563-0.00035587i,0.00074842-0.00062012i,0.00019363-0.00028337i,-0.00053743-0.00019527i,-0.00042778+0.0009503i,-9.4481e-05+0.00063677i,2.2543e-05-0.00087343i,-0.00043713-0.00071898i,-0.00074653-0.00024144i,-0.0012262-0.00033905i,-0.0015196+0.00016051i,-0.0013736+0.0010764i,-0.0011626+0.0016371i,-0.00046825+0.001057i,-0.0002728+0.00063837i,-0.00010004+0.00059303i,-0.0005513+0.00025565i,-0.0011631+0.0004579i,-0.00066727+0.00044965i,0.0001101-0.00023202i
0.00094132+0.001446i,0.0010414+0.00035675i,0.00070379-0.00010778i,0.0010062-0.00062357i,0.00047145-0.00040123i,-0.00087786+7.7486e-05i,-0.0012557+0.0012799i,-0.00025974+0.0013178i,0.00058525+0.00039701i,-0.00053171-0.00054188i,-0.0011376-0.00068754i,-0.00073351-9.3153e-07i,-0.00025584+4.9641e-05i,9.1419e-06-0.00010878i,0.00022985+8.6394e-06i,0.00064139+0.00011673i,0.00024045+0.00060229i,-0.00035+0.00073353i,5.046e-05+0.0007597i,0.00041725+0.000634i,4.2609e-05-0.00031203i,0.00021379-0.00081934i,0.00065982-0.0011426i
0.00042403-0.00052171i,0.00080776-0.00084757i,0.00090855-0.0014293i,0.00029859-0.0014735i,-8.7e-05-0.0017022i,8.5172e-05-0.0011814i,0.00038311+0.00035947i,0.00059622+0.00095042i,0.0010099+0.0005393i,0.00098486-0.00025935i,0.00031447-0.00051165i,-0.00019765-0.0007449i,-0.000246-0.0010562i,-0.00020842-0.00083146i,0.00024207-0.00060523i,0.0011844+0.00026532i,0.00025686+0.00069388i,-0.001297+0.0007305i,-0.001035+0.00035227i,-0.00012685+0.00011033i,0.00018948+0.00034566i,-6.1424e-06+0.00057905i,-0.00016995+5.6399e-05i
-0.00026418-0.0010424i,-0.0006883+0.00010821i,-0.00053461-0.00051376i,-0.00074418-0.00064125i,-0.00023256+0.00015707i,0.00012741+0.0012635i,-1.5368e-05+0.0021507i,-0.00011345+0.0013885i,-0.00041605+0.00036214i,-0.00070538-0.00021567i,-0.00047993-0.00024652i,4.1171e-05+2.3833e-05i,-0.00059042-6.288e-05i,-0.0017931+0.00058157i,-0.0016031+0.0010458i,-0.00088374+0.00061801i,-0.00072371-0.00036261i,-0.00013754-0.00039068i,0.00062336+0.00068138i,0.00016745+0.0011795i,-0.00036011+0.00032931i,-0.00053377-0.00051205i,-0.00096354-0.00036801i
-0.0011339+0.001385i,-0.00037663+0.0011702i,0.00064037+0.00029268i,0.0014295-0.00059336i,0.00091262-0.00029071i,0.00031182+3.8163e-05i,0.00056012+0.00072322i,0.0012485+0.0013366i,0.0010451+0.0013014i,0.00083645+0.00062813i,0.00068906-0.00043821i,-0.0001356-0.00031123i,-0.0007846-0.00035884i,-0.00094757-0.00076681i,-0.00097672-0.00023687i,-0.00073173-3.3688e-05i,-0.00031408-0.00046421i,-0.00039872+0.00066049i,-0.00046819+0.0012016i,8.6729e-05+0.00023829i,0.00024853-0.00017939i,-0.00020225-5.8586e-05i,-7.1434e-05+0.00049844i
-0.00088006-0.001318i,0.00043758-0.00058534i,-7.2778e-05+0.00013073i,-0.0012997+0.00020782i,-0.00097162-0.00029114i,0.00055777-0.00015413i,0.0011886+5.7527e-05i,0.00059808+9.3756e-05i,-0.00018332+0.00019487i,-0.00049305-0.00022038i,-9.8065e-05-0.00078082i,0.00016776-0.0011258i,0.00026502-0.00062366i,0.00010626-0.00024629i,-0.00061691-0.00031457i,-0.00050136-0.00024216i,-0.00020386-0.00018308i,-0.00023601-0.00034703i,-0.00061494-8.9158e-05i,-0.0013015+5.2278e-05i,-0.00094437-0.00036514i,-0.00014103-0.0003783i,-0.00013538+0.00061829i
0.0020095+0.00035031i,0.0017058+0.00045245i,0.0016833-5.0293e-05i,0.0016654-0.0010229i,8.1283e-05-0.0028577i,-0.0011597-0.0020232i,-0.0011461+0.00020468i,-0.00073811+0.0009679i,0.00037053+0.00034338i,0.00061629-0.0010234i,-0.00046849-0.00087572i,-0.00066703+0.00027383i,-0.00047694+0.0005589i,-0.00034344+0.0012859i,0.00065117+0.0018953i,0.00075742+0.0012959i,-0.00011022+0.00072412i,-0.00025622+0.00018376i,0.00020222+1.6971e-05i,0.00037817+0.00070064i,0.0001279+0.00038325i,-1.7378e-05-0.00068098i,0.00044311-0.00020043i
-0.00069374-0.00078253i,-0.00018875-0.0012569i,-0.00033107-0.00061998i,-0.00060052-0.00048392i,0.00030727-0.0011314i,0.00052496-0.0010305i,0.00011568+0.00031052i,0.00081835+0.00089159i,0.001294+0.00097833i,0.0012175+0.00040422i,0.00090373-0.00039356i,0.00070291+8.5792e-06i,0.00039959+0.00025393i,0.00013655+0.00066264i,0.0003905+0.00081082i,-0.00057331+0.00047761i,-0.0012985+0.0003447i,-0.0011435-1.3845e-06i,-0.0014698-0.00044445i,-0.0010561-0.00068146i,-0.00027261-0.00032892i,-0.00024683+0.00036406i,-0.00033416+0.00043717i
-0.00042636-0.00045035i,-0.00044366-1.9644e-05i,-0.0010717+0.00072777i,-0.0014967+9.9157e-05i,-0.0018755-0.00092632i,-0.0014718-0.00084935i,-0.00097614+0.00019508i,-0.00041352+0.0011443i,-0.00068705+0.00071235i,-0.0010394+0.0001113i,-0.00039743-6.6589e-05i,-9.043e-05+0.00031538i,-0.00047196+0.00060218i,-0.00090537+0.00051385i,-0.00048027+0.00038864i,0.00019575-1.0178e-05i,0.00013864+0.00028312i,-0.00029042+0.00063793i,-6.0103e-05+0.00075997i,0.00017224+0.00052079i,0.00025045+9.3234e-05i,0.00029144-0.00017176i,0.0004418-0.00063175i
-0.0013495+0.00070107i,-0.0018024+0.00032415i,-0.0024133+0.0014503i,-0.0012137+0.0021342i,0.0009455+0.0018591i,0.0010776+0.00098415i,0.00051072+0.0008262i,-7.6923e-05+0.001212i,-0.00024381+0.00032958i,0.00081628-0.00047034i,0.00093462-0.00083692i,0.00020368-0.00088593i,0.00018344-6.3551e-06i,0.00021329-0.00020255i,0.00054403-0.00076414i,0.00026371-7.2724e-06i,-0.00027175+0.00076436i,-0.00015538+0.00070437i,-0.00026122+0.00057963i,-0.000405+0.00055857i,-0.00041303+0.00043502i,-0.00054028-0.00033562i,5.1478e-05-0.0011638i
0.0016575+0.00067387i,0.0022221+0.00028372i,0.0018024-0.0013735i,0.00048245-0.0023641i,-0.00064393-0.0019918i,-0.00060321-0.00064094i,0.00015284+0.00030247i,0.00013079+0.00022858i,0.00073424-3.7555e-05i,0.00040713-0.00039131i,-0.00060278-0.00026759i,-3.8379e-07+9.9061e-05i,0.00029521+0.00026192i,0.00019688+0.00046108i,0.00021815+0.00063106i,-0.00018365+0.00072727i,-0.00026847+0.00037148i,0.00010923-9.5606e-05i,0.00020861-0.00011327i,0.00034067+4.0844e-05i,-0.00027009-0.00030019i,-0.00046429-0.00016418i,0.00042926-0.00049137i
0.003353+0.0010022i,0.002791+0.00026361i,0.0028192-0.0017089i,0.0019827-0.0030888i,0.00082533-0.0022931i,-3.7452e-05-0.00084935i,0.00040154+8.6819e-05i,0.0011826+0.00034273i,0.00084769-0.0003443i,0.00039449-0.00094764i,0.00085949-0.00093725i,0.00062332-0.00064291i,-0.0002302+0.00019477i,-0.00019329+0.0010134i,0.00011334+0.0016478i,0.00020513+0.001182i,1.0081e-06+0.00048158i,-6.9616e-05+0.00083008i,-0.00017274+0.00062056i,-0.00015438-0.00021564i,0.00048611-0.00089338i,0.0010406-0.0012413i,2.6059e-05-0.00043181i
0.0013156-0.00045485i,0.00040862-0.0020438i,0.0010754-0.0028433i,0.00030727-0.0031099i,-0.0010757-0.0019467i,-0.0012165-0.00013263i,-0.00063978+0.00032144i,0.00030968+0.00023828i,0.00055608+0.00029745i,0.00098096-0.0007439i,0.00072408-0.0012003i,-0.00015651-0.00065265i,0.00016864-0.00013033i,-0.00021044+0.0010068i,-0.00045433+0.0012969i,-8.8082e-05+0.00095706i,-0.00012171+0.00047917i,-8.4644e-05-3.644e-06i,0.00045369+3.9329e-05i,0.001161-0.0002226i,0.00094533+3.8671e-05i,0.00014343+0.00078757i,0.00029256+0.00024452i
-0.0012041+0.0011482i,-0.00077139+0.00095215i,0.0010346+0.002017i,0.0021029+0.0017641i,0.0016255+0.00073761i,0.0011572+0.00092363i,0.00082638+0.00089991i,0.0007351+0.00075892i,0.0009997+0.0005036i,0.0010416-0.00080822i,0.00028457-0.0010653i,-9.8464e-05-0.00077235i,0.00015031-0.0011595i,0.00044768-0.00092116i,0.00044857+4.276e-05i,-1.5767e-08-0.00023602i,0.00016651-8.6667e-05i,0.00035118+0.00045865i,5.2575e-05+0.00044909i,3.9049e-06+0.00067679i,5.7575e-05+0.00051448i,4.209e-06+0.00043857i,-7.0104e-05+7.0483e-05i
0.00088324+0.002714i,0.0013879+0.002087i,0.0018774+0.0010171i,0.0021697+0.0001997i,0.0014196-0.0003762i,0.00033954-0.00050066i,7.7456e-05-5.6017e-05i,0.00029044+0.0013742i,0.00046184+0.0015206i,-0.00013709+0.0003404i,-0.00038645+0.0001166i,7.8337e-06+0.00044809i,0.00036425+0.00047909i,-0.00024558+0.00049762i,-3.7174e-05+0.0010574i,-0.00010663+0.0015897i,-0.00078143+0.0010801i,-0.00025195+0.00055434i,-0.00040056+0.00050381i,-0.00054098+0.00056426i,0.0001553+0.00010606i,0.00039535-0.00029805i,0.00044037-9.199e-05i
0.00020505-0.0014099i,-0.0010056-0.0017855i,-0.00059098-0.0021325i,0.00018866-0.0022671i,0.0004801-0.0011481i,0.00031941+0.00019846i,0.00077272+0.00067415i,0.0013059+0.00058836i,0.00078327+0.00023166i,0.00033422-0.0001471i,0.00032745+4.1409e-05i,-9.9041e-05+7.2646e-05i,-8.1345e-05+0.00062465i,0.00026058+0.00062812i,0.0002633+0.00034972i,7.083e-05+0.00042808i,-0.00048816+0.00014842i,-0.00042569-0.00051965i,-1.2821e-05-0.00082644i,-8.8581e-05-0.00079838i,-0.00044633-0.00072439i,-0.00020464+6.7101e-05i,0.0004329+0.000275i
0.00095894+0.0012358i,0.00052354+0.00066682i,0.00058376+0.00030768i,0.00076378+0.00054236i,0.00069463+0.00059772i,0.0002497+0.00030728i,0.00044267-0.00048735i,0.00077374-0.00070631i,0.00096944+0.00048431i,0.0011366+0.00058348i,0.00078873-0.00047274i,-2.2791e-05-0.0016243i,-0.00051821-0.0015996i,-0.00065023-0.00037108i,0.00019201+0.00064463i,0.00090741+0.00070907i,0.00016862+0.00087069i,-4.1858e-05+0.00091922i,-0.00011736+0.00032224i,-0.00017748+0.00045366i,-6.1304e-05+0.0004494i,2.5544e-05+0.00011213i,-0.00027031+2.9185e-05i
0.00041561-0.00086407i,7.2836e-05-0.00052182i,0.00013472-0.0012667i,-0.00059877-0.0013421i,-0.0011416-0.0013066i,-0.001636-0.00067933i,-0.0011769+0.00068086i,6.828e-05+0.0010326i,0.00035748+0.0002351i,-0.00023754+0.00017734i,-0.00058759-0.00029297i,-0.0004079-0.00051267i,-0.00065745-5.5676e-05i,-0.00033485+0.00043243i,0.00034354+0.0010303i,0.00050248+0.0011526i,-7.7896e-06+0.00090078i,-0.00048409+0.0010447i,0.00068851+0.0010181i,0.0014339+0.00049433i,0.00072606+4.7326e-05i,-0.00019236-0.00010302i,-0.00089082+0.00010008i
-0.0015948-0.00047829i,-0.0011931-0.0017122i,-0.00050209-0.0019966i,-0.00054102-0.001107i,-0.00036692-0.00050766i,0.00042187-0.00054033i,0.00075069+3.7283e-05i,0.00074318+0.00067683i,0.00089133+0.0005354i,0.00060651+3.1549e-05i,-0.00012784-0.00015104i,-0.00063552-0.00012209i,-0.00021493-3.784e-05i,0.00080374+0.00052818i,0.00088462+0.00023546i,0.000366-0.00031081i,-5.734e-05+7.1421e-05i,9.6713e-05-8.3392e-05i,0.0005273+3.5356e-05i,0.00010608+0.00077222i,-0.00021905+0.00072619i,0.00017087+0.00076792i,0.00019307+0.00060073i
0.00050413+0.00063882i,0.00021804+0.00033478i,0.00061336+0.00023874i,0.00026989-0.0011879i,-0.00057457-0.0019813i,-0.00072982-0.00073067i,-0.00099792+0.00073275i,-0.00086084+0.0003649i,-0.0005077-0.00030519i,0.00012663-0.00033991i,0.00023643-0.0002358i,-0.00048201-0.00061194i,-4.3631e-05-0.00041722i,0.00070139+0.00054047i,0.00055254+0.00061385i,0.0001617+0.00070053i,-0.00028505+0.0014624i,-0.00063057+0.0018357i,-0.00021894+0.00080187i,0.0007747-2.0041e-05i,0.001337-0.00049199i,0.0014486-0.0011031i,0.00087245-0.0007697i
0.00011742-0.0031085i,0.00024111-0.0036703i,0.00030264-0.0040154i,-0.00066196-0.0023922i,-0.0013908-0.0010292i,-0.001211+5.1984e-05i,-0.0006074+0.00074429i,0.00019595+0.00038422i,0.00029938-0.00024806i,6.878e-05-0.00064403i,0.00039937-0.00064598i,0.00028807-0.00029713i,0.00013346-0.00047784i,0.00037295-0.00069727i,0.00046684-0.00031606i,0.0007359+0.00060948i,0.00096591+0.00050446i,0.00056835-0.00024997i,0.00043995+0.00062435i,5.8323e-05+0.00052923i,-0.00040559-0.00057048i,-0.00050996-0.00089976i,-0.00020228-0.00081463i
0.0020825-0.0023455i,0.0023826-0.0020148i,0.0012583-0.002371i,0.00060885-0.003365i,0.00010021-0.0026308i,-0.00089988-0.00011582i,-0.00092274+0.00043991i,0.00041132+0.00012709i,0.0011672-6.3956e-05i,0.0013355-0.001193i,0.0013921-0.0015763i,0.00078362-0.00074043i,0.00021983+6.2446e-05i,0.0003806-5.1735e-06i,5.6411e-05-0.00014439i,0.00035312+0.00021072i,0.00069606+0.00030915i,-2.0972e-05+7.3972e-05i,0.00016047-0.00022323i,0.00052645+0.00033281i,0.00057253+6.3942e-05i,0.00061924-7.0493e-06i,-0.00011652+0.00012344i
0.0016533-0.0017354i,0.0010175-0.00070783i,0.0011027-0.001352i,0.001768-0.0018575i,0.0012864-0.0012123i,-0.00021682-0.00025905i,-0.00062396+0.00060789i,-0.00047719+0.00038249i,0.00038163-0.00090953i,0.0013405-0.00056683i,0.00063931+7.7499e-05i,-0.00016982+0.00019195i,-0.00093619+0.0010894i,-0.00094731+0.0013194i,-0.00066576+0.00065109i,-0.00039799+0.00048086i,-0.00033045+0.00090137i,-0.00054483+0.00081825i,-0.00050789+0.0006961i,-0.00045981+0.00055303i,-0.00029216-6.6628e-05i,0.00056673-0.00092602i,0.00066688-0.0011161i
-0.001527-0.00011116i,-0.0011182-0.0009348i,-0.00030438-0.00021211i,0.00030999-0.0005291i,0.00056849-0.0011746i,0.00036912-0.00071415i,0.00038607+0.00059994i,0.00022445+0.0011718i,3.5431e-05+0.00020869i,0.00060257-0.00010051i,0.0011162-8.213e-05i,0.00021898-0.00044083i,-0.0011008-0.00018766i,-0.0012686+0.00063156i,-0.00063294+0.00083427i,-0.00027964+0.00061435i,-3.9673e-05+0.00028406i,0.0003702+0.00039041i,0.00024456+0.0012197i,0.0001906+0.0013561i,0.00078971+0.00095352i,0.00030774+0.0011646i,8.1093e-05+0.00098113i
-0.00023011+0.0010782i,-0.00088387+0.0015967i,-0.00079681+0.0028372i,0.00062842+0.0021173i,0.00079647+0.00097085i,0.00011211+0.0003459i,0.00061181+0.0010706i,0.00077221+0.0013759i,0.00043942+0.00065189i,-7.1623e-05-0.00033972i,-0.00064434-0.00098068i,-0.00047507-0.0018575i,-0.00027959-0.0014976i,-1.9196e-05+0.00020337i,-0.0011096+0.00049017i,-0.0015007+0.00043397i,-0.00054699+0.00093165i,0.00040035+0.00062997i,0.00089037+0.00099634i,0.00063887+0.00085865i,0.000157+0.00059877i,-0.00037275+0.00080889i,-0.00069955+0.00065462i
0.00015765-0.00041932i,-4.6171e-05-4.1258e-05i,-0.000588+0.0012997i,-0.00021932+0.0014134i,-0.00036816+0.0010395i,4.9266e-05+0.00040301i,0.00081714+0.00082999i,0.00043253+0.0012665i,0.00038034+0.00093834i,0.00023869+0.00043536i,-0.00053365-0.00070361i,-0.00053424-0.0012388i,-0.00029224-0.0012274i,-0.00083816-0.00073084i,-0.00078754+0.00034222i,-8.6641e-05+0.00078321i,0.00030284+0.00044578i,0.0002253+0.00058955i,1.0436e-05+0.00082048i,-0.00018692+0.0006931i,-0.0006242-0.00015232i,-0.00029319-0.00046074i,0.00019412+0.00035407i
-0.0016172+0.0012155i,-0.001768+1.2941e-05i,-0.00035386-0.00050993i,0.0016564-0.00094765i,0.0019097-0.00095546i,0.00099222-0.00086142i,0.0001595-0.00083876i,0.00018761-0.00025363i,0.0009235-0.0003835i,0.00084089-0.00034401i,0.00039748-0.00010755i,0.00045263-0.00041678i,-0.00057356-0.00061277i,-0.0010434-0.00012256i,-0.0014077+0.00042966i,-0.0012403+0.00028404i,-0.00062+0.00035645i,-0.00058672+5.023e-06i,-0.0005016-0.00018677i,-0.00025834-0.00024205i,-0.00022012-0.00021825i,-0.00050073+0.00028525i,-0.00059053+0.00053482i
0.0003594+0.00099904i,0.0011866+0.0019629i,0.0017626+0.0013469i,0.001669+8.9047e-05i,0.0012961-0.00014194i,0.00083648+0.00013866i,0.00049204+0.0014667i,-0.00014993+0.0018478i,2.6647e-05+0.0014548i,0.00046287+0.0012521i,0.00033841+0.00042741i,-0.00012557+0.00021494i,-0.00067101+0.00021557i,-0.00039946+0.00053968i,-0.00034438+0.00083788i,-0.00028295+0.00071415i,0.00016042+0.00068371i,0.00019257+0.00049643i,-0.00016518+0.00040014i,-0.00016407+0.00049617i,0.00026298+0.00050548i,0.00055533-0.00033504i,0.0010132-0.0011957i
-0.00047132+0.00096813i,-0.0014641+0.00032857i,-0.0018293+0.0016717i,-0.000348+0.0026232i,-8.2933e-05+0.0016258i,-0.00036874+0.00049486i,0.0002863-0.00012498i,-2.7259e-05+0.00014718i,-0.0004685-3.1908e-09i,-0.00079079-0.0003494i,-0.00095915-0.00018204i,-0.00059262-0.0003425i,-0.00020479-0.00032727i,-5.5746e-06-0.0001668i,0.00053648+0.0007904i,0.00019885+0.0015747i,-0.00061151+0.00081252i,-0.000582+0.00051895i,-0.00055311+0.00050692i,-0.00079717+0.000515i,-0.0007367+7.6361e-05i,-0.00028102+0.00010276i,-0.00011658+0.00016303i
-0.0017724-0.00080754i,-0.0013938-0.0023654i,-0.0014107-0.001811i,-0.0010387-0.00035065i,-0.0010679+0.00022253i,-0.001012+0.00079863i,0.00016243+0.00033633i,0.00095324+0.00033108i,0.00062137+0.001135i,5.5792e-05+0.00071396i,-0.00040133-6.2099e-06i,8.0622e-05-0.00054737i,0.00058766-0.00091622i,8.9768e-05-0.00024385i,-0.00085678+9.2263e-05i,-0.00056134+0.00050193i,0.00022089+0.00082897i,-0.00034143+0.0003373i,-0.00059959+0.00016641i,-0.00015967+0.00013193i,3.6734e-05+3.0573e-05i,-0.00069402-1.3296e-05i,-0.0011243+7.2575e-05i
0.001413+0.00065095i,0.00096262+0.00030241i,0.0017862+6.8502e-06i,0.0015571-0.0014406i,0.0011745-0.0022961i,0.0015805-0.0016049i,0.00095424-0.0011876i,0.00055794-0.0011086i,0.00063005-0.0010733i,0.00095207-0.00049271i,0.00063086+6.6977e-06i,-0.00022496+0.00027667i,-0.00050459-0.00023026i,-0.00064556-0.0012502i,-0.00026207-0.00052899i,-0.00012795+0.00084488i,-0.000501+0.00041671i,-0.00049699-0.00032617i,0.00010651+3.1987e-05i,0.00047598+0.00045482i,0.00068536-4.7441e-05i,9.5643e-05-0.00018009i,-0.000843+0.00030513i
0.00085917-0.0013214i,0.00073054-0.0013571i,-0.00034673-0.0015396i,-0.00089711-0.0011696i,-0.0019837-0.0005651i,-0.0023272-0.000386i,-0.0013733-0.00043902i,-0.0009389-0.00012199i,-0.00078497+0.0003223i,-0.00049441+0.00034831i,-0.00077144-0.00017415i,-0.00046561-0.00084494i,-0.00011589-0.00026528i,-2.1876e-05+0.00020935i,-0.00035634+0.00056799i,-0.00091753+0.00074136i,-0.00038945+0.00021074i,1.5204e-05+0.00025682i,-0.00038396+0.00087258i,-0.00094396+0.00089487i,-0.0011764+0.00093509i,-0.0010347+0.0010287i,-0.00039603+0.00042377i
-0.0019964-0.0021122i,-0.001134-0.0010393i,-0.0024515+0.0010983i,-0.0018805+0.0020881i,0.00048956+0.0020772i,0.0015668+0.0016464i,0.00071542+0.0019042i,0.00029774+0.0020023i,-9.0459e-06+0.0011041i,-0.00016862+0.00017978i,5.4499e-05-0.00024394i,0.00055719-0.00070319i,0.00068377-0.00035741i,-5.3946e-05+1.2736e-05i,-0.00039172-1.228e-05i,-0.0007525+0.000469i,-0.00066936+0.00043706i,-0.00033481+0.000215i,-0.00026629+0.00030457i,0.0004355+4.9215e-05i,0.00067484-0.00031165i,-3.9176e-05-0.00082269i,-0.00021323-0.00068347i
-0.0013312+0.00040257i,-0.0017572+0.000901i,-0.0017637+0.0013461i,-0.0011701+0.00048283i,-0.00087429-0.00011393i,-0.0010754+0.00010181i,-0.0011323-0.00050454i,-0.00040588-0.0011256i,0.00044247-0.00079768i,0.0010678-1.1822e-05i,0.00063753-5.3259e-05i,0.00017561-0.00072836i,0.0003364-0.00070819i,-0.00025381-0.00030651i,-0.00061025+0.00021267i,-0.00067206+0.00074013i,-0.00079456+0.00045042i,-0.0015007-1.1296e-05i,-0.001223+3.092e-05i,-0.0002533+0.00025589i,0.00012761+0.00035373i,1.1398e-05-0.0002539i,2.3395e-05-0.00055066i
-1.7883e-05+0.0012465i,-0.0011595+0.00070801i,0.00024998+6.588e-05i,0.0017836-0.00051597i,0.0024008-0.00067979i,0.0011295-0.0011634i,-7.5139e-05-0.00064143i,5.408e-05+0.00051203i,0.0006872+0.0013504i,0.00077896+0.00069059i,0.00053717-0.00076945i,0.00031859-0.0010794i,-0.00032825-0.00052701i,-0.00042421-0.0001647i,-0.00014879+0.00023986i,-0.00010544+0.00051132i,-0.00010189+0.00031426i,-0.00035175-5.944e-05i,-0.00033543-6.4888e-05i,-0.00019703-0.00059109i,-0.00050606-0.00062761i,-0.00044529-0.00012528i,-0.00093106-0.00053582i
0.0011863+0.0006355i,0.00098624-8.0465e-06i,0.001627-0.0018967i,0.0010413-0.0017556i,3.251e-05-0.00036177i,-0.0008206+0.00022953i,-0.00088496+0.00043753i,0.0004688+0.00094638i,0.0012281+0.00032609i,0.00067-0.00084222i,0.00050174-0.00056797i,0.00066151+0.00055778i,0.00023393+0.00054946i,-0.00024047-1.692e-05i,-0.00069295-0.00020303i,-0.00098293-0.00022167i,-0.00056395+0.00010535i,-0.00023176+0.00053647i,-0.00030968+0.00046736i,0.00020811+4.1006e-05i,0.00040306-0.00049123i,0.0004896-0.00057652i,0.00038897+0.00080441i
0.0016875-0.0011662i,0.00083341-0.00014317i,0.00016379-0.0009299i,-0.00022931-0.0015647i,-0.00046847-0.00081998i,-9.6369e-05+0.00052366i,4.6917e-05+0.0012802i,0.00030947+0.000865i,0.00096782+0.00015057i,0.001012-0.00012505i,0.00079236-0.00040195i,0.00034394-0.00083866i,0.00058985-0.00067475i,0.00040203-0.000275i,0.00026247-0.00031979i,0.0009563+1.4172e-05i,0.00059533+0.00011154i,-2.6427e-05-1.1516e-05i,-0.00053714+0.00049327i,-0.0011057+0.0008065i,-0.0013709+0.00042524i,-0.0012939-0.00048278i,-0.00033068-0.00067178i
-0.00072416-0.00062975i,-0.0010657-0.00083836i,-0.00064962-0.00038341i,-0.00083902+0.0006397i,-0.00090496+0.0010176i,-0.00054444+0.00086239i,7.1142e-05+0.00096591i,0.00047496+0.0014951i,0.00033411+0.0013045i,-0.00014257+4.2779e-05i,-0.00025102-0.00037219i,-0.00036792+1.8399e-05i,-0.00027826-6.315e-05i,0.00017279-0.00046493i,-0.00010029-9.3937e-06i,0.00023814+0.00076405i,0.0012821+0.00031985i,0.0011982-6.6477e-05i,0.00073009+0.00025602i,0.0004497-0.00020993i,-1.3195e-05-0.0011144i,-0.00057015-0.0010762i,-0.00050815+8.4666e-05i
0.0010301-0.0010103i,0.0010834-0.0018847i,0.0017047-0.0021953i,0.0013088-0.0025565i,0.0004548-0.0024443i,-0.00039189-0.0018038i,-0.00083621-0.00041237i,2.1704e-05+0.00075048i,0.00072625+0.00051944i,0.00037078-0.00039603i,-0.00051742-0.00081242i,-0.00084373-0.00029603i,-0.001228+0.00012401i,-0.00107-0.00025747i,0.00033619-0.00063561i,0.0012567-0.00029448i,0.00073303+0.00036504i,-0.00030279+0.00083327i,-0.00034808+0.00020605i,0.00026578-0.00026972i,0.00066897-9.933e-05i,0.0006695+0.00018588i,0.00076107-0.00064101i
0.0017384-5.7613e-05i,0.00086716-0.0012649i,0.00092193-0.0027039i,0.00029021-0.0019665i,-0.00022946-0.0011802i,-0.00012423-0.0015231i,8.124e-05-0.00060388i,0.00048361-2.1746e-05i,3.6795e-05+7.272e-05i,-0.00065059-0.00030897i,-0.0010879-0.0010394i,-0.0010593-0.0011107i,-0.00056477-0.00060884i,-0.00075799+0.00038043i,-0.00045166+0.001012i,0.00027156+0.0010773i,-0.00030026+0.0013639i,-0.00061949+0.0015116i,-0.00018079+0.0010181i,-1.3957e-05+0.00031263i,-0.00075461-0.00027314i,-0.0010997-0.0009964i,-0.00088158-0.0013123i
