-0.0053304+0.00089299i,-0.0037869+0.0022369i,-0.0034595+0.0042354i,-0.001917+0.0046724i,-0.00054108+0.0043403i,0.00017587+0.0040564i,0.00010146+0.0030827i,0.00030201+0.0023736i,0.0013508+0.0027528i,0.0015102+0.0018872i,0.001341-0.00037436i,0.0011664-0.0012015i,0.0001745-0.0012071i,-0.00066877-0.0015917i,-0.0011167-0.00097069i,-0.00091178-0.00010452i,-0.00011254-1.6489e-05i,0.00045094+0.00039589i,0.00046951+0.00020677i,0.00053175-0.00069588i,0.00045211-0.0012182i,-6.8828e-05-0.00094708i,-0.00068475-0.0005109i
0.0016659-0.00070525i,0.0024827-0.00074992i,0.0031658-0.0016641i,0.0023205-0.0018146i,0.0001513-0.0015175i,-0.00096899-0.0012064i,-0.00098881-4.5982e-05i,-0.00033155+0.00032474i,0.00081932+7.6628e-05i,0.00079684-0.00063646i,0.00075233-0.0010549i,0.00054406-0.00022054i,-0.00011849+0.00050559i,-0.00034882+0.001253i,2.4661e-05+0.00092549i,0.00075851-0.00016828i,0.00093296-0.00053503i,0.00082223+0.00013206i,0.0004594+0.0010193i,-0.00013264+0.0010435i,-0.00058048+0.00094449i,-0.00047582+0.00019468i,-0.00026077-0.0011522i
0.0012083+0.00015591i,0.0021149-0.00026255i,0.0010874-0.00061097i,0.00025812-0.0011854i,-0.00029778-0.0010828i,-0.0010859+7.5513e-05i,-0.0015255-0.00014622i,-0.0012545-0.00075385i,-0.00065443-0.00099168i,-0.00078539-0.0010631i,-0.001256-0.00055731i,-0.0013611-0.0003398i,-8.9767e-05+0.00026689i,0.00061472+0.00067037i,0.00013172+0.00082704i,-0.00043641+0.00042678i,-0.0005915+0.00045911i,-0.00082617+0.00076764i,-0.00095232+0.00050053i,-0.00024068+0.00079375i,0.0004918+0.00039555i,0.00041859-0.0002773i,0.00019953+0.0001352i
6.1495e-06+0.0010816i,0.0008492+1.7955e-05i,0.0010164-0.00012664i,0.00014952-0.0010103i,-0.00054667-0.0024756i,-0.00071905-0.0016587i,-0.00092254-4.4183e-05i,-0.00018153+3.9809e-05i,0.0010663+0.00017005i,0.00096447+0.00033119i,0.0002462-0.00010772i,0.00010344-0.00025272i,-4.5419e-05-0.00017005i,-0.00020409+0.00027869i,-0.00034189+0.00026567i,0.00010321-0.0010868i,0.00080758-0.0013929i,0.00013745-0.00043528i,-0.00033345-0.00040853i,-0.0007951-0.00072259i,-0.00074978-8.6451e-05i,-0.00015873+0.00085129i,0.00011494+0.0010225i
-0.0012351-0.0019554i,-0.00060255-0.0034027i,-0.00021243-0.0023582i,-0.00059009-0.00043299i,-0.00081142+0.00095277i,-0.00033483+0.00010831i,5.156e-05-0.00067813i,-0.00018546-0.00046559i,0.00017124-0.00049643i,0.0012252-0.00076273i,0.0016375-0.0012402i,-8.2839e-05-0.00069238i,-0.0013491+0.00043378i,-0.00075469+0.00049085i,-0.00010531+0.00028211i,0.00014632+0.00051851i,-0.00029786+0.00057198i,-8.0548e-05+0.00027343i,0.00054436-0.0003627i,0.00033232-0.00081515i,0.00066484-0.00041465i,0.00046467-1.7801e-05i,-0.00020123-0.00016642i
-1.8472e-05+0.0012949i,0.0004309+0.00081636i,0.001675+0.0002157i,0.0023957+0.00017324i,0.0014782-0.00017304i,0.00020792-0.00069869i,-0.00012561-0.000135i,-0.00014847+0.00051665i,0.00025263+0.00080466i,0.00092349+0.00058054i,0.00074524-9.3635e-05i,-0.00010799-0.00041481i,-0.00067443+9.4779e-05i,-0.0007821+0.00063413i,-0.00032797+0.00035701i,-0.00052734+8.8158e-05i,-0.00095984+0.00031157i,-0.00013132+0.00027121i,0.00013329+0.0001874i,-0.00021101-5.806e-05i,-0.00036367-0.00033221i,-0.00077357+7.261e-05i,-0.00101+0.00051563i
-0.000925-0.0010782i,-0.0013968+0.00054247i,-0.0016622-0.00015378i,-0.0017263-0.00061181i,-0.0013946+0.00038173i,-0.00030483+0.00030074i,0.0002862+0.00011855i,-0.00027909+0.00025178i,-0.00072796+9.1483e-05i,6.3171e-05-0.00012117i,0.00069219-0.00054123i,0.00053396-0.00068262i,0.00054831-0.00081769i,0.00034541-0.00060529i,-7.6392e-05-0.00082568i,5.8234e-07-0.0012281i,-0.00052516-0.00080721i,-0.0011723+0.00020327i,-0.00069238+8.6626e-05i,0.00022017-0.00065083i,0.00057066-0.0011569i,0.00039088-0.0011202i,0.00015896-0.00069615i
0.00022083-0.00081455i,0.0012252-0.0013478i,0.0018863-0.0010988i,0.0012205-0.0015377i,0.00074488-0.0017388i,-8.9351e-05-0.00050443i,-0.00033501+0.00013864i,0.00065657-0.0001207i,0.0012517-0.00058268i,0.00071981-0.00042449i,-0.00021227-0.00064246i,-0.00054221-0.00071288i,-0.00070219-0.00047868i,-0.00089473-0.00062934i,-0.00041256-0.00071238i,9.6893e-05-0.00052183i,-0.00040319-0.00036507i,-0.00046566-0.00025331i,-0.00030871-0.00052894i,-6.3422e-05-0.00037017i,0.00015512+0.00034739i,0.00022148+0.00030626i,0.00018334-0.00011665i
0.00055601+0.00024981i,-0.00028869-0.00028806i,-0.00097861-0.0012136i,-0.00051048-0.0010534i,-0.00029162-0.00056963i,-0.00066548-0.00075084i,-0.00050403-0.00072614i,0.00021445+0.00015176i,0.001055+0.00053158i,0.0014237+5.6727e-05i,0.00088047-0.00023787i,0.00061333-0.00029043i,0.00038639-0.00020073i,-0.00012295+0.00066479i,0.00020509+0.00018854i,0.0011944-0.00037789i,0.00030506+0.0001234i,-0.0010697+0.00013639i,-0.00040885+7.7823e-05i,0.00032195+0.00021834i,-5.4927e-05+0.00054412i,0.00021118+0.00080946i,0.00030052+0.0006093i
-0.00083975+0.00023153i,0.00013643-0.00032854i,0.00032387+0.00011494i,-8.7765e-05+0.00059753i,3.9431e-05+0.00018423i,0.00013573-0.00045319i,-0.00037235-0.0009047i,2.8212e-05-0.00050516i,0.00043884-0.00016551i,0.00075832-0.00094248i,0.00048936-0.0012708i,-0.00033219-0.0011035i,0.00019783-0.00047347i,0.00085235+0.00096107i,-0.00031677+0.0011013i,-0.0011191+0.00021189i,-0.00061701-0.00020994i,0.00039973-7.8201e-06i,0.00071093+0.00063126i,4.5891e-05+0.00028024i,-0.00023209-0.0002025i,-5.8075e-05-2.7691e-05i,-0.00014341+0.00022252i
0.0010608-0.0007626i,0.0015451-0.00065411i,0.00048536-0.0019768i,-0.00024601-0.0026405i,-0.0010367-0.0014967i,-0.0015786-0.00055261i,-0.0010364+0.00034042i,0.00031303+0.00070033i,0.00088584+0.00086165i,0.00081313+0.00071092i,0.00022679+0.00022926i,-0.0001924+5.2405e-05i,-0.00018-0.00023409i,-0.00015775-0.00031867i,0.00026952-0.00015434i,0.00064559+6.2802e-05i,0.00045578+0.00025213i,-0.00012757+0.00013075i,0.00017726-4.2607e-05i,0.00084931-8.8915e-05i,0.0005788-0.00021388i,0.00020091-0.0004046i,-0.00026523-7.077e-05i
-0.0011881+0.00038848i,0.00061707-0.00029623i,0.0016739-0.00048295i,0.0017003-0.00071725i,0.0010987-0.001018i,0.00080192-0.0013429i,0.0012608-0.0012624i,0.00087432-0.00033907i,0.0011387+9.6848e-05i,0.0011326+0.00018607i,0.00069257-4.9247e-05i,0.00074389-0.00019414i,0.0004327+8.93e-05i,-0.00014776-2.7012e-05i,-0.00058722+0.0001314i,-0.00058789-0.00014901i,-0.00011152-0.0010377i,0.00064661-0.00066728i,0.0016825+0.00034364i,0.00096785+0.0006169i,-0.00042449-1.7129e-05i,-0.00022784+0.00012378i,0.00064295+0.00050378i
-0.00042863+0.00045801i,0.00080463-0.00046335i,0.00089831-0.00097838i,0.00035469-0.00082008i,-0.00024094-0.00074524i,-0.00031427-0.00011515i,2.6457e-05-4.0073e-05i,0.00066702-0.00020445i,0.0011352+0.00058009i,0.0010047+0.00067151i,0.00058622+0.00042932i,-0.00042589+0.00028151i,-0.00099968-0.00023849i,-0.00086975-0.00025133i,-0.00048338+1.1592e-05i,-6.8041e-05+1.1271e-05i,-0.00027228-5.016e-05i,-0.00016543+0.00052128i,-2.6371e-05-0.0001045i,0.0003389-0.00022453i,0.00011207+0.0015946i,0.0003591+0.0015987i,0.0010014+0.00038645i
0.00048803+0.00034973i,0.0010323-0.00048464i,0.0011117-0.00089006i,0.00070975-0.00074192i,0.0005408-0.00059406i,-0.00013884-0.0010833i,-0.00081719-0.0011784i,-0.00062566+0.00033364i,0.00052921+0.0015651i,0.0012614+0.00026419i,0.0014942-0.0011839i,0.0010047-0.00077832i,-0.00019123-0.00092436i,-0.00091809-0.001146i,-0.00078201-0.0002866i,-0.00062149+0.00070046i,-0.00037308+0.00049828i,-0.00049436-0.00047637i,-0.00023214-0.00090158i,2.9045e-05-0.00059849i,0.00017533-0.00077232i,0.00034731-0.00035384i,0.00056553+0.00023838i
1.434e-06+0.0014117i,0.001713+0.00065485i,0.0015615-4.9887e-05i,0.00088006-0.00053149i,0.00091714-0.00043263i,0.0002423-0.0010007i,-0.00096198-0.0015066i,-0.00035015-0.0010113i,0.0012445-0.00068687i,0.0013571-0.00022661i,0.00042164-0.00029463i,-0.00029094-0.00037248i,-0.00028548-7.6687e-05i,0.000133-0.00010434i,0.00046274-0.00036204i,0.00018802-0.0011917i,-0.00026198-0.00070187i,-8.8893e-05+0.00030577i,0.00040032+0.00069704i,0.00032588+0.0010725i,8.8569e-05+0.00088988i,0.00013197+0.00059302i,-0.00024888+0.00098996i
-0.00025772+0.0016902i,-0.00055951+0.0010503i,0.00021653-0.00061566i,0.00042289-0.002036i,-0.0001395-0.0017894i,-0.0016556-0.0010172i,-0.0023707-0.0007152i,-0.0012365-0.00089975i,0.00053058-0.00080545i,0.0012773-0.00055246i,0.00037947-0.00089416i,-0.00016833-0.00080938i,-0.0011476+0.00011015i,-0.0014286+0.00040897i,-0.0001031-0.00049082i,-9.5662e-05-0.0010466i,-0.0011326-0.00075305i,-0.0011319-0.00027138i,-0.00046398-0.00021891i,-0.00040059-0.00053319i,-0.0010865-0.00030547i,-0.0011557+0.00023901i,-0.00056237+0.00033297i
0.0010321-0.00095702i,0.00086474-0.00093142i,0.00038589-0.0010674i,0.0001247-0.00058993i,-0.00021962-0.00027968i,7.4639e-05-0.00043381i,5.6045e-06-0.00011741i,-0.00035458+0.00049004i,0.00021057+0.00021051i,0.00094687-0.00057686i,0.00049588-0.00060944i,3.5225e-05-0.00046256i,-9.3322e-06-0.00023885i,-0.00034695-2.1062e-05i,-0.00030937-0.0002929i,2.5804e-05-0.0010258i,-5.4527e-06-0.0010825i,-1.3574e-05-0.0010491i,5.1091e-05-0.001106i,0.00064483-0.0009547i,0.0010198-0.00044494i,0.00051517+0.00041031i,-0.00028239-0.00014617i
-0.00034888-0.00030222i,0.00037774+0.00021505i,0.0015328-0.00018209i,0.0018468-0.0011711i,0.0015083-0.0015744i,6.243e-05-0.0017864i,-0.0010055-0.0014458i,-0.00049848-0.00067845i,0.0004087-0.00011405i,0.0011914-0.00037801i,0.00082382-0.0008687i,-0.00011327-0.00036682i,-0.00097572+0.00037872i,-0.00067597+0.00019447i,0.00023727-0.00010722i,-0.00010775-0.00057844i,-0.00039745-0.00022773i,-0.00035668+0.00026221i,-0.00047581+0.00018654i,0.00027927+0.00032482i,0.00046141-0.00021041i,-0.00026904-0.00018527i,5.8766e-05+0.00031753i
-0.00061682+0.0014965i,0.00011682-0.00074435i,0.00034506-0.0007665i,0.00075091-0.00018295i,0.0017739-0.00058545i,0.0018875-0.0014593i,0.00072577-0.0017788i,-0.00052306-0.00070683i,-0.00012557-0.00025937i,0.00045879-0.00029826i,2.2658e-05-0.00067912i,-0.00076341-0.0012039i,-0.00073457-0.0014127i,-0.00052977-0.00079901i,-0.00092468-0.00030486i,-0.0005228-1.9194e-05i,7.043e-05+0.00041569i,0.0005097+0.00052042i,0.00026722+0.00026707i,-9.8285e-05-0.00030455i,0.00020841-0.00071418i,0.00096419-0.00040354i,0.00081345-0.00069685i
0.001046+0.0020488i,0.0013952+0.0011107i,0.0027385+0.000574i,0.0027033+0.00016162i,0.0010212-0.0010156i,1.8033e-05-0.0015576i,-0.00065197-0.00065075i,-0.0010111+0.0010444i,-0.00087375+0.0010145i,-0.00035975-0.00027909i,0.00052943-0.00067716i,0.00035022+1.8227e-05i,-0.00017578+0.00082134i,9.1022e-07+0.0010936i,0.00025812+0.00069905i,0.0004613-0.00017766i,3.3839e-05+0.00034535i,-0.00037691+0.00093849i,-7.9942e-05+2.2111e-05i,0.00013324-0.00042804i,0.00010574+0.0001669i,-0.00036109+0.00011927i,-0.00042452-0.00031239i
-0.00024008-0.0020608i,-0.00076727-0.0023457i,-0.0022714-0.002389i,-0.0029346-0.0015564i,-0.0016693-0.00062721i,-0.00030135-0.00043434i,-0.00024198+4.5594e-06i,-0.0007624+0.00021969i,-0.00024979-0.0001259i,2.9961e-05-0.0006577i,-7.736e-05-0.00073934i,-4.7268e-05-0.00025558i,8.5407e-05-0.00032239i,9.6022e-06-0.00029871i,-0.00058349+0.00049732i,-0.00033411+0.00038583i,-0.00020276+0.00016263i,6.9734e-06+5.2982e-05i,-0.00014653+0.00020705i,-0.00049915+2.8125e-06i,-0.00029774-0.00021878i,0.00039036+0.00026447i,0.00086331+0.00058249i
0.0012788-0.0021473i,0.0014812-0.0021782i,0.00090366-0.0023612i,-0.00086649-0.0020606i,-0.0014963-0.0018658i,-0.0013097-0.00097241i,-0.00093028-0.00019321i,-8.1852e-05-0.00015957i,0.00028338+0.00022834i,0.0011054-0.00022407i,0.0013961-0.00044796i,0.00033271-0.00052056i,-0.00033904-0.00043789i,-0.00022059+9.004e-05i,0.00012349+0.00016144i,-4.7915e-05-5.2126e-05i,-0.00081856-0.00017618i,-0.0012178-0.00056042i,-0.0010288-0.00025533i,-0.00025763+0.00025599i,-5.4779e-05-7.637e-05i,-0.00087651-0.00039355i,-0.00073643-0.00050052i
-0.00073318-0.0013544i,0.00082249-0.0011663i,0.00092828-0.0015025i,4.8616e-05-0.00080961i,-0.00054068+6.7718e-05i,-0.0013394-3.6987e-05i,-0.0012294+0.00066057i,-9.841e-05+0.0010571i,0.00071332+0.00023352i,0.00075027-0.00092865i,0.00038178-0.00090339i,0.0002436-0.00038397i,0.00051841-0.00034308i,0.00067177-0.00025603i,1.7877e-05+0.00027513i,-0.00028368-7.3538e-05i,-0.0003117-0.00059756i,-0.00020601-0.00074945i,0.00039706-0.00051509i,0.001081+0.00042772i,0.0012735+0.00063033i,0.0012421-0.00046962i,0.00094786-0.00055012i
0.0017221+0.0019537i,0.0016639-0.00014094i,0.001766-0.0014281i,0.0019823-0.0018992i,0.0013796-0.0019936i,-0.0002325-0.0023799i,-0.0011314-0.0014456i,-0.0011598-9.2134e-05i,6.8296e-06+5.4772e-05i,0.00041364-0.00022275i,-0.00051052-0.00078802i,-0.0014798-0.0010563i,-0.001205-0.00059022i,-0.00055898-1.0082e-05i,-8.4451e-05+0.0012065i,0.00028564+0.0010391i,0.00015166-8.2861e-05i,-2.591e-05-0.00052121i,-0.00021206-0.00046649i,-0.00014071+0.00035826i,-0.00070137+4.6232e-05i,-0.00099134-0.00055907i,-0.00086222+0.00046857i
0.0011678-0.00052174i,0.00086421-0.0013982i,-0.00033833-0.0016692i,-0.00091651-0.0016405i,-0.00071833-0.0014161i,-0.00075272-0.00037358i,-0.001328+0.00051933i,-0.00066666+0.00098481i,0.00054831+0.00083042i,0.0010418-3.695e-05i,0.0010196-0.00058151i,0.00046841-0.00033655i,-0.00047641-0.00023371i,-0.0010155-0.0005275i,-0.00027641-0.00012989i,0.00036753+5.1853e-06i,0.00049239-5.606e-05i,0.00051262+0.00017895i,0.00038643-0.00029491i,1.569e-05-0.00032972i,-0.00026085-9.2496e-05i,-0.00034886-0.00014094i,-4.4143e-05-0.00030132i
-0.00068711-0.0014322i,0.00083617-0.0024469i,0.00082182-0.0030736i,0.00072375-0.0026072i,0.0008811-0.00070314i,0.00033975+7.9925e-05i,0.0007091-0.00066415i,0.00061891-0.00063166i,0.00015313-0.00034507i,-9.3993e-05-0.00046567i,-0.00015593-0.00044618i,0.00016426-0.00013958i,0.00078688+0.00012517i,0.0011262+0.00043687i,0.00032453+0.00034283i,-0.00054568-4.5356e-05i,-0.00096279-0.0001887i,-0.00090803-0.00053208i,-0.00025564-0.000671i,0.00025919-0.00019494i,0.00089822+0.00038344i,0.0010423-0.00012907i,0.0013365-0.00027005i
-0.00023873-8.0322e-05i,0.00046782-4.3514e-06i,0.00041413-0.00063263i,0.00018235-0.00088713i,0.00053042+1.3472e-06i,0.00062772-0.00065643i,-0.00038795-0.00073235i,-0.00054391-0.00036417i,0.00064355-0.00049647i,0.0017198+0.00025538i,0.0015574+0.00078178i,0.00080287-5.3159e-05i,0.00042904-8.1829e-05i,0.0002634+0.0004549i,0.00020701+2.8496e-05i,0.00059911-0.00072199i,0.00088372-0.00052253i,0.00045913-0.00072959i,9.79e-05-0.0012702i,0.00052663-0.00091006i,0.0007553-6.2409e-05i,0.00012994-0.00019805i,-0.00038488-0.00075124i
-0.0011896+0.0015209i,-0.0002641+0.0010178i,-0.00011109+0.0012063i,-0.00014931+0.0012116i,-0.00019984-8.8906e-05i,-0.00033382-0.0011782i,-0.00074705-0.00057807i,-0.00040352+0.0004168i,0.00069399-0.00057969i,0.0011176-0.0016301i,0.00069618-0.0012645i,0.00030403-0.00067906i,4.2755e-05+0.00064274i,-0.00058444+0.0011231i,-0.00084423+0.00071823i,-0.0007589+0.00071247i,-0.00072067+0.00038188i,-0.000847+0.00019328i,-0.00017947+0.00062531i,0.00011774+0.00095133i,-0.00018945+0.00041941i,-0.0005427-0.0001603i,-0.00034705-0.0001999i
0.00060469-0.0016185i,-0.00045627-0.0016075i,-0.0012958-0.0016384i,-0.0015407-0.0012535i,-0.0021835-0.0010552i,-0.001864-0.00019373i,-0.001642+3.9435e-05i,-0.00052146-0.00017078i,0.00084639+0.00015069i,0.0012505-7.419e-05i,0.0015086+0.00027009i,0.0012216+0.00034128i,0.00088787-0.00014825i,0.00051574-0.0006082i,0.00045262-0.0010658i,0.00075021-0.0013829i,0.00033258-0.00097144i,-8.1898e-05-0.00066848i,4.3105e-05-0.00034965i,-0.00050648-4.9264e-05i,-0.00055403-5.3614e-05i,-0.00022939+2.7855e-05i,-0.00031392+0.00027894i
0.00020392-0.0024688i,0.00084533-0.002756i,0.00054454-0.0020405i,-0.0008301-0.0015998i,-7.4548e-05-0.0016814i,0.00047213-0.00074939i,0.00012375+0.00027459i,0.00044465+0.001365i,2.2963e-05+0.0011149i,4.9249e-05-0.00033551i,0.00028566-0.00024646i,-0.00044521-0.00012478i,-0.00037214-0.00065225i,0.00066482-0.00054997i,0.0014295-0.00070129i,0.0018673-0.00073226i,0.0011948-0.00081593i,0.00052912-0.0002773i,0.00078936+0.00056116i,0.0009051+0.00046922i,0.00062275-2.3088e-05i,0.00018042-4.4768e-05i,-0.0002775+0.00066624i
0.00045758+0.0026239i,0.00087288+0.0018733i,0.0019227+0.00045386i,0.0020421-0.00064775i,0.00081534-0.00063239i,-0.00042358-0.00077917i,-0.00049103-0.0012778i,0.00049629-0.0003906i,0.0011098+0.00065753i,0.0011105+0.0007997i,0.00041966+7.0518e-05i,-0.00022885-8.1821e-05i,-0.00062771+4.2263e-05i,-0.00033973-0.00025051i,-0.00014186-0.00010179i,-0.00046812+4.6734e-05i,0.00025846+7.0938e-05i,0.00012682+0.00058197i,-0.00046828+0.00063446i,0.0001777+0.00022336i,0.00028066+0.0003114i,-0.00038746+0.00037166i,-0.000438+0.00061746i
-0.00055142-0.00045808i,-0.00098007+5.8624e-05i,-0.0013781-0.00026113i,-0.00015256-0.00081586i,0.00069585-7.8783e-05i,0.00032905+0.00058013i,1.3641e-05+0.00045355i,-1.2992e-05-2.4832e-06i,0.00010476-0.00030991i,-0.00012397-0.00076997i,-0.00046936-0.00075324i,-0.00034299-0.0003889i,-0.00051868+0.00015509i,-0.00021611+0.00026934i,-0.00016381+1.2762e-05i,-0.00024126+0.00022878i,0.0004015+0.00022206i,0.00085892+0.00040711i,0.00038424+0.00073919i,0.0001048+0.00012818i,0.00058312-0.00017385i,-1.6576e-05+0.00035713i,-0.00091629+0.00093997i
-2.1702e-05-0.00080079i,0.0010705-0.0018125i,0.0011385-0.001905i,0.00067262-0.00060476i,0.0003811+0.0002957i,2.8976e-05+0.00060213i,-0.00060248-0.00018569i,-0.00055928-0.00080228i,-4.5811e-05-0.00042927i,0.00057467-0.00011665i,0.00078475-0.00025772i,0.00030502+0.00020238i,0.00056792+0.00088917i,0.0003843+0.00059808i,-0.00030173+4.2547e-05i,0.00015062-9.4073e-05i,0.0010341-0.00043281i,0.0011507-0.00075652i,0.00067365-0.00087574i,0.00035392-0.0012697i,1.3758e-05-0.00059436i,-6.8799e-05+0.00044832i,0.00031556+0.00068224i
0.00023637+0.0011603i,7.0666e-05+0.0022342i,-0.00031741+0.0018952i,-0.00026278+0.00050712i,0.0002904-0.00045809i,0.00035093-0.00066312i,-1.3631e-05-0.00086969i,-0.00027776-0.0008046i,0.00032667-0.00071419i,0.00052982-0.0002812i,-0.00047902+9.9615e-05i,-0.0010343+5.2018e-05i,-0.00080715+3.1305e-05i,-0.00050517+9.5281e-05i,-0.00044749+0.00034153i,-0.00018747+0.00052588i,1.6471e-05-2.429e-05i,0.00041341-0.00056407i,0.00046086-0.00093563i,0.00018723-0.00074626i,0.00012993-0.00025064i,-8.3744e-05-0.00016592i,0.00016665-4.5954e-05i
0.0022069+0.0013223i,0.0027397+0.00033499i,0.0029657+0.00045122i,0.0017345-0.00038413i,0.0013743-0.001989i,0.0008272-0.0018948i,-0.00039131-0.00069839i,-0.0010551+0.00022022i,-0.00017004+0.00025694i,0.00087928-0.00053691i,0.00066774-0.00093371i,-0.00012627-0.00074888i,-0.00079915-0.00045876i,-0.0015151-0.00018685i,-0.0008646+5.9143e-05i,2.6231e-05-0.00087658i,0.00045666-0.00090864i,0.0010466-0.00059508i,0.00069137-0.00086939i,0.00013657-0.00073557i,-0.00012851-0.00047336i,-0.00053992-0.00022324i,-8.014e-05-8.7085e-05i
-0.0023013-0.00044169i,-0.0026556-0.00041798i,-0.0029533-0.00060728i,-0.0023647-1.2849e-05i,-0.00076684+0.000231i,0.00040893-0.00010319i,0.00050363-0.00016146i,0.00026581-8.858e-05i,0.00014842+1.2419e-05i,-0.00018751+0.00031332i,-3.4702e-05+0.00045679i,0.00028775+0.00060185i,0.00048316+0.00054455i,0.00049457-0.0002694i,0.00027938-0.00054112i,-0.00014683+6.2353e-05i,3.8784e-06-0.00039985i,0.00066723-0.0012787i,0.00051052-0.0016927i,0.00026926-0.001388i,0.00031639-0.00045763i,0.00028167-0.00027577i,0.00060411-0.00032664i
0.00014357-0.0002784i,0.0013049-0.0004866i,0.0024189-0.00050926i,0.002315-0.001017i,0.00044758-0.001305i,-0.0005328-8.2544e-05i,-0.00049802+0.00080168i,-0.00089903+0.00059578i,0.0002066-5.457e-05i,0.0011216-0.00048204i,0.000125-0.00040192i,-0.0001121-2.4382e-05i,0.00080301-8.6771e-05i,0.0012544-0.00021338i,0.00062848+0.0001305i,2.2682e-05+0.00010928i,-0.00026704-0.00051472i,-0.00050888-0.00074671i,-0.00054557-0.00030112i,-6.4229e-05+5.684e-05i,-0.00022495+0.00016895i,-0.0002218+0.00053906i,0.00024173+0.00050527i
-0.0034037-0.0026434i,-0.0030839-0.0027118i,-0.0028985-0.0015832i,-0.0031606+9.8763e-06i,-0.0020186+0.00043138i,1.1159e-05+0.00055633i,0.00074951-0.00017885i,0.00031166-0.0012072i,-0.00010931-0.00060663i,6.1002e-05-3.8395e-05i,0.00031269-0.0005294i,0.00035462-0.0013077i,0.0002409-0.0013868i,0.00017352-0.001318i,0.00015178-0.00085708i,0.00035342-0.00041296i,0.00076297-0.00028629i,0.0003824-0.00041635i,4.1674e-05+9.0857e-05i,-5.1565e-05+0.00021342i,-3.905e-05+0.00029158i,-0.00019059+0.00050157i,0.00023074+0.00069384i
0.0023659+0.00099524i,0.0033601+0.00025535i,0.0039767-0.0011781i,0.0030952-0.0014641i,0.00096073-0.00041208i,-0.001219+0.00059969i,-0.001919+0.00035013i,-0.00076096+4.816e-05i,0.00064563-4.264e-05i,0.00032447-0.00049028i,-0.00061342-0.00040935i,-9.3985e-05-0.00012561i,0.00033626+0.00030222i,0.0005115+0.00096316i,0.0011593+0.0011072i,0.00086656+0.00087955i,0.00060941+0.00045161i,-0.00011035+0.00038727i,-0.00045118+0.00027101i,-0.00041851+0.000415i,-0.00046705+0.00010671i,-0.00030736+0.0004448i,-0.0007331+0.0010239i
-0.00088394+0.00052765i,0.00039478-0.00020743i,0.00082061-0.0012134i,0.001174-0.0011838i,0.00073799-0.0014236i,2.0343e-05-0.0011715i,-0.00048925-0.00052892i,-2.3789e-05+3.4779e-05i,0.0010054+0.00048394i,0.0013601+0.00022636i,0.0017671-0.00044436i,0.0016551-0.00019113i,0.00040505-0.00064182i,-0.00031921-0.0015314i,-0.00011814-0.0012032i,-0.00019425-0.00039972i,-0.00051054+2.9477e-05i,-0.00082742-7.3289e-05i,-0.00072652-0.0001689i,-0.0003689+0.00010634i,-7.1279e-05+0.00050128i,0.00072152+0.00080197i,0.00088776+0.00047201i
0.0015709-0.00021504i,0.0011959-0.00081897i,0.00070944-0.0010047i,-0.00029472-0.00095736i,-0.00043139+0.00014221i,-0.00057531+0.00057746i,-0.00090086+0.0008588i,-0.00077666+0.0011617i,-0.00028616+7.7306e-05i,0.00010506-0.00022461i,1.241e-06+0.00025339i,7.5733e-05+0.00021521i,0.00052708-6.5485e-05i,0.00081652-0.00048172i,0.00040196-5.0315e-05i,-0.00013224+0.00058447i,-0.00020375+0.0006888i,9.8244e-05-0.00018643i,0.00017047-0.00056978i,0.00011241-6.3201e-05i,-7.2745e-06+9.6258e-05i,0.00024761+0.00015891i,0.00035626-7.1351e-05i
5.3503e-06-0.00012033i,0.00016902-9.0435e-05i,0.00020464+0.0004456i,0.0001639-0.00031589i,0.00032412-0.0015178i,0.00018027-0.0012428i,-0.00082664-0.00022782i,-0.00041564-3.1666e-05i,0.00086848-0.0010498i,0.0011053-0.0015959i,4.4604e-05-0.0012416i,-0.00073654-0.00075002i,-0.00041391-0.0004317i,-7.4407e-05-0.00040506i,-1.8031e-05+0.00026649i,0.00012478+0.00028319i,-0.00011901+5.5933e-05i,-0.0006076+0.00016064i,-4.9257e-05+0.00039819i,0.00041269-0.00013043i,0.00024016+1.683e-05i,-0.00062157+1.83e-05i,-0.0012758-0.00027149i
0.00074847-1.5652e-05i,0.0009909-0.0008838i,0.00039904-0.002037i,3.4292e-05-0.0035008i,0.0002907-0.0036099i,0.00023158-0.0014044i,-0.00028435+0.00061522i,6.3491e-05+0.0012816i,0.001735+0.0012222i,0.0019673-0.00023382i,0.00026884-0.0008197i,-0.0012007-4.0141e-05i,-0.0011915+0.00064797i,-0.00081999+0.00096506i,-5.3198e-05+0.00031876i,0.0006285-0.0001066i,0.00012916+0.0001163i,-0.00047157+0.00011447i,-0.00017989-0.00018207i,0.00016487+7.4931e-05i,0.00041076-0.00055825i,0.00051318-0.00096693i,0.00048862-0.00018122i
