-0.0033714+0.00054645i,-0.0022557+0.00062755i,-0.002243+0.00094997i,-0.0018654+0.00042731i,-0.0012419+0.00075746i,-0.00014384+0.00093548i,0.00058441+0.00082174i,0.0005492+0.00056255i,0.00081394+0.00035284i,0.0012451+0.00064137i,0.00022337+0.000503i,-0.00063006+0.0001514i,-4.4692e-05+0.00055631i,-5.1368e-05+0.00057953i,-0.00014248+0.00012385i,-5.5609e-05-0.00035253i,-3.7472e-05-0.00064941i,8.7736e-05-0.00051744i,-0.00055819-0.0007148i,-0.0011427-0.00087598i,-0.00067241+3.851e-05i,-0.00014901-5.6488e-05i,0.00030189-0.00022087i
0.0025492+0.0011278i,0.0013851+0.001304i,0.0019823+0.00085988i,0.0023893+0.00058994i,0.00077933+0.00055946i,-0.00033+0.00012175i,-0.00080977+0.00013507i,-0.00066599-4.2747e-05i,0.00034227-0.00033321i,5.9131e-05-0.00057959i,-0.00086196-0.00058969i,-0.00073336-0.0010845i,-0.0007189-0.0011064i,-0.0015969-0.00024327i,-0.0014494-9.7578e-05i,-0.00040712-0.00019652i,-0.0002355-0.00052741i,-0.00041923-0.00025555i,-0.00075633-0.00023078i,-0.00063534-0.0010077i,-8.4026e-05-0.0008857i,0.00049211-0.0011398i,0.00053451-0.0013089i
0.00091501+0.001704i,0.00028231+0.0016692i,0.001051+0.0013615i,0.0016966+0.0018996i,0.001335+0.0017648i,0.0014777+0.0015947i,0.0021136+0.0011194i,0.0015396+0.0003477i,5.2615e-06-0.00028164i,6.0495e-05-0.0012472i,0.00016306-0.0021538i,0.00020462-0.0016905i,0.00037069-0.00083223i,0.00089049-0.00048297i,0.0016426-0.00018124i,0.0017802+0.00042582i,0.0006922+0.00051547i,-0.00058896+0.00024104i,-0.00059426+2.9613e-05i,-0.00015454-0.00044771i,0.00033198-0.00074832i,0.0010101-0.00029337i,0.0010721-5.0672e-05i
0.0023523-0.00044562i,0.0019502+0.00015311i,0.0025207+0.00061049i,0.0018448+0.00024951i,0.0010256-0.00067618i,0.0007838-0.0011247i,0.00019179-0.0011812i,0.0003023-0.00079025i,-3.7238e-05-0.00055912i,-0.00097011-0.00049819i,-0.00089888+0.00020011i,-0.00083885+0.00073175i,-0.001085+4.5015e-05i,-0.00094936-0.00048267i,-0.00045295-0.00095655i,-0.00027973-0.00081474i,-0.00052531-0.00012352i,1.9877e-05-0.00014829i,0.00042713-0.00063119i,-0.00010121-0.0007709i,-9.5481e-05-0.0010333i,-0.00050629-0.00063169i,-0.00079218+0.0001933i
-9.0792e-05-0.0007405i,-0.00044082-0.0020033i,-0.0016462-0.0021808i,-0.0011114-0.00096541i,-0.00050237+0.00012027i,0.00051095+0.0010477i,0.0014361+0.00058387i,0.00090653-0.0001092i,-0.00054547+0.00020956i,-0.00087664+0.00050337i,-0.0008536+0.0003249i,-0.0016635-0.00018135i,-0.0025316-0.00046335i,-0.0019864-0.00022499i,-0.00055942-7.0156e-05i,0.00050377-0.00034237i,0.00075332-0.00013114i,-0.00063604+0.00019436i,-0.0013951-2.6353e-05i,-0.00080811+0.00010085i,5.5643e-05+0.001172i,0.00040822+0.0010278i,-2.9841e-05-0.00027335i
0.0015028+0.00037671i,0.0020277+1.9681e-05i,0.0027397-0.00072352i,0.00168+7.8033e-05i,0.00027064+0.00086085i,-0.00085237+0.00090045i,-0.0011314+0.00090808i,-7.4482e-05+0.00019111i,0.00042548-0.00064468i,-0.00033739-0.00025709i,-0.00054904+1.701e-05i,-0.0005096-0.00068203i,-0.00055083-0.0014222i,-0.00058059-0.00096289i,-0.00041403-9.1692e-05i,-0.00070882-0.00027773i,-0.00090331-0.00066698i,-0.00061881-0.00046943i,-0.00061388-0.00025015i,-0.00034519+0.00011155i,2.9157e-05+0.00036782i,0.000145-8.3515e-05i,0.00014053-0.00012413i
0.00051619+0.00080178i,0.00082821+0.0014317i,0.0010104+0.00054531i,0.00086997-0.00052345i,0.0011886+5.521e-05i,0.0019826+0.00068437i,0.0023601+0.00056461i,0.0022443-0.00037241i,0.0014464-0.00065527i,0.00047334-9.3964e-05i,0.00079588+3.7956e-05i,0.00075315-0.00052256i,-0.00043502-0.00046693i,-0.00042524+0.00057534i,0.0010978+0.00057175i,0.0013628-0.00059732i,0.00057402-0.0012212i,0.00071115-0.00031871i,0.0012239+0.00065939i,0.00054154+0.00028566i,-0.0008065-0.00040475i,-0.0011145-0.00080873i,-0.00029533-0.0011064i
0.00063131-0.0031261i,0.00026986-0.0026436i,-0.00016831-0.0038705i,-0.00041845-0.0032014i,-0.0013312-0.001955i,-0.0012674-0.00012157i,0.00014976+0.00051454i,0.00049851-0.00075649i,-0.00031435-0.0013632i,-0.00029358-0.00056806i,-0.00059747-0.00032181i,-0.0013604-0.00069769i,-0.0016511-0.00065459i,-0.00066485-0.00045196i,0.0005455-8.5867e-05i,0.00081553+0.00019433i,-0.00012557+0.0006677i,-0.00073325+0.00085885i,-0.00062022+0.00028387i,-0.00048143-0.00035135i,7.6662e-05-0.00028137i,9.042e-05-8.6791e-06i,-0.00048001-0.0001153i
-0.00044081-0.00023464i,0.00022786-0.00059595i,0.0006148-0.0013893i,-8.1299e-05-0.00058327i,-0.00027802+0.00084378i,0.00077748+0.001432i,0.001228+0.0016498i,-0.00017391+0.00029301i,-0.00080462-0.00053641i,-0.00011736-0.00075084i,-0.00038373-0.0014143i,-0.00015767-0.0020705i,0.00026703-0.0022292i,0.00032606-0.0016529i,0.0002512-0.00084656i,-0.00045985-0.00023044i,-0.00034099-1.4208e-07i,4.8715e-05+2.7796e-05i,5.0639e-05-0.00017605i,0.00025609-0.00013562i,-5.0643e-05+8.9848e-05i,-0.00011776-0.00044188i,0.00044243-0.00055508i
-0.00080135+0.00018127i,0.00040222+0.00062523i,0.0004379+0.0011437i,-0.00013458+0.0014449i,-2.1512e-05+0.0010831i,0.0008786+0.0016591i,0.0016417+0.0020153i,0.0011891+0.00012225i,0.00032473-0.001303i,-0.00067542-0.0015349i,-0.0010734-0.0006547i,-0.0014154-0.00033631i,-0.0017313-0.0015369i,-0.0018905-0.001525i,-0.0016099-0.001096i,-0.0003179-0.00038219i,0.00022732+3.5836e-05i,-4.0617e-05+0.00039061i,0.00040294+0.00058997i,0.00052678-0.00014521i,-0.00026781-0.00062245i,-0.00010601-0.00025115i,0.00018088-0.00048184i
-0.0035221+0.0017906i,-0.004024+0.0017004i,-0.0052032+0.0012678i,-0.004171+0.00042334i,-0.0020446+0.0010466i,-0.00030214+0.0020791i,0.0010335+0.0016322i,0.00064855+0.001285i,-0.00010438+0.001039i,-0.00091112+0.00080154i,-0.0018023+0.00040423i,-0.0017862+3.0868e-05i,-0.0018696-0.00024786i,-0.0020455-0.00014707i,-0.0015954+0.000496i,-4.8379e-05+0.00034665i,0.00050598+0.00029922i,0.00011153+0.00033589i,0.00027881+0.00058734i,0.00045345+0.00095198i,0.00027837+0.00035502i,0.0003223+0.00038585i,0.00018945+0.0006091i
0.00035529+0.00053325i,0.00042677-0.00019341i,-3.072e-05-0.00080746i,0.00017591+2.7532e-05i,0.00061004+0.0010159i,0.0010858+0.0010488i,0.0019629+0.00059336i,0.0017038+0.00052954i,0.00047988+0.00046881i,-0.0007444+0.00068507i,-0.0010652+0.00094907i,-0.0012396+0.0012285i,-0.0019463+0.00078026i,-0.0016531+0.00047249i,-0.00059595+0.001149i,-0.00036775+0.00050719i,-0.00038762-0.00087399i,-2.0422e-05-0.00028259i,0.00021388+0.00057176i,0.00015594+0.00079057i,-0.00013947+0.00076363i,-0.00036913+0.00066319i,-4.4548e-05+0.00071641i
0.0012214+0.00093525i,0.0022165+0.00066258i,0.0017409+0.0012947i,0.0012364+0.0014018i,0.0013344+0.00052482i,0.00144+0.00074837i,0.0010967+0.00075006i,0.00070131+4.5348e-05i,-8.1758e-05+0.00012524i,-0.00079628+0.00050529i,-0.00060159+0.00016321i,-1.4945e-05-0.00082921i,-0.00011695-0.00067723i,-0.00071421-0.00048098i,7.1554e-05-0.00045321i,0.00088575-0.00025814i,0.00095782-0.00028089i,0.00024259-1.1362e-05i,-0.00086225-0.00039802i,-0.00043664-0.00062097i,0.00041386-0.00077736i,0.00050798-0.00066593i,-0.00012079+0.00028333i
-0.00058216-0.0016275i,-0.001542-0.0024221i,-0.0011554-0.0027188i,0.00048396-0.0021289i,0.00089121-0.00067309i,0.0012461+0.00067367i,0.0017284+0.00081331i,0.0006786+0.00017068i,0.00010414-0.00039653i,0.00071531-0.00037261i,0.00086632-0.000187i,5.7854e-06-0.00088516i,-0.00050114-0.00017727i,-0.00039563-0.00055144i,0.00023816-0.0018236i,0.00062787-0.0010666i,0.00067135-0.00068516i,0.00071478-0.0011709i,0.00051889-0.00058967i,-0.00015319+0.00026136i,-0.00043035-7.2568e-05i,-0.00020109-0.00058526i,-0.00018018-0.00039253i
-2.5118e-05+0.00040986i,0.00046979-0.00082166i,-9.5025e-06-0.0010518i,-0.0012742-0.00024885i,-0.0011303+0.00041562i,-6.3279e-05+0.00047635i,0.0012881+0.0001892i,0.0014887-0.00064895i,0.00060578-0.00088526i,-0.00017034-0.00052169i,-0.00067357-0.0006285i,-0.00035244-0.00084658i,-5.9746e-05-0.0014553i,0.00040991-0.0016182i,0.00056346-0.0010495i,-0.00016871-0.00023678i,-0.00088715+4.5956e-05i,-0.00071084-0.00052497i,-0.00034714-0.00045069i,-5.3609e-05-0.00060465i,3.625e-05-0.00090536i,-0.0004402-0.0006655i,-0.00047422-0.00017881i
-0.00010292+0.0014865i,0.00086997+0.0017704i,0.00065232+0.0017032i,0.00099887+0.001698i,0.0015793+0.0012038i,0.0016514+0.00020447i,0.0012536-8.7964e-05i,0.0013031+0.00050215i,0.00036769+0.00081093i,-0.0012059+0.0007349i,-0.0017364-8.6432e-05i,-0.0011666-0.00088596i,-0.00076168-0.00099606i,-0.0009457-0.00048779i,-0.00082127-0.00051138i,-0.00056266-0.0011048i,-0.00055868-0.00076314i,-0.00081008+0.00097241i,-0.00067448+0.0016699i,-0.00034733+0.0010878i,-7.3792e-05+0.0007652i,6.6958e-05+0.00057329i,-0.00032945+0.00074851i
0.0014541-0.00058405i,0.0023103+3.6579e-05i,0.003028-6.9123e-05i,0.0020072-0.00053927i,0.00099199-0.00070233i,0.00099905-0.0001849i,0.0016383+0.00031542i,0.0014451+0.00075937i,-9.9553e-05+0.0010813i,-0.001412-9.2408e-05i,-0.0015135-0.00080697i,-0.0013718-0.0008383i,-0.001235-0.00024255i,-0.00061135+0.00030345i,5.536e-05+0.00022178i,-0.00016946+0.000559i,-0.0006024+0.00092788i,-0.00069325+0.0014i,-4.7718e-05+0.0020139i,0.00033966+0.001537i,-0.00083954+3.8822e-05i,-0.0011358-0.0011745i,-6.9967e-05-0.0008757i
-9.6244e-05-0.0029588i,-0.0011687-0.0029238i,-0.0020238-0.0024239i,-0.0019821-0.00055131i,-0.0014417+0.0015818i,0.00026445+0.0018458i,0.0021512+0.0011055i,0.0015755+0.0011509i,-0.00017217+0.0001576i,-0.0018388+0.00015649i,-0.0019904+0.0016272i,-0.0022354+0.0018631i,-0.0023185+0.0010755i,-0.0013991+0.00073554i,-0.00028106+0.00072378i,0.00098141+0.00095807i,0.0014819+0.00074832i,0.00040631-1.789e-05i,-0.00035924-0.0003928i,0.00040575-0.00049961i,0.00062579-0.00071328i,0.00067923-0.00035328i,0.0009278-0.00028292i
0.0010803+0.00093538i,0.00077706+0.00094818i,0.0017737+0.0007735i,0.0025202+0.00081039i,0.0019373-0.00046873i,0.0019701-0.00028564i,0.0018572+0.00023261i,0.0014928-0.00081906i,0.0011036-0.0010653i,0.00010603-0.0003425i,-0.00047343+0.00033313i,-0.00078845-0.00035618i,-0.00096066-0.00063407i,-0.00022402+0.0004881i,0.001064+0.0008321i,0.00090994+0.00039696i,-0.00032702-0.00019189i,-0.00062214-0.00063445i,0.00028041+7.0342e-05i,0.00097924+0.0011796i,0.00038218+0.00059532i,-0.00034992-0.00044971i,-0.0010081-0.00033071i
6.7678e-05+0.0014815i,0.00023549+0.0010063i,-0.00034606+0.0013404i,-0.00033853+0.0014223i,0.0004192+0.00070734i,0.0011839+0.00056341i,0.00096918+0.0015564i,0.0011027+0.0017901i,0.0011565+0.0014155i,0.00049993+0.0010469i,0.001354-6.3044e-05i,0.0011947-0.0013798i,0.00024725-0.0012345i,-0.00019937-0.00084595i,-0.00048744-0.0013471i,3.5531e-05-0.00089514i,-0.00015307-0.0003614i,-0.00039814-0.00053841i,-0.00014819-0.00033366i,-7.9598e-05-8.1633e-05i,-0.00025954+0.00011982i,-0.00023511-0.00020062i,0.00037832+0.00014393i
-6.5699e-05-0.0015543i,-0.00065509-0.00076328i,-0.0012667-0.0018969i,-0.0014059-0.0014003i,-0.0010656+0.00054611i,0.00034619+0.0016909i,0.001175+0.0011518i,0.00073025-0.00054109i,-0.00024713-0.0014871i,-0.00072648-0.0019419i,-0.00039091-0.0020367i,-0.00018127-0.001508i,1.9625e-05-0.00063367i,-0.00013753-0.00022481i,-0.0004355-0.00067118i,-0.00059794-0.0005545i,-0.00018408-0.0004297i,-2.7259e-05-0.00070788i,-0.00020041-9.0867e-05i,6.9118e-05+0.00073021i,-0.00038682+0.0002404i,-0.00047831-0.00043i,0.00053144-0.00046761i
-0.002369-0.00092161i,-0.0018978-0.0023597i,-0.0018426-0.0016545i,-0.0014903-0.00035403i,4.6867e-05+0.0011313i,0.00084261+0.0014102i,0.00068086+0.00033201i,0.00053548-0.0003425i,-0.00021149-0.0004483i,-0.0012914-2.1796e-05i,-0.0020326-0.00032009i,-0.0023177-0.0011005i,-0.0016558-0.0017366i,-0.00047894-0.0012035i,-0.0003802+0.00017727i,-0.00086074+0.00056398i,5.7781e-05+0.0002562i,0.00032968-0.00015306i,-0.00033207-0.00025038i,-0.00074742+6.9012e-05i,-0.00058856+5.852e-05i,1.3639e-05-0.00073791i,0.00023353-7.3944e-05i
0.0016678-0.00034801i,0.0024368-0.0004478i,0.0031685-0.0001738i,0.0028596-3.8345e-05i,0.0018596-0.0001367i,0.0021939+0.00093725i,0.0026404+0.0016504i,0.0021589+0.0016196i,0.0005026+0.0012905i,-0.0010214+0.00049466i,-0.0020518-0.00046818i,-0.0025053-0.00095079i,-0.0023235-0.00056316i,-0.0020906-0.00022475i,-0.001136-0.00010839i,0.00011588+0.00045708i,0.0007685+0.00016401i,0.00066711+6.6229e-05i,0.00058131+0.00041487i,0.00050792+0.0002011i,0.00029545+6.8547e-05i,0.00035153-0.00024309i,-2.9495e-05-0.00058631i
0.0012091+0.00081654i,0.00091443+0.00066396i,0.0002806+0.00085421i,-0.00039361+0.0011893i,-0.00086984+0.00047796i,-0.00012697+4.4503e-05i,0.00067063+0.00024472i,-0.00028119+4.7473e-05i,-0.00090878+0.00051688i,-0.0011108+0.00053312i,-0.0013286+0.00050191i,-0.00108+0.001212i,-0.00084608+0.0011144i,-0.00010093+0.00022946i,0.0013009-0.00020385i,0.001851-0.00028392i,0.0010679-0.00038158i,-0.00010902-0.00091848i,-0.00055036-0.0013695i,-9.1425e-05-0.00086919i,0.00055363-0.00083594i,0.0010466-0.0014311i,0.00084395-0.0014749i
0.0022085+0.00050906i,0.0023516+0.00044287i,0.00088164+0.00075617i,0.00098724+0.00027814i,0.00065974+0.0010941i,-0.00017004+0.0016787i,0.00025268+0.001243i,0.00025339+0.0015846i,0.00078956+0.00095867i,0.0011702+0.00076099i,0.00056458+0.0010589i,0.00045547+0.00044699i,0.00068105-2.3107e-05i,0.00105+0.00069767i,0.0011804+0.00066339i,0.00018845-0.00063113i,-0.00047734-0.0008339i,-0.00018162-0.00026909i,3.8394e-05-0.00044814i,-5.0781e-06-0.00032695i,0.00040083-0.00072969i,0.00096537-0.00045815i,-0.00015351+0.00016029i
0.00013043-0.0018512i,0.0009617-0.0019327i,0.0010178-0.003235i,0.00086702-0.0024429i,0.0008616-0.001031i,0.0007659+9.1535e-05i,0.001423+0.00025177i,0.0021291-0.00026271i,0.0012439-0.0011496i,0.00060769-0.0020575i,0.00063257-0.0022718i,0.00051334-0.0025494i,-0.00047548-0.0020101i,-0.0013537-0.0012254i,-0.0012282-0.0011878i,-0.00084375-0.0012042i,-0.00046373-0.00076074i,-0.00059883-0.00043464i,-0.0003419-0.00066465i,-6.0169e-05-0.00070456i,-0.00023912-0.00063073i,-0.00032506-3.2678e-05i,-0.00070954+0.00031277i
-0.00062239-4.8033e-05i,-0.00048318+0.00045428i,0.00017175+0.0012342i,0.00042328+0.0010233i,0.0012075+0.00093687i,0.0013826+0.0015583i,0.0012246+0.0010374i,0.00042691+0.00026934i,-0.00060438-0.00040139i,-0.00053688-0.00049245i,0.00083645-0.00034279i,0.0011944-0.0012547i,-0.00054664-0.0023201i,-0.001148-0.0024541i,-0.00025101-0.0015194i,0.00041043-0.00083487i,0.00068518-0.00048443i,-0.00034989-0.00020206i,-0.0017352+0.00011375i,-0.0015438-0.00041629i,-0.0002809-0.00083091i,0.00070144+0.00045168i,0.00064886+0.00053993i
-0.00040596-6.5329e-05i,-0.0013559-0.00032903i,-0.0017932-0.0010836i,-0.00042428-0.00058206i,5.2411e-05+0.00090709i,0.00013851+0.0018001i,0.00071898+0.0016088i,0.00054721+0.00055029i,-6.209e-05-0.00061923i,-0.0007476-0.0013178i,-0.0021006-0.0014582i,-0.0025168-0.0015542i,-0.0014734-0.00050067i,-0.0007041+0.00080748i,-1.8762e-05+0.00060009i,0.00033828+0.00016602i,0.00024589+0.00021172i,0.00062177+9.2405e-05i,0.00025806-6.6076e-05i,-0.00015689-0.00025283i,0.00043013-0.00067371i,0.00051305-0.00096306i,0.00021055-0.00038138i
7.9085e-06-0.0019744i,0.00037653-0.0023188i,-0.00015208-0.0029752i,-0.00036034-0.0024847i,-6.4648e-05-0.00059336i,0.00072476+0.0017194i,0.00094992+0.0014556i,0.0015218+0.00022391i,0.00071819-0.0002744i,-0.0014466-0.00019193i,-0.002559+0.00012728i,-0.0031758+0.00020778i,-0.0029545+0.00049881i,-0.0017368+0.0010015i,-0.00087285+0.0017273i,-7.155e-05+0.0023014i,0.00049714+0.0015786i,0.00039515+0.00013858i,0.00047601-0.00042798i,0.00060665+0.00019218i,0.00018031+0.00039936i,-0.000589-0.00025514i,-0.00068002-0.00032935i
0.0010149-0.0026008i,0.00024581-0.001494i,7.1339e-05-0.0013324i,-0.001188-0.00044595i,-0.0020532+0.00033462i,-0.000875+0.0010566i,-0.00010564+0.00089875i,-0.0003461+0.00034142i,-0.00050724-9.1083e-05i,-0.00093206-0.00026165i,-0.0019478+0.0006633i,-0.0017496+0.0014039i,-0.0010653+0.00082317i,-0.00048251+0.00068875i,0.00030164+0.0016742i,-0.00041872+0.0019728i,-0.00077113+0.001082i,-0.00020912+0.00038771i,0.00031696+0.0001657i,0.00077675+0.0002405i,0.00055334+0.0003707i,0.00022289+0.00040478i,0.00059264+0.00020971i
-0.0027989+0.00117i,-0.003368+0.0013746i,-0.004427+0.00093993i,-0.0022393+0.0010904i,0.0011328+0.0019229i,0.0026341+0.0010873i,0.001524+0.00010437i,0.00036678+3.7145e-05i,-7.0994e-05-0.00027687i,0.00069173+0.00025059i,0.0014922+0.0010722i,0.0020371+0.00064638i,0.0017199+0.00025248i,0.0015861+0.00036395i,0.0019643-1.9304e-05i,0.00079589-0.00045953i,-7.1529e-05-2.3574e-05i,-0.00047181+0.00040491i,-0.00044075-0.00019799i,0.00031925-0.00039509i,0.00054289-0.00071853i,0.0001197-0.00080848i,7.483e-05-0.0005427i
-0.001274+0.0025087i,-0.0019392+0.0018052i,-0.00051288+0.0021471i,0.00088873+0.0020026i,0.0010331+0.001197i,0.0018591+0.00019584i,0.0017861-0.00036963i,0.0012517-0.00057218i,0.0011043-0.0010172i,0.0010168-0.0017047i,0.00079021-0.0022328i,7.9348e-05-0.0026683i,-0.00046276-0.0025737i,-0.00049489-0.0016518i,-0.00060373-0.0010601i,-0.0007913-0.0011363i,-0.00064024-0.0009899i,-0.0010993-8.6547e-05i,-0.0012348+0.00023773i,-0.0010086-0.00013186i,-0.00067942-0.00027283i,-0.00036345-0.00050474i,-0.0001485-0.00060856i
-0.0016328+0.0022779i,-0.00018392+0.0022593i,0.00059126+0.0032965i,0.00082391+0.0029518i,0.0017153+0.0014728i,0.0021568+0.00069453i,0.0008917+0.00047161i,-0.00018107+0.00079363i,3.5632e-05+0.00118i,-0.00030259+0.00047996i,-0.00092946-0.0010815i,-0.0018668-0.0025755i,-0.0012692-0.0023121i,-0.00025523-0.00091115i,-0.00039228-0.00049481i,-0.00047411-0.00070064i,-0.000972-0.00078011i,-0.0013725-0.00071711i,-0.0013577-0.00081808i,-0.0013506-0.00062485i,-0.0013552+4.0479e-05i,-0.00079456+0.00010559i,-0.00051274+0.0001416i
0.0014942+0.0027019i,0.0010484+0.0027452i,0.0012946+0.0029169i,0.0011987+0.0024622i,0.00030658+0.0023137i,-0.00034844+0.0016989i,-0.00026335+0.00098167i,0.00041475+0.00084171i,0.00042898+0.00064733i,-0.00082038+0.0011538i,-0.001975+0.00067543i,-0.0021665-0.00023649i,-0.0014391-0.00076987i,-0.00060367-0.00029968i,-0.00049373+0.00052895i,-0.00014164+0.00092891i,-0.00028973+0.00094438i,-0.0007359+0.00022012i,-6.3928e-05-0.00083655i,0.00069302-0.00094553i,0.00050134-0.00047891i,-0.00028185-8.4943e-07i,-0.0013163+0.0013345i
-0.00020192+0.00041304i,-0.0014162-0.00089055i,-0.0012028-0.0010104i,0.00030571-0.00023346i,0.0014234+0.00016485i,0.0020351-0.00072921i,0.0024074-0.0015803i,0.0012208-0.0009795i,-0.0010337+0.00016752i,-0.003304+0.00055925i,-0.0039919+0.00079257i,-0.0028329+0.0015543i,-0.00091252+0.0024259i,0.0003244+0.0028618i,0.00094383+0.0023622i,0.0018224+0.0014448i,0.0017264+0.0010462i,0.00086493+0.00062258i,0.000652+0.00018196i,0.00063023-0.00013609i,-0.00025383-0.00028411i,-0.00098968-3.2631e-05i,-0.00049072+0.00018571i
0.0027413+0.0012202i,0.0036144+0.001257i,0.0046745+0.001337i,0.0041739+0.00062557i,0.0027763-0.00010005i,0.00107-0.00015586i,-0.00019908+0.00067037i,-0.0010109+0.00060161i,-0.0018852+0.00050456i,-0.0016481+0.00088172i,-0.00031736+0.00039674i,0.00027296+0.00016944i,0.00051802+0.0002607i,0.00040323+0.00043848i,0.00044823+0.00048028i,0.00073254+0.00081503i,0.00079317+0.00071025i,0.00068845+0.00049085i,0.00082885+9.3082e-05i,0.00070744-0.00019973i,0.00014979-0.00075611i,-0.0007469-0.0013826i,-0.00042256-0.0011722i
0.00026013-0.00025301i,-0.0014756+0.00087077i,-0.0024367+0.0014815i,-0.0013807+0.001204i,-0.00032716-3.8798e-07i,0.00045913+0.00032007i,0.0015611+0.0012051i,0.0020465+0.00039525i,0.0016851-0.00035739i,0.0019817-0.00018349i,0.0021266-0.00012004i,0.0016572-0.00092144i,0.0010267-0.0008834i,-7.1628e-07-0.00067823i,0.00012532-0.00091108i,0.00031639-0.0013112i,0.00012863-0.00080775i,9.7397e-05+0.0006734i,5.9512e-06+0.00079755i,0.00011034-0.00023328i,0.00058412-0.00033832i,0.0004006-0.00059569i,-8.8194e-05-0.00085088i
8.4308e-05-0.00097851i,0.00052911-0.00094853i,-0.00065473-0.0023619i,-0.0019349-0.0019163i,-0.0014732+0.00014911i,-0.00052429+0.0010987i,0.00019974-0.00011528i,0.00073178-0.0012514i,0.0015409-0.0020163i,0.0017273-0.0020151i,0.0010846-0.0020184i,-5.4759e-05-0.0021616i,-0.001237-0.0017821i,-0.0014889-0.0020866i,-0.0014358-0.002246i,-0.0019545-0.0025227i,-0.0019659-0.0023461i,-0.0018728-0.0015171i,-0.00088832-0.00079535i,-0.00065293-0.00032577i,-0.00068177+8.583e-05i,-0.00027742-6.7461e-05i,4.987e-05-0.00015969i
-0.00023791+0.0009224i,0.00024599+0.00089204i,0.0011249+0.00090387i,0.0018106+0.00023231i,0.001706+0.0007602i,0.0013013+0.00075435i,0.00088268-0.00043562i,0.00092436-0.0004194i,0.00086144-1.8576e-05i,7.7977e-05-0.00089735i,-0.0015856-0.0026612i,-0.0032381-0.0032224i,-0.0033176-0.0023868i,-0.0022884-0.0013273i,-0.0014641-0.0003129i,-0.0010491+0.00017012i,-0.00010254+0.00039255i,0.00048736+0.0011702i,2.1037e-05+0.00081126i,-0.00051522-0.00015643i,-0.00037629-0.00030151i,0.00020794+0.00047071i,0.00029093+0.00042358i
0.00061268-0.0016426i,0.0002219-0.0012155i,-0.001039-0.00065382i,-0.0010071+0.00079502i,-0.0002034+0.0016369i,0.0013182+0.0014576i,0.0018094+0.00058059i,0.0017221-0.00039475i,0.00041424-0.00081916i,-0.0017427-0.00049419i,-0.0028861+5.967e-05i,-0.0023439+2.7502e-05i,-0.0015403+0.00091714i,-0.00077881+0.0022586i,0.00041694+0.0019248i,0.00072069+0.0015977i,0.0013077+0.0015031i,0.001571+0.0010532i,0.00079705+0.00072568i,0.0001266-2.657e-05i,0.00012008-0.0004412i,0.00048602+6.2157e-05i,3.1203e-05-0.00010753i
0.0018+0.0016968i,0.0018442+0.0016613i,0.0009318+0.00088175i,0.0010104+0.00052526i,0.0016898-1.3731e-05i,0.0016618+0.00026181i,0.0014106+0.00089954i,0.0011268+5.5557e-05i,7.7515e-05+0.00014513i,-0.0017723+0.0012938i,-0.0021994+0.0017544i,-0.0017054+0.0022407i,-0.0011999+0.002136i,-0.00013349+0.0020108i,0.0011288+0.0019102i,0.0019722+0.0020502i,0.0019483+0.0021121i,0.0014072+0.0015131i,0.0012653+4.5667e-05i,0.0013921-0.00012643i,0.00097987-0.00029201i,0.00062072-0.00087721i,0.00034138-0.00029359i
0.0013791-0.00037889i,0.0012288-0.00084505i,0.0019429-0.0012633i,0.000307-0.00087289i,-0.00068437-1.7873e-06i,0.00017513+0.00057883i,0.0011731+0.0011217i,0.00066421+0.00085723i,-0.00057082+0.00062653i,-0.00058438+0.00066523i,-0.0002508+0.00061348i,-0.00042223+0.00095496i,0.00027667+0.00071998i,0.0010234+0.00012049i,0.00071924+1.7005e-05i,0.00070626-0.00020418i,0.0013345-0.0007582i,0.001154-0.0016156i,0.00038871-0.0016508i,0.00036138-0.00060432i,0.00028004-0.0004835i,-0.00047622-0.00080966i,-0.00039587+0.0002751i
-0.0013137+0.0026052i,-0.001083+0.0033217i,0.00030747+0.0032961i,0.001668+0.0021408i,0.0014758+0.00089251i,0.001134+0.00073818i,0.00075869+0.001096i,0.00073287+0.00045006i,0.0010737-0.00027507i,0.0021632-2.6924e-05i,0.0033534-0.00055366i,0.0031435-0.0017992i,0.0016715-0.0025473i,0.00055952-0.0018748i,-3.1794e-05-0.001309i,-0.00069342-0.0010453i,-0.0014483-0.00061485i,-0.0013114-0.00059308i,-0.00062963-0.00067592i,0.00019849-0.00084733i,-0.00028879-0.00091924i,-0.0015885-0.00082123i,-0.0013963-0.00025109i
-0.0005789+0.0024613i,-0.001646+0.0023701i,-0.0027263+0.0031943i,-0.0020219+0.0032989i,-0.00034924+0.0017567i,0.00033959+0.00042241i,0.00024322+0.00041047i,0.00030733-0.00025884i,0.00096178-0.0012689i,0.0021477-0.0011231i,0.0026887-0.0018968i,0.001024-0.002801i,-0.00064914-0.0027859i,-0.00033242-0.0026081i,-0.00038152-0.0022202i,-0.0016488-0.0016321i,-0.0019675-0.00067317i,-0.001121+0.00078738i,-0.00055937+0.0010191i,-0.00017166+0.00062136i,3.2007e-05+0.00057264i,-3.1577e-05+0.00037935i,0.00044683-2.6909e-05i
