-0.0042055+0.0023048i,-0.0025102+0.0034813i,-0.0021728+0.004533i,-0.0020329+0.0039888i,-0.00040815+0.0036782i,0.00053152+0.0034512i,0.00048112+0.0028567i,0.00052692+0.0024331i,0.00021303+0.00189i,0.00078344+0.0012475i,0.001009+0.0001247i,6.2153e-05-0.00074157i,-0.00039965-0.0014985i,-0.00013659-0.0011723i,-0.00019235+4.7246e-05i,-0.00078935+0.00014436i,-0.00081118+0.00024918i,-0.00041725+0.00075116i,-0.00055631+2.1808e-05i,0.00026599-0.00041948i,0.00068434-0.00058534i,-2.4255e-05-0.00010739i,0.00012945+0.00012797i
0.0009755-0.0021498i,0.0015415-0.003237i,0.00068776-0.0040166i,-0.00088174-0.0020907i,-0.0012448+0.00014022i,-0.00022561+0.0011131i,0.0010737+0.0016366i,0.00098092+0.00061178i,0.00049316-0.00072176i,-0.00034233-0.001065i,-0.00086078-0.0005092i,-0.00011273-0.00062668i,0.0001266-0.00010583i,-0.0004888+0.00053249i,-0.00047425+0.00032116i,-0.00066977+0.00063532i,-0.00073184+0.00037814i,-0.00085491+0.0003233i,-0.00027136+0.00074599i,-0.00024577+0.00049322i,-0.00071371-0.00029279i,-0.0010406-0.0004196i,-0.0010495+0.00013045i
0.00050377-6.4218e-05i,-0.00017594+0.00053959i,-1.6777e-05+0.0008668i,0.00075383-0.00014862i,0.00055284-0.0012666i,0.00042727-0.0011071i,0.00079387-0.00011342i,0.0014404-7.4768e-05i,0.0017187+0.00020791i,0.00099046-0.00014753i,0.00042995-0.00066772i,0.00012535+9.1157e-05i,-0.00015726-4.5942e-06i,-3.2418e-06-2.361e-05i,0.00036244+0.00014227i,-3.8164e-05-0.00046402i,-0.00039547-0.00022483i,-0.00010589+0.00011634i,0.00051186+4.0632e-05i,0.00027801+0.00027478i,-0.00011451+0.00034189i,0.00030853-3.5148e-05i,0.00036811+0.00029059i
0.0014746-0.0015695i,0.00047939-0.0021421i,0.00017459-0.0033413i,-5.9822e-05-0.0029365i,-0.00045708-0.0012416i,-0.00035749+0.00036582i,0.00052278+0.00097159i,0.0013875+0.00086661i,0.00084407+0.00034825i,0.00043851-0.000496i,-0.00016613-0.0009395i,-0.00043048-0.00039024i,0.00020403+0.0005323i,0.00039449+0.00067332i,-0.00043201+0.00064953i,-0.00098921+0.00072415i,-0.00084589+0.00039186i,-0.00041239-4.762e-05i,-0.00010532-0.00026039i,-0.00054805+4.1649e-05i,-0.00083651+0.00025251i,-0.00038497-0.00061236i,-0.00010863-0.0006025i
0.00081553-1.271e-05i,0.0014793+0.00057828i,3.4578e-05+0.0013878i,-0.001151+0.0017438i,-0.00016303+0.001454i,0.00030438+0.0017329i,0.00031165+0.0012763i,0.00028693+0.00037359i,0.00016856-0.00031846i,0.00045162-0.00084848i,0.00049189-0.00070817i,0.00070678-0.00021351i,0.00053505+0.00017871i,-0.00082917-0.0004294i,-0.00093321-0.00106i,-5.5188e-05-0.00080045i,7.2618e-05-0.00052974i,-0.00016522+4.7056e-05i,-0.00019082+0.00049166i,-0.00025984-0.00016729i,0.00013777-0.00039128i,0.00082817+0.00012465i,0.0011699+0.00055002i
-0.00093601-0.0010789i,-0.00098169-0.00056424i,-0.0016629+0.00044857i,-0.0016033+0.0010363i,-0.00071063+0.00096865i,-0.00014315+0.00016236i,0.00028728+0.00013738i,0.0010921+0.00057348i,0.0012511-0.00024896i,-5.8931e-06-0.00041099i,-0.00090787-0.00031328i,-0.00035959-0.00088009i,0.00078264-0.00080653i,0.00073823-0.00047249i,-0.00016509-0.00083025i,0.00013414-0.00027355i,0.00053038+0.00031446i,0.00029214+0.00021558i,-0.00011607-0.00018152i,-3.1428e-05-0.00043654i,0.00056825-0.00023663i,0.00068604-0.00084495i,0.00049561-0.0010689i
-0.0020481+0.0001171i,-0.0020369+0.00022521i,-0.0014975+0.0011218i,-1.0547e-05+0.0015682i,0.00069917+0.00049452i,0.000742-0.00018685i,0.00078773+0.00036423i,0.00078328+0.00014582i,0.0008263-0.00051178i,0.00070944-0.00040758i,0.00046381+0.00024995i,0.00026517+0.0010242i,-0.00042495+0.0010811i,0.0001041+5.3594e-06i,0.00069829-0.00050724i,0.00012623-0.0005721i,-0.00055379-0.00048871i,-0.00061366-8.7054e-05i,-9.9825e-05+3.9087e-05i,0.00019528-0.00061585i,0.00036384-0.00096015i,-0.00025879-0.00077704i,-0.0004726-0.00061018i
-0.0001394-0.00050387i,0.0016011-0.00053739i,0.0014392+0.00056436i,0.00038111+0.0010825i,0.00017534+0.0014094i,0.00034406+0.0010732i,0.00046249+0.00057348i,0.00033449+0.00032889i,0.00038276-0.00091592i,0.00060631-0.0014004i,0.00085485-0.00066491i,0.00098952-0.00029724i,1.3076e-05+0.00054548i,-0.00027306+0.0006969i,0.00045157-6.7639e-05i,-8.2745e-05-7.1213e-05i,-0.00016283+4.6962e-05i,-0.00014442+0.00011181i,-0.00010958+0.00040156i,0.00030353+0.00015888i,0.00017941-0.00025077i,0.0001402-0.00039433i,-0.00023572-0.00086731i
-0.00071783+0.00091185i,-0.00021757+0.0003665i,0.00016175+0.00077845i,-7.3756e-05+0.00063202i,0.00028669+0.00055224i,0.00045322+0.00088141i,0.00052599+0.001414i,0.00079851+0.0015459i,0.0011629+0.0010149i,0.0007116-0.00014183i,6.9919e-05-0.00096779i,0.00038202-0.00078333i,0.00025849-0.00090816i,-0.00014065-0.00047212i,-0.00041309+0.00063795i,-0.00046577+0.00034502i,-5.3702e-05-0.00021796i,-0.00025598+0.00051761i,-0.0011297+0.00032345i,-0.0010132-0.00062724i,1.7768e-05-0.00037762i,-0.00057871+0.00023783i,-0.0010976+0.00073256i
-0.0014392-0.00039105i,-0.0006877-0.00067541i,0.00034483-0.00030392i,-2.3331e-05-0.0006057i,-0.00030412-0.00060427i,-0.00044492-0.00012274i,0.00015794+0.00034974i,0.0013883+0.0010589i,0.0015801+0.00047429i,0.0014742-0.00084534i,0.0011875-0.0010092i,0.00033644-0.00093396i,-0.00048933-0.00061168i,-0.00082639+0.00013897i,-0.00066386+0.00048712i,4.8865e-05+0.00093016i,0.00030592+0.00092412i,-0.00021729+0.00071987i,0.00016796+0.00064413i,0.00044451-0.00017158i,0.00047633-0.00063267i,1.7179e-05-4.7176e-05i,-0.00019069+0.00044025i
-0.00045527+0.0020689i,0.00053198+0.0032003i,0.0012095+0.0032043i,0.0011425+0.0021041i,0.0010351+0.0016604i,0.00038251+0.0014497i,-0.0001766+0.00040882i,0.00028263-0.0001278i,0.00066486-6.3932e-05i,0.0002462+0.00015123i,0.00033364-8.7014e-05i,0.00096188-0.00098114i,0.0010985-0.00091079i,0.00088095-0.00031484i,0.00037354-0.00051369i,-0.00055598-0.00038265i,-0.00089664-0.00010457i,-0.00017119+0.0003937i,0.00061963+0.00052404i,0.0006302-9.8671e-05i,0.00023547-0.00032479i,1.8329e-05-0.00065112i,0.00038516-0.0010074i
-0.0018679-0.00060445i,-0.0015287-0.00074289i,-0.0020358-0.0010272i,-0.001479+0.00023875i,0.00046642+0.0016704i,0.0013496+0.0012396i,0.0011561-0.00010654i,0.00098573-0.00063171i,0.00061342-3.7062e-05i,0.00058311+0.00031205i,0.00017146+0.00030298i,0.00031004+0.00031588i,0.00037736+0.00014528i,-0.00056602-0.00011084i,-0.0013471+0.00035498i,-0.0012518+0.00048966i,-0.00092048+0.00025566i,-0.00037157+0.0003126i,0.00041135+0.0004486i,0.00062595-0.00015489i,0.0001708-0.0011555i,-0.00063777-0.00090272i,-0.00087236-3.8619e-05i
0.0024951+0.0032022i,0.003891+0.0036792i,0.0045144+0.0026679i,0.0026529+0.00044204i,0.0015451-0.0011104i,0.0012332-0.0011002i,0.00055565-2.3212e-05i,0.00065548+0.00013215i,0.0014606-0.00014231i,0.001392-0.00013861i,0.00039137-8.5379e-05i,2.9051e-06+0.00010169i,-0.0003879+0.00081785i,-0.0011789+0.0016426i,-0.00092012+0.0010101i,0.0004606+0.00051664i,0.00057042+0.00071897i,0.0003902+0.00034394i,0.00039549-0.00017471i,0.0002692-0.00018284i,0.00055163+6.207e-05i,0.00059853-3.517e-05i,-0.00010967-0.0002192i
-0.0024134-0.001775i,-0.0025792-0.00099959i,-0.0025402+0.00040331i,-0.00027656+0.0013117i,0.0014247+0.0018825i,0.00098403+0.0014795i,0.0010203+0.0008902i,0.0019144+0.00022476i,0.0015424-0.00023455i,0.00028223-0.00011101i,-4.4593e-05-0.00085288i,0.00039677-0.0013341i,0.00019954-0.00086196i,-0.00071272-0.0008261i,-0.0010942-0.00057017i,-0.00075483-0.00025562i,-6.7231e-05+4.0365e-05i,0.0006944+0.00010814i,0.00073198+0.00015216i,0.00080486+0.00044997i,0.00068702+0.0001419i,0.00010781+0.00015789i,2.5399e-07+0.00055651i
0.0020256-8.6792e-05i,0.0018921-0.00073485i,0.0015997-0.00090838i,0.0015195-0.0014123i,0.0011221-0.00099517i,0.00044886+0.00022699i,2.0383e-05+0.00092263i,0.00091877+0.00096982i,0.0012066+0.00061327i,0.00030606-0.00062877i,0.0003032-0.0010007i,-0.00058946-0.00011998i,-0.0012758+0.00014718i,-0.0010179-0.00036333i,-0.00091434-0.00021389i,-0.0008088+0.00019555i,-0.0010119-0.0005651i,-0.00031503-0.00035117i,-0.00028632+0.0004095i,-0.00045299+0.00055165i,3.2125e-06+0.00057128i,-9.7122e-05+0.00081617i,7.741e-05+0.0006428i
0.0022075+0.00090298i,0.0023427-4.8598e-05i,0.0020683-0.001037i,0.0012096-0.001184i,5.7195e-05-0.00135i,0.00042808-0.00012793i,0.00082631+0.0016781i,0.00070718+0.0014967i,0.001347+0.00016004i,0.0012488-0.00087497i,-1.6585e-05-0.00075238i,-0.0009138-0.00045401i,-0.00056055-0.00026101i,-0.00033048+0.0001418i,-0.00066927-1.5263e-06i,-0.00036836-0.00052337i,-0.00019113-0.00030714i,-2.577e-05+0.00022699i,0.00032106+0.00032522i,0.00041283-0.00013669i,0.00014393-0.00030579i,-0.00040327+7.7814e-05i,-0.00028941-4.2492e-05i
-0.00035413-0.0004699i,-0.00039906-0.00033542i,0.00031249+0.00030946i,-8.336e-05+0.0014505i,-0.00053367+0.0022692i,1.031e-05+0.0018479i,0.00097395+0.00072958i,0.00087201+0.00031574i,0.00010289+5.3304e-05i,-6.1605e-05-0.00066721i,0.00071202-0.00089956i,0.00046996-5.4344e-06i,-0.00026788+0.00054166i,-0.000619+0.00018808i,-0.0010638-5.2738e-05i,-0.0007921+0.00010153i,-0.00035287+0.0003355i,-0.00060288+0.00038805i,-0.00079674+0.00043362i,-0.00086383+0.00074428i,-0.00053576-6.4705e-06i,-5.8129e-05-0.00055388i,8.2489e-05-0.00081027i
0.00033326+0.00068962i,0.0013949-0.00046943i,0.0011698-0.00084184i,0.00089123-0.0007263i,0.0010395-0.00053007i,0.00059914-0.00045244i,0.00065692-0.00037792i,0.0012297-5.3189e-05i,0.0010605-0.0002245i,0.00061123-0.00058006i,9.4592e-05+0.00031115i,-0.0008042+0.00056286i,-0.0007021+0.00052461i,-4.4e-05+0.00089409i,0.00049114+0.0010382i,9.5534e-05+0.00049213i,0.00015234-0.00019851i,0.00063858+7.8431e-05i,0.00056142+0.00022198i,0.00075948+0.00023782i,-2.6998e-05+0.00050721i,-0.0010464-2.5909e-05i,-0.00063663-5.7663e-05i
0.00024315+0.00070052i,-0.00083613+0.0021158i,-0.00035484+0.00091253i,0.00069644-0.00021788i,0.00038615+0.0002571i,-0.00018582+0.00086307i,0.00088254+0.00086072i,0.0022502+0.00047821i,0.0022013-0.00017517i,0.0010188-0.00046756i,0.00012344-0.00032387i,0.00026079-0.00038765i,1.0997e-05-7.8688e-05i,-3.9876e-06+7.0904e-05i,0.00033957+5.547e-05i,-0.00059453+0.00089436i,-0.0016462+0.00089052i,-0.0013901-0.00024276i,-0.0004069-0.00016547i,0.0003331+0.00043404i,0.00011066+0.000723i,-5.9463e-05+0.00040184i,-0.000213-0.00017429i
-0.00081144-0.0014569i,-0.00089102-0.0012604i,-0.00055035-0.00040615i,4.4899e-05+0.00040839i,0.0001963+0.00065882i,0.00093541+0.00034686i,0.0012638+0.00044019i,0.0003844+0.00053458i,0.00010486-0.00014164i,-0.00013623-0.00039993i,0.00051146+0.00021096i,0.00082746+0.00052992i,-0.00015956-0.00064049i,-0.00074202-0.0012004i,-0.0004864+0.00024744i,-4.7072e-05+0.00086619i,-9.845e-05+4.4276e-05i,-0.00053316-0.00010122i,-3.7066e-05-0.00037938i,0.00051023-0.00057042i,0.00025045-0.00035806i,-0.00025373-0.00072727i,-0.00028105-0.00080699i
-0.0014966+0.00025972i,2.8284e-05+0.0019275i,6.2743e-05+0.0031156i,0.00011462+0.0032274i,0.00036992+0.0024772i,0.00027282+0.0015751i,0.00035538+0.00098877i,0.00096022+0.0002794i,0.0012724+7.7442e-05i,0.0011425+0.00081176i,0.00078212+0.00093527i,0.00019785-0.00028568i,-0.00021243-0.0012076i,-0.0005182-0.00085676i,-0.00084715-0.00044464i,-0.00077385-0.0011109i,-0.00084679-0.0012641i,-0.00064405-0.00044461i,-0.00029626+0.00030354i,-0.00012103+0.00055891i,2.7398e-05+0.00042291i,0.00011043-0.00012871i,0.00016727-0.00048704i
-0.00084432-0.00044468i,-0.0019864-0.00084361i,-0.0015241-0.00042368i,-0.0005193+0.00035236i,0.00017498+0.0014726i,0.00040809+0.001513i,0.00037466+1.924e-06i,0.0013333-0.00063312i,0.0012499-9.7057e-05i,0.00048979+0.00029069i,0.00023244-0.00024161i,0.00030586-0.00044721i,-1.5204e-05-0.0002714i,-0.00043294-0.00027402i,-0.00022002-0.00018232i,0.00044359-1.4113e-05i,0.0006499+8.1249e-05i,0.00085071+0.00071719i,0.00015989+0.0013396i,-0.00090823+0.0010626i,-0.0004361+0.00032744i,0.00016544-0.00012246i,0.00068609-7.9532e-05i
0.0014114+0.00038129i,0.0014101+0.00010538i,0.00095871-0.00025367i,-4.4252e-05+0.00041065i,-0.00026229+0.0012609i,-0.00024102+0.00061539i,-0.00043053+0.00085491i,0.0003891+0.0013097i,0.00092401+0.00056717i,0.00075583-0.00030759i,0.00053246+8.1579e-05i,5.2863e-05+0.0012993i,-0.00016632+0.00031064i,-0.00035149-0.00069014i,-0.00025246-0.00040862i,0.00023411+0.00017648i,-0.00028962+0.00061196i,-0.00048917+0.00054096i,-7.4379e-05+0.00021691i,-0.00047894-0.00041124i,-0.00084266-0.00043954i,-0.00095177+0.00055528i,-0.00092574+0.000882i
-0.00049607-0.00067035i,-0.0012153+0.0004159i,-0.0018859+0.00062054i,-0.0012428+0.00041047i,-0.00028149+0.00066436i,0.00048307+0.00068484i,0.0015163+0.00045397i,0.0015558+0.00010316i,0.00098211-0.00064832i,7.3139e-05-0.000492i,-0.0005262+0.00042782i,-0.00058193+0.0011198i,-0.00060554+0.00072072i,-0.00040499-0.00019767i,0.00012869-0.00041685i,0.00047779-6.5811e-05i,0.00031733+0.00043975i,8.1414e-06+0.00075246i,-3.1098e-05+0.00042427i,0.00025165+0.00015345i,0.00041337-0.00012549i,0.00071214-0.0002591i,0.00081643+0.00047683i
0.0014586-0.00077708i,0.0011831-0.00066501i,0.0012001+0.00033851i,0.0010101+0.0007751i,0.0008567+0.00069513i,0.0004231+0.0006186i,0.00017509+0.00020316i,0.00042336-1.4735e-05i,0.0010924-0.00065905i,0.0010045-0.00078851i,-0.00033323-0.00032149i,-0.00071057-0.00039561i,5.3107e-06-0.00088377i,0.00016347-0.0010186i,-0.00027421-0.00079226i,-0.00049292-0.00066603i,-0.0007032-0.00013666i,-0.00074527+0.00039751i,-0.00053853+0.00043427i,-0.00012349+0.0002163i,0.00011786+9.4978e-05i,-3.7681e-05+0.00017836i,0.00028419+0.00013937i
-0.00060541-8.068e-06i,-0.00079939-1.886e-05i,-0.0001115+0.00016961i,0.00034743+0.0017257i,-0.00055008+0.0018855i,-0.0003949+0.00057888i,0.00014664+0.0002239i,6.034e-05+0.0004264i,0.00034483-0.00031709i,0.00083536-0.0013585i,0.00092244-0.00071731i,0.00051906+0.00078115i,-0.00084934+0.000873i,-0.00069884+0.00036634i,-0.00039879+0.00052696i,-0.00095739+0.00032022i,-0.00034436-0.00014453i,0.00017575+6.8876e-05i,-0.00017161-4.9169e-05i,0.00031335-5.5628e-05i,0.0011648-0.0004462i,0.00085312-0.00080216i,0.00011166-0.00040751i
-4.7125e-05-0.0010661i,-0.00037349-0.00010357i,-0.00098135+0.00075278i,-0.00058986+0.00011454i,-0.00074876-0.00060265i,-0.00085902-5.4375e-05i,0.00039385+0.0010433i,0.0013834+0.000889i,0.0011065-0.00047081i,0.00059915-0.0006829i,0.00049296+3.569e-06i,0.00031942+0.00037506i,0.0001276+0.0002318i,-7.09e-05+8.388e-06i,-0.00070842+0.00046098i,-0.00040116+0.00055707i,0.00048232+0.00049164i,0.00028823-0.00021642i,7.2283e-05-0.00057329i,0.0002348-0.00033089i,0.00026235-0.00016864i,0.00026877-0.00028647i,0.00041212-0.00028126i
0.0022792+0.00043925i,0.0027066-0.00012941i,0.0021406-0.0014733i,0.00071187-0.0023821i,0.00033622-0.0023872i,0.00034792-0.00092603i,-0.00010956+0.00013532i,0.00033934-5.2502e-05i,0.0013116-0.00043133i,0.0010728-0.0012403i,-9.7995e-05-0.0014132i,-0.00044301-0.00093764i,-0.0002924-0.0006398i,-0.00040466+0.00010845i,-0.0006361+0.00069183i,-0.00056837+0.00014132i,-0.00050473-0.0010013i,-0.00050685-0.00094788i,-0.00024602-0.0003695i,-0.00012439-0.00056058i,-0.00047876-9.2702e-05i,-0.00012341+0.00021647i,-6.0265e-05-1.0056e-05i
-0.00027628-0.00096156i,0.0003762-4.8936e-05i,0.0012734-0.00013187i,0.00049774+0.00023503i,-0.00075191-0.00046628i,-0.00022691-0.00086903i,0.00049173+5.2107e-05i,0.0012507+0.00031414i,0.0012953-0.00011606i,0.00056957-0.0010923i,-4.3394e-05-0.00028586i,-0.000227+0.00089237i,0.00038127+0.0010129i,0.00011645+0.00049323i,-0.00037534-0.00047396i,-0.00065915-0.00036012i,-0.00081609-0.00016978i,-0.00054411+2.311e-05i,-0.00017616+0.00043444i,0.00036347+0.00016358i,0.0010494-6.1839e-05i,0.0012556-0.00010322i,7.6641e-05-4.4008e-05i
8.114e-05-0.0010126i,0.00051238-0.0005059i,0.00017232+0.00047115i,0.00018409+0.0013299i,0.00045154+0.0009867i,0.00040952+0.00044083i,0.00041999-6.2582e-05i,0.00026041-0.00024197i,-0.00019292-0.00036437i,0.00027716-0.0002926i,0.00062672-0.00024674i,0.00020551-0.00045106i,-8.6088e-05-0.00084407i,1.5625e-05-0.00068647i,0.0002774-0.00061256i,-0.00013895-0.00093354i,-0.0010712-0.00066699i,-0.00068233-1.1127e-05i,0.00010407+8.4985e-05i,1.4947e-05-0.00026016i,-0.00037824-0.00045197i,-0.00010433-0.00026186i,0.00019526-0.00047804i
0.0015335+0.0022751i,0.0032541+0.0017739i,0.0035035+0.0013905i,0.0022712+0.00045846i,0.0012324-0.00026577i,0.00089426+0.00040945i,0.00096451+0.00062507i,0.0010534+0.00054876i,0.0015758+6.9075e-05i,0.0012804-0.00012354i,0.00025181-0.00011406i,-0.00017818-0.00089427i,-3.3138e-05-0.00073903i,-0.0004534+9.4008e-05i,-0.00096109+0.0003008i,-0.00076831+0.00046879i,-0.00062488+0.0007071i,-4.9633e-05+0.00073508i,0.00043641+0.00052462i,0.00043644+0.0001817i,0.00065377-0.00013167i,0.00042754-0.00019873i,0.00023244+0.00014051i
-0.00013438-0.00096406i,-0.001186-0.00050293i,-0.0015064-0.00029326i,-0.0013168-0.00015423i,-0.0009166+0.00033531i,0.00015497+0.00064583i,0.0010735+0.0001368i,0.0011286-0.00043881i,0.00083731-0.00032671i,-0.00033886-1.1965e-05i,-0.00050642+0.00027531i,-0.00026665+0.00073287i,-5.9411e-05+0.00038434i,0.00044977-0.00037131i,-9.8692e-05-0.00061548i,-0.00037065-0.00079651i,-0.00035608-0.00034485i,-0.00019936+0.00050731i,-0.00020291+0.00052023i,-0.00051987+0.00031892i,-0.00066036+0.00043876i,-0.00037419-0.00019391i,0.00028248-0.0011289i
0.0018711-0.0015286i,0.0010224-0.0024382i,0.00087395-0.0016149i,0.00055461-0.0010828i,0.00028499-0.0017711i,0.00057226-0.00084508i,0.00049245+0.00083833i,0.00085899+0.00072687i,0.0010378-0.0004182i,0.0004432-0.00091291i,0.00031463-0.00084131i,0.00029625-0.0007074i,8.8639e-05+3.9185e-05i,0.00031582+0.00029072i,-9.4105e-05+0.00033926i,-0.00016938+0.0005049i,-7.1601e-05+0.00045712i,0.00010254+0.0007452i,0.00026818+0.001391i,-0.00021738+0.0015402i,-0.00036121+0.00098085i,-0.00052105+0.0003431i,-0.00049434+0.00022088i
-0.00034982+0.00027721i,-4.1798e-05-0.00094402i,0.0004467-0.00026299i,0.00069937+0.0016808i,0.00020878+0.0016851i,0.0004885+0.00073917i,0.00028189+0.0001618i,-0.00016039-0.00038338i,4.9485e-05-0.00057703i,8.0693e-05-0.00011998i,9.7595e-05+0.00061459i,-0.00047617+0.00073484i,-0.0011957+0.00035149i,-0.0014368+0.00059856i,-0.0014932+0.00056317i,-0.00092051-0.00052908i,0.00022154-0.00084516i,0.00063352+0.00027429i,0.00073179+0.001019i,0.00024864+0.001095i,-6.1894e-05+0.00081468i,0.00014777+0.0010763i,-3.4786e-05+0.0007223i
-0.0024863+0.0022635i,-0.0016134+0.0021218i,-0.00017858+0.0026628i,0.0015922+0.0021146i,0.0026985+0.0010478i,0.0016924-0.00017855i,0.00066736-0.00085029i,0.00042218+7.191e-05i,6.879e-07+0.00053917i,0.00012459+0.0009053i,-5.5348e-05+0.00043577i,-0.00036256-0.00018114i,-0.00053481+0.00031488i,-0.0012787+0.0010918i,-0.0012562+0.00064258i,-0.00070461-1.8393e-05i,-0.00056819+2.2943e-05i,-0.00076695-0.00095956i,-0.00068662-0.0013286i,-0.00064634-0.00055094i,-0.00046158+0.0003088i,3.473e-05+0.00076396i,-0.00014675+0.00041692i
-0.00089762+4.3129e-05i,-1.2342e-05+0.0012048i,-0.00056228+0.0022359i,-0.0011355+0.0015988i,-0.00087619+0.00011685i,-0.00014989-7.4574e-05i,0.00016942+0.0011336i,-0.00013185+0.0014927i,-1.9935e-05+0.00037565i,-8.3209e-05-0.00055485i,8.8287e-05-0.00088252i,0.00018925-0.00089488i,-0.00094184-0.00052787i,-0.0021378-0.00025742i,-0.0017192-2.415e-05i,-0.0006268+0.00031623i,-0.00073548-0.00012758i,-0.00015445+1.1507e-06i,0.00039578+0.00055409i,-0.00027185-5.5335e-05i,-6.9531e-06-0.00040479i,0.0002349-1.912e-05i,0.00070483+0.00034598i
-0.00019423-0.0014153i,-0.000179-0.0015673i,2.2263e-05-0.00047152i,-0.00046816+0.00086595i,0.00025233+0.0013391i,0.001267+0.0015635i,0.00073158+0.0014735i,0.00038771+0.00088075i,-0.00025258+0.00066097i,-0.001201+0.00048511i,-0.00099586-0.00073187i,-0.00018338-0.0011593i,-0.00018337-7.3997e-05i,-0.00060403+0.00052825i,-6.8249e-05+0.0005481i,0.00045717+0.00084129i,2.1782e-05+0.00054986i,-0.00080881+0.00047985i,-0.00058926+0.00082522i,-0.00012902+0.0010281i,-0.00019346+0.0008957i,0.00019201+0.0004684i,0.00058019-4.0427e-05i
0.00016654+0.000423i,-0.00060356+0.0010928i,-0.0013638-6.258e-05i,-0.0019006-0.00085975i,-0.00062158-0.0003127i,0.00061635-0.00046102i,0.00066416-2.9963e-07i,0.00098358+0.00030728i,0.0008279-0.00012892i,-6.2532e-05-0.00017664i,-0.00047288-3.568e-05i,-0.00053146-0.00013179i,-0.00054898-0.0003932i,-0.0012259+0.00019468i,-0.0008029+0.00056265i,-0.00011598-5.6975e-05i,5.1787e-05-8.1469e-05i,0.00017979+0.00030756i,0.00031939+0.00057994i,0.00031844+0.00017116i,-0.00033843-1.1666e-05i,-0.00025227+0.00063347i,0.00056084+0.00014924i
0.00046516-0.00033025i,0.0010648+0.0007448i,0.00086947+0.00066943i,0.00092959-0.00077696i,0.00060849-0.00089947i,0.0006197+0.00010365i,0.00073978+0.00050793i,0.00071145+0.00073358i,0.00057765+0.00036587i,9.9246e-06+0.00011906i,-0.00011327+1.5335e-05i,0.00016494-0.00015474i,0.00063969-8.6161e-05i,0.0002667-0.00013552i,-0.00043272-0.00038491i,-0.00062138-0.00032301i,-0.00043279-0.00014335i,-0.00012685+9.4945e-05i,0.0003303-6.8945e-05i,0.00029021+0.00017814i,-0.00086525+0.00011696i,-0.00095631-0.0012656i,0.00011008-0.0012834i
-4.482e-05+8.0923e-05i,0.00021332+0.00057562i,-0.00040922+0.0012671i,-9.7719e-05+0.0015477i,0.0010832+0.0011091i,0.0018532+0.00025715i,0.0019886+0.00023368i,0.0014775+0.00060181i,0.00073029-0.00012792i,0.00048157-0.00062341i,0.00017033-0.00069953i,-3.1675e-06-0.0014431i,-0.00014373-0.0013675i,-0.0010775-0.00057399i,-0.0016491+0.00010423i,-0.001198-0.00020687i,-0.00081798-0.00058211i,-0.00023078-0.00048549i,-0.00035759+2.2785e-05i,-0.00079818-0.00029514i,-2.0026e-05-0.00035435i,0.00061191+0.00068885i,0.00060742+0.00053213i
0.00037345-8.6569e-05i,0.0015735-0.00055033i,0.0011609-0.00042488i,-0.00012563+0.00038726i,-0.00097748-9.0112e-05i,-0.00073279-4.4395e-05i,-9.8906e-05+0.00050938i,0.00025602+0.00018517i,6.221e-05+0.00041411i,-6.997e-05+0.0012178i,-5.6326e-05+0.0010234i,0.00010939+0.00063944i,-0.00011894+0.00064354i,-0.00054309+0.00040651i,-0.00089438+0.00037198i,-0.00083736+0.00024489i,-0.000424+5.2129e-05i,0.00014914-0.00066361i,0.00066442-0.0005902i,0.0003655-5.9654e-05i,-0.00041488+0.00057602i,-0.00051519+0.00056906i,0.0004484+6.7969e-05i
-0.00017348+0.001344i,-0.0006356+0.0016729i,-0.00073282+0.0018971i,0.00030651+0.00078268i,0.0014232+0.00025108i,0.0011266+0.00057909i,0.0013092+0.00088594i,0.001241+0.0013776i,0.00056926+0.00057147i,0.00070161-0.00045051i,0.00012746+0.00010493i,-0.00011767+0.00085327i,-0.00034955+0.0006497i,-3.786e-05+5.3389e-05i,7.0337e-05-0.00037834i,-0.00058174-0.00045668i,-0.001163-0.00028816i,-0.0012612-0.00057478i,-0.00010917+8.0461e-06i,0.00043754+0.00059137i,0.00023756+0.00044617i,0.00019485+0.00070573i,-0.00038848+0.00030275i
-0.00024114-0.00094462i,-0.00066034-0.0017052i,-0.0014207-0.0028426i,-0.00083435-0.0021476i,-0.00091804-0.0007335i,-0.00017613-2.9947e-07i,0.00090025+0.0010447i,0.00089401+0.00097313i,0.00058498-0.00060484i,-1.0094e-06-0.0019497i,-0.00052225-0.0012523i,-0.0010534+1.3334e-05i,-0.0012391+0.00043098i,0.00017245+0.00043133i,0.0011053-0.00033991i,0.00051645-0.00071674i,3.4323e-05+3.2645e-06i,0.00056923+7.5583e-05i,0.00037444+0.00019796i,-0.00015878+6.9248e-05i,0.00025273-0.0002748i,0.00048805-0.00011134i,-0.00013025+0.0004388i
