-0.0024275-0.00032477i,-0.0028292-0.00057596i,-0.0047022+0.00026169i,-0.0043196+0.00061572i,-0.0023281+0.0010791i,-0.00048189+0.0016529i,0.00053489+0.0010957i,0.00086818+0.00056322i,0.0014005+4.1035e-05i,0.001793-0.0009711i,0.0013946-0.00091521i,0.0010272+5.46e-05i,0.0015917+0.00026032i,0.0013887+0.00055167i,0.00014663+0.00039154i,-0.00033053-0.00028103i,-0.00052837-1.1439e-06i,-0.00072652+0.000642i,-0.00072712+0.00029563i,-0.0002364+1.3949e-05i,-0.00020228-8.0011e-05i,-0.0012576-0.00049295i,-0.00081661-0.00072943i
0.0022389-0.00072936i,0.0026367-0.00029225i,0.0023321-0.00059934i,0.00061396-0.0010939i,-0.00056088-0.0010445i,-0.00012483-0.00066818i,0.00084791-0.00018341i,0.0012286-0.00014097i,0.00097686-0.00092303i,0.001323-0.0015963i,0.00093819-0.0012077i,-0.00069127-0.00075717i,-0.00034061-0.00039364i,0.001373-0.00019463i,0.0016281-0.00028503i,0.00080941-0.00034713i,8.1404e-05-0.00024251i,-0.00043263+0.00013554i,6.947e-05+0.00087567i,-9.1025e-05+0.00089168i,-0.0011503+4.2253e-05i,-0.0016076+0.00011733i,-0.00082568-0.00019021i
-0.0016829-0.00093961i,-0.001989-0.00087349i,-0.0031886-0.0012409i,-0.0036111-0.00099389i,-0.0022874-0.00064471i,-0.00050621-0.00090914i,0.00051502-0.0010102i,-9.2176e-06-0.00086921i,-0.00024439-0.00023743i,-0.00044617+0.00028228i,-0.00029151-6.4257e-05i,0.00026451-0.00023692i,0.00050623-0.00045941i,0.00042879-0.00046554i,0.0001516-0.00021893i,-0.00014018+0.00015311i,-0.00027591+0.00030964i,-0.0008911+0.000579i,-0.001008-6.4287e-05i,-0.00070758-0.00043833i,-0.00063021+0.00032447i,-0.00061865+0.00035682i,-0.00054208+0.00020534i
-0.00028181-0.0018455i,-0.0011775-0.00072853i,-0.0016037-0.00047317i,-0.0012017+0.00083443i,-0.00095184+0.0016345i,-0.00038292+0.0014386i,0.00078967+0.00033266i,0.00094901-0.00010649i,0.00048555+0.00024815i,8.724e-05-0.00053347i,-0.0001546-0.0003568i,-0.00028149+0.00046558i,-0.00031096+0.0010721i,-0.00025815+0.00065484i,-0.00053408-0.00033722i,-0.00043215-0.00018706i,-0.00034494+0.0004971i,9.8739e-05+0.00050983i,0.00048858+0.0002387i,0.00029713-2.3752e-05i,0.00019975-0.00088896i,0.0003719-0.00065995i,4.2259e-05+0.000165i
0.00072048-8.405e-05i,-3.0981e-05+0.00010589i,0.00029065-0.00058305i,-0.00012976-0.00039697i,-0.0007358+5.926e-05i,-0.00058136-0.00044708i,1.4891e-05-0.00060289i,0.00012506-0.00064643i,-0.00022608+5.2558e-05i,-0.00037962+3.4524e-05i,-0.00014051-0.0002936i,0.00038805-0.00027145i,0.0011343-0.00030306i,0.0010009+0.000382i,0.00017541+0.00042794i,2.3736e-05+0.00017088i,-0.00057629+0.00014009i,-0.00078747+0.00051039i,8.4578e-05+0.00017162i,0.00012249-0.0005594i,-0.00030093-0.00017045i,7.7519e-05-0.00027118i,5.0906e-05-0.0008682i
-0.00037365+0.00041395i,-0.00025512+0.00037053i,-0.00026949-6.9513e-05i,-0.0004372+0.00033621i,-0.00028025+0.0010611i,0.00055858+0.00039541i,0.0010014-0.00035802i,0.0014413-0.00052884i,0.0011716-0.0007606i,0.00052063-0.00087852i,0.00014165-0.00085923i,0.00029009-0.00038779i,0.00095837+8.4262e-05i,0.0010279+9.0125e-05i,0.0004476+6.458e-05i,-0.00044801+0.00012609i,-0.00095186+8.3535e-05i,-0.00061904-0.00032347i,-0.00060911-0.0004159i,-0.00050313-0.00017096i,-0.00038583-0.00024279i,-0.00059983-0.00077107i,-0.00044504-0.00090919i
-0.00011102-0.0018577i,-0.00054707-0.0016948i,-0.0017695-0.0016372i,-0.0022203-0.00068053i,-0.0015756+0.0009845i,-0.00048932+0.0010975i,0.00030054+0.000261i,8.8599e-05-0.0002266i,0.0001016-0.0003734i,0.00036853-0.00028864i,-2.9051e-05-0.00042967i,5.6325e-06+4.8568e-05i,0.00049231+0.00056598i,-8.7221e-05+0.00022254i,-0.00023737+8.2267e-05i,-0.00042643+0.00062952i,-0.0011296+0.0009321i,-0.00077242+0.00085264i,-0.00047648+0.00081769i,-1.6817e-05+0.00034996i,0.0004943-0.0001836i,0.00014906+0.00029308i,-0.00055468+0.00052972i
-0.00051134+0.002274i,-0.00035404+0.0023849i,0.00012466+0.0025526i,-3.8318e-05+0.0031824i,-0.00019818+0.0027506i,0.00085154+0.0011162i,0.00091185-0.00075983i,-5.1616e-05-0.001151i,0.0001828-0.00025561i,0.00070472+0.00010129i,0.00031148-6.095e-05i,0.00053056+0.00034375i,0.00054366+0.00058237i,0.00013851+5.0003e-05i,0.00019582+5.8662e-05i,-0.00028321+0.00049129i,-0.00037205+0.00033874i,0.00043178-0.00028036i,0.0010655-0.000223i,0.00083159+0.00043161i,0.00075616+0.00061764i,0.00071066+0.00059195i,-0.00011613+0.00028773i
-0.00076376+0.0026805i,-5.6312e-05+0.0025355i,0.0010697+0.0022746i,0.0011335+0.0020036i,0.0013144+0.0015791i,0.0018403+0.00049476i,0.0014471-0.00010932i,0.00074533-0.00066678i,0.00065451-0.0002994i,0.00077248+0.00060344i,0.00081502-2.6031e-05i,0.00096459-0.00081518i,0.0014924-0.00022107i,0.0011672+0.00031079i,4.5623e-05-0.0002478i,-0.00033929-0.00057622i,-0.00014945-0.0010264i,-0.00069855-0.0013463i,-0.0006253-0.00029754i,0.00013042+0.0003989i,-0.00036497+0.00049745i,-0.00083138+0.00024143i,-0.00050074-0.0001619i
-0.00087848+0.00033442i,0.00023112+0.00019512i,0.00067941+0.00037699i,0.00084641+0.00054835i,0.00069047+0.00041824i,0.00064382-0.00074075i,0.0010859-0.0018114i,0.00099362-0.001752i,0.0013021-0.0014561i,0.0010753-0.0013117i,0.00015583-0.00078895i,0.00014061-0.00033396i,0.00074048-0.00086888i,0.00082578-0.0011569i,0.00016888-0.0011856i,0.00028918-0.00048352i,0.00097859+0.00037939i,0.00077484-0.00036147i,0.00015427-0.00053021i,-0.0006421-0.00027283i,-0.00058554-0.00031444i,0.00016245+5.8634e-05i,-6.8694e-05-0.00041564i
-0.00073071+0.00072556i,-0.0007655+0.0013573i,-0.0010905+0.0017684i,-0.00082133+0.0017696i,0.00043283+0.0011321i,0.00037452+0.00059574i,-9.3192e-05+0.00062379i,-0.00046788+0.00044164i,-0.00039767-7.8874e-05i,0.00023585-0.00071132i,0.00046699-0.001094i,-0.00019217-0.00042644i,-0.00058695+0.00051428i,-0.00014925+0.0006655i,0.00028946-6.3535e-05i,-0.00021557-0.00034585i,-0.0010795+0.00037751i,-0.0011228+0.00098884i,-0.0013329+0.00048367i,-0.0013711-0.00011991i,-0.00065458+0.00022959i,-0.00049937+0.00017746i,-0.0008716+0.00016635i
-0.0003524-0.0005943i,-0.00065832+0.00024344i,-0.001531+0.0010347i,-0.0022112+0.00091726i,-0.0020594+0.0011433i,-0.00059545+0.0015774i,-7.2725e-05+0.0007098i,-6.8981e-05-0.00011332i,-0.0001328+0.00027076i,-0.00043872+0.00024763i,-0.00078045+0.00025822i,-0.00010191+0.00050059i,0.0011223+0.0004505i,0.001056-0.00012007i,-1.885e-05-0.00065208i,-0.00048885-0.00060778i,-0.00026916-0.00019445i,-5.6815e-05+0.00022694i,0.00047202+0.00019076i,0.00023571+8.4239e-05i,-0.00044167-0.00015365i,-0.00084247-0.00069533i,-0.00079846-0.00068264i
0.0013517+0.00075689i,0.00089984-0.00058319i,8.9569e-05-0.0010491i,-0.00039892-9.8313e-05i,-0.00047071+0.00049989i,0.00051636+0.00076846i,0.0012708+0.0005001i,0.00089594-0.0001683i,0.0011344-0.0010578i,0.00061103-0.00089769i,-0.00075923+0.00027859i,-0.0010422+0.00079519i,-0.0002816+0.00018127i,0.00063698-0.0005414i,0.0005432-0.00055645i,-0.00020223-0.00035249i,-0.00020695-0.00033546i,-0.00055184+0.00033118i,-0.00088314+0.00045867i,-0.00081385-0.00020735i,-0.00071233-0.00021893i,-0.00053082-8.6249e-05i,-0.00089294-0.00050393i
7.394e-05+0.0016577i,-3.4261e-05+0.0020174i,0.00055471+0.0026821i,0.0011621+0.0025647i,0.001192+0.0013497i,0.0006835+2.9721e-05i,0.00050763-0.00041133i,0.00058865-0.00058168i,0.00088863-0.00014392i,0.00092125+0.00065229i,0.00077079+1.4974e-05i,0.00040896-0.00039405i,4.1191e-05-0.00026813i,0.00013319-0.00041784i,0.00060448-0.00088308i,0.0008712-0.00090606i,0.00029453-0.00047091i,-0.00034083-0.00026833i,-8.0376e-05-0.0001234i,-0.00034196+4.1631e-05i,-0.00077171-2.0961e-05i,-0.0007524-4.0627e-05i,-0.0004782-0.00035342i
0.0010088-0.00087811i,3.3864e-05-0.0013658i,0.00016273-0.001924i,-0.00073151-0.001928i,-0.0015096-0.0011272i,9.655e-05-0.00035522i,0.0012107-0.00046746i,0.0004209-0.0002605i,2.6603e-05-0.00047172i,8.0158e-05-0.0010821i,-0.00047588-0.00038601i,-0.00070843+0.0003816i,9.4832e-05+0.00036889i,0.00084553-0.00011148i,0.00038506-0.001156i,7.469e-05-0.00092862i,-0.00018311+0.00070309i,-0.00075236+0.0012408i,-0.00071835+0.00062383i,-1.6508e-05+7.5803e-06i,0.00052676-0.00048518i,0.00068679-0.00067391i,0.00033165-0.00038592i
-0.00076892+0.00010558i,-0.00091013+0.00035134i,-0.0018307+0.00076522i,-0.0019333+0.001437i,-0.00095883+0.0016914i,0.00042144+0.0012853i,0.0012949+0.00028228i,0.00056706-0.00053966i,-7.0602e-06-7.1048e-05i,6.0939e-05+0.00048074i,-0.00058463+5.7738e-05i,-0.00087832+3.3259e-05i,0.00019808+0.00059789i,0.0010374-5.9428e-05i,0.00071694-0.00031567i,-6.4084e-06+6.7275e-05i,-0.00024664-0.00016355i,0.00027362+0.00051331i,4.5639e-05+0.00055559i,-0.00035411-0.00035029i,-0.00012829-0.00094076i,-3.1447e-05-0.00085992i,-5.4351e-05-0.00039772i
0.00031436+0.0017789i,0.0010877+0.0015742i,0.0019936+0.0023717i,0.0019473+0.0031375i,0.0013629+0.0020605i,0.0011194-4.5581e-06i,0.00031167-0.0013901i,5.1556e-05-0.0016978i,0.00048241-0.00097273i,0.00074577+0.00044273i,0.00014628+0.00054127i,0.0003347-0.00072397i,0.00097659-0.00098737i,0.00099902-0.00055833i,0.00098809-0.00037865i,0.00060195-0.00076112i,-8.9436e-05-0.00073081i,-0.00066732-8.4978e-05i,-0.00044406+0.00084135i,-0.00043159+0.0013515i,-0.00043834+0.00072233i,0.00033028+3.6633e-05i,0.00072221+0.00018047i
0.00034155-4.7331e-05i,0.00034915+0.00025501i,0.00013387-0.0001558i,-0.0006966-0.00095186i,-0.0010336-0.00073816i,-9.8149e-05-0.0006209i,0.0007998-0.00075259i,0.00063108-0.00099499i,0.0007126-0.00085366i,0.00098281-0.00063395i,0.00048575-0.00087666i,-0.00018259-0.0011377i,0.00027963-0.00082908i,0.00062666-0.00068383i,0.0003676-0.00021256i,-0.00033177+0.00038873i,-0.0010277-0.0001752i,-0.0008522-0.00088744i,-0.00042838-0.00070929i,-0.00042287-0.00027039i,-0.00030803+0.0002696i,0.00033376+0.00078251i,0.00036488+0.00044707i
-0.00064202+0.00091566i,-0.001111+0.00081011i,-0.0017301+0.0016025i,-0.0016345+0.0019028i,-0.0003735+0.00048342i,0.00097193-0.00076585i,0.0014581-0.00058216i,0.0010661-0.00027635i,0.0006354+2.244e-05i,0.00058538+0.00082901i,-0.00021654+0.00060693i,-0.000274+0.00039452i,0.00030342+0.00088043i,-0.00055155+0.00034828i,-0.0008325-0.00012589i,0.0001675-6.3213e-06i,0.00014571-0.00028022i,0.00015101+0.00025211i,0.00042559+0.0010045i,0.00036328+8.9546e-05i,0.0010749-0.00086984i,0.0010421-0.00052257i,0.00032953-0.0002059i
0.00026237-0.0001839i,-0.0003532-0.00033704i,-0.0007252-0.00039186i,-0.001179+0.00029441i,-0.00022373+0.00092223i,0.0006662+0.00078333i,0.00020423+6.6757e-05i,0.00024959+0.00010973i,0.00042551+0.00027407i,6.9374e-05-0.00062979i,-0.00023329-0.0013181i,0.0003417-0.001035i,0.00052237-3.1981e-05i,0.00041241+0.00034249i,0.00079561-0.00037487i,0.00037883-0.00047982i,0.00039852-0.00020378i,0.00036623-6.1008e-05i,0.00039843-3.3602e-05i,0.00094459-0.00079313i,0.00030951-0.00075865i,-0.00034009-4.3214e-05i,-2.9135e-05-0.00015868i
-0.00069033-0.0012753i,-0.00024866-0.0014237i,-0.0019902-0.0017939i,-0.0030501-0.0014252i,-0.0017511-0.00030304i,-0.00035011+0.00048355i,0.00083977+0.00053197i,0.0013134-0.00016805i,0.00032226+1.0559e-05i,-0.00068051+6.8263e-05i,-0.0010634-3.4032e-05i,-0.0011378+0.00039614i,-0.00037204+0.00052454i,0.00091876-6.3144e-05i,0.001059+0.00017171i,0.00035786+0.00055774i,-0.00014307-0.00091684i,-0.00010639-0.0016494i,-0.00026473-0.0010458i,-0.00080478-0.00054442i,-0.00047402-0.00023107i,-0.00017751+0.00031046i,0.00011768+0.00050471i
0.00098844-0.0019149i,0.00049804-0.0016013i,-0.00057474-0.0017639i,-0.0013367-0.00020336i,-0.0012482+0.00045809i,0.00017654+0.00061449i,0.0010641+7.535e-05i,0.0014953-0.00051496i,0.0015254-0.00079357i,0.00076325-0.001081i,0.00081806-0.0003689i,0.00037214+0.00082792i,-0.00031089+0.00015147i,0.00046871-0.00073319i,0.00031571-0.00057107i,-0.0002283-7.7677e-05i,-0.000161-0.00024245i,-0.00059265-0.00074896i,-0.00091901-0.00015672i,-0.00046918+0.00019405i,0.0003645+8.8232e-05i,0.00078427-5.9763e-05i,0.00068949-0.00027731i
0.00045647-0.0014197i,-0.00032874-0.00082454i,-0.0012622-0.00047536i,-0.001694-0.00093267i,-0.00087149-0.00052733i,0.00044876+0.00025647i,0.00090179+0.00053691i,0.0009929-0.00010981i,0.0013134-0.0004214i,0.00095974-0.0005233i,2.8516e-05-0.00045474i,-0.00031256+0.00087269i,-0.0004312+0.0013755i,-0.00046679+0.00046865i,7.5752e-05+0.0007753i,-2.528e-05+0.00091519i,-0.00077773-0.00044359i,-0.0012449-0.00084876i,-0.00084544-0.00042917i,-0.00055843+0.00010889i,-0.00063274+0.0005792i,-0.00081323-1.1527e-05i,-0.00050428-0.00067932i
0.00099571-0.0012553i,-3.7579e-05-0.0024808i,-0.001503-0.0019102i,-0.002021-0.0015241i,-0.00099246-0.00017041i,0.00020632+0.0022031i,0.00058148+0.0016367i,0.00071724-2.9785e-05i,0.00033138-0.00054885i,-0.00010793-0.00051829i,-0.00086192-0.00037136i,-0.0011812-0.00027721i,0.00036023+0.00010664i,0.00080092+0.00023597i,-0.00060793-0.00019035i,-0.0015512-3.9043e-06i,-0.0013367+7.508e-05i,-0.00085728-0.00034249i,0.00022918-0.00036474i,0.00042817-0.00033919i,-0.00093428+0.00016631i,-0.0014197+0.00017804i,-0.00073318-2.0197e-05i
-0.00044273+0.00036527i,-0.00037399-0.00018693i,-0.00061873-0.00058482i,-0.00054767+0.00046918i,-0.00016243+0.00033176i,-0.00023651-0.00078417i,-5.8153e-05-0.0013968i,0.00022026-0.0018628i,6.3299e-05-0.00071147i,0.00024281-0.00012917i,0.00061619-0.00031595i,8.9418e-05-0.00066645i,-7.6596e-05-0.00081578i,0.00080019-0.00011653i,0.00046674-0.00013157i,-0.00047796-0.00026054i,-0.00020098+0.00075823i,-2.6641e-05+0.0013997i,0.00016018+0.0010918i,-0.00015194-0.00025219i,-0.00076043-0.0015781i,-0.00086381-0.00072913i,-0.00080001+0.00054401i
0.00043477+0.0013136i,0.0011575+0.0013894i,0.00061715+0.0025916i,-7.6611e-05+0.0035033i,0.00046967+0.0022562i,0.0011695+0.0011595i,0.0010815+0.0003506i,0.00065768+0.00039245i,-0.0001786+0.0012937i,-0.00021764+0.00086459i,0.00065316+0.00035572i,0.00033782-0.00016374i,0.00013186-6.873e-05i,0.0011683+0.00028549i,0.0012545+0.000222i,0.00065676+0.00072331i,-8.1933e-05+0.00078171i,-0.00063125+0.00048272i,-0.00033476+0.00024309i,0.00032069+0.0002076i,0.00065486+0.00024616i,0.00077138+7.3555e-06i,6.4968e-05-0.00012788i
-0.00059778+0.0012555i,-8.1207e-05+0.00156i,0.0004464+0.0012442i,0.00040118+0.0014034i,0.0011213+0.0016729i,0.0021213+0.00095724i,0.0022821-0.00025033i,0.0012584-0.00076561i,-0.00023114+0.00033008i,-0.00048624+0.00094941i,-1.8475e-05+0.00012116i,-0.00014684-5.1549e-05i,-0.00095011+0.00068468i,-0.0011394+0.0011471i,-0.0010384+0.00078992i,-0.00080868+0.00055111i,-0.00074975+0.00097616i,-0.00080398+0.00028884i,-0.00028409-0.00031778i,0.00014147-5.8864e-05i,0.0008918-0.00027841i,0.0012234-0.00044873i,0.001119-5.7287e-06i
0.0006624-0.0013857i,0.00046589-0.0017704i,-0.00015504-0.002419i,-0.0022232-0.0014316i,-0.0030887-0.00056359i,-0.0011585-6.7801e-05i,0.00041099-6.9159e-05i,0.001192-0.00072835i,0.001625-0.0010459i,0.0018384-0.001249i,0.0014797-0.0012166i,0.00084673-0.00035181i,0.0011393+0.00057915i,0.00076137+0.00068575i,0.00036951+0.00027838i,-0.00021602-0.000586i,-0.00058176-0.00087807i,-0.00060387-0.00022928i,-0.00068387+0.00021379i,-1.4428e-05+0.00016439i,0.0006427+0.00014499i,0.0010074+6.5947e-05i,0.00084837-0.00033802i
0.0007822+0.00015527i,-0.00036766+0.00018439i,-0.0012566-4.7897e-05i,-0.0017682+0.00041984i,-0.001034+0.00054036i,0.00013081+0.00042424i,0.0013267+0.00056294i,0.0009836+0.00022169i,0.00060095-0.0007713i,0.00088492-0.00094807i,0.00041613-0.00023221i,-0.00041389+9.5831e-05i,-0.00087017+0.00015249i,-9.8169e-05-0.00015057i,0.00010174-0.00055617i,4.1254e-05-0.00036866i,-0.00027432+0.00010216i,-0.00071695+0.00046902i,-0.00085573+0.0010221i,-0.00087643+0.00091525i,-0.00075806+9.7331e-05i,-0.00045557-0.00052486i,-5.5547e-05-0.00083632i
0.0014743-6.4927e-05i,0.0010286+0.00077566i,0.0010597+0.0010521i,-0.00010927+0.00052954i,5.4912e-06-0.00058551i,0.00066555-0.00095623i,0.0016634-0.00071277i,0.0015626-0.00046243i,0.00081915-0.00017052i,0.0010982+7.1964e-05i,0.00074098+6.4725e-05i,-0.00026151+0.00034093i,-0.00020853+0.0004837i,1.5264e-06+0.00017763i,-0.00035324-0.00036877i,-0.00053584-0.00015964i,-0.00028069+0.0004068i,-0.00038264+0.00037035i,-0.00083298-0.00055078i,-0.00092983-0.0014702i,-0.00042848-0.0011297i,-0.0001321-0.00061256i,-8.1007e-05-0.00066711i
-0.0004143-0.0021369i,-0.0014883-0.0014892i,-0.0028341-0.0019894i,-0.0033158-0.0015962i,-0.0027679-0.0004186i,-0.000788+8.2816e-06i,0.000789+0.0004942i,0.00095144+0.0009396i,0.00087962+0.0004129i,-0.00016306-0.00041331i,-0.0011216-0.00035542i,-0.0011043-8.0668e-05i,-0.00038772+0.00042933i,0.00020244+0.00051609i,-0.00023414-5.6288e-05i,0.0001607-0.00064178i,0.00020068-0.00062993i,-0.00021192+1.5073e-05i,-0.00044402+0.00040603i,-4.0017e-05+0.00068716i,0.00020074+0.00057782i,1.2662e-05-0.0004301i,-0.00019385-0.00069421i
0.00039358+0.00017062i,0.00057721+0.00026654i,0.0014813-0.00083059i,0.0011866-0.0020942i,0.00031878-0.0019608i,-0.00055759-0.0017242i,-0.00042891-0.001459i,1.8961e-05-0.001137i,0.00085215-0.00078351i,0.0014456-0.0003836i,0.00092547-0.00055542i,0.00022663+5.2414e-06i,0.00031198+0.00066334i,0.00041385+0.00056577i,0.00031841-2.0109e-05i,0.00022831-0.00050186i,-0.00064762-0.00089849i,-0.0011671-0.00025318i,-0.000162+1.6427e-05i,0.00059671-0.00089421i,0.00093011-0.0004044i,0.0010139+4.7407e-05i,0.0006716-0.00036503i
0.0023846-3.2977e-06i,0.001986-1.8115e-05i,0.0016532-0.00068584i,0.00081607-0.00061313i,-0.0010839+0.00022708i,-0.0023675+0.0012856i,-0.0016161+0.0012723i,-0.00037279+0.00033128i,0.0003116-0.00024118i,0.00051936-0.00062621i,-0.00023218-0.00083611i,-0.00010823-0.0009508i,0.00069226-0.0010075i,0.0002465-0.00091271i,-0.00011517-0.00067356i,-0.00052554-0.00059365i,-0.00034418-8.3866e-05i,-8.0836e-05+0.00058148i,0.00024814+0.00042496i,0.00015785+0.00029818i,0.00013912-0.00047822i,0.00014287-0.0010765i,-0.00031765-0.00041179i
-0.0013659+0.0012276i,-0.0016034+0.00076153i,-0.0017192+0.0015021i,-0.00066312+0.0018156i,-0.00021477+0.0014473i,-0.00046077+0.0011728i,-3.476e-05+0.00010807i,-0.00034476+0.000331i,-0.00064343+0.00024341i,-0.00033511-0.00018998i,1.5147e-05-0.00019215i,0.0001315-0.00027358i,0.0002023+0.0005829i,0.00035992+0.00064188i,0.00075696+0.00039739i,3.6882e-05+0.00052942i,-0.0010546+0.00020979i,-0.0011823+0.00027942i,-0.00062757+0.00092687i,0.00048503+0.0011115i,0.0012012+0.0012506i,0.00069706+0.0011986i,0.00016033+0.00034817i
0.00047873+0.0010168i,0.00076929+0.00062663i,0.0026406+0.00068639i,0.0026382-0.00024092i,0.0024971-0.00086139i,0.0016926-0.0010156i,0.00086379-0.00048669i,0.00096044-0.00021399i,0.0010815-0.00014548i,0.00087188-0.00013694i,5.2185e-05-0.00056775i,0.00024324-5.434e-05i,0.00061485+0.00018369i,0.00064048-0.00067701i,5.5865e-05-0.0010499i,-0.00034898-0.0012503i,0.00026335-0.00096274i,0.00039489+0.00028845i,0.00016044+0.00051519i,7.5942e-06+0.00013444i,-9.6125e-05+0.00028617i,-0.00040395-0.00018154i,-0.00069104-0.00046955i
-0.00084204-7.3363e-05i,-0.001065+0.00039237i,-0.0022954+0.00044184i,-0.0027647+0.0015845i,-0.002366+0.0025646i,-0.0014091+0.0022957i,-0.00018989+0.00063776i,0.00012564-0.00043373i,0.0003347-0.00055709i,0.00077042-0.00084312i,0.00073094-0.0013557i,0.000474-0.0013827i,0.00029207-0.00027217i,0.00039003+0.00061531i,0.00043278+0.00021914i,0.00060829-0.00048198i,0.00033268-0.00062075i,-0.00073363-0.00023913i,-0.00075583-0.00018777i,-0.00035517-0.00061519i,-0.00042283-0.00019412i,-0.00021523+0.0004469i,0.00029291+0.00063446i
0.00062451-0.0017077i,-0.00045539-0.0014527i,-0.0010247-0.0026615i,-0.0016964-0.0018821i,-0.0014691-0.00021593i,-0.00036234+0.000665i,-4.736e-05+0.00050366i,7.0299e-05+0.00020058i,0.00018314+0.00045052i,2.9582e-05-0.00071634i,0.00021817-0.0010384i,0.00020863-0.00010458i,4.5472e-05+0.00045913i,0.00023841+0.00027645i,0.00035254-0.00015575i,-0.00047344+7.9326e-05i,-0.0011875+0.00039228i,-0.0010407-0.00011844i,0.00017436-0.0001255i,0.0010046+0.00021528i,0.00060427+0.00031983i,0.00043099+0.00023642i,7.1821e-05+0.00055001i
0.00062552+0.00077536i,0.0006824+0.00039776i,0.0013791-0.00016552i,0.00076252-0.00084218i,-0.00032865-0.0011686i,-0.00011322-8.1524e-05i,0.00051589+0.00040631i,0.00084785+0.0004817i,0.00085543+0.00086198i,0.00039891+5.4149e-05i,0.00039551-0.00065237i,0.00032861-8.6389e-05i,9.6959e-05+0.00052353i,0.00019247+0.00054621i,0.00058286-0.00014213i,0.00020497-0.0005151i,-0.0003211-0.00041435i,-0.00060636-0.00012191i,-0.00098019-9.882e-05i,-0.00031891+9.1642e-05i,0.0005649+0.00042896i,0.00058169+0.00049643i,-0.00031485+0.00019639i
-0.0013757-0.00068794i,-0.0017879-0.00040749i,-0.0016524+0.00051633i,-0.0011769+0.0013659i,-0.00084114+0.00065138i,0.00010122+0.00026629i,0.00094945+0.00058144i,0.0012733+0.00024584i,0.00090042+0.00015782i,0.00049075-0.00059724i,0.0006954-0.001664i,0.00014376-0.0010316i,0.00028302-0.00035422i,0.0013847-0.00025017i,0.00094038-5.7844e-05i,0.00018608-0.00045613i,0.00044743-0.00035125i,5.5946e-05+0.00031939i,-5.4827e-05+0.0003754i,-2.4153e-06+8.139e-05i,0.0001715+7.5805e-05i,0.00043719+0.000173i,6.1873e-05-2.6473e-05i
0.0027451-0.0012725i,0.0013819-0.0019438i,0.0014164-0.0022098i,-0.00023533-0.0027119i,-0.0019789-0.002398i,-0.0013685-0.00088332i,8.8997e-05-0.00058865i,0.00024194-0.00099233i,0.00027799-0.00042374i,-0.00017689-0.00036208i,-0.00071441-0.0011134i,-6.3896e-05-0.00066401i,-7.5565e-05+1.0461e-05i,-0.00037518+7.5897e-05i,-0.00020105+0.00041339i,-0.00033343+0.00019411i,-0.00030468+2.9328e-05i,-0.00055085+0.00039788i,-0.00058775+0.00019121i,-0.00082518-0.00019907i,-0.00083954-9.0733e-05i,-0.00029727-0.00029174i,-0.00025819-0.00035951i
-0.0005876+0.0011943i,-0.0014522+0.0017414i,-0.00027503+0.0016175i,0.00023862+0.0015164i,-0.001007+0.0010444i,-0.00083821+0.00011886i,0.00019515+0.00026175i,1.8067e-05-0.00019228i,-2.4425e-05-0.00076735i,0.00031368-0.00062812i,0.00033395+5.407e-05i,0.00032532+1.1564e-05i,0.00064526-0.00022282i,0.00090127+7.5561e-05i,0.00041651+0.0001324i,0.00012662-0.00029955i,-0.00071105-4.5346e-05i,-0.0013481+0.00057427i,-0.00078904+0.00033028i,-0.00051413+0.00012662i,-0.0012368-0.00022162i,-0.00081441-0.00066576i,0.00033284-0.00078787i
-0.00034754-0.001195i,-0.00033451-0.0010783i,-0.00044016-0.0014234i,-0.0011963-0.00018283i,-0.0016852+0.0007179i,-2.1977e-05+0.00013123i,0.0011183-0.00053475i,0.0006244-0.00062641i,0.00013074-0.00052382i,-0.00034446-0.00030568i,0.00014177-0.00018297i,0.00014267-0.00025386i,-9.4774e-06+0.00014239i,0.0004804+0.00088957i,0.00043775+0.00044081i,-0.00010963+0.00024397i,-0.00042384+0.00071222i,-0.00037405+0.00059057i,-3.34e-05+0.00025866i,0.00010621-0.00012038i,-6.4188e-06-0.00012555i,0.00077702-0.00037978i,0.0011624+0.00021936i
0.00043849+4.4153e-06i,-0.00062105+0.00054158i,-0.001674+0.00073582i,-0.0014429+0.0005324i,-0.0016929+0.0009566i,-0.0013585+0.0018562i,0.00041299+0.0010619i,0.0014379-0.0003212i,0.001424-4.5709e-05i,0.00035185+0.00052923i,-0.0004487+0.00033601i,-2.7361e-05+0.00027256i,0.00079776+0.0007529i,0.00097969+0.00029908i,0.00092277-0.0004459i,0.00067161-0.00061335i,-0.00014157-0.00076009i,-0.00080533-0.00085606i,-0.00067079-0.0011518i,-0.00014189-0.0015037i,0.00079049-0.00058775i,0.00036757+1.9845e-05i,-0.00094304-0.00021126i
