-0.0014896+0.00091094i,0.0005037-0.0015612i,0.00032325-6.8071e-05i,0.00094988+0.0025787i,0.0017164+0.0044802i,0.0028435+0.0040897i,0.0030624+0.0024178i,0.0016171+0.0019799i,0.0010209+0.0013297i,0.0015046+0.00073395i,0.0011309-0.00052307i,0.00047008-0.0020601i,0.00032186-0.0015192i,-0.00020059-0.0010974i,-0.00076249-0.0009866i,-6.2883e-05-0.00060663i,0.00021502-0.00084949i,-0.00018565-0.00055461i,-0.00035825-0.00048066i,-0.00029373-0.00072148i,-1.5e-05-0.00051658i,0.00011831+1.3032e-05i,0.00022349-0.00031942i
0.00012075+0.00046171i,-4.5355e-05+0.0017329i,0.00074295+0.0025535i,0.00060191+0.0021799i,0.0010906+0.0012837i,0.0020759+0.0010069i,0.0015865+0.00057559i,0.00050082+0.00066861i,-0.00035508+0.00082454i,-0.00046984+0.00019731i,-0.000422-0.00023884i,-0.0010711+0.00010543i,-0.0010357+0.00012065i,-0.00027478+6.4656e-05i,-0.00049223+9.6141e-05i,-0.00080667+0.00047523i,-0.00026492+0.00075828i,0.00070929+0.00038386i,0.00052449-1.4994e-05i,-0.00098209+0.00022737i,-0.0012072+0.0006557i,2.081e-05+0.00073549i,0.00070351+0.00024771i
0.0004576-0.00032144i,0.00030986-0.00063486i,0.0002492+1.5136e-05i,0.00033148+0.00057713i,0.00061129+0.00030805i,0.00050259+0.00026439i,0.00069239+0.00081172i,0.0010262+0.00050793i,0.00065268+0.00016048i,0.00077552-0.00047611i,0.00058691-0.0012529i,-1.539e-05-0.00071757i,2.3681e-05-0.0002355i,0.00059582-0.00026439i,0.00097651+0.00035874i,0.00053501+0.00081355i,-0.00023472+0.00047666i,-0.0010253+0.00047062i,-0.00073226+0.00069148i,0.0002317+0.00069294i,0.00042215+0.00035125i,-0.00018707-0.0002504i,-0.00086763+0.00014103i
9.2868e-05+0.00074759i,0.0011789+0.0014974i,0.0012147+0.0015801i,0.0014789+0.0016027i,0.0014732+0.0019356i,0.00090389+0.0013412i,0.0012483-5.3821e-05i,0.001526-0.00052812i,0.00060808+0.00018779i,-3.7655e-05+0.0006665i,1.7344e-06+0.00076222i,0.00017792+0.00080882i,0.00022851+0.0005459i,-0.00059844-0.00055946i,-0.00073619-0.0010677i,0.00014525-0.00025211i,0.00042462+0.00023394i,0.00034176+0.00027949i,0.00043073+0.00026825i,0.00087152+0.00026169i,0.00063588-0.00048422i,-2.6707e-05-0.0010229i,1.9807e-06+4.3131e-05i
-0.00059218-0.00026414i,0.00047958-0.00022066i,0.0013567+0.00064535i,0.0016324+0.0013801i,0.0020562+0.0017279i,0.0019198+0.0013347i,0.0017382+0.00074194i,0.0013269+0.00026526i,0.00068756+0.0005297i,0.00065474+0.00076295i,0.00025764+0.00051804i,-0.0003978-0.00024654i,-9.7495e-05-3.9378e-05i,-0.00038331+0.00041904i,-0.0011727+6.9263e-05i,-0.00012491-0.00012115i,0.00052666+0.00025402i,-0.00026744+0.00054792i,-0.00034996-4.1152e-05i,0.00018748-0.00042354i,0.00051642-0.00024487i,0.00047198-0.00029835i,2.1186e-05+1.0258e-05i
7.0943e-05-0.00039393i,-0.00056223+0.00051817i,-0.00091192+0.0002247i,-0.00042457-0.00028853i,0.00038821+0.00054748i,0.00089261+0.0012992i,0.0016994+0.00070126i,0.0023662+0.00020528i,0.0018801+1.0838e-05i,0.00022545-0.00040677i,-0.0007722-0.00080331i,-0.00046712-0.00020217i,-0.00035343+0.000599i,-0.00019034+0.00077562i,8.4995e-06+0.00046411i,-0.00037525-0.00022314i,-0.00010384+0.00013627i,-5.1437e-05+0.00060844i,6.1144e-05+0.00054912i,0.00071233+0.00033984i,0.0012293+1.3594e-05i,0.00038707-2.1159e-05i,-0.00011108+0.00022234i
0.00010958-0.00097844i,-0.0016455+0.00061914i,-0.0020849+0.00072095i,-0.0012869+0.0010688i,-0.00047336+0.00098928i,0.00044628+0.0012603i,0.0010781+0.00095185i,0.0013306+0.00094693i,0.00096995+0.001485i,2.3639e-05+0.0013028i,-0.00017227+0.0011729i,0.00032462+0.00087605i,0.00032583+0.00062084i,2.2913e-05+0.0005826i,3.6448e-05+0.00041953i,0.00015845+0.00025569i,0.00023012+0.00017999i,-0.00012423+0.00022581i,-0.00015981+2.2416e-05i,8.98e-05+0.00043367i,0.0003286+0.00073807i,0.0010136-0.00011272i,0.00035096-0.00054021i
-6.3116e-05-0.0015577i,0.00094831-0.0012928i,0.0017531-0.0013167i,0.0017143-0.00055266i,0.0011754+0.001148i,0.0011496+0.001756i,0.0016975+0.0021734i,0.0015383+0.0013183i,0.00043349+8.8234e-05i,0.00023225-5.5706e-05i,0.00047846-0.00027745i,0.0001599-0.0007614i,0.00062011-0.0010822i,0.00070314-0.00037981i,0.00024522+0.00060805i,-0.00013073+0.0011839i,-0.00033851+0.00072592i,4.8907e-05-0.00028287i,0.00067696-0.0010932i,0.0007618-0.00064417i,0.0002416+0.00023438i,7.9571e-05+0.00046496i,-0.00018066-0.00020869i
0.00090968+0.00043764i,0.0015547+0.0017377i,0.00219+0.0021048i,0.0020601+0.0015284i,0.0027701+0.00052945i,0.0026083+0.0011793i,0.0016142+0.0017454i,0.00092922+0.0012492i,0.00025408+0.00085965i,0.00044523+0.00042606i,2.9793e-05+0.00024758i,-0.00082343+4.8074e-05i,-0.0010237-0.00046514i,-0.00088087-5.2056e-05i,9.9471e-05+7.7549e-05i,0.00092953-0.00041653i,0.00081307-0.00050295i,0.00050318+9.6627e-05i,2.3193e-05+0.00083577i,0.00013012+0.00070791i,0.00055172+0.00012518i,0.00057971-0.00015944i,0.00073442-0.00021758i
0.00034211+0.00098558i,-0.00068655+0.00042107i,-0.00012337+0.00048275i,0.00025549+0.00087086i,-0.00011368+0.0012702i,4.6286e-07+0.0012073i,0.00028994+0.00052105i,0.00054216+0.000419i,0.00045092-0.00017739i,0.00025218-0.00053993i,-4.5815e-05-0.00060946i,-0.0006747-0.0012298i,-0.00044723-0.001773i,0.00046816-0.00036093i,0.00044087+0.00076772i,0.00065636+9.8249e-05i,0.0012526-0.00042178i,0.0011587-0.00017295i,0.00031167+0.00021199i,5.1319e-05-3.1562e-05i,0.00044736+3.964e-05i,0.00058025-0.00038485i,0.00011839-0.00077673i
-0.00021706-0.00025228i,0.00076776+6.6339e-05i,0.0010189+0.00010966i,0.0014704+9.441e-05i,0.0022421+0.00025489i,0.0017753-0.00026901i,0.00088543-0.00064591i,0.00061196-0.00036463i,0.0009168-0.00025112i,0.00087662-0.0006486i,0.00010397-0.0002598i,-0.00059539+0.00043079i,-0.00023922+0.00093906i,0.00016177+0.00075641i,-0.00051166+0.00015565i,-0.0010475+0.00054022i,-0.00065113+0.00066344i,-0.00058228-8.638e-05i,-0.00081597-0.00053929i,-0.0013006+0.00015695i,-0.00090683+0.00070417i,2.9955e-05-0.00013886i,0.00025913-0.00089878i
-0.00012914+4.859e-06i,-0.00013616+0.0013548i,-0.00020838+0.00084566i,-9.1326e-05+0.00018443i,-1.3144e-05-1.3308e-05i,0.00066314+9.6056e-05i,0.0010697+0.00084826i,0.0003349+0.00058509i,-5.5593e-05+0.00018449i,0.00058726+0.00010742i,0.000183+7.7649e-05i,0.00013155+7.6363e-05i,0.00045578+0.00053895i,0.00040335+0.00092183i,-1.0552e-05+0.00053022i,-0.00018403+0.00026783i,0.00019831+0.0006082i,-6.6169e-05+0.00037898i,-0.00067907+9.4607e-05i,8.0576e-06+0.00027544i,0.0010082-0.0003808i,0.00084581-0.00057346i,-0.00022711+6.1932e-05i
-0.00046125+0.0016678i,-0.00012163+0.0018853i,0.00057071+0.0020449i,0.0015039+0.001978i,0.0027854+0.0025842i,0.00243+0.0023754i,0.0018234+0.00059117i,0.0013954-3.6856e-05i,2.9454e-05+0.00055765i,-0.00038773+0.00079868i,0.00040808-9.5965e-05i,0.00061249-0.00094509i,0.0006345-0.00062925i,0.00032731+0.00023671i,0.00057382+0.0010249i,0.0002984+0.0014153i,-0.00030841+0.00095971i,-0.00049161+0.00029294i,-0.0006277+0.00021443i,-0.00029185+0.00014574i,-0.00023441-0.00049712i,-0.00054651-0.0012148i,-0.00022454-0.0010831i
0.00066856-0.0018233i,0.0010033-0.0024735i,0.0013291-0.002438i,0.00052313-0.0014327i,-0.00033385-0.00037343i,-0.00020542+0.0014892i,0.00042726+0.0015161i,0.00017819+0.00072094i,-0.00076657+0.00086335i,-0.00092404+0.00037646i,-0.00028035-0.00047759i,2.657e-05-0.00057496i,0.00029106-0.00043646i,0.00074902+0.00034362i,0.00042355+0.00061631i,0.00022345+0.00067139i,0.00057165+0.00096364i,0.00057103+0.00068458i,-9.0952e-07+0.00059367i,-1.3753e-05+0.00012991i,0.00062711+2.8439e-05i,0.0005669+0.0008769i,-1.6939e-05+0.00043796i
0.0014146-0.0015103i,0.0021817-0.00095817i,0.002721-0.0010417i,0.0025244-0.00030818i,0.0014235+0.00093417i,0.00095678+0.00083721i,0.0010937+0.00086215i,0.0010281+0.00096638i,0.00079826+0.00024786i,0.00021334+2.6497e-05i,0.00010054+0.00039483i,1.8128e-05+0.00090813i,-0.00032176+0.00068565i,-0.00050424+8.5826e-05i,-0.00040414+9.684e-05i,0.00025364+0.00013951i,-4.8755e-05+0.00060329i,-0.00022763+0.00074074i,0.00012536+0.00019402i,-0.00040361-0.0007362i,-0.000585-0.0012161i,0.00068169-0.00097386i,0.0012708-0.00030856i
0.00030745+0.001489i,-0.0004051+0.0019264i,0.00013914+0.0018811i,0.00063743+0.00095117i,0.0010441+5.9391e-05i,0.0013199+4.3309e-05i,0.0011317+0.00037128i,0.00085705+0.00029996i,0.00042623+0.00030677i,0.00062224+4.1445e-05i,0.0012062-0.00011812i,0.00086501+0.00024281i,0.0006382+0.00031564i,0.00034037+0.00089539i,-0.00013034+0.00087718i,1.7499e-05+0.00092603i,0.00069388+0.0011599i,0.0009514+0.0007595i,0.00044993+0.00069964i,0.00021868+0.00078241i,-0.00012563+0.00041569i,-0.00045351+0.00016294i,-0.00056141+0.00030794i
-0.00012798+0.00026393i,-0.00024732+0.0012857i,0.0011907+0.0010371i,0.0025715+0.0010838i,0.0028208+0.0015601i,0.0020637+0.0017135i,0.0013446+0.0018318i,0.0013296+0.0011915i,0.00072549+2.3325e-05i,0.00014571-0.0004581i,-0.00029553-0.00025018i,-0.00038487+0.00043737i,-0.00036564+0.0012475i,-0.00037137+0.001082i,-0.00047315+0.00062898i,-7.7885e-05+0.00017872i,0.00055768-3.2657e-05i,0.000449+0.00046043i,-0.00054856+0.00062484i,-0.00083192+0.00046556i,-0.00012994+0.00016614i,0.00075741+4.4872e-05i,0.00090219+0.0002287i
0.00096567+0.00037262i,0.00043293+6.0577e-05i,0.00037889+0.00043843i,0.00093425+0.00091943i,0.0010535+0.0015722i,0.00050343+0.0021291i,0.00013794+0.0016533i,-1.9979e-05+0.0010943i,0.00072637+0.00055614i,0.0007105+0.0003182i,-3.2407e-05+0.00015808i,0.00056138+3.4129e-05i,0.00055131+3.5624e-05i,1.0996e-05+0.00036799i,-3.5604e-05+0.0012518i,-0.00020722+0.0016573i,0.00014154+0.00053826i,0.00025347+0.00020797i,0.00056611+0.00060584i,0.00065739+0.00010282i,0.00012016-0.00046462i,0.00028815-0.00041548i,0.00027051-0.00016305i
0.0018559-0.0014071i,0.0015119-0.00013979i,0.00068141+0.00069702i,0.00022865+0.0012002i,6.4929e-05+0.0014416i,0.00035892+0.001637i,0.001665+0.0013447i,0.0019346+0.00038126i,0.00087486-0.00051529i,-0.00031511-0.00064542i,-0.0001999-0.0011301i,-0.00018126-0.0016877i,-0.00021595-0.0014007i,0.00015572-0.00039201i,-9.7365e-05+8.4493e-05i,6.1465e-05-0.00025318i,0.00048763-0.00034535i,0.00055205-0.00075604i,0.00052428-0.00064394i,0.00021306+0.0003185i,-0.00043487+0.0013731i,-0.00040374+0.0013914i,-0.00052218+0.00074808i
-0.00089231-4.091e-05i,-0.0010483+0.00084642i,-0.0012828+0.00061348i,-0.0012697+4.8874e-05i,-0.00071593+0.00085798i,0.00020473+0.0019486i,0.00043806+0.0018219i,0.00093146+0.0013572i,0.0012505+0.0011147i,0.00023423-0.00048605i,-9.3776e-05-0.00074411i,-6.5256e-07+0.00024808i,-0.00031434+0.00039795i,-4.2536e-05+0.00072888i,0.00078503+0.00091907i,0.0012001+0.00089288i,0.00057626+0.00080104i,-0.00032767+0.00014968i,-0.0001366+7.5885e-05i,-0.00017797+0.0001152i,-0.00024716+4.2129e-05i,0.00025964+0.00082605i,-0.00023597+0.00063922i
0.0011709-0.00049857i,0.0014894-0.0010059i,0.0022408-0.00080904i,0.0023283+3.3454e-05i,0.0018216+0.00094721i,0.0017994+0.00081239i,0.0012061-9.4939e-05i,0.00048401-6.5819e-06i,0.00035579+0.00038952i,0.00067415+0.0003989i,0.00033157+0.00014051i,-9.0617e-05+2.2963e-05i,-8.831e-05+0.00058967i,0.00028781+0.00032082i,6.0853e-05+6.4521e-05i,0.00048318+0.00061288i,0.0006802+0.00050376i,-0.00016848-5.7111e-05i,-0.00046777+0.00056047i,-0.00047618+0.00040055i,-0.00024971-8.8149e-05i,0.00048125-0.00057872i,0.0013742-0.00099487i
0.00057179+0.00093602i,-8.2433e-05+0.00094316i,0.00094524+0.00047778i,0.0010857+9.2234e-05i,-0.00012943+0.00015137i,-0.00014029+0.0005119i,0.00088714+0.0013974i,0.001429+0.0012588i,0.00081381+0.00033836i,0.00059163-0.00046805i,0.00084036+6.3658e-05i,1.0611e-05-0.0002158i,-0.00020107-0.0012321i,0.00044628-0.0006912i,-0.00044398+0.00055597i,-0.00089532+0.00072172i,-3.0092e-05+0.00037887i,0.00044102+5.5054e-05i,0.00057816+0.00059381i,0.00033363+0.00017521i,0.0003547-0.00050058i,0.00030541-0.00047496i,-8.7451e-05-0.00068016i
-0.00016308-0.00045974i,0.0010592-0.00019046i,0.0019868+0.00019659i,0.0028548+0.00049234i,0.003178+0.00077627i,0.0022307+0.0010466i,0.00093072+0.0011776i,0.00050083+0.00070498i,0.00059436+0.00070314i,0.00061329+0.00050635i,0.00071167-1.0117e-05i,0.00051914+0.00057401i,0.00027704+0.0007237i,0.00061881+0.00039261i,0.00064701-5.1801e-05i,-0.00041984-0.0006508i,-0.00068721-0.00049101i,-0.00047032-0.00025108i,-0.00066413-0.00063733i,-0.00064368-0.00016748i,-0.00067028+0.00025172i,-0.00049891-0.00025004i,0.00025305-0.00053862i
-0.0013437+0.00028155i,-0.0024239+0.00053947i,-0.0020481+0.0016887i,-0.00052803+0.0020515i,0.00049574+0.0018144i,0.0012928+0.00082652i,0.0026825-0.00020856i,0.0026687-1.7297e-06i,0.0012181+0.00048196i,0.00021755-0.00023236i,-0.00010666-0.0002354i,-0.00061383+0.00078455i,-0.00057182+0.0011213i,-0.00027636+0.00096243i,-3.9137e-05+0.00067743i,0.00035369+0.00082322i,0.00030332+0.00068794i,3.4831e-06+0.00038671i,0.00030263+2.2576e-05i,6.6212e-06+0.00044512i,-0.00027822+0.00077387i,-9.9018e-05+0.00071184i,-0.00030044+0.00013925i
-0.00062015+0.00096515i,-0.00054016+0.00032089i,0.0013382+0.00031823i,0.0028378+0.00066011i,0.0026367+0.00077582i,0.0012338+0.00076586i,0.00050612+0.00026501i,-0.00016963-0.00010546i,-0.00016868+0.00025922i,0.00037385+0.0011728i,1.5055e-06+0.00086017i,-0.00019526+0.00027911i,0.00024299-9.1537e-06i,0.00045445-0.00050464i,0.00066727+0.00010301i,0.00076074+0.00058362i,0.0001215+0.00079198i,0.0001307+0.0011945i,0.00042105+0.00090203i,0.00072068+8.0698e-07i,0.00062273-0.00063977i,0.00057194-0.00038881i,0.00033778-0.00024897i
-0.0013625-0.0010108i,-0.00062378-9.8304e-05i,8.8558e-05+0.00087337i,0.00017455+0.0022169i,0.00023074+0.0021341i,0.0011317+0.001449i,0.00096009+0.0011162i,0.00014147+0.00062279i,-0.00024685+0.00033675i,-0.00061675-0.00033539i,-0.00058198-0.0010017i,-0.0002246-0.00090358i,0.00047465-0.00011141i,0.00058637+0.00066698i,-2.9467e-05+0.00086866i,-8.0948e-05+0.00039002i,0.00037081-5.6166e-05i,0.00054407+0.00041833i,0.00060151+0.00036377i,0.00031581-0.0004404i,-0.00036717-0.00089764i,-0.00017673-0.0008164i,0.00034278-0.00051638i
0.0014058-0.00041024i,0.0016747-0.00046509i,0.001983-0.00076255i,0.0020452-0.0010434i,0.0011418-0.00058695i,-0.00017583-0.00012386i,0.00072218-9.3424e-05i,0.0014243+7.7072e-05i,0.00052634+7.0545e-05i,0.00022915-0.00034758i,-2.3214e-07-0.00034502i,-0.00021998-0.00049556i,0.00020789-0.00070549i,0.00081289-0.00021235i,0.0010517+0.00024785i,0.00074255+0.00020429i,0.00062257+0.00073831i,0.00077703+0.00030089i,0.00085638+0.0002619i,0.00037895+0.00096934i,0.00041206+0.0008501i,0.00024558+0.00095112i,-0.00019345+0.0010723i
-0.0017122-6.5252e-05i,-0.0017124-0.000305i,-0.0011977-0.00012558i,0.00012601+0.0012208i,0.0014208+0.0017992i,0.0022711+0.0017145i,0.0015454+0.0014949i,0.00017714+0.00065714i,0.00025503-0.00028434i,0.0003766-0.0005561i,-0.00024039-0.0003921i,3.3532e-05-0.00032254i,0.0007086-0.00040223i,0.00069987-0.00038729i,0.00037937+0.00010309i,-0.00023585+3.1794e-05i,-0.0013401-0.00010472i,-0.0011034+0.00032035i,-0.00058166-8.9802e-06i,-0.00048085-9.52e-05i,-0.00010058+0.00037877i,0.00024683+0.00040054i,0.00060945+5.7458e-05i
-0.0011599-0.001174i,3.9205e-05-0.0017992i,0.0011237-0.0010021i,0.00093703+0.00032036i,0.00071254+0.0014662i,0.0013558+0.0016045i,0.0016505+0.00081638i,0.0010699+0.00028347i,0.00049711+0.00030687i,-4.5481e-05+0.00023133i,-0.00095252+0.00059204i,-0.00089395+0.00082709i,-0.00063178+0.00063273i,-0.00054674+0.00044428i,-3.6104e-05+0.00015043i,-0.00091749-2.7673e-05i,-0.00097833-7.5738e-05i,0.00010178+0.00035179i,0.00021077-6.5988e-05i,-0.00040588-0.00037508i,-0.00049692-0.00068329i,-0.00075981-0.00069243i,-0.00088344+6.0022e-05i
0.0012418+0.00080638i,0.0012212+0.00065476i,0.0017006+0.0016255i,0.0013897+0.0017952i,0.0010326+0.00068619i,0.0014995-0.00033301i,0.0017441-0.0005694i,0.0017234-0.00031288i,0.0014889-0.00040231i,0.0011892-0.00025135i,0.000713+6.5759e-05i,7.1213e-05+0.00010721i,-0.00027002-0.00031608i,7.1435e-05-0.00034403i,-0.0002542-4.0958e-05i,-0.00035094+0.00040666i,0.00055127+0.00029425i,0.00037998+0.00059232i,-0.00034483+0.00088789i,-0.00093352+0.0008873i,-0.0010118+0.00050104i,0.00036353+0.00024999i,0.00037253+4.6449e-05i
-0.00027001+0.0014697i,-0.0013379+0.0016473i,4.49e-05+0.0019728i,0.0018492+0.00037431i,0.0025028-0.00014844i,0.0016924+0.00048392i,0.00034989+0.00060089i,0.00011989+0.00051577i,0.00014268+0.00037687i,0.00041581-0.00017127i,0.00055316-0.00033269i,-0.00041788+0.00031488i,-0.0010397-0.00057221i,-0.00165-0.00079792i,-0.0018716+1.5086e-05i,-0.0007731+2.8722e-05i,0.0003185+0.00016671i,0.00021502+0.00055294i,-0.00049854-9.7812e-05i,-0.00085002-0.00078841i,-0.00045108-0.00036613i,0.00023513+1.97e-05i,0.0002339-0.00047041i
0.00034913-2.742e-05i,0.00023002+0.00026407i,-0.00046306-0.00033595i,-0.00017607+1.5511e-05i,0.00056282+0.00047273i,0.0001479+0.00085684i,0.00053228+0.00063709i,0.0014795+4.5922e-06i,0.00067167-0.00053316i,-0.00013538-0.00064965i,-0.00020117-0.00043811i,-0.00035697-0.00019677i,-0.00059593+0.00057681i,-0.0006394+0.0013653i,-0.00019497+0.00095225i,0.00029639+0.00029101i,0.00025103+0.00063832i,0.00048028+0.0010397i,0.00047303+0.00096876i,0.00022159+0.00079095i,0.00057612+0.00043754i,0.00087335-6.7594e-05i,0.00098602-0.00048459i
-0.00022706+0.00063066i,0.001373+0.0016023i,0.0020098+0.00091757i,0.0014826+6.5225e-05i,0.001423+0.00074009i,0.0020756+0.0016457i,0.002055+0.0017488i,0.0020256+0.0006177i,0.001064-0.00053267i,-1.5731e-05-0.00058171i,-0.00019394-0.00029171i,0.00017795+0.00064203i,0.0001296+0.0011034i,-0.00022793+0.00053506i,2.8441e-05+4.8847e-05i,0.00064677-3.8724e-05i,0.00086133-0.00021298i,0.00046124-0.00014036i,-0.00050282-0.00040992i,-0.0004655-0.00026485i,0.0003063+0.00023509i,0.00055766-0.00030725i,0.00013857-0.00068289i
-0.0010376-0.00027631i,-0.0005681+0.00021776i,0.00027184+0.00014322i,0.00025829-0.00027991i,-2.4117e-05-5.203e-05i,0.00051815+0.00040045i,0.00095285+0.00080664i,0.00052687+0.00046721i,2.649e-05-5.3477e-05i,-0.00027525+0.00013964i,-0.00020481+0.00046417i,0.00061283+0.00068717i,0.0004074+0.00016226i,-0.00058222-0.00032176i,-0.00059006-0.00034745i,0.00027207-0.00027448i,0.00029135-5.1927e-05i,-0.00013291-0.00029366i,-0.0001356-0.00037761i,-7.2803e-05-0.00032899i,-0.00015186-6.9447e-06i,0.00019346+0.00084517i,-5.4242e-05+0.0011207i
-0.00013463-0.00033866i,0.0014998+0.00067223i,0.0020491+0.0016139i,0.0019368+0.001974i,0.0016139+0.0024648i,0.0012196+0.0027585i,0.00092499+0.0018583i,0.0013326+0.0012677i,0.00074241+0.00065191i,-0.00040607+2.2697e-05i,-0.0010041+0.0003414i,-0.00087077-2.4126e-05i,-0.00034231-0.00029235i,-0.00036229-5.5947e-05i,-0.00071215+0.00025334i,-0.00026307+0.00055993i,0.0008674+0.00058091i,0.00080337+0.00075415i,-1.3341e-05+0.00062928i,-0.00011257+0.00035686i,-0.00043521+0.00037869i,-0.00066335+0.0002201i,-0.00096237+9.451e-05i
0.0011664+0.0019653i,-7.7409e-05+0.0016617i,0.00071999+0.00067482i,0.0013815-0.00035229i,0.0016111+2.6198e-05i,0.0012336+0.00050902i,0.00078803+0.00029294i,0.00032068-0.00036185i,0.00026323-0.00060477i,0.00085482-0.00052313i,0.00039388-0.00024234i,-0.0004308+0.00034728i,-0.00079246+9.9128e-05i,-0.00052547-0.00063782i,-1.8885e-05-0.00072518i,0.00018615+0.00015608i,0.00017462+0.00075471i,-0.00015695+0.00047317i,-0.00073754+0.00050172i,-0.00076773+0.00079485i,-0.00027774+0.00067158i,1.1848e-05+0.00065049i,-0.00012574+0.0008013i
-0.0010923-0.00078261i,-0.0013555-0.00082444i,-0.0005316-0.00067879i,0.00042185-0.00079544i,0.0012353-0.00014059i,0.0017103+0.000662i,0.0010944+0.00069532i,0.00021236-8.9193e-05i,0.00010038-0.00063091i,0.0009771-0.00082176i,0.00031481-0.00050885i,-0.00093515-6.0491e-05i,-0.00052453-0.00056432i,-0.00020439-0.00052834i,-0.00022229+0.00038499i,-0.00045389+0.0006635i,-0.0010423+0.00065187i,-0.0010024+0.00047088i,-0.00026044+0.00037872i,-2.3451e-05+0.000726i,0.000522+0.00072527i,0.00073641+0.00050708i,-0.00013818+1.7928e-05i
0.0019884-0.00047829i,0.0014391+0.00099834i,0.0018402+0.00055357i,0.0018745-0.00054029i,0.00096259-0.00032775i,0.0016523+0.00029566i,0.0019928+0.0004453i,0.0009386+0.00028703i,-4.5912e-05+0.00048421i,-0.00023904-5.4813e-05i,7.8889e-05-0.00056543i,0.00045108-0.0002211i,0.00047688+0.00060092i,-2.7506e-06+0.00041259i,-0.00070658+0.00021603i,-0.00084161+0.00099956i,-0.00062774+0.0018357i,-0.0005016+0.0023521i,-0.00018451+0.0020388i,0.0006168+0.0013458i,0.00064583+0.00058026i,-8.5274e-06-0.0001422i,-8.8251e-05+3.7112e-06i
0.00022817+0.0013131i,-9.2088e-05+0.001692i,0.001014+0.0010493i,0.00091056+0.00033737i,0.0010456+0.00053282i,0.0011979+0.00070509i,0.00061957+0.00097538i,0.00090963+0.0014058i,0.00053504+0.00098893i,7.7717e-05+0.00038152i,-0.00014595+0.00031913i,-0.00023233-0.0002506i,0.00067403-0.000391i,0.00063762+0.00039776i,-0.0001215+0.00032292i,-0.00049165+0.00037158i,6.1937e-05+0.0011716i,0.00096909+0.001385i,0.00066712+0.00067149i,0.0006029+5.9291e-06i,0.00027684+0.00026486i,-0.00034723+0.00028872i,-0.00027224-2.8988e-06i
0.00059271+0.00087884i,0.00051295+0.001143i,-2.3623e-05+0.0021147i,-0.00021897+0.0024764i,0.0013303+0.0015349i,0.0025845+0.00060271i,0.0023406+0.00035058i,0.0017607+0.00038337i,0.00099109+0.00013194i,0.00063125-0.0003002i,0.00052439-0.00073005i,0.00063711-0.0012446i,0.00033641-0.00085083i,0.00014192+7.2845e-05i,-0.00037733+0.00026731i,-0.0015847+0.00015901i,-0.0012742+0.00038957i,-0.00030203-0.00018776i,-0.00039383-0.00070593i,-0.00060874-0.00014006i,-7.6727e-05+0.00051737i,-0.00027671+0.00047054i,-0.00083187+0.00017849i
0.001314+0.00053557i,0.0011124+0.00027306i,0.00055667+0.00047574i,0.00036587+4.8382e-05i,0.00064368-0.00055921i,0.00096347+0.00040505i,0.00073993+0.00013726i,-0.0001109-0.00033228i,-0.00077322+3.099e-05i,-0.00031647-0.00063673i,-0.00013629-0.0010522i,-0.00059991-0.00084982i,-0.00084443-0.0008184i,-0.00070999-0.00050441i,-0.00078296+0.00011785i,2.2392e-05+0.00025256i,0.00088801-0.0004968i,7.1621e-05-0.00068501i,-0.0003498-0.00065858i,-0.00012973+0.00026855i,0.00022956+0.00069997i,0.0002129+0.00010497i,0.00031544+0.00032666i
0.0013152-0.00074611i,0.0011288-0.00020423i,0.001016-0.00025797i,0.001848-0.0011423i,0.001645-0.00049473i,0.0012287+0.0011306i,0.0012632+0.0010303i,0.00083377+0.00056394i,0.00021154+0.0011891i,0.00032345+0.00077081i,0.00043831+0.00019753i,-3.3902e-05+0.00031465i,-0.0007526+0.00025555i,-0.0013554+0.00026501i,-0.0014518+5.0858e-05i,-0.0010498-0.00015078i,-0.00047535+0.00048295i,-0.00014386+0.00019301i,-0.00034713-0.0010934i,3.2923e-05-0.00053281i,0.0010803+0.00038798i,0.00088137+6.6987e-05i,0.00012674-0.00030764i
0.0007347+0.00083662i,0.00056702+0.00089598i,0.0011727+0.0010293i,0.0011717+0.0015448i,8.0288e-05+0.00075439i,-0.00036727-0.00014252i,0.00061938+0.00022527i,0.0010723+0.000144i,0.00060974-0.00080057i,0.00024627-0.0011113i,-0.00018298-0.00047221i,-0.00022187+0.00056063i,-3.1246e-05+0.00039424i,0.00067192-0.00036578i,0.00095047-0.0006055i,0.0008639+2.9532e-05i,0.0002781+0.00044371i,-1.7779e-05+0.00012677i,9.5682e-05+0.00024267i,9.7781e-05+0.00040541i,0.00055028-0.00018957i,0.00067803-9.8287e-05i,-7.6879e-05+6.1065e-05i
-0.00024135+0.00011685i,-0.00011829+6.2616e-07i,-5.7842e-05+9.978e-05i,0.00043199+0.0011179i,0.0011516+0.001607i,0.0020219+0.0016316i,0.0020865+0.0013044i,0.0011862+0.00061277i,9.9541e-05+0.00020994i,-0.00042423-0.00038981i,-0.00039775-0.00056599i,-0.00033949-0.0001121i,-0.00037292-0.00015935i,0.00013001-8.1159e-05i,0.0002322-6.181e-05i,-0.00050336-0.00035113i,-6.8474e-05+0.00029236i,0.0012178+0.0011411i,0.00092262+0.0012982i,-9.5949e-05+0.00081567i,0.00052034+0.00073633i,0.00048147+0.00082776i,-7.7539e-05+0.00052562i
