0.001183+0.00027355i,0.0011116-0.00048517i,0.00065928-0.0015126i,-0.0021029-0.0025787i,-0.0040435-0.0018056i,-0.0043978+0.00030804i,-0.0024341+0.0019708i,-0.00027163+0.0018105i,0.00080067+0.00044225i,0.0006177-0.00061716i,0.00018305-0.00091066i,0.00021404-0.0007344i,0.00064805-0.00056353i,0.0009766-0.00028504i,-0.00022408-0.00026515i,-0.001388+0.00022878i,-0.00071939+0.00060804i,0.00037247+0.00068452i,0.00048421+0.00054832i,-0.00019174+0.00042431i,-0.00012453+0.00070443i,0.00042387+0.00094772i,0.000242+0.0010111i
0.00040304-0.0010493i,-6.9185e-05+1.4177e-05i,0.00094343-0.00012441i,0.00022326-0.0015187i,-0.0023744-0.0026373i,-0.0031402-0.0011063i,-0.0017779+0.00073414i,-0.00051022+0.00031111i,-0.0012055-7.9678e-05i,-0.0012455+0.00048572i,-0.00024995+0.00084344i,-3.1178e-05+0.00074181i,-0.00033347+0.00057345i,-0.00047933+0.00046949i,-0.00049613+0.0001179i,-0.00061337-8.3885e-05i,0.00037394-0.00010284i,0.00045252+2.8983e-05i,-0.00025606-0.0002909i,-0.00022037+0.00022569i,-0.0011398+0.00077796i,-0.00094368+0.00033493i,0.00022183-0.00016373i
0.0006066+0.00071032i,0.00034629+4.8598e-05i,-0.0013231+5.4364e-05i,-0.0029185+0.00057653i,-0.0021464+0.00056293i,-0.00097487+0.00056708i,-0.00031524+0.00078019i,0.00015009+0.00065994i,0.00032176+0.00053594i,0.00067979+0.00026444i,0.00048817-0.00014509i,0.00011905-0.00052917i,0.00072209+3.7076e-06i,0.00031914+0.00092485i,8.5827e-05+0.00066359i,0.00063689-0.0001041i,0.00090307-0.00037412i,0.00066307-8.8259e-05i,-0.00056417-0.00014303i,-0.00090658-0.00047799i,-0.00010118-0.00060418i,0.00022678-0.00020741i,0.00040048-4.6615e-05i
0.0011546+0.0026146i,0.0019615+0.0022336i,0.0031765+0.00050719i,0.0014087-0.0015352i,-0.001062-0.0014599i,-0.0016181-0.00042132i,-0.00096586-0.00010378i,-6.0354e-05+0.00050105i,0.00045753+0.0009568i,0.0004484+0.0006898i,0.00048978+0.00078986i,0.0006639+0.00056748i,0.0010454-0.00014072i,0.0014229-0.00015065i,0.0015901-6.6963e-05i,0.0014149-0.00037953i,0.00042885-3.8971e-05i,-8.3652e-05+0.00038038i,0.00028804+8.2093e-05i,0.00022439-0.00027151i,0.00025424-0.00012322i,0.0002416-0.00043217i,-0.00023253-0.0011552i
0.000799-0.00027956i,0.0016842-0.0018129i,0.0013074-0.0015068i,-0.0003191-0.00092453i,-0.0014366-4.6007e-05i,-0.0013734+0.00076165i,-0.00058365+0.00057936i,-0.00032096+5.6674e-06i,-0.0003023-0.00027271i,0.00022828+0.0003887i,0.00078797+0.00074946i,0.00028759+0.0012921i,-0.00017856+0.0014321i,6.6426e-05+0.00083532i,-0.00046328-0.00030733i,-0.00077108-0.0012858i,9.4464e-05-0.00060511i,0.00068719-0.00011719i,0.00050817-0.00045867i,-0.0003479-0.00077306i,-0.00094681-0.00052775i,-0.0011375+0.0002099i,-0.00099624+0.00078962i
-0.0040173+0.0010089i,-0.001447+0.0023706i,0.00035784+0.0028896i,0.0014407+0.001976i,0.00080431-5.1469e-05i,0.00015133-0.00026934i,8.4595e-05+0.00018199i,-0.00025428-0.00051607i,-0.00016396-0.00027435i,2.8771e-05+0.0005533i,0.00035419+0.0009879i,0.0010763+0.00087534i,0.00094633+0.00025794i,0.00068476-2.4464e-05i,0.00050044-0.00077736i,0.00011833-0.00086523i,-0.0009264+6.8262e-05i,-0.0011072+0.00012757i,-4.5673e-05-0.00013963i,2.3759e-05-0.00041356i,-0.0003384-0.00037511i,-0.00058287-0.00012867i,-0.00067932-0.00049405i
0.0016777-0.00057818i,0.00099748-0.0014718i,-0.00010753-0.0016356i,-0.00092935-0.0016882i,-0.0014563-0.0012383i,-0.0014066-0.00043287i,-0.0012063+0.00045131i,-0.0012176+0.00048726i,-0.0014153+4.917e-05i,-0.00059855-9.1814e-05i,-0.00024551-0.00025479i,-0.00023186-0.00080294i,5.8071e-05-0.00073222i,-1.0526e-05-0.00092563i,2.2324e-05-0.00039343i,-6.2545e-05+0.00093564i,-0.00010894+0.00041068i,-0.00025233-1.403e-05i,0.00029054+0.00052659i,0.00095821+0.00041019i,0.00051122+0.00064304i,-0.00018722+0.00082397i,-0.00035389+0.00087401i
0.0011899+0.0022532i,0.0022618+0.0016579i,0.0024689-0.00024608i,0.0011987-0.001109i,-0.00054382-7.5707e-05i,-0.00097065+0.00096709i,-0.00074121+0.00089266i,-0.00031433+0.00073545i,-0.00015849+0.00061989i,0.00047577+0.0001282i,0.0005787-0.0001083i,-0.00012029+0.00021465i,0.00014366+0.00084212i,0.00026471+0.0014615i,0.00022051+0.00032994i,0.00025839-0.00062741i,0.00043215-0.0009836i,0.00025974-0.0002193i,-0.00019621+0.00089958i,-0.00051289+0.00035262i,-0.00018207-0.00049707i,1.4077e-05-0.00030556i,-0.00027249-0.00050407i
-0.0018413+0.00023275i,-0.0017067+0.00017708i,-0.0015927+0.0006762i,-0.00074426+0.0011168i,-0.00049856+0.00073544i,-0.00022503+0.00078914i,0.00015077+0.00051298i,0.0004331-6.1605e-05i,0.00027684+0.00035133i,-9.7589e-05+0.0013424i,0.00053125+0.0013288i,0.0008474+8.8703e-05i,0.00082264-0.00039452i,0.00071108+0.0008561i,0.00015184+0.0012884i,-0.0004878-0.00022021i,-0.00082943-0.00089754i,-0.00046058-0.00083091i,-0.0003913-0.0012191i,-0.00031074-0.0016217i,-0.00019081-0.0010757i,8.0953e-05-2.9111e-05i,0.00053847-0.00054332i
0.0017159-0.00017703i,0.0024217-0.0002344i,0.00060384-0.00097165i,-0.0016403-0.00050105i,-0.0022618+0.00074468i,-0.0017835+0.0013817i,-0.0013367+0.0010001i,-0.00059347+0.0003331i,0.00072844+0.00042053i,0.00088507+0.00072529i,-1.4046e-06+0.0002351i,-3.5321e-05-0.0003545i,0.00036459-0.00028622i,0.00018523+0.00018367i,-0.00012041-0.00015604i,0.0005366-0.00026678i,0.00045945+0.00037813i,-0.00085384+0.00019935i,-0.00057181+4.3106e-05i,0.00079086+0.00025598i,0.00079565+0.00032434i,-1.8958e-06+0.00042642i,-0.00020588+0.0003543i
-0.0015528-0.00082046i,-0.0013966-0.00046575i,-0.00081747-0.00099743i,-0.00017257-0.0011029i,-0.0001152-0.0011268i,-0.000469-0.00034392i,-0.0008422+0.00017358i,-0.0010701-0.0001073i,-0.00084574-0.00016022i,-0.00077161-0.00019476i,-0.00067895+0.00011721i,-0.00022034+6.9172e-05i,-0.00012783-6.4704e-05i,0.00012229+0.00021015i,0.00072333+0.00045693i,0.00039568+0.00075886i,-0.00034105+0.00067511i,-0.00056326+0.00079865i,-0.00081124+0.00091976i,-0.00065825+0.00091205i,-0.00032409+0.00019044i,1.3593e-05-0.00059165i,0.00015013-0.00057558i
-0.00019781-9.1244e-05i,0.0016077-0.00090221i,0.00094752-0.00090481i,-0.00092638-0.00031098i,-0.0023072+0.00019781i,-0.0032502+0.00094005i,-0.0034343+0.0013742i,-0.0019983+0.00094398i,-0.00031705+0.00079458i,-0.0001537+0.0012062i,0.00020476+0.00076003i,0.00051364+0.00036394i,-5.4931e-05+0.00019158i,-0.0005648-4.4329e-06i,5.6501e-05+4.4672e-05i,0.00013614+0.00029175i,0.00030905+0.00031732i,-0.00010662+0.00036669i,-0.0010432+0.00022932i,-0.0011205-0.00018381i,-0.00078902-0.00045038i,-0.00058708-0.00028336i,-0.00026071-0.00025359i
0.00021486+0.0014503i,5.7693e-05+0.0023188i,-7.99e-05+0.00035766i,-0.00069022-0.0010291i,-0.0012214-0.00058917i,-0.0010292-0.00033895i,-0.00025918+0.00029101i,-0.00051484+0.00053027i,-0.0014053+0.00030368i,-0.0012541+0.00057403i,-0.00065098+0.00081045i,-0.00011119+0.00030123i,0.00071186-0.00016313i,0.0010722+0.00030083i,0.00092835+0.00059701i,0.00062627+3.378e-05i,0.00026215-8.4873e-05i,4.5187e-05+0.00041558i,-0.00037223+0.00035597i,-0.00088482+0.00031138i,-0.00022978+0.0001562i,0.00050373+0.00061317i,0.00018254+0.00090908i
0.00012373-0.0003523i,0.00087088-0.00051998i,0.00034813+0.00038792i,-0.00017399+0.00096657i,-0.00023194+0.00064273i,-0.00081913-0.00074429i,-0.00051181-0.0011757i,8.4725e-06-0.00069773i,-0.00065873-0.00011432i,-0.0004733+0.00031533i,0.00076157-1.153e-05i,0.0015873+0.00042943i,0.001026+0.0011056i,5.0249e-05+0.00098452i,0.00051981+0.00039101i,0.0014804-0.00039955i,0.0014594-0.00019369i,0.00053538+0.00051129i,-0.00035213+0.00038314i,-0.00066673-7.5202e-05i,-0.00068491+0.00018282i,-0.00064584+0.00049756i,-0.00044677+0.00037858i
0.0013722-0.00016268i,0.00091493-0.0002466i,-6.0693e-05-0.0013124i,-0.0012538-0.00079576i,-0.0016672+0.00084502i,-0.0014687+0.0014844i,-0.00073968+0.0013108i,-2.6236e-05+0.00087622i,0.00018424+0.00059883i,0.00018141+0.0006184i,-0.0002961+0.00090498i,-0.00044053+0.00028306i,-0.00031394+4.1947e-05i,-0.00084922+0.0008726i,-0.0011163+0.00070823i,-0.0011702+3.581e-05i,-0.00067006+0.00035601i,-2.9215e-05+0.00071884i,-0.00018077+0.00088805i,0.0001971+0.00042378i,0.00040866+0.00016535i,0.00037739+6.3138e-05i,0.00044907+0.0001911i
0.00037784+0.00043461i,0.00095916+0.00020317i,0.00096647+0.0001403i,0.00042701-0.00094618i,-0.001449-0.0012448i,-0.0027183-0.00061047i,-0.002419-5.1197e-06i,-0.0016549+0.00040859i,-0.00015577+0.00055775i,0.00044565+0.00012634i,0.00043665-0.00043097i,0.00080191+0.00021671i,0.00012135+8.9096e-05i,-0.00040135-0.00027757i,-6.1142e-05-0.00033401i,0.0006764-0.000468i,0.00045632-0.00067546i,0.00048312-0.0010295i,0.00033969-0.00097707i,0.00018469-0.00031196i,0.00042625+0.00015131i,0.00020138-0.00058918i,2.7182e-05-0.00073339i
0.00086496+0.0031625i,0.0014299+0.0036295i,0.0015218+0.0027887i,0.0012544+0.0015161i,0.00031318+0.00089073i,-0.0002505+0.00069047i,-0.00045884+0.00018981i,-0.00037619+0.00030509i,-0.00052224+0.00083705i,-0.0004523+0.00070203i,-0.00035506-3.7032e-06i,0.00017905-9.7359e-05i,0.00063679+2.5794e-05i,0.00088812+7.7304e-05i,0.00043236+0.00063564i,-9.3241e-05+0.00097619i,-0.00011467+0.00072334i,-0.00047726+0.00040396i,-0.00011663+0.00026647i,0.00043366+0.0012842i,-0.00040927+0.0015269i,-0.0011733+0.00039076i,-0.00072408+0.00013699i
-0.0016777+3.2348e-05i,-0.0012729-0.00038294i,-7.5418e-05+6.924e-05i,-0.00024601-0.0013839i,-0.0010851-0.0025741i,-0.0012618-0.00031277i,-0.00072916+0.0010688i,0.00038651+0.00057505i,0.00043708-3.7253e-05i,-3.8886e-05-0.00038871i,-8.2155e-05-0.0002638i,-0.00044046-0.00016459i,1.7913e-05+0.00047966i,0.0010541+0.00097586i,0.00098405+0.00091073i,-0.00020527+0.00046508i,-0.00080259+0.00011981i,-0.00041093+0.00010243i,2.1609e-05-0.0001347i,5.5881e-05+0.00028391i,-0.00062565+0.00065214i,-0.0010501+6.183e-05i,-0.00055981-0.0003931i
0.0034996+0.00051746i,0.0033699+0.00022026i,0.0021869-0.0010247i,-0.00042115-0.0017644i,-0.0026579-0.00165i,-0.0026104+0.00015639i,-0.0015801+0.0009295i,-0.00058992+0.00016032i,-0.00013936-0.00052594i,-0.00073371-0.001177i,-0.0010147-8.6561e-05i,-0.00092596+0.0011873i,-0.00064359+0.00069089i,0.00024451-0.00061313i,0.00080279-0.0010317i,0.00014105+0.0001796i,-0.00078873+0.00080266i,-0.0003818+0.00058865i,0.00047676+0.00040956i,0.0010174-0.00013496i,0.00057858+3.8226e-05i,0.00026529+0.00012685i,-0.00017284+0.00027784i
-0.0032241+0.001759i,-0.0025065+0.00104i,-0.0020207+2.6763e-05i,-0.0011973+0.00016608i,-0.00080201+0.0009273i,-0.00076878+0.000416i,-0.00046994-0.0010065i,-0.00034718-0.0014349i,-0.00076997-0.00098151i,-0.00032176-0.00017052i,0.0010115+0.00074119i,0.0019879+0.00067831i,0.0018732-0.00018955i,0.00096783-0.00070497i,0.00069616-0.0010372i,0.00077666-0.00073747i,0.00060191+0.00020762i,0.0003662-1.1557e-05i,0.0003361-0.00060021i,-0.00012053-0.00045772i,-0.00073803+0.00058612i,-0.00057096+0.0013724i,-0.00098954+0.0006476i
0.00070904-3.4855e-05i,0.0020956-0.00057386i,0.0014429-6.6981e-06i,0.00037045-0.00026251i,-0.00056851-0.00083677i,-0.0014042-0.00010386i,-0.0016732+0.00083583i,-0.0014059+0.00032813i,-0.00098405+0.00024094i,-0.00077601+0.00087695i,0.00032851+0.0008532i,0.0011356+0.00040604i,-0.000158-0.0001852i,7.5341e-05-0.00044938i,0.00038079-4.4268e-05i,-0.00055216+1.9994e-05i,-0.00067488-0.0002988i,-0.0003663-0.00049166i,-0.00070539-0.00091652i,-0.00087414-0.00094847i,-0.00069516-0.00044946i,-4.7912e-05-6.6476e-05i,0.000911-0.00033909i
-0.0013237+0.0023243i,-0.00053857+0.0020419i,9.3101e-05+0.002266i,0.00059965+0.0014782i,0.00027617+0.00063355i,-0.00046768+9.7547e-05i,-0.00086009-0.00035344i,-0.00048508-0.00031851i,-6.4871e-05+0.00022697i,-0.00034205+0.00090541i,0.00031117+0.00024673i,0.0011134-0.00031896i,0.0010575-0.00042866i,0.0013213-0.00016605i,0.0014312+0.00063778i,0.00062608+0.00060976i,6.1197e-05-0.00045549i,0.00056468-0.0010399i,0.00051494-0.00074309i,0.00055914-0.0001187i,6.0749e-05-0.00073329i,-3.7448e-05-0.0013097i,0.00027225-0.00097171i
-0.00015168-0.00291i,-0.00040434-0.0023599i,-0.0013131-0.001689i,-0.0025687-0.0019043i,-0.0028004-0.0020723i,-0.0017703-0.00037389i,-0.0013818+0.00098912i,-0.002183+0.00049569i,-0.0018752-8.6687e-05i,-0.0011805+0.00012051i,-0.00057553+0.00077617i,0.00041193+0.00066977i,0.00060702+0.00033986i,-0.00010333+0.00069168i,-0.00086552+0.0012804i,-0.00045365+0.00046377i,-0.00020279-0.0001243i,-0.00018812+0.00052062i,-0.00033009+0.00059024i,-0.00017386+0.00010297i,2.5552e-05-0.00063994i,-0.0004524-0.000956i,-0.00102-0.0006882i
0.0023469+0.0014092i,0.0014929+0.00098372i,0.00036107-0.00047088i,-0.00069642-0.00079775i,-0.00054875-0.0006979i,6.87e-05-0.00029937i,0.0002885-0.00074988i,0.00045717-0.0004899i,0.0010374+6.2201e-05i,0.00021703+8.9708e-05i,-0.00057044+0.00034774i,8.0025e-05+0.0010494i,0.00051889+0.00076881i,0.0003906+0.00028594i,0.00022395+0.00053303i,0.00043597-0.00040547i,0.00015444-0.00075178i,0.00029902+0.0001983i,0.00056707+0.00043707i,0.00026851+3.749e-05i,0.00012606-5.179e-06i,4.7268e-05-3.9952e-05i,-0.00049993-5.2355e-05i
0.0011895+1.1713e-05i,0.00127-0.00082033i,0.00042974-0.0012142i,-0.00087607-0.0014166i,-0.0026918-0.0014776i,-0.0031605-0.001075i,-0.0013732-0.00038484i,-0.00043032+9.5182e-05i,-0.00094701-9.4565e-05i,-0.0011107-7.3805e-05i,-0.00013374+0.00037454i,0.00015184+0.0009054i,-0.00023431+0.00059667i,0.00015015-0.00013584i,0.00017875-0.00032588i,0.00053818-0.0001026i,0.00079376-0.00026824i,-9.2871e-05-0.0011009i,-8.8421e-05-0.00057122i,0.00069309+0.00045568i,0.00026185+0.00082313i,-0.0003433+0.00040912i,-0.00022872-0.00032576i
-0.0018542-0.0011783i,-0.00073627+0.00090651i,0.00063436+0.00074095i,0.00053391+0.00020809i,-0.00056025+8.4299e-05i,-0.0011212+0.00028031i,-0.0011348+0.00049904i,-0.00061191+0.00039973i,-0.00081272+0.000459i,-0.0016543+0.00094688i,-0.0014446+0.00039969i,-0.0012919-0.00015656i,-0.00064676+0.00028117i,0.0004096+0.00071035i,-0.00017978+0.00080549i,-0.0011857+0.00091642i,-0.00075754+0.00075382i,-7.2938e-05+0.00013267i,0.00027084+3.2737e-05i,0.00010676+0.00014953i,-0.00015253-0.00033926i,-0.00034621-0.00048302i,-0.00028422-0.00011205i
0.0028471+0.0022986i,0.0017866+0.00070058i,0.00054476+0.00070531i,-0.00022323-0.00026197i,-0.00010143-0.0017074i,-0.0010763-0.00077409i,-0.0019552+0.0005032i,-0.0017941+0.0012657i,-0.0015233+0.0015235i,-0.00093275+0.0007465i,2.2443e-05-0.00033648i,0.00011472-0.00085991i,0.00038607-0.0010615i,0.00088341-0.00097195i,0.00072711-0.00049555i,-5.486e-05-0.00027813i,-0.0007555+0.00014548i,-0.00074919-9.272e-05i,-0.00063522-0.00025285i,-0.0004144+0.00025074i,-1.4566e-05-5.1373e-05i,0.0002289-0.0003052i,9.113e-05+8.6021e-05i
0.0013842+0.0016667i,0.0027411+0.00036127i,0.00037199-0.0019529i,-0.0021639-0.0021796i,-0.002197-0.00036724i,-0.0016685+0.0015366i,-0.00094537+0.0020433i,-0.00025888+0.0013516i,2.2856e-06+0.00034429i,-0.00068255+0.00084877i,-0.00086559+0.00072692i,-0.00032665+3.2676e-05i,-1.8536e-05-0.00048741i,0.00031876-0.00029549i,0.00017928+0.00013732i,-0.00013942-3.9657e-05i,-0.00023766+0.00044616i,3.1932e-05+0.00091311i,0.00058759-3.6963e-05i,0.00097194-0.00014222i,0.00076281+0.00073308i,0.00055529+0.00068805i,0.00032994-0.00014866i
-0.00020613+0.00095907i,0.00010536+0.0011168i,0.00054248+0.00067732i,-0.00086779-0.000433i,-0.001692-0.0013926i,-0.0019603-0.001201i,-0.0025994-0.0012262i,-0.001444-0.00019435i,-1.6482e-05+0.00094636i,0.00039148+0.00032542i,-0.00018817-0.00026492i,-0.00013139-2.4558e-05i,0.0010043+0.00026085i,0.00098708-5.3703e-05i,5.0798e-05-0.00077317i,-0.00030873-0.00076986i,-0.00071876-0.0002239i,-0.00095158+0.00045595i,-0.00093801+0.00020415i,-0.00073749-0.00021513i,6.4842e-05+0.00011459i,0.00028596+0.00024517i,0.00015852+0.00010578i
-0.00089889-0.0017828i,0.00016923-0.0019583i,-0.0015694-0.00092304i,-0.0026141+0.00062553i,-0.0024158+0.0016963i,-0.001254+0.001301i,-0.00064072+0.0010796i,-0.00042683+0.0012734i,-0.00023054+0.0011888i,-0.00011407+0.0015973i,-6.4925e-05+0.0016027i,0.00018587+0.0012192i,0.00021019+0.00073765i,0.00011105+0.00087946i,0.00034068+0.0013856i,0.00057067+0.00049872i,0.00078964-0.00048261i,0.00077344-0.00031275i,0.00049325-0.00011132i,0.00074781+9.6774e-06i,0.00082758+0.00037295i,0.00053638-1.8086e-05i,0.00052549-0.00017555i
0.00034613+0.0017317i,0.00055249+0.0022207i,0.00080538+0.00076453i,0.00049714-0.00011749i,-0.00087608+0.00049604i,-0.0021556+0.00069398i,-0.0012629+0.00071006i,-0.00020204+0.00060737i,-6.9175e-05-0.00060632i,-0.00033221-0.0010954i,-0.00080777-8.6678e-05i,-0.00027125-0.00011457i,0.00042904-3.5146e-05i,0.000221-0.0003821i,0.00025376-0.00053733i,0.00015625-0.00015336i,-0.00010841-6.0523e-05i,-0.00028438-0.00012702i,-0.00049715+5.2853e-05i,-2.8511e-05+0.00053151i,6.0859e-05+0.00054438i,-0.00014791+0.00080837i,0.00012372+0.00051954i
0.0021106+6.7109e-05i,0.0021698-0.00050809i,0.0017407-0.0017128i,0.00046238-0.0019974i,-0.00091249-0.00178i,-0.00079673-0.0011847i,-0.00021035-0.00022419i,-9.0989e-05+0.00032012i,-9.3263e-05+0.00079581i,-3.76e-05+0.00050404i,0.00057157+0.0001204i,0.00073854+0.00046494i,0.00035799+0.00044163i,0.00017532+2.5567e-05i,-0.0003461-0.00040308i,-0.00071825-0.00015566i,-0.00098808+0.00032693i,-0.00073122+0.0002467i,0.00067727-0.00040439i,0.0014724-0.0002792i,0.0007807-0.00019076i,0.00027057-0.00077197i,-0.00017301-0.00049022i
0.00091196+0.0019375i,0.0015662+0.0012571i,0.0013196+0.00010553i,-0.00024248-0.00063441i,-0.0015526-2.9408e-05i,-0.0019928+0.0011326i,-0.0013319+0.0012491i,0.00028994+0.00075078i,0.0011068+0.00042241i,0.00038512+9.6855e-05i,-0.00039164-5.4798e-05i,-0.00066425-0.00046592i,0.0001353-0.00079694i,0.00014455-0.00024342i,-0.0007329+0.00039413i,-0.00042631+0.00023288i,-7.3084e-05-0.00013643i,-0.0004923+0.00014188i,-0.00061672+0.00044021i,-0.00016541+6.2619e-05i,-1.4772e-05-0.00047468i,-0.00046374-0.00056382i,-0.0005175-0.00043024i
-0.0028601-9.3288e-05i,-0.002284-9.2492e-06i,-0.0012171-0.00035008i,-0.0010154-0.00093309i,-0.001667-0.00085179i,-0.0017144-0.00026834i,-0.00063236+7.0903e-05i,-0.00037613+1.5117e-05i,-0.00028094+0.00051156i,0.00019755+0.00064823i,0.00020689-0.00064392i,-5.1379e-05-0.0010401i,-3.7664e-06-0.00069042i,-0.00015006-0.00017213i,5.5354e-05-2.6097e-05i,0.00030422-0.00035104i,0.00023165-0.00091059i,9.2811e-05-0.0010465i,-7.0831e-05-0.00045802i,-0.00026235-0.000173i,-0.00029778-0.00027956i,0.00037979-0.00059787i,0.00084207-0.00066519i
0.00060489-0.0023148i,-9.7607e-05-0.00052134i,-0.0012262+0.00070443i,-0.001978+0.00063455i,-0.0021046+0.00097801i,-0.0015889+0.001322i,-0.0016088+0.00054053i,-0.0010826+0.00033373i,-0.0010879+0.0013373i,-0.0012558+0.0019603i,-0.00061172+0.00090494i,0.00060662+0.00013812i,0.0003768+0.00014084i,-0.0010484-0.00035573i,-0.0010885-0.00035039i,-0.00066162+0.00025264i,-0.00071983+0.00059868i,-0.00045126-0.00029114i,0.00040327-0.00072817i,0.00067753-0.00066365i,0.00043212-0.00047954i,0.00045805-0.00012218i,0.00033011-3.4528e-05i
-0.0016373-0.00058418i,-0.0008924-0.00068851i,-0.0016525-0.00083432i,-0.0022536-0.00031211i,-0.0018735-0.0005456i,-0.001418-0.00049092i,-0.0010596+4.1695e-05i,-0.00085969+0.00053656i,-0.0010783+0.00099339i,-0.0013214+0.0011291i,-0.00058195+0.0012165i,8.0647e-05+0.00083476i,-4.2221e-05-2.061e-05i,0.00014716+0.00016894i,-6.7721e-05+0.00051311i,-0.00026568-0.00040051i,0.00029066-0.0010565i,0.00022923-0.00045726i,0.00026539+0.00027691i,0.00063591-0.00025024i,0.00097019-0.00073522i,0.00033095-0.0011225i,-0.00019557-0.0005518i
-0.0013178-0.00030756i,0.00048095+2.6399e-05i,0.00090436+0.0014352i,6.4439e-05+0.0011524i,-0.00029035-0.00027829i,-0.00054868+8.3327e-05i,-0.00059952+0.0013027i,0.00034017+0.0011379i,0.00070541+0.00071327i,0.00072746+0.00042113i,0.00053285+0.00023817i,6.3361e-05+0.00079557i,-0.00021496+0.00072504i,0.00030987+0.00048476i,0.00044268-0.00014502i,0.00026344-0.00062102i,0.00034285+5.1111e-06i,0.00058025+0.0007802i,-1.7115e-05+0.00052338i,-0.00050691+0.00043541i,-3.8008e-05+0.00027101i,0.0003588-8.7107e-06i,0.00055106-0.00023786i
0.0018762+0.00026101i,0.0015681+0.00013144i,-8.8254e-05-8.5916e-05i,-0.0010624+0.00012392i,-0.0012519+2.0876e-05i,-0.00032789+0.00053956i,-0.00042482+0.00090308i,-0.00054607-0.00010462i,-6.679e-05-0.0011312i,-0.00023784-0.00042674i,-0.00010899+0.00031426i,0.00069707+0.00021715i,0.00030709+3.9731e-05i,-9.4858e-05+0.00030054i,6.8263e-05+0.00071309i,-1.9205e-06+0.0010149i,-0.00033443+0.0009062i,-0.00012193+0.00039554i,0.00050644-0.00055484i,9.2386e-05-0.0008227i,-0.00013082+0.00010689i,-0.00020948+0.00062906i,-0.00014974+0.00044647i
0.00035668-0.00048348i,-0.00029476-0.00060605i,-0.00050791-0.00088055i,-0.00072662-0.00088738i,-0.002219-0.00065259i,-0.0027216-0.0005341i,-0.0016897+5.856e-05i,-0.00056494+0.00022469i,-0.00035181+0.00051101i,-0.00083144+0.0011646i,-0.00056201+0.0013111i,-0.00050624+0.0010543i,-0.00023817+0.00069071i,0.00081147+0.00081684i,0.0011944+0.0012081i,0.00027597+0.0006238i,0.00039476+0.00081827i,0.00044219+0.00098502i,0.00026938-4.827e-05i,0.00021999-0.00091662i,-0.00026845-0.00092048i,-0.00032424-0.00043192i,0.00011051-0.00024498i
0.00021185-0.0016718i,-0.00022776-0.0011661i,-0.00071503-0.002021i,-0.0016617-0.0017493i,-0.0026791-0.00051425i,-0.0021635+0.00092837i,-0.0012524+0.0019488i,-0.0010813+0.0017327i,-0.0016586+0.00022944i,-0.0014744-0.00050522i,-0.00059812+4.1415e-05i,0.00047155+0.00016137i,0.00046066-0.00054329i,0.00023441-0.0008543i,0.00045691-0.00058818i,0.00050549-0.00021743i,0.00028452+0.00025523i,0.00016584+0.00029528i,0.00072141+0.00019702i,0.00022525-4.4032e-05i,-0.00027717-2.8152e-05i,5.9763e-05-9.0376e-05i,0.00050468-0.00048312i
4.9031e-05+0.0011609i,0.0015266-0.00053644i,0.00089598-0.0011364i,-0.00020005-0.00064537i,-0.00075859-0.0004826i,-0.0013346-0.0006166i,-0.0011548-0.0012633i,-0.00039929-0.00088133i,0.00022213+0.00016177i,0.00025909+0.00095423i,-0.00024018+0.00097239i,-0.00024027+0.00020209i,0.00059448-0.00019912i,0.0012102-2.3223e-05i,0.0012697+0.00046527i,0.0010386+0.0004315i,6.2325e-05-2.8937e-05i,-0.0005207-0.00019308i,-0.00011587-2.2018e-05i,0.00022238-0.00023034i,-2.5819e-05-0.00025188i,-0.00041019-0.00040916i,-0.0008544-0.00025858i
0.00015057+0.0016811i,0.001629+0.00086868i,0.00096268-0.0013429i,0.00038388-0.0022085i,-0.00065234-0.0009777i,-0.001685+5.6726e-05i,-0.0017918+7.9987e-05i,-0.00034253-0.00032698i,0.00085442-0.0010001i,0.00075201-0.00074683i,-6.8079e-05-0.00017346i,-0.00029019-0.00012426i,0.00031389-0.0006181i,0.00035832-0.0010153i,0.00021839-0.00084794i,6.97e-05-0.00045659i,-0.00020965-6.642e-05i,-0.00045246+0.00030133i,-0.00013603+0.00060761i,-0.00012048+7.4668e-05i,-0.00051539-0.00029347i,-0.0003103+9.6211e-05i,0.00012517+0.00013721i
0.0030272+0.001419i,0.0027895+0.0013437i,0.0028348-0.00016393i,0.0012278-0.0014908i,-0.00094202-0.0022266i,-0.0021866-0.0011017i,-0.00202+0.00061667i,-0.0011447+0.00076736i,-0.00037242+0.00052554i,4.1523e-07-0.00036866i,-0.00041618+0.00021937i,-0.00069278+0.0010483i,0.00014444+0.00095936i,0.00039314+0.00045095i,0.00043359-0.000697i,0.00061301-0.0006132i,0.00077755+9.4005e-05i,0.00041593+0.00056915i,-0.00014306+0.00093639i,-0.00014933-0.00023572i,-0.0004463-0.00091707i,-0.00083857+0.00048444i,-0.00067843+0.00071547i
