0.0033669+0.0015915i,0.0041021-0.00051978i,0.0012885-0.0049363i,-0.0014902-0.0044498i,-0.0034165-0.0012472i,-0.0034624+0.00053933i,-0.00075834+0.00083509i,0.0010548+0.00010311i,0.0014366+7.6062e-05i,0.00081089-0.0002895i,-0.00028428-0.00090688i,-0.0010308-0.00053243i,-0.0011249+0.00059115i,-0.00092425+0.0013264i,-0.0018042+0.0010825i,-0.0020323+0.00053041i,-0.00060704-9.7418e-05i,0.00091251-7.1314e-05i,0.00060975+0.00073729i,-0.00044479+0.00044916i,-0.00045021-0.00011087i,-4.061e-05-0.00046181i,-2.956e-05-0.00079211i
-0.0010145+0.00045983i,-0.00089884+1.5391e-05i,-0.0012958+0.00048479i,2.2314e-05+0.0010911i,0.0006773+0.00010455i,0.00084084-0.0017011i,0.00069506-0.0017929i,-0.00011682-0.00063485i,-0.00060952+0.00068486i,-0.00068592+0.0012914i,-0.00010237+0.0013537i,-0.00037849+0.00066993i,-0.00092842+0.00035335i,-0.00063667+0.00052897i,-0.00030606-5.4209e-05i,-0.00027297+2.2839e-05i,-0.00081984+0.00028037i,-0.00052029-5.4048e-05i,-0.00037519-0.000269i,-0.0010818-0.0005859i,-0.00024987-0.00039104i,0.00053664-0.00026599i,-1.6404e-05-0.00070229i
0.00089648-0.00053379i,0.00063629-0.00098619i,0.00036658-0.00053198i,0.0011247-0.0010228i,0.0012339-0.0011376i,0.0011311-0.001411i,0.0010716-0.0012279i,0.00065936-0.0003905i,0.00014039+0.00079438i,-8.7042e-05+0.0013439i,6.8789e-05+0.0011899i,-0.00023799+0.00068209i,-0.00083161+0.00083337i,-0.0011432+0.0011096i,-0.001176+0.00012441i,-0.00089593-0.00033571i,-0.00045414+6.7472e-06i,-0.00029094+0.00017338i,4.3142e-05-0.00017654i,-0.00022523+4.5518e-05i,-0.00049766+0.00072492i,-0.00051015+0.00059265i,-0.00026988+0.00018082i
0.0012837+0.00086491i,0.001382+0.00026944i,0.0011241-0.00030482i,0.00018467-0.001276i,-0.00036865-0.001436i,-0.00015141-0.00083351i,0.00016234-0.00050029i,0.00033506-0.00085849i,0.00018204-0.00044427i,0.00032046+9.5105e-05i,0.00036056+0.00017406i,-0.00065591-0.00016543i,-0.001038-0.00052917i,-0.00023237-0.00080282i,-0.00046856-0.00049139i,-0.00072103+0.00026352i,-0.00032573+0.00078753i,7.965e-06+0.00070976i,1.1358e-05+0.00024865i,8.6392e-05-0.00012033i,-0.00013567+0.0001756i,-0.00063577+0.00091105i,-0.00016987+0.00038917i
-0.00056261+0.0016836i,-0.00055292+0.00092605i,-0.0001518+0.00025103i,0.00047875-5.6685e-06i,0.00047618-0.00075231i,0.00013472-0.0013206i,-0.00023941-0.00098292i,1.9211e-05-0.00035725i,0.0003945+0.00016906i,0.00021566+8.187e-05i,0.00031872-0.00059849i,-5.8641e-05-0.00057216i,-0.00031888-0.0003306i,-0.00019115-0.00097709i,0.00040748-0.0017616i,0.00037182-0.00076737i,-0.00054698-4.46e-05i,-0.00098362-3.2161e-06i,-0.00071376+6.3888e-05i,-0.00078763+0.00049832i,-0.00026113+0.00077869i,0.0009406+0.00041551i,0.00043519+0.00022879i
-0.00089914-0.0041014i,-0.0010435-0.0043817i,-0.0011831-0.0037417i,-0.0015721-0.0017711i,-0.00070829+0.00023427i,0.0011685+0.00066435i,0.0011904-0.00035949i,-1.7023e-05-0.00145i,-0.00071985-0.0016826i,-1.4551e-06-0.00050611i,-0.0008705+0.00086823i,-0.0014947+0.00086682i,0.00027731+0.00042793i,0.0012226+0.00095582i,0.00059758+0.0013894i,-0.000404+0.00062756i,-0.00035007-0.0002878i,5.3814e-05-0.0003196i,0.00028747-0.00056753i,0.00041725-0.00080455i,0.00073276-0.00074612i,0.0008766-0.00040239i,0.00066213+5.3144e-05i
6.603e-05-0.00023436i,0.0010876-0.00038604i,0.0010621+5.7924e-06i,0.0009969+0.00039203i,0.0015933+0.00030643i,0.0015386-0.00024151i,0.0012024-6.7404e-05i,0.0013837-0.00010303i,0.00090307-0.00089396i,0.00029026-0.0010636i,0.00019197+9.548e-06i,1.604e-05+0.00064132i,0.00016979+0.00058579i,-8.2852e-05+0.0011841i,-0.00058012+0.00098457i,-0.00025164+0.0003466i,0.00043841+0.001142i,0.00020079+0.0013469i,-0.00097666+0.0004171i,-0.0011514-8.3046e-05i,-0.00010303-0.00011614i,0.00011669-8.4142e-05i,-0.00048569-7.2531e-05i
-0.0020423+0.0011065i,-0.0020634+0.0020818i,-0.0015466+0.002209i,-0.0007556+0.0020403i,-0.00057011+0.001308i,5.825e-05-0.00011772i,-0.00012166-0.0010519i,-0.00039537-0.0010156i,-0.00039721-0.00015037i,-0.00045217-0.00019353i,2.2635e-05-0.00039818i,0.00028064+0.00029895i,1.7715e-05+0.00064527i,0.00026974+0.00063246i,0.00019522+0.00017517i,-0.00010132-6.8296e-05i,0.00027929+0.00019876i,0.00056251+0.00037227i,0.00040275+0.00037511i,1.4425e-05+0.00010483i,-6.7906e-05+0.00020166i,4.8286e-05+0.0012428i,-3.9275e-05+0.0013885i
-0.001266+0.0006829i,-0.0019374+0.00049047i,-0.001391+0.0003766i,-0.0010752+0.00090512i,-0.00061385+0.00088833i,0.0008833+0.00066299i,0.0013873+0.00080081i,0.0007428+0.00035954i,9.3743e-05+0.00024872i,0.00022112+0.00050139i,0.00051952-0.00011067i,-4.0139e-05-0.00094544i,-0.000661-0.00066079i,-0.0006058-0.0003617i,-9.034e-05-0.00055753i,0.00048773-9.5846e-06i,0.00021026+0.00038311i,-5.4795e-05+0.00039041i,-0.0003362+0.00057375i,-0.00093992+0.00014737i,-0.00073855-0.00061096i,-8.332e-05-0.00039101i,-0.00029284+0.00088354i
0.00021282-0.00080811i,0.0014145-0.0017209i,0.0023975-0.0011642i,0.0014428-0.00082234i,-2.33e-05-0.0010649i,0.00046633-0.00066629i,0.0013369-0.00052225i,0.00067923+0.00014544i,-0.00025832+0.0012546i,0.00030829+0.0016366i,0.00053985+0.0012406i,-0.00034354+0.00046845i,-0.00024705+0.00022779i,-0.00044275-0.00016661i,-0.00046317-0.00066651i,0.00015064-0.0009455i,0.00036515-0.00085923i,-0.00036385+2.6208e-06i,2.1829e-05+0.00011426i,8.4862e-05+1.8404e-05i,-0.00052379+0.00011501i,-0.00033431+5.0027e-05i,8.2902e-05+5.1219e-05i
-0.00050516-0.00085783i,-0.00090115-0.00054846i,-0.00099876-0.00034466i,0.00025802-0.00031692i,0.00098931-0.00074077i,0.0011259-0.00057544i,0.001261-0.00060001i,0.00080012-0.00057808i,3.898e-05-0.00064649i,0.00023038-0.00065663i,0.00088253-0.00029994i,0.00034344-9.2653e-05i,7.6149e-05-6.8275e-05i,0.00067988-0.00011097i,0.00029897-0.00043109i,-0.00018181-0.0004242i,0.00059479+0.00028246i,0.00052099+0.00068566i,2.3471e-05+0.00050873i,0.0005441-0.00016587i,0.00040733-0.00023506i,-0.00032828+0.00012341i,0.00011724+0.00048605i
-0.00034595+0.00022071i,-0.00049351-0.00088237i,0.00051777-0.00098399i,0.0011534-0.00032296i,0.00049656-0.00034726i,0.00013492-0.0010864i,0.00066851-0.0014058i,0.00065733+2.1846e-05i,0.00045228+0.0016084i,7.4053e-05+0.0013169i,-0.0005447+1.7087e-05i,-0.0013562-0.00086419i,-0.0012244-0.0010369i,-0.00081382-0.00092884i,-0.00087465-0.0012755i,-0.00071906-0.00085109i,-0.00045995+0.00047127i,-0.0002131+0.00083582i,-0.00063414+0.0011298i,-0.00023221+0.00055567i,1.6798e-05-9.1097e-05i,-0.00057949+0.00032942i,-8.8437e-05+0.00083558i
0.00064017-0.00016346i,0.00056555-0.00071928i,0.00103-0.00052732i,0.0010302-0.00038961i,0.00080297-0.0010922i,0.0002823-0.00083005i,0.00012891+9.4271e-05i,-0.00015954+0.00044865i,-0.00019754+0.0003205i,0.00021364+0.00026907i,-0.00024879-0.00024788i,-0.00024547-0.00034212i,-1.4382e-05+5.501e-05i,-0.00050684+0.0001628i,-0.00053083+0.00019506i,-0.00032153-5.4958e-05i,8.7435e-05-0.00023085i,0.00036515-0.00010187i,0.00048384+4.6061e-05i,0.00054637-9.3436e-05i,0.0006743-0.00058102i,0.00091013-0.00024795i,0.00027476+0.00011447i
0.00030781-0.0025961i,-0.00093054-0.0034873i,-0.0019263-0.003632i,-0.0021994-0.0022184i,-0.0013764-5.2842e-05i,0.0004766+0.0011039i,0.0013225+0.00057778i,0.001666-2.6216e-05i,0.00098616-0.00031551i,-7.3386e-06-0.00039283i,-0.00014476-0.00015703i,-7.529e-05-0.00031513i,3.8211e-05-0.00056668i,0.00049128-6.3713e-05i,0.00089355+0.00045001i,0.00062761+0.00011766i,0.0007823-0.0003561i,0.00077104+5.3908e-05i,0.00055386+0.00091559i,0.00044698+0.0010155i,-0.00010021+0.00071603i,-0.00032146+0.00062841i,-0.00037158+0.00025672i
0.0026393+0.00089269i,0.0028697-0.00057725i,0.0027064+0.00037117i,0.0022352-0.00021534i,0.0020047-0.0018248i,0.0014347-0.0017119i,0.00021839-0.00098248i,-0.00073808-0.00069835i,-0.00017709-8.8006e-05i,0.00034947-0.00018735i,0.00085283-0.0010892i,0.0010082-0.00097023i,0.0006597-0.0014613i,0.0004822-0.0016009i,0.00047515-0.00082193i,-4.3626e-05-0.00058473i,-3.1269e-05-0.00042762i,0.00079515+0.00018407i,9.1867e-05+0.00020328i,-0.00048973+1.7241e-05i,1.0661e-05+0.00091605i,-0.00028436+0.0012643i,-0.00029298+0.00075771i
-0.00020524-0.00083537i,-0.00017009-0.0010106i,-0.00010595-0.00064065i,-0.00069531-4.4688e-05i,-0.00059482-6.0271e-05i,-0.00026474+0.00013729i,0.00026288-0.00013473i,0.00044115-0.00070844i,7.4337e-05-0.00048057i,8.3064e-05-0.00037891i,-7.6742e-06-0.00028941i,-4.3641e-05-2.3549e-05i,9.0877e-05+0.00103i,6.4526e-05+0.0015212i,0.00051302+0.00084493i,0.0006362+0.00045043i,0.00056086+0.00052608i,0.00037374+0.00048156i,0.0003605+0.00065676i,0.000831+0.00087585i,0.00081041+0.00088794i,-0.00032777+0.00022873i,-0.00041294-0.00059102i
0.0010863-0.0016452i,0.0010926-0.0013248i,0.0016508-0.0020201i,0.0013339-0.0016544i,0.00071957+3.3095e-05i,0.00010776+0.0010224i,-0.00013996+0.00042253i,-0.00016941+0.00017241i,0.00017136+0.00047444i,0.00025128+1.059e-05i,-0.0001071-9.3424e-05i,-0.00010077-0.00046381i,-5.2057e-05-0.00099391i,0.00028033-0.00057502i,0.00050554+0.00027738i,-0.00051413+0.00016908i,-0.0015062-0.00018079i,-0.0010425-0.00019725i,0.00034932-0.000246i,0.00046713-0.000163i,-0.00072417-2.8738e-05i,-0.0013779+0.00012368i,-0.00066571+0.00043645i
0.0011236+0.0026728i,0.0012204+0.0028394i,0.00073652+0.0030042i,0.00083912+0.0018905i,0.00097171+0.0010053i,0.00048661-0.00031503i,0.00014425-0.0010221i,0.00029279-0.00016818i,0.0004098+0.00058763i,0.00058682+0.0010342i,-5.271e-05+0.0011426i,-0.00098133+0.00030701i,-0.0013108-0.00011844i,-0.0012088-0.0013847i,-0.00033288-0.0023161i,-4.9312e-05-0.0012456i,-6.2713e-05-0.00011974i,-0.00024383-2.662e-05i,-0.00052078-6.3289e-05i,-0.0011868+0.00031226i,-0.0011314+0.00046754i,0.0003367+0.00029462i,0.0012682-2.8992e-05i
-0.001484+0.00063112i,-0.0017787-0.00088043i,-0.001023-0.0029002i,0.00023066-0.0028674i,-2.287e-05-0.00095489i,-0.0001414-0.00010455i,0.00021348-0.00048874i,0.00020413-0.00030174i,0.00039996+0.00044239i,0.00036948+0.00065301i,0.00020656-0.00018188i,0.00024668-0.00061658i,-0.00016627-0.0010958i,-0.00049313-0.0007678i,-0.00027653-0.00036808i,-0.00044358-0.00076432i,-0.00017753-0.0005238i,-0.00043726+2.6004e-05i,-0.00115-8.0743e-05i,-0.00068484-1.8824e-05i,-0.00029032+0.00040246i,-0.00038669+1.8762e-05i,0.00066415+2.3257e-05i
-0.0014753-0.0027481i,-0.0011244-0.0019057i,-0.00017453-0.00097368i,-9.1948e-05-0.00034751i,0.00024238+0.00050705i,0.00074793+0.00068843i,0.0010815+0.00022387i,0.0016838+0.00031393i,0.0019726+0.00042955i,0.0016271+7.9615e-06i,0.00079368-0.0005592i,-9.0339e-05-2.6114e-07i,-0.00017101+5.7585e-05i,0.00017951-0.00045237i,0.00024853-0.00063943i,0.00063273-0.00080723i,0.00064771-0.0003485i,0.00019625-8.96e-05i,0.00020717-3.3524e-05i,0.00019356+0.00032168i,2.3514e-05+0.0004005i,0.00010675+0.00018277i,0.000242-0.00031542i
0.0022287-0.0031368i,0.0020092-0.0034273i,-0.00047898-0.0035428i,-0.0017835-0.0034025i,-0.0011044-0.0020844i,-7.8087e-05-0.0007192i,0.0012453+0.00018169i,0.001307+0.0001713i,0.00033069-7.217e-05i,-0.00064536+0.00033377i,-0.0011827+0.00076879i,-0.0011352+0.00022057i,-0.00084271+0.00035926i,-0.00059806+0.0013124i,-0.00087848+0.0013757i,-0.00067289+0.00038833i,0.00028705-0.00019071i,0.00082183+0.00052883i,0.0013964+0.00051726i,0.00078114-0.00027022i,-1.5336e-05-0.00038946i,0.00017654-0.00037682i,0.00014229-0.00044308i
0.0014961-0.001053i,0.00097751-0.0020763i,0.00013733-0.002152i,-0.00046692-0.0017768i,-0.0009218-0.00068958i,-0.00026567+0.00056432i,4.1988e-05+0.0010551i,-0.00050286+0.0012101i,0.00010872+0.0010685i,0.00056558+0.00035831i,-0.000181-0.00028808i,-0.00049648+0.00060395i,0.0001726+0.0013129i,0.00032049+0.00072198i,0.0001661-5.93e-05i,0.00018474+5.0003e-05i,-0.00032929+0.00050474i,-0.00059603+0.00010616i,-0.00068409+0.00020314i,-0.00094489+0.00080291i,-0.00056228+0.00049508i,0.00027518-0.00019423i,0.00024824-0.00078566i
0.002626-0.0018945i,0.00031656-0.0033917i,-0.00091276-0.0042127i,-0.0017466-0.0029341i,-0.001418-0.0013854i,-0.001067-0.00046513i,-0.00043088+0.00040664i,0.00044732+0.00089895i,0.00081776+0.00022719i,0.0005604-0.00017585i,-0.00028263-0.0010026i,-4.9736e-05-0.0007482i,0.00027884+0.00048207i,0.00031488+0.00042662i,-0.00014393+0.00059329i,-0.00082508+0.00074007i,-0.00054174+0.00034194i,0.00029106+0.00018985i,0.00043288-9.1256e-07i,8.9973e-05-0.00050663i,0.00033437-0.00039437i,0.0009081-6.7064e-05i,0.00035025+7.4555e-05i
0.0031594-0.00066871i,0.0023986-0.0026515i,0.0034151-0.0028662i,0.0019024-0.0021713i,-0.00029975-0.0018486i,-0.00029314-0.00063306i,0.00024203+0.00032118i,0.00023095+0.00016688i,0.00094967+0.0002942i,0.001579-2.6455e-05i,0.00081548-0.00050694i,-5.7622e-05+0.00016226i,-0.00053817+0.0004663i,-0.0006733-3.108e-06i,-0.00084923+2.0115e-05i,-0.00019784+2.9752e-05i,5.2512e-05-0.00012116i,-8.4179e-05+0.0006044i,0.00069592+0.0010617i,0.00087549+0.00067392i,9.8274e-05+6.0262e-05i,-0.00035269+0.00025507i,1.6853e-05+0.00084076i
0.0013349-0.0021979i,0.002088-0.0017437i,0.0021147-0.000565i,0.00076018-0.00028803i,0.00071035-0.0010652i,0.0014482-0.001349i,0.00079635-0.00080842i,-0.00020793-0.0004683i,-0.00016633+0.00016549i,-7.91e-05+0.00049133i,-0.00010931+0.00053711i,-0.00057554+0.00074783i,-0.00029068+0.00074093i,0.00035115+0.00029081i,0.0010058-2.1015e-05i,0.0010005+0.0002292i,0.00023232+0.00047891i,8.1794e-05+0.00064698i,0.0004689+0.00053761i,0.00019228-0.0002357i,-0.00028371-0.00091149i,-0.00070212-0.00024468i,-0.0011359+0.00023175i
-0.0010577+0.0033543i,-0.00078879+0.0031708i,-0.00046332+0.0013216i,-0.00091786+0.00039153i,-0.00051345+0.00043847i,0.00050955+0.00032964i,0.00078527+0.0005099i,0.00065293+0.00014921i,0.00059785+0.00014851i,0.00022729-0.00017039i,-0.00033789-0.00059237i,3.6802e-05-0.00011138i,0.00026925+0.00048457i,0.00035632+0.00026498i,0.00020667-0.00037237i,-1.907e-05-0.00042454i,-0.00023919+0.00028544i,-1.2959e-05+0.00010711i,9.7852e-05-0.00049481i,-0.00026704+9.255e-05i,-0.00010275+0.00054972i,0.00026844+0.00025838i,0.00023503+0.00059074i
-0.0013444-0.0015613i,-0.00067437-0.0018977i,-7.6551e-05-0.0012638i,0.00061268-0.00040597i,0.00087621-0.00086752i,0.00084676-0.0010561i,0.00079242-0.00022301i,0.00043695+0.0009129i,-0.00032309+0.00090468i,-0.00038642+0.0003343i,0.00017744-0.00011271i,0.00065212-0.0008814i,0.00061279-0.00080102i,1.751e-05-8.4537e-05i,-0.00034147+0.00028199i,-2.3209e-06+0.00055848i,0.00080202-3.9237e-07i,0.00075905-0.00049812i,3.092e-06-0.00014505i,-0.00046472-0.00040624i,-8.3107e-05-9.8391e-05i,0.00059818+0.00031816i,0.00068649+0.00026096i
-0.0010787-0.0018781i,-0.00042669-0.0007399i,-0.00057419+0.00040216i,0.00013937+0.0010911i,0.00090279+0.00051408i,0.001049-0.0011585i,0.00088586-0.0011184i,9.7357e-06-0.00067494i,-0.00093923-0.00053557i,-0.00051552-0.00029387i,-0.00030367-0.00048111i,0.00015354-0.00070271i,0.00061749-0.000969i,-0.00018487-0.0017176i,-0.00032807-0.0014902i,0.00037291-0.00049107i,0.0006201+0.00013011i,0.00061475+0.00043375i,9.9028e-05+0.00024459i,-0.00033453-5.2635e-05i,-0.00049567+3.9736e-05i,-0.00067352-0.00013417i,-0.00024693-0.00029151i
0.0032421-0.00084667i,0.0020529-0.0011262i,-6.1314e-06-0.002129i,-0.00090797-0.0019083i,-0.00068878-0.00058064i,0.00044556-0.0005415i,0.001125-0.0012401i,0.00047436-0.00043661i,-8.0042e-05+0.0006414i,-0.00018711+0.00057904i,-0.00049155-0.00042667i,-0.00063296-0.001351i,-7.5937e-05-0.001043i,-0.00020594-4.0095e-05i,-0.00047551+0.00030058i,4.136e-05-0.00047711i,0.00016253-0.00039047i,2.0138e-05+0.00020021i,0.00048506-6.3121e-05i,0.00044185-0.00012892i,0.00033447+4.4254e-05i,9.5421e-06+0.00057973i,-0.0014407+0.00036548i
0.00028143+0.00066068i,0.00073791+0.00090172i,0.0017477+0.00089502i,0.0024055+0.00044818i,0.0020323-0.00010438i,0.0015771-0.0005478i,0.0010065-0.0004048i,0.00031141-0.0003559i,0.00028681+0.00029972i,0.0003285+0.0004544i,-4.8369e-06-0.00071188i,-0.00056174-0.0011799i,-0.00084101-0.00062073i,-0.00068375-0.00085477i,-0.00026929-0.001601i,0.00034355-0.001057i,0.00051752-7.4504e-06i,-0.00019688-7.3399e-05i,0.00011161-8.4376e-05i,0.00045201+1.6212e-05i,0.00024956-0.00034241i,-3.5407e-05-0.00051707i,0.0001234-0.00028089i
-0.0011084-0.0028492i,-0.0017667-0.002982i,-0.00038556-0.0025097i,-7.8229e-05-0.0015967i,-4.8757e-05-0.00094753i,2.6576e-05-0.00070449i,3.0419e-05-0.00032816i,0.00015729+0.00019843i,-0.00038303-0.00041862i,-0.0010214-0.00086833i,-0.00055467-6.2182e-05i,4.9468e-06+0.00045816i,-0.00055352+0.00056929i,-0.0010289+0.00044953i,-0.00059823+0.00035666i,-0.00044909+0.00040024i,-0.0005737+0.00014094i,-0.00052067+4.7698e-05i,-0.00013372+0.00030156i,6.6927e-05-0.00013125i,0.00038845+0.00010902i,0.0005706+0.00045813i,-0.00051501+4.6849e-05i
0.0034567-0.002253i,0.0028927-0.0017738i,0.0012914-0.00072906i,0.00069712-0.00055732i,0.00066402-0.0012743i,0.00044647-0.001834i,0.00051992-0.001218i,0.00053528-0.00063866i,-9.1651e-05-0.00014838i,0.0001849-0.00016541i,0.00060846-7.8762e-05i,0.00037171+5.2001e-05i,9.2516e-05+3.19e-06i,0.00025647-0.00046899i,0.0007858-0.00049212i,0.00061965+0.00056219i,-0.00022692+9.5905e-05i,-0.00043459-0.00028438i,-0.0001231+0.00012964i,0.00048361-6.0921e-05i,0.00077965-0.00034703i,-0.00015325-0.00042818i,-0.00036305-0.00085669i
6.1206e-05+0.0030655i,0.00032187+0.0024288i,0.00059183+0.0010931i,0.00016343+0.0012408i,0.00011154+0.0011381i,0.00056076+0.00077803i,0.00023463+0.00015657i,0.00031279-0.00012503i,0.00070799+0.00028008i,0.0003784+0.00045627i,0.00031476+0.00037338i,0.00039737+9.007e-06i,-0.00022636-8.2132e-05i,-0.00045232-0.00029093i,0.00018608-0.00031329i,0.00063246-0.00055573i,0.00036719-0.0006994i,0.00031499+0.00021851i,0.0010561+0.0010882i,0.0013782+0.0013776i,0.0011214+0.00094655i,0.0011357+0.00016254i,0.00073801-0.00045147i
-0.0035442-0.00050156i,-0.0024399-0.00046525i,-0.0014819+0.00070275i,-0.00069498+0.00046011i,-0.00021839+5.4132e-05i,2.8076e-05+0.00018677i,-0.00024451-0.00046876i,-0.00019073-0.0011094i,0.00013365-0.00060001i,6.7324e-05-0.00039495i,-0.00020323-0.00070048i,-0.00086721-0.0011596i,-0.00033513-0.0017714i,0.00049784-0.0011473i,-0.00025782-0.00064878i,-0.0010247-0.00055814i,-0.00042964-0.00076345i,-2.7598e-05-0.00093977i,0.0002996-0.0010503i,0.00098111-0.00067304i,2.0092e-05-0.00019578i,-0.00091834-0.00082016i,4.971e-05-0.00035725i
0.00085463-0.0010842i,0.001153-0.0015933i,0.00072184-0.0011086i,0.00047342-0.00049419i,0.00067887-4.4953e-05i,0.00064788-0.00037439i,-4.0218e-05-0.00087573i,-0.00089033-0.00035969i,-0.0001918+9.877e-05i,0.0011336+0.0006075i,0.00045083+0.00030702i,-0.00024951-0.00035384i,-0.00075879-0.00024598i,-0.0011637-0.00049188i,-0.00024426-0.00028788i,0.00014758-0.00048982i,0.00070082-0.00063852i,0.0010258+0.00053i,0.00052967+0.00071718i,-3.2552e-05+0.00023602i,0.00028977+0.00010918i,0.0012215-0.00027884i,0.0013237+2.3354e-05i
0.00059908+0.00021472i,0.00045926-0.00055458i,-0.0005254-0.00046768i,-0.0016524+0.0005969i,-0.001086+0.0011503i,-5.6864e-05-0.00012292i,0.0002629-0.0014402i,-0.00012747-0.0013269i,-9.6324e-05-0.0005565i,-0.00010002-0.00023275i,-0.00073741-0.0011518i,-0.00104-0.00071849i,-0.0011516+0.00032729i,-0.00050966+4.8406e-06i,0.00022819-0.00049281i,0.00083716-2.9587e-05i,8.6218e-05+0.00073635i,-0.00030461+0.00028486i,-0.00037063+6.008e-07i,-0.00052309-6.7403e-05i,7.2893e-05-0.00035908i,0.00060224-0.00018374i,0.00062542-5.1723e-05i
0.00040106-0.0018625i,0.00086997-0.0028483i,0.00094908-0.0017666i,0.00047375-0.00083286i,-0.00022618-0.00026474i,7.5822e-05+0.00014431i,0.00067716+0.0004242i,7.6015e-05+0.00030372i,0.0003412+0.00035957i,0.00052576+0.00074108i,-0.00019993-5.8563e-05i,-0.00035377-0.00051156i,0.00041998+0.00028891i,0.00031386+0.00065728i,9.1528e-05+0.00022768i,5.996e-05-0.00047474i,6.8033e-05-0.00089055i,5.4002e-06-0.00060364i,0.00062812-6.8607e-05i,0.00067972+0.00027138i,-0.00026102+0.00034924i,-0.00066517+0.00025089i,-0.00094214-0.00057749i
0.00087375-0.0016201i,0.00084364-0.00074437i,-0.00057608-0.00040521i,-0.00040792-0.0010563i,0.00044437-0.00074865i,0.0008906-0.00036441i,0.00091022-0.00071439i,0.00030041-0.00049506i,0.00041932-0.00042181i,0.00019104-0.00066445i,-0.00079027-0.00036308i,-0.00068264+0.00030977i,-8.1211e-05+0.00024913i,-0.00042926+0.00036715i,-0.0001385+0.00026063i,-0.00018004-0.00045138i,-0.00048147-0.00083826i,0.00015049-0.00072949i,0.00023375-0.0010085i,-0.00027695-0.0010083i,-0.00019024-8.9516e-05i,-0.00023791-5.7384e-05i,-0.0008959-0.00047675i
-0.00022292-0.00040926i,-0.0002485-0.00081028i,4.0823e-05-0.0011332i,0.00036813-0.00037645i,0.0010318+0.00084532i,0.00094986+0.00080563i,0.0005444+0.00017375i,0.00077781+0.00010342i,0.00043582+3.3979e-05i,-0.00022671-0.00072852i,-0.00015209-0.00032704i,0.00065442+0.00017325i,0.00092345+0.00015659i,0.00088359-0.00037258i,0.00047385-0.00074344i,-0.00029596+5.536e-05i,0.00026233+0.0003638i,0.0010042-0.00023171i,0.0011016-6.5092e-05i,0.00061698+0.00051905i,0.00029513+0.00081736i,-8.0008e-05+0.00062357i,-8.6897e-05+0.00056518i
0.0019812-0.00056976i,0.0015666-0.0022619i,0.00086952-0.0034066i,0.00035449-0.0022858i,0.00062616-0.00070302i,0.0013275+0.00035621i,0.0010292+0.00031728i,0.00011594-0.00011509i,-0.0002593-5.3158e-05i,-0.00047313+0.00037407i,-0.00097403+0.00044331i,-0.00081781+0.00019576i,-0.0002452+0.00029466i,-0.00011917-0.00030384i,-0.00027551-0.00044193i,-0.0005632+0.00015014i,-0.00050264-1.6576e-05i,-0.00034032-9.1568e-05i,-9.0467e-05+9.9127e-05i,0.00011526-8.063e-06i,-0.00041172+0.00052948i,-0.00057683+1.0898e-05i,-0.0003699-0.00040491i
0.00071628+0.00044142i,0.0011248-5.2696e-05i,0.0020549+0.00021113i,0.0014743+0.00067939i,0.00015115+0.00011231i,0.00019089-0.00056977i,0.00036064+0.00049625i,0.00033903+0.0018199i,0.00018262+0.0014355i,-0.00071975+0.00030107i,-0.00041377-0.00020718i,-0.00040557-0.00013854i,-0.00095366-0.00040632i,-0.00098519-0.0008353i,-0.00048665-0.00085637i,0.00020548-0.00071596i,0.00039609-0.00015255i,-7.5842e-05+0.00055192i,-0.00012762+0.00051133i,-2.4913e-05+0.00011694i,0.00050725+0.00045148i,0.00018444+0.00053526i,-0.00078484-0.00028442i
-0.0011462-0.0027158i,-0.00075481-0.0031822i,-0.00070215-0.0028002i,-0.00054206-0.0012747i,-0.00071311+7.3825e-07i,-0.00021949-0.00026051i,0.0011873-0.0013774i,0.0014175-0.0015648i,0.00051007-0.00084313i,-0.00034072-0.00040544i,-0.00080557-0.0004867i,-0.00031287-0.00049701i,0.00034907-0.00014644i,0.00037581-0.00028614i,0.00010432+7.7763e-05i,-0.00010206+0.001085i,0.00024665+0.00039375i,0.00064061-0.0013i,0.00069341-0.0013171i,-0.00020347-0.00028865i,-0.00024306+0.00045678i,-0.00034654+0.00041309i,-0.00032848-0.00061127i
0.00089685+0.00015942i,0.0014288+0.00071922i,0.0010877+0.0019748i,0.00088541+0.0010596i,0.00049081-0.00072814i,0.00036323-0.0010404i,5.8336e-05-0.00026027i,-0.0011262-3.0711e-05i,-0.00055728+0.00015133i,0.00090162-0.00072949i,0.0010562-0.0018525i,0.00059696-0.0011777i,-7.6541e-06-0.00069148i,-0.00029479-0.0007963i,-0.00026027-0.00054121i,-0.00045743-0.0010119i,-0.00081673-0.001109i,-0.00058095-0.00025836i,-8.5308e-05+0.00054296i,-0.00035237+0.00018653i,-0.00035277-0.00014693i,-0.00031519+2.8003e-05i,-0.00044032+0.00027303i
