-0.00095345+0.00049641i,-0.0012015-3.9466e-06i,-0.00098748+0.00030663i,-0.0012742+0.00043283i,-0.001186-0.00021576i,-2.3044e-05+0.00024428i,0.0013405+0.0013932i,0.0014318+0.0015117i,0.00095477+0.0014048i,0.0015464+0.0006823i,0.0019196-0.00089927i,0.0016269-0.0010764i,0.00067475-0.00013222i,-8.8056e-05-0.00018505i,-0.00025095+0.00011468i,0.00046545+0.00032248i,0.0009832-0.00016643i,0.00082811-4.6435e-05i,0.00012336+9.9504e-05i,0.00024268-0.00023106i,0.00076399-0.00074367i,0.00089094-0.00077614i,0.0010874-0.00051634i
-0.0010438+0.0032943i,-0.00085455+0.0030013i,-1.415e-05+0.0020298i,0.0008488-5.1117e-05i,0.0010778-0.0014314i,0.0011136-0.0015264i,0.0010347+0.0003548i,0.00052093+0.0021677i,0.0012211+0.0033747i,0.0016294+0.0032282i,0.00041555+0.0013996i,-0.00081486-0.00014565i,-0.0016347-0.00027743i,-0.0011771-0.00052917i,-0.00058145-0.00038374i,-0.00074998+0.00033085i,-0.0007695-7.4034e-05i,-0.00064997-0.00041462i,1.4229e-05-0.00051813i,0.00067742-0.0013002i,0.00054883-0.00111i,-6.0933e-05-0.00069037i,-0.00068448-0.00076952i
-0.0010324+0.00049397i,-0.0010968+0.00073402i,-0.00073612+0.0019665i,-0.00068442+0.0012193i,-0.00080836-0.0008804i,-0.00031296-0.001003i,0.00090316+0.00021416i,0.0027682+0.00093544i,0.0039865+0.0018086i,0.0032413+0.0010922i,0.0017963-0.00019104i,0.00071544-0.00059795i,0.00047632-0.0011058i,-0.00053035-0.0014985i,-0.0013393-0.0011417i,-0.0012101-0.00036892i,-0.00078349+0.00025534i,-0.00056751+0.00038195i,-0.00021726+4.7084e-05i,0.0002581-0.00048687i,-6.7172e-05-0.00078873i,-0.00068796-0.00046i,-0.00058382+0.00026093i
0.00038002+0.002057i,0.0017168+0.0030586i,0.0019598+0.0058693i,0.0019598+0.0070592i,0.0021092+0.0046167i,0.0021324+0.00066026i,0.0026499-0.001527i,0.0028509-0.0018821i,0.0023806-0.0010169i,0.0023428+0.00034951i,0.002466-0.00057531i,0.002008-0.0020564i,0.0018353-0.001468i,0.00090662-0.00056001i,4.4898e-05-0.00013887i,-0.00047548+0.00035233i,-0.00026367+0.00078142i,0.00061848+0.00023332i,0.00024862-0.00018614i,-0.00012046+0.00021341i,0.0001303+0.0011374i,1.2652e-05+0.0014241i,0.0002397+0.0008778i
-0.0035959+0.0017723i,-0.0023469+0.0016478i,0.00098082+0.00082511i,0.0027194+0.00054577i,0.0024719-0.0001871i,0.00141-0.0018477i,-0.00014145-0.0038563i,-0.0013168-0.0028098i,-0.0012641-0.00067089i,-0.0012572-0.0002261i,-0.0016532-0.0014638i,-0.00043477-0.0023037i,0.00092746-0.0022187i,0.00083633-0.001888i,0.00030096-0.00092291i,0.0004346-0.0002604i,0.0015402+0.00014881i,0.0011748+0.00063691i,0.00047838+0.00083178i,0.00087881+0.00070108i,0.00090042+0.00033421i,6.0365e-05+0.00032121i,-0.00067293+0.00086092i
0.0023724-0.0036883i,0.0025147-0.0037081i,0.0018368-0.002631i,0.0020899-0.0018469i,0.002247-0.0015093i,0.0012473-0.0013783i,-0.0010668-0.0016449i,-0.0035261-0.00063179i,-0.0047034+0.0013599i,-0.0032731+0.0020375i,-0.0021046+0.0004098i,-0.0011366-0.00099963i,0.00034355+0.00019016i,0.00024913+0.0010978i,-0.00035226+0.0007267i,-0.00034199+0.00047874i,-0.00021772+2.7245e-05i,-0.00021755-0.00087489i,0.00026477-0.00066387i,0.00034683+0.0002182i,0.00044623-6.6612e-06i,0.00045795-0.00067787i,0.00026494-0.00074473i
0.00052924+0.0035279i,0.00041538+0.003072i,0.0007343+2.2175e-05i,0.0010376-0.002628i,0.00056528-0.0033034i,-0.00038005-0.0037314i,-0.00098419-0.0029566i,-0.0011899-0.00032189i,-0.0014139+0.0015568i,-0.00091799+0.00047987i,-0.00015698-0.001464i,7.1085e-05-0.001301i,-0.00013106+2.3279e-05i,-0.00090646-3.5113e-05i,-0.0010471-0.00076466i,-0.00091967-0.00048386i,-0.0002681-3.5274e-05i,-0.00057903-0.00052972i,-0.000987-0.00098077i,-0.00016348-0.0010686i,0.00014642-0.00044043i,0.00016198+0.00021012i,0.00025515+0.00058716i
-0.0030488-0.00051489i,-0.0031793+0.00072916i,-0.0013929+0.0029641i,-0.00051633+0.0043995i,0.00028653+0.0020054i,0.0016515+0.00037316i,0.0021211-0.00036547i,0.0019375-0.0010983i,0.0017848-0.00079568i,0.0017707-0.0012971i,0.0010708-0.0019316i,0.00058174-0.0017164i,0.00074645-0.0014686i,0.0012773-0.00062388i,0.0012649+3.2909e-05i,0.00070712-0.0001228i,-0.00031767-0.00037267i,-0.0011469-0.0010808i,-0.0012496-0.00072689i,-0.00068963-0.00047056i,0.00013813-0.00059254i,0.00040615+0.00043692i,-5.9004e-05+0.00034442i
0.0019826+0.0026313i,0.0030831+0.003764i,0.0029321+0.0042009i,0.0022704+0.0036238i,0.001871+0.0020058i,0.0025834-0.0013864i,0.0027472-0.0048117i,0.002145-0.0060435i,0.0017145-0.0058219i,0.0011391-0.0047947i,0.0007705-0.0031904i,0.00064111-0.0022365i,0.00022311-0.0013316i,-2.5506e-06-0.00012433i,-4.7306e-05-2.3127e-05i,0.00019325-0.00033063i,0.00029712+0.00023317i,1.1669e-05+0.00025071i,-3.3899e-05-0.00083418i,-0.00033912-0.00082088i,-0.00013633-2.138e-05i,0.00022178-0.00035246i,3.6979e-05-0.00027662i
-0.0039883+0.00045823i,-0.0028648+0.0013085i,-0.00094408+0.0014405i,0.0019998+0.0012481i,0.0043777+0.0011657i,0.0047549-0.00031503i,0.0023439-0.0027186i,-0.00046696-0.0034675i,-0.0016491-0.0024281i,-0.0012086-0.001482i,-0.00059197-0.001218i,-0.00071739-0.00050414i,-0.00088012+0.0002387i,-0.00070472+8.6813e-05i,6.1683e-05+0.00040654i,0.00068131+0.00047801i,0.00081134+9.4671e-05i,0.00033727-0.00083877i,0.00025148-0.0010429i,0.00018155-0.00040596i,-0.00031304-0.0002295i,-0.00011045-0.00086677i,0.00042511-0.0012926i
-1.4979e-05+9.7207e-05i,-0.00074402+2.7433e-05i,-0.00091199-0.00013895i,0.00036633-0.00076802i,0.0014164-0.0019026i,0.0010089-0.0026837i,0.00011875-0.0022425i,-0.00021381-0.0013504i,0.00038379-0.00068107i,0.0012197-0.00037243i,0.00062445-0.0005582i,-0.00048825-0.00077654i,-0.00088463-0.00021868i,-0.00063065+0.00042242i,-0.0004507+0.00049631i,1.2763e-05-0.00053532i,0.00032991-0.0012551i,8.8146e-05-0.00097647i,0.00018194-0.00055598i,0.00041261+0.00016483i,0.00075411+0.00015939i,0.00025011-0.00043906i,-6.6717e-05-0.0004358i
-0.00074114+0.0039977i,-0.0012844+0.0043302i,-0.0014042+0.0032006i,-0.00099065+0.0016664i,-0.00014645+0.00059645i,0.0010605+8.6252e-05i,0.0022801+2.0627e-05i,0.002737+0.00028623i,0.0027471+0.0013648i,0.00305+0.0019694i,0.0018193+0.00088728i,0.00064267-0.00089376i,0.0002873-0.0012469i,-0.00017114-3.3218e-06i,-9.1632e-05+0.0012122i,0.00011123+0.0010276i,0.00020119-0.00018215i,0.00030178-0.00042983i,0.0001242-0.0003651i,0.00014407-0.00087178i,0.00056764-0.00061056i,0.00022146+0.00036365i,0.00023094+0.00063697i
-0.00057636-0.0028702i,0.00040227-0.0020391i,0.00087447-0.00026816i,0.00059924-0.00027202i,0.00043065-0.00080905i,1.9289e-05-0.00082376i,0.00077449-0.0013571i,0.0030225-0.001497i,0.0046405-0.0011432i,0.0040139-0.0015488i,0.0015851-0.0023728i,-0.00023646-0.0015307i,-0.00011952+0.00057068i,-0.0003683+0.0011468i,1.1974e-05+0.00083362i,0.0011203+0.00079237i,0.00088896+0.0013272i,0.00021638+0.0010607i,0.00037306+0.00070978i,0.00046574+0.00085751i,0.00017686+0.00042947i,8.1838e-05-0.00020846i,0.00037278-0.00036881i
0.002407+0.0019048i,0.0026382+0.0027807i,0.0032314+0.0018574i,0.0030796+0.00092166i,0.0016355+0.00060647i,0.0018461+0.00074187i,0.0021236-7.1609e-08i,0.0005234-0.0018348i,-0.0012903-0.0017319i,-0.0013396-0.0015316i,-0.00041418-0.0015477i,-0.00066113-0.0016351i,-0.0019072-0.0015284i,-0.0021166-0.00049409i,-0.0012323+0.00031793i,-0.00081837+0.00099856i,-0.00070132+0.0016757i,5.703e-05+0.0014859i,0.00099669+0.00098541i,0.00067254+0.0010024i,0.00016014+0.00036223i,0.00041719-0.00067308i,0.00056187-0.00043862i
-0.0021928-0.0011969i,-0.0023245-0.002208i,0.00068386-0.002117i,0.002202-0.00089351i,0.0021339-0.0011602i,0.0017635-0.00088475i,0.00070264-0.00036363i,-0.00047508-0.00041885i,-0.0016049-0.00051758i,-0.0017552-0.00099403i,-0.0014088-0.00090419i,-0.001468-6.0532e-05i,-0.00073572-0.00029932i,-0.00054351-0.00045051i,-0.0010117+0.00068305i,-0.00076123+0.00076934i,0.0004395-0.0004146i,0.00071191-0.00063106i,7.0262e-05+0.00050558i,0.00027986+0.00098509i,0.00063639+0.00035474i,0.00010549-0.00024193i,-8.2986e-05-0.00057395i
0.0025149-0.00016176i,0.0035896+0.00076974i,0.0028564+0.001127i,0.0019715+0.0002097i,0.0013502-0.0010813i,0.0012754-0.0017893i,0.0011368-0.00050633i,-0.00043135+0.00062357i,-0.0011269-6.4354e-05i,-0.00057801-0.00087562i,-4.4524e-05-0.00086401i,0.00026809-0.00063732i,0.00027268-0.00040563i,6.9547e-05-0.00026934i,-0.00034613+0.00044069i,-0.0010022-4.5881e-05i,-0.0010502-0.0012968i,-0.00034935-0.0012854i,-7.8574e-05-0.00031971i,-7.7107e-06+0.00036494i,0.00043719+0.00046544i,0.00035585+0.00057913i,0.00076314+0.0010155i
-0.0038732+0.0012522i,-0.0039817+0.0022727i,-0.0043626+0.0032533i,-0.0032031+0.0030375i,-0.0012389+0.0017429i,6.864e-05+3.7898e-05i,0.00068508-0.00063979i,0.0014252-0.0003729i,0.0021503-3.3852e-06i,0.0017502+0.00047248i,0.0010917+0.00020101i,0.00093015-6.6479e-05i,0.0010243-0.00042129i,0.0016111-0.0005204i,0.0016124-0.00018258i,0.00061443+0.00030318i,-8.9778e-05+0.0003938i,-0.00085945+2.5449e-05i,-0.00061648-0.00052479i,0.00029985-0.00071493i,-0.00022485+0.00040714i,-0.00035735+0.00054406i,-0.00012086+0.00015344i
0.0013994-0.0018568i,0.0023358-0.0015686i,0.0033585-0.00025899i,0.0018102+0.0010952i,0.00030887+0.00066276i,0.0015772-0.00081569i,0.0027268-0.0028136i,0.0016556-0.0046673i,0.00062399-0.0039107i,0.00044285-0.0024072i,0.00028647-0.0024483i,0.0006571-0.0015973i,0.00052135-0.00027634i,0.00054181+0.00039657i,0.00063825+0.00041604i,-1.5481e-05+5.1527e-05i,-7.7866e-05+0.00056014i,-0.00011056+0.00096842i,-0.00020946+0.00080919i,-0.00016811+0.0002433i,-0.00023563+3.8942e-05i,-2.0733e-05+0.0002232i,-6.7995e-05+0.00014272i
0.00045617+0.0020026i,0.00068278+0.0022792i,0.00085738+0.0014i,0.0014623+0.00098673i,0.0011642-0.00012838i,-0.00032242-0.0012086i,-0.0011541-0.0016572i,-0.00071555-0.0016766i,-0.00054076-0.0010663i,-0.00032451-0.0011996i,0.00012247-0.001081i,-0.0004867-0.00071791i,-0.00053859-0.00077744i,4.8919e-05-0.0010156i,0.00010963-0.00016202i,-2.8431e-05+0.00068379i,-9.8099e-05+0.0006469i,0.00023212+0.00015831i,7.4789e-05+0.00050058i,-0.0002113+0.00078422i,0.00029188+0.00016638i,0.00035505-0.00012821i,-0.00069902-0.00066477i
-0.0013971-0.00081356i,-0.0020345-0.000142i,-0.00082069-0.00053274i,0.0011722-0.00016572i,0.0018228+0.00017617i,0.0019156-0.0010469i,0.0011882-0.0024907i,0.00040764-0.0020125i,0.00030379-0.00042089i,0.00041968+0.00052031i,0.00036065-0.0001648i,0.00067495+4.1776e-05i,0.0012251+0.0010807i,2.0911e-05+0.0013131i,-0.00092936+0.00089704i,-0.00045156-0.00017603i,0.00032202-0.00079396i,0.00094597-0.00036166i,0.000553+0.00012245i,0.00033013+0.0004139i,0.00072456+0.00066211i,0.00070863+0.00049753i,0.00024891-0.00031969i
0.00055748-0.002252i,-0.0003814-0.0012781i,-0.0014175-6.8645e-05i,-0.00076657+0.00049997i,-0.0002652-7.6799e-05i,-0.00086281-0.00062093i,-0.00050505-3.803e-05i,0.00055106+0.00069781i,0.00093485+0.0013055i,0.0010362+0.00075049i,0.00057836-0.0004752i,-0.00045288+4.9795e-05i,-0.00083046+0.0010136i,-0.00071473+0.00094761i,0.000144+0.0004942i,9.7214e-05-4.5841e-05i,-0.001008-0.00034228i,-0.001049+4.1914e-05i,6.8344e-05-3.0633e-05i,0.00054069-0.00086548i,0.0003077-0.00082341i,0.00025458-0.001047i,0.00024753-0.0011203i
-0.00094329+0.002005i,-0.00076804+0.0014609i,-0.0003757+0.00032276i,0.00045594+0.00038704i,0.0015647-0.00018847i,0.0029515-0.0010904i,0.003472-0.0017006i,0.0029069-0.0019304i,0.0024003-0.0011966i,0.0015-0.00070405i,0.00058392-0.00062887i,0.00017084-0.00066688i,6.7516e-05-0.00072287i,0.00027367-0.00032065i,0.00095376-8.7783e-05i,0.00064556+4.8171e-05i,-0.00044663+0.00058961i,-0.00080878-5.4518e-05i,-0.00095175-0.0012048i,-0.0012504-0.0010904i,-0.0011478-0.00067406i,-0.00074437-0.00060814i,-0.00037188-0.00069367i
-0.0025076+0.00013993i,-0.0033798+0.0016107i,-0.0018702+0.0031219i,-0.00011172+0.0031188i,0.0010182+0.00088161i,0.00080528-0.0017651i,2.8853e-05-0.0022722i,-0.00064342-0.0021091i,-0.0009249-0.0014955i,-0.00056932-0.00090594i,-5.5152e-05-0.0018087i,5.7442e-05-0.0017393i,-0.00069513-0.0011339i,-0.00052291-0.0019039i,-0.00072965-0.001891i,-0.00077936-0.00084381i,0.00030222-0.000653i,0.00064611+0.00013198i,0.00043819+0.00073168i,0.00050089+0.00039818i,0.00044656+0.00051089i,0.00049606-6.695e-05i,0.00079424-0.0011015i
0.0030523-0.0025402i,0.0021558-0.0039448i,0.0016807-0.0036053i,0.0019825-0.0024957i,0.0011252-0.0015095i,0.00164-0.00079217i,0.0028083-0.0011384i,0.0018858-0.0016513i,-0.00038889-0.0014664i,-0.0020603-0.00042744i,-0.0013931-0.00035909i,-0.0006184-0.00089128i,-0.00032812-0.00010043i,-0.00040685+0.0012325i,-0.00072251+0.00093562i,-0.00048593+3.1685e-06i,4.2538e-05-0.00072404i,0.00022438-0.00098361i,-0.00023873-0.00065912i,-0.00038158-0.00033539i,-0.00058542-0.00035991i,-0.00037649-0.0002621i,0.00063635+0.00057299i
-0.0018049+0.0042378i,0.00016743+0.0033488i,0.0010965+0.0035099i,0.0024605+0.0018974i,0.003803-0.00037878i,0.0019294-0.0023813i,-0.00083192-0.0023989i,-0.0017394+0.00033592i,-0.0012393+0.0021089i,-0.0004113+0.0013471i,0.00019835-0.00039871i,0.00019727-0.0014405i,4.9622e-05-0.001641i,0.00030052-0.0015097i,0.00035158-0.0014975i,0.00036116-0.0016234i,0.0003645-0.0011387i,-0.00016461-0.00051375i,-0.0010109-4.0529e-05i,-0.00037616-5.2188e-05i,-0.00023401-0.00013509i,-0.0001457-6.4612e-05i,0.00055614-0.00016513i
3.796e-05-0.0014926i,-0.00016305-9.8323e-05i,-0.0011875+0.00081999i,-0.0014984+0.00083829i,-0.0018912+0.001109i,0.00018662+0.00039674i,0.0032219-0.00079534i,0.0038613-0.00037953i,0.0033258+0.00055142i,0.0029708+0.00030944i,0.0019174+0.00010332i,0.0011958-0.00050764i,0.00096608+0.0001027i,0.00081245+0.00071837i,0.00077051+0.00051457i,2.7753e-05+0.00024084i,-0.00050357+5.9178e-05i,-0.00089328+1.0461e-05i,-0.00074416+0.00010585i,-0.000156-0.00021322i,-5.1263e-05-5.4817e-05i,-0.00010553+0.0006355i,-0.00044933+0.00066516i
0.0010324+0.0016041i,0.0014575+0.0028132i,0.0016351+0.002528i,0.0015784+0.001517i,0.0017581-8.2511e-05i,0.001475-0.0017027i,0.00137-0.002005i,0.0010561-0.0021277i,0.001495-0.0016216i,0.0021414-0.0012594i,0.0012649-0.0014796i,8.4607e-05-0.0013198i,-0.00042334-0.00095965i,0.00052895-0.00029526i,0.00078743-0.00043292i,0.00010752-0.00081133i,-0.00017102-0.00016496i,-0.00085573-0.00019225i,-0.00067808-0.00038034i,-0.00011926+0.00015881i,2.3794e-05+0.00066062i,-0.00028003+0.00015492i,0.00021935-0.00038479i
-0.0021166-0.00067529i,-0.0017736-0.00055213i,0.00015793+0.001417i,0.0018097+0.0027256i,0.00094951+0.0020544i,0.00095617-5.0426e-05i,0.0011104-0.0020117i,-0.00086195-0.0020077i,-0.0016103-0.00048681i,-0.00078391-0.00021868i,-0.00025524-0.001437i,7.8869e-05-0.0015337i,0.00059901-0.00052833i,0.0010254-0.0004158i,0.0010729-0.0012575i,0.00059043-0.00066025i,-7.462e-06+0.00017732i,-0.00038825+6.1464e-05i,-0.0006033+4.8697e-05i,3.9388e-05+0.00014329i,0.00095574-0.00013945i,0.0016141-0.00044322i,0.0010923-0.00066306i
0.00098874+0.0016648i,0.00068651+0.0013901i,-0.00031338+0.0013946i,0.00043412+0.0011115i,0.0019788-5.5041e-05i,0.001895-0.00088375i,-0.00012535-0.0010865i,-0.001521-0.001369i,-0.0019074-0.001022i,-0.0011404-0.00030155i,-0.00073535+0.0004621i,-0.00029299+0.00034063i,0.00092005-0.00013002i,0.00059577+9.5706e-05i,1.4957e-06+0.00029444i,9.9816e-05+0.00030179i,-5.8848e-05-2.1024e-05i,-0.00040705-0.00033684i,0.00024151-0.00094175i,0.0012071-0.0010807i,0.001015-0.00050198i,0.00018302-0.00060963i,0.00011825-0.00088088i
0.00029444-0.00045011i,0.0009117-0.00086307i,0.0011545-0.0014376i,0.00093344-0.0016136i,0.00084953-0.0014345i,0.0019861-0.00073983i,0.0019802-0.00083384i,0.00085787-0.0011447i,0.00051707-0.00043786i,0.00032897+0.00081379i,-0.00036381+0.0014058i,-0.00080677+0.0011467i,-0.00045448+0.0011624i,7.7276e-05+0.0015i,0.00026573+0.001725i,0.0010072+0.0017268i,0.00068922+0.00072031i,0.00011287-7.6253e-05i,0.00011715-0.00047367i,0.00019172-0.00042089i,8.1619e-05-0.00023517i,-9.592e-05+0.00020161i,-0.0001831+0.0007486i
6.9977e-05+0.00091958i,-0.0012115+0.0022025i,-0.0011393+0.0028574i,-0.00066489+0.0024372i,-0.00022151+0.00046052i,0.00094953-0.00068774i,0.0014361-0.0013699i,0.0013594-0.0016451i,0.001309-0.0015058i,0.0011448-0.0023257i,0.00093732-0.0020148i,0.00054503-0.00093194i,-0.00022147-0.00029887i,-0.00019966+6.7506e-05i,0.00034678+0.00033341i,-0.00023279-0.00015642i,-0.001017-0.00050512i,-0.00089298+0.00045214i,-0.00096089+0.00068685i,-0.0011077+0.00011756i,-0.00027689+0.00016851i,0.00053815-0.00033338i,0.00059203-0.00057227i
-0.0025341-0.0013116i,-0.0014525-0.00085587i,-0.0010668+0.00060284i,0.00029042+0.0018521i,0.0010228+0.0010167i,0.00068739-0.00093846i,0.0016288-0.0018847i,0.0016701-0.0020687i,0.00096306-0.0022545i,0.00080406-0.0023324i,-5.1126e-05-0.0020208i,-0.00088112-0.00072919i,-0.0010203-0.00043888i,-0.00021867-0.00050178i,0.00053922+0.00025985i,0.00049887+9.5932e-05i,-8.5806e-05+0.0002885i,-0.00058952+0.00051378i,-0.00086033+0.00031071i,-0.00076123+0.00019149i,-0.0006078+2.8393e-05i,-0.00031882-0.00016908i,-0.00010983-0.00030179i
0.002205-0.0022017i,0.001876-0.0023497i,0.00044648-0.0010413i,-0.00094325+0.0010254i,-0.00097161+0.0017607i,0.00041717+0.00031185i,0.00056292-0.0012957i,0.0002887-0.0015288i,-0.0003587-0.0012217i,-0.00093013-0.0013127i,-0.00083538-0.0010632i,-0.0011782-0.0012184i,-0.00066268-0.00045135i,-0.00033229+0.0012925i,-0.00038146+0.0018615i,-0.00025709+0.0012413i,-0.00043222+0.00040939i,-0.00043364-0.00034067i,0.00057321-0.00029878i,0.00077634-0.00030296i,0.00067643-0.00086485i,0.00088324-0.0009916i,9.0329e-05-0.00014196i
0.00011825-0.00011564i,8.7303e-05+0.00053802i,0.00038452-0.00092773i,0.0011572-0.0010128i,0.001215-0.00045861i,0.0013029-0.00047437i,0.0018047-0.00034486i,0.0010895-0.0002174i,0.00077527+0.00018186i,0.00070188+0.00068356i,-0.000404-0.00040459i,-0.00091757-0.0011746i,-0.00034139-0.00042588i,0.00030728-0.00010038i,7.5588e-05-0.00028673i,4.2252e-05-0.00011498i,0.00024821+0.00012564i,0.00014234+0.00019967i,0.00028189+1.6937e-05i,0.00020094-0.00019203i,0.00032799-0.00038645i,0.00045888-0.00037861i,0.00063242-0.00063347i
-0.0015015+0.00080496i,-0.0011145+0.0015347i,0.00012426+0.0028497i,0.00076912+0.0029959i,0.0017641+0.0017852i,0.0022358+0.00021795i,0.0019025-0.00088032i,0.0019199-0.0009621i,0.0023889+0.00011055i,0.0020086-9.8415e-05i,0.00099175-0.00097535i,0.00074416-0.0012659i,0.001001-0.0021118i,0.0010628-0.0023516i,0.00034417-0.0017727i,-0.00017663-0.0011302i,-0.00027425-0.00013519i,-0.00014018+0.00044918i,0.00055613-0.00015612i,0.00026416-0.00044292i,-0.00078282-2.0256e-05i,-0.00084667-0.00048688i,0.00014518-0.001008i
-0.00097644+0.0008337i,-0.00155+0.00088155i,-0.0021163+0.00128i,-0.00088708+0.00045408i,0.00012997+0.00036672i,0.00072588-0.00018094i,0.0011381-0.0016376i,0.0015986-0.0021663i,0.0013529-0.0014206i,0.0012106-0.00081743i,0.0012836-0.00032839i,0.00098517+0.00037347i,0.0010337+0.00071002i,0.00078349+0.00077886i,0.00072371+0.0010677i,-7.9166e-06+0.00075249i,-0.00099203+0.00049915i,-0.00087892+0.00026513i,-0.00016635+3.801e-06i,-0.00012841+0.00016733i,-0.00039097+0.00045404i,-0.00012503-7.4069e-05i,0.00036909-0.00016843i
-0.00068268-7.9424e-05i,-0.0016623+6.3008e-05i,-0.0013837+0.00092175i,-0.00071657+0.0020476i,0.00050695+0.00079605i,0.00081554-0.00035264i,0.00024773-0.00050605i,0.00020629-0.00056449i,-2.3053e-05-0.00054484i,8.3487e-05-0.00075511i,0.00076908-0.0011188i,0.00076188-0.0013098i,0.00046669-0.00063449i,0.00051-0.00076564i,-0.00040476-0.0011288i,-0.0011742-0.00038469i,-0.00063572+7.372e-05i,-0.00022457-0.00036228i,-0.00037081-0.00052431i,-0.00036033-6.7011e-05i,-0.00015298+0.00025726i,-0.00019497-0.00010971i,-0.00011949-0.00097048i
-0.0020819-0.00036308i,-5.1452e-05+0.00035713i,0.0019745+0.0013245i,0.0033508+0.0010244i,0.0037913-0.00032058i,0.0035211-0.0012407i,0.0012508-0.0020598i,-0.00055084-0.0024695i,-0.00030384-0.0011341i,0.00047413+0.00028161i,0.0005215+5.3441e-05i,0.00010984+0.000212i,-0.00010801+0.00085382i,9.0527e-05+0.0011328i,0.00055837+0.00062226i,0.0011705-0.00024722i,0.00076759-0.00070464i,0.00070212-0.00028255i,0.00078401-2.8891e-05i,0.00050409-0.00025407i,0.00062277-0.00062547i,0.00096833-0.00081133i,0.00055531-0.00053738i
0.00080075+0.0016397i,0.00017229+0.002374i,0.00032157+0.0031438i,-0.00013372+0.0025816i,0.00016414+0.001681i,0.001229+0.0014125i,0.0011693+0.00018217i,0.00020975-0.00028727i,-0.00023207+0.00014189i,0.0004362+0.00061169i,0.00038689+0.00059228i,-0.00076634+9.0557e-06i,-0.00073801-0.00048017i,0.00031496+3.8905e-05i,-2.8542e-05+0.00060247i,-9.159e-05+0.00034162i,0.00067239+0.00053369i,0.00015639+0.00074834i,-0.00032841+0.00040263i,-0.00030769+1.6923e-05i,-0.00027444+0.00015712i,-0.00037231+0.00019346i,-0.00074038-0.00016177i
-0.0017882+0.0023336i,-0.0015357+0.002648i,-0.00088544+0.0032342i,0.0011583+0.0021508i,0.0021771+9.731e-05i,0.0016878-0.00091334i,0.0016548-0.0019017i,0.0010787-0.0021572i,0.0006564-0.0010657i,0.0005166-0.00060061i,-0.00017086-0.0009818i,-0.00058744-0.0010414i,-0.00018124-0.00052495i,6.4847e-05-0.00057801i,-0.00013128-0.00070763i,-0.00033622+0.00024928i,-0.00059646+0.00082474i,-0.00076434+0.00052817i,-0.00039544+0.0002144i,-0.0001227+0.00044343i,0.00031901+0.00036506i,0.00052616+0.00013482i,0.00032304+0.00026816i
-0.0029657+0.0001177i,-0.0030819+0.0015355i,-0.0026683+0.0026869i,-0.0014275+0.0023265i,-0.00056062+0.0011984i,0.00045937-0.00011281i,0.0011109-0.0015444i,0.00075742-0.0017334i,3.9499e-05-0.0012739i,-0.00047546-0.00092377i,-0.00025603-0.00091122i,-0.0001097-0.00070331i,-0.00069539-8.54e-05i,-0.00046678+0.00035082i,0.00032781+0.00065184i,0.00040784+0.00068155i,3.0691e-05+0.00081216i,-0.00020983+6.0882e-05i,-0.00042743-0.0011207i,-0.00044012-0.0009739i,0.00017036-0.00042533i,0.00077457-0.0005254i,0.00028284+6.1751e-05i
-0.0010371+1.5199e-05i,-0.0008771+0.00019151i,2.9768e-05+0.00060468i,0.0015992+0.00046127i,0.0026149-0.0005681i,0.0032541-0.0018739i,0.0030827-0.0020403i,0.0014722-0.002485i,0.0004707-0.0015823i,0.00088554-0.00049604i,0.00063393-0.00065222i,-0.00033824-0.0010957i,-0.00039675-0.0010253i,0.00011116+2.3183e-05i,8.6096e-05+0.00048177i,0.00079816+0.00019495i,0.0017427+0.00016944i,0.0010186+0.00052523i,0.00066166+0.00040468i,0.00049586-1.3125e-05i,-4.5964e-05-0.00031197i,-3.4929e-05+0.00014102i,9.0401e-05+0.00048423i
0.00083321-9.1409e-05i,0.00083616+0.00012232i,0.0011413+0.00040682i,0.0012471+0.00026339i,0.0010508+0.00032277i,0.0018082-0.00032542i,0.0017525-0.0011045i,0.00013538-0.0013148i,-0.00063759-0.00035761i,0.00046897+0.00021362i,0.001206-0.00021373i,-4.4839e-06-0.00085133i,-0.00070178-0.00044362i,-0.00049625-0.00043721i,3.799e-05-0.00055308i,0.00057586+0.00010405i,0.00056908+0.00052051i,0.00069715+0.0001661i,0.00033835-0.00053823i,4.7567e-05-0.00065593i,0.00050001-0.00077628i,0.0005239-0.00096071i,0.00063522-5.0851e-06i
0.002097+0.0029149i,0.0012889+0.0021153i,0.00093258+0.00016999i,0.0029442-0.0012631i,0.0030837-0.0021626i,0.0015353-0.00087733i,0.00078963+0.00025331i,0.00087613+7.1447e-05i,0.00080174+0.00087961i,0.00076906-9.4196e-05i,0.00077528-0.0015909i,0.00043043-0.0012376i,-6.7745e-05-0.00047366i,7.4086e-05-9.7503e-05i,-0.0001441-8.8281e-05i,-0.00024924+0.00028021i,7.3693e-05+0.00019836i,0.00020243+4.2061e-05i,-0.00022856+0.00050971i,-0.00082483+0.00037614i,-0.0010388-0.00014333i,-0.00044771-0.00027906i,0.00042472-0.0004701i
