-0.0029124-0.00050518i,-0.0020805-0.0023784i,-0.0021753-0.0030663i,-0.0024979-0.0022025i,-0.0020361-0.00062273i,-0.0019314+0.00063261i,-0.0014769+0.0012424i,0.00056485+0.0010003i,0.0015829+0.00045976i,0.00028204-0.00019834i,-0.00045282-0.00085566i,-0.00010234-0.00088238i,-0.00068092-0.00028967i,-0.0013388+0.00079537i,-9.767e-05+0.0016558i,0.00088207+0.00092059i,0.00011147-8.9997e-05i,-0.00038053-0.00038544i,0.00043665-0.00068448i,0.0009211-0.00094764i,0.00060704-0.00050529i,-0.00027056-0.0002833i,0.00010952-0.0002357i
-0.0020225-0.0019387i,-0.0014047-0.0016668i,-0.0016559-0.00095191i,-0.001829-0.00014751i,-0.0013527-2.7402e-05i,-0.0010655-0.00038735i,0.0004941-0.00017503i,0.0014407-3.1347e-05i,0.0012727-0.00052668i,0.00079408-0.00068037i,0.00071146-0.00042272i,0.00028751-0.0001022i,-0.00076944-2.4632e-05i,-0.0011664-0.00034352i,-0.0005972-0.00044691i,0.00011334-0.00036975i,-3.2655e-05-0.00096336i,2.6096e-05-0.0017064i,5.1914e-05-0.0016349i,1.8379e-05-0.00043646i,0.00057225+0.00050955i,0.00070467+0.00042483i,0.00022702-8.2405e-05i
0.0010093-0.00016847i,0.00071584-0.00055173i,0.0013221-0.0020916i,-2.2481e-05-0.0017605i,-0.0011068-0.00029643i,-0.00063941+0.00077379i,0.00037689+0.0012039i,0.0011044-5.9572e-05i,0.0014086-0.0012444i,0.0014382-0.0010259i,0.00080821-0.00076163i,0.0001377-0.000672i,-9.0424e-05-0.00086842i,0.00010993-0.00052967i,0.00026948-0.00011732i,9.2168e-05-0.00051838i,0.00075379-0.00010393i,0.0010419+0.00041346i,0.00014734-0.00027159i,0.00049315-0.00045419i,0.0010301-0.00040526i,0.00056475-0.00070677i,-0.00040584-0.00052321i
-0.00015713+0.0013184i,0.00059314+0.00057537i,0.00078087-0.00012095i,-6.7227e-05-0.00020394i,-7.0193e-05-0.00080455i,0.00060446-0.0013152i,0.00032356-0.00053033i,0.00059452+0.00013281i,0.0010721+0.00048553i,0.00095142+0.00027889i,0.0015235-0.00016007i,0.0016696-0.00060085i,0.0012396-0.00087045i,0.00054158-0.00034052i,0.00024263+0.00029937i,0.0010747+6.5623e-05i,0.0013451-8.2661e-05i,0.00071944+0.0008284i,0.00048101+0.0012902i,0.00068246+0.0001132i,0.00058735-0.00097257i,0.00041011-0.00073412i,0.00067805-6.1022e-05i
0.00037294+0.0013305i,0.00069004+0.0017184i,0.0014381+0.0013366i,0.0020333+0.00046695i,0.0022844+2.9118e-06i,0.00049962-0.00056824i,-0.0010978-0.00093088i,-0.00013358-0.00036523i,0.0016787-4.7933e-05i,0.0019419-0.00030955i,0.0015842-0.00091606i,0.0010597-0.0012267i,0.00010732-0.00090475i,-0.00021886-0.00082142i,0.00035804-0.00032767i,0.00094299+0.00027939i,0.00066485+0.00012138i,0.00037062-0.0010548i,0.0005374-0.0012573i,0.00091164+4.2178e-05i,0.0010158+0.00093177i,0.00018489+0.00034496i,1.2912e-05+0.00039997i
-0.0012239+0.00020741i,-0.0012495-0.00029745i,-0.0013903-0.0003987i,-0.0012989-6.0444e-05i,-0.0003627+0.00031267i,-0.00069504+0.00028585i,-0.00056514-0.00015834i,0.00046728-0.0001329i,0.0010059+0.00068323i,0.001072+0.00092701i,0.00084542+0.00033834i,-1.8853e-05-0.00037121i,-0.00052182-0.00071921i,-0.0013046-0.00021619i,-0.0013986+0.00053722i,0.00022054+0.00058701i,0.0013946-0.00043187i,0.00096262-0.00084632i,0.00026657-0.00033496i,0.00024875-0.00012582i,-0.00026141-0.00036602i,-9.9453e-05-0.00044718i,0.00059978-0.00069145i
0.0020973+0.00033614i,0.0018756+0.00013972i,0.0022351-6.0985e-05i,0.0015931-0.00070758i,-0.00085369-0.00041762i,-0.0012629+0.00035669i,-4.9979e-05+8.4447e-05i,0.00053812-0.00011551i,0.0012369+1.8633e-05i,0.00067691+9.2635e-05i,0.00026795-0.000644i,0.00075789-0.00074318i,0.00063327-0.00029763i,0.00038883-0.00040896i,9.4719e-05-0.00022067i,-7.7036e-05-5.7308e-05i,-0.00038127+0.00036396i,-0.00090941+1.0637e-05i,-2.5208e-05-0.00032608i,0.0010787-9.3986e-05i,0.0009981-0.00047987i,0.00052524-0.0005485i,0.00015683-0.00034791i
0.00028351+7.4487e-05i,0.0010537-0.000885i,0.00055772-0.0017453i,-0.00064393-0.00219i,-0.00034593-0.0020919i,-0.00060771-0.0012807i,-0.00098382-0.00033391i,0.00022889-0.00056661i,0.0010145-0.0011225i,0.00061459-0.0012343i,0.0003525-0.0011395i,0.00049424-0.00070298i,0.00014724-0.00042942i,-0.0005744-0.00062882i,6.6153e-05-0.00042583i,0.00023479+0.0004074i,6.2084e-05+0.00046228i,0.00075856+0.00032491i,0.00069607+0.00067035i,0.00016953+0.00014747i,-0.00033723+0.00020796i,-0.00074491+0.000798i,-0.00034943+0.00059173i
0.00053885-0.00097459i,-0.00037654-0.00069147i,-0.0013242-0.0011958i,-0.0014348-0.00037538i,-0.00087049-0.0005515i,-0.00026005-0.00018046i,0.00046428+0.00088753i,0.0004702+8.635e-05i,0.00079395-0.0010029i,0.00082158-0.00091421i,0.00059253-0.00060783i,0.00078291-0.00047446i,0.00049434-0.00061323i,9.9763e-05-0.00074546i,0.00013543-5.7063e-05i,0.00020999+0.00037649i,0.00017517+6.3891e-05i,0.00071087+0.00017681i,0.00052376+0.00074089i,0.00045107+0.00056146i,0.0010831+0.00017356i,0.00039891+0.00025479i,-0.00018845-0.00046413i
-0.0016441-0.00036687i,-0.0018874+0.00077682i,-0.0013648+0.0014095i,-0.00011049+0.00082712i,0.00039313+0.00015086i,0.00074838-0.00025883i,0.00054419+0.00021328i,0.00028525+0.00035874i,0.00066448+5.8874e-05i,0.00086067-0.0004247i,0.00081093-0.0010647i,0.00052387-0.0013161i,-0.0001614-0.00078201i,0.00010035-0.00011003i,0.001076+0.00036793i,0.0012701+0.00039303i,0.00051962+0.00059477i,6.1485e-05+0.00055002i,-0.00028672+0.0006013i,-0.00051388+0.0007045i,0.0002095+0.00076719i,0.00061625+0.00096333i,0.00033561+1.9064e-05i
0.00044071+0.0019066i,0.0013285+0.0011476i,0.0017343+0.0012775i,0.0014385+0.0019902i,0.0011115+0.0016033i,-5.9958e-05+0.00082079i,-0.00092114+0.00078826i,-0.0006064+0.0010183i,-2.9547e-05+0.00011767i,0.00048714-0.00035136i,0.00051129+4.0382e-05i,-0.00043683+0.00015483i,-0.00040014+0.00037108i,-0.00071484+0.00051666i,-0.00088949+0.00055947i,7.9416e-05+0.00011816i,0.00048565+5.8705e-05i,-3.0736e-05+0.00022088i,-0.00072662-1.3398e-06i,-0.00063797-0.00043091i,0.00016657+8.5866e-05i,-0.00014667+0.00050951i,-0.00026885-0.00011257i
0.00054212+0.00012382i,0.00069358-9.419e-05i,0.00066736-0.00061681i,-2.2559e-05-0.0014007i,-0.00042341-0.0021326i,-0.00044291-0.0015938i,-0.00050276-0.00091398i,0.00025724-0.00022638i,0.00069543+0.00038982i,0.00087866+0.00036244i,0.00098207-0.00012975i,0.00050467-1.5841e-05i,0.00012617+6.8046e-05i,0.00050867+0.00017039i,0.0010855+0.0007286i,0.0011344+0.0001213i,0.00050912+0.00016796i,0.00029594+0.0007182i,0.00039102+0.00013919i,0.00037308-0.0002978i,0.00042697-0.00015023i,0.0009136-6.7361e-05i,0.0010526+0.00013359i
-0.00087089-0.00084909i,-0.00054759+0.00042723i,0.00036183+0.00014115i,0.00058331-0.00048032i,0.00026837-0.00057858i,-0.00028956-0.00015075i,-0.00053364-4.4523e-05i,0.00035759+0.00037347i,0.00090405+0.0010407i,0.00045887+0.00086003i,0.00035041+0.00050875i,0.00032357+0.00065472i,2.8814e-05+0.00069623i,0.00042675+0.00066323i,0.00017545+0.00085286i,-6.0341e-05+0.00010719i,-5.1262e-05-0.00034316i,0.00010405-7.9066e-05i,0.00084302+0.00030451i,0.00060016+0.0002633i,0.00035641-4.7216e-05i,0.00045766-1.0395e-05i,0.00039548+0.00067127i
-0.00046852-0.00044743i,-0.00038766-0.0011541i,-0.00021972-0.0012252i,-0.00059161-0.0018692i,-0.00016309-0.001965i,0.0002986-0.0014649i,0.00033894-0.0009181i,0.00098338-0.00046306i,0.00087606-0.00010714i,0.00012031+0.00026278i,0.00048487+4.1748e-05i,0.0007944-0.00018827i,0.00091363+1.0486e-05i,0.0012479+0.00053655i,0.00094958+0.00073945i,3.5481e-05+0.00032048i,-0.00040121-0.00030303i,-0.00068716-0.00013662i,-0.00040226+0.00020634i,0.00064309+0.00042962i,0.00089802+0.00080552i,0.00025798+0.0012748i,-0.00083092+0.00014304i
-0.00028988+0.0011592i,-0.00011312+0.0011571i,0.0001492+0.00066853i,0.00046854+0.00016006i,0.00023217-0.00084638i,-0.00024397-0.00041424i,-0.00020017+0.00068928i,0.00058481+0.00071261i,9.194e-05+0.0010963i,0.00020952+0.00082074i,0.0005903-0.00052849i,0.00011428-0.0015524i,-0.0002189-0.0017674i,0.00014168-0.000989i,0.0011253+0.0001207i,0.0014837-0.00037144i,0.00082815-0.00076582i,0.00010084-0.00051979i,0.00051484-0.0006344i,0.0010222+4.6194e-05i,0.00072864+0.00018845i,0.00047817+8.8345e-05i,0.00072488+0.00069654i
0.0024814-0.00069948i,0.002541+5.8891e-05i,0.0028253+0.00012713i,0.0017674+0.00019584i,0.000136+0.00011616i,-0.00053391-0.0011937i,-0.00037621-0.0016644i,0.00010492-0.00082559i,0.0010413-0.0006329i,0.0012432-0.00057696i,0.00058394-0.00072766i,-2.0041e-05-0.00027483i,-0.00044531-0.0003333i,-0.00045152-0.00079089i,-0.00030658-0.00021947i,0.00011874-1.4696e-05i,0.00028576-0.00054334i,0.00027047-0.00070717i,-0.00041626-0.00055474i,-0.0012527-0.00093681i,-0.00095509-0.00106i,0.00025817-0.0010822i,0.0010164-0.00048803i
0.00043764-0.00042494i,0.00058455-0.00032741i,-0.00024324-0.0010333i,-0.0011662-0.00086286i,-0.0017372-0.00035297i,-0.0021619+2.129e-05i,-0.00093012+0.00076996i,0.00053941+0.0011985i,0.00081722+0.00065479i,0.0018496+6.6809e-05i,0.0016506+8.7544e-05i,0.00041538+0.00036859i,0.00033743+8.6555e-06i,0.00070401-0.0007925i,0.00023055-0.00047658i,-0.00073111+0.0002255i,-0.00097078+0.0012615i,-0.00055343+0.00098798i,-0.00032867+0.00016406i,9.9258e-05+0.00050251i,0.00082955+0.00020297i,0.00043042-0.00015648i,8.9297e-05+7.9601e-05i
0.0022166-0.0018931i,0.0014698-0.0010586i,-0.00071324-0.0027867i,-0.0019054-0.0035019i,-0.002732-0.0022161i,-0.0020192-0.0010997i,-7.3073e-05-0.00092611i,0.0006405-0.00088809i,0.00084254-0.00072663i,0.0004914-0.00051674i,0.00038862-0.00030426i,0.00050937-0.00010891i,0.0001356+0.00016847i,-0.00078652+0.00030085i,-0.00067294+0.00022252i,0.00018732-0.00026922i,0.00050593-0.00052172i,0.00023907-0.00030665i,-5.8658e-05-0.00067289i,-0.00019211-0.00017599i,-0.00015437+0.0006264i,-4.1598e-05+0.00055136i,0.00032296+8.1812e-05i
0.00099503-0.002081i,8.2689e-05-0.0020468i,-0.0012093-0.0019868i,-0.00068052-0.001351i,0.00060701-0.0011371i,0.0011114-0.00066165i,0.00063173+0.00084173i,0.00062249+0.00086441i,0.00082593-0.00066191i,0.00025835-0.0008567i,-2.5555e-05-0.00073357i,-0.00041811-0.0010878i,-0.00053677-0.00078817i,-2.6446e-05+2.9468e-05i,-0.00065078+0.00022418i,-0.0011527+0.0001434i,-0.00033248+0.00036983i,-0.00024781+0.00037566i,-0.00094068+3.227e-05i,-0.0006566+0.00027648i,4.9598e-05+0.00059675i,-0.0004063+0.00065239i,-0.00093513+0.00035754i
-0.0024891+0.0020355i,-0.0015995+0.0021292i,-0.00074347+0.0019382i,0.00067518+0.0013557i,0.0017036+0.00028239i,0.0012853-0.0003685i,0.00053574-0.00046229i,0.00087428-0.0001403i,0.00094025-0.00032004i,0.00090398-0.00082668i,0.0010079-0.00010548i,0.00063591+0.00036177i,0.0003468-3.9342e-05i,0.00032401-0.00049447i,0.000976-0.0002822i,0.0013149+0.00048159i,0.00080371+0.00032632i,0.00020685+0.00022256i,-0.00051517+0.0002913i,0.00011935-0.00010118i,0.00097543+0.00024861i,0.00021765+0.00060756i,-0.00046914-0.00057726i
-0.0001859-0.00033229i,-0.00072324+0.00054157i,0.0016771+0.00027015i,0.0016733+0.0004704i,-0.00027415+0.0013049i,-0.0010159+0.00056514i,-0.00078945-0.00036081i,-0.00014301-0.00025801i,0.0009141+0.0001719i,0.0016262-0.00035763i,0.0014039-0.0012894i,0.00055779-0.00099181i,-0.00032239-0.00030913i,-0.00054968+0.00010464i,-0.00026881+0.00049211i,-0.00020861-0.0001081i,-0.00048101-0.00030826i,-0.0002411+0.00061502i,0.0011928+0.0009675i,0.0015387+0.0011131i,0.00074967+0.00063514i,0.00069888-1.1329e-05i,0.00072825-0.00034874i
-0.0013424+0.00029009i,-0.0012497+0.0011687i,-0.00023347+0.00064493i,-0.0010275+0.00061349i,-0.00091933+0.00043316i,0.00032914+0.00042522i,0.00075797+0.0011254i,0.0001852+0.00097112i,0.00034248+0.0007126i,0.00071169+0.00058994i,0.00053788+5.0487e-05i,0.00053361+0.00025796i,0.00047494-0.00045507i,-0.00022824-0.00088353i,-0.00020778+0.00041619i,0.00020697+0.0013293i,-0.0001249+0.00079991i,5.1771e-05-0.00060868i,0.00033758-0.0015801i,0.00022573-0.00087344i,-0.00029667+0.00056144i,-0.00045392+0.0007486i,-9.6176e-05+0.00057227i
-0.0012497-0.0066638i,-0.0034884-0.004935i,-0.0021937-0.0060071i,-0.0019526-0.0050305i,-0.0022587-0.0024338i,-0.0009072-0.0011788i,-0.00016807-8.3987e-05i,-0.00026221+3.0502e-05i,-0.0003094-0.00017045i,-0.0012884-0.00027756i,-0.00053122-0.0006651i,0.0009519-0.00058936i,0.00079271-0.0010342i,0.00082213-0.00057157i,0.0008126+0.0010322i,0.00014851+0.0011616i,-0.00031617-7.8922e-05i,9.4492e-06-0.00097522i,-0.00035729-0.00078055i,-0.00054334+4.251e-05i,-0.00016621+0.00015532i,-0.00067831-0.00047476i,-0.00097305-0.00037968i
-0.0010523+0.0024161i,-0.00018351+0.0023272i,-0.0013441+0.0026763i,-0.00095114+0.0016365i,0.00057656+0.00016546i,0.00065985-0.0004485i,-0.00011963+0.0001002i,0.00010114+0.00031303i,0.00084593-0.00013997i,0.0011611-4.9757e-05i,0.0011327-0.00063646i,0.0010254-0.0008511i,9.306e-05+0.00047i,-0.00086424+0.0011089i,-0.00023623+0.00041925i,0.00031472-7.9527e-05i,2.6221e-05+0.00065829i,-4.7174e-05+0.00090888i,-0.00021191+0.00068304i,-6.1373e-05+0.00042736i,0.00034246-0.00036202i,6.5582e-05-0.00096995i,-0.00021117-0.0010331i
-0.002641+0.0010949i,-0.00126+0.00047654i,-0.00083596+0.0012349i,0.00059849+0.0014819i,0.0017549+0.00057922i,0.0011401-2.0754e-05i,0.00058241-0.00012612i,-0.00034191-1.7283e-05i,-0.00063249+8.6556e-05i,-1.4961e-05-0.0003203i,0.00083497-0.0001825i,0.0010488+0.00051231i,0.00033333+0.00019571i,-0.00051695+0.00059731i,-0.00069752+0.0011111i,-0.00019662+0.00032642i,-0.00039822-0.00058105i,-0.00058532-0.00030838i,-5.2725e-05+0.00037884i,0.00022817-2.9729e-05i,-0.00011115-0.00043202i,-2.749e-05-6.6071e-05i,4.6469e-05-0.00017766i
-0.0001033+7.1151e-05i,0.0012188+0.00053837i,0.00057513+0.00067309i,0.00026659+0.00018514i,0.00076237+0.00053225i,0.0010446+0.00060141i,0.00045037+0.0006146i,-3.1909e-05+0.00068563i,-7.4105e-06+0.00017849i,0.00020038-0.00015552i,8.3596e-05+0.00044255i,-0.00069914+0.00041169i,-0.00099439-0.00013131i,-0.0011137+0.00019929i,-0.00041771+0.00092473i,9.7754e-05+0.00082423i,5.0462e-05-0.00044397i,0.00022397-0.0009742i,-4.3244e-05-0.00021073i,-0.00020651+0.00032411i,-0.00010058+0.00036487i,-0.00021568+9.8314e-05i,-0.0005744+0.00031493i
-0.00014417-0.0006548i,-0.00086231+4.342e-05i,-0.00196-0.00029772i,-0.0019239-0.00036195i,-0.0015672+0.00058215i,-0.00085024+0.00035314i,-2.9071e-05-0.00044783i,0.00043943-0.00094426i,0.00042297-0.00063536i,0.00040415-0.0002376i,0.001193-0.00027445i,0.0015589-0.00025954i,0.0010897-0.00027654i,0.00069499+5.689e-05i,-0.00012253+0.00019468i,-0.00044215-0.00053277i,0.0001932-0.00049911i,-0.00047405+8.7886e-05i,-0.0012813+7.8779e-05i,-0.00016427-0.00018726i,0.00028307-0.00058924i,0.00022346-0.00088578i,0.00070999-0.00062955i
-0.00089126+1.357e-05i,-0.0012506-4.4412e-06i,-0.00076658-0.00089316i,0.00032011-0.0012691i,0.00022195-0.0009547i,-0.00024587-0.00038726i,-0.00011253+0.00011281i,0.00040465+0.0001258i,0.0012372-0.0009305i,0.00035139-0.0013357i,-0.00025035-0.00073124i,-6.1402e-05-0.00047185i,-8.7737e-05-0.0002886i,-0.0003047+0.00050811i,-0.00022834+0.0005039i,0.00013623+0.0002817i,0.0006645-7.0803e-05i,0.00084695-0.00051645i,0.00040896-0.00087874i,-0.00057756-0.00092883i,-0.00020627-0.00055548i,0.00033788-0.00043947i,0.00030831-0.00051903i
0.00077274+0.0033997i,0.0018649+0.0024716i,0.0023833+0.0018616i,0.0022358+0.00073974i,0.0022809-0.0016741i,0.00092749-0.0022418i,0.00058539-0.00062586i,0.0015066+0.0003807i,0.0014258+0.0001106i,0.00092078-0.00030166i,0.0010989-0.00096355i,0.0014417-0.0016283i,0.0011765-0.00068461i,0.0010863-0.00022525i,0.00078658-0.00030409i,-0.00013743-0.00022028i,0.00027225-0.0006833i,0.00096694-0.00081644i,0.00066504-0.00034058i,-6.2452e-05+0.00017856i,-0.00054494+0.00091955i,-0.00042629+0.0007639i,8.3616e-05+5.8114e-05i
-0.00026235+0.0011295i,0.00050727+0.00094408i,0.0014473+0.00019643i,0.0010025+0.000309i,0.00014758+5.5805e-05i,-0.00020065-0.00040954i,2.7834e-05+0.00087489i,0.00077074+0.001428i,0.0010929+0.00041752i,0.00025215-0.00028133i,9.015e-05-0.00027689i,0.00076923+0.00023968i,0.00088762+0.00042778i,0.00039801-0.0001334i,0.00025332-0.00015996i,-0.00014524+0.000169i,-0.00016082-0.00025064i,-7.6149e-05-0.00034188i,-0.0002125-6.0904e-05i,0.00018526-0.00050999i,0.00054746-0.00078415i,0.0007862-0.00067434i,0.00070694-0.00019936i
0.00061834-0.00095944i,0.00064547-0.0017927i,-0.00019924-0.00022938i,-0.0019625+0.00022953i,-0.0011639+0.00040565i,-0.00035162+0.00066437i,-0.00034427+0.00044139i,-0.00012896+0.00030291i,0.00051099-0.00039773i,0.0002083-0.0013365i,-4.1665e-05-0.0011626i,0.00042467-0.00090509i,-1.2621e-05-0.00032322i,-6.483e-05+0.00069392i,0.00044848+0.00083076i,0.00035204+0.00067714i,-0.00017253+0.00069047i,-0.00045144+0.0012306i,0.00017368+0.0014214i,0.00075768+0.00074711i,0.00087074+0.00042041i,0.00066604-0.00015931i,-6.0927e-05-0.0008222i
-0.000601+0.00082272i,-1.5952e-05-0.00016888i,0.00073675-0.00021807i,0.0011485-0.00041651i,0.00038651-0.0011146i,-0.00027573-0.0011445i,-0.00019943-0.0001439i,6.5241e-05+0.00073189i,0.00034299+0.00077405i,0.0007114+0.00034129i,0.00070254-0.00033366i,0.00027304-3.7505e-05i,0.00016313+0.00058865i,0.00030377+0.00088424i,0.00010083-0.00020697i,5.2955e-05-0.0011569i,0.00014916-0.00056495i,6.7426e-05-0.00043964i,-0.00024082-0.00043067i,-0.00041039-0.00027385i,1.3656e-05+5.8733e-05i,-6.6375e-05-0.00055087i,-0.00015024-0.00088895i
-8.5908e-05+0.00079014i,-9.2001e-05+0.0019795i,0.00080407+0.0021941i,0.00072119+0.00094842i,-7.4328e-05-0.00069712i,-3.9966e-05-0.0010819i,0.00046175-0.00015768i,0.00053922-0.00017961i,0.00064317-0.0012741i,0.00068414-0.0015035i,0.00061287-0.0012877i,0.00070776-0.0010329i,0.00029591-0.00078658i,-0.00041962-0.00050595i,-0.00043547+0.00014876i,2.6293e-05+0.00025416i,0.00015819-0.00045947i,-9.3362e-05-0.00071178i,-0.00032298-0.00057116i,0.00015938-0.00090787i,0.00028598-0.00089474i,0.00049082-0.0012469i,0.0010582-0.0006911i
-0.0003718+0.00069073i,3.7545e-06+1.9834e-05i,-0.00039009+0.00047203i,-0.00072811+0.00057939i,-0.00061785-0.00102i,-0.0014049-0.0012107i,-0.0012721-0.00016014i,-0.00023509+0.00013602i,0.00032304-0.00013435i,0.0014263+2.7441e-05i,0.0022195+4.2932e-05i,0.0011807+0.00017427i,0.0004159+0.00037876i,0.00046256-5.3033e-05i,0.00099382+0.00038407i,0.00059922+0.00038107i,0.00016681-0.00036768i,0.00013733-0.00027147i,3.8737e-06-0.00014121i,0.00012568-0.0002145i,0.00022997+0.00018539i,0.00047178+0.00034564i,0.00044041-0.00027031i
-0.00056554+0.0012791i,-0.00059939+0.0014494i,0.00041128+0.0011982i,0.0015035+0.00014603i,0.0014496+2.2332e-05i,0.0010312-0.00010984i,0.00033359-0.00065761i,0.00054444-0.00090197i,0.0012783-0.00056225i,0.0013771-0.00037346i,0.00065179-0.00099231i,-0.00046333-0.00098523i,-0.00025535-0.00045638i,0.00046538+1.316e-05i,9.3878e-05+0.00060139i,-0.00018526+0.0010068i,-0.00059504+0.00063229i,-0.00071854+0.00027984i,-0.00015723+0.0002333i,0.00013587+2.5191e-05i,-5.0895e-05-0.00056253i,-0.00025844-0.00051043i,-0.00032376+0.00039562i
-0.0014685-0.00043105i,-0.0018356+0.00076924i,-0.0022416+0.0012304i,-0.0018305+0.0014417i,-0.0011427+0.00056803i,-0.00084568+0.0002375i,-0.0010839+0.0006121i,-0.00062482+0.0003643i,0.00050458-4.6811e-05i,0.0012604-0.00082215i,0.00097762-0.0008702i,-0.00017933-8.6486e-05i,-0.00033265+0.0003027i,-6.7659e-05+0.00057135i,5.4531e-05+0.0010618i,0.00037539+0.0008782i,0.00061695+0.00013334i,0.00062395+0.00055172i,0.00032422+0.00089005i,1.1517e-05+0.00040638i,7.6746e-05+0.00028554i,0.00077178+7.3755e-05i,0.00019754-0.00032929i
-0.00045383+0.00085623i,0.00045519+9.0175e-05i,0.00054266-7.2898e-05i,-0.00037266-0.00058462i,0.00018138-0.0017261i,0.00068724-0.0011213i,0.00057072-0.00044822i,0.00087228+1.6507e-05i,0.0011236+4.576e-05i,0.00079279+0.00028024i,0.00052441-0.00030557i,0.00092668-0.00084447i,0.0014759+6.7731e-05i,0.00106+0.00065434i,0.00021691+0.00017884i,0.00054584-0.00025126i,0.00085626-0.00017883i,0.00030303-0.00045005i,-0.00021855-0.0008047i,5.4934e-05-0.0010174i,0.00065648-0.00071591i,0.00076628-0.00030697i,0.00040704+0.00018143i
-0.00044381+0.00073518i,0.0013555-6.2541e-05i,0.002238+0.00026733i,0.001796-6.0121e-05i,0.0010691-0.00066675i,0.00026319-0.0014463i,0.00050753-0.00036966i,7.1019e-05+0.00095668i,0.00014373+0.001102i,0.00074172+0.00013421i,0.00079589-0.00068266i,0.0010612-0.00030118i,0.00095737+0.00019757i,0.00044081+0.00026044i,-0.00014956-0.00013029i,0.00032238-0.00019909i,0.00066382+0.00017597i,0.00037971+0.00078577i,-0.00017145+0.0010828i,2.8594e-05+0.00027339i,0.00044897-0.00093523i,0.00061591-0.0015223i,0.00056307-0.00097289i
0.00088042+0.0026478i,0.00026312+0.0019204i,0.00041187+0.0010034i,0.0010422+0.0008831i,0.0014687+0.00030137i,0.0012859-0.00044817i,0.00060256+0.00020362i,0.00026838+0.00061782i,0.00049335-0.0001264i,0.00037706-0.00090495i,0.0001206-0.00067049i,0.00058889-0.00053727i,0.0007222-0.00063585i,0.00063917-0.00042885i,0.0011841-0.00038703i,0.0012265-0.0009756i,0.00087556-0.00063699i,0.00012573-0.00023161i,-0.00036676-0.00014488i,-0.00035325-0.00015721i,-0.00042963-0.000758i,-0.00024796-0.00099393i,0.00044674-4.3945e-05i
0.00098548+0.00020271i,0.0012638-5.0978e-05i,0.0016197+0.00042965i,0.0017124+0.000283i,0.0014689-0.001162i,0.00057723-0.0020895i,-0.00040097-0.0020899i,-0.00050593-0.0012697i,0.00014451-0.00044518i,0.00067278+7.2147e-05i,0.00076497-1.7456e-05i,7.8532e-05-9.7911e-05i,-0.00041101-5.8891e-05i,-0.0003142+0.00011306i,-0.00065025-6.4182e-05i,-0.00046414-0.00040676i,-0.00016033+0.00029039i,0.00027142+0.00078528i,0.00072755+0.000465i,0.00073315+0.00016784i,0.0012466-0.00083132i,0.0014982-0.0013721i,0.00098905-0.00094479i
-0.0024424+0.00017303i,-0.0024981+0.00059397i,-0.0029532+0.0014961i,-0.0020885+0.0023065i,-0.00072712+0.0023752i,-0.00055407+0.00151i,-0.001032+0.00044411i,-0.0003045-0.00019743i,0.00086445-0.00032217i,0.0009472-0.00036622i,0.00085878-0.00064315i,0.0011341-0.00059421i,0.00096451+0.00034379i,0.00011096+0.0016171i,-5.4757e-05+0.0012039i,0.00043161+1.2726e-05i,0.00025204-0.00010829i,-1.9179e-05-8.5198e-05i,0.00044256-0.00011661i,0.00035587-0.00037406i,-0.00020129-0.0011036i,0.00029242-0.00081139i,0.00067384+0.00017977i
-0.0015649+0.0022172i,-0.0010684+0.0023961i,-0.0010616+0.0037776i,-0.00014329+0.0031658i,0.0010328+0.0012242i,0.001264-0.00025869i,0.0008057-0.00033352i,0.00090679+0.0004588i,0.0011171+0.00081057i,0.00079462+0.00035938i,0.00062737-0.00057267i,0.0010424-0.00085016i,0.0015173-0.0003168i,0.00068894+0.00026028i,-0.00023407+0.00027394i,-8.6711e-05+7.851e-05i,-0.00025699-0.00042664i,-0.00030648-0.00058557i,0.00016727-0.00011989i,0.00017843+0.00014334i,0.00034109+0.0002807i,0.00051501-0.00016686i,-0.00011056+2.9195e-05i
-0.0011882-0.00097054i,-0.00072759-0.00073795i,-0.00043746+0.00025585i,-0.00074852+0.00081313i,-0.0012362+0.00090139i,-0.0016781+0.00084199i,-0.00093499+0.00019823i,0.00014655-0.00039384i,0.00026934+6.8369e-05i,0.00051034-0.00074332i,0.0012659-0.00076941i,0.0010048+0.00010242i,6.398e-05-4.1841e-05i,0.00011777-0.00060483i,0.00013324-0.00048342i,-0.00028191+0.00015016i,-0.00023762-0.00013963i,-4.1252e-06+0.00014225i,0.00052141+0.00026135i,0.0013847-0.00018105i,0.0012744-0.00061598i,0.00021438-0.00042727i,-0.00038354+0.00050257i
0.00022577-0.0012243i,0.00059082-0.0013628i,0.0016401-0.00241i,0.00094799-0.0033233i,-3.0749e-05-0.003022i,-4.088e-05-0.0015096i,-0.00021839-0.00021085i,6.1342e-05+0.00011302i,0.00057841-0.00077792i,0.00012966-0.0013854i,-0.00025713-0.0014795i,0.00023328-0.0014112i,0.00046337-0.0009341i,0.00080356-0.00035439i,0.0013018-0.00034851i,0.00061095-0.0012783i,-4.6469e-05-0.0016314i,-0.000196-0.00071917i,0.0003836-0.00047639i,0.00042407-0.00037171i,-0.00014434-0.00030119i,-0.00052214-0.00083996i,-0.00030735-0.0013891i
