-0.002162-0.00072607i,-0.002472-0.00082282i,-0.0033145-0.00098296i,-0.0030124-0.00091705i,-0.0023239+0.00027045i,-0.0011506+0.0016748i,0.0004492+0.0016976i,0.0011786+0.0015667i,0.0014785+0.001201i,0.001527+0.00010428i,0.00099393-3.7353e-05i,0.00035741+0.00029577i,0.00018558+0.00018841i,8.5091e-05+1.7897e-05i,-0.00070871+0.00037214i,-0.0005523-0.00015035i,0.00082401-0.000593i,0.001476-0.0002235i,0.0010275+0.00064812i,-0.00043686+0.0004815i,-0.00072319+2.2699e-05i,-0.00051699+9.8946e-05i,-0.00087517-2.4148e-05i
-0.0009778-0.0012988i,-0.0014941+0.00024023i,-0.0011817+0.0008498i,-0.00086285+0.00068069i,-6.0079e-05+0.0012915i,0.00088451+0.0011776i,0.0011255+0.00034784i,0.0013629-0.00017594i,0.00068304-0.00014452i,-7.061e-05-0.0004084i,-0.00043689-0.00084819i,-0.00065394-0.00038103i,-0.0004185+0.00021962i,0.00011943-5.0952e-05i,0.00056017-1.4511e-05i,0.00048508+0.0002358i,0.0004549+0.00023219i,0.00048442+0.00059862i,-9.6642e-05+5.6422e-05i,9.181e-05+0.0001342i,-4.6398e-05+0.0011509i,-0.00039544+0.00098744i,6.3982e-05+0.00070022i
-0.0010851-0.0022691i,-0.00090536-0.0037022i,-0.0014269-0.0033635i,-0.0015555-0.0023223i,0.00030109-0.0012728i,0.001109+0.00013166i,0.0013102+0.00037735i,0.0010471-0.00044043i,0.00037708-0.00078282i,-7.19e-05-0.00032605i,-0.00059102+0.00026406i,-0.00035974+0.00021367i,0.00023178-1.6849e-05i,0.00020517-0.00039104i,0.0001793-0.0011092i,0.0010279-0.00092146i,0.0011449-0.00033405i,0.00067475-0.00015086i,0.00033272-0.00037023i,0.00043777-2.2963e-06i,0.00091242+0.00020465i,0.0011516-0.00017403i,0.00077782+0.00028832i
-0.00032429+0.0022492i,0.00085377+0.0031166i,0.0022236+0.0041605i,0.0036104+0.0033489i,0.0041071+0.0028301i,0.0032968+0.0015866i,0.0019642-4.0228e-05i,0.0015999-9.7765e-05i,0.0014495+0.00020154i,0.00059349-0.00054738i,-0.00053971-0.00073115i,-0.00046337+5.3167e-05i,0.00053916+0.00021394i,0.00062739+0.00012724i,7.5276e-05+0.00025398i,0.00055997-0.00037429i,0.00071789-0.00074991i,-1.8226e-06-0.00094833i,0.00054039-0.00094399i,0.00097186-0.00053952i,0.00090196-0.00024894i,0.00063676-7.9671e-06i,0.00055705-0.0003883i
-0.0017553+0.0029442i,-0.00068987+0.0038834i,7.5936e-05+0.0035128i,0.0013051+0.0036647i,0.0015455+0.0028262i,0.0014412+0.0014501i,0.0014038+0.00051194i,0.00095864-0.00013809i,0.00021622-0.00082558i,0.00026911-0.00057885i,0.00057164+1.554e-05i,0.00019126-0.00034364i,-0.00051469-0.000239i,-0.00023851+0.00010373i,0.00070029-0.00011851i,0.00062325+6.0152e-05i,0.00022563-0.00043151i,0.00047304-0.0010962i,0.00067368-0.0009177i,0.00024323-0.00038929i,-0.00044568-0.00030324i,-0.001098-6.4969e-05i,-0.0009697+0.00053459i
-0.00039817+0.0016396i,0.00050857+0.00091654i,0.0011382+0.0004165i,0.0012212-0.00010837i,0.0019482-0.0002567i,0.0027172-9.3427e-05i,0.0026659+0.00094925i,0.0018263+0.00067903i,0.00061966-0.0003612i,0.00023577-0.00048565i,0.00057552-0.00019691i,0.00076164+0.00034406i,6.8056e-05+0.00076602i,-0.00022166+0.00016616i,-0.00047688-0.00093333i,0.00010402-0.0010958i,0.00049789-0.00058726i,-0.00029185+5.5398e-05i,-0.00058376+0.00078112i,9.8333e-05+0.00077694i,0.00036336-0.00010933i,0.00057319-0.00019444i,0.00077582+2.9292e-05i
0.0018911+0.00058001i,0.0015786+0.00048352i,0.0017523-0.0011206i,0.0022736-0.0026772i,0.0018192-0.0029308i,0.00094534-0.0013756i,0.00089101+0.00018943i,0.0014129-0.00038308i,0.001286-0.00081268i,0.00062284-0.00083722i,-0.00016825-0.001056i,-0.00068096-0.00059468i,-0.00042598+9.1223e-05i,-0.00035893-0.00033077i,7.6729e-05-0.0014655i,0.00044461-0.0013593i,0.00036749-0.00072554i,0.00018851-0.00053695i,-0.00025269-0.00073771i,-0.00051466-0.00075938i,-5.3562e-05-0.00015498i,-0.00019226+0.00023702i,-0.00092744-6.8642e-05i
-0.0015364-0.00060717i,-0.00096194-0.00025946i,-0.00047708+0.00060771i,0.00015134+0.0018021i,0.0015152+0.0020984i,0.0024269+0.0010813i,0.0020669+0.0011722i,0.0015144+0.00079619i,0.00090367-0.00055414i,0.00048673-2.6864e-06i,0.00016048+0.00062005i,-0.00042551+0.00048298i,-0.0001065-0.00019099i,3.1793e-05-0.00027732i,-3.2427e-05-3.8387e-05i,0.00050288-3.8019e-06i,0.0010352+0.00040506i,0.00094445+0.00019597i,0.00048435+0.00032014i,0.00036891+0.00030703i,0.00022168+0.00030483i,0.00023478+0.00054916i,6.4662e-05+0.00048446i
-0.0011004+0.0015647i,0.00011914+0.0024861i,-0.00013001+0.0036985i,-0.00039539+0.0025725i,0.00025477+0.0013264i,0.0010121+0.0014541i,0.0012759+0.00077598i,0.0011274+0.00013931i,0.00062222+0.00019361i,0.0012414-0.0001208i,0.0017849-7.0211e-05i,0.0010616+0.00056563i,0.00061605+0.00094534i,-0.00021932+0.00098066i,-0.00065857+0.00061788i,0.0007705+5.1117e-05i,0.0012859-0.00018463i,0.00064135+8.4632e-05i,0.00034975+0.00014407i,0.00030356-9.9248e-05i,-0.00016837-0.00016085i,-0.00046033-0.00038088i,-0.00036065-0.00041806i
-0.00012085-0.00036686i,-0.00061377-0.00068167i,9.159e-05-0.0021245i,-0.00025346-0.0021279i,-0.00044896-0.00068839i,0.00070934+0.00090132i,0.0016052+0.00097317i,0.0016811+0.00016702i,0.00092611-0.00015704i,-0.00016729-0.00046236i,-0.00054126-0.00037645i,-0.00026862-8.0915e-05i,-0.00020172+3.4239e-05i,-0.00032575-0.00022712i,-0.00053435-0.00078283i,-0.00013319+9.5232e-05i,0.00032637+0.0011422i,0.00019377+0.00096127i,0.00051402+2.291e-05i,0.0004258-0.00019114i,-0.00014209-0.0001231i,-0.00039343-1.2904e-05i,-4.1864e-05-8.7258e-06i
0.00057776-0.00049757i,0.00060763-0.00098374i,0.00016367-0.00018588i,-0.00039305+0.0006471i,0.0006096+0.00046271i,0.0016614+0.00064744i,0.00086631+0.00023843i,0.00048051-0.00019572i,0.00061745+0.00052693i,0.00031346+0.00049663i,0.00042487+7.678e-05i,0.00046746-4.605e-05i,-0.00015797-3.296e-05i,-3.5511e-05-3.989e-05i,0.00047676-0.00045245i,0.00061571-0.00074346i,0.00050851-0.00021156i,-9.4206e-05+7.8741e-05i,-0.00043481-8.991e-05i,0.00032496-0.0003363i,0.00084318-0.00066769i,0.00063134-0.00038546i,0.00037872+4.744e-05i
-0.00035472+0.0010078i,0.00016548+0.0028392i,0.0014065+0.00060474i,0.0015087-0.0012735i,0.00039351-0.00051927i,-0.00053224+0.00075214i,0.00042371+0.0010181i,0.00070019+0.00025987i,0.00051322-0.00049445i,0.00021898-0.00055868i,-0.00055197-0.00092131i,-0.00039111-0.0015381i,-0.00011763-0.0012297i,0.00037897-0.00017101i,0.0010239-0.00017724i,0.00099914-0.00086652i,0.0010814-0.00045984i,0.0014433+0.00011384i,0.0013133-0.00021752i,0.00079425-0.00030245i,0.00051331-0.00027851i,0.00022553-9.9066e-05i,0.00011907+6.5296e-05i
-0.00060272-0.00015969i,-0.00015258-0.00038216i,0.0010723-0.00076668i,0.00085689-0.0010885i,0.00048994-0.00072612i,0.00093229-0.00042052i,0.0014039-0.00020305i,0.0011938-0.00054432i,0.0012057-0.0010503i,0.00096004-0.0012436i,-0.00034835-0.00082739i,-0.00082739-0.00066376i,-7.2442e-05-0.00074409i,0.00012961-0.00040297i,3.4304e-05-6.162e-05i,0.00074151+0.00023986i,0.0005687-4.3568e-05i,0.00029953-0.00015931i,0.0011988-0.00017321i,0.0012177+0.00013993i,0.00013409-2.9077e-05i,-0.000133+0.00013945i,0.00059859+0.0005463i
0.00017896-0.0011758i,-0.00015546-0.0014263i,-0.00012658-0.0019795i,-0.00046862-0.0014403i,-0.00016758-6.4362e-05i,0.0009242+0.00077853i,0.0020465+0.00055128i,0.0017239+0.00035706i,0.0010569+0.00031185i,0.00077293+0.00010889i,-4.0149e-05-0.00033609i,-0.0007523-0.00040151i,-0.00035685-0.00021006i,-2.8306e-05+0.00022481i,0.0002924+0.00030132i,0.00046018+0.00037398i,0.00044965-6.7723e-05i,0.00035204-0.0010544i,-0.00037139-0.0006389i,-0.00035244-0.00040512i,0.00016486-0.00073855i,0.00026528-0.00077937i,0.00041468-0.00011484i
-0.0018345+8.691e-05i,-0.0022006+0.00070227i,-0.0024499+0.0012545i,-0.001739+0.00099665i,-2.9017e-06+0.0011212i,0.001685+0.0013329i,0.0019757+0.00048223i,0.0014009-0.0002526i,3.2933e-05-0.00072359i,-0.0016435-0.00038129i,-0.0019165+0.00057201i,-0.0012042+0.00024174i,-0.00064105-0.00025204i,-0.000249-1.6476e-05i,-0.00025152+0.000254i,0.0004137+0.00077458i,0.0007979+0.0007891i,0.00061998+1.523e-05i,0.00024061-0.00023503i,0.00021363-0.00054134i,-0.00029448-0.00015017i,-0.0010154+0.00054413i,-0.00075051+0.00068502i
-5.6101e-05-0.0015926i,0.00081797-0.001351i,0.00071988-0.00070823i,-0.00063293-7.0406e-05i,-0.00040282-0.00019768i,0.001104-0.00033336i,0.0012963+5.3466e-05i,0.00040148-0.00055834i,7.0853e-05-0.00089252i,0.00034826-0.00068398i,-0.00070085-0.00084376i,-0.001471-0.001655i,-0.00093557-0.0014336i,-0.00074454-0.0005587i,-0.00057219+0.00027436i,-0.00052027+0.00094236i,-0.00035731+0.00034163i,-0.00040253-0.00039629i,-0.00038138+0.0001153i,4.6611e-05+3.4916e-05i,0.00073375-0.00037219i,0.00044805-0.00045157i,-2.2264e-05-0.00041628i
-0.0020478+0.00034446i,-0.0011963+0.00037288i,0.00037228-0.00029192i,0.001547-0.00076877i,0.0015673+0.00015103i,0.0017663+0.00047139i,0.0016824-0.00016375i,0.0012247-0.0006441i,0.00049835-0.00087816i,0.00024185-0.00060072i,0.00043757-0.00050255i,4.9958e-05-0.00019465i,0.00014393+0.00017201i,0.0002996+6.0022e-05i,0.00040192-0.00026916i,0.00099898-0.00053514i,0.0012897+5.3638e-05i,0.001392+0.00044698i,0.00050794+0.00031483i,-6.9819e-05-0.0002483i,6.8952e-05-0.00034675i,0.00023167+3.1066e-05i,0.00034445+0.00013534i
-0.00089274+0.0019337i,-0.0014551+0.0027349i,-0.00062236+0.0028049i,0.00055242+0.0018432i,0.0007482+0.0013573i,0.00058984+0.001245i,0.00094565+0.00060559i,0.0012696+0.00015324i,0.00051005+4.3066e-05i,-0.00026229+0.00020816i,0.00040863-7.5975e-05i,0.0012818-0.00048121i,0.00095383+9.0029e-05i,-6.1475e-05+0.00016832i,-0.00058527-0.0001634i,-3.9729e-05-0.00015503i,0.00043971-9.4227e-06i,0.00032576+0.00041942i,0.0010706+0.00033054i,0.0012832-0.00014246i,8.6777e-05-0.00020467i,-0.00035887-7.0438e-05i,9.9076e-05-9.0485e-05i
0.00030214+0.001196i,0.00035353+0.0027159i,0.00084999+0.0026472i,0.00064886+0.0016033i,0.00024098+0.0011362i,0.00059706+0.0011643i,0.0013304+0.00084858i,0.0010815+0.0010274i,0.00065762+0.00079664i,0.00065531-0.00022324i,0.00027761-0.00087696i,-0.00012107-0.00064833i,-0.00056542-0.00025035i,-0.00031761+7.9559e-05i,0.00054476-3.3134e-05i,6.373e-05-0.00044662i,0.000168-0.00035306i,0.00089223+0.00017973i,0.00011398+0.0010757i,-0.00013067+0.00075256i,-0.00019399+0.00040275i,-0.00023054+4.0831e-05i,-0.00023954-0.00018496i
-1.3465e-07-0.0016268i,2.7015e-05-0.00085621i,-0.0012049-0.00049024i,-0.001649-0.000257i,-3.6845e-05+1.5644e-05i,0.0015916+0.00085731i,0.0014613+0.00030885i,0.00022934-0.00065791i,-0.00049931-0.0012021i,4.4584e-05-0.0015538i,0.00057816-0.0010862i,0.00021742-0.00052114i,-0.00014152-0.00041001i,-0.00025259-0.00075946i,0.00024145-0.00068887i,0.00061679+0.00012996i,-8.056e-05+0.00037865i,4.1083e-05+0.00041959i,0.00029239-0.00022202i,0.00023916-0.00041156i,-9.4885e-05-0.00044262i,-0.0002214-0.00019863i,-0.00024464+1.6555e-05i
-0.00095931-0.00019666i,0.00056003+4.1418e-05i,0.00104+0.00046236i,0.0010995+0.00044665i,0.0011587+0.00094819i,0.0018633+0.0008947i,0.0018073+0.00085197i,0.00055417+0.00097146i,0.00024586+0.00087288i,0.00051624+7.2601e-05i,0.00011934-0.00040099i,-0.00026148+0.00073826i,0.00063044+0.00082164i,0.00065333+0.00012279i,-0.00091653-0.00032797i,-0.00071818-0.00095238i,0.00092623-0.0010813i,0.001401-0.0010235i,0.00089823+1.2039e-05i,0.00025215+0.00099019i,-0.00010383-0.00012677i,-9.4991e-05-0.00099881i,2.4379e-05-0.00040005i
-0.00206+0.00025485i,-0.0016899+0.0015702i,-0.00094271+0.0029259i,-0.00058387+0.0035904i,-0.00047117+0.0034809i,0.00052829+0.0021373i,0.0012228+0.00085418i,0.00136+0.00039803i,0.00079017+0.00020985i,-0.00010008+0.00065089i,-0.00053133+0.0010231i,-0.00060674+0.00076807i,4.8218e-05+0.00039623i,0.0010824+8.8286e-05i,0.00090652-0.00032001i,0.00062879-0.00066785i,0.00016009-0.00053841i,-0.00016859-0.0003842i,0.00018163+0.00036974i,0.00039195+0.00084716i,0.00060041+0.0011693i,0.00074428+0.00097473i,0.00097948+0.00035631i
-0.0020992+0.0030919i,-0.0019888+0.0030438i,-0.00040936+0.0032619i,0.00044218+0.0024808i,0.0012293+0.0008203i,0.0014515-0.00017974i,0.0012723-0.0013399i,0.00086351-0.0012119i,-8.7959e-05-0.00052282i,-0.00012931-0.00066313i,0.00037353-0.00056421i,-0.00011647-9.8449e-05i,-0.0011392-0.00051198i,-0.00076247-0.0008367i,0.00090399-0.0003558i,0.0011361-0.00033556i,0.00075728-0.00089308i,0.00073631-0.00063897i,-8.9262e-05+2.1764e-05i,-0.00028146+0.00048154i,-0.00013482+0.0007243i,-0.00097044+0.00091835i,-0.00036999+0.00056709i
-0.000497+0.000127i,8.5817e-05+0.0015873i,0.00054062+0.0025562i,0.0018065+0.0020355i,0.0015404+0.0012578i,0.0018106+0.00090455i,0.0023584+0.0013318i,0.0012712+0.00090541i,0.0010584-0.00019509i,0.00095455-0.00021366i,-0.00010699+0.00036498i,-0.00040773+0.00068237i,-0.00036302+0.00027009i,-0.0004799-0.0001211i,0.0001315-0.00019505i,0.00074184-0.00058818i,0.0014758-0.00042388i,0.0013229+5.8738e-05i,0.00048043-9.5797e-05i,-8.5697e-06-0.00041913i,8.5318e-05-0.00030963i,0.00028311-0.00069582i,0.00071621-0.0013782i
-0.0031168+0.0008921i,-0.0017169+0.0023827i,-0.0001872+0.0036374i,-0.00049473+0.0031208i,-0.00049938+0.0029159i,0.00046149+0.0031075i,0.0013995+0.0014368i,0.0011922-0.00023985i,0.00097289-0.00035968i,0.00062746+0.00017635i,0.00010627+0.00058408i,-6.71e-05+0.00052394i,8.029e-05+0.00044487i,0.00058764+0.00017708i,0.00072754-0.0002923i,0.0013712-0.00017715i,0.00099056+0.00025609i,0.00013586+0.0004483i,0.00035598+0.00011873i,0.00077993+0.00021353i,0.00059189+0.0010881i,0.00042053+0.001075i,0.00077872+0.00036573i
-0.00057495+0.0017206i,9.9722e-05+0.0028827i,0.0007348+0.0031169i,0.0017548+0.0009434i,0.0025187+0.00047113i,0.0024429+0.00099245i,0.0015405+0.001425i,-4.1405e-05+0.0011333i,-0.00064906+0.00043851i,-0.00030716-0.00010401i,-0.00036714-0.00022008i,-0.00012607-0.00011495i,0.00074021-0.00054556i,0.00090465-0.00052172i,0.00070256-0.00069992i,0.0003927-0.0007312i,0.0003219-0.00033234i,0.00032023+0.00059083i,0.00023958+0.0012579i,0.00010283+0.00068129i,-0.00023846-0.00033842i,-0.00037046-0.00018219i,-0.00017102+0.0008241i
0.00030231-0.0015677i,0.00060659-0.00097695i,0.00043536-0.0018244i,0.00019753-0.001069i,0.0005813+0.00077193i,0.0014557+0.00071157i,0.002497+7.0584e-05i,0.0021263+0.00043233i,0.0012839+0.00025277i,0.00028322-0.00041293i,-0.00031377-0.00043364i,-0.00033067-0.00064317i,-0.00082012-0.00064265i,-0.00060791-0.00024214i,-1.9078e-05+0.00017255i,1.7563e-05+0.00029228i,0.00067003+0.00051232i,0.0013537+0.00062519i,0.00081578+0.00012661i,7.7273e-06-0.00039121i,-0.00030056-0.00064495i,-0.00093682-0.00037343i,-0.001483+4.8106e-06i
-7.2678e-05+0.00049976i,0.00039636+0.00011384i,0.00048022-0.00056891i,0.0013774-0.00097557i,0.0015832-0.00039325i,0.001486+0.0004908i,0.0010869+0.00055459i,0.00047498-0.00045223i,-0.00022352-0.00071464i,-0.00090225-0.00068826i,-0.001094-0.00098119i,-0.0007405-0.00014456i,-0.00042815+0.00044911i,-0.0011843-0.00013558i,-0.00074937-0.00086533i,0.0003388-0.00032152i,0.00054329+0.00035527i,0.00041074+0.00043087i,0.00011871+0.00068852i,0.00042375+0.00019932i,0.00079058-5.0753e-05i,0.00089918+8.2016e-05i,0.00075269+0.0001846i
-0.0011845+0.0012204i,-0.00075787+0.0020187i,-0.00023027+0.0023545i,0.0010104+0.0027796i,0.0016882+0.0028435i,0.0013535+0.0021947i,0.0014864+0.001114i,0.0018704+2.6063e-05i,0.0013415+4.522e-05i,0.0003226+0.00043278i,-0.00042339+0.00030869i,-0.00094517+0.00014895i,-0.0009588-0.0001347i,-0.00019022-0.00030408i,0.00026154-0.00044605i,0.00063151-0.0003337i,0.0010948+0.00047338i,0.00045649+0.00024761i,-0.00010892-0.0004178i,-1.0831e-05-0.00029131i,0.00046722+0.00037325i,0.00058002+0.00086066i,0.00027321+0.00098031i
-0.00064051-0.00020407i,0.00028049+0.0016501i,0.00087052+0.0015741i,0.00029383+0.0015464i,0.0004366+0.0014266i,0.0013178+0.0014217i,0.0018446+0.0011417i,0.001906-4.0997e-05i,0.00087637-0.00084263i,-0.00043115-0.00072915i,-0.00068762+6.2419e-06i,-0.00023554+0.00032728i,0.00033669+0.00052676i,0.00038764+0.00036945i,0.00068916-0.00045148i,0.0010602-0.0011578i,0.00090046-0.00089503i,0.00034067-0.00010556i,-0.00017526-9.1055e-05i,-0.00052568-0.00070455i,0.00029492-0.00084015i,0.0010847-4.0396e-05i,0.00022857+4.5097e-05i
-0.00074243+0.00014266i,-0.00048334+0.00029456i,-0.00045391+0.00064608i,-0.00024939+0.0005804i,0.00028136+0.00056556i,0.0012485+0.0012235i,0.0012931+0.0014633i,0.00079545+0.00051431i,0.00062344-0.00057468i,0.00024903-0.00069318i,-0.00071924-0.00096055i,-0.0010816-0.00086445i,-0.00049105-0.00043673i,-0.00024726-0.00025579i,-6.7057e-05+0.00025668i,0.00071568+0.00056634i,0.0010023+0.00032628i,0.00021639-0.00011697i,-0.001126-0.00025849i,-0.0012553-0.00030801i,-0.00025686-0.00026227i,-0.00021333-1.5164e-05i,-0.00046795+0.00045923i
-0.0003762-0.00028738i,-0.0006658-0.00076416i,0.00025911-0.00083626i,0.00014286+0.00032922i,1.4968e-05+0.0010318i,0.00018342+0.0014299i,0.00060035+0.0012755i,0.00038328+0.00053532i,-0.00016161+0.00024653i,-9.3899e-05+2.1797e-05i,4.6432e-05-0.00059967i,-0.00035908-0.00052463i,-9.9394e-05-0.00051934i,0.00097502-0.00033703i,0.0010569+0.00031492i,0.00048065+0.00036926i,0.00012579+0.00049606i,-0.00017802+0.00048612i,4.1885e-06-0.00043318i,0.0008001-0.00082877i,0.0011317-0.00056706i,0.0013381-0.00029386i,0.00097263-0.00026105i
0.0019137+0.00032951i,0.002241+0.0011811i,0.0019514+0.0011223i,0.0011958+0.00025251i,0.00079979+0.0002352i,0.001225-0.00029923i,0.0010348-0.0007934i,0.00038279-9.4752e-05i,0.00055418-6.3298e-05i,0.00079489-0.00063303i,0.0004619-0.0013406i,-0.00027319-0.0013299i,-0.00032028+0.00035885i,-0.00044748+0.0004322i,-0.00034294-0.00028294i,6.9029e-05-0.00032871i,0.00023438-0.0003172i,5.4585e-05-0.00040816i,-0.00033628-0.00084162i,0.00050811-0.00066324i,0.00041583-6.0146e-05i,-0.00060106+0.00015513i,-0.0012813+6.4794e-06i
-0.00094318+0.00095384i,-0.0010751+0.0017373i,-0.00071296+0.0014631i,-0.00016137+0.0010246i,0.00028345+0.00132i,0.0010698+0.0018467i,0.0022206+0.0014115i,0.00195+0.00068907i,0.00057555+0.00047676i,0.00015332-0.00055233i,-2.827e-05-0.0011075i,-0.00037456+0.00017011i,-0.00010164+0.0006841i,-9.6924e-05-0.00011167i,-0.00042807-0.00071041i,-0.0005553-0.00045547i,-0.00048926+0.00016746i,0.00021936+0.00093095i,0.00081225+0.0014521i,0.00037315+0.00054142i,-0.00062872+4.6086e-06i,-0.00088413+0.00011331i,-0.00071822+0.00027484i
0.00051319-0.00087375i,9.6071e-05-0.00052514i,0.00031404-0.0012398i,-0.0002285-0.00091586i,-0.00048106+0.00016279i,0.00026676+0.0010853i,0.0012273+0.0010036i,0.0011381+5.1111e-05i,0.0010473-0.00099506i,0.00092579-0.0006622i,0.00026655-0.00041736i,-0.00010198-0.00016502i,-0.00066291-0.00020351i,-0.00045904-0.0009035i,0.00031482-0.00030311i,0.00037404+8.0429e-05i,-0.00027903-0.00026032i,-0.00082516-4.4409e-05i,-0.00050053+2.4493e-05i,-0.00020758-8.0451e-06i,-0.00021466+0.00027896i,7.4926e-05-0.0001844i,3.2076e-05+0.00029614i
0.0013359-0.00040715i,0.0018407+0.00021966i,0.0023534-0.00022018i,0.0016255-0.00017733i,0.00099906+0.00012004i,0.00033258+0.00032789i,-0.00015915+7.202e-05i,-0.00013662-0.00066335i,-0.00029268-0.00080394i,-0.00023924+0.00014428i,-0.00045+0.00070341i,-0.00099813+0.00025668i,-0.0014434-0.0003952i,-0.00082183-0.00029812i,0.00017738-0.00015154i,0.00057029+0.00024053i,0.00028005+0.00097462i,-0.00085081+0.00040167i,-0.00076695+8.5826e-07i,0.00025217-0.00014425i,0.00054092-0.00054239i,0.00015643-0.00068893i,-9.5051e-05-0.00076364i
9.1915e-05-0.00034541i,-9.9113e-05-0.0001125i,5.221e-05-1.4211e-05i,0.00042002-0.00029364i,0.00023275-0.0010156i,-0.00040042+6.26e-05i,0.00048715+0.0013744i,0.0010221+0.00066473i,-0.00023551+0.00013984i,-0.00068682-0.00016623i,-0.00069403-0.00076098i,-0.00069582-0.00016029i,-0.00065845+0.00035269i,-0.0010345-0.00020293i,-0.00050352+4.2703e-05i,0.00052008+0.000135i,1.708e-05-0.00074104i,-5.675e-05-0.0012653i,-0.00032408-0.00086428i,-0.00092899+6.1116e-05i,-0.00087386+0.00031961i,-0.00058247+0.00026367i,-0.00054175-0.00011074i
0.00076147-0.00026173i,0.0015364+0.00024564i,0.0010694+0.00079806i,0.00087367+0.00063459i,0.0012408+0.00068913i,0.0017232+0.0011084i,0.0017907+0.00019358i,0.0010714-0.00055628i,0.00039961-0.00058959i,0.00064501-0.00090609i,-0.00021512-0.00023862i,-0.00090809+0.00051004i,0.00014384+0.0010466i,0.00079629+0.00065948i,0.00037836+0.00021782i,-0.00010687+3.3726e-05i,0.00054645+5.4367e-05i,0.0010861+0.00028424i,0.00076446+8.667e-05i,0.00057242+0.00084217i,0.00059779+0.0015068i,0.00086982+0.0011729i,0.00090261+0.00020918i
-0.00070704+0.0002415i,-0.00094348+0.001306i,-0.00053264+0.0024519i,-0.00017016+0.00096106i,0.00073425+0.00065794i,0.0017217+0.0014291i,0.0018355+0.0005644i,0.0016271-0.00047198i,0.0012359-0.00051757i,0.0012574+0.00019238i,0.00084514+0.00059366i,7.2731e-05+0.00019099i,-0.00060519+9.3844e-05i,-0.00080329+1.6398e-05i,-0.0003836-1.9419e-06i,0.00021794-0.00031783i,0.00053693-0.00041566i,0.00029944-0.00011894i,0.00090604-0.00012393i,0.0013149+0.00023584i,0.0010282+0.00043427i,0.0006288-3.5915e-05i,0.00075433+0.00010845i
-0.00060917+4.2776e-06i,0.00077108+0.00030433i,0.00032663+0.0006453i,-0.0007025+0.0014594i,3.7678e-06+0.00096959i,0.00087668-9.1108e-05i,0.00054236-0.00010867i,0.00013206+9.831e-05i,0.00062321+0.00023378i,0.0009923-0.00050863i,-6.6755e-05-0.0010956i,-0.00038759-0.0010843i,0.00039487-0.00027779i,0.00033423+0.00024405i,0.00030124-0.00027i,0.00055922-0.0010043i,0.00072902-0.00087791i,0.00095532-0.00043127i,0.00089793-0.00023685i,0.00027939-9.7902e-05i,-0.00042015-0.00064879i,-0.00047946-0.00058255i,-0.0007581-0.00035503i
4.9679e-05+0.00091739i,0.0016487+0.0013202i,0.0026256+0.0011801i,0.0021112+0.0009938i,0.0012713+0.00056791i,0.0014539+0.0005386i,0.0013868+0.00061992i,0.00068719-0.00052318i,0.0009616-0.0013465i,0.0013884-0.00052075i,0.00069834+8.0623e-05i,-7.3317e-05+0.00010924i,-0.00037163+0.00016404i,-0.00099091-5.0971e-05i,0.00035017-0.00038034i,0.0015373-9.6749e-05i,0.0010652-9.1356e-05i,0.0010562-0.00041832i,0.00063394-0.00095433i,-0.00031581-0.00055608i,-0.0007811-3.6836e-05i,-5.94e-05-0.00047018i,0.00062793-0.0002607i
-0.00018739+0.0041528i,-0.00030503+0.0043662i,0.0020164+0.0043233i,0.0048718+0.0030299i,0.0044241+0.0010762i,0.0019776+0.00012559i,0.0011495+0.00031272i,0.0010325+0.00062887i,0.0003626+0.00051028i,0.00013821-0.00015638i,0.00054667-0.00040932i,0.00083181-0.00079462i,0.00087186-0.0010508i,0.00054453-7.9639e-05i,0.00044496+0.00013774i,0.0012078-0.00094809i,0.0014185-0.00079221i,0.00043506+0.00031618i,-0.00057899+0.00055007i,-0.00037571+0.00021731i,0.00031896+0.00018523i,-0.00044995-0.00012981i,-0.00031152-0.00035315i
-0.00014184-0.00017045i,-0.00011055+0.00061525i,-0.00062001+0.00014921i,-0.00021361-0.00067086i,0.00086993+8.0517e-05i,0.0011173+0.00063524i,0.0010931+0.00048244i,0.00084354-8.4095e-05i,0.0003293-0.00086693i,0.00067618-0.0007758i,0.00095196-0.0011011i,0.00057319-0.0011173i,8.5524e-05-0.0004042i,0.00044004-7.2417e-07i,0.00075907+0.00045166i,0.00021188+0.00055946i,-3.0662e-05+0.00022026i,0.00029825+0.00011697i,0.00081551-5.8351e-05i,0.00088157+9.3502e-05i,0.00045215+0.00056431i,-0.00023692+0.00063908i,-0.00035794+0.00099479i
0.0013097-0.0014985i,0.00088163-0.0016941i,0.00026882-0.0022346i,-0.00043115-0.0010056i,-0.00075133+0.00082381i,-0.00022639+0.0018065i,0.00098131+0.0013798i,0.00077243-0.0002007i,0.00028875-0.00087028i,-0.00028265-0.00064268i,-0.0009285-0.00066093i,-0.00093051-0.00063415i,-0.0010256-0.00030864i,-0.00097278-0.00018638i,-0.0002864-0.00054822i,-0.00014862-0.00062901i,-0.00054851-0.00059602i,0.00014097-0.00049435i,0.0004544-7.2498e-05i,-0.00018284-5.3981e-05i,-0.00029775-0.00036328i,-0.0004922-0.00038396i,-0.00031595-0.00056521i
