0.00095525+0.00088787i,0.0024978+0.00021212i,0.0036573-0.0020432i,0.004173-0.0040865i,0.002247-0.0038959i,-0.00017967-0.00048419i,0.00073274+0.0023816i,0.0027992+0.0021949i,0.0026952+0.00084102i,0.0016637-0.00029765i,0.0012306-0.00080999i,0.00057127-0.0012741i,-0.00054418-0.0011488i,-0.00026381-0.00047415i,-0.00014589-0.00021782i,-0.00052212-0.00014226i,-0.00012809+9.6327e-05i,0.00058095+3.3909e-05i,0.00071025-0.0004992i,1.5797e-05-0.00062942i,-0.00057014-0.00055526i,-0.00063588-0.00013054i,-0.00082272-0.00019796i
0.00073487+0.001101i,0.002109+6.2093e-05i,0.0056537-0.0009482i,0.0067868-0.0024455i,0.0048-0.0031596i,0.0018509-0.0018626i,0.00082233-7.0496e-05i,0.001725+0.00075789i,0.0014427+0.00012666i,0.0010706-0.00013168i,0.00086275-1.7383e-05i,0.00020786+0.00010883i,-0.00066324+1.9968e-05i,-0.00051443-0.00015883i,0.00037354-0.00067261i,0.0010488-0.00077559i,0.0013182-0.00016047i,0.00098391+0.00050159i,0.00035093+0.00059484i,0.00051269+0.00014591i,0.0003049+3.4491e-05i,0.00073944+0.00014888i,0.0012139-0.00020379i
-4.9164e-06+0.0015318i,0.00038456+0.0020785i,0.0026689+0.0027233i,0.0045299+0.00072161i,0.0033645-0.0021909i,0.0022736-0.0017753i,0.0024713-4.2069e-05i,0.0020504+0.00043671i,0.0012224+0.00046966i,0.00079285+0.00037049i,0.00028701+0.00027255i,-0.00012757+0.00010161i,0.00012209+0.00017155i,0.0001846+0.00047467i,0.00042167+0.00010801i,0.001281-0.00047641i,0.00061187-0.00037617i,-0.00014879-0.0010301i,0.00079293-0.0019601i,0.0014925-0.0010605i,0.0010557-0.00025839i,0.00011649-0.00058515i,0.0001284-0.0007277i
-0.00022162+0.00073197i,-0.00060126+0.00053901i,0.0022071+0.00081542i,0.0058575-0.00030808i,0.005511-0.0024564i,0.0022654-0.0023016i,0.00039764+0.00011401i,0.0011923+0.00093667i,0.0015997+0.00040082i,0.00041351+0.00028162i,-0.00038887+2.5876e-05i,-0.00087487-3.2029e-05i,-0.00049136+4.4507e-05i,-0.00062501-0.00056371i,-0.00083191-0.0004428i,-7.9581e-05+0.00025983i,0.0004869+0.0010034i,0.0003904+0.00096726i,0.00026252+4.7042e-05i,-1.0393e-05-5.1433e-07i,1.8027e-05-0.000106i,1.1991e-05-0.00047818i,0.00016921-0.0012975i
0.0015552-0.0011914i,0.0010118-0.0014693i,0.002858-0.0026028i,0.0043756-0.0041325i,0.0028457-0.0045806i,0.00084758-0.0025502i,0.0007531+0.00075851i,0.0011742+0.0014784i,0.00075885-9.627e-05i,-0.0001823-0.0010775i,-0.00025816-0.0010224i,0.00032176-0.00020737i,0.00030934+0.00048878i,0.00058641+0.00032662i,0.00055946+0.00029693i,0.00036583+0.00057799i,0.00095995+0.00023422i,0.0011744-0.00028064i,0.00037616+7.5197e-05i,-0.00021811+0.00036861i,6.7411e-05-0.0003111i,0.00012085-0.00044515i,0.00018604+5.2292e-06i
0.00069261-5.2451e-05i,0.0025783-3.9709e-05i,0.0048027-0.00014228i,0.0058573-0.001583i,0.0038345-0.0031576i,0.00093838-0.0026016i,0.00059972-0.0001063i,0.001598+0.0004712i,0.0015899-0.00069416i,0.00071698-0.00010088i,0.00016325+0.0007261i,9.2247e-05+0.00057015i,0.00057436+0.00048325i,0.0004776+0.00039547i,-0.00017278+0.00050094i,-0.00074448+0.00053942i,-4.1263e-05-0.00033732i,0.0012268-0.00097676i,0.0014072-0.00020062i,0.00075732+0.00030929i,0.0005083+0.00026064i,0.0003551+0.0001691i,0.00053175-0.00012745i
0.00020345-0.00010646i,0.0013402+0.00047923i,0.0022804+0.00026456i,0.003791-0.0013289i,0.0034371-0.0024427i,0.001509-0.0016466i,0.0013504-0.0001605i,0.0014253+9.2946e-05i,0.00096168-0.00053706i,0.0008796-0.00063992i,0.0006948-0.00040878i,0.00062994-0.00014657i,0.00038272+0.00047832i,0.00015069+0.00055623i,0.00075229-5.6587e-05i,0.0005967-3.9684e-05i,6.3452e-05+9.2896e-05i,0.00057904-0.00085031i,0.00063759-0.0014903i,0.00035611-0.0010408i,0.00080212-0.00047252i,0.00089812-0.00036257i,-8.922e-05-0.00033308i
0.0014612+0.0015406i,0.0011297+0.0015114i,0.0036993+0.0011019i,0.0061606-0.001707i,0.0053956-0.0045231i,0.0026347-0.0037337i,0.0013852-0.00062263i,0.0017417+0.00057591i,0.0015541+0.00034188i,0.00042208-9.302e-05i,-0.00031874-0.00069686i,-4.4566e-05-0.00020253i,0.00060874-0.0002574i,0.00055499-0.00061277i,0.00020107-0.00052936i,-0.00014625-0.00059355i,-0.00060234+5.3672e-05i,0.0001618+0.00034173i,0.00066271-0.00017606i,0.00067606-0.00031424i,0.00069662-0.00023278i,0.00040059-0.00098213i,7.3282e-05-0.00064037i
-0.00022003+0.0011i,-0.00031044+0.0010846i,0.0008891-0.00027812i,0.0021953-0.0020266i,0.0021153-0.0023893i,7.3825e-05-0.0017673i,3.3064e-05+0.0005488i,0.001454+0.0011274i,0.0012901+2.9424e-05i,0.00040562+0.00052163i,0.00019832+0.0013318i,0.00043624+0.0012442i,0.00070152+0.00065478i,0.0001017+0.00017664i,-0.00038008-0.00068874i,0.00019859-0.00077019i,0.00078168-0.00022653i,0.00078578+0.00071865i,5.5214e-05+0.0011282i,-0.00031954-0.00019283i,-2.869e-07-0.00047609i,4.7268e-05+9.8726e-05i,-0.00020587-0.00025077i
5.6444e-05-0.001424i,0.00041926-0.0028862i,0.0025344-0.0042215i,0.0048155-0.0044811i,0.0040201-0.0042657i,0.0020355-0.0019137i,0.0020895+0.00096833i,0.0025954+0.00067048i,0.0014702-0.00022598i,0.0002296-0.00015185i,-0.00037156-0.00011217i,0.00020778+0.00037371i,0.00019175+0.00071595i,-0.00010626+0.00055545i,-9.3355e-05+0.00024241i,-0.000231-0.00033824i,-0.00019843-0.00096471i,0.0002603-0.00035294i,0.00032941+0.00036863i,-0.00071399+0.00013039i,-0.00075153-0.00010537i,-3.758e-05-0.00024146i,0.00011555-0.00039299i
7.2004e-05-0.0003287i,0.0019842-0.0011602i,0.0039783-0.0011284i,0.0045475-0.0015528i,0.0041609-0.0021095i,0.0033458-0.002067i,0.0023188-0.000565i,0.0012591+0.0012927i,0.00035289+0.0013991i,0.00018339+0.00061396i,0.00078681-0.00051338i,0.00094691-0.0010476i,0.00035081-0.0008773i,9.5263e-05-0.00060211i,0.00015082-6.1798e-05i,0.00040306+7.9606e-05i,0.00028396-0.00047049i,0.00038755-0.00070492i,0.00066517-0.0014319i,0.00013629-0.0016786i,-0.00072529-0.001302i,-0.00021965-0.00052854i,0.00012931+3.1686e-05i
0.0013696+0.0030162i,0.0022245+0.0039082i,0.0048477+0.0028828i,0.0064301-0.00043035i,0.0056206-0.0035401i,0.0028453-0.0027119i,0.001145+0.00033226i,0.0010998+0.00088911i,0.0011644-0.00043496i,0.00046317-0.00054135i,0.00043061-0.00058166i,0.00025702-0.001526i,-0.00044103-0.0019007i,-0.0006725-0.0013613i,-0.00063166-0.0004728i,-0.00046787+0.00043573i,0.00013206+0.0010913i,0.00033163+0.00075628i,-4.4897e-05+0.00035418i,-6.0208e-06+0.00018008i,4.1014e-05+9.1859e-05i,-0.00011322+6.9777e-05i,-0.00073747+0.00035939i
9.1071e-06-0.00031257i,0.00045186+0.00088118i,0.0019051+0.0013356i,0.0041231-0.00043221i,0.0043168-0.0024176i,0.0012049-0.0011546i,0.00058283+0.0011238i,0.0017187+0.001264i,0.0015055-3.2176e-05i,0.00098733-5.3825e-05i,0.00034367+0.0005352i,7.6233e-06+0.00074331i,0.00020058+0.00058471i,0.00035143+0.00026241i,9.3652e-05+0.00075938i,-0.00047423+0.0010073i,-0.00047881+0.00067298i,4.4424e-05+0.0005395i,0.00067713-0.00015755i,0.0011716-8.8718e-05i,0.0013995+1.5083e-05i,0.00072059-0.00024462i,-0.00072616-0.00029223i
-0.00022662-0.00069059i,-0.00018348-0.0015355i,0.00083344-0.0026403i,0.0027148-0.0036659i,0.0030761-0.0041124i,0.0011551-0.0019927i,0.00070918+0.00082564i,0.0010353+0.002183i,0.00082967+0.0019145i,0.00017064+0.00093637i,-0.00094671-0.00018815i,-0.00073238-0.0011204i,0.00016765-0.00080809i,7.7832e-05-0.00040084i,-0.00020823+0.00022817i,-6.7447e-06-0.00014198i,8.6221e-05-0.00047986i,0.00034488+0.00016782i,-5.7075e-05+2.9759e-05i,-0.00069259-0.00025241i,-0.0007341+0.00021594i,-0.0010289+0.00072014i,-0.00095291+0.00054775i
0.00083606+0.001089i,0.0013196-0.00017674i,0.0032233-0.0018773i,0.0047338-0.0027449i,0.0038991-0.0038813i,0.0017911-0.0031521i,0.00062633-0.00086713i,0.00095836+0.00010303i,0.00081197-0.00036172i,0.00027737-0.0005945i,-0.00013698-0.00011283i,-0.0004359-0.00048633i,-0.0008252-0.0006187i,-0.00071314+0.00012093i,-0.00072482+0.00024723i,-0.00021506-0.00022652i,0.00099029+0.00028838i,0.00077445+0.00016667i,-0.00040186-4.3301e-05i,-0.00042986+0.00026683i,0.0002352+0.00021458i,-0.00028841-0.00040238i,-0.00056529-0.00065266i
-0.0002924+0.00085642i,0.00092518+0.00038348i,0.0028749-0.0012359i,0.0047319-0.0034251i,0.0038122-0.0039302i,0.00069801-0.0021401i,0.00059507+0.0003507i,0.0015108+0.0010222i,0.00083259+0.00029216i,0.00025223+0.00015374i,-2.4215e-05-0.00011685i,0.00024446-0.00049104i,-0.00024603+3.5487e-06i,-0.0002975+0.00032886i,0.00066423+5.2821e-06i,0.00086726-0.00018501i,0.00045514+0.00026267i,0.00043345+0.00079317i,0.00017775-2.4416e-05i,0.00098695-0.00071422i,0.0012286-0.00096019i,4.2209e-05-0.00061778i,-0.00030766-0.00018338i
-0.00025216-0.00019212i,0.0013322+0.00068746i,0.0031257+0.001186i,0.004568-0.00025849i,0.0040946-0.0016048i,0.0024447-0.00039439i,0.0018313+0.00096972i,0.0025291+0.00087744i,0.00169+0.00097774i,0.00024019+0.00068481i,-0.00019734+0.00030118i,-0.0001304+0.00010377i,0.00036656+0.00026877i,0.00052131+0.00033323i,5.6318e-05+0.0004991i,-0.00030001+0.00041671i,0.00044467-0.00024556i,0.00096541-0.00049999i,0.00056128-0.00030758i,0.00042855-0.00013976i,0.00061924-0.00015343i,0.0010241+9.997e-05i,0.0011188-0.000222i
0.0022503+0.0014579i,0.0022481+0.00044116i,0.0040224-0.0020713i,0.0052905-0.0041174i,0.0034048-0.0048393i,0.00041849-0.00307i,0.00046694-0.00011304i,0.0012904+0.0012943i,0.0010967+0.00087579i,0.000244+0.00035176i,0.00045139+0.00038723i,0.0012235+0.0003601i,-5.3377e-05+0.00013884i,-0.00047686+0.00019535i,0.00050591+0.00078368i,0.0006716+0.0017106i,0.00042311+0.0015148i,0.00074543+0.00044867i,0.0012914+0.00042904i,0.0014511+0.00053381i,0.001701-0.00042656i,0.0013584-0.00018814i,0.00083989+0.0003765i
-0.00046952+0.0019099i,-0.00063951+0.0018567i,0.0016778+0.0022484i,0.0043005+5.4313e-06i,0.0048264-0.0026131i,0.002761-0.002044i,0.00019895+0.00038472i,-0.00032085+0.0015941i,0.00043345+0.0011505i,0.00022726+0.00032973i,0.00037488+1.187e-05i,0.00038148+0.00010897i,-0.00016737+0.0001455i,-0.00032646-6.3397e-05i,-0.00099403+0.0001844i,-0.00072017+0.00060913i,0.00027422+0.000956i,-0.00012066+0.0008956i,-0.00026044+0.00027894i,0.00041985-0.00064694i,0.00059838-0.00098979i,-0.00016607-0.0004334i,-0.00034969+0.00017552i
0.00094724-0.00095319i,0.00050651-0.00036034i,0.0023222-0.00091576i,0.0046226-0.002079i,0.0038047-0.0029611i,0.0017803-0.0026047i,0.0016868-0.00062886i,0.0019564+0.00033886i,0.0012801-7.7007e-05i,0.00070458-0.00069835i,0.00018075-0.00026033i,-0.00014767+9.5974e-05i,0.00039348-0.0001143i,0.0005173-0.00063065i,-0.00044099-0.0011965i,-0.00051291-0.00077881i,0.0003741-0.00069827i,0.00076362-0.0011352i,0.00087417-0.0010566i,0.00096135-0.00020402i,0.00038778-0.00029295i,-0.00021479-0.00073677i,0.00026814-0.00070072i
0.0019716-0.00096307i,0.0031761-0.00047757i,0.0043089-0.0014861i,0.004973-0.0036098i,0.0038107-0.0037243i,0.0010265-0.0015091i,0.00042463+0.00056294i,0.0019307+0.00061443i,0.0015389+0.0001717i,0.0003237+0.00077617i,0.00034283+0.00062708i,0.00086716-0.0006223i,0.0014031-0.00083526i,0.0011582+0.00035088i,0.00038844+0.00095356i,-7.7975e-05+0.0011497i,0.00041794+0.00068287i,0.00089964-0.0003986i,0.00071192-0.00090152i,0.00028193-0.00093692i,0.00025172-0.00033828i,0.00022143-0.00024032i,-0.00018354-0.00048166i
0.0016233+0.0018335i,0.001546+0.00092969i,0.0036588-0.00024669i,0.0045965-0.0023687i,0.0028371-0.004189i,0.00094631-0.0024917i,0.0010249+0.00053612i,0.001605+0.0013884i,0.00083755+0.00070014i,-0.00028527+4.7902e-05i,1.2036e-05-0.00010705i,0.00041965+7.0599e-05i,0.00053563-9.6718e-05i,0.00033406-0.00081608i,3.3059e-05-0.0013383i,7.5654e-05-0.0011724i,0.00024703-0.00055122i,-0.00016453-0.00033835i,0.00013844-0.00080087i,0.0004337-0.00042262i,-0.00023507-0.00021915i,-0.00075956-4.943e-05i,-0.00088405+0.00034086i
8.5552e-05+0.00041115i,0.0015212+0.00071572i,0.003586+0.0012486i,0.0062971-0.00055125i,0.0060042-0.0026482i,0.0025685-0.0017351i,0.0013759+0.00025675i,0.0017398+0.00040145i,6.5658e-05+0.0001518i,-0.0004352+0.00075946i,-0.00017229+0.0016073i,-0.0002585+0.0009208i,0.00033434-7.0396e-06i,0.00057006-0.00062282i,0.00053751-0.00046792i,0.00042821-9.9417e-05i,0.00045129+0.00013135i,0.00098974+0.0003469i,0.0011369-3.2145e-06i,0.0005777-0.00016579i,0.00046835-6.6616e-05i,0.000759+8.9213e-05i,0.00056143+0.00034627i
-0.00025666-0.00019882i,0.00033355-0.00064133i,0.0023005-0.0014565i,0.0050867-0.0026203i,0.0050908-0.00316i,0.0019468-0.0023285i,0.00093-9.6284e-06i,0.0016566+0.0010928i,0.0013395+0.00043519i,0.00022115+7.1583e-05i,-0.00079217+7.2683e-05i,-0.00032955-8.4197e-05i,-4.4367e-05-5.422e-05i,-0.00045374-1.1121e-05i,-9.3921e-05+0.00035202i,0.00024513-3.147e-06i,0.00062936-0.00037615i,0.00049342-6.2166e-05i,2.7088e-05-0.00041422i,-0.00035248-5.3486e-05i,-0.00021954+0.00032615i,0.00099192+2.0795e-05i,0.0011176-8.4832e-06i
2.7535e-05+0.0012042i,0.00048715+0.00012665i,0.0031974-0.0018838i,0.0042922-0.0029902i,0.00334-0.00363i,0.0011711-0.0014333i,0.00026699+0.0012672i,0.0014662+0.0010155i,0.0021826-4.0043e-05i,0.0011106-0.00051477i,6.7457e-05-0.00075404i,-0.00030295-0.00071143i,-0.00017187+0.00013481i,7.3664e-05+0.0012146i,0.00027079+0.00053969i,0.00083726+0.00014095i,0.00047733+0.00036934i,-0.0002352+0.00025947i,-0.00056617-3.4653e-05i,-0.00096077-0.00061496i,-0.00085547-0.0012303i,0.00013182-0.0010482i,0.0011473-0.00055305i
0.0014643-0.00010144i,0.0025691+0.00080707i,0.0043188+0.0010501i,0.0049102-0.00065716i,0.00318-0.0019392i,0.0011741-0.00058008i,0.00083412+0.0014738i,0.0015142+0.0019133i,0.0013463+0.00051475i,0.00026622+0.00024464i,0.00025548+0.00048153i,0.00079498+0.00037645i,0.0011331+0.00027994i,0.0010424-0.00034865i,0.0011885-0.0004585i,0.0011966-0.00092994i,0.0007128-0.0011106i,0.0001654-0.00018507i,0.00020219+0.00067678i,0.00014274+0.00061438i,-5.6318e-05-0.0001581i,0.00088282-0.0011707i,0.001118-0.0017271i
0.00013605-9.5738e-05i,0.00091775+0.00079786i,0.0033345+0.0012301i,0.0060195-0.00027771i,0.0059212-0.0028378i,0.0034948-0.0021378i,0.0024498+0.00041807i,0.0024928+0.0011439i,0.0011401+0.00080112i,-0.00015198+0.00043698i,-0.00027715-0.00022319i,-0.00064572-0.00060045i,-0.00094127-0.00034519i,-0.00037185+0.00063483i,0.00019665+0.00044355i,0.00037329-0.00040119i,0.00097829-0.00048748i,0.001039-0.00054078i,0.00070441-0.0001317i,0.00049061+0.00041465i,0.00075901+0.00013684i,0.00094161-0.00063078i,-3.8402e-06-0.00088909i
0.0014787+0.00042151i,0.0016913+0.0012022i,0.003496-3.8714e-05i,0.005312-0.0023574i,0.0036602-0.0035167i,0.00067304-0.0024633i,0.0008464-0.0006871i,0.0017785+0.00016207i,0.0012038-0.00030043i,0.00032076-5.1698e-05i,-0.00039225+0.00052867i,2.7126e-05+0.00039912i,-5.2795e-05+0.00013489i,-0.0007437+0.00023339i,-0.00050999+0.00018239i,0.00023411-0.00031092i,0.00025669+0.00022965i,7.8651e-05+0.00037868i,1.9629e-05-0.00055521i,-0.00047118-0.00051767i,-0.0003935-2.2698e-05i,0.00020243-0.00057454i,0.00042837-0.0010686i
-0.0007482-0.0012555i,0.00054918-0.0016035i,0.0021594-0.0010922i,0.0040927-0.0013459i,0.0038129-0.0019802i,0.0022427-0.00033536i,0.0015828+0.0016262i,0.0016472+0.0018684i,0.0012577+0.00086749i,0.00033519+0.00054884i,9.8942e-05+0.000448i,7.9049e-05+0.00010678i,0.00015608-8.1356e-05i,0.00081483+0.00031096i,0.0013079+0.00062802i,0.0012211-3.9814e-05i,0.0012436-0.00043898i,0.00082426-0.00022324i,0.00012035+5.4344e-06i,-0.00039413-0.00039364i,-0.00057554-0.00034858i,-0.00087359-5.8539e-05i,-0.00058191+0.0002273i
-7.1068e-06+0.00016904i,0.0017938-0.00029402i,0.0050333-0.0012375i,0.0059702-0.0023963i,0.0046124-0.0033253i,0.0030094-0.0022039i,0.0018321+0.00036483i,0.0013659+0.00072535i,0.0015913-0.00052958i,0.00090806-0.00035105i,0.00021266+0.00032492i,0.00029138+4.285e-05i,0.00037048-0.0002366i,0.00039181-0.00029934i,0.00062713+0.00011243i,0.00072553+0.0012215i,0.00046444+0.00073135i,0.00044155-0.00056922i,0.00048342-0.00045982i,0.00072364-5.4994e-05i,0.00075847+0.00011165i,0.0002387+0.00017105i,-7.0523e-05-0.00019987i
0.00098708+4.4415e-05i,0.0016325+0.00018453i,0.0039828+0.0004892i,0.0051646-0.00055163i,0.003386-0.0022594i,0.0019252-0.0013417i,0.0015199+0.0005933i,0.0015299+0.00057i,0.0011741-0.00037786i,0.00034456-0.00046979i,2.3194e-05+0.00014668i,0.00038254+0.00011971i,0.00034814-0.00018696i,-0.00027535+0.00014234i,-0.00086555-6.0571e-05i,-0.0002444-0.00073641i,0.00049456-0.00025469i,0.00095768-0.00015691i,0.00085834-0.00045523i,0.00041388-0.00079513i,0.00092539-0.00057584i,0.00084296-0.00026649i,2.9229e-05+9.7713e-05i
-0.0006603+2.5118e-05i,0.00041813+0.00074212i,0.0026144+0.00065499i,0.004706-0.00057402i,0.0041758-0.0019999i,0.0015355-0.0012955i,0.0013204+0.00085679i,0.0013641+0.0018436i,0.00026419+0.0010226i,-0.00055089+0.00062085i,-0.0011377+0.00067919i,-0.00071162-0.00052382i,-0.00039991-0.0014319i,-0.00022807-0.0012113i,0.0008259-0.00077718i,0.0012767+0.00032421i,0.00091621+0.00063962i,0.00090538-2.5097e-05i,0.0014162-0.00055793i,0.00093269-0.00085478i,1.2262e-05-0.00050699i,-8.4189e-05+9.7262e-05i,-0.00034095+0.00017563i
-0.00060619-5.1575e-05i,-0.00017909-0.00026215i,0.0016223+0.00017442i,0.0041193-0.0012225i,0.0043213-0.0032938i,0.0022659-0.0029123i,0.0011561-0.00039288i,0.00096888+0.0014881i,0.00097743+0.0006271i,0.0011248-0.00028211i,0.00099391-0.00024458i,0.00075905-0.0005033i,-3.5394e-05-0.00029019i,-0.00032284+9.2886e-05i,0.00016581-9.759e-05i,0.00033259-0.00043338i,0.00077943-0.0003788i,0.0016819-0.0003834i,0.0017407-0.00093739i,0.00095863-0.0014071i,8.7819e-06-0.00083736i,-0.00056716-0.0002471i,-0.00083931+4.9127e-06i
-0.0005206+0.00011985i,5.5914e-05-0.00067175i,0.0014087-0.0012685i,0.0038319-0.0023074i,0.0039342-0.0028568i,0.0017048-0.0017483i,0.00054388+0.00037417i,0.0011492+0.00061617i,0.0011832+0.00012914i,0.00077066+2.2713e-05i,0.00053008-7.8215e-05i,0.00018364-0.0001471i,0.00036527+0.00024962i,0.00038734+0.00097815i,-0.00016116+0.001389i,-0.00084644+0.00072531i,-0.00040645+0.00033743i,0.00045855+0.00066933i,0.00048173+0.00011426i,-0.00051959-0.00023377i,-0.00014695-0.00021299i,0.00085394-0.00042363i,0.00091875-3.9984e-05i
0.00026006+0.0020074i,0.0011626+0.0014249i,0.0043241-2.8504e-05i,0.0061871-0.0016428i,0.0051504-0.0023048i,0.0033447-0.001384i,0.0026592+0.00016032i,0.0025236+0.00057234i,0.001502-0.00049387i,0.0010001-0.00039938i,0.00020842+0.00060511i,-0.00053113+0.00062552i,-0.00047596-0.00034989i,-0.00020251-0.00053253i,6.6885e-05+0.00010708i,0.0003067+0.00025197i,0.00077633-2.0759e-05i,0.00084568+0.00014645i,0.00027456-0.0001893i,-0.00022364-0.00083286i,-0.00049323-0.00065127i,-0.00022498-0.00034055i,2.1223e-05-0.00045634i
0.0021227-0.0009133i,0.0031528-7.5394e-06i,0.0058215-0.00026348i,0.0070892-0.0022987i,0.0047411-0.0039828i,0.0018506-0.0023135i,0.00070575+0.00037603i,0.0010662+0.00086567i,0.00065729+0.0005388i,-8.9797e-05+0.00082469i,-0.00034561+7.7904e-05i,-0.00021482-0.00046174i,0.00022115-0.00046734i,0.0002589-0.00018214i,-0.00037412+0.00021322i,-0.00041576-0.00033699i,0.00037872-0.00059538i,0.00065141-0.00035691i,0.00075338-0.00013489i,0.00043378-0.00011585i,0.00018954+3.3063e-06i,0.0003489-0.0002752i,0.00047603-0.00011987i
0.00028085+0.00041995i,0.0013091+0.0012953i,0.0025648+0.00059909i,0.0034641-0.0014568i,0.0033262-0.0020935i,0.0022143-0.0010208i,0.0021777+0.0011412i,0.00238+0.0015444i,0.0013602+8.0525e-05i,0.00018206-0.00052321i,-8.2959e-05-0.00023987i,0.00034034-3.3982e-05i,0.00045319-0.00012053i,0.00011639+0.00041535i,-0.00043515+0.00045957i,-0.00029498-7.07e-05i,0.00057507+0.00018338i,0.00075814+0.00016006i,0.00039717+0.00030196i,0.00020313+0.00049101i,1.3352e-05-6.0558e-05i,-0.0010222-0.0010985i,-0.0012425-0.00056769i
-0.00092519+0.0013114i,-0.00067079+0.00095523i,0.0012833+0.00126i,0.0037786-0.00075507i,0.0035034-0.0027428i,0.0019793-0.0019442i,0.0013564+0.00061206i,0.00096909+0.0017053i,0.00055652+0.0010855i,0.00038764+0.00089345i,0.00029778+0.00068051i,0.00042864+0.00025921i,0.00079454-0.00021318i,0.00059619-0.00056496i,-0.00022447-0.00081953i,-0.00044654-0.0005971i,-5.1883e-05-0.00040237i,0.00033502-0.00095741i,0.0010704-0.0007216i,0.00027486+0.00027669i,-0.00020531+0.00032143i,0.00022602+0.00018562i,0.00026521-0.0002515i
-0.0003539+0.00024337i,1.4817e-05-9.1753e-05i,0.0020504-0.00072531i,0.0046858-0.0022767i,0.0049698-0.0029133i,0.0022725-0.001643i,0.0013634+0.00010598i,0.0021981+0.00011227i,0.0014134-3.5616e-05i,0.0002462+0.00064391i,0.00031264+0.0010616i,0.00049305+0.00098617i,0.00037969+0.00085875i,0.000671+0.00080618i,0.0007665+0.00039606i,0.00062026+9.671e-05i,0.00067759+0.00020481i,0.00023743+0.00039834i,0.00044272+9.8669e-05i,0.00033741+0.00035322i,-5.8407e-05+0.0004968i,0.00018423-0.00028251i,0.00028872-0.00020839i
-0.00081939-0.0010301i,0.0021637-0.0022161i,0.0066228-0.0028427i,0.0084722-0.0038158i,0.0066195-0.0033691i,0.0037584-0.0018054i,0.0020515-0.00013185i,0.00099279+0.00085401i,0.00052492+0.00083381i,-3.3782e-05+0.00067292i,-0.00010432+3.7431e-05i,0.00064665-0.00089245i,-0.00033794-0.0013791i,-0.0012407-0.0010404i,-0.00015554-0.00058936i,-7.1144e-05+0.00020122i,-5.0723e-05+0.0003477i,0.00087805+0.00021676i,0.00070738+0.00010522i,2.4067e-05+0.00042681i,-0.00067839+0.0011972i,-0.0013429+0.00040413i,-0.0010082-0.00028227i
7.9255e-05+8.046e-05i,0.0020114+0.0014535i,0.0041773+0.0019308i,0.0054109+0.00020541i,0.0044322-0.0018176i,0.0022695-0.0015983i,0.0015363-0.000192i,0.0019634+0.00045823i,0.0017895+0.00011636i,0.0010448-0.00011957i,0.0006028-0.00022643i,-7.6846e-06-5.6096e-05i,-0.00073479+0.00048819i,-0.00031042+6.5279e-06i,0.00042586-0.00057477i,0.00067061-0.00038388i,0.00054371-0.00029729i,0.00015064-0.0003714i,0.00041883-0.00033483i,0.00040375-0.00051787i,0.00023629-0.00042323i,0.00042901+0.00024931i,0.0006605+0.00018971i
-5.2818e-05-0.00020873i,-1.0748e-05+0.0015237i,0.00062146+0.0021565i,0.0026904+0.00058752i,0.002769-0.0010122i,0.00032537-0.00027465i,-0.00020747+0.001349i,0.00098493+0.0018145i,0.001032+0.00075387i,-2.2871e-05-0.00034554i,-0.00015563-0.00044636i,0.00029075-0.00033161i,0.0005901+0.0002283i,0.00054656+0.00068585i,0.00014784+0.00015587i,0.00020896+0.00022207i,0.00072384+0.00061191i,0.00050938+0.00076919i,0.00014302+0.00068694i,-5.5747e-05+0.00043027i,-2.3661e-05+0.00013639i,-7.7913e-06-0.00062199i,1.7977e-05-0.00084064i
0.0011424+0.0012439i,-7.3938e-05+0.0010451i,0.0018553-1.5725e-05i,0.0044989-0.0016262i,0.0037617-0.0026715i,0.0013073-0.0017418i,0.0012727+0.00015594i,0.0018626+0.0008907i,0.0019303+0.00044578i,0.0012653+0.0005674i,1.3103e-05+0.00017539i,-0.001022-0.00023245i,-0.00086099+0.00047349i,0.00058637+0.0010222i,0.0017714+0.0011064i,0.00185+0.00065331i,0.0016096-0.00012256i,0.0012429-1.4761e-05i,0.00067+0.00024463i,-0.00029101+0.00069958i,-0.00015243+0.0010818i,0.0008875+0.00063905i,0.00062374-0.00037402i
0.0014114+0.00096763i,0.0011333-0.00025785i,0.0033368-0.0015588i,0.0054967-0.0034084i,0.0040231-0.0039577i,0.00099038-0.0022765i,-2.534e-05+0.00039157i,0.00041175+0.0012661i,0.00088435+0.00019569i,0.00089796-0.00051241i,0.00053325-0.00051426i,-8.965e-05-0.00095974i,-0.00044942-0.00067246i,-0.00012392-9.1925e-05i,0.00019413+0.00042819i,0.00060433+0.00042217i,0.0015956-1.4636e-05i,0.0019106+4.1167e-07i,0.00073047-0.00014415i,0.00019922+0.00020586i,0.00071175+0.00083543i,0.0010178+0.00016365i,0.00056195-0.00055267i
